context: Are you still here? response:	Are you still here?
context: From how the report was written, he was probably forced to delete it.\The top brass are trying to erase the very fact that there are people who can't be judged by Sibyl.\Well... I guess they don't have much choice.\Don't you feel frustrated?\I do. But...\I came to a realization when the riots broke out the other day.\I think enforcing justice and maintaining public order are equally important.\Then... response:	How do you think we can deal with those who are outside the law?
context: The top brass are trying to erase the very fact that there are people who can't be judged by Sibyl.\Well... I guess they don't have much choice.\Don't you feel frustrated?\I do. But...\I came to a realization when the riots broke out the other day.\I think enforcing justice and maintaining public order are equally important.\Then...\How do you think we can deal with those who are outside the law? response:	We have no choice but to make this case an exception and go back to the old system.
context: Well... I guess they don't have much choice.\Don't you feel frustrated?\I do. But...\I came to a realization when the riots broke out the other day.\I think enforcing justice and maintaining public order are equally important.\Then...\How do you think we can deal with those who are outside the law?\We have no choice but to make this case an exception and go back to the old system. response:	We prosecute him, open a court, let him defend himself, and then sentence him.
context: Don't you feel frustrated?\I do. But...\I came to a realization when the riots broke out the other day.\I think enforcing justice and maintaining public order are equally important.\Then...\How do you think we can deal with those who are outside the law?\We have no choice but to make this case an exception and go back to the old system.\We prosecute him, open a court, let him defend himself, and then sentence him. response:	I think that's all we can do.
context: I do. But...\I came to a realization when the riots broke out the other day.\I think enforcing justice and maintaining public order are equally important.\Then...\How do you think we can deal with those who are outside the law?\We have no choice but to make this case an exception and go back to the old system.\We prosecute him, open a court, let him defend himself, and then sentence him.\I think that's all we can do. response:	That sounds like a pretty daunting process.
context: I came to a realization when the riots broke out the other day.\I think enforcing justice and maintaining public order are equally important.\Then...\How do you think we can deal with those who are outside the law?\We have no choice but to make this case an exception and go back to the old system.\We prosecute him, open a court, let him defend himself, and then sentence him.\I think that's all we can do.\That sounds like a pretty daunting process. response:	I wonder how long it'll take to prepare.
context: I think enforcing justice and maintaining public order are equally important.\Then...\How do you think we can deal with those who are outside the law?\We have no choice but to make this case an exception and go back to the old system.\We prosecute him, open a court, let him defend himself, and then sentence him.\I think that's all we can do.\That sounds like a pretty daunting process.\I wonder how long it'll take to prepare. response:	But there's no other way.
context: Then...\How do you think we can deal with those who are outside the law?\We have no choice but to make this case an exception and go back to the old system.\We prosecute him, open a court, let him defend himself, and then sentence him.\I think that's all we can do.\That sounds like a pretty daunting process.\I wonder how long it'll take to prepare.\But there's no other way. response:	There is, remember?
context: How do you think we can deal with those who are outside the law?\We have no choice but to make this case an exception and go back to the old system.\We prosecute him, open a court, let him defend himself, and then sentence him.\I think that's all we can do.\That sounds like a pretty daunting process.\I wonder how long it'll take to prepare.\But there's no other way.\There is, remember? response:	A quicker way that won't cause anyone trouble.
context: We have no choice but to make this case an exception and go back to the old system.\We prosecute him, open a court, let him defend himself, and then sentence him.\I think that's all we can do.\That sounds like a pretty daunting process.\I wonder how long it'll take to prepare.\But there's no other way.\There is, remember?\A quicker way that won't cause anyone trouble. response:	We should've killed Makishima back then.
context: We prosecute him, open a court, let him defend himself, and then sentence him.\I think that's all we can do.\That sounds like a pretty daunting process.\I wonder how long it'll take to prepare.\But there's no other way.\There is, remember?\A quicker way that won't cause anyone trouble.\We should've killed Makishima back then. response:	But I was wrong to ask you to do it. I'll finish him off myself.
context: I think that's all we can do.\That sounds like a pretty daunting process.\I wonder how long it'll take to prepare.\But there's no other way.\There is, remember?\A quicker way that won't cause anyone trouble.\We should've killed Makishima back then.\But I was wrong to ask you to do it. I'll finish him off myself. response:	You're an Inspector, after all. I can't have his blood on your hands.
context: That sounds like a pretty daunting process.\I wonder how long it'll take to prepare.\But there's no other way.\There is, remember?\A quicker way that won't cause anyone trouble.\We should've killed Makishima back then.\But I was wrong to ask you to do it. I'll finish him off myself.\You're an Inspector, after all. I can't have his blood on your hands. response:	I'm an Enforcer. I have nothing to lose.
context: I wonder how long it'll take to prepare.\But there's no other way.\There is, remember?\A quicker way that won't cause anyone trouble.\We should've killed Makishima back then.\But I was wrong to ask you to do it. I'll finish him off myself.\You're an Inspector, after all. I can't have his blood on your hands.\I'm an Enforcer. I have nothing to lose. response:	That's how our partnership works.
context: But there's no other way.\There is, remember?\A quicker way that won't cause anyone trouble.\We should've killed Makishima back then.\But I was wrong to ask you to do it. I'll finish him off myself.\You're an Inspector, after all. I can't have his blood on your hands.\I'm an Enforcer. I have nothing to lose.\That's how our partnership works. response:	That'll show my worth as a hunting dog, too.
context: There is, remember?\A quicker way that won't cause anyone trouble.\We should've killed Makishima back then.\But I was wrong to ask you to do it. I'll finish him off myself.\You're an Inspector, after all. I can't have his blood on your hands.\I'm an Enforcer. I have nothing to lose.\That's how our partnership works.\That'll show my worth as a hunting dog, too. response:	That's not enforcing the law.
context: A quicker way that won't cause anyone trouble.\We should've killed Makishima back then.\But I was wrong to ask you to do it. I'll finish him off myself.\You're an Inspector, after all. I can't have his blood on your hands.\I'm an Enforcer. I have nothing to lose.\That's how our partnership works.\That'll show my worth as a hunting dog, too.\That's not enforcing the law. response:	You're just replacing one killer with another.
context: We should've killed Makishima back then.\But I was wrong to ask you to do it. I'll finish him off myself.\You're an Inspector, after all. I can't have his blood on your hands.\I'm an Enforcer. I have nothing to lose.\That's how our partnership works.\That'll show my worth as a hunting dog, too.\That's not enforcing the law.\You're just replacing one killer with another. response:	Kougami...
context: But I was wrong to ask you to do it. I'll finish him off myself.\You're an Inspector, after all. I can't have his blood on your hands.\I'm an Enforcer. I have nothing to lose.\That's how our partnership works.\That'll show my worth as a hunting dog, too.\That's not enforcing the law.\You're just replacing one killer with another.\Kougami... response:	You told me once that you wanted to be a detective, not a dog.
context: You're an Inspector, after all. I can't have his blood on your hands.\I'm an Enforcer. I have nothing to lose.\That's how our partnership works.\That'll show my worth as a hunting dog, too.\That's not enforcing the law.\You're just replacing one killer with another.\Kougami...\You told me once that you wanted to be a detective, not a dog. response:	You sure do remember the most trivial things.
context: I'm an Enforcer. I have nothing to lose.\That's how our partnership works.\That'll show my worth as a hunting dog, too.\That's not enforcing the law.\You're just replacing one killer with another.\Kougami...\You told me once that you wanted to be a detective, not a dog.\You sure do remember the most trivial things. response:	It's not trivial. Completely the opposite.
context: That's how our partnership works.\That'll show my worth as a hunting dog, too.\That's not enforcing the law.\You're just replacing one killer with another.\Kougami...\You told me once that you wanted to be a detective, not a dog.\You sure do remember the most trivial things.\It's not trivial. Completely the opposite. response:	It's thanks to those words that I didn't quit this job.
context: That'll show my worth as a hunting dog, too.\That's not enforcing the law.\You're just replacing one killer with another.\Kougami...\You told me once that you wanted to be a detective, not a dog.\You sure do remember the most trivial things.\It's not trivial. Completely the opposite.\It's thanks to those words that I didn't quit this job. response:	Tell me, Kougami.
context: That's not enforcing the law.\You're just replacing one killer with another.\Kougami...\You told me once that you wanted to be a detective, not a dog.\You sure do remember the most trivial things.\It's not trivial. Completely the opposite.\It's thanks to those words that I didn't quit this job.\Tell me, Kougami. response:	Will you always be a detective?
context: You're just replacing one killer with another.\Kougami...\You told me once that you wanted to be a detective, not a dog.\You sure do remember the most trivial things.\It's not trivial. Completely the opposite.\It's thanks to those words that I didn't quit this job.\Tell me, Kougami.\Will you always be a detective? response:	Can you promise me that?
context: Kougami...\You told me once that you wanted to be a detective, not a dog.\You sure do remember the most trivial things.\It's not trivial. Completely the opposite.\It's thanks to those words that I didn't quit this job.\Tell me, Kougami.\Will you always be a detective?\Can you promise me that? response:	Yeah.
context: You told me once that you wanted to be a detective, not a dog.\You sure do remember the most trivial things.\It's not trivial. Completely the opposite.\It's thanks to those words that I didn't quit this job.\Tell me, Kougami.\Will you always be a detective?\Can you promise me that?\Yeah. response:	Oof.
context: You sure do remember the most trivial things.\It's not trivial. Completely the opposite.\It's thanks to those words that I didn't quit this job.\Tell me, Kougami.\Will you always be a detective?\Can you promise me that?\Yeah.\Oof. response:	So, you think the Chief's throwing us a ball to play with like the dogs we are?
context: It's not trivial. Completely the opposite.\It's thanks to those words that I didn't quit this job.\Tell me, Kougami.\Will you always be a detective?\Can you promise me that?\Yeah.\Oof.\So, you think the Chief's throwing us a ball to play with like the dogs we are? response:	What was I supposed to do?
context: It's thanks to those words that I didn't quit this job.\Tell me, Kougami.\Will you always be a detective?\Can you promise me that?\Yeah.\Oof.\So, you think the Chief's throwing us a ball to play with like the dogs we are?\What was I supposed to do? response:	What's the right answer in this kind of situation?
context: Tell me, Kougami.\Will you always be a detective?\Can you promise me that?\Yeah.\Oof.\So, you think the Chief's throwing us a ball to play with like the dogs we are?\What was I supposed to do?\What's the right answer in this kind of situation? response:	There's no right answer. All you can do is compromise.
context: Will you always be a detective?\Can you promise me that?\Yeah.\Oof.\So, you think the Chief's throwing us a ball to play with like the dogs we are?\What was I supposed to do?\What's the right answer in this kind of situation?\There's no right answer. All you can do is compromise. response:	Hey...
context: Can you promise me that?\Yeah.\Oof.\So, you think the Chief's throwing us a ball to play with like the dogs we are?\What was I supposed to do?\What's the right answer in this kind of situation?\There's no right answer. All you can do is compromise.\Hey... response:	Nobuchika.
context: Yeah.\Oof.\So, you think the Chief's throwing us a ball to play with like the dogs we are?\What was I supposed to do?\What's the right answer in this kind of situation?\There's no right answer. All you can do is compromise.\Hey...\Nobuchika. response:	What is it?
context: Oof.\So, you think the Chief's throwing us a ball to play with like the dogs we are?\What was I supposed to do?\What's the right answer in this kind of situation?\There's no right answer. All you can do is compromise.\Hey...\Nobuchika.\What is it? response:	You need to protect yourself.
context: So, you think the Chief's throwing us a ball to play with like the dogs we are?\What was I supposed to do?\What's the right answer in this kind of situation?\There's no right answer. All you can do is compromise.\Hey...\Nobuchika.\What is it?\You need to protect yourself. response:	Like I said earlier, this is a game of ball between the master and their dogs.
context: What was I supposed to do?\What's the right answer in this kind of situation?\There's no right answer. All you can do is compromise.\Hey...\Nobuchika.\What is it?\You need to protect yourself.\Like I said earlier, this is a game of ball between the master and their dogs. response:	If you disobey, you'll just be punished.
context: What's the right answer in this kind of situation?\There's no right answer. All you can do is compromise.\Hey...\Nobuchika.\What is it?\You need to protect yourself.\Like I said earlier, this is a game of ball between the master and their dogs.\If you disobey, you'll just be punished. response:	Given that, you should change your position to that of a third party, neither dog nor master.
context: There's no right answer. All you can do is compromise.\Hey...\Nobuchika.\What is it?\You need to protect yourself.\Like I said earlier, this is a game of ball between the master and their dogs.\If you disobey, you'll just be punished.\Given that, you should change your position to that of a third party, neither dog nor master. response:	A third party?
context: Hey...\Nobuchika.\What is it?\You need to protect yourself.\Like I said earlier, this is a game of ball between the master and their dogs.\If you disobey, you'll just be punished.\Given that, you should change your position to that of a third party, neither dog nor master.\A third party? response:	The ball.
context: Nobuchika.\What is it?\You need to protect yourself.\Like I said earlier, this is a game of ball between the master and their dogs.\If you disobey, you'll just be punished.\Given that, you should change your position to that of a third party, neither dog nor master.\A third party?\The ball. response:	You need to become the ball that's thrown about, just bouncing and rolling.
context: What is it?\You need to protect yourself.\Like I said earlier, this is a game of ball between the master and their dogs.\If you disobey, you'll just be punished.\Given that, you should change your position to that of a third party, neither dog nor master.\A third party?\The ball.\You need to become the ball that's thrown about, just bouncing and rolling. response:	At first glance, it may seem to be beneath you,
context: You need to protect yourself.\Like I said earlier, this is a game of ball between the master and their dogs.\If you disobey, you'll just be punished.\Given that, you should change your position to that of a third party, neither dog nor master.\A third party?\The ball.\You need to become the ball that's thrown about, just bouncing and rolling.\At first glance, it may seem to be beneath you, response:	but in truth, that's the way to get hurt least and avoid tiring yourself out.
context: Like I said earlier, this is a game of ball between the master and their dogs.\If you disobey, you'll just be punished.\Given that, you should change your position to that of a third party, neither dog nor master.\A third party?\The ball.\You need to become the ball that's thrown about, just bouncing and rolling.\At first glance, it may seem to be beneath you,\but in truth, that's the way to get hurt least and avoid tiring yourself out. response:	It's the wisest course of action, you know.
context: If you disobey, you'll just be punished.\Given that, you should change your position to that of a third party, neither dog nor master.\A third party?\The ball.\You need to become the ball that's thrown about, just bouncing and rolling.\At first glance, it may seem to be beneath you,\but in truth, that's the way to get hurt least and avoid tiring yourself out.\It's the wisest course of action, you know. response:	I'm sorry to say it, but this case is too much for you to handle.
context: Given that, you should change your position to that of a third party, neither dog nor master.\A third party?\The ball.\You need to become the ball that's thrown about, just bouncing and rolling.\At first glance, it may seem to be beneath you,\but in truth, that's the way to get hurt least and avoid tiring yourself out.\It's the wisest course of action, you know.\I'm sorry to say it, but this case is too much for you to handle. response:	Instead of acting rashly and ending up being forced to resign,
context: A third party?\The ball.\You need to become the ball that's thrown about, just bouncing and rolling.\At first glance, it may seem to be beneath you,\but in truth, that's the way to get hurt least and avoid tiring yourself out.\It's the wisest course of action, you know.\I'm sorry to say it, but this case is too much for you to handle.\Instead of acting rashly and ending up being forced to resign, response:	you're better off acting completely useless as you roll down the slope.
context: The ball.\You need to become the ball that's thrown about, just bouncing and rolling.\At first glance, it may seem to be beneath you,\but in truth, that's the way to get hurt least and avoid tiring yourself out.\It's the wisest course of action, you know.\I'm sorry to say it, but this case is too much for you to handle.\Instead of acting rashly and ending up being forced to resign,\you're better off acting completely useless as you roll down the slope. response:	That's some pretty terrible advice.
context: You need to become the ball that's thrown about, just bouncing and rolling.\At first glance, it may seem to be beneath you,\but in truth, that's the way to get hurt least and avoid tiring yourself out.\It's the wisest course of action, you know.\I'm sorry to say it, but this case is too much for you to handle.\Instead of acting rashly and ending up being forced to resign,\you're better off acting completely useless as you roll down the slope.\That's some pretty terrible advice. response:	I thought you'd have more smarts than me about this kind of stuff.
context: At first glance, it may seem to be beneath you,\but in truth, that's the way to get hurt least and avoid tiring yourself out.\It's the wisest course of action, you know.\I'm sorry to say it, but this case is too much for you to handle.\Instead of acting rashly and ending up being forced to resign,\you're better off acting completely useless as you roll down the slope.\That's some pretty terrible advice.\I thought you'd have more smarts than me about this kind of stuff. response:	I guess that's the so-called wisdom that comes with age.
context: but in truth, that's the way to get hurt least and avoid tiring yourself out.\It's the wisest course of action, you know.\I'm sorry to say it, but this case is too much for you to handle.\Instead of acting rashly and ending up being forced to resign,\you're better off acting completely useless as you roll down the slope.\That's some pretty terrible advice.\I thought you'd have more smarts than me about this kind of stuff.\I guess that's the so-called wisdom that comes with age. response:	We really can't afford not to have Kougami when we go after Makishima.
context: It's the wisest course of action, you know.\I'm sorry to say it, but this case is too much for you to handle.\Instead of acting rashly and ending up being forced to resign,\you're better off acting completely useless as you roll down the slope.\That's some pretty terrible advice.\I thought you'd have more smarts than me about this kind of stuff.\I guess that's the so-called wisdom that comes with age.\We really can't afford not to have Kougami when we go after Makishima. response:	Even if he ends up being a dog that bites his master?
context: I'm sorry to say it, but this case is too much for you to handle.\Instead of acting rashly and ending up being forced to resign,\you're better off acting completely useless as you roll down the slope.\That's some pretty terrible advice.\I thought you'd have more smarts than me about this kind of stuff.\I guess that's the so-called wisdom that comes with age.\We really can't afford not to have Kougami when we go after Makishima.\Even if he ends up being a dog that bites his master? response:	When it comes to Makishima-related matters,
context: Instead of acting rashly and ending up being forced to resign,\you're better off acting completely useless as you roll down the slope.\That's some pretty terrible advice.\I thought you'd have more smarts than me about this kind of stuff.\I guess that's the so-called wisdom that comes with age.\We really can't afford not to have Kougami when we go after Makishima.\Even if he ends up being a dog that bites his master?\When it comes to Makishima-related matters, response:	there's no other hunting dog with as keen a nose as Kougami's.
context: you're better off acting completely useless as you roll down the slope.\That's some pretty terrible advice.\I thought you'd have more smarts than me about this kind of stuff.\I guess that's the so-called wisdom that comes with age.\We really can't afford not to have Kougami when we go after Makishima.\Even if he ends up being a dog that bites his master?\When it comes to Makishima-related matters,\there's no other hunting dog with as keen a nose as Kougami's. response:	That detective instinct that you so often talk about...
context: That's some pretty terrible advice.\I thought you'd have more smarts than me about this kind of stuff.\I guess that's the so-called wisdom that comes with age.\We really can't afford not to have Kougami when we go after Makishima.\Even if he ends up being a dog that bites his master?\When it comes to Makishima-related matters,\there's no other hunting dog with as keen a nose as Kougami's.\That detective instinct that you so often talk about... response:	It's a talent that I don't happen to have after all.
context: I thought you'd have more smarts than me about this kind of stuff.\I guess that's the so-called wisdom that comes with age.\We really can't afford not to have Kougami when we go after Makishima.\Even if he ends up being a dog that bites his master?\When it comes to Makishima-related matters,\there's no other hunting dog with as keen a nose as Kougami's.\That detective instinct that you so often talk about...\It's a talent that I don't happen to have after all. response:	But the Chief ordered you to take him off the case, right?
context: I guess that's the so-called wisdom that comes with age.\We really can't afford not to have Kougami when we go after Makishima.\Even if he ends up being a dog that bites his master?\When it comes to Makishima-related matters,\there's no other hunting dog with as keen a nose as Kougami's.\That detective instinct that you so often talk about...\It's a talent that I don't happen to have after all.\But the Chief ordered you to take him off the case, right? response:	Once we can get him out of the cage, the game is ours.
context: We really can't afford not to have Kougami when we go after Makishima.\Even if he ends up being a dog that bites his master?\When it comes to Makishima-related matters,\there's no other hunting dog with as keen a nose as Kougami's.\That detective instinct that you so often talk about...\It's a talent that I don't happen to have after all.\But the Chief ordered you to take him off the case, right?\Once we can get him out of the cage, the game is ours. response:	The only remaining question is: what excuse shall I come up with?
context: Even if he ends up being a dog that bites his master?\When it comes to Makishima-related matters,\there's no other hunting dog with as keen a nose as Kougami's.\That detective instinct that you so often talk about...\It's a talent that I don't happen to have after all.\But the Chief ordered you to take him off the case, right?\Once we can get him out of the cage, the game is ours.\The only remaining question is: what excuse shall I come up with? response:	It's not like you to come up with such a radical idea, Ginoza.
context: When it comes to Makishima-related matters,\there's no other hunting dog with as keen a nose as Kougami's.\That detective instinct that you so often talk about...\It's a talent that I don't happen to have after all.\But the Chief ordered you to take him off the case, right?\Once we can get him out of the cage, the game is ours.\The only remaining question is: what excuse shall I come up with?\It's not like you to come up with such a radical idea, Ginoza. response:	I'm sorry to ask you to take part in something risky like this.
context: there's no other hunting dog with as keen a nose as Kougami's.\That detective instinct that you so often talk about...\It's a talent that I don't happen to have after all.\But the Chief ordered you to take him off the case, right?\Once we can get him out of the cage, the game is ours.\The only remaining question is: what excuse shall I come up with?\It's not like you to come up with such a radical idea, Ginoza.\I'm sorry to ask you to take part in something risky like this. response:	That's okay.
context: That detective instinct that you so often talk about...\It's a talent that I don't happen to have after all.\But the Chief ordered you to take him off the case, right?\Once we can get him out of the cage, the game is ours.\The only remaining question is: what excuse shall I come up with?\It's not like you to come up with such a radical idea, Ginoza.\I'm sorry to ask you to take part in something risky like this.\That's okay. response:	I agree that the way Kagari from your division disappeared is suspicious,
context: It's a talent that I don't happen to have after all.\But the Chief ordered you to take him off the case, right?\Once we can get him out of the cage, the game is ours.\The only remaining question is: what excuse shall I come up with?\It's not like you to come up with such a radical idea, Ginoza.\I'm sorry to ask you to take part in something risky like this.\That's okay.\I agree that the way Kagari from your division disappeared is suspicious, response:	and that we can't let Makishima Shougo run free.
context: But the Chief ordered you to take him off the case, right?\Once we can get him out of the cage, the game is ours.\The only remaining question is: what excuse shall I come up with?\It's not like you to come up with such a radical idea, Ginoza.\I'm sorry to ask you to take part in something risky like this.\That's okay.\I agree that the way Kagari from your division disappeared is suspicious,\and that we can't let Makishima Shougo run free. response:	We already have two people absent from the CID as it is.
context: Once we can get him out of the cage, the game is ours.\The only remaining question is: what excuse shall I come up with?\It's not like you to come up with such a radical idea, Ginoza.\I'm sorry to ask you to take part in something risky like this.\That's okay.\I agree that the way Kagari from your division disappeared is suspicious,\and that we can't let Makishima Shougo run free.\We already have two people absent from the CID as it is. response:	Given the present situation, we can't let you waste time sitting around in the lab.
context: The only remaining question is: what excuse shall I come up with?\It's not like you to come up with such a radical idea, Ginoza.\I'm sorry to ask you to take part in something risky like this.\That's okay.\I agree that the way Kagari from your division disappeared is suspicious,\and that we can't let Makishima Shougo run free.\We already have two people absent from the CID as it is.\Given the present situation, we can't let you waste time sitting around in the lab. response:	So I asked Inspector Aoyanagi in Division 2 to temporarily have you and one of her Enforcers switch places, and she agreed.
context: It's not like you to come up with such a radical idea, Ginoza.\I'm sorry to ask you to take part in something risky like this.\That's okay.\I agree that the way Kagari from your division disappeared is suspicious,\and that we can't let Makishima Shougo run free.\We already have two people absent from the CID as it is.\Given the present situation, we can't let you waste time sitting around in the lab.\So I asked Inspector Aoyanagi in Division 2 to temporarily have you and one of her Enforcers switch places, and she agreed. response:	Go to Division 2 for a while, and help them search for Kagari Shuusei.
context: I'm sorry to ask you to take part in something risky like this.\That's okay.\I agree that the way Kagari from your division disappeared is suspicious,\and that we can't let Makishima Shougo run free.\We already have two people absent from the CID as it is.\Given the present situation, we can't let you waste time sitting around in the lab.\So I asked Inspector Aoyanagi in Division 2 to temporarily have you and one of her Enforcers switch places, and she agreed.\Go to Division 2 for a while, and help them search for Kagari Shuusei. response:	We'll borrow one of the Division 2 people in your place.
context: That's okay.\I agree that the way Kagari from your division disappeared is suspicious,\and that we can't let Makishima Shougo run free.\We already have two people absent from the CID as it is.\Given the present situation, we can't let you waste time sitting around in the lab.\So I asked Inspector Aoyanagi in Division 2 to temporarily have you and one of her Enforcers switch places, and she agreed.\Go to Division 2 for a while, and help them search for Kagari Shuusei.\We'll borrow one of the Division 2 people in your place. response:	When we have so few leads on Kagari's case as it is,
context: I agree that the way Kagari from your division disappeared is suspicious,\and that we can't let Makishima Shougo run free.\We already have two people absent from the CID as it is.\Given the present situation, we can't let you waste time sitting around in the lab.\So I asked Inspector Aoyanagi in Division 2 to temporarily have you and one of her Enforcers switch places, and she agreed.\Go to Division 2 for a while, and help them search for Kagari Shuusei.\We'll borrow one of the Division 2 people in your place.\When we have so few leads on Kagari's case as it is, response:	it's understandable that the investigation would follow a somewhat roundabout course.
context: and that we can't let Makishima Shougo run free.\We already have two people absent from the CID as it is.\Given the present situation, we can't let you waste time sitting around in the lab.\So I asked Inspector Aoyanagi in Division 2 to temporarily have you and one of her Enforcers switch places, and she agreed.\Go to Division 2 for a while, and help them search for Kagari Shuusei.\We'll borrow one of the Division 2 people in your place.\When we have so few leads on Kagari's case as it is,\it's understandable that the investigation would follow a somewhat roundabout course. response:	Kougami, whatever you do, don't pull any stupid stunts.
context: We already have two people absent from the CID as it is.\Given the present situation, we can't let you waste time sitting around in the lab.\So I asked Inspector Aoyanagi in Division 2 to temporarily have you and one of her Enforcers switch places, and she agreed.\Go to Division 2 for a while, and help them search for Kagari Shuusei.\We'll borrow one of the Division 2 people in your place.\When we have so few leads on Kagari's case as it is,\it's understandable that the investigation would follow a somewhat roundabout course.\Kougami, whatever you do, don't pull any stupid stunts. response:	At least not while I'm looking, anyway.
context: Given the present situation, we can't let you waste time sitting around in the lab.\So I asked Inspector Aoyanagi in Division 2 to temporarily have you and one of her Enforcers switch places, and she agreed.\Go to Division 2 for a while, and help them search for Kagari Shuusei.\We'll borrow one of the Division 2 people in your place.\When we have so few leads on Kagari's case as it is,\it's understandable that the investigation would follow a somewhat roundabout course.\Kougami, whatever you do, don't pull any stupid stunts.\At least not while I'm looking, anyway. response:	Yes, ma'am.
context: So I asked Inspector Aoyanagi in Division 2 to temporarily have you and one of her Enforcers switch places, and she agreed.\Go to Division 2 for a while, and help them search for Kagari Shuusei.\We'll borrow one of the Division 2 people in your place.\When we have so few leads on Kagari's case as it is,\it's understandable that the investigation would follow a somewhat roundabout course.\Kougami, whatever you do, don't pull any stupid stunts.\At least not while I'm looking, anyway.\Yes, ma'am. response:	This is a special circumstance as defined in Code K32.
context: Go to Division 2 for a while, and help them search for Kagari Shuusei.\We'll borrow one of the Division 2 people in your place.\When we have so few leads on Kagari's case as it is,\it's understandable that the investigation would follow a somewhat roundabout course.\Kougami, whatever you do, don't pull any stupid stunts.\At least not while I'm looking, anyway.\Yes, ma'am.\This is a special circumstance as defined in Code K32. response:	We will be taking Kougami Shinya into custody.
context: We'll borrow one of the Division 2 people in your place.\When we have so few leads on Kagari's case as it is,\it's understandable that the investigation would follow a somewhat roundabout course.\Kougami, whatever you do, don't pull any stupid stunts.\At least not while I'm looking, anyway.\Yes, ma'am.\This is a special circumstance as defined in Code K32.\We will be taking Kougami Shinya into custody. response:	Wha
context: When we have so few leads on Kagari's case as it is,\it's understandable that the investigation would follow a somewhat roundabout course.\Kougami, whatever you do, don't pull any stupid stunts.\At least not while I'm looking, anyway.\Yes, ma'am.\This is a special circumstance as defined in Code K32.\We will be taking Kougami Shinya into custody.\Wha response:	Tsk.
context: it's understandable that the investigation would follow a somewhat roundabout course.\Kougami, whatever you do, don't pull any stupid stunts.\At least not while I'm looking, anyway.\Yes, ma'am.\This is a special circumstance as defined in Code K32.\We will be taking Kougami Shinya into custody.\Wha\Tsk. response:	If you really thought that you could outwit me with such a cheeky trick,
context: Kougami, whatever you do, don't pull any stupid stunts.\At least not while I'm looking, anyway.\Yes, ma'am.\This is a special circumstance as defined in Code K32.\We will be taking Kougami Shinya into custody.\Wha\Tsk.\If you really thought that you could outwit me with such a cheeky trick, response:	you must really take me for quite the fool.
context: At least not while I'm looking, anyway.\Yes, ma'am.\This is a special circumstance as defined in Code K32.\We will be taking Kougami Shinya into custody.\Wha\Tsk.\If you really thought that you could outwit me with such a cheeky trick,\you must really take me for quite the fool. response:	I'm surprised to see you're such a big fan of mine, Chief Kasei.
context: Yes, ma'am.\This is a special circumstance as defined in Code K32.\We will be taking Kougami Shinya into custody.\Wha\Tsk.\If you really thought that you could outwit me with such a cheeky trick,\you must really take me for quite the fool.\I'm surprised to see you're such a big fan of mine, Chief Kasei. response:	And I'm surprised that you think you're in any position to talk back.
context: This is a special circumstance as defined in Code K32.\We will be taking Kougami Shinya into custody.\Wha\Tsk.\If you really thought that you could outwit me with such a cheeky trick,\you must really take me for quite the fool.\I'm surprised to see you're such a big fan of mine, Chief Kasei.\And I'm surprised that you think you're in any position to talk back. response:	It's really quite hard to grasp.
context: We will be taking Kougami Shinya into custody.\Wha\Tsk.\If you really thought that you could outwit me with such a cheeky trick,\you must really take me for quite the fool.\I'm surprised to see you're such a big fan of mine, Chief Kasei.\And I'm surprised that you think you're in any position to talk back.\It's really quite hard to grasp. response:	Chief!
context: Wha\Tsk.\If you really thought that you could outwit me with such a cheeky trick,\you must really take me for quite the fool.\I'm surprised to see you're such a big fan of mine, Chief Kasei.\And I'm surprised that you think you're in any position to talk back.\It's really quite hard to grasp.\Chief! response:	Please let me explain! This is
context: Tsk.\If you really thought that you could outwit me with such a cheeky trick,\you must really take me for quite the fool.\I'm surprised to see you're such a big fan of mine, Chief Kasei.\And I'm surprised that you think you're in any position to talk back.\It's really quite hard to grasp.\Chief!\Please let me explain! This is response:	That won't be necessary.
context: If you really thought that you could outwit me with such a cheeky trick,\you must really take me for quite the fool.\I'm surprised to see you're such a big fan of mine, Chief Kasei.\And I'm surprised that you think you're in any position to talk back.\It's really quite hard to grasp.\Chief!\Please let me explain! This is\That won't be necessary. response:	Ginoza, isn't this the sort of situation where the more you talk, the deeper you dig yourself?
context: you must really take me for quite the fool.\I'm surprised to see you're such a big fan of mine, Chief Kasei.\And I'm surprised that you think you're in any position to talk back.\It's really quite hard to grasp.\Chief!\Please let me explain! This is\That won't be necessary.\Ginoza, isn't this the sort of situation where the more you talk, the deeper you dig yourself? response:	Making judgments based on your personal discretion isn't always a bad thing.
context: I'm surprised to see you're such a big fan of mine, Chief Kasei.\And I'm surprised that you think you're in any position to talk back.\It's really quite hard to grasp.\Chief!\Please let me explain! This is\That won't be necessary.\Ginoza, isn't this the sort of situation where the more you talk, the deeper you dig yourself?\Making judgments based on your personal discretion isn't always a bad thing. response:	What's important is to produce a satisfying result.
context: And I'm surprised that you think you're in any position to talk back.\It's really quite hard to grasp.\Chief!\Please let me explain! This is\That won't be necessary.\Ginoza, isn't this the sort of situation where the more you talk, the deeper you dig yourself?\Making judgments based on your personal discretion isn't always a bad thing.\What's important is to produce a satisfying result. response:	In the end, that's the sole basis for evaluation.
