context: And we broke response:	Everything that was right
context: Listen... If you throw your life away like this,\you'll lose even the capacity to feel regret.\If you let the Mizukagami switch places with you,\you will lose not only your body, but also your consciousness itself.\You will become a mere thingincapable of having any significant effect on this world.\A thing that won't matter, whether it exists or not?\Yes. That's right.\I don't really see much of a difference, then. response:	No matter how hard I tried not to be, I was meaningless to him.
context: you'll lose even the capacity to feel regret.\If you let the Mizukagami switch places with you,\you will lose not only your body, but also your consciousness itself.\You will become a mere thingincapable of having any significant effect on this world.\A thing that won't matter, whether it exists or not?\Yes. That's right.\I don't really see much of a difference, then.\No matter how hard I tried not to be, I was meaningless to him. response:	It didn't matter what I said or what I did.
context: If you let the Mizukagami switch places with you,\you will lose not only your body, but also your consciousness itself.\You will become a mere thingincapable of having any significant effect on this world.\A thing that won't matter, whether it exists or not?\Yes. That's right.\I don't really see much of a difference, then.\No matter how hard I tried not to be, I was meaningless to him.\It didn't matter what I said or what I did. response:	I had no influence over him.
context: you will lose not only your body, but also your consciousness itself.\You will become a mere thingincapable of having any significant effect on this world.\A thing that won't matter, whether it exists or not?\Yes. That's right.\I don't really see much of a difference, then.\No matter how hard I tried not to be, I was meaningless to him.\It didn't matter what I said or what I did.\I had no influence over him. response:	It didn't matter whether I existed or not then, and it doesn't matter now.
context: You will become a mere thingincapable of having any significant effect on this world.\A thing that won't matter, whether it exists or not?\Yes. That's right.\I don't really see much of a difference, then.\No matter how hard I tried not to be, I was meaningless to him.\It didn't matter what I said or what I did.\I had no influence over him.\It didn't matter whether I existed or not then, and it doesn't matter now. response:	That world you're in right now... It's lonely, isn't it?
context: A thing that won't matter, whether it exists or not?\Yes. That's right.\I don't really see much of a difference, then.\No matter how hard I tried not to be, I was meaningless to him.\It didn't matter what I said or what I did.\I had no influence over him.\It didn't matter whether I existed or not then, and it doesn't matter now.\That world you're in right now... It's lonely, isn't it? response:	But you know, there's a world even more lonely than that one.
context: Yes. That's right.\I don't really see much of a difference, then.\No matter how hard I tried not to be, I was meaningless to him.\It didn't matter what I said or what I did.\I had no influence over him.\It didn't matter whether I existed or not then, and it doesn't matter now.\That world you're in right now... It's lonely, isn't it?\But you know, there's a world even more lonely than that one. response:	It's the world that's home to the entities lacking a physical form, like mushi.
context: I don't really see much of a difference, then.\No matter how hard I tried not to be, I was meaningless to him.\It didn't matter what I said or what I did.\I had no influence over him.\It didn't matter whether I existed or not then, and it doesn't matter now.\That world you're in right now... It's lonely, isn't it?\But you know, there's a world even more lonely than that one.\It's the world that's home to the entities lacking a physical form, like mushi. response:	It is where the things unwanted by the world writhe in the darkness.
context: No matter how hard I tried not to be, I was meaningless to him.\It didn't matter what I said or what I did.\I had no influence over him.\It didn't matter whether I existed or not then, and it doesn't matter now.\That world you're in right now... It's lonely, isn't it?\But you know, there's a world even more lonely than that one.\It's the world that's home to the entities lacking a physical form, like mushi.\It is where the things unwanted by the world writhe in the darkness. response:	Mushi may lack souls,
context: It didn't matter what I said or what I did.\I had no influence over him.\It didn't matter whether I existed or not then, and it doesn't matter now.\That world you're in right now... It's lonely, isn't it?\But you know, there's a world even more lonely than that one.\It's the world that's home to the entities lacking a physical form, like mushi.\It is where the things unwanted by the world writhe in the darkness.\Mushi may lack souls, response:	but many of them nevertheless try to crawl out of the darkness in search of the light.
context: I had no influence over him.\It didn't matter whether I existed or not then, and it doesn't matter now.\That world you're in right now... It's lonely, isn't it?\But you know, there's a world even more lonely than that one.\It's the world that's home to the entities lacking a physical form, like mushi.\It is where the things unwanted by the world writhe in the darkness.\Mushi may lack souls,\but many of them nevertheless try to crawl out of the darkness in search of the light. response:	That's how lonely that world is.
context: It didn't matter whether I existed or not then, and it doesn't matter now.\That world you're in right now... It's lonely, isn't it?\But you know, there's a world even more lonely than that one.\It's the world that's home to the entities lacking a physical form, like mushi.\It is where the things unwanted by the world writhe in the darkness.\Mushi may lack souls,\but many of them nevertheless try to crawl out of the darkness in search of the light.\That's how lonely that world is. response:	The Mizukagami are so fragile that they disappear just by seeing their reflection in a mirror.
context: That world you're in right now... It's lonely, isn't it?\But you know, there's a world even more lonely than that one.\It's the world that's home to the entities lacking a physical form, like mushi.\It is where the things unwanted by the world writhe in the darkness.\Mushi may lack souls,\but many of them nevertheless try to crawl out of the darkness in search of the light.\That's how lonely that world is.\The Mizukagami are so fragile that they disappear just by seeing their reflection in a mirror. response:	That in itself is a testament to the power of those with a physical form
context: But you know, there's a world even more lonely than that one.\It's the world that's home to the entities lacking a physical form, like mushi.\It is where the things unwanted by the world writhe in the darkness.\Mushi may lack souls,\but many of them nevertheless try to crawl out of the darkness in search of the light.\That's how lonely that world is.\The Mizukagami are so fragile that they disappear just by seeing their reflection in a mirror.\That in itself is a testament to the power of those with a physical form response:	the power gained simply by having a body of flesh and blood.
context: It's the world that's home to the entities lacking a physical form, like mushi.\It is where the things unwanted by the world writhe in the darkness.\Mushi may lack souls,\but many of them nevertheless try to crawl out of the darkness in search of the light.\That's how lonely that world is.\The Mizukagami are so fragile that they disappear just by seeing their reflection in a mirror.\That in itself is a testament to the power of those with a physical form\the power gained simply by having a body of flesh and blood. response:	However, once you switch places, your positions will be reversed.
context: It is where the things unwanted by the world writhe in the darkness.\Mushi may lack souls,\but many of them nevertheless try to crawl out of the darkness in search of the light.\That's how lonely that world is.\The Mizukagami are so fragile that they disappear just by seeing their reflection in a mirror.\That in itself is a testament to the power of those with a physical form\the power gained simply by having a body of flesh and blood.\However, once you switch places, your positions will be reversed. response:	If you really want to return to a world that feels less lonely,
context: Mushi may lack souls,\but many of them nevertheless try to crawl out of the darkness in search of the light.\That's how lonely that world is.\The Mizukagami are so fragile that they disappear just by seeing their reflection in a mirror.\That in itself is a testament to the power of those with a physical form\the power gained simply by having a body of flesh and blood.\However, once you switch places, your positions will be reversed.\If you really want to return to a world that feels less lonely, response:	you must protect yourself.
context: but many of them nevertheless try to crawl out of the darkness in search of the light.\That's how lonely that world is.\The Mizukagami are so fragile that they disappear just by seeing their reflection in a mirror.\That in itself is a testament to the power of those with a physical form\the power gained simply by having a body of flesh and blood.\However, once you switch places, your positions will be reversed.\If you really want to return to a world that feels less lonely,\you must protect yourself. response:	Her pulse has gotten very weak.
context: That's how lonely that world is.\The Mizukagami are so fragile that they disappear just by seeing their reflection in a mirror.\That in itself is a testament to the power of those with a physical form\the power gained simply by having a body of flesh and blood.\However, once you switch places, your positions will be reversed.\If you really want to return to a world that feels less lonely,\you must protect yourself.\Her pulse has gotten very weak. response:	Polished your mirror yet?
context: The Mizukagami are so fragile that they disappear just by seeing their reflection in a mirror.\That in itself is a testament to the power of those with a physical form\the power gained simply by having a body of flesh and blood.\However, once you switch places, your positions will be reversed.\If you really want to return to a world that feels less lonely,\you must protect yourself.\Her pulse has gotten very weak.\Polished your mirror yet? response:	Yeah.
context: That in itself is a testament to the power of those with a physical form\the power gained simply by having a body of flesh and blood.\However, once you switch places, your positions will be reversed.\If you really want to return to a world that feels less lonely,\you must protect yourself.\Her pulse has gotten very weak.\Polished your mirror yet?\Yeah. response:	Good.
context: the power gained simply by having a body of flesh and blood.\However, once you switch places, your positions will be reversed.\If you really want to return to a world that feels less lonely,\you must protect yourself.\Her pulse has gotten very weak.\Polished your mirror yet?\Yeah.\Good. response:	Now all you have to do is keep it close.
context: However, once you switch places, your positions will be reversed.\If you really want to return to a world that feels less lonely,\you must protect yourself.\Her pulse has gotten very weak.\Polished your mirror yet?\Yeah.\Good.\Now all you have to do is keep it close. response:	It shouldn't be long before the Mizukagami appears.
context: If you really want to return to a world that feels less lonely,\you must protect yourself.\Her pulse has gotten very weak.\Polished your mirror yet?\Yeah.\Good.\Now all you have to do is keep it close.\It shouldn't be long before the Mizukagami appears. response:	At that moment, you must use the mirror to reflect it.
context: you must protect yourself.\Her pulse has gotten very weak.\Polished your mirror yet?\Yeah.\Good.\Now all you have to do is keep it close.\It shouldn't be long before the Mizukagami appears.\At that moment, you must use the mirror to reflect it. response:	Don't miss it.
context: Her pulse has gotten very weak.\Polished your mirror yet?\Yeah.\Good.\Now all you have to do is keep it close.\It shouldn't be long before the Mizukagami appears.\At that moment, you must use the mirror to reflect it.\Don't miss it. response:	What is it?
context: Polished your mirror yet?\Yeah.\Good.\Now all you have to do is keep it close.\It shouldn't be long before the Mizukagami appears.\At that moment, you must use the mirror to reflect it.\Don't miss it.\What is it? response:	Um... I have to go to the restroom.
context: Yeah.\Good.\Now all you have to do is keep it close.\It shouldn't be long before the Mizukagami appears.\At that moment, you must use the mirror to reflect it.\Don't miss it.\What is it?\Um... I have to go to the restroom. response:	Are you sure you can go by yourself?
context: Good.\Now all you have to do is keep it close.\It shouldn't be long before the Mizukagami appears.\At that moment, you must use the mirror to reflect it.\Don't miss it.\What is it?\Um... I have to go to the restroom.\Are you sure you can go by yourself? response:	Yeah.
context: Now all you have to do is keep it close.\It shouldn't be long before the Mizukagami appears.\At that moment, you must use the mirror to reflect it.\Don't miss it.\What is it?\Um... I have to go to the restroom.\Are you sure you can go by yourself?\Yeah. response:	I knew he'd come back.
context: It shouldn't be long before the Mizukagami appears.\At that moment, you must use the mirror to reflect it.\Don't miss it.\What is it?\Um... I have to go to the restroom.\Are you sure you can go by yourself?\Yeah.\I knew he'd come back. response:	He's not here.
context: At that moment, you must use the mirror to reflect it.\Don't miss it.\What is it?\Um... I have to go to the restroom.\Are you sure you can go by yourself?\Yeah.\I knew he'd come back.\He's not here. response:	It's gone!
context: Don't miss it.\What is it?\Um... I have to go to the restroom.\Are you sure you can go by yourself?\Yeah.\I knew he'd come back.\He's not here.\It's gone! response:	It's all the way over there!
context: What is it?\Um... I have to go to the restroom.\Are you sure you can go by yourself?\Yeah.\I knew he'd come back.\He's not here.\It's gone!\It's all the way over there! response:	I feel so weak...
context: Um... I have to go to the restroom.\Are you sure you can go by yourself?\Yeah.\I knew he'd come back.\He's not here.\It's gone!\It's all the way over there!\I feel so weak... response:	Am I...
context: Are you sure you can go by yourself?\Yeah.\I knew he'd come back.\He's not here.\It's gone!\It's all the way over there!\I feel so weak...\Am I... response:	going to get replaced?
context: Yeah.\I knew he'd come back.\He's not here.\It's gone!\It's all the way over there!\I feel so weak...\Am I...\going to get replaced? response:	Will I become...
context: I knew he'd come back.\He's not here.\It's gone!\It's all the way over there!\I feel so weak...\Am I...\going to get replaced?\Will I become... response:	something that can only follow others around?
context: He's not here.\It's gone!\It's all the way over there!\I feel so weak...\Am I...\going to get replaced?\Will I become...\something that can only follow others around? response:	No...
context: It's gone!\It's all the way over there!\I feel so weak...\Am I...\going to get replaced?\Will I become...\something that can only follow others around?\No... response:	I don't want that to happen.
context: It's all the way over there!\I feel so weak...\Am I...\going to get replaced?\Will I become...\something that can only follow others around?\No...\I don't want that to happen. response:	What is wrong with you?
context: I feel so weak...\Am I...\going to get replaced?\Will I become...\something that can only follow others around?\No...\I don't want that to happen.\What is wrong with you? response:	Stop pretending to be me!
context: Am I...\going to get replaced?\Will I become...\something that can only follow others around?\No...\I don't want that to happen.\What is wrong with you?\Stop pretending to be me! response:	I'm fine now, I swear!
context: going to get replaced?\Will I become...\something that can only follow others around?\No...\I don't want that to happen.\What is wrong with you?\Stop pretending to be me!\I'm fine now, I swear! response:	Not another word, you foolish girl!
context: Will I become...\something that can only follow others around?\No...\I don't want that to happen.\What is wrong with you?\Stop pretending to be me!\I'm fine now, I swear!\Not another word, you foolish girl! response:	At the very least, you've got to rest for today!
context: something that can only follow others around?\No...\I don't want that to happen.\What is wrong with you?\Stop pretending to be me!\I'm fine now, I swear!\Not another word, you foolish girl!\At the very least, you've got to rest for today! response:	Fine...
context: No...\I don't want that to happen.\What is wrong with you?\Stop pretending to be me!\I'm fine now, I swear!\Not another word, you foolish girl!\At the very least, you've got to rest for today!\Fine... response:	Why did it vanish like that?
context: I don't want that to happen.\What is wrong with you?\Stop pretending to be me!\I'm fine now, I swear!\Not another word, you foolish girl!\At the very least, you've got to rest for today!\Fine...\Why did it vanish like that? response:	Actually, I've been wondering that myself.
context: What is wrong with you?\Stop pretending to be me!\I'm fine now, I swear!\Not another word, you foolish girl!\At the very least, you've got to rest for today!\Fine...\Why did it vanish like that?\Actually, I've been wondering that myself. response:	That's it!
context: Stop pretending to be me!\I'm fine now, I swear!\Not another word, you foolish girl!\At the very least, you've got to rest for today!\Fine...\Why did it vanish like that?\Actually, I've been wondering that myself.\That's it! response:	It was your eyes!
context: I'm fine now, I swear!\Not another word, you foolish girl!\At the very least, you've got to rest for today!\Fine...\Why did it vanish like that?\Actually, I've been wondering that myself.\That's it!\It was your eyes! response:	The Mizukagami must have been reflected in your eyes.
context: Not another word, you foolish girl!\At the very least, you've got to rest for today!\Fine...\Why did it vanish like that?\Actually, I've been wondering that myself.\That's it!\It was your eyes!\The Mizukagami must have been reflected in your eyes. response:	Who'd have thought?
context: At the very least, you've got to rest for today!\Fine...\Why did it vanish like that?\Actually, I've been wondering that myself.\That's it!\It was your eyes!\The Mizukagami must have been reflected in your eyes.\Who'd have thought? response:	As long as you keep your eyes open, you don't even need a mirror.
context: Fine...\Why did it vanish like that?\Actually, I've been wondering that myself.\That's it!\It was your eyes!\The Mizukagami must have been reflected in your eyes.\Who'd have thought?\As long as you keep your eyes open, you don't even need a mirror. response:	I guess that, too, is a testament to how much power we possess just by having physical form.
context: Why did it vanish like that?\Actually, I've been wondering that myself.\That's it!\It was your eyes!\The Mizukagami must have been reflected in your eyes.\Who'd have thought?\As long as you keep your eyes open, you don't even need a mirror.\I guess that, too, is a testament to how much power we possess just by having physical form. response:	Is something wrong?
context: Actually, I've been wondering that myself.\That's it!\It was your eyes!\The Mizukagami must have been reflected in your eyes.\Who'd have thought?\As long as you keep your eyes open, you don't even need a mirror.\I guess that, too, is a testament to how much power we possess just by having physical form.\Is something wrong? response:	I didn't notice until now...
context: That's it!\It was your eyes!\The Mizukagami must have been reflected in your eyes.\Who'd have thought?\As long as you keep your eyes open, you don't even need a mirror.\I guess that, too, is a testament to how much power we possess just by having physical form.\Is something wrong?\I didn't notice until now... response:	but you're not half bad looking!
context: It was your eyes!\The Mizukagami must have been reflected in your eyes.\Who'd have thought?\As long as you keep your eyes open, you don't even need a mirror.\I guess that, too, is a testament to how much power we possess just by having physical form.\Is something wrong?\I didn't notice until now...\but you're not half bad looking! response:	Huh?
context: The Mizukagami must have been reflected in your eyes.\Who'd have thought?\As long as you keep your eyes open, you don't even need a mirror.\I guess that, too, is a testament to how much power we possess just by having physical form.\Is something wrong?\I didn't notice until now...\but you're not half bad looking!\Huh? response:	Your hair's such a weird color. Does it run in the family?
context: Who'd have thought?\As long as you keep your eyes open, you don't even need a mirror.\I guess that, too, is a testament to how much power we possess just by having physical form.\Is something wrong?\I didn't notice until now...\but you're not half bad looking!\Huh?\Your hair's such a weird color. Does it run in the family? response:	Are you married?
context: As long as you keep your eyes open, you don't even need a mirror.\I guess that, too, is a testament to how much power we possess just by having physical form.\Is something wrong?\I didn't notice until now...\but you're not half bad looking!\Huh?\Your hair's such a weird color. Does it run in the family?\Are you married? response:	Where did you grow up?
context: I guess that, too, is a testament to how much power we possess just by having physical form.\Is something wrong?\I didn't notice until now...\but you're not half bad looking!\Huh?\Your hair's such a weird color. Does it run in the family?\Are you married?\Where did you grow up? response:	It seems she's already recovered fully.
context: Is something wrong?\I didn't notice until now...\but you're not half bad looking!\Huh?\Your hair's such a weird color. Does it run in the family?\Are you married?\Where did you grow up?\It seems she's already recovered fully. response:	That it does.
context: I didn't notice until now...\but you're not half bad looking!\Huh?\Your hair's such a weird color. Does it run in the family?\Are you married?\Where did you grow up?\It seems she's already recovered fully.\That it does. response:	Well then, I think it's time I get going.
context: but you're not half bad looking!\Huh?\Your hair's such a weird color. Does it run in the family?\Are you married?\Where did you grow up?\It seems she's already recovered fully.\That it does.\Well then, I think it's time I get going. response:	What?!
context: Huh?\Your hair's such a weird color. Does it run in the family?\Are you married?\Where did you grow up?\It seems she's already recovered fully.\That it does.\Well then, I think it's time I get going.\What?! response:	Can't you stay just a little longer?
context: Your hair's such a weird color. Does it run in the family?\Are you married?\Where did you grow up?\It seems she's already recovered fully.\That it does.\Well then, I think it's time I get going.\What?!\Can't you stay just a little longer? response:	I've got to show my thanks!
context: Are you married?\Where did you grow up?\It seems she's already recovered fully.\That it does.\Well then, I think it's time I get going.\What?!\Can't you stay just a little longer?\I've got to show my thanks! response:	Masumi!
context: Where did you grow up?\It seems she's already recovered fully.\That it does.\Well then, I think it's time I get going.\What?!\Can't you stay just a little longer?\I've got to show my thanks!\Masumi! response:	When will you ever learn?
context: It seems she's already recovered fully.\That it does.\Well then, I think it's time I get going.\What?!\Can't you stay just a little longer?\I've got to show my thanks!\Masumi!\When will you ever learn? response:	Here it is.
context: That it does.\Well then, I think it's time I get going.\What?!\Can't you stay just a little longer?\I've got to show my thanks!\Masumi!\When will you ever learn?\Here it is. response:	I figured that you would return to this place.
context: Well then, I think it's time I get going.\What?!\Can't you stay just a little longer?\I've got to show my thanks!\Masumi!\When will you ever learn?\Here it is.\I figured that you would return to this place. response:	Come with me.
context: What?!\Can't you stay just a little longer?\I've got to show my thanks!\Masumi!\When will you ever learn?\Here it is.\I figured that you would return to this place.\Come with me. response:	I'll guide you to a better lake that's deeper in the mountains.
context: Can't you stay just a little longer?\I've got to show my thanks!\Masumi!\When will you ever learn?\Here it is.\I figured that you would return to this place.\Come with me.\I'll guide you to a better lake that's deeper in the mountains. response:	I'm not giving up my body, though.
context: I've got to show my thanks!\Masumi!\When will you ever learn?\Here it is.\I figured that you would return to this place.\Come with me.\I'll guide you to a better lake that's deeper in the mountains.\I'm not giving up my body, though. response:	Oh, don't look so lonely.
context: Masumi!\When will you ever learn?\Here it is.\I figured that you would return to this place.\Come with me.\I'll guide you to a better lake that's deeper in the mountains.\I'm not giving up my body, though.\Oh, don't look so lonely. response:	Mirror Lake
context: When will you ever learn?\Here it is.\I figured that you would return to this place.\Come with me.\I'll guide you to a better lake that's deeper in the mountains.\I'm not giving up my body, though.\Oh, don't look so lonely.\Mirror Lake response:	Floral Delusion
context: Here it is.\I figured that you would return to this place.\Come with me.\I'll guide you to a better lake that's deeper in the mountains.\I'm not giving up my body, though.\Oh, don't look so lonely.\Mirror Lake\Floral Delusion response:	Floral Delusion.
