context: Bam! response:	Whoa!
context: It seems like we spent a long time together...\It was actually pretty short.\Too short.\So I kind of know, but I kind of don't know what I want to say.\He was friendly, easy to talk to, and smart.\He could do anything and was reliable.\I thought he was perfect.\But maybe I just didn't realize what his faults were. response:	He might have been hiding his flaws.
context: It was actually pretty short.\Too short.\So I kind of know, but I kind of don't know what I want to say.\He was friendly, easy to talk to, and smart.\He could do anything and was reliable.\I thought he was perfect.\But maybe I just didn't realize what his faults were.\He might have been hiding his flaws. response:	If we had spent more time together, maybe I would have seen another side of him.
context: Too short.\So I kind of know, but I kind of don't know what I want to say.\He was friendly, easy to talk to, and smart.\He could do anything and was reliable.\I thought he was perfect.\But maybe I just didn't realize what his faults were.\He might have been hiding his flaws.\If we had spent more time together, maybe I would have seen another side of him. response:	I wish I knew him more.
context: So I kind of know, but I kind of don't know what I want to say.\He was friendly, easy to talk to, and smart.\He could do anything and was reliable.\I thought he was perfect.\But maybe I just didn't realize what his faults were.\He might have been hiding his flaws.\If we had spent more time together, maybe I would have seen another side of him.\I wish I knew him more. response:	I wish I knew more about what kind of person he was.
context: He was friendly, easy to talk to, and smart.\He could do anything and was reliable.\I thought he was perfect.\But maybe I just didn't realize what his faults were.\He might have been hiding his flaws.\If we had spent more time together, maybe I would have seen another side of him.\I wish I knew him more.\I wish I knew more about what kind of person he was. response:	I wanted more time.
context: He could do anything and was reliable.\I thought he was perfect.\But maybe I just didn't realize what his faults were.\He might have been hiding his flaws.\If we had spent more time together, maybe I would have seen another side of him.\I wish I knew him more.\I wish I knew more about what kind of person he was.\I wanted more time. response:	If we had more time, we would've gone through more things together.
context: I thought he was perfect.\But maybe I just didn't realize what his faults were.\He might have been hiding his flaws.\If we had spent more time together, maybe I would have seen another side of him.\I wish I knew him more.\I wish I knew more about what kind of person he was.\I wanted more time.\If we had more time, we would've gone through more things together. response:	Maybe we would've gotten annoyed at each other and fight.
context: But maybe I just didn't realize what his faults were.\He might have been hiding his flaws.\If we had spent more time together, maybe I would have seen another side of him.\I wish I knew him more.\I wish I knew more about what kind of person he was.\I wanted more time.\If we had more time, we would've gone through more things together.\Maybe we would've gotten annoyed at each other and fight. response:	Maybe we would've disliked each other... or liked each other more.
context: He might have been hiding his flaws.\If we had spent more time together, maybe I would have seen another side of him.\I wish I knew him more.\I wish I knew more about what kind of person he was.\I wanted more time.\If we had more time, we would've gone through more things together.\Maybe we would've gotten annoyed at each other and fight.\Maybe we would've disliked each other... or liked each other more. response:	Manato...
context: If we had spent more time together, maybe I would have seen another side of him.\I wish I knew him more.\I wish I knew more about what kind of person he was.\I wanted more time.\If we had more time, we would've gone through more things together.\Maybe we would've gotten annoyed at each other and fight.\Maybe we would've disliked each other... or liked each other more.\Manato... response:	We've become real Volunteer Soldiers.
context: I wish I knew him more.\I wish I knew more about what kind of person he was.\I wanted more time.\If we had more time, we would've gone through more things together.\Maybe we would've gotten annoyed at each other and fight.\Maybe we would've disliked each other... or liked each other more.\Manato...\We've become real Volunteer Soldiers. response:	Back then, we didn't have the money to buy our badges, and we had to be frugal with what we spent on food.
context: I wish I knew more about what kind of person he was.\I wanted more time.\If we had more time, we would've gone through more things together.\Maybe we would've gotten annoyed at each other and fight.\Maybe we would've disliked each other... or liked each other more.\Manato...\We've become real Volunteer Soldiers.\Back then, we didn't have the money to buy our badges, and we had to be frugal with what we spent on food. response:	We didn't know if we could afford lodging for the next day, and we didn't even have enough for new underwear.
context: I wanted more time.\If we had more time, we would've gone through more things together.\Maybe we would've gotten annoyed at each other and fight.\Maybe we would've disliked each other... or liked each other more.\Manato...\We've become real Volunteer Soldiers.\Back then, we didn't have the money to buy our badges, and we had to be frugal with what we spent on food.\We didn't know if we could afford lodging for the next day, and we didn't even have enough for new underwear. response:	I went commando, like a man.
context: If we had more time, we would've gone through more things together.\Maybe we would've gotten annoyed at each other and fight.\Maybe we would've disliked each other... or liked each other more.\Manato...\We've become real Volunteer Soldiers.\Back then, we didn't have the money to buy our badges, and we had to be frugal with what we spent on food.\We didn't know if we could afford lodging for the next day, and we didn't even have enough for new underwear.\I went commando, like a man. response:	Eugh...
context: Maybe we would've gotten annoyed at each other and fight.\Maybe we would've disliked each other... or liked each other more.\Manato...\We've become real Volunteer Soldiers.\Back then, we didn't have the money to buy our badges, and we had to be frugal with what we spent on food.\We didn't know if we could afford lodging for the next day, and we didn't even have enough for new underwear.\I went commando, like a man.\Eugh... response:	I'm wearing underwear now!
context: Maybe we would've disliked each other... or liked each other more.\Manato...\We've become real Volunteer Soldiers.\Back then, we didn't have the money to buy our badges, and we had to be frugal with what we spent on food.\We didn't know if we could afford lodging for the next day, and we didn't even have enough for new underwear.\I went commando, like a man.\Eugh...\I'm wearing underwear now! response:	Despite everything, we've become proper Volunteer Soldiers.
context: Manato...\We've become real Volunteer Soldiers.\Back then, we didn't have the money to buy our badges, and we had to be frugal with what we spent on food.\We didn't know if we could afford lodging for the next day, and we didn't even have enough for new underwear.\I went commando, like a man.\Eugh...\I'm wearing underwear now!\Despite everything, we've become proper Volunteer Soldiers. response:	It's not like we didn't have the money to buy the badges...
context: We've become real Volunteer Soldiers.\Back then, we didn't have the money to buy our badges, and we had to be frugal with what we spent on food.\We didn't know if we could afford lodging for the next day, and we didn't even have enough for new underwear.\I went commando, like a man.\Eugh...\I'm wearing underwear now!\Despite everything, we've become proper Volunteer Soldiers.\It's not like we didn't have the money to buy the badges... response:	That's what we all decided.
context: Back then, we didn't have the money to buy our badges, and we had to be frugal with what we spent on food.\We didn't know if we could afford lodging for the next day, and we didn't even have enough for new underwear.\I went commando, like a man.\Eugh...\I'm wearing underwear now!\Despite everything, we've become proper Volunteer Soldiers.\It's not like we didn't have the money to buy the badges...\That's what we all decided. response:	it didn't matter either way for me.
context: We didn't know if we could afford lodging for the next day, and we didn't even have enough for new underwear.\I went commando, like a man.\Eugh...\I'm wearing underwear now!\Despite everything, we've become proper Volunteer Soldiers.\It's not like we didn't have the money to buy the badges...\That's what we all decided.\it didn't matter either way for me. response:	You guys just kept nagging me.
context: I went commando, like a man.\Eugh...\I'm wearing underwear now!\Despite everything, we've become proper Volunteer Soldiers.\It's not like we didn't have the money to buy the badges...\That's what we all decided.\it didn't matter either way for me.\You guys just kept nagging me. response:	Stupid Ranta!
context: Eugh...\I'm wearing underwear now!\Despite everything, we've become proper Volunteer Soldiers.\It's not like we didn't have the money to buy the badges...\That's what we all decided.\it didn't matter either way for me.\You guys just kept nagging me.\Stupid Ranta! response:	Don't make such maliciousful remarks at a time like this!
context: I'm wearing underwear now!\Despite everything, we've become proper Volunteer Soldiers.\It's not like we didn't have the money to buy the badges...\That's what we all decided.\it didn't matter either way for me.\You guys just kept nagging me.\Stupid Ranta!\Don't make such maliciousful remarks at a time like this! response:	You'll just be hated more.
context: Despite everything, we've become proper Volunteer Soldiers.\It's not like we didn't have the money to buy the badges...\That's what we all decided.\it didn't matter either way for me.\You guys just kept nagging me.\Stupid Ranta!\Don't make such maliciousful remarks at a time like this!\You'll just be hated more. response:	Bring it on!
context: It's not like we didn't have the money to buy the badges...\That's what we all decided.\it didn't matter either way for me.\You guys just kept nagging me.\Stupid Ranta!\Don't make such maliciousful remarks at a time like this!\You'll just be hated more.\Bring it on! response:	I'm a Dark Knight, so I'm supposed to be hated!
context: That's what we all decided.\it didn't matter either way for me.\You guys just kept nagging me.\Stupid Ranta!\Don't make such maliciousful remarks at a time like this!\You'll just be hated more.\Bring it on!\I'm a Dark Knight, so I'm supposed to be hated! response:	It's malicious not maliciousful, by the way.
context: it didn't matter either way for me.\You guys just kept nagging me.\Stupid Ranta!\Don't make such maliciousful remarks at a time like this!\You'll just be hated more.\Bring it on!\I'm a Dark Knight, so I'm supposed to be hated!\It's malicious not maliciousful, by the way. response:	Um, maybe we can give it now?
context: You guys just kept nagging me.\Stupid Ranta!\Don't make such maliciousful remarks at a time like this!\You'll just be hated more.\Bring it on!\I'm a Dark Knight, so I'm supposed to be hated!\It's malicious not maliciousful, by the way.\Um, maybe we can give it now? response:	Oh, yeah.
context: Stupid Ranta!\Don't make such maliciousful remarks at a time like this!\You'll just be hated more.\Bring it on!\I'm a Dark Knight, so I'm supposed to be hated!\It's malicious not maliciousful, by the way.\Um, maybe we can give it now?\Oh, yeah. response:	This is for you, Manato-kun.
context: Don't make such maliciousful remarks at a time like this!\You'll just be hated more.\Bring it on!\I'm a Dark Knight, so I'm supposed to be hated!\It's malicious not maliciousful, by the way.\Um, maybe we can give it now?\Oh, yeah.\This is for you, Manato-kun. response:	We pooled our money with the money you left us.
context: You'll just be hated more.\Bring it on!\I'm a Dark Knight, so I'm supposed to be hated!\It's malicious not maliciousful, by the way.\Um, maybe we can give it now?\Oh, yeah.\This is for you, Manato-kun.\We pooled our money with the money you left us. response:	Merry-san pitched in, too.
context: Bring it on!\I'm a Dark Knight, so I'm supposed to be hated!\It's malicious not maliciousful, by the way.\Um, maybe we can give it now?\Oh, yeah.\This is for you, Manato-kun.\We pooled our money with the money you left us.\Merry-san pitched in, too. response:	Please accept it.
context: I'm a Dark Knight, so I'm supposed to be hated!\It's malicious not maliciousful, by the way.\Um, maybe we can give it now?\Oh, yeah.\This is for you, Manato-kun.\We pooled our money with the money you left us.\Merry-san pitched in, too.\Please accept it. response:	If you can hear us, you might be chuckling and thinking we didn't have to get a badge for you.
context: It's malicious not maliciousful, by the way.\Um, maybe we can give it now?\Oh, yeah.\This is for you, Manato-kun.\We pooled our money with the money you left us.\Merry-san pitched in, too.\Please accept it.\If you can hear us, you might be chuckling and thinking we didn't have to get a badge for you. response:	You'd think it was a waste of money, and that we should've used that money for equipment.
context: Um, maybe we can give it now?\Oh, yeah.\This is for you, Manato-kun.\We pooled our money with the money you left us.\Merry-san pitched in, too.\Please accept it.\If you can hear us, you might be chuckling and thinking we didn't have to get a badge for you.\You'd think it was a waste of money, and that we should've used that money for equipment. response:	We wouldn't listen to you though, whatever you said.
context: Oh, yeah.\This is for you, Manato-kun.\We pooled our money with the money you left us.\Merry-san pitched in, too.\Please accept it.\If you can hear us, you might be chuckling and thinking we didn't have to get a badge for you.\You'd think it was a waste of money, and that we should've used that money for equipment.\We wouldn't listen to you though, whatever you said. response:	We've become a good party.
context: This is for you, Manato-kun.\We pooled our money with the money you left us.\Merry-san pitched in, too.\Please accept it.\If you can hear us, you might be chuckling and thinking we didn't have to get a badge for you.\You'd think it was a waste of money, and that we should've used that money for equipment.\We wouldn't listen to you though, whatever you said.\We've become a good party. response:	Merry, how are your wounds?
context: We pooled our money with the money you left us.\Merry-san pitched in, too.\Please accept it.\If you can hear us, you might be chuckling and thinking we didn't have to get a badge for you.\You'd think it was a waste of money, and that we should've used that money for equipment.\We wouldn't listen to you though, whatever you said.\We've become a good party.\Merry, how are your wounds? response:	I healed them with my magic.
context: Merry-san pitched in, too.\Please accept it.\If you can hear us, you might be chuckling and thinking we didn't have to get a badge for you.\You'd think it was a waste of money, and that we should've used that money for equipment.\We wouldn't listen to you though, whatever you said.\We've become a good party.\Merry, how are your wounds?\I healed them with my magic. response:	I see. Right.
context: Please accept it.\If you can hear us, you might be chuckling and thinking we didn't have to get a badge for you.\You'd think it was a waste of money, and that we should've used that money for equipment.\We wouldn't listen to you though, whatever you said.\We've become a good party.\Merry, how are your wounds?\I healed them with my magic.\I see. Right. response:	I need to mend my clothes, though.
context: If you can hear us, you might be chuckling and thinking we didn't have to get a badge for you.\You'd think it was a waste of money, and that we should've used that money for equipment.\We wouldn't listen to you though, whatever you said.\We've become a good party.\Merry, how are your wounds?\I healed them with my magic.\I see. Right.\I need to mend my clothes, though. response:	There are holes.
context: You'd think it was a waste of money, and that we should've used that money for equipment.\We wouldn't listen to you though, whatever you said.\We've become a good party.\Merry, how are your wounds?\I healed them with my magic.\I see. Right.\I need to mend my clothes, though.\There are holes. response:	It'd be nice if you could mend clothes with magic, too.
context: We wouldn't listen to you though, whatever you said.\We've become a good party.\Merry, how are your wounds?\I healed them with my magic.\I see. Right.\I need to mend my clothes, though.\There are holes.\It'd be nice if you could mend clothes with magic, too. response:	Yeah.
context: We've become a good party.\Merry, how are your wounds?\I healed them with my magic.\I see. Right.\I need to mend my clothes, though.\There are holes.\It'd be nice if you could mend clothes with magic, too.\Yeah. response:	What's wrong, Haru?
context: Merry, how are your wounds?\I healed them with my magic.\I see. Right.\I need to mend my clothes, though.\There are holes.\It'd be nice if you could mend clothes with magic, too.\Yeah.\What's wrong, Haru? response:	You don't seem that happy.
context: I healed them with my magic.\I see. Right.\I need to mend my clothes, though.\There are holes.\It'd be nice if you could mend clothes with magic, too.\Yeah.\What's wrong, Haru?\You don't seem that happy. response:	Even though you finally got to avenge your friend.
context: I see. Right.\I need to mend my clothes, though.\There are holes.\It'd be nice if you could mend clothes with magic, too.\Yeah.\What's wrong, Haru?\You don't seem that happy.\Even though you finally got to avenge your friend. response:	About this moniker...
context: I need to mend my clothes, though.\There are holes.\It'd be nice if you could mend clothes with magic, too.\Yeah.\What's wrong, Haru?\You don't seem that happy.\Even though you finally got to avenge your friend.\About this moniker... response:	Oh, I'm sorry.
context: There are holes.\It'd be nice if you could mend clothes with magic, too.\Yeah.\What's wrong, Haru?\You don't seem that happy.\Even though you finally got to avenge your friend.\About this moniker...\Oh, I'm sorry. response:	You don't like it?
context: It'd be nice if you could mend clothes with magic, too.\Yeah.\What's wrong, Haru?\You don't seem that happy.\Even though you finally got to avenge your friend.\About this moniker...\Oh, I'm sorry.\You don't like it? response:	No... that's not it.
context: Yeah.\What's wrong, Haru?\You don't seem that happy.\Even though you finally got to avenge your friend.\About this moniker...\Oh, I'm sorry.\You don't like it?\No... that's not it. response:	It's just the first time anybody's called me that.
context: What's wrong, Haru?\You don't seem that happy.\Even though you finally got to avenge your friend.\About this moniker...\Oh, I'm sorry.\You don't like it?\No... that's not it.\It's just the first time anybody's called me that. response:	Okay then.
context: You don't seem that happy.\Even though you finally got to avenge your friend.\About this moniker...\Oh, I'm sorry.\You don't like it?\No... that's not it.\It's just the first time anybody's called me that.\Okay then. response:	Yeah.
context: Even though you finally got to avenge your friend.\About this moniker...\Oh, I'm sorry.\You don't like it?\No... that's not it.\It's just the first time anybody's called me that.\Okay then.\Yeah. response:	Oh, hey, uh...
context: About this moniker...\Oh, I'm sorry.\You don't like it?\No... that's not it.\It's just the first time anybody's called me that.\Okay then.\Yeah.\Oh, hey, uh... response:	Clothes you have to mend by hand...
context: Oh, I'm sorry.\You don't like it?\No... that's not it.\It's just the first time anybody's called me that.\Okay then.\Yeah.\Oh, hey, uh...\Clothes you have to mend by hand... response:	It was so painful for us just losing Manato...
context: You don't like it?\No... that's not it.\It's just the first time anybody's called me that.\Okay then.\Yeah.\Oh, hey, uh...\Clothes you have to mend by hand...\It was so painful for us just losing Manato... response:	I was just thinking about it.
context: No... that's not it.\It's just the first time anybody's called me that.\Okay then.\Yeah.\Oh, hey, uh...\Clothes you have to mend by hand...\It was so painful for us just losing Manato...\I was just thinking about it. response:	So you knew.
context: It's just the first time anybody's called me that.\Okay then.\Yeah.\Oh, hey, uh...\Clothes you have to mend by hand...\It was so painful for us just losing Manato...\I was just thinking about it.\So you knew. response:	I'm sorry.
context: Okay then.\Yeah.\Oh, hey, uh...\Clothes you have to mend by hand...\It was so painful for us just losing Manato...\I was just thinking about it.\So you knew.\I'm sorry. response:	You don't want to talk about it, huh.
context: Yeah.\Oh, hey, uh...\Clothes you have to mend by hand...\It was so painful for us just losing Manato...\I was just thinking about it.\So you knew.\I'm sorry.\You don't want to talk about it, huh. response:	Er... I'm really sorry.
context: Oh, hey, uh...\Clothes you have to mend by hand...\It was so painful for us just losing Manato...\I was just thinking about it.\So you knew.\I'm sorry.\You don't want to talk about it, huh.\Er... I'm really sorry. response:	Yeah...
context: Clothes you have to mend by hand...\It was so painful for us just losing Manato...\I was just thinking about it.\So you knew.\I'm sorry.\You don't want to talk about it, huh.\Er... I'm really sorry.\Yeah... response:	There are wounds that even magic can't heal...
context: It was so painful for us just losing Manato...\I was just thinking about it.\So you knew.\I'm sorry.\You don't want to talk about it, huh.\Er... I'm really sorry.\Yeah...\There are wounds that even magic can't heal... response:	But...
context: I was just thinking about it.\So you knew.\I'm sorry.\You don't want to talk about it, huh.\Er... I'm really sorry.\Yeah...\There are wounds that even magic can't heal...\But... response:	But... even though it was painful to hear you talk about it...
context: So you knew.\I'm sorry.\You don't want to talk about it, huh.\Er... I'm really sorry.\Yeah...\There are wounds that even magic can't heal...\But...\But... even though it was painful to hear you talk about it... response:	That's all.
context: I'm sorry.\You don't want to talk about it, huh.\Er... I'm really sorry.\Yeah...\There are wounds that even magic can't heal...\But...\But... even though it was painful to hear you talk about it...\That's all. response:	Merry...
context: You don't want to talk about it, huh.\Er... I'm really sorry.\Yeah...\There are wounds that even magic can't heal...\But...\But... even though it was painful to hear you talk about it...\That's all.\Merry... response:	See you tomorrow.
context: Er... I'm really sorry.\Yeah...\There are wounds that even magic can't heal...\But...\But... even though it was painful to hear you talk about it...\That's all.\Merry...\See you tomorrow. response:	Yeah.
context: Yeah...\There are wounds that even magic can't heal...\But...\But... even though it was painful to hear you talk about it...\That's all.\Merry...\See you tomorrow.\Yeah. response:	Yeah.
context: There are wounds that even magic can't heal...\But...\But... even though it was painful to hear you talk about it...\That's all.\Merry...\See you tomorrow.\Yeah.\Yeah. response:	See you tomorrow.
context: But...\But... even though it was painful to hear you talk about it...\That's all.\Merry...\See you tomorrow.\Yeah.\Yeah.\See you tomorrow. response:	When I try touching
context: But... even though it was painful to hear you talk about it...\That's all.\Merry...\See you tomorrow.\Yeah.\Yeah.\See you tomorrow.\When I try touching response:	the dry air after a rain
context: That's all.\Merry...\See you tomorrow.\Yeah.\Yeah.\See you tomorrow.\When I try touching\the dry air after a rain response:	like a sprouting flower
context: Merry...\See you tomorrow.\Yeah.\Yeah.\See you tomorrow.\When I try touching\the dry air after a rain\like a sprouting flower response:	fragments of memories overflow.
context: See you tomorrow.\Yeah.\Yeah.\See you tomorrow.\When I try touching\the dry air after a rain\like a sprouting flower\fragments of memories overflow. response:	The warmth you gave this hand
context: Yeah.\Yeah.\See you tomorrow.\When I try touching\the dry air after a rain\like a sprouting flower\fragments of memories overflow.\The warmth you gave this hand response:	led me to a future I can treasure
context: Yeah.\See you tomorrow.\When I try touching\the dry air after a rain\like a sprouting flower\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure response:	always.
context: See you tomorrow.\When I try touching\the dry air after a rain\like a sprouting flower\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always. response:	I chased your voice.
context: When I try touching\the dry air after a rain\like a sprouting flower\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice. response:	I wonder when you became so strong.
context: the dry air after a rain\like a sprouting flower\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong. response:	I will probably find what I searched the vast world for
context: like a sprouting flower\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for response:	at the end of this journey.
context: fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey. response:	The gentle moonlight
context: The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\The gentle moonlight response:	and hidden stars smile.
context: led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\The gentle moonlight\and hidden stars smile. response:	The falling withered leaves
context: always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\The gentle moonlight\and hidden stars smile.\The falling withered leaves response:	draw near and wipe away tears.
context: I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\The gentle moonlight\and hidden stars smile.\The falling withered leaves\draw near and wipe away tears. response:	You said everything these eyes see will connect to one path
context: I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\The gentle moonlight\and hidden stars smile.\The falling withered leaves\draw near and wipe away tears.\You said everything these eyes see will connect to one path response:	as long as you reach
context: I will probably find what I searched the vast world for\at the end of this journey.\The gentle moonlight\and hidden stars smile.\The falling withered leaves\draw near and wipe away tears.\You said everything these eyes see will connect to one path\as long as you reach response:	the miracle.
context: at the end of this journey.\The gentle moonlight\and hidden stars smile.\The falling withered leaves\draw near and wipe away tears.\You said everything these eyes see will connect to one path\as long as you reach\the miracle. response:	I embraced your dream.
context: The gentle moonlight\and hidden stars smile.\The falling withered leaves\draw near and wipe away tears.\You said everything these eyes see will connect to one path\as long as you reach\the miracle.\I embraced your dream. response:	Take me to the same place.
context: and hidden stars smile.\The falling withered leaves\draw near and wipe away tears.\You said everything these eyes see will connect to one path\as long as you reach\the miracle.\I embraced your dream.\Take me to the same place. response:	A prayer reaching to the heavens.
context: The falling withered leaves\draw near and wipe away tears.\You said everything these eyes see will connect to one path\as long as you reach\the miracle.\I embraced your dream.\Take me to the same place.\A prayer reaching to the heavens. response:	The endless night is over now.
context: draw near and wipe away tears.\You said everything these eyes see will connect to one path\as long as you reach\the miracle.\I embraced your dream.\Take me to the same place.\A prayer reaching to the heavens.\The endless night is over now. response:	Grimgar of Fantasy and Ash
context: You said everything these eyes see will connect to one path\as long as you reach\the miracle.\I embraced your dream.\Take me to the same place.\A prayer reaching to the heavens.\The endless night is over now.\Grimgar of Fantasy and Ash response:	In My Memories with You
context: as long as you reach\the miracle.\I embraced your dream.\Take me to the same place.\A prayer reaching to the heavens.\The endless night is over now.\Grimgar of Fantasy and Ash\In My Memories with You response:	Grimgar of Fantasy and Ash
context: the miracle.\I embraced your dream.\Take me to the same place.\A prayer reaching to the heavens.\The endless night is over now.\Grimgar of Fantasy and Ash\In My Memories with You\Grimgar of Fantasy and Ash response:	How to Rest
context: I embraced your dream.\Take me to the same place.\A prayer reaching to the heavens.\The endless night is over now.\Grimgar of Fantasy and Ash\In My Memories with You\Grimgar of Fantasy and Ash\How to Rest response:	Also check out!
context: Take me to the same place.\A prayer reaching to the heavens.\The endless night is over now.\Grimgar of Fantasy and Ash\In My Memories with You\Grimgar of Fantasy and Ash\How to Rest\Also check out! response:	Goblin's
context: A prayer reaching to the heavens.\The endless night is over now.\Grimgar of Fantasy and Ash\In My Memories with You\Grimgar of Fantasy and Ash\How to Rest\Also check out!\Goblin's response:	Journey
context: The endless night is over now.\Grimgar of Fantasy and Ash\In My Memories with You\Grimgar of Fantasy and Ash\How to Rest\Also check out!\Goblin's\Journey response:	Now serialized on the official anime web site.
