context: Eat it! response:	Why would you do that to me?!
context: While you were gone, I was so bored that before I knew it,\-I'm sorry? Huh? When was it? -I'd joined the school festival planning committee...\Seems like this happened before once...\Hey, Kaneki! How long are you gonna stay home?!\Do you know how hard it is for me when you stay home like this?!\Hey, are you listening to me, Kaneki?\Oh, sorry. What'd you say?\Anyhow, I've got to go see that upperclassman with the sharp tongue response:	to borrow some material from him. Care to join me?
context: -I'm sorry? Huh? When was it? -I'd joined the school festival planning committee...\Seems like this happened before once...\Hey, Kaneki! How long are you gonna stay home?!\Do you know how hard it is for me when you stay home like this?!\Hey, are you listening to me, Kaneki?\Oh, sorry. What'd you say?\Anyhow, I've got to go see that upperclassman with the sharp tongue\to borrow some material from him. Care to join me? response:	Mm-hmm.
context: Seems like this happened before once...\Hey, Kaneki! How long are you gonna stay home?!\Do you know how hard it is for me when you stay home like this?!\Hey, are you listening to me, Kaneki?\Oh, sorry. What'd you say?\Anyhow, I've got to go see that upperclassman with the sharp tongue\to borrow some material from him. Care to join me?\Mm-hmm. response:	Kaneki, are you eating right?
context: Hey, Kaneki! How long are you gonna stay home?!\Do you know how hard it is for me when you stay home like this?!\Hey, are you listening to me, Kaneki?\Oh, sorry. What'd you say?\Anyhow, I've got to go see that upperclassman with the sharp tongue\to borrow some material from him. Care to join me?\Mm-hmm.\Kaneki, are you eating right? response:	Huh?
context: Do you know how hard it is for me when you stay home like this?!\Hey, are you listening to me, Kaneki?\Oh, sorry. What'd you say?\Anyhow, I've got to go see that upperclassman with the sharp tongue\to borrow some material from him. Care to join me?\Mm-hmm.\Kaneki, are you eating right?\Huh? response:	You're looking pale. You've gotta eat, or you'll ruin your health.
context: Hey, are you listening to me, Kaneki?\Oh, sorry. What'd you say?\Anyhow, I've got to go see that upperclassman with the sharp tongue\to borrow some material from him. Care to join me?\Mm-hmm.\Kaneki, are you eating right?\Huh?\You're looking pale. You've gotta eat, or you'll ruin your health. response:	He's always been like that. Hide is sharp witted in some odd ways.
context: Oh, sorry. What'd you say?\Anyhow, I've got to go see that upperclassman with the sharp tongue\to borrow some material from him. Care to join me?\Mm-hmm.\Kaneki, are you eating right?\Huh?\You're looking pale. You've gotta eat, or you'll ruin your health.\He's always been like that. Hide is sharp witted in some odd ways. response:	He's overly aware of the sentiments of others, so instead,
context: Anyhow, I've got to go see that upperclassman with the sharp tongue\to borrow some material from him. Care to join me?\Mm-hmm.\Kaneki, are you eating right?\Huh?\You're looking pale. You've gotta eat, or you'll ruin your health.\He's always been like that. Hide is sharp witted in some odd ways.\He's overly aware of the sentiments of others, so instead, response:	he pretends not to notice anything, out of concern for me.
context: to borrow some material from him. Care to join me?\Mm-hmm.\Kaneki, are you eating right?\Huh?\You're looking pale. You've gotta eat, or you'll ruin your health.\He's always been like that. Hide is sharp witted in some odd ways.\He's overly aware of the sentiments of others, so instead,\he pretends not to notice anything, out of concern for me. response:	If I were to stop being human,
context: Mm-hmm.\Kaneki, are you eating right?\Huh?\You're looking pale. You've gotta eat, or you'll ruin your health.\He's always been like that. Hide is sharp witted in some odd ways.\He's overly aware of the sentiments of others, so instead,\he pretends not to notice anything, out of concern for me.\If I were to stop being human, response:	would we never be able to walk together again?
context: Kaneki, are you eating right?\Huh?\You're looking pale. You've gotta eat, or you'll ruin your health.\He's always been like that. Hide is sharp witted in some odd ways.\He's overly aware of the sentiments of others, so instead,\he pretends not to notice anything, out of concern for me.\If I were to stop being human,\would we never be able to walk together again? response:	I've been wanting to introduce him to you, Kaneki.
context: Huh?\You're looking pale. You've gotta eat, or you'll ruin your health.\He's always been like that. Hide is sharp witted in some odd ways.\He's overly aware of the sentiments of others, so instead,\he pretends not to notice anything, out of concern for me.\If I were to stop being human,\would we never be able to walk together again?\I've been wanting to introduce him to you, Kaneki. response:	Is this Mr. Nishio?
context: You're looking pale. You've gotta eat, or you'll ruin your health.\He's always been like that. Hide is sharp witted in some odd ways.\He's overly aware of the sentiments of others, so instead,\he pretends not to notice anything, out of concern for me.\If I were to stop being human,\would we never be able to walk together again?\I've been wanting to introduce him to you, Kaneki.\Is this Mr. Nishio? response:	Yeah.
context: He's always been like that. Hide is sharp witted in some odd ways.\He's overly aware of the sentiments of others, so instead,\he pretends not to notice anything, out of concern for me.\If I were to stop being human,\would we never be able to walk together again?\I've been wanting to introduce him to you, Kaneki.\Is this Mr. Nishio?\Yeah. response:	I don't know whether to describe him as toxic, or bad-mouthing,
context: He's overly aware of the sentiments of others, so instead,\he pretends not to notice anything, out of concern for me.\If I were to stop being human,\would we never be able to walk together again?\I've been wanting to introduce him to you, Kaneki.\Is this Mr. Nishio?\Yeah.\I don't know whether to describe him as toxic, or bad-mouthing, response:	or just as someone I feel uneasy around...
context: he pretends not to notice anything, out of concern for me.\If I were to stop being human,\would we never be able to walk together again?\I've been wanting to introduce him to you, Kaneki.\Is this Mr. Nishio?\Yeah.\I don't know whether to describe him as toxic, or bad-mouthing,\or just as someone I feel uneasy around... response:	No!
context: If I were to stop being human,\would we never be able to walk together again?\I've been wanting to introduce him to you, Kaneki.\Is this Mr. Nishio?\Yeah.\I don't know whether to describe him as toxic, or bad-mouthing,\or just as someone I feel uneasy around...\No! response:	This is it. Pardon the intrusion!
context: would we never be able to walk together again?\I've been wanting to introduce him to you, Kaneki.\Is this Mr. Nishio?\Yeah.\I don't know whether to describe him as toxic, or bad-mouthing,\or just as someone I feel uneasy around...\No!\This is it. Pardon the intrusion! response:	Hide, at least knock.
context: I've been wanting to introduce him to you, Kaneki.\Is this Mr. Nishio?\Yeah.\I don't know whether to describe him as toxic, or bad-mouthing,\or just as someone I feel uneasy around...\No!\This is it. Pardon the intrusion!\Hide, at least knock. response:	Nagachika, can't you knock first?
context: Is this Mr. Nishio?\Yeah.\I don't know whether to describe him as toxic, or bad-mouthing,\or just as someone I feel uneasy around...\No!\This is it. Pardon the intrusion!\Hide, at least knock.\Nagachika, can't you knock first? response:	Mr. Nishio, I'm sorry.
context: Yeah.\I don't know whether to describe him as toxic, or bad-mouthing,\or just as someone I feel uneasy around...\No!\This is it. Pardon the intrusion!\Hide, at least knock.\Nagachika, can't you knock first?\Mr. Nishio, I'm sorry. response:	Nothing pisses me off more than having my territory violated.
context: I don't know whether to describe him as toxic, or bad-mouthing,\or just as someone I feel uneasy around...\No!\This is it. Pardon the intrusion!\Hide, at least knock.\Nagachika, can't you knock first?\Mr. Nishio, I'm sorry.\Nothing pisses me off more than having my territory violated. response:	Yeah... Oh, this is Kaneki, the good friend I mentioned before.
context: or just as someone I feel uneasy around...\No!\This is it. Pardon the intrusion!\Hide, at least knock.\Nagachika, can't you knock first?\Mr. Nishio, I'm sorry.\Nothing pisses me off more than having my territory violated.\Yeah... Oh, this is Kaneki, the good friend I mentioned before. response:	You don't say. Nishio Nishiki, second year, School of Pharmacy.
context: No!\This is it. Pardon the intrusion!\Hide, at least knock.\Nagachika, can't you knock first?\Mr. Nishio, I'm sorry.\Nothing pisses me off more than having my territory violated.\Yeah... Oh, this is Kaneki, the good friend I mentioned before.\You don't say. Nishio Nishiki, second year, School of Pharmacy. response:	Good to meet you, Kaneki.
context: This is it. Pardon the intrusion!\Hide, at least knock.\Nagachika, can't you knock first?\Mr. Nishio, I'm sorry.\Nothing pisses me off more than having my territory violated.\Yeah... Oh, this is Kaneki, the good friend I mentioned before.\You don't say. Nishio Nishiki, second year, School of Pharmacy.\Good to meet you, Kaneki. response:	You wanted last year's material?
context: Hide, at least knock.\Nagachika, can't you knock first?\Mr. Nishio, I'm sorry.\Nothing pisses me off more than having my territory violated.\Yeah... Oh, this is Kaneki, the good friend I mentioned before.\You don't say. Nishio Nishiki, second year, School of Pharmacy.\Good to meet you, Kaneki.\You wanted last year's material? response:	Yes, I wanted to see the retail data.
context: Nagachika, can't you knock first?\Mr. Nishio, I'm sorry.\Nothing pisses me off more than having my territory violated.\Yeah... Oh, this is Kaneki, the good friend I mentioned before.\You don't say. Nishio Nishiki, second year, School of Pharmacy.\Good to meet you, Kaneki.\You wanted last year's material?\Yes, I wanted to see the retail data. response:	Oh, where did I put that?
context: Mr. Nishio, I'm sorry.\Nothing pisses me off more than having my territory violated.\Yeah... Oh, this is Kaneki, the good friend I mentioned before.\You don't say. Nishio Nishiki, second year, School of Pharmacy.\Good to meet you, Kaneki.\You wanted last year's material?\Yes, I wanted to see the retail data.\Oh, where did I put that? response:	Aw, it might be at home.
context: Nothing pisses me off more than having my territory violated.\Yeah... Oh, this is Kaneki, the good friend I mentioned before.\You don't say. Nishio Nishiki, second year, School of Pharmacy.\Good to meet you, Kaneki.\You wanted last year's material?\Yes, I wanted to see the retail data.\Oh, where did I put that?\Aw, it might be at home. response:	You're serious?
context: Yeah... Oh, this is Kaneki, the good friend I mentioned before.\You don't say. Nishio Nishiki, second year, School of Pharmacy.\Good to meet you, Kaneki.\You wanted last year's material?\Yes, I wanted to see the retail data.\Oh, where did I put that?\Aw, it might be at home.\You're serious? response:	Nagachika, why don't you come with me to grab it right now?
context: You don't say. Nishio Nishiki, second year, School of Pharmacy.\Good to meet you, Kaneki.\You wanted last year's material?\Yes, I wanted to see the retail data.\Oh, where did I put that?\Aw, it might be at home.\You're serious?\Nagachika, why don't you come with me to grab it right now? response:	You mean, to your house?
context: Good to meet you, Kaneki.\You wanted last year's material?\Yes, I wanted to see the retail data.\Oh, where did I put that?\Aw, it might be at home.\You're serious?\Nagachika, why don't you come with me to grab it right now?\You mean, to your house? response:	Yeah.
context: You wanted last year's material?\Yes, I wanted to see the retail data.\Oh, where did I put that?\Aw, it might be at home.\You're serious?\Nagachika, why don't you come with me to grab it right now?\You mean, to your house?\Yeah. response:	Yeah.
context: Yes, I wanted to see the retail data.\Oh, where did I put that?\Aw, it might be at home.\You're serious?\Nagachika, why don't you come with me to grab it right now?\You mean, to your house?\Yeah.\Yeah. response:	Hmm, well, okay.
context: Oh, where did I put that?\Aw, it might be at home.\You're serious?\Nagachika, why don't you come with me to grab it right now?\You mean, to your house?\Yeah.\Yeah.\Hmm, well, okay. response:	Hmm, well, okay.
context: Aw, it might be at home.\You're serious?\Nagachika, why don't you come with me to grab it right now?\You mean, to your house?\Yeah.\Yeah.\Hmm, well, okay.\Hmm, well, okay. response:	Kaneki, sorry, but I have to stop by Mr. Nishio's place,
context: You're serious?\Nagachika, why don't you come with me to grab it right now?\You mean, to your house?\Yeah.\Yeah.\Hmm, well, okay.\Hmm, well, okay.\Kaneki, sorry, but I have to stop by Mr. Nishio's place, response:	so head on out without me.
context: Nagachika, why don't you come with me to grab it right now?\You mean, to your house?\Yeah.\Yeah.\Hmm, well, okay.\Hmm, well, okay.\Kaneki, sorry, but I have to stop by Mr. Nishio's place,\so head on out without me. response:	Hide...
context: You mean, to your house?\Yeah.\Yeah.\Hmm, well, okay.\Hmm, well, okay.\Kaneki, sorry, but I have to stop by Mr. Nishio's place,\so head on out without me.\Hide... response:	Um, is it okay if I go, too?
context: Yeah.\Yeah.\Hmm, well, okay.\Hmm, well, okay.\Kaneki, sorry, but I have to stop by Mr. Nishio's place,\so head on out without me.\Hide...\Um, is it okay if I go, too? response:	Huh?
context: Yeah.\Hmm, well, okay.\Hmm, well, okay.\Kaneki, sorry, but I have to stop by Mr. Nishio's place,\so head on out without me.\Hide...\Um, is it okay if I go, too?\Huh? response:	Huh?
context: Hmm, well, okay.\Hmm, well, okay.\Kaneki, sorry, but I have to stop by Mr. Nishio's place,\so head on out without me.\Hide...\Um, is it okay if I go, too?\Huh?\Huh? response:	What's come over you?
context: Hmm, well, okay.\Kaneki, sorry, but I have to stop by Mr. Nishio's place,\so head on out without me.\Hide...\Um, is it okay if I go, too?\Huh?\Huh?\What's come over you? response:	Yeah, that's okay.
context: Kaneki, sorry, but I have to stop by Mr. Nishio's place,\so head on out without me.\Hide...\Um, is it okay if I go, too?\Huh?\Huh?\What's come over you?\Yeah, that's okay. response:	Huh?
context: so head on out without me.\Hide...\Um, is it okay if I go, too?\Huh?\Huh?\What's come over you?\Yeah, that's okay.\Huh? response:	It's not like I'm planning on letting him in.
context: Hide...\Um, is it okay if I go, too?\Huh?\Huh?\What's come over you?\Yeah, that's okay.\Huh?\It's not like I'm planning on letting him in. response:	Oh, yeah, sure.
context: Um, is it okay if I go, too?\Huh?\Huh?\What's come over you?\Yeah, that's okay.\Huh?\It's not like I'm planning on letting him in.\Oh, yeah, sure. response:	Before we go, I have to smooth this over.
context: Huh?\Huh?\What's come over you?\Yeah, that's okay.\Huh?\It's not like I'm planning on letting him in.\Oh, yeah, sure.\Before we go, I have to smooth this over. response:	What's with you, all of a sudden?
context: Huh?\What's come over you?\Yeah, that's okay.\Huh?\It's not like I'm planning on letting him in.\Oh, yeah, sure.\Before we go, I have to smooth this over.\What's with you, all of a sudden? response:	Nothing.
context: What's come over you?\Yeah, that's okay.\Huh?\It's not like I'm planning on letting him in.\Oh, yeah, sure.\Before we go, I have to smooth this over.\What's with you, all of a sudden?\Nothing. response:	Hmm...
context: Yeah, that's okay.\Huh?\It's not like I'm planning on letting him in.\Oh, yeah, sure.\Before we go, I have to smooth this over.\What's with you, all of a sudden?\Nothing.\Hmm... response:	Nagachika...
context: Huh?\It's not like I'm planning on letting him in.\Oh, yeah, sure.\Before we go, I have to smooth this over.\What's with you, all of a sudden?\Nothing.\Hmm...\Nagachika... response:	Hmm? What?
context: It's not like I'm planning on letting him in.\Oh, yeah, sure.\Before we go, I have to smooth this over.\What's with you, all of a sudden?\Nothing.\Hmm...\Nagachika...\Hmm? What? response:	How much did you see earlier?
context: Oh, yeah, sure.\Before we go, I have to smooth this over.\What's with you, all of a sudden?\Nothing.\Hmm...\Nagachika...\Hmm? What?\How much did you see earlier? response:	-Huh? Oh, just her shoulders. -Why are there ghouls popping up around me?
context: Before we go, I have to smooth this over.\What's with you, all of a sudden?\Nothing.\Hmm...\Nagachika...\Hmm? What?\How much did you see earlier?\-Huh? Oh, just her shoulders. -Why are there ghouls popping up around me? response:	-Just your shoulders. -Why are there ghouls popping up around me?
context: What's with you, all of a sudden?\Nothing.\Hmm...\Nagachika...\Hmm? What?\How much did you see earlier?\-Huh? Oh, just her shoulders. -Why are there ghouls popping up around me?\-Just your shoulders. -Why are there ghouls popping up around me? response:	They were very pretty.
context: Nothing.\Hmm...\Nagachika...\Hmm? What?\How much did you see earlier?\-Huh? Oh, just her shoulders. -Why are there ghouls popping up around me?\-Just your shoulders. -Why are there ghouls popping up around me?\They were very pretty. response:	No, that's not true. They were there before this all started.
context: Hmm...\Nagachika...\Hmm? What?\How much did you see earlier?\-Huh? Oh, just her shoulders. -Why are there ghouls popping up around me?\-Just your shoulders. -Why are there ghouls popping up around me?\They were very pretty.\No, that's not true. They were there before this all started. response:	I'm the one who wandered into this.
context: Nagachika...\Hmm? What?\How much did you see earlier?\-Huh? Oh, just her shoulders. -Why are there ghouls popping up around me?\-Just your shoulders. -Why are there ghouls popping up around me?\They were very pretty.\No, that's not true. They were there before this all started.\I'm the one who wandered into this. response:	Want one?
context: Hmm? What?\How much did you see earlier?\-Huh? Oh, just her shoulders. -Why are there ghouls popping up around me?\-Just your shoulders. -Why are there ghouls popping up around me?\They were very pretty.\No, that's not true. They were there before this all started.\I'm the one who wandered into this.\Want one? response:	Oh, how nice.
context: How much did you see earlier?\-Huh? Oh, just her shoulders. -Why are there ghouls popping up around me?\-Just your shoulders. -Why are there ghouls popping up around me?\They were very pretty.\No, that's not true. They were there before this all started.\I'm the one who wandered into this.\Want one?\Oh, how nice. response:	Yes, step right up. These are freshly made.
context: -Huh? Oh, just her shoulders. -Why are there ghouls popping up around me?\-Just your shoulders. -Why are there ghouls popping up around me?\They were very pretty.\No, that's not true. They were there before this all started.\I'm the one who wandered into this.\Want one?\Oh, how nice.\Yes, step right up. These are freshly made. response:	Here.
context: -Just your shoulders. -Why are there ghouls popping up around me?\They were very pretty.\No, that's not true. They were there before this all started.\I'm the one who wandered into this.\Want one?\Oh, how nice.\Yes, step right up. These are freshly made.\Here. response:	Ugh, I feel nauseous.
context: They were very pretty.\No, that's not true. They were there before this all started.\I'm the one who wandered into this.\Want one?\Oh, how nice.\Yes, step right up. These are freshly made.\Here.\Ugh, I feel nauseous. response:	-Here. -Thanks so much.
context: No, that's not true. They were there before this all started.\I'm the one who wandered into this.\Want one?\Oh, how nice.\Yes, step right up. These are freshly made.\Here.\Ugh, I feel nauseous.\-Here. -Thanks so much. response:	Kaneki, are you in any clubs?
context: I'm the one who wandered into this.\Want one?\Oh, how nice.\Yes, step right up. These are freshly made.\Here.\Ugh, I feel nauseous.\-Here. -Thanks so much.\Kaneki, are you in any clubs? response:	Oh, I don't do that well around large groups.
context: Want one?\Oh, how nice.\Yes, step right up. These are freshly made.\Here.\Ugh, I feel nauseous.\-Here. -Thanks so much.\Kaneki, are you in any clubs?\Oh, I don't do that well around large groups. response:	Hmm. The exact opposite of Nagachika, huh?
context: Oh, how nice.\Yes, step right up. These are freshly made.\Here.\Ugh, I feel nauseous.\-Here. -Thanks so much.\Kaneki, are you in any clubs?\Oh, I don't do that well around large groups.\Hmm. The exact opposite of Nagachika, huh? response:	Can a ghoul eat something like this?
context: Yes, step right up. These are freshly made.\Here.\Ugh, I feel nauseous.\-Here. -Thanks so much.\Kaneki, are you in any clubs?\Oh, I don't do that well around large groups.\Hmm. The exact opposite of Nagachika, huh?\Can a ghoul eat something like this? response:	Mm, what a superb taste.
context: Here.\Ugh, I feel nauseous.\-Here. -Thanks so much.\Kaneki, are you in any clubs?\Oh, I don't do that well around large groups.\Hmm. The exact opposite of Nagachika, huh?\Can a ghoul eat something like this?\Mm, what a superb taste. response:	Nice and crispy, too, huh?
context: Ugh, I feel nauseous.\-Here. -Thanks so much.\Kaneki, are you in any clubs?\Oh, I don't do that well around large groups.\Hmm. The exact opposite of Nagachika, huh?\Can a ghoul eat something like this?\Mm, what a superb taste.\Nice and crispy, too, huh? response:	Huh? Kaneki, aren't you eating yours?
context: -Here. -Thanks so much.\Kaneki, are you in any clubs?\Oh, I don't do that well around large groups.\Hmm. The exact opposite of Nagachika, huh?\Can a ghoul eat something like this?\Mm, what a superb taste.\Nice and crispy, too, huh?\Huh? Kaneki, aren't you eating yours? response:	Later.
context: Kaneki, are you in any clubs?\Oh, I don't do that well around large groups.\Hmm. The exact opposite of Nagachika, huh?\Can a ghoul eat something like this?\Mm, what a superb taste.\Nice and crispy, too, huh?\Huh? Kaneki, aren't you eating yours?\Later. response:	He really does blend in to human society
context: Oh, I don't do that well around large groups.\Hmm. The exact opposite of Nagachika, huh?\Can a ghoul eat something like this?\Mm, what a superb taste.\Nice and crispy, too, huh?\Huh? Kaneki, aren't you eating yours?\Later.\He really does blend in to human society response:	like a normal college student. It's kind of amazing.
context: Hmm. The exact opposite of Nagachika, huh?\Can a ghoul eat something like this?\Mm, what a superb taste.\Nice and crispy, too, huh?\Huh? Kaneki, aren't you eating yours?\Later.\He really does blend in to human society\like a normal college student. It's kind of amazing. response:	I'm sure nobody suspects that he's a ghoul.
context: Can a ghoul eat something like this?\Mm, what a superb taste.\Nice and crispy, too, huh?\Huh? Kaneki, aren't you eating yours?\Later.\He really does blend in to human society\like a normal college student. It's kind of amazing.\I'm sure nobody suspects that he's a ghoul. response:	It would mean trouble if anyone saw this.
context: Mm, what a superb taste.\Nice and crispy, too, huh?\Huh? Kaneki, aren't you eating yours?\Later.\He really does blend in to human society\like a normal college student. It's kind of amazing.\I'm sure nobody suspects that he's a ghoul.\It would mean trouble if anyone saw this. response:	Hide!
context: Nice and crispy, too, huh?\Huh? Kaneki, aren't you eating yours?\Later.\He really does blend in to human society\like a normal college student. It's kind of amazing.\I'm sure nobody suspects that he's a ghoul.\It would mean trouble if anyone saw this.\Hide! response:	Who'd have guessed there'd be another ghoul on the same campus?
context: Huh? Kaneki, aren't you eating yours?\Later.\He really does blend in to human society\like a normal college student. It's kind of amazing.\I'm sure nobody suspects that he's a ghoul.\It would mean trouble if anyone saw this.\Hide!\Who'd have guessed there'd be another ghoul on the same campus? response:	You reek. You stink just like a female ghoul!
context: Later.\He really does blend in to human society\like a normal college student. It's kind of amazing.\I'm sure nobody suspects that he's a ghoul.\It would mean trouble if anyone saw this.\Hide!\Who'd have guessed there'd be another ghoul on the same campus?\You reek. You stink just like a female ghoul! response:	You were planning to eat Nagachika, weren't you?
context: He really does blend in to human society\like a normal college student. It's kind of amazing.\I'm sure nobody suspects that he's a ghoul.\It would mean trouble if anyone saw this.\Hide!\Who'd have guessed there'd be another ghoul on the same campus?\You reek. You stink just like a female ghoul!\You were planning to eat Nagachika, weren't you? response:	There's nothing better to whet the appetite
context: like a normal college student. It's kind of amazing.\I'm sure nobody suspects that he's a ghoul.\It would mean trouble if anyone saw this.\Hide!\Who'd have guessed there'd be another ghoul on the same campus?\You reek. You stink just like a female ghoul!\You were planning to eat Nagachika, weren't you?\There's nothing better to whet the appetite response:	than that moment you turn on some idiot who completely trusts you,
context: I'm sure nobody suspects that he's a ghoul.\It would mean trouble if anyone saw this.\Hide!\Who'd have guessed there'd be another ghoul on the same campus?\You reek. You stink just like a female ghoul!\You were planning to eat Nagachika, weren't you?\There's nothing better to whet the appetite\than that moment you turn on some idiot who completely trusts you, response:	and that look of anguish that crosses their face
context: It would mean trouble if anyone saw this.\Hide!\Who'd have guessed there'd be another ghoul on the same campus?\You reek. You stink just like a female ghoul!\You were planning to eat Nagachika, weren't you?\There's nothing better to whet the appetite\than that moment you turn on some idiot who completely trusts you,\and that look of anguish that crosses their face response:	when the foolish human gives up hope, is there, Kaneki?!
context: Hide!\Who'd have guessed there'd be another ghoul on the same campus?\You reek. You stink just like a female ghoul!\You were planning to eat Nagachika, weren't you?\There's nothing better to whet the appetite\than that moment you turn on some idiot who completely trusts you,\and that look of anguish that crosses their face\when the foolish human gives up hope, is there, Kaneki?! response:	I'm not like you...
context: Who'd have guessed there'd be another ghoul on the same campus?\You reek. You stink just like a female ghoul!\You were planning to eat Nagachika, weren't you?\There's nothing better to whet the appetite\than that moment you turn on some idiot who completely trusts you,\and that look of anguish that crosses their face\when the foolish human gives up hope, is there, Kaneki?!\I'm not like you... response:	Oh, yeah?
context: You reek. You stink just like a female ghoul!\You were planning to eat Nagachika, weren't you?\There's nothing better to whet the appetite\than that moment you turn on some idiot who completely trusts you,\and that look of anguish that crosses their face\when the foolish human gives up hope, is there, Kaneki?!\I'm not like you...\Oh, yeah? response:	Having a kid younger than me talk back to me really pisses me off.
context: You were planning to eat Nagachika, weren't you?\There's nothing better to whet the appetite\than that moment you turn on some idiot who completely trusts you,\and that look of anguish that crosses their face\when the foolish human gives up hope, is there, Kaneki?!\I'm not like you...\Oh, yeah?\Having a kid younger than me talk back to me really pisses me off. response:	You know what?
context: There's nothing better to whet the appetite\than that moment you turn on some idiot who completely trusts you,\and that look of anguish that crosses their face\when the foolish human gives up hope, is there, Kaneki?!\I'm not like you...\Oh, yeah?\Having a kid younger than me talk back to me really pisses me off.\You know what? response:	Your body is awfully fragile. I thought it might be tofu.
context: than that moment you turn on some idiot who completely trusts you,\and that look of anguish that crosses their face\when the foolish human gives up hope, is there, Kaneki?!\I'm not like you...\Oh, yeah?\Having a kid younger than me talk back to me really pisses me off.\You know what?\Your body is awfully fragile. I thought it might be tofu. response:	Aw, how disgusting.
context: and that look of anguish that crosses their face\when the foolish human gives up hope, is there, Kaneki?!\I'm not like you...\Oh, yeah?\Having a kid younger than me talk back to me really pisses me off.\You know what?\Your body is awfully fragile. I thought it might be tofu.\Aw, how disgusting. response:	Geez, how can humans eat that stuff?
context: when the foolish human gives up hope, is there, Kaneki?!\I'm not like you...\Oh, yeah?\Having a kid younger than me talk back to me really pisses me off.\You know what?\Your body is awfully fragile. I thought it might be tofu.\Aw, how disgusting.\Geez, how can humans eat that stuff? response:	It feels like eating horse crap.
context: I'm not like you...\Oh, yeah?\Having a kid younger than me talk back to me really pisses me off.\You know what?\Your body is awfully fragile. I thought it might be tofu.\Aw, how disgusting.\Geez, how can humans eat that stuff?\It feels like eating horse crap. response:	Sorry about that, Kaneki. I've befouled your meal, here.
context: Oh, yeah?\Having a kid younger than me talk back to me really pisses me off.\You know what?\Your body is awfully fragile. I thought it might be tofu.\Aw, how disgusting.\Geez, how can humans eat that stuff?\It feels like eating horse crap.\Sorry about that, Kaneki. I've befouled your meal, here. response:	You've known this guy a long time, right? You're best friends, right?
context: Having a kid younger than me talk back to me really pisses me off.\You know what?\Your body is awfully fragile. I thought it might be tofu.\Aw, how disgusting.\Geez, how can humans eat that stuff?\It feels like eating horse crap.\Sorry about that, Kaneki. I've befouled your meal, here.\You've known this guy a long time, right? You're best friends, right? response:	Just when were you going to eat him?
context: You know what?\Your body is awfully fragile. I thought it might be tofu.\Aw, how disgusting.\Geez, how can humans eat that stuff?\It feels like eating horse crap.\Sorry about that, Kaneki. I've befouled your meal, here.\You've known this guy a long time, right? You're best friends, right?\Just when were you going to eat him? response:	Come on, tell me, Kaneki. What were you going to eat first?
context: Your body is awfully fragile. I thought it might be tofu.\Aw, how disgusting.\Geez, how can humans eat that stuff?\It feels like eating horse crap.\Sorry about that, Kaneki. I've befouled your meal, here.\You've known this guy a long time, right? You're best friends, right?\Just when were you going to eat him?\Come on, tell me, Kaneki. What were you going to eat first? response:	Huh? Huh? Huh?
context: Aw, how disgusting.\Geez, how can humans eat that stuff?\It feels like eating horse crap.\Sorry about that, Kaneki. I've befouled your meal, here.\You've known this guy a long time, right? You're best friends, right?\Just when were you going to eat him?\Come on, tell me, Kaneki. What were you going to eat first?\Huh? Huh? Huh? response:	Hide is not food. Move your foot.
context: Geez, how can humans eat that stuff?\It feels like eating horse crap.\Sorry about that, Kaneki. I've befouled your meal, here.\You've known this guy a long time, right? You're best friends, right?\Just when were you going to eat him?\Come on, tell me, Kaneki. What were you going to eat first?\Huh? Huh? Huh?\Hide is not food. Move your foot. response:	What foot?
context: It feels like eating horse crap.\Sorry about that, Kaneki. I've befouled your meal, here.\You've known this guy a long time, right? You're best friends, right?\Just when were you going to eat him?\Come on, tell me, Kaneki. What were you going to eat first?\Huh? Huh? Huh?\Hide is not food. Move your foot.\What foot? response:	Stop that!
context: Sorry about that, Kaneki. I've befouled your meal, here.\You've known this guy a long time, right? You're best friends, right?\Just when were you going to eat him?\Come on, tell me, Kaneki. What were you going to eat first?\Huh? Huh? Huh?\Hide is not food. Move your foot.\What foot?\Stop that! response:	Seriously? Attacking with your bag? What are you, a woman?!
context: You've known this guy a long time, right? You're best friends, right?\Just when were you going to eat him?\Come on, tell me, Kaneki. What were you going to eat first?\Huh? Huh? Huh?\Hide is not food. Move your foot.\What foot?\Stop that!\Seriously? Attacking with your bag? What are you, a woman?! response:	You know, you just don't get it, do you?
context: Just when were you going to eat him?\Come on, tell me, Kaneki. What were you going to eat first?\Huh? Huh? Huh?\Hide is not food. Move your foot.\What foot?\Stop that!\Seriously? Attacking with your bag? What are you, a woman?!\You know, you just don't get it, do you? response:	Humans are nothing but things to eat,
context: Come on, tell me, Kaneki. What were you going to eat first?\Huh? Huh? Huh?\Hide is not food. Move your foot.\What foot?\Stop that!\Seriously? Attacking with your bag? What are you, a woman?!\You know, you just don't get it, do you?\Humans are nothing but things to eat, response:	the way that cows and pigs are to them, right?
context: Huh? Huh? Huh?\Hide is not food. Move your foot.\What foot?\Stop that!\Seriously? Attacking with your bag? What are you, a woman?!\You know, you just don't get it, do you?\Humans are nothing but things to eat,\the way that cows and pigs are to them, right? response:	Are you having fun,
context: Hide is not food. Move your foot.\What foot?\Stop that!\Seriously? Attacking with your bag? What are you, a woman?!\You know, you just don't get it, do you?\Humans are nothing but things to eat,\the way that cows and pigs are to them, right?\Are you having fun, response:	playing like you're friends with what amounts to livestock?
