context: Why now, of all times?! response:	Where is my brother? Where is Big Brother Dallas?
context: are the ones who are most off-guard. You get me?\The folks who think they are in an absolutely safe location,\never even thinking that they might die in the next instant.\Those types of folks. In other words,\the type of person that you are now, Uncle.\Please, don't do it!\There's no way I'd kill you, you know. It's not even loaded.\Uncle, you've been looking out for me all this time. response:	Even a homicidal maniac like me has that much sense of gratitude.
context: The folks who think they are in an absolutely safe location,\never even thinking that they might die in the next instant.\Those types of folks. In other words,\the type of person that you are now, Uncle.\Please, don't do it!\There's no way I'd kill you, you know. It's not even loaded.\Uncle, you've been looking out for me all this time.\Even a homicidal maniac like me has that much sense of gratitude. response:	Am I right?
context: never even thinking that they might die in the next instant.\Those types of folks. In other words,\the type of person that you are now, Uncle.\Please, don't do it!\There's no way I'd kill you, you know. It's not even loaded.\Uncle, you've been looking out for me all this time.\Even a homicidal maniac like me has that much sense of gratitude.\Am I right? response:	Get lost.
context: Those types of folks. In other words,\the type of person that you are now, Uncle.\Please, don't do it!\There's no way I'd kill you, you know. It's not even loaded.\Uncle, you've been looking out for me all this time.\Even a homicidal maniac like me has that much sense of gratitude.\Am I right?\Get lost. response:	I think I will. It's just about time for me to get changed.
context: the type of person that you are now, Uncle.\Please, don't do it!\There's no way I'd kill you, you know. It's not even loaded.\Uncle, you've been looking out for me all this time.\Even a homicidal maniac like me has that much sense of gratitude.\Am I right?\Get lost.\I think I will. It's just about time for me to get changed. response:	Why are you wearing such festive outfits?
context: Please, don't do it!\There's no way I'd kill you, you know. It's not even loaded.\Uncle, you've been looking out for me all this time.\Even a homicidal maniac like me has that much sense of gratitude.\Am I right?\Get lost.\I think I will. It's just about time for me to get changed.\Why are you wearing such festive outfits? response:	We're about to kill dozens of people inside a crowded train.
context: There's no way I'd kill you, you know. It's not even loaded.\Uncle, you've been looking out for me all this time.\Even a homicidal maniac like me has that much sense of gratitude.\Am I right?\Get lost.\I think I will. It's just about time for me to get changed.\Why are you wearing such festive outfits?\We're about to kill dozens of people inside a crowded train. response:	Wearing white
context: Uncle, you've been looking out for me all this time.\Even a homicidal maniac like me has that much sense of gratitude.\Am I right?\Get lost.\I think I will. It's just about time for me to get changed.\Why are you wearing such festive outfits?\We're about to kill dozens of people inside a crowded train.\Wearing white response:	will make the blood spatter stand out, and look cool.
context: Even a homicidal maniac like me has that much sense of gratitude.\Am I right?\Get lost.\I think I will. It's just about time for me to get changed.\Why are you wearing such festive outfits?\We're about to kill dozens of people inside a crowded train.\Wearing white\will make the blood spatter stand out, and look cool. response:	Hold on, just a minute! As you can see, I am unarmed.
context: Am I right?\Get lost.\I think I will. It's just about time for me to get changed.\Why are you wearing such festive outfits?\We're about to kill dozens of people inside a crowded train.\Wearing white\will make the blood spatter stand out, and look cool.\Hold on, just a minute! As you can see, I am unarmed. response:	You... who are you?
context: Get lost.\I think I will. It's just about time for me to get changed.\Why are you wearing such festive outfits?\We're about to kill dozens of people inside a crowded train.\Wearing white\will make the blood spatter stand out, and look cool.\Hold on, just a minute! As you can see, I am unarmed.\You... who are you? response:	We may be strangers, but we are not your enemy.
context: I think I will. It's just about time for me to get changed.\Why are you wearing such festive outfits?\We're about to kill dozens of people inside a crowded train.\Wearing white\will make the blood spatter stand out, and look cool.\Hold on, just a minute! As you can see, I am unarmed.\You... who are you?\We may be strangers, but we are not your enemy. response:	Answer me!
context: Why are you wearing such festive outfits?\We're about to kill dozens of people inside a crowded train.\Wearing white\will make the blood spatter stand out, and look cool.\Hold on, just a minute! As you can see, I am unarmed.\You... who are you?\We may be strangers, but we are not your enemy.\Answer me! response:	I told you, I am not your enemy!
context: We're about to kill dozens of people inside a crowded train.\Wearing white\will make the blood spatter stand out, and look cool.\Hold on, just a minute! As you can see, I am unarmed.\You... who are you?\We may be strangers, but we are not your enemy.\Answer me!\I told you, I am not your enemy! response:	Whoa!
context: Wearing white\will make the blood spatter stand out, and look cool.\Hold on, just a minute! As you can see, I am unarmed.\You... who are you?\We may be strangers, but we are not your enemy.\Answer me!\I told you, I am not your enemy!\Whoa! response:	Damn it...
context: will make the blood spatter stand out, and look cool.\Hold on, just a minute! As you can see, I am unarmed.\You... who are you?\We may be strangers, but we are not your enemy.\Answer me!\I told you, I am not your enemy!\Whoa!\Damn it... response:	Now then, this is starting to get interesting.
context: Hold on, just a minute! As you can see, I am unarmed.\You... who are you?\We may be strangers, but we are not your enemy.\Answer me!\I told you, I am not your enemy!\Whoa!\Damn it...\Now then, this is starting to get interesting. response:	It's starting to get there...
context: You... who are you?\We may be strangers, but we are not your enemy.\Answer me!\I told you, I am not your enemy!\Whoa!\Damn it...\Now then, this is starting to get interesting.\It's starting to get there... response:	Don't think you can make enemies of us and live through it!
context: We may be strangers, but we are not your enemy.\Answer me!\I told you, I am not your enemy!\Whoa!\Damn it...\Now then, this is starting to get interesting.\It's starting to get there...\Don't think you can make enemies of us and live through it! response:	Most of the Mafia folks and the like that I've killed
context: Answer me!\I told you, I am not your enemy!\Whoa!\Damn it...\Now then, this is starting to get interesting.\It's starting to get there...\Don't think you can make enemies of us and live through it!\Most of the Mafia folks and the like that I've killed response:	said something along those lines before they died, too.
context: I told you, I am not your enemy!\Whoa!\Damn it...\Now then, this is starting to get interesting.\It's starting to get there...\Don't think you can make enemies of us and live through it!\Most of the Mafia folks and the like that I've killed\said something along those lines before they died, too. response:	Aw, too bad.
context: Whoa!\Damn it...\Now then, this is starting to get interesting.\It's starting to get there...\Don't think you can make enemies of us and live through it!\Most of the Mafia folks and the like that I've killed\said something along those lines before they died, too.\Aw, too bad. response:	No problem, no problem!
context: Damn it...\Now then, this is starting to get interesting.\It's starting to get there...\Don't think you can make enemies of us and live through it!\Most of the Mafia folks and the like that I've killed\said something along those lines before they died, too.\Aw, too bad.\No problem, no problem! response:	You're a lot weaker than Pete Herman!
context: Now then, this is starting to get interesting.\It's starting to get there...\Don't think you can make enemies of us and live through it!\Most of the Mafia folks and the like that I've killed\said something along those lines before they died, too.\Aw, too bad.\No problem, no problem!\You're a lot weaker than Pete Herman! response:	You're like Jack Johnson, or Jack Dempsey!
context: It's starting to get there...\Don't think you can make enemies of us and live through it!\Most of the Mafia folks and the like that I've killed\said something along those lines before they died, too.\Aw, too bad.\No problem, no problem!\You're a lot weaker than Pete Herman!\You're like Jack Johnson, or Jack Dempsey! response:	You've got no punch, and no technique!
context: Don't think you can make enemies of us and live through it!\Most of the Mafia folks and the like that I've killed\said something along those lines before they died, too.\Aw, too bad.\No problem, no problem!\You're a lot weaker than Pete Herman!\You're like Jack Johnson, or Jack Dempsey!\You've got no punch, and no technique! response:	Do you know the names of boxers?
context: Most of the Mafia folks and the like that I've killed\said something along those lines before they died, too.\Aw, too bad.\No problem, no problem!\You're a lot weaker than Pete Herman!\You're like Jack Johnson, or Jack Dempsey!\You've got no punch, and no technique!\Do you know the names of boxers? response:	You know them, right?
context: said something along those lines before they died, too.\Aw, too bad.\No problem, no problem!\You're a lot weaker than Pete Herman!\You're like Jack Johnson, or Jack Dempsey!\You've got no punch, and no technique!\Do you know the names of boxers?\You know them, right? response:	If you're an American citizen, of course you know them.
context: Aw, too bad.\No problem, no problem!\You're a lot weaker than Pete Herman!\You're like Jack Johnson, or Jack Dempsey!\You've got no punch, and no technique!\Do you know the names of boxers?\You know them, right?\If you're an American citizen, of course you know them. response:	If you tell me you don't know them... you're gonna pay!
context: No problem, no problem!\You're a lot weaker than Pete Herman!\You're like Jack Johnson, or Jack Dempsey!\You've got no punch, and no technique!\Do you know the names of boxers?\You know them, right?\If you're an American citizen, of course you know them.\If you tell me you don't know them... you're gonna pay! response:	You better believe you're gonna pay!
context: You're a lot weaker than Pete Herman!\You're like Jack Johnson, or Jack Dempsey!\You've got no punch, and no technique!\Do you know the names of boxers?\You know them, right?\If you're an American citizen, of course you know them.\If you tell me you don't know them... you're gonna pay!\You better believe you're gonna pay! response:	But then, you're gonna pay... even if you... do... know... them!
context: You're like Jack Johnson, or Jack Dempsey!\You've got no punch, and no technique!\Do you know the names of boxers?\You know them, right?\If you're an American citizen, of course you know them.\If you tell me you don't know them... you're gonna pay!\You better believe you're gonna pay!\But then, you're gonna pay... even if you... do... know... them! response:	Oh, you're still conscious? I guess I don't have any punch.
context: You've got no punch, and no technique!\Do you know the names of boxers?\You know them, right?\If you're an American citizen, of course you know them.\If you tell me you don't know them... you're gonna pay!\You better believe you're gonna pay!\But then, you're gonna pay... even if you... do... know... them!\Oh, you're still conscious? I guess I don't have any punch. response:	Hey, what are you doing to me here?
context: Do you know the names of boxers?\You know them, right?\If you're an American citizen, of course you know them.\If you tell me you don't know them... you're gonna pay!\You better believe you're gonna pay!\But then, you're gonna pay... even if you... do... know... them!\Oh, you're still conscious? I guess I don't have any punch.\Hey, what are you doing to me here? response:	You think a dimwit... like you can... stand in the way... of Master Huey?
context: You know them, right?\If you're an American citizen, of course you know them.\If you tell me you don't know them... you're gonna pay!\You better believe you're gonna pay!\But then, you're gonna pay... even if you... do... know... them!\Oh, you're still conscious? I guess I don't have any punch.\Hey, what are you doing to me here?\You think a dimwit... like you can... stand in the way... of Master Huey? response:	I'm not interested in any Huey, or whoever you guys really are.
context: If you're an American citizen, of course you know them.\If you tell me you don't know them... you're gonna pay!\You better believe you're gonna pay!\But then, you're gonna pay... even if you... do... know... them!\Oh, you're still conscious? I guess I don't have any punch.\Hey, what are you doing to me here?\You think a dimwit... like you can... stand in the way... of Master Huey?\I'm not interested in any Huey, or whoever you guys really are. response:	All I know for sure is that all of you are enemies,
context: If you tell me you don't know them... you're gonna pay!\You better believe you're gonna pay!\But then, you're gonna pay... even if you... do... know... them!\Oh, you're still conscious? I guess I don't have any punch.\Hey, what are you doing to me here?\You think a dimwit... like you can... stand in the way... of Master Huey?\I'm not interested in any Huey, or whoever you guys really are.\All I know for sure is that all of you are enemies, response:	that you're all packing weapons,
context: You better believe you're gonna pay!\But then, you're gonna pay... even if you... do... know... them!\Oh, you're still conscious? I guess I don't have any punch.\Hey, what are you doing to me here?\You think a dimwit... like you can... stand in the way... of Master Huey?\I'm not interested in any Huey, or whoever you guys really are.\All I know for sure is that all of you are enemies,\that you're all packing weapons, response:	and most of all,
context: But then, you're gonna pay... even if you... do... know... them!\Oh, you're still conscious? I guess I don't have any punch.\Hey, what are you doing to me here?\You think a dimwit... like you can... stand in the way... of Master Huey?\I'm not interested in any Huey, or whoever you guys really are.\All I know for sure is that all of you are enemies,\that you're all packing weapons,\and most of all, response:	you think this
context: Oh, you're still conscious? I guess I don't have any punch.\Hey, what are you doing to me here?\You think a dimwit... like you can... stand in the way... of Master Huey?\I'm not interested in any Huey, or whoever you guys really are.\All I know for sure is that all of you are enemies,\that you're all packing weapons,\and most of all,\you think this response:	With all the incredible weapons we've got on this crowded train,
context: Hey, what are you doing to me here?\You think a dimwit... like you can... stand in the way... of Master Huey?\I'm not interested in any Huey, or whoever you guys really are.\All I know for sure is that all of you are enemies,\that you're all packing weapons,\and most of all,\you think this\With all the incredible weapons we've got on this crowded train, response:	there's nobody who can oppose us! We are mighty! We are safe!
context: You think a dimwit... like you can... stand in the way... of Master Huey?\I'm not interested in any Huey, or whoever you guys really are.\All I know for sure is that all of you are enemies,\that you're all packing weapons,\and most of all,\you think this\With all the incredible weapons we've got on this crowded train,\there's nobody who can oppose us! We are mighty! We are safe! response:	It's so much fun! It's so much fun, killing folks like that!
context: I'm not interested in any Huey, or whoever you guys really are.\All I know for sure is that all of you are enemies,\that you're all packing weapons,\and most of all,\you think this\With all the incredible weapons we've got on this crowded train,\there's nobody who can oppose us! We are mighty! We are safe!\It's so much fun! It's so much fun, killing folks like that! response:	Pulling their guts out! Squeezing on them, like they were sausages!
context: All I know for sure is that all of you are enemies,\that you're all packing weapons,\and most of all,\you think this\With all the incredible weapons we've got on this crowded train,\there's nobody who can oppose us! We are mighty! We are safe!\It's so much fun! It's so much fun, killing folks like that!\Pulling their guts out! Squeezing on them, like they were sausages! response:	Ladd, what the hell is this?
context: that you're all packing weapons,\and most of all,\you think this\With all the incredible weapons we've got on this crowded train,\there's nobody who can oppose us! We are mighty! We are safe!\It's so much fun! It's so much fun, killing folks like that!\Pulling their guts out! Squeezing on them, like they were sausages!\Ladd, what the hell is this? response:	We hear what sounds like a machine gun, so we come and find this.
context: and most of all,\you think this\With all the incredible weapons we've got on this crowded train,\there's nobody who can oppose us! We are mighty! We are safe!\It's so much fun! It's so much fun, killing folks like that!\Pulling their guts out! Squeezing on them, like they were sausages!\Ladd, what the hell is this?\We hear what sounds like a machine gun, so we come and find this. response:	Tell us what's going on, Ladd.
context: you think this\With all the incredible weapons we've got on this crowded train,\there's nobody who can oppose us! We are mighty! We are safe!\It's so much fun! It's so much fun, killing folks like that!\Pulling their guts out! Squeezing on them, like they were sausages!\Ladd, what the hell is this?\We hear what sounds like a machine gun, so we come and find this.\Tell us what's going on, Ladd. response:	You're Senator Beriam's wife, right?
context: With all the incredible weapons we've got on this crowded train,\there's nobody who can oppose us! We are mighty! We are safe!\It's so much fun! It's so much fun, killing folks like that!\Pulling their guts out! Squeezing on them, like they were sausages!\Ladd, what the hell is this?\We hear what sounds like a machine gun, so we come and find this.\Tell us what's going on, Ladd.\You're Senator Beriam's wife, right? response:	The order has been switched around.
context: there's nobody who can oppose us! We are mighty! We are safe!\It's so much fun! It's so much fun, killing folks like that!\Pulling their guts out! Squeezing on them, like they were sausages!\Ladd, what the hell is this?\We hear what sounds like a machine gun, so we come and find this.\Tell us what's going on, Ladd.\You're Senator Beriam's wife, right?\The order has been switched around. response:	Once we've disposed of all of the black suits, you'll be next.
context: It's so much fun! It's so much fun, killing folks like that!\Pulling their guts out! Squeezing on them, like they were sausages!\Ladd, what the hell is this?\We hear what sounds like a machine gun, so we come and find this.\Tell us what's going on, Ladd.\You're Senator Beriam's wife, right?\The order has been switched around.\Once we've disposed of all of the black suits, you'll be next. response:	Nice meeting you.
context: Pulling their guts out! Squeezing on them, like they were sausages!\Ladd, what the hell is this?\We hear what sounds like a machine gun, so we come and find this.\Tell us what's going on, Ladd.\You're Senator Beriam's wife, right?\The order has been switched around.\Once we've disposed of all of the black suits, you'll be next.\Nice meeting you. response:	Let's go, you guys.
context: Ladd, what the hell is this?\We hear what sounds like a machine gun, so we come and find this.\Tell us what's going on, Ladd.\You're Senator Beriam's wife, right?\The order has been switched around.\Once we've disposed of all of the black suits, you'll be next.\Nice meeting you.\Let's go, you guys. response:	Let's go? What about these guys?
context: We hear what sounds like a machine gun, so we come and find this.\Tell us what's going on, Ladd.\You're Senator Beriam's wife, right?\The order has been switched around.\Once we've disposed of all of the black suits, you'll be next.\Nice meeting you.\Let's go, you guys.\Let's go? What about these guys? response:	Leave them.
context: Tell us what's going on, Ladd.\You're Senator Beriam's wife, right?\The order has been switched around.\Once we've disposed of all of the black suits, you'll be next.\Nice meeting you.\Let's go, you guys.\Let's go? What about these guys?\Leave them. response:	I can use these guys.
context: You're Senator Beriam's wife, right?\The order has been switched around.\Once we've disposed of all of the black suits, you'll be next.\Nice meeting you.\Let's go, you guys.\Let's go? What about these guys?\Leave them.\I can use these guys. response:	Miss, I's sure that Master Dallas is all right.
context: The order has been switched around.\Once we've disposed of all of the black suits, you'll be next.\Nice meeting you.\Let's go, you guys.\Let's go? What about these guys?\Leave them.\I can use these guys.\Miss, I's sure that Master Dallas is all right. response:	He will be dropping back in at home any time now.
context: Once we've disposed of all of the black suits, you'll be next.\Nice meeting you.\Let's go, you guys.\Let's go? What about these guys?\Leave them.\I can use these guys.\Miss, I's sure that Master Dallas is all right.\He will be dropping back in at home any time now. response:	Yes. I'm sure you're right.
context: Nice meeting you.\Let's go, you guys.\Let's go? What about these guys?\Leave them.\I can use these guys.\Miss, I's sure that Master Dallas is all right.\He will be dropping back in at home any time now.\Yes. I'm sure you're right. response:	I don't feel very good about this,
context: Let's go, you guys.\Let's go? What about these guys?\Leave them.\I can use these guys.\Miss, I's sure that Master Dallas is all right.\He will be dropping back in at home any time now.\Yes. I'm sure you're right.\I don't feel very good about this, response:	pretending not to know anything.
context: Let's go? What about these guys?\Leave them.\I can use these guys.\Miss, I's sure that Master Dallas is all right.\He will be dropping back in at home any time now.\Yes. I'm sure you're right.\I don't feel very good about this,\pretending not to know anything. response:	It's not as if we are lying.
context: Leave them.\I can use these guys.\Miss, I's sure that Master Dallas is all right.\He will be dropping back in at home any time now.\Yes. I'm sure you're right.\I don't feel very good about this,\pretending not to know anything.\It's not as if we are lying. response:	It is true that we don't know very much.
context: I can use these guys.\Miss, I's sure that Master Dallas is all right.\He will be dropping back in at home any time now.\Yes. I'm sure you're right.\I don't feel very good about this,\pretending not to know anything.\It's not as if we are lying.\It is true that we don't know very much. response:	We led the Runorata folks on that details would be forthcoming, too.
context: Miss, I's sure that Master Dallas is all right.\He will be dropping back in at home any time now.\Yes. I'm sure you're right.\I don't feel very good about this,\pretending not to know anything.\It's not as if we are lying.\It is true that we don't know very much.\We led the Runorata folks on that details would be forthcoming, too. response:	We've heard that Gustavo is being shaken down by Dallas
context: He will be dropping back in at home any time now.\Yes. I'm sure you're right.\I don't feel very good about this,\pretending not to know anything.\It's not as if we are lying.\It is true that we don't know very much.\We led the Runorata folks on that details would be forthcoming, too.\We've heard that Gustavo is being shaken down by Dallas response:	over his killing of the head of the Genoard family,
context: Yes. I'm sure you're right.\I don't feel very good about this,\pretending not to know anything.\It's not as if we are lying.\It is true that we don't know very much.\We led the Runorata folks on that details would be forthcoming, too.\We've heard that Gustavo is being shaken down by Dallas\over his killing of the head of the Genoard family, response:	but that is a lie.
context: I don't feel very good about this,\pretending not to know anything.\It's not as if we are lying.\It is true that we don't know very much.\We led the Runorata folks on that details would be forthcoming, too.\We've heard that Gustavo is being shaken down by Dallas\over his killing of the head of the Genoard family,\but that is a lie. response:	Baltro Runorata must have some ulterior reason.
context: pretending not to know anything.\It's not as if we are lying.\It is true that we don't know very much.\We led the Runorata folks on that details would be forthcoming, too.\We've heard that Gustavo is being shaken down by Dallas\over his killing of the head of the Genoard family,\but that is a lie.\Baltro Runorata must have some ulterior reason. response:	But what that might be...
context: It's not as if we are lying.\It is true that we don't know very much.\We led the Runorata folks on that details would be forthcoming, too.\We've heard that Gustavo is being shaken down by Dallas\over his killing of the head of the Genoard family,\but that is a lie.\Baltro Runorata must have some ulterior reason.\But what that might be... response:	The Dallas matter is classified, and all.
context: It is true that we don't know very much.\We led the Runorata folks on that details would be forthcoming, too.\We've heard that Gustavo is being shaken down by Dallas\over his killing of the head of the Genoard family,\but that is a lie.\Baltro Runorata must have some ulterior reason.\But what that might be...\The Dallas matter is classified, and all. response:	Classified? The Gandor brothers disposed of Dallas, didn't they?
context: We led the Runorata folks on that details would be forthcoming, too.\We've heard that Gustavo is being shaken down by Dallas\over his killing of the head of the Genoard family,\but that is a lie.\Baltro Runorata must have some ulterior reason.\But what that might be...\The Dallas matter is classified, and all.\Classified? The Gandor brothers disposed of Dallas, didn't they? response:	Whoops, that just slipped out.
context: We've heard that Gustavo is being shaken down by Dallas\over his killing of the head of the Genoard family,\but that is a lie.\Baltro Runorata must have some ulterior reason.\But what that might be...\The Dallas matter is classified, and all.\Classified? The Gandor brothers disposed of Dallas, didn't they?\Whoops, that just slipped out. response:	What? How is it that you can't tell me, your colleague?
context: over his killing of the head of the Genoard family,\but that is a lie.\Baltro Runorata must have some ulterior reason.\But what that might be...\The Dallas matter is classified, and all.\Classified? The Gandor brothers disposed of Dallas, didn't they?\Whoops, that just slipped out.\What? How is it that you can't tell me, your colleague? response:	The president told me to keep my mouth shut.
context: but that is a lie.\Baltro Runorata must have some ulterior reason.\But what that might be...\The Dallas matter is classified, and all.\Classified? The Gandor brothers disposed of Dallas, didn't they?\Whoops, that just slipped out.\What? How is it that you can't tell me, your colleague?\The president told me to keep my mouth shut. response:	Don't tell me it's that! The thing about those folks who never die?
context: Baltro Runorata must have some ulterior reason.\But what that might be...\The Dallas matter is classified, and all.\Classified? The Gandor brothers disposed of Dallas, didn't they?\Whoops, that just slipped out.\What? How is it that you can't tell me, your colleague?\The president told me to keep my mouth shut.\Don't tell me it's that! The thing about those folks who never die? response:	Sorry, I apologize, but I can't be the one to say anything.
context: But what that might be...\The Dallas matter is classified, and all.\Classified? The Gandor brothers disposed of Dallas, didn't they?\Whoops, that just slipped out.\What? How is it that you can't tell me, your colleague?\The president told me to keep my mouth shut.\Don't tell me it's that! The thing about those folks who never die?\Sorry, I apologize, but I can't be the one to say anything. response:	Please, I hope you'll excuse me.
context: The Dallas matter is classified, and all.\Classified? The Gandor brothers disposed of Dallas, didn't they?\Whoops, that just slipped out.\What? How is it that you can't tell me, your colleague?\The president told me to keep my mouth shut.\Don't tell me it's that! The thing about those folks who never die?\Sorry, I apologize, but I can't be the one to say anything.\Please, I hope you'll excuse me. response:	Forgive me, okay?
context: Classified? The Gandor brothers disposed of Dallas, didn't they?\Whoops, that just slipped out.\What? How is it that you can't tell me, your colleague?\The president told me to keep my mouth shut.\Don't tell me it's that! The thing about those folks who never die?\Sorry, I apologize, but I can't be the one to say anything.\Please, I hope you'll excuse me.\Forgive me, okay? response:	Don't tell the president that I let that slip out, okay?
context: Whoops, that just slipped out.\What? How is it that you can't tell me, your colleague?\The president told me to keep my mouth shut.\Don't tell me it's that! The thing about those folks who never die?\Sorry, I apologize, but I can't be the one to say anything.\Please, I hope you'll excuse me.\Forgive me, okay?\Don't tell the president that I let that slip out, okay? response:	Oops, excuse me.
context: What? How is it that you can't tell me, your colleague?\The president told me to keep my mouth shut.\Don't tell me it's that! The thing about those folks who never die?\Sorry, I apologize, but I can't be the one to say anything.\Please, I hope you'll excuse me.\Forgive me, okay?\Don't tell the president that I let that slip out, okay?\Oops, excuse me. response:	Hey, watch yourself, will you?
context: The president told me to keep my mouth shut.\Don't tell me it's that! The thing about those folks who never die?\Sorry, I apologize, but I can't be the one to say anything.\Please, I hope you'll excuse me.\Forgive me, okay?\Don't tell the president that I let that slip out, okay?\Oops, excuse me.\Hey, watch yourself, will you? response:	Watch yourself, will you?
context: Don't tell me it's that! The thing about those folks who never die?\Sorry, I apologize, but I can't be the one to say anything.\Please, I hope you'll excuse me.\Forgive me, okay?\Don't tell the president that I let that slip out, okay?\Oops, excuse me.\Hey, watch yourself, will you?\Watch yourself, will you? response:	Listen, Miria...
context: Sorry, I apologize, but I can't be the one to say anything.\Please, I hope you'll excuse me.\Forgive me, okay?\Don't tell the president that I let that slip out, okay?\Oops, excuse me.\Hey, watch yourself, will you?\Watch yourself, will you?\Listen, Miria... response:	What, Isaac?
context: Please, I hope you'll excuse me.\Forgive me, okay?\Don't tell the president that I let that slip out, okay?\Oops, excuse me.\Hey, watch yourself, will you?\Watch yourself, will you?\Listen, Miria...\What, Isaac? response:	Make absolutely sure not to draw any attention.
context: Forgive me, okay?\Don't tell the president that I let that slip out, okay?\Oops, excuse me.\Hey, watch yourself, will you?\Watch yourself, will you?\Listen, Miria...\What, Isaac?\Make absolutely sure not to draw any attention. response:	I know. Just move nice and simple-like, right?
context: Don't tell the president that I let that slip out, okay?\Oops, excuse me.\Hey, watch yourself, will you?\Watch yourself, will you?\Listen, Miria...\What, Isaac?\Make absolutely sure not to draw any attention.\I know. Just move nice and simple-like, right? response:	That's right. So long as you know.
context: Oops, excuse me.\Hey, watch yourself, will you?\Watch yourself, will you?\Listen, Miria...\What, Isaac?\Make absolutely sure not to draw any attention.\I know. Just move nice and simple-like, right?\That's right. So long as you know. response:	This is amazing! Which one shall I pick?
context: Hey, watch yourself, will you?\Watch yourself, will you?\Listen, Miria...\What, Isaac?\Make absolutely sure not to draw any attention.\I know. Just move nice and simple-like, right?\That's right. So long as you know.\This is amazing! Which one shall I pick? response:	How about this one?
context: Watch yourself, will you?\Listen, Miria...\What, Isaac?\Make absolutely sure not to draw any attention.\I know. Just move nice and simple-like, right?\That's right. So long as you know.\This is amazing! Which one shall I pick?\How about this one? response:	Are you sure you should be selling stuff like this?
context: Listen, Miria...\What, Isaac?\Make absolutely sure not to draw any attention.\I know. Just move nice and simple-like, right?\That's right. So long as you know.\This is amazing! Which one shall I pick?\How about this one?\Are you sure you should be selling stuff like this? response:	Is this even a hat?
context: What, Isaac?\Make absolutely sure not to draw any attention.\I know. Just move nice and simple-like, right?\That's right. So long as you know.\This is amazing! Which one shall I pick?\How about this one?\Are you sure you should be selling stuff like this?\Is this even a hat? response:	Hmm, this one may be a bit too unusual.
context: Make absolutely sure not to draw any attention.\I know. Just move nice and simple-like, right?\That's right. So long as you know.\This is amazing! Which one shall I pick?\How about this one?\Are you sure you should be selling stuff like this?\Is this even a hat?\Hmm, this one may be a bit too unusual. response:	This one might not be suited for pulling heists
context: I know. Just move nice and simple-like, right?\That's right. So long as you know.\This is amazing! Which one shall I pick?\How about this one?\Are you sure you should be selling stuff like this?\Is this even a hat?\Hmm, this one may be a bit too unusual.\This one might not be suited for pulling heists response:	Old-timer, total that up for us!
context: That's right. So long as you know.\This is amazing! Which one shall I pick?\How about this one?\Are you sure you should be selling stuff like this?\Is this even a hat?\Hmm, this one may be a bit too unusual.\This one might not be suited for pulling heists\Old-timer, total that up for us! response:	Listen here, old-timer...
context: This is amazing! Which one shall I pick?\How about this one?\Are you sure you should be selling stuff like this?\Is this even a hat?\Hmm, this one may be a bit too unusual.\This one might not be suited for pulling heists\Old-timer, total that up for us!\Listen here, old-timer... response:	You just completely forget that we ever came into your store.
context: How about this one?\Are you sure you should be selling stuff like this?\Is this even a hat?\Hmm, this one may be a bit too unusual.\This one might not be suited for pulling heists\Old-timer, total that up for us!\Listen here, old-timer...\You just completely forget that we ever came into your store. response:	Forget it!
context: Are you sure you should be selling stuff like this?\Is this even a hat?\Hmm, this one may be a bit too unusual.\This one might not be suited for pulling heists\Old-timer, total that up for us!\Listen here, old-timer...\You just completely forget that we ever came into your store.\Forget it! response:	If you report this to the police... er, if you do...
context: Is this even a hat?\Hmm, this one may be a bit too unusual.\This one might not be suited for pulling heists\Old-timer, total that up for us!\Listen here, old-timer...\You just completely forget that we ever came into your store.\Forget it!\If you report this to the police... er, if you do... response:	What do we do?
context: Hmm, this one may be a bit too unusual.\This one might not be suited for pulling heists\Old-timer, total that up for us!\Listen here, old-timer...\You just completely forget that we ever came into your store.\Forget it!\If you report this to the police... er, if you do...\What do we do? response:	If we haven't decided on anything specific,
context: This one might not be suited for pulling heists\Old-timer, total that up for us!\Listen here, old-timer...\You just completely forget that we ever came into your store.\Forget it!\If you report this to the police... er, if you do...\What do we do?\If we haven't decided on anything specific, response:	then slugging him and stuff works, right?
context: Old-timer, total that up for us!\Listen here, old-timer...\You just completely forget that we ever came into your store.\Forget it!\If you report this to the police... er, if you do...\What do we do?\If we haven't decided on anything specific,\then slugging him and stuff works, right? response:	Yeah.
context: Listen here, old-timer...\You just completely forget that we ever came into your store.\Forget it!\If you report this to the police... er, if you do...\What do we do?\If we haven't decided on anything specific,\then slugging him and stuff works, right?\Yeah. response:	Anyhow, old-timer, if you report us...
context: You just completely forget that we ever came into your store.\Forget it!\If you report this to the police... er, if you do...\What do we do?\If we haven't decided on anything specific,\then slugging him and stuff works, right?\Yeah.\Anyhow, old-timer, if you report us... response:	If you report us...
context: Forget it!\If you report this to the police... er, if you do...\What do we do?\If we haven't decided on anything specific,\then slugging him and stuff works, right?\Yeah.\Anyhow, old-timer, if you report us...\If you report us... response:	I'll hit you!
context: If you report this to the police... er, if you do...\What do we do?\If we haven't decided on anything specific,\then slugging him and stuff works, right?\Yeah.\Anyhow, old-timer, if you report us...\If you report us...\I'll hit you! response:	-All right then...
context: What do we do?\If we haven't decided on anything specific,\then slugging him and stuff works, right?\Yeah.\Anyhow, old-timer, if you report us...\If you report us...\I'll hit you!\-All right then... response:	Hey!
