context: Opening response:	Signs
context: Nah, she just moved in recent\Magic code unlocked.\Just open it already.\It opened... It opened!\You really are a pain.\Wait a moment.\I must check my room for anomalies in the fabric of spacetime.\My bad for trying to barge in. response:	She's a girl too.
context: Magic code unlocked.\Just open it already.\It opened... It opened!\You really are a pain.\Wait a moment.\I must check my room for anomalies in the fabric of spacetime.\My bad for trying to barge in.\She's a girl too. response:	Come in.
context: Just open it already.\It opened... It opened!\You really are a pain.\Wait a moment.\I must check my room for anomalies in the fabric of spacetime.\My bad for trying to barge in.\She's a girl too.\Come in. response:	Excuse me!
context: It opened... It opened!\You really are a pain.\Wait a moment.\I must check my room for anomalies in the fabric of spacetime.\My bad for trying to barge in.\She's a girl too.\Come in.\Excuse me! response:	This is amazing!
context: You really are a pain.\Wait a moment.\I must check my room for anomalies in the fabric of spacetime.\My bad for trying to barge in.\She's a girl too.\Come in.\Excuse me!\This is amazing! response:	to the twirling world of chaotic chaos.
context: Wait a moment.\I must check my room for anomalies in the fabric of spacetime.\My bad for trying to barge in.\She's a girl too.\Come in.\Excuse me!\This is amazing!\to the twirling world of chaotic chaos. response:	You realize you said it twice?
context: I must check my room for anomalies in the fabric of spacetime.\My bad for trying to barge in.\She's a girl too.\Come in.\Excuse me!\This is amazing!\to the twirling world of chaotic chaos.\You realize you said it twice? response:	Ah, you like cute plushies, don't you?
context: My bad for trying to barge in.\She's a girl too.\Come in.\Excuse me!\This is amazing!\to the twirling world of chaotic chaos.\You realize you said it twice?\Ah, you like cute plushies, don't you? response:	That's the Black Tortoise of the North.
context: She's a girl too.\Come in.\Excuse me!\This is amazing!\to the twirling world of chaotic chaos.\You realize you said it twice?\Ah, you like cute plushies, don't you?\That's the Black Tortoise of the North. response:	That's a military Mauser!
context: Come in.\Excuse me!\This is amazing!\to the twirling world of chaotic chaos.\You realize you said it twice?\Ah, you like cute plushies, don't you?\That's the Black Tortoise of the North.\That's a military Mauser! response:	That's cooler than I thought you ever could be!
context: Excuse me!\This is amazing!\to the twirling world of chaotic chaos.\You realize you said it twice?\Ah, you like cute plushies, don't you?\That's the Black Tortoise of the North.\That's a military Mauser!\That's cooler than I thought you ever could be! response:	It's a sacred gun that can exorcise devils.
context: This is amazing!\to the twirling world of chaotic chaos.\You realize you said it twice?\Ah, you like cute plushies, don't you?\That's the Black Tortoise of the North.\That's a military Mauser!\That's cooler than I thought you ever could be!\It's a sacred gun that can exorcise devils. response:	Yeah, I can totally see that!
context: to the twirling world of chaotic chaos.\You realize you said it twice?\Ah, you like cute plushies, don't you?\That's the Black Tortoise of the North.\That's a military Mauser!\That's cooler than I thought you ever could be!\It's a sacred gun that can exorcise devils.\Yeah, I can totally see that! response:	Can I see?
context: You realize you said it twice?\Ah, you like cute plushies, don't you?\That's the Black Tortoise of the North.\That's a military Mauser!\That's cooler than I thought you ever could be!\It's a sacred gun that can exorcise devils.\Yeah, I can totally see that!\Can I see? response:	Go on.
context: Ah, you like cute plushies, don't you?\That's the Black Tortoise of the North.\That's a military Mauser!\That's cooler than I thought you ever could be!\It's a sacred gun that can exorcise devils.\Yeah, I can totally see that!\Can I see?\Go on. response:	The Mauser really is awesome!
context: That's the Black Tortoise of the North.\That's a military Mauser!\That's cooler than I thought you ever could be!\It's a sacred gun that can exorcise devils.\Yeah, I can totally see that!\Can I see?\Go on.\The Mauser really is awesome! response:	Actually, you know, the original model of this gun was made a century ago,
context: That's a military Mauser!\That's cooler than I thought you ever could be!\It's a sacred gun that can exorcise devils.\Yeah, I can totally see that!\Can I see?\Go on.\The Mauser really is awesome!\Actually, you know, the original model of this gun was made a century ago, response:	and it's pretty awesome, called the M712, and...
context: That's cooler than I thought you ever could be!\It's a sacred gun that can exorcise devils.\Yeah, I can totally see that!\Can I see?\Go on.\The Mauser really is awesome!\Actually, you know, the original model of this gun was made a century ago,\and it's pretty awesome, called the M712, and... response:	You love stuff like that, don't you?
context: It's a sacred gun that can exorcise devils.\Yeah, I can totally see that!\Can I see?\Go on.\The Mauser really is awesome!\Actually, you know, the original model of this gun was made a century ago,\and it's pretty awesome, called the M712, and...\You love stuff like that, don't you? response:	By the way, all objects in this room are placed according to the laws of astrology.
context: Yeah, I can totally see that!\Can I see?\Go on.\The Mauser really is awesome!\Actually, you know, the original model of this gun was made a century ago,\and it's pretty awesome, called the M712, and...\You love stuff like that, don't you?\By the way, all objects in this room are placed according to the laws of astrology. response:	Moving anything is strictly forbidden.
context: Can I see?\Go on.\The Mauser really is awesome!\Actually, you know, the original model of this gun was made a century ago,\and it's pretty awesome, called the M712, and...\You love stuff like that, don't you?\By the way, all objects in this room are placed according to the laws of astrology.\Moving anything is strictly forbidden. response:	Therefore, cleaning is unnecessary.
context: Go on.\The Mauser really is awesome!\Actually, you know, the original model of this gun was made a century ago,\and it's pretty awesome, called the M712, and...\You love stuff like that, don't you?\By the way, all objects in this room are placed according to the laws of astrology.\Moving anything is strictly forbidden.\Therefore, cleaning is unnecessary. response:	Emit.
context: The Mauser really is awesome!\Actually, you know, the original model of this gun was made a century ago,\and it's pretty awesome, called the M712, and...\You love stuff like that, don't you?\By the way, all objects in this room are placed according to the laws of astrology.\Moving anything is strictly forbidden.\Therefore, cleaning is unnecessary.\Emit. response:	And where's the cat?
context: Actually, you know, the original model of this gun was made a century ago,\and it's pretty awesome, called the M712, and...\You love stuff like that, don't you?\By the way, all objects in this room are placed according to the laws of astrology.\Moving anything is strictly forbidden.\Therefore, cleaning is unnecessary.\Emit.\And where's the cat? response:	You can't see? Well, I can't expect normal people to.
context: and it's pretty awesome, called the M712, and...\You love stuff like that, don't you?\By the way, all objects in this room are placed according to the laws of astrology.\Moving anything is strictly forbidden.\Therefore, cleaning is unnecessary.\Emit.\And where's the cat?\You can't see? Well, I can't expect normal people to. response:	She's our senior. Show some respect.
context: You love stuff like that, don't you?\By the way, all objects in this room are placed according to the laws of astrology.\Moving anything is strictly forbidden.\Therefore, cleaning is unnecessary.\Emit.\And where's the cat?\You can't see? Well, I can't expect normal people to.\She's our senior. Show some respect. response:	Don't worry about it.
context: By the way, all objects in this room are placed according to the laws of astrology.\Moving anything is strictly forbidden.\Therefore, cleaning is unnecessary.\Emit.\And where's the cat?\You can't see? Well, I can't expect normal people to.\She's our senior. Show some respect.\Don't worry about it. response:	She blended in so well!
context: Moving anything is strictly forbidden.\Therefore, cleaning is unnecessary.\Emit.\And where's the cat?\You can't see? Well, I can't expect normal people to.\She's our senior. Show some respect.\Don't worry about it.\She blended in so well! response:	You can see it?
context: Therefore, cleaning is unnecessary.\Emit.\And where's the cat?\You can't see? Well, I can't expect normal people to.\She's our senior. Show some respect.\Don't worry about it.\She blended in so well!\You can see it? response:	Could you give it a rest?
context: Emit.\And where's the cat?\You can't see? Well, I can't expect normal people to.\She's our senior. Show some respect.\Don't worry about it.\She blended in so well!\You can see it?\Could you give it a rest? response:	So, is this the right one?
context: And where's the cat?\You can't see? Well, I can't expect normal people to.\She's our senior. Show some respect.\Don't worry about it.\She blended in so well!\You can see it?\Could you give it a rest?\So, is this the right one? response:	I'm afraid not.
context: You can't see? Well, I can't expect normal people to.\She's our senior. Show some respect.\Don't worry about it.\She blended in so well!\You can see it?\Could you give it a rest?\So, is this the right one?\I'm afraid not. response:	Its chin looks different.
context: She's our senior. Show some respect.\Don't worry about it.\She blended in so well!\You can see it?\Could you give it a rest?\So, is this the right one?\I'm afraid not.\Its chin looks different. response:	I see.
context: Don't worry about it.\She blended in so well!\You can see it?\Could you give it a rest?\So, is this the right one?\I'm afraid not.\Its chin looks different.\I see. response:	Whose cat is that?
context: She blended in so well!\You can see it?\Could you give it a rest?\So, is this the right one?\I'm afraid not.\Its chin looks different.\I see.\Whose cat is that? response:	Whose is it?
context: You can see it?\Could you give it a rest?\So, is this the right one?\I'm afraid not.\Its chin looks different.\I see.\Whose cat is that?\Whose is it? response:	Whose cat is that?
context: Could you give it a rest?\So, is this the right one?\I'm afraid not.\Its chin looks different.\I see.\Whose cat is that?\Whose is it?\Whose cat is that? response:	Airtight blast doors, lock!
context: So, is this the right one?\I'm afraid not.\Its chin looks different.\I see.\Whose cat is that?\Whose is it?\Whose cat is that?\Airtight blast doors, lock! response:	Activate radiation barriers!
context: I'm afraid not.\Its chin looks different.\I see.\Whose cat is that?\Whose is it?\Whose cat is that?\Airtight blast doors, lock!\Activate radiation barriers! response:	All personnel, evacuate!
context: Its chin looks different.\I see.\Whose cat is that?\Whose is it?\Whose cat is that?\Airtight blast doors, lock!\Activate radiation barriers!\All personnel, evacuate! response:	What?!
context: I see.\Whose cat is that?\Whose is it?\Whose cat is that?\Airtight blast doors, lock!\Activate radiation barriers!\All personnel, evacuate!\What?! response:	My room?
context: Whose cat is that?\Whose is it?\Whose cat is that?\Airtight blast doors, lock!\Activate radiation barriers!\All personnel, evacuate!\What?!\My room? response:	What are you doing? This isn't even your room!
context: Whose is it?\Whose cat is that?\Airtight blast doors, lock!\Activate radiation barriers!\All personnel, evacuate!\What?!\My room?\What are you doing? This isn't even your room! response:	We'll be done in a moment.
context: Whose cat is that?\Airtight blast doors, lock!\Activate radiation barriers!\All personnel, evacuate!\What?!\My room?\What are you doing? This isn't even your room!\We'll be done in a moment. response:	Are they going to fight?
context: Airtight blast doors, lock!\Activate radiation barriers!\All personnel, evacuate!\What?!\My room?\What are you doing? This isn't even your room!\We'll be done in a moment.\Are they going to fight? response:	Don't get so excited.
context: Activate radiation barriers!\All personnel, evacuate!\What?!\My room?\What are you doing? This isn't even your room!\We'll be done in a moment.\Are they going to fight?\Don't get so excited. response:	This time, I will overcome this barrier!
context: All personnel, evacuate!\What?!\My room?\What are you doing? This isn't even your room!\We'll be done in a moment.\Are they going to fight?\Don't get so excited.\This time, I will overcome this barrier! response:	Schwarzschild, full power!
context: What?!\My room?\What are you doing? This isn't even your room!\We'll be done in a moment.\Are they going to fight?\Don't get so excited.\This time, I will overcome this barrier!\Schwarzschild, full power! response:	Avalon Sm
context: My room?\What are you doing? This isn't even your room!\We'll be done in a moment.\Are they going to fight?\Don't get so excited.\This time, I will overcome this barrier!\Schwarzschild, full power!\Avalon Sm response:	You're Togashi Yuuta, right?
context: What are you doing? This isn't even your room!\We'll be done in a moment.\Are they going to fight?\Don't get so excited.\This time, I will overcome this barrier!\Schwarzschild, full power!\Avalon Sm\You're Togashi Yuuta, right? response:	I'm Takanashi Tooka, the sister of this freak.
context: We'll be done in a moment.\Are they going to fight?\Don't get so excited.\This time, I will overcome this barrier!\Schwarzschild, full power!\Avalon Sm\You're Togashi Yuuta, right?\I'm Takanashi Tooka, the sister of this freak. response:	We should talk.
context: Are they going to fight?\Don't get so excited.\This time, I will overcome this barrier!\Schwarzschild, full power!\Avalon Sm\You're Togashi Yuuta, right?\I'm Takanashi Tooka, the sister of this freak.\We should talk. response:	She's still going on about her Wicked Eye or whatever it's called,
context: Don't get so excited.\This time, I will overcome this barrier!\Schwarzschild, full power!\Avalon Sm\You're Togashi Yuuta, right?\I'm Takanashi Tooka, the sister of this freak.\We should talk.\She's still going on about her Wicked Eye or whatever it's called, response:	just like when she was back in junior high.
context: This time, I will overcome this barrier!\Schwarzschild, full power!\Avalon Sm\You're Togashi Yuuta, right?\I'm Takanashi Tooka, the sister of this freak.\We should talk.\She's still going on about her Wicked Eye or whatever it's called,\just like when she was back in junior high. response:	It's quite a nuisance.
context: Schwarzschild, full power!\Avalon Sm\You're Togashi Yuuta, right?\I'm Takanashi Tooka, the sister of this freak.\We should talk.\She's still going on about her Wicked Eye or whatever it's called,\just like when she was back in junior high.\It's quite a nuisance. response:	Not to mention that she knows I'm allergic to cats,
context: Avalon Sm\You're Togashi Yuuta, right?\I'm Takanashi Tooka, the sister of this freak.\We should talk.\She's still going on about her Wicked Eye or whatever it's called,\just like when she was back in junior high.\It's quite a nuisance.\Not to mention that she knows I'm allergic to cats, response:	and yet she takes one in just like that.
context: You're Togashi Yuuta, right?\I'm Takanashi Tooka, the sister of this freak.\We should talk.\She's still going on about her Wicked Eye or whatever it's called,\just like when she was back in junior high.\It's quite a nuisance.\Not to mention that she knows I'm allergic to cats,\and yet she takes one in just like that. response:	She doesn't care how much trouble it causes.
context: I'm Takanashi Tooka, the sister of this freak.\We should talk.\She's still going on about her Wicked Eye or whatever it's called,\just like when she was back in junior high.\It's quite a nuisance.\Not to mention that she knows I'm allergic to cats,\and yet she takes one in just like that.\She doesn't care how much trouble it causes. response:	I'm sorry, but could you take care of it?
context: We should talk.\She's still going on about her Wicked Eye or whatever it's called,\just like when she was back in junior high.\It's quite a nuisance.\Not to mention that she knows I'm allergic to cats,\and yet she takes one in just like that.\She doesn't care how much trouble it causes.\I'm sorry, but could you take care of it? response:	That cat. I can't get rid of it myself.
context: She's still going on about her Wicked Eye or whatever it's called,\just like when she was back in junior high.\It's quite a nuisance.\Not to mention that she knows I'm allergic to cats,\and yet she takes one in just like that.\She doesn't care how much trouble it causes.\I'm sorry, but could you take care of it?\That cat. I can't get rid of it myself. response:	Please do something about it.
context: just like when she was back in junior high.\It's quite a nuisance.\Not to mention that she knows I'm allergic to cats,\and yet she takes one in just like that.\She doesn't care how much trouble it causes.\I'm sorry, but could you take care of it?\That cat. I can't get rid of it myself.\Please do something about it. response:	I don't care if you give it to someone or leave it on the street,
context: It's quite a nuisance.\Not to mention that she knows I'm allergic to cats,\and yet she takes one in just like that.\She doesn't care how much trouble it causes.\I'm sorry, but could you take care of it?\That cat. I can't get rid of it myself.\Please do something about it.\I don't care if you give it to someone or leave it on the street, response:	just get rid of it.
context: Not to mention that she knows I'm allergic to cats,\and yet she takes one in just like that.\She doesn't care how much trouble it causes.\I'm sorry, but could you take care of it?\That cat. I can't get rid of it myself.\Please do something about it.\I don't care if you give it to someone or leave it on the street,\just get rid of it. response:	That's all.
context: and yet she takes one in just like that.\She doesn't care how much trouble it causes.\I'm sorry, but could you take care of it?\That cat. I can't get rid of it myself.\Please do something about it.\I don't care if you give it to someone or leave it on the street,\just get rid of it.\That's all. response:	But... why me?
context: She doesn't care how much trouble it causes.\I'm sorry, but could you take care of it?\That cat. I can't get rid of it myself.\Please do something about it.\I don't care if you give it to someone or leave it on the street,\just get rid of it.\That's all.\But... why me? response:	You don't want to?
context: I'm sorry, but could you take care of it?\That cat. I can't get rid of it myself.\Please do something about it.\I don't care if you give it to someone or leave it on the street,\just get rid of it.\That's all.\But... why me?\You don't want to? response:	It's not really about whether I want to.
context: That cat. I can't get rid of it myself.\Please do something about it.\I don't care if you give it to someone or leave it on the street,\just get rid of it.\That's all.\But... why me?\You don't want to?\It's not really about whether I want to. response:	Then thanks in advance.
context: Please do something about it.\I don't care if you give it to someone or leave it on the street,\just get rid of it.\That's all.\But... why me?\You don't want to?\It's not really about whether I want to.\Then thanks in advance. response:	But...
context: I don't care if you give it to someone or leave it on the street,\just get rid of it.\That's all.\But... why me?\You don't want to?\It's not really about whether I want to.\Then thanks in advance.\But... response:	I have a record of what was said on this apartment's balcony two years ago.
context: just get rid of it.\That's all.\But... why me?\You don't want to?\It's not really about whether I want to.\Then thanks in advance.\But...\I have a record of what was said on this apartment's balcony two years ago. response:	This is no charade! No fantasy!
context: That's all.\But... why me?\You don't want to?\It's not really about whether I want to.\Then thanks in advance.\But...\I have a record of what was said on this apartment's balcony two years ago.\This is no charade! No fantasy! response:	This world shall be conquered by darkness as of the year 2012!
context: But... why me?\You don't want to?\It's not really about whether I want to.\Then thanks in advance.\But...\I have a record of what was said on this apartment's balcony two years ago.\This is no charade! No fantasy!\This world shall be conquered by darkness as of the year 2012! response:	Togashi, what's wrong?
context: You don't want to?\It's not really about whether I want to.\Then thanks in advance.\But...\I have a record of what was said on this apartment's balcony two years ago.\This is no charade! No fantasy!\This world shall be conquered by darkness as of the year 2012!\Togashi, what's wrong? response:	What's wrong, Yuuta?
context: It's not really about whether I want to.\Then thanks in advance.\But...\I have a record of what was said on this apartment's balcony two years ago.\This is no charade! No fantasy!\This world shall be conquered by darkness as of the year 2012!\Togashi, what's wrong?\What's wrong, Yuuta? response:	I'm not Yuuta.
context: Then thanks in advance.\But...\I have a record of what was said on this apartment's balcony two years ago.\This is no charade! No fantasy!\This world shall be conquered by darkness as of the year 2012!\Togashi, what's wrong?\What's wrong, Yuuta?\I'm not Yuuta. response:	I am the Dark Flame Master!
context: But...\I have a record of what was said on this apartment's balcony two years ago.\This is no charade! No fantasy!\This world shall be conquered by darkness as of the year 2012!\Togashi, what's wrong?\What's wrong, Yuuta?\I'm not Yuuta.\I am the Dark Flame Master! response:	I wield the power of the flames of darkness!
context: I have a record of what was said on this apartment's balcony two years ago.\This is no charade! No fantasy!\This world shall be conquered by darkness as of the year 2012!\Togashi, what's wrong?\What's wrong, Yuuta?\I'm not Yuuta.\I am the Dark Flame Master!\I wield the power of the flames of darkness! response:	Hey, that's your voice, Togashi!
context: This is no charade! No fantasy!\This world shall be conquered by darkness as of the year 2012!\Togashi, what's wrong?\What's wrong, Yuuta?\I'm not Yuuta.\I am the Dark Flame Master!\I wield the power of the flames of darkness!\Hey, that's your voice, Togashi! response:	Stop it, please!
context: This world shall be conquered by darkness as of the year 2012!\Togashi, what's wrong?\What's wrong, Yuuta?\I'm not Yuuta.\I am the Dark Flame Master!\I wield the power of the flames of darkness!\Hey, that's your voice, Togashi!\Stop it, please! response:	Stop! Please, stop!
context: Togashi, what's wrong?\What's wrong, Yuuta?\I'm not Yuuta.\I am the Dark Flame Master!\I wield the power of the flames of darkness!\Hey, that's your voice, Togashi!\Stop it, please!\Stop! Please, stop! response:	I can feel the winds of change!
context: What's wrong, Yuuta?\I'm not Yuuta.\I am the Dark Flame Master!\I wield the power of the flames of darkness!\Hey, that's your voice, Togashi!\Stop it, please!\Stop! Please, stop!\I can feel the winds of change! response:	What are you talking about? There's no wind at all.
context: I'm not Yuuta.\I am the Dark Flame Master!\I wield the power of the flames of darkness!\Hey, that's your voice, Togashi!\Stop it, please!\Stop! Please, stop!\I can feel the winds of change!\What are you talking about? There's no wind at all. response:	I don't want to hear that again! Please!
context: I am the Dark Flame Master!\I wield the power of the flames of darkness!\Hey, that's your voice, Togashi!\Stop it, please!\Stop! Please, stop!\I can feel the winds of change!\What are you talking about? There's no wind at all.\I don't want to hear that again! Please! response:	I can feel... I can feel the power overwhelming!
context: I wield the power of the flames of darkness!\Hey, that's your voice, Togashi!\Stop it, please!\Stop! Please, stop!\I can feel the winds of change!\What are you talking about? There's no wind at all.\I don't want to hear that again! Please!\I can feel... I can feel the power overwhelming! response:	Don't shout things like that! People will laugh at you!
context: Hey, that's your voice, Togashi!\Stop it, please!\Stop! Please, stop!\I can feel the winds of change!\What are you talking about? There's no wind at all.\I don't want to hear that again! Please!\I can feel... I can feel the power overwhelming!\Don't shout things like that! People will laugh at you! response:	What care have I for the foolishness of mortals?
context: Stop it, please!\Stop! Please, stop!\I can feel the winds of change!\What are you talking about? There's no wind at all.\I don't want to hear that again! Please!\I can feel... I can feel the power overwhelming!\Don't shout things like that! People will laugh at you!\What care have I for the foolishness of mortals? response:	I like uploading stuff to comedy websites.
context: Stop! Please, stop!\I can feel the winds of change!\What are you talking about? There's no wind at all.\I don't want to hear that again! Please!\I can feel... I can feel the power overwhelming!\Don't shout things like that! People will laugh at you!\What care have I for the foolishness of mortals?\I like uploading stuff to comedy websites. response:	Listen, my beloved sister.
context: I can feel the winds of change!\What are you talking about? There's no wind at all.\I don't want to hear that again! Please!\I can feel... I can feel the power overwhelming!\Don't shout things like that! People will laugh at you!\What care have I for the foolishness of mortals?\I like uploading stuff to comedy websites.\Listen, my beloved sister. response:	What's wrong with you?
context: What are you talking about? There's no wind at all.\I don't want to hear that again! Please!\I can feel... I can feel the power overwhelming!\Don't shout things like that! People will laugh at you!\What care have I for the foolishness of mortals?\I like uploading stuff to comedy websites.\Listen, my beloved sister.\What's wrong with you? response:	Don't let me down.
context: I don't want to hear that again! Please!\I can feel... I can feel the power overwhelming!\Don't shout things like that! People will laugh at you!\What care have I for the foolishness of mortals?\I like uploading stuff to comedy websites.\Listen, my beloved sister.\What's wrong with you?\Don't let me down. response:	I'm sorry, but...
context: I can feel... I can feel the power overwhelming!\Don't shout things like that! People will laugh at you!\What care have I for the foolishness of mortals?\I like uploading stuff to comedy websites.\Listen, my beloved sister.\What's wrong with you?\Don't let me down.\I'm sorry, but... response:	Okay.
context: Don't shout things like that! People will laugh at you!\What care have I for the foolishness of mortals?\I like uploading stuff to comedy websites.\Listen, my beloved sister.\What's wrong with you?\Don't let me down.\I'm sorry, but...\Okay. response:	She got away.
context: What care have I for the foolishness of mortals?\I like uploading stuff to comedy websites.\Listen, my beloved sister.\What's wrong with you?\Don't let me down.\I'm sorry, but...\Okay.\She got away. response:	Dad, Mom, I'm sorry I didn't respect you!
context: I like uploading stuff to comedy websites.\Listen, my beloved sister.\What's wrong with you?\Don't let me down.\I'm sorry, but...\Okay.\She got away.\Dad, Mom, I'm sorry I didn't respect you! response:	Togashi, let's run away together! Let's run to the ends of the Earth!
context: Listen, my beloved sister.\What's wrong with you?\Don't let me down.\I'm sorry, but...\Okay.\She got away.\Dad, Mom, I'm sorry I didn't respect you!\Togashi, let's run away together! Let's run to the ends of the Earth! response:	I'll hold you to those words.
context: What's wrong with you?\Don't let me down.\I'm sorry, but...\Okay.\She got away.\Dad, Mom, I'm sorry I didn't respect you!\Togashi, let's run away together! Let's run to the ends of the Earth!\I'll hold you to those words. response:	The ends of the Earth are all around us!
context: Don't let me down.\I'm sorry, but...\Okay.\She got away.\Dad, Mom, I'm sorry I didn't respect you!\Togashi, let's run away together! Let's run to the ends of the Earth!\I'll hold you to those words.\The ends of the Earth are all around us! response:	Our world is round, after all!
context: I'm sorry, but...\Okay.\She got away.\Dad, Mom, I'm sorry I didn't respect you!\Togashi, let's run away together! Let's run to the ends of the Earth!\I'll hold you to those words.\The ends of the Earth are all around us!\Our world is round, after all! response:	Why did you do that?
context: Okay.\She got away.\Dad, Mom, I'm sorry I didn't respect you!\Togashi, let's run away together! Let's run to the ends of the Earth!\I'll hold you to those words.\The ends of the Earth are all around us!\Our world is round, after all!\Why did you do that? response:	Your sister was really mad!
context: She got away.\Dad, Mom, I'm sorry I didn't respect you!\Togashi, let's run away together! Let's run to the ends of the Earth!\I'll hold you to those words.\The ends of the Earth are all around us!\Our world is round, after all!\Why did you do that?\Your sister was really mad! response:	We must escape, and quickly.
context: Dad, Mom, I'm sorry I didn't respect you!\Togashi, let's run away together! Let's run to the ends of the Earth!\I'll hold you to those words.\The ends of the Earth are all around us!\Our world is round, after all!\Why did you do that?\Your sister was really mad!\We must escape, and quickly. response:	She's a high-level priestess of the Overseers.
context: Togashi, let's run away together! Let's run to the ends of the Earth!\I'll hold you to those words.\The ends of the Earth are all around us!\Our world is round, after all!\Why did you do that?\Your sister was really mad!\We must escape, and quickly.\She's a high-level priestess of the Overseers. response:	We must not take her powers lightly.
context: I'll hold you to those words.\The ends of the Earth are all around us!\Our world is round, after all!\Why did you do that?\Your sister was really mad!\We must escape, and quickly.\She's a high-level priestess of the Overseers.\We must not take her powers lightly. response:	Your blood shall be a sacrifice to these chains!
context: The ends of the Earth are all around us!\Our world is round, after all!\Why did you do that?\Your sister was really mad!\We must escape, and quickly.\She's a high-level priestess of the Overseers.\We must not take her powers lightly.\Your blood shall be a sacrifice to these chains! response:	Bloody Prison!
context: Our world is round, after all!\Why did you do that?\Your sister was really mad!\We must escape, and quickly.\She's a high-level priestess of the Overseers.\We must not take her powers lightly.\Your blood shall be a sacrifice to these chains!\Bloody Prison! response:	Nice try.
context: Why did you do that?\Your sister was really mad!\We must escape, and quickly.\She's a high-level priestess of the Overseers.\We must not take her powers lightly.\Your blood shall be a sacrifice to these chains!\Bloody Prison!\Nice try. response:	She can even teleport. It's truly frightening.
context: Your sister was really mad!\We must escape, and quickly.\She's a high-level priestess of the Overseers.\We must not take her powers lightly.\Your blood shall be a sacrifice to these chains!\Bloody Prison!\Nice try.\She can even teleport. It's truly frightening. response:	Weren't you just being careless?
context: We must escape, and quickly.\She's a high-level priestess of the Overseers.\We must not take her powers lightly.\Your blood shall be a sacrifice to these chains!\Bloody Prison!\Nice try.\She can even teleport. It's truly frightening.\Weren't you just being careless? response:	She's here!
context: She's a high-level priestess of the Overseers.\We must not take her powers lightly.\Your blood shall be a sacrifice to these chains!\Bloody Prison!\Nice try.\She can even teleport. It's truly frightening.\Weren't you just being careless?\She's here! response:	This is so much fun! Like a horror movie!
context: We must not take her powers lightly.\Your blood shall be a sacrifice to these chains!\Bloody Prison!\Nice try.\She can even teleport. It's truly frightening.\Weren't you just being careless?\She's here!\This is so much fun! Like a horror movie! response:	It isn't fun at all!
context: Your blood shall be a sacrifice to these chains!\Bloody Prison!\Nice try.\She can even teleport. It's truly frightening.\Weren't you just being careless?\She's here!\This is so much fun! Like a horror movie!\It isn't fun at all! response:	I saw something sparkle in the distance!
context: Bloody Prison!\Nice try.\She can even teleport. It's truly frightening.\Weren't you just being careless?\She's here!\This is so much fun! Like a horror movie!\It isn't fun at all!\I saw something sparkle in the distance! response:	Tsuyuri!
context: Nice try.\She can even teleport. It's truly frightening.\Weren't you just being careless?\She's here!\This is so much fun! Like a horror movie!\It isn't fun at all!\I saw something sparkle in the distance!\Tsuyuri! response:	Yuuta, hurry!
context: She can even teleport. It's truly frightening.\Weren't you just being careless?\She's here!\This is so much fun! Like a horror movie!\It isn't fun at all!\I saw something sparkle in the distance!\Tsuyuri!\Yuuta, hurry! response:	How should I put this... I feel like my life is in danger.
context: Weren't you just being careless?\She's here!\This is so much fun! Like a horror movie!\It isn't fun at all!\I saw something sparkle in the distance!\Tsuyuri!\Yuuta, hurry!\How should I put this... I feel like my life is in danger. response:	Sadly, I have no means to defeat the priestess in this time space.
context: She's here!\This is so much fun! Like a horror movie!\It isn't fun at all!\I saw something sparkle in the distance!\Tsuyuri!\Yuuta, hurry!\How should I put this... I feel like my life is in danger.\Sadly, I have no means to defeat the priestess in this time space. response:	But I will eventually have to confront her.
context: This is so much fun! Like a horror movie!\It isn't fun at all!\I saw something sparkle in the distance!\Tsuyuri!\Yuuta, hurry!\How should I put this... I feel like my life is in danger.\Sadly, I have no means to defeat the priestess in this time space.\But I will eventually have to confront her. response:	It's dangerous to go by yourselves. Take this.
context: It isn't fun at all!\I saw something sparkle in the distance!\Tsuyuri!\Yuuta, hurry!\How should I put this... I feel like my life is in danger.\Sadly, I have no means to defeat the priestess in this time space.\But I will eventually have to confront her.\It's dangerous to go by yourselves. Take this. response:	Let's live together once this battle is over.
context: I saw something sparkle in the distance!\Tsuyuri!\Yuuta, hurry!\How should I put this... I feel like my life is in danger.\Sadly, I have no means to defeat the priestess in this time space.\But I will eventually have to confront her.\It's dangerous to go by yourselves. Take this.\Let's live together once this battle is over. response:	Stop tripping death flags!
context: Tsuyuri!\Yuuta, hurry!\How should I put this... I feel like my life is in danger.\Sadly, I have no means to defeat the priestess in this time space.\But I will eventually have to confront her.\It's dangerous to go by yourselves. Take this.\Let's live together once this battle is over.\Stop tripping death flags! response:	Yuuta, you must run!
context: Yuuta, hurry!\How should I put this... I feel like my life is in danger.\Sadly, I have no means to defeat the priestess in this time space.\But I will eventually have to confront her.\It's dangerous to go by yourselves. Take this.\Let's live together once this battle is over.\Stop tripping death flags!\Yuuta, you must run! response:	I'll buy us some time.
context: How should I put this... I feel like my life is in danger.\Sadly, I have no means to defeat the priestess in this time space.\But I will eventually have to confront her.\It's dangerous to go by yourselves. Take this.\Let's live together once this battle is over.\Stop tripping death flags!\Yuuta, you must run!\I'll buy us some time. response:	You go on ahead!
