context: I say yes response:	Stay with me
context: That's why I also called you two.\Comrade, eh?\You and I may be better described as buddies.\Louise, you can use special kinds of magic,\so you can dispel any kind of Lock, right?\If I were to use Unlock with Void magic, then maybe...\but I can't do it without concentration.\Listen, explosions seem to be the only kind of magic Louise can use. response:	She uses it like it's her only trick.
context: Comrade, eh?\You and I may be better described as buddies.\Louise, you can use special kinds of magic,\so you can dispel any kind of Lock, right?\If I were to use Unlock with Void magic, then maybe...\but I can't do it without concentration.\Listen, explosions seem to be the only kind of magic Louise can use.\She uses it like it's her only trick. response:	Kaboom here,
context: You and I may be better described as buddies.\Louise, you can use special kinds of magic,\so you can dispel any kind of Lock, right?\If I were to use Unlock with Void magic, then maybe...\but I can't do it without concentration.\Listen, explosions seem to be the only kind of magic Louise can use.\She uses it like it's her only trick.\Kaboom here, response:	kaboom there.
context: Louise, you can use special kinds of magic,\so you can dispel any kind of Lock, right?\If I were to use Unlock with Void magic, then maybe...\but I can't do it without concentration.\Listen, explosions seem to be the only kind of magic Louise can use.\She uses it like it's her only trick.\Kaboom here,\kaboom there. response:	She can't possibly do something complicated like unlocking a door.
context: so you can dispel any kind of Lock, right?\If I were to use Unlock with Void magic, then maybe...\but I can't do it without concentration.\Listen, explosions seem to be the only kind of magic Louise can use.\She uses it like it's her only trick.\Kaboom here,\kaboom there.\She can't possibly do something complicated like unlocking a door. response:	You're right...
context: If I were to use Unlock with Void magic, then maybe...\but I can't do it without concentration.\Listen, explosions seem to be the only kind of magic Louise can use.\She uses it like it's her only trick.\Kaboom here,\kaboom there.\She can't possibly do something complicated like unlocking a door.\You're right... response:	I've got no better tricks!
context: but I can't do it without concentration.\Listen, explosions seem to be the only kind of magic Louise can use.\She uses it like it's her only trick.\Kaboom here,\kaboom there.\She can't possibly do something complicated like unlocking a door.\You're right...\I've got no better tricks! response:	Opening Locks, you say?
context: Listen, explosions seem to be the only kind of magic Louise can use.\She uses it like it's her only trick.\Kaboom here,\kaboom there.\She can't possibly do something complicated like unlocking a door.\You're right...\I've got no better tricks!\Opening Locks, you say? response:	What is Saito-san thinking of doing, making me wear clothes like these?
context: She uses it like it's her only trick.\Kaboom here,\kaboom there.\She can't possibly do something complicated like unlocking a door.\You're right...\I've got no better tricks!\Opening Locks, you say?\What is Saito-san thinking of doing, making me wear clothes like these? response:	I wonder if Saito-san will like this.
context: Kaboom here,\kaboom there.\She can't possibly do something complicated like unlocking a door.\You're right...\I've got no better tricks!\Opening Locks, you say?\What is Saito-san thinking of doing, making me wear clothes like these?\I wonder if Saito-san will like this. response:	Where are you taking us?
context: kaboom there.\She can't possibly do something complicated like unlocking a door.\You're right...\I've got no better tricks!\Opening Locks, you say?\What is Saito-san thinking of doing, making me wear clothes like these?\I wonder if Saito-san will like this.\Where are you taking us? response:	Saito-san?
context: She can't possibly do something complicated like unlocking a door.\You're right...\I've got no better tricks!\Opening Locks, you say?\What is Saito-san thinking of doing, making me wear clothes like these?\I wonder if Saito-san will like this.\Where are you taking us?\Saito-san? response:	Why's he going into women's restroom...?
context: You're right...\I've got no better tricks!\Opening Locks, you say?\What is Saito-san thinking of doing, making me wear clothes like these?\I wonder if Saito-san will like this.\Where are you taking us?\Saito-san?\Why's he going into women's restroom...? response:	This is the entrance.
context: I've got no better tricks!\Opening Locks, you say?\What is Saito-san thinking of doing, making me wear clothes like these?\I wonder if Saito-san will like this.\Where are you taking us?\Saito-san?\Why's he going into women's restroom...?\This is the entrance. response:	This is strange...
context: Opening Locks, you say?\What is Saito-san thinking of doing, making me wear clothes like these?\I wonder if Saito-san will like this.\Where are you taking us?\Saito-san?\Why's he going into women's restroom...?\This is the entrance.\This is strange... response:	It'd be better to burn the documents instead of hiding them here.
context: What is Saito-san thinking of doing, making me wear clothes like these?\I wonder if Saito-san will like this.\Where are you taking us?\Saito-san?\Why's he going into women's restroom...?\This is the entrance.\This is strange...\It'd be better to burn the documents instead of hiding them here. response:	Once documents become official, they cannot be disposed of.
context: I wonder if Saito-san will like this.\Where are you taking us?\Saito-san?\Why's he going into women's restroom...?\This is the entrance.\This is strange...\It'd be better to burn the documents instead of hiding them here.\Once documents become official, they cannot be disposed of. response:	It'd be troublesome for others to see them.
context: Where are you taking us?\Saito-san?\Why's he going into women's restroom...?\This is the entrance.\This is strange...\It'd be better to burn the documents instead of hiding them here.\Once documents become official, they cannot be disposed of.\It'd be troublesome for others to see them. response:	Government policies don't make sense now, nor did they a thousand years ago.
context: Saito-san?\Why's he going into women's restroom...?\This is the entrance.\This is strange...\It'd be better to burn the documents instead of hiding them here.\Once documents become official, they cannot be disposed of.\It'd be troublesome for others to see them.\Government policies don't make sense now, nor did they a thousand years ago. response:	Three locks are used.
context: Why's he going into women's restroom...?\This is the entrance.\This is strange...\It'd be better to burn the documents instead of hiding them here.\Once documents become official, they cannot be disposed of.\It'd be troublesome for others to see them.\Government policies don't make sense now, nor did they a thousand years ago.\Three locks are used. response:	Each one is simple,
context: This is the entrance.\This is strange...\It'd be better to burn the documents instead of hiding them here.\Once documents become official, they cannot be disposed of.\It'd be troublesome for others to see them.\Government policies don't make sense now, nor did they a thousand years ago.\Three locks are used.\Each one is simple, response:	but they can't be unlocked without the combination.
context: This is strange...\It'd be better to burn the documents instead of hiding them here.\Once documents become official, they cannot be disposed of.\It'd be troublesome for others to see them.\Government policies don't make sense now, nor did they a thousand years ago.\Three locks are used.\Each one is simple,\but they can't be unlocked without the combination. response:	So, have you figured out the combination?
context: It'd be better to burn the documents instead of hiding them here.\Once documents become official, they cannot be disposed of.\It'd be troublesome for others to see them.\Government policies don't make sense now, nor did they a thousand years ago.\Three locks are used.\Each one is simple,\but they can't be unlocked without the combination.\So, have you figured out the combination? response:	The binding of the Lock... undo.
context: Once documents become official, they cannot be disposed of.\It'd be troublesome for others to see them.\Government policies don't make sense now, nor did they a thousand years ago.\Three locks are used.\Each one is simple,\but they can't be unlocked without the combination.\So, have you figured out the combination?\The binding of the Lock... undo. response:	You did it, Onee-sama!
context: It'd be troublesome for others to see them.\Government policies don't make sense now, nor did they a thousand years ago.\Three locks are used.\Each one is simple,\but they can't be unlocked without the combination.\So, have you figured out the combination?\The binding of the Lock... undo.\You did it, Onee-sama! response:	Thank you very much.
context: Government policies don't make sense now, nor did they a thousand years ago.\Three locks are used.\Each one is simple,\but they can't be unlocked without the combination.\So, have you figured out the combination?\The binding of the Lock... undo.\You did it, Onee-sama!\Thank you very much. response:	I'll go on alone from here.
context: Three locks are used.\Each one is simple,\but they can't be unlocked without the combination.\So, have you figured out the combination?\The binding of the Lock... undo.\You did it, Onee-sama!\Thank you very much.\I'll go on alone from here. response:	Sorry, but we refuse.
context: Each one is simple,\but they can't be unlocked without the combination.\So, have you figured out the combination?\The binding of the Lock... undo.\You did it, Onee-sama!\Thank you very much.\I'll go on alone from here.\Sorry, but we refuse. response:	It gets interesting from here on, doesn't it?
context: but they can't be unlocked without the combination.\So, have you figured out the combination?\The binding of the Lock... undo.\You did it, Onee-sama!\Thank you very much.\I'll go on alone from here.\Sorry, but we refuse.\It gets interesting from here on, doesn't it? response:	I unlocked the door because I'm curious to see what's inside.
context: So, have you figured out the combination?\The binding of the Lock... undo.\You did it, Onee-sama!\Thank you very much.\I'll go on alone from here.\Sorry, but we refuse.\It gets interesting from here on, doesn't it?\I unlocked the door because I'm curious to see what's inside. response:	I might find records of magical experiments that were conducted in secrecy.
context: The binding of the Lock... undo.\You did it, Onee-sama!\Thank you very much.\I'll go on alone from here.\Sorry, but we refuse.\It gets interesting from here on, doesn't it?\I unlocked the door because I'm curious to see what's inside.\I might find records of magical experiments that were conducted in secrecy. response:	But it's dangerous...
context: You did it, Onee-sama!\Thank you very much.\I'll go on alone from here.\Sorry, but we refuse.\It gets interesting from here on, doesn't it?\I unlocked the door because I'm curious to see what's inside.\I might find records of magical experiments that were conducted in secrecy.\But it's dangerous... response:	If it's dangerous, that's more reason not to go alone.
context: Thank you very much.\I'll go on alone from here.\Sorry, but we refuse.\It gets interesting from here on, doesn't it?\I unlocked the door because I'm curious to see what's inside.\I might find records of magical experiments that were conducted in secrecy.\But it's dangerous...\If it's dangerous, that's more reason not to go alone. response:	Thank you.
context: I'll go on alone from here.\Sorry, but we refuse.\It gets interesting from here on, doesn't it?\I unlocked the door because I'm curious to see what's inside.\I might find records of magical experiments that were conducted in secrecy.\But it's dangerous...\If it's dangerous, that's more reason not to go alone.\Thank you. response:	Well, let's go.
context: Sorry, but we refuse.\It gets interesting from here on, doesn't it?\I unlocked the door because I'm curious to see what's inside.\I might find records of magical experiments that were conducted in secrecy.\But it's dangerous...\If it's dangerous, that's more reason not to go alone.\Thank you.\Well, let's go. response:	Where to?
context: It gets interesting from here on, doesn't it?\I unlocked the door because I'm curious to see what's inside.\I might find records of magical experiments that were conducted in secrecy.\But it's dangerous...\If it's dangerous, that's more reason not to go alone.\Thank you.\Well, let's go.\Where to? response:	Colbert-sensei!
context: I unlocked the door because I'm curious to see what's inside.\I might find records of magical experiments that were conducted in secrecy.\But it's dangerous...\If it's dangerous, that's more reason not to go alone.\Thank you.\Well, let's go.\Where to?\Colbert-sensei! response:	Agnes-kun. I though that the Principal was against this.
context: I might find records of magical experiments that were conducted in secrecy.\But it's dangerous...\If it's dangerous, that's more reason not to go alone.\Thank you.\Well, let's go.\Where to?\Colbert-sensei!\Agnes-kun. I though that the Principal was against this. response:	I do not take orders from cowards!
context: But it's dangerous...\If it's dangerous, that's more reason not to go alone.\Thank you.\Well, let's go.\Where to?\Colbert-sensei!\Agnes-kun. I though that the Principal was against this.\I do not take orders from cowards! response:	A-Agnes-kun!
context: If it's dangerous, that's more reason not to go alone.\Thank you.\Well, let's go.\Where to?\Colbert-sensei!\Agnes-kun. I though that the Principal was against this.\I do not take orders from cowards!\A-Agnes-kun! response:	You two!
context: Thank you.\Well, let's go.\Where to?\Colbert-sensei!\Agnes-kun. I though that the Principal was against this.\I do not take orders from cowards!\A-Agnes-kun!\You two! response:	Stop!
context: Well, let's go.\Where to?\Colbert-sensei!\Agnes-kun. I though that the Principal was against this.\I do not take orders from cowards!\A-Agnes-kun!\You two!\Stop! response:	A foe?
context: Where to?\Colbert-sensei!\Agnes-kun. I though that the Principal was against this.\I do not take orders from cowards!\A-Agnes-kun!\You two!\Stop!\A foe? response:	Yes.
context: Colbert-sensei!\Agnes-kun. I though that the Principal was against this.\I do not take orders from cowards!\A-Agnes-kun!\You two!\Stop!\A foe?\Yes. response:	That's what Agnes said.
context: Agnes-kun. I though that the Principal was against this.\I do not take orders from cowards!\A-Agnes-kun!\You two!\Stop!\A foe?\Yes.\That's what Agnes said. response:	When our forces take over Albion's port, the Queen will head to the front lines.
context: I do not take orders from cowards!\A-Agnes-kun!\You two!\Stop!\A foe?\Yes.\That's what Agnes said.\When our forces take over Albion's port, the Queen will head to the front lines. response:	Naturally, I will go with her.
context: A-Agnes-kun!\You two!\Stop!\A foe?\Yes.\That's what Agnes said.\When our forces take over Albion's port, the Queen will head to the front lines.\Naturally, I will go with her. response:	I want to take care of this case before that.
context: You two!\Stop!\A foe?\Yes.\That's what Agnes said.\When our forces take over Albion's port, the Queen will head to the front lines.\Naturally, I will go with her.\I want to take care of this case before that. response:	The Princess is going to the front line?
context: Stop!\A foe?\Yes.\That's what Agnes said.\When our forces take over Albion's port, the Queen will head to the front lines.\Naturally, I will go with her.\I want to take care of this case before that.\The Princess is going to the front line? response:	Yes.
context: A foe?\Yes.\That's what Agnes said.\When our forces take over Albion's port, the Queen will head to the front lines.\Naturally, I will go with her.\I want to take care of this case before that.\The Princess is going to the front line?\Yes. response:	She said that she couldn't sit by in a safe place,
context: Yes.\That's what Agnes said.\When our forces take over Albion's port, the Queen will head to the front lines.\Naturally, I will go with her.\I want to take care of this case before that.\The Princess is going to the front line?\Yes.\She said that she couldn't sit by in a safe place, response:	having ordered hundreds of thousands of troops to go risk their lives fighting.
context: That's what Agnes said.\When our forces take over Albion's port, the Queen will head to the front lines.\Naturally, I will go with her.\I want to take care of this case before that.\The Princess is going to the front line?\Yes.\She said that she couldn't sit by in a safe place,\having ordered hundreds of thousands of troops to go risk their lives fighting. response:	Princess...
context: When our forces take over Albion's port, the Queen will head to the front lines.\Naturally, I will go with her.\I want to take care of this case before that.\The Princess is going to the front line?\Yes.\She said that she couldn't sit by in a safe place,\having ordered hundreds of thousands of troops to go risk their lives fighting.\Princess... response:	Well, who is your foe?
context: Naturally, I will go with her.\I want to take care of this case before that.\The Princess is going to the front line?\Yes.\She said that she couldn't sit by in a safe place,\having ordered hundreds of thousands of troops to go risk their lives fighting.\Princess...\Well, who is your foe? response:	Stop!
context: I want to take care of this case before that.\The Princess is going to the front line?\Yes.\She said that she couldn't sit by in a safe place,\having ordered hundreds of thousands of troops to go risk their lives fighting.\Princess...\Well, who is your foe?\Stop! response:	Someone's following us.
context: The Princess is going to the front line?\Yes.\She said that she couldn't sit by in a safe place,\having ordered hundreds of thousands of troops to go risk their lives fighting.\Princess...\Well, who is your foe?\Stop!\Someone's following us. response:	That's...
context: Yes.\She said that she couldn't sit by in a safe place,\having ordered hundreds of thousands of troops to go risk their lives fighting.\Princess...\Well, who is your foe?\Stop!\Someone's following us.\That's... response:	Saito-san!
context: She said that she couldn't sit by in a safe place,\having ordered hundreds of thousands of troops to go risk their lives fighting.\Princess...\Well, who is your foe?\Stop!\Someone's following us.\That's...\Saito-san! response:	Siesta?
context: having ordered hundreds of thousands of troops to go risk their lives fighting.\Princess...\Well, who is your foe?\Stop!\Someone's following us.\That's...\Saito-san!\Siesta? response:	I tried on the clothes you gave me!
context: Princess...\Well, who is your foe?\Stop!\Someone's following us.\That's...\Saito-san!\Siesta?\I tried on the clothes you gave me! response:	See?
context: Well, who is your foe?\Stop!\Someone's following us.\That's...\Saito-san!\Siesta?\I tried on the clothes you gave me!\See? response:	How do I look?
context: Stop!\Someone's following us.\That's...\Saito-san!\Siesta?\I tried on the clothes you gave me!\See?\How do I look? response:	Oh, I thought Saito-san was alone, but he had company with him.
context: Someone's following us.\That's...\Saito-san!\Siesta?\I tried on the clothes you gave me!\See?\How do I look?\Oh, I thought Saito-san was alone, but he had company with him. response:	That's what Saito bought in town, right?
context: That's...\Saito-san!\Siesta?\I tried on the clothes you gave me!\See?\How do I look?\Oh, I thought Saito-san was alone, but he had company with him.\That's what Saito bought in town, right? response:	And that skirt...
context: Saito-san!\Siesta?\I tried on the clothes you gave me!\See?\How do I look?\Oh, I thought Saito-san was alone, but he had company with him.\That's what Saito bought in town, right?\And that skirt... response:	Isn't that from my uniform?
context: Siesta?\I tried on the clothes you gave me!\See?\How do I look?\Oh, I thought Saito-san was alone, but he had company with him.\That's what Saito bought in town, right?\And that skirt...\Isn't that from my uniform? response:	Ah, well, that's...
context: I tried on the clothes you gave me!\See?\How do I look?\Oh, I thought Saito-san was alone, but he had company with him.\That's what Saito bought in town, right?\And that skirt...\Isn't that from my uniform?\Ah, well, that's... response:	I heard that in Saito-san's home town, all young girls wear clothes like these.
context: See?\How do I look?\Oh, I thought Saito-san was alone, but he had company with him.\That's what Saito bought in town, right?\And that skirt...\Isn't that from my uniform?\Ah, well, that's...\I heard that in Saito-san's home town, all young girls wear clothes like these. response:	I see.
context: How do I look?\Oh, I thought Saito-san was alone, but he had company with him.\That's what Saito bought in town, right?\And that skirt...\Isn't that from my uniform?\Ah, well, that's...\I heard that in Saito-san's home town, all young girls wear clothes like these.\I see. response:	I heard you came from a distant country, right?
context: Oh, I thought Saito-san was alone, but he had company with him.\That's what Saito bought in town, right?\And that skirt...\Isn't that from my uniform?\Ah, well, that's...\I heard that in Saito-san's home town, all young girls wear clothes like these.\I see.\I heard you came from a distant country, right? response:	Y-Yeah!
context: That's what Saito bought in town, right?\And that skirt...\Isn't that from my uniform?\Ah, well, that's...\I heard that in Saito-san's home town, all young girls wear clothes like these.\I see.\I heard you came from a distant country, right?\Y-Yeah! response:	So it was very nostalgic.
context: And that skirt...\Isn't that from my uniform?\Ah, well, that's...\I heard that in Saito-san's home town, all young girls wear clothes like these.\I see.\I heard you came from a distant country, right?\Y-Yeah!\So it was very nostalgic. response:	So he gave it to me saying, I'm sure it'll look good on you, Siesta.
context: Isn't that from my uniform?\Ah, well, that's...\I heard that in Saito-san's home town, all young girls wear clothes like these.\I see.\I heard you came from a distant country, right?\Y-Yeah!\So it was very nostalgic.\So he gave it to me saying, I'm sure it'll look good on you, Siesta. response:	It wouldn't look good on Louise since she's got no breasts.
context: Ah, well, that's...\I heard that in Saito-san's home town, all young girls wear clothes like these.\I see.\I heard you came from a distant country, right?\Y-Yeah!\So it was very nostalgic.\So he gave it to me saying, I'm sure it'll look good on you, Siesta.\It wouldn't look good on Louise since she's got no breasts. response:	Oops...
context: I heard that in Saito-san's home town, all young girls wear clothes like these.\I see.\I heard you came from a distant country, right?\Y-Yeah!\So it was very nostalgic.\So he gave it to me saying, I'm sure it'll look good on you, Siesta.\It wouldn't look good on Louise since she's got no breasts.\Oops... response:	Y-You're right. I d-don't have any b-breasts, do I?
context: I see.\I heard you came from a distant country, right?\Y-Yeah!\So it was very nostalgic.\So he gave it to me saying, I'm sure it'll look good on you, Siesta.\It wouldn't look good on Louise since she's got no breasts.\Oops...\Y-You're right. I d-don't have any b-breasts, do I? response:	They're flat, right?
context: I heard you came from a distant country, right?\Y-Yeah!\So it was very nostalgic.\So he gave it to me saying, I'm sure it'll look good on you, Siesta.\It wouldn't look good on Louise since she's got no breasts.\Oops...\Y-You're right. I d-don't have any b-breasts, do I?\They're flat, right? response:	They're concave, aren't they?!
context: Y-Yeah!\So it was very nostalgic.\So he gave it to me saying, I'm sure it'll look good on you, Siesta.\It wouldn't look good on Louise since she's got no breasts.\Oops...\Y-You're right. I d-don't have any b-breasts, do I?\They're flat, right?\They're concave, aren't they?! response:	Wait, Miss Valliere, not here!
context: So it was very nostalgic.\So he gave it to me saying, I'm sure it'll look good on you, Siesta.\It wouldn't look good on Louise since she's got no breasts.\Oops...\Y-You're right. I d-don't have any b-breasts, do I?\They're flat, right?\They're concave, aren't they?!\Wait, Miss Valliere, not here! response:	Saito, you jerk!
context: So he gave it to me saying, I'm sure it'll look good on you, Siesta.\It wouldn't look good on Louise since she's got no breasts.\Oops...\Y-You're right. I d-don't have any b-breasts, do I?\They're flat, right?\They're concave, aren't they?!\Wait, Miss Valliere, not here!\Saito, you jerk! response:	Saito-san!
context: It wouldn't look good on Louise since she's got no breasts.\Oops...\Y-You're right. I d-don't have any b-breasts, do I?\They're flat, right?\They're concave, aren't they?!\Wait, Miss Valliere, not here!\Saito, you jerk!\Saito-san! response:	Hey, Chibi-Louise!
context: Oops...\Y-You're right. I d-don't have any b-breasts, do I?\They're flat, right?\They're concave, aren't they?!\Wait, Miss Valliere, not here!\Saito, you jerk!\Saito-san!\Hey, Chibi-Louise! response:	You need to consider the time and place when you use magic!
context: Y-You're right. I d-don't have any b-breasts, do I?\They're flat, right?\They're concave, aren't they?!\Wait, Miss Valliere, not here!\Saito, you jerk!\Saito-san!\Hey, Chibi-Louise!\You need to consider the time and place when you use magic! response:	You haven't even learned these basic rules yet?
context: They're flat, right?\They're concave, aren't they?!\Wait, Miss Valliere, not here!\Saito, you jerk!\Saito-san!\Hey, Chibi-Louise!\You need to consider the time and place when you use magic!\You haven't even learned these basic rules yet? response:	I'm sure I've mentioned them numerous times...
context: They're concave, aren't they?!\Wait, Miss Valliere, not here!\Saito, you jerk!\Saito-san!\Hey, Chibi-Louise!\You need to consider the time and place when you use magic!\You haven't even learned these basic rules yet?\I'm sure I've mentioned them numerous times... response:	We can't do anything about this unless there is an Earth mage nearby.
context: Wait, Miss Valliere, not here!\Saito, you jerk!\Saito-san!\Hey, Chibi-Louise!\You need to consider the time and place when you use magic!\You haven't even learned these basic rules yet?\I'm sure I've mentioned them numerous times...\We can't do anything about this unless there is an Earth mage nearby. response:	In other words, we can't turn around.
context: Saito, you jerk!\Saito-san!\Hey, Chibi-Louise!\You need to consider the time and place when you use magic!\You haven't even learned these basic rules yet?\I'm sure I've mentioned them numerous times...\We can't do anything about this unless there is an Earth mage nearby.\In other words, we can't turn around. response:	What are we going to do, then?
context: Saito-san!\Hey, Chibi-Louise!\You need to consider the time and place when you use magic!\You haven't even learned these basic rules yet?\I'm sure I've mentioned them numerous times...\We can't do anything about this unless there is an Earth mage nearby.\In other words, we can't turn around.\What are we going to do, then? response:	Sitting here and crying won't do us any good.
context: Hey, Chibi-Louise!\You need to consider the time and place when you use magic!\You haven't even learned these basic rules yet?\I'm sure I've mentioned them numerous times...\We can't do anything about this unless there is an Earth mage nearby.\In other words, we can't turn around.\What are we going to do, then?\Sitting here and crying won't do us any good. response:	Let's move on.
context: You need to consider the time and place when you use magic!\You haven't even learned these basic rules yet?\I'm sure I've mentioned them numerous times...\We can't do anything about this unless there is an Earth mage nearby.\In other words, we can't turn around.\What are we going to do, then?\Sitting here and crying won't do us any good.\Let's move on. response:	In your home town, do young girls go to war as well?
context: You haven't even learned these basic rules yet?\I'm sure I've mentioned them numerous times...\We can't do anything about this unless there is an Earth mage nearby.\In other words, we can't turn around.\What are we going to do, then?\Sitting here and crying won't do us any good.\Let's move on.\In your home town, do young girls go to war as well? response:	Huh?
context: I'm sure I've mentioned them numerous times...\We can't do anything about this unless there is an Earth mage nearby.\In other words, we can't turn around.\What are we going to do, then?\Sitting here and crying won't do us any good.\Let's move on.\In your home town, do young girls go to war as well?\Huh? response:	I mean, isn't that a military uniform?
context: We can't do anything about this unless there is an Earth mage nearby.\In other words, we can't turn around.\What are we going to do, then?\Sitting here and crying won't do us any good.\Let's move on.\In your home town, do young girls go to war as well?\Huh?\I mean, isn't that a military uniform? response:	No way.
context: In other words, we can't turn around.\What are we going to do, then?\Sitting here and crying won't do us any good.\Let's move on.\In your home town, do young girls go to war as well?\Huh?\I mean, isn't that a military uniform?\No way. response:	In my country, it's a school uniform.
context: What are we going to do, then?\Sitting here and crying won't do us any good.\Let's move on.\In your home town, do young girls go to war as well?\Huh?\I mean, isn't that a military uniform?\No way.\In my country, it's a school uniform. response:	Neither guys nor girls go to war.
context: Sitting here and crying won't do us any good.\Let's move on.\In your home town, do young girls go to war as well?\Huh?\I mean, isn't that a military uniform?\No way.\In my country, it's a school uniform.\Neither guys nor girls go to war. response:	I'd like to visit your country sometime.
context: Let's move on.\In your home town, do young girls go to war as well?\Huh?\I mean, isn't that a military uniform?\No way.\In my country, it's a school uniform.\Neither guys nor girls go to war.\I'd like to visit your country sometime. response:	Did the sailor uniform catch your interest, too?
context: In your home town, do young girls go to war as well?\Huh?\I mean, isn't that a military uniform?\No way.\In my country, it's a school uniform.\Neither guys nor girls go to war.\I'd like to visit your country sometime.\Did the sailor uniform catch your interest, too? response:	That's not what I mean. I'm jealous of a country without war.
context: Huh?\I mean, isn't that a military uniform?\No way.\In my country, it's a school uniform.\Neither guys nor girls go to war.\I'd like to visit your country sometime.\Did the sailor uniform catch your interest, too?\That's not what I mean. I'm jealous of a country without war. response:	It's not that war doesn't exist there...
context: I mean, isn't that a military uniform?\No way.\In my country, it's a school uniform.\Neither guys nor girls go to war.\I'd like to visit your country sometime.\Did the sailor uniform catch your interest, too?\That's not what I mean. I'm jealous of a country without war.\It's not that war doesn't exist there... response:	I can't stand having young people become victims of war.
context: No way.\In my country, it's a school uniform.\Neither guys nor girls go to war.\I'd like to visit your country sometime.\Did the sailor uniform catch your interest, too?\That's not what I mean. I'm jealous of a country without war.\It's not that war doesn't exist there...\I can't stand having young people become victims of war. response:	We're in the midst of war!
context: In my country, it's a school uniform.\Neither guys nor girls go to war.\I'd like to visit your country sometime.\Did the sailor uniform catch your interest, too?\That's not what I mean. I'm jealous of a country without war.\It's not that war doesn't exist there...\I can't stand having young people become victims of war.\We're in the midst of war! response:	It's the teacher's job to teach students to fight for their country.
context: Neither guys nor girls go to war.\I'd like to visit your country sometime.\Did the sailor uniform catch your interest, too?\That's not what I mean. I'm jealous of a country without war.\It's not that war doesn't exist there...\I can't stand having young people become victims of war.\We're in the midst of war!\It's the teacher's job to teach students to fight for their country. response:	Don't be ridiculous!
context: I'd like to visit your country sometime.\Did the sailor uniform catch your interest, too?\That's not what I mean. I'm jealous of a country without war.\It's not that war doesn't exist there...\I can't stand having young people become victims of war.\We're in the midst of war!\It's the teacher's job to teach students to fight for their country.\Don't be ridiculous! response:	You can say that because you don't know what war is really like.
context: Did the sailor uniform catch your interest, too?\That's not what I mean. I'm jealous of a country without war.\It's not that war doesn't exist there...\I can't stand having young people become victims of war.\We're in the midst of war!\It's the teacher's job to teach students to fight for their country.\Don't be ridiculous!\You can say that because you don't know what war is really like. response:	If you saw the wretchedness of the battlefield even once...
context: That's not what I mean. I'm jealous of a country without war.\It's not that war doesn't exist there...\I can't stand having young people become victims of war.\We're in the midst of war!\It's the teacher's job to teach students to fight for their country.\Don't be ridiculous!\You can say that because you don't know what war is really like.\If you saw the wretchedness of the battlefield even once... response:	You've seen one?
context: It's not that war doesn't exist there...\I can't stand having young people become victims of war.\We're in the midst of war!\It's the teacher's job to teach students to fight for their country.\Don't be ridiculous!\You can say that because you don't know what war is really like.\If you saw the wretchedness of the battlefield even once...\You've seen one? response:	No, but...
context: I can't stand having young people become victims of war.\We're in the midst of war!\It's the teacher's job to teach students to fight for their country.\Don't be ridiculous!\You can say that because you don't know what war is really like.\If you saw the wretchedness of the battlefield even once...\You've seen one?\No, but... response:	I have.
context: We're in the midst of war!\It's the teacher's job to teach students to fight for their country.\Don't be ridiculous!\You can say that because you don't know what war is really like.\If you saw the wretchedness of the battlefield even once...\You've seen one?\No, but...\I have. response:	The village in which I was born was razed by the military.
context: It's the teacher's job to teach students to fight for their country.\Don't be ridiculous!\You can say that because you don't know what war is really like.\If you saw the wretchedness of the battlefield even once...\You've seen one?\No, but...\I have.\The village in which I was born was razed by the military. response:	But it was more like a massacre than a war.
context: Don't be ridiculous!\You can say that because you don't know what war is really like.\If you saw the wretchedness of the battlefield even once...\You've seen one?\No, but...\I have.\The village in which I was born was razed by the military.\But it was more like a massacre than a war. response:	She can't be from...
context: You can say that because you don't know what war is really like.\If you saw the wretchedness of the battlefield even once...\You've seen one?\No, but...\I have.\The village in which I was born was razed by the military.\But it was more like a massacre than a war.\She can't be from... response:	Twenty years ago, insinuating acts of treason,
context: If you saw the wretchedness of the battlefield even once...\You've seen one?\No, but...\I have.\The village in which I was born was razed by the military.\But it was more like a massacre than a war.\She can't be from...\Twenty years ago, insinuating acts of treason, response:	the government destroyed a newly-formed sect.
context: You've seen one?\No, but...\I have.\The village in which I was born was razed by the military.\But it was more like a massacre than a war.\She can't be from...\Twenty years ago, insinuating acts of treason,\the government destroyed a newly-formed sect. response:	In reality, that treason was nothing more than a hoax from Lishman.
context: No, but...\I have.\The village in which I was born was razed by the military.\But it was more like a massacre than a war.\She can't be from...\Twenty years ago, insinuating acts of treason,\the government destroyed a newly-formed sect.\In reality, that treason was nothing more than a hoax from Lishman. response:	They quelled a rebellion that never took place,
context: I have.\The village in which I was born was razed by the military.\But it was more like a massacre than a war.\She can't be from...\Twenty years ago, insinuating acts of treason,\the government destroyed a newly-formed sect.\In reality, that treason was nothing more than a hoax from Lishman.\They quelled a rebellion that never took place, response:	then got promoted for their achievements and gained power.
context: The village in which I was born was razed by the military.\But it was more like a massacre than a war.\She can't be from...\Twenty years ago, insinuating acts of treason,\the government destroyed a newly-formed sect.\In reality, that treason was nothing more than a hoax from Lishman.\They quelled a rebellion that never took place,\then got promoted for their achievements and gained power. response:	And for that, my family and friends were...
