context: Hey, they're broken? But I hid them! response:	I guess they dried up?
context: they take one step after another, mustering the courage to go on...\inspiring each other, supporting each other, they try to move on.\I'm the only one who can't take that first step.\Time does stop, doesn't it?\I'm the only one who's frozen in time...\What's your problem anyway? All you do is play the piano!\Music nerd! Can't you at least try to comfort me, you useless jerk?\It's all the same to me whether you're around or not! response:	Okay, then...
context: inspiring each other, supporting each other, they try to move on.\I'm the only one who can't take that first step.\Time does stop, doesn't it?\I'm the only one who's frozen in time...\What's your problem anyway? All you do is play the piano!\Music nerd! Can't you at least try to comfort me, you useless jerk?\It's all the same to me whether you're around or not!\Okay, then... response:	If it's all the same to you whether I'm here or not...
context: I'm the only one who can't take that first step.\Time does stop, doesn't it?\I'm the only one who's frozen in time...\What's your problem anyway? All you do is play the piano!\Music nerd! Can't you at least try to comfort me, you useless jerk?\It's all the same to me whether you're around or not!\Okay, then...\If it's all the same to you whether I'm here or not... response:	Then I'll stay with you.
context: Time does stop, doesn't it?\I'm the only one who's frozen in time...\What's your problem anyway? All you do is play the piano!\Music nerd! Can't you at least try to comfort me, you useless jerk?\It's all the same to me whether you're around or not!\Okay, then...\If it's all the same to you whether I'm here or not...\Then I'll stay with you. response:	I'll stay by your side.
context: I'm the only one who's frozen in time...\What's your problem anyway? All you do is play the piano!\Music nerd! Can't you at least try to comfort me, you useless jerk?\It's all the same to me whether you're around or not!\Okay, then...\If it's all the same to you whether I'm here or not...\Then I'll stay with you.\I'll stay by your side. response:	That's so unfair! Being so nice to a girl who just got dumped...
context: What's your problem anyway? All you do is play the piano!\Music nerd! Can't you at least try to comfort me, you useless jerk?\It's all the same to me whether you're around or not!\Okay, then...\If it's all the same to you whether I'm here or not...\Then I'll stay with you.\I'll stay by your side.\That's so unfair! Being so nice to a girl who just got dumped... response:	It's not like I'm being nice to you.
context: Music nerd! Can't you at least try to comfort me, you useless jerk?\It's all the same to me whether you're around or not!\Okay, then...\If it's all the same to you whether I'm here or not...\Then I'll stay with you.\I'll stay by your side.\That's so unfair! Being so nice to a girl who just got dumped...\It's not like I'm being nice to you. response:	I'm treating you the same as always.
context: It's all the same to me whether you're around or not!\Okay, then...\If it's all the same to you whether I'm here or not...\Then I'll stay with you.\I'll stay by your side.\That's so unfair! Being so nice to a girl who just got dumped...\It's not like I'm being nice to you.\I'm treating you the same as always. response:	Always by my side whenever I was in pain, whenever I was feeling sad...
context: Okay, then...\If it's all the same to you whether I'm here or not...\Then I'll stay with you.\I'll stay by your side.\That's so unfair! Being so nice to a girl who just got dumped...\It's not like I'm being nice to you.\I'm treating you the same as always.\Always by my side whenever I was in pain, whenever I was feeling sad... response:	The boy who's not my kid brother.
context: If it's all the same to you whether I'm here or not...\Then I'll stay with you.\I'll stay by your side.\That's so unfair! Being so nice to a girl who just got dumped...\It's not like I'm being nice to you.\I'm treating you the same as always.\Always by my side whenever I was in pain, whenever I was feeling sad...\The boy who's not my kid brother. response:	I'll stay with you.
context: Then I'll stay with you.\I'll stay by your side.\That's so unfair! Being so nice to a girl who just got dumped...\It's not like I'm being nice to you.\I'm treating you the same as always.\Always by my side whenever I was in pain, whenever I was feeling sad...\The boy who's not my kid brother.\I'll stay with you. response:	Liar.
context: I'll stay by your side.\That's so unfair! Being so nice to a girl who just got dumped...\It's not like I'm being nice to you.\I'm treating you the same as always.\Always by my side whenever I was in pain, whenever I was feeling sad...\The boy who's not my kid brother.\I'll stay with you.\Liar. response:	You're the one who's leaving me.
context: That's so unfair! Being so nice to a girl who just got dumped...\It's not like I'm being nice to you.\I'm treating you the same as always.\Always by my side whenever I was in pain, whenever I was feeling sad...\The boy who's not my kid brother.\I'll stay with you.\Liar.\You're the one who's leaving me. response:	It might be too late now...
context: It's not like I'm being nice to you.\I'm treating you the same as always.\Always by my side whenever I was in pain, whenever I was feeling sad...\The boy who's not my kid brother.\I'll stay with you.\Liar.\You're the one who's leaving me.\It might be too late now... response:	But I don't want to give up.
context: I'm treating you the same as always.\Always by my side whenever I was in pain, whenever I was feeling sad...\The boy who's not my kid brother.\I'll stay with you.\Liar.\You're the one who's leaving me.\It might be too late now...\But I don't want to give up. response:	I may be an infielder, and rough, and I may not know anything about the piano,
context: Always by my side whenever I was in pain, whenever I was feeling sad...\The boy who's not my kid brother.\I'll stay with you.\Liar.\You're the one who's leaving me.\It might be too late now...\But I don't want to give up.\I may be an infielder, and rough, and I may not know anything about the piano, response:	but I want to be with this person.
context: The boy who's not my kid brother.\I'll stay with you.\Liar.\You're the one who's leaving me.\It might be too late now...\But I don't want to give up.\I may be an infielder, and rough, and I may not know anything about the piano,\but I want to be with this person. response:	I hate music with a passion. It's always taking Kousei far away from me.
context: I'll stay with you.\Liar.\You're the one who's leaving me.\It might be too late now...\But I don't want to give up.\I may be an infielder, and rough, and I may not know anything about the piano,\but I want to be with this person.\I hate music with a passion. It's always taking Kousei far away from me. response:	Look at that, Tsubaki! The moon's out.
context: Liar.\You're the one who's leaving me.\It might be too late now...\But I don't want to give up.\I may be an infielder, and rough, and I may not know anything about the piano,\but I want to be with this person.\I hate music with a passion. It's always taking Kousei far away from me.\Look at that, Tsubaki! The moon's out. response:	What do you mean? What's that got to do with anything?
context: You're the one who's leaving me.\It might be too late now...\But I don't want to give up.\I may be an infielder, and rough, and I may not know anything about the piano,\but I want to be with this person.\I hate music with a passion. It's always taking Kousei far away from me.\Look at that, Tsubaki! The moon's out.\What do you mean? What's that got to do with anything? response:	But it's pretty.
context: It might be too late now...\But I don't want to give up.\I may be an infielder, and rough, and I may not know anything about the piano,\but I want to be with this person.\I hate music with a passion. It's always taking Kousei far away from me.\Look at that, Tsubaki! The moon's out.\What do you mean? What's that got to do with anything?\But it's pretty. response:	I told you, don't be nice to me...
context: But I don't want to give up.\I may be an infielder, and rough, and I may not know anything about the piano,\but I want to be with this person.\I hate music with a passion. It's always taking Kousei far away from me.\Look at that, Tsubaki! The moon's out.\What do you mean? What's that got to do with anything?\But it's pretty.\I told you, don't be nice to me... response:	Don't snuggle up against me...
context: I may be an infielder, and rough, and I may not know anything about the piano,\but I want to be with this person.\I hate music with a passion. It's always taking Kousei far away from me.\Look at that, Tsubaki! The moon's out.\What do you mean? What's that got to do with anything?\But it's pretty.\I told you, don't be nice to me...\Don't snuggle up against me... response:	Move on!
context: but I want to be with this person.\I hate music with a passion. It's always taking Kousei far away from me.\Look at that, Tsubaki! The moon's out.\What do you mean? What's that got to do with anything?\But it's pretty.\I told you, don't be nice to me...\Don't snuggle up against me...\Move on! response:	Take the plunge, Tsubaki!
context: I hate music with a passion. It's always taking Kousei far away from me.\Look at that, Tsubaki! The moon's out.\What do you mean? What's that got to do with anything?\But it's pretty.\I told you, don't be nice to me...\Don't snuggle up against me...\Move on!\Take the plunge, Tsubaki! response:	The time I exist in...
context: Look at that, Tsubaki! The moon's out.\What do you mean? What's that got to do with anything?\But it's pretty.\I told you, don't be nice to me...\Don't snuggle up against me...\Move on!\Take the plunge, Tsubaki!\The time I exist in... response:	Start flowing...
context: What do you mean? What's that got to do with anything?\But it's pretty.\I told you, don't be nice to me...\Don't snuggle up against me...\Move on!\Take the plunge, Tsubaki!\The time I exist in...\Start flowing... response:	Bravo!
context: But it's pretty.\I told you, don't be nice to me...\Don't snuggle up against me...\Move on!\Take the plunge, Tsubaki!\The time I exist in...\Start flowing...\Bravo! response:	Emi-rin!
context: I told you, don't be nice to me...\Don't snuggle up against me...\Move on!\Take the plunge, Tsubaki!\The time I exist in...\Start flowing...\Bravo!\Emi-rin! response:	Bewitching!
context: Don't snuggle up against me...\Move on!\Take the plunge, Tsubaki!\The time I exist in...\Start flowing...\Bravo!\Emi-rin!\Bewitching! response:	You're certainly training an intriguing girl, Ms. Ochiai.
context: Move on!\Take the plunge, Tsubaki!\The time I exist in...\Start flowing...\Bravo!\Emi-rin!\Bewitching!\You're certainly training an intriguing girl, Ms. Ochiai. response:	When young talent collides, they polish each other until they each achieve a sheen.
context: Take the plunge, Tsubaki!\The time I exist in...\Start flowing...\Bravo!\Emi-rin!\Bewitching!\You're certainly training an intriguing girl, Ms. Ochiai.\When young talent collides, they polish each other until they each achieve a sheen. response:	Please thank Arima-kun for me.
context: The time I exist in...\Start flowing...\Bravo!\Emi-rin!\Bewitching!\You're certainly training an intriguing girl, Ms. Ochiai.\When young talent collides, they polish each other until they each achieve a sheen.\Please thank Arima-kun for me. response:	Just you wait, Arima!
context: Start flowing...\Bravo!\Emi-rin!\Bewitching!\You're certainly training an intriguing girl, Ms. Ochiai.\When young talent collides, they polish each other until they each achieve a sheen.\Please thank Arima-kun for me.\Just you wait, Arima! response:	No...
context: Bravo!\Emi-rin!\Bewitching!\You're certainly training an intriguing girl, Ms. Ochiai.\When young talent collides, they polish each other until they each achieve a sheen.\Please thank Arima-kun for me.\Just you wait, Arima!\No... response:	Don't look back - move forward! Far, far ahead...
context: Emi-rin!\Bewitching!\You're certainly training an intriguing girl, Ms. Ochiai.\When young talent collides, they polish each other until they each achieve a sheen.\Please thank Arima-kun for me.\Just you wait, Arima!\No...\Don't look back - move forward! Far, far ahead... response:	I swear I'm gonna catch up to you!
context: Bewitching!\You're certainly training an intriguing girl, Ms. Ochiai.\When young talent collides, they polish each other until they each achieve a sheen.\Please thank Arima-kun for me.\Just you wait, Arima!\No...\Don't look back - move forward! Far, far ahead...\I swear I'm gonna catch up to you! response:	You're just going to visit her in the hospital, so what's there to worry about?
context: You're certainly training an intriguing girl, Ms. Ochiai.\When young talent collides, they polish each other until they each achieve a sheen.\Please thank Arima-kun for me.\Just you wait, Arima!\No...\Don't look back - move forward! Far, far ahead...\I swear I'm gonna catch up to you!\You're just going to visit her in the hospital, so what's there to worry about? response:	A crow?
context: When young talent collides, they polish each other until they each achieve a sheen.\Please thank Arima-kun for me.\Just you wait, Arima!\No...\Don't look back - move forward! Far, far ahead...\I swear I'm gonna catch up to you!\You're just going to visit her in the hospital, so what's there to worry about?\A crow? response:	A black cat?
context: Please thank Arima-kun for me.\Just you wait, Arima!\No...\Don't look back - move forward! Far, far ahead...\I swear I'm gonna catch up to you!\You're just going to visit her in the hospital, so what's there to worry about?\A crow?\A black cat? response:	Evil omens...
context: Just you wait, Arima!\No...\Don't look back - move forward! Far, far ahead...\I swear I'm gonna catch up to you!\You're just going to visit her in the hospital, so what's there to worry about?\A crow?\A black cat?\Evil omens... response:	I guess I'll go see her another time.
context: No...\Don't look back - move forward! Far, far ahead...\I swear I'm gonna catch up to you!\You're just going to visit her in the hospital, so what's there to worry about?\A crow?\A black cat?\Evil omens...\I guess I'll go see her another time. response:	All you do is make excuses.
context: Don't look back - move forward! Far, far ahead...\I swear I'm gonna catch up to you!\You're just going to visit her in the hospital, so what's there to worry about?\A crow?\A black cat?\Evil omens...\I guess I'll go see her another time.\All you do is make excuses. response:	The instant there's a little distance between us, it gets harder to see you.
context: I swear I'm gonna catch up to you!\You're just going to visit her in the hospital, so what's there to worry about?\A crow?\A black cat?\Evil omens...\I guess I'll go see her another time.\All you do is make excuses.\The instant there's a little distance between us, it gets harder to see you. response:	Even though I didn't think twice about seeing you in the music room.
context: You're just going to visit her in the hospital, so what's there to worry about?\A crow?\A black cat?\Evil omens...\I guess I'll go see her another time.\All you do is make excuses.\The instant there's a little distance between us, it gets harder to see you.\Even though I didn't think twice about seeing you in the music room. response:	Now I'm searching for reasons to see you, and not to see you.
context: A crow?\A black cat?\Evil omens...\I guess I'll go see her another time.\All you do is make excuses.\The instant there's a little distance between us, it gets harder to see you.\Even though I didn't think twice about seeing you in the music room.\Now I'm searching for reasons to see you, and not to see you. response:	Cold!
context: A black cat?\Evil omens...\I guess I'll go see her another time.\All you do is make excuses.\The instant there's a little distance between us, it gets harder to see you.\Even though I didn't think twice about seeing you in the music room.\Now I'm searching for reasons to see you, and not to see you.\Cold! response:	A water balloon!?
context: Evil omens...\I guess I'll go see her another time.\All you do is make excuses.\The instant there's a little distance between us, it gets harder to see you.\Even though I didn't think twice about seeing you in the music room.\Now I'm searching for reasons to see you, and not to see you.\Cold!\A water balloon!? response:	Konnyaku?
context: I guess I'll go see her another time.\All you do is make excuses.\The instant there's a little distance between us, it gets harder to see you.\Even though I didn't think twice about seeing you in the music room.\Now I'm searching for reasons to see you, and not to see you.\Cold!\A water balloon!?\Konnyaku? response:	A bucket?
context: All you do is make excuses.\The instant there's a little distance between us, it gets harder to see you.\Even though I didn't think twice about seeing you in the music room.\Now I'm searching for reasons to see you, and not to see you.\Cold!\A water balloon!?\Konnyaku?\A bucket? response:	Evil omens, like I thought?
context: The instant there's a little distance between us, it gets harder to see you.\Even though I didn't think twice about seeing you in the music room.\Now I'm searching for reasons to see you, and not to see you.\Cold!\A water balloon!?\Konnyaku?\A bucket?\Evil omens, like I thought? response:	Suffer! Suffer!
context: Even though I didn't think twice about seeing you in the music room.\Now I'm searching for reasons to see you, and not to see you.\Cold!\A water balloon!?\Konnyaku?\A bucket?\Evil omens, like I thought?\Suffer! Suffer! response:	Wh-What's going on?
context: Now I'm searching for reasons to see you, and not to see you.\Cold!\A water balloon!?\Konnyaku?\A bucket?\Evil omens, like I thought?\Suffer! Suffer!\Wh-What's going on? response:	For crying out loud, Kousei,
context: Cold!\A water balloon!?\Konnyaku?\A bucket?\Evil omens, like I thought?\Suffer! Suffer!\Wh-What's going on?\For crying out loud, Kousei, response:	Seto
context: A water balloon!?\Konnyaku?\A bucket?\Evil omens, like I thought?\Suffer! Suffer!\Wh-What's going on?\For crying out loud, Kousei,\Seto response:	would you mind not getting things to go?
context: Konnyaku?\A bucket?\Evil omens, like I thought?\Suffer! Suffer!\Wh-What's going on?\For crying out loud, Kousei,\Seto\would you mind not getting things to go? response:	It's not good for Koharu to see!
context: A bucket?\Evil omens, like I thought?\Suffer! Suffer!\Wh-What's going on?\For crying out loud, Kousei,\Seto\would you mind not getting things to go?\It's not good for Koharu to see! response:	It's not what you think!
context: Evil omens, like I thought?\Suffer! Suffer!\Wh-What's going on?\For crying out loud, Kousei,\Seto\would you mind not getting things to go?\It's not good for Koharu to see!\It's not what you think! response:	What's getting things to go?
context: Suffer! Suffer!\Wh-What's going on?\For crying out loud, Kousei,\Seto\would you mind not getting things to go?\It's not good for Koharu to see!\It's not what you think!\What's getting things to go? response:	Like burgers?
context: Wh-What's going on?\For crying out loud, Kousei,\Seto\would you mind not getting things to go?\It's not good for Koharu to see!\It's not what you think!\What's getting things to go?\Like burgers? response:	She's come to. Thank goodness!
context: For crying out loud, Kousei,\Seto\would you mind not getting things to go?\It's not good for Koharu to see!\It's not what you think!\What's getting things to go?\Like burgers?\She's come to. Thank goodness! response:	Where am I?
context: Seto\would you mind not getting things to go?\It's not good for Koharu to see!\It's not what you think!\What's getting things to go?\Like burgers?\She's come to. Thank goodness!\Where am I? response:	What a sweet girl.
context: would you mind not getting things to go?\It's not good for Koharu to see!\It's not what you think!\What's getting things to go?\Like burgers?\She's come to. Thank goodness!\Where am I?\What a sweet girl. response:	That boy over there brought you home, like takeout, when you fainted.
context: It's not good for Koharu to see!\It's not what you think!\What's getting things to go?\Like burgers?\She's come to. Thank goodness!\Where am I?\What a sweet girl.\That boy over there brought you home, like takeout, when you fainted. response:	I'm telling you, it's not like that...
context: It's not what you think!\What's getting things to go?\Like burgers?\She's come to. Thank goodness!\Where am I?\What a sweet girl.\That boy over there brought you home, like takeout, when you fainted.\I'm telling you, it's not like that... response:	But you did get her to go!
context: What's getting things to go?\Like burgers?\She's come to. Thank goodness!\Where am I?\What a sweet girl.\That boy over there brought you home, like takeout, when you fainted.\I'm telling you, it's not like that...\But you did get her to go! response:	What's getting things to go? Like pot stickers?
context: Like burgers?\She's come to. Thank goodness!\Where am I?\What a sweet girl.\That boy over there brought you home, like takeout, when you fainted.\I'm telling you, it's not like that...\But you did get her to go!\What's getting things to go? Like pot stickers? response:	Um, by any chance...
context: She's come to. Thank goodness!\Where am I?\What a sweet girl.\That boy over there brought you home, like takeout, when you fainted.\I'm telling you, it's not like that...\But you did get her to go!\What's getting things to go? Like pot stickers?\Um, by any chance... response:	What?
context: Where am I?\What a sweet girl.\That boy over there brought you home, like takeout, when you fainted.\I'm telling you, it's not like that...\But you did get her to go!\What's getting things to go? Like pot stickers?\Um, by any chance...\What? response:	Are you Hiroko Seto?
context: What a sweet girl.\That boy over there brought you home, like takeout, when you fainted.\I'm telling you, it's not like that...\But you did get her to go!\What's getting things to go? Like pot stickers?\Um, by any chance...\What?\Are you Hiroko Seto? response:	Well, yes...
context: That boy over there brought you home, like takeout, when you fainted.\I'm telling you, it's not like that...\But you did get her to go!\What's getting things to go? Like pot stickers?\Um, by any chance...\What?\Are you Hiroko Seto?\Well, yes... response:	I should've introduced myself sooner.
context: I'm telling you, it's not like that...\But you did get her to go!\What's getting things to go? Like pot stickers?\Um, by any chance...\What?\Are you Hiroko Seto?\Well, yes...\I should've introduced myself sooner. response:	I'm a first year in the music course at Kurumigaoka Junior High.
context: But you did get her to go!\What's getting things to go? Like pot stickers?\Um, by any chance...\What?\Are you Hiroko Seto?\Well, yes...\I should've introduced myself sooner.\I'm a first year in the music course at Kurumigaoka Junior High. response:	My name is Nagi Aizato.
context: What's getting things to go? Like pot stickers?\Um, by any chance...\What?\Are you Hiroko Seto?\Well, yes...\I should've introduced myself sooner.\I'm a first year in the music course at Kurumigaoka Junior High.\My name is Nagi Aizato. response:	Oh? That's a prestigious music school.
context: Um, by any chance...\What?\Are you Hiroko Seto?\Well, yes...\I should've introduced myself sooner.\I'm a first year in the music course at Kurumigaoka Junior High.\My name is Nagi Aizato.\Oh? That's a prestigious music school. response:	Yes, I'm studying piano.
context: What?\Are you Hiroko Seto?\Well, yes...\I should've introduced myself sooner.\I'm a first year in the music course at Kurumigaoka Junior High.\My name is Nagi Aizato.\Oh? That's a prestigious music school.\Yes, I'm studying piano. response:	I'm a pianist.
context: Are you Hiroko Seto?\Well, yes...\I should've introduced myself sooner.\I'm a first year in the music course at Kurumigaoka Junior High.\My name is Nagi Aizato.\Oh? That's a prestigious music school.\Yes, I'm studying piano.\I'm a pianist. response:	What was a pianist doing up in a tree?
context: Well, yes...\I should've introduced myself sooner.\I'm a first year in the music course at Kurumigaoka Junior High.\My name is Nagi Aizato.\Oh? That's a prestigious music school.\Yes, I'm studying piano.\I'm a pianist.\What was a pianist doing up in a tree? response:	I'm a huge fan of yours, Ms. Seto!
context: I should've introduced myself sooner.\I'm a first year in the music course at Kurumigaoka Junior High.\My name is Nagi Aizato.\Oh? That's a prestigious music school.\Yes, I'm studying piano.\I'm a pianist.\What was a pianist doing up in a tree?\I'm a huge fan of yours, Ms. Seto! response:	Please take me as student!
context: I'm a first year in the music course at Kurumigaoka Junior High.\My name is Nagi Aizato.\Oh? That's a prestigious music school.\Yes, I'm studying piano.\I'm a pianist.\What was a pianist doing up in a tree?\I'm a huge fan of yours, Ms. Seto!\Please take me as student! response:	Huh?
context: My name is Nagi Aizato.\Oh? That's a prestigious music school.\Yes, I'm studying piano.\I'm a pianist.\What was a pianist doing up in a tree?\I'm a huge fan of yours, Ms. Seto!\Please take me as student!\Huh? response:	Please!
context: Oh? That's a prestigious music school.\Yes, I'm studying piano.\I'm a pianist.\What was a pianist doing up in a tree?\I'm a huge fan of yours, Ms. Seto!\Please take me as student!\Huh?\Please! response:	Mm, you've kind of put me on the spot here...
context: Yes, I'm studying piano.\I'm a pianist.\What was a pianist doing up in a tree?\I'm a huge fan of yours, Ms. Seto!\Please take me as student!\Huh?\Please!\Mm, you've kind of put me on the spot here... response:	It wouldn't be right to do that to your own teacher...
context: I'm a pianist.\What was a pianist doing up in a tree?\I'm a huge fan of yours, Ms. Seto!\Please take me as student!\Huh?\Please!\Mm, you've kind of put me on the spot here...\It wouldn't be right to do that to your own teacher... response:	All right, then.
context: What was a pianist doing up in a tree?\I'm a huge fan of yours, Ms. Seto!\Please take me as student!\Huh?\Please!\Mm, you've kind of put me on the spot here...\It wouldn't be right to do that to your own teacher...\All right, then. response:	Could you convince me with your playing?
context: I'm a huge fan of yours, Ms. Seto!\Please take me as student!\Huh?\Please!\Mm, you've kind of put me on the spot here...\It wouldn't be right to do that to your own teacher...\All right, then.\Could you convince me with your playing? response:	All right.
context: Please take me as student!\Huh?\Please!\Mm, you've kind of put me on the spot here...\It wouldn't be right to do that to your own teacher...\All right, then.\Could you convince me with your playing?\All right. response:	The way you carry yourself is first-rate.
context: Huh?\Please!\Mm, you've kind of put me on the spot here...\It wouldn't be right to do that to your own teacher...\All right, then.\Could you convince me with your playing?\All right.\The way you carry yourself is first-rate. response:	Would you like to play Chopin? Or maybe Bach?
context: Please!\Mm, you've kind of put me on the spot here...\It wouldn't be right to do that to your own teacher...\All right, then.\Could you convince me with your playing?\All right.\The way you carry yourself is first-rate.\Would you like to play Chopin? Or maybe Bach? response:	Well, then, Etude Op. 25 No. 5.
context: Mm, you've kind of put me on the spot here...\It wouldn't be right to do that to your own teacher...\All right, then.\Could you convince me with your playing?\All right.\The way you carry yourself is first-rate.\Would you like to play Chopin? Or maybe Bach?\Well, then, Etude Op. 25 No. 5. response:	The piece Kousei played at the Maihou Competition...
context: It wouldn't be right to do that to your own teacher...\All right, then.\Could you convince me with your playing?\All right.\The way you carry yourself is first-rate.\Would you like to play Chopin? Or maybe Bach?\Well, then, Etude Op. 25 No. 5.\The piece Kousei played at the Maihou Competition... response:	Ah!
context: All right, then.\Could you convince me with your playing?\All right.\The way you carry yourself is first-rate.\Would you like to play Chopin? Or maybe Bach?\Well, then, Etude Op. 25 No. 5.\The piece Kousei played at the Maihou Competition...\Ah! response:	She's good.
context: Could you convince me with your playing?\All right.\The way you carry yourself is first-rate.\Would you like to play Chopin? Or maybe Bach?\Well, then, Etude Op. 25 No. 5.\The piece Kousei played at the Maihou Competition...\Ah!\She's good. response:	But... Why is she playing it so harshly?
context: All right.\The way you carry yourself is first-rate.\Would you like to play Chopin? Or maybe Bach?\Well, then, Etude Op. 25 No. 5.\The piece Kousei played at the Maihou Competition...\Ah!\She's good.\But... Why is she playing it so harshly? response:	A song like this!
context: The way you carry yourself is first-rate.\Would you like to play Chopin? Or maybe Bach?\Well, then, Etude Op. 25 No. 5.\The piece Kousei played at the Maihou Competition...\Ah!\She's good.\But... Why is she playing it so harshly?\A song like this! response:	A song like this!
context: Would you like to play Chopin? Or maybe Bach?\Well, then, Etude Op. 25 No. 5.\The piece Kousei played at the Maihou Competition...\Ah!\She's good.\But... Why is she playing it so harshly?\A song like this!\A song like this! response:	You're really good, huh?
context: Well, then, Etude Op. 25 No. 5.\The piece Kousei played at the Maihou Competition...\Ah!\She's good.\But... Why is she playing it so harshly?\A song like this!\A song like this!\You're really good, huh? response:	I'd expect no less from Kurumigaoka Junior High...
context: The piece Kousei played at the Maihou Competition...\Ah!\She's good.\But... Why is she playing it so harshly?\A song like this!\A song like this!\You're really good, huh?\I'd expect no less from Kurumigaoka Junior High... response:	Are first years today really capable of playing like this?
context: Ah!\She's good.\But... Why is she playing it so harshly?\A song like this!\A song like this!\You're really good, huh?\I'd expect no less from Kurumigaoka Junior High...\Are first years today really capable of playing like this? response:	You sure can play at a high level.
context: She's good.\But... Why is she playing it so harshly?\A song like this!\A song like this!\You're really good, huh?\I'd expect no less from Kurumigaoka Junior High...\Are first years today really capable of playing like this?\You sure can play at a high level. response:	Um... What do you think?
context: But... Why is she playing it so harshly?\A song like this!\A song like this!\You're really good, huh?\I'd expect no less from Kurumigaoka Junior High...\Are first years today really capable of playing like this?\You sure can play at a high level.\Um... What do you think? response:	Hmm...
context: A song like this!\A song like this!\You're really good, huh?\I'd expect no less from Kurumigaoka Junior High...\Are first years today really capable of playing like this?\You sure can play at a high level.\Um... What do you think?\Hmm... response:	All right.
context: A song like this!\You're really good, huh?\I'd expect no less from Kurumigaoka Junior High...\Are first years today really capable of playing like this?\You sure can play at a high level.\Um... What do you think?\Hmm...\All right. response:	I'm so glad!
context: You're really good, huh?\I'd expect no less from Kurumigaoka Junior High...\Are first years today really capable of playing like this?\You sure can play at a high level.\Um... What do you think?\Hmm...\All right.\I'm so glad! response:	You don't have to cry...
context: I'd expect no less from Kurumigaoka Junior High...\Are first years today really capable of playing like this?\You sure can play at a high level.\Um... What do you think?\Hmm...\All right.\I'm so glad!\You don't have to cry... response:	I can't believe my idol, Ms. Seto, is going to give me lessons...
context: Are first years today really capable of playing like this?\You sure can play at a high level.\Um... What do you think?\Hmm...\All right.\I'm so glad!\You don't have to cry...\I can't believe my idol, Ms. Seto, is going to give me lessons... response:	Eyedrops
context: You sure can play at a high level.\Um... What do you think?\Hmm...\All right.\I'm so glad!\You don't have to cry...\I can't believe my idol, Ms. Seto, is going to give me lessons...\Eyedrops response:	Sneaked in.
context: Um... What do you think?\Hmm...\All right.\I'm so glad!\You don't have to cry...\I can't believe my idol, Ms. Seto, is going to give me lessons...\Eyedrops\Sneaked in. response:	Good for you!
context: Hmm...\All right.\I'm so glad!\You don't have to cry...\I can't believe my idol, Ms. Seto, is going to give me lessons...\Eyedrops\Sneaked in.\Good for you! response:	Kousei?
context: All right.\I'm so glad!\You don't have to cry...\I can't believe my idol, Ms. Seto, is going to give me lessons...\Eyedrops\Sneaked in.\Good for you!\Kousei? response:	Yes?
context: I'm so glad!\You don't have to cry...\I can't believe my idol, Ms. Seto, is going to give me lessons...\Eyedrops\Sneaked in.\Good for you!\Kousei?\Yes? response:	You teach her.
context: You don't have to cry...\I can't believe my idol, Ms. Seto, is going to give me lessons...\Eyedrops\Sneaked in.\Good for you!\Kousei?\Yes?\You teach her. response:	Huh?
context: I can't believe my idol, Ms. Seto, is going to give me lessons...\Eyedrops\Sneaked in.\Good for you!\Kousei?\Yes?\You teach her.\Huh? response:	Thank you very much!
context: Eyedrops\Sneaked in.\Good for you!\Kousei?\Yes?\You teach her.\Huh?\Thank you very much! response:	No black cat or crow around.
context: Sneaked in.\Good for you!\Kousei?\Yes?\You teach her.\Huh?\Thank you very much!\No black cat or crow around. response:	I got her a gift, too.
context: Good for you!\Kousei?\Yes?\You teach her.\Huh?\Thank you very much!\No black cat or crow around.\I got her a gift, too. response:	It would be a shame to let it go to waste... Uh-huh.
context: Kousei?\Yes?\You teach her.\Huh?\Thank you very much!\No black cat or crow around.\I got her a gift, too.\It would be a shame to let it go to waste... Uh-huh. response:	I'm her accompanist, so it's only natural that I'd go see her.
context: Yes?\You teach her.\Huh?\Thank you very much!\No black cat or crow around.\I got her a gift, too.\It would be a shame to let it go to waste... Uh-huh.\I'm her accompanist, so it's only natural that I'd go see her. response:	Coming and going... I'm always searching for an excuse.
context: You teach her.\Huh?\Thank you very much!\No black cat or crow around.\I got her a gift, too.\It would be a shame to let it go to waste... Uh-huh.\I'm her accompanist, so it's only natural that I'd go see her.\Coming and going... I'm always searching for an excuse. response:	Kaori Miyazono
context: Huh?\Thank you very much!\No black cat or crow around.\I got her a gift, too.\It would be a shame to let it go to waste... Uh-huh.\I'm her accompanist, so it's only natural that I'd go see her.\Coming and going... I'm always searching for an excuse.\Kaori Miyazono response:	And so she's totally soaked, from head to toe!
context: Thank you very much!\No black cat or crow around.\I got her a gift, too.\It would be a shame to let it go to waste... Uh-huh.\I'm her accompanist, so it's only natural that I'd go see her.\Coming and going... I'm always searching for an excuse.\Kaori Miyazono\And so she's totally soaked, from head to toe! response:	And then Nakamura from Class 2, see,
context: No black cat or crow around.\I got her a gift, too.\It would be a shame to let it go to waste... Uh-huh.\I'm her accompanist, so it's only natural that I'd go see her.\Coming and going... I'm always searching for an excuse.\Kaori Miyazono\And so she's totally soaked, from head to toe!\And then Nakamura from Class 2, see, response:	he's laughing so hard he's got snot dripping from his nose!
