context: next episode title: New Year response:	You wished you were cute when you met Kurumi, didn't you?
context: It's my first time wearing a belly warmer.\I put a hand warmer in the pocket.\My belly's all warm.\But that's my d-dad's\Don't say it.\It's mine now.\I should have given him the cap.\No, it doesn't matter. response:	I wanted him to have something I chose.
context: I put a hand warmer in the pocket.\My belly's all warm.\But that's my d-dad's\Don't say it.\It's mine now.\I should have given him the cap.\No, it doesn't matter.\I wanted him to have something I chose. response:	Something I made.
context: My belly's all warm.\But that's my d-dad's\Don't say it.\It's mine now.\I should have given him the cap.\No, it doesn't matter.\I wanted him to have something I chose.\Something I made. response:	Maybe he accepted it.
context: But that's my d-dad's\Don't say it.\It's mine now.\I should have given him the cap.\No, it doesn't matter.\I wanted him to have something I chose.\Something I made.\Maybe he accepted it. response:	Maybe he's using it.
context: Don't say it.\It's mine now.\I should have given him the cap.\No, it doesn't matter.\I wanted him to have something I chose.\Something I made.\Maybe he accepted it.\Maybe he's using it. response:	Kuronuma, have you chosen an e-mail address?
context: It's mine now.\I should have given him the cap.\No, it doesn't matter.\I wanted him to have something I chose.\Something I made.\Maybe he accepted it.\Maybe he's using it.\Kuronuma, have you chosen an e-mail address? response:	Y-Yes.
context: I should have given him the cap.\No, it doesn't matter.\I wanted him to have something I chose.\Something I made.\Maybe he accepted it.\Maybe he's using it.\Kuronuma, have you chosen an e-mail address?\Y-Yes. response:	Can I send it to you?
context: No, it doesn't matter.\I wanted him to have something I chose.\Something I made.\Maybe he accepted it.\Maybe he's using it.\Kuronuma, have you chosen an e-mail address?\Y-Yes.\Can I send it to you? response:	Can I send it to you?
context: I wanted him to have something I chose.\Something I made.\Maybe he accepted it.\Maybe he's using it.\Kuronuma, have you chosen an e-mail address?\Y-Yes.\Can I send it to you?\Can I send it to you? response:	I-It's my first time texting; i-it might take me a while.
context: Something I made.\Maybe he accepted it.\Maybe he's using it.\Kuronuma, have you chosen an e-mail address?\Y-Yes.\Can I send it to you?\Can I send it to you?\I-It's my first time texting; i-it might take me a while. response:	Take your time.
context: Maybe he accepted it.\Maybe he's using it.\Kuronuma, have you chosen an e-mail address?\Y-Yes.\Can I send it to you?\Can I send it to you?\I-It's my first time texting; i-it might take me a while.\Take your time. response:	What I want to tell him,
context: Maybe he's using it.\Kuronuma, have you chosen an e-mail address?\Y-Yes.\Can I send it to you?\Can I send it to you?\I-It's my first time texting; i-it might take me a while.\Take your time.\What I want to tell him, response:	what I want to convey to him...
context: Kuronuma, have you chosen an e-mail address?\Y-Yes.\Can I send it to you?\Can I send it to you?\I-It's my first time texting; i-it might take me a while.\Take your time.\What I want to tell him,\what I want to convey to him... response:	Oops!
context: Y-Yes.\Can I send it to you?\Can I send it to you?\I-It's my first time texting; i-it might take me a while.\Take your time.\What I want to tell him,\what I want to convey to him...\Oops! response:	When it comes down to it, I have too much to convey.
context: Can I send it to you?\Can I send it to you?\I-It's my first time texting; i-it might take me a while.\Take your time.\What I want to tell him,\what I want to convey to him...\Oops!\When it comes down to it, I have too much to convey. response:	I don't know where or how to start.
context: Can I send it to you?\I-It's my first time texting; i-it might take me a while.\Take your time.\What I want to tell him,\what I want to convey to him...\Oops!\When it comes down to it, I have too much to convey.\I don't know where or how to start. response:	I wish there was a way to tell him in a single word.
context: I-It's my first time texting; i-it might take me a while.\Take your time.\What I want to tell him,\what I want to convey to him...\Oops!\When it comes down to it, I have too much to convey.\I don't know where or how to start.\I wish there was a way to tell him in a single word. response:	Sent.
context: Take your time.\What I want to tell him,\what I want to convey to him...\Oops!\When it comes down to it, I have too much to convey.\I don't know where or how to start.\I wish there was a way to tell him in a single word.\Sent. response:	I sort of wish I'd asked you for your number back then.
context: What I want to tell him,\what I want to convey to him...\Oops!\When it comes down to it, I have too much to convey.\I don't know where or how to start.\I wish there was a way to tell him in a single word.\Sent.\I sort of wish I'd asked you for your number back then. response:	Not even sort of.”
context: what I want to convey to him...\Oops!\When it comes down to it, I have too much to convey.\I don't know where or how to start.\I wish there was a way to tell him in a single word.\Sent.\I sort of wish I'd asked you for your number back then.\Not even sort of.” response:	I wish I'd forced it out of you if I had to.
context: Oops!\When it comes down to it, I have too much to convey.\I don't know where or how to start.\I wish there was a way to tell him in a single word.\Sent.\I sort of wish I'd asked you for your number back then.\Not even sort of.”\I wish I'd forced it out of you if I had to. response:	Got it.
context: When it comes down to it, I have too much to convey.\I don't know where or how to start.\I wish there was a way to tell him in a single word.\Sent.\I sort of wish I'd asked you for your number back then.\Not even sort of.”\I wish I'd forced it out of you if I had to.\Got it. response:	sawako.not.sadako.1231
context: I don't know where or how to start.\I wish there was a way to tell him in a single word.\Sent.\I sort of wish I'd asked you for your number back then.\Not even sort of.”\I wish I'd forced it out of you if I had to.\Got it.\sawako.not.sadako.1231 response:	Up to three and back to one.
context: I wish there was a way to tell him in a single word.\Sent.\I sort of wish I'd asked you for your number back then.\Not even sort of.”\I wish I'd forced it out of you if I had to.\Got it.\sawako.not.sadako.1231\Up to three and back to one. response:	When's your birthday?
context: Sent.\I sort of wish I'd asked you for your number back then.\Not even sort of.”\I wish I'd forced it out of you if I had to.\Got it.\sawako.not.sadako.1231\Up to three and back to one.\When's your birthday? response:	Today.
context: I sort of wish I'd asked you for your number back then.\Not even sort of.”\I wish I'd forced it out of you if I had to.\Got it.\sawako.not.sadako.1231\Up to three and back to one.\When's your birthday?\Today. response:	It's over in 15 minutes.
context: Not even sort of.”\I wish I'd forced it out of you if I had to.\Got it.\sawako.not.sadako.1231\Up to three and back to one.\When's your birthday?\Today.\It's over in 15 minutes. response:	Oh, it is.
context: I wish I'd forced it out of you if I had to.\Got it.\sawako.not.sadako.1231\Up to three and back to one.\When's your birthday?\Today.\It's over in 15 minutes.\Oh, it is. response:	Barely made it.
context: Got it.\sawako.not.sadako.1231\Up to three and back to one.\When's your birthday?\Today.\It's over in 15 minutes.\Oh, it is.\Barely made it. response:	Happy birthday.
context: sawako.not.sadako.1231\Up to three and back to one.\When's your birthday?\Today.\It's over in 15 minutes.\Oh, it is.\Barely made it.\Happy birthday. response:	I could have given you something if I knew sooner.
context: Up to three and back to one.\When's your birthday?\Today.\It's over in 15 minutes.\Oh, it is.\Barely made it.\Happy birthday.\I could have given you something if I knew sooner. response:	You already did.
context: When's your birthday?\Today.\It's over in 15 minutes.\Oh, it is.\Barely made it.\Happy birthday.\I could have given you something if I knew sooner.\You already did. response:	I got to learn new things about you.
context: Today.\It's over in 15 minutes.\Oh, it is.\Barely made it.\Happy birthday.\I could have given you something if I knew sooner.\You already did.\I got to learn new things about you. response:	I got to see some of your first ever” experiences.
context: It's over in 15 minutes.\Oh, it is.\Barely made it.\Happy birthday.\I could have given you something if I knew sooner.\You already did.\I got to learn new things about you.\I got to see some of your first ever” experiences. response:	Besides,
context: Oh, it is.\Barely made it.\Happy birthday.\I could have given you something if I knew sooner.\You already did.\I got to learn new things about you.\I got to see some of your first ever” experiences.\Besides, response:	this is about the time that I was born.
context: Barely made it.\Happy birthday.\I could have given you something if I knew sooner.\You already did.\I got to learn new things about you.\I got to see some of your first ever” experiences.\Besides,\this is about the time that I was born. response:	You were with me at the moment I turned sixteen.
context: Happy birthday.\I could have given you something if I knew sooner.\You already did.\I got to learn new things about you.\I got to see some of your first ever” experiences.\Besides,\this is about the time that I was born.\You were with me at the moment I turned sixteen. response:	11:45 PM. Sixteen years old.
context: I could have given you something if I knew sooner.\You already did.\I got to learn new things about you.\I got to see some of your first ever” experiences.\Besides,\this is about the time that I was born.\You were with me at the moment I turned sixteen.\11:45 PM. Sixteen years old. response:	Fifteen minutes until the new year.
context: You already did.\I got to learn new things about you.\I got to see some of your first ever” experiences.\Besides,\this is about the time that I was born.\You were with me at the moment I turned sixteen.\11:45 PM. Sixteen years old.\Fifteen minutes until the new year. response:	What kind of kid were you?
context: I got to learn new things about you.\I got to see some of your first ever” experiences.\Besides,\this is about the time that I was born.\You were with me at the moment I turned sixteen.\11:45 PM. Sixteen years old.\Fifteen minutes until the new year.\What kind of kid were you? response:	Nothing special,
context: I got to see some of your first ever” experiences.\Besides,\this is about the time that I was born.\You were with me at the moment I turned sixteen.\11:45 PM. Sixteen years old.\Fifteen minutes until the new year.\What kind of kid were you?\Nothing special, response:	well, I don't know.
context: Besides,\this is about the time that I was born.\You were with me at the moment I turned sixteen.\11:45 PM. Sixteen years old.\Fifteen minutes until the new year.\What kind of kid were you?\Nothing special,\well, I don't know. response:	Start from the top, then.
context: this is about the time that I was born.\You were with me at the moment I turned sixteen.\11:45 PM. Sixteen years old.\Fifteen minutes until the new year.\What kind of kid were you?\Nothing special,\well, I don't know.\Start from the top, then. response:	So you were born about this time, sixteen years ago.
context: You were with me at the moment I turned sixteen.\11:45 PM. Sixteen years old.\Fifteen minutes until the new year.\What kind of kid were you?\Nothing special,\well, I don't know.\Start from the top, then.\So you were born about this time, sixteen years ago. response:	It's boring.
context: 11:45 PM. Sixteen years old.\Fifteen minutes until the new year.\What kind of kid were you?\Nothing special,\well, I don't know.\Start from the top, then.\So you were born about this time, sixteen years ago.\It's boring. response:	That's fine. It's just me asking. Tell me.
context: Fifteen minutes until the new year.\What kind of kid were you?\Nothing special,\well, I don't know.\Start from the top, then.\So you were born about this time, sixteen years ago.\It's boring.\That's fine. It's just me asking. Tell me. response:	It's really boring.
context: What kind of kid were you?\Nothing special,\well, I don't know.\Start from the top, then.\So you were born about this time, sixteen years ago.\It's boring.\That's fine. It's just me asking. Tell me.\It's really boring. response:	Sixteen years ago, I was born weighing 6.6 pounds.
context: Nothing special,\well, I don't know.\Start from the top, then.\So you were born about this time, sixteen years ago.\It's boring.\That's fine. It's just me asking. Tell me.\It's really boring.\Sixteen years ago, I was born weighing 6.6 pounds. response:	I entered preschool at four,
context: well, I don't know.\Start from the top, then.\So you were born about this time, sixteen years ago.\It's boring.\That's fine. It's just me asking. Tell me.\It's really boring.\Sixteen years ago, I was born weighing 6.6 pounds.\I entered preschool at four, response:	in the Sumire and Suzuran groups.
context: Start from the top, then.\So you were born about this time, sixteen years ago.\It's boring.\That's fine. It's just me asking. Tell me.\It's really boring.\Sixteen years ago, I was born weighing 6.6 pounds.\I entered preschool at four,\in the Sumire and Suzuran groups. response:	This is when my older cousin used to call me a Zashiki Warashi.
context: So you were born about this time, sixteen years ago.\It's boring.\That's fine. It's just me asking. Tell me.\It's really boring.\Sixteen years ago, I was born weighing 6.6 pounds.\I entered preschool at four,\in the Sumire and Suzuran groups.\This is when my older cousin used to call me a Zashiki Warashi. response:	I want coke, Zashiki Warashi.
context: It's boring.\That's fine. It's just me asking. Tell me.\It's really boring.\Sixteen years ago, I was born weighing 6.6 pounds.\I entered preschool at four,\in the Sumire and Suzuran groups.\This is when my older cousin used to call me a Zashiki Warashi.\I want coke, Zashiki Warashi. response:	Right away!
context: That's fine. It's just me asking. Tell me.\It's really boring.\Sixteen years ago, I was born weighing 6.6 pounds.\I entered preschool at four,\in the Sumire and Suzuran groups.\This is when my older cousin used to call me a Zashiki Warashi.\I want coke, Zashiki Warashi.\Right away! response:	I wonder if I'm bragging.
context: It's really boring.\Sixteen years ago, I was born weighing 6.6 pounds.\I entered preschool at four,\in the Sumire and Suzuran groups.\This is when my older cousin used to call me a Zashiki Warashi.\I want coke, Zashiki Warashi.\Right away!\I wonder if I'm bragging. response:	I was in Ume's group in grades one and two.
context: Sixteen years ago, I was born weighing 6.6 pounds.\I entered preschool at four,\in the Sumire and Suzuran groups.\This is when my older cousin used to call me a Zashiki Warashi.\I want coke, Zashiki Warashi.\Right away!\I wonder if I'm bragging.\I was in Ume's group in grades one and two. response:	How about three and four?
context: I entered preschool at four,\in the Sumire and Suzuran groups.\This is when my older cousin used to call me a Zashiki Warashi.\I want coke, Zashiki Warashi.\Right away!\I wonder if I'm bragging.\I was in Ume's group in grades one and two.\How about three and four? response:	Matsu.
context: in the Sumire and Suzuran groups.\This is when my older cousin used to call me a Zashiki Warashi.\I want coke, Zashiki Warashi.\Right away!\I wonder if I'm bragging.\I was in Ume's group in grades one and two.\How about three and four?\Matsu. response:	Five and six?
context: This is when my older cousin used to call me a Zashiki Warashi.\I want coke, Zashiki Warashi.\Right away!\I wonder if I'm bragging.\I was in Ume's group in grades one and two.\How about three and four?\Matsu.\Five and six? response:	Take...
context: I want coke, Zashiki Warashi.\Right away!\I wonder if I'm bragging.\I was in Ume's group in grades one and two.\How about three and four?\Matsu.\Five and six?\Take... response:	A good combination.
context: Right away!\I wonder if I'm bragging.\I was in Ume's group in grades one and two.\How about three and four?\Matsu.\Five and six?\Take...\A good combination. response:	What were you in to?
context: I wonder if I'm bragging.\I was in Ume's group in grades one and two.\How about three and four?\Matsu.\Five and six?\Take...\A good combination.\What were you in to? response:	In to?
context: I was in Ume's group in grades one and two.\How about three and four?\Matsu.\Five and six?\Take...\A good combination.\What were you in to?\In to? response:	In to...
context: How about three and four?\Matsu.\Five and six?\Take...\A good combination.\What were you in to?\In to?\In to... response:	Solo rope jumping, maybe.
context: Matsu.\Five and six?\Take...\A good combination.\What were you in to?\In to?\In to...\Solo rope jumping, maybe. response:	Solo rope jumping?
context: Five and six?\Take...\A good combination.\What were you in to?\In to?\In to...\Solo rope jumping, maybe.\Solo rope jumping? response:	I tied an elastic rope to some chairs, and jumped.
context: Take...\A good combination.\What were you in to?\In to?\In to...\Solo rope jumping, maybe.\Solo rope jumping?\I tied an elastic rope to some chairs, and jumped. response:	That was a big hit.
context: A good combination.\What were you in to?\In to?\In to...\Solo rope jumping, maybe.\Solo rope jumping?\I tied an elastic rope to some chairs, and jumped.\That was a big hit. response:	In my mind.
context: What were you in to?\In to?\In to...\Solo rope jumping, maybe.\Solo rope jumping?\I tied an elastic rope to some chairs, and jumped.\That was a big hit.\In my mind. response:	And solo volleyball.
context: In to?\In to...\Solo rope jumping, maybe.\Solo rope jumping?\I tied an elastic rope to some chairs, and jumped.\That was a big hit.\In my mind.\And solo volleyball. response:	And solo string figures.
context: In to...\Solo rope jumping, maybe.\Solo rope jumping?\I tied an elastic rope to some chairs, and jumped.\That was a big hit.\In my mind.\And solo volleyball.\And solo string figures. response:	Suspension bridge!
context: Solo rope jumping, maybe.\Solo rope jumping?\I tied an elastic rope to some chairs, and jumped.\That was a big hit.\In my mind.\And solo volleyball.\And solo string figures.\Suspension bridge! response:	Solo speed.
context: Solo rope jumping?\I tied an elastic rope to some chairs, and jumped.\That was a big hit.\In my mind.\And solo volleyball.\And solo string figures.\Suspension bridge!\Solo speed. response:	Fast, so fast!
context: I tied an elastic rope to some chairs, and jumped.\That was a big hit.\In my mind.\And solo volleyball.\And solo string figures.\Suspension bridge!\Solo speed.\Fast, so fast! response:	Solo...
context: That was a big hit.\In my mind.\And solo volleyball.\And solo string figures.\Suspension bridge!\Solo speed.\Fast, so fast!\Solo... response:	Is that gloomy?
context: In my mind.\And solo volleyball.\And solo string figures.\Suspension bridge!\Solo speed.\Fast, so fast!\Solo...\Is that gloomy? response:	I think I'm going to ruin the mood again.
context: And solo volleyball.\And solo string figures.\Suspension bridge!\Solo speed.\Fast, so fast!\Solo...\Is that gloomy?\I think I'm going to ruin the mood again. response:	I'm ruining New Year's.
context: And solo string figures.\Suspension bridge!\Solo speed.\Fast, so fast!\Solo...\Is that gloomy?\I think I'm going to ruin the mood again.\I'm ruining New Year's. response:	Not really.
context: Suspension bridge!\Solo speed.\Fast, so fast!\Solo...\Is that gloomy?\I think I'm going to ruin the mood again.\I'm ruining New Year's.\Not really. response:	I guess, if I'd heard all that when we entered school,
context: Solo speed.\Fast, so fast!\Solo...\Is that gloomy?\I think I'm going to ruin the mood again.\I'm ruining New Year's.\Not really.\I guess, if I'd heard all that when we entered school, response:	I might have thought you liked being alone.
context: Fast, so fast!\Solo...\Is that gloomy?\I think I'm going to ruin the mood again.\I'm ruining New Year's.\Not really.\I guess, if I'd heard all that when we entered school,\I might have thought you liked being alone. response:	But since we met,
context: Solo...\Is that gloomy?\I think I'm going to ruin the mood again.\I'm ruining New Year's.\Not really.\I guess, if I'd heard all that when we entered school,\I might have thought you liked being alone.\But since we met, response:	I think you're having fun no matter what you're doing.
context: Is that gloomy?\I think I'm going to ruin the mood again.\I'm ruining New Year's.\Not really.\I guess, if I'd heard all that when we entered school,\I might have thought you liked being alone.\But since we met,\I think you're having fun no matter what you're doing. response:	I just thought you're good at finding fun things to do.
context: I think I'm going to ruin the mood again.\I'm ruining New Year's.\Not really.\I guess, if I'd heard all that when we entered school,\I might have thought you liked being alone.\But since we met,\I think you're having fun no matter what you're doing.\I just thought you're good at finding fun things to do. response:	It's fun imagining.
context: I'm ruining New Year's.\Not really.\I guess, if I'd heard all that when we entered school,\I might have thought you liked being alone.\But since we met,\I think you're having fun no matter what you're doing.\I just thought you're good at finding fun things to do.\It's fun imagining. response:	He thought that of me.
context: Not really.\I guess, if I'd heard all that when we entered school,\I might have thought you liked being alone.\But since we met,\I think you're having fun no matter what you're doing.\I just thought you're good at finding fun things to do.\It's fun imagining.\He thought that of me. response:	Then what?
context: I guess, if I'd heard all that when we entered school,\I might have thought you liked being alone.\But since we met,\I think you're having fun no matter what you're doing.\I just thought you're good at finding fun things to do.\It's fun imagining.\He thought that of me.\Then what? response:	I entered middle school when I was twelve.
context: I might have thought you liked being alone.\But since we met,\I think you're having fun no matter what you're doing.\I just thought you're good at finding fun things to do.\It's fun imagining.\He thought that of me.\Then what?\I entered middle school when I was twelve. response:	Elementary's over already?
context: But since we met,\I think you're having fun no matter what you're doing.\I just thought you're good at finding fun things to do.\It's fun imagining.\He thought that of me.\Then what?\I entered middle school when I was twelve.\Elementary's over already? response:	Nothing special happened.
context: I think you're having fun no matter what you're doing.\I just thought you're good at finding fun things to do.\It's fun imagining.\He thought that of me.\Then what?\I entered middle school when I was twelve.\Elementary's over already?\Nothing special happened. response:	In ninth grade I applied for Kitahoro High School, since it was nearby.
context: I just thought you're good at finding fun things to do.\It's fun imagining.\He thought that of me.\Then what?\I entered middle school when I was twelve.\Elementary's over already?\Nothing special happened.\In ninth grade I applied for Kitahoro High School, since it was nearby. response:	And then in the spring of my fifteenth year, I met you.
context: It's fun imagining.\He thought that of me.\Then what?\I entered middle school when I was twelve.\Elementary's over already?\Nothing special happened.\In ninth grade I applied for Kitahoro High School, since it was nearby.\And then in the spring of my fifteenth year, I met you. response:	If only I could be like Kazehaya-kun...
context: He thought that of me.\Then what?\I entered middle school when I was twelve.\Elementary's over already?\Nothing special happened.\In ninth grade I applied for Kitahoro High School, since it was nearby.\And then in the spring of my fifteenth year, I met you.\If only I could be like Kazehaya-kun... response:	Maybe then something will change for me too.”
context: Then what?\I entered middle school when I was twelve.\Elementary's over already?\Nothing special happened.\In ninth grade I applied for Kitahoro High School, since it was nearby.\And then in the spring of my fifteenth year, I met you.\If only I could be like Kazehaya-kun...\Maybe then something will change for me too.” response:	Thanks.
context: I entered middle school when I was twelve.\Elementary's over already?\Nothing special happened.\In ninth grade I applied for Kitahoro High School, since it was nearby.\And then in the spring of my fifteenth year, I met you.\If only I could be like Kazehaya-kun...\Maybe then something will change for me too.”\Thanks. response:	You've always been the first step for me.
context: Elementary's over already?\Nothing special happened.\In ninth grade I applied for Kitahoro High School, since it was nearby.\And then in the spring of my fifteenth year, I met you.\If only I could be like Kazehaya-kun...\Maybe then something will change for me too.”\Thanks.\You've always been the first step for me. response:	This year was too different for me.
context: Nothing special happened.\In ninth grade I applied for Kitahoro High School, since it was nearby.\And then in the spring of my fifteenth year, I met you.\If only I could be like Kazehaya-kun...\Maybe then something will change for me too.”\Thanks.\You've always been the first step for me.\This year was too different for me. response:	It'll take too long to describe.
context: In ninth grade I applied for Kitahoro High School, since it was nearby.\And then in the spring of my fifteenth year, I met you.\If only I could be like Kazehaya-kun...\Maybe then something will change for me too.”\Thanks.\You've always been the first step for me.\This year was too different for me.\It'll take too long to describe. response:	That was the end of my year with Kazehaya-kun,
context: And then in the spring of my fifteenth year, I met you.\If only I could be like Kazehaya-kun...\Maybe then something will change for me too.”\Thanks.\You've always been the first step for me.\This year was too different for me.\It'll take too long to describe.\That was the end of my year with Kazehaya-kun, response:	and my birthday I spent with him.
context: If only I could be like Kazehaya-kun...\Maybe then something will change for me too.”\Thanks.\You've always been the first step for me.\This year was too different for me.\It'll take too long to describe.\That was the end of my year with Kazehaya-kun,\and my birthday I spent with him. response:	A new year was about to begin.
context: Maybe then something will change for me too.”\Thanks.\You've always been the first step for me.\This year was too different for me.\It'll take too long to describe.\That was the end of my year with Kazehaya-kun,\and my birthday I spent with him.\A new year was about to begin. response:	Next episode: New Year
