context: Episode 11 Piano response:	You surprised me.
context: Stuff happened yesterday. I ate too much.\Stuff? What?\I'll have lots.\I'm so hungry.\It looks so good!\Mom, Hina-chan says she's not hungry, so I'll have hers.\Use that root.\Hinode Dance School response:	Sounds good. I'd love to be there.
context: Stuff? What?\I'll have lots.\I'm so hungry.\It looks so good!\Mom, Hina-chan says she's not hungry, so I'll have hers.\Use that root.\Hinode Dance School\Sounds good. I'd love to be there. response:	What about you, Mom?
context: I'll have lots.\I'm so hungry.\It looks so good!\Mom, Hina-chan says she's not hungry, so I'll have hers.\Use that root.\Hinode Dance School\Sounds good. I'd love to be there.\What about you, Mom? response:	Definitely.
context: I'm so hungry.\It looks so good!\Mom, Hina-chan says she's not hungry, so I'll have hers.\Use that root.\Hinode Dance School\Sounds good. I'd love to be there.\What about you, Mom?\Definitely. response:	So we're set.
context: It looks so good!\Mom, Hina-chan says she's not hungry, so I'll have hers.\Use that root.\Hinode Dance School\Sounds good. I'd love to be there.\What about you, Mom?\Definitely.\So we're set. response:	All right! I'm going to wear that outfit.
context: Mom, Hina-chan says she's not hungry, so I'll have hers.\Use that root.\Hinode Dance School\Sounds good. I'd love to be there.\What about you, Mom?\Definitely.\So we're set.\All right! I'm going to wear that outfit. response:	I'll start early on work, then.
context: Use that root.\Hinode Dance School\Sounds good. I'd love to be there.\What about you, Mom?\Definitely.\So we're set.\All right! I'm going to wear that outfit.\I'll start early on work, then. response:	I'll help.
context: Hinode Dance School\Sounds good. I'd love to be there.\What about you, Mom?\Definitely.\So we're set.\All right! I'm going to wear that outfit.\I'll start early on work, then.\I'll help. response:	What's that about?
context: Sounds good. I'd love to be there.\What about you, Mom?\Definitely.\So we're set.\All right! I'm going to wear that outfit.\I'll start early on work, then.\I'll help.\What's that about? response:	Everyone's all like, Who's that?
context: What about you, Mom?\Definitely.\So we're set.\All right! I'm going to wear that outfit.\I'll start early on work, then.\I'll help.\What's that about?\Everyone's all like, Who's that? response:	What is he to you?
context: Definitely.\So we're set.\All right! I'm going to wear that outfit.\I'll start early on work, then.\I'll help.\What's that about?\Everyone's all like, Who's that?\What is he to you? response:	Oh.
context: So we're set.\All right! I'm going to wear that outfit.\I'll start early on work, then.\I'll help.\What's that about?\Everyone's all like, Who's that?\What is he to you?\Oh. response:	So, what'd you think?
context: All right! I'm going to wear that outfit.\I'll start early on work, then.\I'll help.\What's that about?\Everyone's all like, Who's that?\What is he to you?\Oh.\So, what'd you think? response:	What'd I think?
context: I'll start early on work, then.\I'll help.\What's that about?\Everyone's all like, Who's that?\What is he to you?\Oh.\So, what'd you think?\What'd I think? response:	Yeah, your thoughts.
context: I'll help.\What's that about?\Everyone's all like, Who's that?\What is he to you?\Oh.\So, what'd you think?\What'd I think?\Yeah, your thoughts. response:	You danced the best out of everyone there, and you were the prettiest.
context: What's that about?\Everyone's all like, Who's that?\What is he to you?\Oh.\So, what'd you think?\What'd I think?\Yeah, your thoughts.\You danced the best out of everyone there, and you were the prettiest. response:	You're
context: Everyone's all like, Who's that?\What is he to you?\Oh.\So, what'd you think?\What'd I think?\Yeah, your thoughts.\You danced the best out of everyone there, and you were the prettiest.\You're response:	leaving after you graduate, aren't you?
context: What is he to you?\Oh.\So, what'd you think?\What'd I think?\Yeah, your thoughts.\You danced the best out of everyone there, and you were the prettiest.\You're\leaving after you graduate, aren't you? response:	Hey,
context: Oh.\So, what'd you think?\What'd I think?\Yeah, your thoughts.\You danced the best out of everyone there, and you were the prettiest.\You're\leaving after you graduate, aren't you?\Hey, response:	I did my best yesterday.
context: So, what'd you think?\What'd I think?\Yeah, your thoughts.\You danced the best out of everyone there, and you were the prettiest.\You're\leaving after you graduate, aren't you?\Hey,\I did my best yesterday. response:	Are you going to Hinode-hama High School
context: What'd I think?\Yeah, your thoughts.\You danced the best out of everyone there, and you were the prettiest.\You're\leaving after you graduate, aren't you?\Hey,\I did my best yesterday.\Are you going to Hinode-hama High School response:	with Onee-chan starting next semester?
context: Yeah, your thoughts.\You danced the best out of everyone there, and you were the prettiest.\You're\leaving after you graduate, aren't you?\Hey,\I did my best yesterday.\Are you going to Hinode-hama High School\with Onee-chan starting next semester? response:	That's my plan.
context: You danced the best out of everyone there, and you were the prettiest.\You're\leaving after you graduate, aren't you?\Hey,\I did my best yesterday.\Are you going to Hinode-hama High School\with Onee-chan starting next semester?\That's my plan. response:	I haven't officially transferred yet.
context: You're\leaving after you graduate, aren't you?\Hey,\I did my best yesterday.\Are you going to Hinode-hama High School\with Onee-chan starting next semester?\That's my plan.\I haven't officially transferred yet. response:	What are you two talking about?
context: leaving after you graduate, aren't you?\Hey,\I did my best yesterday.\Are you going to Hinode-hama High School\with Onee-chan starting next semester?\That's my plan.\I haven't officially transferred yet.\What are you two talking about? response:	He's all yours.
context: Hey,\I did my best yesterday.\Are you going to Hinode-hama High School\with Onee-chan starting next semester?\That's my plan.\I haven't officially transferred yet.\What are you two talking about?\He's all yours. response:	Would you like cake?
context: I did my best yesterday.\Are you going to Hinode-hama High School\with Onee-chan starting next semester?\That's my plan.\I haven't officially transferred yet.\What are you two talking about?\He's all yours.\Would you like cake? response:	I'll have some!
context: Are you going to Hinode-hama High School\with Onee-chan starting next semester?\That's my plan.\I haven't officially transferred yet.\What are you two talking about?\He's all yours.\Would you like cake?\I'll have some! response:	Kakeru, how about you guys?
context: with Onee-chan starting next semester?\That's my plan.\I haven't officially transferred yet.\What are you two talking about?\He's all yours.\Would you like cake?\I'll have some!\Kakeru, how about you guys? response:	Sorry, we're going for a walk.
context: That's my plan.\I haven't officially transferred yet.\What are you two talking about?\He's all yours.\Would you like cake?\I'll have some!\Kakeru, how about you guys?\Sorry, we're going for a walk. response:	I'm starting by 5:30.
context: I haven't officially transferred yet.\What are you two talking about?\He's all yours.\Would you like cake?\I'll have some!\Kakeru, how about you guys?\Sorry, we're going for a walk.\I'm starting by 5:30. response:	Okay.
context: What are you two talking about?\He's all yours.\Would you like cake?\I'll have some!\Kakeru, how about you guys?\Sorry, we're going for a walk.\I'm starting by 5:30.\Okay. response:	Are you sure you want to run with me?
context: He's all yours.\Would you like cake?\I'll have some!\Kakeru, how about you guys?\Sorry, we're going for a walk.\I'm starting by 5:30.\Okay.\Are you sure you want to run with me? response:	No one said that.
context: Would you like cake?\I'll have some!\Kakeru, how about you guys?\Sorry, we're going for a walk.\I'm starting by 5:30.\Okay.\Are you sure you want to run with me?\No one said that. response:	I just got into a habit of running.
context: I'll have some!\Kakeru, how about you guys?\Sorry, we're going for a walk.\I'm starting by 5:30.\Okay.\Are you sure you want to run with me?\No one said that.\I just got into a habit of running. response:	Here you go.
context: Kakeru, how about you guys?\Sorry, we're going for a walk.\I'm starting by 5:30.\Okay.\Are you sure you want to run with me?\No one said that.\I just got into a habit of running.\Here you go. response:	It's really good!
context: Sorry, we're going for a walk.\I'm starting by 5:30.\Okay.\Are you sure you want to run with me?\No one said that.\I just got into a habit of running.\Here you go.\It's really good! response:	These are Chinese onions, tomatoes,
context: I'm starting by 5:30.\Okay.\Are you sure you want to run with me?\No one said that.\I just got into a habit of running.\Here you go.\It's really good!\These are Chinese onions, tomatoes, response:	and boiled spinach.
context: Okay.\Are you sure you want to run with me?\No one said that.\I just got into a habit of running.\Here you go.\It's really good!\These are Chinese onions, tomatoes,\and boiled spinach. response:	Deep-fried vegetables and fried eggs.
context: Are you sure you want to run with me?\No one said that.\I just got into a habit of running.\Here you go.\It's really good!\These are Chinese onions, tomatoes,\and boiled spinach.\Deep-fried vegetables and fried eggs. response:	Sorry, chopsticks.
context: No one said that.\I just got into a habit of running.\Here you go.\It's really good!\These are Chinese onions, tomatoes,\and boiled spinach.\Deep-fried vegetables and fried eggs.\Sorry, chopsticks. response:	Here.
context: I just got into a habit of running.\Here you go.\It's really good!\These are Chinese onions, tomatoes,\and boiled spinach.\Deep-fried vegetables and fried eggs.\Sorry, chopsticks.\Here. response:	Thanks.
context: Here you go.\It's really good!\These are Chinese onions, tomatoes,\and boiled spinach.\Deep-fried vegetables and fried eggs.\Sorry, chopsticks.\Here.\Thanks. response:	The other day,
context: It's really good!\These are Chinese onions, tomatoes,\and boiled spinach.\Deep-fried vegetables and fried eggs.\Sorry, chopsticks.\Here.\Thanks.\The other day, response:	at Kirinkan...
context: These are Chinese onions, tomatoes,\and boiled spinach.\Deep-fried vegetables and fried eggs.\Sorry, chopsticks.\Here.\Thanks.\The other day,\at Kirinkan... response:	Yeah, what about it?
context: and boiled spinach.\Deep-fried vegetables and fried eggs.\Sorry, chopsticks.\Here.\Thanks.\The other day,\at Kirinkan...\Yeah, what about it? response:	There was something I couldn't say.
context: Deep-fried vegetables and fried eggs.\Sorry, chopsticks.\Here.\Thanks.\The other day,\at Kirinkan...\Yeah, what about it?\There was something I couldn't say. response:	Sorry.
context: Sorry, chopsticks.\Here.\Thanks.\The other day,\at Kirinkan...\Yeah, what about it?\There was something I couldn't say.\Sorry. response:	I did something awful, and I got you wound up in it.
context: Here.\Thanks.\The other day,\at Kirinkan...\Yeah, what about it?\There was something I couldn't say.\Sorry.\I did something awful, and I got you wound up in it. response:	I'm sorry.
context: Thanks.\The other day,\at Kirinkan...\Yeah, what about it?\There was something I couldn't say.\Sorry.\I did something awful, and I got you wound up in it.\I'm sorry. response:	Sure,
context: The other day,\at Kirinkan...\Yeah, what about it?\There was something I couldn't say.\Sorry.\I did something awful, and I got you wound up in it.\I'm sorry.\Sure, response:	this hike, too.
context: at Kirinkan...\Yeah, what about it?\There was something I couldn't say.\Sorry.\I did something awful, and I got you wound up in it.\I'm sorry.\Sure,\this hike, too. response:	For tomorrow.
context: Yeah, what about it?\There was something I couldn't say.\Sorry.\I did something awful, and I got you wound up in it.\I'm sorry.\Sure,\this hike, too.\For tomorrow. response:	It is, isn't it?
context: There was something I couldn't say.\Sorry.\I did something awful, and I got you wound up in it.\I'm sorry.\Sure,\this hike, too.\For tomorrow.\It is, isn't it? response:	I've always been seeing shiny things,
context: Sorry.\I did something awful, and I got you wound up in it.\I'm sorry.\Sure,\this hike, too.\For tomorrow.\It is, isn't it?\I've always been seeing shiny things, response:	partly because of my dad's job as a glassblower.
context: I did something awful, and I got you wound up in it.\I'm sorry.\Sure,\this hike, too.\For tomorrow.\It is, isn't it?\I've always been seeing shiny things,\partly because of my dad's job as a glassblower. response:	I don't know what they are again.
context: I'm sorry.\Sure,\this hike, too.\For tomorrow.\It is, isn't it?\I've always been seeing shiny things,\partly because of my dad's job as a glassblower.\I don't know what they are again. response:	I wonder when I started seeing them.
context: Sure,\this hike, too.\For tomorrow.\It is, isn't it?\I've always been seeing shiny things,\partly because of my dad's job as a glassblower.\I don't know what they are again.\I wonder when I started seeing them. response:	Can I see that for a second?
context: this hike, too.\For tomorrow.\It is, isn't it?\I've always been seeing shiny things,\partly because of my dad's job as a glassblower.\I don't know what they are again.\I wonder when I started seeing them.\Can I see that for a second? response:	Sure.
context: For tomorrow.\It is, isn't it?\I've always been seeing shiny things,\partly because of my dad's job as a glassblower.\I don't know what they are again.\I wonder when I started seeing them.\Can I see that for a second?\Sure. response:	Our experiment's about to begin.
context: It is, isn't it?\I've always been seeing shiny things,\partly because of my dad's job as a glassblower.\I don't know what they are again.\I wonder when I started seeing them.\Can I see that for a second?\Sure.\Our experiment's about to begin. response:	I hope we learn something.
context: I've always been seeing shiny things,\partly because of my dad's job as a glassblower.\I don't know what they are again.\I wonder when I started seeing them.\Can I see that for a second?\Sure.\Our experiment's about to begin.\I hope we learn something. response:	Yeah, but
context: partly because of my dad's job as a glassblower.\I don't know what they are again.\I wonder when I started seeing them.\Can I see that for a second?\Sure.\Our experiment's about to begin.\I hope we learn something.\Yeah, but response:	maybe we don't have to.
context: I don't know what they are again.\I wonder when I started seeing them.\Can I see that for a second?\Sure.\Our experiment's about to begin.\I hope we learn something.\Yeah, but\maybe we don't have to. response:	I never thought our families would
context: I wonder when I started seeing them.\Can I see that for a second?\Sure.\Our experiment's about to begin.\I hope we learn something.\Yeah, but\maybe we don't have to.\I never thought our families would response:	get together to listen to my mom play piano.
context: Can I see that for a second?\Sure.\Our experiment's about to begin.\I hope we learn something.\Yeah, but\maybe we don't have to.\I never thought our families would\get together to listen to my mom play piano. response:	But maybe
context: Sure.\Our experiment's about to begin.\I hope we learn something.\Yeah, but\maybe we don't have to.\I never thought our families would\get together to listen to my mom play piano.\But maybe response:	that's enough.
context: Our experiment's about to begin.\I hope we learn something.\Yeah, but\maybe we don't have to.\I never thought our families would\get together to listen to my mom play piano.\But maybe\that's enough. response:	Kakeru-kun, are you
context: I hope we learn something.\Yeah, but\maybe we don't have to.\I never thought our families would\get together to listen to my mom play piano.\But maybe\that's enough.\Kakeru-kun, are you response:	Yeah,
context: Yeah, but\maybe we don't have to.\I never thought our families would\get together to listen to my mom play piano.\But maybe\that's enough.\Kakeru-kun, are you\Yeah, response:	I think I'm afraid.
context: maybe we don't have to.\I never thought our families would\get together to listen to my mom play piano.\But maybe\that's enough.\Kakeru-kun, are you\Yeah,\I think I'm afraid. response:	Can you see it too, Kakeru-kun?
context: I never thought our families would\get together to listen to my mom play piano.\But maybe\that's enough.\Kakeru-kun, are you\Yeah,\I think I'm afraid.\Can you see it too, Kakeru-kun? response:	Yeah.
context: get together to listen to my mom play piano.\But maybe\that's enough.\Kakeru-kun, are you\Yeah,\I think I'm afraid.\Can you see it too, Kakeru-kun?\Yeah. response:	Your knees get so messed up on the way down.
context: But maybe\that's enough.\Kakeru-kun, are you\Yeah,\I think I'm afraid.\Can you see it too, Kakeru-kun?\Yeah.\Your knees get so messed up on the way down. response:	Can you hear my voice?
context: that's enough.\Kakeru-kun, are you\Yeah,\I think I'm afraid.\Can you see it too, Kakeru-kun?\Yeah.\Your knees get so messed up on the way down.\Can you hear my voice? response:	Yeah, I can.
context: Kakeru-kun, are you\Yeah,\I think I'm afraid.\Can you see it too, Kakeru-kun?\Yeah.\Your knees get so messed up on the way down.\Can you hear my voice?\Yeah, I can. response:	The other person is nearby, but you can't see her.
context: Yeah,\I think I'm afraid.\Can you see it too, Kakeru-kun?\Yeah.\Your knees get so messed up on the way down.\Can you hear my voice?\Yeah, I can.\The other person is nearby, but you can't see her. response:	Isn't that weird?
context: I think I'm afraid.\Can you see it too, Kakeru-kun?\Yeah.\Your knees get so messed up on the way down.\Can you hear my voice?\Yeah, I can.\The other person is nearby, but you can't see her.\Isn't that weird? response:	Can you see me?
context: Can you see it too, Kakeru-kun?\Yeah.\Your knees get so messed up on the way down.\Can you hear my voice?\Yeah, I can.\The other person is nearby, but you can't see her.\Isn't that weird?\Can you see me? response:	I can't see too well yet.
context: Yeah.\Your knees get so messed up on the way down.\Can you hear my voice?\Yeah, I can.\The other person is nearby, but you can't see her.\Isn't that weird?\Can you see me?\I can't see too well yet. response:	What's wrong?
context: Your knees get so messed up on the way down.\Can you hear my voice?\Yeah, I can.\The other person is nearby, but you can't see her.\Isn't that weird?\Can you see me?\I can't see too well yet.\What's wrong? response:	I think I might be afraid to be with you.
context: Can you hear my voice?\Yeah, I can.\The other person is nearby, but you can't see her.\Isn't that weird?\Can you see me?\I can't see too well yet.\What's wrong?\I think I might be afraid to be with you. response:	Mom's asking me if I want to
context: Yeah, I can.\The other person is nearby, but you can't see her.\Isn't that weird?\Can you see me?\I can't see too well yet.\What's wrong?\I think I might be afraid to be with you.\Mom's asking me if I want to response:	go on tour with her around the world.
context: The other person is nearby, but you can't see her.\Isn't that weird?\Can you see me?\I can't see too well yet.\What's wrong?\I think I might be afraid to be with you.\Mom's asking me if I want to\go on tour with her around the world. response:	Kakeru-kun, what are you talking about?
context: Isn't that weird?\Can you see me?\I can't see too well yet.\What's wrong?\I think I might be afraid to be with you.\Mom's asking me if I want to\go on tour with her around the world.\Kakeru-kun, what are you talking about? response:	Are you saying you might leave soon?
context: Can you see me?\I can't see too well yet.\What's wrong?\I think I might be afraid to be with you.\Mom's asking me if I want to\go on tour with her around the world.\Kakeru-kun, what are you talking about?\Are you saying you might leave soon? response:	I think I've had enough of experiencing
context: I can't see too well yet.\What's wrong?\I think I might be afraid to be with you.\Mom's asking me if I want to\go on tour with her around the world.\Kakeru-kun, what are you talking about?\Are you saying you might leave soon?\I think I've had enough of experiencing response:	the sudden, expected loneliness.
context: What's wrong?\I think I might be afraid to be with you.\Mom's asking me if I want to\go on tour with her around the world.\Kakeru-kun, what are you talking about?\Are you saying you might leave soon?\I think I've had enough of experiencing\the sudden, expected loneliness. response:	But we were together all day yesterday.
context: I think I might be afraid to be with you.\Mom's asking me if I want to\go on tour with her around the world.\Kakeru-kun, what are you talking about?\Are you saying you might leave soon?\I think I've had enough of experiencing\the sudden, expected loneliness.\But we were together all day yesterday. response:	I'm home.
context: Mom's asking me if I want to\go on tour with her around the world.\Kakeru-kun, what are you talking about?\Are you saying you might leave soon?\I think I've had enough of experiencing\the sudden, expected loneliness.\But we were together all day yesterday.\I'm home. response:	Onee-chan, come on! We're starting.
context: go on tour with her around the world.\Kakeru-kun, what are you talking about?\Are you saying you might leave soon?\I think I've had enough of experiencing\the sudden, expected loneliness.\But we were together all day yesterday.\I'm home.\Onee-chan, come on! We're starting. response:	Have a seat over there.
context: Kakeru-kun, what are you talking about?\Are you saying you might leave soon?\I think I've had enough of experiencing\the sudden, expected loneliness.\But we were together all day yesterday.\I'm home.\Onee-chan, come on! We're starting.\Have a seat over there. response:	If that's really a fragment of the future,
context: Are you saying you might leave soon?\I think I've had enough of experiencing\the sudden, expected loneliness.\But we were together all day yesterday.\I'm home.\Onee-chan, come on! We're starting.\Have a seat over there.\If that's really a fragment of the future, response:	it means we'll see the fireworks together next year, right?
context: I think I've had enough of experiencing\the sudden, expected loneliness.\But we were together all day yesterday.\I'm home.\Onee-chan, come on! We're starting.\Have a seat over there.\If that's really a fragment of the future,\it means we'll see the fireworks together next year, right? response:	Once we're down the mountain, I want to go to Kazemichi.
context: the sudden, expected loneliness.\But we were together all day yesterday.\I'm home.\Onee-chan, come on! We're starting.\Have a seat over there.\If that's really a fragment of the future,\it means we'll see the fireworks together next year, right?\Once we're down the mountain, I want to go to Kazemichi. response:	Sure thing.
context: But we were together all day yesterday.\I'm home.\Onee-chan, come on! We're starting.\Have a seat over there.\If that's really a fragment of the future,\it means we'll see the fireworks together next year, right?\Once we're down the mountain, I want to go to Kazemichi.\Sure thing. response:	What's wrong?
context: I'm home.\Onee-chan, come on! We're starting.\Have a seat over there.\If that's really a fragment of the future,\it means we'll see the fireworks together next year, right?\Once we're down the mountain, I want to go to Kazemichi.\Sure thing.\What's wrong? response:	I need to talk to Touko again.
context: Onee-chan, come on! We're starting.\Have a seat over there.\If that's really a fragment of the future,\it means we'll see the fireworks together next year, right?\Once we're down the mountain, I want to go to Kazemichi.\Sure thing.\What's wrong?\I need to talk to Touko again. response:	It's been a while. How about we go to Kazemichi later?
context: Have a seat over there.\If that's really a fragment of the future,\it means we'll see the fireworks together next year, right?\Once we're down the mountain, I want to go to Kazemichi.\Sure thing.\What's wrong?\I need to talk to Touko again.\It's been a while. How about we go to Kazemichi later? response:	Yeah.
context: If that's really a fragment of the future,\it means we'll see the fireworks together next year, right?\Once we're down the mountain, I want to go to Kazemichi.\Sure thing.\What's wrong?\I need to talk to Touko again.\It's been a while. How about we go to Kazemichi later?\Yeah. response:	Just hurry up and introduce yourselves.
context: it means we'll see the fireworks together next year, right?\Once we're down the mountain, I want to go to Kazemichi.\Sure thing.\What's wrong?\I need to talk to Touko again.\It's been a while. How about we go to Kazemichi later?\Yeah.\Just hurry up and introduce yourselves. response:	I'm Hiro Shirosaki.
context: Once we're down the mountain, I want to go to Kazemichi.\Sure thing.\What's wrong?\I need to talk to Touko again.\It's been a while. How about we go to Kazemichi later?\Yeah.\Just hurry up and introduce yourselves.\I'm Hiro Shirosaki. response:	Yanagi Takayama.
context: Sure thing.\What's wrong?\I need to talk to Touko again.\It's been a while. How about we go to Kazemichi later?\Yeah.\Just hurry up and introduce yourselves.\I'm Hiro Shirosaki.\Yanagi Takayama. response:	I'm Yukinari Imi.
context: What's wrong?\I need to talk to Touko again.\It's been a while. How about we go to Kazemichi later?\Yeah.\Just hurry up and introduce yourselves.\I'm Hiro Shirosaki.\Yanagi Takayama.\I'm Yukinari Imi. response:	I'm Sachi Nagamiya.
context: I need to talk to Touko again.\It's been a while. How about we go to Kazemichi later?\Yeah.\Just hurry up and introduce yourselves.\I'm Hiro Shirosaki.\Yanagi Takayama.\I'm Yukinari Imi.\I'm Sachi Nagamiya. response:	Um, you can see me?
context: It's been a while. How about we go to Kazemichi later?\Yeah.\Just hurry up and introduce yourselves.\I'm Hiro Shirosaki.\Yanagi Takayama.\I'm Yukinari Imi.\I'm Sachi Nagamiya.\Um, you can see me? response:	Episode 12 Fireworks (Once Again)
