context: Interviews with Monster Girls response:	Demi-chans Want to Try
context: It's just making me anxious...\Do I really even have an aphrodisiac effect?\Damn, she's sexy!\It's like I can physically see the sex appeal!\I actually feel like I've reverted back to a hormonal teenager.\I'd better try not to look at her whole body like normal.\I'll just focus on the spot right above her eyes...\Wow, her hair looks so silky... response:	Wait, no!
context: Do I really even have an aphrodisiac effect?\Damn, she's sexy!\It's like I can physically see the sex appeal!\I actually feel like I've reverted back to a hormonal teenager.\I'd better try not to look at her whole body like normal.\I'll just focus on the spot right above her eyes...\Wow, her hair looks so silky...\Wait, no! response:	I can't believe a little clothing makes this much difference.
context: Damn, she's sexy!\It's like I can physically see the sex appeal!\I actually feel like I've reverted back to a hormonal teenager.\I'd better try not to look at her whole body like normal.\I'll just focus on the spot right above her eyes...\Wow, her hair looks so silky...\Wait, no!\I can't believe a little clothing makes this much difference. response:	Now I see how thorough she normally is.
context: It's like I can physically see the sex appeal!\I actually feel like I've reverted back to a hormonal teenager.\I'd better try not to look at her whole body like normal.\I'll just focus on the spot right above her eyes...\Wow, her hair looks so silky...\Wait, no!\I can't believe a little clothing makes this much difference.\Now I see how thorough she normally is. response:	With her usual look, as long as I don't touch her, I feel nothing.
context: I actually feel like I've reverted back to a hormonal teenager.\I'd better try not to look at her whole body like normal.\I'll just focus on the spot right above her eyes...\Wow, her hair looks so silky...\Wait, no!\I can't believe a little clothing makes this much difference.\Now I see how thorough she normally is.\With her usual look, as long as I don't touch her, I feel nothing. response:	I just had a thought...
context: I'd better try not to look at her whole body like normal.\I'll just focus on the spot right above her eyes...\Wow, her hair looks so silky...\Wait, no!\I can't believe a little clothing makes this much difference.\Now I see how thorough she normally is.\With her usual look, as long as I don't touch her, I feel nothing.\I just had a thought... response:	Yes?
context: I'll just focus on the spot right above her eyes...\Wow, her hair looks so silky...\Wait, no!\I can't believe a little clothing makes this much difference.\Now I see how thorough she normally is.\With her usual look, as long as I don't touch her, I feel nothing.\I just had a thought...\Yes? response:	Couldn't you dress a bit more casually on a regular basis?
context: Wow, her hair looks so silky...\Wait, no!\I can't believe a little clothing makes this much difference.\Now I see how thorough she normally is.\With her usual look, as long as I don't touch her, I feel nothing.\I just had a thought...\Yes?\Couldn't you dress a bit more casually on a regular basis? response:	Huh?
context: Wait, no!\I can't believe a little clothing makes this much difference.\Now I see how thorough she normally is.\With her usual look, as long as I don't touch her, I feel nothing.\I just had a thought...\Yes?\Couldn't you dress a bit more casually on a regular basis?\Huh? response:	It must be suffocating, being so careful every day.
context: I can't believe a little clothing makes this much difference.\Now I see how thorough she normally is.\With her usual look, as long as I don't touch her, I feel nothing.\I just had a thought...\Yes?\Couldn't you dress a bit more casually on a regular basis?\Huh?\It must be suffocating, being so careful every day. response:	If you loosen up a tiny bit,
context: Now I see how thorough she normally is.\With her usual look, as long as I don't touch her, I feel nothing.\I just had a thought...\Yes?\Couldn't you dress a bit more casually on a regular basis?\Huh?\It must be suffocating, being so careful every day.\If you loosen up a tiny bit, response:	your aphrodisiac effect won't be problematic, right?
context: With her usual look, as long as I don't touch her, I feel nothing.\I just had a thought...\Yes?\Couldn't you dress a bit more casually on a regular basis?\Huh?\It must be suffocating, being so careful every day.\If you loosen up a tiny bit,\your aphrodisiac effect won't be problematic, right? response:	U-Um, well...
context: I just had a thought...\Yes?\Couldn't you dress a bit more casually on a regular basis?\Huh?\It must be suffocating, being so careful every day.\If you loosen up a tiny bit,\your aphrodisiac effect won't be problematic, right?\U-Um, well... response:	Takahashi-sensei,
context: Yes?\Couldn't you dress a bit more casually on a regular basis?\Huh?\It must be suffocating, being so careful every day.\If you loosen up a tiny bit,\your aphrodisiac effect won't be problematic, right?\U-Um, well...\Takahashi-sensei, response:	do you think feelings of affection for a succubus can be real?
context: Couldn't you dress a bit more casually on a regular basis?\Huh?\It must be suffocating, being so careful every day.\If you loosen up a tiny bit,\your aphrodisiac effect won't be problematic, right?\U-Um, well...\Takahashi-sensei,\do you think feelings of affection for a succubus can be real? response:	Real?
context: Huh?\It must be suffocating, being so careful every day.\If you loosen up a tiny bit,\your aphrodisiac effect won't be problematic, right?\U-Um, well...\Takahashi-sensei,\do you think feelings of affection for a succubus can be real?\Real? response:	I mean... I think the aphrodisiac effect
context: It must be suffocating, being so careful every day.\If you loosen up a tiny bit,\your aphrodisiac effect won't be problematic, right?\U-Um, well...\Takahashi-sensei,\do you think feelings of affection for a succubus can be real?\Real?\I mean... I think the aphrodisiac effect response:	just jacks up any feelings one has for a succubus.
context: If you loosen up a tiny bit,\your aphrodisiac effect won't be problematic, right?\U-Um, well...\Takahashi-sensei,\do you think feelings of affection for a succubus can be real?\Real?\I mean... I think the aphrodisiac effect\just jacks up any feelings one has for a succubus. response:	The reason I go to such lengths is because
context: your aphrodisiac effect won't be problematic, right?\U-Um, well...\Takahashi-sensei,\do you think feelings of affection for a succubus can be real?\Real?\I mean... I think the aphrodisiac effect\just jacks up any feelings one has for a succubus.\The reason I go to such lengths is because response:	I want to avoid influencing men to develop such feelings for me.
context: U-Um, well...\Takahashi-sensei,\do you think feelings of affection for a succubus can be real?\Real?\I mean... I think the aphrodisiac effect\just jacks up any feelings one has for a succubus.\The reason I go to such lengths is because\I want to avoid influencing men to develop such feelings for me. response:	This is purely my own opinion.
context: Takahashi-sensei,\do you think feelings of affection for a succubus can be real?\Real?\I mean... I think the aphrodisiac effect\just jacks up any feelings one has for a succubus.\The reason I go to such lengths is because\I want to avoid influencing men to develop such feelings for me.\This is purely my own opinion. response:	O-Okay.
context: do you think feelings of affection for a succubus can be real?\Real?\I mean... I think the aphrodisiac effect\just jacks up any feelings one has for a succubus.\The reason I go to such lengths is because\I want to avoid influencing men to develop such feelings for me.\This is purely my own opinion.\O-Okay. response:	First, the difference between normal women and succubi,
context: Real?\I mean... I think the aphrodisiac effect\just jacks up any feelings one has for a succubus.\The reason I go to such lengths is because\I want to avoid influencing men to develop such feelings for me.\This is purely my own opinion.\O-Okay.\First, the difference between normal women and succubi, response:	in my mind, is practically nonexistent, besides the inborn nature of succubi.
context: I mean... I think the aphrodisiac effect\just jacks up any feelings one has for a succubus.\The reason I go to such lengths is because\I want to avoid influencing men to develop such feelings for me.\This is purely my own opinion.\O-Okay.\First, the difference between normal women and succubi,\in my mind, is practically nonexistent, besides the inborn nature of succubi. response:	Normal women can also drastically change
context: just jacks up any feelings one has for a succubus.\The reason I go to such lengths is because\I want to avoid influencing men to develop such feelings for me.\This is purely my own opinion.\O-Okay.\First, the difference between normal women and succubi,\in my mind, is practically nonexistent, besides the inborn nature of succubi.\Normal women can also drastically change response:	their appeal with some clothing, like you did just now.
context: The reason I go to such lengths is because\I want to avoid influencing men to develop such feelings for me.\This is purely my own opinion.\O-Okay.\First, the difference between normal women and succubi,\in my mind, is practically nonexistent, besides the inborn nature of succubi.\Normal women can also drastically change\their appeal with some clothing, like you did just now. response:	So what is the difference?
context: I want to avoid influencing men to develop such feelings for me.\This is purely my own opinion.\O-Okay.\First, the difference between normal women and succubi,\in my mind, is practically nonexistent, besides the inborn nature of succubi.\Normal women can also drastically change\their appeal with some clothing, like you did just now.\So what is the difference? response:	Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off
context: This is purely my own opinion.\O-Okay.\First, the difference between normal women and succubi,\in my mind, is practically nonexistent, besides the inborn nature of succubi.\Normal women can also drastically change\their appeal with some clothing, like you did just now.\So what is the difference?\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off response:	It's this margin.
context: O-Okay.\First, the difference between normal women and succubi,\in my mind, is practically nonexistent, besides the inborn nature of succubi.\Normal women can also drastically change\their appeal with some clothing, like you did just now.\So what is the difference?\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\It's this margin. response:	Basically, a succubus's aphrodisiac effect is a matter of degree.
context: First, the difference between normal women and succubi,\in my mind, is practically nonexistent, besides the inborn nature of succubi.\Normal women can also drastically change\their appeal with some clothing, like you did just now.\So what is the difference?\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\It's this margin.\Basically, a succubus's aphrodisiac effect is a matter of degree. response:	Can we work with this assumption?
context: in my mind, is practically nonexistent, besides the inborn nature of succubi.\Normal women can also drastically change\their appeal with some clothing, like you did just now.\So what is the difference?\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\It's this margin.\Basically, a succubus's aphrodisiac effect is a matter of degree.\Can we work with this assumption? response:	Sure. Please continue.
context: Normal women can also drastically change\their appeal with some clothing, like you did just now.\So what is the difference?\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\It's this margin.\Basically, a succubus's aphrodisiac effect is a matter of degree.\Can we work with this assumption?\Sure. Please continue. response:	That being the case, what remains is the perception of this margin.
context: their appeal with some clothing, like you did just now.\So what is the difference?\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\It's this margin.\Basically, a succubus's aphrodisiac effect is a matter of degree.\Can we work with this assumption?\Sure. Please continue.\That being the case, what remains is the perception of this margin. response:	A moment ago, you expressed this difference
context: So what is the difference?\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\It's this margin.\Basically, a succubus's aphrodisiac effect is a matter of degree.\Can we work with this assumption?\Sure. Please continue.\That being the case, what remains is the perception of this margin.\A moment ago, you expressed this difference response:	as feelings that are jacked up, but I don't see it that way.
context: Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\It's this margin.\Basically, a succubus's aphrodisiac effect is a matter of degree.\Can we work with this assumption?\Sure. Please continue.\That being the case, what remains is the perception of this margin.\A moment ago, you expressed this difference\as feelings that are jacked up, but I don't see it that way. response:	Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off
context: It's this margin.\Basically, a succubus's aphrodisiac effect is a matter of degree.\Can we work with this assumption?\Sure. Please continue.\That being the case, what remains is the perception of this margin.\A moment ago, you expressed this difference\as feelings that are jacked up, but I don't see it that way.\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off response:	Physical allure varies with time and place, the situation, and one's condition.
context: Basically, a succubus's aphrodisiac effect is a matter of degree.\Can we work with this assumption?\Sure. Please continue.\That being the case, what remains is the perception of this margin.\A moment ago, you expressed this difference\as feelings that are jacked up, but I don't see it that way.\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\Physical allure varies with time and place, the situation, and one's condition. response:	Just as those combine for one's physical allure,
context: Can we work with this assumption?\Sure. Please continue.\That being the case, what remains is the perception of this margin.\A moment ago, you expressed this difference\as feelings that are jacked up, but I don't see it that way.\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\Physical allure varies with time and place, the situation, and one's condition.\Just as those combine for one's physical allure, response:	I think your aphrodisiac effect is part of your allure, too.
context: Sure. Please continue.\That being the case, what remains is the perception of this margin.\A moment ago, you expressed this difference\as feelings that are jacked up, but I don't see it that way.\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\Physical allure varies with time and place, the situation, and one's condition.\Just as those combine for one's physical allure,\I think your aphrodisiac effect is part of your allure, too. response:	In other words, I don't think there's any such thing as fake feelings for someone.
context: That being the case, what remains is the perception of this margin.\A moment ago, you expressed this difference\as feelings that are jacked up, but I don't see it that way.\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\Physical allure varies with time and place, the situation, and one's condition.\Just as those combine for one's physical allure,\I think your aphrodisiac effect is part of your allure, too.\In other words, I don't think there's any such thing as fake feelings for someone. response:	In my opinion, as an actual succubus...
context: A moment ago, you expressed this difference\as feelings that are jacked up, but I don't see it that way.\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\Physical allure varies with time and place, the situation, and one's condition.\Just as those combine for one's physical allure,\I think your aphrodisiac effect is part of your allure, too.\In other words, I don't think there's any such thing as fake feelings for someone.\In my opinion, as an actual succubus... response:	Yes? Please share.
context: as feelings that are jacked up, but I don't see it that way.\Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\Physical allure varies with time and place, the situation, and one's condition.\Just as those combine for one's physical allure,\I think your aphrodisiac effect is part of your allure, too.\In other words, I don't think there's any such thing as fake feelings for someone.\In my opinion, as an actual succubus...\Yes? Please share. response:	Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off
context: Sexiness Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\Physical allure varies with time and place, the situation, and one's condition.\Just as those combine for one's physical allure,\I think your aphrodisiac effect is part of your allure, too.\In other words, I don't think there's any such thing as fake feelings for someone.\In my opinion, as an actual succubus...\Yes? Please share.\Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off response:	This is kind of fun.
context: Physical allure varies with time and place, the situation, and one's condition.\Just as those combine for one's physical allure,\I think your aphrodisiac effect is part of your allure, too.\In other words, I don't think there's any such thing as fake feelings for someone.\In my opinion, as an actual succubus...\Yes? Please share.\Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\This is kind of fun. response:	Sharing our ideas, respecting one another,
context: Just as those combine for one's physical allure,\I think your aphrodisiac effect is part of your allure, too.\In other words, I don't think there's any such thing as fake feelings for someone.\In my opinion, as an actual succubus...\Yes? Please share.\Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\This is kind of fun.\Sharing our ideas, respecting one another, response:	and looking for common ground.
context: I think your aphrodisiac effect is part of your allure, too.\In other words, I don't think there's any such thing as fake feelings for someone.\In my opinion, as an actual succubus...\Yes? Please share.\Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\This is kind of fun.\Sharing our ideas, respecting one another,\and looking for common ground. response:	And what makes it fun isn't that we're talking about succubi.
context: In other words, I don't think there's any such thing as fake feelings for someone.\In my opinion, as an actual succubus...\Yes? Please share.\Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\This is kind of fun.\Sharing our ideas, respecting one another,\and looking for common ground.\And what makes it fun isn't that we're talking about succubi. response:	I guess I just really like him.
context: In my opinion, as an actual succubus...\Yes? Please share.\Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\This is kind of fun.\Sharing our ideas, respecting one another,\and looking for common ground.\And what makes it fun isn't that we're talking about succubi.\I guess I just really like him. response:	It might be unfair to Ugaki-san, after he gave me a push,
context: Yes? Please share.\Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\This is kind of fun.\Sharing our ideas, respecting one another,\and looking for common ground.\And what makes it fun isn't that we're talking about succubi.\I guess I just really like him.\It might be unfair to Ugaki-san, after he gave me a push, response:	but I won't use my aphrodisiac effect, after all.
context: Normal Women: Clothes on Normal Women: Clothes off Succubi: Clothes on Succubi: Clothes off\This is kind of fun.\Sharing our ideas, respecting one another,\and looking for common ground.\And what makes it fun isn't that we're talking about succubi.\I guess I just really like him.\It might be unfair to Ugaki-san, after he gave me a push,\but I won't use my aphrodisiac effect, after all. response:	Takahashi-sensei responds to me with sincerity.
context: This is kind of fun.\Sharing our ideas, respecting one another,\and looking for common ground.\And what makes it fun isn't that we're talking about succubi.\I guess I just really like him.\It might be unfair to Ugaki-san, after he gave me a push,\but I won't use my aphrodisiac effect, after all.\Takahashi-sensei responds to me with sincerity. response:	So I think I should try to be sincere, too.
context: Sharing our ideas, respecting one another,\and looking for common ground.\And what makes it fun isn't that we're talking about succubi.\I guess I just really like him.\It might be unfair to Ugaki-san, after he gave me a push,\but I won't use my aphrodisiac effect, after all.\Takahashi-sensei responds to me with sincerity.\So I think I should try to be sincere, too. response:	I know what Takahashi-sensei said,
context: and looking for common ground.\And what makes it fun isn't that we're talking about succubi.\I guess I just really like him.\It might be unfair to Ugaki-san, after he gave me a push,\but I won't use my aphrodisiac effect, after all.\Takahashi-sensei responds to me with sincerity.\So I think I should try to be sincere, too.\I know what Takahashi-sensei said, response:	but using my aphrodisiac effect is beyond my ability.
context: And what makes it fun isn't that we're talking about succubi.\I guess I just really like him.\It might be unfair to Ugaki-san, after he gave me a push,\but I won't use my aphrodisiac effect, after all.\Takahashi-sensei responds to me with sincerity.\So I think I should try to be sincere, too.\I know what Takahashi-sensei said,\but using my aphrodisiac effect is beyond my ability. response:	As long as I'm aware of that, I shouldn't use it.
context: I guess I just really like him.\It might be unfair to Ugaki-san, after he gave me a push,\but I won't use my aphrodisiac effect, after all.\Takahashi-sensei responds to me with sincerity.\So I think I should try to be sincere, too.\I know what Takahashi-sensei said,\but using my aphrodisiac effect is beyond my ability.\As long as I'm aware of that, I shouldn't use it. response:	But someday, I hope I can find some common ground with it,
context: It might be unfair to Ugaki-san, after he gave me a push,\but I won't use my aphrodisiac effect, after all.\Takahashi-sensei responds to me with sincerity.\So I think I should try to be sincere, too.\I know what Takahashi-sensei said,\but using my aphrodisiac effect is beyond my ability.\As long as I'm aware of that, I shouldn't use it.\But someday, I hope I can find some common ground with it, response:	so I'll know to what extent I can use it.
context: but I won't use my aphrodisiac effect, after all.\Takahashi-sensei responds to me with sincerity.\So I think I should try to be sincere, too.\I know what Takahashi-sensei said,\but using my aphrodisiac effect is beyond my ability.\As long as I'm aware of that, I shouldn't use it.\But someday, I hope I can find some common ground with it,\so I'll know to what extent I can use it. response:	Sorry about that.
context: Takahashi-sensei responds to me with sincerity.\So I think I should try to be sincere, too.\I know what Takahashi-sensei said,\but using my aphrodisiac effect is beyond my ability.\As long as I'm aware of that, I shouldn't use it.\But someday, I hope I can find some common ground with it,\so I'll know to what extent I can use it.\Sorry about that. response:	No problem.
context: So I think I should try to be sincere, too.\I know what Takahashi-sensei said,\but using my aphrodisiac effect is beyond my ability.\As long as I'm aware of that, I shouldn't use it.\But someday, I hope I can find some common ground with it,\so I'll know to what extent I can use it.\Sorry about that.\No problem. response:	Maybe I can use just that much of it.
context: I know what Takahashi-sensei said,\but using my aphrodisiac effect is beyond my ability.\As long as I'm aware of that, I shouldn't use it.\But someday, I hope I can find some common ground with it,\so I'll know to what extent I can use it.\Sorry about that.\No problem.\Maybe I can use just that much of it. response:	And so...
context: but using my aphrodisiac effect is beyond my ability.\As long as I'm aware of that, I shouldn't use it.\But someday, I hope I can find some common ground with it,\so I'll know to what extent I can use it.\Sorry about that.\No problem.\Maybe I can use just that much of it.\And so... response:	That's how I got to see Takahashi-sensei embarrassed!
context: As long as I'm aware of that, I shouldn't use it.\But someday, I hope I can find some common ground with it,\so I'll know to what extent I can use it.\Sorry about that.\No problem.\Maybe I can use just that much of it.\And so...\That's how I got to see Takahashi-sensei embarrassed! response:	Good for you.
context: But someday, I hope I can find some common ground with it,\so I'll know to what extent I can use it.\Sorry about that.\No problem.\Maybe I can use just that much of it.\And so...\That's how I got to see Takahashi-sensei embarrassed!\Good for you. response:	And we shared our opinions about succubi with each other...
context: so I'll know to what extent I can use it.\Sorry about that.\No problem.\Maybe I can use just that much of it.\And so...\That's how I got to see Takahashi-sensei embarrassed!\Good for you.\And we shared our opinions about succubi with each other... response:	What, you two have differing opinions?
context: Sorry about that.\No problem.\Maybe I can use just that much of it.\And so...\That's how I got to see Takahashi-sensei embarrassed!\Good for you.\And we shared our opinions about succubi with each other...\What, you two have differing opinions? response:	You gonna be okay like that?
context: No problem.\Maybe I can use just that much of it.\And so...\That's how I got to see Takahashi-sensei embarrassed!\Good for you.\And we shared our opinions about succubi with each other...\What, you two have differing opinions?\You gonna be okay like that? response:	You've got it all wrong!
context: Maybe I can use just that much of it.\And so...\That's how I got to see Takahashi-sensei embarrassed!\Good for you.\And we shared our opinions about succubi with each other...\What, you two have differing opinions?\You gonna be okay like that?\You've got it all wrong! response:	It's good that our opinions differ!
context: And so...\That's how I got to see Takahashi-sensei embarrassed!\Good for you.\And we shared our opinions about succubi with each other...\What, you two have differing opinions?\You gonna be okay like that?\You've got it all wrong!\It's good that our opinions differ! response:	You just don't understand, Ugaki-san!
context: That's how I got to see Takahashi-sensei embarrassed!\Good for you.\And we shared our opinions about succubi with each other...\What, you two have differing opinions?\You gonna be okay like that?\You've got it all wrong!\It's good that our opinions differ!\You just don't understand, Ugaki-san! response:	Demi-human Division
context: Good for you.\And we shared our opinions about succubi with each other...\What, you two have differing opinions?\You gonna be okay like that?\You've got it all wrong!\It's good that our opinions differ!\You just don't understand, Ugaki-san!\Demi-human Division response:	I see.
context: And we shared our opinions about succubi with each other...\What, you two have differing opinions?\You gonna be okay like that?\You've got it all wrong!\It's good that our opinions differ!\You just don't understand, Ugaki-san!\Demi-human Division\I see. response:	That's how we can consider each other's positions.
context: What, you two have differing opinions?\You gonna be okay like that?\You've got it all wrong!\It's good that our opinions differ!\You just don't understand, Ugaki-san!\Demi-human Division\I see.\That's how we can consider each other's positions. response:	We got into some heated discussions,
context: You gonna be okay like that?\You've got it all wrong!\It's good that our opinions differ!\You just don't understand, Ugaki-san!\Demi-human Division\I see.\That's how we can consider each other's positions.\We got into some heated discussions, response:	but in the end, as a common ground...
context: You've got it all wrong!\It's good that our opinions differ!\You just don't understand, Ugaki-san!\Demi-human Division\I see.\That's how we can consider each other's positions.\We got into some heated discussions,\but in the end, as a common ground... response:	Thanks for the report. Later.
context: It's good that our opinions differ!\You just don't understand, Ugaki-san!\Demi-human Division\I see.\That's how we can consider each other's positions.\We got into some heated discussions,\but in the end, as a common ground...\Thanks for the report. Later. response:	Satou Sakie
context: You just don't understand, Ugaki-san!\Demi-human Division\I see.\That's how we can consider each other's positions.\We got into some heated discussions,\but in the end, as a common ground...\Thanks for the report. Later.\Satou Sakie response:	I wonder if this is what the melancholy of watching a daughter grow up is like.
context: Demi-human Division\I see.\That's how we can consider each other's positions.\We got into some heated discussions,\but in the end, as a common ground...\Thanks for the report. Later.\Satou Sakie\I wonder if this is what the melancholy of watching a daughter grow up is like. response:	Interviews with Monster Girls
context: I see.\That's how we can consider each other's positions.\We got into some heated discussions,\but in the end, as a common ground...\Thanks for the report. Later.\Satou Sakie\I wonder if this is what the melancholy of watching a daughter grow up is like.\Interviews with Monster Girls response:	Shibasaki Prefectural High School
context: That's how we can consider each other's positions.\We got into some heated discussions,\but in the end, as a common ground...\Thanks for the report. Later.\Satou Sakie\I wonder if this is what the melancholy of watching a daughter grow up is like.\Interviews with Monster Girls\Shibasaki Prefectural High School response:	I want to have another deep discussion with Takahashi-sensei.
context: We got into some heated discussions,\but in the end, as a common ground...\Thanks for the report. Later.\Satou Sakie\I wonder if this is what the melancholy of watching a daughter grow up is like.\Interviews with Monster Girls\Shibasaki Prefectural High School\I want to have another deep discussion with Takahashi-sensei. response:	But would it only be an excuse to see him again?
context: but in the end, as a common ground...\Thanks for the report. Later.\Satou Sakie\I wonder if this is what the melancholy of watching a daughter grow up is like.\Interviews with Monster Girls\Shibasaki Prefectural High School\I want to have another deep discussion with Takahashi-sensei.\But would it only be an excuse to see him again? response:	If I could control my aphrodisiac effect, this wouldn't be a problem...
context: Thanks for the report. Later.\Satou Sakie\I wonder if this is what the melancholy of watching a daughter grow up is like.\Interviews with Monster Girls\Shibasaki Prefectural High School\I want to have another deep discussion with Takahashi-sensei.\But would it only be an excuse to see him again?\If I could control my aphrodisiac effect, this wouldn't be a problem... response:	What would you do if you could?
context: Satou Sakie\I wonder if this is what the melancholy of watching a daughter grow up is like.\Interviews with Monster Girls\Shibasaki Prefectural High School\I want to have another deep discussion with Takahashi-sensei.\But would it only be an excuse to see him again?\If I could control my aphrodisiac effect, this wouldn't be a problem...\What would you do if you could? response:	Y-Yuki-chan!
context: I wonder if this is what the melancholy of watching a daughter grow up is like.\Interviews with Monster Girls\Shibasaki Prefectural High School\I want to have another deep discussion with Takahashi-sensei.\But would it only be an excuse to see him again?\If I could control my aphrodisiac effect, this wouldn't be a problem...\What would you do if you could?\Y-Yuki-chan! response:	Something smells fishy to me.
context: Interviews with Monster Girls\Shibasaki Prefectural High School\I want to have another deep discussion with Takahashi-sensei.\But would it only be an excuse to see him again?\If I could control my aphrodisiac effect, this wouldn't be a problem...\What would you do if you could?\Y-Yuki-chan!\Something smells fishy to me. response:	Y-You've got it all wrong!
context: Shibasaki Prefectural High School\I want to have another deep discussion with Takahashi-sensei.\But would it only be an excuse to see him again?\If I could control my aphrodisiac effect, this wouldn't be a problem...\What would you do if you could?\Y-Yuki-chan!\Something smells fishy to me.\Y-You've got it all wrong! response:	You know my nature inconveniences me in multiple ways, don't you?
context: I want to have another deep discussion with Takahashi-sensei.\But would it only be an excuse to see him again?\If I could control my aphrodisiac effect, this wouldn't be a problem...\What would you do if you could?\Y-Yuki-chan!\Something smells fishy to me.\Y-You've got it all wrong!\You know my nature inconveniences me in multiple ways, don't you? response:	That's why I...
context: But would it only be an excuse to see him again?\If I could control my aphrodisiac effect, this wouldn't be a problem...\What would you do if you could?\Y-Yuki-chan!\Something smells fishy to me.\Y-You've got it all wrong!\You know my nature inconveniences me in multiple ways, don't you?\That's why I... response:	Oh, yes, that's definitely true.
context: If I could control my aphrodisiac effect, this wouldn't be a problem...\What would you do if you could?\Y-Yuki-chan!\Something smells fishy to me.\Y-You've got it all wrong!\You know my nature inconveniences me in multiple ways, don't you?\That's why I...\Oh, yes, that's definitely true. response:	So, did you need to talk to me?
context: What would you do if you could?\Y-Yuki-chan!\Something smells fishy to me.\Y-You've got it all wrong!\You know my nature inconveniences me in multiple ways, don't you?\That's why I...\Oh, yes, that's definitely true.\So, did you need to talk to me? response:	Here's the thing we discussed.
context: Y-Yuki-chan!\Something smells fishy to me.\Y-You've got it all wrong!\You know my nature inconveniences me in multiple ways, don't you?\That's why I...\Oh, yes, that's definitely true.\So, did you need to talk to me?\Here's the thing we discussed. response:	The Amazing Van Deursen
context: Something smells fishy to me.\Y-You've got it all wrong!\You know my nature inconveniences me in multiple ways, don't you?\That's why I...\Oh, yes, that's definitely true.\So, did you need to talk to me?\Here's the thing we discussed.\The Amazing Van Deursen response:	This looks correct.
context: Y-You've got it all wrong!\You know my nature inconveniences me in multiple ways, don't you?\That's why I...\Oh, yes, that's definitely true.\So, did you need to talk to me?\Here's the thing we discussed.\The Amazing Van Deursen\This looks correct. response:	Here are the ones I've finished reading.
context: You know my nature inconveniences me in multiple ways, don't you?\That's why I...\Oh, yes, that's definitely true.\So, did you need to talk to me?\Here's the thing we discussed.\The Amazing Van Deursen\This looks correct.\Here are the ones I've finished reading. response:	Got them.
context: That's why I...\Oh, yes, that's definitely true.\So, did you need to talk to me?\Here's the thing we discussed.\The Amazing Van Deursen\This looks correct.\Here are the ones I've finished reading.\Got them. response:	I truly thank you, Yuki-chan.
context: Oh, yes, that's definitely true.\So, did you need to talk to me?\Here's the thing we discussed.\The Amazing Van Deursen\This looks correct.\Here are the ones I've finished reading.\Got them.\I truly thank you, Yuki-chan. response:	We are kindred spirits, after all!
context: So, did you need to talk to me?\Here's the thing we discussed.\The Amazing Van Deursen\This looks correct.\Here are the ones I've finished reading.\Got them.\I truly thank you, Yuki-chan.\We are kindred spirits, after all! response:	Excuse me.
context: Here's the thing we discussed.\The Amazing Van Deursen\This looks correct.\Here are the ones I've finished reading.\Got them.\I truly thank you, Yuki-chan.\We are kindred spirits, after all!\Excuse me. response:	Control, huh?
context: The Amazing Van Deursen\This looks correct.\Here are the ones I've finished reading.\Got them.\I truly thank you, Yuki-chan.\We are kindred spirits, after all!\Excuse me.\Control, huh? response:	You want to control your snow woman attributes?
