context: Fireworks Festival response:	Good morning.
context: With your adult charm!\Listen to yourself.\If another guy gets close to Kariu-san and tempts her,\even Oga would have to feel something!\You know...\Kariu-san is one thing, but how does Oga-kun feel?\Is this really something we should be getting worked up about?\We're all old enough response:	to know better than to toy with the hearts of children.
context: Listen to yourself.\If another guy gets close to Kariu-san and tempts her,\even Oga would have to feel something!\You know...\Kariu-san is one thing, but how does Oga-kun feel?\Is this really something we should be getting worked up about?\We're all old enough\to know better than to toy with the hearts of children. response:	What is this sadist talking about?
context: If another guy gets close to Kariu-san and tempts her,\even Oga would have to feel something!\You know...\Kariu-san is one thing, but how does Oga-kun feel?\Is this really something we should be getting worked up about?\We're all old enough\to know better than to toy with the hearts of children.\What is this sadist talking about? response:	After all the time he's spent toying with my heart?
context: even Oga would have to feel something!\You know...\Kariu-san is one thing, but how does Oga-kun feel?\Is this really something we should be getting worked up about?\We're all old enough\to know better than to toy with the hearts of children.\What is this sadist talking about?\After all the time he's spent toying with my heart? response:	No way.
context: You know...\Kariu-san is one thing, but how does Oga-kun feel?\Is this really something we should be getting worked up about?\We're all old enough\to know better than to toy with the hearts of children.\What is this sadist talking about?\After all the time he's spent toying with my heart?\No way. response:	You drunkards.
context: Kariu-san is one thing, but how does Oga-kun feel?\Is this really something we should be getting worked up about?\We're all old enough\to know better than to toy with the hearts of children.\What is this sadist talking about?\After all the time he's spent toying with my heart?\No way.\You drunkards. response:	What about you, Kaizaki-san?
context: Is this really something we should be getting worked up about?\We're all old enough\to know better than to toy with the hearts of children.\What is this sadist talking about?\After all the time he's spent toying with my heart?\No way.\You drunkards.\What about you, Kaizaki-san? response:	There's no helping those who are as innocent as Kariu-san.
context: We're all old enough\to know better than to toy with the hearts of children.\What is this sadist talking about?\After all the time he's spent toying with my heart?\No way.\You drunkards.\What about you, Kaizaki-san?\There's no helping those who are as innocent as Kariu-san. response:	But there's no reason you couldn't have something like that.
context: to know better than to toy with the hearts of children.\What is this sadist talking about?\After all the time he's spent toying with my heart?\No way.\You drunkards.\What about you, Kaizaki-san?\There's no helping those who are as innocent as Kariu-san.\But there's no reason you couldn't have something like that. response:	Get myself a high school girlfriend?
context: What is this sadist talking about?\After all the time he's spent toying with my heart?\No way.\You drunkards.\What about you, Kaizaki-san?\There's no helping those who are as innocent as Kariu-san.\But there's no reason you couldn't have something like that.\Get myself a high school girlfriend? response:	There's no reason you couldn't.
context: After all the time he's spent toying with my heart?\No way.\You drunkards.\What about you, Kaizaki-san?\There's no helping those who are as innocent as Kariu-san.\But there's no reason you couldn't have something like that.\Get myself a high school girlfriend?\There's no reason you couldn't. response:	A one-year, limited edition of youth.
context: No way.\You drunkards.\What about you, Kaizaki-san?\There's no helping those who are as innocent as Kariu-san.\But there's no reason you couldn't have something like that.\Get myself a high school girlfriend?\There's no reason you couldn't.\A one-year, limited edition of youth. response:	You're an illusion.
context: You drunkards.\What about you, Kaizaki-san?\There's no helping those who are as innocent as Kariu-san.\But there's no reason you couldn't have something like that.\Get myself a high school girlfriend?\There's no reason you couldn't.\A one-year, limited edition of youth.\You're an illusion. response:	They'll forget you, anyway.
context: What about you, Kaizaki-san?\There's no helping those who are as innocent as Kariu-san.\But there's no reason you couldn't have something like that.\Get myself a high school girlfriend?\There's no reason you couldn't.\A one-year, limited edition of youth.\You're an illusion.\They'll forget you, anyway. response:	I know.
context: There's no helping those who are as innocent as Kariu-san.\But there's no reason you couldn't have something like that.\Get myself a high school girlfriend?\There's no reason you couldn't.\A one-year, limited edition of youth.\You're an illusion.\They'll forget you, anyway.\I know. response:	You don't need to remind me.
context: But there's no reason you couldn't have something like that.\Get myself a high school girlfriend?\There's no reason you couldn't.\A one-year, limited edition of youth.\You're an illusion.\They'll forget you, anyway.\I know.\You don't need to remind me. response:	Arata! Sorry I'm late.
context: Get myself a high school girlfriend?\There's no reason you couldn't.\A one-year, limited edition of youth.\You're an illusion.\They'll forget you, anyway.\I know.\You don't need to remind me.\Arata! Sorry I'm late. response:	Lunch time?
context: There's no reason you couldn't.\A one-year, limited edition of youth.\You're an illusion.\They'll forget you, anyway.\I know.\You don't need to remind me.\Arata! Sorry I'm late.\Lunch time? response:	It's kinda unusual to see you bring lunch from home.
context: A one-year, limited edition of youth.\You're an illusion.\They'll forget you, anyway.\I know.\You don't need to remind me.\Arata! Sorry I'm late.\Lunch time?\It's kinda unusual to see you bring lunch from home. response:	The cafeteria's closed.
context: You're an illusion.\They'll forget you, anyway.\I know.\You don't need to remind me.\Arata! Sorry I'm late.\Lunch time?\It's kinda unusual to see you bring lunch from home.\The cafeteria's closed. response:	I make one for my dad every day,
context: They'll forget you, anyway.\I know.\You don't need to remind me.\Arata! Sorry I'm late.\Lunch time?\It's kinda unusual to see you bring lunch from home.\The cafeteria's closed.\I make one for my dad every day, response:	so I just double up during holidays.
context: I know.\You don't need to remind me.\Arata! Sorry I'm late.\Lunch time?\It's kinda unusual to see you bring lunch from home.\The cafeteria's closed.\I make one for my dad every day,\so I just double up during holidays. response:	Huh? You made that?
context: You don't need to remind me.\Arata! Sorry I'm late.\Lunch time?\It's kinda unusual to see you bring lunch from home.\The cafeteria's closed.\I make one for my dad every day,\so I just double up during holidays.\Huh? You made that? response:	Yeah. I cook a lot.
context: Arata! Sorry I'm late.\Lunch time?\It's kinda unusual to see you bring lunch from home.\The cafeteria's closed.\I make one for my dad every day,\so I just double up during holidays.\Huh? You made that?\Yeah. I cook a lot. response:	Really? I seriously didn't expect that.
context: Lunch time?\It's kinda unusual to see you bring lunch from home.\The cafeteria's closed.\I make one for my dad every day,\so I just double up during holidays.\Huh? You made that?\Yeah. I cook a lot.\Really? I seriously didn't expect that. response:	Falling for me yet?
context: It's kinda unusual to see you bring lunch from home.\The cafeteria's closed.\I make one for my dad every day,\so I just double up during holidays.\Huh? You made that?\Yeah. I cook a lot.\Really? I seriously didn't expect that.\Falling for me yet? response:	Totally...
context: The cafeteria's closed.\I make one for my dad every day,\so I just double up during holidays.\Huh? You made that?\Yeah. I cook a lot.\Really? I seriously didn't expect that.\Falling for me yet?\Totally... response:	So, how'd the make-ups go?
context: I make one for my dad every day,\so I just double up during holidays.\Huh? You made that?\Yeah. I cook a lot.\Really? I seriously didn't expect that.\Falling for me yet?\Totally...\So, how'd the make-ups go? response:	I failed them.
context: so I just double up during holidays.\Huh? You made that?\Yeah. I cook a lot.\Really? I seriously didn't expect that.\Falling for me yet?\Totally...\So, how'd the make-ups go?\I failed them. response:	Thought so.
context: Huh? You made that?\Yeah. I cook a lot.\Really? I seriously didn't expect that.\Falling for me yet?\Totally...\So, how'd the make-ups go?\I failed them.\Thought so. response:	Shut up!
context: Yeah. I cook a lot.\Really? I seriously didn't expect that.\Falling for me yet?\Totally...\So, how'd the make-ups go?\I failed them.\Thought so.\Shut up! response:	Kariu-san is one thing, but how does Oga-kun feel?
context: Really? I seriously didn't expect that.\Falling for me yet?\Totally...\So, how'd the make-ups go?\I failed them.\Thought so.\Shut up!\Kariu-san is one thing, but how does Oga-kun feel? response:	Say, Oga...
context: Falling for me yet?\Totally...\So, how'd the make-ups go?\I failed them.\Thought so.\Shut up!\Kariu-san is one thing, but how does Oga-kun feel?\Say, Oga... response:	I've never heard any rumors about your love life.
context: Totally...\So, how'd the make-ups go?\I failed them.\Thought so.\Shut up!\Kariu-san is one thing, but how does Oga-kun feel?\Say, Oga...\I've never heard any rumors about your love life. response:	Hm?
context: So, how'd the make-ups go?\I failed them.\Thought so.\Shut up!\Kariu-san is one thing, but how does Oga-kun feel?\Say, Oga...\I've never heard any rumors about your love life.\Hm? response:	No, not hm.
context: I failed them.\Thought so.\Shut up!\Kariu-san is one thing, but how does Oga-kun feel?\Say, Oga...\I've never heard any rumors about your love life.\Hm?\No, not hm. response:	You ever dated a girl before?
context: Thought so.\Shut up!\Kariu-san is one thing, but how does Oga-kun feel?\Say, Oga...\I've never heard any rumors about your love life.\Hm?\No, not hm.\You ever dated a girl before? response:	Huh? No! Where'd this come from?
context: Shut up!\Kariu-san is one thing, but how does Oga-kun feel?\Say, Oga...\I've never heard any rumors about your love life.\Hm?\No, not hm.\You ever dated a girl before?\Huh? No! Where'd this come from? response:	Any ask you out?
context: Kariu-san is one thing, but how does Oga-kun feel?\Say, Oga...\I've never heard any rumors about your love life.\Hm?\No, not hm.\You ever dated a girl before?\Huh? No! Where'd this come from?\Any ask you out? response:	Um... yeah.
context: Say, Oga...\I've never heard any rumors about your love life.\Hm?\No, not hm.\You ever dated a girl before?\Huh? No! Where'd this come from?\Any ask you out?\Um... yeah. response:	And you said no?
context: I've never heard any rumors about your love life.\Hm?\No, not hm.\You ever dated a girl before?\Huh? No! Where'd this come from?\Any ask you out?\Um... yeah.\And you said no? response:	But seriously, what is this?!
context: Hm?\No, not hm.\You ever dated a girl before?\Huh? No! Where'd this come from?\Any ask you out?\Um... yeah.\And you said no?\But seriously, what is this?! response:	Oh...
context: No, not hm.\You ever dated a girl before?\Huh? No! Where'd this come from?\Any ask you out?\Um... yeah.\And you said no?\But seriously, what is this?!\Oh... response:	I was just wondering if there's anyone you like.
context: You ever dated a girl before?\Huh? No! Where'd this come from?\Any ask you out?\Um... yeah.\And you said no?\But seriously, what is this?!\Oh...\I was just wondering if there's anyone you like. response:	Anyone I like?
context: Huh? No! Where'd this come from?\Any ask you out?\Um... yeah.\And you said no?\But seriously, what is this?!\Oh...\I was just wondering if there's anyone you like.\Anyone I like? response:	I like everyone!
context: Any ask you out?\Um... yeah.\And you said no?\But seriously, what is this?!\Oh...\I was just wondering if there's anyone you like.\Anyone I like?\I like everyone! response:	What kinda answer is that?!
context: Um... yeah.\And you said no?\But seriously, what is this?!\Oh...\I was just wondering if there's anyone you like.\Anyone I like?\I like everyone!\What kinda answer is that?! response:	What's wrong with your head?
context: And you said no?\But seriously, what is this?!\Oh...\I was just wondering if there's anyone you like.\Anyone I like?\I like everyone!\What kinda answer is that?!\What's wrong with your head? response:	My head's better than yours any day!
context: But seriously, what is this?!\Oh...\I was just wondering if there's anyone you like.\Anyone I like?\I like everyone!\What kinda answer is that?!\What's wrong with your head?\My head's better than yours any day! response:	We are clearly talking about love! Romance!
context: Oh...\I was just wondering if there's anyone you like.\Anyone I like?\I like everyone!\What kinda answer is that?!\What's wrong with your head?\My head's better than yours any day!\We are clearly talking about love! Romance! response:	Why do you look baffled?!
context: I was just wondering if there's anyone you like.\Anyone I like?\I like everyone!\What kinda answer is that?!\What's wrong with your head?\My head's better than yours any day!\We are clearly talking about love! Romance!\Why do you look baffled?! response:	Okay, for example...
context: Anyone I like?\I like everyone!\What kinda answer is that?!\What's wrong with your head?\My head's better than yours any day!\We are clearly talking about love! Romance!\Why do you look baffled?!\Okay, for example... response:	Like, someone you always find yourself with, or...
context: I like everyone!\What kinda answer is that?!\What's wrong with your head?\My head's better than yours any day!\We are clearly talking about love! Romance!\Why do you look baffled?!\Okay, for example...\Like, someone you always find yourself with, or... response:	Oh, a girl, a girl.
context: What kinda answer is that?!\What's wrong with your head?\My head's better than yours any day!\We are clearly talking about love! Romance!\Why do you look baffled?!\Okay, for example...\Like, someone you always find yourself with, or...\Oh, a girl, a girl. response:	And you go, She's interesting.
context: What's wrong with your head?\My head's better than yours any day!\We are clearly talking about love! Romance!\Why do you look baffled?!\Okay, for example...\Like, someone you always find yourself with, or...\Oh, a girl, a girl.\And you go, She's interesting. response:	She's fun.
context: My head's better than yours any day!\We are clearly talking about love! Romance!\Why do you look baffled?!\Okay, for example...\Like, someone you always find yourself with, or...\Oh, a girl, a girl.\And you go, She's interesting.\She's fun. response:	You can talk about anything.
context: We are clearly talking about love! Romance!\Why do you look baffled?!\Okay, for example...\Like, someone you always find yourself with, or...\Oh, a girl, a girl.\And you go, She's interesting.\She's fun.\You can talk about anything. response:	You don't want anyone taking her away.
context: Why do you look baffled?!\Okay, for example...\Like, someone you always find yourself with, or...\Oh, a girl, a girl.\And you go, She's interesting.\She's fun.\You can talk about anything.\You don't want anyone taking her away. response:	You wanna hold hands.
context: Okay, for example...\Like, someone you always find yourself with, or...\Oh, a girl, a girl.\And you go, She's interesting.\She's fun.\You can talk about anything.\You don't want anyone taking her away.\You wanna hold hands. response:	You wanna kiss her.
context: Like, someone you always find yourself with, or...\Oh, a girl, a girl.\And you go, She's interesting.\She's fun.\You can talk about anything.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her. response:	Maybe go all the way?
context: Oh, a girl, a girl.\And you go, She's interesting.\She's fun.\You can talk about anything.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Maybe go all the way? response:	I've never looked at anyone like that!
context: And you go, She's interesting.\She's fun.\You can talk about anything.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Maybe go all the way?\I've never looked at anyone like that! response:	I was speaking hypothetically.
context: She's fun.\You can talk about anything.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Maybe go all the way?\I've never looked at anyone like that!\I was speaking hypothetically. response:	Asking if you had anyone like that.
context: You can talk about anything.\You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Maybe go all the way?\I've never looked at anyone like that!\I was speaking hypothetically.\Asking if you had anyone like that. response:	Okay, okay.
context: You don't want anyone taking her away.\You wanna hold hands.\You wanna kiss her.\Maybe go all the way?\I've never looked at anyone like that!\I was speaking hypothetically.\Asking if you had anyone like that.\Okay, okay. response:	Studying's important, but I think love is, too.
context: You wanna hold hands.\You wanna kiss her.\Maybe go all the way?\I've never looked at anyone like that!\I was speaking hypothetically.\Asking if you had anyone like that.\Okay, okay.\Studying's important, but I think love is, too. response:	It's the last summer of high school.
context: You wanna kiss her.\Maybe go all the way?\I've never looked at anyone like that!\I was speaking hypothetically.\Asking if you had anyone like that.\Okay, okay.\Studying's important, but I think love is, too.\It's the last summer of high school. response:	It's a precious time that won't come again.
context: Maybe go all the way?\I've never looked at anyone like that!\I was speaking hypothetically.\Asking if you had anyone like that.\Okay, okay.\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again. response:	Before you know it, you'll be the only single guy you know!
context: I've never looked at anyone like that!\I was speaking hypothetically.\Asking if you had anyone like that.\Okay, okay.\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Before you know it, you'll be the only single guy you know! response:	What's wrong? You okay?
context: I was speaking hypothetically.\Asking if you had anyone like that.\Okay, okay.\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Before you know it, you'll be the only single guy you know!\What's wrong? You okay? response:	I self-destructed.
context: Asking if you had anyone like that.\Okay, okay.\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Before you know it, you'll be the only single guy you know!\What's wrong? You okay?\I self-destructed. response:	My chest hurts.
context: Okay, okay.\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Before you know it, you'll be the only single guy you know!\What's wrong? You okay?\I self-destructed.\My chest hurts. response:	Arata...
context: Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Before you know it, you'll be the only single guy you know!\What's wrong? You okay?\I self-destructed.\My chest hurts.\Arata... response:	Have you...
context: It's the last summer of high school.\It's a precious time that won't come again.\Before you know it, you'll be the only single guy you know!\What's wrong? You okay?\I self-destructed.\My chest hurts.\Arata...\Have you... response:	You know,
context: It's a precious time that won't come again.\Before you know it, you'll be the only single guy you know!\What's wrong? You okay?\I self-destructed.\My chest hurts.\Arata...\Have you...\You know, response:	like, kissed a girl?
context: Before you know it, you'll be the only single guy you know!\What's wrong? You okay?\I self-destructed.\My chest hurts.\Arata...\Have you...\You know,\like, kissed a girl? response:	I have.
context: What's wrong? You okay?\I self-destructed.\My chest hurts.\Arata...\Have you...\You know,\like, kissed a girl?\I have. response:	Even though you're dumb?!
context: I self-destructed.\My chest hurts.\Arata...\Have you...\You know,\like, kissed a girl?\I have.\Even though you're dumb?! response:	Hey! What's that got to do with it?
context: My chest hurts.\Arata...\Have you...\You know,\like, kissed a girl?\I have.\Even though you're dumb?!\Hey! What's that got to do with it? response:	But it's you!
context: Arata...\Have you...\You know,\like, kissed a girl?\I have.\Even though you're dumb?!\Hey! What's that got to do with it?\But it's you! response:	Don't reject my very being!
context: Have you...\You know,\like, kissed a girl?\I have.\Even though you're dumb?!\Hey! What's that got to do with it?\But it's you!\Don't reject my very being! response:	Apologize to my parents.
context: You know,\like, kissed a girl?\I have.\Even though you're dumb?!\Hey! What's that got to do with it?\But it's you!\Don't reject my very being!\Apologize to my parents. response:	That's so naughty!
context: like, kissed a girl?\I have.\Even though you're dumb?!\Hey! What's that got to do with it?\But it's you!\Don't reject my very being!\Apologize to my parents.\That's so naughty! response:	Are you really a modern high school boy?
context: I have.\Even though you're dumb?!\Hey! What's that got to do with it?\But it's you!\Don't reject my very being!\Apologize to my parents.\That's so naughty!\Are you really a modern high school boy? response:	Dirty!
context: Even though you're dumb?!\Hey! What's that got to do with it?\But it's you!\Don't reject my very being!\Apologize to my parents.\That's so naughty!\Are you really a modern high school boy?\Dirty! response:	Hey!
context: Hey! What's that got to do with it?\But it's you!\Don't reject my very being!\Apologize to my parents.\That's so naughty!\Are you really a modern high school boy?\Dirty!\Hey! response:	English Pop Quiz - 50 minutes
context: But it's you!\Don't reject my very being!\Apologize to my parents.\That's so naughty!\Are you really a modern high school boy?\Dirty!\Hey!\English Pop Quiz - 50 minutes response:	Studying's important, but I think love is, too.
context: Don't reject my very being!\Apologize to my parents.\That's so naughty!\Are you really a modern high school boy?\Dirty!\Hey!\English Pop Quiz - 50 minutes\Studying's important, but I think love is, too. response:	It's the last summer of high school.
context: Apologize to my parents.\That's so naughty!\Are you really a modern high school boy?\Dirty!\Hey!\English Pop Quiz - 50 minutes\Studying's important, but I think love is, too.\It's the last summer of high school. response:	It's a precious time that won't come again.
context: That's so naughty!\Are you really a modern high school boy?\Dirty!\Hey!\English Pop Quiz - 50 minutes\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again. response:	Won't come again? That's every summer.
context: Are you really a modern high school boy?\Dirty!\Hey!\English Pop Quiz - 50 minutes\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Won't come again? That's every summer. response:	Idiot.
context: Dirty!\Hey!\English Pop Quiz - 50 minutes\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Won't come again? That's every summer.\Idiot. response:	You wanna hold hands.
context: Hey!\English Pop Quiz - 50 minutes\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Won't come again? That's every summer.\Idiot.\You wanna hold hands. response:	You wanna kiss her.
context: English Pop Quiz - 50 minutes\Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Won't come again? That's every summer.\Idiot.\You wanna hold hands.\You wanna kiss her. response:	I've never looked at anyone like that.
context: Studying's important, but I think love is, too.\It's the last summer of high school.\It's a precious time that won't come again.\Won't come again? That's every summer.\Idiot.\You wanna hold hands.\You wanna kiss her.\I've never looked at anyone like that. response:	Ever.
context: It's the last summer of high school.\It's a precious time that won't come again.\Won't come again? That's every summer.\Idiot.\You wanna hold hands.\You wanna kiss her.\I've never looked at anyone like that.\Ever. response:	Argh...
context: It's a precious time that won't come again.\Won't come again? That's every summer.\Idiot.\You wanna hold hands.\You wanna kiss her.\I've never looked at anyone like that.\Ever.\Argh... response:	I ended up wasting almost the whole day!
context: Won't come again? That's every summer.\Idiot.\You wanna hold hands.\You wanna kiss her.\I've never looked at anyone like that.\Ever.\Argh...\I ended up wasting almost the whole day! response:	Vacation: Ruined.
context: Idiot.\You wanna hold hands.\You wanna kiss her.\I've never looked at anyone like that.\Ever.\Argh...\I ended up wasting almost the whole day!\Vacation: Ruined. response:	But it's still a lot easier than attending an exam school.
context: You wanna hold hands.\You wanna kiss her.\I've never looked at anyone like that.\Ever.\Argh...\I ended up wasting almost the whole day!\Vacation: Ruined.\But it's still a lot easier than attending an exam school. response:	You call this easy? You really know how to get on my nerves.
context: You wanna kiss her.\I've never looked at anyone like that.\Ever.\Argh...\I ended up wasting almost the whole day!\Vacation: Ruined.\But it's still a lot easier than attending an exam school.\You call this easy? You really know how to get on my nerves. response:	Oh, man!
context: I've never looked at anyone like that.\Ever.\Argh...\I ended up wasting almost the whole day!\Vacation: Ruined.\But it's still a lot easier than attending an exam school.\You call this easy? You really know how to get on my nerves.\Oh, man! response:	My head hurts.
context: Ever.\Argh...\I ended up wasting almost the whole day!\Vacation: Ruined.\But it's still a lot easier than attending an exam school.\You call this easy? You really know how to get on my nerves.\Oh, man!\My head hurts. response:	What the heck?
context: Argh...\I ended up wasting almost the whole day!\Vacation: Ruined.\But it's still a lot easier than attending an exam school.\You call this easy? You really know how to get on my nerves.\Oh, man!\My head hurts.\What the heck? response:	Kariu!
context: I ended up wasting almost the whole day!\Vacation: Ruined.\But it's still a lot easier than attending an exam school.\You call this easy? You really know how to get on my nerves.\Oh, man!\My head hurts.\What the heck?\Kariu! response:	Kariu and...
context: Vacation: Ruined.\But it's still a lot easier than attending an exam school.\You call this easy? You really know how to get on my nerves.\Oh, man!\My head hurts.\What the heck?\Kariu!\Kariu and... response:	It's that new guy?!
context: But it's still a lot easier than attending an exam school.\You call this easy? You really know how to get on my nerves.\Oh, man!\My head hurts.\What the heck?\Kariu!\Kariu and...\It's that new guy?! response:	Why?!
context: You call this easy? You really know how to get on my nerves.\Oh, man!\My head hurts.\What the heck?\Kariu!\Kariu and...\It's that new guy?!\Why?! response:	If anyone finds out about ReLIFE,
context: Oh, man!\My head hurts.\What the heck?\Kariu!\Kariu and...\It's that new guy?!\Why?!\If anyone finds out about ReLIFE, response:	the experiment ends.
context: My head hurts.\What the heck?\Kariu!\Kariu and...\It's that new guy?!\Why?!\If anyone finds out about ReLIFE,\the experiment ends. response:	What's Kariu doing?
context: What the heck?\Kariu!\Kariu and...\It's that new guy?!\Why?!\If anyone finds out about ReLIFE,\the experiment ends.\What's Kariu doing? response:	He's not a student!
context: Kariu!\Kariu and...\It's that new guy?!\Why?!\If anyone finds out about ReLIFE,\the experiment ends.\What's Kariu doing?\He's not a student! response:	And he's kinda scary!
context: Kariu and...\It's that new guy?!\Why?!\If anyone finds out about ReLIFE,\the experiment ends.\What's Kariu doing?\He's not a student!\And he's kinda scary! response:	It's not some sort of hookup site thing?
context: It's that new guy?!\Why?!\If anyone finds out about ReLIFE,\the experiment ends.\What's Kariu doing?\He's not a student!\And he's kinda scary!\It's not some sort of hookup site thing? response:	K-Kariu, of all people, would never do that.
context: Why?!\If anyone finds out about ReLIFE,\the experiment ends.\What's Kariu doing?\He's not a student!\And he's kinda scary!\It's not some sort of hookup site thing?\K-Kariu, of all people, would never do that. response:	I don't think he's up to anything that creepy, either.
context: If anyone finds out about ReLIFE,\the experiment ends.\What's Kariu doing?\He's not a student!\And he's kinda scary!\It's not some sort of hookup site thing?\K-Kariu, of all people, would never do that.\I don't think he's up to anything that creepy, either. response:	He's trying to get her in his car!
context: the experiment ends.\What's Kariu doing?\He's not a student!\And he's kinda scary!\It's not some sort of hookup site thing?\K-Kariu, of all people, would never do that.\I don't think he's up to anything that creepy, either.\He's trying to get her in his car! response:	What now? He's kidnapping her!
context: What's Kariu doing?\He's not a student!\And he's kinda scary!\It's not some sort of hookup site thing?\K-Kariu, of all people, would never do that.\I don't think he's up to anything that creepy, either.\He's trying to get her in his car!\What now? He's kidnapping her! response:	N-No, I really don't think so...
context: He's not a student!\And he's kinda scary!\It's not some sort of hookup site thing?\K-Kariu, of all people, would never do that.\I don't think he's up to anything that creepy, either.\He's trying to get her in his car!\What now? He's kidnapping her!\N-No, I really don't think so... response:	But what are they doing?
context: And he's kinda scary!\It's not some sort of hookup site thing?\K-Kariu, of all people, would never do that.\I don't think he's up to anything that creepy, either.\He's trying to get her in his car!\What now? He's kidnapping her!\N-No, I really don't think so...\But what are they doing? response:	This clearly isn't any kind of date.
context: It's not some sort of hookup site thing?\K-Kariu, of all people, would never do that.\I don't think he's up to anything that creepy, either.\He's trying to get her in his car!\What now? He's kidnapping her!\N-No, I really don't think so...\But what are they doing?\This clearly isn't any kind of date. response:	Kariu's resisting.
context: K-Kariu, of all people, would never do that.\I don't think he's up to anything that creepy, either.\He's trying to get her in his car!\What now? He's kidnapping her!\N-No, I really don't think so...\But what are they doing?\This clearly isn't any kind of date.\Kariu's resisting. response:	Kariu!
context: I don't think he's up to anything that creepy, either.\He's trying to get her in his car!\What now? He's kidnapping her!\N-No, I really don't think so...\But what are they doing?\This clearly isn't any kind of date.\Kariu's resisting.\Kariu! response:	Oga?!
context: He's trying to get her in his car!\What now? He's kidnapping her!\N-No, I really don't think so...\But what are they doing?\This clearly isn't any kind of date.\Kariu's resisting.\Kariu!\Oga?! response:	Hey! Why did you just run out?!
context: What now? He's kidnapping her!\N-No, I really don't think so...\But what are they doing?\This clearly isn't any kind of date.\Kariu's resisting.\Kariu!\Oga?!\Hey! Why did you just run out?! response:	P-P-Please, don't call my name!
context: N-No, I really don't think so...\But what are they doing?\This clearly isn't any kind of date.\Kariu's resisting.\Kariu!\Oga?!\Hey! Why did you just run out?!\P-P-Please, don't call my name! response:	Don't get me mixed up in this!
context: But what are they doing?\This clearly isn't any kind of date.\Kariu's resisting.\Kariu!\Oga?!\Hey! Why did you just run out?!\P-P-Please, don't call my name!\Don't get me mixed up in this! response:	Um...
context: This clearly isn't any kind of date.\Kariu's resisting.\Kariu!\Oga?!\Hey! Why did you just run out?!\P-P-Please, don't call my name!\Don't get me mixed up in this!\Um... response:	Your boyfriend?
context: Kariu's resisting.\Kariu!\Oga?!\Hey! Why did you just run out?!\P-P-Please, don't call my name!\Don't get me mixed up in this!\Um...\Your boyfriend? response:	No! A friend from class!
context: Kariu!\Oga?!\Hey! Why did you just run out?!\P-P-Please, don't call my name!\Don't get me mixed up in this!\Um...\Your boyfriend?\No! A friend from class! response:	What?
context: Oga?!\Hey! Why did you just run out?!\P-P-Please, don't call my name!\Don't get me mixed up in this!\Um...\Your boyfriend?\No! A friend from class!\What? response:	What are you doing here, Oga?
context: Hey! Why did you just run out?!\P-P-Please, don't call my name!\Don't get me mixed up in this!\Um...\Your boyfriend?\No! A friend from class!\What?\What are you doing here, Oga? response:	Coming home from exam prep.
context: P-P-Please, don't call my name!\Don't get me mixed up in this!\Um...\Your boyfriend?\No! A friend from class!\What?\What are you doing here, Oga?\Coming home from exam prep. response:	What about you?
context: Don't get me mixed up in this!\Um...\Your boyfriend?\No! A friend from class!\What?\What are you doing here, Oga?\Coming home from exam prep.\What about you? response:	Um... well...
context: Um...\Your boyfriend?\No! A friend from class!\What?\What are you doing here, Oga?\Coming home from exam prep.\What about you?\Um... well... response:	Oh, I see.
context: Your boyfriend?\No! A friend from class!\What?\What are you doing here, Oga?\Coming home from exam prep.\What about you?\Um... well...\Oh, I see. response:	A friend!
context: No! A friend from class!\What?\What are you doing here, Oga?\Coming home from exam prep.\What about you?\Um... well...\Oh, I see.\A friend! response:	Perfect timing!
context: What?\What are you doing here, Oga?\Coming home from exam prep.\What about you?\Um... well...\Oh, I see.\A friend!\Perfect timing! response:	This girl's got a touch of heat stroke.
context: What are you doing here, Oga?\Coming home from exam prep.\What about you?\Um... well...\Oh, I see.\A friend!\Perfect timing!\This girl's got a touch of heat stroke. response:	I just happened to pass by.
context: Coming home from exam prep.\What about you?\Um... well...\Oh, I see.\A friend!\Perfect timing!\This girl's got a touch of heat stroke.\I just happened to pass by. response:	Heat... stroke?
context: What about you?\Um... well...\Oh, I see.\A friend!\Perfect timing!\This girl's got a touch of heat stroke.\I just happened to pass by.\Heat... stroke? response:	I asked if she wanted me to call an ambulance,
