context: Everyone, over here! response:	Is anyone hurt?
context: Huh?\Miuna-chan's feelings are...\He's crying...\Aw...\Hikari's an idiot.\The Sea God is an idiot, too.\Sea God, why did you steal away Ojoshi-sama's heart?\I mean, the Ojoshi-sama... response:	I wish I could tell the Sea God...
context: Miuna-chan's feelings are...\He's crying...\Aw...\Hikari's an idiot.\The Sea God is an idiot, too.\Sea God, why did you steal away Ojoshi-sama's heart?\I mean, the Ojoshi-sama...\I wish I could tell the Sea God... response:	And Hikari...
context: He's crying...\Aw...\Hikari's an idiot.\The Sea God is an idiot, too.\Sea God, why did you steal away Ojoshi-sama's heart?\I mean, the Ojoshi-sama...\I wish I could tell the Sea God...\And Hikari... response:	Miuna...
context: Aw...\Hikari's an idiot.\The Sea God is an idiot, too.\Sea God, why did you steal away Ojoshi-sama's heart?\I mean, the Ojoshi-sama...\I wish I could tell the Sea God...\And Hikari...\Miuna... response:	The ability to fall in love with someone...
context: Hikari's an idiot.\The Sea God is an idiot, too.\Sea God, why did you steal away Ojoshi-sama's heart?\I mean, the Ojoshi-sama...\I wish I could tell the Sea God...\And Hikari...\Miuna...\The ability to fall in love with someone... response:	The sacred fire...
context: The Sea God is an idiot, too.\Sea God, why did you steal away Ojoshi-sama's heart?\I mean, the Ojoshi-sama...\I wish I could tell the Sea God...\And Hikari...\Miuna...\The ability to fall in love with someone...\The sacred fire... response:	No!
context: Sea God, why did you steal away Ojoshi-sama's heart?\I mean, the Ojoshi-sama...\I wish I could tell the Sea God...\And Hikari...\Miuna...\The ability to fall in love with someone...\The sacred fire...\No! response:	The Sea God's will!
context: I mean, the Ojoshi-sama...\I wish I could tell the Sea God...\And Hikari...\Miuna...\The ability to fall in love with someone...\The sacred fire...\No!\The Sea God's will! response:	I want to tell Hikari.
context: I wish I could tell the Sea God...\And Hikari...\Miuna...\The ability to fall in love with someone...\The sacred fire...\No!\The Sea God's will!\I want to tell Hikari. response:	Shioshishio...
context: And Hikari...\Miuna...\The ability to fall in love with someone...\The sacred fire...\No!\The Sea God's will!\I want to tell Hikari.\Shioshishio... response:	The fact that I fell in love
context: Miuna...\The ability to fall in love with someone...\The sacred fire...\No!\The Sea God's will!\I want to tell Hikari.\Shioshishio...\The fact that I fell in love response:	with someone that cares so much for me and can cry for me...
context: The ability to fall in love with someone...\The sacred fire...\No!\The Sea God's will!\I want to tell Hikari.\Shioshishio...\The fact that I fell in love\with someone that cares so much for me and can cry for me... response:	It makes me very happy.
context: The sacred fire...\No!\The Sea God's will!\I want to tell Hikari.\Shioshishio...\The fact that I fell in love\with someone that cares so much for me and can cry for me...\It makes me very happy. response:	Miuna!
context: No!\The Sea God's will!\I want to tell Hikari.\Shioshishio...\The fact that I fell in love\with someone that cares so much for me and can cry for me...\It makes me very happy.\Miuna! response:	Miuna!
context: The Sea God's will!\I want to tell Hikari.\Shioshishio...\The fact that I fell in love\with someone that cares so much for me and can cry for me...\It makes me very happy.\Miuna!\Miuna! response:	You taught me this, Hikari.
context: I want to tell Hikari.\Shioshishio...\The fact that I fell in love\with someone that cares so much for me and can cry for me...\It makes me very happy.\Miuna!\Miuna!\You taught me this, Hikari. response:	Miuna!
context: Shioshishio...\The fact that I fell in love\with someone that cares so much for me and can cry for me...\It makes me very happy.\Miuna!\Miuna!\You taught me this, Hikari.\Miuna! response:	I don't want to think that it's hopeless or useless to love someone.
context: The fact that I fell in love\with someone that cares so much for me and can cry for me...\It makes me very happy.\Miuna!\Miuna!\You taught me this, Hikari.\Miuna!\I don't want to think that it's hopeless or useless to love someone. response:	Yeah, it's not wrong.
context: with someone that cares so much for me and can cry for me...\It makes me very happy.\Miuna!\Miuna!\You taught me this, Hikari.\Miuna!\I don't want to think that it's hopeless or useless to love someone.\Yeah, it's not wrong. response:	Falling in love with someone...
context: It makes me very happy.\Miuna!\Miuna!\You taught me this, Hikari.\Miuna!\I don't want to think that it's hopeless or useless to love someone.\Yeah, it's not wrong.\Falling in love with someone... response:	is not wrong.
context: Miuna!\Miuna!\You taught me this, Hikari.\Miuna!\I don't want to think that it's hopeless or useless to love someone.\Yeah, it's not wrong.\Falling in love with someone...\is not wrong. response:	Miuna! Miuna!
context: Miuna!\You taught me this, Hikari.\Miuna!\I don't want to think that it's hopeless or useless to love someone.\Yeah, it's not wrong.\Falling in love with someone...\is not wrong.\Miuna! Miuna! response:	This is...
context: You taught me this, Hikari.\Miuna!\I don't want to think that it's hopeless or useless to love someone.\Yeah, it's not wrong.\Falling in love with someone...\is not wrong.\Miuna! Miuna!\This is... response:	The Ojoshi-samas?
context: Miuna!\I don't want to think that it's hopeless or useless to love someone.\Yeah, it's not wrong.\Falling in love with someone...\is not wrong.\Miuna! Miuna!\This is...\The Ojoshi-samas? response:	Sea God!
context: I don't want to think that it's hopeless or useless to love someone.\Yeah, it's not wrong.\Falling in love with someone...\is not wrong.\Miuna! Miuna!\This is...\The Ojoshi-samas?\Sea God! response:	Why did you...
context: Yeah, it's not wrong.\Falling in love with someone...\is not wrong.\Miuna! Miuna!\This is...\The Ojoshi-samas?\Sea God!\Why did you... response:	Sea... God...
context: Falling in love with someone...\is not wrong.\Miuna! Miuna!\This is...\The Ojoshi-samas?\Sea God!\Why did you...\Sea... God... response:	Miuna!
context: is not wrong.\Miuna! Miuna!\This is...\The Ojoshi-samas?\Sea God!\Why did you...\Sea... God...\Miuna! response:	Ojoshi-sama's feelings...
context: Miuna! Miuna!\This is...\The Ojoshi-samas?\Sea God!\Why did you...\Sea... God...\Miuna!\Ojoshi-sama's feelings... response:	into the sea...
context: This is...\The Ojoshi-samas?\Sea God!\Why did you...\Sea... God...\Miuna!\Ojoshi-sama's feelings...\into the sea... response:	I don't want to forget...
context: The Ojoshi-samas?\Sea God!\Why did you...\Sea... God...\Miuna!\Ojoshi-sama's feelings...\into the sea...\I don't want to forget... response:	I don't want to forget...
context: Sea God!\Why did you...\Sea... God...\Miuna!\Ojoshi-sama's feelings...\into the sea...\I don't want to forget...\I don't want to forget... response:	They're going into the sea...
context: Why did you...\Sea... God...\Miuna!\Ojoshi-sama's feelings...\into the sea...\I don't want to forget...\I don't want to forget...\They're going into the sea... response:	I didn't want to forget him...
context: Sea... God...\Miuna!\Ojoshi-sama's feelings...\into the sea...\I don't want to forget...\I don't want to forget...\They're going into the sea...\I didn't want to forget him... response:	However, more than anything,
context: Miuna!\Ojoshi-sama's feelings...\into the sea...\I don't want to forget...\I don't want to forget...\They're going into the sea...\I didn't want to forget him...\However, more than anything, response:	I didn't want to lose
context: Ojoshi-sama's feelings...\into the sea...\I don't want to forget...\I don't want to forget...\They're going into the sea...\I didn't want to forget him...\However, more than anything,\I didn't want to lose response:	the children and my days with you.
context: into the sea...\I don't want to forget...\I don't want to forget...\They're going into the sea...\I didn't want to forget him...\However, more than anything,\I didn't want to lose\the children and my days with you. response:	My loving heart that is within me...
context: I don't want to forget...\I don't want to forget...\They're going into the sea...\I didn't want to forget him...\However, more than anything,\I didn't want to lose\the children and my days with you.\My loving heart that is within me... response:	How foolish!
context: I don't want to forget...\They're going into the sea...\I didn't want to forget him...\However, more than anything,\I didn't want to lose\the children and my days with you.\My loving heart that is within me...\How foolish! response:	How unbelievable as a god...
context: They're going into the sea...\I didn't want to forget him...\However, more than anything,\I didn't want to lose\the children and my days with you.\My loving heart that is within me...\How foolish!\How unbelievable as a god... response:	Sea God!
context: I didn't want to forget him...\However, more than anything,\I didn't want to lose\the children and my days with you.\My loving heart that is within me...\How foolish!\How unbelievable as a god...\Sea God! response:	You stole Ojoshi's feelings of love...
context: However, more than anything,\I didn't want to lose\the children and my days with you.\My loving heart that is within me...\How foolish!\How unbelievable as a god...\Sea God!\You stole Ojoshi's feelings of love... response:	yet you didn't even know who those feelings were directed to?
context: I didn't want to lose\the children and my days with you.\My loving heart that is within me...\How foolish!\How unbelievable as a god...\Sea God!\You stole Ojoshi's feelings of love...\yet you didn't even know who those feelings were directed to? response:	And...
context: the children and my days with you.\My loving heart that is within me...\How foolish!\How unbelievable as a god...\Sea God!\You stole Ojoshi's feelings of love...\yet you didn't even know who those feelings were directed to?\And... response:	you just now found out the truth behind Ojoshi's feelings that melted into the sea?
context: My loving heart that is within me...\How foolish!\How unbelievable as a god...\Sea God!\You stole Ojoshi's feelings of love...\yet you didn't even know who those feelings were directed to?\And...\you just now found out the truth behind Ojoshi's feelings that melted into the sea? response:	The sacred fire...
context: How foolish!\How unbelievable as a god...\Sea God!\You stole Ojoshi's feelings of love...\yet you didn't even know who those feelings were directed to?\And...\you just now found out the truth behind Ojoshi's feelings that melted into the sea?\The sacred fire... response:	It's responding to the Ojoshi-sama's heart.
context: How unbelievable as a god...\Sea God!\You stole Ojoshi's feelings of love...\yet you didn't even know who those feelings were directed to?\And...\you just now found out the truth behind Ojoshi's feelings that melted into the sea?\The sacred fire...\It's responding to the Ojoshi-sama's heart. response:	Getting a hold of Manaka in place of Ojoshi-sama...
context: Sea God!\You stole Ojoshi's feelings of love...\yet you didn't even know who those feelings were directed to?\And...\you just now found out the truth behind Ojoshi's feelings that melted into the sea?\The sacred fire...\It's responding to the Ojoshi-sama's heart.\Getting a hold of Manaka in place of Ojoshi-sama... response:	The Sea God's frank feelings that melted into the sea have calmed down,
context: You stole Ojoshi's feelings of love...\yet you didn't even know who those feelings were directed to?\And...\you just now found out the truth behind Ojoshi's feelings that melted into the sea?\The sacred fire...\It's responding to the Ojoshi-sama's heart.\Getting a hold of Manaka in place of Ojoshi-sama...\The Sea God's frank feelings that melted into the sea have calmed down, response:	and the sea is now at a lull.
context: yet you didn't even know who those feelings were directed to?\And...\you just now found out the truth behind Ojoshi's feelings that melted into the sea?\The sacred fire...\It's responding to the Ojoshi-sama's heart.\Getting a hold of Manaka in place of Ojoshi-sama...\The Sea God's frank feelings that melted into the sea have calmed down,\and the sea is now at a lull. response:	As long as they are not hurt, there will be no waves.
context: And...\you just now found out the truth behind Ojoshi's feelings that melted into the sea?\The sacred fire...\It's responding to the Ojoshi-sama's heart.\Getting a hold of Manaka in place of Ojoshi-sama...\The Sea God's frank feelings that melted into the sea have calmed down,\and the sea is now at a lull.\As long as they are not hurt, there will be no waves. response:	However, though there is no sadness there,
context: you just now found out the truth behind Ojoshi's feelings that melted into the sea?\The sacred fire...\It's responding to the Ojoshi-sama's heart.\Getting a hold of Manaka in place of Ojoshi-sama...\The Sea God's frank feelings that melted into the sea have calmed down,\and the sea is now at a lull.\As long as they are not hurt, there will be no waves.\However, though there is no sadness there, response:	there is no happiness either.
context: The sacred fire...\It's responding to the Ojoshi-sama's heart.\Getting a hold of Manaka in place of Ojoshi-sama...\The Sea God's frank feelings that melted into the sea have calmed down,\and the sea is now at a lull.\As long as they are not hurt, there will be no waves.\However, though there is no sadness there,\there is no happiness either. response:	The sacred fire is the Sea God's consciousness, right?
context: It's responding to the Ojoshi-sama's heart.\Getting a hold of Manaka in place of Ojoshi-sama...\The Sea God's frank feelings that melted into the sea have calmed down,\and the sea is now at a lull.\As long as they are not hurt, there will be no waves.\However, though there is no sadness there,\there is no happiness either.\The sacred fire is the Sea God's consciousness, right? response:	Indeed.
context: Getting a hold of Manaka in place of Ojoshi-sama...\The Sea God's frank feelings that melted into the sea have calmed down,\and the sea is now at a lull.\As long as they are not hurt, there will be no waves.\However, though there is no sadness there,\there is no happiness either.\The sacred fire is the Sea God's consciousness, right?\Indeed. response:	The sacred fire threw away its own identity
context: The Sea God's frank feelings that melted into the sea have calmed down,\and the sea is now at a lull.\As long as they are not hurt, there will be no waves.\However, though there is no sadness there,\there is no happiness either.\The sacred fire is the Sea God's consciousness, right?\Indeed.\The sacred fire threw away its own identity response:	and carried out the duties as the god...
context: and the sea is now at a lull.\As long as they are not hurt, there will be no waves.\However, though there is no sadness there,\there is no happiness either.\The sacred fire is the Sea God's consciousness, right?\Indeed.\The sacred fire threw away its own identity\and carried out the duties as the god... response:	But it must have remembered because of Ojoshi-sama's heart that melted into the sea.
context: As long as they are not hurt, there will be no waves.\However, though there is no sadness there,\there is no happiness either.\The sacred fire is the Sea God's consciousness, right?\Indeed.\The sacred fire threw away its own identity\and carried out the duties as the god...\But it must have remembered because of Ojoshi-sama's heart that melted into the sea. response:	Uroko-sama...
context: However, though there is no sadness there,\there is no happiness either.\The sacred fire is the Sea God's consciousness, right?\Indeed.\The sacred fire threw away its own identity\and carried out the duties as the god...\But it must have remembered because of Ojoshi-sama's heart that melted into the sea.\Uroko-sama... response:	Yes.
context: there is no happiness either.\The sacred fire is the Sea God's consciousness, right?\Indeed.\The sacred fire threw away its own identity\and carried out the duties as the god...\But it must have remembered because of Ojoshi-sama's heart that melted into the sea.\Uroko-sama...\Yes. response:	I am a scale.
context: The sacred fire is the Sea God's consciousness, right?\Indeed.\The sacred fire threw away its own identity\and carried out the duties as the god...\But it must have remembered because of Ojoshi-sama's heart that melted into the sea.\Uroko-sama...\Yes.\I am a scale. response:	The scale of the Sea God.
context: Indeed.\The sacred fire threw away its own identity\and carried out the duties as the god...\But it must have remembered because of Ojoshi-sama's heart that melted into the sea.\Uroko-sama...\Yes.\I am a scale.\The scale of the Sea God. response:	However...
context: The sacred fire threw away its own identity\and carried out the duties as the god...\But it must have remembered because of Ojoshi-sama's heart that melted into the sea.\Uroko-sama...\Yes.\I am a scale.\The scale of the Sea God.\However... response:	Just like the Sea God, Ojoshi-sama...
context: and carried out the duties as the god...\But it must have remembered because of Ojoshi-sama's heart that melted into the sea.\Uroko-sama...\Yes.\I am a scale.\The scale of the Sea God.\However...\Just like the Sea God, Ojoshi-sama... response:	I will love you forever.
context: But it must have remembered because of Ojoshi-sama's heart that melted into the sea.\Uroko-sama...\Yes.\I am a scale.\The scale of the Sea God.\However...\Just like the Sea God, Ojoshi-sama...\I will love you forever. response:	Dad?
context: Uroko-sama...\Yes.\I am a scale.\The scale of the Sea God.\However...\Just like the Sea God, Ojoshi-sama...\I will love you forever.\Dad? response:	Huh?
context: Yes.\I am a scale.\The scale of the Sea God.\However...\Just like the Sea God, Ojoshi-sama...\I will love you forever.\Dad?\Huh? response:	D-Dad?!
context: I am a scale.\The scale of the Sea God.\However...\Just like the Sea God, Ojoshi-sama...\I will love you forever.\Dad?\Huh?\D-Dad?! response:	Wh-Why are you awake?
context: The scale of the Sea God.\However...\Just like the Sea God, Ojoshi-sama...\I will love you forever.\Dad?\Huh?\D-Dad?!\Wh-Why are you awake? response:	You scared the hell out of me!
context: However...\Just like the Sea God, Ojoshi-sama...\I will love you forever.\Dad?\Huh?\D-Dad?!\Wh-Why are you awake?\You scared the hell out of me! response:	What happened to your hibernation?
context: Just like the Sea God, Ojoshi-sama...\I will love you forever.\Dad?\Huh?\D-Dad?!\Wh-Why are you awake?\You scared the hell out of me!\What happened to your hibernation? response:	Miuna, you've gotten big.
context: I will love you forever.\Dad?\Huh?\D-Dad?!\Wh-Why are you awake?\You scared the hell out of me!\What happened to your hibernation?\Miuna, you've gotten big. response:	Grandpa...
context: Dad?\Huh?\D-Dad?!\Wh-Why are you awake?\You scared the hell out of me!\What happened to your hibernation?\Miuna, you've gotten big.\Grandpa... response:	A child born between a person from the surface and the sea will lose their Ena.
context: Huh?\D-Dad?!\Wh-Why are you awake?\You scared the hell out of me!\What happened to your hibernation?\Miuna, you've gotten big.\Grandpa...\A child born between a person from the surface and the sea will lose their Ena. response:	That is why with the impending danger coming to the surface,
context: D-Dad?!\Wh-Why are you awake?\You scared the hell out of me!\What happened to your hibernation?\Miuna, you've gotten big.\Grandpa...\A child born between a person from the surface and the sea will lose their Ena.\That is why with the impending danger coming to the surface, response:	the people of the sea had to hibernate.
context: Wh-Why are you awake?\You scared the hell out of me!\What happened to your hibernation?\Miuna, you've gotten big.\Grandpa...\A child born between a person from the surface and the sea will lose their Ena.\That is why with the impending danger coming to the surface,\the people of the sea had to hibernate. response:	To make sure that there were descendants to leave behind,
context: You scared the hell out of me!\What happened to your hibernation?\Miuna, you've gotten big.\Grandpa...\A child born between a person from the surface and the sea will lose their Ena.\That is why with the impending danger coming to the surface,\the people of the sea had to hibernate.\To make sure that there were descendants to leave behind, response:	and that there was a chance at a future.
context: What happened to your hibernation?\Miuna, you've gotten big.\Grandpa...\A child born between a person from the surface and the sea will lose their Ena.\That is why with the impending danger coming to the surface,\the people of the sea had to hibernate.\To make sure that there were descendants to leave behind,\and that there was a chance at a future. response:	However, there is Miuna.
context: Miuna, you've gotten big.\Grandpa...\A child born between a person from the surface and the sea will lose their Ena.\That is why with the impending danger coming to the surface,\the people of the sea had to hibernate.\To make sure that there were descendants to leave behind,\and that there was a chance at a future.\However, there is Miuna. response:	Miuna has Ena.
context: Grandpa...\A child born between a person from the surface and the sea will lose their Ena.\That is why with the impending danger coming to the surface,\the people of the sea had to hibernate.\To make sure that there were descendants to leave behind,\and that there was a chance at a future.\However, there is Miuna.\Miuna has Ena. response:	Therefore, there is hope for the future.
context: A child born between a person from the surface and the sea will lose their Ena.\That is why with the impending danger coming to the surface,\the people of the sea had to hibernate.\To make sure that there were descendants to leave behind,\and that there was a chance at a future.\However, there is Miuna.\Miuna has Ena.\Therefore, there is hope for the future. response:	I-Is that okay, Uroko-sama?!
context: That is why with the impending danger coming to the surface,\the people of the sea had to hibernate.\To make sure that there were descendants to leave behind,\and that there was a chance at a future.\However, there is Miuna.\Miuna has Ena.\Therefore, there is hope for the future.\I-Is that okay, Uroko-sama?! response:	It won't do any good to ask me...
context: the people of the sea had to hibernate.\To make sure that there were descendants to leave behind,\and that there was a chance at a future.\However, there is Miuna.\Miuna has Ena.\Therefore, there is hope for the future.\I-Is that okay, Uroko-sama?!\It won't do any good to ask me... response:	I'm not the one who woke him up.
context: To make sure that there were descendants to leave behind,\and that there was a chance at a future.\However, there is Miuna.\Miuna has Ena.\Therefore, there is hope for the future.\I-Is that okay, Uroko-sama?!\It won't do any good to ask me...\I'm not the one who woke him up. response:	I'd like to go meet Akira.
context: and that there was a chance at a future.\However, there is Miuna.\Miuna has Ena.\Therefore, there is hope for the future.\I-Is that okay, Uroko-sama?!\It won't do any good to ask me...\I'm not the one who woke him up.\I'd like to go meet Akira. response:	Huh?
context: However, there is Miuna.\Miuna has Ena.\Therefore, there is hope for the future.\I-Is that okay, Uroko-sama?!\It won't do any good to ask me...\I'm not the one who woke him up.\I'd like to go meet Akira.\Huh? response:	How do you know about Akira...
context: Miuna has Ena.\Therefore, there is hope for the future.\I-Is that okay, Uroko-sama?!\It won't do any good to ask me...\I'm not the one who woke him up.\I'd like to go meet Akira.\Huh?\How do you know about Akira... response:	Or rather, hey!
context: Therefore, there is hope for the future.\I-Is that okay, Uroko-sama?!\It won't do any good to ask me...\I'm not the one who woke him up.\I'd like to go meet Akira.\Huh?\How do you know about Akira...\Or rather, hey! response:	How do you even know about Miuna's Ena?
context: I-Is that okay, Uroko-sama?!\It won't do any good to ask me...\I'm not the one who woke him up.\I'd like to go meet Akira.\Huh?\How do you know about Akira...\Or rather, hey!\How do you even know about Miuna's Ena? response:	Did you forget?
context: It won't do any good to ask me...\I'm not the one who woke him up.\I'd like to go meet Akira.\Huh?\How do you know about Akira...\Or rather, hey!\How do you even know about Miuna's Ena?\Did you forget? response:	You're the one who told me about them.
context: I'm not the one who woke him up.\I'd like to go meet Akira.\Huh?\How do you know about Akira...\Or rather, hey!\How do you even know about Miuna's Ena?\Did you forget?\You're the one who told me about them. response:	About Miuna having Ena now, and about Akira being born.
context: I'd like to go meet Akira.\Huh?\How do you know about Akira...\Or rather, hey!\How do you even know about Miuna's Ena?\Did you forget?\You're the one who told me about them.\About Miuna having Ena now, and about Akira being born. response:	Your voice reached me.
context: Huh?\How do you know about Akira...\Or rather, hey!\How do you even know about Miuna's Ena?\Did you forget?\You're the one who told me about them.\About Miuna having Ena now, and about Akira being born.\Your voice reached me. response:	Your feelings also reached me.
context: How do you know about Akira...\Or rather, hey!\How do you even know about Miuna's Ena?\Did you forget?\You're the one who told me about them.\About Miuna having Ena now, and about Akira being born.\Your voice reached me.\Your feelings also reached me. response:	Dad...
context: Or rather, hey!\How do you even know about Miuna's Ena?\Did you forget?\You're the one who told me about them.\About Miuna having Ena now, and about Akira being born.\Your voice reached me.\Your feelings also reached me.\Dad... response:	The heart that doesn't change for eternity.
context: How do you even know about Miuna's Ena?\Did you forget?\You're the one who told me about them.\About Miuna having Ena now, and about Akira being born.\Your voice reached me.\Your feelings also reached me.\Dad...\The heart that doesn't change for eternity. response:	The heart that changes with the times...
context: Did you forget?\You're the one who told me about them.\About Miuna having Ena now, and about Akira being born.\Your voice reached me.\Your feelings also reached me.\Dad...\The heart that doesn't change for eternity.\The heart that changes with the times... response:	None of them are a mistake...
context: You're the one who told me about them.\About Miuna having Ena now, and about Akira being born.\Your voice reached me.\Your feelings also reached me.\Dad...\The heart that doesn't change for eternity.\The heart that changes with the times...\None of them are a mistake... response:	Sea!
context: About Miuna having Ena now, and about Akira being born.\Your voice reached me.\Your feelings also reached me.\Dad...\The heart that doesn't change for eternity.\The heart that changes with the times...\None of them are a mistake...\Sea! response:	The calmed sea begins to move.
context: Your voice reached me.\Your feelings also reached me.\Dad...\The heart that doesn't change for eternity.\The heart that changes with the times...\None of them are a mistake...\Sea!\The calmed sea begins to move. response:	Why?
context: Your feelings also reached me.\Dad...\The heart that doesn't change for eternity.\The heart that changes with the times...\None of them are a mistake...\Sea!\The calmed sea begins to move.\Why? response:	It had been calm this whole time...
context: Dad...\The heart that doesn't change for eternity.\The heart that changes with the times...\None of them are a mistake...\Sea!\The calmed sea begins to move.\Why?\It had been calm this whole time... response:	Look over there.
context: The heart that doesn't change for eternity.\The heart that changes with the times...\None of them are a mistake...\Sea!\The calmed sea begins to move.\Why?\It had been calm this whole time...\Look over there. response:	Bring out the boats!
context: The heart that changes with the times...\None of them are a mistake...\Sea!\The calmed sea begins to move.\Why?\It had been calm this whole time...\Look over there.\Bring out the boats! response:	Hey!
context: None of them are a mistake...\Sea!\The calmed sea begins to move.\Why?\It had been calm this whole time...\Look over there.\Bring out the boats!\Hey! response:	Hey! Hikari!
context: Sea!\The calmed sea begins to move.\Why?\It had been calm this whole time...\Look over there.\Bring out the boats!\Hey!\Hey! Hikari! response:	Love is born from the sea.
context: The calmed sea begins to move.\Why?\It had been calm this whole time...\Look over there.\Bring out the boats!\Hey!\Hey! Hikari!\Love is born from the sea. response:	Hikari!
context: Why?\It had been calm this whole time...\Look over there.\Bring out the boats!\Hey!\Hey! Hikari!\Love is born from the sea.\Hikari! response:	Hey, Hikari!
context: It had been calm this whole time...\Look over there.\Bring out the boats!\Hey!\Hey! Hikari!\Love is born from the sea.\Hikari!\Hey, Hikari! response:	Hikari, thank goodness.
context: Look over there.\Bring out the boats!\Hey!\Hey! Hikari!\Love is born from the sea.\Hikari!\Hey, Hikari!\Hikari, thank goodness. response:	We believed in you, our beloved friend!
context: Bring out the boats!\Hey!\Hey! Hikari!\Love is born from the sea.\Hikari!\Hey, Hikari!\Hikari, thank goodness.\We believed in you, our beloved friend! response:	The gentle and kind...
context: Hey!\Hey! Hikari!\Love is born from the sea.\Hikari!\Hey, Hikari!\Hikari, thank goodness.\We believed in you, our beloved friend!\The gentle and kind... response:	There we go.
context: Hey! Hikari!\Love is born from the sea.\Hikari!\Hey, Hikari!\Hikari, thank goodness.\We believed in you, our beloved friend!\The gentle and kind...\There we go. response:	The rough and painful...
context: Love is born from the sea.\Hikari!\Hey, Hikari!\Hikari, thank goodness.\We believed in you, our beloved friend!\The gentle and kind...\There we go.\The rough and painful... response:	And yet, the sea is forever kind...
context: Hikari!\Hey, Hikari!\Hikari, thank goodness.\We believed in you, our beloved friend!\The gentle and kind...\There we go.\The rough and painful...\And yet, the sea is forever kind... response:	Manaka.
context: Hey, Hikari!\Hikari, thank goodness.\We believed in you, our beloved friend!\The gentle and kind...\There we go.\The rough and painful...\And yet, the sea is forever kind...\Manaka. response:	Love is like the sea.
context: Hikari, thank goodness.\We believed in you, our beloved friend!\The gentle and kind...\There we go.\The rough and painful...\And yet, the sea is forever kind...\Manaka.\Love is like the sea. response:	Manaka...
context: We believed in you, our beloved friend!\The gentle and kind...\There we go.\The rough and painful...\And yet, the sea is forever kind...\Manaka.\Love is like the sea.\Manaka... response:	Miuna-chan!
context: The gentle and kind...\There we go.\The rough and painful...\And yet, the sea is forever kind...\Manaka.\Love is like the sea.\Manaka...\Miuna-chan! response:	Thank goodness!
context: There we go.\The rough and painful...\And yet, the sea is forever kind...\Manaka.\Love is like the sea.\Manaka...\Miuna-chan!\Thank goodness! response:	Thank goodness, Miuna-chan!
context: The rough and painful...\And yet, the sea is forever kind...\Manaka.\Love is like the sea.\Manaka...\Miuna-chan!\Thank goodness!\Thank goodness, Miuna-chan! response:	Hey... what about worrying about me?
context: And yet, the sea is forever kind...\Manaka.\Love is like the sea.\Manaka...\Miuna-chan!\Thank goodness!\Thank goodness, Miuna-chan!\Hey... what about worrying about me? response:	You're sturdy, Hii-kun...
context: Manaka.\Love is like the sea.\Manaka...\Miuna-chan!\Thank goodness!\Thank goodness, Miuna-chan!\Hey... what about worrying about me?\You're sturdy, Hii-kun... response:	Sturdy?
context: Love is like the sea.\Manaka...\Miuna-chan!\Thank goodness!\Thank goodness, Miuna-chan!\Hey... what about worrying about me?\You're sturdy, Hii-kun...\Sturdy? response:	Sturdy as a rock!
context: Manaka...\Miuna-chan!\Thank goodness!\Thank goodness, Miuna-chan!\Hey... what about worrying about me?\You're sturdy, Hii-kun...\Sturdy?\Sturdy as a rock! response:	Manaka-san is...
context: Miuna-chan!\Thank goodness!\Thank goodness, Miuna-chan!\Hey... what about worrying about me?\You're sturdy, Hii-kun...\Sturdy?\Sturdy as a rock!\Manaka-san is... response:	What's that supposed to mean?
context: Thank goodness!\Thank goodness, Miuna-chan!\Hey... what about worrying about me?\You're sturdy, Hii-kun...\Sturdy?\Sturdy as a rock!\Manaka-san is...\What's that supposed to mean? response:	Huh?
context: Thank goodness, Miuna-chan!\Hey... what about worrying about me?\You're sturdy, Hii-kun...\Sturdy?\Sturdy as a rock!\Manaka-san is...\What's that supposed to mean?\Huh? response:	Manaka-san is...
context: Hey... what about worrying about me?\You're sturdy, Hii-kun...\Sturdy?\Sturdy as a rock!\Manaka-san is...\What's that supposed to mean?\Huh?\Manaka-san is... response:	It's the Manaka-san that I knew since I was little.
context: You're sturdy, Hii-kun...\Sturdy?\Sturdy as a rock!\Manaka-san is...\What's that supposed to mean?\Huh?\Manaka-san is...\It's the Manaka-san that I knew since I was little. response:	Everything is born from the sea.
context: Sturdy?\Sturdy as a rock!\Manaka-san is...\What's that supposed to mean?\Huh?\Manaka-san is...\It's the Manaka-san that I knew since I was little.\Everything is born from the sea. response:	Oshiooshi Fishing Cooperative
context: Sturdy as a rock!\Manaka-san is...\What's that supposed to mean?\Huh?\Manaka-san is...\It's the Manaka-san that I knew since I was little.\Everything is born from the sea.\Oshiooshi Fishing Cooperative response:	Giant squid!
context: Manaka-san is...\What's that supposed to mean?\Huh?\Manaka-san is...\It's the Manaka-san that I knew since I was little.\Everything is born from the sea.\Oshiooshi Fishing Cooperative\Giant squid! response:	Akira, wait!
context: What's that supposed to mean?\Huh?\Manaka-san is...\It's the Manaka-san that I knew since I was little.\Everything is born from the sea.\Oshiooshi Fishing Cooperative\Giant squid!\Akira, wait! response:	Whale shark!
context: Huh?\Manaka-san is...\It's the Manaka-san that I knew since I was little.\Everything is born from the sea.\Oshiooshi Fishing Cooperative\Giant squid!\Akira, wait!\Whale shark! response:	Did you sleep well?
context: Manaka-san is...\It's the Manaka-san that I knew since I was little.\Everything is born from the sea.\Oshiooshi Fishing Cooperative\Giant squid!\Akira, wait!\Whale shark!\Did you sleep well? response:	Nah, still didn't get enough sleep...
