context: Wood Shop response:	Wow, this is...
context: We're doing the Ofunehiki...\I don't think that really suits you.\Huh?\Is that really the point here?\I mean... everyone can only do what they can.\If you try hard at something you can't do, it only hurts in the end.\You're all really going at it.\Pretty impressive. response:	Dad!
context: I don't think that really suits you.\Huh?\Is that really the point here?\I mean... everyone can only do what they can.\If you try hard at something you can't do, it only hurts in the end.\You're all really going at it.\Pretty impressive.\Dad! response:	Akari-san, thank you for talking to the manager for us.
context: Huh?\Is that really the point here?\I mean... everyone can only do what they can.\If you try hard at something you can't do, it only hurts in the end.\You're all really going at it.\Pretty impressive.\Dad!\Akari-san, thank you for talking to the manager for us. response:	Don't worry about it.
context: Is that really the point here?\I mean... everyone can only do what they can.\If you try hard at something you can't do, it only hurts in the end.\You're all really going at it.\Pretty impressive.\Dad!\Akari-san, thank you for talking to the manager for us.\Don't worry about it. response:	Not to mention Sayama-kun, the manager's son, is helping out, too.
context: I mean... everyone can only do what they can.\If you try hard at something you can't do, it only hurts in the end.\You're all really going at it.\Pretty impressive.\Dad!\Akari-san, thank you for talking to the manager for us.\Don't worry about it.\Not to mention Sayama-kun, the manager's son, is helping out, too. response:	And I'd like to see it, too...
context: If you try hard at something you can't do, it only hurts in the end.\You're all really going at it.\Pretty impressive.\Dad!\Akari-san, thank you for talking to the manager for us.\Don't worry about it.\Not to mention Sayama-kun, the manager's son, is helping out, too.\And I'd like to see it, too... response:	A real Ofunehiki.
context: You're all really going at it.\Pretty impressive.\Dad!\Akari-san, thank you for talking to the manager for us.\Don't worry about it.\Not to mention Sayama-kun, the manager's son, is helping out, too.\And I'd like to see it, too...\A real Ofunehiki. response:	Then, could you display these in the store?
context: Pretty impressive.\Dad!\Akari-san, thank you for talking to the manager for us.\Don't worry about it.\Not to mention Sayama-kun, the manager's son, is helping out, too.\And I'd like to see it, too...\A real Ofunehiki.\Then, could you display these in the store? response:	You got it! Leave it to me.
context: Dad!\Akari-san, thank you for talking to the manager for us.\Don't worry about it.\Not to mention Sayama-kun, the manager's son, is helping out, too.\And I'd like to see it, too...\A real Ofunehiki.\Then, could you display these in the store?\You got it! Leave it to me. response:	Give me some of those forms, too.
context: Akari-san, thank you for talking to the manager for us.\Don't worry about it.\Not to mention Sayama-kun, the manager's son, is helping out, too.\And I'd like to see it, too...\A real Ofunehiki.\Then, could you display these in the store?\You got it! Leave it to me.\Give me some of those forms, too. response:	I'll get you some signatures.
context: Don't worry about it.\Not to mention Sayama-kun, the manager's son, is helping out, too.\And I'd like to see it, too...\A real Ofunehiki.\Then, could you display these in the store?\You got it! Leave it to me.\Give me some of those forms, too.\I'll get you some signatures. response:	Could I get some, too?
context: Not to mention Sayama-kun, the manager's son, is helping out, too.\And I'd like to see it, too...\A real Ofunehiki.\Then, could you display these in the store?\You got it! Leave it to me.\Give me some of those forms, too.\I'll get you some signatures.\Could I get some, too? response:	I'll hand them out to people I know.
context: And I'd like to see it, too...\A real Ofunehiki.\Then, could you display these in the store?\You got it! Leave it to me.\Give me some of those forms, too.\I'll get you some signatures.\Could I get some, too?\I'll hand them out to people I know. response:	Are you sure?
context: A real Ofunehiki.\Then, could you display these in the store?\You got it! Leave it to me.\Give me some of those forms, too.\I'll get you some signatures.\Could I get some, too?\I'll hand them out to people I know.\Are you sure? response:	Yeah.
context: Then, could you display these in the store?\You got it! Leave it to me.\Give me some of those forms, too.\I'll get you some signatures.\Could I get some, too?\I'll hand them out to people I know.\Are you sure?\Yeah. response:	I mean, having the people of the surface and sea hand in hand...
context: You got it! Leave it to me.\Give me some of those forms, too.\I'll get you some signatures.\Could I get some, too?\I'll hand them out to people I know.\Are you sure?\Yeah.\I mean, having the people of the surface and sea hand in hand... response:	It sort of hits pretty close to home.
context: Give me some of those forms, too.\I'll get you some signatures.\Could I get some, too?\I'll hand them out to people I know.\Are you sure?\Yeah.\I mean, having the people of the surface and sea hand in hand...\It sort of hits pretty close to home. response:	I want to do the Ofunehiki.
context: I'll get you some signatures.\Could I get some, too?\I'll hand them out to people I know.\Are you sure?\Yeah.\I mean, having the people of the surface and sea hand in hand...\It sort of hits pretty close to home.\I want to do the Ofunehiki. response:	I'm going to make it happen.
context: Could I get some, too?\I'll hand them out to people I know.\Are you sure?\Yeah.\I mean, having the people of the surface and sea hand in hand...\It sort of hits pretty close to home.\I want to do the Ofunehiki.\I'm going to make it happen. response:	I look forward to it.
context: I'll hand them out to people I know.\Are you sure?\Yeah.\I mean, having the people of the surface and sea hand in hand...\It sort of hits pretty close to home.\I want to do the Ofunehiki.\I'm going to make it happen.\I look forward to it. response:	It's not happening.
context: Are you sure?\Yeah.\I mean, having the people of the surface and sea hand in hand...\It sort of hits pretty close to home.\I want to do the Ofunehiki.\I'm going to make it happen.\I look forward to it.\It's not happening. response:	Why not?!
context: Yeah.\I mean, having the people of the surface and sea hand in hand...\It sort of hits pretty close to home.\I want to do the Ofunehiki.\I'm going to make it happen.\I look forward to it.\It's not happening.\Why not?! response:	We got this many signatures!
context: I mean, having the people of the surface and sea hand in hand...\It sort of hits pretty close to home.\I want to do the Ofunehiki.\I'm going to make it happen.\I look forward to it.\It's not happening.\Why not?!\We got this many signatures! response:	You can at least talk to the fishing association!
context: It sort of hits pretty close to home.\I want to do the Ofunehiki.\I'm going to make it happen.\I look forward to it.\It's not happening.\Why not?!\We got this many signatures!\You can at least talk to the fishing association! response:	It doesn't matter how many signatures you get.
context: I want to do the Ofunehiki.\I'm going to make it happen.\I look forward to it.\It's not happening.\Why not?!\We got this many signatures!\You can at least talk to the fishing association!\It doesn't matter how many signatures you get. response:	Let's Do An Ofunehiki This Year!! Association to Make the Ofunehiki A Reality The Ofunehiki is one of our historical traditions!
context: I'm going to make it happen.\I look forward to it.\It's not happening.\Why not?!\We got this many signatures!\You can at least talk to the fishing association!\It doesn't matter how many signatures you get.\Let's Do An Ofunehiki This Year!! Association to Make the Ofunehiki A Reality The Ofunehiki is one of our historical traditions! response:	It was Oshiooshi that said they wouldn't do it this year in the first place.
context: I look forward to it.\It's not happening.\Why not?!\We got this many signatures!\You can at least talk to the fishing association!\It doesn't matter how many signatures you get.\Let's Do An Ofunehiki This Year!! Association to Make the Ofunehiki A Reality The Ofunehiki is one of our historical traditions!\It was Oshiooshi that said they wouldn't do it this year in the first place. response:	B-But...
context: It's not happening.\Why not?!\We got this many signatures!\You can at least talk to the fishing association!\It doesn't matter how many signatures you get.\Let's Do An Ofunehiki This Year!! Association to Make the Ofunehiki A Reality The Ofunehiki is one of our historical traditions!\It was Oshiooshi that said they wouldn't do it this year in the first place.\B-But... response:	Come on, Dad.
context: Why not?!\We got this many signatures!\You can at least talk to the fishing association!\It doesn't matter how many signatures you get.\Let's Do An Ofunehiki This Year!! Association to Make the Ofunehiki A Reality The Ofunehiki is one of our historical traditions!\It was Oshiooshi that said they wouldn't do it this year in the first place.\B-But...\Come on, Dad. response:	This is the first time Hikari's been so serious about asking you for something.
context: We got this many signatures!\You can at least talk to the fishing association!\It doesn't matter how many signatures you get.\Let's Do An Ofunehiki This Year!! Association to Make the Ofunehiki A Reality The Ofunehiki is one of our historical traditions!\It was Oshiooshi that said they wouldn't do it this year in the first place.\B-But...\Come on, Dad.\This is the first time Hikari's been so serious about asking you for something. response:	What kind of parent does it make you if you don't at least listen?
context: You can at least talk to the fishing association!\It doesn't matter how many signatures you get.\Let's Do An Ofunehiki This Year!! Association to Make the Ofunehiki A Reality The Ofunehiki is one of our historical traditions!\It was Oshiooshi that said they wouldn't do it this year in the first place.\B-But...\Come on, Dad.\This is the first time Hikari's been so serious about asking you for something.\What kind of parent does it make you if you don't at least listen? response:	I saw them collecting signatures myself,
context: It doesn't matter how many signatures you get.\Let's Do An Ofunehiki This Year!! Association to Make the Ofunehiki A Reality The Ofunehiki is one of our historical traditions!\It was Oshiooshi that said they wouldn't do it this year in the first place.\B-But...\Come on, Dad.\This is the first time Hikari's been so serious about asking you for something.\What kind of parent does it make you if you don't at least listen?\I saw them collecting signatures myself, response:	and they were working really hard.
context: Let's Do An Ofunehiki This Year!! Association to Make the Ofunehiki A Reality The Ofunehiki is one of our historical traditions!\It was Oshiooshi that said they wouldn't do it this year in the first place.\B-But...\Come on, Dad.\This is the first time Hikari's been so serious about asking you for something.\What kind of parent does it make you if you don't at least listen?\I saw them collecting signatures myself,\and they were working really hard. response:	The people on the surface won't listen.
context: It was Oshiooshi that said they wouldn't do it this year in the first place.\B-But...\Come on, Dad.\This is the first time Hikari's been so serious about asking you for something.\What kind of parent does it make you if you don't at least listen?\I saw them collecting signatures myself,\and they were working really hard.\The people on the surface won't listen. response:	There's no point in talking to them.
context: B-But...\Come on, Dad.\This is the first time Hikari's been so serious about asking you for something.\What kind of parent does it make you if you don't at least listen?\I saw them collecting signatures myself,\and they were working really hard.\The people on the surface won't listen.\There's no point in talking to them. response:	Dad!
context: Come on, Dad.\This is the first time Hikari's been so serious about asking you for something.\What kind of parent does it make you if you don't at least listen?\I saw them collecting signatures myself,\and they were working really hard.\The people on the surface won't listen.\There's no point in talking to them.\Dad! response:	I thought that the guys on the surface were all pigs at first, too...
context: This is the first time Hikari's been so serious about asking you for something.\What kind of parent does it make you if you don't at least listen?\I saw them collecting signatures myself,\and they were working really hard.\The people on the surface won't listen.\There's no point in talking to them.\Dad!\I thought that the guys on the surface were all pigs at first, too... response:	That there's no point in talking to them.
context: What kind of parent does it make you if you don't at least listen?\I saw them collecting signatures myself,\and they were working really hard.\The people on the surface won't listen.\There's no point in talking to them.\Dad!\I thought that the guys on the surface were all pigs at first, too...\That there's no point in talking to them. response:	And they thought of us as fish...
context: I saw them collecting signatures myself,\and they were working really hard.\The people on the surface won't listen.\There's no point in talking to them.\Dad!\I thought that the guys on the surface were all pigs at first, too...\That there's no point in talking to them.\And they thought of us as fish... response:	so we were even.
context: and they were working really hard.\The people on the surface won't listen.\There's no point in talking to them.\Dad!\I thought that the guys on the surface were all pigs at first, too...\That there's no point in talking to them.\And they thought of us as fish...\so we were even. response:	But I was wrong!
context: The people on the surface won't listen.\There's no point in talking to them.\Dad!\I thought that the guys on the surface were all pigs at first, too...\That there's no point in talking to them.\And they thought of us as fish...\so we were even.\But I was wrong! response:	We're not fish, and they're not pigs!
context: There's no point in talking to them.\Dad!\I thought that the guys on the surface were all pigs at first, too...\That there's no point in talking to them.\And they thought of us as fish...\so we were even.\But I was wrong!\We're not fish, and they're not pigs! response:	We're all humans that can communicate with each other!
context: Dad!\I thought that the guys on the surface were all pigs at first, too...\That there's no point in talking to them.\And they thought of us as fish...\so we were even.\But I was wrong!\We're not fish, and they're not pigs!\We're all humans that can communicate with each other! response:	We're really serious about this!
context: I thought that the guys on the surface were all pigs at first, too...\That there's no point in talking to them.\And they thought of us as fish...\so we were even.\But I was wrong!\We're not fish, and they're not pigs!\We're all humans that can communicate with each other!\We're really serious about this! response:	It can be just once!
context: That there's no point in talking to them.\And they thought of us as fish...\so we were even.\But I was wrong!\We're not fish, and they're not pigs!\We're all humans that can communicate with each other!\We're really serious about this!\It can be just once! response:	Please get everyone together and talk to them!
context: And they thought of us as fish...\so we were even.\But I was wrong!\We're not fish, and they're not pigs!\We're all humans that can communicate with each other!\We're really serious about this!\It can be just once!\Please get everyone together and talk to them! response:	You're going to rely on me?
context: so we were even.\But I was wrong!\We're not fish, and they're not pigs!\We're all humans that can communicate with each other!\We're really serious about this!\It can be just once!\Please get everyone together and talk to them!\You're going to rely on me? response:	Then we don't need your help!
context: But I was wrong!\We're not fish, and they're not pigs!\We're all humans that can communicate with each other!\We're really serious about this!\It can be just once!\Please get everyone together and talk to them!\You're going to rely on me?\Then we don't need your help! response:	Just don't get in our way, then!
context: We're not fish, and they're not pigs!\We're all humans that can communicate with each other!\We're really serious about this!\It can be just once!\Please get everyone together and talk to them!\You're going to rely on me?\Then we don't need your help!\Just don't get in our way, then! response:	So everything went okay with the fishery cooperative?
context: We're all humans that can communicate with each other!\We're really serious about this!\It can be just once!\Please get everyone together and talk to them!\You're going to rely on me?\Then we don't need your help!\Just don't get in our way, then!\So everything went okay with the fishery cooperative? response:	It really wasn't that hard.
context: We're really serious about this!\It can be just once!\Please get everyone together and talk to them!\You're going to rely on me?\Then we don't need your help!\Just don't get in our way, then!\So everything went okay with the fishery cooperative?\It really wasn't that hard. response:	Right?
context: It can be just once!\Please get everyone together and talk to them!\You're going to rely on me?\Then we don't need your help!\Just don't get in our way, then!\So everything went okay with the fishery cooperative?\It really wasn't that hard.\Right? response:	Even if people couldn't really talk about the Ofunehiki,
context: Please get everyone together and talk to them!\You're going to rely on me?\Then we don't need your help!\Just don't get in our way, then!\So everything went okay with the fishery cooperative?\It really wasn't that hard.\Right?\Even if people couldn't really talk about the Ofunehiki, response:	they seemed to be concerned about it.
context: You're going to rely on me?\Then we don't need your help!\Just don't get in our way, then!\So everything went okay with the fishery cooperative?\It really wasn't that hard.\Right?\Even if people couldn't really talk about the Ofunehiki,\they seemed to be concerned about it. response:	And what about your end?
context: Then we don't need your help!\Just don't get in our way, then!\So everything went okay with the fishery cooperative?\It really wasn't that hard.\Right?\Even if people couldn't really talk about the Ofunehiki,\they seemed to be concerned about it.\And what about your end? response:	My stupid dad wouldn't listen,
context: Just don't get in our way, then!\So everything went okay with the fishery cooperative?\It really wasn't that hard.\Right?\Even if people couldn't really talk about the Ofunehiki,\they seemed to be concerned about it.\And what about your end?\My stupid dad wouldn't listen, response:	but the Young Men Coalition heard me out.
context: So everything went okay with the fishery cooperative?\It really wasn't that hard.\Right?\Even if people couldn't really talk about the Ofunehiki,\they seemed to be concerned about it.\And what about your end?\My stupid dad wouldn't listen,\but the Young Men Coalition heard me out. response:	If I mention that the people of the surface already agreed to it,
context: It really wasn't that hard.\Right?\Even if people couldn't really talk about the Ofunehiki,\they seemed to be concerned about it.\And what about your end?\My stupid dad wouldn't listen,\but the Young Men Coalition heard me out.\If I mention that the people of the surface already agreed to it, response:	it'll work out somehow.
context: Right?\Even if people couldn't really talk about the Ofunehiki,\they seemed to be concerned about it.\And what about your end?\My stupid dad wouldn't listen,\but the Young Men Coalition heard me out.\If I mention that the people of the surface already agreed to it,\it'll work out somehow. response:	All right. It's finally show time, then!
context: Even if people couldn't really talk about the Ofunehiki,\they seemed to be concerned about it.\And what about your end?\My stupid dad wouldn't listen,\but the Young Men Coalition heard me out.\If I mention that the people of the surface already agreed to it,\it'll work out somehow.\All right. It's finally show time, then! response:	We're gonna do the Ofunehiki!
context: they seemed to be concerned about it.\And what about your end?\My stupid dad wouldn't listen,\but the Young Men Coalition heard me out.\If I mention that the people of the surface already agreed to it,\it'll work out somehow.\All right. It's finally show time, then!\We're gonna do the Ofunehiki! response:	Yeah!
context: And what about your end?\My stupid dad wouldn't listen,\but the Young Men Coalition heard me out.\If I mention that the people of the surface already agreed to it,\it'll work out somehow.\All right. It's finally show time, then!\We're gonna do the Ofunehiki!\Yeah! response:	All right, time for food!
context: My stupid dad wouldn't listen,\but the Young Men Coalition heard me out.\If I mention that the people of the surface already agreed to it,\it'll work out somehow.\All right. It's finally show time, then!\We're gonna do the Ofunehiki!\Yeah!\All right, time for food! response:	Hopefully everything works out.
context: but the Young Men Coalition heard me out.\If I mention that the people of the surface already agreed to it,\it'll work out somehow.\All right. It's finally show time, then!\We're gonna do the Ofunehiki!\Yeah!\All right, time for food!\Hopefully everything works out. response:	If we don't hurry up and eat, there won't be any time to play.
context: If I mention that the people of the surface already agreed to it,\it'll work out somehow.\All right. It's finally show time, then!\We're gonna do the Ofunehiki!\Yeah!\All right, time for food!\Hopefully everything works out.\If we don't hurry up and eat, there won't be any time to play. response:	But they're all so stubborn...
context: it'll work out somehow.\All right. It's finally show time, then!\We're gonna do the Ofunehiki!\Yeah!\All right, time for food!\Hopefully everything works out.\If we don't hurry up and eat, there won't be any time to play.\But they're all so stubborn... response:	Just watch. I'm going to make this happen.
context: All right. It's finally show time, then!\We're gonna do the Ofunehiki!\Yeah!\All right, time for food!\Hopefully everything works out.\If we don't hurry up and eat, there won't be any time to play.\But they're all so stubborn...\Just watch. I'm going to make this happen. response:	Hikari's working really hard...
context: We're gonna do the Ofunehiki!\Yeah!\All right, time for food!\Hopefully everything works out.\If we don't hurry up and eat, there won't be any time to play.\But they're all so stubborn...\Just watch. I'm going to make this happen.\Hikari's working really hard... response:	Yeah...
context: Yeah!\All right, time for food!\Hopefully everything works out.\If we don't hurry up and eat, there won't be any time to play.\But they're all so stubborn...\Just watch. I'm going to make this happen.\Hikari's working really hard...\Yeah... response:	But Hii-kun's sort of... um...
context: All right, time for food!\Hopefully everything works out.\If we don't hurry up and eat, there won't be any time to play.\But they're all so stubborn...\Just watch. I'm going to make this happen.\Hikari's working really hard...\Yeah...\But Hii-kun's sort of... um... response:	Different, isn't he?
context: Hopefully everything works out.\If we don't hurry up and eat, there won't be any time to play.\But they're all so stubborn...\Just watch. I'm going to make this happen.\Hikari's working really hard...\Yeah...\But Hii-kun's sort of... um...\Different, isn't he? response:	Different?
context: If we don't hurry up and eat, there won't be any time to play.\But they're all so stubborn...\Just watch. I'm going to make this happen.\Hikari's working really hard...\Yeah...\But Hii-kun's sort of... um...\Different, isn't he?\Different? response:	Oh, I mean Hii-kun is always trying really hard...
context: But they're all so stubborn...\Just watch. I'm going to make this happen.\Hikari's working really hard...\Yeah...\But Hii-kun's sort of... um...\Different, isn't he?\Different?\Oh, I mean Hii-kun is always trying really hard... response:	But um... this seems to be a different kind of trying hard...
context: Just watch. I'm going to make this happen.\Hikari's working really hard...\Yeah...\But Hii-kun's sort of... um...\Different, isn't he?\Different?\Oh, I mean Hii-kun is always trying really hard...\But um... this seems to be a different kind of trying hard... response:	Um...
context: Hikari's working really hard...\Yeah...\But Hii-kun's sort of... um...\Different, isn't he?\Different?\Oh, I mean Hii-kun is always trying really hard...\But um... this seems to be a different kind of trying hard...\Um... response:	I think...
context: Yeah...\But Hii-kun's sort of... um...\Different, isn't he?\Different?\Oh, I mean Hii-kun is always trying really hard...\But um... this seems to be a different kind of trying hard...\Um...\I think... response:	He's trying to change.
context: But Hii-kun's sort of... um...\Different, isn't he?\Different?\Oh, I mean Hii-kun is always trying really hard...\But um... this seems to be a different kind of trying hard...\Um...\I think...\He's trying to change. response:	Change?!
context: Different, isn't he?\Different?\Oh, I mean Hii-kun is always trying really hard...\But um... this seems to be a different kind of trying hard...\Um...\I think...\He's trying to change.\Change?! response:	I don't want to change.
context: Different?\Oh, I mean Hii-kun is always trying really hard...\But um... this seems to be a different kind of trying hard...\Um...\I think...\He's trying to change.\Change?!\I don't want to change. response:	I want all of us to be together forever.
context: Oh, I mean Hii-kun is always trying really hard...\But um... this seems to be a different kind of trying hard...\Um...\I think...\He's trying to change.\Change?!\I don't want to change.\I want all of us to be together forever. response:	Ch-Change? That's not good!
context: But um... this seems to be a different kind of trying hard...\Um...\I think...\He's trying to change.\Change?!\I don't want to change.\I want all of us to be together forever.\Ch-Change? That's not good! response:	We need to hurry and stop Hii-kun!
context: Um...\I think...\He's trying to change.\Change?!\I don't want to change.\I want all of us to be together forever.\Ch-Change? That's not good!\We need to hurry and stop Hii-kun! response:	Stop him and rewind!
context: I think...\He's trying to change.\Change?!\I don't want to change.\I want all of us to be together forever.\Ch-Change? That's not good!\We need to hurry and stop Hii-kun!\Stop him and rewind! response:	I don't think we can do that.
context: He's trying to change.\Change?!\I don't want to change.\I want all of us to be together forever.\Ch-Change? That's not good!\We need to hurry and stop Hii-kun!\Stop him and rewind!\I don't think we can do that. response:	But...
context: Change?!\I don't want to change.\I want all of us to be together forever.\Ch-Change? That's not good!\We need to hurry and stop Hii-kun!\Stop him and rewind!\I don't think we can do that.\But... response:	Thanks, Manaka.
context: I don't want to change.\I want all of us to be together forever.\Ch-Change? That's not good!\We need to hurry and stop Hii-kun!\Stop him and rewind!\I don't think we can do that.\But...\Thanks, Manaka. response:	Chii-chan...
context: I want all of us to be together forever.\Ch-Change? That's not good!\We need to hurry and stop Hii-kun!\Stop him and rewind!\I don't think we can do that.\But...\Thanks, Manaka.\Chii-chan... response:	There are some things that change even if we don't want them to...
context: Ch-Change? That's not good!\We need to hurry and stop Hii-kun!\Stop him and rewind!\I don't think we can do that.\But...\Thanks, Manaka.\Chii-chan...\There are some things that change even if we don't want them to... response:	But once someone decides they're going to change and work really hard at it,
context: We need to hurry and stop Hii-kun!\Stop him and rewind!\I don't think we can do that.\But...\Thanks, Manaka.\Chii-chan...\There are some things that change even if we don't want them to...\But once someone decides they're going to change and work really hard at it, response:	I don't think even the Sea God could stop them.
context: Stop him and rewind!\I don't think we can do that.\But...\Thanks, Manaka.\Chii-chan...\There are some things that change even if we don't want them to...\But once someone decides they're going to change and work really hard at it,\I don't think even the Sea God could stop them. response:	Wow, they did a great job on this.
context: I don't think we can do that.\But...\Thanks, Manaka.\Chii-chan...\There are some things that change even if we don't want them to...\But once someone decides they're going to change and work really hard at it,\I don't think even the Sea God could stop them.\Wow, they did a great job on this. response:	That's pretty impressive.
context: But...\Thanks, Manaka.\Chii-chan...\There are some things that change even if we don't want them to...\But once someone decides they're going to change and work really hard at it,\I don't think even the Sea God could stop them.\Wow, they did a great job on this.\That's pretty impressive. response:	Not bad at all.
context: Thanks, Manaka.\Chii-chan...\There are some things that change even if we don't want them to...\But once someone decides they're going to change and work really hard at it,\I don't think even the Sea God could stop them.\Wow, they did a great job on this.\That's pretty impressive.\Not bad at all. response:	I think we could actually use this.
context: Chii-chan...\There are some things that change even if we don't want them to...\But once someone decides they're going to change and work really hard at it,\I don't think even the Sea God could stop them.\Wow, they did a great job on this.\That's pretty impressive.\Not bad at all.\I think we could actually use this. response:	Look at all the details.
context: There are some things that change even if we don't want them to...\But once someone decides they're going to change and work really hard at it,\I don't think even the Sea God could stop them.\Wow, they did a great job on this.\That's pretty impressive.\Not bad at all.\I think we could actually use this.\Look at all the details. response:	To think that they were able to get Hikari's dad to come out, too...
context: But once someone decides they're going to change and work really hard at it,\I don't think even the Sea God could stop them.\Wow, they did a great job on this.\That's pretty impressive.\Not bad at all.\I think we could actually use this.\Look at all the details.\To think that they were able to get Hikari's dad to come out, too... response:	I'm getting nervous.
context: I don't think even the Sea God could stop them.\Wow, they did a great job on this.\That's pretty impressive.\Not bad at all.\I think we could actually use this.\Look at all the details.\To think that they were able to get Hikari's dad to come out, too...\I'm getting nervous. response:	Me too. I sort of want to go take a piss.
context: Wow, they did a great job on this.\That's pretty impressive.\Not bad at all.\I think we could actually use this.\Look at all the details.\To think that they were able to get Hikari's dad to come out, too...\I'm getting nervous.\Me too. I sort of want to go take a piss. response:	Then go already, jeez!
context: That's pretty impressive.\Not bad at all.\I think we could actually use this.\Look at all the details.\To think that they were able to get Hikari's dad to come out, too...\I'm getting nervous.\Me too. I sort of want to go take a piss.\Then go already, jeez! response:	They even prepared offerings...
context: Not bad at all.\I think we could actually use this.\Look at all the details.\To think that they were able to get Hikari's dad to come out, too...\I'm getting nervous.\Me too. I sort of want to go take a piss.\Then go already, jeez!\They even prepared offerings... response:	When we were kids, we made all of these little things too, didn't we, Sakishima?
context: I think we could actually use this.\Look at all the details.\To think that they were able to get Hikari's dad to come out, too...\I'm getting nervous.\Me too. I sort of want to go take a piss.\Then go already, jeez!\They even prepared offerings...\When we were kids, we made all of these little things too, didn't we, Sakishima? response:	Why'd you come?
context: Look at all the details.\To think that they were able to get Hikari's dad to come out, too...\I'm getting nervous.\Me too. I sort of want to go take a piss.\Then go already, jeez!\They even prepared offerings...\When we were kids, we made all of these little things too, didn't we, Sakishima?\Why'd you come? response:	You... really made all this?
context: To think that they were able to get Hikari's dad to come out, too...\I'm getting nervous.\Me too. I sort of want to go take a piss.\Then go already, jeez!\They even prepared offerings...\When we were kids, we made all of these little things too, didn't we, Sakishima?\Why'd you come?\You... really made all this? response:	Yeah.
context: I'm getting nervous.\Me too. I sort of want to go take a piss.\Then go already, jeez!\They even prepared offerings...\When we were kids, we made all of these little things too, didn't we, Sakishima?\Why'd you come?\You... really made all this?\Yeah. response:	The four of us and our friends from the surface all worked together.
context: Me too. I sort of want to go take a piss.\Then go already, jeez!\They even prepared offerings...\When we were kids, we made all of these little things too, didn't we, Sakishima?\Why'd you come?\You... really made all this?\Yeah.\The four of us and our friends from the surface all worked together. response:	I see... So that's why.
context: Then go already, jeez!\They even prepared offerings...\When we were kids, we made all of these little things too, didn't we, Sakishima?\Why'd you come?\You... really made all this?\Yeah.\The four of us and our friends from the surface all worked together.\I see... So that's why. response:	Ojoshi-sama's kimono's fold is backwards.
context: They even prepared offerings...\When we were kids, we made all of these little things too, didn't we, Sakishima?\Why'd you come?\You... really made all this?\Yeah.\The four of us and our friends from the surface all worked together.\I see... So that's why.\Ojoshi-sama's kimono's fold is backwards. response:	Huh?
context: When we were kids, we made all of these little things too, didn't we, Sakishima?\Why'd you come?\You... really made all this?\Yeah.\The four of us and our friends from the surface all worked together.\I see... So that's why.\Ojoshi-sama's kimono's fold is backwards.\Huh? response:	What?!
context: Why'd you come?\You... really made all this?\Yeah.\The four of us and our friends from the surface all worked together.\I see... So that's why.\Ojoshi-sama's kimono's fold is backwards.\Huh?\What?! response:	What?!
context: You... really made all this?\Yeah.\The four of us and our friends from the surface all worked together.\I see... So that's why.\Ojoshi-sama's kimono's fold is backwards.\Huh?\What?!\What?! response:	Wh-What are we going to do, Chii-chan?!
context: Yeah.\The four of us and our friends from the surface all worked together.\I see... So that's why.\Ojoshi-sama's kimono's fold is backwards.\Huh?\What?!\What?!\Wh-What are we going to do, Chii-chan?! response:	We sewed it so the left would be in front!
context: The four of us and our friends from the surface all worked together.\I see... So that's why.\Ojoshi-sama's kimono's fold is backwards.\Huh?\What?!\What?!\Wh-What are we going to do, Chii-chan?!\We sewed it so the left would be in front! response:	Ojoshi-sama's going to die!
context: I see... So that's why.\Ojoshi-sama's kimono's fold is backwards.\Huh?\What?!\What?!\Wh-What are we going to do, Chii-chan?!\We sewed it so the left would be in front!\Ojoshi-sama's going to die! response:	Wha Calm down!
context: Ojoshi-sama's kimono's fold is backwards.\Huh?\What?!\What?!\Wh-What are we going to do, Chii-chan?!\We sewed it so the left would be in front!\Ojoshi-sama's going to die!\Wha Calm down! response:	We can fix that in no time.
context: Huh?\What?!\What?!\Wh-What are we going to do, Chii-chan?!\We sewed it so the left would be in front!\Ojoshi-sama's going to die!\Wha Calm down!\We can fix that in no time. response:	Hikari...
context: What?!\What?!\Wh-What are we going to do, Chii-chan?!\We sewed it so the left would be in front!\Ojoshi-sama's going to die!\Wha Calm down!\We can fix that in no time.\Hikari... response:	Talk about a preemptive strike.
context: What?!\Wh-What are we going to do, Chii-chan?!\We sewed it so the left would be in front!\Ojoshi-sama's going to die!\Wha Calm down!\We can fix that in no time.\Hikari...\Talk about a preemptive strike. response:	No worries!
context: Wh-What are we going to do, Chii-chan?!\We sewed it so the left would be in front!\Ojoshi-sama's going to die!\Wha Calm down!\We can fix that in no time.\Hikari...\Talk about a preemptive strike.\No worries! response:	We're just getting started.
context: We sewed it so the left would be in front!\Ojoshi-sama's going to die!\Wha Calm down!\We can fix that in no time.\Hikari...\Talk about a preemptive strike.\No worries!\We're just getting started. response:	It appears that everyone is ready now.
context: Ojoshi-sama's going to die!\Wha Calm down!\We can fix that in no time.\Hikari...\Talk about a preemptive strike.\No worries!\We're just getting started.\It appears that everyone is ready now. response:	I'll be moderating the meeting today.
context: Wha Calm down!\We can fix that in no time.\Hikari...\Talk about a preemptive strike.\No worries!\We're just getting started.\It appears that everyone is ready now.\I'll be moderating the meeting today. response:	So, what do you all think?
context: We can fix that in no time.\Hikari...\Talk about a preemptive strike.\No worries!\We're just getting started.\It appears that everyone is ready now.\I'll be moderating the meeting today.\So, what do you all think? response:	The students worked really hard to make this.
