context: That night, we had jammed until very late. response:	Our neighbors in the building came to complain...
context: He had another band back home\and used to come and help us out at gigs and stuff.\So that's fair game.\I guess Nana hasn't told you anything.\Yes?\About the band or anything.\Oh... No.\Nana doesn't talk about herself much. response:	But having heard her sing today, I think I understand her a bit better.
context: and used to come and help us out at gigs and stuff.\So that's fair game.\I guess Nana hasn't told you anything.\Yes?\About the band or anything.\Oh... No.\Nana doesn't talk about herself much.\But having heard her sing today, I think I understand her a bit better. response:	She really came to Tokyo to become a professional musician.
context: So that's fair game.\I guess Nana hasn't told you anything.\Yes?\About the band or anything.\Oh... No.\Nana doesn't talk about herself much.\But having heard her sing today, I think I understand her a bit better.\She really came to Tokyo to become a professional musician. response:	Yeah, her dream is to be able to make a living by singing.
context: I guess Nana hasn't told you anything.\Yes?\About the band or anything.\Oh... No.\Nana doesn't talk about herself much.\But having heard her sing today, I think I understand her a bit better.\She really came to Tokyo to become a professional musician.\Yeah, her dream is to be able to make a living by singing. response:	You know back home she had some die-hard fans.
context: Yes?\About the band or anything.\Oh... No.\Nana doesn't talk about herself much.\But having heard her sing today, I think I understand her a bit better.\She really came to Tokyo to become a professional musician.\Yeah, her dream is to be able to make a living by singing.\You know back home she had some die-hard fans. response:	She was pretty well known locally.
context: About the band or anything.\Oh... No.\Nana doesn't talk about herself much.\But having heard her sing today, I think I understand her a bit better.\She really came to Tokyo to become a professional musician.\Yeah, her dream is to be able to make a living by singing.\You know back home she had some die-hard fans.\She was pretty well known locally. response:	I can't wait for Tokyo to listen to her.
context: Oh... No.\Nana doesn't talk about herself much.\But having heard her sing today, I think I understand her a bit better.\She really came to Tokyo to become a professional musician.\Yeah, her dream is to be able to make a living by singing.\You know back home she had some die-hard fans.\She was pretty well known locally.\I can't wait for Tokyo to listen to her. response:	Hey, I can help you find band members.
context: Nana doesn't talk about herself much.\But having heard her sing today, I think I understand her a bit better.\She really came to Tokyo to become a professional musician.\Yeah, her dream is to be able to make a living by singing.\You know back home she had some die-hard fans.\She was pretty well known locally.\I can't wait for Tokyo to listen to her.\Hey, I can help you find band members. response:	All you need is some members
context: But having heard her sing today, I think I understand her a bit better.\She really came to Tokyo to become a professional musician.\Yeah, her dream is to be able to make a living by singing.\You know back home she had some die-hard fans.\She was pretty well known locally.\I can't wait for Tokyo to listen to her.\Hey, I can help you find band members.\All you need is some members response:	and then she can start singing at nightclubs right away.
context: She really came to Tokyo to become a professional musician.\Yeah, her dream is to be able to make a living by singing.\You know back home she had some die-hard fans.\She was pretty well known locally.\I can't wait for Tokyo to listen to her.\Hey, I can help you find band members.\All you need is some members\and then she can start singing at nightclubs right away. response:	Then everyone will fall in love with Nana's voice.
context: Yeah, her dream is to be able to make a living by singing.\You know back home she had some die-hard fans.\She was pretty well known locally.\I can't wait for Tokyo to listen to her.\Hey, I can help you find band members.\All you need is some members\and then she can start singing at nightclubs right away.\Then everyone will fall in love with Nana's voice. response:	Oh, and scouts won't leave her alone.
context: You know back home she had some die-hard fans.\She was pretty well known locally.\I can't wait for Tokyo to listen to her.\Hey, I can help you find band members.\All you need is some members\and then she can start singing at nightclubs right away.\Then everyone will fall in love with Nana's voice.\Oh, and scouts won't leave her alone. response:	Hey Nana. Are you awake?
context: She was pretty well known locally.\I can't wait for Tokyo to listen to her.\Hey, I can help you find band members.\All you need is some members\and then she can start singing at nightclubs right away.\Then everyone will fall in love with Nana's voice.\Oh, and scouts won't leave her alone.\Hey Nana. Are you awake? response:	No.
context: I can't wait for Tokyo to listen to her.\Hey, I can help you find band members.\All you need is some members\and then she can start singing at nightclubs right away.\Then everyone will fall in love with Nana's voice.\Oh, and scouts won't leave her alone.\Hey Nana. Are you awake?\No. response:	Come on, you're awake!
context: Hey, I can help you find band members.\All you need is some members\and then she can start singing at nightclubs right away.\Then everyone will fall in love with Nana's voice.\Oh, and scouts won't leave her alone.\Hey Nana. Are you awake?\No.\Come on, you're awake! response:	I'm talking in my sleep.
context: All you need is some members\and then she can start singing at nightclubs right away.\Then everyone will fall in love with Nana's voice.\Oh, and scouts won't leave her alone.\Hey Nana. Are you awake?\No.\Come on, you're awake!\I'm talking in my sleep. response:	My heart's beating so loud, I can't sleep.
context: and then she can start singing at nightclubs right away.\Then everyone will fall in love with Nana's voice.\Oh, and scouts won't leave her alone.\Hey Nana. Are you awake?\No.\Come on, you're awake!\I'm talking in my sleep.\My heart's beating so loud, I can't sleep. response:	Are you that afraid of ghosts?
context: Then everyone will fall in love with Nana's voice.\Oh, and scouts won't leave her alone.\Hey Nana. Are you awake?\No.\Come on, you're awake!\I'm talking in my sleep.\My heart's beating so loud, I can't sleep.\Are you that afraid of ghosts? response:	No, I'm excited about something else now.
context: Oh, and scouts won't leave her alone.\Hey Nana. Are you awake?\No.\Come on, you're awake!\I'm talking in my sleep.\My heart's beating so loud, I can't sleep.\Are you that afraid of ghosts?\No, I'm excited about something else now. response:	Huh? Sorry to disappoint you, but I have no desire to hit on a woman.
context: Hey Nana. Are you awake?\No.\Come on, you're awake!\I'm talking in my sleep.\My heart's beating so loud, I can't sleep.\Are you that afraid of ghosts?\No, I'm excited about something else now.\Huh? Sorry to disappoint you, but I have no desire to hit on a woman. response:	No, it's not that either!
context: No.\Come on, you're awake!\I'm talking in my sleep.\My heart's beating so loud, I can't sleep.\Are you that afraid of ghosts?\No, I'm excited about something else now.\Huh? Sorry to disappoint you, but I have no desire to hit on a woman.\No, it's not that either! response:	Would you shut up already?
context: Come on, you're awake!\I'm talking in my sleep.\My heart's beating so loud, I can't sleep.\Are you that afraid of ghosts?\No, I'm excited about something else now.\Huh? Sorry to disappoint you, but I have no desire to hit on a woman.\No, it's not that either!\Would you shut up already? response:	I can't sleep. Do you want me to kick you out?
context: I'm talking in my sleep.\My heart's beating so loud, I can't sleep.\Are you that afraid of ghosts?\No, I'm excited about something else now.\Huh? Sorry to disappoint you, but I have no desire to hit on a woman.\No, it's not that either!\Would you shut up already?\I can't sleep. Do you want me to kick you out? response:	Hey Nana. Do you want a tambourine player on your band?
context: My heart's beating so loud, I can't sleep.\Are you that afraid of ghosts?\No, I'm excited about something else now.\Huh? Sorry to disappoint you, but I have no desire to hit on a woman.\No, it's not that either!\Would you shut up already?\I can't sleep. Do you want me to kick you out?\Hey Nana. Do you want a tambourine player on your band? response:	No, I don't.
context: Are you that afraid of ghosts?\No, I'm excited about something else now.\Huh? Sorry to disappoint you, but I have no desire to hit on a woman.\No, it's not that either!\Would you shut up already?\I can't sleep. Do you want me to kick you out?\Hey Nana. Do you want a tambourine player on your band?\No, I don't. response:	What are these palpitations? I don't think I've ever felt this way before.
context: No, I'm excited about something else now.\Huh? Sorry to disappoint you, but I have no desire to hit on a woman.\No, it's not that either!\Would you shut up already?\I can't sleep. Do you want me to kick you out?\Hey Nana. Do you want a tambourine player on your band?\No, I don't.\What are these palpitations? I don't think I've ever felt this way before. response:	Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.
context: Huh? Sorry to disappoint you, but I have no desire to hit on a woman.\No, it's not that either!\Would you shut up already?\I can't sleep. Do you want me to kick you out?\Hey Nana. Do you want a tambourine player on your band?\No, I don't.\What are these palpitations? I don't think I've ever felt this way before.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. response:	Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. What's this?
context: No, it's not that either!\Would you shut up already?\I can't sleep. Do you want me to kick you out?\Hey Nana. Do you want a tambourine player on your band?\No, I don't.\What are these palpitations? I don't think I've ever felt this way before.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. What's this? response:	Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.
context: Would you shut up already?\I can't sleep. Do you want me to kick you out?\Hey Nana. Do you want a tambourine player on your band?\No, I don't.\What are these palpitations? I don't think I've ever felt this way before.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. What's this?\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. response:	Shoji! You've come!
context: I can't sleep. Do you want me to kick you out?\Hey Nana. Do you want a tambourine player on your band?\No, I don't.\What are these palpitations? I don't think I've ever felt this way before.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. What's this?\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Shoji! You've come! response:	I was gonna go to Jackson. Wanna come?
context: Hey Nana. Do you want a tambourine player on your band?\No, I don't.\What are these palpitations? I don't think I've ever felt this way before.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. What's this?\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Shoji! You've come!\I was gonna go to Jackson. Wanna come? response:	Sure, I'll join you.
context: No, I don't.\What are these palpitations? I don't think I've ever felt this way before.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. What's this?\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Shoji! You've come!\I was gonna go to Jackson. Wanna come?\Sure, I'll join you. response:	But what's this poster? You made it, didn't you?
context: What are these palpitations? I don't think I've ever felt this way before.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. What's this?\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Shoji! You've come!\I was gonna go to Jackson. Wanna come?\Sure, I'll join you.\But what's this poster? You made it, didn't you? response:	This is your drawing. These eyes.
context: Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. What's this?\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Shoji! You've come!\I was gonna go to Jackson. Wanna come?\Sure, I'll join you.\But what's this poster? You made it, didn't you?\This is your drawing. These eyes. response:	Yup. Don't you think they look just like Nana and Nobu?
context: Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details. What's this?\Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Shoji! You've come!\I was gonna go to Jackson. Wanna come?\Sure, I'll join you.\But what's this poster? You made it, didn't you?\This is your drawing. These eyes.\Yup. Don't you think they look just like Nana and Nobu? response:	Who's Nobu?
context: Looking for a drummer and bassist! Wanna join our band and go pro? Those of you who like the Sex Pistols. Ask the store clerk for details.\Shoji! You've come!\I was gonna go to Jackson. Wanna come?\Sure, I'll join you.\But what's this poster? You made it, didn't you?\This is your drawing. These eyes.\Yup. Don't you think they look just like Nana and Nobu?\Who's Nobu? response:	So she wants to make a living by singing.
context: Shoji! You've come!\I was gonna go to Jackson. Wanna come?\Sure, I'll join you.\But what's this poster? You made it, didn't you?\This is your drawing. These eyes.\Yup. Don't you think they look just like Nana and Nobu?\Who's Nobu?\So she wants to make a living by singing. response:	Now that's a pretty big dream.
context: I was gonna go to Jackson. Wanna come?\Sure, I'll join you.\But what's this poster? You made it, didn't you?\This is your drawing. These eyes.\Yup. Don't you think they look just like Nana and Nobu?\Who's Nobu?\So she wants to make a living by singing.\Now that's a pretty big dream. response:	Don't you think? I'm so excited!
context: Sure, I'll join you.\But what's this poster? You made it, didn't you?\This is your drawing. These eyes.\Yup. Don't you think they look just like Nana and Nobu?\Who's Nobu?\So she wants to make a living by singing.\Now that's a pretty big dream.\Don't you think? I'm so excited! response:	Yeah, I guess I can get into stories like that.
context: But what's this poster? You made it, didn't you?\This is your drawing. These eyes.\Yup. Don't you think they look just like Nana and Nobu?\Who's Nobu?\So she wants to make a living by singing.\Now that's a pretty big dream.\Don't you think? I'm so excited!\Yeah, I guess I can get into stories like that. response:	But I'm not sure if it's going to be as easy as you think.
context: This is your drawing. These eyes.\Yup. Don't you think they look just like Nana and Nobu?\Who's Nobu?\So she wants to make a living by singing.\Now that's a pretty big dream.\Don't you think? I'm so excited!\Yeah, I guess I can get into stories like that.\But I'm not sure if it's going to be as easy as you think. response:	It'll be okay!
context: Yup. Don't you think they look just like Nana and Nobu?\Who's Nobu?\So she wants to make a living by singing.\Now that's a pretty big dream.\Don't you think? I'm so excited!\Yeah, I guess I can get into stories like that.\But I'm not sure if it's going to be as easy as you think.\It'll be okay! response:	Everything's been going my way since I got to Tokyo!
context: Who's Nobu?\So she wants to make a living by singing.\Now that's a pretty big dream.\Don't you think? I'm so excited!\Yeah, I guess I can get into stories like that.\But I'm not sure if it's going to be as easy as you think.\It'll be okay!\Everything's been going my way since I got to Tokyo! response:	I don't think things going your way has all that much to do with it.
context: So she wants to make a living by singing.\Now that's a pretty big dream.\Don't you think? I'm so excited!\Yeah, I guess I can get into stories like that.\But I'm not sure if it's going to be as easy as you think.\It'll be okay!\Everything's been going my way since I got to Tokyo!\I don't think things going your way has all that much to do with it. response:	I know! Let's go to karaoke tonight with Nana!
context: Now that's a pretty big dream.\Don't you think? I'm so excited!\Yeah, I guess I can get into stories like that.\But I'm not sure if it's going to be as easy as you think.\It'll be okay!\Everything's been going my way since I got to Tokyo!\I don't think things going your way has all that much to do with it.\I know! Let's go to karaoke tonight with Nana! response:	I want you to hear her sing. I'll play the tambourine!
context: Don't you think? I'm so excited!\Yeah, I guess I can get into stories like that.\But I'm not sure if it's going to be as easy as you think.\It'll be okay!\Everything's been going my way since I got to Tokyo!\I don't think things going your way has all that much to do with it.\I know! Let's go to karaoke tonight with Nana!\I want you to hear her sing. I'll play the tambourine! response:	Sorry man, I've got to work to midnight tonight.
context: Yeah, I guess I can get into stories like that.\But I'm not sure if it's going to be as easy as you think.\It'll be okay!\Everything's been going my way since I got to Tokyo!\I don't think things going your way has all that much to do with it.\I know! Let's go to karaoke tonight with Nana!\I want you to hear her sing. I'll play the tambourine!\Sorry man, I've got to work to midnight tonight. response:	Work again? What are you working so much for?
context: But I'm not sure if it's going to be as easy as you think.\It'll be okay!\Everything's been going my way since I got to Tokyo!\I don't think things going your way has all that much to do with it.\I know! Let's go to karaoke tonight with Nana!\I want you to hear her sing. I'll play the tambourine!\Sorry man, I've got to work to midnight tonight.\Work again? What are you working so much for? response:	Your parents send you money, don't they?
context: It'll be okay!\Everything's been going my way since I got to Tokyo!\I don't think things going your way has all that much to do with it.\I know! Let's go to karaoke tonight with Nana!\I want you to hear her sing. I'll play the tambourine!\Sorry man, I've got to work to midnight tonight.\Work again? What are you working so much for?\Your parents send you money, don't they? response:	Not enough to live on.
context: Everything's been going my way since I got to Tokyo!\I don't think things going your way has all that much to do with it.\I know! Let's go to karaoke tonight with Nana!\I want you to hear her sing. I'll play the tambourine!\Sorry man, I've got to work to midnight tonight.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on. response:	When I start school, I won't have time to work.
context: I don't think things going your way has all that much to do with it.\I know! Let's go to karaoke tonight with Nana!\I want you to hear her sing. I'll play the tambourine!\Sorry man, I've got to work to midnight tonight.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work. response:	I've got to save up while I can.
context: I know! Let's go to karaoke tonight with Nana!\I want you to hear her sing. I'll play the tambourine!\Sorry man, I've got to work to midnight tonight.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can. response:	That's what you say.
context: I want you to hear her sing. I'll play the tambourine!\Sorry man, I've got to work to midnight tonight.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say. response:	You're not spending money on Sachiko, I hope!
context: Sorry man, I've got to work to midnight tonight.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope! response:	Buying her Louis Vuitton bags and Prada shoes.
context: Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes. response:	But she really likes these brands.
context: Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands. response:	I'm just kidding!
context: Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding! response:	You're the one that keeps bringing her up!
context: When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up! response:	I know, but I came all the way to Tokyo to be with you
context: I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you response:	and you spend all of your time working.
context: That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working. response:	I just wish you would make some time for me.
context: You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me. response:	Oh come on. I do make time. Like the other night.
context: Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\Oh come on. I do make time. Like the other night. response:	You were the one that went home early.
context: But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\Oh come on. I do make time. Like the other night.\You were the one that went home early. response:	You're the one that's not being considerate.
context: I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\Oh come on. I do make time. Like the other night.\You were the one that went home early.\You're the one that's not being considerate. response:	Why should I always have to adjust to your plans?
context: You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\Oh come on. I do make time. Like the other night.\You were the one that went home early.\You're the one that's not being considerate.\Why should I always have to adjust to your plans? response:	Uh, I hate to disturb you at a time like this, but your Jackson burger is ready.
context: I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\Oh come on. I do make time. Like the other night.\You were the one that went home early.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\Uh, I hate to disturb you at a time like this, but your Jackson burger is ready. response:	- Koichi Sato! - Yes!
context: and you spend all of your time working.\I just wish you would make some time for me.\Oh come on. I do make time. Like the other night.\You were the one that went home early.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\Uh, I hate to disturb you at a time like this, but your Jackson burger is ready.\- Koichi Sato! - Yes! response:	I have a favor to ask.
context: I just wish you would make some time for me.\Oh come on. I do make time. Like the other night.\You were the one that went home early.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\Uh, I hate to disturb you at a time like this, but your Jackson burger is ready.\- Koichi Sato! - Yes!\I have a favor to ask. response:	My friend is looking for some band members.
context: Oh come on. I do make time. Like the other night.\You were the one that went home early.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\Uh, I hate to disturb you at a time like this, but your Jackson burger is ready.\- Koichi Sato! - Yes!\I have a favor to ask.\My friend is looking for some band members. response:	I wonder if you could put this up for me!
context: You were the one that went home early.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\Uh, I hate to disturb you at a time like this, but your Jackson burger is ready.\- Koichi Sato! - Yes!\I have a favor to ask.\My friend is looking for some band members.\I wonder if you could put this up for me! response:	Hey Nana!
context: You're the one that's not being considerate.\Why should I always have to adjust to your plans?\Uh, I hate to disturb you at a time like this, but your Jackson burger is ready.\- Koichi Sato! - Yes!\I have a favor to ask.\My friend is looking for some band members.\I wonder if you could put this up for me!\Hey Nana! response:	This place has nothing to do with that band.
context: Why should I always have to adjust to your plans?\Uh, I hate to disturb you at a time like this, but your Jackson burger is ready.\- Koichi Sato! - Yes!\I have a favor to ask.\My friend is looking for some band members.\I wonder if you could put this up for me!\Hey Nana!\This place has nothing to do with that band. response:	Besides, it's a punk band.
context: Uh, I hate to disturb you at a time like this, but your Jackson burger is ready.\- Koichi Sato! - Yes!\I have a favor to ask.\My friend is looking for some band members.\I wonder if you could put this up for me!\Hey Nana!\This place has nothing to do with that band.\Besides, it's a punk band. response:	But...
context: - Koichi Sato! - Yes!\I have a favor to ask.\My friend is looking for some band members.\I wonder if you could put this up for me!\Hey Nana!\This place has nothing to do with that band.\Besides, it's a punk band.\But... response:	I don't mind.
context: I have a favor to ask.\My friend is looking for some band members.\I wonder if you could put this up for me!\Hey Nana!\This place has nothing to do with that band.\Besides, it's a punk band.\But...\I don't mind. response:	Since you're a good customer.
context: My friend is looking for some band members.\I wonder if you could put this up for me!\Hey Nana!\This place has nothing to do with that band.\Besides, it's a punk band.\But...\I don't mind.\Since you're a good customer. response:	Really?! Thank you!
context: I wonder if you could put this up for me!\Hey Nana!\This place has nothing to do with that band.\Besides, it's a punk band.\But...\I don't mind.\Since you're a good customer.\Really?! Thank you! response:	Then if anyone asks,
context: Hey Nana!\This place has nothing to do with that band.\Besides, it's a punk band.\But...\I don't mind.\Since you're a good customer.\Really?! Thank you!\Then if anyone asks, response:	could you give me a call on my mobile?
context: This place has nothing to do with that band.\Besides, it's a punk band.\But...\I don't mind.\Since you're a good customer.\Really?! Thank you!\Then if anyone asks,\could you give me a call on my mobile? response:	I'll write down my number here.
context: Besides, it's a punk band.\But...\I don't mind.\Since you're a good customer.\Really?! Thank you!\Then if anyone asks,\could you give me a call on my mobile?\I'll write down my number here. response:	I've got to go to work now, so I'm off.
context: But...\I don't mind.\Since you're a good customer.\Really?! Thank you!\Then if anyone asks,\could you give me a call on my mobile?\I'll write down my number here.\I've got to go to work now, so I'm off. response:	I just remembered. You sent me an email yesterday.
context: I don't mind.\Since you're a good customer.\Really?! Thank you!\Then if anyone asks,\could you give me a call on my mobile?\I'll write down my number here.\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday. response:	Huh?
context: Since you're a good customer.\Really?! Thank you!\Then if anyone asks,\could you give me a call on my mobile?\I'll write down my number here.\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh? response:	Well, if it's not important, never mind.
context: Really?! Thank you!\Then if anyone asks,\could you give me a call on my mobile?\I'll write down my number here.\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind. response:	It's just that I fell asleep without noticing it came.
context: Then if anyone asks,\could you give me a call on my mobile?\I'll write down my number here.\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came. response:	Sorry.
context: could you give me a call on my mobile?\I'll write down my number here.\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry. response:	Oh yeah, I did send one.
context: I'll write down my number here.\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one. response:	What did I write?
context: I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write? response:	Shoji, I'm on my way home. Call me when you get off work.
context: I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work. response:	I can't believe it!
context: Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work.\I can't believe it! response:	How could I half-consciously send a message like this?
context: Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work.\I can't believe it!\How could I half-consciously send a message like this? response:	It's proof I'm taking Shoji for granted.
context: It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work.\I can't believe it!\How could I half-consciously send a message like this?\It's proof I'm taking Shoji for granted. response:	And I didn't even remember sending it.
context: Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work.\I can't believe it!\How could I half-consciously send a message like this?\It's proof I'm taking Shoji for granted.\And I didn't even remember sending it. response:	Shoji probably came over to see me before work
context: Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work.\I can't believe it!\How could I half-consciously send a message like this?\It's proof I'm taking Shoji for granted.\And I didn't even remember sending it.\Shoji probably came over to see me before work response:	because he felt bad about not being able to call.
context: What did I write?\Shoji, I'm on my way home. Call me when you get off work.\I can't believe it!\How could I half-consciously send a message like this?\It's proof I'm taking Shoji for granted.\And I didn't even remember sending it.\Shoji probably came over to see me before work\because he felt bad about not being able to call. response:	And look at me...
context: Shoji, I'm on my way home. Call me when you get off work.\I can't believe it!\How could I half-consciously send a message like this?\It's proof I'm taking Shoji for granted.\And I didn't even remember sending it.\Shoji probably came over to see me before work\because he felt bad about not being able to call.\And look at me... response:	I just wish you would make some time for me.
context: I can't believe it!\How could I half-consciously send a message like this?\It's proof I'm taking Shoji for granted.\And I didn't even remember sending it.\Shoji probably came over to see me before work\because he felt bad about not being able to call.\And look at me...\I just wish you would make some time for me. response:	Oh how selfish! Am I self-centered or what?!
context: How could I half-consciously send a message like this?\It's proof I'm taking Shoji for granted.\And I didn't even remember sending it.\Shoji probably came over to see me before work\because he felt bad about not being able to call.\And look at me...\I just wish you would make some time for me.\Oh how selfish! Am I self-centered or what?! response:	Why should I always have to adjust to your plans?
context: It's proof I'm taking Shoji for granted.\And I didn't even remember sending it.\Shoji probably came over to see me before work\because he felt bad about not being able to call.\And look at me...\I just wish you would make some time for me.\Oh how selfish! Am I self-centered or what?!\Why should I always have to adjust to your plans? response:	I'm going to see Shoji at work on my way home!
