context: Final spurt! response:	Yes!
context: Fujioka Kazuma Runner Interview Boulder of a Race\I ran the race I wanted this time,\but there are more strong runners hiding in Kanto.\I believe they'll be ready by the time Ekiden season rolls around.\I'll make sure not to underestimate them as I wait.\Kakeru,\do you know what the greatest compliment you can give a long distance runner is?\Is it to call him fast? response:	No.
context: I ran the race I wanted this time,\but there are more strong runners hiding in Kanto.\I believe they'll be ready by the time Ekiden season rolls around.\I'll make sure not to underestimate them as I wait.\Kakeru,\do you know what the greatest compliment you can give a long distance runner is?\Is it to call him fast?\No. response:	It's to call him strong.
context: but there are more strong runners hiding in Kanto.\I believe they'll be ready by the time Ekiden season rolls around.\I'll make sure not to underestimate them as I wait.\Kakeru,\do you know what the greatest compliment you can give a long distance runner is?\Is it to call him fast?\No.\It's to call him strong. response:	Strong?
context: I believe they'll be ready by the time Ekiden season rolls around.\I'll make sure not to underestimate them as I wait.\Kakeru,\do you know what the greatest compliment you can give a long distance runner is?\Is it to call him fast?\No.\It's to call him strong.\Strong? response:	You can't survive long distances on speed alone.
context: I'll make sure not to underestimate them as I wait.\Kakeru,\do you know what the greatest compliment you can give a long distance runner is?\Is it to call him fast?\No.\It's to call him strong.\Strong?\You can't survive long distances on speed alone. response:	You hold out through difficult phases to keep on moving your body forward.
context: Kakeru,\do you know what the greatest compliment you can give a long distance runner is?\Is it to call him fast?\No.\It's to call him strong.\Strong?\You can't survive long distances on speed alone.\You hold out through difficult phases to keep on moving your body forward. response:	Every day, you have to push yourself a little harder in practice.
context: do you know what the greatest compliment you can give a long distance runner is?\Is it to call him fast?\No.\It's to call him strong.\Strong?\You can't survive long distances on speed alone.\You hold out through difficult phases to keep on moving your body forward.\Every day, you have to push yourself a little harder in practice. response:	What long distance runners need is strength.
context: Is it to call him fast?\No.\It's to call him strong.\Strong?\You can't survive long distances on speed alone.\You hold out through difficult phases to keep on moving your body forward.\Every day, you have to push yourself a little harder in practice.\What long distance runners need is strength. response:	Fujioka is strong, both as a runner and as a captain.
context: No.\It's to call him strong.\Strong?\You can't survive long distances on speed alone.\You hold out through difficult phases to keep on moving your body forward.\Every day, you have to push yourself a little harder in practice.\What long distance runners need is strength.\Fujioka is strong, both as a runner and as a captain. response:	But Fujioka is Fujioka.
context: It's to call him strong.\Strong?\You can't survive long distances on speed alone.\You hold out through difficult phases to keep on moving your body forward.\Every day, you have to push yourself a little harder in practice.\What long distance runners need is strength.\Fujioka is strong, both as a runner and as a captain.\But Fujioka is Fujioka. response:	I regret that we weren't able to show him your abilities at the Inter-College,
context: Strong?\You can't survive long distances on speed alone.\You hold out through difficult phases to keep on moving your body forward.\Every day, you have to push yourself a little harder in practice.\What long distance runners need is strength.\Fujioka is strong, both as a runner and as a captain.\But Fujioka is Fujioka.\I regret that we weren't able to show him your abilities at the Inter-College, response:	but there's no need to panic.
context: You can't survive long distances on speed alone.\You hold out through difficult phases to keep on moving your body forward.\Every day, you have to push yourself a little harder in practice.\What long distance runners need is strength.\Fujioka is strong, both as a runner and as a captain.\But Fujioka is Fujioka.\I regret that we weren't able to show him your abilities at the Inter-College,\but there's no need to panic. response:	Believe in yourself.
context: You hold out through difficult phases to keep on moving your body forward.\Every day, you have to push yourself a little harder in practice.\What long distance runners need is strength.\Fujioka is strong, both as a runner and as a captain.\But Fujioka is Fujioka.\I regret that we weren't able to show him your abilities at the Inter-College,\but there's no need to panic.\Believe in yourself. response:	It takes time to become stronger.
context: Every day, you have to push yourself a little harder in practice.\What long distance runners need is strength.\Fujioka is strong, both as a runner and as a captain.\But Fujioka is Fujioka.\I regret that we weren't able to show him your abilities at the Inter-College,\but there's no need to panic.\Believe in yourself.\It takes time to become stronger. response:	Fujioka's on your mind, too.
context: What long distance runners need is strength.\Fujioka is strong, both as a runner and as a captain.\But Fujioka is Fujioka.\I regret that we weren't able to show him your abilities at the Inter-College,\but there's no need to panic.\Believe in yourself.\It takes time to become stronger.\Fujioka's on your mind, too. response:	I understand what you're trying to say, but why are you telling me this now?
context: Fujioka is strong, both as a runner and as a captain.\But Fujioka is Fujioka.\I regret that we weren't able to show him your abilities at the Inter-College,\but there's no need to panic.\Believe in yourself.\It takes time to become stronger.\Fujioka's on your mind, too.\I understand what you're trying to say, but why are you telling me this now? response:	Are you anxious?
context: But Fujioka is Fujioka.\I regret that we weren't able to show him your abilities at the Inter-College,\but there's no need to panic.\Believe in yourself.\It takes time to become stronger.\Fujioka's on your mind, too.\I understand what you're trying to say, but why are you telling me this now?\Are you anxious? response:	Anxious?
context: I regret that we weren't able to show him your abilities at the Inter-College,\but there's no need to panic.\Believe in yourself.\It takes time to become stronger.\Fujioka's on your mind, too.\I understand what you're trying to say, but why are you telling me this now?\Are you anxious?\Anxious? response:	5000m Best Times Kakeru Joji Jota Shindo Musa Yuki Nico-chan Prince
context: but there's no need to panic.\Believe in yourself.\It takes time to become stronger.\Fujioka's on your mind, too.\I understand what you're trying to say, but why are you telling me this now?\Are you anxious?\Anxious?\5000m Best Times Kakeru Joji Jota Shindo Musa Yuki Nico-chan Prince response:	Half of our members still haven't achieved an official record.
context: Believe in yourself.\It takes time to become stronger.\Fujioka's on your mind, too.\I understand what you're trying to say, but why are you telling me this now?\Are you anxious?\Anxious?\5000m Best Times Kakeru Joji Jota Shindo Musa Yuki Nico-chan Prince\Half of our members still haven't achieved an official record. response:	Shindo and Yuki haven't improved much in a month,
context: It takes time to become stronger.\Fujioka's on your mind, too.\I understand what you're trying to say, but why are you telling me this now?\Are you anxious?\Anxious?\5000m Best Times Kakeru Joji Jota Shindo Musa Yuki Nico-chan Prince\Half of our members still haven't achieved an official record.\Shindo and Yuki haven't improved much in a month, response:	despite practicing so hard.
context: Fujioka's on your mind, too.\I understand what you're trying to say, but why are you telling me this now?\Are you anxious?\Anxious?\5000m Best Times Kakeru Joji Jota Shindo Musa Yuki Nico-chan Prince\Half of our members still haven't achieved an official record.\Shindo and Yuki haven't improved much in a month,\despite practicing so hard. response:	Is that why?
context: I understand what you're trying to say, but why are you telling me this now?\Are you anxious?\Anxious?\5000m Best Times Kakeru Joji Jota Shindo Musa Yuki Nico-chan Prince\Half of our members still haven't achieved an official record.\Shindo and Yuki haven't improved much in a month,\despite practicing so hard.\Is that why? response:	When Prince's time improved, I felt like I understood running a little.
context: Are you anxious?\Anxious?\5000m Best Times Kakeru Joji Jota Shindo Musa Yuki Nico-chan Prince\Half of our members still haven't achieved an official record.\Shindo and Yuki haven't improved much in a month,\despite practicing so hard.\Is that why?\When Prince's time improved, I felt like I understood running a little. response:	But it's still difficult.
context: Anxious?\5000m Best Times Kakeru Joji Jota Shindo Musa Yuki Nico-chan Prince\Half of our members still haven't achieved an official record.\Shindo and Yuki haven't improved much in a month,\despite practicing so hard.\Is that why?\When Prince's time improved, I felt like I understood running a little.\But it's still difficult. response:	Honestly, I'm anxious.
context: 5000m Best Times Kakeru Joji Jota Shindo Musa Yuki Nico-chan Prince\Half of our members still haven't achieved an official record.\Shindo and Yuki haven't improved much in a month,\despite practicing so hard.\Is that why?\When Prince's time improved, I felt like I understood running a little.\But it's still difficult.\Honestly, I'm anxious. response:	How's this?
context: Half of our members still haven't achieved an official record.\Shindo and Yuki haven't improved much in a month,\despite practicing so hard.\Is that why?\When Prince's time improved, I felt like I understood running a little.\But it's still difficult.\Honestly, I'm anxious.\How's this? response:	Well...
context: Shindo and Yuki haven't improved much in a month,\despite practicing so hard.\Is that why?\When Prince's time improved, I felt like I understood running a little.\But it's still difficult.\Honestly, I'm anxious.\How's this?\Well... response:	Could you make this part easier to read?
context: despite practicing so hard.\Is that why?\When Prince's time improved, I felt like I understood running a little.\But it's still difficult.\Honestly, I'm anxious.\How's this?\Well...\Could you make this part easier to read? response:	Got it.
context: Is that why?\When Prince's time improved, I felt like I understood running a little.\But it's still difficult.\Honestly, I'm anxious.\How's this?\Well...\Could you make this part easier to read?\Got it. response:	A website, huh?
context: When Prince's time improved, I felt like I understood running a little.\But it's still difficult.\Honestly, I'm anxious.\How's this?\Well...\Could you make this part easier to read?\Got it.\A website, huh? response:	We're going to make it so people who live far away can sign up for the fan club.
context: But it's still difficult.\Honestly, I'm anxious.\How's this?\Well...\Could you make this part easier to read?\Got it.\A website, huh?\We're going to make it so people who live far away can sign up for the fan club. response:	We'll never get anywhere just waiting.
context: Honestly, I'm anxious.\How's this?\Well...\Could you make this part easier to read?\Got it.\A website, huh?\We're going to make it so people who live far away can sign up for the fan club.\We'll never get anywhere just waiting. response:	And you've got seminars tomorrow, too.
context: How's this?\Well...\Could you make this part easier to read?\Got it.\A website, huh?\We're going to make it so people who live far away can sign up for the fan club.\We'll never get anywhere just waiting.\And you've got seminars tomorrow, too. response:	You're truly amazing, Shindo.
context: Well...\Could you make this part easier to read?\Got it.\A website, huh?\We're going to make it so people who live far away can sign up for the fan club.\We'll never get anywhere just waiting.\And you've got seminars tomorrow, too.\You're truly amazing, Shindo. response:	What? But you passed the bar exam in one try.
context: Could you make this part easier to read?\Got it.\A website, huh?\We're going to make it so people who live far away can sign up for the fan club.\We'll never get anywhere just waiting.\And you've got seminars tomorrow, too.\You're truly amazing, Shindo.\What? But you passed the bar exam in one try. response:	Well, yeah.
context: Got it.\A website, huh?\We're going to make it so people who live far away can sign up for the fan club.\We'll never get anywhere just waiting.\And you've got seminars tomorrow, too.\You're truly amazing, Shindo.\What? But you passed the bar exam in one try.\Well, yeah. response:	I'm going to bed.
context: A website, huh?\We're going to make it so people who live far away can sign up for the fan club.\We'll never get anywhere just waiting.\And you've got seminars tomorrow, too.\You're truly amazing, Shindo.\What? But you passed the bar exam in one try.\Well, yeah.\I'm going to bed. response:	Wake me up if there's anything you don't understand.
context: We're going to make it so people who live far away can sign up for the fan club.\We'll never get anywhere just waiting.\And you've got seminars tomorrow, too.\You're truly amazing, Shindo.\What? But you passed the bar exam in one try.\Well, yeah.\I'm going to bed.\Wake me up if there's anything you don't understand. response:	Thank you.
context: We'll never get anywhere just waiting.\And you've got seminars tomorrow, too.\You're truly amazing, Shindo.\What? But you passed the bar exam in one try.\Well, yeah.\I'm going to bed.\Wake me up if there's anything you don't understand.\Thank you. response:	Please don't push yourself too hard.
context: And you've got seminars tomorrow, too.\You're truly amazing, Shindo.\What? But you passed the bar exam in one try.\Well, yeah.\I'm going to bed.\Wake me up if there's anything you don't understand.\Thank you.\Please don't push yourself too hard. response:	I'm okay, Musa. Good night.
context: You're truly amazing, Shindo.\What? But you passed the bar exam in one try.\Well, yeah.\I'm going to bed.\Wake me up if there's anything you don't understand.\Thank you.\Please don't push yourself too hard.\I'm okay, Musa. Good night. response:	Chikusei-so
context: What? But you passed the bar exam in one try.\Well, yeah.\I'm going to bed.\Wake me up if there's anything you don't understand.\Thank you.\Please don't push yourself too hard.\I'm okay, Musa. Good night.\Chikusei-so response:	Sorry, I'm late. Sorry.
context: Well, yeah.\I'm going to bed.\Wake me up if there's anything you don't understand.\Thank you.\Please don't push yourself too hard.\I'm okay, Musa. Good night.\Chikusei-so\Sorry, I'm late. Sorry. response:	What?
context: I'm going to bed.\Wake me up if there's anything you don't understand.\Thank you.\Please don't push yourself too hard.\I'm okay, Musa. Good night.\Chikusei-so\Sorry, I'm late. Sorry.\What? response:	Sorry.
context: Wake me up if there's anything you don't understand.\Thank you.\Please don't push yourself too hard.\I'm okay, Musa. Good night.\Chikusei-so\Sorry, I'm late. Sorry.\What?\Sorry. response:	After all, it seems like there's something you'd rather be spending your time on than me.
context: Thank you.\Please don't push yourself too hard.\I'm okay, Musa. Good night.\Chikusei-so\Sorry, I'm late. Sorry.\What?\Sorry.\After all, it seems like there's something you'd rather be spending your time on than me. response:	That's not true.
context: Please don't push yourself too hard.\I'm okay, Musa. Good night.\Chikusei-so\Sorry, I'm late. Sorry.\What?\Sorry.\After all, it seems like there's something you'd rather be spending your time on than me.\That's not true. response:	There is, isn't there?
context: I'm okay, Musa. Good night.\Chikusei-so\Sorry, I'm late. Sorry.\What?\Sorry.\After all, it seems like there's something you'd rather be spending your time on than me.\That's not true.\There is, isn't there? response:	There is.
context: Chikusei-so\Sorry, I'm late. Sorry.\What?\Sorry.\After all, it seems like there's something you'd rather be spending your time on than me.\That's not true.\There is, isn't there?\There is. response:	So I thought we should break up.
context: Sorry, I'm late. Sorry.\What?\Sorry.\After all, it seems like there's something you'd rather be spending your time on than me.\That's not true.\There is, isn't there?\There is.\So I thought we should break up. response:	Final spurt!
context: What?\Sorry.\After all, it seems like there's something you'd rather be spending your time on than me.\That's not true.\There is, isn't there?\There is.\So I thought we should break up.\Final spurt! response:	You can do it!
context: Sorry.\After all, it seems like there's something you'd rather be spending your time on than me.\That's not true.\There is, isn't there?\There is.\So I thought we should break up.\Final spurt!\You can do it! response:	That's enough for today. Cool down, everyone.
context: After all, it seems like there's something you'd rather be spending your time on than me.\That's not true.\There is, isn't there?\There is.\So I thought we should break up.\Final spurt!\You can do it!\That's enough for today. Cool down, everyone. response:	Excuse me!
context: That's not true.\There is, isn't there?\There is.\So I thought we should break up.\Final spurt!\You can do it!\That's enough for today. Cool down, everyone.\Excuse me! response:	Could I run one more?
context: There is, isn't there?\There is.\So I thought we should break up.\Final spurt!\You can do it!\That's enough for today. Cool down, everyone.\Excuse me!\Could I run one more? response:	Just one more.
context: There is.\So I thought we should break up.\Final spurt!\You can do it!\That's enough for today. Cool down, everyone.\Excuse me!\Could I run one more?\Just one more. response:	Please!
context: So I thought we should break up.\Final spurt!\You can do it!\That's enough for today. Cool down, everyone.\Excuse me!\Could I run one more?\Just one more.\Please! response:	Your lap time is increasing. You shouldn't
context: Final spurt!\You can do it!\That's enough for today. Cool down, everyone.\Excuse me!\Could I run one more?\Just one more.\Please!\Your lap time is increasing. You shouldn't response:	Times aren't everything. Isn't that what you said?
context: You can do it!\That's enough for today. Cool down, everyone.\Excuse me!\Could I run one more?\Just one more.\Please!\Your lap time is increasing. You shouldn't\Times aren't everything. Isn't that what you said? response:	It's true that I want to improve my times,
context: That's enough for today. Cool down, everyone.\Excuse me!\Could I run one more?\Just one more.\Please!\Your lap time is increasing. You shouldn't\Times aren't everything. Isn't that what you said?\It's true that I want to improve my times, response:	but more than that, I just want to run right now!
context: Excuse me!\Could I run one more?\Just one more.\Please!\Your lap time is increasing. You shouldn't\Times aren't everything. Isn't that what you said?\It's true that I want to improve my times,\but more than that, I just want to run right now! response:	Just until I'm satisfied. That's all!
context: Could I run one more?\Just one more.\Please!\Your lap time is increasing. You shouldn't\Times aren't everything. Isn't that what you said?\It's true that I want to improve my times,\but more than that, I just want to run right now!\Just until I'm satisfied. That's all! response:	Please!
context: Just one more.\Please!\Your lap time is increasing. You shouldn't\Times aren't everything. Isn't that what you said?\It's true that I want to improve my times,\but more than that, I just want to run right now!\Just until I'm satisfied. That's all!\Please! response:	Please!
context: Please!\Your lap time is increasing. You shouldn't\Times aren't everything. Isn't that what you said?\It's true that I want to improve my times,\but more than that, I just want to run right now!\Just until I'm satisfied. That's all!\Please!\Please! response:	Me, too.
context: Your lap time is increasing. You shouldn't\Times aren't everything. Isn't that what you said?\It's true that I want to improve my times,\but more than that, I just want to run right now!\Just until I'm satisfied. That's all!\Please!\Please!\Me, too. response:	What?
context: Times aren't everything. Isn't that what you said?\It's true that I want to improve my times,\but more than that, I just want to run right now!\Just until I'm satisfied. That's all!\Please!\Please!\Me, too.\What? response:	I was just feeling like I could run some more today, too.
context: It's true that I want to improve my times,\but more than that, I just want to run right now!\Just until I'm satisfied. That's all!\Please!\Please!\Me, too.\What?\I was just feeling like I could run some more today, too. response:	Fine, then.
context: but more than that, I just want to run right now!\Just until I'm satisfied. That's all!\Please!\Please!\Me, too.\What?\I was just feeling like I could run some more today, too.\Fine, then. response:	Me, too.
context: Just until I'm satisfied. That's all!\Please!\Please!\Me, too.\What?\I was just feeling like I could run some more today, too.\Fine, then.\Me, too. response:	You're all a bunch of freaks.
context: Please!\Please!\Me, too.\What?\I was just feeling like I could run some more today, too.\Fine, then.\Me, too.\You're all a bunch of freaks. response:	Me, too.
context: Please!\Me, too.\What?\I was just feeling like I could run some more today, too.\Fine, then.\Me, too.\You're all a bunch of freaks.\Me, too. response:	I'll record their times.
context: Me, too.\What?\I was just feeling like I could run some more today, too.\Fine, then.\Me, too.\You're all a bunch of freaks.\Me, too.\I'll record their times. response:	Bond
context: What?\I was just feeling like I could run some more today, too.\Fine, then.\Me, too.\You're all a bunch of freaks.\Me, too.\I'll record their times.\Bond response:	I feel the same way.
context: I was just feeling like I could run some more today, too.\Fine, then.\Me, too.\You're all a bunch of freaks.\Me, too.\I'll record their times.\Bond\I feel the same way. response:	I want to run more.
context: Fine, then.\Me, too.\You're all a bunch of freaks.\Me, too.\I'll record their times.\Bond\I feel the same way.\I want to run more. response:	Even though I've been told not to run, I'm running.
context: Me, too.\You're all a bunch of freaks.\Me, too.\I'll record their times.\Bond\I feel the same way.\I want to run more.\Even though I've been told not to run, I'm running. response:	Maybe I'd forgotten to listen to my feelings.
context: You're all a bunch of freaks.\Me, too.\I'll record their times.\Bond\I feel the same way.\I want to run more.\Even though I've been told not to run, I'm running.\Maybe I'd forgotten to listen to my feelings. response:	Ready, go!
context: Me, too.\I'll record their times.\Bond\I feel the same way.\I want to run more.\Even though I've been told not to run, I'm running.\Maybe I'd forgotten to listen to my feelings.\Ready, go! response:	Shindo, the way you run's a little different.
context: I'll record their times.\Bond\I feel the same way.\I want to run more.\Even though I've been told not to run, I'm running.\Maybe I'd forgotten to listen to my feelings.\Ready, go!\Shindo, the way you run's a little different. response:	What?
context: Bond\I feel the same way.\I want to run more.\Even though I've been told not to run, I'm running.\Maybe I'd forgotten to listen to my feelings.\Ready, go!\Shindo, the way you run's a little different.\What? response:	I watched your last lap from behind you.
context: I feel the same way.\I want to run more.\Even though I've been told not to run, I'm running.\Maybe I'd forgotten to listen to my feelings.\Ready, go!\Shindo, the way you run's a little different.\What?\I watched your last lap from behind you. response:	Your center of gravity or whatever is different from the other guys.
context: I want to run more.\Even though I've been told not to run, I'm running.\Maybe I'd forgotten to listen to my feelings.\Ready, go!\Shindo, the way you run's a little different.\What?\I watched your last lap from behind you.\Your center of gravity or whatever is different from the other guys. response:	Especially from guys who speed ahead like Kakeru.
context: Even though I've been told not to run, I'm running.\Maybe I'd forgotten to listen to my feelings.\Ready, go!\Shindo, the way you run's a little different.\What?\I watched your last lap from behind you.\Your center of gravity or whatever is different from the other guys.\Especially from guys who speed ahead like Kakeru. response:	Really?
context: Maybe I'd forgotten to listen to my feelings.\Ready, go!\Shindo, the way you run's a little different.\What?\I watched your last lap from behind you.\Your center of gravity or whatever is different from the other guys.\Especially from guys who speed ahead like Kakeru.\Really? response:	I guess everyone does run differently.
context: Ready, go!\Shindo, the way you run's a little different.\What?\I watched your last lap from behind you.\Your center of gravity or whatever is different from the other guys.\Especially from guys who speed ahead like Kakeru.\Really?\I guess everyone does run differently. response:	It's the first time I'd noticed.
context: Shindo, the way you run's a little different.\What?\I watched your last lap from behind you.\Your center of gravity or whatever is different from the other guys.\Especially from guys who speed ahead like Kakeru.\Really?\I guess everyone does run differently.\It's the first time I'd noticed. response:	Imagine raising your center of gravity a little higher.
context: What?\I watched your last lap from behind you.\Your center of gravity or whatever is different from the other guys.\Especially from guys who speed ahead like Kakeru.\Really?\I guess everyone does run differently.\It's the first time I'd noticed.\Imagine raising your center of gravity a little higher. response:	Don't curve your chest.
context: I watched your last lap from behind you.\Your center of gravity or whatever is different from the other guys.\Especially from guys who speed ahead like Kakeru.\Really?\I guess everyone does run differently.\It's the first time I'd noticed.\Imagine raising your center of gravity a little higher.\Don't curve your chest. response:	You could be doing this outside.
context: Your center of gravity or whatever is different from the other guys.\Especially from guys who speed ahead like Kakeru.\Really?\I guess everyone does run differently.\It's the first time I'd noticed.\Imagine raising your center of gravity a little higher.\Don't curve your chest.\You could be doing this outside. response:	That's rich coming from you.
context: Especially from guys who speed ahead like Kakeru.\Really?\I guess everyone does run differently.\It's the first time I'd noticed.\Imagine raising your center of gravity a little higher.\Don't curve your chest.\You could be doing this outside.\That's rich coming from you. response:	Thanks. Would you be willing to help me again?
context: Really?\I guess everyone does run differently.\It's the first time I'd noticed.\Imagine raising your center of gravity a little higher.\Don't curve your chest.\You could be doing this outside.\That's rich coming from you.\Thanks. Would you be willing to help me again? response:	Of course.
context: I guess everyone does run differently.\It's the first time I'd noticed.\Imagine raising your center of gravity a little higher.\Don't curve your chest.\You could be doing this outside.\That's rich coming from you.\Thanks. Would you be willing to help me again?\Of course. response:	You, too.
context: It's the first time I'd noticed.\Imagine raising your center of gravity a little higher.\Don't curve your chest.\You could be doing this outside.\That's rich coming from you.\Thanks. Would you be willing to help me again?\Of course.\You, too. response:	I was just telling you what I noticed.
context: Imagine raising your center of gravity a little higher.\Don't curve your chest.\You could be doing this outside.\That's rich coming from you.\Thanks. Would you be willing to help me again?\Of course.\You, too.\I was just telling you what I noticed. response:	You're doing something after this?
context: Don't curve your chest.\You could be doing this outside.\That's rich coming from you.\Thanks. Would you be willing to help me again?\Of course.\You, too.\I was just telling you what I noticed.\You're doing something after this? response:	I wanted to finish the website today.
context: You could be doing this outside.\That's rich coming from you.\Thanks. Would you be willing to help me again?\Of course.\You, too.\I was just telling you what I noticed.\You're doing something after this?\I wanted to finish the website today. response:	I'll make some tea.
context: That's rich coming from you.\Thanks. Would you be willing to help me again?\Of course.\You, too.\I was just telling you what I noticed.\You're doing something after this?\I wanted to finish the website today.\I'll make some tea. response:	He's starting to become a little sociable.
context: Thanks. Would you be willing to help me again?\Of course.\You, too.\I was just telling you what I noticed.\You're doing something after this?\I wanted to finish the website today.\I'll make some tea.\He's starting to become a little sociable. response:	I've been wondering for a while now.
context: Of course.\You, too.\I was just telling you what I noticed.\You're doing something after this?\I wanted to finish the website today.\I'll make some tea.\He's starting to become a little sociable.\I've been wondering for a while now. response:	Is this your home?
context: You, too.\I was just telling you what I noticed.\You're doing something after this?\I wanted to finish the website today.\I'll make some tea.\He's starting to become a little sociable.\I've been wondering for a while now.\Is this your home? response:	Yeah.
context: I was just telling you what I noticed.\You're doing something after this?\I wanted to finish the website today.\I'll make some tea.\He's starting to become a little sociable.\I've been wondering for a while now.\Is this your home?\Yeah. response:	What kind of secluded region does your family live in?
context: You're doing something after this?\I wanted to finish the website today.\I'll make some tea.\He's starting to become a little sociable.\I've been wondering for a while now.\Is this your home?\Yeah.\What kind of secluded region does your family live in? response:	We have roads, you know.
context: I wanted to finish the website today.\I'll make some tea.\He's starting to become a little sociable.\I've been wondering for a while now.\Is this your home?\Yeah.\What kind of secluded region does your family live in?\We have roads, you know. response:	There are roads, but it's faster to climb the valley to get to school.
context: I'll make some tea.\He's starting to become a little sociable.\I've been wondering for a while now.\Is this your home?\Yeah.\What kind of secluded region does your family live in?\We have roads, you know.\There are roads, but it's faster to climb the valley to get to school. response:	Your parents wouldn't drive you?
context: He's starting to become a little sociable.\I've been wondering for a while now.\Is this your home?\Yeah.\What kind of secluded region does your family live in?\We have roads, you know.\There are roads, but it's faster to climb the valley to get to school.\Your parents wouldn't drive you? response:	My family runs a farm, so they're busy in the mornings.
context: I've been wondering for a while now.\Is this your home?\Yeah.\What kind of secluded region does your family live in?\We have roads, you know.\There are roads, but it's faster to climb the valley to get to school.\Your parents wouldn't drive you?\My family runs a farm, so they're busy in the mornings. response:	If anything, they needed my help.
context: Is this your home?\Yeah.\What kind of secluded region does your family live in?\We have roads, you know.\There are roads, but it's faster to climb the valley to get to school.\Your parents wouldn't drive you?\My family runs a farm, so they're busy in the mornings.\If anything, they needed my help. response:	If I had a daughter, I'd definitely make her marry you.
context: Yeah.\What kind of secluded region does your family live in?\We have roads, you know.\There are roads, but it's faster to climb the valley to get to school.\Your parents wouldn't drive you?\My family runs a farm, so they're busy in the mornings.\If anything, they needed my help.\If I had a daughter, I'd definitely make her marry you. response:	What does that mean?
context: What kind of secluded region does your family live in?\We have roads, you know.\There are roads, but it's faster to climb the valley to get to school.\Your parents wouldn't drive you?\My family runs a farm, so they're busy in the mornings.\If anything, they needed my help.\If I had a daughter, I'd definitely make her marry you.\What does that mean? response:	You've got your shit together.
context: We have roads, you know.\There are roads, but it's faster to climb the valley to get to school.\Your parents wouldn't drive you?\My family runs a farm, so they're busy in the mornings.\If anything, they needed my help.\If I had a daughter, I'd definitely make her marry you.\What does that mean?\You've got your shit together. response:	I don't. Not at all.
context: There are roads, but it's faster to climb the valley to get to school.\Your parents wouldn't drive you?\My family runs a farm, so they're busy in the mornings.\If anything, they needed my help.\If I had a daughter, I'd definitely make her marry you.\What does that mean?\You've got your shit together.\I don't. Not at all. response:	Shindo, you were the first one to say you wanted to run.
context: Your parents wouldn't drive you?\My family runs a farm, so they're busy in the mornings.\If anything, they needed my help.\If I had a daughter, I'd definitely make her marry you.\What does that mean?\You've got your shit together.\I don't. Not at all.\Shindo, you were the first one to say you wanted to run. response:	Is that right?
context: My family runs a farm, so they're busy in the mornings.\If anything, they needed my help.\If I had a daughter, I'd definitely make her marry you.\What does that mean?\You've got your shit together.\I don't. Not at all.\Shindo, you were the first one to say you wanted to run.\Is that right? response:	I'm sorry. I was so sure then that you'd give up.
context: If anything, they needed my help.\If I had a daughter, I'd definitely make her marry you.\What does that mean?\You've got your shit together.\I don't. Not at all.\Shindo, you were the first one to say you wanted to run.\Is that right?\I'm sorry. I was so sure then that you'd give up. response:	Well, you know...
context: If I had a daughter, I'd definitely make her marry you.\What does that mean?\You've got your shit together.\I don't. Not at all.\Shindo, you were the first one to say you wanted to run.\Is that right?\I'm sorry. I was so sure then that you'd give up.\Well, you know... response:	But I was wrong.
context: What does that mean?\You've got your shit together.\I don't. Not at all.\Shindo, you were the first one to say you wanted to run.\Is that right?\I'm sorry. I was so sure then that you'd give up.\Well, you know...\But I was wrong. response:	This team never would've formed without you,
context: You've got your shit together.\I don't. Not at all.\Shindo, you were the first one to say you wanted to run.\Is that right?\I'm sorry. I was so sure then that you'd give up.\Well, you know...\But I was wrong.\This team never would've formed without you, response:	and it can't keep going without you.
context: I don't. Not at all.\Shindo, you were the first one to say you wanted to run.\Is that right?\I'm sorry. I was so sure then that you'd give up.\Well, you know...\But I was wrong.\This team never would've formed without you,\and it can't keep going without you. response:	You're strong, Shindo.
context: Shindo, you were the first one to say you wanted to run.\Is that right?\I'm sorry. I was so sure then that you'd give up.\Well, you know...\But I was wrong.\This team never would've formed without you,\and it can't keep going without you.\You're strong, Shindo. response:	Kansei University Track and Field Team
context: Is that right?\I'm sorry. I was so sure then that you'd give up.\Well, you know...\But I was wrong.\This team never would've formed without you,\and it can't keep going without you.\You're strong, Shindo.\Kansei University Track and Field Team response:	The ten of us will run in the Hakone Ekiden.
context: I'm sorry. I was so sure then that you'd give up.\Well, you know...\But I was wrong.\This team never would've formed without you,\and it can't keep going without you.\You're strong, Shindo.\Kansei University Track and Field Team\The ten of us will run in the Hakone Ekiden. response:	It's nice to dream.
context: Well, you know...\But I was wrong.\This team never would've formed without you,\and it can't keep going without you.\You're strong, Shindo.\Kansei University Track and Field Team\The ten of us will run in the Hakone Ekiden.\It's nice to dream. response:	But anyone can just talk about their dreams.
context: But I was wrong.\This team never would've formed without you,\and it can't keep going without you.\You're strong, Shindo.\Kansei University Track and Field Team\The ten of us will run in the Hakone Ekiden.\It's nice to dream.\But anyone can just talk about their dreams. response:	I'm not about that. Neither is anyone else, right?
context: This team never would've formed without you,\and it can't keep going without you.\You're strong, Shindo.\Kansei University Track and Field Team\The ten of us will run in the Hakone Ekiden.\It's nice to dream.\But anyone can just talk about their dreams.\I'm not about that. Neither is anyone else, right? response:	If you say you'll do it, do it.
