context: All righty then! It's finally time for the last battle! response:	I like fish, but I can't stand dogs.
context: Leave that much to us.\I'll cast Troia on you just in case.\Let's get this party started!\Here we go!\We'll head out, too!\Infiltrate from the ship's bottom!\He's a wizard on an even higher level than our Master!\We're going to go all-out from the start, at the same time! response:	Right!
context: I'll cast Troia on you just in case.\Let's get this party started!\Here we go!\We'll head out, too!\Infiltrate from the ship's bottom!\He's a wizard on an even higher level than our Master!\We're going to go all-out from the start, at the same time!\Right! response:	I'll give him every last bit of power I have!
context: Let's get this party started!\Here we go!\We'll head out, too!\Infiltrate from the ship's bottom!\He's a wizard on an even higher level than our Master!\We're going to go all-out from the start, at the same time!\Right!\I'll give him every last bit of power I have! response:	We don't have time to think about what comes afterwards!
context: Here we go!\We'll head out, too!\Infiltrate from the ship's bottom!\He's a wizard on an even higher level than our Master!\We're going to go all-out from the start, at the same time!\Right!\I'll give him every last bit of power I have!\We don't have time to think about what comes afterwards! response:	I finally get to punch this guy!
context: We'll head out, too!\Infiltrate from the ship's bottom!\He's a wizard on an even higher level than our Master!\We're going to go all-out from the start, at the same time!\Right!\I'll give him every last bit of power I have!\We don't have time to think about what comes afterwards!\I finally get to punch this guy! response:	I'm all fired up!
context: Infiltrate from the ship's bottom!\He's a wizard on an even higher level than our Master!\We're going to go all-out from the start, at the same time!\Right!\I'll give him every last bit of power I have!\We don't have time to think about what comes afterwards!\I finally get to punch this guy!\I'm all fired up! response:	Hades!
context: He's a wizard on an even higher level than our Master!\We're going to go all-out from the start, at the same time!\Right!\I'll give him every last bit of power I have!\We don't have time to think about what comes afterwards!\I finally get to punch this guy!\I'm all fired up!\Hades! response:	Taste the power of Fairy Tail!
context: We're going to go all-out from the start, at the same time!\Right!\I'll give him every last bit of power I have!\We don't have time to think about what comes afterwards!\I finally get to punch this guy!\I'm all fired up!\Hades!\Taste the power of Fairy Tail! response:	Fairy Tail's... power?
context: Right!\I'll give him every last bit of power I have!\We don't have time to think about what comes afterwards!\I finally get to punch this guy!\I'm all fired up!\Hades!\Taste the power of Fairy Tail!\Fairy Tail's... power? response:	Black Wing: Moon Gleam!
context: I'll give him every last bit of power I have!\We don't have time to think about what comes afterwards!\I finally get to punch this guy!\I'm all fired up!\Hades!\Taste the power of Fairy Tail!\Fairy Tail's... power?\Black Wing: Moon Gleam! response:	Cold Excalibur!
context: We don't have time to think about what comes afterwards!\I finally get to punch this guy!\I'm all fired up!\Hades!\Taste the power of Fairy Tail!\Fairy Tail's... power?\Black Wing: Moon Gleam!\Cold Excalibur! response:	Gate of the Golden Bull, I open thee!
context: I finally get to punch this guy!\I'm all fired up!\Hades!\Taste the power of Fairy Tail!\Fairy Tail's... power?\Black Wing: Moon Gleam!\Cold Excalibur!\Gate of the Golden Bull, I open thee! response:	Tauros!
context: I'm all fired up!\Hades!\Taste the power of Fairy Tail!\Fairy Tail's... power?\Black Wing: Moon Gleam!\Cold Excalibur!\Gate of the Golden Bull, I open thee!\Tauros! response:	Magically enchant everyone's attack power, defense power, and speed!
context: Hades!\Taste the power of Fairy Tail!\Fairy Tail's... power?\Black Wing: Moon Gleam!\Cold Excalibur!\Gate of the Golden Bull, I open thee!\Tauros!\Magically enchant everyone's attack power, defense power, and speed! response:	Arms!
context: Taste the power of Fairy Tail!\Fairy Tail's... power?\Black Wing: Moon Gleam!\Cold Excalibur!\Gate of the Golden Bull, I open thee!\Tauros!\Magically enchant everyone's attack power, defense power, and speed!\Arms! response:	Armor!
context: Fairy Tail's... power?\Black Wing: Moon Gleam!\Cold Excalibur!\Gate of the Golden Bull, I open thee!\Tauros!\Magically enchant everyone's attack power, defense power, and speed!\Arms!\Armor! response:	Vernier!
context: Black Wing: Moon Gleam!\Cold Excalibur!\Gate of the Golden Bull, I open thee!\Tauros!\Magically enchant everyone's attack power, defense power, and speed!\Arms!\Armor!\Vernier! response:	Annoying brats.
context: Cold Excalibur!\Gate of the Golden Bull, I open thee!\Tauros!\Magically enchant everyone's attack power, defense power, and speed!\Arms!\Armor!\Vernier!\Annoying brats. response:	Wing Slash of the Fire Dragon!
context: Gate of the Golden Bull, I open thee!\Tauros!\Magically enchant everyone's attack power, defense power, and speed!\Arms!\Armor!\Vernier!\Annoying brats.\Wing Slash of the Fire Dragon! response:	Natsu!
context: Tauros!\Magically enchant everyone's attack power, defense power, and speed!\Arms!\Armor!\Vernier!\Annoying brats.\Wing Slash of the Fire Dragon!\Natsu! response:	Got it!
context: Magically enchant everyone's attack power, defense power, and speed!\Arms!\Armor!\Vernier!\Annoying brats.\Wing Slash of the Fire Dragon!\Natsu!\Got it! response:	Go!
context: Arms!\Armor!\Vernier!\Annoying brats.\Wing Slash of the Fire Dragon!\Natsu!\Got it!\Go! response:	Roar of the Sky Dragon!
context: Armor!\Vernier!\Annoying brats.\Wing Slash of the Fire Dragon!\Natsu!\Got it!\Go!\Roar of the Sky Dragon! response:	Scorpio!
context: Vernier!\Annoying brats.\Wing Slash of the Fire Dragon!\Natsu!\Got it!\Go!\Roar of the Sky Dragon!\Scorpio! response:	A Unison Raid?!
context: Annoying brats.\Wing Slash of the Fire Dragon!\Natsu!\Got it!\Go!\Roar of the Sky Dragon!\Scorpio!\A Unison Raid?! response:	Sword Edge of the Fire Dragon!
context: Wing Slash of the Fire Dragon!\Natsu!\Got it!\Go!\Roar of the Sky Dragon!\Scorpio!\A Unison Raid?!\Sword Edge of the Fire Dragon! response:	People says that their mistakes become experience.
context: Natsu!\Got it!\Go!\Roar of the Sky Dragon!\Scorpio!\A Unison Raid?!\Sword Edge of the Fire Dragon!\People says that their mistakes become experience. response:	But a true mistake does not leave one with any experience.
context: Got it!\Go!\Roar of the Sky Dragon!\Scorpio!\A Unison Raid?!\Sword Edge of the Fire Dragon!\People says that their mistakes become experience.\But a true mistake does not leave one with any experience. response:	For those who make the mistake of facing me, they have no future left at all.
context: Go!\Roar of the Sky Dragon!\Scorpio!\A Unison Raid?!\Sword Edge of the Fire Dragon!\People says that their mistakes become experience.\But a true mistake does not leave one with any experience.\For those who make the mistake of facing me, they have no future left at all. response:	That's...
context: Roar of the Sky Dragon!\Scorpio!\A Unison Raid?!\Sword Edge of the Fire Dragon!\People says that their mistakes become experience.\But a true mistake does not leave one with any experience.\For those who make the mistake of facing me, they have no future left at all.\That's... response:	Not even a scratch?!
context: Scorpio!\A Unison Raid?!\Sword Edge of the Fire Dragon!\People says that their mistakes become experience.\But a true mistake does not leave one with any experience.\For those who make the mistake of facing me, they have no future left at all.\That's...\Not even a scratch?! response:	Whoa...
context: A Unison Raid?!\Sword Edge of the Fire Dragon!\People says that their mistakes become experience.\But a true mistake does not leave one with any experience.\For those who make the mistake of facing me, they have no future left at all.\That's...\Not even a scratch?!\Whoa... response:	We were going all out back there!
context: Sword Edge of the Fire Dragon!\People says that their mistakes become experience.\But a true mistake does not leave one with any experience.\For those who make the mistake of facing me, they have no future left at all.\That's...\Not even a scratch?!\Whoa...\We were going all out back there! response:	The nature of his magic power... has changed?
context: People says that their mistakes become experience.\But a true mistake does not leave one with any experience.\For those who make the mistake of facing me, they have no future left at all.\That's...\Not even a scratch?!\Whoa...\We were going all out back there!\The nature of his magic power... has changed? response:	Now then...
context: But a true mistake does not leave one with any experience.\For those who make the mistake of facing me, they have no future left at all.\That's...\Not even a scratch?!\Whoa...\We were going all out back there!\The nature of his magic power... has changed?\Now then... response:	I think that should be enough warm-up exercises.
context: For those who make the mistake of facing me, they have no future left at all.\That's...\Not even a scratch?!\Whoa...\We were going all out back there!\The nature of his magic power... has changed?\Now then...\I think that should be enough warm-up exercises. response:	Brace yourself!
context: That's...\Not even a scratch?!\Whoa...\We were going all out back there!\The nature of his magic power... has changed?\Now then...\I think that should be enough warm-up exercises.\Brace yourself! response:	Wendy!
context: Not even a scratch?!\Whoa...\We were going all out back there!\The nature of his magic power... has changed?\Now then...\I think that should be enough warm-up exercises.\Brace yourself!\Wendy! response:	Wendy!
context: Whoa...\We were going all out back there!\The nature of his magic power... has changed?\Now then...\I think that should be enough warm-up exercises.\Brace yourself!\Wendy!\Wendy! response:	Destroyed without even a trace left?
context: We were going all out back there!\The nature of his magic power... has changed?\Now then...\I think that should be enough warm-up exercises.\Brace yourself!\Wendy!\Wendy!\Destroyed without even a trace left? response:	Pitiful.
context: The nature of his magic power... has changed?\Now then...\I think that should be enough warm-up exercises.\Brace yourself!\Wendy!\Wendy!\Destroyed without even a trace left?\Pitiful. response:	Maybe I will just erase the rest of you one at a time.
context: Now then...\I think that should be enough warm-up exercises.\Brace yourself!\Wendy!\Wendy!\Destroyed without even a trace left?\Pitiful.\Maybe I will just erase the rest of you one at a time. response:	Wendy!
context: I think that should be enough warm-up exercises.\Brace yourself!\Wendy!\Wendy!\Destroyed without even a trace left?\Pitiful.\Maybe I will just erase the rest of you one at a time.\Wendy! response:	What the hell have you done?
context: Brace yourself!\Wendy!\Wendy!\Destroyed without even a trace left?\Pitiful.\Maybe I will just erase the rest of you one at a time.\Wendy!\What the hell have you done? response:	You've got to be kidding me!
context: Wendy!\Wendy!\Destroyed without even a trace left?\Pitiful.\Maybe I will just erase the rest of you one at a time.\Wendy!\What the hell have you done?\You've got to be kidding me! response:	Everyone, please calm down.
context: Wendy!\Destroyed without even a trace left?\Pitiful.\Maybe I will just erase the rest of you one at a time.\Wendy!\What the hell have you done?\You've got to be kidding me!\Everyone, please calm down. response:	I am safe.
context: Destroyed without even a trace left?\Pitiful.\Maybe I will just erase the rest of you one at a time.\Wendy!\What the hell have you done?\You've got to be kidding me!\Everyone, please calm down.\I am safe. response:	Horologium!
context: Pitiful.\Maybe I will just erase the rest of you one at a time.\Wendy!\What the hell have you done?\You've got to be kidding me!\Everyone, please calm down.\I am safe.\Horologium! response:	Thank goodness.
context: Maybe I will just erase the rest of you one at a time.\Wendy!\What the hell have you done?\You've got to be kidding me!\Everyone, please calm down.\I am safe.\Horologium!\Thank goodness. response:	My automatic emergency danger avoidance mode has been activated.
context: Wendy!\What the hell have you done?\You've got to be kidding me!\Everyone, please calm down.\I am safe.\Horologium!\Thank goodness.\My automatic emergency danger avoidance mode has been activated. response:	Um...
context: What the hell have you done?\You've got to be kidding me!\Everyone, please calm down.\I am safe.\Horologium!\Thank goodness.\My automatic emergency danger avoidance mode has been activated.\Um... response:	I kind of remember being in a whole lot of danger myself...
context: You've got to be kidding me!\Everyone, please calm down.\I am safe.\Horologium!\Thank goodness.\My automatic emergency danger avoidance mode has been activated.\Um...\I kind of remember being in a whole lot of danger myself... response:	The danger level was far greater this time.
context: Everyone, please calm down.\I am safe.\Horologium!\Thank goodness.\My automatic emergency danger avoidance mode has been activated.\Um...\I kind of remember being in a whole lot of danger myself...\The danger level was far greater this time. response:	I am very sorry.
context: I am safe.\Horologium!\Thank goodness.\My automatic emergency danger avoidance mode has been activated.\Um...\I kind of remember being in a whole lot of danger myself...\The danger level was far greater this time.\I am very sorry. response:	Thank you very much, Horologium-san.
context: Horologium!\Thank goodness.\My automatic emergency danger avoidance mode has been activated.\Um...\I kind of remember being in a whole lot of danger myself...\The danger level was far greater this time.\I am very sorry.\Thank you very much, Horologium-san. response:	Just as annoyingly roundabout as always...
context: Thank goodness.\My automatic emergency danger avoidance mode has been activated.\Um...\I kind of remember being in a whole lot of danger myself...\The danger level was far greater this time.\I am very sorry.\Thank you very much, Horologium-san.\Just as annoyingly roundabout as always... response:	And wait, why are her clothes all that's left?
context: My automatic emergency danger avoidance mode has been activated.\Um...\I kind of remember being in a whole lot of danger myself...\The danger level was far greater this time.\I am very sorry.\Thank you very much, Horologium-san.\Just as annoyingly roundabout as always...\And wait, why are her clothes all that's left? response:	It was an emergency, so only the person themselves was protected.
context: Um...\I kind of remember being in a whole lot of danger myself...\The danger level was far greater this time.\I am very sorry.\Thank you very much, Horologium-san.\Just as annoyingly roundabout as always...\And wait, why are her clothes all that's left?\It was an emergency, so only the person themselves was protected. response:	Wait, then that means...
context: I kind of remember being in a whole lot of danger myself...\The danger level was far greater this time.\I am very sorry.\Thank you very much, Horologium-san.\Just as annoyingly roundabout as always...\And wait, why are her clothes all that's left?\It was an emergency, so only the person themselves was protected.\Wait, then that means... response:	Wendy, in there you're...
context: The danger level was far greater this time.\I am very sorry.\Thank you very much, Horologium-san.\Just as annoyingly roundabout as always...\And wait, why are her clothes all that's left?\It was an emergency, so only the person themselves was protected.\Wait, then that means...\Wendy, in there you're... response:	Kya!... she says.
context: I am very sorry.\Thank you very much, Horologium-san.\Just as annoyingly roundabout as always...\And wait, why are her clothes all that's left?\It was an emergency, so only the person themselves was protected.\Wait, then that means...\Wendy, in there you're...\Kya!... she says. response:	Now, please change into these.
context: Thank you very much, Horologium-san.\Just as annoyingly roundabout as always...\And wait, why are her clothes all that's left?\It was an emergency, so only the person themselves was protected.\Wait, then that means...\Wendy, in there you're...\Kya!... she says.\Now, please change into these. response:	Anyway, we're in your debt. I give you our thanks.
context: Just as annoyingly roundabout as always...\And wait, why are her clothes all that's left?\It was an emergency, so only the person themselves was protected.\Wait, then that means...\Wendy, in there you're...\Kya!... she says.\Now, please change into these.\Anyway, we're in your debt. I give you our thanks. response:	I can only protect you this once.
context: And wait, why are her clothes all that's left?\It was an emergency, so only the person themselves was protected.\Wait, then that means...\Wendy, in there you're...\Kya!... she says.\Now, please change into these.\Anyway, we're in your debt. I give you our thanks.\I can only protect you this once. response:	Everyone, please be very careful.
context: It was an emergency, so only the person themselves was protected.\Wait, then that means...\Wendy, in there you're...\Kya!... she says.\Now, please change into these.\Anyway, we're in your debt. I give you our thanks.\I can only protect you this once.\Everyone, please be very careful. response:	Thank you, Horologium!
context: Wait, then that means...\Wendy, in there you're...\Kya!... she says.\Now, please change into these.\Anyway, we're in your debt. I give you our thanks.\I can only protect you this once.\Everyone, please be very careful.\Thank you, Horologium! response:	So this is Makarov's brood, eh?
context: Wendy, in there you're...\Kya!... she says.\Now, please change into these.\Anyway, we're in your debt. I give you our thanks.\I can only protect you this once.\Everyone, please be very careful.\Thank you, Horologium!\So this is Makarov's brood, eh? response:	This will be fun after all...
context: Kya!... she says.\Now, please change into these.\Anyway, we're in your debt. I give you our thanks.\I can only protect you this once.\Everyone, please be very careful.\Thank you, Horologium!\So this is Makarov's brood, eh?\This will be fun after all... response:	You know Gramps?
context: Now, please change into these.\Anyway, we're in your debt. I give you our thanks.\I can only protect you this once.\Everyone, please be very careful.\Thank you, Horologium!\So this is Makarov's brood, eh?\This will be fun after all...\You know Gramps? response:	What? He didn't tell you?
context: Anyway, we're in your debt. I give you our thanks.\I can only protect you this once.\Everyone, please be very careful.\Thank you, Horologium!\So this is Makarov's brood, eh?\This will be fun after all...\You know Gramps?\What? He didn't tell you? response:	Are there no records of me left in the guild's library, I wonder?
context: I can only protect you this once.\Everyone, please be very careful.\Thank you, Horologium!\So this is Makarov's brood, eh?\This will be fun after all...\You know Gramps?\What? He didn't tell you?\Are there no records of me left in the guild's library, I wonder? response:	I was once the 2nd master of Fairy Tail.
context: Everyone, please be very careful.\Thank you, Horologium!\So this is Makarov's brood, eh?\This will be fun after all...\You know Gramps?\What? He didn't tell you?\Are there no records of me left in the guild's library, I wonder?\I was once the 2nd master of Fairy Tail. response:	I took the name Purehito.
context: Thank you, Horologium!\So this is Makarov's brood, eh?\This will be fun after all...\You know Gramps?\What? He didn't tell you?\Are there no records of me left in the guild's library, I wonder?\I was once the 2nd master of Fairy Tail.\I took the name Purehito. response:	Liar!
context: So this is Makarov's brood, eh?\This will be fun after all...\You know Gramps?\What? He didn't tell you?\Are there no records of me left in the guild's library, I wonder?\I was once the 2nd master of Fairy Tail.\I took the name Purehito.\Liar! response:	I was the one who chose Makarov as the 3rd guildmaster.
context: This will be fun after all...\You know Gramps?\What? He didn't tell you?\Are there no records of me left in the guild's library, I wonder?\I was once the 2nd master of Fairy Tail.\I took the name Purehito.\Liar!\I was the one who chose Makarov as the 3rd guildmaster. response:	As if we'd believe that!
context: You know Gramps?\What? He didn't tell you?\Are there no records of me left in the guild's library, I wonder?\I was once the 2nd master of Fairy Tail.\I took the name Purehito.\Liar!\I was the one who chose Makarov as the 3rd guildmaster.\As if we'd believe that! response:	Stop spouting such crap!
context: What? He didn't tell you?\Are there no records of me left in the guild's library, I wonder?\I was once the 2nd master of Fairy Tail.\I took the name Purehito.\Liar!\I was the one who chose Makarov as the 3rd guildmaster.\As if we'd believe that!\Stop spouting such crap! response:	Natsu!
context: Are there no records of me left in the guild's library, I wonder?\I was once the 2nd master of Fairy Tail.\I took the name Purehito.\Liar!\I was the one who chose Makarov as the 3rd guildmaster.\As if we'd believe that!\Stop spouting such crap!\Natsu! response:	I dance with magic!
context: I was once the 2nd master of Fairy Tail.\I took the name Purehito.\Liar!\I was the one who chose Makarov as the 3rd guildmaster.\As if we'd believe that!\Stop spouting such crap!\Natsu!\I dance with magic! response:	Hey!
context: I took the name Purehito.\Liar!\I was the one who chose Makarov as the 3rd guildmaster.\As if we'd believe that!\Stop spouting such crap!\Natsu!\I dance with magic!\Hey! response:	What happened to the sound-proofing on this ship?
context: Liar!\I was the one who chose Makarov as the 3rd guildmaster.\As if we'd believe that!\Stop spouting such crap!\Natsu!\I dance with magic!\Hey!\What happened to the sound-proofing on this ship? response:	I can still hear the thunder loud and clear!
context: I was the one who chose Makarov as the 3rd guildmaster.\As if we'd believe that!\Stop spouting such crap!\Natsu!\I dance with magic!\Hey!\What happened to the sound-proofing on this ship?\I can still hear the thunder loud and clear! response:	Yeah, yeah...
context: As if we'd believe that!\Stop spouting such crap!\Natsu!\I dance with magic!\Hey!\What happened to the sound-proofing on this ship?\I can still hear the thunder loud and clear!\Yeah, yeah... response:	It's fine!
context: Stop spouting such crap!\Natsu!\I dance with magic!\Hey!\What happened to the sound-proofing on this ship?\I can still hear the thunder loud and clear!\Yeah, yeah...\It's fine! response:	It won't hit the ship!
context: Natsu!\I dance with magic!\Hey!\What happened to the sound-proofing on this ship?\I can still hear the thunder loud and clear!\Yeah, yeah...\It's fine!\It won't hit the ship! response:	Let's try over here next.
context: I dance with magic!\Hey!\What happened to the sound-proofing on this ship?\I can still hear the thunder loud and clear!\Yeah, yeah...\It's fine!\It won't hit the ship!\Let's try over here next. response:	Stick with us, Lily!
context: Hey!\What happened to the sound-proofing on this ship?\I can still hear the thunder loud and clear!\Yeah, yeah...\It's fine!\It won't hit the ship!\Let's try over here next.\Stick with us, Lily! response:	There's no doubt...
context: What happened to the sound-proofing on this ship?\I can still hear the thunder loud and clear!\Yeah, yeah...\It's fine!\It won't hit the ship!\Let's try over here next.\Stick with us, Lily!\There's no doubt... response:	How could I mistake that?!
context: I can still hear the thunder loud and clear!\Yeah, yeah...\It's fine!\It won't hit the ship!\Let's try over here next.\Stick with us, Lily!\There's no doubt...\How could I mistake that?! response:	I definitely heard...
context: Yeah, yeah...\It's fine!\It won't hit the ship!\Let's try over here next.\Stick with us, Lily!\There's no doubt...\How could I mistake that?!\I definitely heard... response:	Acnologia?
context: It's fine!\It won't hit the ship!\Let's try over here next.\Stick with us, Lily!\There's no doubt...\How could I mistake that?!\I definitely heard...\Acnologia? response:	Did Zeref really say that?
context: It won't hit the ship!\Let's try over here next.\Stick with us, Lily!\There's no doubt...\How could I mistake that?!\I definitely heard...\Acnologia?\Did Zeref really say that? response:	I'm sorry.
context: Let's try over here next.\Stick with us, Lily!\There's no doubt...\How could I mistake that?!\I definitely heard...\Acnologia?\Did Zeref really say that?\I'm sorry. response:	I couldn't even move.
context: Stick with us, Lily!\There's no doubt...\How could I mistake that?!\I definitely heard...\Acnologia?\Did Zeref really say that?\I'm sorry.\I couldn't even move. response:	It doesn't matter now.
context: There's no doubt...\How could I mistake that?!\I definitely heard...\Acnologia?\Did Zeref really say that?\I'm sorry.\I couldn't even move.\It doesn't matter now. response:	If Zeref really said Acnologia...
context: How could I mistake that?!\I definitely heard...\Acnologia?\Did Zeref really say that?\I'm sorry.\I couldn't even move.\It doesn't matter now.\If Zeref really said Acnologia... response:	R-Retreat!
context: I definitely heard...\Acnologia?\Did Zeref really say that?\I'm sorry.\I couldn't even move.\It doesn't matter now.\If Zeref really said Acnologia...\R-Retreat! response:	All troops, retreat!
context: Acnologia?\Did Zeref really say that?\I'm sorry.\I couldn't even move.\It doesn't matter now.\If Zeref really said Acnologia...\R-Retreat!\All troops, retreat! response:	The investigation of Tenroujima is over and done with!
context: Did Zeref really say that?\I'm sorry.\I couldn't even move.\It doesn't matter now.\If Zeref really said Acnologia...\R-Retreat!\All troops, retreat!\The investigation of Tenroujima is over and done with! response:	T-There's nothing that can be done.
context: I'm sorry.\I couldn't even move.\It doesn't matter now.\If Zeref really said Acnologia...\R-Retreat!\All troops, retreat!\The investigation of Tenroujima is over and done with!\T-There's nothing that can be done. response:	It's over.
context: I couldn't even move.\It doesn't matter now.\If Zeref really said Acnologia...\R-Retreat!\All troops, retreat!\The investigation of Tenroujima is over and done with!\T-There's nothing that can be done.\It's over. response:	I'm sorry.
context: It doesn't matter now.\If Zeref really said Acnologia...\R-Retreat!\All troops, retreat!\The investigation of Tenroujima is over and done with!\T-There's nothing that can be done.\It's over.\I'm sorry. response:	Do fairies have tails, or not?
context: If Zeref really said Acnologia...\R-Retreat!\All troops, retreat!\The investigation of Tenroujima is over and done with!\T-There's nothing that can be done.\It's over.\I'm sorry.\Do fairies have tails, or not? response:	An eternal riddle...
context: R-Retreat!\All troops, retreat!\The investigation of Tenroujima is over and done with!\T-There's nothing that can be done.\It's over.\I'm sorry.\Do fairies have tails, or not?\An eternal riddle... response:	In other words, an eternal journey.
context: All troops, retreat!\The investigation of Tenroujima is over and done with!\T-There's nothing that can be done.\It's over.\I'm sorry.\Do fairies have tails, or not?\An eternal riddle...\In other words, an eternal journey. response:	As I recall, that was the reasoning behind the name of the guild...
context: The investigation of Tenroujima is over and done with!\T-There's nothing that can be done.\It's over.\I'm sorry.\Do fairies have tails, or not?\An eternal riddle...\In other words, an eternal journey.\As I recall, that was the reasoning behind the name of the guild... response:	But your journey will end soon.
context: T-There's nothing that can be done.\It's over.\I'm sorry.\Do fairies have tails, or not?\An eternal riddle...\In other words, an eternal journey.\As I recall, that was the reasoning behind the name of the guild...\But your journey will end soon. response:	Mavis's will was entrusted to me.
context: It's over.\I'm sorry.\Do fairies have tails, or not?\An eternal riddle...\In other words, an eternal journey.\As I recall, that was the reasoning behind the name of the guild...\But your journey will end soon.\Mavis's will was entrusted to me. response:	And my will was entrusted to Makarov.
context: I'm sorry.\Do fairies have tails, or not?\An eternal riddle...\In other words, an eternal journey.\As I recall, that was the reasoning behind the name of the guild...\But your journey will end soon.\Mavis's will was entrusted to me.\And my will was entrusted to Makarov. response:	But that was a mistake.
context: Do fairies have tails, or not?\An eternal riddle...\In other words, an eternal journey.\As I recall, that was the reasoning behind the name of the guild...\But your journey will end soon.\Mavis's will was entrusted to me.\And my will was entrusted to Makarov.\But that was a mistake. response:	Makarov changed the guild!
context: An eternal riddle...\In other words, an eternal journey.\As I recall, that was the reasoning behind the name of the guild...\But your journey will end soon.\Mavis's will was entrusted to me.\And my will was entrusted to Makarov.\But that was a mistake.\Makarov changed the guild! response:	What's wrong with change?
context: In other words, an eternal journey.\As I recall, that was the reasoning behind the name of the guild...\But your journey will end soon.\Mavis's will was entrusted to me.\And my will was entrusted to Makarov.\But that was a mistake.\Makarov changed the guild!\What's wrong with change? response:	He exposed magic to too much sunlight!
context: As I recall, that was the reasoning behind the name of the guild...\But your journey will end soon.\Mavis's will was entrusted to me.\And my will was entrusted to Makarov.\But that was a mistake.\Makarov changed the guild!\What's wrong with change?\He exposed magic to too much sunlight! response:	That's our Fairy Tail!
context: But your journey will end soon.\Mavis's will was entrusted to me.\And my will was entrusted to Makarov.\But that was a mistake.\Makarov changed the guild!\What's wrong with change?\He exposed magic to too much sunlight!\That's our Fairy Tail! response:	We ain't a living corpse like you!
context: Mavis's will was entrusted to me.\And my will was entrusted to Makarov.\But that was a mistake.\Makarov changed the guild!\What's wrong with change?\He exposed magic to too much sunlight!\That's our Fairy Tail!\We ain't a living corpse like you! response:	We live our lives by putting everything on the line, bastard!
context: And my will was entrusted to Makarov.\But that was a mistake.\Makarov changed the guild!\What's wrong with change?\He exposed magic to too much sunlight!\That's our Fairy Tail!\We ain't a living corpse like you!\We live our lives by putting everything on the line, bastard! response:	If you don't have the courage to change, then just stop right there!
context: But that was a mistake.\Makarov changed the guild!\What's wrong with change?\He exposed magic to too much sunlight!\That's our Fairy Tail!\We ain't a living corpse like you!\We live our lives by putting everything on the line, bastard!\If you don't have the courage to change, then just stop right there! response:	Pipe down, little devil!
context: Makarov changed the guild!\What's wrong with change?\He exposed magic to too much sunlight!\That's our Fairy Tail!\We ain't a living corpse like you!\We live our lives by putting everything on the line, bastard!\If you don't have the courage to change, then just stop right there!\Pipe down, little devil! response:	Natsu!
context: What's wrong with change?\He exposed magic to too much sunlight!\That's our Fairy Tail!\We ain't a living corpse like you!\We live our lives by putting everything on the line, bastard!\If you don't have the courage to change, then just stop right there!\Pipe down, little devil!\Natsu! response:	If you want to blame someone, blame Makarov.
context: He exposed magic to too much sunlight!\That's our Fairy Tail!\We ain't a living corpse like you!\We live our lives by putting everything on the line, bastard!\If you don't have the courage to change, then just stop right there!\Pipe down, little devil!\Natsu!\If you want to blame someone, blame Makarov. response:	Stop it!
context: That's our Fairy Tail!\We ain't a living corpse like you!\We live our lives by putting everything on the line, bastard!\If you don't have the courage to change, then just stop right there!\Pipe down, little devil!\Natsu!\If you want to blame someone, blame Makarov.\Stop it! response:	It is Makarov's fault that you will die suffering!
context: We ain't a living corpse like you!\We live our lives by putting everything on the line, bastard!\If you don't have the courage to change, then just stop right there!\Pipe down, little devil!\Natsu!\If you want to blame someone, blame Makarov.\Stop it!\It is Makarov's fault that you will die suffering! response:	Stop!
context: We live our lives by putting everything on the line, bastard!\If you don't have the courage to change, then just stop right there!\Pipe down, little devil!\Natsu!\If you want to blame someone, blame Makarov.\Stop it!\It is Makarov's fault that you will die suffering!\Stop! response:	You...
context: If you don't have the courage to change, then just stop right there!\Pipe down, little devil!\Natsu!\If you want to blame someone, blame Makarov.\Stop it!\It is Makarov's fault that you will die suffering!\Stop!\You... response:	Revenge... for Gramps...
context: Pipe down, little devil!\Natsu!\If you want to blame someone, blame Makarov.\Stop it!\It is Makarov's fault that you will die suffering!\Stop!\You...\Revenge... for Gramps... response:	Enough. Begone.
context: Natsu!\If you want to blame someone, blame Makarov.\Stop it!\It is Makarov's fault that you will die suffering!\Stop!\You...\Revenge... for Gramps...\Enough. Begone. response:	Don't!
context: If you want to blame someone, blame Makarov.\Stop it!\It is Makarov's fault that you will die suffering!\Stop!\You...\Revenge... for Gramps...\Enough. Begone.\Don't! response:	It hit!
context: Stop it!\It is Makarov's fault that you will die suffering!\Stop!\You...\Revenge... for Gramps...\Enough. Begone.\Don't!\It hit! response:	Calm down!
context: It is Makarov's fault that you will die suffering!\Stop!\You...\Revenge... for Gramps...\Enough. Begone.\Don't!\It hit!\Calm down! response:	So this is the guy who hurt my old man?
context: Stop!\You...\Revenge... for Gramps...\Enough. Begone.\Don't!\It hit!\Calm down!\So this is the guy who hurt my old man? response:	Natsu...
context: You...\Revenge... for Gramps...\Enough. Begone.\Don't!\It hit!\Calm down!\So this is the guy who hurt my old man?\Natsu... response:	Laxus...
context: Revenge... for Gramps...\Enough. Begone.\Don't!\It hit!\Calm down!\So this is the guy who hurt my old man?\Natsu...\Laxus... response:	Boy!
context: Enough. Begone.\Don't!\It hit!\Calm down!\So this is the guy who hurt my old man?\Natsu...\Laxus...\Boy! response:	Do fairies have tails, or not?
context: Don't!\It hit!\Calm down!\So this is the guy who hurt my old man?\Natsu...\Laxus...\Boy!\Do fairies have tails, or not? response:	What do you think, Natsu?
