context: What are you doing there? response:	H- huh? Who are you?
context: Which means that if you cannot at least surpass me,\it will be impossible for you to beat the Saiyans.\Okay then, how about we get started right away?\Hey! Bubbles- kun!\First off...\For the time being, until you can move fast enough to do that,\nothing else will matter.\A- all right... response:	Okay, run away, Bubbles- kun!
context: it will be impossible for you to beat the Saiyans.\Okay then, how about we get started right away?\Hey! Bubbles- kun!\First off...\For the time being, until you can move fast enough to do that,\nothing else will matter.\A- all right...\Okay, run away, Bubbles- kun! response:	Wait up!
context: Okay then, how about we get started right away?\Hey! Bubbles- kun!\First off...\For the time being, until you can move fast enough to do that,\nothing else will matter.\A- all right...\Okay, run away, Bubbles- kun!\Wait up! response:	Damn! My body is really heavy!
context: Hey! Bubbles- kun!\First off...\For the time being, until you can move fast enough to do that,\nothing else will matter.\A- all right...\Okay, run away, Bubbles- kun!\Wait up!\Damn! My body is really heavy! response:	Dammit! All right, then...
context: First off...\For the time being, until you can move fast enough to do that,\nothing else will matter.\A- all right...\Okay, run away, Bubbles- kun!\Wait up!\Damn! My body is really heavy!\Dammit! All right, then... response:	Watch this!
context: For the time being, until you can move fast enough to do that,\nothing else will matter.\A- all right...\Okay, run away, Bubbles- kun!\Wait up!\Damn! My body is really heavy!\Dammit! All right, then...\Watch this! response:	I'm going to get you!
context: nothing else will matter.\A- all right...\Okay, run away, Bubbles- kun!\Wait up!\Damn! My body is really heavy!\Dammit! All right, then...\Watch this!\I'm going to get you! response:	Ho! So he's already wearing super-weighted gear, is he?
context: A- all right...\Okay, run away, Bubbles- kun!\Wait up!\Damn! My body is really heavy!\Dammit! All right, then...\Watch this!\I'm going to get you!\Ho! So he's already wearing super-weighted gear, is he? response:	That makes me quite a bit lighter, now!
context: Okay, run away, Bubbles- kun!\Wait up!\Damn! My body is really heavy!\Dammit! All right, then...\Watch this!\I'm going to get you!\Ho! So he's already wearing super-weighted gear, is he?\That makes me quite a bit lighter, now! response:	Hold it!
context: Wait up!\Damn! My body is really heavy!\Dammit! All right, then...\Watch this!\I'm going to get you!\Ho! So he's already wearing super-weighted gear, is he?\That makes me quite a bit lighter, now!\Hold it! response:	Hold it! Hold it! Hold it!
context: Damn! My body is really heavy!\Dammit! All right, then...\Watch this!\I'm going to get you!\Ho! So he's already wearing super-weighted gear, is he?\That makes me quite a bit lighter, now!\Hold it!\Hold it! Hold it! Hold it! response:	All right, you're mine!
context: Dammit! All right, then...\Watch this!\I'm going to get you!\Ho! So he's already wearing super-weighted gear, is he?\That makes me quite a bit lighter, now!\Hold it!\Hold it! Hold it! Hold it!\All right, you're mine! response:	It can't be! You're kidding me, right?
context: Watch this!\I'm going to get you!\Ho! So he's already wearing super-weighted gear, is he?\That makes me quite a bit lighter, now!\Hold it!\Hold it! Hold it! Hold it!\All right, you're mine!\It can't be! You're kidding me, right? response:	What do you think?
context: I'm going to get you!\Ho! So he's already wearing super-weighted gear, is he?\That makes me quite a bit lighter, now!\Hold it!\Hold it! Hold it! Hold it!\All right, you're mine!\It can't be! You're kidding me, right?\What do you think? response:	He sure is fast! I'm not sure I can catch him.
context: Ho! So he's already wearing super-weighted gear, is he?\That makes me quite a bit lighter, now!\Hold it!\Hold it! Hold it! Hold it!\All right, you're mine!\It can't be! You're kidding me, right?\What do you think?\He sure is fast! I'm not sure I can catch him. response:	If you can't, then go home right now.
context: That makes me quite a bit lighter, now!\Hold it!\Hold it! Hold it! Hold it!\All right, you're mine!\It can't be! You're kidding me, right?\What do you think?\He sure is fast! I'm not sure I can catch him.\If you can't, then go home right now. response:	That's right- I ain't eaten anything since I left the Snake Princess' place.
context: Hold it!\Hold it! Hold it! Hold it!\All right, you're mine!\It can't be! You're kidding me, right?\What do you think?\He sure is fast! I'm not sure I can catch him.\If you can't, then go home right now.\That's right- I ain't eaten anything since I left the Snake Princess' place. response:	Say, I hate to ask, but could you give me something to eat?
context: Hold it! Hold it! Hold it!\All right, you're mine!\It can't be! You're kidding me, right?\What do you think?\He sure is fast! I'm not sure I can catch him.\If you can't, then go home right now.\That's right- I ain't eaten anything since I left the Snake Princess' place.\Say, I hate to ask, but could you give me something to eat? response:	Well, okay. That's unusual- a hungry deceased person...
context: All right, you're mine!\It can't be! You're kidding me, right?\What do you think?\He sure is fast! I'm not sure I can catch him.\If you can't, then go home right now.\That's right- I ain't eaten anything since I left the Snake Princess' place.\Say, I hate to ask, but could you give me something to eat?\Well, okay. That's unusual- a hungry deceased person... response:	Hey, how about showing a little restraint?
context: It can't be! You're kidding me, right?\What do you think?\He sure is fast! I'm not sure I can catch him.\If you can't, then go home right now.\That's right- I ain't eaten anything since I left the Snake Princess' place.\Say, I hate to ask, but could you give me something to eat?\Well, okay. That's unusual- a hungry deceased person...\Hey, how about showing a little restraint? response:	I'm down ing the donburi!
context: What do you think?\He sure is fast! I'm not sure I can catch him.\If you can't, then go home right now.\That's right- I ain't eaten anything since I left the Snake Princess' place.\Say, I hate to ask, but could you give me something to eat?\Well, okay. That's unusual- a hungry deceased person...\Hey, how about showing a little restraint?\I'm down ing the donburi! response:	Down ing the donburi!
context: He sure is fast! I'm not sure I can catch him.\If you can't, then go home right now.\That's right- I ain't eaten anything since I left the Snake Princess' place.\Say, I hate to ask, but could you give me something to eat?\Well, okay. That's unusual- a hungry deceased person...\Hey, how about showing a little restraint?\I'm down ing the donburi!\Down ing the donburi! response:	Where's the joke there?
context: If you can't, then go home right now.\That's right- I ain't eaten anything since I left the Snake Princess' place.\Say, I hate to ask, but could you give me something to eat?\Well, okay. That's unusual- a hungry deceased person...\Hey, how about showing a little restraint?\I'm down ing the donburi!\Down ing the donburi!\Where's the joke there? response:	I'm full, I'm full!
context: That's right- I ain't eaten anything since I left the Snake Princess' place.\Say, I hate to ask, but could you give me something to eat?\Well, okay. That's unusual- a hungry deceased person...\Hey, how about showing a little restraint?\I'm down ing the donburi!\Down ing the donburi!\Where's the joke there?\I'm full, I'm full! response:	The taste notwithstanding, at least my stomach is full!
context: Say, I hate to ask, but could you give me something to eat?\Well, okay. That's unusual- a hungry deceased person...\Hey, how about showing a little restraint?\I'm down ing the donburi!\Down ing the donburi!\Where's the joke there?\I'm full, I'm full!\The taste notwithstanding, at least my stomach is full! response:	I get the feeling that maybe this man isn't giving me enough respect.
context: Well, okay. That's unusual- a hungry deceased person...\Hey, how about showing a little restraint?\I'm down ing the donburi!\Down ing the donburi!\Where's the joke there?\I'm full, I'm full!\The taste notwithstanding, at least my stomach is full!\I get the feeling that maybe this man isn't giving me enough respect. response:	By the way, Kaio- sama,
context: Hey, how about showing a little restraint?\I'm down ing the donburi!\Down ing the donburi!\Where's the joke there?\I'm full, I'm full!\The taste notwithstanding, at least my stomach is full!\I get the feeling that maybe this man isn't giving me enough respect.\By the way, Kaio- sama, response:	I'm surprised you don't find it dull staying on a planet this small.
context: I'm down ing the donburi!\Down ing the donburi!\Where's the joke there?\I'm full, I'm full!\The taste notwithstanding, at least my stomach is full!\I get the feeling that maybe this man isn't giving me enough respect.\By the way, Kaio- sama,\I'm surprised you don't find it dull staying on a planet this small. response:	So young...
context: Down ing the donburi!\Where's the joke there?\I'm full, I'm full!\The taste notwithstanding, at least my stomach is full!\I get the feeling that maybe this man isn't giving me enough respect.\By the way, Kaio- sama,\I'm surprised you don't find it dull staying on a planet this small.\So young... response:	If you set your mind to it, there are any number of fun things to do here.
context: Where's the joke there?\I'm full, I'm full!\The taste notwithstanding, at least my stomach is full!\I get the feeling that maybe this man isn't giving me enough respect.\By the way, Kaio- sama,\I'm surprised you don't find it dull staying on a planet this small.\So young...\If you set your mind to it, there are any number of fun things to do here. response:	Like counting how many blades of grass there are growing...
context: I'm full, I'm full!\The taste notwithstanding, at least my stomach is full!\I get the feeling that maybe this man isn't giving me enough respect.\By the way, Kaio- sama,\I'm surprised you don't find it dull staying on a planet this small.\So young...\If you set your mind to it, there are any number of fun things to do here.\Like counting how many blades of grass there are growing... response:	gazing up at the sky...
context: The taste notwithstanding, at least my stomach is full!\I get the feeling that maybe this man isn't giving me enough respect.\By the way, Kaio- sama,\I'm surprised you don't find it dull staying on a planet this small.\So young...\If you set your mind to it, there are any number of fun things to do here.\Like counting how many blades of grass there are growing...\gazing up at the sky... response:	long-distance peeing...
context: I get the feeling that maybe this man isn't giving me enough respect.\By the way, Kaio- sama,\I'm surprised you don't find it dull staying on a planet this small.\So young...\If you set your mind to it, there are any number of fun things to do here.\Like counting how many blades of grass there are growing...\gazing up at the sky...\long-distance peeing... response:	Recently, I've been getting into a new hobby...
context: By the way, Kaio- sama,\I'm surprised you don't find it dull staying on a planet this small.\So young...\If you set your mind to it, there are any number of fun things to do here.\Like counting how many blades of grass there are growing...\gazing up at the sky...\long-distance peeing...\Recently, I've been getting into a new hobby... response:	Going for drives.
context: I'm surprised you don't find it dull staying on a planet this small.\So young...\If you set your mind to it, there are any number of fun things to do here.\Like counting how many blades of grass there are growing...\gazing up at the sky...\long-distance peeing...\Recently, I've been getting into a new hobby...\Going for drives. response:	Now, hurry up and catch Bubbles- kun.
context: So young...\If you set your mind to it, there are any number of fun things to do here.\Like counting how many blades of grass there are growing...\gazing up at the sky...\long-distance peeing...\Recently, I've been getting into a new hobby...\Going for drives.\Now, hurry up and catch Bubbles- kun. response:	Otherwise, you'll never be able to get me to teach you any martial arts.
context: If you set your mind to it, there are any number of fun things to do here.\Like counting how many blades of grass there are growing...\gazing up at the sky...\long-distance peeing...\Recently, I've been getting into a new hobby...\Going for drives.\Now, hurry up and catch Bubbles- kun.\Otherwise, you'll never be able to get me to teach you any martial arts. response:	Right! I'll give it my all!
context: Like counting how many blades of grass there are growing...\gazing up at the sky...\long-distance peeing...\Recently, I've been getting into a new hobby...\Going for drives.\Now, hurry up and catch Bubbles- kun.\Otherwise, you'll never be able to get me to teach you any martial arts.\Right! I'll give it my all! response:	All righty!
context: gazing up at the sky...\long-distance peeing...\Recently, I've been getting into a new hobby...\Going for drives.\Now, hurry up and catch Bubbles- kun.\Otherwise, you'll never be able to get me to teach you any martial arts.\Right! I'll give it my all!\All righty! response:	Oh, right!
context: long-distance peeing...\Recently, I've been getting into a new hobby...\Going for drives.\Now, hurry up and catch Bubbles- kun.\Otherwise, you'll never be able to get me to teach you any martial arts.\Right! I'll give it my all!\All righty!\Oh, right! response:	Put on those heavy-looking clothes and boots you took off earlier and then run after him.
context: Recently, I've been getting into a new hobby...\Going for drives.\Now, hurry up and catch Bubbles- kun.\Otherwise, you'll never be able to get me to teach you any martial arts.\Right! I'll give it my all!\All righty!\Oh, right!\Put on those heavy-looking clothes and boots you took off earlier and then run after him. response:	That will be more effective.
context: Going for drives.\Now, hurry up and catch Bubbles- kun.\Otherwise, you'll never be able to get me to teach you any martial arts.\Right! I'll give it my all!\All righty!\Oh, right!\Put on those heavy-looking clothes and boots you took off earlier and then run after him.\That will be more effective. response:	But putting that stuff on makes it even harder to run!
context: Now, hurry up and catch Bubbles- kun.\Otherwise, you'll never be able to get me to teach you any martial arts.\Right! I'll give it my all!\All righty!\Oh, right!\Put on those heavy-looking clothes and boots you took off earlier and then run after him.\That will be more effective.\But putting that stuff on makes it even harder to run! response:	Let me tell you something.
context: Otherwise, you'll never be able to get me to teach you any martial arts.\Right! I'll give it my all!\All righty!\Oh, right!\Put on those heavy-looking clothes and boots you took off earlier and then run after him.\That will be more effective.\But putting that stuff on makes it even harder to run!\Let me tell you something. response:	The planet that the Saiyans are from had about the same gravity as here.
context: Right! I'll give it my all!\All righty!\Oh, right!\Put on those heavy-looking clothes and boots you took off earlier and then run after him.\That will be more effective.\But putting that stuff on makes it even harder to run!\Let me tell you something.\The planet that the Saiyans are from had about the same gravity as here. response:	That's where they built up their bodies.
context: All righty!\Oh, right!\Put on those heavy-looking clothes and boots you took off earlier and then run after him.\That will be more effective.\But putting that stuff on makes it even harder to run!\Let me tell you something.\The planet that the Saiyans are from had about the same gravity as here.\That's where they built up their bodies. response:	Do you now understand part of the secret to the Saiyans' strength?
context: Oh, right!\Put on those heavy-looking clothes and boots you took off earlier and then run after him.\That will be more effective.\But putting that stuff on makes it even harder to run!\Let me tell you something.\The planet that the Saiyans are from had about the same gravity as here.\That's where they built up their bodies.\Do you now understand part of the secret to the Saiyans' strength? response:	But it's more than just that.
context: Put on those heavy-looking clothes and boots you took off earlier and then run after him.\That will be more effective.\But putting that stuff on makes it even harder to run!\Let me tell you something.\The planet that the Saiyans are from had about the same gravity as here.\That's where they built up their bodies.\Do you now understand part of the secret to the Saiyans' strength?\But it's more than just that. response:	Saiyans are born with a natural fighting sense.
context: That will be more effective.\But putting that stuff on makes it even harder to run!\Let me tell you something.\The planet that the Saiyans are from had about the same gravity as here.\That's where they built up their bodies.\Do you now understand part of the secret to the Saiyans' strength?\But it's more than just that.\Saiyans are born with a natural fighting sense. response:	That's another thing that makes them so formidable.
context: But putting that stuff on makes it even harder to run!\Let me tell you something.\The planet that the Saiyans are from had about the same gravity as here.\That's where they built up their bodies.\Do you now understand part of the secret to the Saiyans' strength?\But it's more than just that.\Saiyans are born with a natural fighting sense.\That's another thing that makes them so formidable. response:	Hey, that's fine! I'm a Saiyan, too!
context: Let me tell you something.\The planet that the Saiyans are from had about the same gravity as here.\That's where they built up their bodies.\Do you now understand part of the secret to the Saiyans' strength?\But it's more than just that.\Saiyans are born with a natural fighting sense.\That's another thing that makes them so formidable.\Hey, that's fine! I'm a Saiyan, too! response:	Nice thrust.
context: The planet that the Saiyans are from had about the same gravity as here.\That's where they built up their bodies.\Do you now understand part of the secret to the Saiyans' strength?\But it's more than just that.\Saiyans are born with a natural fighting sense.\That's another thing that makes them so formidable.\Hey, that's fine! I'm a Saiyan, too!\Nice thrust. response:	Don't slow down your attack!
context: That's where they built up their bodies.\Do you now understand part of the secret to the Saiyans' strength?\But it's more than just that.\Saiyans are born with a natural fighting sense.\That's another thing that makes them so formidable.\Hey, that's fine! I'm a Saiyan, too!\Nice thrust.\Don't slow down your attack! response:	Uncle...
context: Do you now understand part of the secret to the Saiyans' strength?\But it's more than just that.\Saiyans are born with a natural fighting sense.\That's another thing that makes them so formidable.\Hey, that's fine! I'm a Saiyan, too!\Nice thrust.\Don't slow down your attack!\Uncle... response:	help me.
context: But it's more than just that.\Saiyans are born with a natural fighting sense.\That's another thing that makes them so formidable.\Hey, that's fine! I'm a Saiyan, too!\Nice thrust.\Don't slow down your attack!\Uncle...\help me. response:	Don't be so needy, you dirty brat!
context: Saiyans are born with a natural fighting sense.\That's another thing that makes them so formidable.\Hey, that's fine! I'm a Saiyan, too!\Nice thrust.\Don't slow down your attack!\Uncle...\help me.\Don't be so needy, you dirty brat! response:	Sure enough, he only exhibits those dormant abilities of his
context: That's another thing that makes them so formidable.\Hey, that's fine! I'm a Saiyan, too!\Nice thrust.\Don't slow down your attack!\Uncle...\help me.\Don't be so needy, you dirty brat!\Sure enough, he only exhibits those dormant abilities of his response:	on the night of the full moon.
context: Hey, that's fine! I'm a Saiyan, too!\Nice thrust.\Don't slow down your attack!\Uncle...\help me.\Don't be so needy, you dirty brat!\Sure enough, he only exhibits those dormant abilities of his\on the night of the full moon. response:	Yow-ow-ow-ow...
context: Nice thrust.\Don't slow down your attack!\Uncle...\help me.\Don't be so needy, you dirty brat!\Sure enough, he only exhibits those dormant abilities of his\on the night of the full moon.\Yow-ow-ow-ow... response:	Looks like you at least cured yourself of being a crybaby
context: Don't slow down your attack!\Uncle...\help me.\Don't be so needy, you dirty brat!\Sure enough, he only exhibits those dormant abilities of his\on the night of the full moon.\Yow-ow-ow-ow...\Looks like you at least cured yourself of being a crybaby response:	over the last half-year, huh?
context: Uncle...\help me.\Don't be so needy, you dirty brat!\Sure enough, he only exhibits those dormant abilities of his\on the night of the full moon.\Yow-ow-ow-ow...\Looks like you at least cured yourself of being a crybaby\over the last half-year, huh? response:	Say, Piccolo- san, you fought with Father a long time ago, right?
context: help me.\Don't be so needy, you dirty brat!\Sure enough, he only exhibits those dormant abilities of his\on the night of the full moon.\Yow-ow-ow-ow...\Looks like you at least cured yourself of being a crybaby\over the last half-year, huh?\Say, Piccolo- san, you fought with Father a long time ago, right? response:	Our fight is not yet over.
context: Don't be so needy, you dirty brat!\Sure enough, he only exhibits those dormant abilities of his\on the night of the full moon.\Yow-ow-ow-ow...\Looks like you at least cured yourself of being a crybaby\over the last half-year, huh?\Say, Piccolo- san, you fought with Father a long time ago, right?\Our fight is not yet over. response:	If we're able to defeat the Saiyans, your father's turn comes next.
context: Sure enough, he only exhibits those dormant abilities of his\on the night of the full moon.\Yow-ow-ow-ow...\Looks like you at least cured yourself of being a crybaby\over the last half-year, huh?\Say, Piccolo- san, you fought with Father a long time ago, right?\Our fight is not yet over.\If we're able to defeat the Saiyans, your father's turn comes next. response:	But Father told me that the reincarnated Piccolo- san
context: on the night of the full moon.\Yow-ow-ow-ow...\Looks like you at least cured yourself of being a crybaby\over the last half-year, huh?\Say, Piccolo- san, you fought with Father a long time ago, right?\Our fight is not yet over.\If we're able to defeat the Saiyans, your father's turn comes next.\But Father told me that the reincarnated Piccolo- san response:	didn't seem to be the same terribly evil person he was before.
context: Yow-ow-ow-ow...\Looks like you at least cured yourself of being a crybaby\over the last half-year, huh?\Say, Piccolo- san, you fought with Father a long time ago, right?\Our fight is not yet over.\If we're able to defeat the Saiyans, your father's turn comes next.\But Father told me that the reincarnated Piccolo- san\didn't seem to be the same terribly evil person he was before. response:	I sort of think that, too. Mother and Grandpa are still afraid of you, though.
context: Looks like you at least cured yourself of being a crybaby\over the last half-year, huh?\Say, Piccolo- san, you fought with Father a long time ago, right?\Our fight is not yet over.\If we're able to defeat the Saiyans, your father's turn comes next.\But Father told me that the reincarnated Piccolo- san\didn't seem to be the same terribly evil person he was before.\I sort of think that, too. Mother and Grandpa are still afraid of you, though. response:	Stop talking nonsense and get to sleep!
context: over the last half-year, huh?\Say, Piccolo- san, you fought with Father a long time ago, right?\Our fight is not yet over.\If we're able to defeat the Saiyans, your father's turn comes next.\But Father told me that the reincarnated Piccolo- san\didn't seem to be the same terribly evil person he was before.\I sort of think that, too. Mother and Grandpa are still afraid of you, though.\Stop talking nonsense and get to sleep! response:	Tomorrow, we won't have the kind of gentle training we did today!
context: Say, Piccolo- san, you fought with Father a long time ago, right?\Our fight is not yet over.\If we're able to defeat the Saiyans, your father's turn comes next.\But Father told me that the reincarnated Piccolo- san\didn't seem to be the same terribly evil person he was before.\I sort of think that, too. Mother and Grandpa are still afraid of you, though.\Stop talking nonsense and get to sleep!\Tomorrow, we won't have the kind of gentle training we did today! response:	R- right...
context: Our fight is not yet over.\If we're able to defeat the Saiyans, your father's turn comes next.\But Father told me that the reincarnated Piccolo- san\didn't seem to be the same terribly evil person he was before.\I sort of think that, too. Mother and Grandpa are still afraid of you, though.\Stop talking nonsense and get to sleep!\Tomorrow, we won't have the kind of gentle training we did today!\R- right... response:	Damn him anyway...
context: If we're able to defeat the Saiyans, your father's turn comes next.\But Father told me that the reincarnated Piccolo- san\didn't seem to be the same terribly evil person he was before.\I sort of think that, too. Mother and Grandpa are still afraid of you, though.\Stop talking nonsense and get to sleep!\Tomorrow, we won't have the kind of gentle training we did today!\R- right...\Damn him anyway... response:	Since then, three weeks have gone by in the blink of an eye...
context: But Father told me that the reincarnated Piccolo- san\didn't seem to be the same terribly evil person he was before.\I sort of think that, too. Mother and Grandpa are still afraid of you, though.\Stop talking nonsense and get to sleep!\Tomorrow, we won't have the kind of gentle training we did today!\R- right...\Damn him anyway...\Since then, three weeks have gone by in the blink of an eye... response:	These shao-mai dumplings taste so good...
context: didn't seem to be the same terribly evil person he was before.\I sort of think that, too. Mother and Grandpa are still afraid of you, though.\Stop talking nonsense and get to sleep!\Tomorrow, we won't have the kind of gentle training we did today!\R- right...\Damn him anyway...\Since then, three weeks have gone by in the blink of an eye...\These shao-mai dumplings taste so good... response:	they taste shao good, I think you'll find.
context: I sort of think that, too. Mother and Grandpa are still afraid of you, though.\Stop talking nonsense and get to sleep!\Tomorrow, we won't have the kind of gentle training we did today!\R- right...\Damn him anyway...\Since then, three weeks have gone by in the blink of an eye...\These shao-mai dumplings taste so good...\they taste shao good, I think you'll find. response:	That was great! That was great!
context: Stop talking nonsense and get to sleep!\Tomorrow, we won't have the kind of gentle training we did today!\R- right...\Damn him anyway...\Since then, three weeks have gone by in the blink of an eye...\These shao-mai dumplings taste so good...\they taste shao good, I think you'll find.\That was great! That was great! response:	Huh? Nobody heard that one?
context: Tomorrow, we won't have the kind of gentle training we did today!\R- right...\Damn him anyway...\Since then, three weeks have gone by in the blink of an eye...\These shao-mai dumplings taste so good...\they taste shao good, I think you'll find.\That was great! That was great!\Huh? Nobody heard that one? response:	Hold it!
context: R- right...\Damn him anyway...\Since then, three weeks have gone by in the blink of an eye...\These shao-mai dumplings taste so good...\they taste shao good, I think you'll find.\That was great! That was great!\Huh? Nobody heard that one?\Hold it! response:	Hold it! Hold it!
context: Damn him anyway...\Since then, three weeks have gone by in the blink of an eye...\These shao-mai dumplings taste so good...\they taste shao good, I think you'll find.\That was great! That was great!\Huh? Nobody heard that one?\Hold it!\Hold it! Hold it! response:	I've got gyoza by the gross!
context: Since then, three weeks have gone by in the blink of an eye...\These shao-mai dumplings taste so good...\they taste shao good, I think you'll find.\That was great! That was great!\Huh? Nobody heard that one?\Hold it!\Hold it! Hold it!\I've got gyoza by the gross! response:	Hold it!
context: These shao-mai dumplings taste so good...\they taste shao good, I think you'll find.\That was great! That was great!\Huh? Nobody heard that one?\Hold it!\Hold it! Hold it!\I've got gyoza by the gross!\Hold it! response:	Now!
context: they taste shao good, I think you'll find.\That was great! That was great!\Huh? Nobody heard that one?\Hold it!\Hold it! Hold it!\I've got gyoza by the gross!\Hold it!\Now! response:	So close!
context: That was great! That was great!\Huh? Nobody heard that one?\Hold it!\Hold it! Hold it!\I've got gyoza by the gross!\Hold it!\Now!\So close! response:	All right!
context: Huh? Nobody heard that one?\Hold it!\Hold it! Hold it!\I've got gyoza by the gross!\Hold it!\Now!\So close!\All right! response:	He's in good spirits, huh?
context: Hold it!\Hold it! Hold it!\I've got gyoza by the gross!\Hold it!\Now!\So close!\All right!\He's in good spirits, huh? response:	Hold it!
context: Hold it! Hold it!\I've got gyoza by the gross!\Hold it!\Now!\So close!\All right!\He's in good spirits, huh?\Hold it! response:	He definitely doesn't have the slightest respect for me!
context: I've got gyoza by the gross!\Hold it!\Now!\So close!\All right!\He's in good spirits, huh?\Hold it!\He definitely doesn't have the slightest respect for me! response:	Yow-ow-ow...
context: Hold it!\Now!\So close!\All right!\He's in good spirits, huh?\Hold it!\He definitely doesn't have the slightest respect for me!\Yow-ow-ow... response:	He really is incredible, huh? But I'm not giving in!
context: Now!\So close!\All right!\He's in good spirits, huh?\Hold it!\He definitely doesn't have the slightest respect for me!\Yow-ow-ow...\He really is incredible, huh? But I'm not giving in! response:	Hold up!
context: So close!\All right!\He's in good spirits, huh?\Hold it!\He definitely doesn't have the slightest respect for me!\Yow-ow-ow...\He really is incredible, huh? But I'm not giving in!\Hold up! response:	I'm so close!
context: All right!\He's in good spirits, huh?\Hold it!\He definitely doesn't have the slightest respect for me!\Yow-ow-ow...\He really is incredible, huh? But I'm not giving in!\Hold up!\I'm so close! response:	I know!
context: He's in good spirits, huh?\Hold it!\He definitely doesn't have the slightest respect for me!\Yow-ow-ow...\He really is incredible, huh? But I'm not giving in!\Hold up!\I'm so close!\I know! response:	All right...
context: Hold it!\He definitely doesn't have the slightest respect for me!\Yow-ow-ow...\He really is incredible, huh? But I'm not giving in!\Hold up!\I'm so close!\I know!\All right... response:	Hold it!
context: He definitely doesn't have the slightest respect for me!\Yow-ow-ow...\He really is incredible, huh? But I'm not giving in!\Hold up!\I'm so close!\I know!\All right...\Hold it! response:	Bubbles- kun, I found you!
context: Yow-ow-ow...\He really is incredible, huh? But I'm not giving in!\Hold up!\I'm so close!\I know!\All right...\Hold it!\Bubbles- kun, I found you! response:	Hold it!
context: He really is incredible, huh? But I'm not giving in!\Hold up!\I'm so close!\I know!\All right...\Hold it!\Bubbles- kun, I found you!\Hold it! response:	I did it!
context: Hold up!\I'm so close!\I know!\All right...\Hold it!\Bubbles- kun, I found you!\Hold it!\I did it! response:	Wow! I finally did it! I caught him!
context: I'm so close!\I know!\All right...\Hold it!\Bubbles- kun, I found you!\Hold it!\I did it!\Wow! I finally did it! I caught him! response:	He's as amazing as I thought. He's already overcome the gravity here, has he?
context: I know!\All right...\Hold it!\Bubbles- kun, I found you!\Hold it!\I did it!\Wow! I finally did it! I caught him!\He's as amazing as I thought. He's already overcome the gravity here, has he? response:	He might be able to handle it! The Kaio-ken technique...
context: All right...\Hold it!\Bubbles- kun, I found you!\Hold it!\I did it!\Wow! I finally did it! I caught him!\He's as amazing as I thought. He's already overcome the gravity here, has he?\He might be able to handle it! The Kaio-ken technique... response:	The Saiyans' assault is not far away.
context: Hold it!\Bubbles- kun, I found you!\Hold it!\I did it!\Wow! I finally did it! I caught him!\He's as amazing as I thought. He's already overcome the gravity here, has he?\He might be able to handle it! The Kaio-ken technique...\The Saiyans' assault is not far away. response:	What kind of training will Goku receive from Kaio-sama,
context: Bubbles- kun, I found you!\Hold it!\I did it!\Wow! I finally did it! I caught him!\He's as amazing as I thought. He's already overcome the gravity here, has he?\He might be able to handle it! The Kaio-ken technique...\The Saiyans' assault is not far away.\What kind of training will Goku receive from Kaio-sama, response:	now that he has finally met him?
