context: Are you all right?! response:	Hang in there!
context: Meika, can I ask you something?\Are you sure it's all right?\What's all right?\You know, the servers.\At AFSPC.\I told you, I hacked into the U.S. military servers,\but everything was normal.\Really... response:	Besides, if an asteroid were really going to hit us,
context: Are you sure it's all right?\What's all right?\You know, the servers.\At AFSPC.\I told you, I hacked into the U.S. military servers,\but everything was normal.\Really...\Besides, if an asteroid were really going to hit us, response:	the whole world would be freaking out right now.
context: What's all right?\You know, the servers.\At AFSPC.\I told you, I hacked into the U.S. military servers,\but everything was normal.\Really...\Besides, if an asteroid were really going to hit us,\the whole world would be freaking out right now. response:	It's New Year's Eve. Let's go back to Meikaemon's party
context: You know, the servers.\At AFSPC.\I told you, I hacked into the U.S. military servers,\but everything was normal.\Really...\Besides, if an asteroid were really going to hit us,\the whole world would be freaking out right now.\It's New Year's Eve. Let's go back to Meikaemon's party response:	and raise the roof!
context: At AFSPC.\I told you, I hacked into the U.S. military servers,\but everything was normal.\Really...\Besides, if an asteroid were really going to hit us,\the whole world would be freaking out right now.\It's New Year's Eve. Let's go back to Meikaemon's party\and raise the roof! response:	Okay?
context: I told you, I hacked into the U.S. military servers,\but everything was normal.\Really...\Besides, if an asteroid were really going to hit us,\the whole world would be freaking out right now.\It's New Year's Eve. Let's go back to Meikaemon's party\and raise the roof!\Okay? response:	It's New Year's Eve, Meikaemon
context: but everything was normal.\Really...\Besides, if an asteroid were really going to hit us,\the whole world would be freaking out right now.\It's New Year's Eve. Let's go back to Meikaemon's party\and raise the roof!\Okay?\It's New Year's Eve, Meikaemon response:	Sushi rice, sushi rice, chirashi sushi,
context: Really...\Besides, if an asteroid were really going to hit us,\the whole world would be freaking out right now.\It's New Year's Eve. Let's go back to Meikaemon's party\and raise the roof!\Okay?\It's New Year's Eve, Meikaemon\Sushi rice, sushi rice, chirashi sushi, response:	I'll wait for you,
context: Besides, if an asteroid were really going to hit us,\the whole world would be freaking out right now.\It's New Year's Eve. Let's go back to Meikaemon's party\and raise the roof!\Okay?\It's New Year's Eve, Meikaemon\Sushi rice, sushi rice, chirashi sushi,\I'll wait for you, response:	Kuzushi...
context: the whole world would be freaking out right now.\It's New Year's Eve. Let's go back to Meikaemon's party\and raise the roof!\Okay?\It's New Year's Eve, Meikaemon\Sushi rice, sushi rice, chirashi sushi,\I'll wait for you,\Kuzushi... response:	Not your best.
context: It's New Year's Eve. Let's go back to Meikaemon's party\and raise the roof!\Okay?\It's New Year's Eve, Meikaemon\Sushi rice, sushi rice, chirashi sushi,\I'll wait for you,\Kuzushi...\Not your best. response:	It's New Year's Eve! Meikaemon
context: and raise the roof!\Okay?\It's New Year's Eve, Meikaemon\Sushi rice, sushi rice, chirashi sushi,\I'll wait for you,\Kuzushi...\Not your best.\It's New Year's Eve! Meikaemon response:	But it's for our upcoming musical!
context: Okay?\It's New Year's Eve, Meikaemon\Sushi rice, sushi rice, chirashi sushi,\I'll wait for you,\Kuzushi...\Not your best.\It's New Year's Eve! Meikaemon\But it's for our upcoming musical! response:	It's just lacking in girlish sentiment.
context: It's New Year's Eve, Meikaemon\Sushi rice, sushi rice, chirashi sushi,\I'll wait for you,\Kuzushi...\Not your best.\It's New Year's Eve! Meikaemon\But it's for our upcoming musical!\It's just lacking in girlish sentiment. response:	Have you ever been in love or anything, Mikatan?
context: Sushi rice, sushi rice, chirashi sushi,\I'll wait for you,\Kuzushi...\Not your best.\It's New Year's Eve! Meikaemon\But it's for our upcoming musical!\It's just lacking in girlish sentiment.\Have you ever been in love or anything, Mikatan? response:	In love?
context: I'll wait for you,\Kuzushi...\Not your best.\It's New Year's Eve! Meikaemon\But it's for our upcoming musical!\It's just lacking in girlish sentiment.\Have you ever been in love or anything, Mikatan?\In love? response:	I guess I haven't met anyone.
context: Kuzushi...\Not your best.\It's New Year's Eve! Meikaemon\But it's for our upcoming musical!\It's just lacking in girlish sentiment.\Have you ever been in love or anything, Mikatan?\In love?\I guess I haven't met anyone. response:	Yes, you have.
context: Not your best.\It's New Year's Eve! Meikaemon\But it's for our upcoming musical!\It's just lacking in girlish sentiment.\Have you ever been in love or anything, Mikatan?\In love?\I guess I haven't met anyone.\Yes, you have. response:	There's one person, isn't there?
context: It's New Year's Eve! Meikaemon\But it's for our upcoming musical!\It's just lacking in girlish sentiment.\Have you ever been in love or anything, Mikatan?\In love?\I guess I haven't met anyone.\Yes, you have.\There's one person, isn't there? response:	Oh, yeah, there's Yuta!
context: But it's for our upcoming musical!\It's just lacking in girlish sentiment.\Have you ever been in love or anything, Mikatan?\In love?\I guess I haven't met anyone.\Yes, you have.\There's one person, isn't there?\Oh, yeah, there's Yuta! response:	Why don't you try falling in love with him?
context: It's just lacking in girlish sentiment.\Have you ever been in love or anything, Mikatan?\In love?\I guess I haven't met anyone.\Yes, you have.\There's one person, isn't there?\Oh, yeah, there's Yuta!\Why don't you try falling in love with him? response:	Look at her face!
context: Have you ever been in love or anything, Mikatan?\In love?\I guess I haven't met anyone.\Yes, you have.\There's one person, isn't there?\Oh, yeah, there's Yuta!\Why don't you try falling in love with him?\Look at her face! response:	She already has!
context: In love?\I guess I haven't met anyone.\Yes, you have.\There's one person, isn't there?\Oh, yeah, there's Yuta!\Why don't you try falling in love with him?\Look at her face!\She already has! response:	I-It's not like that!
context: I guess I haven't met anyone.\Yes, you have.\There's one person, isn't there?\Oh, yeah, there's Yuta!\Why don't you try falling in love with him?\Look at her face!\She already has!\I-It's not like that! response:	He's a girl, though.
context: Yes, you have.\There's one person, isn't there?\Oh, yeah, there's Yuta!\Why don't you try falling in love with him?\Look at her face!\She already has!\I-It's not like that!\He's a girl, though. response:	You're kidding, right?
context: There's one person, isn't there?\Oh, yeah, there's Yuta!\Why don't you try falling in love with him?\Look at her face!\She already has!\I-It's not like that!\He's a girl, though.\You're kidding, right? response:	Biologically, he's unmistakably female.
context: Oh, yeah, there's Yuta!\Why don't you try falling in love with him?\Look at her face!\She already has!\I-It's not like that!\He's a girl, though.\You're kidding, right?\Biologically, he's unmistakably female. response:	I kept it a secret until now because it's a delicate issue.
context: Why don't you try falling in love with him?\Look at her face!\She already has!\I-It's not like that!\He's a girl, though.\You're kidding, right?\Biologically, he's unmistakably female.\I kept it a secret until now because it's a delicate issue. response:	Iridatsu Yu
context: Look at her face!\She already has!\I-It's not like that!\He's a girl, though.\You're kidding, right?\Biologically, he's unmistakably female.\I kept it a secret until now because it's a delicate issue.\Iridatsu Yu response:	His true, registered legal name is
context: She already has!\I-It's not like that!\He's a girl, though.\You're kidding, right?\Biologically, he's unmistakably female.\I kept it a secret until now because it's a delicate issue.\Iridatsu Yu\His true, registered legal name is response:	Iridatsu Yu.
context: I-It's not like that!\He's a girl, though.\You're kidding, right?\Biologically, he's unmistakably female.\I kept it a secret until now because it's a delicate issue.\Iridatsu Yu\His true, registered legal name is\Iridatsu Yu. response:	Yuta is just a name he gave himself.
context: He's a girl, though.\You're kidding, right?\Biologically, he's unmistakably female.\I kept it a secret until now because it's a delicate issue.\Iridatsu Yu\His true, registered legal name is\Iridatsu Yu.\Yuta is just a name he gave himself. response:	It's New Year's Eve! Meikaemon
context: You're kidding, right?\Biologically, he's unmistakably female.\I kept it a secret until now because it's a delicate issue.\Iridatsu Yu\His true, registered legal name is\Iridatsu Yu.\Yuta is just a name he gave himself.\It's New Year's Eve! Meikaemon response:	S-Speaking of, where is Yuta?
context: Biologically, he's unmistakably female.\I kept it a secret until now because it's a delicate issue.\Iridatsu Yu\His true, registered legal name is\Iridatsu Yu.\Yuta is just a name he gave himself.\It's New Year's Eve! Meikaemon\S-Speaking of, where is Yuta? response:	I invited him, but...
context: I kept it a secret until now because it's a delicate issue.\Iridatsu Yu\His true, registered legal name is\Iridatsu Yu.\Yuta is just a name he gave himself.\It's New Year's Eve! Meikaemon\S-Speaking of, where is Yuta?\I invited him, but... response:	It's up to you, then.
context: Iridatsu Yu\His true, registered legal name is\Iridatsu Yu.\Yuta is just a name he gave himself.\It's New Year's Eve! Meikaemon\S-Speaking of, where is Yuta?\I invited him, but...\It's up to you, then. response:	Hey, do you have any more secrets or anything?
context: His true, registered legal name is\Iridatsu Yu.\Yuta is just a name he gave himself.\It's New Year's Eve! Meikaemon\S-Speaking of, where is Yuta?\I invited him, but...\It's up to you, then.\Hey, do you have any more secrets or anything? response:	About Iridatsu?
context: Iridatsu Yu.\Yuta is just a name he gave himself.\It's New Year's Eve! Meikaemon\S-Speaking of, where is Yuta?\I invited him, but...\It's up to you, then.\Hey, do you have any more secrets or anything?\About Iridatsu? response:	That works, but...
context: Yuta is just a name he gave himself.\It's New Year's Eve! Meikaemon\S-Speaking of, where is Yuta?\I invited him, but...\It's up to you, then.\Hey, do you have any more secrets or anything?\About Iridatsu?\That works, but... response:	Tell me about your and Mikatan's past.
context: It's New Year's Eve! Meikaemon\S-Speaking of, where is Yuta?\I invited him, but...\It's up to you, then.\Hey, do you have any more secrets or anything?\About Iridatsu?\That works, but...\Tell me about your and Mikatan's past. response:	All right.
context: S-Speaking of, where is Yuta?\I invited him, but...\It's up to you, then.\Hey, do you have any more secrets or anything?\About Iridatsu?\That works, but...\Tell me about your and Mikatan's past.\All right. response:	Just a little, then.
context: I invited him, but...\It's up to you, then.\Hey, do you have any more secrets or anything?\About Iridatsu?\That works, but...\Tell me about your and Mikatan's past.\All right.\Just a little, then. response:	It was eight years ago, in the summer, that I met Narugino.
context: It's up to you, then.\Hey, do you have any more secrets or anything?\About Iridatsu?\That works, but...\Tell me about your and Mikatan's past.\All right.\Just a little, then.\It was eight years ago, in the summer, that I met Narugino. response:	It was a stormy night.
context: Hey, do you have any more secrets or anything?\About Iridatsu?\That works, but...\Tell me about your and Mikatan's past.\All right.\Just a little, then.\It was eight years ago, in the summer, that I met Narugino.\It was a stormy night. response:	Stop crying!
context: About Iridatsu?\That works, but...\Tell me about your and Mikatan's past.\All right.\Just a little, then.\It was eight years ago, in the summer, that I met Narugino.\It was a stormy night.\Stop crying! response:	Who are you?
context: That works, but...\Tell me about your and Mikatan's past.\All right.\Just a little, then.\It was eight years ago, in the summer, that I met Narugino.\It was a stormy night.\Stop crying!\Who are you? response:	I'm Daihatsu Meika.
context: Tell me about your and Mikatan's past.\All right.\Just a little, then.\It was eight years ago, in the summer, that I met Narugino.\It was a stormy night.\Stop crying!\Who are you?\I'm Daihatsu Meika. response:	I'm a robot that's come to shelter, raise, and support you.
context: All right.\Just a little, then.\It was eight years ago, in the summer, that I met Narugino.\It was a stormy night.\Stop crying!\Who are you?\I'm Daihatsu Meika.\I'm a robot that's come to shelter, raise, and support you. response:	Why did the apartment burn down?
context: Just a little, then.\It was eight years ago, in the summer, that I met Narugino.\It was a stormy night.\Stop crying!\Who are you?\I'm Daihatsu Meika.\I'm a robot that's come to shelter, raise, and support you.\Why did the apartment burn down? response:	Narugino escaped from a facility with the help of someone named Ishigata.
context: It was eight years ago, in the summer, that I met Narugino.\It was a stormy night.\Stop crying!\Who are you?\I'm Daihatsu Meika.\I'm a robot that's come to shelter, raise, and support you.\Why did the apartment burn down?\Narugino escaped from a facility with the help of someone named Ishigata. response:	But they were found right away.
context: It was a stormy night.\Stop crying!\Who are you?\I'm Daihatsu Meika.\I'm a robot that's come to shelter, raise, and support you.\Why did the apartment burn down?\Narugino escaped from a facility with the help of someone named Ishigata.\But they were found right away. response:	And Ishigata took the pursuers down with him.
context: Stop crying!\Who are you?\I'm Daihatsu Meika.\I'm a robot that's come to shelter, raise, and support you.\Why did the apartment burn down?\Narugino escaped from a facility with the help of someone named Ishigata.\But they were found right away.\And Ishigata took the pursuers down with him. response:	I decided to take Narugino away from Tokyo.
context: Who are you?\I'm Daihatsu Meika.\I'm a robot that's come to shelter, raise, and support you.\Why did the apartment burn down?\Narugino escaped from a facility with the help of someone named Ishigata.\But they were found right away.\And Ishigata took the pursuers down with him.\I decided to take Narugino away from Tokyo. response:	We went further and further north, and ended up deep
context: I'm Daihatsu Meika.\I'm a robot that's come to shelter, raise, and support you.\Why did the apartment burn down?\Narugino escaped from a facility with the help of someone named Ishigata.\But they were found right away.\And Ishigata took the pursuers down with him.\I decided to take Narugino away from Tokyo.\We went further and further north, and ended up deep response:	in the mountains of Aomori.
context: I'm a robot that's come to shelter, raise, and support you.\Why did the apartment burn down?\Narugino escaped from a facility with the help of someone named Ishigata.\But they were found right away.\And Ishigata took the pursuers down with him.\I decided to take Narugino away from Tokyo.\We went further and further north, and ended up deep\in the mountains of Aomori. response:	We rented a shabby old shack and started to live there.
context: Why did the apartment burn down?\Narugino escaped from a facility with the help of someone named Ishigata.\But they were found right away.\And Ishigata took the pursuers down with him.\I decided to take Narugino away from Tokyo.\We went further and further north, and ended up deep\in the mountains of Aomori.\We rented a shabby old shack and started to live there. response:	It's over. I'm superior.
context: Narugino escaped from a facility with the help of someone named Ishigata.\But they were found right away.\And Ishigata took the pursuers down with him.\I decided to take Narugino away from Tokyo.\We went further and further north, and ended up deep\in the mountains of Aomori.\We rented a shabby old shack and started to live there.\It's over. I'm superior. response:	I trained her, day in and day out,
context: But they were found right away.\And Ishigata took the pursuers down with him.\I decided to take Narugino away from Tokyo.\We went further and further north, and ended up deep\in the mountains of Aomori.\We rented a shabby old shack and started to live there.\It's over. I'm superior.\I trained her, day in and day out, response:	to bring out the strength that she possessed within herself.
context: And Ishigata took the pursuers down with him.\I decided to take Narugino away from Tokyo.\We went further and further north, and ended up deep\in the mountains of Aomori.\We rented a shabby old shack and started to live there.\It's over. I'm superior.\I trained her, day in and day out,\to bring out the strength that she possessed within herself. response:	It was when she was 13 years old and out shopping that my efforts bore fruit.
context: I decided to take Narugino away from Tokyo.\We went further and further north, and ended up deep\in the mountains of Aomori.\We rented a shabby old shack and started to live there.\It's over. I'm superior.\I trained her, day in and day out,\to bring out the strength that she possessed within herself.\It was when she was 13 years old and out shopping that my efforts bore fruit. response:	You'll pay...
context: We went further and further north, and ended up deep\in the mountains of Aomori.\We rented a shabby old shack and started to live there.\It's over. I'm superior.\I trained her, day in and day out,\to bring out the strength that she possessed within herself.\It was when she was 13 years old and out shopping that my efforts bore fruit.\You'll pay... response:	You'll pay!
context: in the mountains of Aomori.\We rented a shabby old shack and started to live there.\It's over. I'm superior.\I trained her, day in and day out,\to bring out the strength that she possessed within herself.\It was when she was 13 years old and out shopping that my efforts bore fruit.\You'll pay...\You'll pay! response:	Ever since then, she's been kicking ass all over the place,
context: We rented a shabby old shack and started to live there.\It's over. I'm superior.\I trained her, day in and day out,\to bring out the strength that she possessed within herself.\It was when she was 13 years old and out shopping that my efforts bore fruit.\You'll pay...\You'll pay!\Ever since then, she's been kicking ass all over the place, response:	catching bad guys one after another.
context: It's over. I'm superior.\I trained her, day in and day out,\to bring out the strength that she possessed within herself.\It was when she was 13 years old and out shopping that my efforts bore fruit.\You'll pay...\You'll pay!\Ever since then, she's been kicking ass all over the place,\catching bad guys one after another. response:	The people of Tsugaru saw Narugino, and called her...
context: I trained her, day in and day out,\to bring out the strength that she possessed within herself.\It was when she was 13 years old and out shopping that my efforts bore fruit.\You'll pay...\You'll pay!\Ever since then, she's been kicking ass all over the place,\catching bad guys one after another.\The people of Tsugaru saw Narugino, and called her... response:	The Hero of Tsugaru Pantyhose Girl
context: to bring out the strength that she possessed within herself.\It was when she was 13 years old and out shopping that my efforts bore fruit.\You'll pay...\You'll pay!\Ever since then, she's been kicking ass all over the place,\catching bad guys one after another.\The people of Tsugaru saw Narugino, and called her...\The Hero of Tsugaru Pantyhose Girl response:	Pantyhose Girl?! No way!
context: It was when she was 13 years old and out shopping that my efforts bore fruit.\You'll pay...\You'll pay!\Ever since then, she's been kicking ass all over the place,\catching bad guys one after another.\The people of Tsugaru saw Narugino, and called her...\The Hero of Tsugaru Pantyhose Girl\Pantyhose Girl?! No way! response:	We can't help that. It's to protect your identity.
context: You'll pay...\You'll pay!\Ever since then, she's been kicking ass all over the place,\catching bad guys one after another.\The people of Tsugaru saw Narugino, and called her...\The Hero of Tsugaru Pantyhose Girl\Pantyhose Girl?! No way!\We can't help that. It's to protect your identity. response:	That's why I didn't want to become a hero!
context: You'll pay!\Ever since then, she's been kicking ass all over the place,\catching bad guys one after another.\The people of Tsugaru saw Narugino, and called her...\The Hero of Tsugaru Pantyhose Girl\Pantyhose Girl?! No way!\We can't help that. It's to protect your identity.\That's why I didn't want to become a hero! response:	My dream is to become an idol!
context: Ever since then, she's been kicking ass all over the place,\catching bad guys one after another.\The people of Tsugaru saw Narugino, and called her...\The Hero of Tsugaru Pantyhose Girl\Pantyhose Girl?! No way!\We can't help that. It's to protect your identity.\That's why I didn't want to become a hero!\My dream is to become an idol! response:	Give up on that dream.
context: catching bad guys one after another.\The people of Tsugaru saw Narugino, and called her...\The Hero of Tsugaru Pantyhose Girl\Pantyhose Girl?! No way!\We can't help that. It's to protect your identity.\That's why I didn't want to become a hero!\My dream is to become an idol!\Give up on that dream. response:	You have to become a hero,
context: The people of Tsugaru saw Narugino, and called her...\The Hero of Tsugaru Pantyhose Girl\Pantyhose Girl?! No way!\We can't help that. It's to protect your identity.\That's why I didn't want to become a hero!\My dream is to become an idol!\Give up on that dream.\You have to become a hero, response:	or we can't form the secret Justice Punch squad.
context: The Hero of Tsugaru Pantyhose Girl\Pantyhose Girl?! No way!\We can't help that. It's to protect your identity.\That's why I didn't want to become a hero!\My dream is to become an idol!\Give up on that dream.\You have to become a hero,\or we can't form the secret Justice Punch squad. response:	That name's so lame. I hate it.
context: Pantyhose Girl?! No way!\We can't help that. It's to protect your identity.\That's why I didn't want to become a hero!\My dream is to become an idol!\Give up on that dream.\You have to become a hero,\or we can't form the secret Justice Punch squad.\That name's so lame. I hate it. response:	What do you want to call it, then?
context: We can't help that. It's to protect your identity.\That's why I didn't want to become a hero!\My dream is to become an idol!\Give up on that dream.\You have to become a hero,\or we can't form the secret Justice Punch squad.\That name's so lame. I hate it.\What do you want to call it, then? response:	Like, Pretty Cutie Moon
context: That's why I didn't want to become a hero!\My dream is to become an idol!\Give up on that dream.\You have to become a hero,\or we can't form the secret Justice Punch squad.\That name's so lame. I hate it.\What do you want to call it, then?\Like, Pretty Cutie Moon response:	Too long! And you're ripping off a bunch of things!
context: My dream is to become an idol!\Give up on that dream.\You have to become a hero,\or we can't form the secret Justice Punch squad.\That name's so lame. I hate it.\What do you want to call it, then?\Like, Pretty Cutie Moon\Too long! And you're ripping off a bunch of things! response:	In any case, you were born to become a hero.
context: Give up on that dream.\You have to become a hero,\or we can't form the secret Justice Punch squad.\That name's so lame. I hate it.\What do you want to call it, then?\Like, Pretty Cutie Moon\Too long! And you're ripping off a bunch of things!\In any case, you were born to become a hero. response:	That's your destiny.
context: You have to become a hero,\or we can't form the secret Justice Punch squad.\That name's so lame. I hate it.\What do you want to call it, then?\Like, Pretty Cutie Moon\Too long! And you're ripping off a bunch of things!\In any case, you were born to become a hero.\That's your destiny. response:	You can't get away from it.
context: or we can't form the secret Justice Punch squad.\That name's so lame. I hate it.\What do you want to call it, then?\Like, Pretty Cutie Moon\Too long! And you're ripping off a bunch of things!\In any case, you were born to become a hero.\That's your destiny.\You can't get away from it. response:	Destiny?
context: That name's so lame. I hate it.\What do you want to call it, then?\Like, Pretty Cutie Moon\Too long! And you're ripping off a bunch of things!\In any case, you were born to become a hero.\That's your destiny.\You can't get away from it.\Destiny? response:	What's this?
context: What do you want to call it, then?\Like, Pretty Cutie Moon\Too long! And you're ripping off a bunch of things!\In any case, you were born to become a hero.\That's your destiny.\You can't get away from it.\Destiny?\What's this? response:	Your new costume.
context: Like, Pretty Cutie Moon\Too long! And you're ripping off a bunch of things!\In any case, you were born to become a hero.\That's your destiny.\You can't get away from it.\Destiny?\What's this?\Your new costume. response:	Starting today, you're Strange Juice.
context: Too long! And you're ripping off a bunch of things!\In any case, you were born to become a hero.\That's your destiny.\You can't get away from it.\Destiny?\What's this?\Your new costume.\Starting today, you're Strange Juice. response:	You're going to fight evil as a new hero...
context: In any case, you were born to become a hero.\That's your destiny.\You can't get away from it.\Destiny?\What's this?\Your new costume.\Starting today, you're Strange Juice.\You're going to fight evil as a new hero... response:	in Tokyo!
context: That's your destiny.\You can't get away from it.\Destiny?\What's this?\Your new costume.\Starting today, you're Strange Juice.\You're going to fight evil as a new hero...\in Tokyo! response:	So that's why you came to Koraikan?
context: You can't get away from it.\Destiny?\What's this?\Your new costume.\Starting today, you're Strange Juice.\You're going to fight evil as a new hero...\in Tokyo!\So that's why you came to Koraikan? response:	We're thinking of calling off the hero thing, though.
context: Destiny?\What's this?\Your new costume.\Starting today, you're Strange Juice.\You're going to fight evil as a new hero...\in Tokyo!\So that's why you came to Koraikan?\We're thinking of calling off the hero thing, though. response:	Huh?
context: What's this?\Your new costume.\Starting today, you're Strange Juice.\You're going to fight evil as a new hero...\in Tokyo!\So that's why you came to Koraikan?\We're thinking of calling off the hero thing, though.\Huh? response:	Can't you tell?
context: Your new costume.\Starting today, you're Strange Juice.\You're going to fight evil as a new hero...\in Tokyo!\So that's why you came to Koraikan?\We're thinking of calling off the hero thing, though.\Huh?\Can't you tell? response:	Narugino is a Yubafier.
context: Starting today, you're Strange Juice.\You're going to fight evil as a new hero...\in Tokyo!\So that's why you came to Koraikan?\We're thinking of calling off the hero thing, though.\Huh?\Can't you tell?\Narugino is a Yubafier. response:	Is her body...
context: You're going to fight evil as a new hero...\in Tokyo!\So that's why you came to Koraikan?\We're thinking of calling off the hero thing, though.\Huh?\Can't you tell?\Narugino is a Yubafier.\Is her body... response:	I don't know why I didn't notice.
context: in Tokyo!\So that's why you came to Koraikan?\We're thinking of calling off the hero thing, though.\Huh?\Can't you tell?\Narugino is a Yubafier.\Is her body...\I don't know why I didn't notice. response:	After we were together this whole time...
context: So that's why you came to Koraikan?\We're thinking of calling off the hero thing, though.\Huh?\Can't you tell?\Narugino is a Yubafier.\Is her body...\I don't know why I didn't notice.\After we were together this whole time... response:	Yuta-kun wasn't home.
context: We're thinking of calling off the hero thing, though.\Huh?\Can't you tell?\Narugino is a Yubafier.\Is her body...\I don't know why I didn't notice.\After we were together this whole time...\Yuta-kun wasn't home. response:	I think he's out somewhere.
context: Huh?\Can't you tell?\Narugino is a Yubafier.\Is her body...\I don't know why I didn't notice.\After we were together this whole time...\Yuta-kun wasn't home.\I think he's out somewhere. response:	Well, then.
context: Can't you tell?\Narugino is a Yubafier.\Is her body...\I don't know why I didn't notice.\After we were together this whole time...\Yuta-kun wasn't home.\I think he's out somewhere.\Well, then. response:	Let's get started, shall we?
context: Narugino is a Yubafier.\Is her body...\I don't know why I didn't notice.\After we were together this whole time...\Yuta-kun wasn't home.\I think he's out somewhere.\Well, then.\Let's get started, shall we? response:	With what?
context: Is her body...\I don't know why I didn't notice.\After we were together this whole time...\Yuta-kun wasn't home.\I think he's out somewhere.\Well, then.\Let's get started, shall we?\With what? response:	Meika, we're out of fireworks.
context: I don't know why I didn't notice.\After we were together this whole time...\Yuta-kun wasn't home.\I think he's out somewhere.\Well, then.\Let's get started, shall we?\With what?\Meika, we're out of fireworks. response:	Don't worry.
context: After we were together this whole time...\Yuta-kun wasn't home.\I think he's out somewhere.\Well, then.\Let's get started, shall we?\With what?\Meika, we're out of fireworks.\Don't worry. response:	I have a bottle rocket that I've kept for a special occasion.
context: Yuta-kun wasn't home.\I think he's out somewhere.\Well, then.\Let's get started, shall we?\With what?\Meika, we're out of fireworks.\Don't worry.\I have a bottle rocket that I've kept for a special occasion. response:	A special occasion?
context: I think he's out somewhere.\Well, then.\Let's get started, shall we?\With what?\Meika, we're out of fireworks.\Don't worry.\I have a bottle rocket that I've kept for a special occasion.\A special occasion? response:	I never saw one.
context: Well, then.\Let's get started, shall we?\With what?\Meika, we're out of fireworks.\Don't worry.\I have a bottle rocket that I've kept for a special occasion.\A special occasion?\I never saw one. response:	Just come with me.
context: Let's get started, shall we?\With what?\Meika, we're out of fireworks.\Don't worry.\I have a bottle rocket that I've kept for a special occasion.\A special occasion?\I never saw one.\Just come with me. response:	Mikatan?
context: With what?\Meika, we're out of fireworks.\Don't worry.\I have a bottle rocket that I've kept for a special occasion.\A special occasion?\I never saw one.\Just come with me.\Mikatan? response:	Oh, I just remembered I have something to do.
context: Meika, we're out of fireworks.\Don't worry.\I have a bottle rocket that I've kept for a special occasion.\A special occasion?\I never saw one.\Just come with me.\Mikatan?\Oh, I just remembered I have something to do. response:	Go ahead without me.
context: Don't worry.\I have a bottle rocket that I've kept for a special occasion.\A special occasion?\I never saw one.\Just come with me.\Mikatan?\Oh, I just remembered I have something to do.\Go ahead without me. response:	Really?
context: I have a bottle rocket that I've kept for a special occasion.\A special occasion?\I never saw one.\Just come with me.\Mikatan?\Oh, I just remembered I have something to do.\Go ahead without me.\Really? response:	Okay, come by soon.
context: A special occasion?\I never saw one.\Just come with me.\Mikatan?\Oh, I just remembered I have something to do.\Go ahead without me.\Really?\Okay, come by soon. response:	No way!
context: I never saw one.\Just come with me.\Mikatan?\Oh, I just remembered I have something to do.\Go ahead without me.\Really?\Okay, come by soon.\No way! response:	I forgot to refill my medicine.
context: Just come with me.\Mikatan?\Oh, I just remembered I have something to do.\Go ahead without me.\Really?\Okay, come by soon.\No way!\I forgot to refill my medicine. response:	Narugino!
context: Mikatan?\Oh, I just remembered I have something to do.\Go ahead without me.\Really?\Okay, come by soon.\No way!\I forgot to refill my medicine.\Narugino! response:	I have to let everyone know.
context: Oh, I just remembered I have something to do.\Go ahead without me.\Really?\Okay, come by soon.\No way!\I forgot to refill my medicine.\Narugino!\I have to let everyone know. response:	Miyazawa Kenji?
context: Go ahead without me.\Really?\Okay, come by soon.\No way!\I forgot to refill my medicine.\Narugino!\I have to let everyone know.\Miyazawa Kenji? response:	Wh-What is this?
context: Really?\Okay, come by soon.\No way!\I forgot to refill my medicine.\Narugino!\I have to let everyone know.\Miyazawa Kenji?\Wh-What is this? response:	I call it the Kaku-maker!
context: Okay, come by soon.\No way!\I forgot to refill my medicine.\Narugino!\I have to let everyone know.\Miyazawa Kenji?\Wh-What is this?\I call it the Kaku-maker! response:	Kaku-maker
context: No way!\I forgot to refill my medicine.\Narugino!\I have to let everyone know.\Miyazawa Kenji?\Wh-What is this?\I call it the Kaku-maker!\Kaku-maker response:	Uh, where's the bottle rocket?
context: I forgot to refill my medicine.\Narugino!\I have to let everyone know.\Miyazawa Kenji?\Wh-What is this?\I call it the Kaku-maker!\Kaku-maker\Uh, where's the bottle rocket? response:	There!
context: Narugino!\I have to let everyone know.\Miyazawa Kenji?\Wh-What is this?\I call it the Kaku-maker!\Kaku-maker\Uh, where's the bottle rocket?\There! response:	See it up there?
context: I have to let everyone know.\Miyazawa Kenji?\Wh-What is this?\I call it the Kaku-maker!\Kaku-maker\Uh, where's the bottle rocket?\There!\See it up there? response:	What's the matter today, Miyako-chan?
context: Miyazawa Kenji?\Wh-What is this?\I call it the Kaku-maker!\Kaku-maker\Uh, where's the bottle rocket?\There!\See it up there?\What's the matter today, Miyako-chan? response:	Sensei, I
context: Wh-What is this?\I call it the Kaku-maker!\Kaku-maker\Uh, where's the bottle rocket?\There!\See it up there?\What's the matter today, Miyako-chan?\Sensei, I response:	We interrupt this program to deliver breaking news.
context: I call it the Kaku-maker!\Kaku-maker\Uh, where's the bottle rocket?\There!\See it up there?\What's the matter today, Miyako-chan?\Sensei, I\We interrupt this program to deliver breaking news. response:	Asteroid VR-1, which until now was not expected to
context: Kaku-maker\Uh, where's the bottle rocket?\There!\See it up there?\What's the matter today, Miyako-chan?\Sensei, I\We interrupt this program to deliver breaking news.\Asteroid VR-1, which until now was not expected to response:	Two kilometer diameter asteroid strike imminent
