context: Good morning, Jirou. response:	Mornin'.
context: Why?\Because I told him that you pushed me down in the science room and got a nosebleed from touching my breasts.\So he said, Bring me that four-eyed bastard!\I'll rip him to shreds and then lynch him!\Of course.\Oh!\What's wrong?\This is bad! response:	Is there anyone here?!
context: Because I told him that you pushed me down in the science room and got a nosebleed from touching my breasts.\So he said, Bring me that four-eyed bastard!\I'll rip him to shreds and then lynch him!\Of course.\Oh!\What's wrong?\This is bad!\Is there anyone here?! response:	Konoe, go get an employee!
context: So he said, Bring me that four-eyed bastard!\I'll rip him to shreds and then lynch him!\Of course.\Oh!\What's wrong?\This is bad!\Is there anyone here?!\Konoe, go get an employee! response:	Hey, Jirou!
context: I'll rip him to shreds and then lynch him!\Of course.\Oh!\What's wrong?\This is bad!\Is there anyone here?!\Konoe, go get an employee!\Hey, Jirou! response:	It's a girl?!
context: Of course.\Oh!\What's wrong?\This is bad!\Is there anyone here?!\Konoe, go get an employee!\Hey, Jirou!\It's a girl?! response:	Ayaka!
context: Oh!\What's wrong?\This is bad!\Is there anyone here?!\Konoe, go get an employee!\Hey, Jirou!\It's a girl?!\Ayaka! response:	Mama!
context: What's wrong?\This is bad!\Is there anyone here?!\Konoe, go get an employee!\Hey, Jirou!\It's a girl?!\Ayaka!\Mama! response:	Thank you very much!
context: This is bad!\Is there anyone here?!\Konoe, go get an employee!\Hey, Jirou!\It's a girl?!\Ayaka!\Mama!\Thank you very much! response:	Thank goodness!
context: Is there anyone here?!\Konoe, go get an employee!\Hey, Jirou!\It's a girl?!\Ayaka!\Mama!\Thank you very much!\Thank goodness! response:	Jirou!
context: Konoe, go get an employee!\Hey, Jirou!\It's a girl?!\Ayaka!\Mama!\Thank you very much!\Thank goodness!\Jirou! response:	I didn't flip out. If I had, it would've been bad.
context: Hey, Jirou!\It's a girl?!\Ayaka!\Mama!\Thank you very much!\Thank goodness!\Jirou!\I didn't flip out. If I had, it would've been bad. response:	I didn't flip out. If you had made me, it would have been bad.
context: It's a girl?!\Ayaka!\Mama!\Thank you very much!\Thank goodness!\Jirou!\I didn't flip out. If I had, it would've been bad.\I didn't flip out. If you had made me, it would have been bad. response:	Stay by my side?
context: Ayaka!\Mama!\Thank you very much!\Thank goodness!\Jirou!\I didn't flip out. If I had, it would've been bad.\I didn't flip out. If you had made me, it would have been bad.\Stay by my side? response:	That's right!
context: Mama!\Thank you very much!\Thank goodness!\Jirou!\I didn't flip out. If I had, it would've been bad.\I didn't flip out. If you had made me, it would have been bad.\Stay by my side?\That's right! response:	Stand by me, means, I want you to be beside me.
context: Thank you very much!\Thank goodness!\Jirou!\I didn't flip out. If I had, it would've been bad.\I didn't flip out. If you had made me, it would have been bad.\Stay by my side?\That's right!\Stand by me, means, I want you to be beside me. response:	How's that? Isn't it romantic?
context: Thank goodness!\Jirou!\I didn't flip out. If I had, it would've been bad.\I didn't flip out. If you had made me, it would have been bad.\Stay by my side?\That's right!\Stand by me, means, I want you to be beside me.\How's that? Isn't it romantic? response:	I don't get it...
context: Jirou!\I didn't flip out. If I had, it would've been bad.\I didn't flip out. If you had made me, it would have been bad.\Stay by my side?\That's right!\Stand by me, means, I want you to be beside me.\How's that? Isn't it romantic?\I don't get it... response:	I guess that's too much of a hurdle for a five-year-old.
context: I didn't flip out. If I had, it would've been bad.\I didn't flip out. If you had made me, it would have been bad.\Stay by my side?\That's right!\Stand by me, means, I want you to be beside me.\How's that? Isn't it romantic?\I don't get it...\I guess that's too much of a hurdle for a five-year-old. response:	Know this, Kinjirou. Your name has the character for close in it for a reason!
context: I didn't flip out. If you had made me, it would have been bad.\Stay by my side?\That's right!\Stand by me, means, I want you to be beside me.\How's that? Isn't it romantic?\I don't get it...\I guess that's too much of a hurdle for a five-year-old.\Know this, Kinjirou. Your name has the character for close in it for a reason! response:	In other words, I want you to say to someone, Stay by my side.
context: Stay by my side?\That's right!\Stand by me, means, I want you to be beside me.\How's that? Isn't it romantic?\I don't get it...\I guess that's too much of a hurdle for a five-year-old.\Know this, Kinjirou. Your name has the character for close in it for a reason!\In other words, I want you to say to someone, Stay by my side. response:	Someone?
context: That's right!\Stand by me, means, I want you to be beside me.\How's that? Isn't it romantic?\I don't get it...\I guess that's too much of a hurdle for a five-year-old.\Know this, Kinjirou. Your name has the character for close in it for a reason!\In other words, I want you to say to someone, Stay by my side.\Someone? response:	That's right!
context: Stand by me, means, I want you to be beside me.\How's that? Isn't it romantic?\I don't get it...\I guess that's too much of a hurdle for a five-year-old.\Know this, Kinjirou. Your name has the character for close in it for a reason!\In other words, I want you to say to someone, Stay by my side.\Someone?\That's right! response:	Your mother, Kureha, or someone you believe to be precious to you.
context: How's that? Isn't it romantic?\I don't get it...\I guess that's too much of a hurdle for a five-year-old.\Know this, Kinjirou. Your name has the character for close in it for a reason!\In other words, I want you to say to someone, Stay by my side.\Someone?\That's right!\Your mother, Kureha, or someone you believe to be precious to you. response:	Become a man that can say, I will become strong and I will protect you, so stay by my side.
context: I don't get it...\I guess that's too much of a hurdle for a five-year-old.\Know this, Kinjirou. Your name has the character for close in it for a reason!\In other words, I want you to say to someone, Stay by my side.\Someone?\That's right!\Your mother, Kureha, or someone you believe to be precious to you.\Become a man that can say, I will become strong and I will protect you, so stay by my side. response:	Stay by my side. That is a promise from Sakamachi Jirou to Sakamachi Kinjirou.
context: I guess that's too much of a hurdle for a five-year-old.\Know this, Kinjirou. Your name has the character for close in it for a reason!\In other words, I want you to say to someone, Stay by my side.\Someone?\That's right!\Your mother, Kureha, or someone you believe to be precious to you.\Become a man that can say, I will become strong and I will protect you, so stay by my side.\Stay by my side. That is a promise from Sakamachi Jirou to Sakamachi Kinjirou. response:	Father, have I still kept our promise?
context: Know this, Kinjirou. Your name has the character for close in it for a reason!\In other words, I want you to say to someone, Stay by my side.\Someone?\That's right!\Your mother, Kureha, or someone you believe to be precious to you.\Become a man that can say, I will become strong and I will protect you, so stay by my side.\Stay by my side. That is a promise from Sakamachi Jirou to Sakamachi Kinjirou.\Father, have I still kept our promise? response:	Jirou, are you alright?
context: In other words, I want you to say to someone, Stay by my side.\Someone?\That's right!\Your mother, Kureha, or someone you believe to be precious to you.\Become a man that can say, I will become strong and I will protect you, so stay by my side.\Stay by my side. That is a promise from Sakamachi Jirou to Sakamachi Kinjirou.\Father, have I still kept our promise?\Jirou, are you alright? response:	Ah, yeah.
context: Someone?\That's right!\Your mother, Kureha, or someone you believe to be precious to you.\Become a man that can say, I will become strong and I will protect you, so stay by my side.\Stay by my side. That is a promise from Sakamachi Jirou to Sakamachi Kinjirou.\Father, have I still kept our promise?\Jirou, are you alright?\Ah, yeah. response:	I just met an acquaintance of mine in the gardens of Paradise.
context: That's right!\Your mother, Kureha, or someone you believe to be precious to you.\Become a man that can say, I will become strong and I will protect you, so stay by my side.\Stay by my side. That is a promise from Sakamachi Jirou to Sakamachi Kinjirou.\Father, have I still kept our promise?\Jirou, are you alright?\Ah, yeah.\I just met an acquaintance of mine in the gardens of Paradise. response:	I beg you. Stop making such crude jokes.
context: Your mother, Kureha, or someone you believe to be precious to you.\Become a man that can say, I will become strong and I will protect you, so stay by my side.\Stay by my side. That is a promise from Sakamachi Jirou to Sakamachi Kinjirou.\Father, have I still kept our promise?\Jirou, are you alright?\Ah, yeah.\I just met an acquaintance of mine in the gardens of Paradise.\I beg you. Stop making such crude jokes. response:	I was really worried about you!
context: Become a man that can say, I will become strong and I will protect you, so stay by my side.\Stay by my side. That is a promise from Sakamachi Jirou to Sakamachi Kinjirou.\Father, have I still kept our promise?\Jirou, are you alright?\Ah, yeah.\I just met an acquaintance of mine in the gardens of Paradise.\I beg you. Stop making such crude jokes.\I was really worried about you! response:	And...
context: Stay by my side. That is a promise from Sakamachi Jirou to Sakamachi Kinjirou.\Father, have I still kept our promise?\Jirou, are you alright?\Ah, yeah.\I just met an acquaintance of mine in the gardens of Paradise.\I beg you. Stop making such crude jokes.\I was really worried about you!\And... response:	And?
context: Father, have I still kept our promise?\Jirou, are you alright?\Ah, yeah.\I just met an acquaintance of mine in the gardens of Paradise.\I beg you. Stop making such crude jokes.\I was really worried about you!\And...\And? response:	N-Nothing at all.
context: Jirou, are you alright?\Ah, yeah.\I just met an acquaintance of mine in the gardens of Paradise.\I beg you. Stop making such crude jokes.\I was really worried about you!\And...\And?\N-Nothing at all. response:	Hm?
context: Ah, yeah.\I just met an acquaintance of mine in the gardens of Paradise.\I beg you. Stop making such crude jokes.\I was really worried about you!\And...\And?\N-Nothing at all.\Hm? response:	If you feel better now, let's meet up with Ojou-sama.
context: I just met an acquaintance of mine in the gardens of Paradise.\I beg you. Stop making such crude jokes.\I was really worried about you!\And...\And?\N-Nothing at all.\Hm?\If you feel better now, let's meet up with Ojou-sama. response:	Quite a bit of time has passed.
context: I beg you. Stop making such crude jokes.\I was really worried about you!\And...\And?\N-Nothing at all.\Hm?\If you feel better now, let's meet up with Ojou-sama.\Quite a bit of time has passed. response:	You're right.
context: I was really worried about you!\And...\And?\N-Nothing at all.\Hm?\If you feel better now, let's meet up with Ojou-sama.\Quite a bit of time has passed.\You're right. response:	Here!
context: And...\And?\N-Nothing at all.\Hm?\If you feel better now, let's meet up with Ojou-sama.\Quite a bit of time has passed.\You're right.\Here! response:	Someone told me to give this to you.
context: And?\N-Nothing at all.\Hm?\If you feel better now, let's meet up with Ojou-sama.\Quite a bit of time has passed.\You're right.\Here!\Someone told me to give this to you. response:	Hello, hello, can you hear me?
context: N-Nothing at all.\Hm?\If you feel better now, let's meet up with Ojou-sama.\Quite a bit of time has passed.\You're right.\Here!\Someone told me to give this to you.\Hello, hello, can you hear me? response:	Who is this?
context: Hm?\If you feel better now, let's meet up with Ojou-sama.\Quite a bit of time has passed.\You're right.\Here!\Someone told me to give this to you.\Hello, hello, can you hear me?\Who is this? response:	You're pretty composed aren't you?
context: If you feel better now, let's meet up with Ojou-sama.\Quite a bit of time has passed.\You're right.\Here!\Someone told me to give this to you.\Hello, hello, can you hear me?\Who is this?\You're pretty composed aren't you? response:	Even though your precious master has disappeared, Konoe Subaru!
context: Quite a bit of time has passed.\You're right.\Here!\Someone told me to give this to you.\Hello, hello, can you hear me?\Who is this?\You're pretty composed aren't you?\Even though your precious master has disappeared, Konoe Subaru! response:	I am going to ask you one more time, who is this?
context: You're right.\Here!\Someone told me to give this to you.\Hello, hello, can you hear me?\Who is this?\You're pretty composed aren't you?\Even though your precious master has disappeared, Konoe Subaru!\I am going to ask you one more time, who is this? response:	I am only going to say this once, so listen up!
context: Here!\Someone told me to give this to you.\Hello, hello, can you hear me?\Who is this?\You're pretty composed aren't you?\Even though your precious master has disappeared, Konoe Subaru!\I am going to ask you one more time, who is this?\I am only going to say this once, so listen up! response:	You are speaking to the venerable Kidnapping Hunter!
context: Someone told me to give this to you.\Hello, hello, can you hear me?\Who is this?\You're pretty composed aren't you?\Even though your precious master has disappeared, Konoe Subaru!\I am going to ask you one more time, who is this?\I am only going to say this once, so listen up!\You are speaking to the venerable Kidnapping Hunter! response:	Come here in ten minutes,'kay?
context: Hello, hello, can you hear me?\Who is this?\You're pretty composed aren't you?\Even though your precious master has disappeared, Konoe Subaru!\I am going to ask you one more time, who is this?\I am only going to say this once, so listen up!\You are speaking to the venerable Kidnapping Hunter!\Come here in ten minutes,'kay? response:	If you call the police, it's game over. Got it?
context: Who is this?\You're pretty composed aren't you?\Even though your precious master has disappeared, Konoe Subaru!\I am going to ask you one more time, who is this?\I am only going to say this once, so listen up!\You are speaking to the venerable Kidnapping Hunter!\Come here in ten minutes,'kay?\If you call the police, it's game over. Got it? response:	Got it!
context: You're pretty composed aren't you?\Even though your precious master has disappeared, Konoe Subaru!\I am going to ask you one more time, who is this?\I am only going to say this once, so listen up!\You are speaking to the venerable Kidnapping Hunter!\Come here in ten minutes,'kay?\If you call the police, it's game over. Got it?\Got it! response:	I will go by myself.
context: Even though your precious master has disappeared, Konoe Subaru!\I am going to ask you one more time, who is this?\I am only going to say this once, so listen up!\You are speaking to the venerable Kidnapping Hunter!\Come here in ten minutes,'kay?\If you call the police, it's game over. Got it?\Got it!\I will go by myself. response:	Don't be a fool!
context: I am going to ask you one more time, who is this?\I am only going to say this once, so listen up!\You are speaking to the venerable Kidnapping Hunter!\Come here in ten minutes,'kay?\If you call the police, it's game over. Got it?\Got it!\I will go by myself.\Don't be a fool! response:	This is all my fault, I cannot allow Jirou to come in harm's way because of this.
context: I am only going to say this once, so listen up!\You are speaking to the venerable Kidnapping Hunter!\Come here in ten minutes,'kay?\If you call the police, it's game over. Got it?\Got it!\I will go by myself.\Don't be a fool!\This is all my fault, I cannot allow Jirou to come in harm's way because of this. response:	Don't joke around!
context: You are speaking to the venerable Kidnapping Hunter!\Come here in ten minutes,'kay?\If you call the police, it's game over. Got it?\Got it!\I will go by myself.\Don't be a fool!\This is all my fault, I cannot allow Jirou to come in harm's way because of this.\Don't joke around! response:	Man, youth is great! What good friends!
context: Come here in ten minutes,'kay?\If you call the police, it's game over. Got it?\Got it!\I will go by myself.\Don't be a fool!\This is all my fault, I cannot allow Jirou to come in harm's way because of this.\Don't joke around!\Man, youth is great! What good friends! response:	Well then, take care, little butler!
context: If you call the police, it's game over. Got it?\Got it!\I will go by myself.\Don't be a fool!\This is all my fault, I cannot allow Jirou to come in harm's way because of this.\Don't joke around!\Man, youth is great! What good friends!\Well then, take care, little butler! response:	Hey!
context: Got it!\I will go by myself.\Don't be a fool!\This is all my fault, I cannot allow Jirou to come in harm's way because of this.\Don't joke around!\Man, youth is great! What good friends!\Well then, take care, little butler!\Hey! response:	What's this? Subaru's reacting the same way I do when I touch a girl.
context: I will go by myself.\Don't be a fool!\This is all my fault, I cannot allow Jirou to come in harm's way because of this.\Don't joke around!\Man, youth is great! What good friends!\Well then, take care, little butler!\Hey!\What's this? Subaru's reacting the same way I do when I touch a girl. response:	Subaru has her own weaknesses as well.
context: Don't be a fool!\This is all my fault, I cannot allow Jirou to come in harm's way because of this.\Don't joke around!\Man, youth is great! What good friends!\Well then, take care, little butler!\Hey!\What's this? Subaru's reacting the same way I do when I touch a girl.\Subaru has her own weaknesses as well. response:	Konoe, are you scared of blades?
context: This is all my fault, I cannot allow Jirou to come in harm's way because of this.\Don't joke around!\Man, youth is great! What good friends!\Well then, take care, little butler!\Hey!\What's this? Subaru's reacting the same way I do when I touch a girl.\Subaru has her own weaknesses as well.\Konoe, are you scared of blades? response:	Don't tell meDid the same thing happen in the previous kidnapping incident?
context: Don't joke around!\Man, youth is great! What good friends!\Well then, take care, little butler!\Hey!\What's this? Subaru's reacting the same way I do when I touch a girl.\Subaru has her own weaknesses as well.\Konoe, are you scared of blades?\Don't tell meDid the same thing happen in the previous kidnapping incident? response:	Yes, ever since that incident, my body loses its strength whenever I see a weapon with a blade.
context: Man, youth is great! What good friends!\Well then, take care, little butler!\Hey!\What's this? Subaru's reacting the same way I do when I touch a girl.\Subaru has her own weaknesses as well.\Konoe, are you scared of blades?\Don't tell meDid the same thing happen in the previous kidnapping incident?\Yes, ever since that incident, my body loses its strength whenever I see a weapon with a blade. response:	I am a defective butler.
context: Well then, take care, little butler!\Hey!\What's this? Subaru's reacting the same way I do when I touch a girl.\Subaru has her own weaknesses as well.\Konoe, are you scared of blades?\Don't tell meDid the same thing happen in the previous kidnapping incident?\Yes, ever since that incident, my body loses its strength whenever I see a weapon with a blade.\I am a defective butler. response:	Not only was I not born as a male, but on top of that, I have a huge fear of bladed objects...
context: Hey!\What's this? Subaru's reacting the same way I do when I touch a girl.\Subaru has her own weaknesses as well.\Konoe, are you scared of blades?\Don't tell meDid the same thing happen in the previous kidnapping incident?\Yes, ever since that incident, my body loses its strength whenever I see a weapon with a blade.\I am a defective butler.\Not only was I not born as a male, but on top of that, I have a huge fear of bladed objects... response:	It might be strange for someone who is not able to protect her master to work as a butler...
context: What's this? Subaru's reacting the same way I do when I touch a girl.\Subaru has her own weaknesses as well.\Konoe, are you scared of blades?\Don't tell meDid the same thing happen in the previous kidnapping incident?\Yes, ever since that incident, my body loses its strength whenever I see a weapon with a blade.\I am a defective butler.\Not only was I not born as a male, but on top of that, I have a huge fear of bladed objects...\It might be strange for someone who is not able to protect her master to work as a butler... response:	However, I still want to remain as her butler!
context: Subaru has her own weaknesses as well.\Konoe, are you scared of blades?\Don't tell meDid the same thing happen in the previous kidnapping incident?\Yes, ever since that incident, my body loses its strength whenever I see a weapon with a blade.\I am a defective butler.\Not only was I not born as a male, but on top of that, I have a huge fear of bladed objects...\It might be strange for someone who is not able to protect her master to work as a butler...\However, I still want to remain as her butler! response:	Konoe!
context: Konoe, are you scared of blades?\Don't tell meDid the same thing happen in the previous kidnapping incident?\Yes, ever since that incident, my body loses its strength whenever I see a weapon with a blade.\I am a defective butler.\Not only was I not born as a male, but on top of that, I have a huge fear of bladed objects...\It might be strange for someone who is not able to protect her master to work as a butler...\However, I still want to remain as her butler!\Konoe! response:	I will make sure to save your sister, so wait here
context: Don't tell meDid the same thing happen in the previous kidnapping incident?\Yes, ever since that incident, my body loses its strength whenever I see a weapon with a blade.\I am a defective butler.\Not only was I not born as a male, but on top of that, I have a huge fear of bladed objects...\It might be strange for someone who is not able to protect her master to work as a butler...\However, I still want to remain as her butler!\Konoe!\I will make sure to save your sister, so wait here response:	I'm sorry, Konoe.
context: Yes, ever since that incident, my body loses its strength whenever I see a weapon with a blade.\I am a defective butler.\Not only was I not born as a male, but on top of that, I have a huge fear of bladed objects...\It might be strange for someone who is not able to protect her master to work as a butler...\However, I still want to remain as her butler!\Konoe!\I will make sure to save your sister, so wait here\I'm sorry, Konoe. response:	I'll do anything you ask afterwards.
context: I am a defective butler.\Not only was I not born as a male, but on top of that, I have a huge fear of bladed objects...\It might be strange for someone who is not able to protect her master to work as a butler...\However, I still want to remain as her butler!\Konoe!\I will make sure to save your sister, so wait here\I'm sorry, Konoe.\I'll do anything you ask afterwards. response:	Jirou...
context: Not only was I not born as a male, but on top of that, I have a huge fear of bladed objects...\It might be strange for someone who is not able to protect her master to work as a butler...\However, I still want to remain as her butler!\Konoe!\I will make sure to save your sister, so wait here\I'm sorry, Konoe.\I'll do anything you ask afterwards.\Jirou... response:	Those two are behind that door.
context: It might be strange for someone who is not able to protect her master to work as a butler...\However, I still want to remain as her butler!\Konoe!\I will make sure to save your sister, so wait here\I'm sorry, Konoe.\I'll do anything you ask afterwards.\Jirou...\Those two are behind that door. response:	Let's have some fun before that little butler arrives.
context: However, I still want to remain as her butler!\Konoe!\I will make sure to save your sister, so wait here\I'm sorry, Konoe.\I'll do anything you ask afterwards.\Jirou...\Those two are behind that door.\Let's have some fun before that little butler arrives. response:	So his target is Konoe...
context: Konoe!\I will make sure to save your sister, so wait here\I'm sorry, Konoe.\I'll do anything you ask afterwards.\Jirou...\Those two are behind that door.\Let's have some fun before that little butler arrives.\So his target is Konoe... response:	Don't die, okay?
context: I will make sure to save your sister, so wait here\I'm sorry, Konoe.\I'll do anything you ask afterwards.\Jirou...\Those two are behind that door.\Let's have some fun before that little butler arrives.\So his target is Konoe...\Don't die, okay? response:	You're not much of a fighter, you shitty brat!
context: I'm sorry, Konoe.\I'll do anything you ask afterwards.\Jirou...\Those two are behind that door.\Let's have some fun before that little butler arrives.\So his target is Konoe...\Don't die, okay?\You're not much of a fighter, you shitty brat! response:	Jirou!
context: I'll do anything you ask afterwards.\Jirou...\Those two are behind that door.\Let's have some fun before that little butler arrives.\So his target is Konoe...\Don't die, okay?\You're not much of a fighter, you shitty brat!\Jirou! response:	What should I do?
context: Jirou...\Those two are behind that door.\Let's have some fun before that little butler arrives.\So his target is Konoe...\Don't die, okay?\You're not much of a fighter, you shitty brat!\Jirou!\What should I do? response:	Jirou... Jirou is
context: Those two are behind that door.\Let's have some fun before that little butler arrives.\So his target is Konoe...\Don't die, okay?\You're not much of a fighter, you shitty brat!\Jirou!\What should I do?\Jirou... Jirou is response:	Not bad!
context: Let's have some fun before that little butler arrives.\So his target is Konoe...\Don't die, okay?\You're not much of a fighter, you shitty brat!\Jirou!\What should I do?\Jirou... Jirou is\Not bad! response:	You're still standing after all these hits!
context: So his target is Konoe...\Don't die, okay?\You're not much of a fighter, you shitty brat!\Jirou!\What should I do?\Jirou... Jirou is\Not bad!\You're still standing after all these hits! response:	I didn't take all those beatings since I was five to just go down after a few hits.
context: Don't die, okay?\You're not much of a fighter, you shitty brat!\Jirou!\What should I do?\Jirou... Jirou is\Not bad!\You're still standing after all these hits!\I didn't take all those beatings since I was five to just go down after a few hits. response:	No way...
context: You're not much of a fighter, you shitty brat!\Jirou!\What should I do?\Jirou... Jirou is\Not bad!\You're still standing after all these hits!\I didn't take all those beatings since I was five to just go down after a few hits.\No way... response:	Bring it on!
context: Jirou!\What should I do?\Jirou... Jirou is\Not bad!\You're still standing after all these hits!\I didn't take all those beatings since I was five to just go down after a few hits.\No way...\Bring it on! response:	I'm gonna get back on my feet as many times as you want, you asshole!
context: What should I do?\Jirou... Jirou is\Not bad!\You're still standing after all these hits!\I didn't take all those beatings since I was five to just go down after a few hits.\No way...\Bring it on!\I'm gonna get back on my feet as many times as you want, you asshole! response:	It's game set for you already.
context: Jirou... Jirou is\Not bad!\You're still standing after all these hits!\I didn't take all those beatings since I was five to just go down after a few hits.\No way...\Bring it on!\I'm gonna get back on my feet as many times as you want, you asshole!\It's game set for you already. response:	To be honest, I didn't want to go this far.
context: Not bad!\You're still standing after all these hits!\I didn't take all those beatings since I was five to just go down after a few hits.\No way...\Bring it on!\I'm gonna get back on my feet as many times as you want, you asshole!\It's game set for you already.\To be honest, I didn't want to go this far. response:	But I guess I have no choice!
context: You're still standing after all these hits!\I didn't take all those beatings since I was five to just go down after a few hits.\No way...\Bring it on!\I'm gonna get back on my feet as many times as you want, you asshole!\It's game set for you already.\To be honest, I didn't want to go this far.\But I guess I have no choice! response:	Damn it!
context: I didn't take all those beatings since I was five to just go down after a few hits.\No way...\Bring it on!\I'm gonna get back on my feet as many times as you want, you asshole!\It's game set for you already.\To be honest, I didn't want to go this far.\But I guess I have no choice!\Damn it! response:	I can't move!
context: No way...\Bring it on!\I'm gonna get back on my feet as many times as you want, you asshole!\It's game set for you already.\To be honest, I didn't want to go this far.\But I guess I have no choice!\Damn it!\I can't move! response:	Sorry to have kept you waiting.
context: Bring it on!\I'm gonna get back on my feet as many times as you want, you asshole!\It's game set for you already.\To be honest, I didn't want to go this far.\But I guess I have no choice!\Damn it!\I can't move!\Sorry to have kept you waiting. response:	K-Konoe!
context: I'm gonna get back on my feet as many times as you want, you asshole!\It's game set for you already.\To be honest, I didn't want to go this far.\But I guess I have no choice!\Damn it!\I can't move!\Sorry to have kept you waiting.\K-Konoe! response:	Jirou, I'll take over from here.
context: It's game set for you already.\To be honest, I didn't want to go this far.\But I guess I have no choice!\Damn it!\I can't move!\Sorry to have kept you waiting.\K-Konoe!\Jirou, I'll take over from here. response:	You're pretty late, little butler.
context: To be honest, I didn't want to go this far.\But I guess I have no choice!\Damn it!\I can't move!\Sorry to have kept you waiting.\K-Konoe!\Jirou, I'll take over from here.\You're pretty late, little butler. response:	Aren't you going to tremble in fear?
context: But I guess I have no choice!\Damn it!\I can't move!\Sorry to have kept you waiting.\K-Konoe!\Jirou, I'll take over from here.\You're pretty late, little butler.\Aren't you going to tremble in fear? response:	The last time we were here, you were shaking and cried your eyes out!
context: Damn it!\I can't move!\Sorry to have kept you waiting.\K-Konoe!\Jirou, I'll take over from here.\You're pretty late, little butler.\Aren't you going to tremble in fear?\The last time we were here, you were shaking and cried your eyes out! response:	Just the sight of a knife startled you!
context: I can't move!\Sorry to have kept you waiting.\K-Konoe!\Jirou, I'll take over from here.\You're pretty late, little butler.\Aren't you going to tremble in fear?\The last time we were here, you were shaking and cried your eyes out!\Just the sight of a knife startled you! response:	You were shaking like crazy just like a pitiful little sheep!
context: Sorry to have kept you waiting.\K-Konoe!\Jirou, I'll take over from here.\You're pretty late, little butler.\Aren't you going to tremble in fear?\The last time we were here, you were shaking and cried your eyes out!\Just the sight of a knife startled you!\You were shaking like crazy just like a pitiful little sheep! response:	Is he the culprit who kidnapped Konoe and Suzutsuki?
context: K-Konoe!\Jirou, I'll take over from here.\You're pretty late, little butler.\Aren't you going to tremble in fear?\The last time we were here, you were shaking and cried your eyes out!\Just the sight of a knife startled you!\You were shaking like crazy just like a pitiful little sheep!\Is he the culprit who kidnapped Konoe and Suzutsuki? response:	But Suzutsuki said that they were all apprehended.
context: Jirou, I'll take over from here.\You're pretty late, little butler.\Aren't you going to tremble in fear?\The last time we were here, you were shaking and cried your eyes out!\Just the sight of a knife startled you!\You were shaking like crazy just like a pitiful little sheep!\Is he the culprit who kidnapped Konoe and Suzutsuki?\But Suzutsuki said that they were all apprehended. response:	I'm different now!
context: You're pretty late, little butler.\Aren't you going to tremble in fear?\The last time we were here, you were shaking and cried your eyes out!\Just the sight of a knife startled you!\You were shaking like crazy just like a pitiful little sheep!\Is he the culprit who kidnapped Konoe and Suzutsuki?\But Suzutsuki said that they were all apprehended.\I'm different now! response:	I'm... I'm...
context: Aren't you going to tremble in fear?\The last time we were here, you were shaking and cried your eyes out!\Just the sight of a knife startled you!\You were shaking like crazy just like a pitiful little sheep!\Is he the culprit who kidnapped Konoe and Suzutsuki?\But Suzutsuki said that they were all apprehended.\I'm different now!\I'm... I'm... response:	I'm a butler!
context: The last time we were here, you were shaking and cried your eyes out!\Just the sight of a knife startled you!\You were shaking like crazy just like a pitiful little sheep!\Is he the culprit who kidnapped Konoe and Suzutsuki?\But Suzutsuki said that they were all apprehended.\I'm different now!\I'm... I'm...\I'm a butler! response:	That's why I'm not afraid of your knife!
context: Just the sight of a knife startled you!\You were shaking like crazy just like a pitiful little sheep!\Is he the culprit who kidnapped Konoe and Suzutsuki?\But Suzutsuki said that they were all apprehended.\I'm different now!\I'm... I'm...\I'm a butler!\That's why I'm not afraid of your knife! response:	She did it!
context: You were shaking like crazy just like a pitiful little sheep!\Is he the culprit who kidnapped Konoe and Suzutsuki?\But Suzutsuki said that they were all apprehended.\I'm different now!\I'm... I'm...\I'm a butler!\That's why I'm not afraid of your knife!\She did it! response:	Damn it, that was kind of cool...
context: Is he the culprit who kidnapped Konoe and Suzutsuki?\But Suzutsuki said that they were all apprehended.\I'm different now!\I'm... I'm...\I'm a butler!\That's why I'm not afraid of your knife!\She did it!\Damn it, that was kind of cool... response:	Kureha!
context: But Suzutsuki said that they were all apprehended.\I'm different now!\I'm... I'm...\I'm a butler!\That's why I'm not afraid of your knife!\She did it!\Damn it, that was kind of cool...\Kureha! response:	Subaru... Jirou-kun?
context: I'm different now!\I'm... I'm...\I'm a butler!\That's why I'm not afraid of your knife!\She did it!\Damn it, that was kind of cool...\Kureha!\Subaru... Jirou-kun? response:	I can't eat any more...
context: I'm... I'm...\I'm a butler!\That's why I'm not afraid of your knife!\She did it!\Damn it, that was kind of cool...\Kureha!\Subaru... Jirou-kun?\I can't eat any more... response:	Ojou-sama!
context: I'm a butler!\That's why I'm not afraid of your knife!\She did it!\Damn it, that was kind of cool...\Kureha!\Subaru... Jirou-kun?\I can't eat any more...\Ojou-sama! response:	My deepest apologizes, Ojou-sama.
context: That's why I'm not afraid of your knife!\She did it!\Damn it, that was kind of cool...\Kureha!\Subaru... Jirou-kun?\I can't eat any more...\Ojou-sama!\My deepest apologizes, Ojou-sama. response:	It is because of my carelessness that you and Kureha-chan went through something so dreadful.
context: She did it!\Damn it, that was kind of cool...\Kureha!\Subaru... Jirou-kun?\I can't eat any more...\Ojou-sama!\My deepest apologizes, Ojou-sama.\It is because of my carelessness that you and Kureha-chan went through something so dreadful. response:	I am... a failure as a butler...
