context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land J
context: What an awesome ship.\I'd like to travel around the whole world in this.\This way.\Wow! Look at this!\Come one, come all.\Oh. It's so cute.\It's like a giant Pokemon convention.\Everyone's a Pokemon trainer. response:	Take a look at the smooth skin on my Charmander.
context: I'd like to travel around the whole world in this.\This way.\Wow! Look at this!\Come one, come all.\Oh. It's so cute.\It's like a giant Pokemon convention.\Everyone's a Pokemon trainer.\Take a look at the smooth skin on my Charmander. response:	That shows how healthy it is.
context: This way.\Wow! Look at this!\Come one, come all.\Oh. It's so cute.\It's like a giant Pokemon convention.\Everyone's a Pokemon trainer.\Take a look at the smooth skin on my Charmander.\That shows how healthy it is. response:	Look at the flame on my Charmander.
context: Wow! Look at this!\Come one, come all.\Oh. It's so cute.\It's like a giant Pokemon convention.\Everyone's a Pokemon trainer.\Take a look at the smooth skin on my Charmander.\That shows how healthy it is.\Look at the flame on my Charmander. response:	There's orange mixed in with the red. Cool, huh?
context: Come one, come all.\Oh. It's so cute.\It's like a giant Pokemon convention.\Everyone's a Pokemon trainer.\Take a look at the smooth skin on my Charmander.\That shows how healthy it is.\Look at the flame on my Charmander.\There's orange mixed in with the red. Cool, huh? response:	Check it out.
context: Oh. It's so cute.\It's like a giant Pokemon convention.\Everyone's a Pokemon trainer.\Take a look at the smooth skin on my Charmander.\That shows how healthy it is.\Look at the flame on my Charmander.\There's orange mixed in with the red. Cool, huh?\Check it out. response:	Wait, look how hard the shell is on my Squirtle.
context: It's like a giant Pokemon convention.\Everyone's a Pokemon trainer.\Take a look at the smooth skin on my Charmander.\That shows how healthy it is.\Look at the flame on my Charmander.\There's orange mixed in with the red. Cool, huh?\Check it out.\Wait, look how hard the shell is on my Squirtle. response:	Tough, huh?
context: Everyone's a Pokemon trainer.\Take a look at the smooth skin on my Charmander.\That shows how healthy it is.\Look at the flame on my Charmander.\There's orange mixed in with the red. Cool, huh?\Check it out.\Wait, look how hard the shell is on my Squirtle.\Tough, huh? response:	My Squirtle and my charmander are much better than theirs are.
context: Take a look at the smooth skin on my Charmander.\That shows how healthy it is.\Look at the flame on my Charmander.\There's orange mixed in with the red. Cool, huh?\Check it out.\Wait, look how hard the shell is on my Squirtle.\Tough, huh?\My Squirtle and my charmander are much better than theirs are. response:	- All right, bring them on. -Hm?
context: That shows how healthy it is.\Look at the flame on my Charmander.\There's orange mixed in with the red. Cool, huh?\Check it out.\Wait, look how hard the shell is on my Squirtle.\Tough, huh?\My Squirtle and my charmander are much better than theirs are.\- All right, bring them on. -Hm? response:	Raticate, a jump kick.
context: Look at the flame on my Charmander.\There's orange mixed in with the red. Cool, huh?\Check it out.\Wait, look how hard the shell is on my Squirtle.\Tough, huh?\My Squirtle and my charmander are much better than theirs are.\- All right, bring them on. -Hm?\Raticate, a jump kick. response:	Raticate!
context: There's orange mixed in with the red. Cool, huh?\Check it out.\Wait, look how hard the shell is on my Squirtle.\Tough, huh?\My Squirtle and my charmander are much better than theirs are.\- All right, bring them on. -Hm?\Raticate, a jump kick.\Raticate! response:	All right, Starmie, spinning tackle.
context: Check it out.\Wait, look how hard the shell is on my Squirtle.\Tough, huh?\My Squirtle and my charmander are much better than theirs are.\- All right, bring them on. -Hm?\Raticate, a jump kick.\Raticate!\All right, Starmie, spinning tackle. response:	Raticate!
context: Wait, look how hard the shell is on my Squirtle.\Tough, huh?\My Squirtle and my charmander are much better than theirs are.\- All right, bring them on. -Hm?\Raticate, a jump kick.\Raticate!\All right, Starmie, spinning tackle.\Raticate! response:	-All right, they're having a battle. -Pikachu.
context: Tough, huh?\My Squirtle and my charmander are much better than theirs are.\- All right, bring them on. -Hm?\Raticate, a jump kick.\Raticate!\All right, Starmie, spinning tackle.\Raticate!\-All right, they're having a battle. -Pikachu. response:	Raticate, super fang attack, now.
context: My Squirtle and my charmander are much better than theirs are.\- All right, bring them on. -Hm?\Raticate, a jump kick.\Raticate!\All right, Starmie, spinning tackle.\Raticate!\-All right, they're having a battle. -Pikachu.\Raticate, super fang attack, now. response:	Raticate!
context: - All right, bring them on. -Hm?\Raticate, a jump kick.\Raticate!\All right, Starmie, spinning tackle.\Raticate!\-All right, they're having a battle. -Pikachu.\Raticate, super fang attack, now.\Raticate! response:	Are you okay, Starmie?
context: Raticate, a jump kick.\Raticate!\All right, Starmie, spinning tackle.\Raticate!\-All right, they're having a battle. -Pikachu.\Raticate, super fang attack, now.\Raticate!\Are you okay, Starmie? response:	Ah, don't feel too badly, young man.
context: Raticate!\All right, Starmie, spinning tackle.\Raticate!\-All right, they're having a battle. -Pikachu.\Raticate, super fang attack, now.\Raticate!\Are you okay, Starmie?\Ah, don't feel too badly, young man. response:	It was only a practice match anyhow, and I just happened to be lucky.
context: All right, Starmie, spinning tackle.\Raticate!\-All right, they're having a battle. -Pikachu.\Raticate, super fang attack, now.\Raticate!\Are you okay, Starmie?\Ah, don't feel too badly, young man.\It was only a practice match anyhow, and I just happened to be lucky. response:	My, how gracious.
context: Raticate!\-All right, they're having a battle. -Pikachu.\Raticate, super fang attack, now.\Raticate!\Are you okay, Starmie?\Ah, don't feel too badly, young man.\It was only a practice match anyhow, and I just happened to be lucky.\My, how gracious. response:	Heh, not at all, miss.
context: -All right, they're having a battle. -Pikachu.\Raticate, super fang attack, now.\Raticate!\Are you okay, Starmie?\Ah, don't feel too badly, young man.\It was only a practice match anyhow, and I just happened to be lucky.\My, how gracious.\Heh, not at all, miss. response:	Keep working on building your Starmie's strength there.
context: Raticate, super fang attack, now.\Raticate!\Are you okay, Starmie?\Ah, don't feel too badly, young man.\It was only a practice match anyhow, and I just happened to be lucky.\My, how gracious.\Heh, not at all, miss.\Keep working on building your Starmie's strength there. response:	Well, now, is anybody else brave enough to challenge my Raticate?
context: Raticate!\Are you okay, Starmie?\Ah, don't feel too badly, young man.\It was only a practice match anyhow, and I just happened to be lucky.\My, how gracious.\Heh, not at all, miss.\Keep working on building your Starmie's strength there.\Well, now, is anybody else brave enough to challenge my Raticate? response:	I can't wait.
context: Are you okay, Starmie?\Ah, don't feel too badly, young man.\It was only a practice match anyhow, and I just happened to be lucky.\My, how gracious.\Heh, not at all, miss.\Keep working on building your Starmie's strength there.\Well, now, is anybody else brave enough to challenge my Raticate?\I can't wait. response:	How about battling my Butterfree?
context: Ah, don't feel too badly, young man.\It was only a practice match anyhow, and I just happened to be lucky.\My, how gracious.\Heh, not at all, miss.\Keep working on building your Starmie's strength there.\Well, now, is anybody else brave enough to challenge my Raticate?\I can't wait.\How about battling my Butterfree? response:	As you wish.
context: It was only a practice match anyhow, and I just happened to be lucky.\My, how gracious.\Heh, not at all, miss.\Keep working on building your Starmie's strength there.\Well, now, is anybody else brave enough to challenge my Raticate?\I can't wait.\How about battling my Butterfree?\As you wish. response:	Boy, I hope he knows what he's doing.
context: My, how gracious.\Heh, not at all, miss.\Keep working on building your Starmie's strength there.\Well, now, is anybody else brave enough to challenge my Raticate?\I can't wait.\How about battling my Butterfree?\As you wish.\Boy, I hope he knows what he's doing. response:	Say, Jessie, this place is packed.
context: Heh, not at all, miss.\Keep working on building your Starmie's strength there.\Well, now, is anybody else brave enough to challenge my Raticate?\I can't wait.\How about battling my Butterfree?\As you wish.\Boy, I hope he knows what he's doing.\Say, Jessie, this place is packed. response:	Yes, and packed with Pokemon.
context: Keep working on building your Starmie's strength there.\Well, now, is anybody else brave enough to challenge my Raticate?\I can't wait.\How about battling my Butterfree?\As you wish.\Boy, I hope he knows what he's doing.\Say, Jessie, this place is packed.\Yes, and packed with Pokemon. response:	And soon all these Pokemon will be ours.
context: Well, now, is anybody else brave enough to challenge my Raticate?\I can't wait.\How about battling my Butterfree?\As you wish.\Boy, I hope he knows what he's doing.\Say, Jessie, this place is packed.\Yes, and packed with Pokemon.\And soon all these Pokemon will be ours. response:	All for us.
context: I can't wait.\How about battling my Butterfree?\As you wish.\Boy, I hope he knows what he's doing.\Say, Jessie, this place is packed.\Yes, and packed with Pokemon.\And soon all these Pokemon will be ours.\All for us. response:	Shut up. They're not for us. They're for the boss.
context: How about battling my Butterfree?\As you wish.\Boy, I hope he knows what he's doing.\Say, Jessie, this place is packed.\Yes, and packed with Pokemon.\And soon all these Pokemon will be ours.\All for us.\Shut up. They're not for us. They're for the boss. response:	I forgot.
context: As you wish.\Boy, I hope he knows what he's doing.\Say, Jessie, this place is packed.\Yes, and packed with Pokemon.\And soon all these Pokemon will be ours.\All for us.\Shut up. They're not for us. They're for the boss.\I forgot. response:	Raticate, a jump kick.
context: Boy, I hope he knows what he's doing.\Say, Jessie, this place is packed.\Yes, and packed with Pokemon.\And soon all these Pokemon will be ours.\All for us.\Shut up. They're not for us. They're for the boss.\I forgot.\Raticate, a jump kick. response:	Raticate.
context: Say, Jessie, this place is packed.\Yes, and packed with Pokemon.\And soon all these Pokemon will be ours.\All for us.\Shut up. They're not for us. They're for the boss.\I forgot.\Raticate, a jump kick.\Raticate. response:	Butterfree, tackle!
context: Yes, and packed with Pokemon.\And soon all these Pokemon will be ours.\All for us.\Shut up. They're not for us. They're for the boss.\I forgot.\Raticate, a jump kick.\Raticate.\Butterfree, tackle! response:	Does Ash's Butterfree even stand a chance against that Raticate?
context: And soon all these Pokemon will be ours.\All for us.\Shut up. They're not for us. They're for the boss.\I forgot.\Raticate, a jump kick.\Raticate.\Butterfree, tackle!\Does Ash's Butterfree even stand a chance against that Raticate? response:	Sure. It's a good match, really.
context: All for us.\Shut up. They're not for us. They're for the boss.\I forgot.\Raticate, a jump kick.\Raticate.\Butterfree, tackle!\Does Ash's Butterfree even stand a chance against that Raticate?\Sure. It's a good match, really. response:	Finish it, Raticate.
context: Shut up. They're not for us. They're for the boss.\I forgot.\Raticate, a jump kick.\Raticate.\Butterfree, tackle!\Does Ash's Butterfree even stand a chance against that Raticate?\Sure. It's a good match, really.\Finish it, Raticate. response:	Hyper fang attack.
context: I forgot.\Raticate, a jump kick.\Raticate.\Butterfree, tackle!\Does Ash's Butterfree even stand a chance against that Raticate?\Sure. It's a good match, really.\Finish it, Raticate.\Hyper fang attack. response:	Raticate!
context: Raticate, a jump kick.\Raticate.\Butterfree, tackle!\Does Ash's Butterfree even stand a chance against that Raticate?\Sure. It's a good match, really.\Finish it, Raticate.\Hyper fang attack.\Raticate! response:	-Whoopee! -Raticate!
context: Raticate.\Butterfree, tackle!\Does Ash's Butterfree even stand a chance against that Raticate?\Sure. It's a good match, really.\Finish it, Raticate.\Hyper fang attack.\Raticate!\-Whoopee! -Raticate! response:	Butterfree, stun spore.
context: Butterfree, tackle!\Does Ash's Butterfree even stand a chance against that Raticate?\Sure. It's a good match, really.\Finish it, Raticate.\Hyper fang attack.\Raticate!\-Whoopee! -Raticate!\Butterfree, stun spore. response:	All right. Now the whirlwind.
context: Does Ash's Butterfree even stand a chance against that Raticate?\Sure. It's a good match, really.\Finish it, Raticate.\Hyper fang attack.\Raticate!\-Whoopee! -Raticate!\Butterfree, stun spore.\All right. Now the whirlwind. response:	Well, that's enough.
context: Sure. It's a good match, really.\Finish it, Raticate.\Hyper fang attack.\Raticate!\-Whoopee! -Raticate!\Butterfree, stun spore.\All right. Now the whirlwind.\Well, that's enough. response:	Huh?
context: Finish it, Raticate.\Hyper fang attack.\Raticate!\-Whoopee! -Raticate!\Butterfree, stun spore.\All right. Now the whirlwind.\Well, that's enough.\Huh? response:	Why don't we just call it a draw?
context: Hyper fang attack.\Raticate!\-Whoopee! -Raticate!\Butterfree, stun spore.\All right. Now the whirlwind.\Well, that's enough.\Huh?\Why don't we just call it a draw? response:	But I was winning.
context: Raticate!\-Whoopee! -Raticate!\Butterfree, stun spore.\All right. Now the whirlwind.\Well, that's enough.\Huh?\Why don't we just call it a draw?\But I was winning. response:	Boy, boy. Hey, you boy. Come here.
context: -Whoopee! -Raticate!\Butterfree, stun spore.\All right. Now the whirlwind.\Well, that's enough.\Huh?\Why don't we just call it a draw?\But I was winning.\Boy, boy. Hey, you boy. Come here. response:	Are you addressing me?
context: Butterfree, stun spore.\All right. Now the whirlwind.\Well, that's enough.\Huh?\Why don't we just call it a draw?\But I was winning.\Boy, boy. Hey, you boy. Come here.\Are you addressing me? response:	I want you to have a look at this Pokemon.
context: All right. Now the whirlwind.\Well, that's enough.\Huh?\Why don't we just call it a draw?\But I was winning.\Boy, boy. Hey, you boy. Come here.\Are you addressing me?\I want you to have a look at this Pokemon. response:	Huh?
context: Well, that's enough.\Huh?\Why don't we just call it a draw?\But I was winning.\Boy, boy. Hey, you boy. Come here.\Are you addressing me?\I want you to have a look at this Pokemon.\Huh? response:	What is this thing?
context: Huh?\Why don't we just call it a draw?\But I was winning.\Boy, boy. Hey, you boy. Come here.\Are you addressing me?\I want you to have a look at this Pokemon.\Huh?\What is this thing? response:	The king of all carp. A Magikarp.
context: Why don't we just call it a draw?\But I was winning.\Boy, boy. Hey, you boy. Come here.\Are you addressing me?\I want you to have a look at this Pokemon.\Huh?\What is this thing?\The king of all carp. A Magikarp. response:	What do I do, eat it?
context: But I was winning.\Boy, boy. Hey, you boy. Come here.\Are you addressing me?\I want you to have a look at this Pokemon.\Huh?\What is this thing?\The king of all carp. A Magikarp.\What do I do, eat it? response:	See how healthy it is.
context: Boy, boy. Hey, you boy. Come here.\Are you addressing me?\I want you to have a look at this Pokemon.\Huh?\What is this thing?\The king of all carp. A Magikarp.\What do I do, eat it?\See how healthy it is. response:	Oh! It certainly is lively.
context: Are you addressing me?\I want you to have a look at this Pokemon.\Huh?\What is this thing?\The king of all carp. A Magikarp.\What do I do, eat it?\See how healthy it is.\Oh! It certainly is lively. response:	Just between you and me, this Magikarp is like a Pokemon gold mine.
context: I want you to have a look at this Pokemon.\Huh?\What is this thing?\The king of all carp. A Magikarp.\What do I do, eat it?\See how healthy it is.\Oh! It certainly is lively.\Just between you and me, this Magikarp is like a Pokemon gold mine. response:	Gold mine?
context: Huh?\What is this thing?\The king of all carp. A Magikarp.\What do I do, eat it?\See how healthy it is.\Oh! It certainly is lively.\Just between you and me, this Magikarp is like a Pokemon gold mine.\Gold mine? response:	Right. A Magikarp lays 1,000 eggs at a time.
context: What is this thing?\The king of all carp. A Magikarp.\What do I do, eat it?\See how healthy it is.\Oh! It certainly is lively.\Just between you and me, this Magikarp is like a Pokemon gold mine.\Gold mine?\Right. A Magikarp lays 1,000 eggs at a time. response:	Each of those 1,000 baby Magikarp lay 1,000 more.
context: The king of all carp. A Magikarp.\What do I do, eat it?\See how healthy it is.\Oh! It certainly is lively.\Just between you and me, this Magikarp is like a Pokemon gold mine.\Gold mine?\Right. A Magikarp lays 1,000 eggs at a time.\Each of those 1,000 baby Magikarp lay 1,000 more. response:	One thousand times 1,000 makes one million.
context: What do I do, eat it?\See how healthy it is.\Oh! It certainly is lively.\Just between you and me, this Magikarp is like a Pokemon gold mine.\Gold mine?\Right. A Magikarp lays 1,000 eggs at a time.\Each of those 1,000 baby Magikarp lay 1,000 more.\One thousand times 1,000 makes one million. response:	Every one of those one million lays another 1,000.
context: See how healthy it is.\Oh! It certainly is lively.\Just between you and me, this Magikarp is like a Pokemon gold mine.\Gold mine?\Right. A Magikarp lays 1,000 eggs at a time.\Each of those 1,000 baby Magikarp lay 1,000 more.\One thousand times 1,000 makes one million.\Every one of those one million lays another 1,000. response:	That's a billion Pokemon.
context: Oh! It certainly is lively.\Just between you and me, this Magikarp is like a Pokemon gold mine.\Gold mine?\Right. A Magikarp lays 1,000 eggs at a time.\Each of those 1,000 baby Magikarp lay 1,000 more.\One thousand times 1,000 makes one million.\Every one of those one million lays another 1,000.\That's a billion Pokemon. response:	A billion?
context: Just between you and me, this Magikarp is like a Pokemon gold mine.\Gold mine?\Right. A Magikarp lays 1,000 eggs at a time.\Each of those 1,000 baby Magikarp lay 1,000 more.\One thousand times 1,000 makes one million.\Every one of those one million lays another 1,000.\That's a billion Pokemon.\A billion? response:	You can sell one Magikarp for S100.
context: Gold mine?\Right. A Magikarp lays 1,000 eggs at a time.\Each of those 1,000 baby Magikarp lay 1,000 more.\One thousand times 1,000 makes one million.\Every one of those one million lays another 1,000.\That's a billion Pokemon.\A billion?\You can sell one Magikarp for S100. response:	In three generations, you have tons of money.
context: Right. A Magikarp lays 1,000 eggs at a time.\Each of those 1,000 baby Magikarp lay 1,000 more.\One thousand times 1,000 makes one million.\Every one of those one million lays another 1,000.\That's a billion Pokemon.\A billion?\You can sell one Magikarp for S100.\In three generations, you have tons of money. response:	Billions and billions.
context: Each of those 1,000 baby Magikarp lay 1,000 more.\One thousand times 1,000 makes one million.\Every one of those one million lays another 1,000.\That's a billion Pokemon.\A billion?\You can sell one Magikarp for S100.\In three generations, you have tons of money.\Billions and billions. response:	Billions?
context: One thousand times 1,000 makes one million.\Every one of those one million lays another 1,000.\That's a billion Pokemon.\A billion?\You can sell one Magikarp for S100.\In three generations, you have tons of money.\Billions and billions.\Billions? response:	You'll be so rich, you can go on a Pokemon shopping spree.
context: Every one of those one million lays another 1,000.\That's a billion Pokemon.\A billion?\You can sell one Magikarp for S100.\In three generations, you have tons of money.\Billions and billions.\Billions?\You'll be so rich, you can go on a Pokemon shopping spree. response:	Rich. Rich!
context: That's a billion Pokemon.\A billion?\You can sell one Magikarp for S100.\In three generations, you have tons of money.\Billions and billions.\Billions?\You'll be so rich, you can go on a Pokemon shopping spree.\Rich. Rich! response:	I normally charge S100, but for you, I'll throw in an egg-laying set,
context: A billion?\You can sell one Magikarp for S100.\In three generations, you have tons of money.\Billions and billions.\Billions?\You'll be so rich, you can go on a Pokemon shopping spree.\Rich. Rich!\I normally charge S100, but for you, I'll throw in an egg-laying set, response:	childcare set and an education set for only S300.
context: You can sell one Magikarp for S100.\In three generations, you have tons of money.\Billions and billions.\Billions?\You'll be so rich, you can go on a Pokemon shopping spree.\Rich. Rich!\I normally charge S100, but for you, I'll throw in an egg-laying set,\childcare set and an education set for only S300. response:	-How about it? -I'll take it.
context: In three generations, you have tons of money.\Billions and billions.\Billions?\You'll be so rich, you can go on a Pokemon shopping spree.\Rich. Rich!\I normally charge S100, but for you, I'll throw in an egg-laying set,\childcare set and an education set for only S300.\-How about it? -I'll take it. response:	I can tell.
context: Billions and billions.\Billions?\You'll be so rich, you can go on a Pokemon shopping spree.\Rich. Rich!\I normally charge S100, but for you, I'll throw in an egg-laying set,\childcare set and an education set for only S300.\-How about it? -I'll take it.\I can tell. response:	You're going to be a very rich man. A very rich man.
context: Billions?\You'll be so rich, you can go on a Pokemon shopping spree.\Rich. Rich!\I normally charge S100, but for you, I'll throw in an egg-laying set,\childcare set and an education set for only S300.\-How about it? -I'll take it.\I can tell.\You're going to be a very rich man. A very rich man. response:	So, are you having yourself a good time?
context: You'll be so rich, you can go on a Pokemon shopping spree.\Rich. Rich!\I normally charge S100, but for you, I'll throw in an egg-laying set,\childcare set and an education set for only S300.\-How about it? -I'll take it.\I can tell.\You're going to be a very rich man. A very rich man.\So, are you having yourself a good time? response:	Yes, sir, We're having a great time.
context: Rich. Rich!\I normally charge S100, but for you, I'll throw in an egg-laying set,\childcare set and an education set for only S300.\-How about it? -I'll take it.\I can tell.\You're going to be a very rich man. A very rich man.\So, are you having yourself a good time?\Yes, sir, We're having a great time. response:	You know, that Butterfree of yours is quite extraordinary.
context: I normally charge S100, but for you, I'll throw in an egg-laying set,\childcare set and an education set for only S300.\-How about it? -I'll take it.\I can tell.\You're going to be a very rich man. A very rich man.\So, are you having yourself a good time?\Yes, sir, We're having a great time.\You know, that Butterfree of yours is quite extraordinary. response:	It's incredible.
context: childcare set and an education set for only S300.\-How about it? -I'll take it.\I can tell.\You're going to be a very rich man. A very rich man.\So, are you having yourself a good time?\Yes, sir, We're having a great time.\You know, that Butterfree of yours is quite extraordinary.\It's incredible. response:	She's beautiful.
context: -How about it? -I'll take it.\I can tell.\You're going to be a very rich man. A very rich man.\So, are you having yourself a good time?\Yes, sir, We're having a great time.\You know, that Butterfree of yours is quite extraordinary.\It's incredible.\She's beautiful. response:	Hello in there.
context: I can tell.\You're going to be a very rich man. A very rich man.\So, are you having yourself a good time?\Yes, sir, We're having a great time.\You know, that Butterfree of yours is quite extraordinary.\It's incredible.\She's beautiful.\Hello in there. response:	Beautiful.
context: You're going to be a very rich man. A very rich man.\So, are you having yourself a good time?\Yes, sir, We're having a great time.\You know, that Butterfree of yours is quite extraordinary.\It's incredible.\She's beautiful.\Hello in there.\Beautiful. response:	Here we go again.
context: So, are you having yourself a good time?\Yes, sir, We're having a great time.\You know, that Butterfree of yours is quite extraordinary.\It's incredible.\She's beautiful.\Hello in there.\Beautiful.\Here we go again. response:	Well, I put a lot of work into raising it.
context: Yes, sir, We're having a great time.\You know, that Butterfree of yours is quite extraordinary.\It's incredible.\She's beautiful.\Hello in there.\Beautiful.\Here we go again.\Well, I put a lot of work into raising it. response:	What did you think of my Raticate?
context: You know, that Butterfree of yours is quite extraordinary.\It's incredible.\She's beautiful.\Hello in there.\Beautiful.\Here we go again.\Well, I put a lot of work into raising it.\What did you think of my Raticate? response:	It looked great, and it really put up a tough fight.
context: It's incredible.\She's beautiful.\Hello in there.\Beautiful.\Here we go again.\Well, I put a lot of work into raising it.\What did you think of my Raticate?\It looked great, and it really put up a tough fight. response:	In that case, I'll be direct.
context: She's beautiful.\Hello in there.\Beautiful.\Here we go again.\Well, I put a lot of work into raising it.\What did you think of my Raticate?\It looked great, and it really put up a tough fight.\In that case, I'll be direct. response:	Why don't we trade?
context: Hello in there.\Beautiful.\Here we go again.\Well, I put a lot of work into raising it.\What did you think of my Raticate?\It looked great, and it really put up a tough fight.\In that case, I'll be direct.\Why don't we trade? response:	Trade Pokemon?
context: Beautiful.\Here we go again.\Well, I put a lot of work into raising it.\What did you think of my Raticate?\It looked great, and it really put up a tough fight.\In that case, I'll be direct.\Why don't we trade?\Trade Pokemon? response:	When two people find that they each like the other's Pokemon, they trade.
context: Here we go again.\Well, I put a lot of work into raising it.\What did you think of my Raticate?\It looked great, and it really put up a tough fight.\In that case, I'll be direct.\Why don't we trade?\Trade Pokemon?\When two people find that they each like the other's Pokemon, they trade. response:	-It's quite a common practice everywhere. -Everywhere?
context: Well, I put a lot of work into raising it.\What did you think of my Raticate?\It looked great, and it really put up a tough fight.\In that case, I'll be direct.\Why don't we trade?\Trade Pokemon?\When two people find that they each like the other's Pokemon, they trade.\-It's quite a common practice everywhere. -Everywhere? response:	You see, friends who trade then trade with their other friends
context: What did you think of my Raticate?\It looked great, and it really put up a tough fight.\In that case, I'll be direct.\Why don't we trade?\Trade Pokemon?\When two people find that they each like the other's Pokemon, they trade.\-It's quite a common practice everywhere. -Everywhere?\You see, friends who trade then trade with their other friends response:	and so friendships grow deeper and continue to spread wider and wider.
context: It looked great, and it really put up a tough fight.\In that case, I'll be direct.\Why don't we trade?\Trade Pokemon?\When two people find that they each like the other's Pokemon, they trade.\-It's quite a common practice everywhere. -Everywhere?\You see, friends who trade then trade with their other friends\and so friendships grow deeper and continue to spread wider and wider. response:	Trading and making new friends
context: In that case, I'll be direct.\Why don't we trade?\Trade Pokemon?\When two people find that they each like the other's Pokemon, they trade.\-It's quite a common practice everywhere. -Everywhere?\You see, friends who trade then trade with their other friends\and so friendships grow deeper and continue to spread wider and wider.\Trading and making new friends response:	is one of the best things about having Pokemon.
context: Why don't we trade?\Trade Pokemon?\When two people find that they each like the other's Pokemon, they trade.\-It's quite a common practice everywhere. -Everywhere?\You see, friends who trade then trade with their other friends\and so friendships grow deeper and continue to spread wider and wider.\Trading and making new friends\is one of the best things about having Pokemon. response:	That's how Pokemon friendships get to spread all around the world.
context: Trade Pokemon?\When two people find that they each like the other's Pokemon, they trade.\-It's quite a common practice everywhere. -Everywhere?\You see, friends who trade then trade with their other friends\and so friendships grow deeper and continue to spread wider and wider.\Trading and making new friends\is one of the best things about having Pokemon.\That's how Pokemon friendships get to spread all around the world. response:	Wow.
context: When two people find that they each like the other's Pokemon, they trade.\-It's quite a common practice everywhere. -Everywhere?\You see, friends who trade then trade with their other friends\and so friendships grow deeper and continue to spread wider and wider.\Trading and making new friends\is one of the best things about having Pokemon.\That's how Pokemon friendships get to spread all around the world.\Wow. response:	Friendship is wonderful, isn't it?
context: -It's quite a common practice everywhere. -Everywhere?\You see, friends who trade then trade with their other friends\and so friendships grow deeper and continue to spread wider and wider.\Trading and making new friends\is one of the best things about having Pokemon.\That's how Pokemon friendships get to spread all around the world.\Wow.\Friendship is wonderful, isn't it? response:	Yeah, yeah. Why don't you and I start a friendship right now?
context: You see, friends who trade then trade with their other friends\and so friendships grow deeper and continue to spread wider and wider.\Trading and making new friends\is one of the best things about having Pokemon.\That's how Pokemon friendships get to spread all around the world.\Wow.\Friendship is wonderful, isn't it?\Yeah, yeah. Why don't you and I start a friendship right now? response:	-Should I trade, Brock? -Oh, yeah. You got to trade.
context: and so friendships grow deeper and continue to spread wider and wider.\Trading and making new friends\is one of the best things about having Pokemon.\That's how Pokemon friendships get to spread all around the world.\Wow.\Friendship is wonderful, isn't it?\Yeah, yeah. Why don't you and I start a friendship right now?\-Should I trade, Brock? -Oh, yeah. You got to trade. response:	Everybody should trade. Let's start trading.
context: Trading and making new friends\is one of the best things about having Pokemon.\That's how Pokemon friendships get to spread all around the world.\Wow.\Friendship is wonderful, isn't it?\Yeah, yeah. Why don't you and I start a friendship right now?\-Should I trade, Brock? -Oh, yeah. You got to trade.\Everybody should trade. Let's start trading. response:	Well, okay.
context: is one of the best things about having Pokemon.\That's how Pokemon friendships get to spread all around the world.\Wow.\Friendship is wonderful, isn't it?\Yeah, yeah. Why don't you and I start a friendship right now?\-Should I trade, Brock? -Oh, yeah. You got to trade.\Everybody should trade. Let's start trading.\Well, okay. response:	Here we go.
context: That's how Pokemon friendships get to spread all around the world.\Wow.\Friendship is wonderful, isn't it?\Yeah, yeah. Why don't you and I start a friendship right now?\-Should I trade, Brock? -Oh, yeah. You got to trade.\Everybody should trade. Let's start trading.\Well, okay.\Here we go. response:	Hm.
context: Wow.\Friendship is wonderful, isn't it?\Yeah, yeah. Why don't you and I start a friendship right now?\-Should I trade, Brock? -Oh, yeah. You got to trade.\Everybody should trade. Let's start trading.\Well, okay.\Here we go.\Hm. response:	Well, that's all there is to it. Raticate is your new Pokemon.
context: Friendship is wonderful, isn't it?\Yeah, yeah. Why don't you and I start a friendship right now?\-Should I trade, Brock? -Oh, yeah. You got to trade.\Everybody should trade. Let's start trading.\Well, okay.\Here we go.\Hm.\Well, that's all there is to it. Raticate is your new Pokemon. response:	You idiot! Can't you see you were tricked?
context: Yeah, yeah. Why don't you and I start a friendship right now?\-Should I trade, Brock? -Oh, yeah. You got to trade.\Everybody should trade. Let's start trading.\Well, okay.\Here we go.\Hm.\Well, that's all there is to it. Raticate is your new Pokemon.\You idiot! Can't you see you were tricked? response:	What a dope.
context: -Should I trade, Brock? -Oh, yeah. You got to trade.\Everybody should trade. Let's start trading.\Well, okay.\Here we go.\Hm.\Well, that's all there is to it. Raticate is your new Pokemon.\You idiot! Can't you see you were tricked?\What a dope. response:	But you don't understand. Magikarp is a goldmine.
context: Everybody should trade. Let's start trading.\Well, okay.\Here we go.\Hm.\Well, that's all there is to it. Raticate is your new Pokemon.\You idiot! Can't you see you were tricked?\What a dope.\But you don't understand. Magikarp is a goldmine. response:	Even its Poke Ball is solid gold.
context: Well, okay.\Here we go.\Hm.\Well, that's all there is to it. Raticate is your new Pokemon.\You idiot! Can't you see you were tricked?\What a dope.\But you don't understand. Magikarp is a goldmine.\Even its Poke Ball is solid gold. response:	It's just gold-plated.
context: Here we go.\Hm.\Well, that's all there is to it. Raticate is your new Pokemon.\You idiot! Can't you see you were tricked?\What a dope.\But you don't understand. Magikarp is a goldmine.\Even its Poke Ball is solid gold.\It's just gold-plated. response:	Magikarp is a no-talent Pokemon that can't do anything but flop around.
