context: Quit part-time job response:	Thanks for your support so far.
context: Pages after April were torn off...\Right now, promise you'll never try to kill yourself or I'll burn this.\These 1,700,000 yen you worked so hard for!\Hey, are you listening to me!?\Huh!?\Don't be stupid, mom...\You are stupid, what an ungrateful child you are!\Hey, well, ah... response:	Sorry.
context: Right now, promise you'll never try to kill yourself or I'll burn this.\These 1,700,000 yen you worked so hard for!\Hey, are you listening to me!?\Huh!?\Don't be stupid, mom...\You are stupid, what an ungrateful child you are!\Hey, well, ah...\Sorry. response:	I'm really sorry.
context: These 1,700,000 yen you worked so hard for!\Hey, are you listening to me!?\Huh!?\Don't be stupid, mom...\You are stupid, what an ungrateful child you are!\Hey, well, ah...\Sorry.\I'm really sorry. response:	I'll stop.
context: Hey, are you listening to me!?\Huh!?\Don't be stupid, mom...\You are stupid, what an ungrateful child you are!\Hey, well, ah...\Sorry.\I'm really sorry.\I'll stop. response:	I'll stop. I'm sorry.
context: Huh!?\Don't be stupid, mom...\You are stupid, what an ungrateful child you are!\Hey, well, ah...\Sorry.\I'm really sorry.\I'll stop.\I'll stop. I'm sorry. response:	You'll stop what, speak clearly!
context: Don't be stupid, mom...\You are stupid, what an ungrateful child you are!\Hey, well, ah...\Sorry.\I'm really sorry.\I'll stop.\I'll stop. I'm sorry.\You'll stop what, speak clearly! response:	I'll stop trying to kill myself!
context: You are stupid, what an ungrateful child you are!\Hey, well, ah...\Sorry.\I'm really sorry.\I'll stop.\I'll stop. I'm sorry.\You'll stop what, speak clearly!\I'll stop trying to kill myself! response:	I'll stop trying to kill myself!
context: Hey, well, ah...\Sorry.\I'm really sorry.\I'll stop.\I'll stop. I'm sorry.\You'll stop what, speak clearly!\I'll stop trying to kill myself!\I'll stop trying to kill myself! response:	Really?
context: Sorry.\I'm really sorry.\I'll stop.\I'll stop. I'm sorry.\You'll stop what, speak clearly!\I'll stop trying to kill myself!\I'll stop trying to kill myself!\Really? response:	Really.
context: I'm really sorry.\I'll stop.\I'll stop. I'm sorry.\You'll stop what, speak clearly!\I'll stop trying to kill myself!\I'll stop trying to kill myself!\Really?\Really. response:	Okay, that's a promise.
context: I'll stop.\I'll stop. I'm sorry.\You'll stop what, speak clearly!\I'll stop trying to kill myself!\I'll stop trying to kill myself!\Really?\Really.\Okay, that's a promise. response:	Hey! Look out!
context: I'll stop. I'm sorry.\You'll stop what, speak clearly!\I'll stop trying to kill myself!\I'll stop trying to kill myself!\Really?\Really.\Okay, that's a promise.\Hey! Look out! response:	Ouch!
context: You'll stop what, speak clearly!\I'll stop trying to kill myself!\I'll stop trying to kill myself!\Really?\Really.\Okay, that's a promise.\Hey! Look out!\Ouch! response:	Hey, water, water!
context: I'll stop trying to kill myself!\I'll stop trying to kill myself!\Really?\Really.\Okay, that's a promise.\Hey! Look out!\Ouch!\Hey, water, water! response:	Yesterday, I thought
context: I'll stop trying to kill myself!\Really?\Really.\Okay, that's a promise.\Hey! Look out!\Ouch!\Hey, water, water!\Yesterday, I thought response:	of killing myself by jumping into the river from a very high bridge.
context: Really?\Really.\Okay, that's a promise.\Hey! Look out!\Ouch!\Hey, water, water!\Yesterday, I thought\of killing myself by jumping into the river from a very high bridge. response:	The reason I went to meet Nishimiya was to have kind of a ceremony before it.
context: Really.\Okay, that's a promise.\Hey! Look out!\Ouch!\Hey, water, water!\Yesterday, I thought\of killing myself by jumping into the river from a very high bridge.\The reason I went to meet Nishimiya was to have kind of a ceremony before it. response:	It was the greatest test of courage in my whole life.
context: Okay, that's a promise.\Hey! Look out!\Ouch!\Hey, water, water!\Yesterday, I thought\of killing myself by jumping into the river from a very high bridge.\The reason I went to meet Nishimiya was to have kind of a ceremony before it.\It was the greatest test of courage in my whole life. response:	But the story changed...
context: Hey! Look out!\Ouch!\Hey, water, water!\Yesterday, I thought\of killing myself by jumping into the river from a very high bridge.\The reason I went to meet Nishimiya was to have kind of a ceremony before it.\It was the greatest test of courage in my whole life.\But the story changed... response:	Friend
context: Ouch!\Hey, water, water!\Yesterday, I thought\of killing myself by jumping into the river from a very high bridge.\The reason I went to meet Nishimiya was to have kind of a ceremony before it.\It was the greatest test of courage in my whole life.\But the story changed...\Friend response:	Shame! Why did I say such a thing!?
context: Hey, water, water!\Yesterday, I thought\of killing myself by jumping into the river from a very high bridge.\The reason I went to meet Nishimiya was to have kind of a ceremony before it.\It was the greatest test of courage in my whole life.\But the story changed...\Friend\Shame! Why did I say such a thing!? response:	You should better stay away from the guy Shoya Ishida.
context: Yesterday, I thought\of killing myself by jumping into the river from a very high bridge.\The reason I went to meet Nishimiya was to have kind of a ceremony before it.\It was the greatest test of courage in my whole life.\But the story changed...\Friend\Shame! Why did I say such a thing!?\You should better stay away from the guy Shoya Ishida. response:	He is...
context: of killing myself by jumping into the river from a very high bridge.\The reason I went to meet Nishimiya was to have kind of a ceremony before it.\It was the greatest test of courage in my whole life.\But the story changed...\Friend\Shame! Why did I say such a thing!?\You should better stay away from the guy Shoya Ishida.\He is... response:	a bully.
context: The reason I went to meet Nishimiya was to have kind of a ceremony before it.\It was the greatest test of courage in my whole life.\But the story changed...\Friend\Shame! Why did I say such a thing!?\You should better stay away from the guy Shoya Ishida.\He is...\a bully. response:	What I did will come back to me.
context: It was the greatest test of courage in my whole life.\But the story changed...\Friend\Shame! Why did I say such a thing!?\You should better stay away from the guy Shoya Ishida.\He is...\a bully.\What I did will come back to me. response:	I fully realized
context: But the story changed...\Friend\Shame! Why did I say such a thing!?\You should better stay away from the guy Shoya Ishida.\He is...\a bully.\What I did will come back to me.\I fully realized response:	that I had to take responsibility for what I had done.
context: Friend\Shame! Why did I say such a thing!?\You should better stay away from the guy Shoya Ishida.\He is...\a bully.\What I did will come back to me.\I fully realized\that I had to take responsibility for what I had done. response:	And I was isolated.
context: Shame! Why did I say such a thing!?\You should better stay away from the guy Shoya Ishida.\He is...\a bully.\What I did will come back to me.\I fully realized\that I had to take responsibility for what I had done.\And I was isolated. response:	Good morning.
context: You should better stay away from the guy Shoya Ishida.\He is...\a bully.\What I did will come back to me.\I fully realized\that I had to take responsibility for what I had done.\And I was isolated.\Good morning. response:	Well then,
context: He is...\a bully.\What I did will come back to me.\I fully realized\that I had to take responsibility for what I had done.\And I was isolated.\Good morning.\Well then, response:	translate these sentences by the next lesson.
context: a bully.\What I did will come back to me.\I fully realized\that I had to take responsibility for what I had done.\And I was isolated.\Good morning.\Well then,\translate these sentences by the next lesson. response:	Ishida-kun.
context: What I did will come back to me.\I fully realized\that I had to take responsibility for what I had done.\And I was isolated.\Good morning.\Well then,\translate these sentences by the next lesson.\Ishida-kun. response:	H-Hi.
context: I fully realized\that I had to take responsibility for what I had done.\And I was isolated.\Good morning.\Well then,\translate these sentences by the next lesson.\Ishida-kun.\H-Hi. response:	Kawai...
context: that I had to take responsibility for what I had done.\And I was isolated.\Good morning.\Well then,\translate these sentences by the next lesson.\Ishida-kun.\H-Hi.\Kawai... response:	Can I collect your math homework, if it's done?
context: And I was isolated.\Good morning.\Well then,\translate these sentences by the next lesson.\Ishida-kun.\H-Hi.\Kawai...\Can I collect your math homework, if it's done? response:	Oh... sorry, I forgot.
context: Good morning.\Well then,\translate these sentences by the next lesson.\Ishida-kun.\H-Hi.\Kawai...\Can I collect your math homework, if it's done?\Oh... sorry, I forgot. response:	Okay, I see.
context: Well then,\translate these sentences by the next lesson.\Ishida-kun.\H-Hi.\Kawai...\Can I collect your math homework, if it's done?\Oh... sorry, I forgot.\Okay, I see. response:	Please finish it soon, the deadline is approaching.
context: translate these sentences by the next lesson.\Ishida-kun.\H-Hi.\Kawai...\Can I collect your math homework, if it's done?\Oh... sorry, I forgot.\Okay, I see.\Please finish it soon, the deadline is approaching. response:	Yes, I will. Sorry.
context: Ishida-kun.\H-Hi.\Kawai...\Can I collect your math homework, if it's done?\Oh... sorry, I forgot.\Okay, I see.\Please finish it soon, the deadline is approaching.\Yes, I will. Sorry. response:	Let's have lunch outside.
context: H-Hi.\Kawai...\Can I collect your math homework, if it's done?\Oh... sorry, I forgot.\Okay, I see.\Please finish it soon, the deadline is approaching.\Yes, I will. Sorry.\Let's have lunch outside. response:	Ishida-kun is always alone as you can see.
context: Kawai...\Can I collect your math homework, if it's done?\Oh... sorry, I forgot.\Okay, I see.\Please finish it soon, the deadline is approaching.\Yes, I will. Sorry.\Let's have lunch outside.\Ishida-kun is always alone as you can see. response:	Everyone knows it.
context: Can I collect your math homework, if it's done?\Oh... sorry, I forgot.\Okay, I see.\Please finish it soon, the deadline is approaching.\Yes, I will. Sorry.\Let's have lunch outside.\Ishida-kun is always alone as you can see.\Everyone knows it. response:	Oh, really?
context: Oh... sorry, I forgot.\Okay, I see.\Please finish it soon, the deadline is approaching.\Yes, I will. Sorry.\Let's have lunch outside.\Ishida-kun is always alone as you can see.\Everyone knows it.\Oh, really? response:	Oh, he is looking at us as always.
context: Okay, I see.\Please finish it soon, the deadline is approaching.\Yes, I will. Sorry.\Let's have lunch outside.\Ishida-kun is always alone as you can see.\Everyone knows it.\Oh, really?\Oh, he is looking at us as always. response:	Doesn't he feel desperate, always being alone?
context: Please finish it soon, the deadline is approaching.\Yes, I will. Sorry.\Let's have lunch outside.\Ishida-kun is always alone as you can see.\Everyone knows it.\Oh, really?\Oh, he is looking at us as always.\Doesn't he feel desperate, always being alone? response:	He will be same as now, forever.
context: Yes, I will. Sorry.\Let's have lunch outside.\Ishida-kun is always alone as you can see.\Everyone knows it.\Oh, really?\Oh, he is looking at us as always.\Doesn't he feel desperate, always being alone?\He will be same as now, forever. response:	Why is he still living?
context: Let's have lunch outside.\Ishida-kun is always alone as you can see.\Everyone knows it.\Oh, really?\Oh, he is looking at us as always.\Doesn't he feel desperate, always being alone?\He will be same as now, forever.\Why is he still living? response:	H-Hi, here it is.
context: Ishida-kun is always alone as you can see.\Everyone knows it.\Oh, really?\Oh, he is looking at us as always.\Doesn't he feel desperate, always being alone?\He will be same as now, forever.\Why is he still living?\H-Hi, here it is. response:	I just bought this limited edition, and...
context: Everyone knows it.\Oh, really?\Oh, he is looking at us as always.\Doesn't he feel desperate, always being alone?\He will be same as now, forever.\Why is he still living?\H-Hi, here it is.\I just bought this limited edition, and... response:	Oops.
context: Oh, really?\Oh, he is looking at us as always.\Doesn't he feel desperate, always being alone?\He will be same as now, forever.\Why is he still living?\H-Hi, here it is.\I just bought this limited edition, and...\Oops. response:	Then I stopped being a fan of them.
context: Oh, he is looking at us as always.\Doesn't he feel desperate, always being alone?\He will be same as now, forever.\Why is he still living?\H-Hi, here it is.\I just bought this limited edition, and...\Oops.\Then I stopped being a fan of them. response:	Me too.
context: Doesn't he feel desperate, always being alone?\He will be same as now, forever.\Why is he still living?\H-Hi, here it is.\I just bought this limited edition, and...\Oops.\Then I stopped being a fan of them.\Me too. response:	That's the truth...
context: He will be same as now, forever.\Why is he still living?\H-Hi, here it is.\I just bought this limited edition, and...\Oops.\Then I stopped being a fan of them.\Me too.\That's the truth... response:	Huh?
context: Why is he still living?\H-Hi, here it is.\I just bought this limited edition, and...\Oops.\Then I stopped being a fan of them.\Me too.\That's the truth...\Huh? response:	I remember that hair.
context: H-Hi, here it is.\I just bought this limited edition, and...\Oops.\Then I stopped being a fan of them.\Me too.\That's the truth...\Huh?\I remember that hair. response:	Who is he?
context: I just bought this limited edition, and...\Oops.\Then I stopped being a fan of them.\Me too.\That's the truth...\Huh?\I remember that hair.\Who is he? response:	By the way,
context: Oops.\Then I stopped being a fan of them.\Me too.\That's the truth...\Huh?\I remember that hair.\Who is he?\By the way, response:	can I meet Nishimiya again?
context: Then I stopped being a fan of them.\Me too.\That's the truth...\Huh?\I remember that hair.\Who is he?\By the way,\can I meet Nishimiya again? response:	She said she feeds carp in the river.
context: Me too.\That's the truth...\Huh?\I remember that hair.\Who is he?\By the way,\can I meet Nishimiya again?\She said she feeds carp in the river. response:	What do I say when I meet her?
context: That's the truth...\Huh?\I remember that hair.\Who is he?\By the way,\can I meet Nishimiya again?\She said she feeds carp in the river.\What do I say when I meet her? response:	Can I just see her to apologize for what I did?
context: Huh?\I remember that hair.\Who is he?\By the way,\can I meet Nishimiya again?\She said she feeds carp in the river.\What do I say when I meet her?\Can I just see her to apologize for what I did? response:	She said she will be there every Tuesday.
context: I remember that hair.\Who is he?\By the way,\can I meet Nishimiya again?\She said she feeds carp in the river.\What do I say when I meet her?\Can I just see her to apologize for what I did?\She said she will be there every Tuesday. response:	Is it weird to visit her again?
context: Who is he?\By the way,\can I meet Nishimiya again?\She said she feeds carp in the river.\What do I say when I meet her?\Can I just see her to apologize for what I did?\She said she will be there every Tuesday.\Is it weird to visit her again? response:	I'm home.
context: By the way,\can I meet Nishimiya again?\She said she feeds carp in the river.\What do I say when I meet her?\Can I just see her to apologize for what I did?\She said she will be there every Tuesday.\Is it weird to visit her again?\I'm home. response:	Sho-chan?
context: can I meet Nishimiya again?\She said she feeds carp in the river.\What do I say when I meet her?\Can I just see her to apologize for what I did?\She said she will be there every Tuesday.\Is it weird to visit her again?\I'm home.\Sho-chan? response:	Uh!
context: She said she feeds carp in the river.\What do I say when I meet her?\Can I just see her to apologize for what I did?\She said she will be there every Tuesday.\Is it weird to visit her again?\I'm home.\Sho-chan?\Uh! response:	You startled me.
context: What do I say when I meet her?\Can I just see her to apologize for what I did?\She said she will be there every Tuesday.\Is it weird to visit her again?\I'm home.\Sho-chan?\Uh!\You startled me. response:	What?
context: Can I just see her to apologize for what I did?\She said she will be there every Tuesday.\Is it weird to visit her again?\I'm home.\Sho-chan?\Uh!\You startled me.\What? response:	I'm very sorry for what happened this morning.
context: She said she will be there every Tuesday.\Is it weird to visit her again?\I'm home.\Sho-chan?\Uh!\You startled me.\What?\I'm very sorry for what happened this morning. response:	I burned the money you worked so hard for.
context: Is it weird to visit her again?\I'm home.\Sho-chan?\Uh!\You startled me.\What?\I'm very sorry for what happened this morning.\I burned the money you worked so hard for. response:	But I don't want to use any of the money
context: I'm home.\Sho-chan?\Uh!\You startled me.\What?\I'm very sorry for what happened this morning.\I burned the money you worked so hard for.\But I don't want to use any of the money response:	you saved to die.
context: Sho-chan?\Uh!\You startled me.\What?\I'm very sorry for what happened this morning.\I burned the money you worked so hard for.\But I don't want to use any of the money\you saved to die. response:	Sorry, I'll save up again.
context: Uh!\You startled me.\What?\I'm very sorry for what happened this morning.\I burned the money you worked so hard for.\But I don't want to use any of the money\you saved to die.\Sorry, I'll save up again. response:	Thanks.
context: You startled me.\What?\I'm very sorry for what happened this morning.\I burned the money you worked so hard for.\But I don't want to use any of the money\you saved to die.\Sorry, I'll save up again.\Thanks. response:	No need to hurry this time, okay?
context: What?\I'm very sorry for what happened this morning.\I burned the money you worked so hard for.\But I don't want to use any of the money\you saved to die.\Sorry, I'll save up again.\Thanks.\No need to hurry this time, okay? response:	You are hungry, huh? Let's have dinner.
context: I'm very sorry for what happened this morning.\I burned the money you worked so hard for.\But I don't want to use any of the money\you saved to die.\Sorry, I'll save up again.\Thanks.\No need to hurry this time, okay?\You are hungry, huh? Let's have dinner. response:	Hungry!
context: I burned the money you worked so hard for.\But I don't want to use any of the money\you saved to die.\Sorry, I'll save up again.\Thanks.\No need to hurry this time, okay?\You are hungry, huh? Let's have dinner.\Hungry! response:	Tuesday.
context: But I don't want to use any of the money\you saved to die.\Sorry, I'll save up again.\Thanks.\No need to hurry this time, okay?\You are hungry, huh? Let's have dinner.\Hungry!\Tuesday. response:	Hey you, why don't you lend me your bike?
context: you saved to die.\Sorry, I'll save up again.\Thanks.\No need to hurry this time, okay?\You are hungry, huh? Let's have dinner.\Hungry!\Tuesday.\Hey you, why don't you lend me your bike? response:	Me?
context: Sorry, I'll save up again.\Thanks.\No need to hurry this time, okay?\You are hungry, huh? Let's have dinner.\Hungry!\Tuesday.\Hey you, why don't you lend me your bike?\Me? response:	Oh, the guy I remembered.
context: Thanks.\No need to hurry this time, okay?\You are hungry, huh? Let's have dinner.\Hungry!\Tuesday.\Hey you, why don't you lend me your bike?\Me?\Oh, the guy I remembered. response:	I left something behind, I want to go home to get it.
context: No need to hurry this time, okay?\You are hungry, huh? Let's have dinner.\Hungry!\Tuesday.\Hey you, why don't you lend me your bike?\Me?\Oh, the guy I remembered.\I left something behind, I want to go home to get it. response:	Huh? What do you mean?
context: You are hungry, huh? Let's have dinner.\Hungry!\Tuesday.\Hey you, why don't you lend me your bike?\Me?\Oh, the guy I remembered.\I left something behind, I want to go home to get it.\Huh? What do you mean? response:	You should use your own.
context: Hungry!\Tuesday.\Hey you, why don't you lend me your bike?\Me?\Oh, the guy I remembered.\I left something behind, I want to go home to get it.\Huh? What do you mean?\You should use your own. response:	I ask you'cause I don't have my own.
context: Tuesday.\Hey you, why don't you lend me your bike?\Me?\Oh, the guy I remembered.\I left something behind, I want to go home to get it.\Huh? What do you mean?\You should use your own.\I ask you'cause I don't have my own. response:	Stop it please.
context: Hey you, why don't you lend me your bike?\Me?\Oh, the guy I remembered.\I left something behind, I want to go home to get it.\Huh? What do you mean?\You should use your own.\I ask you'cause I don't have my own.\Stop it please. response:	Hey, don't resist.
context: Me?\Oh, the guy I remembered.\I left something behind, I want to go home to get it.\Huh? What do you mean?\You should use your own.\I ask you'cause I don't have my own.\Stop it please.\Hey, don't resist. response:	Oops. Stop it!
context: Oh, the guy I remembered.\I left something behind, I want to go home to get it.\Huh? What do you mean?\You should use your own.\I ask you'cause I don't have my own.\Stop it please.\Hey, don't resist.\Oops. Stop it! response:	Someone please help me!
context: I left something behind, I want to go home to get it.\Huh? What do you mean?\You should use your own.\I ask you'cause I don't have my own.\Stop it please.\Hey, don't resist.\Oops. Stop it!\Someone please help me! response:	Someone!
context: Huh? What do you mean?\You should use your own.\I ask you'cause I don't have my own.\Stop it please.\Hey, don't resist.\Oops. Stop it!\Someone please help me!\Someone! response:	Oh, dear.
context: You should use your own.\I ask you'cause I don't have my own.\Stop it please.\Hey, don't resist.\Oops. Stop it!\Someone please help me!\Someone!\Oh, dear. response:	Please, please help me! Help! Help!
context: I ask you'cause I don't have my own.\Stop it please.\Hey, don't resist.\Oops. Stop it!\Someone please help me!\Someone!\Oh, dear.\Please, please help me! Help! Help! response:	Shut up!
context: Stop it please.\Hey, don't resist.\Oops. Stop it!\Someone please help me!\Someone!\Oh, dear.\Please, please help me! Help! Help!\Shut up! response:	Stop resisting!
context: Hey, don't resist.\Oops. Stop it!\Someone please help me!\Someone!\Oh, dear.\Please, please help me! Help! Help!\Shut up!\Stop resisting! response:	H-Hey.
context: Oops. Stop it!\Someone please help me!\Someone!\Oh, dear.\Please, please help me! Help! Help!\Shut up!\Stop resisting!\H-Hey. response:	I-I'll lend you my own.
context: Someone please help me!\Someone!\Oh, dear.\Please, please help me! Help! Help!\Shut up!\Stop resisting!\H-Hey.\I-I'll lend you my own. response:	Really!? You are awesome!
context: Someone!\Oh, dear.\Please, please help me! Help! Help!\Shut up!\Stop resisting!\H-Hey.\I-I'll lend you my own.\Really!? You are awesome! response:	It was torn off.
context: Oh, dear.\Please, please help me! Help! Help!\Shut up!\Stop resisting!\H-Hey.\I-I'll lend you my own.\Really!? You are awesome!\It was torn off. response:	Actually, today of all days is Tuesday.
context: Please, please help me! Help! Help!\Shut up!\Stop resisting!\H-Hey.\I-I'll lend you my own.\Really!? You are awesome!\It was torn off.\Actually, today of all days is Tuesday. response:	Does that mean I should not see her again?
context: Shut up!\Stop resisting!\H-Hey.\I-I'll lend you my own.\Really!? You are awesome!\It was torn off.\Actually, today of all days is Tuesday.\Does that mean I should not see her again? response:	Of course I could still go on foot,
context: Stop resisting!\H-Hey.\I-I'll lend you my own.\Really!? You are awesome!\It was torn off.\Actually, today of all days is Tuesday.\Does that mean I should not see her again?\Of course I could still go on foot, response:	but it seems I would be well advised not to go.
context: H-Hey.\I-I'll lend you my own.\Really!? You are awesome!\It was torn off.\Actually, today of all days is Tuesday.\Does that mean I should not see her again?\Of course I could still go on foot,\but it seems I would be well advised not to go. response:	Reason.
context: I-I'll lend you my own.\Really!? You are awesome!\It was torn off.\Actually, today of all days is Tuesday.\Does that mean I should not see her again?\Of course I could still go on foot,\but it seems I would be well advised not to go.\Reason. response:	Something very smart,
context: Really!? You are awesome!\It was torn off.\Actually, today of all days is Tuesday.\Does that mean I should not see her again?\Of course I could still go on foot,\but it seems I would be well advised not to go.\Reason.\Something very smart, response:	and a natural reason to see her again.
context: It was torn off.\Actually, today of all days is Tuesday.\Does that mean I should not see her again?\Of course I could still go on foot,\but it seems I would be well advised not to go.\Reason.\Something very smart,\and a natural reason to see her again. response:	A discount coupon for freshly baked tasty bread?
context: Actually, today of all days is Tuesday.\Does that mean I should not see her again?\Of course I could still go on foot,\but it seems I would be well advised not to go.\Reason.\Something very smart,\and a natural reason to see her again.\A discount coupon for freshly baked tasty bread? response:	That's it!
context: Does that mean I should not see her again?\Of course I could still go on foot,\but it seems I would be well advised not to go.\Reason.\Something very smart,\and a natural reason to see her again.\A discount coupon for freshly baked tasty bread?\That's it! response:	Well... Is Nishimiya-san here?
context: Of course I could still go on foot,\but it seems I would be well advised not to go.\Reason.\Something very smart,\and a natural reason to see her again.\A discount coupon for freshly baked tasty bread?\That's it!\Well... Is Nishimiya-san here? response:	No, she isn't
context: but it seems I would be well advised not to go.\Reason.\Something very smart,\and a natural reason to see her again.\A discount coupon for freshly baked tasty bread?\That's it!\Well... Is Nishimiya-san here?\No, she isn't response:	She is, isn't she?
context: Reason.\Something very smart,\and a natural reason to see her again.\A discount coupon for freshly baked tasty bread?\That's it!\Well... Is Nishimiya-san here?\No, she isn't\She is, isn't she? response:	No, she isn't
context: Something very smart,\and a natural reason to see her again.\A discount coupon for freshly baked tasty bread?\That's it!\Well... Is Nishimiya-san here?\No, she isn't\She is, isn't she?\No, she isn't response:	Shoko Nishimiya isn't here.
context: and a natural reason to see her again.\A discount coupon for freshly baked tasty bread?\That's it!\Well... Is Nishimiya-san here?\No, she isn't\She is, isn't she?\No, she isn't\Shoko Nishimiya isn't here. response:	Sorry but,
context: A discount coupon for freshly baked tasty bread?\That's it!\Well... Is Nishimiya-san here?\No, she isn't\She is, isn't she?\No, she isn't\Shoko Nishimiya isn't here.\Sorry but, response:	are you really a friend of Shoko?
context: That's it!\Well... Is Nishimiya-san here?\No, she isn't\She is, isn't she?\No, she isn't\Shoko Nishimiya isn't here.\Sorry but,\are you really a friend of Shoko? response:	Bye.
context: Well... Is Nishimiya-san here?\No, she isn't\She is, isn't she?\No, she isn't\Shoko Nishimiya isn't here.\Sorry but,\are you really a friend of Shoko?\Bye. response:	Nothing.
context: No, she isn't\She is, isn't she?\No, she isn't\Shoko Nishimiya isn't here.\Sorry but,\are you really a friend of Shoko?\Bye.\Nothing. response:	I found a rat.
context: She is, isn't she?\No, she isn't\Shoko Nishimiya isn't here.\Sorry but,\are you really a friend of Shoko?\Bye.\Nothing.\I found a rat. response:	A big creepy one.
context: No, she isn't\Shoko Nishimiya isn't here.\Sorry but,\are you really a friend of Shoko?\Bye.\Nothing.\I found a rat.\A big creepy one. response:	Don't be afraid. It won't come again.
context: Shoko Nishimiya isn't here.\Sorry but,\are you really a friend of Shoko?\Bye.\Nothing.\I found a rat.\A big creepy one.\Don't be afraid. It won't come again. response:	Friend...
context: Sorry but,\are you really a friend of Shoko?\Bye.\Nothing.\I found a rat.\A big creepy one.\Don't be afraid. It won't come again.\Friend... response:	Huh?
context: are you really a friend of Shoko?\Bye.\Nothing.\I found a rat.\A big creepy one.\Don't be afraid. It won't come again.\Friend...\Huh? response:	Why... is he here?
context: Bye.\Nothing.\I found a rat.\A big creepy one.\Don't be afraid. It won't come again.\Friend...\Huh?\Why... is he here? response:	Oh, it's him!
context: Nothing.\I found a rat.\A big creepy one.\Don't be afraid. It won't come again.\Friend...\Huh?\Why... is he here?\Oh, it's him! response:	Ishida-kun!
context: I found a rat.\A big creepy one.\Don't be afraid. It won't come again.\Friend...\Huh?\Why... is he here?\Oh, it's him!\Ishida-kun! response:	Look! Look!
context: A big creepy one.\Don't be afraid. It won't come again.\Friend...\Huh?\Why... is he here?\Oh, it's him!\Ishida-kun!\Look! Look! response:	The bike! It's yours, isn't it?
context: Don't be afraid. It won't come again.\Friend...\Huh?\Why... is he here?\Oh, it's him!\Ishida-kun!\Look! Look!\The bike! It's yours, isn't it? response:	Good timing!
context: Friend...\Huh?\Why... is he here?\Oh, it's him!\Ishida-kun!\Look! Look!\The bike! It's yours, isn't it?\Good timing! response:	Huh, it was so lucky that your address was written on the bike.
context: Huh?\Why... is he here?\Oh, it's him!\Ishida-kun!\Look! Look!\The bike! It's yours, isn't it?\Good timing!\Huh, it was so lucky that your address was written on the bike. response:	Where... Where was the bike?
context: Why... is he here?\Oh, it's him!\Ishida-kun!\Look! Look!\The bike! It's yours, isn't it?\Good timing!\Huh, it was so lucky that your address was written on the bike.\Where... Where was the bike? response:	It was abandoned in a rice paddy field!
context: Oh, it's him!\Ishida-kun!\Look! Look!\The bike! It's yours, isn't it?\Good timing!\Huh, it was so lucky that your address was written on the bike.\Where... Where was the bike?\It was abandoned in a rice paddy field! response:	I looked for it everywhere!
context: Ishida-kun!\Look! Look!\The bike! It's yours, isn't it?\Good timing!\Huh, it was so lucky that your address was written on the bike.\Where... Where was the bike?\It was abandoned in a rice paddy field!\I looked for it everywhere! response:	I'm glad I got it back to you!
context: Look! Look!\The bike! It's yours, isn't it?\Good timing!\Huh, it was so lucky that your address was written on the bike.\Where... Where was the bike?\It was abandoned in a rice paddy field!\I looked for it everywhere!\I'm glad I got it back to you! response:	Is something wrong, Ishida-kun?
context: The bike! It's yours, isn't it?\Good timing!\Huh, it was so lucky that your address was written on the bike.\Where... Where was the bike?\It was abandoned in a rice paddy field!\I looked for it everywhere!\I'm glad I got it back to you!\Is something wrong, Ishida-kun? response:	H-Hey
context: Good timing!\Huh, it was so lucky that your address was written on the bike.\Where... Where was the bike?\It was abandoned in a rice paddy field!\I looked for it everywhere!\I'm glad I got it back to you!\Is something wrong, Ishida-kun?\H-Hey response:	Well...
context: Huh, it was so lucky that your address was written on the bike.\Where... Where was the bike?\It was abandoned in a rice paddy field!\I looked for it everywhere!\I'm glad I got it back to you!\Is something wrong, Ishida-kun?\H-Hey\Well... response:	Your name?
context: Where... Where was the bike?\It was abandoned in a rice paddy field!\I looked for it everywhere!\I'm glad I got it back to you!\Is something wrong, Ishida-kun?\H-Hey\Well...\Your name? response:	Oops! I'm Nagatsuka!
context: It was abandoned in a rice paddy field!\I looked for it everywhere!\I'm glad I got it back to you!\Is something wrong, Ishida-kun?\H-Hey\Well...\Your name?\Oops! I'm Nagatsuka! response:	I am sitting just behind you in class.
context: I looked for it everywhere!\I'm glad I got it back to you!\Is something wrong, Ishida-kun?\H-Hey\Well...\Your name?\Oops! I'm Nagatsuka!\I am sitting just behind you in class. response:	Oh, I see.
context: I'm glad I got it back to you!\Is something wrong, Ishida-kun?\H-Hey\Well...\Your name?\Oops! I'm Nagatsuka!\I am sitting just behind you in class.\Oh, I see. response:	Don't you want to eat some bread?
context: Is something wrong, Ishida-kun?\H-Hey\Well...\Your name?\Oops! I'm Nagatsuka!\I am sitting just behind you in class.\Oh, I see.\Don't you want to eat some bread? response:	It's so good, Nagatsuka-kun.
context: H-Hey\Well...\Your name?\Oops! I'm Nagatsuka!\I am sitting just behind you in class.\Oh, I see.\Don't you want to eat some bread?\It's so good, Nagatsuka-kun. response:	Ishida-kun.
context: Well...\Your name?\Oops! I'm Nagatsuka!\I am sitting just behind you in class.\Oh, I see.\Don't you want to eat some bread?\It's so good, Nagatsuka-kun.\Ishida-kun. response:	Ishida-kun!
context: Your name?\Oops! I'm Nagatsuka!\I am sitting just behind you in class.\Oh, I see.\Don't you want to eat some bread?\It's so good, Nagatsuka-kun.\Ishida-kun.\Ishida-kun! response:	Good morning!
