context: Sorry, but they suddenly response:	asked me to help out at
context: Yano hasn't looked at me once today.\Is it just my imagination?\It... isn't my imagination!\Yano!\Come on!\What's he so mad about?\Yano!\Takahashi. response:	Hey, that's stupid. Get up.
context: Is it just my imagination?\It... isn't my imagination!\Yano!\Come on!\What's he so mad about?\Yano!\Takahashi.\Hey, that's stupid. Get up. response:	Takahashi.
context: It... isn't my imagination!\Yano!\Come on!\What's he so mad about?\Yano!\Takahashi.\Hey, that's stupid. Get up.\Takahashi. response:	Yano?
context: Yano!\Come on!\What's he so mad about?\Yano!\Takahashi.\Hey, that's stupid. Get up.\Takahashi.\Yano? response:	Don't screw around like that.
context: Come on!\What's he so mad about?\Yano!\Takahashi.\Hey, that's stupid. Get up.\Takahashi.\Yano?\Don't screw around like that. response:	It was obviously a joke...
context: What's he so mad about?\Yano!\Takahashi.\Hey, that's stupid. Get up.\Takahashi.\Yano?\Don't screw around like that.\It was obviously a joke... response:	You're so mean...
context: Yano!\Takahashi.\Hey, that's stupid. Get up.\Takahashi.\Yano?\Don't screw around like that.\It was obviously a joke...\You're so mean... response:	I still might not have fully understood Yano at that time...
context: Takahashi.\Hey, that's stupid. Get up.\Takahashi.\Yano?\Don't screw around like that.\It was obviously a joke...\You're so mean...\I still might not have fully understood Yano at that time... response:	Yano!
context: Hey, that's stupid. Get up.\Takahashi.\Yano?\Don't screw around like that.\It was obviously a joke...\You're so mean...\I still might not have fully understood Yano at that time...\Yano! response:	Yano!
context: Takahashi.\Yano?\Don't screw around like that.\It was obviously a joke...\You're so mean...\I still might not have fully understood Yano at that time...\Yano!\Yano! response:	There's your Christmas present, you bastard!
context: Yano?\Don't screw around like that.\It was obviously a joke...\You're so mean...\I still might not have fully understood Yano at that time...\Yano!\Yano!\There's your Christmas present, you bastard! response:	I'm sorry...
context: Don't screw around like that.\It was obviously a joke...\You're so mean...\I still might not have fully understood Yano at that time...\Yano!\Yano!\There's your Christmas present, you bastard!\I'm sorry... response:	I didn't do it out of spite...
context: It was obviously a joke...\You're so mean...\I still might not have fully understood Yano at that time...\Yano!\Yano!\There's your Christmas present, you bastard!\I'm sorry...\I didn't do it out of spite... response:	It's okay. Because you're still alive.
context: You're so mean...\I still might not have fully understood Yano at that time...\Yano!\Yano!\There's your Christmas present, you bastard!\I'm sorry...\I didn't do it out of spite...\It's okay. Because you're still alive. response:	It can be really painful at times...
context: I still might not have fully understood Yano at that time...\Yano!\Yano!\There's your Christmas present, you bastard!\I'm sorry...\I didn't do it out of spite...\It's okay. Because you're still alive.\It can be really painful at times... response:	What could it be?
context: Yano!\Yano!\There's your Christmas present, you bastard!\I'm sorry...\I didn't do it out of spite...\It's okay. Because you're still alive.\It can be really painful at times...\What could it be? response:	Umm, I had a really hard time deciding.
context: Yano!\There's your Christmas present, you bastard!\I'm sorry...\I didn't do it out of spite...\It's okay. Because you're still alive.\It can be really painful at times...\What could it be?\Umm, I had a really hard time deciding. response:	Ah, it's a cap.
context: There's your Christmas present, you bastard!\I'm sorry...\I didn't do it out of spite...\It's okay. Because you're still alive.\It can be really painful at times...\What could it be?\Umm, I had a really hard time deciding.\Ah, it's a cap. response:	W-What do you think?
context: I'm sorry...\I didn't do it out of spite...\It's okay. Because you're still alive.\It can be really painful at times...\What could it be?\Umm, I had a really hard time deciding.\Ah, it's a cap.\W-What do you think? response:	You said you liked hats, and I didn't think you had one with a fuzzy ball on top...
context: I didn't do it out of spite...\It's okay. Because you're still alive.\It can be really painful at times...\What could it be?\Umm, I had a really hard time deciding.\Ah, it's a cap.\W-What do you think?\You said you liked hats, and I didn't think you had one with a fuzzy ball on top... response:	And I had a really hard time picking the colors...
context: It's okay. Because you're still alive.\It can be really painful at times...\What could it be?\Umm, I had a really hard time deciding.\Ah, it's a cap.\W-What do you think?\You said you liked hats, and I didn't think you had one with a fuzzy ball on top...\And I had a really hard time picking the colors... response:	Why would I?
context: It can be really painful at times...\What could it be?\Umm, I had a really hard time deciding.\Ah, it's a cap.\W-What do you think?\You said you liked hats, and I didn't think you had one with a fuzzy ball on top...\And I had a really hard time picking the colors...\Why would I? response:	Don't you think it suits me?
context: What could it be?\Umm, I had a really hard time deciding.\Ah, it's a cap.\W-What do you think?\You said you liked hats, and I didn't think you had one with a fuzzy ball on top...\And I had a really hard time picking the colors...\Why would I?\Don't you think it suits me? response:	It does!
context: Umm, I had a really hard time deciding.\Ah, it's a cap.\W-What do you think?\You said you liked hats, and I didn't think you had one with a fuzzy ball on top...\And I had a really hard time picking the colors...\Why would I?\Don't you think it suits me?\It does! response:	Incredibly...
context: Ah, it's a cap.\W-What do you think?\You said you liked hats, and I didn't think you had one with a fuzzy ball on top...\And I had a really hard time picking the colors...\Why would I?\Don't you think it suits me?\It does!\Incredibly... response:	Then it's fine.
context: W-What do you think?\You said you liked hats, and I didn't think you had one with a fuzzy ball on top...\And I had a really hard time picking the colors...\Why would I?\Don't you think it suits me?\It does!\Incredibly...\Then it's fine. response:	Thank you.
context: You said you liked hats, and I didn't think you had one with a fuzzy ball on top...\And I had a really hard time picking the colors...\Why would I?\Don't you think it suits me?\It does!\Incredibly...\Then it's fine.\Thank you. response:	Here's mine, too.
context: And I had a really hard time picking the colors...\Why would I?\Don't you think it suits me?\It does!\Incredibly...\Then it's fine.\Thank you.\Here's mine, too. response:	I guess I'll be drinking nothing but fruit milk for a while myself.
context: Why would I?\Don't you think it suits me?\It does!\Incredibly...\Then it's fine.\Thank you.\Here's mine, too.\I guess I'll be drinking nothing but fruit milk for a while myself. response:	You're crying? Doofus.
context: Don't you think it suits me?\It does!\Incredibly...\Then it's fine.\Thank you.\Here's mine, too.\I guess I'll be drinking nothing but fruit milk for a while myself.\You're crying? Doofus. response:	It's just that...
context: It does!\Incredibly...\Then it's fine.\Thank you.\Here's mine, too.\I guess I'll be drinking nothing but fruit milk for a while myself.\You're crying? Doofus.\It's just that... response:	Everything and anything moves you, doesn't it?
context: Incredibly...\Then it's fine.\Thank you.\Here's mine, too.\I guess I'll be drinking nothing but fruit milk for a while myself.\You're crying? Doofus.\It's just that...\Everything and anything moves you, doesn't it? response:	Yeah.
context: Then it's fine.\Thank you.\Here's mine, too.\I guess I'll be drinking nothing but fruit milk for a while myself.\You're crying? Doofus.\It's just that...\Everything and anything moves you, doesn't it?\Yeah. response:	People are always telling me to only cry when I'm sad.
context: Thank you.\Here's mine, too.\I guess I'll be drinking nothing but fruit milk for a while myself.\You're crying? Doofus.\It's just that...\Everything and anything moves you, doesn't it?\Yeah.\People are always telling me to only cry when I'm sad. response:	If you have to cry, then I think tears of happiness are a lot better than tears of sadness.
context: Here's mine, too.\I guess I'll be drinking nothing but fruit milk for a while myself.\You're crying? Doofus.\It's just that...\Everything and anything moves you, doesn't it?\Yeah.\People are always telling me to only cry when I'm sad.\If you have to cry, then I think tears of happiness are a lot better than tears of sadness. response:	Ever since I met Yano, I've felt that my tears have gotten so much more fragile.
context: I guess I'll be drinking nothing but fruit milk for a while myself.\You're crying? Doofus.\It's just that...\Everything and anything moves you, doesn't it?\Yeah.\People are always telling me to only cry when I'm sad.\If you have to cry, then I think tears of happiness are a lot better than tears of sadness.\Ever since I met Yano, I've felt that my tears have gotten so much more fragile. response:	Ah! I left my Math book in my locker!
context: You're crying? Doofus.\It's just that...\Everything and anything moves you, doesn't it?\Yeah.\People are always telling me to only cry when I'm sad.\If you have to cry, then I think tears of happiness are a lot better than tears of sadness.\Ever since I met Yano, I've felt that my tears have gotten so much more fragile.\Ah! I left my Math book in my locker! response:	Huh? Let's go back and get it.
context: It's just that...\Everything and anything moves you, doesn't it?\Yeah.\People are always telling me to only cry when I'm sad.\If you have to cry, then I think tears of happiness are a lot better than tears of sadness.\Ever since I met Yano, I've felt that my tears have gotten so much more fragile.\Ah! I left my Math book in my locker!\Huh? Let's go back and get it. response:	It's such a pain...
context: Everything and anything moves you, doesn't it?\Yeah.\People are always telling me to only cry when I'm sad.\If you have to cry, then I think tears of happiness are a lot better than tears of sadness.\Ever since I met Yano, I've felt that my tears have gotten so much more fragile.\Ah! I left my Math book in my locker!\Huh? Let's go back and get it.\It's such a pain... response:	Don't say that. We were assigned a ton of homework.
context: Yeah.\People are always telling me to only cry when I'm sad.\If you have to cry, then I think tears of happiness are a lot better than tears of sadness.\Ever since I met Yano, I've felt that my tears have gotten so much more fragile.\Ah! I left my Math book in my locker!\Huh? Let's go back and get it.\It's such a pain...\Don't say that. We were assigned a ton of homework. response:	Ah, I'm going to the girl's room for a second, okay?
context: People are always telling me to only cry when I'm sad.\If you have to cry, then I think tears of happiness are a lot better than tears of sadness.\Ever since I met Yano, I've felt that my tears have gotten so much more fragile.\Ah! I left my Math book in my locker!\Huh? Let's go back and get it.\It's such a pain...\Don't say that. We were assigned a ton of homework.\Ah, I'm going to the girl's room for a second, okay? response:	Yep.
context: If you have to cry, then I think tears of happiness are a lot better than tears of sadness.\Ever since I met Yano, I've felt that my tears have gotten so much more fragile.\Ah! I left my Math book in my locker!\Huh? Let's go back and get it.\It's such a pain...\Don't say that. We were assigned a ton of homework.\Ah, I'm going to the girl's room for a second, okay?\Yep. response:	For when I fell down the stairs the other day...
context: Ever since I met Yano, I've felt that my tears have gotten so much more fragile.\Ah! I left my Math book in my locker!\Huh? Let's go back and get it.\It's such a pain...\Don't say that. We were assigned a ton of homework.\Ah, I'm going to the girl's room for a second, okay?\Yep.\For when I fell down the stairs the other day... response:	Thank you.
context: Ah! I left my Math book in my locker!\Huh? Let's go back and get it.\It's such a pain...\Don't say that. We were assigned a ton of homework.\Ah, I'm going to the girl's room for a second, okay?\Yep.\For when I fell down the stairs the other day...\Thank you. response:	Y-Yeah.
context: Huh? Let's go back and get it.\It's such a pain...\Don't say that. We were assigned a ton of homework.\Ah, I'm going to the girl's room for a second, okay?\Yep.\For when I fell down the stairs the other day...\Thank you.\Y-Yeah. response:	But don't save me ever again.
context: It's such a pain...\Don't say that. We were assigned a ton of homework.\Ah, I'm going to the girl's room for a second, okay?\Yep.\For when I fell down the stairs the other day...\Thank you.\Y-Yeah.\But don't save me ever again. response:	I don't want to owe you anything.
context: Don't say that. We were assigned a ton of homework.\Ah, I'm going to the girl's room for a second, okay?\Yep.\For when I fell down the stairs the other day...\Thank you.\Y-Yeah.\But don't save me ever again.\I don't want to owe you anything. response:	If you hate me that much, we shouldn't have even gotten to know each other to begin with.
context: Ah, I'm going to the girl's room for a second, okay?\Yep.\For when I fell down the stairs the other day...\Thank you.\Y-Yeah.\But don't save me ever again.\I don't want to owe you anything.\If you hate me that much, we shouldn't have even gotten to know each other to begin with. response:	You only used me to get revenge on my sister, anyway.
context: Yep.\For when I fell down the stairs the other day...\Thank you.\Y-Yeah.\But don't save me ever again.\I don't want to owe you anything.\If you hate me that much, we shouldn't have even gotten to know each other to begin with.\You only used me to get revenge on my sister, anyway. response:	Revenge?
context: For when I fell down the stairs the other day...\Thank you.\Y-Yeah.\But don't save me ever again.\I don't want to owe you anything.\If you hate me that much, we shouldn't have even gotten to know each other to begin with.\You only used me to get revenge on my sister, anyway.\Revenge? response:	That wouldn't mean anything, and I'd have no reason to do that.
context: Thank you.\Y-Yeah.\But don't save me ever again.\I don't want to owe you anything.\If you hate me that much, we shouldn't have even gotten to know each other to begin with.\You only used me to get revenge on my sister, anyway.\Revenge?\That wouldn't mean anything, and I'd have no reason to do that. response:	Don't go giving everything a hidden meaning.
context: Y-Yeah.\But don't save me ever again.\I don't want to owe you anything.\If you hate me that much, we shouldn't have even gotten to know each other to begin with.\You only used me to get revenge on my sister, anyway.\Revenge?\That wouldn't mean anything, and I'd have no reason to do that.\Don't go giving everything a hidden meaning. response:	Then, why did you cry back then?
context: But don't save me ever again.\I don't want to owe you anything.\If you hate me that much, we shouldn't have even gotten to know each other to begin with.\You only used me to get revenge on my sister, anyway.\Revenge?\That wouldn't mean anything, and I'd have no reason to do that.\Don't go giving everything a hidden meaning.\Then, why did you cry back then? response:	Why did you cry that time?
context: I don't want to owe you anything.\If you hate me that much, we shouldn't have even gotten to know each other to begin with.\You only used me to get revenge on my sister, anyway.\Revenge?\That wouldn't mean anything, and I'd have no reason to do that.\Don't go giving everything a hidden meaning.\Then, why did you cry back then?\Why did you cry that time? response:	Yano!
context: If you hate me that much, we shouldn't have even gotten to know each other to begin with.\You only used me to get revenge on my sister, anyway.\Revenge?\That wouldn't mean anything, and I'd have no reason to do that.\Don't go giving everything a hidden meaning.\Then, why did you cry back then?\Why did you cry that time?\Yano! response:	Cry?
context: You only used me to get revenge on my sister, anyway.\Revenge?\That wouldn't mean anything, and I'd have no reason to do that.\Don't go giving everything a hidden meaning.\Then, why did you cry back then?\Why did you cry that time?\Yano!\Cry? response:	Yano cried?
context: Revenge?\That wouldn't mean anything, and I'd have no reason to do that.\Don't go giving everything a hidden meaning.\Then, why did you cry back then?\Why did you cry that time?\Yano!\Cry?\Yano cried? response:	Has something like that ever really happened?
context: That wouldn't mean anything, and I'd have no reason to do that.\Don't go giving everything a hidden meaning.\Then, why did you cry back then?\Why did you cry that time?\Yano!\Cry?\Yano cried?\Has something like that ever really happened? response:	Then, why did you cry back then?
context: Don't go giving everything a hidden meaning.\Then, why did you cry back then?\Why did you cry that time?\Yano!\Cry?\Yano cried?\Has something like that ever really happened?\Then, why did you cry back then? response:	When did this happen?
context: Then, why did you cry back then?\Why did you cry that time?\Yano!\Cry?\Yano cried?\Has something like that ever really happened?\Then, why did you cry back then?\When did this happen? response:	And in front of Yamamoto-san...
context: Why did you cry that time?\Yano!\Cry?\Yano cried?\Has something like that ever really happened?\Then, why did you cry back then?\When did this happen?\And in front of Yamamoto-san... response:	What could make that happen...?
context: Yano!\Cry?\Yano cried?\Has something like that ever really happened?\Then, why did you cry back then?\When did this happen?\And in front of Yamamoto-san...\What could make that happen...? response:	Sorry for making you listen to my problems again.
context: Cry?\Yano cried?\Has something like that ever really happened?\Then, why did you cry back then?\When did this happen?\And in front of Yamamoto-san...\What could make that happen...?\Sorry for making you listen to my problems again. response:	And we're on winter break, too...
context: Yano cried?\Has something like that ever really happened?\Then, why did you cry back then?\When did this happen?\And in front of Yamamoto-san...\What could make that happen...?\Sorry for making you listen to my problems again.\And we're on winter break, too... response:	It's okay. I was wondering what was up.
context: Has something like that ever really happened?\Then, why did you cry back then?\When did this happen?\And in front of Yamamoto-san...\What could make that happen...?\Sorry for making you listen to my problems again.\And we're on winter break, too...\It's okay. I was wondering what was up. response:	Speaking honestly for a sec, I... can't really believe it.
context: Then, why did you cry back then?\When did this happen?\And in front of Yamamoto-san...\What could make that happen...?\Sorry for making you listen to my problems again.\And we're on winter break, too...\It's okay. I was wondering what was up.\Speaking honestly for a sec, I... can't really believe it. response:	That he actually cried.
context: When did this happen?\And in front of Yamamoto-san...\What could make that happen...?\Sorry for making you listen to my problems again.\And we're on winter break, too...\It's okay. I was wondering what was up.\Speaking honestly for a sec, I... can't really believe it.\That he actually cried. response:	I've known him almost my whole life, but I've never seen him cry or show his soft side.
context: And in front of Yamamoto-san...\What could make that happen...?\Sorry for making you listen to my problems again.\And we're on winter break, too...\It's okay. I was wondering what was up.\Speaking honestly for a sec, I... can't really believe it.\That he actually cried.\I've known him almost my whole life, but I've never seen him cry or show his soft side. response:	Yeah, you told me that before, didn't you?
context: What could make that happen...?\Sorry for making you listen to my problems again.\And we're on winter break, too...\It's okay. I was wondering what was up.\Speaking honestly for a sec, I... can't really believe it.\That he actually cried.\I've known him almost my whole life, but I've never seen him cry or show his soft side.\Yeah, you told me that before, didn't you? response:	Well, I guess it's because he's human.
context: Sorry for making you listen to my problems again.\And we're on winter break, too...\It's okay. I was wondering what was up.\Speaking honestly for a sec, I... can't really believe it.\That he actually cried.\I've known him almost my whole life, but I've never seen him cry or show his soft side.\Yeah, you told me that before, didn't you?\Well, I guess it's because he's human. response:	Everyone can always do that when nobody else is around...
context: And we're on winter break, too...\It's okay. I was wondering what was up.\Speaking honestly for a sec, I... can't really believe it.\That he actually cried.\I've known him almost my whole life, but I've never seen him cry or show his soft side.\Yeah, you told me that before, didn't you?\Well, I guess it's because he's human.\Everyone can always do that when nobody else is around... response:	You can understand, right?
context: It's okay. I was wondering what was up.\Speaking honestly for a sec, I... can't really believe it.\That he actually cried.\I've known him almost my whole life, but I've never seen him cry or show his soft side.\Yeah, you told me that before, didn't you?\Well, I guess it's because he's human.\Everyone can always do that when nobody else is around...\You can understand, right? response:	Yeah.
context: Speaking honestly for a sec, I... can't really believe it.\That he actually cried.\I've known him almost my whole life, but I've never seen him cry or show his soft side.\Yeah, you told me that before, didn't you?\Well, I guess it's because he's human.\Everyone can always do that when nobody else is around...\You can understand, right?\Yeah. response:	Umm... did something happen between Yamamoto-san and Yano in middle school?
context: That he actually cried.\I've known him almost my whole life, but I've never seen him cry or show his soft side.\Yeah, you told me that before, didn't you?\Well, I guess it's because he's human.\Everyone can always do that when nobody else is around...\You can understand, right?\Yeah.\Umm... did something happen between Yamamoto-san and Yano in middle school? response:	Sometimes, I think there's something strange between them.
context: I've known him almost my whole life, but I've never seen him cry or show his soft side.\Yeah, you told me that before, didn't you?\Well, I guess it's because he's human.\Everyone can always do that when nobody else is around...\You can understand, right?\Yeah.\Umm... did something happen between Yamamoto-san and Yano in middle school?\Sometimes, I think there's something strange between them. response:	Not really. Nothing unusual, at least.
context: Yeah, you told me that before, didn't you?\Well, I guess it's because he's human.\Everyone can always do that when nobody else is around...\You can understand, right?\Yeah.\Umm... did something happen between Yamamoto-san and Yano in middle school?\Sometimes, I think there's something strange between them.\Not really. Nothing unusual, at least. response:	Yamamoto was like that back then, too.
context: Well, I guess it's because he's human.\Everyone can always do that when nobody else is around...\You can understand, right?\Yeah.\Umm... did something happen between Yamamoto-san and Yano in middle school?\Sometimes, I think there's something strange between them.\Not really. Nothing unusual, at least.\Yamamoto was like that back then, too. response:	If they seem kind of awkward to you, then isn't it just because...
context: Everyone can always do that when nobody else is around...\You can understand, right?\Yeah.\Umm... did something happen between Yamamoto-san and Yano in middle school?\Sometimes, I think there's something strange between them.\Not really. Nothing unusual, at least.\Yamamoto was like that back then, too.\If they seem kind of awkward to you, then isn't it just because... response:	I wonder why Nana-san was in that car with her ex...
context: You can understand, right?\Yeah.\Umm... did something happen between Yamamoto-san and Yano in middle school?\Sometimes, I think there's something strange between them.\Not really. Nothing unusual, at least.\Yamamoto was like that back then, too.\If they seem kind of awkward to you, then isn't it just because...\I wonder why Nana-san was in that car with her ex... response:	I wonder why she did something like that to betray Yano...
context: Yeah.\Umm... did something happen between Yamamoto-san and Yano in middle school?\Sometimes, I think there's something strange between them.\Not really. Nothing unusual, at least.\Yamamoto was like that back then, too.\If they seem kind of awkward to you, then isn't it just because...\I wonder why Nana-san was in that car with her ex...\I wonder why she did something like that to betray Yano... response:	Was her ex really that charming?
context: Umm... did something happen between Yamamoto-san and Yano in middle school?\Sometimes, I think there's something strange between them.\Not really. Nothing unusual, at least.\Yamamoto was like that back then, too.\If they seem kind of awkward to you, then isn't it just because...\I wonder why Nana-san was in that car with her ex...\I wonder why she did something like that to betray Yano...\Was her ex really that charming? response:	No way.
context: Sometimes, I think there's something strange between them.\Not really. Nothing unusual, at least.\Yamamoto was like that back then, too.\If they seem kind of awkward to you, then isn't it just because...\I wonder why Nana-san was in that car with her ex...\I wonder why she did something like that to betray Yano...\Was her ex really that charming?\No way. response:	He was the worst.
context: Not really. Nothing unusual, at least.\Yamamoto was like that back then, too.\If they seem kind of awkward to you, then isn't it just because...\I wonder why Nana-san was in that car with her ex...\I wonder why she did something like that to betray Yano...\Was her ex really that charming?\No way.\He was the worst. response:	Everyone was always asking why she was going out with a bum like him.
context: Yamamoto was like that back then, too.\If they seem kind of awkward to you, then isn't it just because...\I wonder why Nana-san was in that car with her ex...\I wonder why she did something like that to betray Yano...\Was her ex really that charming?\No way.\He was the worst.\Everyone was always asking why she was going out with a bum like him. response:	She was always bruised all over.
context: If they seem kind of awkward to you, then isn't it just because...\I wonder why Nana-san was in that car with her ex...\I wonder why she did something like that to betray Yano...\Was her ex really that charming?\No way.\He was the worst.\Everyone was always asking why she was going out with a bum like him.\She was always bruised all over. response:	Bruised?
context: I wonder why Nana-san was in that car with her ex...\I wonder why she did something like that to betray Yano...\Was her ex really that charming?\No way.\He was the worst.\Everyone was always asking why she was going out with a bum like him.\She was always bruised all over.\Bruised? response:	Why would she stay with someone like him?
context: I wonder why she did something like that to betray Yano...\Was her ex really that charming?\No way.\He was the worst.\Everyone was always asking why she was going out with a bum like him.\She was always bruised all over.\Bruised?\Why would she stay with someone like him? response:	People also always asked Yano, Why are you with someone as stupid as that?
context: Was her ex really that charming?\No way.\He was the worst.\Everyone was always asking why she was going out with a bum like him.\She was always bruised all over.\Bruised?\Why would she stay with someone like him?\People also always asked Yano, Why are you with someone as stupid as that? response:	That's just what love is.
context: No way.\He was the worst.\Everyone was always asking why she was going out with a bum like him.\She was always bruised all over.\Bruised?\Why would she stay with someone like him?\People also always asked Yano, Why are you with someone as stupid as that?\That's just what love is. response:	I guess...
context: He was the worst.\Everyone was always asking why she was going out with a bum like him.\She was always bruised all over.\Bruised?\Why would she stay with someone like him?\People also always asked Yano, Why are you with someone as stupid as that?\That's just what love is.\I guess... response:	It's something only those in the relationship could know.
context: Everyone was always asking why she was going out with a bum like him.\She was always bruised all over.\Bruised?\Why would she stay with someone like him?\People also always asked Yano, Why are you with someone as stupid as that?\That's just what love is.\I guess...\It's something only those in the relationship could know. response:	Thanks.
context: She was always bruised all over.\Bruised?\Why would she stay with someone like him?\People also always asked Yano, Why are you with someone as stupid as that?\That's just what love is.\I guess...\It's something only those in the relationship could know.\Thanks. response:	Sorry for calling you out when it's so cold.
context: Bruised?\Why would she stay with someone like him?\People also always asked Yano, Why are you with someone as stupid as that?\That's just what love is.\I guess...\It's something only those in the relationship could know.\Thanks.\Sorry for calling you out when it's so cold. response:	Yano and I must really seem like such a stupid couple, too, huh?
context: Why would she stay with someone like him?\People also always asked Yano, Why are you with someone as stupid as that?\That's just what love is.\I guess...\It's something only those in the relationship could know.\Thanks.\Sorry for calling you out when it's so cold.\Yano and I must really seem like such a stupid couple, too, huh? response:	Getting everyone involved like this and working ourselves up over every little thing.
context: People also always asked Yano, Why are you with someone as stupid as that?\That's just what love is.\I guess...\It's something only those in the relationship could know.\Thanks.\Sorry for calling you out when it's so cold.\Yano and I must really seem like such a stupid couple, too, huh?\Getting everyone involved like this and working ourselves up over every little thing. response:	Not at all. I think any couple that isn't stupid isn't a real couple anyway.
context: That's just what love is.\I guess...\It's something only those in the relationship could know.\Thanks.\Sorry for calling you out when it's so cold.\Yano and I must really seem like such a stupid couple, too, huh?\Getting everyone involved like this and working ourselves up over every little thing.\Not at all. I think any couple that isn't stupid isn't a real couple anyway. response:	Takeuchi-kun, when those two first started going out...
context: I guess...\It's something only those in the relationship could know.\Thanks.\Sorry for calling you out when it's so cold.\Yano and I must really seem like such a stupid couple, too, huh?\Getting everyone involved like this and working ourselves up over every little thing.\Not at all. I think any couple that isn't stupid isn't a real couple anyway.\Takeuchi-kun, when those two first started going out... response:	Yeah.
context: It's something only those in the relationship could know.\Thanks.\Sorry for calling you out when it's so cold.\Yano and I must really seem like such a stupid couple, too, huh?\Getting everyone involved like this and working ourselves up over every little thing.\Not at all. I think any couple that isn't stupid isn't a real couple anyway.\Takeuchi-kun, when those two first started going out...\Yeah. response:	It pissed me off... they were so dumb and stupid that I couldn't take my eyes off them.
context: Thanks.\Sorry for calling you out when it's so cold.\Yano and I must really seem like such a stupid couple, too, huh?\Getting everyone involved like this and working ourselves up over every little thing.\Not at all. I think any couple that isn't stupid isn't a real couple anyway.\Takeuchi-kun, when those two first started going out...\Yeah.\It pissed me off... they were so dumb and stupid that I couldn't take my eyes off them. response:	Ever since the beginning.
context: Sorry for calling you out when it's so cold.\Yano and I must really seem like such a stupid couple, too, huh?\Getting everyone involved like this and working ourselves up over every little thing.\Not at all. I think any couple that isn't stupid isn't a real couple anyway.\Takeuchi-kun, when those two first started going out...\Yeah.\It pissed me off... they were so dumb and stupid that I couldn't take my eyes off them.\Ever since the beginning. response:	Murai
context: Yano and I must really seem like such a stupid couple, too, huh?\Getting everyone involved like this and working ourselves up over every little thing.\Not at all. I think any couple that isn't stupid isn't a real couple anyway.\Takeuchi-kun, when those two first started going out...\Yeah.\It pissed me off... they were so dumb and stupid that I couldn't take my eyes off them.\Ever since the beginning.\Murai response:	Hasahiba
context: Getting everyone involved like this and working ourselves up over every little thing.\Not at all. I think any couple that isn't stupid isn't a real couple anyway.\Takeuchi-kun, when those two first started going out...\Yeah.\It pissed me off... they were so dumb and stupid that I couldn't take my eyes off them.\Ever since the beginning.\Murai\Hasahiba response:	Tahara
context: Not at all. I think any couple that isn't stupid isn't a real couple anyway.\Takeuchi-kun, when those two first started going out...\Yeah.\It pissed me off... they were so dumb and stupid that I couldn't take my eyes off them.\Ever since the beginning.\Murai\Hasahiba\Tahara response:	Mori
context: Takeuchi-kun, when those two first started going out...\Yeah.\It pissed me off... they were so dumb and stupid that I couldn't take my eyes off them.\Ever since the beginning.\Murai\Hasahiba\Tahara\Mori response:	Sasaki
context: Yeah.\It pissed me off... they were so dumb and stupid that I couldn't take my eyes off them.\Ever since the beginning.\Murai\Hasahiba\Tahara\Mori\Sasaki response:	Aihara
context: It pissed me off... they were so dumb and stupid that I couldn't take my eyes off them.\Ever since the beginning.\Murai\Hasahiba\Tahara\Mori\Sasaki\Aihara response:	Ohtsuki
context: Ever since the beginning.\Murai\Hasahiba\Tahara\Mori\Sasaki\Aihara\Ohtsuki response:	Narita
context: Murai\Hasahiba\Tahara\Mori\Sasaki\Aihara\Ohtsuki\Narita response:	Nakao
context: Hasahiba\Tahara\Mori\Sasaki\Aihara\Ohtsuki\Narita\Nakao response:	Shirakawa
context: Tahara\Mori\Sasaki\Aihara\Ohtsuki\Narita\Nakao\Shirakawa response:	Meduro
context: Mori\Sasaki\Aihara\Ohtsuki\Narita\Nakao\Shirakawa\Meduro response:	Yamaguchi
context: Sasaki\Aihara\Ohtsuki\Narita\Nakao\Shirakawa\Meduro\Yamaguchi response:	Takahashi
context: Aihara\Ohtsuki\Narita\Nakao\Shirakawa\Meduro\Yamaguchi\Takahashi response:	Oka-
context: Ohtsuki\Narita\Nakao\Shirakawa\Meduro\Yamaguchi\Takahashi\Oka- response:	Sugiyama
context: Narita\Nakao\Shirakawa\Meduro\Yamaguchi\Takahashi\Oka-\Sugiyama response:	Nishi-
context: Nakao\Shirakawa\Meduro\Yamaguchi\Takahashi\Oka-\Sugiyama\Nishi- response:	Azuma
context: Shirakawa\Meduro\Yamaguchi\Takahashi\Oka-\Sugiyama\Nishi-\Azuma response:	Yoshi-
context: Meduro\Yamaguchi\Takahashi\Oka-\Sugiyama\Nishi-\Azuma\Yoshi- response:	Third Quarter Seating Chart
context: Yamaguchi\Takahashi\Oka-\Sugiyama\Nishi-\Azuma\Yoshi-\Third Quarter Seating Chart response:	I'm in the front again!
context: Takahashi\Oka-\Sugiyama\Nishi-\Azuma\Yoshi-\Third Quarter Seating Chart\I'm in the front again! response:	I have no luck with getting seats!
context: Oka-\Sugiyama\Nishi-\Azuma\Yoshi-\Third Quarter Seating Chart\I'm in the front again!\I have no luck with getting seats! response:	Hey, look.
context: Sugiyama\Nishi-\Azuma\Yoshi-\Third Quarter Seating Chart\I'm in the front again!\I have no luck with getting seats!\Hey, look. response:	Geez...
context: Nishi-\Azuma\Yoshi-\Third Quarter Seating Chart\I'm in the front again!\I have no luck with getting seats!\Hey, look.\Geez... response:	Talk about the worst possible combination.
context: Azuma\Yoshi-\Third Quarter Seating Chart\I'm in the front again!\I have no luck with getting seats!\Hey, look.\Geez...\Talk about the worst possible combination. response:	That seating change was the worst.
