context: This is your last chance. response:	He's gone.
context: Yes, but...\I only know how my mother was at home.\I want to know what kind of person she was as a teacher.\She was unfriendly. She never tried to be nice to students.\I never saw her smile at school.\The students must have been terrified of her, then.\Nope. Believe it or not, we weren't.\She could be as fierce and expressionless as she pleased. response:	Hell, we loved her for it.
context: I only know how my mother was at home.\I want to know what kind of person she was as a teacher.\She was unfriendly. She never tried to be nice to students.\I never saw her smile at school.\The students must have been terrified of her, then.\Nope. Believe it or not, we weren't.\She could be as fierce and expressionless as she pleased.\Hell, we loved her for it. response:	Sensei was just that damn super beautiful.
context: I want to know what kind of person she was as a teacher.\She was unfriendly. She never tried to be nice to students.\I never saw her smile at school.\The students must have been terrified of her, then.\Nope. Believe it or not, we weren't.\She could be as fierce and expressionless as she pleased.\Hell, we loved her for it.\Sensei was just that damn super beautiful. response:	Super beautiful?
context: She was unfriendly. She never tried to be nice to students.\I never saw her smile at school.\The students must have been terrified of her, then.\Nope. Believe it or not, we weren't.\She could be as fierce and expressionless as she pleased.\Hell, we loved her for it.\Sensei was just that damn super beautiful.\Super beautiful? response:	She even had a fan club.
context: I never saw her smile at school.\The students must have been terrified of her, then.\Nope. Believe it or not, we weren't.\She could be as fierce and expressionless as she pleased.\Hell, we loved her for it.\Sensei was just that damn super beautiful.\Super beautiful?\She even had a fan club. response:	The boys at school were utterly smitten.
context: The students must have been terrified of her, then.\Nope. Believe it or not, we weren't.\She could be as fierce and expressionless as she pleased.\Hell, we loved her for it.\Sensei was just that damn super beautiful.\Super beautiful?\She even had a fan club.\The boys at school were utterly smitten. response:	Utterly smitten? Really?
context: Nope. Believe it or not, we weren't.\She could be as fierce and expressionless as she pleased.\Hell, we loved her for it.\Sensei was just that damn super beautiful.\Super beautiful?\She even had a fan club.\The boys at school were utterly smitten.\Utterly smitten? Really? response:	Given how much you resemble her, you're probably popular, too.
context: She could be as fierce and expressionless as she pleased.\Hell, we loved her for it.\Sensei was just that damn super beautiful.\Super beautiful?\She even had a fan club.\The boys at school were utterly smitten.\Utterly smitten? Really?\Given how much you resemble her, you're probably popular, too. response:	M-Me? Absolutely not!
context: Hell, we loved her for it.\Sensei was just that damn super beautiful.\Super beautiful?\She even had a fan club.\The boys at school were utterly smitten.\Utterly smitten? Really?\Given how much you resemble her, you're probably popular, too.\M-Me? Absolutely not! response:	Anyway, she was so pretty that even I fell for her.
context: Sensei was just that damn super beautiful.\Super beautiful?\She even had a fan club.\The boys at school were utterly smitten.\Utterly smitten? Really?\Given how much you resemble her, you're probably popular, too.\M-Me? Absolutely not!\Anyway, she was so pretty that even I fell for her. response:	We delinquents revered her for her expressionless wallops.
context: Super beautiful?\She even had a fan club.\The boys at school were utterly smitten.\Utterly smitten? Really?\Given how much you resemble her, you're probably popular, too.\M-Me? Absolutely not!\Anyway, she was so pretty that even I fell for her.\We delinquents revered her for her expressionless wallops. response:	But there was always a certain righteousness to it.
context: She even had a fan club.\The boys at school were utterly smitten.\Utterly smitten? Really?\Given how much you resemble her, you're probably popular, too.\M-Me? Absolutely not!\Anyway, she was so pretty that even I fell for her.\We delinquents revered her for her expressionless wallops.\But there was always a certain righteousness to it. response:	We'd eventually fall in love with more than just her appearance.
context: The boys at school were utterly smitten.\Utterly smitten? Really?\Given how much you resemble her, you're probably popular, too.\M-Me? Absolutely not!\Anyway, she was so pretty that even I fell for her.\We delinquents revered her for her expressionless wallops.\But there was always a certain righteousness to it.\We'd eventually fall in love with more than just her appearance. response:	All I remember of her for the entire year was how she scolded us.
context: Utterly smitten? Really?\Given how much you resemble her, you're probably popular, too.\M-Me? Absolutely not!\Anyway, she was so pretty that even I fell for her.\We delinquents revered her for her expressionless wallops.\But there was always a certain righteousness to it.\We'd eventually fall in love with more than just her appearance.\All I remember of her for the entire year was how she scolded us. response:	But without that year,
context: Given how much you resemble her, you're probably popular, too.\M-Me? Absolutely not!\Anyway, she was so pretty that even I fell for her.\We delinquents revered her for her expressionless wallops.\But there was always a certain righteousness to it.\We'd eventually fall in love with more than just her appearance.\All I remember of her for the entire year was how she scolded us.\But without that year, response:	I wouldn't have wanted to be a teacher or become a cram school instructor.
context: M-Me? Absolutely not!\Anyway, she was so pretty that even I fell for her.\We delinquents revered her for her expressionless wallops.\But there was always a certain righteousness to it.\We'd eventually fall in love with more than just her appearance.\All I remember of her for the entire year was how she scolded us.\But without that year,\I wouldn't have wanted to be a teacher or become a cram school instructor. response:	You've helped me come to a decision, Shimoda-san.
context: Anyway, she was so pretty that even I fell for her.\We delinquents revered her for her expressionless wallops.\But there was always a certain righteousness to it.\We'd eventually fall in love with more than just her appearance.\All I remember of her for the entire year was how she scolded us.\But without that year,\I wouldn't have wanted to be a teacher or become a cram school instructor.\You've helped me come to a decision, Shimoda-san. response:	Second-Year Post-Secondary Career Path Survey
context: We delinquents revered her for her expressionless wallops.\But there was always a certain righteousness to it.\We'd eventually fall in love with more than just her appearance.\All I remember of her for the entire year was how she scolded us.\But without that year,\I wouldn't have wanted to be a teacher or become a cram school instructor.\You've helped me come to a decision, Shimoda-san.\Second-Year Post-Secondary Career Path Survey response:	First choice
context: But there was always a certain righteousness to it.\We'd eventually fall in love with more than just her appearance.\All I remember of her for the entire year was how she scolded us.\But without that year,\I wouldn't have wanted to be a teacher or become a cram school instructor.\You've helped me come to a decision, Shimoda-san.\Second-Year Post-Secondary Career Path Survey\First choice response:	Second choice
context: We'd eventually fall in love with more than just her appearance.\All I remember of her for the entire year was how she scolded us.\But without that year,\I wouldn't have wanted to be a teacher or become a cram school instructor.\You've helped me come to a decision, Shimoda-san.\Second-Year Post-Secondary Career Path Survey\First choice\Second choice response:	Third choice
context: All I remember of her for the entire year was how she scolded us.\But without that year,\I wouldn't have wanted to be a teacher or become a cram school instructor.\You've helped me come to a decision, Shimoda-san.\Second-Year Post-Secondary Career Path Survey\First choice\Second choice\Third choice response:	If I can follow in my mother's footsteps, just like you did,
context: But without that year,\I wouldn't have wanted to be a teacher or become a cram school instructor.\You've helped me come to a decision, Shimoda-san.\Second-Year Post-Secondary Career Path Survey\First choice\Second choice\Third choice\If I can follow in my mother's footsteps, just like you did, response:	then my answer is obvious.
context: I wouldn't have wanted to be a teacher or become a cram school instructor.\You've helped me come to a decision, Shimoda-san.\Second-Year Post-Secondary Career Path Survey\First choice\Second choice\Third choice\If I can follow in my mother's footsteps, just like you did,\then my answer is obvious. response:	Just a second.
context: You've helped me come to a decision, Shimoda-san.\Second-Year Post-Secondary Career Path Survey\First choice\Second choice\Third choice\If I can follow in my mother's footsteps, just like you did,\then my answer is obvious.\Just a second. response:	It's great that you admire your mother.
context: Second-Year Post-Secondary Career Path Survey\First choice\Second choice\Third choice\If I can follow in my mother's footsteps, just like you did,\then my answer is obvious.\Just a second.\It's great that you admire your mother. response:	And there's nothing wrong with trying to become like someone you admire.
context: First choice\Second choice\Third choice\If I can follow in my mother's footsteps, just like you did,\then my answer is obvious.\Just a second.\It's great that you admire your mother.\And there's nothing wrong with trying to become like someone you admire. response:	That's what I did, too.
context: Second choice\Third choice\If I can follow in my mother's footsteps, just like you did,\then my answer is obvious.\Just a second.\It's great that you admire your mother.\And there's nothing wrong with trying to become like someone you admire.\That's what I did, too. response:	But you aren't just trying to become your mother, are you?
context: Third choice\If I can follow in my mother's footsteps, just like you did,\then my answer is obvious.\Just a second.\It's great that you admire your mother.\And there's nothing wrong with trying to become like someone you admire.\That's what I did, too.\But you aren't just trying to become your mother, are you? response:	There are plenty of other ways to do that.
context: If I can follow in my mother's footsteps, just like you did,\then my answer is obvious.\Just a second.\It's great that you admire your mother.\And there's nothing wrong with trying to become like someone you admire.\That's what I did, too.\But you aren't just trying to become your mother, are you?\There are plenty of other ways to do that. response:	That said, no one has the right to tell you what what your dreams should be.
context: then my answer is obvious.\Just a second.\It's great that you admire your mother.\And there's nothing wrong with trying to become like someone you admire.\That's what I did, too.\But you aren't just trying to become your mother, are you?\There are plenty of other ways to do that.\That said, no one has the right to tell you what what your dreams should be. response:	Go for it, if there's a reason you want to become a teacher.
context: Just a second.\It's great that you admire your mother.\And there's nothing wrong with trying to become like someone you admire.\That's what I did, too.\But you aren't just trying to become your mother, are you?\There are plenty of other ways to do that.\That said, no one has the right to tell you what what your dreams should be.\Go for it, if there's a reason you want to become a teacher. response:	Huh?
context: It's great that you admire your mother.\And there's nothing wrong with trying to become like someone you admire.\That's what I did, too.\But you aren't just trying to become your mother, are you?\There are plenty of other ways to do that.\That said, no one has the right to tell you what what your dreams should be.\Go for it, if there's a reason you want to become a teacher.\Huh? response:	What are you doing all by yourself?
context: And there's nothing wrong with trying to become like someone you admire.\That's what I did, too.\But you aren't just trying to become your mother, are you?\There are plenty of other ways to do that.\That said, no one has the right to tell you what what your dreams should be.\Go for it, if there's a reason you want to become a teacher.\Huh?\What are you doing all by yourself? response:	Nino.
context: That's what I did, too.\But you aren't just trying to become your mother, are you?\There are plenty of other ways to do that.\That said, no one has the right to tell you what what your dreams should be.\Go for it, if there's a reason you want to become a teacher.\Huh?\What are you doing all by yourself?\Nino. response:	I thought you had a study group at school today.
context: But you aren't just trying to become your mother, are you?\There are plenty of other ways to do that.\That said, no one has the right to tell you what what your dreams should be.\Go for it, if there's a reason you want to become a teacher.\Huh?\What are you doing all by yourself?\Nino.\I thought you had a study group at school today. response:	Ichika made me come back.
context: There are plenty of other ways to do that.\That said, no one has the right to tell you what what your dreams should be.\Go for it, if there's a reason you want to become a teacher.\Huh?\What are you doing all by yourself?\Nino.\I thought you had a study group at school today.\Ichika made me come back. response:	Wait, are you the person she was talking about?
context: That said, no one has the right to tell you what what your dreams should be.\Go for it, if there's a reason you want to become a teacher.\Huh?\What are you doing all by yourself?\Nino.\I thought you had a study group at school today.\Ichika made me come back.\Wait, are you the person she was talking about? response:	Go get'em, Miku.
context: Go for it, if there's a reason you want to become a teacher.\Huh?\What are you doing all by yourself?\Nino.\I thought you had a study group at school today.\Ichika made me come back.\Wait, are you the person she was talking about?\Go get'em, Miku. response:	Now she'll have no trouble giving him V-Day chocolates.
context: Huh?\What are you doing all by yourself?\Nino.\I thought you had a study group at school today.\Ichika made me come back.\Wait, are you the person she was talking about?\Go get'em, Miku.\Now she'll have no trouble giving him V-Day chocolates. response:	As dense as he is, even Futaro-kun's sure to be surprised.
context: What are you doing all by yourself?\Nino.\I thought you had a study group at school today.\Ichika made me come back.\Wait, are you the person she was talking about?\Go get'em, Miku.\Now she'll have no trouble giving him V-Day chocolates.\As dense as he is, even Futaro-kun's sure to be surprised. response:	Why did I end up liking him?
context: Nino.\I thought you had a study group at school today.\Ichika made me come back.\Wait, are you the person she was talking about?\Go get'em, Miku.\Now she'll have no trouble giving him V-Day chocolates.\As dense as he is, even Futaro-kun's sure to be surprised.\Why did I end up liking him? response:	What are you doing?
context: I thought you had a study group at school today.\Ichika made me come back.\Wait, are you the person she was talking about?\Go get'em, Miku.\Now she'll have no trouble giving him V-Day chocolates.\As dense as he is, even Futaro-kun's sure to be surprised.\Why did I end up liking him?\What are you doing? response:	Are you all right?
context: Ichika made me come back.\Wait, are you the person she was talking about?\Go get'em, Miku.\Now she'll have no trouble giving him V-Day chocolates.\As dense as he is, even Futaro-kun's sure to be surprised.\Why did I end up liking him?\What are you doing?\Are you all right? response:	Futaro?!
context: Wait, are you the person she was talking about?\Go get'em, Miku.\Now she'll have no trouble giving him V-Day chocolates.\As dense as he is, even Futaro-kun's sure to be surprised.\Why did I end up liking him?\What are you doing?\Are you all right?\Futaro?! response:	What was that?
context: Go get'em, Miku.\Now she'll have no trouble giving him V-Day chocolates.\As dense as he is, even Futaro-kun's sure to be surprised.\Why did I end up liking him?\What are you doing?\Are you all right?\Futaro?!\What was that? response:	What the heck are you doing?
context: Now she'll have no trouble giving him V-Day chocolates.\As dense as he is, even Futaro-kun's sure to be surprised.\Why did I end up liking him?\What are you doing?\Are you all right?\Futaro?!\What was that?\What the heck are you doing? response:	Shoot.
context: As dense as he is, even Futaro-kun's sure to be surprised.\Why did I end up liking him?\What are you doing?\Are you all right?\Futaro?!\What was that?\What the heck are you doing?\Shoot. response:	Wh-Wh-Why...
context: Why did I end up liking him?\What are you doing?\Are you all right?\Futaro?!\What was that?\What the heck are you doing?\Shoot.\Wh-Wh-Why... response:	Yotsuba said she forgot her reference book at home, so I'm here to get it.
context: What are you doing?\Are you all right?\Futaro?!\What was that?\What the heck are you doing?\Shoot.\Wh-Wh-Why...\Yotsuba said she forgot her reference book at home, so I'm here to get it. response:	O-Oh, I think I threw that away the other day.
context: Are you all right?\Futaro?!\What was that?\What the heck are you doing?\Shoot.\Wh-Wh-Why...\Yotsuba said she forgot her reference book at home, so I'm here to get it.\O-Oh, I think I threw that away the other day. response:	What?!
context: Futaro?!\What was that?\What the heck are you doing?\Shoot.\Wh-Wh-Why...\Yotsuba said she forgot her reference book at home, so I'm here to get it.\O-Oh, I think I threw that away the other day.\What?! response:	I'll go buy another one.
context: What was that?\What the heck are you doing?\Shoot.\Wh-Wh-Why...\Yotsuba said she forgot her reference book at home, so I'm here to get it.\O-Oh, I think I threw that away the other day.\What?!\I'll go buy another one. response:	Hey!
context: What the heck are you doing?\Shoot.\Wh-Wh-Why...\Yotsuba said she forgot her reference book at home, so I'm here to get it.\O-Oh, I think I threw that away the other day.\What?!\I'll go buy another one.\Hey! response:	Come with me.
context: Shoot.\Wh-Wh-Why...\Yotsuba said she forgot her reference book at home, so I'm here to get it.\O-Oh, I think I threw that away the other day.\What?!\I'll go buy another one.\Hey!\Come with me. response:	What is this?!
context: Wh-Wh-Why...\Yotsuba said she forgot her reference book at home, so I'm here to get it.\O-Oh, I think I threw that away the other day.\What?!\I'll go buy another one.\Hey!\Come with me.\What is this?! response:	It looks disgusting.
context: Yotsuba said she forgot her reference book at home, so I'm here to get it.\O-Oh, I think I threw that away the other day.\What?!\I'll go buy another one.\Hey!\Come with me.\What is this?!\It looks disgusting. response:	This is horrible.
context: O-Oh, I think I threw that away the other day.\What?!\I'll go buy another one.\Hey!\Come with me.\What is this?!\It looks disgusting.\This is horrible. response:	Who's going to enjoy anything like this?
context: What?!\I'll go buy another one.\Hey!\Come with me.\What is this?!\It looks disgusting.\This is horrible.\Who's going to enjoy anything like this? response:	You're a double whammy of bad taste buds and bad with your hands.
context: I'll go buy another one.\Hey!\Come with me.\What is this?!\It looks disgusting.\This is horrible.\Who's going to enjoy anything like this?\You're a double whammy of bad taste buds and bad with your hands. response:	Just give up and buy some chocolates from the store.
context: Hey!\Come with me.\What is this?!\It looks disgusting.\This is horrible.\Who's going to enjoy anything like this?\You're a double whammy of bad taste buds and bad with your hands.\Just give up and buy some chocolates from the store. response:	Shut up!
context: Come with me.\What is this?!\It looks disgusting.\This is horrible.\Who's going to enjoy anything like this?\You're a double whammy of bad taste buds and bad with your hands.\Just give up and buy some chocolates from the store.\Shut up! response:	Shut up.
context: What is this?!\It looks disgusting.\This is horrible.\Who's going to enjoy anything like this?\You're a double whammy of bad taste buds and bad with your hands.\Just give up and buy some chocolates from the store.\Shut up!\Shut up. response:	They say love is the best ingredient, though.
context: It looks disgusting.\This is horrible.\Who's going to enjoy anything like this?\You're a double whammy of bad taste buds and bad with your hands.\Just give up and buy some chocolates from the store.\Shut up!\Shut up.\They say love is the best ingredient, though. response:	All that matters is that you made it.
context: This is horrible.\Who's going to enjoy anything like this?\You're a double whammy of bad taste buds and bad with your hands.\Just give up and buy some chocolates from the store.\Shut up!\Shut up.\They say love is the best ingredient, though.\All that matters is that you made it. response:	Besides, it's a bit endearing if it's not perfect.
context: Who's going to enjoy anything like this?\You're a double whammy of bad taste buds and bad with your hands.\Just give up and buy some chocolates from the store.\Shut up!\Shut up.\They say love is the best ingredient, though.\All that matters is that you made it.\Besides, it's a bit endearing if it's not perfect. response:	This one's cute, like a bug!
context: You're a double whammy of bad taste buds and bad with your hands.\Just give up and buy some chocolates from the store.\Shut up!\Shut up.\They say love is the best ingredient, though.\All that matters is that you made it.\Besides, it's a bit endearing if it's not perfect.\This one's cute, like a bug! response:	Futaro won't eat my food lately.
context: Just give up and buy some chocolates from the store.\Shut up!\Shut up.\They say love is the best ingredient, though.\All that matters is that you made it.\Besides, it's a bit endearing if it's not perfect.\This one's cute, like a bug!\Futaro won't eat my food lately. response:	I think I know why.
context: Shut up!\Shut up.\They say love is the best ingredient, though.\All that matters is that you made it.\Besides, it's a bit endearing if it's not perfect.\This one's cute, like a bug!\Futaro won't eat my food lately.\I think I know why. response:	And I know I'm not good at it.
context: Shut up.\They say love is the best ingredient, though.\All that matters is that you made it.\Besides, it's a bit endearing if it's not perfect.\This one's cute, like a bug!\Futaro won't eat my food lately.\I think I know why.\And I know I'm not good at it. response:	But I want to.
context: They say love is the best ingredient, though.\All that matters is that you made it.\Besides, it's a bit endearing if it's not perfect.\This one's cute, like a bug!\Futaro won't eat my food lately.\I think I know why.\And I know I'm not good at it.\But I want to. response:	I want to make chocolates that he can't resist.
context: All that matters is that you made it.\Besides, it's a bit endearing if it's not perfect.\This one's cute, like a bug!\Futaro won't eat my food lately.\I think I know why.\And I know I'm not good at it.\But I want to.\I want to make chocolates that he can't resist. response:	I'd like you to teach me.
context: Besides, it's a bit endearing if it's not perfect.\This one's cute, like a bug!\Futaro won't eat my food lately.\I think I know why.\And I know I'm not good at it.\But I want to.\I want to make chocolates that he can't resist.\I'd like you to teach me. response:	Please.
context: This one's cute, like a bug!\Futaro won't eat my food lately.\I think I know why.\And I know I'm not good at it.\But I want to.\I want to make chocolates that he can't resist.\I'd like you to teach me.\Please. response:	All the moisture's gone.
context: Futaro won't eat my food lately.\I think I know why.\And I know I'm not good at it.\But I want to.\I want to make chocolates that he can't resist.\I'd like you to teach me.\Please.\All the moisture's gone. response:	You're turning up the heat too much.
context: I think I know why.\And I know I'm not good at it.\But I want to.\I want to make chocolates that he can't resist.\I'd like you to teach me.\Please.\All the moisture's gone.\You're turning up the heat too much. response:	And you used dairy cream without heating it up first, didn't you?
context: And I know I'm not good at it.\But I want to.\I want to make chocolates that he can't resist.\I'd like you to teach me.\Please.\All the moisture's gone.\You're turning up the heat too much.\And you used dairy cream without heating it up first, didn't you? response:	The texture's awful.
context: But I want to.\I want to make chocolates that he can't resist.\I'd like you to teach me.\Please.\All the moisture's gone.\You're turning up the heat too much.\And you used dairy cream without heating it up first, didn't you?\The texture's awful. response:	Jeez.
context: I want to make chocolates that he can't resist.\I'd like you to teach me.\Please.\All the moisture's gone.\You're turning up the heat too much.\And you used dairy cream without heating it up first, didn't you?\The texture's awful.\Jeez. response:	What a pain.
context: I'd like you to teach me.\Please.\All the moisture's gone.\You're turning up the heat too much.\And you used dairy cream without heating it up first, didn't you?\The texture's awful.\Jeez.\What a pain. response:	Get set up.
context: Please.\All the moisture's gone.\You're turning up the heat too much.\And you used dairy cream without heating it up first, didn't you?\The texture's awful.\Jeez.\What a pain.\Get set up. response:	You're such a pain, you know that?
context: All the moisture's gone.\You're turning up the heat too much.\And you used dairy cream without heating it up first, didn't you?\The texture's awful.\Jeez.\What a pain.\Get set up.\You're such a pain, you know that? response:	Mathematics
context: You're turning up the heat too much.\And you used dairy cream without heating it up first, didn't you?\The texture's awful.\Jeez.\What a pain.\Get set up.\You're such a pain, you know that?\Mathematics response:	Found it. It's this one.
context: And you used dairy cream without heating it up first, didn't you?\The texture's awful.\Jeez.\What a pain.\Get set up.\You're such a pain, you know that?\Mathematics\Found it. It's this one. response:	Boohoo...
context: The texture's awful.\Jeez.\What a pain.\Get set up.\You're such a pain, you know that?\Mathematics\Found it. It's this one.\Boohoo... response:	Why is this happening?
context: Jeez.\What a pain.\Get set up.\You're such a pain, you know that?\Mathematics\Found it. It's this one.\Boohoo...\Why is this happening? response:	It's pretty expensive.
context: What a pain.\Get set up.\You're such a pain, you know that?\Mathematics\Found it. It's this one.\Boohoo...\Why is this happening?\It's pretty expensive. response:	Can you afford it?
context: Get set up.\You're such a pain, you know that?\Mathematics\Found it. It's this one.\Boohoo...\Why is this happening?\It's pretty expensive.\Can you afford it? response:	U-Um...
context: You're such a pain, you know that?\Mathematics\Found it. It's this one.\Boohoo...\Why is this happening?\It's pretty expensive.\Can you afford it?\U-Um... response:	Don't worry about it.
context: Mathematics\Found it. It's this one.\Boohoo...\Why is this happening?\It's pretty expensive.\Can you afford it?\U-Um...\Don't worry about it. response:	I'll go buy it.
context: Found it. It's this one.\Boohoo...\Why is this happening?\It's pretty expensive.\Can you afford it?\U-Um...\Don't worry about it.\I'll go buy it. response:	Huh?
context: Boohoo...\Why is this happening?\It's pretty expensive.\Can you afford it?\U-Um...\Don't worry about it.\I'll go buy it.\Huh? response:	What about that book?
context: Why is this happening?\It's pretty expensive.\Can you afford it?\U-Um...\Don't worry about it.\I'll go buy it.\Huh?\What about that book? response:	Oh, this is...
context: It's pretty expensive.\Can you afford it?\U-Um...\Don't worry about it.\I'll go buy it.\Huh?\What about that book?\Oh, this is... response:	Is it actually something dirty?!
context: Can you afford it?\U-Um...\Don't worry about it.\I'll go buy it.\Huh?\What about that book?\Oh, this is...\Is it actually something dirty?! response:	Hey!
context: U-Um...\Don't worry about it.\I'll go buy it.\Huh?\What about that book?\Oh, this is...\Is it actually something dirty?!\Hey! response:	How to Become A Good Teacher
context: Don't worry about it.\I'll go buy it.\Huh?\What about that book?\Oh, this is...\Is it actually something dirty?!\Hey!\How to Become A Good Teacher response:	I haven't decided to buy it yet.
context: I'll go buy it.\Huh?\What about that book?\Oh, this is...\Is it actually something dirty?!\Hey!\How to Become A Good Teacher\I haven't decided to buy it yet. response:	Wow.
context: Huh?\What about that book?\Oh, this is...\Is it actually something dirty?!\Hey!\How to Become A Good Teacher\I haven't decided to buy it yet.\Wow. response:	You want to become a good teacher, huh?
context: What about that book?\Oh, this is...\Is it actually something dirty?!\Hey!\How to Become A Good Teacher\I haven't decided to buy it yet.\Wow.\You want to become a good teacher, huh? response:	Sh-Shut up!
context: Oh, this is...\Is it actually something dirty?!\Hey!\How to Become A Good Teacher\I haven't decided to buy it yet.\Wow.\You want to become a good teacher, huh?\Sh-Shut up! response:	Don't be shy about it.
context: Is it actually something dirty?!\Hey!\How to Become A Good Teacher\I haven't decided to buy it yet.\Wow.\You want to become a good teacher, huh?\Sh-Shut up!\Don't be shy about it. response:	I'll buy it for you along with the reference book.
context: Hey!\How to Become A Good Teacher\I haven't decided to buy it yet.\Wow.\You want to become a good teacher, huh?\Sh-Shut up!\Don't be shy about it.\I'll buy it for you along with the reference book. response:	I can buy it myself.
context: How to Become A Good Teacher\I haven't decided to buy it yet.\Wow.\You want to become a good teacher, huh?\Sh-Shut up!\Don't be shy about it.\I'll buy it for you along with the reference book.\I can buy it myself. response:	Don't worry about it.
context: I haven't decided to buy it yet.\Wow.\You want to become a good teacher, huh?\Sh-Shut up!\Don't be shy about it.\I'll buy it for you along with the reference book.\I can buy it myself.\Don't worry about it. response:	We might really end up failing this time.
context: Wow.\You want to become a good teacher, huh?\Sh-Shut up!\Don't be shy about it.\I'll buy it for you along with the reference book.\I can buy it myself.\Don't worry about it.\We might really end up failing this time. response:	This time?
context: You want to become a good teacher, huh?\Sh-Shut up!\Don't be shy about it.\I'll buy it for you along with the reference book.\I can buy it myself.\Don't worry about it.\We might really end up failing this time.\This time? response:	Huh? Don't you know?
context: Sh-Shut up!\Don't be shy about it.\I'll buy it for you along with the reference book.\I can buy it myself.\Don't worry about it.\We might really end up failing this time.\This time?\Huh? Don't you know? response:	It really was expensive.
context: Don't be shy about it.\I'll buy it for you along with the reference book.\I can buy it myself.\Don't worry about it.\We might really end up failing this time.\This time?\Huh? Don't you know?\It really was expensive. response:	I don't have much left in savings, too.
context: I'll buy it for you along with the reference book.\I can buy it myself.\Don't worry about it.\We might really end up failing this time.\This time?\Huh? Don't you know?\It really was expensive.\I don't have much left in savings, too. response:	But if it'll make Futaro-kun happy...
context: I can buy it myself.\Don't worry about it.\We might really end up failing this time.\This time?\Huh? Don't you know?\It really was expensive.\I don't have much left in savings, too.\But if it'll make Futaro-kun happy... response:	No, no!
context: Don't worry about it.\We might really end up failing this time.\This time?\Huh? Don't you know?\It really was expensive.\I don't have much left in savings, too.\But if it'll make Futaro-kun happy...\No, no! response:	This isn't a healthy relationship.
context: We might really end up failing this time.\This time?\Huh? Don't you know?\It really was expensive.\I don't have much left in savings, too.\But if it'll make Futaro-kun happy...\No, no!\This isn't a healthy relationship. response:	If we were to start going out,
context: This time?\Huh? Don't you know?\It really was expensive.\I don't have much left in savings, too.\But if it'll make Futaro-kun happy...\No, no!\This isn't a healthy relationship.\If we were to start going out, response:	I could totally see myself spoiling him by spending on him all the time.
context: Huh? Don't you know?\It really was expensive.\I don't have much left in savings, too.\But if it'll make Futaro-kun happy...\No, no!\This isn't a healthy relationship.\If we were to start going out,\I could totally see myself spoiling him by spending on him all the time. response:	So I have to give up on him.
context: It really was expensive.\I don't have much left in savings, too.\But if it'll make Futaro-kun happy...\No, no!\This isn't a healthy relationship.\If we were to start going out,\I could totally see myself spoiling him by spending on him all the time.\So I have to give up on him. response:	Yeah, that's the right call.
context: I don't have much left in savings, too.\But if it'll make Futaro-kun happy...\No, no!\This isn't a healthy relationship.\If we were to start going out,\I could totally see myself spoiling him by spending on him all the time.\So I have to give up on him.\Yeah, that's the right call. response:	You bought it?
context: But if it'll make Futaro-kun happy...\No, no!\This isn't a healthy relationship.\If we were to start going out,\I could totally see myself spoiling him by spending on him all the time.\So I have to give up on him.\Yeah, that's the right call.\You bought it? response:	Yeah.
context: No, no!\This isn't a healthy relationship.\If we were to start going out,\I could totally see myself spoiling him by spending on him all the time.\So I have to give up on him.\Yeah, that's the right call.\You bought it?\Yeah. response:	We're done shopping.
context: This isn't a healthy relationship.\If we were to start going out,\I could totally see myself spoiling him by spending on him all the time.\So I have to give up on him.\Yeah, that's the right call.\You bought it?\Yeah.\We're done shopping. response:	Let's go.
context: If we were to start going out,\I could totally see myself spoiling him by spending on him all the time.\So I have to give up on him.\Yeah, that's the right call.\You bought it?\Yeah.\We're done shopping.\Let's go. response:	What happened to your hand?
context: I could totally see myself spoiling him by spending on him all the time.\So I have to give up on him.\Yeah, that's the right call.\You bought it?\Yeah.\We're done shopping.\Let's go.\What happened to your hand? response:	I hit it back at the apartment.
context: So I have to give up on him.\Yeah, that's the right call.\You bought it?\Yeah.\We're done shopping.\Let's go.\What happened to your hand?\I hit it back at the apartment. response:	It doesn't hurt that much, so don't worry.
context: Yeah, that's the right call.\You bought it?\Yeah.\We're done shopping.\Let's go.\What happened to your hand?\I hit it back at the apartment.\It doesn't hurt that much, so don't worry. response:	You're so clumsy.
context: You bought it?\Yeah.\We're done shopping.\Let's go.\What happened to your hand?\I hit it back at the apartment.\It doesn't hurt that much, so don't worry.\You're so clumsy. response:	Be careful.
context: Yeah.\We're done shopping.\Let's go.\What happened to your hand?\I hit it back at the apartment.\It doesn't hurt that much, so don't worry.\You're so clumsy.\Be careful. response:	Okay.
context: We're done shopping.\Let's go.\What happened to your hand?\I hit it back at the apartment.\It doesn't hurt that much, so don't worry.\You're so clumsy.\Be careful.\Okay. response:	I guess this side of him is exactly why.
context: Let's go.\What happened to your hand?\I hit it back at the apartment.\It doesn't hurt that much, so don't worry.\You're so clumsy.\Be careful.\Okay.\I guess this side of him is exactly why. response:	And he keeps doing this when I know I shouldn't fall any harder for him!
context: What happened to your hand?\I hit it back at the apartment.\It doesn't hurt that much, so don't worry.\You're so clumsy.\Be careful.\Okay.\I guess this side of him is exactly why.\And he keeps doing this when I know I shouldn't fall any harder for him! response:	Listen carefully, everyone.
