context: Man, that was the best! response:	A Guy You Like, or a Guy from the Past?
context: Oh, there! There they are.\Hey, want to go get some lunch?\Let's go!\In the end, the boyfriend/girlfriend challenge didn't go anywhere.\When I finally realized that, it was already Valentines Day.\Chiharu-chan...\Which is better?\Cookies are much easier to make. response:	That's true.
context: Hey, want to go get some lunch?\Let's go!\In the end, the boyfriend/girlfriend challenge didn't go anywhere.\When I finally realized that, it was already Valentines Day.\Chiharu-chan...\Which is better?\Cookies are much easier to make.\That's true. response:	Say, why don't we make those cookies?
context: Let's go!\In the end, the boyfriend/girlfriend challenge didn't go anywhere.\When I finally realized that, it was already Valentines Day.\Chiharu-chan...\Which is better?\Cookies are much easier to make.\That's true.\Say, why don't we make those cookies? response:	Okay. They look delicious!
context: In the end, the boyfriend/girlfriend challenge didn't go anywhere.\When I finally realized that, it was already Valentines Day.\Chiharu-chan...\Which is better?\Cookies are much easier to make.\That's true.\Say, why don't we make those cookies?\Okay. They look delicious! response:	You guys seem pretty happy.
context: When I finally realized that, it was already Valentines Day.\Chiharu-chan...\Which is better?\Cookies are much easier to make.\That's true.\Say, why don't we make those cookies?\Okay. They look delicious!\You guys seem pretty happy. response:	I asked you to join us, didn't I?
context: Chiharu-chan...\Which is better?\Cookies are much easier to make.\That's true.\Say, why don't we make those cookies?\Okay. They look delicious!\You guys seem pretty happy.\I asked you to join us, didn't I? response:	I have no one to give cookies to, even if I do make them.
context: Which is better?\Cookies are much easier to make.\That's true.\Say, why don't we make those cookies?\Okay. They look delicious!\You guys seem pretty happy.\I asked you to join us, didn't I?\I have no one to give cookies to, even if I do make them. response:	You have Otani, don't you?
context: Cookies are much easier to make.\That's true.\Say, why don't we make those cookies?\Okay. They look delicious!\You guys seem pretty happy.\I asked you to join us, didn't I?\I have no one to give cookies to, even if I do make them.\You have Otani, don't you? response:	Huh?
context: That's true.\Say, why don't we make those cookies?\Okay. They look delicious!\You guys seem pretty happy.\I asked you to join us, didn't I?\I have no one to give cookies to, even if I do make them.\You have Otani, don't you?\Huh? response:	Why should I give cookies to Otani?!
context: Say, why don't we make those cookies?\Okay. They look delicious!\You guys seem pretty happy.\I asked you to join us, didn't I?\I have no one to give cookies to, even if I do make them.\You have Otani, don't you?\Huh?\Why should I give cookies to Otani?! response:	He ended up with his feelings hurt again because of your mistake,
context: Okay. They look delicious!\You guys seem pretty happy.\I asked you to join us, didn't I?\I have no one to give cookies to, even if I do make them.\You have Otani, don't you?\Huh?\Why should I give cookies to Otani?!\He ended up with his feelings hurt again because of your mistake, response:	Th-That's...
context: You guys seem pretty happy.\I asked you to join us, didn't I?\I have no one to give cookies to, even if I do make them.\You have Otani, don't you?\Huh?\Why should I give cookies to Otani?!\He ended up with his feelings hurt again because of your mistake,\Th-That's... response:	Right? It's a good idea, huh?
context: I asked you to join us, didn't I?\I have no one to give cookies to, even if I do make them.\You have Otani, don't you?\Huh?\Why should I give cookies to Otani?!\He ended up with his feelings hurt again because of your mistake,\Th-That's...\Right? It's a good idea, huh? response:	Morning!
context: I have no one to give cookies to, even if I do make them.\You have Otani, don't you?\Huh?\Why should I give cookies to Otani?!\He ended up with his feelings hurt again because of your mistake,\Th-That's...\Right? It's a good idea, huh?\Morning! response:	What's up? You look pretty happy today.
context: You have Otani, don't you?\Huh?\Why should I give cookies to Otani?!\He ended up with his feelings hurt again because of your mistake,\Th-That's...\Right? It's a good idea, huh?\Morning!\What's up? You look pretty happy today. response:	Lend me your ear.
context: Huh?\Why should I give cookies to Otani?!\He ended up with his feelings hurt again because of your mistake,\Th-That's...\Right? It's a good idea, huh?\Morning!\What's up? You look pretty happy today.\Lend me your ear. response:	My ear?
context: Why should I give cookies to Otani?!\He ended up with his feelings hurt again because of your mistake,\Th-That's...\Right? It's a good idea, huh?\Morning!\What's up? You look pretty happy today.\Lend me your ear.\My ear? response:	Listen.
context: He ended up with his feelings hurt again because of your mistake,\Th-That's...\Right? It's a good idea, huh?\Morning!\What's up? You look pretty happy today.\Lend me your ear.\My ear?\Listen. response:	What's this?
context: Th-That's...\Right? It's a good idea, huh?\Morning!\What's up? You look pretty happy today.\Lend me your ear.\My ear?\Listen.\What's this? response:	New song by Umibouzu?
context: Right? It's a good idea, huh?\Morning!\What's up? You look pretty happy today.\Lend me your ear.\My ear?\Listen.\What's this?\New song by Umibouzu? response:	Not exactly.
context: Morning!\What's up? You look pretty happy today.\Lend me your ear.\My ear?\Listen.\What's this?\New song by Umibouzu?\Not exactly. response:	It's their album from when they were with an indie label.
context: What's up? You look pretty happy today.\Lend me your ear.\My ear?\Listen.\What's this?\New song by Umibouzu?\Not exactly.\It's their album from when they were with an indie label. response:	I found it at a second-hand music store.
context: Lend me your ear.\My ear?\Listen.\What's this?\New song by Umibouzu?\Not exactly.\It's their album from when they were with an indie label.\I found it at a second-hand music store. response:	Are you serious?!
context: My ear?\Listen.\What's this?\New song by Umibouzu?\Not exactly.\It's their album from when they were with an indie label.\I found it at a second-hand music store.\Are you serious?! response:	This is a discontinued release, so it's hard to find now.
context: Listen.\What's this?\New song by Umibouzu?\Not exactly.\It's their album from when they were with an indie label.\I found it at a second-hand music store.\Are you serious?!\This is a discontinued release, so it's hard to find now. response:	Are you serious?! Woo-hoo!
context: What's this?\New song by Umibouzu?\Not exactly.\It's their album from when they were with an indie label.\I found it at a second-hand music store.\Are you serious?!\This is a discontinued release, so it's hard to find now.\Are you serious?! Woo-hoo! response:	They get along well, don't they.
context: New song by Umibouzu?\Not exactly.\It's their album from when they were with an indie label.\I found it at a second-hand music store.\Are you serious?!\This is a discontinued release, so it's hard to find now.\Are you serious?! Woo-hoo!\They get along well, don't they. response:	They're both so carried away that they could totally get together right now.
context: Not exactly.\It's their album from when they were with an indie label.\I found it at a second-hand music store.\Are you serious?!\This is a discontinued release, so it's hard to find now.\Are you serious?! Woo-hoo!\They get along well, don't they.\They're both so carried away that they could totally get together right now. response:	Is Umibouzu responsible for that?
context: It's their album from when they were with an indie label.\I found it at a second-hand music store.\Are you serious?!\This is a discontinued release, so it's hard to find now.\Are you serious?! Woo-hoo!\They get along well, don't they.\They're both so carried away that they could totally get together right now.\Is Umibouzu responsible for that? response:	I made this chocolate myself. Please accept it.
context: I found it at a second-hand music store.\Are you serious?!\This is a discontinued release, so it's hard to find now.\Are you serious?! Woo-hoo!\They get along well, don't they.\They're both so carried away that they could totally get together right now.\Is Umibouzu responsible for that?\I made this chocolate myself. Please accept it. response:	Hey, do you want chocolate cake or cookies for Valentines Day?
context: Are you serious?!\This is a discontinued release, so it's hard to find now.\Are you serious?! Woo-hoo!\They get along well, don't they.\They're both so carried away that they could totally get together right now.\Is Umibouzu responsible for that?\I made this chocolate myself. Please accept it.\Hey, do you want chocolate cake or cookies for Valentines Day? response:	What? Are you going to make something yourself?
context: This is a discontinued release, so it's hard to find now.\Are you serious?! Woo-hoo!\They get along well, don't they.\They're both so carried away that they could totally get together right now.\Is Umibouzu responsible for that?\I made this chocolate myself. Please accept it.\Hey, do you want chocolate cake or cookies for Valentines Day?\What? Are you going to make something yourself? response:	Yeah. Risa's going to be helping us out, too.
context: Are you serious?! Woo-hoo!\They get along well, don't they.\They're both so carried away that they could totally get together right now.\Is Umibouzu responsible for that?\I made this chocolate myself. Please accept it.\Hey, do you want chocolate cake or cookies for Valentines Day?\What? Are you going to make something yourself?\Yeah. Risa's going to be helping us out, too. response:	Huh? You're talking about that again?
context: They get along well, don't they.\They're both so carried away that they could totally get together right now.\Is Umibouzu responsible for that?\I made this chocolate myself. Please accept it.\Hey, do you want chocolate cake or cookies for Valentines Day?\What? Are you going to make something yourself?\Yeah. Risa's going to be helping us out, too.\Huh? You're talking about that again? response:	Huh? How sickening.
context: They're both so carried away that they could totally get together right now.\Is Umibouzu responsible for that?\I made this chocolate myself. Please accept it.\Hey, do you want chocolate cake or cookies for Valentines Day?\What? Are you going to make something yourself?\Yeah. Risa's going to be helping us out, too.\Huh? You're talking about that again?\Huh? How sickening. response:	Who'd fall victim to such a thing?
context: Is Umibouzu responsible for that?\I made this chocolate myself. Please accept it.\Hey, do you want chocolate cake or cookies for Valentines Day?\What? Are you going to make something yourself?\Yeah. Risa's going to be helping us out, too.\Huh? You're talking about that again?\Huh? How sickening.\Who'd fall victim to such a thing? response:	What do you mean fall victim to?!
context: I made this chocolate myself. Please accept it.\Hey, do you want chocolate cake or cookies for Valentines Day?\What? Are you going to make something yourself?\Yeah. Risa's going to be helping us out, too.\Huh? You're talking about that again?\Huh? How sickening.\Who'd fall victim to such a thing?\What do you mean fall victim to?! response:	If any guy eats chocolate made by this amazon, he'll get sick.
context: Hey, do you want chocolate cake or cookies for Valentines Day?\What? Are you going to make something yourself?\Yeah. Risa's going to be helping us out, too.\Huh? You're talking about that again?\Huh? How sickening.\Who'd fall victim to such a thing?\What do you mean fall victim to?!\If any guy eats chocolate made by this amazon, he'll get sick. response:	And he'll probably grow huge to boot.
context: What? Are you going to make something yourself?\Yeah. Risa's going to be helping us out, too.\Huh? You're talking about that again?\Huh? How sickening.\Who'd fall victim to such a thing?\What do you mean fall victim to?!\If any guy eats chocolate made by this amazon, he'll get sick.\And he'll probably grow huge to boot. response:	Koizumi?
context: Yeah. Risa's going to be helping us out, too.\Huh? You're talking about that again?\Huh? How sickening.\Who'd fall victim to such a thing?\What do you mean fall victim to?!\If any guy eats chocolate made by this amazon, he'll get sick.\And he'll probably grow huge to boot.\Koizumi? response:	You're right.
context: Huh? You're talking about that again?\Huh? How sickening.\Who'd fall victim to such a thing?\What do you mean fall victim to?!\If any guy eats chocolate made by this amazon, he'll get sick.\And he'll probably grow huge to boot.\Koizumi?\You're right. response:	No one would be happy to receive chocolate made by a huge girl like me.
context: Huh? How sickening.\Who'd fall victim to such a thing?\What do you mean fall victim to?!\If any guy eats chocolate made by this amazon, he'll get sick.\And he'll probably grow huge to boot.\Koizumi?\You're right.\No one would be happy to receive chocolate made by a huge girl like me. response:	I've never even been on a date.
context: Who'd fall victim to such a thing?\What do you mean fall victim to?!\If any guy eats chocolate made by this amazon, he'll get sick.\And he'll probably grow huge to boot.\Koizumi?\You're right.\No one would be happy to receive chocolate made by a huge girl like me.\I've never even been on a date. response:	I don't have any fans who think I'm cute, either.
context: What do you mean fall victim to?!\If any guy eats chocolate made by this amazon, he'll get sick.\And he'll probably grow huge to boot.\Koizumi?\You're right.\No one would be happy to receive chocolate made by a huge girl like me.\I've never even been on a date.\I don't have any fans who think I'm cute, either. response:	Huh?
context: If any guy eats chocolate made by this amazon, he'll get sick.\And he'll probably grow huge to boot.\Koizumi?\You're right.\No one would be happy to receive chocolate made by a huge girl like me.\I've never even been on a date.\I don't have any fans who think I'm cute, either.\Huh? response:	H-Hey!
context: And he'll probably grow huge to boot.\Koizumi?\You're right.\No one would be happy to receive chocolate made by a huge girl like me.\I've never even been on a date.\I don't have any fans who think I'm cute, either.\Huh?\H-Hey! response:	I'll probably never give out any chocolate until the day I die!
context: Koizumi?\You're right.\No one would be happy to receive chocolate made by a huge girl like me.\I've never even been on a date.\I don't have any fans who think I'm cute, either.\Huh?\H-Hey!\I'll probably never give out any chocolate until the day I die! response:	Calm down, Koizumi!
context: You're right.\No one would be happy to receive chocolate made by a huge girl like me.\I've never even been on a date.\I don't have any fans who think I'm cute, either.\Huh?\H-Hey!\I'll probably never give out any chocolate until the day I die!\Calm down, Koizumi! response:	What's up with you?!
context: No one would be happy to receive chocolate made by a huge girl like me.\I've never even been on a date.\I don't have any fans who think I'm cute, either.\Huh?\H-Hey!\I'll probably never give out any chocolate until the day I die!\Calm down, Koizumi!\What's up with you?! response:	Why are you always acting so strangely?
context: I've never even been on a date.\I don't have any fans who think I'm cute, either.\Huh?\H-Hey!\I'll probably never give out any chocolate until the day I die!\Calm down, Koizumi!\What's up with you?!\Why are you always acting so strangely? response:	It's nothing.
context: I don't have any fans who think I'm cute, either.\Huh?\H-Hey!\I'll probably never give out any chocolate until the day I die!\Calm down, Koizumi!\What's up with you?!\Why are you always acting so strangely?\It's nothing. response:	I get it.
context: Huh?\H-Hey!\I'll probably never give out any chocolate until the day I die!\Calm down, Koizumi!\What's up with you?!\Why are you always acting so strangely?\It's nothing.\I get it. response:	You can give me your chocolate.
context: H-Hey!\I'll probably never give out any chocolate until the day I die!\Calm down, Koizumi!\What's up with you?!\Why are you always acting so strangely?\It's nothing.\I get it.\You can give me your chocolate. response:	I don't want you to accept it half-heartedly out of pity.
context: I'll probably never give out any chocolate until the day I die!\Calm down, Koizumi!\What's up with you?!\Why are you always acting so strangely?\It's nothing.\I get it.\You can give me your chocolate.\I don't want you to accept it half-heartedly out of pity. response:	It's not like that.
context: Calm down, Koizumi!\What's up with you?!\Why are you always acting so strangely?\It's nothing.\I get it.\You can give me your chocolate.\I don't want you to accept it half-heartedly out of pity.\It's not like that. response:	I like sweets.
context: What's up with you?!\Why are you always acting so strangely?\It's nothing.\I get it.\You can give me your chocolate.\I don't want you to accept it half-heartedly out of pity.\It's not like that.\I like sweets. response:	It's okay if you'd rather not give it to me, though.
context: Why are you always acting so strangely?\It's nothing.\I get it.\You can give me your chocolate.\I don't want you to accept it half-heartedly out of pity.\It's not like that.\I like sweets.\It's okay if you'd rather not give it to me, though. response:	Oh... I like chocolate cake, okay?
context: It's nothing.\I get it.\You can give me your chocolate.\I don't want you to accept it half-heartedly out of pity.\It's not like that.\I like sweets.\It's okay if you'd rather not give it to me, though.\Oh... I like chocolate cake, okay? response:	I-I-I never said I'd make anything for you!
context: I get it.\You can give me your chocolate.\I don't want you to accept it half-heartedly out of pity.\It's not like that.\I like sweets.\It's okay if you'd rather not give it to me, though.\Oh... I like chocolate cake, okay?\I-I-I never said I'd make anything for you! response:	I'm just saying.
context: You can give me your chocolate.\I don't want you to accept it half-heartedly out of pity.\It's not like that.\I like sweets.\It's okay if you'd rather not give it to me, though.\Oh... I like chocolate cake, okay?\I-I-I never said I'd make anything for you!\I'm just saying. response:	Otani, you're too slow!
context: I don't want you to accept it half-heartedly out of pity.\It's not like that.\I like sweets.\It's okay if you'd rather not give it to me, though.\Oh... I like chocolate cake, okay?\I-I-I never said I'd make anything for you!\I'm just saying.\Otani, you're too slow! response:	Right!
context: It's not like that.\I like sweets.\It's okay if you'd rather not give it to me, though.\Oh... I like chocolate cake, okay?\I-I-I never said I'd make anything for you!\I'm just saying.\Otani, you're too slow!\Right! response:	Um...
context: I like sweets.\It's okay if you'd rather not give it to me, though.\Oh... I like chocolate cake, okay?\I-I-I never said I'd make anything for you!\I'm just saying.\Otani, you're too slow!\Right!\Um... response:	Yeah?
context: It's okay if you'd rather not give it to me, though.\Oh... I like chocolate cake, okay?\I-I-I never said I'd make anything for you!\I'm just saying.\Otani, you're too slow!\Right!\Um...\Yeah? response:	We always see you and Otani-kun together.
context: Oh... I like chocolate cake, okay?\I-I-I never said I'd make anything for you!\I'm just saying.\Otani, you're too slow!\Right!\Um...\Yeah?\We always see you and Otani-kun together. response:	Are you guys going out?
context: I-I-I never said I'd make anything for you!\I'm just saying.\Otani, you're too slow!\Right!\Um...\Yeah?\We always see you and Otani-kun together.\Are you guys going out? response:	Huh? No, no. It's nothing like that!
context: I'm just saying.\Otani, you're too slow!\Right!\Um...\Yeah?\We always see you and Otani-kun together.\Are you guys going out?\Huh? No, no. It's nothing like that! response:	I thought so.
context: Otani, you're too slow!\Right!\Um...\Yeah?\We always see you and Otani-kun together.\Are you guys going out?\Huh? No, no. It's nothing like that!\I thought so. response:	That would be impossible, huh?
context: Right!\Um...\Yeah?\We always see you and Otani-kun together.\Are you guys going out?\Huh? No, no. It's nothing like that!\I thought so.\That would be impossible, huh? response:	Otani-kun wouldn't date a huge girl like that, after all.
context: Um...\Yeah?\We always see you and Otani-kun together.\Are you guys going out?\Huh? No, no. It's nothing like that!\I thought so.\That would be impossible, huh?\Otani-kun wouldn't date a huge girl like that, after all. response:	You're right.
context: Yeah?\We always see you and Otani-kun together.\Are you guys going out?\Huh? No, no. It's nothing like that!\I thought so.\That would be impossible, huh?\Otani-kun wouldn't date a huge girl like that, after all.\You're right. response:	Those girls will be giving Otani chocolate too, won't they?
context: We always see you and Otani-kun together.\Are you guys going out?\Huh? No, no. It's nothing like that!\I thought so.\That would be impossible, huh?\Otani-kun wouldn't date a huge girl like that, after all.\You're right.\Those girls will be giving Otani chocolate too, won't they? response:	Probably.
context: Are you guys going out?\Huh? No, no. It's nothing like that!\I thought so.\That would be impossible, huh?\Otani-kun wouldn't date a huge girl like that, after all.\You're right.\Those girls will be giving Otani chocolate too, won't they?\Probably. response:	If he's going to receive so much chocolate, he probably won't need mine.
context: Huh? No, no. It's nothing like that!\I thought so.\That would be impossible, huh?\Otani-kun wouldn't date a huge girl like that, after all.\You're right.\Those girls will be giving Otani chocolate too, won't they?\Probably.\If he's going to receive so much chocolate, he probably won't need mine. response:	Risa...
context: I thought so.\That would be impossible, huh?\Otani-kun wouldn't date a huge girl like that, after all.\You're right.\Those girls will be giving Otani chocolate too, won't they?\Probably.\If he's going to receive so much chocolate, he probably won't need mine.\Risa... response:	Risa!
context: That would be impossible, huh?\Otani-kun wouldn't date a huge girl like that, after all.\You're right.\Those girls will be giving Otani chocolate too, won't they?\Probably.\If he's going to receive so much chocolate, he probably won't need mine.\Risa...\Risa! response:	Risa! It's so nice to see you again!
context: Otani-kun wouldn't date a huge girl like that, after all.\You're right.\Those girls will be giving Otani chocolate too, won't they?\Probably.\If he's going to receive so much chocolate, he probably won't need mine.\Risa...\Risa!\Risa! It's so nice to see you again! response:	Ughh... Haruka, I can't breathe.
context: You're right.\Those girls will be giving Otani chocolate too, won't they?\Probably.\If he's going to receive so much chocolate, he probably won't need mine.\Risa...\Risa!\Risa! It's so nice to see you again!\Ughh... Haruka, I can't breathe. response:	Who's that?
context: Those girls will be giving Otani chocolate too, won't they?\Probably.\If he's going to receive so much chocolate, he probably won't need mine.\Risa...\Risa!\Risa! It's so nice to see you again!\Ughh... Haruka, I can't breathe.\Who's that? response:	Phew. That was close.
context: Probably.\If he's going to receive so much chocolate, he probably won't need mine.\Risa...\Risa!\Risa! It's so nice to see you again!\Ughh... Haruka, I can't breathe.\Who's that?\Phew. That was close. response:	You...
context: If he's going to receive so much chocolate, he probably won't need mine.\Risa...\Risa!\Risa! It's so nice to see you again!\Ughh... Haruka, I can't breathe.\Who's that?\Phew. That was close.\You... response:	Why'd that guy come to our school yesterday?
context: Risa...\Risa!\Risa! It's so nice to see you again!\Ughh... Haruka, I can't breathe.\Who's that?\Phew. That was close.\You...\Why'd that guy come to our school yesterday? response:	He came to complete his student-transfer paperwork.
context: Risa!\Risa! It's so nice to see you again!\Ughh... Haruka, I can't breathe.\Who's that?\Phew. That was close.\You...\Why'd that guy come to our school yesterday?\He came to complete his student-transfer paperwork. response:	Huh? He's transferring here?
context: Risa! It's so nice to see you again!\Ughh... Haruka, I can't breathe.\Who's that?\Phew. That was close.\You...\Why'd that guy come to our school yesterday?\He came to complete his student-transfer paperwork.\Huh? He's transferring here? response:	Yeah. He's starting in April.
context: Ughh... Haruka, I can't breathe.\Who's that?\Phew. That was close.\You...\Why'd that guy come to our school yesterday?\He came to complete his student-transfer paperwork.\Huh? He's transferring here?\Yeah. He's starting in April. response:	Oh, That's great!
context: Who's that?\Phew. That was close.\You...\Why'd that guy come to our school yesterday?\He came to complete his student-transfer paperwork.\Huh? He's transferring here?\Yeah. He's starting in April.\Oh, That's great! response:	He's your type, right Koizumi?
context: Phew. That was close.\You...\Why'd that guy come to our school yesterday?\He came to complete his student-transfer paperwork.\Huh? He's transferring here?\Yeah. He's starting in April.\Oh, That's great!\He's your type, right Koizumi? response:	Ah, no way! No way!
context: You...\Why'd that guy come to our school yesterday?\He came to complete his student-transfer paperwork.\Huh? He's transferring here?\Yeah. He's starting in April.\Oh, That's great!\He's your type, right Koizumi?\Ah, no way! No way! response:	He used to be a hopeless crybaby.
context: Why'd that guy come to our school yesterday?\He came to complete his student-transfer paperwork.\Huh? He's transferring here?\Yeah. He's starting in April.\Oh, That's great!\He's your type, right Koizumi?\Ah, no way! No way!\He used to be a hopeless crybaby. response:	Haruka
context: He came to complete his student-transfer paperwork.\Huh? He's transferring here?\Yeah. He's starting in April.\Oh, That's great!\He's your type, right Koizumi?\Ah, no way! No way!\He used to be a hopeless crybaby.\Haruka response:	His grandma's British, so he used to look just like a foreign girl.
context: Huh? He's transferring here?\Yeah. He's starting in April.\Oh, That's great!\He's your type, right Koizumi?\Ah, no way! No way!\He used to be a hopeless crybaby.\Haruka\His grandma's British, so he used to look just like a foreign girl. response:	All his friends were girls,
context: Yeah. He's starting in April.\Oh, That's great!\He's your type, right Koizumi?\Ah, no way! No way!\He used to be a hopeless crybaby.\Haruka\His grandma's British, so he used to look just like a foreign girl.\All his friends were girls, response:	What a hopeless guy.
context: Oh, That's great!\He's your type, right Koizumi?\Ah, no way! No way!\He used to be a hopeless crybaby.\Haruka\His grandma's British, so he used to look just like a foreign girl.\All his friends were girls,\What a hopeless guy. response:	Too true!
context: He's your type, right Koizumi?\Ah, no way! No way!\He used to be a hopeless crybaby.\Haruka\His grandma's British, so he used to look just like a foreign girl.\All his friends were girls,\What a hopeless guy.\Too true! response:	He may be good looking now, but...
context: Ah, no way! No way!\He used to be a hopeless crybaby.\Haruka\His grandma's British, so he used to look just like a foreign girl.\All his friends were girls,\What a hopeless guy.\Too true!\He may be good looking now, but... response:	Huh? Damn it!
context: He used to be a hopeless crybaby.\Haruka\His grandma's British, so he used to look just like a foreign girl.\All his friends were girls,\What a hopeless guy.\Too true!\He may be good looking now, but...\Huh? Damn it! response:	I should have said he was my ex-boyfriend!
context: Haruka\His grandma's British, so he used to look just like a foreign girl.\All his friends were girls,\What a hopeless guy.\Too true!\He may be good looking now, but...\Huh? Damn it!\I should have said he was my ex-boyfriend! response:	How stupid am I?! I'm too honest!
context: His grandma's British, so he used to look just like a foreign girl.\All his friends were girls,\What a hopeless guy.\Too true!\He may be good looking now, but...\Huh? Damn it!\I should have said he was my ex-boyfriend!\How stupid am I?! I'm too honest! response:	What's this?
context: All his friends were girls,\What a hopeless guy.\Too true!\He may be good looking now, but...\Huh? Damn it!\I should have said he was my ex-boyfriend!\How stupid am I?! I'm too honest!\What's this? response:	I thought I was about to lose to you,
context: What a hopeless guy.\Too true!\He may be good looking now, but...\Huh? Damn it!\I should have said he was my ex-boyfriend!\How stupid am I?! I'm too honest!\What's this?\I thought I was about to lose to you, response:	Anyway...
context: Too true!\He may be good looking now, but...\Huh? Damn it!\I should have said he was my ex-boyfriend!\How stupid am I?! I'm too honest!\What's this?\I thought I was about to lose to you,\Anyway... response:	Anyway, you don't have any plans today, right?
context: He may be good looking now, but...\Huh? Damn it!\I should have said he was my ex-boyfriend!\How stupid am I?! I'm too honest!\What's this?\I thought I was about to lose to you,\Anyway...\Anyway, you don't have any plans today, right? response:	Let's go to the CD store and look for some more Umibouzu CD's.
context: Huh? Damn it!\I should have said he was my ex-boyfriend!\How stupid am I?! I'm too honest!\What's this?\I thought I was about to lose to you,\Anyway...\Anyway, you don't have any plans today, right?\Let's go to the CD store and look for some more Umibouzu CD's. response:	Sure.
context: I should have said he was my ex-boyfriend!\How stupid am I?! I'm too honest!\What's this?\I thought I was about to lose to you,\Anyway...\Anyway, you don't have any plans today, right?\Let's go to the CD store and look for some more Umibouzu CD's.\Sure. response:	Risa!
context: How stupid am I?! I'm too honest!\What's this?\I thought I was about to lose to you,\Anyway...\Anyway, you don't have any plans today, right?\Let's go to the CD store and look for some more Umibouzu CD's.\Sure.\Risa! response:	Risa, this chocolate cake looks really easy to make.
context: What's this?\I thought I was about to lose to you,\Anyway...\Anyway, you don't have any plans today, right?\Let's go to the CD store and look for some more Umibouzu CD's.\Sure.\Risa!\Risa, this chocolate cake looks really easy to make. response:	Let's make this one.
context: I thought I was about to lose to you,\Anyway...\Anyway, you don't have any plans today, right?\Let's go to the CD store and look for some more Umibouzu CD's.\Sure.\Risa!\Risa, this chocolate cake looks really easy to make.\Let's make this one. response:	Oh, it looks delicious!
context: Anyway...\Anyway, you don't have any plans today, right?\Let's go to the CD store and look for some more Umibouzu CD's.\Sure.\Risa!\Risa, this chocolate cake looks really easy to make.\Let's make this one.\Oh, it looks delicious! response:	Chocolate cake?
context: Anyway, you don't have any plans today, right?\Let's go to the CD store and look for some more Umibouzu CD's.\Sure.\Risa!\Risa, this chocolate cake looks really easy to make.\Let's make this one.\Oh, it looks delicious!\Chocolate cake? response:	I'd better have my stomach pills ready.
context: Let's go to the CD store and look for some more Umibouzu CD's.\Sure.\Risa!\Risa, this chocolate cake looks really easy to make.\Let's make this one.\Oh, it looks delicious!\Chocolate cake?\I'd better have my stomach pills ready. response:	S-screw you! I'm not making it!
context: Sure.\Risa!\Risa, this chocolate cake looks really easy to make.\Let's make this one.\Oh, it looks delicious!\Chocolate cake?\I'd better have my stomach pills ready.\S-screw you! I'm not making it! response:	Not for you, anyway!
context: Risa!\Risa, this chocolate cake looks really easy to make.\Let's make this one.\Oh, it looks delicious!\Chocolate cake?\I'd better have my stomach pills ready.\S-screw you! I'm not making it!\Not for you, anyway! response:	Okay, okay.
context: Risa, this chocolate cake looks really easy to make.\Let's make this one.\Oh, it looks delicious!\Chocolate cake?\I'd better have my stomach pills ready.\S-screw you! I'm not making it!\Not for you, anyway!\Okay, okay. response:	Risa!
context: Let's make this one.\Oh, it looks delicious!\Chocolate cake?\I'd better have my stomach pills ready.\S-screw you! I'm not making it!\Not for you, anyway!\Okay, okay.\Risa! response:	He's here again?
context: Oh, it looks delicious!\Chocolate cake?\I'd better have my stomach pills ready.\S-screw you! I'm not making it!\Not for you, anyway!\Okay, okay.\Risa!\He's here again? response:	Haruka? What's up?
context: Chocolate cake?\I'd better have my stomach pills ready.\S-screw you! I'm not making it!\Not for you, anyway!\Okay, okay.\Risa!\He's here again?\Haruka? What's up? response:	I came to pick you up.
context: I'd better have my stomach pills ready.\S-screw you! I'm not making it!\Not for you, anyway!\Okay, okay.\Risa!\He's here again?\Haruka? What's up?\I came to pick you up. response:	If you're free, let's have tea together.
context: S-screw you! I'm not making it!\Not for you, anyway!\Okay, okay.\Risa!\He's here again?\Haruka? What's up?\I came to pick you up.\If you're free, let's have tea together. response:	Uh, sorry. I've already made plans with Otani today.
context: Not for you, anyway!\Okay, okay.\Risa!\He's here again?\Haruka? What's up?\I came to pick you up.\If you're free, let's have tea together.\Uh, sorry. I've already made plans with Otani today. response:	Otani?
context: Okay, okay.\Risa!\He's here again?\Haruka? What's up?\I came to pick you up.\If you're free, let's have tea together.\Uh, sorry. I've already made plans with Otani today.\Otani? response:	Oh, it's okay. I
context: Risa!\He's here again?\Haruka? What's up?\I came to pick you up.\If you're free, let's have tea together.\Uh, sorry. I've already made plans with Otani today.\Otani?\Oh, it's okay. I response:	What...!
context: He's here again?\Haruka? What's up?\I came to pick you up.\If you're free, let's have tea together.\Uh, sorry. I've already made plans with Otani today.\Otani?\Oh, it's okay. I\What...! response:	What on earth is this little creature?!
context: Haruka? What's up?\I came to pick you up.\If you're free, let's have tea together.\Uh, sorry. I've already made plans with Otani today.\Otani?\Oh, it's okay. I\What...!\What on earth is this little creature?! response:	What are you talking about?!
context: I came to pick you up.\If you're free, let's have tea together.\Uh, sorry. I've already made plans with Otani today.\Otani?\Oh, it's okay. I\What...!\What on earth is this little creature?!\What are you talking about?! response:	Now that I think of it, Risa,
context: If you're free, let's have tea together.\Uh, sorry. I've already made plans with Otani today.\Otani?\Oh, it's okay. I\What...!\What on earth is this little creature?!\What are you talking about?!\Now that I think of it, Risa, response:	Don't talk about me like I'm a pet!
