context: A curse corrodes Tomoe's body. response:	Did you remember?
context: Umm...\Please don't tell him anything about me.\The one who saved you is the lady of this house, Yukiji-sama.\The lady is quite busy.\You should rest now.\That's right...\The wound that wouldn't heal...\Just what kind of medicine did I take exactly? response:	Never mind.
context: Please don't tell him anything about me.\The one who saved you is the lady of this house, Yukiji-sama.\The lady is quite busy.\You should rest now.\That's right...\The wound that wouldn't heal...\Just what kind of medicine did I take exactly?\Never mind. response:	Until I've recovered completely, I shall remain here.
context: The one who saved you is the lady of this house, Yukiji-sama.\The lady is quite busy.\You should rest now.\That's right...\The wound that wouldn't heal...\Just what kind of medicine did I take exactly?\Never mind.\Until I've recovered completely, I shall remain here. response:	And... that woman...
context: The lady is quite busy.\You should rest now.\That's right...\The wound that wouldn't heal...\Just what kind of medicine did I take exactly?\Never mind.\Until I've recovered completely, I shall remain here.\And... that woman... response:	Is he asleep?
context: You should rest now.\That's right...\The wound that wouldn't heal...\Just what kind of medicine did I take exactly?\Never mind.\Until I've recovered completely, I shall remain here.\And... that woman...\Is he asleep? response:	Yes, he's asleep.
context: That's right...\The wound that wouldn't heal...\Just what kind of medicine did I take exactly?\Never mind.\Until I've recovered completely, I shall remain here.\And... that woman...\Is he asleep?\Yes, he's asleep. response:	He just woke up today after all.
context: The wound that wouldn't heal...\Just what kind of medicine did I take exactly?\Never mind.\Until I've recovered completely, I shall remain here.\And... that woman...\Is he asleep?\Yes, he's asleep.\He just woke up today after all. response:	He won't recover so suddenly as he's not a youkai.
context: Just what kind of medicine did I take exactly?\Never mind.\Until I've recovered completely, I shall remain here.\And... that woman...\Is he asleep?\Yes, he's asleep.\He just woke up today after all.\He won't recover so suddenly as he's not a youkai. response:	Pretends to sleep
context: Never mind.\Until I've recovered completely, I shall remain here.\And... that woman...\Is he asleep?\Yes, he's asleep.\He just woke up today after all.\He won't recover so suddenly as he's not a youkai.\Pretends to sleep response:	That's true.
context: Until I've recovered completely, I shall remain here.\And... that woman...\Is he asleep?\Yes, he's asleep.\He just woke up today after all.\He won't recover so suddenly as he's not a youkai.\Pretends to sleep\That's true. response:	Get well soon, Himeta.
context: And... that woman...\Is he asleep?\Yes, he's asleep.\He just woke up today after all.\He won't recover so suddenly as he's not a youkai.\Pretends to sleep\That's true.\Get well soon, Himeta. response:	When you feel better, I'll take you to a good fishing spot.
context: Is he asleep?\Yes, he's asleep.\He just woke up today after all.\He won't recover so suddenly as he's not a youkai.\Pretends to sleep\That's true.\Get well soon, Himeta.\When you feel better, I'll take you to a good fishing spot. response:	Yukiji-sama's fishing skills are quite extraordinary.
context: Yes, he's asleep.\He just woke up today after all.\He won't recover so suddenly as he's not a youkai.\Pretends to sleep\That's true.\Get well soon, Himeta.\When you feel better, I'll take you to a good fishing spot.\Yukiji-sama's fishing skills are quite extraordinary. response:	So get well soon. Okay?
context: He just woke up today after all.\He won't recover so suddenly as he's not a youkai.\Pretends to sleep\That's true.\Get well soon, Himeta.\When you feel better, I'll take you to a good fishing spot.\Yukiji-sama's fishing skills are quite extraordinary.\So get well soon. Okay? response:	If she knew that I'm a youkai, she wouldn't be able to stay this calm.
context: He won't recover so suddenly as he's not a youkai.\Pretends to sleep\That's true.\Get well soon, Himeta.\When you feel better, I'll take you to a good fishing spot.\Yukiji-sama's fishing skills are quite extraordinary.\So get well soon. Okay?\If she knew that I'm a youkai, she wouldn't be able to stay this calm. response:	If she knew that I'm a youkai...
context: Pretends to sleep\That's true.\Get well soon, Himeta.\When you feel better, I'll take you to a good fishing spot.\Yukiji-sama's fishing skills are quite extraordinary.\So get well soon. Okay?\If she knew that I'm a youkai, she wouldn't be able to stay this calm.\If she knew that I'm a youkai... response:	Rice cakes again?
context: That's true.\Get well soon, Himeta.\When you feel better, I'll take you to a good fishing spot.\Yukiji-sama's fishing skills are quite extraordinary.\So get well soon. Okay?\If she knew that I'm a youkai, she wouldn't be able to stay this calm.\If she knew that I'm a youkai...\Rice cakes again? response:	Have a safe trip, Yukiji-san.
context: Get well soon, Himeta.\When you feel better, I'll take you to a good fishing spot.\Yukiji-sama's fishing skills are quite extraordinary.\So get well soon. Okay?\If she knew that I'm a youkai, she wouldn't be able to stay this calm.\If she knew that I'm a youkai...\Rice cakes again?\Have a safe trip, Yukiji-san. response:	Please take care, my lady.
context: When you feel better, I'll take you to a good fishing spot.\Yukiji-sama's fishing skills are quite extraordinary.\So get well soon. Okay?\If she knew that I'm a youkai, she wouldn't be able to stay this calm.\If she knew that I'm a youkai...\Rice cakes again?\Have a safe trip, Yukiji-san.\Please take care, my lady. response:	Please take care of the rest for me, Fuuta.
context: Yukiji-sama's fishing skills are quite extraordinary.\So get well soon. Okay?\If she knew that I'm a youkai, she wouldn't be able to stay this calm.\If she knew that I'm a youkai...\Rice cakes again?\Have a safe trip, Yukiji-san.\Please take care, my lady.\Please take care of the rest for me, Fuuta. response:	Nanami too.
context: So get well soon. Okay?\If she knew that I'm a youkai, she wouldn't be able to stay this calm.\If she knew that I'm a youkai...\Rice cakes again?\Have a safe trip, Yukiji-san.\Please take care, my lady.\Please take care of the rest for me, Fuuta.\Nanami too. response:	Don't leave in my absence.
context: If she knew that I'm a youkai, she wouldn't be able to stay this calm.\If she knew that I'm a youkai...\Rice cakes again?\Have a safe trip, Yukiji-san.\Please take care, my lady.\Please take care of the rest for me, Fuuta.\Nanami too.\Don't leave in my absence. response:	It's a promise, okay?
context: If she knew that I'm a youkai...\Rice cakes again?\Have a safe trip, Yukiji-san.\Please take care, my lady.\Please take care of the rest for me, Fuuta.\Nanami too.\Don't leave in my absence.\It's a promise, okay? response:	Is he asleep?
context: Rice cakes again?\Have a safe trip, Yukiji-san.\Please take care, my lady.\Please take care of the rest for me, Fuuta.\Nanami too.\Don't leave in my absence.\It's a promise, okay?\Is he asleep? response:	He's asleep.
context: Have a safe trip, Yukiji-san.\Please take care, my lady.\Please take care of the rest for me, Fuuta.\Nanami too.\Don't leave in my absence.\It's a promise, okay?\Is he asleep?\He's asleep. response:	Ah?
context: Please take care, my lady.\Please take care of the rest for me, Fuuta.\Nanami too.\Don't leave in my absence.\It's a promise, okay?\Is he asleep?\He's asleep.\Ah? response:	He hasn't eaten the sasamochi, Fuuta-kun.
context: Please take care of the rest for me, Fuuta.\Nanami too.\Don't leave in my absence.\It's a promise, okay?\Is he asleep?\He's asleep.\Ah?\He hasn't eaten the sasamochi, Fuuta-kun. response:	Maybe it wasn't tasty?
context: Nanami too.\Don't leave in my absence.\It's a promise, okay?\Is he asleep?\He's asleep.\Ah?\He hasn't eaten the sasamochi, Fuuta-kun.\Maybe it wasn't tasty? response:	I had made new ones.
context: Don't leave in my absence.\It's a promise, okay?\Is he asleep?\He's asleep.\Ah?\He hasn't eaten the sasamochi, Fuuta-kun.\Maybe it wasn't tasty?\I had made new ones. response:	That's not true.
context: It's a promise, okay?\Is he asleep?\He's asleep.\Ah?\He hasn't eaten the sasamochi, Fuuta-kun.\Maybe it wasn't tasty?\I had made new ones.\That's not true. response:	Himeta was very full during the day, since he ate all the fish I had caught.
context: Is he asleep?\He's asleep.\Ah?\He hasn't eaten the sasamochi, Fuuta-kun.\Maybe it wasn't tasty?\I had made new ones.\That's not true.\Himeta was very full during the day, since he ate all the fish I had caught. response:	Himeta... do they mean me?
context: He's asleep.\Ah?\He hasn't eaten the sasamochi, Fuuta-kun.\Maybe it wasn't tasty?\I had made new ones.\That's not true.\Himeta was very full during the day, since he ate all the fish I had caught.\Himeta... do they mean me? response:	His wound is healing.
context: Ah?\He hasn't eaten the sasamochi, Fuuta-kun.\Maybe it wasn't tasty?\I had made new ones.\That's not true.\Himeta was very full during the day, since he ate all the fish I had caught.\Himeta... do they mean me?\His wound is healing. response:	Just a bit longer.
context: He hasn't eaten the sasamochi, Fuuta-kun.\Maybe it wasn't tasty?\I had made new ones.\That's not true.\Himeta was very full during the day, since he ate all the fish I had caught.\Himeta... do they mean me?\His wound is healing.\Just a bit longer. response:	Himeta is quite strong, even though he doesn't appear to be.
context: Maybe it wasn't tasty?\I had made new ones.\That's not true.\Himeta was very full during the day, since he ate all the fish I had caught.\Himeta... do they mean me?\His wound is healing.\Just a bit longer.\Himeta is quite strong, even though he doesn't appear to be. response:	That's true.
context: I had made new ones.\That's not true.\Himeta was very full during the day, since he ate all the fish I had caught.\Himeta... do they mean me?\His wound is healing.\Just a bit longer.\Himeta is quite strong, even though he doesn't appear to be.\That's true. response:	After my body recovers...
context: That's not true.\Himeta was very full during the day, since he ate all the fish I had caught.\Himeta... do they mean me?\His wound is healing.\Just a bit longer.\Himeta is quite strong, even though he doesn't appear to be.\That's true.\After my body recovers... response:	But some thing is worrying me.
context: Himeta was very full during the day, since he ate all the fish I had caught.\Himeta... do they mean me?\His wound is healing.\Just a bit longer.\Himeta is quite strong, even though he doesn't appear to be.\That's true.\After my body recovers...\But some thing is worrying me. response:	Why does she... only come every night when I'm asleep.
context: Himeta... do they mean me?\His wound is healing.\Just a bit longer.\Himeta is quite strong, even though he doesn't appear to be.\That's true.\After my body recovers...\But some thing is worrying me.\Why does she... only come every night when I'm asleep. response:	Is he asleep?
context: His wound is healing.\Just a bit longer.\Himeta is quite strong, even though he doesn't appear to be.\That's true.\After my body recovers...\But some thing is worrying me.\Why does she... only come every night when I'm asleep.\Is he asleep? response:	Yes, yes, he is asleep.
context: Just a bit longer.\Himeta is quite strong, even though he doesn't appear to be.\That's true.\After my body recovers...\But some thing is worrying me.\Why does she... only come every night when I'm asleep.\Is he asleep?\Yes, yes, he is asleep. response:	I'm not asleep!
context: Himeta is quite strong, even though he doesn't appear to be.\That's true.\After my body recovers...\But some thing is worrying me.\Why does she... only come every night when I'm asleep.\Is he asleep?\Yes, yes, he is asleep.\I'm not asleep! response:	W-What's this, so you were awake!
context: That's true.\After my body recovers...\But some thing is worrying me.\Why does she... only come every night when I'm asleep.\Is he asleep?\Yes, yes, he is asleep.\I'm not asleep!\W-What's this, so you were awake! response:	It's already time for kids to go to bed.
context: After my body recovers...\But some thing is worrying me.\Why does she... only come every night when I'm asleep.\Is he asleep?\Yes, yes, he is asleep.\I'm not asleep!\W-What's this, so you were awake!\It's already time for kids to go to bed. response:	Here, I'll change your bandage.
context: But some thing is worrying me.\Why does she... only come every night when I'm asleep.\Is he asleep?\Yes, yes, he is asleep.\I'm not asleep!\W-What's this, so you were awake!\It's already time for kids to go to bed.\Here, I'll change your bandage. response:	What this?
context: Why does she... only come every night when I'm asleep.\Is he asleep?\Yes, yes, he is asleep.\I'm not asleep!\W-What's this, so you were awake!\It's already time for kids to go to bed.\Here, I'll change your bandage.\What this? response:	Won't she come in?
context: Is he asleep?\Yes, yes, he is asleep.\I'm not asleep!\W-What's this, so you were awake!\It's already time for kids to go to bed.\Here, I'll change your bandage.\What this?\Won't she come in? response:	You'll feel all better when you wake up.
context: Yes, yes, he is asleep.\I'm not asleep!\W-What's this, so you were awake!\It's already time for kids to go to bed.\Here, I'll change your bandage.\What this?\Won't she come in?\You'll feel all better when you wake up. response:	Boring...
context: I'm not asleep!\W-What's this, so you were awake!\It's already time for kids to go to bed.\Here, I'll change your bandage.\What this?\Won't she come in?\You'll feel all better when you wake up.\Boring... response:	When her hands touch me...
context: W-What's this, so you were awake!\It's already time for kids to go to bed.\Here, I'll change your bandage.\What this?\Won't she come in?\You'll feel all better when you wake up.\Boring...\When her hands touch me... response:	Nanami?
context: It's already time for kids to go to bed.\Here, I'll change your bandage.\What this?\Won't she come in?\You'll feel all better when you wake up.\Boring...\When her hands touch me...\Nanami? response:	Hey, Nanami!
context: Here, I'll change your bandage.\What this?\Won't she come in?\You'll feel all better when you wake up.\Boring...\When her hands touch me...\Nanami?\Hey, Nanami! response:	Fuuta-kun.
context: What this?\Won't she come in?\You'll feel all better when you wake up.\Boring...\When her hands touch me...\Nanami?\Hey, Nanami!\Fuuta-kun. response:	Are you alright? You look pale.
context: Won't she come in?\You'll feel all better when you wake up.\Boring...\When her hands touch me...\Nanami?\Hey, Nanami!\Fuuta-kun.\Are you alright? You look pale. response:	Sorry. My mind was just all fuzzy.
context: You'll feel all better when you wake up.\Boring...\When her hands touch me...\Nanami?\Hey, Nanami!\Fuuta-kun.\Are you alright? You look pale.\Sorry. My mind was just all fuzzy. response:	You must be tired, right?
context: Boring...\When her hands touch me...\Nanami?\Hey, Nanami!\Fuuta-kun.\Are you alright? You look pale.\Sorry. My mind was just all fuzzy.\You must be tired, right? response:	Rest up for a while.
context: When her hands touch me...\Nanami?\Hey, Nanami!\Fuuta-kun.\Are you alright? You look pale.\Sorry. My mind was just all fuzzy.\You must be tired, right?\Rest up for a while. response:	It's already been 3 days since Yukiji-san left.
context: Nanami?\Hey, Nanami!\Fuuta-kun.\Are you alright? You look pale.\Sorry. My mind was just all fuzzy.\You must be tired, right?\Rest up for a while.\It's already been 3 days since Yukiji-san left. response:	If everything goes well, she could return by tomorrow.
context: Hey, Nanami!\Fuuta-kun.\Are you alright? You look pale.\Sorry. My mind was just all fuzzy.\You must be tired, right?\Rest up for a while.\It's already been 3 days since Yukiji-san left.\If everything goes well, she could return by tomorrow. response:	Hey, Fuuta-kun...
context: Fuuta-kun.\Are you alright? You look pale.\Sorry. My mind was just all fuzzy.\You must be tired, right?\Rest up for a while.\It's already been 3 days since Yukiji-san left.\If everything goes well, she could return by tomorrow.\Hey, Fuuta-kun... response:	Hm?
context: Are you alright? You look pale.\Sorry. My mind was just all fuzzy.\You must be tired, right?\Rest up for a while.\It's already been 3 days since Yukiji-san left.\If everything goes well, she could return by tomorrow.\Hey, Fuuta-kun...\Hm? response:	Himeta looks fine now.
context: Sorry. My mind was just all fuzzy.\You must be tired, right?\Rest up for a while.\It's already been 3 days since Yukiji-san left.\If everything goes well, she could return by tomorrow.\Hey, Fuuta-kun...\Hm?\Himeta looks fine now. response:	I was thinking about leaving this place tomorrow.
context: You must be tired, right?\Rest up for a while.\It's already been 3 days since Yukiji-san left.\If everything goes well, she could return by tomorrow.\Hey, Fuuta-kun...\Hm?\Himeta looks fine now.\I was thinking about leaving this place tomorrow. response:	What? Why?
context: Rest up for a while.\It's already been 3 days since Yukiji-san left.\If everything goes well, she could return by tomorrow.\Hey, Fuuta-kun...\Hm?\Himeta looks fine now.\I was thinking about leaving this place tomorrow.\What? Why? response:	Yukiji-sama told you to not leave, right?
context: It's already been 3 days since Yukiji-san left.\If everything goes well, she could return by tomorrow.\Hey, Fuuta-kun...\Hm?\Himeta looks fine now.\I was thinking about leaving this place tomorrow.\What? Why?\Yukiji-sama told you to not leave, right? response:	Sorry.
context: If everything goes well, she could return by tomorrow.\Hey, Fuuta-kun...\Hm?\Himeta looks fine now.\I was thinking about leaving this place tomorrow.\What? Why?\Yukiji-sama told you to not leave, right?\Sorry. response:	Thank you for everything till now.
context: Hey, Fuuta-kun...\Hm?\Himeta looks fine now.\I was thinking about leaving this place tomorrow.\What? Why?\Yukiji-sama told you to not leave, right?\Sorry.\Thank you for everything till now. response:	Sorry for troubling you.
context: Hm?\Himeta looks fine now.\I was thinking about leaving this place tomorrow.\What? Why?\Yukiji-sama told you to not leave, right?\Sorry.\Thank you for everything till now.\Sorry for troubling you. response:	Why!?
context: Himeta looks fine now.\I was thinking about leaving this place tomorrow.\What? Why?\Yukiji-sama told you to not leave, right?\Sorry.\Thank you for everything till now.\Sorry for troubling you.\Why!? response:	I'm an outsider.
context: I was thinking about leaving this place tomorrow.\What? Why?\Yukiji-sama told you to not leave, right?\Sorry.\Thank you for everything till now.\Sorry for troubling you.\Why!?\I'm an outsider. response:	I must not get in the way of Yukiji-san and others.
context: What? Why?\Yukiji-sama told you to not leave, right?\Sorry.\Thank you for everything till now.\Sorry for troubling you.\Why!?\I'm an outsider.\I must not get in the way of Yukiji-san and others. response:	Wh-What's with that?
context: Yukiji-sama told you to not leave, right?\Sorry.\Thank you for everything till now.\Sorry for troubling you.\Why!?\I'm an outsider.\I must not get in the way of Yukiji-san and others.\Wh-What's with that? response:	A secret.
context: Sorry.\Thank you for everything till now.\Sorry for troubling you.\Why!?\I'm an outsider.\I must not get in the way of Yukiji-san and others.\Wh-What's with that?\A secret. response:	Your injury's all healed up, right Himeta?
context: Thank you for everything till now.\Sorry for troubling you.\Why!?\I'm an outsider.\I must not get in the way of Yukiji-san and others.\Wh-What's with that?\A secret.\Your injury's all healed up, right Himeta? response:	Why is it?
context: Sorry for troubling you.\Why!?\I'm an outsider.\I must not get in the way of Yukiji-san and others.\Wh-What's with that?\A secret.\Your injury's all healed up, right Himeta?\Why is it? response:	As promised, I'll take you to the fishing spot tomorrow.
context: Why!?\I'm an outsider.\I must not get in the way of Yukiji-san and others.\Wh-What's with that?\A secret.\Your injury's all healed up, right Himeta?\Why is it?\As promised, I'll take you to the fishing spot tomorrow. response:	That woman didn't show herself.
context: I'm an outsider.\I must not get in the way of Yukiji-san and others.\Wh-What's with that?\A secret.\Your injury's all healed up, right Himeta?\Why is it?\As promised, I'll take you to the fishing spot tomorrow.\That woman didn't show herself. response:	Hey brat...
context: I must not get in the way of Yukiji-san and others.\Wh-What's with that?\A secret.\Your injury's all healed up, right Himeta?\Why is it?\As promised, I'll take you to the fishing spot tomorrow.\That woman didn't show herself.\Hey brat... response:	What happened to Yukiji?
context: Wh-What's with that?\A secret.\Your injury's all healed up, right Himeta?\Why is it?\As promised, I'll take you to the fishing spot tomorrow.\That woman didn't show herself.\Hey brat...\What happened to Yukiji? response:	Don't address her that way! It's Lady Yukiji!
context: A secret.\Your injury's all healed up, right Himeta?\Why is it?\As promised, I'll take you to the fishing spot tomorrow.\That woman didn't show herself.\Hey brat...\What happened to Yukiji?\Don't address her that way! It's Lady Yukiji! response:	Honestly, I never thought you'd be so foul mouthed. You're just Himetaro too.
context: Your injury's all healed up, right Himeta?\Why is it?\As promised, I'll take you to the fishing spot tomorrow.\That woman didn't show herself.\Hey brat...\What happened to Yukiji?\Don't address her that way! It's Lady Yukiji!\Honestly, I never thought you'd be so foul mouthed. You're just Himetaro too. response:	I am not Himetaro.
context: Why is it?\As promised, I'll take you to the fishing spot tomorrow.\That woman didn't show herself.\Hey brat...\What happened to Yukiji?\Don't address her that way! It's Lady Yukiji!\Honestly, I never thought you'd be so foul mouthed. You're just Himetaro too.\I am not Himetaro. response:	Then what is your name!!?
context: As promised, I'll take you to the fishing spot tomorrow.\That woman didn't show herself.\Hey brat...\What happened to Yukiji?\Don't address her that way! It's Lady Yukiji!\Honestly, I never thought you'd be so foul mouthed. You're just Himetaro too.\I am not Himetaro.\Then what is your name!!? response:	Himetaro's fine.
context: That woman didn't show herself.\Hey brat...\What happened to Yukiji?\Don't address her that way! It's Lady Yukiji!\Honestly, I never thought you'd be so foul mouthed. You're just Himetaro too.\I am not Himetaro.\Then what is your name!!?\Himetaro's fine. response:	Lady Yukiji is going to a rich man's place in the capital.
context: Hey brat...\What happened to Yukiji?\Don't address her that way! It's Lady Yukiji!\Honestly, I never thought you'd be so foul mouthed. You're just Himetaro too.\I am not Himetaro.\Then what is your name!!?\Himetaro's fine.\Lady Yukiji is going to a rich man's place in the capital. response:	They are going to talk about their betrothal there.
context: What happened to Yukiji?\Don't address her that way! It's Lady Yukiji!\Honestly, I never thought you'd be so foul mouthed. You're just Himetaro too.\I am not Himetaro.\Then what is your name!!?\Himetaro's fine.\Lady Yukiji is going to a rich man's place in the capital.\They are going to talk about their betrothal there. response:	Amazing, isn't it!? It's a wealthy household!
context: Don't address her that way! It's Lady Yukiji!\Honestly, I never thought you'd be so foul mouthed. You're just Himetaro too.\I am not Himetaro.\Then what is your name!!?\Himetaro's fine.\Lady Yukiji is going to a rich man's place in the capital.\They are going to talk about their betrothal there.\Amazing, isn't it!? It's a wealthy household! response:	Lady Yukiji will become the mistress of a much bigger house than this!
context: Honestly, I never thought you'd be so foul mouthed. You're just Himetaro too.\I am not Himetaro.\Then what is your name!!?\Himetaro's fine.\Lady Yukiji is going to a rich man's place in the capital.\They are going to talk about their betrothal there.\Amazing, isn't it!? It's a wealthy household!\Lady Yukiji will become the mistress of a much bigger house than this! response:	Lady Yukiji is the mistress of this house right now, but
context: I am not Himetaro.\Then what is your name!!?\Himetaro's fine.\Lady Yukiji is going to a rich man's place in the capital.\They are going to talk about their betrothal there.\Amazing, isn't it!? It's a wealthy household!\Lady Yukiji will become the mistress of a much bigger house than this!\Lady Yukiji is the mistress of this house right now, but response:	long ago, because youkai set her village on fire, she went through a lot of pain.
context: Then what is your name!!?\Himetaro's fine.\Lady Yukiji is going to a rich man's place in the capital.\They are going to talk about their betrothal there.\Amazing, isn't it!? It's a wealthy household!\Lady Yukiji will become the mistress of a much bigger house than this!\Lady Yukiji is the mistress of this house right now, but\long ago, because youkai set her village on fire, she went through a lot of pain. response:	That's why, I want lady Yukiji to be happy.
context: Himetaro's fine.\Lady Yukiji is going to a rich man's place in the capital.\They are going to talk about their betrothal there.\Amazing, isn't it!? It's a wealthy household!\Lady Yukiji will become the mistress of a much bigger house than this!\Lady Yukiji is the mistress of this house right now, but\long ago, because youkai set her village on fire, she went through a lot of pain.\That's why, I want lady Yukiji to be happy. response:	yawn
context: Lady Yukiji is going to a rich man's place in the capital.\They are going to talk about their betrothal there.\Amazing, isn't it!? It's a wealthy household!\Lady Yukiji will become the mistress of a much bigger house than this!\Lady Yukiji is the mistress of this house right now, but\long ago, because youkai set her village on fire, she went through a lot of pain.\That's why, I want lady Yukiji to be happy.\yawn response:	Tch! This is why you're a brat! Go to sleep!
context: They are going to talk about their betrothal there.\Amazing, isn't it!? It's a wealthy household!\Lady Yukiji will become the mistress of a much bigger house than this!\Lady Yukiji is the mistress of this house right now, but\long ago, because youkai set her village on fire, she went through a lot of pain.\That's why, I want lady Yukiji to be happy.\yawn\Tch! This is why you're a brat! Go to sleep! response:	So she will belong to someone else?
context: Amazing, isn't it!? It's a wealthy household!\Lady Yukiji will become the mistress of a much bigger house than this!\Lady Yukiji is the mistress of this house right now, but\long ago, because youkai set her village on fire, she went through a lot of pain.\That's why, I want lady Yukiji to be happy.\yawn\Tch! This is why you're a brat! Go to sleep!\So she will belong to someone else? response:	Humans are fragile, break easily and become unable to move.
context: Lady Yukiji will become the mistress of a much bigger house than this!\Lady Yukiji is the mistress of this house right now, but\long ago, because youkai set her village on fire, she went through a lot of pain.\That's why, I want lady Yukiji to be happy.\yawn\Tch! This is why you're a brat! Go to sleep!\So she will belong to someone else?\Humans are fragile, break easily and become unable to move. response:	Being unable to move would mean the end of the game.
context: Lady Yukiji is the mistress of this house right now, but\long ago, because youkai set her village on fire, she went through a lot of pain.\That's why, I want lady Yukiji to be happy.\yawn\Tch! This is why you're a brat! Go to sleep!\So she will belong to someone else?\Humans are fragile, break easily and become unable to move.\Being unable to move would mean the end of the game. response:	Once something is broken, it can't go back to the way it was.
context: long ago, because youkai set her village on fire, she went through a lot of pain.\That's why, I want lady Yukiji to be happy.\yawn\Tch! This is why you're a brat! Go to sleep!\So she will belong to someone else?\Humans are fragile, break easily and become unable to move.\Being unable to move would mean the end of the game.\Once something is broken, it can't go back to the way it was. response:	If she's going to be by someone else's side,
context: That's why, I want lady Yukiji to be happy.\yawn\Tch! This is why you're a brat! Go to sleep!\So she will belong to someone else?\Humans are fragile, break easily and become unable to move.\Being unable to move would mean the end of the game.\Once something is broken, it can't go back to the way it was.\If she's going to be by someone else's side, response:	I'll make her unable to move again.
context: yawn\Tch! This is why you're a brat! Go to sleep!\So she will belong to someone else?\Humans are fragile, break easily and become unable to move.\Being unable to move would mean the end of the game.\Once something is broken, it can't go back to the way it was.\If she's going to be by someone else's side,\I'll make her unable to move again. response:	This game too... will then be over.
context: Tch! This is why you're a brat! Go to sleep!\So she will belong to someone else?\Humans are fragile, break easily and become unable to move.\Being unable to move would mean the end of the game.\Once something is broken, it can't go back to the way it was.\If she's going to be by someone else's side,\I'll make her unable to move again.\This game too... will then be over. response:	Where is that woman?
context: So she will belong to someone else?\Humans are fragile, break easily and become unable to move.\Being unable to move would mean the end of the game.\Once something is broken, it can't go back to the way it was.\If she's going to be by someone else's side,\I'll make her unable to move again.\This game too... will then be over.\Where is that woman? response:	Rising and leaving the house at night, where is she going?
context: Humans are fragile, break easily and become unable to move.\Being unable to move would mean the end of the game.\Once something is broken, it can't go back to the way it was.\If she's going to be by someone else's side,\I'll make her unable to move again.\This game too... will then be over.\Where is that woman?\Rising and leaving the house at night, where is she going? response:	So be it.
context: Being unable to move would mean the end of the game.\Once something is broken, it can't go back to the way it was.\If she's going to be by someone else's side,\I'll make her unable to move again.\This game too... will then be over.\Where is that woman?\Rising and leaving the house at night, where is she going?\So be it. response:	Now then... how should I toy with her?
context: Once something is broken, it can't go back to the way it was.\If she's going to be by someone else's side,\I'll make her unable to move again.\This game too... will then be over.\Where is that woman?\Rising and leaving the house at night, where is she going?\So be it.\Now then... how should I toy with her? response:	Woman,
context: If she's going to be by someone else's side,\I'll make her unable to move again.\This game too... will then be over.\Where is that woman?\Rising and leaving the house at night, where is she going?\So be it.\Now then... how should I toy with her?\Woman, response:	you have...
context: I'll make her unable to move again.\This game too... will then be over.\Where is that woman?\Rising and leaving the house at night, where is she going?\So be it.\Now then... how should I toy with her?\Woman,\you have... response:	With that blood and flesh,
context: This game too... will then be over.\Where is that woman?\Rising and leaving the house at night, where is she going?\So be it.\Now then... how should I toy with her?\Woman,\you have...\With that blood and flesh, response:	entertain me till the end!
context: Where is that woman?\Rising and leaving the house at night, where is she going?\So be it.\Now then... how should I toy with her?\Woman,\you have...\With that blood and flesh,\entertain me till the end! response:	What's this?
context: Rising and leaving the house at night, where is she going?\So be it.\Now then... how should I toy with her?\Woman,\you have...\With that blood and flesh,\entertain me till the end!\What's this? response:	Humans are fragile, break easily and become unable to move.
context: So be it.\Now then... how should I toy with her?\Woman,\you have...\With that blood and flesh,\entertain me till the end!\What's this?\Humans are fragile, break easily and become unable to move. response:	Although I intended to toy with her...
context: Now then... how should I toy with her?\Woman,\you have...\With that blood and flesh,\entertain me till the end!\What's this?\Humans are fragile, break easily and become unable to move.\Although I intended to toy with her... response:	Just now, was there someone behind me?
context: Woman,\you have...\With that blood and flesh,\entertain me till the end!\What's this?\Humans are fragile, break easily and become unable to move.\Although I intended to toy with her...\Just now, was there someone behind me? response:	I must hurry.
context: you have...\With that blood and flesh,\entertain me till the end!\What's this?\Humans are fragile, break easily and become unable to move.\Although I intended to toy with her...\Just now, was there someone behind me?\I must hurry. response:	My body hurts.
context: With that blood and flesh,\entertain me till the end!\What's this?\Humans are fragile, break easily and become unable to move.\Although I intended to toy with her...\Just now, was there someone behind me?\I must hurry.\My body hurts. response:	I remember this pain.
context: entertain me till the end!\What's this?\Humans are fragile, break easily and become unable to move.\Although I intended to toy with her...\Just now, was there someone behind me?\I must hurry.\My body hurts.\I remember this pain. response:	My body is starting to scream due to time travelling for this long.
context: What's this?\Humans are fragile, break easily and become unable to move.\Although I intended to toy with her...\Just now, was there someone behind me?\I must hurry.\My body hurts.\I remember this pain.\My body is starting to scream due to time travelling for this long. response:	The time for me to return to the present is approaching.
context: Humans are fragile, break easily and become unable to move.\Although I intended to toy with her...\Just now, was there someone behind me?\I must hurry.\My body hurts.\I remember this pain.\My body is starting to scream due to time travelling for this long.\The time for me to return to the present is approaching. response:	Like this, I can't return to the present without finding the fallen god.
context: Although I intended to toy with her...\Just now, was there someone behind me?\I must hurry.\My body hurts.\I remember this pain.\My body is starting to scream due to time travelling for this long.\The time for me to return to the present is approaching.\Like this, I can't return to the present without finding the fallen god. response:	Is here alright?
context: Just now, was there someone behind me?\I must hurry.\My body hurts.\I remember this pain.\My body is starting to scream due to time travelling for this long.\The time for me to return to the present is approaching.\Like this, I can't return to the present without finding the fallen god.\Is here alright? response:	I don't know if he's a fallen god or not,
