context: Episode 8 response:	The Second Plate
context: I can tell how it was swimming in the sea,\how good the ikejime technique was,\and whether enough ice was used when transporting the fish.\I can tell everything.\Listen, Yukihira.\When something's in season, the quality of the ingredient and its flavor\dramatically increase to incomparable levels.\The flip side of that is, response:	if you can't get the best,
context: how good the ikejime technique was,\and whether enough ice was used when transporting the fish.\I can tell everything.\Listen, Yukihira.\When something's in season, the quality of the ingredient and its flavor\dramatically increase to incomparable levels.\The flip side of that is,\if you can't get the best, response:	you're already putting yourself at a big disadvantage.
context: and whether enough ice was used when transporting the fish.\I can tell everything.\Listen, Yukihira.\When something's in season, the quality of the ingredient and its flavor\dramatically increase to incomparable levels.\The flip side of that is,\if you can't get the best,\you're already putting yourself at a big disadvantage. response:	The reason I keep going to the fish market
context: I can tell everything.\Listen, Yukihira.\When something's in season, the quality of the ingredient and its flavor\dramatically increase to incomparable levels.\The flip side of that is,\if you can't get the best,\you're already putting yourself at a big disadvantage.\The reason I keep going to the fish market response:	is that my feel for ingredients will dull
context: Listen, Yukihira.\When something's in season, the quality of the ingredient and its flavor\dramatically increase to incomparable levels.\The flip side of that is,\if you can't get the best,\you're already putting yourself at a big disadvantage.\The reason I keep going to the fish market\is that my feel for ingredients will dull response:	if I spend even a short time away.
context: When something's in season, the quality of the ingredient and its flavor\dramatically increase to incomparable levels.\The flip side of that is,\if you can't get the best,\you're already putting yourself at a big disadvantage.\The reason I keep going to the fish market\is that my feel for ingredients will dull\if I spend even a short time away. response:	It's been ten years now.
context: dramatically increase to incomparable levels.\The flip side of that is,\if you can't get the best,\you're already putting yourself at a big disadvantage.\The reason I keep going to the fish market\is that my feel for ingredients will dull\if I spend even a short time away.\It's been ten years now. response:	That's how I've lived my life.
context: The flip side of that is,\if you can't get the best,\you're already putting yourself at a big disadvantage.\The reason I keep going to the fish market\is that my feel for ingredients will dull\if I spend even a short time away.\It's been ten years now.\That's how I've lived my life. response:	I won't take a back seat to someone
context: if you can't get the best,\you're already putting yourself at a big disadvantage.\The reason I keep going to the fish market\is that my feel for ingredients will dull\if I spend even a short time away.\It's been ten years now.\That's how I've lived my life.\I won't take a back seat to someone response:	who's judging quality with half-assed knowledge.
context: you're already putting yourself at a big disadvantage.\The reason I keep going to the fish market\is that my feel for ingredients will dull\if I spend even a short time away.\It's been ten years now.\That's how I've lived my life.\I won't take a back seat to someone\who's judging quality with half-assed knowledge. response:	Excuse us.
context: The reason I keep going to the fish market\is that my feel for ingredients will dull\if I spend even a short time away.\It's been ten years now.\That's how I've lived my life.\I won't take a back seat to someone\who's judging quality with half-assed knowledge.\Excuse us. response:	Now that I think about,
context: is that my feel for ingredients will dull\if I spend even a short time away.\It's been ten years now.\That's how I've lived my life.\I won't take a back seat to someone\who's judging quality with half-assed knowledge.\Excuse us.\Now that I think about, response:	another Totsuki student was here earlier.
context: if I spend even a short time away.\It's been ten years now.\That's how I've lived my life.\I won't take a back seat to someone\who's judging quality with half-assed knowledge.\Excuse us.\Now that I think about,\another Totsuki student was here earlier. response:	Oh, I saw him, too!
context: It's been ten years now.\That's how I've lived my life.\I won't take a back seat to someone\who's judging quality with half-assed knowledge.\Excuse us.\Now that I think about,\another Totsuki student was here earlier.\Oh, I saw him, too! response:	That tanned-looking hottie, right?
context: That's how I've lived my life.\I won't take a back seat to someone\who's judging quality with half-assed knowledge.\Excuse us.\Now that I think about,\another Totsuki student was here earlier.\Oh, I saw him, too!\That tanned-looking hottie, right? response:	He was walking sort of looking down when he suddenly stopped in his tracks, and...
context: I won't take a back seat to someone\who's judging quality with half-assed knowledge.\Excuse us.\Now that I think about,\another Totsuki student was here earlier.\Oh, I saw him, too!\That tanned-looking hottie, right?\He was walking sort of looking down when he suddenly stopped in his tracks, and... response:	Excuse me.
context: who's judging quality with half-assed knowledge.\Excuse us.\Now that I think about,\another Totsuki student was here earlier.\Oh, I saw him, too!\That tanned-looking hottie, right?\He was walking sort of looking down when he suddenly stopped in his tracks, and...\Excuse me. response:	I want the middle one in the front box,
context: Excuse us.\Now that I think about,\another Totsuki student was here earlier.\Oh, I saw him, too!\That tanned-looking hottie, right?\He was walking sort of looking down when he suddenly stopped in his tracks, and...\Excuse me.\I want the middle one in the front box, response:	and the one second from the left in the back box.
context: Now that I think about,\another Totsuki student was here earlier.\Oh, I saw him, too!\That tanned-looking hottie, right?\He was walking sort of looking down when he suddenly stopped in his tracks, and...\Excuse me.\I want the middle one in the front box,\and the one second from the left in the back box. response:	He chose my best fish of the day without even taking a look!
context: another Totsuki student was here earlier.\Oh, I saw him, too!\That tanned-looking hottie, right?\He was walking sort of looking down when he suddenly stopped in his tracks, and...\Excuse me.\I want the middle one in the front box,\and the one second from the left in the back box.\He chose my best fish of the day without even taking a look! response:	Wow.
context: Oh, I saw him, too!\That tanned-looking hottie, right?\He was walking sort of looking down when he suddenly stopped in his tracks, and...\Excuse me.\I want the middle one in the front box,\and the one second from the left in the back box.\He chose my best fish of the day without even taking a look!\Wow. response:	I bet hotties have good instincts!
context: That tanned-looking hottie, right?\He was walking sort of looking down when he suddenly stopped in his tracks, and...\Excuse me.\I want the middle one in the front box,\and the one second from the left in the back box.\He chose my best fish of the day without even taking a look!\Wow.\I bet hotties have good instincts! response:	So I guess they're much better than me at judging ingredients.
context: He was walking sort of looking down when he suddenly stopped in his tracks, and...\Excuse me.\I want the middle one in the front box,\and the one second from the left in the back box.\He chose my best fish of the day without even taking a look!\Wow.\I bet hotties have good instincts!\So I guess they're much better than me at judging ingredients. response:	If I can't get the best,
context: Excuse me.\I want the middle one in the front box,\and the one second from the left in the back box.\He chose my best fish of the day without even taking a look!\Wow.\I bet hotties have good instincts!\So I guess they're much better than me at judging ingredients.\If I can't get the best, response:	I'm already at a huge disadvantage, huh...
context: I want the middle one in the front box,\and the one second from the left in the back box.\He chose my best fish of the day without even taking a look!\Wow.\I bet hotties have good instincts!\So I guess they're much better than me at judging ingredients.\If I can't get the best,\I'm already at a huge disadvantage, huh... response:	It's done.
context: and the one second from the left in the back box.\He chose my best fish of the day without even taking a look!\Wow.\I bet hotties have good instincts!\So I guess they're much better than me at judging ingredients.\If I can't get the best,\I'm already at a huge disadvantage, huh...\It's done. response:	Yeah.
context: He chose my best fish of the day without even taking a look!\Wow.\I bet hotties have good instincts!\So I guess they're much better than me at judging ingredients.\If I can't get the best,\I'm already at a huge disadvantage, huh...\It's done.\Yeah. response:	Autumn
context: Wow.\I bet hotties have good instincts!\So I guess they're much better than me at judging ingredients.\If I can't get the best,\I'm already at a huge disadvantage, huh...\It's done.\Yeah.\Autumn response:	Autumn
context: I bet hotties have good instincts!\So I guess they're much better than me at judging ingredients.\If I can't get the best,\I'm already at a huge disadvantage, huh...\It's done.\Yeah.\Autumn\Autumn response:	Autumn
context: So I guess they're much better than me at judging ingredients.\If I can't get the best,\I'm already at a huge disadvantage, huh...\It's done.\Yeah.\Autumn\Autumn\Autumn response:	Autumn
context: If I can't get the best,\I'm already at a huge disadvantage, huh...\It's done.\Yeah.\Autumn\Autumn\Autumn\Autumn response:	Autumn
context: I'm already at a huge disadvantage, huh...\It's done.\Yeah.\Autumn\Autumn\Autumn\Autumn\Autumn response:	Autumn
context: It's done.\Yeah.\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn response:	Autumn
context: Yeah.\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn response:	Autumn
context: Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn response:	Autumn
context: Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn response:	Autumn
context: Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn response:	It's so good!
context: Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\It's so good! response:	Guess this is the power of it being in season.
context: Autumn\Autumn\Autumn\Autumn\Autumn\Autumn\It's so good!\Guess this is the power of it being in season. response:	But I bet those two will find even better ones than this on the day of the match.
context: Autumn\Autumn\Autumn\Autumn\Autumn\It's so good!\Guess this is the power of it being in season.\But I bet those two will find even better ones than this on the day of the match. response:	If you're going to try to reach their level,
context: Autumn\Autumn\Autumn\Autumn\It's so good!\Guess this is the power of it being in season.\But I bet those two will find even better ones than this on the day of the match.\If you're going to try to reach their level, response:	you'll have to come here every day to study.
context: Autumn\Autumn\Autumn\It's so good!\Guess this is the power of it being in season.\But I bet those two will find even better ones than this on the day of the match.\If you're going to try to reach their level,\you'll have to come here every day to study. response:	Yeah.
context: Autumn\Autumn\It's so good!\Guess this is the power of it being in season.\But I bet those two will find even better ones than this on the day of the match.\If you're going to try to reach their level,\you'll have to come here every day to study.\Yeah. response:	But it'll be tough.
context: Autumn\It's so good!\Guess this is the power of it being in season.\But I bet those two will find even better ones than this on the day of the match.\If you're going to try to reach their level,\you'll have to come here every day to study.\Yeah.\But it'll be tough. response:	Dad!
context: It's so good!\Guess this is the power of it being in season.\But I bet those two will find even better ones than this on the day of the match.\If you're going to try to reach their level,\you'll have to come here every day to study.\Yeah.\But it'll be tough.\Dad! response:	Yeah?
context: Guess this is the power of it being in season.\But I bet those two will find even better ones than this on the day of the match.\If you're going to try to reach their level,\you'll have to come here every day to study.\Yeah.\But it'll be tough.\Dad!\Yeah? response:	Hey, Soma. That sardine is no good.
context: But I bet those two will find even better ones than this on the day of the match.\If you're going to try to reach their level,\you'll have to come here every day to study.\Yeah.\But it'll be tough.\Dad!\Yeah?\Hey, Soma. That sardine is no good. response:	Huh?
context: If you're going to try to reach their level,\you'll have to come here every day to study.\Yeah.\But it'll be tough.\Dad!\Yeah?\Hey, Soma. That sardine is no good.\Huh? response:	Why?
context: you'll have to come here every day to study.\Yeah.\But it'll be tough.\Dad!\Yeah?\Hey, Soma. That sardine is no good.\Huh?\Why? response:	Each type of fish has a million different pointers for its quality.
context: Yeah.\But it'll be tough.\Dad!\Yeah?\Hey, Soma. That sardine is no good.\Huh?\Why?\Each type of fish has a million different pointers for its quality. response:	Even if you're only talking about one fish,
context: But it'll be tough.\Dad!\Yeah?\Hey, Soma. That sardine is no good.\Huh?\Why?\Each type of fish has a million different pointers for its quality.\Even if you're only talking about one fish, response:	it'll take more than ten years to be good at judging them.
context: Dad!\Yeah?\Hey, Soma. That sardine is no good.\Huh?\Why?\Each type of fish has a million different pointers for its quality.\Even if you're only talking about one fish,\it'll take more than ten years to be good at judging them. response:	Crap!
context: Yeah?\Hey, Soma. That sardine is no good.\Huh?\Why?\Each type of fish has a million different pointers for its quality.\Even if you're only talking about one fish,\it'll take more than ten years to be good at judging them.\Crap! response:	What a laugh.
context: Hey, Soma. That sardine is no good.\Huh?\Why?\Each type of fish has a million different pointers for its quality.\Even if you're only talking about one fish,\it'll take more than ten years to be good at judging them.\Crap!\What a laugh. response:	I have less than ten days to go until the match.
context: Huh?\Why?\Each type of fish has a million different pointers for its quality.\Even if you're only talking about one fish,\it'll take more than ten years to be good at judging them.\Crap!\What a laugh.\I have less than ten days to go until the match. response:	Besides, even if I get better at choosing the fish,
context: Why?\Each type of fish has a million different pointers for its quality.\Even if you're only talking about one fish,\it'll take more than ten years to be good at judging them.\Crap!\What a laugh.\I have less than ten days to go until the match.\Besides, even if I get better at choosing the fish, response:	it won't mean anything if I slack on brainstorming what dish to make.
context: Each type of fish has a million different pointers for its quality.\Even if you're only talking about one fish,\it'll take more than ten years to be good at judging them.\Crap!\What a laugh.\I have less than ten days to go until the match.\Besides, even if I get better at choosing the fish,\it won't mean anything if I slack on brainstorming what dish to make. response:	You're right.
context: Even if you're only talking about one fish,\it'll take more than ten years to be good at judging them.\Crap!\What a laugh.\I have less than ten days to go until the match.\Besides, even if I get better at choosing the fish,\it won't mean anything if I slack on brainstorming what dish to make.\You're right. response:	I bet those two will make dishes that'll maximize the best ingredients they can find.
context: it'll take more than ten years to be good at judging them.\Crap!\What a laugh.\I have less than ten days to go until the match.\Besides, even if I get better at choosing the fish,\it won't mean anything if I slack on brainstorming what dish to make.\You're right.\I bet those two will make dishes that'll maximize the best ingredients they can find. response:	What should I do?
context: Crap!\What a laugh.\I have less than ten days to go until the match.\Besides, even if I get better at choosing the fish,\it won't mean anything if I slack on brainstorming what dish to make.\You're right.\I bet those two will make dishes that'll maximize the best ingredients they can find.\What should I do? response:	Even now, those two are...
context: What a laugh.\I have less than ten days to go until the match.\Besides, even if I get better at choosing the fish,\it won't mean anything if I slack on brainstorming what dish to make.\You're right.\I bet those two will make dishes that'll maximize the best ingredients they can find.\What should I do?\Even now, those two are... response:	I guess I'm in trouble.
context: I have less than ten days to go until the match.\Besides, even if I get better at choosing the fish,\it won't mean anything if I slack on brainstorming what dish to make.\You're right.\I bet those two will make dishes that'll maximize the best ingredients they can find.\What should I do?\Even now, those two are...\I guess I'm in trouble. response:	Professor Shiomi, can you tell us what kind of assistant Hayama-kun is to you?
context: Besides, even if I get better at choosing the fish,\it won't mean anything if I slack on brainstorming what dish to make.\You're right.\I bet those two will make dishes that'll maximize the best ingredients they can find.\What should I do?\Even now, those two are...\I guess I'm in trouble.\Professor Shiomi, can you tell us what kind of assistant Hayama-kun is to you? response:	Uh...
context: it won't mean anything if I slack on brainstorming what dish to make.\You're right.\I bet those two will make dishes that'll maximize the best ingredients they can find.\What should I do?\Even now, those two are...\I guess I'm in trouble.\Professor Shiomi, can you tell us what kind of assistant Hayama-kun is to you?\Uh... response:	Um, H-Hayama-kun is v-v-very competent!
context: You're right.\I bet those two will make dishes that'll maximize the best ingredients they can find.\What should I do?\Even now, those two are...\I guess I'm in trouble.\Professor Shiomi, can you tell us what kind of assistant Hayama-kun is to you?\Uh...\Um, H-Hayama-kun is v-v-very competent! response:	He's an excellent a-a-assistant.
context: I bet those two will make dishes that'll maximize the best ingredients they can find.\What should I do?\Even now, those two are...\I guess I'm in trouble.\Professor Shiomi, can you tell us what kind of assistant Hayama-kun is to you?\Uh...\Um, H-Hayama-kun is v-v-very competent!\He's an excellent a-a-assistant. response:	Don't get so nervous over a simple interview, Jun.
context: What should I do?\Even now, those two are...\I guess I'm in trouble.\Professor Shiomi, can you tell us what kind of assistant Hayama-kun is to you?\Uh...\Um, H-Hayama-kun is v-v-very competent!\He's an excellent a-a-assistant.\Don't get so nervous over a simple interview, Jun. response:	Um, so, er, well, uh...
context: Even now, those two are...\I guess I'm in trouble.\Professor Shiomi, can you tell us what kind of assistant Hayama-kun is to you?\Uh...\Um, H-Hayama-kun is v-v-very competent!\He's an excellent a-a-assistant.\Don't get so nervous over a simple interview, Jun.\Um, so, er, well, uh... response:	You're such a research nerd.
context: I guess I'm in trouble.\Professor Shiomi, can you tell us what kind of assistant Hayama-kun is to you?\Uh...\Um, H-Hayama-kun is v-v-very competent!\He's an excellent a-a-assistant.\Don't get so nervous over a simple interview, Jun.\Um, so, er, well, uh...\You're such a research nerd. response:	Don't call me Jun!
context: Professor Shiomi, can you tell us what kind of assistant Hayama-kun is to you?\Uh...\Um, H-Hayama-kun is v-v-very competent!\He's an excellent a-a-assistant.\Don't get so nervous over a simple interview, Jun.\Um, so, er, well, uh...\You're such a research nerd.\Don't call me Jun! response:	Hayama-kun, is it true that you can tell which Pacific saury is good
context: Uh...\Um, H-Hayama-kun is v-v-very competent!\He's an excellent a-a-assistant.\Don't get so nervous over a simple interview, Jun.\Um, so, er, well, uh...\You're such a research nerd.\Don't call me Jun!\Hayama-kun, is it true that you can tell which Pacific saury is good response:	just from the smell alone?
context: Um, H-Hayama-kun is v-v-very competent!\He's an excellent a-a-assistant.\Don't get so nervous over a simple interview, Jun.\Um, so, er, well, uh...\You're such a research nerd.\Don't call me Jun!\Hayama-kun, is it true that you can tell which Pacific saury is good\just from the smell alone? response:	Yes.
context: He's an excellent a-a-assistant.\Don't get so nervous over a simple interview, Jun.\Um, so, er, well, uh...\You're such a research nerd.\Don't call me Jun!\Hayama-kun, is it true that you can tell which Pacific saury is good\just from the smell alone?\Yes. response:	The smell of fish comes from aldehydes and other components.
context: Don't get so nervous over a simple interview, Jun.\Um, so, er, well, uh...\You're such a research nerd.\Don't call me Jun!\Hayama-kun, is it true that you can tell which Pacific saury is good\just from the smell alone?\Yes.\The smell of fish comes from aldehydes and other components. response:	They are produced when polyunsaturated fatty acid oxidizes.
context: Um, so, er, well, uh...\You're such a research nerd.\Don't call me Jun!\Hayama-kun, is it true that you can tell which Pacific saury is good\just from the smell alone?\Yes.\The smell of fish comes from aldehydes and other components.\They are produced when polyunsaturated fatty acid oxidizes. response:	My nose can detect the volatile compounds released as a precursor to that process.
context: You're such a research nerd.\Don't call me Jun!\Hayama-kun, is it true that you can tell which Pacific saury is good\just from the smell alone?\Yes.\The smell of fish comes from aldehydes and other components.\They are produced when polyunsaturated fatty acid oxidizes.\My nose can detect the volatile compounds released as a precursor to that process. response:	It can also detect the stench of blood,
context: Don't call me Jun!\Hayama-kun, is it true that you can tell which Pacific saury is good\just from the smell alone?\Yes.\The smell of fish comes from aldehydes and other components.\They are produced when polyunsaturated fatty acid oxidizes.\My nose can detect the volatile compounds released as a precursor to that process.\It can also detect the stench of blood, response:	and how much umami has developed.
context: Hayama-kun, is it true that you can tell which Pacific saury is good\just from the smell alone?\Yes.\The smell of fish comes from aldehydes and other components.\They are produced when polyunsaturated fatty acid oxidizes.\My nose can detect the volatile compounds released as a precursor to that process.\It can also detect the stench of blood,\and how much umami has developed. response:	Ingredients give off a lot of information.
context: just from the smell alone?\Yes.\The smell of fish comes from aldehydes and other components.\They are produced when polyunsaturated fatty acid oxidizes.\My nose can detect the volatile compounds released as a precursor to that process.\It can also detect the stench of blood,\and how much umami has developed.\Ingredients give off a lot of information. response:	Not only can I smell how fresh they are,
context: Yes.\The smell of fish comes from aldehydes and other components.\They are produced when polyunsaturated fatty acid oxidizes.\My nose can detect the volatile compounds released as a precursor to that process.\It can also detect the stench of blood,\and how much umami has developed.\Ingredients give off a lot of information.\Not only can I smell how fresh they are, response:	I can figure out which Pacific saury will be best for my specific dish.
context: The smell of fish comes from aldehydes and other components.\They are produced when polyunsaturated fatty acid oxidizes.\My nose can detect the volatile compounds released as a precursor to that process.\It can also detect the stench of blood,\and how much umami has developed.\Ingredients give off a lot of information.\Not only can I smell how fresh they are,\I can figure out which Pacific saury will be best for my specific dish. response:	Hey, Mitsuru.
context: They are produced when polyunsaturated fatty acid oxidizes.\My nose can detect the volatile compounds released as a precursor to that process.\It can also detect the stench of blood,\and how much umami has developed.\Ingredients give off a lot of information.\Not only can I smell how fresh they are,\I can figure out which Pacific saury will be best for my specific dish.\Hey, Mitsuru. response:	Did you finish interviewing Yukihira?
context: My nose can detect the volatile compounds released as a precursor to that process.\It can also detect the stench of blood,\and how much umami has developed.\Ingredients give off a lot of information.\Not only can I smell how fresh they are,\I can figure out which Pacific saury will be best for my specific dish.\Hey, Mitsuru.\Did you finish interviewing Yukihira? response:	N-No.
context: It can also detect the stench of blood,\and how much umami has developed.\Ingredients give off a lot of information.\Not only can I smell how fresh they are,\I can figure out which Pacific saury will be best for my specific dish.\Hey, Mitsuru.\Did you finish interviewing Yukihira?\N-No. response:	He hasn't come back from the fish market yet.
context: and how much umami has developed.\Ingredients give off a lot of information.\Not only can I smell how fresh they are,\I can figure out which Pacific saury will be best for my specific dish.\Hey, Mitsuru.\Did you finish interviewing Yukihira?\N-No.\He hasn't come back from the fish market yet. response:	I don't think he's started testing recipes yet.
context: Ingredients give off a lot of information.\Not only can I smell how fresh they are,\I can figure out which Pacific saury will be best for my specific dish.\Hey, Mitsuru.\Did you finish interviewing Yukihira?\N-No.\He hasn't come back from the fish market yet.\I don't think he's started testing recipes yet. response:	So he's behind.
context: Not only can I smell how fresh they are,\I can figure out which Pacific saury will be best for my specific dish.\Hey, Mitsuru.\Did you finish interviewing Yukihira?\N-No.\He hasn't come back from the fish market yet.\I don't think he's started testing recipes yet.\So he's behind. response:	I figured Yukihira wasn't up to the task.
context: I can figure out which Pacific saury will be best for my specific dish.\Hey, Mitsuru.\Did you finish interviewing Yukihira?\N-No.\He hasn't come back from the fish market yet.\I don't think he's started testing recipes yet.\So he's behind.\I figured Yukihira wasn't up to the task. response:	Just like most predicted,
context: Hey, Mitsuru.\Did you finish interviewing Yukihira?\N-No.\He hasn't come back from the fish market yet.\I don't think he's started testing recipes yet.\So he's behind.\I figured Yukihira wasn't up to the task.\Just like most predicted, response:	looks like it'll be a face-off between Hayama and Kurokiba.
context: Did you finish interviewing Yukihira?\N-No.\He hasn't come back from the fish market yet.\I don't think he's started testing recipes yet.\So he's behind.\I figured Yukihira wasn't up to the task.\Just like most predicted,\looks like it'll be a face-off between Hayama and Kurokiba. response:	Kitchen No. 5
context: N-No.\He hasn't come back from the fish market yet.\I don't think he's started testing recipes yet.\So he's behind.\I figured Yukihira wasn't up to the task.\Just like most predicted,\looks like it'll be a face-off between Hayama and Kurokiba.\Kitchen No. 5 response:	Kurokiba-kun, Hayama-kun seems to be preparing himself at a steady pace,
context: He hasn't come back from the fish market yet.\I don't think he's started testing recipes yet.\So he's behind.\I figured Yukihira wasn't up to the task.\Just like most predicted,\looks like it'll be a face-off between Hayama and Kurokiba.\Kitchen No. 5\Kurokiba-kun, Hayama-kun seems to be preparing himself at a steady pace, response:	but Yukihira-kun seems to be struggling.
context: I don't think he's started testing recipes yet.\So he's behind.\I figured Yukihira wasn't up to the task.\Just like most predicted,\looks like it'll be a face-off between Hayama and Kurokiba.\Kitchen No. 5\Kurokiba-kun, Hayama-kun seems to be preparing himself at a steady pace,\but Yukihira-kun seems to be struggling. response:	Do you feel it's safe to say that you have one less rival to worry about?
context: So he's behind.\I figured Yukihira wasn't up to the task.\Just like most predicted,\looks like it'll be a face-off between Hayama and Kurokiba.\Kitchen No. 5\Kurokiba-kun, Hayama-kun seems to be preparing himself at a steady pace,\but Yukihira-kun seems to be struggling.\Do you feel it's safe to say that you have one less rival to worry about? response:	I don't consider them rivals.
context: I figured Yukihira wasn't up to the task.\Just like most predicted,\looks like it'll be a face-off between Hayama and Kurokiba.\Kitchen No. 5\Kurokiba-kun, Hayama-kun seems to be preparing himself at a steady pace,\but Yukihira-kun seems to be struggling.\Do you feel it's safe to say that you have one less rival to worry about?\I don't consider them rivals. response:	I don't care about Yukihira or Hayama.
context: Just like most predicted,\looks like it'll be a face-off between Hayama and Kurokiba.\Kitchen No. 5\Kurokiba-kun, Hayama-kun seems to be preparing himself at a steady pace,\but Yukihira-kun seems to be struggling.\Do you feel it's safe to say that you have one less rival to worry about?\I don't consider them rivals.\I don't care about Yukihira or Hayama. response:	I'm the one who'll win, anyway.
context: looks like it'll be a face-off between Hayama and Kurokiba.\Kitchen No. 5\Kurokiba-kun, Hayama-kun seems to be preparing himself at a steady pace,\but Yukihira-kun seems to be struggling.\Do you feel it's safe to say that you have one less rival to worry about?\I don't consider them rivals.\I don't care about Yukihira or Hayama.\I'm the one who'll win, anyway. response:	I'm sorry, can you speak up a little louder?
context: Kitchen No. 5\Kurokiba-kun, Hayama-kun seems to be preparing himself at a steady pace,\but Yukihira-kun seems to be struggling.\Do you feel it's safe to say that you have one less rival to worry about?\I don't consider them rivals.\I don't care about Yukihira or Hayama.\I'm the one who'll win, anyway.\I'm sorry, can you speak up a little louder? response:	You're going to use all this in the Pacific saury dish?
context: Kurokiba-kun, Hayama-kun seems to be preparing himself at a steady pace,\but Yukihira-kun seems to be struggling.\Do you feel it's safe to say that you have one less rival to worry about?\I don't consider them rivals.\I don't care about Yukihira or Hayama.\I'm the one who'll win, anyway.\I'm sorry, can you speak up a little louder?\You're going to use all this in the Pacific saury dish? response:	How long are you going to stick around?!
context: but Yukihira-kun seems to be struggling.\Do you feel it's safe to say that you have one less rival to worry about?\I don't consider them rivals.\I don't care about Yukihira or Hayama.\I'm the one who'll win, anyway.\I'm sorry, can you speak up a little louder?\You're going to use all this in the Pacific saury dish?\How long are you going to stick around?! response:	Get out!
context: Do you feel it's safe to say that you have one less rival to worry about?\I don't consider them rivals.\I don't care about Yukihira or Hayama.\I'm the one who'll win, anyway.\I'm sorry, can you speak up a little louder?\You're going to use all this in the Pacific saury dish?\How long are you going to stick around?!\Get out! response:	H-He said we could interview him earlier!
context: I don't consider them rivals.\I don't care about Yukihira or Hayama.\I'm the one who'll win, anyway.\I'm sorry, can you speak up a little louder?\You're going to use all this in the Pacific saury dish?\How long are you going to stick around?!\Get out!\H-He said we could interview him earlier! response:	Do Not Enter
context: I don't care about Yukihira or Hayama.\I'm the one who'll win, anyway.\I'm sorry, can you speak up a little louder?\You're going to use all this in the Pacific saury dish?\How long are you going to stick around?!\Get out!\H-He said we could interview him earlier!\Do Not Enter response:	They'd better not be thinking
context: I'm the one who'll win, anyway.\I'm sorry, can you speak up a little louder?\You're going to use all this in the Pacific saury dish?\How long are you going to stick around?!\Get out!\H-He said we could interview him earlier!\Do Not Enter\They'd better not be thinking response:	that they've reached my level just because of that curry match!
context: I'm sorry, can you speak up a little louder?\You're going to use all this in the Pacific saury dish?\How long are you going to stick around?!\Get out!\H-He said we could interview him earlier!\Do Not Enter\They'd better not be thinking\that they've reached my level just because of that curry match! response:	Yukihira...
context: You're going to use all this in the Pacific saury dish?\How long are you going to stick around?!\Get out!\H-He said we could interview him earlier!\Do Not Enter\They'd better not be thinking\that they've reached my level just because of that curry match!\Yukihira... response:	There's no heat from you about our battle.
context: How long are you going to stick around?!\Get out!\H-He said we could interview him earlier!\Do Not Enter\They'd better not be thinking\that they've reached my level just because of that curry match!\Yukihira...\There's no heat from you about our battle. response:	Kurokiba Ryo...
context: Get out!\H-He said we could interview him earlier!\Do Not Enter\They'd better not be thinking\that they've reached my level just because of that curry match!\Yukihira...\There's no heat from you about our battle.\Kurokiba Ryo... response:	I'll burn you both into cinders.
context: H-He said we could interview him earlier!\Do Not Enter\They'd better not be thinking\that they've reached my level just because of that curry match!\Yukihira...\There's no heat from you about our battle.\Kurokiba Ryo...\I'll burn you both into cinders. response:	I'm gonna redeem myself from the humiliating defeat at the semi-finals.
context: Do Not Enter\They'd better not be thinking\that they've reached my level just because of that curry match!\Yukihira...\There's no heat from you about our battle.\Kurokiba Ryo...\I'll burn you both into cinders.\I'm gonna redeem myself from the humiliating defeat at the semi-finals. response:	It's hard to imagine how I could lose against you.
context: They'd better not be thinking\that they've reached my level just because of that curry match!\Yukihira...\There's no heat from you about our battle.\Kurokiba Ryo...\I'll burn you both into cinders.\I'm gonna redeem myself from the humiliating defeat at the semi-finals.\It's hard to imagine how I could lose against you. response:	Hayama!
context: that they've reached my level just because of that curry match!\Yukihira...\There's no heat from you about our battle.\Kurokiba Ryo...\I'll burn you both into cinders.\I'm gonna redeem myself from the humiliating defeat at the semi-finals.\It's hard to imagine how I could lose against you.\Hayama! response:	I'm the one who'll win!
context: Yukihira...\There's no heat from you about our battle.\Kurokiba Ryo...\I'll burn you both into cinders.\I'm gonna redeem myself from the humiliating defeat at the semi-finals.\It's hard to imagine how I could lose against you.\Hayama!\I'm the one who'll win! response:	Sorry, Fumio-san!
context: There's no heat from you about our battle.\Kurokiba Ryo...\I'll burn you both into cinders.\I'm gonna redeem myself from the humiliating defeat at the semi-finals.\It's hard to imagine how I could lose against you.\Hayama!\I'm the one who'll win!\Sorry, Fumio-san! response:	Thank you for coming to pick us up.
context: Kurokiba Ryo...\I'll burn you both into cinders.\I'm gonna redeem myself from the humiliating defeat at the semi-finals.\It's hard to imagine how I could lose against you.\Hayama!\I'm the one who'll win!\Sorry, Fumio-san!\Thank you for coming to pick us up. response:	No worries.
context: I'll burn you both into cinders.\I'm gonna redeem myself from the humiliating defeat at the semi-finals.\It's hard to imagine how I could lose against you.\Hayama!\I'm the one who'll win!\Sorry, Fumio-san!\Thank you for coming to pick us up.\No worries. response:	Doing well in the Autumn Elections
