context: We really did it right this time. response:	Akechi's character turned out really good.
context: Ah, sorry. I don't think I know her.\It's fine! She's a talented and dedicated voice actor!\O-okay. I'll pass that along.\It's going to follow the creators' wishes as closely as possible.\If I get Azuki onto the drama CD...\We're almost there. PCP will definitely get an anime!\I heard about a drama CD opportunity.\Shonen Jack's PCP manga series. For the main heroine... response:	Annojo Mai. Have you heard of it?
context: It's fine! She's a talented and dedicated voice actor!\O-okay. I'll pass that along.\It's going to follow the creators' wishes as closely as possible.\If I get Azuki onto the drama CD...\We're almost there. PCP will definitely get an anime!\I heard about a drama CD opportunity.\Shonen Jack's PCP manga series. For the main heroine...\Annojo Mai. Have you heard of it? response:	I-I have!
context: O-okay. I'll pass that along.\It's going to follow the creators' wishes as closely as possible.\If I get Azuki onto the drama CD...\We're almost there. PCP will definitely get an anime!\I heard about a drama CD opportunity.\Shonen Jack's PCP manga series. For the main heroine...\Annojo Mai. Have you heard of it?\I-I have! response:	The creators requested you for the role.
context: It's going to follow the creators' wishes as closely as possible.\If I get Azuki onto the drama CD...\We're almost there. PCP will definitely get an anime!\I heard about a drama CD opportunity.\Shonen Jack's PCP manga series. For the main heroine...\Annojo Mai. Have you heard of it?\I-I have!\The creators requested you for the role. response:	I'll do it!
context: If I get Azuki onto the drama CD...\We're almost there. PCP will definitely get an anime!\I heard about a drama CD opportunity.\Shonen Jack's PCP manga series. For the main heroine...\Annojo Mai. Have you heard of it?\I-I have!\The creators requested you for the role.\I'll do it! response:	Oi?
context: We're almost there. PCP will definitely get an anime!\I heard about a drama CD opportunity.\Shonen Jack's PCP manga series. For the main heroine...\Annojo Mai. Have you heard of it?\I-I have!\The creators requested you for the role.\I'll do it!\Oi? response:	I'll definitely do it! Please let me!
context: I heard about a drama CD opportunity.\Shonen Jack's PCP manga series. For the main heroine...\Annojo Mai. Have you heard of it?\I-I have!\The creators requested you for the role.\I'll do it!\Oi?\I'll definitely do it! Please let me! response:	I heard that Ashirogi-sensei
context: Shonen Jack's PCP manga series. For the main heroine...\Annojo Mai. Have you heard of it?\I-I have!\The creators requested you for the role.\I'll do it!\Oi?\I'll definitely do it! Please let me!\I heard that Ashirogi-sensei response:	wanted me to be Annojo Mai
context: Annojo Mai. Have you heard of it?\I-I have!\The creators requested you for the role.\I'll do it!\Oi?\I'll definitely do it! Please let me!\I heard that Ashirogi-sensei\wanted me to be Annojo Mai response:	I was so happy!
context: I-I have!\The creators requested you for the role.\I'll do it!\Oi?\I'll definitely do it! Please let me!\I heard that Ashirogi-sensei\wanted me to be Annojo Mai\I was so happy! response:	I heard that Ashirogi-sensei wanted me to be Annojo Mai on the PCP drama CD.
context: The creators requested you for the role.\I'll do it!\Oi?\I'll definitely do it! Please let me!\I heard that Ashirogi-sensei\wanted me to be Annojo Mai\I was so happy!\I heard that Ashirogi-sensei wanted me to be Annojo Mai on the PCP drama CD. response:	I was so happy!
context: I'll do it!\Oi?\I'll definitely do it! Please let me!\I heard that Ashirogi-sensei\wanted me to be Annojo Mai\I was so happy!\I heard that Ashirogi-sensei wanted me to be Annojo Mai on the PCP drama CD.\I was so happy! response:	Congratulations!
context: Oi?\I'll definitely do it! Please let me!\I heard that Ashirogi-sensei\wanted me to be Annojo Mai\I was so happy!\I heard that Ashirogi-sensei wanted me to be Annojo Mai on the PCP drama CD.\I was so happy!\Congratulations! response:	Ashirogi-sensei...
context: I'll definitely do it! Please let me!\I heard that Ashirogi-sensei\wanted me to be Annojo Mai\I was so happy!\I heard that Ashirogi-sensei wanted me to be Annojo Mai on the PCP drama CD.\I was so happy!\Congratulations!\Ashirogi-sensei... response:	that has a nice ring to it!
context: I heard that Ashirogi-sensei\wanted me to be Annojo Mai\I was so happy!\I heard that Ashirogi-sensei wanted me to be Annojo Mai on the PCP drama CD.\I was so happy!\Congratulations!\Ashirogi-sensei...\that has a nice ring to it! response:	Congratulations! Ashirogi-sensei... that has a nice ring to it!
context: wanted me to be Annojo Mai\I was so happy!\I heard that Ashirogi-sensei wanted me to be Annojo Mai on the PCP drama CD.\I was so happy!\Congratulations!\Ashirogi-sensei...\that has a nice ring to it!\Congratulations! Ashirogi-sensei... that has a nice ring to it! response:	Yeah!
context: I was so happy!\I heard that Ashirogi-sensei wanted me to be Annojo Mai on the PCP drama CD.\I was so happy!\Congratulations!\Ashirogi-sensei...\that has a nice ring to it!\Congratulations! Ashirogi-sensei... that has a nice ring to it!\Yeah! response:	Ever since I started reading
context: I heard that Ashirogi-sensei wanted me to be Annojo Mai on the PCP drama CD.\I was so happy!\Congratulations!\Ashirogi-sensei...\that has a nice ring to it!\Congratulations! Ashirogi-sensei... that has a nice ring to it!\Yeah!\Ever since I started reading response:	Ashirog-sensei's
context: I was so happy!\Congratulations!\Ashirogi-sensei...\that has a nice ring to it!\Congratulations! Ashirogi-sensei... that has a nice ring to it!\Yeah!\Ever since I started reading\Ashirog-sensei's response:	manga, I thought so too!
context: Congratulations!\Ashirogi-sensei...\that has a nice ring to it!\Congratulations! Ashirogi-sensei... that has a nice ring to it!\Yeah!\Ever since I started reading\Ashirog-sensei's\manga, I thought so too! response:	Yeah! Ever since I started reading Ashirogi-sensei's manga, I thought so too.
context: Ashirogi-sensei...\that has a nice ring to it!\Congratulations! Ashirogi-sensei... that has a nice ring to it!\Yeah!\Ever since I started reading\Ashirog-sensei's\manga, I thought so too!\Yeah! Ever since I started reading Ashirogi-sensei's manga, I thought so too. response:	Sensei...
context: that has a nice ring to it!\Congratulations! Ashirogi-sensei... that has a nice ring to it!\Yeah!\Ever since I started reading\Ashirog-sensei's\manga, I thought so too!\Yeah! Ever since I started reading Ashirogi-sensei's manga, I thought so too.\Sensei... response:	Did something good happen?
context: Congratulations! Ashirogi-sensei... that has a nice ring to it!\Yeah!\Ever since I started reading\Ashirog-sensei's\manga, I thought so too!\Yeah! Ever since I started reading Ashirogi-sensei's manga, I thought so too.\Sensei...\Did something good happen? response:	Eh... PCP is getting a drama CD.
context: Yeah!\Ever since I started reading\Ashirog-sensei's\manga, I thought so too!\Yeah! Ever since I started reading Ashirogi-sensei's manga, I thought so too.\Sensei...\Did something good happen?\Eh... PCP is getting a drama CD. response:	EH?! Congratulations!
context: Ever since I started reading\Ashirog-sensei's\manga, I thought so too!\Yeah! Ever since I started reading Ashirogi-sensei's manga, I thought so too.\Sensei...\Did something good happen?\Eh... PCP is getting a drama CD.\EH?! Congratulations! response:	That's amazing!
context: Ashirog-sensei's\manga, I thought so too!\Yeah! Ever since I started reading Ashirogi-sensei's manga, I thought so too.\Sensei...\Did something good happen?\Eh... PCP is getting a drama CD.\EH?! Congratulations!\That's amazing! response:	A drama CD?
context: manga, I thought so too!\Yeah! Ever since I started reading Ashirogi-sensei's manga, I thought so too.\Sensei...\Did something good happen?\Eh... PCP is getting a drama CD.\EH?! Congratulations!\That's amazing!\A drama CD? response:	How well do you think that fits with the story?
context: Yeah! Ever since I started reading Ashirogi-sensei's manga, I thought so too.\Sensei...\Did something good happen?\Eh... PCP is getting a drama CD.\EH?! Congratulations!\That's amazing!\A drama CD?\How well do you think that fits with the story? response:	Since we work on the manga, we want it to turn out well.
context: Sensei...\Did something good happen?\Eh... PCP is getting a drama CD.\EH?! Congratulations!\That's amazing!\A drama CD?\How well do you think that fits with the story?\Since we work on the manga, we want it to turn out well. response:	More of this?
context: Did something good happen?\Eh... PCP is getting a drama CD.\EH?! Congratulations!\That's amazing!\A drama CD?\How well do you think that fits with the story?\Since we work on the manga, we want it to turn out well.\More of this? response:	Moriya-san, you're always working on your own storyboard in your free time.
context: Eh... PCP is getting a drama CD.\EH?! Congratulations!\That's amazing!\A drama CD?\How well do you think that fits with the story?\Since we work on the manga, we want it to turn out well.\More of this?\Moriya-san, you're always working on your own storyboard in your free time. response:	Unlike you, I want to get serialized.
context: EH?! Congratulations!\That's amazing!\A drama CD?\How well do you think that fits with the story?\Since we work on the manga, we want it to turn out well.\More of this?\Moriya-san, you're always working on your own storyboard in your free time.\Unlike you, I want to get serialized. response:	What's it about?
context: That's amazing!\A drama CD?\How well do you think that fits with the story?\Since we work on the manga, we want it to turn out well.\More of this?\Moriya-san, you're always working on your own storyboard in your free time.\Unlike you, I want to get serialized.\What's it about? response:	We may be coworkers, but I can't tell you that.
context: A drama CD?\How well do you think that fits with the story?\Since we work on the manga, we want it to turn out well.\More of this?\Moriya-san, you're always working on your own storyboard in your free time.\Unlike you, I want to get serialized.\What's it about?\We may be coworkers, but I can't tell you that. response:	But it's important for other people to see it.
context: How well do you think that fits with the story?\Since we work on the manga, we want it to turn out well.\More of this?\Moriya-san, you're always working on your own storyboard in your free time.\Unlike you, I want to get serialized.\What's it about?\We may be coworkers, but I can't tell you that.\But it's important for other people to see it. response:	You're not drawing something of your own, Shiratori-kun?
context: Since we work on the manga, we want it to turn out well.\More of this?\Moriya-san, you're always working on your own storyboard in your free time.\Unlike you, I want to get serialized.\What's it about?\We may be coworkers, but I can't tell you that.\But it's important for other people to see it.\You're not drawing something of your own, Shiratori-kun? response:	Eh? Is that not okay?
context: More of this?\Moriya-san, you're always working on your own storyboard in your free time.\Unlike you, I want to get serialized.\What's it about?\We may be coworkers, but I can't tell you that.\But it's important for other people to see it.\You're not drawing something of your own, Shiratori-kun?\Eh? Is that not okay? response:	It's fine...
context: Moriya-san, you're always working on your own storyboard in your free time.\Unlike you, I want to get serialized.\What's it about?\We may be coworkers, but I can't tell you that.\But it's important for other people to see it.\You're not drawing something of your own, Shiratori-kun?\Eh? Is that not okay?\It's fine... response:	But that seems like a waste.
context: Unlike you, I want to get serialized.\What's it about?\We may be coworkers, but I can't tell you that.\But it's important for other people to see it.\You're not drawing something of your own, Shiratori-kun?\Eh? Is that not okay?\It's fine...\But that seems like a waste. response:	I like drawing...
context: What's it about?\We may be coworkers, but I can't tell you that.\But it's important for other people to see it.\You're not drawing something of your own, Shiratori-kun?\Eh? Is that not okay?\It's fine...\But that seems like a waste.\I like drawing... response:	But I don't know what to write about.
context: We may be coworkers, but I can't tell you that.\But it's important for other people to see it.\You're not drawing something of your own, Shiratori-kun?\Eh? Is that not okay?\It's fine...\But that seems like a waste.\I like drawing...\But I don't know what to write about. response:	Just draw and write about something that you like!
context: But it's important for other people to see it.\You're not drawing something of your own, Shiratori-kun?\Eh? Is that not okay?\It's fine...\But that seems like a waste.\I like drawing...\But I don't know what to write about.\Just draw and write about something that you like! response:	Something that I like?
context: You're not drawing something of your own, Shiratori-kun?\Eh? Is that not okay?\It's fine...\But that seems like a waste.\I like drawing...\But I don't know what to write about.\Just draw and write about something that you like!\Something that I like? response:	I'm home!
context: Eh? Is that not okay?\It's fine...\But that seems like a waste.\I like drawing...\But I don't know what to write about.\Just draw and write about something that you like!\Something that I like?\I'm home! response:	I'm home, Peace!
context: It's fine...\But that seems like a waste.\I like drawing...\But I don't know what to write about.\Just draw and write about something that you like!\Something that I like?\I'm home!\I'm home, Peace! response:	You're home early, Shun.
context: But that seems like a waste.\I like drawing...\But I don't know what to write about.\Just draw and write about something that you like!\Something that I like?\I'm home!\I'm home, Peace!\You're home early, Shun. response:	We're about to have dinner. Will you join us?
context: I like drawing...\But I don't know what to write about.\Just draw and write about something that you like!\Something that I like?\I'm home!\I'm home, Peace!\You're home early, Shun.\We're about to have dinner. Will you join us? response:	Yeah.
context: But I don't know what to write about.\Just draw and write about something that you like!\Something that I like?\I'm home!\I'm home, Peace!\You're home early, Shun.\We're about to have dinner. Will you join us?\Yeah. response:	Hey Shun, you should work for dad's company.
context: Just draw and write about something that you like!\Something that I like?\I'm home!\I'm home, Peace!\You're home early, Shun.\We're about to have dinner. Will you join us?\Yeah.\Hey Shun, you should work for dad's company. response:	I'm... not interested in cosmetics.
context: Something that I like?\I'm home!\I'm home, Peace!\You're home early, Shun.\We're about to have dinner. Will you join us?\Yeah.\Hey Shun, you should work for dad's company.\I'm... not interested in cosmetics. response:	I like drawing.
context: I'm home!\I'm home, Peace!\You're home early, Shun.\We're about to have dinner. Will you join us?\Yeah.\Hey Shun, you should work for dad's company.\I'm... not interested in cosmetics.\I like drawing. response:	If you were an artist, that would be one thing. But a manga artist's helper...
context: I'm home, Peace!\You're home early, Shun.\We're about to have dinner. Will you join us?\Yeah.\Hey Shun, you should work for dad's company.\I'm... not interested in cosmetics.\I like drawing.\If you were an artist, that would be one thing. But a manga artist's helper... response:	Saiko!
context: You're home early, Shun.\We're about to have dinner. Will you join us?\Yeah.\Hey Shun, you should work for dad's company.\I'm... not interested in cosmetics.\I like drawing.\If you were an artist, that would be one thing. But a manga artist's helper...\Saiko! response:	Huh?
context: We're about to have dinner. Will you join us?\Yeah.\Hey Shun, you should work for dad's company.\I'm... not interested in cosmetics.\I like drawing.\If you were an artist, that would be one thing. But a manga artist's helper...\Saiko!\Huh? response:	Hey!
context: Yeah.\Hey Shun, you should work for dad's company.\I'm... not interested in cosmetics.\I like drawing.\If you were an artist, that would be one thing. But a manga artist's helper...\Saiko!\Huh?\Hey! response:	I hardly ever see you on the way to the studio.
context: Hey Shun, you should work for dad's company.\I'm... not interested in cosmetics.\I like drawing.\If you were an artist, that would be one thing. But a manga artist's helper...\Saiko!\Huh?\Hey!\I hardly ever see you on the way to the studio. response:	We used to always go together.
context: I'm... not interested in cosmetics.\I like drawing.\If you were an artist, that would be one thing. But a manga artist's helper...\Saiko!\Huh?\Hey!\I hardly ever see you on the way to the studio.\We used to always go together. response:	Are you okay on time?
context: I like drawing.\If you were an artist, that would be one thing. But a manga artist's helper...\Saiko!\Huh?\Hey!\I hardly ever see you on the way to the studio.\We used to always go together.\Are you okay on time? response:	Yeah.
context: If you were an artist, that would be one thing. But a manga artist's helper...\Saiko!\Huh?\Hey!\I hardly ever see you on the way to the studio.\We used to always go together.\Are you okay on time?\Yeah. response:	I'm used to drawing PCP now.
context: Saiko!\Huh?\Hey!\I hardly ever see you on the way to the studio.\We used to always go together.\Are you okay on time?\Yeah.\I'm used to drawing PCP now. response:	I can spare some time.
context: Huh?\Hey!\I hardly ever see you on the way to the studio.\We used to always go together.\Are you okay on time?\Yeah.\I'm used to drawing PCP now.\I can spare some time. response:	Remember when we came here in middle school?
context: Hey!\I hardly ever see you on the way to the studio.\We used to always go together.\Are you okay on time?\Yeah.\I'm used to drawing PCP now.\I can spare some time.\Remember when we came here in middle school? response:	We thought we knew everything back then.
context: I hardly ever see you on the way to the studio.\We used to always go together.\Are you okay on time?\Yeah.\I'm used to drawing PCP now.\I can spare some time.\Remember when we came here in middle school?\We thought we knew everything back then. response:	Middle schoolers are all like that.
context: We used to always go together.\Are you okay on time?\Yeah.\I'm used to drawing PCP now.\I can spare some time.\Remember when we came here in middle school?\We thought we knew everything back then.\Middle schoolers are all like that. response:	And in the first summer of high school you kissed Kaya-chan here.
context: Are you okay on time?\Yeah.\I'm used to drawing PCP now.\I can spare some time.\Remember when we came here in middle school?\We thought we knew everything back then.\Middle schoolers are all like that.\And in the first summer of high school you kissed Kaya-chan here. response:	Eh?! How do you know about that?
context: Yeah.\I'm used to drawing PCP now.\I can spare some time.\Remember when we came here in middle school?\We thought we knew everything back then.\Middle schoolers are all like that.\And in the first summer of high school you kissed Kaya-chan here.\Eh?! How do you know about that? response:	Ha ha ha.
context: I'm used to drawing PCP now.\I can spare some time.\Remember when we came here in middle school?\We thought we knew everything back then.\Middle schoolers are all like that.\And in the first summer of high school you kissed Kaya-chan here.\Eh?! How do you know about that?\Ha ha ha. response:	It's a perfect crime!
context: I can spare some time.\Remember when we came here in middle school?\We thought we knew everything back then.\Middle schoolers are all like that.\And in the first summer of high school you kissed Kaya-chan here.\Eh?! How do you know about that?\Ha ha ha.\It's a perfect crime! response:	When did you dig this hole?
context: Remember when we came here in middle school?\We thought we knew everything back then.\Middle schoolers are all like that.\And in the first summer of high school you kissed Kaya-chan here.\Eh?! How do you know about that?\Ha ha ha.\It's a perfect crime!\When did you dig this hole? response:	You dug it yourself. You're not fooling anyone, Akechi-kun.
context: We thought we knew everything back then.\Middle schoolers are all like that.\And in the first summer of high school you kissed Kaya-chan here.\Eh?! How do you know about that?\Ha ha ha.\It's a perfect crime!\When did you dig this hole?\You dug it yourself. You're not fooling anyone, Akechi-kun. response:	You're taking it too far!
context: Middle schoolers are all like that.\And in the first summer of high school you kissed Kaya-chan here.\Eh?! How do you know about that?\Ha ha ha.\It's a perfect crime!\When did you dig this hole?\You dug it yourself. You're not fooling anyone, Akechi-kun.\You're taking it too far! response:	They're playing PCP...
context: And in the first summer of high school you kissed Kaya-chan here.\Eh?! How do you know about that?\Ha ha ha.\It's a perfect crime!\When did you dig this hole?\You dug it yourself. You're not fooling anyone, Akechi-kun.\You're taking it too far!\They're playing PCP... response:	What about it?
context: Eh?! How do you know about that?\Ha ha ha.\It's a perfect crime!\When did you dig this hole?\You dug it yourself. You're not fooling anyone, Akechi-kun.\You're taking it too far!\They're playing PCP...\What about it? response:	Maybe things are going too well.
context: Ha ha ha.\It's a perfect crime!\When did you dig this hole?\You dug it yourself. You're not fooling anyone, Akechi-kun.\You're taking it too far!\They're playing PCP...\What about it?\Maybe things are going too well. response:	It's been six years since we started writing for Jack.
context: It's a perfect crime!\When did you dig this hole?\You dug it yourself. You're not fooling anyone, Akechi-kun.\You're taking it too far!\They're playing PCP...\What about it?\Maybe things are going too well.\It's been six years since we started writing for Jack. response:	PCP is definitely popular.
context: When did you dig this hole?\You dug it yourself. You're not fooling anyone, Akechi-kun.\You're taking it too far!\They're playing PCP...\What about it?\Maybe things are going too well.\It's been six years since we started writing for Jack.\PCP is definitely popular. response:	We have a drama CD, and Azuki will be on it.
context: You dug it yourself. You're not fooling anyone, Akechi-kun.\You're taking it too far!\They're playing PCP...\What about it?\Maybe things are going too well.\It's been six years since we started writing for Jack.\PCP is definitely popular.\We have a drama CD, and Azuki will be on it. response:	When I write, I don't run out of ideas.
context: You're taking it too far!\They're playing PCP...\What about it?\Maybe things are going too well.\It's been six years since we started writing for Jack.\PCP is definitely popular.\We have a drama CD, and Azuki will be on it.\When I write, I don't run out of ideas. response:	I finish things more quickly.
context: They're playing PCP...\What about it?\Maybe things are going too well.\It's been six years since we started writing for Jack.\PCP is definitely popular.\We have a drama CD, and Azuki will be on it.\When I write, I don't run out of ideas.\I finish things more quickly. response:	Well, I have more time too.
context: What about it?\Maybe things are going too well.\It's been six years since we started writing for Jack.\PCP is definitely popular.\We have a drama CD, and Azuki will be on it.\When I write, I don't run out of ideas.\I finish things more quickly.\Well, I have more time too. response:	But there are things we still need to do.
context: Maybe things are going too well.\It's been six years since we started writing for Jack.\PCP is definitely popular.\We have a drama CD, and Azuki will be on it.\When I write, I don't run out of ideas.\I finish things more quickly.\Well, I have more time too.\But there are things we still need to do. response:	We still haven't beaten Crow... or gotten an anime.
context: It's been six years since we started writing for Jack.\PCP is definitely popular.\We have a drama CD, and Azuki will be on it.\When I write, I don't run out of ideas.\I finish things more quickly.\Well, I have more time too.\But there are things we still need to do.\We still haven't beaten Crow... or gotten an anime. response:	Anime...
context: PCP is definitely popular.\We have a drama CD, and Azuki will be on it.\When I write, I don't run out of ideas.\I finish things more quickly.\Well, I have more time too.\But there are things we still need to do.\We still haven't beaten Crow... or gotten an anime.\Anime... response:	You're right. That's the important part!
context: We have a drama CD, and Azuki will be on it.\When I write, I don't run out of ideas.\I finish things more quickly.\Well, I have more time too.\But there are things we still need to do.\We still haven't beaten Crow... or gotten an anime.\Anime...\You're right. That's the important part! response:	Yeah.
context: When I write, I don't run out of ideas.\I finish things more quickly.\Well, I have more time too.\But there are things we still need to do.\We still haven't beaten Crow... or gotten an anime.\Anime...\You're right. That's the important part!\Yeah. response:	Seriously...
context: I finish things more quickly.\Well, I have more time too.\But there are things we still need to do.\We still haven't beaten Crow... or gotten an anime.\Anime...\You're right. That's the important part!\Yeah.\Seriously... response:	Why are they rushing things?
context: Well, I have more time too.\But there are things we still need to do.\We still haven't beaten Crow... or gotten an anime.\Anime...\You're right. That's the important part!\Yeah.\Seriously...\Why are they rushing things? response:	TV Animation Proposal
context: But there are things we still need to do.\We still haven't beaten Crow... or gotten an anime.\Anime...\You're right. That's the important part!\Yeah.\Seriously...\Why are they rushing things?\TV Animation Proposal response:	The final script for the drama CD is finished.
context: We still haven't beaten Crow... or gotten an anime.\Anime...\You're right. That's the important part!\Yeah.\Seriously...\Why are they rushing things?\TV Animation Proposal\The final script for the drama CD is finished. response:	That was fast!
context: Anime...\You're right. That's the important part!\Yeah.\Seriously...\Why are they rushing things?\TV Animation Proposal\The final script for the drama CD is finished.\That was fast! response:	He's got the characters down pretty well.
context: You're right. That's the important part!\Yeah.\Seriously...\Why are they rushing things?\TV Animation Proposal\The final script for the drama CD is finished.\That was fast!\He's got the characters down pretty well. response:	But I think Mai should have more lines.
context: Yeah.\Seriously...\Why are they rushing things?\TV Animation Proposal\The final script for the drama CD is finished.\That was fast!\He's got the characters down pretty well.\But I think Mai should have more lines. response:	The crime itself though...
context: Seriously...\Why are they rushing things?\TV Animation Proposal\The final script for the drama CD is finished.\That was fast!\He's got the characters down pretty well.\But I think Mai should have more lines.\The crime itself though... response:	That's it.
context: Why are they rushing things?\TV Animation Proposal\The final script for the drama CD is finished.\That was fast!\He's got the characters down pretty well.\But I think Mai should have more lines.\The crime itself though...\That's it. response:	He's good with characters and dialog...
context: TV Animation Proposal\The final script for the drama CD is finished.\That was fast!\He's got the characters down pretty well.\But I think Mai should have more lines.\The crime itself though...\That's it.\He's good with characters and dialog... response:	But he isn't as good as Takagi-kun when it comes to inventing crimes.
context: The final script for the drama CD is finished.\That was fast!\He's got the characters down pretty well.\But I think Mai should have more lines.\The crime itself though...\That's it.\He's good with characters and dialog...\But he isn't as good as Takagi-kun when it comes to inventing crimes. response:	Eh?
context: That was fast!\He's got the characters down pretty well.\But I think Mai should have more lines.\The crime itself though...\That's it.\He's good with characters and dialog...\But he isn't as good as Takagi-kun when it comes to inventing crimes.\Eh? response:	Ordinarily, we wouldn't do this.
context: He's got the characters down pretty well.\But I think Mai should have more lines.\The crime itself though...\That's it.\He's good with characters and dialog...\But he isn't as good as Takagi-kun when it comes to inventing crimes.\Eh?\Ordinarily, we wouldn't do this. response:	Even though you're working on the manga, could you think of a crime for the drama CD?
context: But I think Mai should have more lines.\The crime itself though...\That's it.\He's good with characters and dialog...\But he isn't as good as Takagi-kun when it comes to inventing crimes.\Eh?\Ordinarily, we wouldn't do this.\Even though you're working on the manga, could you think of a crime for the drama CD? response:	That's fine.
context: The crime itself though...\That's it.\He's good with characters and dialog...\But he isn't as good as Takagi-kun when it comes to inventing crimes.\Eh?\Ordinarily, we wouldn't do this.\Even though you're working on the manga, could you think of a crime for the drama CD?\That's fine. response:	Huh?
context: That's it.\He's good with characters and dialog...\But he isn't as good as Takagi-kun when it comes to inventing crimes.\Eh?\Ordinarily, we wouldn't do this.\Even though you're working on the manga, could you think of a crime for the drama CD?\That's fine.\Huh? response:	I'll think of a crime for the drama CD.
context: He's good with characters and dialog...\But he isn't as good as Takagi-kun when it comes to inventing crimes.\Eh?\Ordinarily, we wouldn't do this.\Even though you're working on the manga, could you think of a crime for the drama CD?\That's fine.\Huh?\I'll think of a crime for the drama CD. response:	I want it to be really good!
context: But he isn't as good as Takagi-kun when it comes to inventing crimes.\Eh?\Ordinarily, we wouldn't do this.\Even though you're working on the manga, could you think of a crime for the drama CD?\That's fine.\Huh?\I'll think of a crime for the drama CD.\I want it to be really good! response:	But... do you really have time?
context: Eh?\Ordinarily, we wouldn't do this.\Even though you're working on the manga, could you think of a crime for the drama CD?\That's fine.\Huh?\I'll think of a crime for the drama CD.\I want it to be really good!\But... do you really have time? response:	We're doing another series, so I have everything planned ahead.
context: Ordinarily, we wouldn't do this.\Even though you're working on the manga, could you think of a crime for the drama CD?\That's fine.\Huh?\I'll think of a crime for the drama CD.\I want it to be really good!\But... do you really have time?\We're doing another series, so I have everything planned ahead. response:	I've got plenty of time.
context: Even though you're working on the manga, could you think of a crime for the drama CD?\That's fine.\Huh?\I'll think of a crime for the drama CD.\I want it to be really good!\But... do you really have time?\We're doing another series, so I have everything planned ahead.\I've got plenty of time. response:	I see. Well good luck.
context: That's fine.\Huh?\I'll think of a crime for the drama CD.\I want it to be really good!\But... do you really have time?\We're doing another series, so I have everything planned ahead.\I've got plenty of time.\I see. Well good luck. response:	Akito-san!
context: Huh?\I'll think of a crime for the drama CD.\I want it to be really good!\But... do you really have time?\We're doing another series, so I have everything planned ahead.\I've got plenty of time.\I see. Well good luck.\Akito-san! response:	Now that that series is done, shouldn't you be going to bed earlier?
context: I'll think of a crime for the drama CD.\I want it to be really good!\But... do you really have time?\We're doing another series, so I have everything planned ahead.\I've got plenty of time.\I see. Well good luck.\Akito-san!\Now that that series is done, shouldn't you be going to bed earlier? response:	I'm working on the drama CD now!
context: I want it to be really good!\But... do you really have time?\We're doing another series, so I have everything planned ahead.\I've got plenty of time.\I see. Well good luck.\Akito-san!\Now that that series is done, shouldn't you be going to bed earlier?\I'm working on the drama CD now! response:	Eh? The one Miho is going to be on?
context: But... do you really have time?\We're doing another series, so I have everything planned ahead.\I've got plenty of time.\I see. Well good luck.\Akito-san!\Now that that series is done, shouldn't you be going to bed earlier?\I'm working on the drama CD now!\Eh? The one Miho is going to be on? response:	Yup!
context: We're doing another series, so I have everything planned ahead.\I've got plenty of time.\I see. Well good luck.\Akito-san!\Now that that series is done, shouldn't you be going to bed earlier?\I'm working on the drama CD now!\Eh? The one Miho is going to be on?\Yup! response:	So you're writing a script for the drama CD?
context: I've got plenty of time.\I see. Well good luck.\Akito-san!\Now that that series is done, shouldn't you be going to bed earlier?\I'm working on the drama CD now!\Eh? The one Miho is going to be on?\Yup!\So you're writing a script for the drama CD? response:	I'm revising it.
context: I see. Well good luck.\Akito-san!\Now that that series is done, shouldn't you be going to bed earlier?\I'm working on the drama CD now!\Eh? The one Miho is going to be on?\Yup!\So you're writing a script for the drama CD?\I'm revising it. response:	I'm making the actual crime parts more interesting.
context: Akito-san!\Now that that series is done, shouldn't you be going to bed earlier?\I'm working on the drama CD now!\Eh? The one Miho is going to be on?\Yup!\So you're writing a script for the drama CD?\I'm revising it.\I'm making the actual crime parts more interesting. response:	Akito-san, you're so cool!
context: Now that that series is done, shouldn't you be going to bed earlier?\I'm working on the drama CD now!\Eh? The one Miho is going to be on?\Yup!\So you're writing a script for the drama CD?\I'm revising it.\I'm making the actual crime parts more interesting.\Akito-san, you're so cool! response:	What are you saying?
context: I'm working on the drama CD now!\Eh? The one Miho is going to be on?\Yup!\So you're writing a script for the drama CD?\I'm revising it.\I'm making the actual crime parts more interesting.\Akito-san, you're so cool!\What are you saying? response:	You've only just noticed my talent?
context: Eh? The one Miho is going to be on?\Yup!\So you're writing a script for the drama CD?\I'm revising it.\I'm making the actual crime parts more interesting.\Akito-san, you're so cool!\What are you saying?\You've only just noticed my talent? response:	That's not it. The fact that you can touch type is so cool!
context: Yup!\So you're writing a script for the drama CD?\I'm revising it.\I'm making the actual crime parts more interesting.\Akito-san, you're so cool!\What are you saying?\You've only just noticed my talent?\That's not it. The fact that you can touch type is so cool! response:	Kaya-chan, guess what else I can do without looking...
context: So you're writing a script for the drama CD?\I'm revising it.\I'm making the actual crime parts more interesting.\Akito-san, you're so cool!\What are you saying?\You've only just noticed my talent?\That's not it. The fact that you can touch type is so cool!\Kaya-chan, guess what else I can do without looking... response:	Squee!
context: I'm revising it.\I'm making the actual crime parts more interesting.\Akito-san, you're so cool!\What are you saying?\You've only just noticed my talent?\That's not it. The fact that you can touch type is so cool!\Kaya-chan, guess what else I can do without looking...\Squee! response:	Interesting... Are you sure this is okay?
