context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: GLUCOSE\The going's gonna get tough after this, you know.\I'd like some ice cream!\DEXTROSE: Also known as glucose. Red Blood Cells are fond of sugar. Unlike White Blood Cells, Red Blood Cells have no mitochondria, so glucose is their only energy source.\Dextrose. Also known as glucose.\Red Blood Cells are fond of sugar.\Unlike White Blood Cells, Red Blood Cells have no mitochondria,\so glucose is their only energy source. response:	SIMPLIFIED MAP
context: The going's gonna get tough after this, you know.\I'd like some ice cream!\DEXTROSE: Also known as glucose. Red Blood Cells are fond of sugar. Unlike White Blood Cells, Red Blood Cells have no mitochondria, so glucose is their only energy source.\Dextrose. Also known as glucose.\Red Blood Cells are fond of sugar.\Unlike White Blood Cells, Red Blood Cells have no mitochondria,\so glucose is their only energy source.\SIMPLIFIED MAP response:	Let's see... If I go this way,
context: I'd like some ice cream!\DEXTROSE: Also known as glucose. Red Blood Cells are fond of sugar. Unlike White Blood Cells, Red Blood Cells have no mitochondria, so glucose is their only energy source.\Dextrose. Also known as glucose.\Red Blood Cells are fond of sugar.\Unlike White Blood Cells, Red Blood Cells have no mitochondria,\so glucose is their only energy source.\SIMPLIFIED MAP\Let's see... If I go this way, response:	then I'll reach the inferior vena cava!
context: DEXTROSE: Also known as glucose. Red Blood Cells are fond of sugar. Unlike White Blood Cells, Red Blood Cells have no mitochondria, so glucose is their only energy source.\Dextrose. Also known as glucose.\Red Blood Cells are fond of sugar.\Unlike White Blood Cells, Red Blood Cells have no mitochondria,\so glucose is their only energy source.\SIMPLIFIED MAP\Let's see... If I go this way,\then I'll reach the inferior vena cava! response:	This is 1146.
context: Dextrose. Also known as glucose.\Red Blood Cells are fond of sugar.\Unlike White Blood Cells, Red Blood Cells have no mitochondria,\so glucose is their only energy source.\SIMPLIFIED MAP\Let's see... If I go this way,\then I'll reach the inferior vena cava!\This is 1146. response:	As of now, I'll be patrolling the entire body.
context: Red Blood Cells are fond of sugar.\Unlike White Blood Cells, Red Blood Cells have no mitochondria,\so glucose is their only energy source.\SIMPLIFIED MAP\Let's see... If I go this way,\then I'll reach the inferior vena cava!\This is 1146.\As of now, I'll be patrolling the entire body. response:	Roger that!
context: Unlike White Blood Cells, Red Blood Cells have no mitochondria,\so glucose is their only energy source.\SIMPLIFIED MAP\Let's see... If I go this way,\then I'll reach the inferior vena cava!\This is 1146.\As of now, I'll be patrolling the entire body.\Roger that! response:	I'll be hanging around the liver area.
context: so glucose is their only energy source.\SIMPLIFIED MAP\Let's see... If I go this way,\then I'll reach the inferior vena cava!\This is 1146.\As of now, I'll be patrolling the entire body.\Roger that!\I'll be hanging around the liver area. response:	Good work!
context: SIMPLIFIED MAP\Let's see... If I go this way,\then I'll reach the inferior vena cava!\This is 1146.\As of now, I'll be patrolling the entire body.\Roger that!\I'll be hanging around the liver area.\Good work! response:	My shoulders are so stiff!
context: Let's see... If I go this way,\then I'll reach the inferior vena cava!\This is 1146.\As of now, I'll be patrolling the entire body.\Roger that!\I'll be hanging around the liver area.\Good work!\My shoulders are so stiff! response:	Let's see, let's see... This is the vein.
context: then I'll reach the inferior vena cava!\This is 1146.\As of now, I'll be patrolling the entire body.\Roger that!\I'll be hanging around the liver area.\Good work!\My shoulders are so stiff!\Let's see, let's see... This is the vein. response:	VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.
context: This is 1146.\As of now, I'll be patrolling the entire body.\Roger that!\I'll be hanging around the liver area.\Good work!\My shoulders are so stiff!\Let's see, let's see... This is the vein.\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels. response:	Venous valve.
context: As of now, I'll be patrolling the entire body.\Roger that!\I'll be hanging around the liver area.\Good work!\My shoulders are so stiff!\Let's see, let's see... This is the vein.\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\Venous valve. response:	Prevents blood from backing up.
context: Roger that!\I'll be hanging around the liver area.\Good work!\My shoulders are so stiff!\Let's see, let's see... This is the vein.\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\Venous valve.\Prevents blood from backing up. response:	Keeps the blood flowing one-way through the vessels.
context: I'll be hanging around the liver area.\Good work!\My shoulders are so stiff!\Let's see, let's see... This is the vein.\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\Venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels. response:	What? It's the opposite of my map?
context: Good work!\My shoulders are so stiff!\Let's see, let's see... This is the vein.\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\Venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\What? It's the opposite of my map? response:	Th-This way?
context: My shoulders are so stiff!\Let's see, let's see... This is the vein.\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\Venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\What? It's the opposite of my map?\Th-This way? response:	Why are you running the other way, Red Blood Cell?
context: Let's see, let's see... This is the vein.\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\Venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\What? It's the opposite of my map?\Th-This way?\Why are you running the other way, Red Blood Cell? response:	Hey you! Why are you going the other way?
context: VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\Venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\What? It's the opposite of my map?\Th-This way?\Why are you running the other way, Red Blood Cell?\Hey you! Why are you going the other way? response:	This is the same valve you just passed through!
context: Venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\What? It's the opposite of my map?\Th-This way?\Why are you running the other way, Red Blood Cell?\Hey you! Why are you going the other way?\This is the same valve you just passed through! response:	S-Sorry about that!
context: Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\What? It's the opposite of my map?\Th-This way?\Why are you running the other way, Red Blood Cell?\Hey you! Why are you going the other way?\This is the same valve you just passed through!\S-Sorry about that! response:	What a dummy!
context: Keeps the blood flowing one-way through the vessels.\What? It's the opposite of my map?\Th-This way?\Why are you running the other way, Red Blood Cell?\Hey you! Why are you going the other way?\This is the same valve you just passed through!\S-Sorry about that!\What a dummy! response:	I was holding my map upside down!
context: What? It's the opposite of my map?\Th-This way?\Why are you running the other way, Red Blood Cell?\Hey you! Why are you going the other way?\This is the same valve you just passed through!\S-Sorry about that!\What a dummy!\I was holding my map upside down! response:	INFERIOR VENA CAVA: The largest vein in the human body. Collects blood from the lower body, delivering it to the right atrium of the heart.
context: Th-This way?\Why are you running the other way, Red Blood Cell?\Hey you! Why are you going the other way?\This is the same valve you just passed through!\S-Sorry about that!\What a dummy!\I was holding my map upside down!\INFERIOR VENA CAVA: The largest vein in the human body. Collects blood from the lower body, delivering it to the right atrium of the heart. response:	Inferior vena cava.
context: Why are you running the other way, Red Blood Cell?\Hey you! Why are you going the other way?\This is the same valve you just passed through!\S-Sorry about that!\What a dummy!\I was holding my map upside down!\INFERIOR VENA CAVA: The largest vein in the human body. Collects blood from the lower body, delivering it to the right atrium of the heart.\Inferior vena cava. response:	The largest vein in the human body.
context: Hey you! Why are you going the other way?\This is the same valve you just passed through!\S-Sorry about that!\What a dummy!\I was holding my map upside down!\INFERIOR VENA CAVA: The largest vein in the human body. Collects blood from the lower body, delivering it to the right atrium of the heart.\Inferior vena cava.\The largest vein in the human body. response:	STAY CALM MOVE SLOWLY
context: This is the same valve you just passed through!\S-Sorry about that!\What a dummy!\I was holding my map upside down!\INFERIOR VENA CAVA: The largest vein in the human body. Collects blood from the lower body, delivering it to the right atrium of the heart.\Inferior vena cava.\The largest vein in the human body.\STAY CALM MOVE SLOWLY response:	Collects blood from the lower body,
context: S-Sorry about that!\What a dummy!\I was holding my map upside down!\INFERIOR VENA CAVA: The largest vein in the human body. Collects blood from the lower body, delivering it to the right atrium of the heart.\Inferior vena cava.\The largest vein in the human body.\STAY CALM MOVE SLOWLY\Collects blood from the lower body, response:	delivering it to the right atrium of the heart.
context: What a dummy!\I was holding my map upside down!\INFERIOR VENA CAVA: The largest vein in the human body. Collects blood from the lower body, delivering it to the right atrium of the heart.\Inferior vena cava.\The largest vein in the human body.\STAY CALM MOVE SLOWLY\Collects blood from the lower body,\delivering it to the right atrium of the heart. response:	I mean, the vena cava's just a huge straight path, so sure, it's a breeze!
context: I was holding my map upside down!\INFERIOR VENA CAVA: The largest vein in the human body. Collects blood from the lower body, delivering it to the right atrium of the heart.\Inferior vena cava.\The largest vein in the human body.\STAY CALM MOVE SLOWLY\Collects blood from the lower body,\delivering it to the right atrium of the heart.\I mean, the vena cava's just a huge straight path, so sure, it's a breeze! response:	The way it goes uphill wipes you out, huh?
context: INFERIOR VENA CAVA: The largest vein in the human body. Collects blood from the lower body, delivering it to the right atrium of the heart.\Inferior vena cava.\The largest vein in the human body.\STAY CALM MOVE SLOWLY\Collects blood from the lower body,\delivering it to the right atrium of the heart.\I mean, the vena cava's just a huge straight path, so sure, it's a breeze!\The way it goes uphill wipes you out, huh? response:	Yeah, okay! I've got to give it my all, especially in places like this!
context: Inferior vena cava.\The largest vein in the human body.\STAY CALM MOVE SLOWLY\Collects blood from the lower body,\delivering it to the right atrium of the heart.\I mean, the vena cava's just a huge straight path, so sure, it's a breeze!\The way it goes uphill wipes you out, huh?\Yeah, okay! I've got to give it my all, especially in places like this! response:	When the path is confusing, it takes up so much time, after all!
context: The largest vein in the human body.\STAY CALM MOVE SLOWLY\Collects blood from the lower body,\delivering it to the right atrium of the heart.\I mean, the vena cava's just a huge straight path, so sure, it's a breeze!\The way it goes uphill wipes you out, huh?\Yeah, okay! I've got to give it my all, especially in places like this!\When the path is confusing, it takes up so much time, after all! response:	Huh? What are you doing alone here?
context: STAY CALM MOVE SLOWLY\Collects blood from the lower body,\delivering it to the right atrium of the heart.\I mean, the vena cava's just a huge straight path, so sure, it's a breeze!\The way it goes uphill wipes you out, huh?\Yeah, okay! I've got to give it my all, especially in places like this!\When the path is confusing, it takes up so much time, after all!\Huh? What are you doing alone here? response:	Want me to go with you?
context: Collects blood from the lower body,\delivering it to the right atrium of the heart.\I mean, the vena cava's just a huge straight path, so sure, it's a breeze!\The way it goes uphill wipes you out, huh?\Yeah, okay! I've got to give it my all, especially in places like this!\When the path is confusing, it takes up so much time, after all!\Huh? What are you doing alone here?\Want me to go with you? response:	Sh-She's on fire!
context: delivering it to the right atrium of the heart.\I mean, the vena cava's just a huge straight path, so sure, it's a breeze!\The way it goes uphill wipes you out, huh?\Yeah, okay! I've got to give it my all, especially in places like this!\When the path is confusing, it takes up so much time, after all!\Huh? What are you doing alone here?\Want me to go with you?\Sh-She's on fire! response:	She can't even hear my voice.
context: I mean, the vena cava's just a huge straight path, so sure, it's a breeze!\The way it goes uphill wipes you out, huh?\Yeah, okay! I've got to give it my all, especially in places like this!\When the path is confusing, it takes up so much time, after all!\Huh? What are you doing alone here?\Want me to go with you?\Sh-She's on fire!\She can't even hear my voice. response:	Attention, blood cells!
context: The way it goes uphill wipes you out, huh?\Yeah, okay! I've got to give it my all, especially in places like this!\When the path is confusing, it takes up so much time, after all!\Huh? What are you doing alone here?\Want me to go with you?\Sh-She's on fire!\She can't even hear my voice.\Attention, blood cells! response:	It's extremely congested up ahead,
context: Yeah, okay! I've got to give it my all, especially in places like this!\When the path is confusing, it takes up so much time, after all!\Huh? What are you doing alone here?\Want me to go with you?\Sh-She's on fire!\She can't even hear my voice.\Attention, blood cells!\It's extremely congested up ahead, response:	so you'll have to leave your carts behind!
context: When the path is confusing, it takes up so much time, after all!\Huh? What are you doing alone here?\Want me to go with you?\Sh-She's on fire!\She can't even hear my voice.\Attention, blood cells!\It's extremely congested up ahead,\so you'll have to leave your carts behind! response:	Please advance only after you've placed your carts in the corral!
context: Huh? What are you doing alone here?\Want me to go with you?\Sh-She's on fire!\She can't even hear my voice.\Attention, blood cells!\It's extremely congested up ahead,\so you'll have to leave your carts behind!\Please advance only after you've placed your carts in the corral! response:	You are now entering the heart.
context: Want me to go with you?\Sh-She's on fire!\She can't even hear my voice.\Attention, blood cells!\It's extremely congested up ahead,\so you'll have to leave your carts behind!\Please advance only after you've placed your carts in the corral!\You are now entering the heart. response:	HEART
context: Sh-She's on fire!\She can't even hear my voice.\Attention, blood cells!\It's extremely congested up ahead,\so you'll have to leave your carts behind!\Please advance only after you've placed your carts in the corral!\You are now entering the heart.\HEART response:	ROUTE
context: She can't even hear my voice.\Attention, blood cells!\It's extremely congested up ahead,\so you'll have to leave your carts behind!\Please advance only after you've placed your carts in the corral!\You are now entering the heart.\HEART\ROUTE response:	Please follow our instructions and circulate quickly!
context: Attention, blood cells!\It's extremely congested up ahead,\so you'll have to leave your carts behind!\Please advance only after you've placed your carts in the corral!\You are now entering the heart.\HEART\ROUTE\Please follow our instructions and circulate quickly! response:	Due to congestion, please leave your carts behind.
context: It's extremely congested up ahead,\so you'll have to leave your carts behind!\Please advance only after you've placed your carts in the corral!\You are now entering the heart.\HEART\ROUTE\Please follow our instructions and circulate quickly!\Due to congestion, please leave your carts behind. response:	Attention, blood cells.
context: so you'll have to leave your carts behind!\Please advance only after you've placed your carts in the corral!\You are now entering the heart.\HEART\ROUTE\Please follow our instructions and circulate quickly!\Due to congestion, please leave your carts behind.\Attention, blood cells. response:	Please advance only after you've placed your carts in the designated area.
context: Please advance only after you've placed your carts in the corral!\You are now entering the heart.\HEART\ROUTE\Please follow our instructions and circulate quickly!\Due to congestion, please leave your carts behind.\Attention, blood cells.\Please advance only after you've placed your carts in the designated area. response:	Attention, blood cells!
context: You are now entering the heart.\HEART\ROUTE\Please follow our instructions and circulate quickly!\Due to congestion, please leave your carts behind.\Attention, blood cells.\Please advance only after you've placed your carts in the designated area.\Attention, blood cells! response:	Hello!
context: HEART\ROUTE\Please follow our instructions and circulate quickly!\Due to congestion, please leave your carts behind.\Attention, blood cells.\Please advance only after you've placed your carts in the designated area.\Attention, blood cells!\Hello! response:	I'm going to explain lung circulation and body circulation now,
context: ROUTE\Please follow our instructions and circulate quickly!\Due to congestion, please leave your carts behind.\Attention, blood cells.\Please advance only after you've placed your carts in the designated area.\Attention, blood cells!\Hello!\I'm going to explain lung circulation and body circulation now, response:	LUNG CIRCULATION AND BODY CIRCULATION
context: Please follow our instructions and circulate quickly!\Due to congestion, please leave your carts behind.\Attention, blood cells.\Please advance only after you've placed your carts in the designated area.\Attention, blood cells!\Hello!\I'm going to explain lung circulation and body circulation now,\LUNG CIRCULATION AND BODY CIRCULATION response:	so please pay attention!
context: Due to congestion, please leave your carts behind.\Attention, blood cells.\Please advance only after you've placed your carts in the designated area.\Attention, blood cells!\Hello!\I'm going to explain lung circulation and body circulation now,\LUNG CIRCULATION AND BODY CIRCULATION\so please pay attention! response:	You are about to embark on a speedy, thrilling journey called heart circulation!
context: Attention, blood cells.\Please advance only after you've placed your carts in the designated area.\Attention, blood cells!\Hello!\I'm going to explain lung circulation and body circulation now,\LUNG CIRCULATION AND BODY CIRCULATION\so please pay attention!\You are about to embark on a speedy, thrilling journey called heart circulation! response:	PULMONARY ARTERY RIGHT VENTRICLE RIGHT ATRIUM
context: Please advance only after you've placed your carts in the designated area.\Attention, blood cells!\Hello!\I'm going to explain lung circulation and body circulation now,\LUNG CIRCULATION AND BODY CIRCULATION\so please pay attention!\You are about to embark on a speedy, thrilling journey called heart circulation!\PULMONARY ARTERY RIGHT VENTRICLE RIGHT ATRIUM response:	First, lung circulation.
context: Attention, blood cells!\Hello!\I'm going to explain lung circulation and body circulation now,\LUNG CIRCULATION AND BODY CIRCULATION\so please pay attention!\You are about to embark on a speedy, thrilling journey called heart circulation!\PULMONARY ARTERY RIGHT VENTRICLE RIGHT ATRIUM\First, lung circulation. response:	You'll be traveling from the right atrium to the left ventricle,
context: Hello!\I'm going to explain lung circulation and body circulation now,\LUNG CIRCULATION AND BODY CIRCULATION\so please pay attention!\You are about to embark on a speedy, thrilling journey called heart circulation!\PULMONARY ARTERY RIGHT VENTRICLE RIGHT ATRIUM\First, lung circulation.\You'll be traveling from the right atrium to the left ventricle, response:	and through the lung artery.
context: I'm going to explain lung circulation and body circulation now,\LUNG CIRCULATION AND BODY CIRCULATION\so please pay attention!\You are about to embark on a speedy, thrilling journey called heart circulation!\PULMONARY ARTERY RIGHT VENTRICLE RIGHT ATRIUM\First, lung circulation.\You'll be traveling from the right atrium to the left ventricle,\and through the lung artery. response:	Once you arrive in the lung, you will discard your carbon dioxide and receive oxygen.
context: LUNG CIRCULATION AND BODY CIRCULATION\so please pay attention!\You are about to embark on a speedy, thrilling journey called heart circulation!\PULMONARY ARTERY RIGHT VENTRICLE RIGHT ATRIUM\First, lung circulation.\You'll be traveling from the right atrium to the left ventricle,\and through the lung artery.\Once you arrive in the lung, you will discard your carbon dioxide and receive oxygen. response:	This is the first task that you've been assigned.
context: so please pay attention!\You are about to embark on a speedy, thrilling journey called heart circulation!\PULMONARY ARTERY RIGHT VENTRICLE RIGHT ATRIUM\First, lung circulation.\You'll be traveling from the right atrium to the left ventricle,\and through the lung artery.\Once you arrive in the lung, you will discard your carbon dioxide and receive oxygen.\This is the first task that you've been assigned. response:	1: RECEIVE OXYGEN!
context: You are about to embark on a speedy, thrilling journey called heart circulation!\PULMONARY ARTERY RIGHT VENTRICLE RIGHT ATRIUM\First, lung circulation.\You'll be traveling from the right atrium to the left ventricle,\and through the lung artery.\Once you arrive in the lung, you will discard your carbon dioxide and receive oxygen.\This is the first task that you've been assigned.\1: RECEIVE OXYGEN! response:	PULMONARY ARTERY LEFT ATRIUM LEFT VENTRICLE AORTIC VALVE AORTA
context: PULMONARY ARTERY RIGHT VENTRICLE RIGHT ATRIUM\First, lung circulation.\You'll be traveling from the right atrium to the left ventricle,\and through the lung artery.\Once you arrive in the lung, you will discard your carbon dioxide and receive oxygen.\This is the first task that you've been assigned.\1: RECEIVE OXYGEN!\PULMONARY ARTERY LEFT ATRIUM LEFT VENTRICLE AORTIC VALVE AORTA response:	From there, you'll pass through the lung artery to the left atrium.
context: First, lung circulation.\You'll be traveling from the right atrium to the left ventricle,\and through the lung artery.\Once you arrive in the lung, you will discard your carbon dioxide and receive oxygen.\This is the first task that you've been assigned.\1: RECEIVE OXYGEN!\PULMONARY ARTERY LEFT ATRIUM LEFT VENTRICLE AORTIC VALVE AORTA\From there, you'll pass through the lung artery to the left atrium. response:	Next up, body circulation.
context: You'll be traveling from the right atrium to the left ventricle,\and through the lung artery.\Once you arrive in the lung, you will discard your carbon dioxide and receive oxygen.\This is the first task that you've been assigned.\1: RECEIVE OXYGEN!\PULMONARY ARTERY LEFT ATRIUM LEFT VENTRICLE AORTIC VALVE AORTA\From there, you'll pass through the lung artery to the left atrium.\Next up, body circulation. response:	From the left atrium, go through the aorta,
context: and through the lung artery.\Once you arrive in the lung, you will discard your carbon dioxide and receive oxygen.\This is the first task that you've been assigned.\1: RECEIVE OXYGEN!\PULMONARY ARTERY LEFT ATRIUM LEFT VENTRICLE AORTIC VALVE AORTA\From there, you'll pass through the lung artery to the left atrium.\Next up, body circulation.\From the left atrium, go through the aorta, response:	and head to the capillaries from the arteries.
context: Once you arrive in the lung, you will discard your carbon dioxide and receive oxygen.\This is the first task that you've been assigned.\1: RECEIVE OXYGEN!\PULMONARY ARTERY LEFT ATRIUM LEFT VENTRICLE AORTIC VALVE AORTA\From there, you'll pass through the lung artery to the left atrium.\Next up, body circulation.\From the left atrium, go through the aorta,\and head to the capillaries from the arteries. response:	NUTRIENTS
context: This is the first task that you've been assigned.\1: RECEIVE OXYGEN!\PULMONARY ARTERY LEFT ATRIUM LEFT VENTRICLE AORTIC VALVE AORTA\From there, you'll pass through the lung artery to the left atrium.\Next up, body circulation.\From the left atrium, go through the aorta,\and head to the capillaries from the arteries.\NUTRIENTS response:	Hand over your oxygen and nutrients there,
context: 1: RECEIVE OXYGEN!\PULMONARY ARTERY LEFT ATRIUM LEFT VENTRICLE AORTIC VALVE AORTA\From there, you'll pass through the lung artery to the left atrium.\Next up, body circulation.\From the left atrium, go through the aorta,\and head to the capillaries from the arteries.\NUTRIENTS\Hand over your oxygen and nutrients there, response:	WASTE
context: PULMONARY ARTERY LEFT ATRIUM LEFT VENTRICLE AORTIC VALVE AORTA\From there, you'll pass through the lung artery to the left atrium.\Next up, body circulation.\From the left atrium, go through the aorta,\and head to the capillaries from the arteries.\NUTRIENTS\Hand over your oxygen and nutrients there,\WASTE response:	and once you've received waste such as carbon dioxide,
context: From there, you'll pass through the lung artery to the left atrium.\Next up, body circulation.\From the left atrium, go through the aorta,\and head to the capillaries from the arteries.\NUTRIENTS\Hand over your oxygen and nutrients there,\WASTE\and once you've received waste such as carbon dioxide, response:	2: RECEIVE CARBON DIOXIDE!
context: Next up, body circulation.\From the left atrium, go through the aorta,\and head to the capillaries from the arteries.\NUTRIENTS\Hand over your oxygen and nutrients there,\WASTE\and once you've received waste such as carbon dioxide,\2: RECEIVE CARBON DIOXIDE! response:	you'll have cleared your second task!
context: From the left atrium, go through the aorta,\and head to the capillaries from the arteries.\NUTRIENTS\Hand over your oxygen and nutrients there,\WASTE\and once you've received waste such as carbon dioxide,\2: RECEIVE CARBON DIOXIDE!\you'll have cleared your second task! response:	Body circulation will be complete when you've returned to the right atrium!
context: and head to the capillaries from the arteries.\NUTRIENTS\Hand over your oxygen and nutrients there,\WASTE\and once you've received waste such as carbon dioxide,\2: RECEIVE CARBON DIOXIDE!\you'll have cleared your second task!\Body circulation will be complete when you've returned to the right atrium! response:	Please be sure to conduct yourself responsibly,
context: NUTRIENTS\Hand over your oxygen and nutrients there,\WASTE\and once you've received waste such as carbon dioxide,\2: RECEIVE CARBON DIOXIDE!\you'll have cleared your second task!\Body circulation will be complete when you've returned to the right atrium!\Please be sure to conduct yourself responsibly, response:	and see your mission through to the end!
context: Hand over your oxygen and nutrients there,\WASTE\and once you've received waste such as carbon dioxide,\2: RECEIVE CARBON DIOXIDE!\you'll have cleared your second task!\Body circulation will be complete when you've returned to the right atrium!\Please be sure to conduct yourself responsibly,\and see your mission through to the end! response:	Good luck to you!
context: WASTE\and once you've received waste such as carbon dioxide,\2: RECEIVE CARBON DIOXIDE!\you'll have cleared your second task!\Body circulation will be complete when you've returned to the right atrium!\Please be sure to conduct yourself responsibly,\and see your mission through to the end!\Good luck to you! response:	LUNG CIRCULATION AND BODY CIRCULATION
context: and once you've received waste such as carbon dioxide,\2: RECEIVE CARBON DIOXIDE!\you'll have cleared your second task!\Body circulation will be complete when you've returned to the right atrium!\Please be sure to conduct yourself responsibly,\and see your mission through to the end!\Good luck to you!\LUNG CIRCULATION AND BODY CIRCULATION response:	Attention, blood cells!
context: 2: RECEIVE CARBON DIOXIDE!\you'll have cleared your second task!\Body circulation will be complete when you've returned to the right atrium!\Please be sure to conduct yourself responsibly,\and see your mission through to the end!\Good luck to you!\LUNG CIRCULATION AND BODY CIRCULATION\Attention, blood cells! response:	Hello!
context: you'll have cleared your second task!\Body circulation will be complete when you've returned to the right atrium!\Please be sure to conduct yourself responsibly,\and see your mission through to the end!\Good luck to you!\LUNG CIRCULATION AND BODY CIRCULATION\Attention, blood cells!\Hello! response:	Got that?
context: Body circulation will be complete when you've returned to the right atrium!\Please be sure to conduct yourself responsibly,\and see your mission through to the end!\Good luck to you!\LUNG CIRCULATION AND BODY CIRCULATION\Attention, blood cells!\Hello!\Got that? response:	Nope.
context: Please be sure to conduct yourself responsibly,\and see your mission through to the end!\Good luck to you!\LUNG CIRCULATION AND BODY CIRCULATION\Attention, blood cells!\Hello!\Got that?\Nope. response:	And here I am!
context: and see your mission through to the end!\Good luck to you!\LUNG CIRCULATION AND BODY CIRCULATION\Attention, blood cells!\Hello!\Got that?\Nope.\And here I am! response:	The final hurdle!
context: Good luck to you!\LUNG CIRCULATION AND BODY CIRCULATION\Attention, blood cells!\Hello!\Got that?\Nope.\And here I am!\The final hurdle! response:	The place that mystifies me no matter how many times I look at it! The heart!
context: LUNG CIRCULATION AND BODY CIRCULATION\Attention, blood cells!\Hello!\Got that?\Nope.\And here I am!\The final hurdle!\The place that mystifies me no matter how many times I look at it! The heart! response:	Come on, it's this way!
context: Attention, blood cells!\Hello!\Got that?\Nope.\And here I am!\The final hurdle!\The place that mystifies me no matter how many times I look at it! The heart!\Come on, it's this way! response:	Right!
context: Hello!\Got that?\Nope.\And here I am!\The final hurdle!\The place that mystifies me no matter how many times I look at it! The heart!\Come on, it's this way!\Right! response:	I can't impose on others anymore, right?
context: Got that?\Nope.\And here I am!\The final hurdle!\The place that mystifies me no matter how many times I look at it! The heart!\Come on, it's this way!\Right!\I can't impose on others anymore, right? response:	BEWARE OF SUSPICIOUS-LOOKING CELLS/LIFE-FORMS CALL ON NEARBY IMMUNE CELLS
context: Nope.\And here I am!\The final hurdle!\The place that mystifies me no matter how many times I look at it! The heart!\Come on, it's this way!\Right!\I can't impose on others anymore, right?\BEWARE OF SUSPICIOUS-LOOKING CELLS/LIFE-FORMS CALL ON NEARBY IMMUNE CELLS response:	That's the spirit!
context: And here I am!\The final hurdle!\The place that mystifies me no matter how many times I look at it! The heart!\Come on, it's this way!\Right!\I can't impose on others anymore, right?\BEWARE OF SUSPICIOUS-LOOKING CELLS/LIFE-FORMS CALL ON NEARBY IMMUNE CELLS\That's the spirit! response:	Hang in there!
context: The final hurdle!\The place that mystifies me no matter how many times I look at it! The heart!\Come on, it's this way!\Right!\I can't impose on others anymore, right?\BEWARE OF SUSPICIOUS-LOOKING CELLS/LIFE-FORMS CALL ON NEARBY IMMUNE CELLS\That's the spirit!\Hang in there! response:	PRAY FOR HEALTH
context: The place that mystifies me no matter how many times I look at it! The heart!\Come on, it's this way!\Right!\I can't impose on others anymore, right?\BEWARE OF SUSPICIOUS-LOOKING CELLS/LIFE-FORMS CALL ON NEARBY IMMUNE CELLS\That's the spirit!\Hang in there!\PRAY FOR HEALTH response:	All right!
context: Come on, it's this way!\Right!\I can't impose on others anymore, right?\BEWARE OF SUSPICIOUS-LOOKING CELLS/LIFE-FORMS CALL ON NEARBY IMMUNE CELLS\That's the spirit!\Hang in there!\PRAY FOR HEALTH\All right! response:	Here I go! To the heart!
context: Right!\I can't impose on others anymore, right?\BEWARE OF SUSPICIOUS-LOOKING CELLS/LIFE-FORMS CALL ON NEARBY IMMUNE CELLS\That's the spirit!\Hang in there!\PRAY FOR HEALTH\All right!\Here I go! To the heart! response:	Cells at Work!
context: I can't impose on others anymore, right?\BEWARE OF SUSPICIOUS-LOOKING CELLS/LIFE-FORMS CALL ON NEARBY IMMUNE CELLS\That's the spirit!\Hang in there!\PRAY FOR HEALTH\All right!\Here I go! To the heart!\Cells at Work! response:	Cells...
context: BEWARE OF SUSPICIOUS-LOOKING CELLS/LIFE-FORMS CALL ON NEARBY IMMUNE CELLS\That's the spirit!\Hang in there!\PRAY FOR HEALTH\All right!\Here I go! To the heart!\Cells at Work!\Cells... response:	HEART MOVE STRAIGHT AHEAD
context: That's the spirit!\Hang in there!\PRAY FOR HEALTH\All right!\Here I go! To the heart!\Cells at Work!\Cells...\HEART MOVE STRAIGHT AHEAD response:	Attention, cells.
context: Hang in there!\PRAY FOR HEALTH\All right!\Here I go! To the heart!\Cells at Work!\Cells...\HEART MOVE STRAIGHT AHEAD\Attention, cells. response:	S-So heavy!
context: PRAY FOR HEALTH\All right!\Here I go! To the heart!\Cells at Work!\Cells...\HEART MOVE STRAIGHT AHEAD\Attention, cells.\S-So heavy! response:	You will soon arrive at the heart.
context: All right!\Here I go! To the heart!\Cells at Work!\Cells...\HEART MOVE STRAIGHT AHEAD\Attention, cells.\S-So heavy!\You will soon arrive at the heart. response:	Please be careful as you make your way through.
