context: I got called over by my crush. response:	Confession
context: I'm not scared.\Shudder\Shudder\ZZZip\You've never actually prostituted yourself, have you?\What?\Who do you think you're talking to?\No one asks for 100,000. response:	That proves you've never actually sold yourself before.
context: Shudder\Shudder\ZZZip\You've never actually prostituted yourself, have you?\What?\Who do you think you're talking to?\No one asks for 100,000.\That proves you've never actually sold yourself before. response:	But 100,000 is actually too little.
context: Shudder\ZZZip\You've never actually prostituted yourself, have you?\What?\Who do you think you're talking to?\No one asks for 100,000.\That proves you've never actually sold yourself before.\But 100,000 is actually too little. response:	I want you to value yourself more.
context: ZZZip\You've never actually prostituted yourself, have you?\What?\Who do you think you're talking to?\No one asks for 100,000.\That proves you've never actually sold yourself before.\But 100,000 is actually too little.\I want you to value yourself more. response:	Akagi...
context: You've never actually prostituted yourself, have you?\What?\Who do you think you're talking to?\No one asks for 100,000.\That proves you've never actually sold yourself before.\But 100,000 is actually too little.\I want you to value yourself more.\Akagi... response:	I'm still asking for that kiss, though.
context: What?\Who do you think you're talking to?\No one asks for 100,000.\That proves you've never actually sold yourself before.\But 100,000 is actually too little.\I want you to value yourself more.\Akagi...\I'm still asking for that kiss, though. response:	You are?!
context: Who do you think you're talking to?\No one asks for 100,000.\That proves you've never actually sold yourself before.\But 100,000 is actually too little.\I want you to value yourself more.\Akagi...\I'm still asking for that kiss, though.\You are?! response:	Of course.
context: No one asks for 100,000.\That proves you've never actually sold yourself before.\But 100,000 is actually too little.\I want you to value yourself more.\Akagi...\I'm still asking for that kiss, though.\You are?!\Of course. response:	Don't forget our agreement about your smoking.
context: That proves you've never actually sold yourself before.\But 100,000 is actually too little.\I want you to value yourself more.\Akagi...\I'm still asking for that kiss, though.\You are?!\Of course.\Don't forget our agreement about your smoking. response:	Are you scared?
context: But 100,000 is actually too little.\I want you to value yourself more.\Akagi...\I'm still asking for that kiss, though.\You are?!\Of course.\Don't forget our agreement about your smoking.\Are you scared? response:	N-No, I'm not scared.
context: I want you to value yourself more.\Akagi...\I'm still asking for that kiss, though.\You are?!\Of course.\Don't forget our agreement about your smoking.\Are you scared?\N-No, I'm not scared. response:	All right, here we go.
context: Akagi...\I'm still asking for that kiss, though.\You are?!\Of course.\Don't forget our agreement about your smoking.\Are you scared?\N-No, I'm not scared.\All right, here we go. response:	You reek of tar.
context: I'm still asking for that kiss, though.\You are?!\Of course.\Don't forget our agreement about your smoking.\Are you scared?\N-No, I'm not scared.\All right, here we go.\You reek of tar. response:	You reek, Kaji-san.
context: You are?!\Of course.\Don't forget our agreement about your smoking.\Are you scared?\N-No, I'm not scared.\All right, here we go.\You reek of tar.\You reek, Kaji-san. response:	Shut up! What'd you expect?!
context: Of course.\Don't forget our agreement about your smoking.\Are you scared?\N-No, I'm not scared.\All right, here we go.\You reek of tar.\You reek, Kaji-san.\Shut up! What'd you expect?! response:	You should quit smoking.
context: Don't forget our agreement about your smoking.\Are you scared?\N-No, I'm not scared.\All right, here we go.\You reek of tar.\You reek, Kaji-san.\Shut up! What'd you expect?!\You should quit smoking. response:	Bite me!
context: Are you scared?\N-No, I'm not scared.\All right, here we go.\You reek of tar.\You reek, Kaji-san.\Shut up! What'd you expect?!\You should quit smoking.\Bite me! response:	What are you, my boyfriend?
context: N-No, I'm not scared.\All right, here we go.\You reek of tar.\You reek, Kaji-san.\Shut up! What'd you expect?!\You should quit smoking.\Bite me!\What are you, my boyfriend? response:	That doesn't sound bad.
context: All right, here we go.\You reek of tar.\You reek, Kaji-san.\Shut up! What'd you expect?!\You should quit smoking.\Bite me!\What are you, my boyfriend?\That doesn't sound bad. response:	I think I can fall in love with you.
context: You reek of tar.\You reek, Kaji-san.\Shut up! What'd you expect?!\You should quit smoking.\Bite me!\What are you, my boyfriend?\That doesn't sound bad.\I think I can fall in love with you. response:	As long as you quit smoking.
context: You reek, Kaji-san.\Shut up! What'd you expect?!\You should quit smoking.\Bite me!\What are you, my boyfriend?\That doesn't sound bad.\I think I can fall in love with you.\As long as you quit smoking. response:	Piss off!
context: Shut up! What'd you expect?!\You should quit smoking.\Bite me!\What are you, my boyfriend?\That doesn't sound bad.\I think I can fall in love with you.\As long as you quit smoking.\Piss off! response:	Astronomy Club
context: You should quit smoking.\Bite me!\What are you, my boyfriend?\That doesn't sound bad.\I think I can fall in love with you.\As long as you quit smoking.\Piss off!\Astronomy Club response:	Yukawa-senpai is a third-year.
context: Bite me!\What are you, my boyfriend?\That doesn't sound bad.\I think I can fall in love with you.\As long as you quit smoking.\Piss off!\Astronomy Club\Yukawa-senpai is a third-year. response:	He's graduating tomorrow.
context: What are you, my boyfriend?\That doesn't sound bad.\I think I can fall in love with you.\As long as you quit smoking.\Piss off!\Astronomy Club\Yukawa-senpai is a third-year.\He's graduating tomorrow. response:	Senpai, show me the stars again tonight.
context: That doesn't sound bad.\I think I can fall in love with you.\As long as you quit smoking.\Piss off!\Astronomy Club\Yukawa-senpai is a third-year.\He's graduating tomorrow.\Senpai, show me the stars again tonight. response:	No way. You're too annoying, Sasahara.
context: I think I can fall in love with you.\As long as you quit smoking.\Piss off!\Astronomy Club\Yukawa-senpai is a third-year.\He's graduating tomorrow.\Senpai, show me the stars again tonight.\No way. You're too annoying, Sasahara. response:	You suck.
context: As long as you quit smoking.\Piss off!\Astronomy Club\Yukawa-senpai is a third-year.\He's graduating tomorrow.\Senpai, show me the stars again tonight.\No way. You're too annoying, Sasahara.\You suck. response:	I was going to confess to you, too.
context: Piss off!\Astronomy Club\Yukawa-senpai is a third-year.\He's graduating tomorrow.\Senpai, show me the stars again tonight.\No way. You're too annoying, Sasahara.\You suck.\I was going to confess to you, too. response:	How many hundreds of times has it been?
context: Astronomy Club\Yukawa-senpai is a third-year.\He's graduating tomorrow.\Senpai, show me the stars again tonight.\No way. You're too annoying, Sasahara.\You suck.\I was going to confess to you, too.\How many hundreds of times has it been? response:	Shucks, you got me.
context: Yukawa-senpai is a third-year.\He's graduating tomorrow.\Senpai, show me the stars again tonight.\No way. You're too annoying, Sasahara.\You suck.\I was going to confess to you, too.\How many hundreds of times has it been?\Shucks, you got me. response:	I'm sick of it.
context: He's graduating tomorrow.\Senpai, show me the stars again tonight.\No way. You're too annoying, Sasahara.\You suck.\I was going to confess to you, too.\How many hundreds of times has it been?\Shucks, you got me.\I'm sick of it. response:	This is a bad habit of mine.
context: Senpai, show me the stars again tonight.\No way. You're too annoying, Sasahara.\You suck.\I was going to confess to you, too.\How many hundreds of times has it been?\Shucks, you got me.\I'm sick of it.\This is a bad habit of mine. response:	I make a joke of my feelings for him.
context: No way. You're too annoying, Sasahara.\You suck.\I was going to confess to you, too.\How many hundreds of times has it been?\Shucks, you got me.\I'm sick of it.\This is a bad habit of mine.\I make a joke of my feelings for him. response:	Spica
context: You suck.\I was going to confess to you, too.\How many hundreds of times has it been?\Shucks, you got me.\I'm sick of it.\This is a bad habit of mine.\I make a joke of my feelings for him.\Spica response:	I want to tell him how I feel, for real this time.
context: I was going to confess to you, too.\How many hundreds of times has it been?\Shucks, you got me.\I'm sick of it.\This is a bad habit of mine.\I make a joke of my feelings for him.\Spica\I want to tell him how I feel, for real this time. response:	First, I think it's important to set the mood.
context: How many hundreds of times has it been?\Shucks, you got me.\I'm sick of it.\This is a bad habit of mine.\I make a joke of my feelings for him.\Spica\I want to tell him how I feel, for real this time.\First, I think it's important to set the mood. response:	Senpai, it's cold. Is it all right if I huddle up with you?
context: Shucks, you got me.\I'm sick of it.\This is a bad habit of mine.\I make a joke of my feelings for him.\Spica\I want to tell him how I feel, for real this time.\First, I think it's important to set the mood.\Senpai, it's cold. Is it all right if I huddle up with you? response:	Yeah, stay out of my way.
context: I'm sick of it.\This is a bad habit of mine.\I make a joke of my feelings for him.\Spica\I want to tell him how I feel, for real this time.\First, I think it's important to set the mood.\Senpai, it's cold. Is it all right if I huddle up with you?\Yeah, stay out of my way. response:	Also, is it okay if I push you down?
context: This is a bad habit of mine.\I make a joke of my feelings for him.\Spica\I want to tell him how I feel, for real this time.\First, I think it's important to set the mood.\Senpai, it's cold. Is it all right if I huddle up with you?\Yeah, stay out of my way.\Also, is it okay if I push you down? response:	What?
context: I make a joke of my feelings for him.\Spica\I want to tell him how I feel, for real this time.\First, I think it's important to set the mood.\Senpai, it's cold. Is it all right if I huddle up with you?\Yeah, stay out of my way.\Also, is it okay if I push you down?\What? response:	Sorry.
context: Spica\I want to tell him how I feel, for real this time.\First, I think it's important to set the mood.\Senpai, it's cold. Is it all right if I huddle up with you?\Yeah, stay out of my way.\Also, is it okay if I push you down?\What?\Sorry. response:	This is our last time seeing the stars from here.
context: I want to tell him how I feel, for real this time.\First, I think it's important to set the mood.\Senpai, it's cold. Is it all right if I huddle up with you?\Yeah, stay out of my way.\Also, is it okay if I push you down?\What?\Sorry.\This is our last time seeing the stars from here. response:	It is.
context: First, I think it's important to set the mood.\Senpai, it's cold. Is it all right if I huddle up with you?\Yeah, stay out of my way.\Also, is it okay if I push you down?\What?\Sorry.\This is our last time seeing the stars from here.\It is. response:	This is the last time seeing the stars with you, too.
context: Senpai, it's cold. Is it all right if I huddle up with you?\Yeah, stay out of my way.\Also, is it okay if I push you down?\What?\Sorry.\This is our last time seeing the stars from here.\It is.\This is the last time seeing the stars with you, too. response:	It is.
context: Yeah, stay out of my way.\Also, is it okay if I push you down?\What?\Sorry.\This is our last time seeing the stars from here.\It is.\This is the last time seeing the stars with you, too.\It is. response:	ba-dump
context: Also, is it okay if I push you down?\What?\Sorry.\This is our last time seeing the stars from here.\It is.\This is the last time seeing the stars with you, too.\It is.\ba-dump response:	ba-dump
context: What?\Sorry.\This is our last time seeing the stars from here.\It is.\This is the last time seeing the stars with you, too.\It is.\ba-dump\ba-dump response:	I mean, we could see the stars together if we really tried, though.
context: Sorry.\This is our last time seeing the stars from here.\It is.\This is the last time seeing the stars with you, too.\It is.\ba-dump\ba-dump\I mean, we could see the stars together if we really tried, though. response:	Blush Blush
context: This is our last time seeing the stars from here.\It is.\This is the last time seeing the stars with you, too.\It is.\ba-dump\ba-dump\I mean, we could see the stars together if we really tried, though.\Blush Blush response:	Shut up, already.
context: It is.\This is the last time seeing the stars with you, too.\It is.\ba-dump\ba-dump\I mean, we could see the stars together if we really tried, though.\Blush Blush\Shut up, already. response:	Have you learned any of the stars yet?
context: This is the last time seeing the stars with you, too.\It is.\ba-dump\ba-dump\I mean, we could see the stars together if we really tried, though.\Blush Blush\Shut up, already.\Have you learned any of the stars yet? response:	No, well, uhh...
context: It is.\ba-dump\ba-dump\I mean, we could see the stars together if we really tried, though.\Blush Blush\Shut up, already.\Have you learned any of the stars yet?\No, well, uhh... response:	Spica, I guess?
context: ba-dump\ba-dump\I mean, we could see the stars together if we really tried, though.\Blush Blush\Shut up, already.\Have you learned any of the stars yet?\No, well, uhh...\Spica, I guess? response:	That's the first one I taught you.
context: ba-dump\I mean, we could see the stars together if we really tried, though.\Blush Blush\Shut up, already.\Have you learned any of the stars yet?\No, well, uhh...\Spica, I guess?\That's the first one I taught you. response:	I'd never forget a star that you taught me, Senpai.
context: I mean, we could see the stars together if we really tried, though.\Blush Blush\Shut up, already.\Have you learned any of the stars yet?\No, well, uhh...\Spica, I guess?\That's the first one I taught you.\I'd never forget a star that you taught me, Senpai. response:	Point out Spica, then.
context: Blush Blush\Shut up, already.\Have you learned any of the stars yet?\No, well, uhh...\Spica, I guess?\That's the first one I taught you.\I'd never forget a star that you taught me, Senpai.\Point out Spica, then. response:	U-Um...
context: Shut up, already.\Have you learned any of the stars yet?\No, well, uhh...\Spica, I guess?\That's the first one I taught you.\I'd never forget a star that you taught me, Senpai.\Point out Spica, then.\U-Um... response:	Get it together.
context: Have you learned any of the stars yet?\No, well, uhh...\Spica, I guess?\That's the first one I taught you.\I'd never forget a star that you taught me, Senpai.\Point out Spica, then.\U-Um...\Get it together. response:	You're the only member in this club next year.
context: No, well, uhh...\Spica, I guess?\That's the first one I taught you.\I'd never forget a star that you taught me, Senpai.\Point out Spica, then.\U-Um...\Get it together.\You're the only member in this club next year. response:	That's your fault, Senpai.
context: Spica, I guess?\That's the first one I taught you.\I'd never forget a star that you taught me, Senpai.\Point out Spica, then.\U-Um...\Get it together.\You're the only member in this club next year.\That's your fault, Senpai. response:	You always look so grouchy.
context: That's the first one I taught you.\I'd never forget a star that you taught me, Senpai.\Point out Spica, then.\U-Um...\Get it together.\You're the only member in this club next year.\That's your fault, Senpai.\You always look so grouchy. response:	Then why did you join?
context: I'd never forget a star that you taught me, Senpai.\Point out Spica, then.\U-Um...\Get it together.\You're the only member in this club next year.\That's your fault, Senpai.\You always look so grouchy.\Then why did you join? response:	For love, of course.
context: Point out Spica, then.\U-Um...\Get it together.\You're the only member in this club next year.\That's your fault, Senpai.\You always look so grouchy.\Then why did you join?\For love, of course. response:	Sure, sure.
context: U-Um...\Get it together.\You're the only member in this club next year.\That's your fault, Senpai.\You always look so grouchy.\Then why did you join?\For love, of course.\Sure, sure. response:	I'm glad my juniors love me.
context: Get it together.\You're the only member in this club next year.\That's your fault, Senpai.\You always look so grouchy.\Then why did you join?\For love, of course.\Sure, sure.\I'm glad my juniors love me. response:	Would you be glad if I really liked you?
context: You're the only member in this club next year.\That's your fault, Senpai.\You always look so grouchy.\Then why did you join?\For love, of course.\Sure, sure.\I'm glad my juniors love me.\Would you be glad if I really liked you? response:	I did it!
context: That's your fault, Senpai.\You always look so grouchy.\Then why did you join?\For love, of course.\Sure, sure.\I'm glad my juniors love me.\Would you be glad if I really liked you?\I did it! response:	I told him I like him without joking about it!
context: You always look so grouchy.\Then why did you join?\For love, of course.\Sure, sure.\I'm glad my juniors love me.\Would you be glad if I really liked you?\I did it!\I told him I like him without joking about it! response:	I wonder if Yukawa-senpai will appreciate it.
context: Then why did you join?\For love, of course.\Sure, sure.\I'm glad my juniors love me.\Would you be glad if I really liked you?\I did it!\I told him I like him without joking about it!\I wonder if Yukawa-senpai will appreciate it. response:	Maybe he won't.
context: For love, of course.\Sure, sure.\I'm glad my juniors love me.\Would you be glad if I really liked you?\I did it!\I told him I like him without joking about it!\I wonder if Yukawa-senpai will appreciate it.\Maybe he won't. response:	Huh? What's with this vibe?
context: Sure, sure.\I'm glad my juniors love me.\Would you be glad if I really liked you?\I did it!\I told him I like him without joking about it!\I wonder if Yukawa-senpai will appreciate it.\Maybe he won't.\Huh? What's with this vibe? response:	Am I making a mistake?
context: I'm glad my juniors love me.\Would you be glad if I really liked you?\I did it!\I told him I like him without joking about it!\I wonder if Yukawa-senpai will appreciate it.\Maybe he won't.\Huh? What's with this vibe?\Am I making a mistake? response:	Did I blow it?
context: Would you be glad if I really liked you?\I did it!\I told him I like him without joking about it!\I wonder if Yukawa-senpai will appreciate it.\Maybe he won't.\Huh? What's with this vibe?\Am I making a mistake?\Did I blow it? response:	No, no, no...
context: I did it!\I told him I like him without joking about it!\I wonder if Yukawa-senpai will appreciate it.\Maybe he won't.\Huh? What's with this vibe?\Am I making a mistake?\Did I blow it?\No, no, no... response:	Sasahara.
context: I told him I like him without joking about it!\I wonder if Yukawa-senpai will appreciate it.\Maybe he won't.\Huh? What's with this vibe?\Am I making a mistake?\Did I blow it?\No, no, no...\Sasahara. response:	Just kidding!
context: I wonder if Yukawa-senpai will appreciate it.\Maybe he won't.\Huh? What's with this vibe?\Am I making a mistake?\Did I blow it?\No, no, no...\Sasahara.\Just kidding! response:	Did you think I was being serious?
context: Maybe he won't.\Huh? What's with this vibe?\Am I making a mistake?\Did I blow it?\No, no, no...\Sasahara.\Just kidding!\Did you think I was being serious? response:	I blew it.
context: Huh? What's with this vibe?\Am I making a mistake?\Did I blow it?\No, no, no...\Sasahara.\Just kidding!\Did you think I was being serious?\I blew it. response:	I can't tell him I like him anymore.
context: Am I making a mistake?\Did I blow it?\No, no, no...\Sasahara.\Just kidding!\Did you think I was being serious?\I blew it.\I can't tell him I like him anymore. response:	He wouldn't believe me.
context: Did I blow it?\No, no, no...\Sasahara.\Just kidding!\Did you think I was being serious?\I blew it.\I can't tell him I like him anymore.\He wouldn't believe me. response:	I told Senpai I like him so many times over the past two years we spent together.
context: No, no, no...\Sasahara.\Just kidding!\Did you think I was being serious?\I blew it.\I can't tell him I like him anymore.\He wouldn't believe me.\I told Senpai I like him so many times over the past two years we spent together. response:	I could never tell him I was serious.
context: Sasahara.\Just kidding!\Did you think I was being serious?\I blew it.\I can't tell him I like him anymore.\He wouldn't believe me.\I told Senpai I like him so many times over the past two years we spent together.\I could never tell him I was serious. response:	Senpai's graduating.
context: Just kidding!\Did you think I was being serious?\I blew it.\I can't tell him I like him anymore.\He wouldn't believe me.\I told Senpai I like him so many times over the past two years we spent together.\I could never tell him I was serious.\Senpai's graduating. response:	I'll never get to tell him I like him.
context: Did you think I was being serious?\I blew it.\I can't tell him I like him anymore.\He wouldn't believe me.\I told Senpai I like him so many times over the past two years we spent together.\I could never tell him I was serious.\Senpai's graduating.\I'll never get to tell him I like him. response:	I'm going to cry.
context: I blew it.\I can't tell him I like him anymore.\He wouldn't believe me.\I told Senpai I like him so many times over the past two years we spent together.\I could never tell him I was serious.\Senpai's graduating.\I'll never get to tell him I like him.\I'm going to cry. response:	No, no.
context: I can't tell him I like him anymore.\He wouldn't believe me.\I told Senpai I like him so many times over the past two years we spent together.\I could never tell him I was serious.\Senpai's graduating.\I'll never get to tell him I like him.\I'm going to cry.\No, no. response:	I don't want to cry in front of Senpai.
context: He wouldn't believe me.\I told Senpai I like him so many times over the past two years we spent together.\I could never tell him I was serious.\Senpai's graduating.\I'll never get to tell him I like him.\I'm going to cry.\No, no.\I don't want to cry in front of Senpai. response:	I don't want to worry him.
context: I told Senpai I like him so many times over the past two years we spent together.\I could never tell him I was serious.\Senpai's graduating.\I'll never get to tell him I like him.\I'm going to cry.\No, no.\I don't want to cry in front of Senpai.\I don't want to worry him. response:	I don't want to make it awkward.
context: I could never tell him I was serious.\Senpai's graduating.\I'll never get to tell him I like him.\I'm going to cry.\No, no.\I don't want to cry in front of Senpai.\I don't want to worry him.\I don't want to make it awkward. response:	I want him to smile like he did before.
context: Senpai's graduating.\I'll never get to tell him I like him.\I'm going to cry.\No, no.\I don't want to cry in front of Senpai.\I don't want to worry him.\I don't want to make it awkward.\I want him to smile like he did before. response:	Don't cry, don't cry, don't cry...
context: I'll never get to tell him I like him.\I'm going to cry.\No, no.\I don't want to cry in front of Senpai.\I don't want to worry him.\I don't want to make it awkward.\I want him to smile like he did before.\Don't cry, don't cry, don't cry... response:	Please don't cry.
context: I'm going to cry.\No, no.\I don't want to cry in front of Senpai.\I don't want to worry him.\I don't want to make it awkward.\I want him to smile like he did before.\Don't cry, don't cry, don't cry...\Please don't cry. response:	I'm tired of hearing you say you like me.
context: No, no.\I don't want to cry in front of Senpai.\I don't want to worry him.\I don't want to make it awkward.\I want him to smile like he did before.\Don't cry, don't cry, don't cry...\Please don't cry.\I'm tired of hearing you say you like me. response:	You're awful.
context: I don't want to cry in front of Senpai.\I don't want to worry him.\I don't want to make it awkward.\I want him to smile like he did before.\Don't cry, don't cry, don't cry...\Please don't cry.\I'm tired of hearing you say you like me.\You're awful. response:	But that ends tonight.
context: I don't want to worry him.\I don't want to make it awkward.\I want him to smile like he did before.\Don't cry, don't cry, don't cry...\Please don't cry.\I'm tired of hearing you say you like me.\You're awful.\But that ends tonight. response:	I want to hear it one more time before I go.
context: I don't want to make it awkward.\I want him to smile like he did before.\Don't cry, don't cry, don't cry...\Please don't cry.\I'm tired of hearing you say you like me.\You're awful.\But that ends tonight.\I want to hear it one more time before I go. response:	I'll say it, if you won't.
context: I want him to smile like he did before.\Don't cry, don't cry, don't cry...\Please don't cry.\I'm tired of hearing you say you like me.\You're awful.\But that ends tonight.\I want to hear it one more time before I go.\I'll say it, if you won't. response:	Senpai...
context: Don't cry, don't cry, don't cry...\Please don't cry.\I'm tired of hearing you say you like me.\You're awful.\But that ends tonight.\I want to hear it one more time before I go.\I'll say it, if you won't.\Senpai... response:	I seriously love you.
context: Please don't cry.\I'm tired of hearing you say you like me.\You're awful.\But that ends tonight.\I want to hear it one more time before I go.\I'll say it, if you won't.\Senpai...\I seriously love you. response:	Stop crying, idiot.
context: I'm tired of hearing you say you like me.\You're awful.\But that ends tonight.\I want to hear it one more time before I go.\I'll say it, if you won't.\Senpai...\I seriously love you.\Stop crying, idiot. response:	Next episode: Spring.
context: You're awful.\But that ends tonight.\I want to hear it one more time before I go.\I'll say it, if you won't.\Senpai...\I seriously love you.\Stop crying, idiot.\Next episode: Spring. response:	Spring
