context: Translation: MisaEditing: KlownzieTypsetting: LaytonEncoding: denpa response:	Mikage Shrine
context: I found it! In this box...\Inside this box...\Inside this box...\The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san! response:	Wh-What is this?
context: Inside this box...\Inside this box...\The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this? response:	We heard Tomoe-sama was looking for some pears, so we gave him the best ones we could find.
context: Inside this box...\The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best ones we could find. response:	Why pears?
context: The secret weapon that makes Tomoe think I'm useless.\What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best ones we could find.\Why pears? response:	You told him you wanted a pear tart.
context: What?\What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best ones we could find.\Why pears?\You told him you wanted a pear tart. response:	Oh no! You can't tell her that, Tanuko! He said to keep it a secret,
context: What's this? A fruit?\You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best ones we could find.\Why pears?\You told him you wanted a pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret, response:	because it'd embarrassing if he can't bake it right.
context: You shouldn't eat it!\Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best ones we could find.\Why pears?\You told him you wanted a pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right. response:	I want something sweet! At a time like this, a pear tart would be nice!
context: Tanuko-san!\Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best ones we could find.\Why pears?\You told him you wanted a pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right.\I want something sweet! At a time like this, a pear tart would be nice! response:	Hey? Tomoe, are you listening?
context: Wh-What is this?\We heard Tomoe-sama was looking for some pears, so we gave him the best ones we could find.\Why pears?\You told him you wanted a pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right.\I want something sweet! At a time like this, a pear tart would be nice!\Hey? Tomoe, are you listening? response:	I can't stand how selfish and annoying she can be.
context: We heard Tomoe-sama was looking for some pears, so we gave him the best ones we could find.\Why pears?\You told him you wanted a pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right.\I want something sweet! At a time like this, a pear tart would be nice!\Hey? Tomoe, are you listening?\I can't stand how selfish and annoying she can be. response:	TL note: Yonashi can mean pears and useless at the same time.
context: Why pears?\You told him you wanted a pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right.\I want something sweet! At a time like this, a pear tart would be nice!\Hey? Tomoe, are you listening?\I can't stand how selfish and annoying she can be.\TL note: Yonashi can mean pears and useless at the same time. response:	She's useless.
context: You told him you wanted a pear tart.\Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right.\I want something sweet! At a time like this, a pear tart would be nice!\Hey? Tomoe, are you listening?\I can't stand how selfish and annoying she can be.\TL note: Yonashi can mean pears and useless at the same time.\She's useless. response:	I'm jealous.
context: Oh no! You can't tell her that, Tanuko! He said to keep it a secret,\because it'd embarrassing if he can't bake it right.\I want something sweet! At a time like this, a pear tart would be nice!\Hey? Tomoe, are you listening?\I can't stand how selfish and annoying she can be.\TL note: Yonashi can mean pears and useless at the same time.\She's useless.\I'm jealous. response:	You're the only person who can speak to him freely.
context: because it'd embarrassing if he can't bake it right.\I want something sweet! At a time like this, a pear tart would be nice!\Hey? Tomoe, are you listening?\I can't stand how selfish and annoying she can be.\TL note: Yonashi can mean pears and useless at the same time.\She's useless.\I'm jealous.\You're the only person who can speak to him freely. response:	Even if he acts cold or mean, he's always looking out for me, and that makes me happy.
context: I want something sweet! At a time like this, a pear tart would be nice!\Hey? Tomoe, are you listening?\I can't stand how selfish and annoying she can be.\TL note: Yonashi can mean pears and useless at the same time.\She's useless.\I'm jealous.\You're the only person who can speak to him freely.\Even if he acts cold or mean, he's always looking out for me, and that makes me happy. response:	Thank you, Tanuko-san, Tanuo-san.
context: Hey? Tomoe, are you listening?\I can't stand how selfish and annoying she can be.\TL note: Yonashi can mean pears and useless at the same time.\She's useless.\I'm jealous.\You're the only person who can speak to him freely.\Even if he acts cold or mean, he's always looking out for me, and that makes me happy.\Thank you, Tanuko-san, Tanuo-san. response:	Don't mention it.
context: I can't stand how selfish and annoying she can be.\TL note: Yonashi can mean pears and useless at the same time.\She's useless.\I'm jealous.\You're the only person who can speak to him freely.\Even if he acts cold or mean, he's always looking out for me, and that makes me happy.\Thank you, Tanuko-san, Tanuo-san.\Don't mention it. response:	I'll pretend I didn't see inside the box.
context: TL note: Yonashi can mean pears and useless at the same time.\She's useless.\I'm jealous.\You're the only person who can speak to him freely.\Even if he acts cold or mean, he's always looking out for me, and that makes me happy.\Thank you, Tanuko-san, Tanuo-san.\Don't mention it.\I'll pretend I didn't see inside the box. response:	She's nothing like that!
context: She's useless.\I'm jealous.\You're the only person who can speak to him freely.\Even if he acts cold or mean, he's always looking out for me, and that makes me happy.\Thank you, Tanuko-san, Tanuo-san.\Don't mention it.\I'll pretend I didn't see inside the box.\She's nothing like that! response:	Why? What's so different?
context: I'm jealous.\You're the only person who can speak to him freely.\Even if he acts cold or mean, he's always looking out for me, and that makes me happy.\Thank you, Tanuko-san, Tanuo-san.\Don't mention it.\I'll pretend I didn't see inside the box.\She's nothing like that!\Why? What's so different? response:	I am a perfect Nanami!
context: You're the only person who can speak to him freely.\Even if he acts cold or mean, he's always looking out for me, and that makes me happy.\Thank you, Tanuko-san, Tanuo-san.\Don't mention it.\I'll pretend I didn't see inside the box.\She's nothing like that!\Why? What's so different?\I am a perfect Nanami! response:	She doesn't have those watermelon breasts.
context: Even if he acts cold or mean, he's always looking out for me, and that makes me happy.\Thank you, Tanuko-san, Tanuo-san.\Don't mention it.\I'll pretend I didn't see inside the box.\She's nothing like that!\Why? What's so different?\I am a perfect Nanami!\She doesn't have those watermelon breasts. response:	You must be drunk, fox. I win.
context: Thank you, Tanuko-san, Tanuo-san.\Don't mention it.\I'll pretend I didn't see inside the box.\She's nothing like that!\Why? What's so different?\I am a perfect Nanami!\She doesn't have those watermelon breasts.\You must be drunk, fox. I win. response:	You're the drunk one!
context: Don't mention it.\I'll pretend I didn't see inside the box.\She's nothing like that!\Why? What's so different?\I am a perfect Nanami!\She doesn't have those watermelon breasts.\You must be drunk, fox. I win.\You're the drunk one! response:	Yay, it's Nanami-chan!
context: I'll pretend I didn't see inside the box.\She's nothing like that!\Why? What's so different?\I am a perfect Nanami!\She doesn't have those watermelon breasts.\You must be drunk, fox. I win.\You're the drunk one!\Yay, it's Nanami-chan! response:	She may not look it, but she's pretty chubby.
context: She's nothing like that!\Why? What's so different?\I am a perfect Nanami!\She doesn't have those watermelon breasts.\You must be drunk, fox. I win.\You're the drunk one!\Yay, it's Nanami-chan!\She may not look it, but she's pretty chubby. response:	Girls these days... Padding their bras so their breasts look bigger.
context: Why? What's so different?\I am a perfect Nanami!\She doesn't have those watermelon breasts.\You must be drunk, fox. I win.\You're the drunk one!\Yay, it's Nanami-chan!\She may not look it, but she's pretty chubby.\Girls these days... Padding their bras so their breasts look bigger. response:	That's so stupid.
context: I am a perfect Nanami!\She doesn't have those watermelon breasts.\You must be drunk, fox. I win.\You're the drunk one!\Yay, it's Nanami-chan!\She may not look it, but she's pretty chubby.\Girls these days... Padding their bras so their breasts look bigger.\That's so stupid. response:	They'd look way bigger if she was doing that!
context: She doesn't have those watermelon breasts.\You must be drunk, fox. I win.\You're the drunk one!\Yay, it's Nanami-chan!\She may not look it, but she's pretty chubby.\Girls these days... Padding their bras so their breasts look bigger.\That's so stupid.\They'd look way bigger if she was doing that! response:	So true!
context: You must be drunk, fox. I win.\You're the drunk one!\Yay, it's Nanami-chan!\She may not look it, but she's pretty chubby.\Girls these days... Padding their bras so their breasts look bigger.\That's so stupid.\They'd look way bigger if she was doing that!\So true! response:	Even with pads, she wouldn't look big.
context: You're the drunk one!\Yay, it's Nanami-chan!\She may not look it, but she's pretty chubby.\Girls these days... Padding their bras so their breasts look bigger.\That's so stupid.\They'd look way bigger if she was doing that!\So true!\Even with pads, she wouldn't look big. response:	S-Stop...
context: Yay, it's Nanami-chan!\She may not look it, but she's pretty chubby.\Girls these days... Padding their bras so their breasts look bigger.\That's so stupid.\They'd look way bigger if she was doing that!\So true!\Even with pads, she wouldn't look big.\S-Stop... response:	There were no pads in there!
context: She may not look it, but she's pretty chubby.\Girls these days... Padding their bras so their breasts look bigger.\That's so stupid.\They'd look way bigger if she was doing that!\So true!\Even with pads, she wouldn't look big.\S-Stop...\There were no pads in there! response:	I knew that already.
context: Girls these days... Padding their bras so their breasts look bigger.\That's so stupid.\They'd look way bigger if she was doing that!\So true!\Even with pads, she wouldn't look big.\S-Stop...\There were no pads in there!\I knew that already. response:	You freaking liar!
context: That's so stupid.\They'd look way bigger if she was doing that!\So true!\Even with pads, she wouldn't look big.\S-Stop...\There were no pads in there!\I knew that already.\You freaking liar! response:	Liar!
context: They'd look way bigger if she was doing that!\So true!\Even with pads, she wouldn't look big.\S-Stop...\There were no pads in there!\I knew that already.\You freaking liar!\Liar! response:	You drunkards!
context: So true!\Even with pads, she wouldn't look big.\S-Stop...\There were no pads in there!\I knew that already.\You freaking liar!\Liar!\You drunkards! response:	Give it to me more, Nanami-chan.
context: Even with pads, she wouldn't look big.\S-Stop...\There were no pads in there!\I knew that already.\You freaking liar!\Liar!\You drunkards!\Give it to me more, Nanami-chan. response:	Hey, Tomoe...
context: S-Stop...\There were no pads in there!\I knew that already.\You freaking liar!\Liar!\You drunkards!\Give it to me more, Nanami-chan.\Hey, Tomoe... response:	What?
context: There were no pads in there!\I knew that already.\You freaking liar!\Liar!\You drunkards!\Give it to me more, Nanami-chan.\Hey, Tomoe...\What? response:	Some holidays are coming up.
context: I knew that already.\You freaking liar!\Liar!\You drunkards!\Give it to me more, Nanami-chan.\Hey, Tomoe...\What?\Some holidays are coming up. response:	I guess.
context: You freaking liar!\Liar!\You drunkards!\Give it to me more, Nanami-chan.\Hey, Tomoe...\What?\Some holidays are coming up.\I guess. response:	Well, we should go somewhere far away and relax.
context: Liar!\You drunkards!\Give it to me more, Nanami-chan.\Hey, Tomoe...\What?\Some holidays are coming up.\I guess.\Well, we should go somewhere far away and relax. response:	Mikage Shrine doesn't have holidays.
context: You drunkards!\Give it to me more, Nanami-chan.\Hey, Tomoe...\What?\Some holidays are coming up.\I guess.\Well, we should go somewhere far away and relax.\Mikage Shrine doesn't have holidays. response:	That's true.
context: Give it to me more, Nanami-chan.\Hey, Tomoe...\What?\Some holidays are coming up.\I guess.\Well, we should go somewhere far away and relax.\Mikage Shrine doesn't have holidays.\That's true. response:	Where do you want to go?
context: Hey, Tomoe...\What?\Some holidays are coming up.\I guess.\Well, we should go somewhere far away and relax.\Mikage Shrine doesn't have holidays.\That's true.\Where do you want to go? response:	Oh?
context: What?\Some holidays are coming up.\I guess.\Well, we should go somewhere far away and relax.\Mikage Shrine doesn't have holidays.\That's true.\Where do you want to go?\Oh? response:	If Mizuki can watch the shrine, I guess we can take a one-day trip.
context: Some holidays are coming up.\I guess.\Well, we should go somewhere far away and relax.\Mikage Shrine doesn't have holidays.\That's true.\Where do you want to go?\Oh?\If Mizuki can watch the shrine, I guess we can take a one-day trip. response:	Really?
context: I guess.\Well, we should go somewhere far away and relax.\Mikage Shrine doesn't have holidays.\That's true.\Where do you want to go?\Oh?\If Mizuki can watch the shrine, I guess we can take a one-day trip.\Really? response:	Let's go here!
context: Well, we should go somewhere far away and relax.\Mikage Shrine doesn't have holidays.\That's true.\Where do you want to go?\Oh?\If Mizuki can watch the shrine, I guess we can take a one-day trip.\Really?\Let's go here! response:	A hot spring.
context: Mikage Shrine doesn't have holidays.\That's true.\Where do you want to go?\Oh?\If Mizuki can watch the shrine, I guess we can take a one-day trip.\Really?\Let's go here!\A hot spring. response:	What? I wanna go too!
context: That's true.\Where do you want to go?\Oh?\If Mizuki can watch the shrine, I guess we can take a one-day trip.\Really?\Let's go here!\A hot spring.\What? I wanna go too! response:	You can't.
context: Where do you want to go?\Oh?\If Mizuki can watch the shrine, I guess we can take a one-day trip.\Really?\Let's go here!\A hot spring.\What? I wanna go too!\You can't. response:	Why just you?
context: Oh?\If Mizuki can watch the shrine, I guess we can take a one-day trip.\Really?\Let's go here!\A hot spring.\What? I wanna go too!\You can't.\Why just you? response:	Somebody has to be at the shrine, and I have to protect Nanami.
context: If Mizuki can watch the shrine, I guess we can take a one-day trip.\Really?\Let's go here!\A hot spring.\What? I wanna go too!\You can't.\Why just you?\Somebody has to be at the shrine, and I have to protect Nanami. response:	You protect the shrine. That's a familiar's job.
context: Really?\Let's go here!\A hot spring.\What? I wanna go too!\You can't.\Why just you?\Somebody has to be at the shrine, and I have to protect Nanami.\You protect the shrine. That's a familiar's job. response:	Tomoe-kun,
context: Let's go here!\A hot spring.\What? I wanna go too!\You can't.\Why just you?\Somebody has to be at the shrine, and I have to protect Nanami.\You protect the shrine. That's a familiar's job.\Tomoe-kun, response:	aren't you spoiling Nanami-chan a little too much lately?
context: A hot spring.\What? I wanna go too!\You can't.\Why just you?\Somebody has to be at the shrine, and I have to protect Nanami.\You protect the shrine. That's a familiar's job.\Tomoe-kun,\aren't you spoiling Nanami-chan a little too much lately? response:	What are you talking about?
context: What? I wanna go too!\You can't.\Why just you?\Somebody has to be at the shrine, and I have to protect Nanami.\You protect the shrine. That's a familiar's job.\Tomoe-kun,\aren't you spoiling Nanami-chan a little too much lately?\What are you talking about? response:	Well, you're practically taking her place at school, and you got pears to make her a tart.
context: You can't.\Why just you?\Somebody has to be at the shrine, and I have to protect Nanami.\You protect the shrine. That's a familiar's job.\Tomoe-kun,\aren't you spoiling Nanami-chan a little too much lately?\What are you talking about?\Well, you're practically taking her place at school, and you got pears to make her a tart. response:	Maybe it's because you're a good familiar,
context: Why just you?\Somebody has to be at the shrine, and I have to protect Nanami.\You protect the shrine. That's a familiar's job.\Tomoe-kun,\aren't you spoiling Nanami-chan a little too much lately?\What are you talking about?\Well, you're practically taking her place at school, and you got pears to make her a tart.\Maybe it's because you're a good familiar, response:	but if you keep on doing that, she'll become a deity that can't do anything on her own.
context: Somebody has to be at the shrine, and I have to protect Nanami.\You protect the shrine. That's a familiar's job.\Tomoe-kun,\aren't you spoiling Nanami-chan a little too much lately?\What are you talking about?\Well, you're practically taking her place at school, and you got pears to make her a tart.\Maybe it's because you're a good familiar,\but if you keep on doing that, she'll become a deity that can't do anything on her own. response:	Nanami-chan was listening.
context: You protect the shrine. That's a familiar's job.\Tomoe-kun,\aren't you spoiling Nanami-chan a little too much lately?\What are you talking about?\Well, you're practically taking her place at school, and you got pears to make her a tart.\Maybe it's because you're a good familiar,\but if you keep on doing that, she'll become a deity that can't do anything on her own.\Nanami-chan was listening. response:	She's going to become an empty-headed fool who can't do anything?
context: Tomoe-kun,\aren't you spoiling Nanami-chan a little too much lately?\What are you talking about?\Well, you're practically taking her place at school, and you got pears to make her a tart.\Maybe it's because you're a good familiar,\but if you keep on doing that, she'll become a deity that can't do anything on her own.\Nanami-chan was listening.\She's going to become an empty-headed fool who can't do anything? response:	No way. An empty-headed fool...
context: aren't you spoiling Nanami-chan a little too much lately?\What are you talking about?\Well, you're practically taking her place at school, and you got pears to make her a tart.\Maybe it's because you're a good familiar,\but if you keep on doing that, she'll become a deity that can't do anything on her own.\Nanami-chan was listening.\She's going to become an empty-headed fool who can't do anything?\No way. An empty-headed fool... response:	Nanami-chan gets shocked every time.
context: What are you talking about?\Well, you're practically taking her place at school, and you got pears to make her a tart.\Maybe it's because you're a good familiar,\but if you keep on doing that, she'll become a deity that can't do anything on her own.\Nanami-chan was listening.\She's going to become an empty-headed fool who can't do anything?\No way. An empty-headed fool...\Nanami-chan gets shocked every time. response:	The phrase empty-headed fool hurts.
context: Well, you're practically taking her place at school, and you got pears to make her a tart.\Maybe it's because you're a good familiar,\but if you keep on doing that, she'll become a deity that can't do anything on her own.\Nanami-chan was listening.\She's going to become an empty-headed fool who can't do anything?\No way. An empty-headed fool...\Nanami-chan gets shocked every time.\The phrase empty-headed fool hurts. response:	That will not happen! Not as long as I'm her familiar.
context: Maybe it's because you're a good familiar,\but if you keep on doing that, she'll become a deity that can't do anything on her own.\Nanami-chan was listening.\She's going to become an empty-headed fool who can't do anything?\No way. An empty-headed fool...\Nanami-chan gets shocked every time.\The phrase empty-headed fool hurts.\That will not happen! Not as long as I'm her familiar. response:	This is bad.
context: but if you keep on doing that, she'll become a deity that can't do anything on her own.\Nanami-chan was listening.\She's going to become an empty-headed fool who can't do anything?\No way. An empty-headed fool...\Nanami-chan gets shocked every time.\The phrase empty-headed fool hurts.\That will not happen! Not as long as I'm her familiar.\This is bad. response:	This is bad!
context: Nanami-chan was listening.\She's going to become an empty-headed fool who can't do anything?\No way. An empty-headed fool...\Nanami-chan gets shocked every time.\The phrase empty-headed fool hurts.\That will not happen! Not as long as I'm her familiar.\This is bad.\This is bad! response:	Yay, we're here!
context: She's going to become an empty-headed fool who can't do anything?\No way. An empty-headed fool...\Nanami-chan gets shocked every time.\The phrase empty-headed fool hurts.\That will not happen! Not as long as I'm her familiar.\This is bad.\This is bad!\Yay, we're here! response:	Nanami, this is just a one-day trip, right?
context: No way. An empty-headed fool...\Nanami-chan gets shocked every time.\The phrase empty-headed fool hurts.\That will not happen! Not as long as I'm her familiar.\This is bad.\This is bad!\Yay, we're here!\Nanami, this is just a one-day trip, right? response:	Yes, it is. Why do you ask?
context: Nanami-chan gets shocked every time.\The phrase empty-headed fool hurts.\That will not happen! Not as long as I'm her familiar.\This is bad.\This is bad!\Yay, we're here!\Nanami, this is just a one-day trip, right?\Yes, it is. Why do you ask? response:	You look like you plan to stay for a few months.
context: The phrase empty-headed fool hurts.\That will not happen! Not as long as I'm her familiar.\This is bad.\This is bad!\Yay, we're here!\Nanami, this is just a one-day trip, right?\Yes, it is. Why do you ask?\You look like you plan to stay for a few months. response:	You're just seeing things.
context: That will not happen! Not as long as I'm her familiar.\This is bad.\This is bad!\Yay, we're here!\Nanami, this is just a one-day trip, right?\Yes, it is. Why do you ask?\You look like you plan to stay for a few months.\You're just seeing things. response:	I brought all of this so he won't have to lift a finger.
context: This is bad.\This is bad!\Yay, we're here!\Nanami, this is just a one-day trip, right?\Yes, it is. Why do you ask?\You look like you plan to stay for a few months.\You're just seeing things.\I brought all of this so he won't have to lift a finger. response:	I need this! I need this too! I need this just in case! And this, and this!
context: This is bad!\Yay, we're here!\Nanami, this is just a one-day trip, right?\Yes, it is. Why do you ask?\You look like you plan to stay for a few months.\You're just seeing things.\I brought all of this so he won't have to lift a finger.\I need this! I need this too! I need this just in case! And this, and this! response:	That's heavy, isn't it? Give it to me.
context: Yay, we're here!\Nanami, this is just a one-day trip, right?\Yes, it is. Why do you ask?\You look like you plan to stay for a few months.\You're just seeing things.\I brought all of this so he won't have to lift a finger.\I need this! I need this too! I need this just in case! And this, and this!\That's heavy, isn't it? Give it to me. response:	No, it's fine. It's like a feather.
context: Nanami, this is just a one-day trip, right?\Yes, it is. Why do you ask?\You look like you plan to stay for a few months.\You're just seeing things.\I brought all of this so he won't have to lift a finger.\I need this! I need this too! I need this just in case! And this, and this!\That's heavy, isn't it? Give it to me.\No, it's fine. It's like a feather. response:	It's okay. I'm okay.
context: Yes, it is. Why do you ask?\You look like you plan to stay for a few months.\You're just seeing things.\I brought all of this so he won't have to lift a finger.\I need this! I need this too! I need this just in case! And this, and this!\That's heavy, isn't it? Give it to me.\No, it's fine. It's like a feather.\It's okay. I'm okay. response:	I have to show him I can carry this by myself.
context: You look like you plan to stay for a few months.\You're just seeing things.\I brought all of this so he won't have to lift a finger.\I need this! I need this too! I need this just in case! And this, and this!\That's heavy, isn't it? Give it to me.\No, it's fine. It's like a feather.\It's okay. I'm okay.\I have to show him I can carry this by myself. response:	Or he'll get tired of me.
context: You're just seeing things.\I brought all of this so he won't have to lift a finger.\I need this! I need this too! I need this just in case! And this, and this!\That's heavy, isn't it? Give it to me.\No, it's fine. It's like a feather.\It's okay. I'm okay.\I have to show him I can carry this by myself.\Or he'll get tired of me. response:	All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!
context: I brought all of this so he won't have to lift a finger.\I need this! I need this too! I need this just in case! And this, and this!\That's heavy, isn't it? Give it to me.\No, it's fine. It's like a feather.\It's okay. I'm okay.\I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way! response:	Nanami, isn't that the bus to the hotel?
context: I need this! I need this too! I need this just in case! And this, and this!\That's heavy, isn't it? Give it to me.\No, it's fine. It's like a feather.\It's okay. I'm okay.\I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel? response:	If you'd like to go to the hotel, please ride this bus!
context: That's heavy, isn't it? Give it to me.\No, it's fine. It's like a feather.\It's okay. I'm okay.\I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you'd like to go to the hotel, please ride this bus! response:	Huh?
context: No, it's fine. It's like a feather.\It's okay. I'm okay.\I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you'd like to go to the hotel, please ride this bus!\Huh? response:	I guess this is another way to get there. Let's go, Tomoe. Hurry up!
context: It's okay. I'm okay.\I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you'd like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up! response:	This way, this way. Hurry!
context: I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you'd like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry! response:	Do you need a hand?
context: Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you'd like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand? response:	It's okay. I'm a reliable person.
context: All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you'd like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person. response:	They arrived at the hotel.
context: Nanami, isn't that the bus to the hotel?\If you'd like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\They arrived at the hotel. response:	We're finally here! Must be a nice hotel, since I chose it!
context: If you'd like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\They arrived at the hotel.\We're finally here! Must be a nice hotel, since I chose it! response:	Nanami? Is that you?
context: Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\They arrived at the hotel.\We're finally here! Must be a nice hotel, since I chose it!\Nanami? Is that you? response:	Himemiko! Kotaro-kun too!
context: I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\They arrived at the hotel.\We're finally here! Must be a nice hotel, since I chose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too! response:	What are you doing here?
context: This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\They arrived at the hotel.\We're finally here! Must be a nice hotel, since I chose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here? response:	I came here with Kotaro for the hot springs.
context: Do you need a hand?\It's okay. I'm a reliable person.\They arrived at the hotel.\We're finally here! Must be a nice hotel, since I chose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here with Kotaro for the hot springs. response:	H-Hello.
context: It's okay. I'm a reliable person.\They arrived at the hotel.\We're finally here! Must be a nice hotel, since I chose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here with Kotaro for the hot springs.\H-Hello. response:	You did too, guys?
context: They arrived at the hotel.\We're finally here! Must be a nice hotel, since I chose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here with Kotaro for the hot springs.\H-Hello.\You did too, guys? response:	Yep! We're staying here tonight! What a happy coincidence!
context: We're finally here! Must be a nice hotel, since I chose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here with Kotaro for the hot springs.\H-Hello.\You did too, guys?\Yep! We're staying here tonight! What a happy coincidence! response:	Really! Then we can enjoy the hot spring together.
context: Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here with Kotaro for the hot springs.\H-Hello.\You did too, guys?\Yep! We're staying here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together. response:	That's good, becuse I can't be in there with Tomoe!
context: Himemiko! Kotaro-kun too!\What are you doing here?\I came here with Kotaro for the hot springs.\H-Hello.\You did too, guys?\Yep! We're staying here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together.\That's good, becuse I can't be in there with Tomoe! response:	That's good for you too, Tomoe! You'll have Kotaro-kun to keep you company.
context: What are you doing here?\I came here with Kotaro for the hot springs.\H-Hello.\You did too, guys?\Yep! We're staying here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together.\That's good, becuse I can't be in there with Tomoe!\That's good for you too, Tomoe! You'll have Kotaro-kun to keep you company. response:	I'll go by myself.
context: I came here with Kotaro for the hot springs.\H-Hello.\You did too, guys?\Yep! We're staying here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together.\That's good, becuse I can't be in there with Tomoe!\That's good for you too, Tomoe! You'll have Kotaro-kun to keep you company.\I'll go by myself. response:	Are you guys going to Koiiwa too?
context: H-Hello.\You did too, guys?\Yep! We're staying here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together.\That's good, becuse I can't be in there with Tomoe!\That's good for you too, Tomoe! You'll have Kotaro-kun to keep you company.\I'll go by myself.\Are you guys going to Koiiwa too? response:	Koiiwa?
context: You did too, guys?\Yep! We're staying here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together.\That's good, becuse I can't be in there with Tomoe!\That's good for you too, Tomoe! You'll have Kotaro-kun to keep you company.\I'll go by myself.\Are you guys going to Koiiwa too?\Koiiwa? response:	There's a rock called Koiiwa.
context: Yep! We're staying here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together.\That's good, becuse I can't be in there with Tomoe!\That's good for you too, Tomoe! You'll have Kotaro-kun to keep you company.\I'll go by myself.\Are you guys going to Koiiwa too?\Koiiwa?\There's a rock called Koiiwa. response:	If you touch it with your partner...
