context: Did you draw these, Shippo? You're very good. response:	Oh, what a cute cat!
context: What?! How dare you!\Kagome!\Yes! I can feel the Sacred Jewel coming closer.\Get back!\W-what's that!\It's in his forehead! The Sacred Jewel fragment!\Damn! What a huge bugger!\But your head is still just a bear, right? response:	Take this!
context: Kagome!\Yes! I can feel the Sacred Jewel coming closer.\Get back!\W-what's that!\It's in his forehead! The Sacred Jewel fragment!\Damn! What a huge bugger!\But your head is still just a bear, right?\Take this! response:	Naraku's poison insects!
context: Yes! I can feel the Sacred Jewel coming closer.\Get back!\W-what's that!\It's in his forehead! The Sacred Jewel fragment!\Damn! What a huge bugger!\But your head is still just a bear, right?\Take this!\Naraku's poison insects! response:	Inuyasha! Look!
context: Get back!\W-what's that!\It's in his forehead! The Sacred Jewel fragment!\Damn! What a huge bugger!\But your head is still just a bear, right?\Take this!\Naraku's poison insects!\Inuyasha! Look! response:	They're taking the Sacred Jewel fragment!
context: W-what's that!\It's in his forehead! The Sacred Jewel fragment!\Damn! What a huge bugger!\But your head is still just a bear, right?\Take this!\Naraku's poison insects!\Inuyasha! Look!\They're taking the Sacred Jewel fragment! response:	Is it a trap?
context: It's in his forehead! The Sacred Jewel fragment!\Damn! What a huge bugger!\But your head is still just a bear, right?\Take this!\Naraku's poison insects!\Inuyasha! Look!\They're taking the Sacred Jewel fragment!\Is it a trap? response:	Probably.
context: Damn! What a huge bugger!\But your head is still just a bear, right?\Take this!\Naraku's poison insects!\Inuyasha! Look!\They're taking the Sacred Jewel fragment!\Is it a trap?\Probably. response:	Fine with me!
context: But your head is still just a bear, right?\Take this!\Naraku's poison insects!\Inuyasha! Look!\They're taking the Sacred Jewel fragment!\Is it a trap?\Probably.\Fine with me! response:	This time, Naraku won't get away!
context: Take this!\Naraku's poison insects!\Inuyasha! Look!\They're taking the Sacred Jewel fragment!\Is it a trap?\Probably.\Fine with me!\This time, Naraku won't get away! response:	Dear, dear... you've set your sights quite high this time.
context: Naraku's poison insects!\Inuyasha! Look!\They're taking the Sacred Jewel fragment!\Is it a trap?\Probably.\Fine with me!\This time, Naraku won't get away!\Dear, dear... you've set your sights quite high this time. response:	Well, it's easier for me.
context: Inuyasha! Look!\They're taking the Sacred Jewel fragment!\Is it a trap?\Probably.\Fine with me!\This time, Naraku won't get away!\Dear, dear... you've set your sights quite high this time.\Well, it's easier for me. response:	The Sacred Jewel fragment...
context: They're taking the Sacred Jewel fragment!\Is it a trap?\Probably.\Fine with me!\This time, Naraku won't get away!\Dear, dear... you've set your sights quite high this time.\Well, it's easier for me.\The Sacred Jewel fragment... response:	It makes demons even stronger...
context: Is it a trap?\Probably.\Fine with me!\This time, Naraku won't get away!\Dear, dear... you've set your sights quite high this time.\Well, it's easier for me.\The Sacred Jewel fragment...\It makes demons even stronger... response:	an enticing opiate.
context: Probably.\Fine with me!\This time, Naraku won't get away!\Dear, dear... you've set your sights quite high this time.\Well, it's easier for me.\The Sacred Jewel fragment...\It makes demons even stronger...\an enticing opiate. response:	You plan to lure them here with this?
context: Fine with me!\This time, Naraku won't get away!\Dear, dear... you've set your sights quite high this time.\Well, it's easier for me.\The Sacred Jewel fragment...\It makes demons even stronger...\an enticing opiate.\You plan to lure them here with this? response:	What's this?
context: This time, Naraku won't get away!\Dear, dear... you've set your sights quite high this time.\Well, it's easier for me.\The Sacred Jewel fragment...\It makes demons even stronger...\an enticing opiate.\You plan to lure them here with this?\What's this? response:	You can't beat them without this thing?
context: Dear, dear... you've set your sights quite high this time.\Well, it's easier for me.\The Sacred Jewel fragment...\It makes demons even stronger...\an enticing opiate.\You plan to lure them here with this?\What's this?\You can't beat them without this thing? response:	You're either careful...
context: Well, it's easier for me.\The Sacred Jewel fragment...\It makes demons even stronger...\an enticing opiate.\You plan to lure them here with this?\What's this?\You can't beat them without this thing?\You're either careful... response:	or cowardly...
context: The Sacred Jewel fragment...\It makes demons even stronger...\an enticing opiate.\You plan to lure them here with this?\What's this?\You can't beat them without this thing?\You're either careful...\or cowardly... response:	but you love traps, don't you...
context: It makes demons even stronger...\an enticing opiate.\You plan to lure them here with this?\What's this?\You can't beat them without this thing?\You're either careful...\or cowardly...\but you love traps, don't you... response:	my dear master?
context: an enticing opiate.\You plan to lure them here with this?\What's this?\You can't beat them without this thing?\You're either careful...\or cowardly...\but you love traps, don't you...\my dear master? response:	Here it is... the castle full of Sacred Jewel fragments.
context: You plan to lure them here with this?\What's this?\You can't beat them without this thing?\You're either careful...\or cowardly...\but you love traps, don't you...\my dear master?\Here it is... the castle full of Sacred Jewel fragments. response:	When the men of the castle appear, never mind!
context: What's this?\You can't beat them without this thing?\You're either careful...\or cowardly...\but you love traps, don't you...\my dear master?\Here it is... the castle full of Sacred Jewel fragments.\When the men of the castle appear, never mind! response:	Just kill them all!
context: You can't beat them without this thing?\You're either careful...\or cowardly...\but you love traps, don't you...\my dear master?\Here it is... the castle full of Sacred Jewel fragments.\When the men of the castle appear, never mind!\Just kill them all! response:	Yeah!
context: You're either careful...\or cowardly...\but you love traps, don't you...\my dear master?\Here it is... the castle full of Sacred Jewel fragments.\When the men of the castle appear, never mind!\Just kill them all!\Yeah! response:	What's this castle?
context: or cowardly...\but you love traps, don't you...\my dear master?\Here it is... the castle full of Sacred Jewel fragments.\When the men of the castle appear, never mind!\Just kill them all!\Yeah!\What's this castle? response:	They don't even have guards posted.
context: but you love traps, don't you...\my dear master?\Here it is... the castle full of Sacred Jewel fragments.\When the men of the castle appear, never mind!\Just kill them all!\Yeah!\What's this castle?\They don't even have guards posted. response:	There's someone!
context: my dear master?\Here it is... the castle full of Sacred Jewel fragments.\When the men of the castle appear, never mind!\Just kill them all!\Yeah!\What's this castle?\They don't even have guards posted.\There's someone! response:	Go! Get'im.
context: Here it is... the castle full of Sacred Jewel fragments.\When the men of the castle appear, never mind!\Just kill them all!\Yeah!\What's this castle?\They don't even have guards posted.\There's someone!\Go! Get'im. response:	What? Only small fry.
context: When the men of the castle appear, never mind!\Just kill them all!\Yeah!\What's this castle?\They don't even have guards posted.\There's someone!\Go! Get'im.\What? Only small fry. response:	Get him.
context: Just kill them all!\Yeah!\What's this castle?\They don't even have guards posted.\There's someone!\Go! Get'im.\What? Only small fry.\Get him. response:	Someone more virile.
context: Yeah!\What's this castle?\They don't even have guards posted.\There's someone!\Go! Get'im.\What? Only small fry.\Get him.\Someone more virile. response:	Hey! Keep quiet!
context: What's this castle?\They don't even have guards posted.\There's someone!\Go! Get'im.\What? Only small fry.\Get him.\Someone more virile.\Hey! Keep quiet! response:	What's up!
context: They don't even have guards posted.\There's someone!\Go! Get'im.\What? Only small fry.\Get him.\Someone more virile.\Hey! Keep quiet!\What's up! response:	What's the matter?
context: There's someone!\Go! Get'im.\What? Only small fry.\Get him.\Someone more virile.\Hey! Keep quiet!\What's up!\What's the matter? response:	- He went with the northern pack! - Yeah...
context: Go! Get'im.\What? Only small fry.\Get him.\Someone more virile.\Hey! Keep quiet!\What's up!\What's the matter?\- He went with the northern pack! - Yeah... response:	Hey, what's wrong? What happened?
context: What? Only small fry.\Get him.\Someone more virile.\Hey! Keep quiet!\What's up!\What's the matter?\- He went with the northern pack! - Yeah...\Hey, what's wrong? What happened? response:	I got just one!
context: Get him.\Someone more virile.\Hey! Keep quiet!\What's up!\What's the matter?\- He went with the northern pack! - Yeah...\Hey, what's wrong? What happened?\I got just one! response:	It's a Sacred Jewel fragment!
context: Someone more virile.\Hey! Keep quiet!\What's up!\What's the matter?\- He went with the northern pack! - Yeah...\Hey, what's wrong? What happened?\I got just one!\It's a Sacred Jewel fragment! response:	Hurry to the castle!
context: Hey! Keep quiet!\What's up!\What's the matter?\- He went with the northern pack! - Yeah...\Hey, what's wrong? What happened?\I got just one!\It's a Sacred Jewel fragment!\Hurry to the castle! response:	If you don't, everyone will be killed!
context: What's up!\What's the matter?\- He went with the northern pack! - Yeah...\Hey, what's wrong? What happened?\I got just one!\It's a Sacred Jewel fragment!\Hurry to the castle!\If you don't, everyone will be killed! response:	A Jewel fragment!
context: What's the matter?\- He went with the northern pack! - Yeah...\Hey, what's wrong? What happened?\I got just one!\It's a Sacred Jewel fragment!\Hurry to the castle!\If you don't, everyone will be killed!\A Jewel fragment! response:	I'm using it!
context: - He went with the northern pack! - Yeah...\Hey, what's wrong? What happened?\I got just one!\It's a Sacred Jewel fragment!\Hurry to the castle!\If you don't, everyone will be killed!\A Jewel fragment!\I'm using it! response:	Let's rest inside.
context: Hey, what's wrong? What happened?\I got just one!\It's a Sacred Jewel fragment!\Hurry to the castle!\If you don't, everyone will be killed!\A Jewel fragment!\I'm using it!\Let's rest inside. response:	But you...
context: I got just one!\It's a Sacred Jewel fragment!\Hurry to the castle!\If you don't, everyone will be killed!\A Jewel fragment!\I'm using it!\Let's rest inside.\But you... response:	How did you make it back here with those injuries?
context: It's a Sacred Jewel fragment!\Hurry to the castle!\If you don't, everyone will be killed!\A Jewel fragment!\I'm using it!\Let's rest inside.\But you...\How did you make it back here with those injuries? response:	He's dead!
context: Hurry to the castle!\If you don't, everyone will be killed!\A Jewel fragment!\I'm using it!\Let's rest inside.\But you...\How did you make it back here with those injuries?\He's dead! response:	Naraku!
context: If you don't, everyone will be killed!\A Jewel fragment!\I'm using it!\Let's rest inside.\But you...\How did you make it back here with those injuries?\He's dead!\Naraku! response:	W-what's this?
context: A Jewel fragment!\I'm using it!\Let's rest inside.\But you...\How did you make it back here with those injuries?\He's dead!\Naraku!\W-what's this? response:	Wolves...
context: I'm using it!\Let's rest inside.\But you...\How did you make it back here with those injuries?\He's dead!\Naraku!\W-what's this?\Wolves... response:	Could they be wolf-demons?
context: Let's rest inside.\But you...\How did you make it back here with those injuries?\He's dead!\Naraku!\W-what's this?\Wolves...\Could they be wolf-demons? response:	But why would they be here in this castle?
context: But you...\How did you make it back here with those injuries?\He's dead!\Naraku!\W-what's this?\Wolves...\Could they be wolf-demons?\But why would they be here in this castle? response:	On top of that...
context: How did you make it back here with those injuries?\He's dead!\Naraku!\W-what's this?\Wolves...\Could they be wolf-demons?\But why would they be here in this castle?\On top of that... response:	What's that? They're still alive!
context: He's dead!\Naraku!\W-what's this?\Wolves...\Could they be wolf-demons?\But why would they be here in this castle?\On top of that...\What's that? They're still alive! response:	I don't sense any life in these men.
context: Naraku!\W-what's this?\Wolves...\Could they be wolf-demons?\But why would they be here in this castle?\On top of that...\What's that? They're still alive!\I don't sense any life in these men. response:	They're zombies!
context: W-what's this?\Wolves...\Could they be wolf-demons?\But why would they be here in this castle?\On top of that...\What's that? They're still alive!\I don't sense any life in these men.\They're zombies! response:	You see? Even if they're put down, they revive immediately!
context: Wolves...\Could they be wolf-demons?\But why would they be here in this castle?\On top of that...\What's that? They're still alive!\I don't sense any life in these men.\They're zombies!\You see? Even if they're put down, they revive immediately! response:	They're supposed to be dead!
context: Could they be wolf-demons?\But why would they be here in this castle?\On top of that...\What's that? They're still alive!\I don't sense any life in these men.\They're zombies!\You see? Even if they're put down, they revive immediately!\They're supposed to be dead! response:	How come they keep coming back alive!
context: But why would they be here in this castle?\On top of that...\What's that? They're still alive!\I don't sense any life in these men.\They're zombies!\You see? Even if they're put down, they revive immediately!\They're supposed to be dead!\How come they keep coming back alive! response:	You can't cut them nor can you beat them.
context: On top of that...\What's that? They're still alive!\I don't sense any life in these men.\They're zombies!\You see? Even if they're put down, they revive immediately!\They're supposed to be dead!\How come they keep coming back alive!\You can't cut them nor can you beat them. response:	And if you lop off their heads, they'll reattach right away.
context: What's that? They're still alive!\I don't sense any life in these men.\They're zombies!\You see? Even if they're put down, they revive immediately!\They're supposed to be dead!\How come they keep coming back alive!\You can't cut them nor can you beat them.\And if you lop off their heads, they'll reattach right away. response:	That is my Death Corpse Dance.
context: I don't sense any life in these men.\They're zombies!\You see? Even if they're put down, they revive immediately!\They're supposed to be dead!\How come they keep coming back alive!\You can't cut them nor can you beat them.\And if you lop off their heads, they'll reattach right away.\That is my Death Corpse Dance. response:	Oh? Here already?
context: They're zombies!\You see? Even if they're put down, they revive immediately!\They're supposed to be dead!\How come they keep coming back alive!\You can't cut them nor can you beat them.\And if you lop off their heads, they'll reattach right away.\That is my Death Corpse Dance.\Oh? Here already? response:	I wanted to play a bit longer.
context: You see? Even if they're put down, they revive immediately!\They're supposed to be dead!\How come they keep coming back alive!\You can't cut them nor can you beat them.\And if you lop off their heads, they'll reattach right away.\That is my Death Corpse Dance.\Oh? Here already?\I wanted to play a bit longer. response:	W-what?!
context: They're supposed to be dead!\How come they keep coming back alive!\You can't cut them nor can you beat them.\And if you lop off their heads, they'll reattach right away.\That is my Death Corpse Dance.\Oh? Here already?\I wanted to play a bit longer.\W-what?! response:	W-what's this?!
context: How come they keep coming back alive!\You can't cut them nor can you beat them.\And if you lop off their heads, they'll reattach right away.\That is my Death Corpse Dance.\Oh? Here already?\I wanted to play a bit longer.\W-what?!\W-what's this?! response:	What now?
context: You can't cut them nor can you beat them.\And if you lop off their heads, they'll reattach right away.\That is my Death Corpse Dance.\Oh? Here already?\I wanted to play a bit longer.\W-what?!\W-what's this?!\What now? response:	They're all collapsing!
context: And if you lop off their heads, they'll reattach right away.\That is my Death Corpse Dance.\Oh? Here already?\I wanted to play a bit longer.\W-what?!\W-what's this?!\What now?\They're all collapsing! response:	Why that!
context: That is my Death Corpse Dance.\Oh? Here already?\I wanted to play a bit longer.\W-what?!\W-what's this?!\What now?\They're all collapsing!\Why that! response:	Inuyasha!
context: Oh? Here already?\I wanted to play a bit longer.\W-what?!\W-what's this?!\What now?\They're all collapsing!\Why that!\Inuyasha! response:	That's Koga of the Wolf-Demon Tribe!
context: I wanted to play a bit longer.\W-what?!\W-what's this?!\What now?\They're all collapsing!\Why that!\Inuyasha!\That's Koga of the Wolf-Demon Tribe! response:	Koga?
context: W-what?!\W-what's this?!\What now?\They're all collapsing!\Why that!\Inuyasha!\That's Koga of the Wolf-Demon Tribe!\Koga? response:	Inuyasha! How could you be so cruel!?
context: W-what's this?!\What now?\They're all collapsing!\Why that!\Inuyasha!\That's Koga of the Wolf-Demon Tribe!\Koga?\Inuyasha! How could you be so cruel!? response:	Let me tell you one thing!
context: What now?\They're all collapsing!\Why that!\Inuyasha!\That's Koga of the Wolf-Demon Tribe!\Koga?\Inuyasha! How could you be so cruel!?\Let me tell you one thing! response:	When I got here, your comrades had all been killed!
context: They're all collapsing!\Why that!\Inuyasha!\That's Koga of the Wolf-Demon Tribe!\Koga?\Inuyasha! How could you be so cruel!?\Let me tell you one thing!\When I got here, your comrades had all been killed! response:	Shut up! You're covered head to toe in blood!
context: Why that!\Inuyasha!\That's Koga of the Wolf-Demon Tribe!\Koga?\Inuyasha! How could you be so cruel!?\Let me tell you one thing!\When I got here, your comrades had all been killed!\Shut up! You're covered head to toe in blood! response:	You can't lie to me!
context: Inuyasha!\That's Koga of the Wolf-Demon Tribe!\Koga?\Inuyasha! How could you be so cruel!?\Let me tell you one thing!\When I got here, your comrades had all been killed!\Shut up! You're covered head to toe in blood!\You can't lie to me! response:	Damn! It was a trap!
context: That's Koga of the Wolf-Demon Tribe!\Koga?\Inuyasha! How could you be so cruel!?\Let me tell you one thing!\When I got here, your comrades had all been killed!\Shut up! You're covered head to toe in blood!\You can't lie to me!\Damn! It was a trap! response:	Koga, you're wrong!
context: Koga?\Inuyasha! How could you be so cruel!?\Let me tell you one thing!\When I got here, your comrades had all been killed!\Shut up! You're covered head to toe in blood!\You can't lie to me!\Damn! It was a trap!\Koga, you're wrong! response:	We came here looking for someone named Naraku!
context: Inuyasha! How could you be so cruel!?\Let me tell you one thing!\When I got here, your comrades had all been killed!\Shut up! You're covered head to toe in blood!\You can't lie to me!\Damn! It was a trap!\Koga, you're wrong!\We came here looking for someone named Naraku! response:	Then!
context: Let me tell you one thing!\When I got here, your comrades had all been killed!\Shut up! You're covered head to toe in blood!\You can't lie to me!\Damn! It was a trap!\Koga, you're wrong!\We came here looking for someone named Naraku!\Then! response:	Kagome?
context: When I got here, your comrades had all been killed!\Shut up! You're covered head to toe in blood!\You can't lie to me!\Damn! It was a trap!\Koga, you're wrong!\We came here looking for someone named Naraku!\Then!\Kagome? response:	When we got here, all the wolf-demons were lying here...
context: Shut up! You're covered head to toe in blood!\You can't lie to me!\Damn! It was a trap!\Koga, you're wrong!\We came here looking for someone named Naraku!\Then!\Kagome?\When we got here, all the wolf-demons were lying here... response:	but then they all came alive and...
context: You can't lie to me!\Damn! It was a trap!\Koga, you're wrong!\We came here looking for someone named Naraku!\Then!\Kagome?\When we got here, all the wolf-demons were lying here...\but then they all came alive and... response:	Kagome! Don't try to protect such a guy! You cur!
context: Damn! It was a trap!\Koga, you're wrong!\We came here looking for someone named Naraku!\Then!\Kagome?\When we got here, all the wolf-demons were lying here...\but then they all came alive and...\Kagome! Don't try to protect such a guy! You cur! response:	Dead when you got here? That's bull!
context: Koga, you're wrong!\We came here looking for someone named Naraku!\Then!\Kagome?\When we got here, all the wolf-demons were lying here...\but then they all came alive and...\Kagome! Don't try to protect such a guy! You cur!\Dead when you got here? That's bull! response:	Koga...
context: We came here looking for someone named Naraku!\Then!\Kagome?\When we got here, all the wolf-demons were lying here...\but then they all came alive and...\Kagome! Don't try to protect such a guy! You cur!\Dead when you got here? That's bull!\Koga... response:	We were trapped! It's Naraku's trick!
context: Then!\Kagome?\When we got here, all the wolf-demons were lying here...\but then they all came alive and...\Kagome! Don't try to protect such a guy! You cur!\Dead when you got here? That's bull!\Koga...\We were trapped! It's Naraku's trick! response:	We followed Naraku's poison insects to this castle.
context: Kagome?\When we got here, all the wolf-demons were lying here...\but then they all came alive and...\Kagome! Don't try to protect such a guy! You cur!\Dead when you got here? That's bull!\Koga...\We were trapped! It's Naraku's trick!\We followed Naraku's poison insects to this castle. response:	The wolf-demons probably followed some clues here, too...
context: When we got here, all the wolf-demons were lying here...\but then they all came alive and...\Kagome! Don't try to protect such a guy! You cur!\Dead when you got here? That's bull!\Koga...\We were trapped! It's Naraku's trick!\We followed Naraku's poison insects to this castle.\The wolf-demons probably followed some clues here, too... response:	then were killed.
context: but then they all came alive and...\Kagome! Don't try to protect such a guy! You cur!\Dead when you got here? That's bull!\Koga...\We were trapped! It's Naraku's trick!\We followed Naraku's poison insects to this castle.\The wolf-demons probably followed some clues here, too...\then were killed. response:	And Koga arrives to save his comrades.
context: Kagome! Don't try to protect such a guy! You cur!\Dead when you got here? That's bull!\Koga...\We were trapped! It's Naraku's trick!\We followed Naraku's poison insects to this castle.\The wolf-demons probably followed some clues here, too...\then were killed.\And Koga arrives to save his comrades. response:	Only to find Inuyasha covered in their blood.
context: Dead when you got here? That's bull!\Koga...\We were trapped! It's Naraku's trick!\We followed Naraku's poison insects to this castle.\The wolf-demons probably followed some clues here, too...\then were killed.\And Koga arrives to save his comrades.\Only to find Inuyasha covered in their blood. response:	The wrath of having his comrades killed won't be quelled.
context: Koga...\We were trapped! It's Naraku's trick!\We followed Naraku's poison insects to this castle.\The wolf-demons probably followed some clues here, too...\then were killed.\And Koga arrives to save his comrades.\Only to find Inuyasha covered in their blood.\The wrath of having his comrades killed won't be quelled. response:	They will fight to the death.
context: We were trapped! It's Naraku's trick!\We followed Naraku's poison insects to this castle.\The wolf-demons probably followed some clues here, too...\then were killed.\And Koga arrives to save his comrades.\Only to find Inuyasha covered in their blood.\The wrath of having his comrades killed won't be quelled.\They will fight to the death. response:	What?
context: We followed Naraku's poison insects to this castle.\The wolf-demons probably followed some clues here, too...\then were killed.\And Koga arrives to save his comrades.\Only to find Inuyasha covered in their blood.\The wrath of having his comrades killed won't be quelled.\They will fight to the death.\What? response:	The blood has gone to Koga's head!
context: The wolf-demons probably followed some clues here, too...\then were killed.\And Koga arrives to save his comrades.\Only to find Inuyasha covered in their blood.\The wrath of having his comrades killed won't be quelled.\They will fight to the death.\What?\The blood has gone to Koga's head! response:	As it is, they really will fight to the death!
context: then were killed.\And Koga arrives to save his comrades.\Only to find Inuyasha covered in their blood.\The wrath of having his comrades killed won't be quelled.\They will fight to the death.\What?\The blood has gone to Koga's head!\As it is, they really will fight to the death! response:	I have to stop them...
context: And Koga arrives to save his comrades.\Only to find Inuyasha covered in their blood.\The wrath of having his comrades killed won't be quelled.\They will fight to the death.\What?\The blood has gone to Koga's head!\As it is, they really will fight to the death!\I have to stop them... response:	But...but how?!
context: Only to find Inuyasha covered in their blood.\The wrath of having his comrades killed won't be quelled.\They will fight to the death.\What?\The blood has gone to Koga's head!\As it is, they really will fight to the death!\I have to stop them...\But...but how?! response:	I must stop them...
context: The wrath of having his comrades killed won't be quelled.\They will fight to the death.\What?\The blood has gone to Koga's head!\As it is, they really will fight to the death!\I have to stop them...\But...but how?!\I must stop them... response:	but...but how?!
context: They will fight to the death.\What?\The blood has gone to Koga's head!\As it is, they really will fight to the death!\I have to stop them...\But...but how?!\I must stop them...\but...but how?! response:	His arm's gotten stronger!
context: What?\The blood has gone to Koga's head!\As it is, they really will fight to the death!\I have to stop them...\But...but how?!\I must stop them...\but...but how?!\His arm's gotten stronger! response:	Koga! You found another Jewel fragment for your arm!?
context: The blood has gone to Koga's head!\As it is, they really will fight to the death!\I have to stop them...\But...but how?!\I must stop them...\but...but how?!\His arm's gotten stronger!\Koga! You found another Jewel fragment for your arm!? response:	You stole my fragment the last time we met.
context: As it is, they really will fight to the death!\I have to stop them...\But...but how?!\I must stop them...\but...but how?!\His arm's gotten stronger!\Koga! You found another Jewel fragment for your arm!?\You stole my fragment the last time we met. response:	This one's even better!
context: I have to stop them...\But...but how?!\I must stop them...\but...but how?!\His arm's gotten stronger!\Koga! You found another Jewel fragment for your arm!?\You stole my fragment the last time we met.\This one's even better! response:	That glow! It's not the light from the Sacred Jewel!
context: But...but how?!\I must stop them...\but...but how?!\His arm's gotten stronger!\Koga! You found another Jewel fragment for your arm!?\You stole my fragment the last time we met.\This one's even better!\That glow! It's not the light from the Sacred Jewel! response:	It's black and the glow is warped!
context: I must stop them...\but...but how?!\His arm's gotten stronger!\Koga! You found another Jewel fragment for your arm!?\You stole my fragment the last time we met.\This one's even better!\That glow! It's not the light from the Sacred Jewel!\It's black and the glow is warped! response:	What is that fragment?!
context: but...but how?!\His arm's gotten stronger!\Koga! You found another Jewel fragment for your arm!?\You stole my fragment the last time we met.\This one's even better!\That glow! It's not the light from the Sacred Jewel!\It's black and the glow is warped!\What is that fragment?! response:	Stop, Koga!
context: His arm's gotten stronger!\Koga! You found another Jewel fragment for your arm!?\You stole my fragment the last time we met.\This one's even better!\That glow! It's not the light from the Sacred Jewel!\It's black and the glow is warped!\What is that fragment?!\Stop, Koga! response:	Please! Listen to me!
context: Koga! You found another Jewel fragment for your arm!?\You stole my fragment the last time we met.\This one's even better!\That glow! It's not the light from the Sacred Jewel!\It's black and the glow is warped!\What is that fragment?!\Stop, Koga!\Please! Listen to me! response:	This is a trap!
context: You stole my fragment the last time we met.\This one's even better!\That glow! It's not the light from the Sacred Jewel!\It's black and the glow is warped!\What is that fragment?!\Stop, Koga!\Please! Listen to me!\This is a trap! response:	The one who killed your friends is not Inuyasha!
context: This one's even better!\That glow! It's not the light from the Sacred Jewel!\It's black and the glow is warped!\What is that fragment?!\Stop, Koga!\Please! Listen to me!\This is a trap!\The one who killed your friends is not Inuyasha! response:	Shut up!
context: That glow! It's not the light from the Sacred Jewel!\It's black and the glow is warped!\What is that fragment?!\Stop, Koga!\Please! Listen to me!\This is a trap!\The one who killed your friends is not Inuyasha!\Shut up! response:	I only believe what I see with my own eyes!
context: It's black and the glow is warped!\What is that fragment?!\Stop, Koga!\Please! Listen to me!\This is a trap!\The one who killed your friends is not Inuyasha!\Shut up!\I only believe what I see with my own eyes! response:	Koga!
context: What is that fragment?!\Stop, Koga!\Please! Listen to me!\This is a trap!\The one who killed your friends is not Inuyasha!\Shut up!\I only believe what I see with my own eyes!\Koga! response:	Stop, Kagome!
context: Stop, Koga!\Please! Listen to me!\This is a trap!\The one who killed your friends is not Inuyasha!\Shut up!\I only believe what I see with my own eyes!\Koga!\Stop, Kagome! response:	This hard-headed punk can't understand complicated things.
context: Please! Listen to me!\This is a trap!\The one who killed your friends is not Inuyasha!\Shut up!\I only believe what I see with my own eyes!\Koga!\Stop, Kagome!\This hard-headed punk can't understand complicated things. response:	Fools like him can only be tamed with brute strength!
context: This is a trap!\The one who killed your friends is not Inuyasha!\Shut up!\I only believe what I see with my own eyes!\Koga!\Stop, Kagome!\This hard-headed punk can't understand complicated things.\Fools like him can only be tamed with brute strength! response:	The Wolf-Demon Tribe lives in packs and cherish their comrades.
context: The one who killed your friends is not Inuyasha!\Shut up!\I only believe what I see with my own eyes!\Koga!\Stop, Kagome!\This hard-headed punk can't understand complicated things.\Fools like him can only be tamed with brute strength!\The Wolf-Demon Tribe lives in packs and cherish their comrades. response:	Seeing so many killed at one time...
context: Shut up!\I only believe what I see with my own eyes!\Koga!\Stop, Kagome!\This hard-headed punk can't understand complicated things.\Fools like him can only be tamed with brute strength!\The Wolf-Demon Tribe lives in packs and cherish their comrades.\Seeing so many killed at one time... response:	Koga's wrath won't be easily controlled!
context: I only believe what I see with my own eyes!\Koga!\Stop, Kagome!\This hard-headed punk can't understand complicated things.\Fools like him can only be tamed with brute strength!\The Wolf-Demon Tribe lives in packs and cherish their comrades.\Seeing so many killed at one time...\Koga's wrath won't be easily controlled! response:	I thought he'd listen to you at least, Kagome.
context: Koga!\Stop, Kagome!\This hard-headed punk can't understand complicated things.\Fools like him can only be tamed with brute strength!\The Wolf-Demon Tribe lives in packs and cherish their comrades.\Seeing so many killed at one time...\Koga's wrath won't be easily controlled!\I thought he'd listen to you at least, Kagome. response:	I can't blame Inuyasha... since Koga is attacking him.
context: Stop, Kagome!\This hard-headed punk can't understand complicated things.\Fools like him can only be tamed with brute strength!\The Wolf-Demon Tribe lives in packs and cherish their comrades.\Seeing so many killed at one time...\Koga's wrath won't be easily controlled!\I thought he'd listen to you at least, Kagome.\I can't blame Inuyasha... since Koga is attacking him. response:	There's no choice but to stop him with a duel.
context: This hard-headed punk can't understand complicated things.\Fools like him can only be tamed with brute strength!\The Wolf-Demon Tribe lives in packs and cherish their comrades.\Seeing so many killed at one time...\Koga's wrath won't be easily controlled!\I thought he'd listen to you at least, Kagome.\I can't blame Inuyasha... since Koga is attacking him.\There's no choice but to stop him with a duel. response:	Naraku is trying to make me fight Koga.
context: Fools like him can only be tamed with brute strength!\The Wolf-Demon Tribe lives in packs and cherish their comrades.\Seeing so many killed at one time...\Koga's wrath won't be easily controlled!\I thought he'd listen to you at least, Kagome.\I can't blame Inuyasha... since Koga is attacking him.\There's no choice but to stop him with a duel.\Naraku is trying to make me fight Koga. response:	And he's watching us from somewhere.
context: The Wolf-Demon Tribe lives in packs and cherish their comrades.\Seeing so many killed at one time...\Koga's wrath won't be easily controlled!\I thought he'd listen to you at least, Kagome.\I can't blame Inuyasha... since Koga is attacking him.\There's no choice but to stop him with a duel.\Naraku is trying to make me fight Koga.\And he's watching us from somewhere. response:	Inside the mansion? I can smell Naraku!
context: Seeing so many killed at one time...\Koga's wrath won't be easily controlled!\I thought he'd listen to you at least, Kagome.\I can't blame Inuyasha... since Koga is attacking him.\There's no choice but to stop him with a duel.\Naraku is trying to make me fight Koga.\And he's watching us from somewhere.\Inside the mansion? I can smell Naraku! response:	Hey, pay attention!
context: Koga's wrath won't be easily controlled!\I thought he'd listen to you at least, Kagome.\I can't blame Inuyasha... since Koga is attacking him.\There's no choice but to stop him with a duel.\Naraku is trying to make me fight Koga.\And he's watching us from somewhere.\Inside the mansion? I can smell Naraku!\Hey, pay attention! response:	Where are you looking?!
