context: So that's what it was. I've solved it! I've solved it! response:	I must be really tired.
context: He was actually quarantined deep within PANDORA until just recently.\Why?\The E.P.R. was after him.\I don't know why.\Despite PANDORA's efforts, he was abducted the night before yesterday.\Are you implying that the U.S. embassy was involved?\I wouldn't go that far.\A doll was assigned to monitor him since he was still an important figure. response:	However, the location where the observer apparition disappeared was...
context: Why?\The E.P.R. was after him.\I don't know why.\Despite PANDORA's efforts, he was abducted the night before yesterday.\Are you implying that the U.S. embassy was involved?\I wouldn't go that far.\A doll was assigned to monitor him since he was still an important figure.\However, the location where the observer apparition disappeared was... response:	I don't believe it.
context: The E.P.R. was after him.\I don't know why.\Despite PANDORA's efforts, he was abducted the night before yesterday.\Are you implying that the U.S. embassy was involved?\I wouldn't go that far.\A doll was assigned to monitor him since he was still an important figure.\However, the location where the observer apparition disappeared was...\I don't believe it. response:	I didn't expect you to.
context: I don't know why.\Despite PANDORA's efforts, he was abducted the night before yesterday.\Are you implying that the U.S. embassy was involved?\I wouldn't go that far.\A doll was assigned to monitor him since he was still an important figure.\However, the location where the observer apparition disappeared was...\I don't believe it.\I didn't expect you to. response:	The possibility of E.P.R. members masquerading within the U.S. embassy can't be discarded.
context: Despite PANDORA's efforts, he was abducted the night before yesterday.\Are you implying that the U.S. embassy was involved?\I wouldn't go that far.\A doll was assigned to monitor him since he was still an important figure.\However, the location where the observer apparition disappeared was...\I don't believe it.\I didn't expect you to.\The possibility of E.P.R. members masquerading within the U.S. embassy can't be discarded. response:	I'm sure you already know, but February, the leader of the E.P.R.,
context: Are you implying that the U.S. embassy was involved?\I wouldn't go that far.\A doll was assigned to monitor him since he was still an important figure.\However, the location where the observer apparition disappeared was...\I don't believe it.\I didn't expect you to.\The possibility of E.P.R. members masquerading within the U.S. embassy can't be discarded.\I'm sure you already know, but February, the leader of the E.P.R., response:	used to work by my side as a fellow agent.
context: I wouldn't go that far.\A doll was assigned to monitor him since he was still an important figure.\However, the location where the observer apparition disappeared was...\I don't believe it.\I didn't expect you to.\The possibility of E.P.R. members masquerading within the U.S. embassy can't be discarded.\I'm sure you already know, but February, the leader of the E.P.R.,\used to work by my side as a fellow agent. response:	Isn't that still true?
context: A doll was assigned to monitor him since he was still an important figure.\However, the location where the observer apparition disappeared was...\I don't believe it.\I didn't expect you to.\The possibility of E.P.R. members masquerading within the U.S. embassy can't be discarded.\I'm sure you already know, but February, the leader of the E.P.R.,\used to work by my side as a fellow agent.\Isn't that still true? response:	What do you think?
context: However, the location where the observer apparition disappeared was...\I don't believe it.\I didn't expect you to.\The possibility of E.P.R. members masquerading within the U.S. embassy can't be discarded.\I'm sure you already know, but February, the leader of the E.P.R.,\used to work by my side as a fellow agent.\Isn't that still true?\What do you think? response:	Oh, sorry. I couldn't restrain myself at the sight of that wrinkle.
context: I don't believe it.\I didn't expect you to.\The possibility of E.P.R. members masquerading within the U.S. embassy can't be discarded.\I'm sure you already know, but February, the leader of the E.P.R.,\used to work by my side as a fellow agent.\Isn't that still true?\What do you think?\Oh, sorry. I couldn't restrain myself at the sight of that wrinkle. response:	Misaki.
context: I didn't expect you to.\The possibility of E.P.R. members masquerading within the U.S. embassy can't be discarded.\I'm sure you already know, but February, the leader of the E.P.R.,\used to work by my side as a fellow agent.\Isn't that still true?\What do you think?\Oh, sorry. I couldn't restrain myself at the sight of that wrinkle.\Misaki. response:	What is it?
context: The possibility of E.P.R. members masquerading within the U.S. embassy can't be discarded.\I'm sure you already know, but February, the leader of the E.P.R.,\used to work by my side as a fellow agent.\Isn't that still true?\What do you think?\Oh, sorry. I couldn't restrain myself at the sight of that wrinkle.\Misaki.\What is it? response:	From here on out, the line that separates enemies from allies doesn't exist.
context: I'm sure you already know, but February, the leader of the E.P.R.,\used to work by my side as a fellow agent.\Isn't that still true?\What do you think?\Oh, sorry. I couldn't restrain myself at the sight of that wrinkle.\Misaki.\What is it?\From here on out, the line that separates enemies from allies doesn't exist. response:	You must act on your own intuition.
context: used to work by my side as a fellow agent.\Isn't that still true?\What do you think?\Oh, sorry. I couldn't restrain myself at the sight of that wrinkle.\Misaki.\What is it?\From here on out, the line that separates enemies from allies doesn't exist.\You must act on your own intuition. response:	I'll see you later.
context: Isn't that still true?\What do you think?\Oh, sorry. I couldn't restrain myself at the sight of that wrinkle.\Misaki.\What is it?\From here on out, the line that separates enemies from allies doesn't exist.\You must act on your own intuition.\I'll see you later. response:	The Japanese officers finally left.
context: What do you think?\Oh, sorry. I couldn't restrain myself at the sight of that wrinkle.\Misaki.\What is it?\From here on out, the line that separates enemies from allies doesn't exist.\You must act on your own intuition.\I'll see you later.\The Japanese officers finally left. response:	What was that all about?
context: Oh, sorry. I couldn't restrain myself at the sight of that wrinkle.\Misaki.\What is it?\From here on out, the line that separates enemies from allies doesn't exist.\You must act on your own intuition.\I'll see you later.\The Japanese officers finally left.\What was that all about? response:	They said that the terrorists responsible for the previous attacks are targeting us.
context: Misaki.\What is it?\From here on out, the line that separates enemies from allies doesn't exist.\You must act on your own intuition.\I'll see you later.\The Japanese officers finally left.\What was that all about?\They said that the terrorists responsible for the previous attacks are targeting us. response:	I see. What else?
context: What is it?\From here on out, the line that separates enemies from allies doesn't exist.\You must act on your own intuition.\I'll see you later.\The Japanese officers finally left.\What was that all about?\They said that the terrorists responsible for the previous attacks are targeting us.\I see. What else? response:	That's it. They didn't have any evidence to back their claim.
context: From here on out, the line that separates enemies from allies doesn't exist.\You must act on your own intuition.\I'll see you later.\The Japanese officers finally left.\What was that all about?\They said that the terrorists responsible for the previous attacks are targeting us.\I see. What else?\That's it. They didn't have any evidence to back their claim. response:	Did they think we'd cooperate and risk compromising federal secrets over an intuition?
context: You must act on your own intuition.\I'll see you later.\The Japanese officers finally left.\What was that all about?\They said that the terrorists responsible for the previous attacks are targeting us.\I see. What else?\That's it. They didn't have any evidence to back their claim.\Did they think we'd cooperate and risk compromising federal secrets over an intuition? response:	Doesn't that sound dangerous, though?
context: I'll see you later.\The Japanese officers finally left.\What was that all about?\They said that the terrorists responsible for the previous attacks are targeting us.\I see. What else?\That's it. They didn't have any evidence to back their claim.\Did they think we'd cooperate and risk compromising federal secrets over an intuition?\Doesn't that sound dangerous, though? response:	Isn't that group responsible for the attacks made against the CIA?
context: The Japanese officers finally left.\What was that all about?\They said that the terrorists responsible for the previous attacks are targeting us.\I see. What else?\That's it. They didn't have any evidence to back their claim.\Did they think we'd cooperate and risk compromising federal secrets over an intuition?\Doesn't that sound dangerous, though?\Isn't that group responsible for the attacks made against the CIA? response:	There's no need to worry. I'm the head of security. Everything has been accounted for.
context: What was that all about?\They said that the terrorists responsible for the previous attacks are targeting us.\I see. What else?\That's it. They didn't have any evidence to back their claim.\Did they think we'd cooperate and risk compromising federal secrets over an intuition?\Doesn't that sound dangerous, though?\Isn't that group responsible for the attacks made against the CIA?\There's no need to worry. I'm the head of security. Everything has been accounted for. response:	Are you scared?
context: They said that the terrorists responsible for the previous attacks are targeting us.\I see. What else?\That's it. They didn't have any evidence to back their claim.\Did they think we'd cooperate and risk compromising federal secrets over an intuition?\Doesn't that sound dangerous, though?\Isn't that group responsible for the attacks made against the CIA?\There's no need to worry. I'm the head of security. Everything has been accounted for.\Are you scared? response:	I'll help you forget about it, like always.
context: I see. What else?\That's it. They didn't have any evidence to back their claim.\Did they think we'd cooperate and risk compromising federal secrets over an intuition?\Doesn't that sound dangerous, though?\Isn't that group responsible for the attacks made against the CIA?\There's no need to worry. I'm the head of security. Everything has been accounted for.\Are you scared?\I'll help you forget about it, like always. response:	Brita?
context: That's it. They didn't have any evidence to back their claim.\Did they think we'd cooperate and risk compromising federal secrets over an intuition?\Doesn't that sound dangerous, though?\Isn't that group responsible for the attacks made against the CIA?\There's no need to worry. I'm the head of security. Everything has been accounted for.\Are you scared?\I'll help you forget about it, like always.\Brita? response:	I'm going to deliver these important documents before you help me forget about it.
context: Did they think we'd cooperate and risk compromising federal secrets over an intuition?\Doesn't that sound dangerous, though?\Isn't that group responsible for the attacks made against the CIA?\There's no need to worry. I'm the head of security. Everything has been accounted for.\Are you scared?\I'll help you forget about it, like always.\Brita?\I'm going to deliver these important documents before you help me forget about it. response:	Brita,
context: Doesn't that sound dangerous, though?\Isn't that group responsible for the attacks made against the CIA?\There's no need to worry. I'm the head of security. Everything has been accounted for.\Are you scared?\I'll help you forget about it, like always.\Brita?\I'm going to deliver these important documents before you help me forget about it.\Brita, response:	I'll be waiting for you, honey.
context: Isn't that group responsible for the attacks made against the CIA?\There's no need to worry. I'm the head of security. Everything has been accounted for.\Are you scared?\I'll help you forget about it, like always.\Brita?\I'm going to deliver these important documents before you help me forget about it.\Brita,\I'll be waiting for you, honey. response:	It looks like we've finally found the real Dr. Schroeder.
context: There's no need to worry. I'm the head of security. Everything has been accounted for.\Are you scared?\I'll help you forget about it, like always.\Brita?\I'm going to deliver these important documents before you help me forget about it.\Brita,\I'll be waiting for you, honey.\It looks like we've finally found the real Dr. Schroeder. response:	Intelligence is on the move.
context: Are you scared?\I'll help you forget about it, like always.\Brita?\I'm going to deliver these important documents before you help me forget about it.\Brita,\I'll be waiting for you, honey.\It looks like we've finally found the real Dr. Schroeder.\Intelligence is on the move. response:	They're saying that the E.P.R. is targeting this place.
context: I'll help you forget about it, like always.\Brita?\I'm going to deliver these important documents before you help me forget about it.\Brita,\I'll be waiting for you, honey.\It looks like we've finally found the real Dr. Schroeder.\Intelligence is on the move.\They're saying that the E.P.R. is targeting this place. response:	I haven't heard Amber talk about any attacks on the embassy.
context: Brita?\I'm going to deliver these important documents before you help me forget about it.\Brita,\I'll be waiting for you, honey.\It looks like we've finally found the real Dr. Schroeder.\Intelligence is on the move.\They're saying that the E.P.R. is targeting this place.\I haven't heard Amber talk about any attacks on the embassy. response:	Neither have I.
context: I'm going to deliver these important documents before you help me forget about it.\Brita,\I'll be waiting for you, honey.\It looks like we've finally found the real Dr. Schroeder.\Intelligence is on the move.\They're saying that the E.P.R. is targeting this place.\I haven't heard Amber talk about any attacks on the embassy.\Neither have I. response:	The syndicate might have spread that rumor themselves so they could infiltrate the premises.
context: Brita,\I'll be waiting for you, honey.\It looks like we've finally found the real Dr. Schroeder.\Intelligence is on the move.\They're saying that the E.P.R. is targeting this place.\I haven't heard Amber talk about any attacks on the embassy.\Neither have I.\The syndicate might have spread that rumor themselves so they could infiltrate the premises. response:	More than likely.
context: I'll be waiting for you, honey.\It looks like we've finally found the real Dr. Schroeder.\Intelligence is on the move.\They're saying that the E.P.R. is targeting this place.\I haven't heard Amber talk about any attacks on the embassy.\Neither have I.\The syndicate might have spread that rumor themselves so they could infiltrate the premises.\More than likely. response:	With the assistance of an accelerator, anti-gate particles tend to gather centripetally
context: It looks like we've finally found the real Dr. Schroeder.\Intelligence is on the move.\They're saying that the E.P.R. is targeting this place.\I haven't heard Amber talk about any attacks on the embassy.\Neither have I.\The syndicate might have spread that rumor themselves so they could infiltrate the premises.\More than likely.\With the assistance of an accelerator, anti-gate particles tend to gather centripetally response:	in order to alter the stability of the gate.
context: Intelligence is on the move.\They're saying that the E.P.R. is targeting this place.\I haven't heard Amber talk about any attacks on the embassy.\Neither have I.\The syndicate might have spread that rumor themselves so they could infiltrate the premises.\More than likely.\With the assistance of an accelerator, anti-gate particles tend to gather centripetally\in order to alter the stability of the gate. response:	The possibility of his memories being implanted onto the body double can't be ruled out.
context: They're saying that the E.P.R. is targeting this place.\I haven't heard Amber talk about any attacks on the embassy.\Neither have I.\The syndicate might have spread that rumor themselves so they could infiltrate the premises.\More than likely.\With the assistance of an accelerator, anti-gate particles tend to gather centripetally\in order to alter the stability of the gate.\The possibility of his memories being implanted onto the body double can't be ruled out. response:	However, there's no doubt that the information was extracted from him.
context: I haven't heard Amber talk about any attacks on the embassy.\Neither have I.\The syndicate might have spread that rumor themselves so they could infiltrate the premises.\More than likely.\With the assistance of an accelerator, anti-gate particles tend to gather centripetally\in order to alter the stability of the gate.\The possibility of his memories being implanted onto the body double can't be ruled out.\However, there's no doubt that the information was extracted from him. response:	I think it'd be worthwhile to arrange a meeting with her.
context: Neither have I.\The syndicate might have spread that rumor themselves so they could infiltrate the premises.\More than likely.\With the assistance of an accelerator, anti-gate particles tend to gather centripetally\in order to alter the stability of the gate.\The possibility of his memories being implanted onto the body double can't be ruled out.\However, there's no doubt that the information was extracted from him.\I think it'd be worthwhile to arrange a meeting with her. response:	Let's be a little more patient.
context: The syndicate might have spread that rumor themselves so they could infiltrate the premises.\More than likely.\With the assistance of an accelerator, anti-gate particles tend to gather centripetally\in order to alter the stability of the gate.\The possibility of his memories being implanted onto the body double can't be ruled out.\However, there's no doubt that the information was extracted from him.\I think it'd be worthwhile to arrange a meeting with her.\Let's be a little more patient. response:	If he's the real professor, they'll do just about anything to infiltrate the grounds.
context: More than likely.\With the assistance of an accelerator, anti-gate particles tend to gather centripetally\in order to alter the stability of the gate.\The possibility of his memories being implanted onto the body double can't be ruled out.\However, there's no doubt that the information was extracted from him.\I think it'd be worthwhile to arrange a meeting with her.\Let's be a little more patient.\If he's the real professor, they'll do just about anything to infiltrate the grounds. response:	If that's what Amber wants.
context: With the assistance of an accelerator, anti-gate particles tend to gather centripetally\in order to alter the stability of the gate.\The possibility of his memories being implanted onto the body double can't be ruled out.\However, there's no doubt that the information was extracted from him.\I think it'd be worthwhile to arrange a meeting with her.\Let's be a little more patient.\If he's the real professor, they'll do just about anything to infiltrate the grounds.\If that's what Amber wants. response:	Episode Twenty-One City Under Crackdown, Moist with Tears... (Part One)
context: in order to alter the stability of the gate.\The possibility of his memories being implanted onto the body double can't be ruled out.\However, there's no doubt that the information was extracted from him.\I think it'd be worthwhile to arrange a meeting with her.\Let's be a little more patient.\If he's the real professor, they'll do just about anything to infiltrate the grounds.\If that's what Amber wants.\Episode Twenty-One City Under Crackdown, Moist with Tears... (Part One) response:	There are more cops than usual.
context: The possibility of his memories being implanted onto the body double can't be ruled out.\However, there's no doubt that the information was extracted from him.\I think it'd be worthwhile to arrange a meeting with her.\Let's be a little more patient.\If he's the real professor, they'll do just about anything to infiltrate the grounds.\If that's what Amber wants.\Episode Twenty-One City Under Crackdown, Moist with Tears... (Part One)\There are more cops than usual. response:	Here, too.
context: However, there's no doubt that the information was extracted from him.\I think it'd be worthwhile to arrange a meeting with her.\Let's be a little more patient.\If he's the real professor, they'll do just about anything to infiltrate the grounds.\If that's what Amber wants.\Episode Twenty-One City Under Crackdown, Moist with Tears... (Part One)\There are more cops than usual.\Here, too. response:	Can you make it?
context: I think it'd be worthwhile to arrange a meeting with her.\Let's be a little more patient.\If he's the real professor, they'll do just about anything to infiltrate the grounds.\If that's what Amber wants.\Episode Twenty-One City Under Crackdown, Moist with Tears... (Part One)\There are more cops than usual.\Here, too.\Can you make it? response:	Not a problem.
context: Let's be a little more patient.\If he's the real professor, they'll do just about anything to infiltrate the grounds.\If that's what Amber wants.\Episode Twenty-One City Under Crackdown, Moist with Tears... (Part One)\There are more cops than usual.\Here, too.\Can you make it?\Not a problem. response:	I'll leave the timing to you.
context: If he's the real professor, they'll do just about anything to infiltrate the grounds.\If that's what Amber wants.\Episode Twenty-One City Under Crackdown, Moist with Tears... (Part One)\There are more cops than usual.\Here, too.\Can you make it?\Not a problem.\I'll leave the timing to you. response:	Are you ready?
context: If that's what Amber wants.\Episode Twenty-One City Under Crackdown, Moist with Tears... (Part One)\There are more cops than usual.\Here, too.\Can you make it?\Not a problem.\I'll leave the timing to you.\Are you ready? response:	Whenever you are.
context: Episode Twenty-One City Under Crackdown, Moist with Tears... (Part One)\There are more cops than usual.\Here, too.\Can you make it?\Not a problem.\I'll leave the timing to you.\Are you ready?\Whenever you are. response:	I'm only a decoy. You're the one who has to bomb the embassy.
context: There are more cops than usual.\Here, too.\Can you make it?\Not a problem.\I'll leave the timing to you.\Are you ready?\Whenever you are.\I'm only a decoy. You're the one who has to bomb the embassy. response:	Let's go.
context: Here, too.\Can you make it?\Not a problem.\I'll leave the timing to you.\Are you ready?\Whenever you are.\I'm only a decoy. You're the one who has to bomb the embassy.\Let's go. response:	Saitou-san, what is this?
context: Can you make it?\Not a problem.\I'll leave the timing to you.\Are you ready?\Whenever you are.\I'm only a decoy. You're the one who has to bomb the embassy.\Let's go.\Saitou-san, what is this? response:	Anpan and milk is the meal of choice when it comes to undercover work, you know.
context: Not a problem.\I'll leave the timing to you.\Are you ready?\Whenever you are.\I'm only a decoy. You're the one who has to bomb the embassy.\Let's go.\Saitou-san, what is this?\Anpan and milk is the meal of choice when it comes to undercover work, you know. response:	I've never heard that before. You have bad taste.
context: I'll leave the timing to you.\Are you ready?\Whenever you are.\I'm only a decoy. You're the one who has to bomb the embassy.\Let's go.\Saitou-san, what is this?\Anpan and milk is the meal of choice when it comes to undercover work, you know.\I've never heard that before. You have bad taste. response:	You don't have to eat it if you don't want to! Boss, here's your share.
context: Are you ready?\Whenever you are.\I'm only a decoy. You're the one who has to bomb the embassy.\Let's go.\Saitou-san, what is this?\Anpan and milk is the meal of choice when it comes to undercover work, you know.\I've never heard that before. You have bad taste.\You don't have to eat it if you don't want to! Boss, here's your share. response:	Give me another one.
context: Whenever you are.\I'm only a decoy. You're the one who has to bomb the embassy.\Let's go.\Saitou-san, what is this?\Anpan and milk is the meal of choice when it comes to undercover work, you know.\I've never heard that before. You have bad taste.\You don't have to eat it if you don't want to! Boss, here's your share.\Give me another one. response:	O-Okay.
context: I'm only a decoy. You're the one who has to bomb the embassy.\Let's go.\Saitou-san, what is this?\Anpan and milk is the meal of choice when it comes to undercover work, you know.\I've never heard that before. You have bad taste.\You don't have to eat it if you don't want to! Boss, here's your share.\Give me another one.\O-Okay. response:	Do they even sell milk from a bottle these days?
context: Let's go.\Saitou-san, what is this?\Anpan and milk is the meal of choice when it comes to undercover work, you know.\I've never heard that before. You have bad taste.\You don't have to eat it if you don't want to! Boss, here's your share.\Give me another one.\O-Okay.\Do they even sell milk from a bottle these days? response:	Don't you know that glass bottles are the best type of container for the environment?
context: Saitou-san, what is this?\Anpan and milk is the meal of choice when it comes to undercover work, you know.\I've never heard that before. You have bad taste.\You don't have to eat it if you don't want to! Boss, here's your share.\Give me another one.\O-Okay.\Do they even sell milk from a bottle these days?\Don't you know that glass bottles are the best type of container for the environment? response:	Recycle, man! Recycle!
context: Anpan and milk is the meal of choice when it comes to undercover work, you know.\I've never heard that before. You have bad taste.\You don't have to eat it if you don't want to! Boss, here's your share.\Give me another one.\O-Okay.\Do they even sell milk from a bottle these days?\Don't you know that glass bottles are the best type of container for the environment?\Recycle, man! Recycle! response:	He's here!
context: I've never heard that before. You have bad taste.\You don't have to eat it if you don't want to! Boss, here's your share.\Give me another one.\O-Okay.\Do they even sell milk from a bottle these days?\Don't you know that glass bottles are the best type of container for the environment?\Recycle, man! Recycle!\He's here! response:	Shit!
context: You don't have to eat it if you don't want to! Boss, here's your share.\Give me another one.\O-Okay.\Do they even sell milk from a bottle these days?\Don't you know that glass bottles are the best type of container for the environment?\Recycle, man! Recycle!\He's here!\Shit! response:	I'm in.
context: Give me another one.\O-Okay.\Do they even sell milk from a bottle these days?\Don't you know that glass bottles are the best type of container for the environment?\Recycle, man! Recycle!\He's here!\Shit!\I'm in. response:	Good. Yin...
context: O-Okay.\Do they even sell milk from a bottle these days?\Don't you know that glass bottles are the best type of container for the environment?\Recycle, man! Recycle!\He's here!\Shit!\I'm in.\Good. Yin... response:	Move forward twenty meters.
context: Do they even sell milk from a bottle these days?\Don't you know that glass bottles are the best type of container for the environment?\Recycle, man! Recycle!\He's here!\Shit!\I'm in.\Good. Yin...\Move forward twenty meters. response:	There are two guards at the front entrance.
context: Don't you know that glass bottles are the best type of container for the environment?\Recycle, man! Recycle!\He's here!\Shit!\I'm in.\Good. Yin...\Move forward twenty meters.\There are two guards at the front entrance. response:	Head to your right.
context: Recycle, man! Recycle!\He's here!\Shit!\I'm in.\Good. Yin...\Move forward twenty meters.\There are two guards at the front entrance.\Head to your right. response:	Follow the road at the next turn.
context: He's here!\Shit!\I'm in.\Good. Yin...\Move forward twenty meters.\There are two guards at the front entrance.\Head to your right.\Follow the road at the next turn. response:	The first window is unlocked.
context: Shit!\I'm in.\Good. Yin...\Move forward twenty meters.\There are two guards at the front entrance.\Head to your right.\Follow the road at the next turn.\The first window is unlocked. response:	Wait.
context: I'm in.\Good. Yin...\Move forward twenty meters.\There are two guards at the front entrance.\Head to your right.\Follow the road at the next turn.\The first window is unlocked.\Wait. response:	Okay, they're gone.
context: Good. Yin...\Move forward twenty meters.\There are two guards at the front entrance.\Head to your right.\Follow the road at the next turn.\The first window is unlocked.\Wait.\Okay, they're gone. response:	Five minutes until detonation.
context: Move forward twenty meters.\There are two guards at the front entrance.\Head to your right.\Follow the road at the next turn.\The first window is unlocked.\Wait.\Okay, they're gone.\Five minutes until detonation. response:	Got it. Get out of there.
context: There are two guards at the front entrance.\Head to your right.\Follow the road at the next turn.\The first window is unlocked.\Wait.\Okay, they're gone.\Five minutes until detonation.\Got it. Get out of there. response:	Who's there?
context: Head to your right.\Follow the road at the next turn.\The first window is unlocked.\Wait.\Okay, they're gone.\Five minutes until detonation.\Got it. Get out of there.\Who's there? response:	I didn't think we would meet again so soon.
context: Follow the road at the next turn.\The first window is unlocked.\Wait.\Okay, they're gone.\Five minutes until detonation.\Got it. Get out of there.\Who's there?\I didn't think we would meet again so soon. response:	I'm glad I chose Amber.
context: The first window is unlocked.\Wait.\Okay, they're gone.\Five minutes until detonation.\Got it. Get out of there.\Who's there?\I didn't think we would meet again so soon.\I'm glad I chose Amber. response:	As I said earlier, there's no need for concern.
context: Wait.\Okay, they're gone.\Five minutes until detonation.\Got it. Get out of there.\Who's there?\I didn't think we would meet again so soon.\I'm glad I chose Amber.\As I said earlier, there's no need for concern. response:	It's probably a prank.
context: Okay, they're gone.\Five minutes until detonation.\Got it. Get out of there.\Who's there?\I didn't think we would meet again so soon.\I'm glad I chose Amber.\As I said earlier, there's no need for concern.\It's probably a prank. response:	Besides, the smoke screen landed within your jurisdiction. It doesn't have anything to do with us.
context: Five minutes until detonation.\Got it. Get out of there.\Who's there?\I didn't think we would meet again so soon.\I'm glad I chose Amber.\As I said earlier, there's no need for concern.\It's probably a prank.\Besides, the smoke screen landed within your jurisdiction. It doesn't have anything to do with us. response:	That was obviously a decoy!
context: Got it. Get out of there.\Who's there?\I didn't think we would meet again so soon.\I'm glad I chose Amber.\As I said earlier, there's no need for concern.\It's probably a prank.\Besides, the smoke screen landed within your jurisdiction. It doesn't have anything to do with us.\That was obviously a decoy! response:	Even as we speak, security within the embassy's grounds already has its hands full and...
context: Who's there?\I didn't think we would meet again so soon.\I'm glad I chose Amber.\As I said earlier, there's no need for concern.\It's probably a prank.\Besides, the smoke screen landed within your jurisdiction. It doesn't have anything to do with us.\That was obviously a decoy!\Even as we speak, security within the embassy's grounds already has its hands full and... response:	Don't test my patience.
context: I didn't think we would meet again so soon.\I'm glad I chose Amber.\As I said earlier, there's no need for concern.\It's probably a prank.\Besides, the smoke screen landed within your jurisdiction. It doesn't have anything to do with us.\That was obviously a decoy!\Even as we speak, security within the embassy's grounds already has its hands full and...\Don't test my patience. response:	Call the Fire Defense Agency!
context: I'm glad I chose Amber.\As I said earlier, there's no need for concern.\It's probably a prank.\Besides, the smoke screen landed within your jurisdiction. It doesn't have anything to do with us.\That was obviously a decoy!\Even as we speak, security within the embassy's grounds already has its hands full and...\Don't test my patience.\Call the Fire Defense Agency! response:	Sir!
context: As I said earlier, there's no need for concern.\It's probably a prank.\Besides, the smoke screen landed within your jurisdiction. It doesn't have anything to do with us.\That was obviously a decoy!\Even as we speak, security within the embassy's grounds already has its hands full and...\Don't test my patience.\Call the Fire Defense Agency!\Sir! response:	T-This must be an accident! There must be some kind of mistake...
context: It's probably a prank.\Besides, the smoke screen landed within your jurisdiction. It doesn't have anything to do with us.\That was obviously a decoy!\Even as we speak, security within the embassy's grounds already has its hands full and...\Don't test my patience.\Call the Fire Defense Agency!\Sir!\T-This must be an accident! There must be some kind of mistake... response:	Mr. Bonham!
context: Besides, the smoke screen landed within your jurisdiction. It doesn't have anything to do with us.\That was obviously a decoy!\Even as we speak, security within the embassy's grounds already has its hands full and...\Don't test my patience.\Call the Fire Defense Agency!\Sir!\T-This must be an accident! There must be some kind of mistake...\Mr. Bonham! response:	Don't let them in!
context: That was obviously a decoy!\Even as we speak, security within the embassy's grounds already has its hands full and...\Don't test my patience.\Call the Fire Defense Agency!\Sir!\T-This must be an accident! There must be some kind of mistake...\Mr. Bonham!\Don't let them in! response:	Yes?
context: Even as we speak, security within the embassy's grounds already has its hands full and...\Don't test my patience.\Call the Fire Defense Agency!\Sir!\T-This must be an accident! There must be some kind of mistake...\Mr. Bonham!\Don't let them in!\Yes? response:	This is Kirihara.
context: Don't test my patience.\Call the Fire Defense Agency!\Sir!\T-This must be an accident! There must be some kind of mistake...\Mr. Bonham!\Don't let them in!\Yes?\This is Kirihara. response:	They beat us. I'm sorry.
context: Call the Fire Defense Agency!\Sir!\T-This must be an accident! There must be some kind of mistake...\Mr. Bonham!\Don't let them in!\Yes?\This is Kirihara.\They beat us. I'm sorry. response:	How are things at the embassy?
context: Sir!\T-This must be an accident! There must be some kind of mistake...\Mr. Bonham!\Don't let them in!\Yes?\This is Kirihara.\They beat us. I'm sorry.\How are things at the embassy? response:	I can't confirm anything without setting foot on the premises.
context: T-This must be an accident! There must be some kind of mistake...\Mr. Bonham!\Don't let them in!\Yes?\This is Kirihara.\They beat us. I'm sorry.\How are things at the embassy?\I can't confirm anything without setting foot on the premises. response:	Manager, I need to ask you for a favor.
context: Mr. Bonham!\Don't let them in!\Yes?\This is Kirihara.\They beat us. I'm sorry.\How are things at the embassy?\I can't confirm anything without setting foot on the premises.\Manager, I need to ask you for a favor. response:	On the grounds of preserving public order, please grant us permission to enter the embassy.
context: Don't let them in!\Yes?\This is Kirihara.\They beat us. I'm sorry.\How are things at the embassy?\I can't confirm anything without setting foot on the premises.\Manager, I need to ask you for a favor.\On the grounds of preserving public order, please grant us permission to enter the embassy. response:	What?
context: Yes?\This is Kirihara.\They beat us. I'm sorry.\How are things at the embassy?\I can't confirm anything without setting foot on the premises.\Manager, I need to ask you for a favor.\On the grounds of preserving public order, please grant us permission to enter the embassy.\What? response:	At this rate, we won't be able to rescue the survivors, and we'll lose our lead on the suspects!
context: This is Kirihara.\They beat us. I'm sorry.\How are things at the embassy?\I can't confirm anything without setting foot on the premises.\Manager, I need to ask you for a favor.\On the grounds of preserving public order, please grant us permission to enter the embassy.\What?\At this rate, we won't be able to rescue the survivors, and we'll lose our lead on the suspects! response:	Understood. Give me five minutes.
context: They beat us. I'm sorry.\How are things at the embassy?\I can't confirm anything without setting foot on the premises.\Manager, I need to ask you for a favor.\On the grounds of preserving public order, please grant us permission to enter the embassy.\What?\At this rate, we won't be able to rescue the survivors, and we'll lose our lead on the suspects!\Understood. Give me five minutes. response:	It's just as you heard.
context: How are things at the embassy?\I can't confirm anything without setting foot on the premises.\Manager, I need to ask you for a favor.\On the grounds of preserving public order, please grant us permission to enter the embassy.\What?\At this rate, we won't be able to rescue the survivors, and we'll lose our lead on the suspects!\Understood. Give me five minutes.\It's just as you heard. response:	Do you have the permission of the Chief Cabinet Secretary?
context: I can't confirm anything without setting foot on the premises.\Manager, I need to ask you for a favor.\On the grounds of preserving public order, please grant us permission to enter the embassy.\What?\At this rate, we won't be able to rescue the survivors, and we'll lose our lead on the suspects!\Understood. Give me five minutes.\It's just as you heard.\Do you have the permission of the Chief Cabinet Secretary? response:	Yes, as long as foreign relations with the U.S. are not compromised in the process.
