context: Top o' the mornin' to ya!!! response:	Uwaaa...
context: I'm sure things will work out for you.\Maybe so.\I want to cure my phobia as fast as possible.\Since I want to be able to touch girls again!\Are you finished with your warm-up?\Yes.\Then execute the second stage of the mission.\This is an order from Ojou-sama. response:	Here I go.
context: Maybe so.\I want to cure my phobia as fast as possible.\Since I want to be able to touch girls again!\Are you finished with your warm-up?\Yes.\Then execute the second stage of the mission.\This is an order from Ojou-sama.\Here I go. response:	Program One.
context: I want to cure my phobia as fast as possible.\Since I want to be able to touch girls again!\Are you finished with your warm-up?\Yes.\Then execute the second stage of the mission.\This is an order from Ojou-sama.\Here I go.\Program One. response:	Program Two.
context: Since I want to be able to touch girls again!\Are you finished with your warm-up?\Yes.\Then execute the second stage of the mission.\This is an order from Ojou-sama.\Here I go.\Program One.\Program Two. response:	Three.
context: Are you finished with your warm-up?\Yes.\Then execute the second stage of the mission.\This is an order from Ojou-sama.\Here I go.\Program One.\Program Two.\Three. response:	Subaru.
context: Yes.\Then execute the second stage of the mission.\This is an order from Ojou-sama.\Here I go.\Program One.\Program Two.\Three.\Subaru. response:	Yes?
context: Then execute the second stage of the mission.\This is an order from Ojou-sama.\Here I go.\Program One.\Program Two.\Three.\Subaru.\Yes? response:	Give the cell phone to Jirou-kun.
context: This is an order from Ojou-sama.\Here I go.\Program One.\Program Two.\Three.\Subaru.\Yes?\Give the cell phone to Jirou-kun. response:	How is it?
context: Here I go.\Program One.\Program Two.\Three.\Subaru.\Yes?\Give the cell phone to Jirou-kun.\How is it? response:	Your nose did not bleed yet?
context: Program One.\Program Two.\Three.\Subaru.\Yes?\Give the cell phone to Jirou-kun.\How is it?\Your nose did not bleed yet? response:	Somehow.
context: Program Two.\Three.\Subaru.\Yes?\Give the cell phone to Jirou-kun.\How is it?\Your nose did not bleed yet?\Somehow. response:	Well then, as a present, you're allowed use the sheep ticket.
context: Three.\Subaru.\Yes?\Give the cell phone to Jirou-kun.\How is it?\Your nose did not bleed yet?\Somehow.\Well then, as a present, you're allowed use the sheep ticket. response:	'Kay?
context: Subaru.\Yes?\Give the cell phone to Jirou-kun.\How is it?\Your nose did not bleed yet?\Somehow.\Well then, as a present, you're allowed use the sheep ticket.\'Kay? response:	Why do you have that?!
context: Yes?\Give the cell phone to Jirou-kun.\How is it?\Your nose did not bleed yet?\Somehow.\Well then, as a present, you're allowed use the sheep ticket.\'Kay?\Why do you have that?! response:	Suzutsuki gave it to me.
context: Give the cell phone to Jirou-kun.\How is it?\Your nose did not bleed yet?\Somehow.\Well then, as a present, you're allowed use the sheep ticket.\'Kay?\Why do you have that?!\Suzutsuki gave it to me. response:	What are your orders, master?
context: How is it?\Your nose did not bleed yet?\Somehow.\Well then, as a present, you're allowed use the sheep ticket.\'Kay?\Why do you have that?!\Suzutsuki gave it to me.\What are your orders, master? response:	My master!!
context: Your nose did not bleed yet?\Somehow.\Well then, as a present, you're allowed use the sheep ticket.\'Kay?\Why do you have that?!\Suzutsuki gave it to me.\What are your orders, master?\My master!! response:	NO WAY!!!
context: Somehow.\Well then, as a present, you're allowed use the sheep ticket.\'Kay?\Why do you have that?!\Suzutsuki gave it to me.\What are your orders, master?\My master!!\NO WAY!!! response:	My master.
context: Well then, as a present, you're allowed use the sheep ticket.\'Kay?\Why do you have that?!\Suzutsuki gave it to me.\What are your orders, master?\My master!!\NO WAY!!!\My master. response:	I really do not wish to utter those words to anyone other than Ojou-sama.
context: 'Kay?\Why do you have that?!\Suzutsuki gave it to me.\What are your orders, master?\My master!!\NO WAY!!!\My master.\I really do not wish to utter those words to anyone other than Ojou-sama. response:	However, a sheep ticket is the same as an order from Ojou-sama, so...
context: Why do you have that?!\Suzutsuki gave it to me.\What are your orders, master?\My master!!\NO WAY!!!\My master.\I really do not wish to utter those words to anyone other than Ojou-sama.\However, a sheep ticket is the same as an order from Ojou-sama, so... response:	The sheep ticket is absolute, isn't it?
context: Suzutsuki gave it to me.\What are your orders, master?\My master!!\NO WAY!!!\My master.\I really do not wish to utter those words to anyone other than Ojou-sama.\However, a sheep ticket is the same as an order from Ojou-sama, so...\The sheep ticket is absolute, isn't it? response:	Now, please order me around as you please!
context: What are your orders, master?\My master!!\NO WAY!!!\My master.\I really do not wish to utter those words to anyone other than Ojou-sama.\However, a sheep ticket is the same as an order from Ojou-sama, so...\The sheep ticket is absolute, isn't it?\Now, please order me around as you please! response:	As I please sounds kind of...
context: My master!!\NO WAY!!!\My master.\I really do not wish to utter those words to anyone other than Ojou-sama.\However, a sheep ticket is the same as an order from Ojou-sama, so...\The sheep ticket is absolute, isn't it?\Now, please order me around as you please!\As I please sounds kind of... response:	No way, I'm not a perv!
context: NO WAY!!!\My master.\I really do not wish to utter those words to anyone other than Ojou-sama.\However, a sheep ticket is the same as an order from Ojou-sama, so...\The sheep ticket is absolute, isn't it?\Now, please order me around as you please!\As I please sounds kind of...\No way, I'm not a perv! response:	W-Well then, try saying mehh.
context: My master.\I really do not wish to utter those words to anyone other than Ojou-sama.\However, a sheep ticket is the same as an order from Ojou-sama, so...\The sheep ticket is absolute, isn't it?\Now, please order me around as you please!\As I please sounds kind of...\No way, I'm not a perv!\W-Well then, try saying mehh. response:	M-M-M-Mehh...
context: I really do not wish to utter those words to anyone other than Ojou-sama.\However, a sheep ticket is the same as an order from Ojou-sama, so...\The sheep ticket is absolute, isn't it?\Now, please order me around as you please!\As I please sounds kind of...\No way, I'm not a perv!\W-Well then, try saying mehh.\M-M-M-Mehh... response:	It was just supposed to be a simple order, but I feel like I've crossed the line.
context: However, a sheep ticket is the same as an order from Ojou-sama, so...\The sheep ticket is absolute, isn't it?\Now, please order me around as you please!\As I please sounds kind of...\No way, I'm not a perv!\W-Well then, try saying mehh.\M-M-M-Mehh...\It was just supposed to be a simple order, but I feel like I've crossed the line. response:	Not at all. Nevertheless, I am my master's butler.
context: The sheep ticket is absolute, isn't it?\Now, please order me around as you please!\As I please sounds kind of...\No way, I'm not a perv!\W-Well then, try saying mehh.\M-M-M-Mehh...\It was just supposed to be a simple order, but I feel like I've crossed the line.\Not at all. Nevertheless, I am my master's butler. response:	Well, you can stop now.
context: Now, please order me around as you please!\As I please sounds kind of...\No way, I'm not a perv!\W-Well then, try saying mehh.\M-M-M-Mehh...\It was just supposed to be a simple order, but I feel like I've crossed the line.\Not at all. Nevertheless, I am my master's butler.\Well, you can stop now. response:	Master, you have some dust on your head.
context: As I please sounds kind of...\No way, I'm not a perv!\W-Well then, try saying mehh.\M-M-M-Mehh...\It was just supposed to be a simple order, but I feel like I've crossed the line.\Not at all. Nevertheless, I am my master's butler.\Well, you can stop now.\Master, you have some dust on your head. response:	Stop, Konoe!
context: No way, I'm not a perv!\W-Well then, try saying mehh.\M-M-M-Mehh...\It was just supposed to be a simple order, but I feel like I've crossed the line.\Not at all. Nevertheless, I am my master's butler.\Well, you can stop now.\Master, you have some dust on your head.\Stop, Konoe! response:	Why are you are shivering so much?
context: W-Well then, try saying mehh.\M-M-M-Mehh...\It was just supposed to be a simple order, but I feel like I've crossed the line.\Not at all. Nevertheless, I am my master's butler.\Well, you can stop now.\Master, you have some dust on your head.\Stop, Konoe!\Why are you are shivering so much? response:	Is it really that cold?
context: M-M-M-Mehh...\It was just supposed to be a simple order, but I feel like I've crossed the line.\Not at all. Nevertheless, I am my master's butler.\Well, you can stop now.\Master, you have some dust on your head.\Stop, Konoe!\Why are you are shivering so much?\Is it really that cold? response:	Well then, shall I warm you up?
context: It was just supposed to be a simple order, but I feel like I've crossed the line.\Not at all. Nevertheless, I am my master's butler.\Well, you can stop now.\Master, you have some dust on your head.\Stop, Konoe!\Why are you are shivering so much?\Is it really that cold?\Well then, shall I warm you up? response:	A small chest is for the best!
context: Not at all. Nevertheless, I am my master's butler.\Well, you can stop now.\Master, you have some dust on your head.\Stop, Konoe!\Why are you are shivering so much?\Is it really that cold?\Well then, shall I warm you up?\A small chest is for the best! response:	Kanade-ojousama, love.
context: Well, you can stop now.\Master, you have some dust on your head.\Stop, Konoe!\Why are you are shivering so much?\Is it really that cold?\Well then, shall I warm you up?\A small chest is for the best!\Kanade-ojousama, love. response:	Kureha!
context: Master, you have some dust on your head.\Stop, Konoe!\Why are you are shivering so much?\Is it really that cold?\Well then, shall I warm you up?\A small chest is for the best!\Kanade-ojousama, love.\Kureha! response:	What're you doing at a place like this?
context: Stop, Konoe!\Why are you are shivering so much?\Is it really that cold?\Well then, shall I warm you up?\A small chest is for the best!\Kanade-ojousama, love.\Kureha!\What're you doing at a place like this? response:	That's my line!
context: Why are you are shivering so much?\Is it really that cold?\Well then, shall I warm you up?\A small chest is for the best!\Kanade-ojousama, love.\Kureha!\What're you doing at a place like this?\That's my line! response:	I heard that you were going out with a guy.
context: Is it really that cold?\Well then, shall I warm you up?\A small chest is for the best!\Kanade-ojousama, love.\Kureha!\What're you doing at a place like this?\That's my line!\I heard that you were going out with a guy. response:	I was worried, so I've been tailing you all day.
context: Well then, shall I warm you up?\A small chest is for the best!\Kanade-ojousama, love.\Kureha!\What're you doing at a place like this?\That's my line!\I heard that you were going out with a guy.\I was worried, so I've been tailing you all day. response:	You followed me?
context: A small chest is for the best!\Kanade-ojousama, love.\Kureha!\What're you doing at a place like this?\That's my line!\I heard that you were going out with a guy.\I was worried, so I've been tailing you all day.\You followed me? response:	Then the unthinkable happened.
context: Kanade-ojousama, love.\Kureha!\What're you doing at a place like this?\That's my line!\I heard that you were going out with a guy.\I was worried, so I've been tailing you all day.\You followed me?\Then the unthinkable happened. response:	I found you with him!
context: Kureha!\What're you doing at a place like this?\That's my line!\I heard that you were going out with a guy.\I was worried, so I've been tailing you all day.\You followed me?\Then the unthinkable happened.\I found you with him! response:	Why?
context: What're you doing at a place like this?\That's my line!\I heard that you were going out with a guy.\I was worried, so I've been tailing you all day.\You followed me?\Then the unthinkable happened.\I found you with him!\Why? response:	Why does he have a fetish as perverted as crossdressing?
context: That's my line!\I heard that you were going out with a guy.\I was worried, so I've been tailing you all day.\You followed me?\Then the unthinkable happened.\I found you with him!\Why?\Why does he have a fetish as perverted as crossdressing? response:	Huh?
context: I heard that you were going out with a guy.\I was worried, so I've been tailing you all day.\You followed me?\Then the unthinkable happened.\I found you with him!\Why?\Why does he have a fetish as perverted as crossdressing?\Huh? response:	Wait
context: I was worried, so I've been tailing you all day.\You followed me?\Then the unthinkable happened.\I found you with him!\Why?\Why does he have a fetish as perverted as crossdressing?\Huh?\Wait response:	I saw all of it.
context: You followed me?\Then the unthinkable happened.\I found you with him!\Why?\Why does he have a fetish as perverted as crossdressing?\Huh?\Wait\I saw all of it. response:	How you gave a plushie as a present to Crossdressing-senpai.
context: Then the unthinkable happened.\I found you with him!\Why?\Why does he have a fetish as perverted as crossdressing?\Huh?\Wait\I saw all of it.\How you gave a plushie as a present to Crossdressing-senpai. response:	How you also let him touch your body in lewd ways.
context: I found you with him!\Why?\Why does he have a fetish as perverted as crossdressing?\Huh?\Wait\I saw all of it.\How you gave a plushie as a present to Crossdressing-senpai.\How you also let him touch your body in lewd ways. response:	And how you almost kissed even though you're both boys.
context: Why?\Why does he have a fetish as perverted as crossdressing?\Huh?\Wait\I saw all of it.\How you gave a plushie as a present to Crossdressing-senpai.\How you also let him touch your body in lewd ways.\And how you almost kissed even though you're both boys. response:	I knew something was odd when he came to pick you up.
context: Why does he have a fetish as perverted as crossdressing?\Huh?\Wait\I saw all of it.\How you gave a plushie as a present to Crossdressing-senpai.\How you also let him touch your body in lewd ways.\And how you almost kissed even though you're both boys.\I knew something was odd when he came to pick you up. response:	You tricked my brother didn't you?
context: Huh?\Wait\I saw all of it.\How you gave a plushie as a present to Crossdressing-senpai.\How you also let him touch your body in lewd ways.\And how you almost kissed even though you're both boys.\I knew something was odd when he came to pick you up.\You tricked my brother didn't you? response:	Kureha...
context: Wait\I saw all of it.\How you gave a plushie as a present to Crossdressing-senpai.\How you also let him touch your body in lewd ways.\And how you almost kissed even though you're both boys.\I knew something was odd when he came to pick you up.\You tricked my brother didn't you?\Kureha... response:	You thieving cat!
context: I saw all of it.\How you gave a plushie as a present to Crossdressing-senpai.\How you also let him touch your body in lewd ways.\And how you almost kissed even though you're both boys.\I knew something was odd when he came to pick you up.\You tricked my brother didn't you?\Kureha...\You thieving cat! response:	Give me my brother back!
context: How you gave a plushie as a present to Crossdressing-senpai.\How you also let him touch your body in lewd ways.\And how you almost kissed even though you're both boys.\I knew something was odd when he came to pick you up.\You tricked my brother didn't you?\Kureha...\You thieving cat!\Give me my brother back! response:	What!!!
context: How you also let him touch your body in lewd ways.\And how you almost kissed even though you're both boys.\I knew something was odd when he came to pick you up.\You tricked my brother didn't you?\Kureha...\You thieving cat!\Give me my brother back!\What!!! response:	Kureha!
context: And how you almost kissed even though you're both boys.\I knew something was odd when he came to pick you up.\You tricked my brother didn't you?\Kureha...\You thieving cat!\Give me my brother back!\What!!!\Kureha! response:	What is this?
context: I knew something was odd when he came to pick you up.\You tricked my brother didn't you?\Kureha...\You thieving cat!\Give me my brother back!\What!!!\Kureha!\What is this? response:	This is...
context: You tricked my brother didn't you?\Kureha...\You thieving cat!\Give me my brother back!\What!!!\Kureha!\What is this?\This is... response:	I was defeated so easily?
context: Kureha...\You thieving cat!\Give me my brother back!\What!!!\Kureha!\What is this?\This is...\I was defeated so easily? response:	Wouldn't you say that was a rather unforeseen ending?
context: You thieving cat!\Give me my brother back!\What!!!\Kureha!\What is this?\This is...\I was defeated so easily?\Wouldn't you say that was a rather unforeseen ending? response:	Suzutsuki!
context: Give me my brother back!\What!!!\Kureha!\What is this?\This is...\I was defeated so easily?\Wouldn't you say that was a rather unforeseen ending?\Suzutsuki! response:	You were watching us?
context: What!!!\Kureha!\What is this?\This is...\I was defeated so easily?\Wouldn't you say that was a rather unforeseen ending?\Suzutsuki!\You were watching us? response:	Would I miss the chance to see something this interesting?
context: Kureha!\What is this?\This is...\I was defeated so easily?\Wouldn't you say that was a rather unforeseen ending?\Suzutsuki!\You were watching us?\Would I miss the chance to see something this interesting? response:	Sorry, I did not mean to kick her that hard.
context: What is this?\This is...\I was defeated so easily?\Wouldn't you say that was a rather unforeseen ending?\Suzutsuki!\You were watching us?\Would I miss the chance to see something this interesting?\Sorry, I did not mean to kick her that hard. response:	Don't worry.
context: This is...\I was defeated so easily?\Wouldn't you say that was a rather unforeseen ending?\Suzutsuki!\You were watching us?\Would I miss the chance to see something this interesting?\Sorry, I did not mean to kick her that hard.\Don't worry. response:	She wouldn't have stopped if you didn't do that.
context: I was defeated so easily?\Wouldn't you say that was a rather unforeseen ending?\Suzutsuki!\You were watching us?\Would I miss the chance to see something this interesting?\Sorry, I did not mean to kick her that hard.\Don't worry.\She wouldn't have stopped if you didn't do that. response:	But...
context: Wouldn't you say that was a rather unforeseen ending?\Suzutsuki!\You were watching us?\Would I miss the chance to see something this interesting?\Sorry, I did not mean to kick her that hard.\Don't worry.\She wouldn't have stopped if you didn't do that.\But... response:	Well, see you at school tomorrow, okay?
context: Suzutsuki!\You were watching us?\Would I miss the chance to see something this interesting?\Sorry, I did not mean to kick her that hard.\Don't worry.\She wouldn't have stopped if you didn't do that.\But...\Well, see you at school tomorrow, okay? response:	I'm home.
context: You were watching us?\Would I miss the chance to see something this interesting?\Sorry, I did not mean to kick her that hard.\Don't worry.\She wouldn't have stopped if you didn't do that.\But...\Well, see you at school tomorrow, okay?\I'm home. response:	Hey, Kureha!
context: Would I miss the chance to see something this interesting?\Sorry, I did not mean to kick her that hard.\Don't worry.\She wouldn't have stopped if you didn't do that.\But...\Well, see you at school tomorrow, okay?\I'm home.\Hey, Kureha! response:	Are you back yet?
context: Sorry, I did not mean to kick her that hard.\Don't worry.\She wouldn't have stopped if you didn't do that.\But...\Well, see you at school tomorrow, okay?\I'm home.\Hey, Kureha!\Are you back yet? response:	T-This stuffed bear is...
context: Don't worry.\She wouldn't have stopped if you didn't do that.\But...\Well, see you at school tomorrow, okay?\I'm home.\Hey, Kureha!\Are you back yet?\T-This stuffed bear is... response:	You were used as Kureha's sandbag while I wasn't around.
context: She wouldn't have stopped if you didn't do that.\But...\Well, see you at school tomorrow, okay?\I'm home.\Hey, Kureha!\Are you back yet?\T-This stuffed bear is...\You were used as Kureha's sandbag while I wasn't around. response:	I'm so sorry.
context: But...\Well, see you at school tomorrow, okay?\I'm home.\Hey, Kureha!\Are you back yet?\T-This stuffed bear is...\You were used as Kureha's sandbag while I wasn't around.\I'm so sorry. response:	Well, it was a huge shock to Kureha after all.
context: Well, see you at school tomorrow, okay?\I'm home.\Hey, Kureha!\Are you back yet?\T-This stuffed bear is...\You were used as Kureha's sandbag while I wasn't around.\I'm so sorry.\Well, it was a huge shock to Kureha after all. response:	I am sincerely sorry about what happened yesterday...
context: I'm home.\Hey, Kureha!\Are you back yet?\T-This stuffed bear is...\You were used as Kureha's sandbag while I wasn't around.\I'm so sorry.\Well, it was a huge shock to Kureha after all.\I am sincerely sorry about what happened yesterday... response:	That still hasn't been resolved, has it?
context: Hey, Kureha!\Are you back yet?\T-This stuffed bear is...\You were used as Kureha's sandbag while I wasn't around.\I'm so sorry.\Well, it was a huge shock to Kureha after all.\I am sincerely sorry about what happened yesterday...\That still hasn't been resolved, has it? response:	It feels like it's only going to get tougher from now on.
context: Are you back yet?\T-This stuffed bear is...\You were used as Kureha's sandbag while I wasn't around.\I'm so sorry.\Well, it was a huge shock to Kureha after all.\I am sincerely sorry about what happened yesterday...\That still hasn't been resolved, has it?\It feels like it's only going to get tougher from now on. response:	1.2 Physical Examination Period
context: T-This stuffed bear is...\You were used as Kureha's sandbag while I wasn't around.\I'm so sorry.\Well, it was a huge shock to Kureha after all.\I am sincerely sorry about what happened yesterday...\That still hasn't been resolved, has it?\It feels like it's only going to get tougher from now on.\1.2 Physical Examination Period response:	Well then, the boys should get changed into their gym uniforms and head to the nurse's office.
context: You were used as Kureha's sandbag while I wasn't around.\I'm so sorry.\Well, it was a huge shock to Kureha after all.\I am sincerely sorry about what happened yesterday...\That still hasn't been resolved, has it?\It feels like it's only going to get tougher from now on.\1.2 Physical Examination Period\Well then, the boys should get changed into their gym uniforms and head to the nurse's office. response:	What are you going to do?
context: I'm so sorry.\Well, it was a huge shock to Kureha after all.\I am sincerely sorry about what happened yesterday...\That still hasn't been resolved, has it?\It feels like it's only going to get tougher from now on.\1.2 Physical Examination Period\Well then, the boys should get changed into their gym uniforms and head to the nurse's office.\What are you going to do? response:	I don't really have a choice.
context: Well, it was a huge shock to Kureha after all.\I am sincerely sorry about what happened yesterday...\That still hasn't been resolved, has it?\It feels like it's only going to get tougher from now on.\1.2 Physical Examination Period\Well then, the boys should get changed into their gym uniforms and head to the nurse's office.\What are you going to do?\I don't really have a choice. response:	It's a physical examination, you know!
context: I am sincerely sorry about what happened yesterday...\That still hasn't been resolved, has it?\It feels like it's only going to get tougher from now on.\1.2 Physical Examination Period\Well then, the boys should get changed into their gym uniforms and head to the nurse's office.\What are you going to do?\I don't really have a choice.\It's a physical examination, you know! response:	You'll be measured here and there while you're naked, you know!
context: That still hasn't been resolved, has it?\It feels like it's only going to get tougher from now on.\1.2 Physical Examination Period\Well then, the boys should get changed into their gym uniforms and head to the nurse's office.\What are you going to do?\I don't really have a choice.\It's a physical examination, you know!\You'll be measured here and there while you're naked, you know! response:	But Ojou-sama said,
context: It feels like it's only going to get tougher from now on.\1.2 Physical Examination Period\Well then, the boys should get changed into their gym uniforms and head to the nurse's office.\What are you going to do?\I don't really have a choice.\It's a physical examination, you know!\You'll be measured here and there while you're naked, you know!\But Ojou-sama said, response:	You were able to avoid the physical examination last year because you had a sudden illness,
context: 1.2 Physical Examination Period\Well then, the boys should get changed into their gym uniforms and head to the nurse's office.\What are you going to do?\I don't really have a choice.\It's a physical examination, you know!\You'll be measured here and there while you're naked, you know!\But Ojou-sama said,\You were able to avoid the physical examination last year because you had a sudden illness, response:	but this year you will just have to rely on him.
context: Well then, the boys should get changed into their gym uniforms and head to the nurse's office.\What are you going to do?\I don't really have a choice.\It's a physical examination, you know!\You'll be measured here and there while you're naked, you know!\But Ojou-sama said,\You were able to avoid the physical examination last year because you had a sudden illness,\but this year you will just have to rely on him. response:	Got it, Subaru?
context: What are you going to do?\I don't really have a choice.\It's a physical examination, you know!\You'll be measured here and there while you're naked, you know!\But Ojou-sama said,\You were able to avoid the physical examination last year because you had a sudden illness,\but this year you will just have to rely on him.\Got it, Subaru? response:	You've always changed here haven't you?
context: I don't really have a choice.\It's a physical examination, you know!\You'll be measured here and there while you're naked, you know!\But Ojou-sama said,\You were able to avoid the physical examination last year because you had a sudden illness,\but this year you will just have to rely on him.\Got it, Subaru?\You've always changed here haven't you? response:	Yes.
context: It's a physical examination, you know!\You'll be measured here and there while you're naked, you know!\But Ojou-sama said,\You were able to avoid the physical examination last year because you had a sudden illness,\but this year you will just have to rely on him.\Got it, Subaru?\You've always changed here haven't you?\Yes. response:	No matter how you think about it, it's impossible.
context: You'll be measured here and there while you're naked, you know!\But Ojou-sama said,\You were able to avoid the physical examination last year because you had a sudden illness,\but this year you will just have to rely on him.\Got it, Subaru?\You've always changed here haven't you?\Yes.\No matter how you think about it, it's impossible. response:	You don't have to go through with this.
context: But Ojou-sama said,\You were able to avoid the physical examination last year because you had a sudden illness,\but this year you will just have to rely on him.\Got it, Subaru?\You've always changed here haven't you?\Yes.\No matter how you think about it, it's impossible.\You don't have to go through with this. response:	It will be fine.
context: You were able to avoid the physical examination last year because you had a sudden illness,\but this year you will just have to rely on him.\Got it, Subaru?\You've always changed here haven't you?\Yes.\No matter how you think about it, it's impossible.\You don't have to go through with this.\It will be fine. response:	I will overcome it no matter what.
context: but this year you will just have to rely on him.\Got it, Subaru?\You've always changed here haven't you?\Yes.\No matter how you think about it, it's impossible.\You don't have to go through with this.\It will be fine.\I will overcome it no matter what. response:	Height, weight, sitting height.
context: Got it, Subaru?\You've always changed here haven't you?\Yes.\No matter how you think about it, it's impossible.\You don't have to go through with this.\It will be fine.\I will overcome it no matter what.\Height, weight, sitting height. response:	So far, so good...
context: You've always changed here haven't you?\Yes.\No matter how you think about it, it's impossible.\You don't have to go through with this.\It will be fine.\I will overcome it no matter what.\Height, weight, sitting height.\So far, so good... response:	You're screwed if they try to measure your chest.
context: Yes.\No matter how you think about it, it's impossible.\You don't have to go through with this.\It will be fine.\I will overcome it no matter what.\Height, weight, sitting height.\So far, so good...\You're screwed if they try to measure your chest. response:	Don't worry, I have bound it tighter than usual.
context: No matter how you think about it, it's impossible.\You don't have to go through with this.\It will be fine.\I will overcome it no matter what.\Height, weight, sitting height.\So far, so good...\You're screwed if they try to measure your chest.\Don't worry, I have bound it tighter than usual. response:	You don't usually wrap it up like that!
context: You don't have to go through with this.\It will be fine.\I will overcome it no matter what.\Height, weight, sitting height.\So far, so good...\You're screwed if they try to measure your chest.\Don't worry, I have bound it tighter than usual.\You don't usually wrap it up like that! response:	I will fool them somehow.
context: It will be fine.\I will overcome it no matter what.\Height, weight, sitting height.\So far, so good...\You're screwed if they try to measure your chest.\Don't worry, I have bound it tighter than usual.\You don't usually wrap it up like that!\I will fool them somehow. response:	Next is, Konoe Subaru-kun.
context: I will overcome it no matter what.\Height, weight, sitting height.\So far, so good...\You're screwed if they try to measure your chest.\Don't worry, I have bound it tighter than usual.\You don't usually wrap it up like that!\I will fool them somehow.\Next is, Konoe Subaru-kun. response:	Coming.
context: Height, weight, sitting height.\So far, so good...\You're screwed if they try to measure your chest.\Don't worry, I have bound it tighter than usual.\You don't usually wrap it up like that!\I will fool them somehow.\Next is, Konoe Subaru-kun.\Coming. response:	What's this?!
context: So far, so good...\You're screwed if they try to measure your chest.\Don't worry, I have bound it tighter than usual.\You don't usually wrap it up like that!\I will fool them somehow.\Next is, Konoe Subaru-kun.\Coming.\What's this?! response:	Take it off!
context: You're screwed if they try to measure your chest.\Don't worry, I have bound it tighter than usual.\You don't usually wrap it up like that!\I will fool them somehow.\Next is, Konoe Subaru-kun.\Coming.\What's this?!\Take it off! response:	I need to take the proper measurement, right?
context: Don't worry, I have bound it tighter than usual.\You don't usually wrap it up like that!\I will fool them somehow.\Next is, Konoe Subaru-kun.\Coming.\What's this?!\Take it off!\I need to take the proper measurement, right? response:	A girl?!
context: You don't usually wrap it up like that!\I will fool them somehow.\Next is, Konoe Subaru-kun.\Coming.\What's this?!\Take it off!\I need to take the proper measurement, right?\A girl?! response:	Konoe is a girl?!
context: I will fool them somehow.\Next is, Konoe Subaru-kun.\Coming.\What's this?!\Take it off!\I need to take the proper measurement, right?\A girl?!\Konoe is a girl?! response:	Wait a second!
context: Next is, Konoe Subaru-kun.\Coming.\What's this?!\Take it off!\I need to take the proper measurement, right?\A girl?!\Konoe is a girl?!\Wait a second! response:	Konoe is, well, very shy in front of crowds!
context: Coming.\What's this?!\Take it off!\I need to take the proper measurement, right?\A girl?!\Konoe is a girl?!\Wait a second!\Konoe is, well, very shy in front of crowds! response:	I'll measure his chest!
context: What's this?!\Take it off!\I need to take the proper measurement, right?\A girl?!\Konoe is a girl?!\Wait a second!\Konoe is, well, very shy in front of crowds!\I'll measure his chest! response:	Wha...?
context: Take it off!\I need to take the proper measurement, right?\A girl?!\Konoe is a girl?!\Wait a second!\Konoe is, well, very shy in front of crowds!\I'll measure his chest!\Wha...? response:	Fine...
context: I need to take the proper measurement, right?\A girl?!\Konoe is a girl?!\Wait a second!\Konoe is, well, very shy in front of crowds!\I'll measure his chest!\Wha...?\Fine... response:	Sakamachi!
context: A girl?!\Konoe is a girl?!\Wait a second!\Konoe is, well, very shy in front of crowds!\I'll measure his chest!\Wha...?\Fine...\Sakamachi! response:	78 centimeters.
context: Konoe is a girl?!\Wait a second!\Konoe is, well, very shy in front of crowds!\I'll measure his chest!\Wha...?\Fine...\Sakamachi!\78 centimeters. response:	Sakamachi, are you okay?
context: Wait a second!\Konoe is, well, very shy in front of crowds!\I'll measure his chest!\Wha...?\Fine...\Sakamachi!\78 centimeters.\Sakamachi, are you okay? response:	Okay. Next is, Sakamachi Kinjirou.
context: Konoe is, well, very shy in front of crowds!\I'll measure his chest!\Wha...?\Fine...\Sakamachi!\78 centimeters.\Sakamachi, are you okay?\Okay. Next is, Sakamachi Kinjirou. response:	This is really bad!
context: I'll measure his chest!\Wha...?\Fine...\Sakamachi!\78 centimeters.\Sakamachi, are you okay?\Okay. Next is, Sakamachi Kinjirou.\This is really bad! response:	We're already teenagers, yet they still give us female nurses!
context: Wha...?\Fine...\Sakamachi!\78 centimeters.\Sakamachi, are you okay?\Okay. Next is, Sakamachi Kinjirou.\This is really bad!\We're already teenagers, yet they still give us female nurses! response:	It's supposed to be a male doctor!
context: Fine...\Sakamachi!\78 centimeters.\Sakamachi, are you okay?\Okay. Next is, Sakamachi Kinjirou.\This is really bad!\We're already teenagers, yet they still give us female nurses!\It's supposed to be a male doctor! response:	I will measure his chest.
context: Sakamachi!\78 centimeters.\Sakamachi, are you okay?\Okay. Next is, Sakamachi Kinjirou.\This is really bad!\We're already teenagers, yet they still give us female nurses!\It's supposed to be a male doctor!\I will measure his chest. response:	Please allow me to measure his chest!
context: 78 centimeters.\Sakamachi, are you okay?\Okay. Next is, Sakamachi Kinjirou.\This is really bad!\We're already teenagers, yet they still give us female nurses!\It's supposed to be a male doctor!\I will measure his chest.\Please allow me to measure his chest! response:	You should be fine if it's just me touching you for this short amount of time, right?
context: Sakamachi, are you okay?\Okay. Next is, Sakamachi Kinjirou.\This is really bad!\We're already teenagers, yet they still give us female nurses!\It's supposed to be a male doctor!\I will measure his chest.\Please allow me to measure his chest!\You should be fine if it's just me touching you for this short amount of time, right? response:	I will make this quick, so...
