context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: She rejected all painkillers and stabilizers...\She even refused to sleep...\All so she can keep searching in the darkness.\Hagu-chan is amazing...\To be honest...\Both Yamada-san and I were overwhelmed...\From this point on is the crucial stage.\Everything after this will depend on her rehabilitation. response:	Knowing Hagu, she'll never give up until she regains movement.
context: She even refused to sleep...\All so she can keep searching in the darkness.\Hagu-chan is amazing...\To be honest...\Both Yamada-san and I were overwhelmed...\From this point on is the crucial stage.\Everything after this will depend on her rehabilitation.\Knowing Hagu, she'll never give up until she regains movement. response:	There are apparently cases where rehab won't bring back sensation to your fingers.
context: All so she can keep searching in the darkness.\Hagu-chan is amazing...\To be honest...\Both Yamada-san and I were overwhelmed...\From this point on is the crucial stage.\Everything after this will depend on her rehabilitation.\Knowing Hagu, she'll never give up until she regains movement.\There are apparently cases where rehab won't bring back sensation to your fingers. response:	Whether she'll be able to draw with a brush like before...
context: Hagu-chan is amazing...\To be honest...\Both Yamada-san and I were overwhelmed...\From this point on is the crucial stage.\Everything after this will depend on her rehabilitation.\Knowing Hagu, she'll never give up until she regains movement.\There are apparently cases where rehab won't bring back sensation to your fingers.\Whether she'll be able to draw with a brush like before... response:	She might have to live with numbness and other sensory disabilities for the rest of her life.
context: To be honest...\Both Yamada-san and I were overwhelmed...\From this point on is the crucial stage.\Everything after this will depend on her rehabilitation.\Knowing Hagu, she'll never give up until she regains movement.\There are apparently cases where rehab won't bring back sensation to your fingers.\Whether she'll be able to draw with a brush like before...\She might have to live with numbness and other sensory disabilities for the rest of her life. response:	Her efforts alone may not be enough.
context: Both Yamada-san and I were overwhelmed...\From this point on is the crucial stage.\Everything after this will depend on her rehabilitation.\Knowing Hagu, she'll never give up until she regains movement.\There are apparently cases where rehab won't bring back sensation to your fingers.\Whether she'll be able to draw with a brush like before...\She might have to live with numbness and other sensory disabilities for the rest of her life.\Her efforts alone may not be enough. response:	But if she doesn't try, she'll lose it all for sure.
context: From this point on is the crucial stage.\Everything after this will depend on her rehabilitation.\Knowing Hagu, she'll never give up until she regains movement.\There are apparently cases where rehab won't bring back sensation to your fingers.\Whether she'll be able to draw with a brush like before...\She might have to live with numbness and other sensory disabilities for the rest of her life.\Her efforts alone may not be enough.\But if she doesn't try, she'll lose it all for sure. response:	God, please save her...
context: Everything after this will depend on her rehabilitation.\Knowing Hagu, she'll never give up until she regains movement.\There are apparently cases where rehab won't bring back sensation to your fingers.\Whether she'll be able to draw with a brush like before...\She might have to live with numbness and other sensory disabilities for the rest of her life.\Her efforts alone may not be enough.\But if she doesn't try, she'll lose it all for sure.\God, please save her... response:	What's this?
context: Knowing Hagu, she'll never give up until she regains movement.\There are apparently cases where rehab won't bring back sensation to your fingers.\Whether she'll be able to draw with a brush like before...\She might have to live with numbness and other sensory disabilities for the rest of her life.\Her efforts alone may not be enough.\But if she doesn't try, she'll lose it all for sure.\God, please save her...\What's this? response:	You're finally getting a cellphone, Yamada-san?
context: There are apparently cases where rehab won't bring back sensation to your fingers.\Whether she'll be able to draw with a brush like before...\She might have to live with numbness and other sensory disabilities for the rest of her life.\Her efforts alone may not be enough.\But if she doesn't try, she'll lose it all for sure.\God, please save her...\What's this?\You're finally getting a cellphone, Yamada-san? response:	Nomiya-san...
context: Whether she'll be able to draw with a brush like before...\She might have to live with numbness and other sensory disabilities for the rest of her life.\Her efforts alone may not be enough.\But if she doesn't try, she'll lose it all for sure.\God, please save her...\What's this?\You're finally getting a cellphone, Yamada-san?\Nomiya-san... response:	I see.
context: She might have to live with numbness and other sensory disabilities for the rest of her life.\Her efforts alone may not be enough.\But if she doesn't try, she'll lose it all for sure.\God, please save her...\What's this?\You're finally getting a cellphone, Yamada-san?\Nomiya-san...\I see. response:	So you were looking at cellphones...
context: Her efforts alone may not be enough.\But if she doesn't try, she'll lose it all for sure.\God, please save her...\What's this?\You're finally getting a cellphone, Yamada-san?\Nomiya-san...\I see.\So you were looking at cellphones... response:	I want to be able to help out in any way possible...
context: But if she doesn't try, she'll lose it all for sure.\God, please save her...\What's this?\You're finally getting a cellphone, Yamada-san?\Nomiya-san...\I see.\So you were looking at cellphones...\I want to be able to help out in any way possible... response:	But I honestly don't know.
context: God, please save her...\What's this?\You're finally getting a cellphone, Yamada-san?\Nomiya-san...\I see.\So you were looking at cellphones...\I want to be able to help out in any way possible...\But I honestly don't know. response:	Is there really anything someone like me could do for her?
context: What's this?\You're finally getting a cellphone, Yamada-san?\Nomiya-san...\I see.\So you were looking at cellphones...\I want to be able to help out in any way possible...\But I honestly don't know.\Is there really anything someone like me could do for her? response:	This might sound cliche, but I truly realized that we live in different worlds.
context: You're finally getting a cellphone, Yamada-san?\Nomiya-san...\I see.\So you were looking at cellphones...\I want to be able to help out in any way possible...\But I honestly don't know.\Is there really anything someone like me could do for her?\This might sound cliche, but I truly realized that we live in different worlds. response:	Yeah, that's true.
context: Nomiya-san...\I see.\So you were looking at cellphones...\I want to be able to help out in any way possible...\But I honestly don't know.\Is there really anything someone like me could do for her?\This might sound cliche, but I truly realized that we live in different worlds.\Yeah, that's true. response:	Everyone probably thinks that.
context: I see.\So you were looking at cellphones...\I want to be able to help out in any way possible...\But I honestly don't know.\Is there really anything someone like me could do for her?\This might sound cliche, but I truly realized that we live in different worlds.\Yeah, that's true.\Everyone probably thinks that. response:	And everyone will distance themselves from her...
context: So you were looking at cellphones...\I want to be able to help out in any way possible...\But I honestly don't know.\Is there really anything someone like me could do for her?\This might sound cliche, but I truly realized that we live in different worlds.\Yeah, that's true.\Everyone probably thinks that.\And everyone will distance themselves from her... response:	All saying, There probably isn't anything I can do for her.
context: I want to be able to help out in any way possible...\But I honestly don't know.\Is there really anything someone like me could do for her?\This might sound cliche, but I truly realized that we live in different worlds.\Yeah, that's true.\Everyone probably thinks that.\And everyone will distance themselves from her...\All saying, There probably isn't anything I can do for her. response:	And before you know it, she's all alone.
context: But I honestly don't know.\Is there really anything someone like me could do for her?\This might sound cliche, but I truly realized that we live in different worlds.\Yeah, that's true.\Everyone probably thinks that.\And everyone will distance themselves from her...\All saying, There probably isn't anything I can do for her.\And before you know it, she's all alone. response:	She's probably stressed out right now on whether or not her hand will move again...
context: Is there really anything someone like me could do for her?\This might sound cliche, but I truly realized that we live in different worlds.\Yeah, that's true.\Everyone probably thinks that.\And everyone will distance themselves from her...\All saying, There probably isn't anything I can do for her.\And before you know it, she's all alone.\She's probably stressed out right now on whether or not her hand will move again... response:	Yamada-san, you should stay.
context: This might sound cliche, but I truly realized that we live in different worlds.\Yeah, that's true.\Everyone probably thinks that.\And everyone will distance themselves from her...\All saying, There probably isn't anything I can do for her.\And before you know it, she's all alone.\She's probably stressed out right now on whether or not her hand will move again...\Yamada-san, you should stay. response:	You need to stay with her.
context: Yeah, that's true.\Everyone probably thinks that.\And everyone will distance themselves from her...\All saying, There probably isn't anything I can do for her.\And before you know it, she's all alone.\She's probably stressed out right now on whether or not her hand will move again...\Yamada-san, you should stay.\You need to stay with her. response:	You're her friend, aren't you?
context: Everyone probably thinks that.\And everyone will distance themselves from her...\All saying, There probably isn't anything I can do for her.\And before you know it, she's all alone.\She's probably stressed out right now on whether or not her hand will move again...\Yamada-san, you should stay.\You need to stay with her.\You're her friend, aren't you? response:	Yeah.
context: And everyone will distance themselves from her...\All saying, There probably isn't anything I can do for her.\And before you know it, she's all alone.\She's probably stressed out right now on whether or not her hand will move again...\Yamada-san, you should stay.\You need to stay with her.\You're her friend, aren't you?\Yeah. response:	Thank you, Nomiya-san.
context: All saying, There probably isn't anything I can do for her.\And before you know it, she's all alone.\She's probably stressed out right now on whether or not her hand will move again...\Yamada-san, you should stay.\You need to stay with her.\You're her friend, aren't you?\Yeah.\Thank you, Nomiya-san. response:	Sheesh... what a troublesome girl.
context: And before you know it, she's all alone.\She's probably stressed out right now on whether or not her hand will move again...\Yamada-san, you should stay.\You need to stay with her.\You're her friend, aren't you?\Yeah.\Thank you, Nomiya-san.\Sheesh... what a troublesome girl. response:	Oh, crap, they heard me!
context: She's probably stressed out right now on whether or not her hand will move again...\Yamada-san, you should stay.\You need to stay with her.\You're her friend, aren't you?\Yeah.\Thank you, Nomiya-san.\Sheesh... what a troublesome girl.\Oh, crap, they heard me! response:	U-Um... well..
context: Yamada-san, you should stay.\You need to stay with her.\You're her friend, aren't you?\Yeah.\Thank you, Nomiya-san.\Sheesh... what a troublesome girl.\Oh, crap, they heard me!\U-Um... well.. response:	I was saying something childish like You're her friend, aren't you?...
context: You need to stay with her.\You're her friend, aren't you?\Yeah.\Thank you, Nomiya-san.\Sheesh... what a troublesome girl.\Oh, crap, they heard me!\U-Um... well..\I was saying something childish like You're her friend, aren't you?... response:	What I meant was...
context: You're her friend, aren't you?\Yeah.\Thank you, Nomiya-san.\Sheesh... what a troublesome girl.\Oh, crap, they heard me!\U-Um... well..\I was saying something childish like You're her friend, aren't you?...\What I meant was... response:	They'll never let me live this down as long as I live...
context: Yeah.\Thank you, Nomiya-san.\Sheesh... what a troublesome girl.\Oh, crap, they heard me!\U-Um... well..\I was saying something childish like You're her friend, aren't you?...\What I meant was...\They'll never let me live this down as long as I live... response:	Nomiya, good job!
context: Thank you, Nomiya-san.\Sheesh... what a troublesome girl.\Oh, crap, they heard me!\U-Um... well..\I was saying something childish like You're her friend, aren't you?...\What I meant was...\They'll never let me live this down as long as I live...\Nomiya, good job! response:	Ah, Miwako-san. Please don't cry!
context: Sheesh... what a troublesome girl.\Oh, crap, they heard me!\U-Um... well..\I was saying something childish like You're her friend, aren't you?...\What I meant was...\They'll never let me live this down as long as I live...\Nomiya, good job!\Ah, Miwako-san. Please don't cry! response:	Huh?
context: Oh, crap, they heard me!\U-Um... well..\I was saying something childish like You're her friend, aren't you?...\What I meant was...\They'll never let me live this down as long as I live...\Nomiya, good job!\Ah, Miwako-san. Please don't cry!\Huh? response:	Friends, huh? It gets me every time... Just hearing it brings tears to my eyes.
context: U-Um... well..\I was saying something childish like You're her friend, aren't you?...\What I meant was...\They'll never let me live this down as long as I live...\Nomiya, good job!\Ah, Miwako-san. Please don't cry!\Huh?\Friends, huh? It gets me every time... Just hearing it brings tears to my eyes. response:	I can sympathize. When you're our age, a lot of things become more complicated.
context: I was saying something childish like You're her friend, aren't you?...\What I meant was...\They'll never let me live this down as long as I live...\Nomiya, good job!\Ah, Miwako-san. Please don't cry!\Huh?\Friends, huh? It gets me every time... Just hearing it brings tears to my eyes.\I can sympathize. When you're our age, a lot of things become more complicated. response:	All your friends start to become estranged...
context: What I meant was...\They'll never let me live this down as long as I live...\Nomiya, good job!\Ah, Miwako-san. Please don't cry!\Huh?\Friends, huh? It gets me every time... Just hearing it brings tears to my eyes.\I can sympathize. When you're our age, a lot of things become more complicated.\All your friends start to become estranged... response:	That's not true! I'm here for you, Yamazaki!
context: They'll never let me live this down as long as I live...\Nomiya, good job!\Ah, Miwako-san. Please don't cry!\Huh?\Friends, huh? It gets me every time... Just hearing it brings tears to my eyes.\I can sympathize. When you're our age, a lot of things become more complicated.\All your friends start to become estranged...\That's not true! I'm here for you, Yamazaki! response:	M-Miwako-san!
context: Nomiya, good job!\Ah, Miwako-san. Please don't cry!\Huh?\Friends, huh? It gets me every time... Just hearing it brings tears to my eyes.\I can sympathize. When you're our age, a lot of things become more complicated.\All your friends start to become estranged...\That's not true! I'm here for you, Yamazaki!\M-Miwako-san! response:	We'll be friends forever!
context: Ah, Miwako-san. Please don't cry!\Huh?\Friends, huh? It gets me every time... Just hearing it brings tears to my eyes.\I can sympathize. When you're our age, a lot of things become more complicated.\All your friends start to become estranged...\That's not true! I'm here for you, Yamazaki!\M-Miwako-san!\We'll be friends forever! response:	It's all right
context: Huh?\Friends, huh? It gets me every time... Just hearing it brings tears to my eyes.\I can sympathize. When you're our age, a lot of things become more complicated.\All your friends start to become estranged...\That's not true! I'm here for you, Yamazaki!\M-Miwako-san!\We'll be friends forever!\It's all right response:	Friends forever!
context: Friends, huh? It gets me every time... Just hearing it brings tears to my eyes.\I can sympathize. When you're our age, a lot of things become more complicated.\All your friends start to become estranged...\That's not true! I'm here for you, Yamazaki!\M-Miwako-san!\We'll be friends forever!\It's all right\Friends forever! response:	Oh no, Yamazaki-san!
context: I can sympathize. When you're our age, a lot of things become more complicated.\All your friends start to become estranged...\That's not true! I'm here for you, Yamazaki!\M-Miwako-san!\We'll be friends forever!\It's all right\Friends forever!\Oh no, Yamazaki-san! response:	We're going to prove that there are friendships that stand the test of adulthood!
context: All your friends start to become estranged...\That's not true! I'm here for you, Yamazaki!\M-Miwako-san!\We'll be friends forever!\It's all right\Friends forever!\Oh no, Yamazaki-san!\We're going to prove that there are friendships that stand the test of adulthood! response:	Oh, this is fun stuff! Ruff!
context: That's not true! I'm here for you, Yamazaki!\M-Miwako-san!\We'll be friends forever!\It's all right\Friends forever!\Oh no, Yamazaki-san!\We're going to prove that there are friendships that stand the test of adulthood!\Oh, this is fun stuff! Ruff! response:	S-S-Sis, please stop already...
context: M-Miwako-san!\We'll be friends forever!\It's all right\Friends forever!\Oh no, Yamazaki-san!\We're going to prove that there are friendships that stand the test of adulthood!\Oh, this is fun stuff! Ruff!\S-S-Sis, please stop already... response:	Friends! Friends!
context: We'll be friends forever!\It's all right\Friends forever!\Oh no, Yamazaki-san!\We're going to prove that there are friendships that stand the test of adulthood!\Oh, this is fun stuff! Ruff!\S-S-Sis, please stop already...\Friends! Friends! response:	I'd always felt it.
context: It's all right\Friends forever!\Oh no, Yamazaki-san!\We're going to prove that there are friendships that stand the test of adulthood!\Oh, this is fun stuff! Ruff!\S-S-Sis, please stop already...\Friends! Friends!\I'd always felt it. response:	Even though she'd be in front of me, it felt like she was looking into a different world.
context: Friends forever!\Oh no, Yamazaki-san!\We're going to prove that there are friendships that stand the test of adulthood!\Oh, this is fun stuff! Ruff!\S-S-Sis, please stop already...\Friends! Friends!\I'd always felt it.\Even though she'd be in front of me, it felt like she was looking into a different world. response:	She's here now, but someday she'll float far away.
context: Oh no, Yamazaki-san!\We're going to prove that there are friendships that stand the test of adulthood!\Oh, this is fun stuff! Ruff!\S-S-Sis, please stop already...\Friends! Friends!\I'd always felt it.\Even though she'd be in front of me, it felt like she was looking into a different world.\She's here now, but someday she'll float far away. response:	But...
context: We're going to prove that there are friendships that stand the test of adulthood!\Oh, this is fun stuff! Ruff!\S-S-Sis, please stop already...\Friends! Friends!\I'd always felt it.\Even though she'd be in front of me, it felt like she was looking into a different world.\She's here now, but someday she'll float far away.\But... response:	You're her friend, aren't you?
context: Oh, this is fun stuff! Ruff!\S-S-Sis, please stop already...\Friends! Friends!\I'd always felt it.\Even though she'd be in front of me, it felt like she was looking into a different world.\She's here now, but someday she'll float far away.\But...\You're her friend, aren't you? response:	Hagu-chan!
context: S-S-Sis, please stop already...\Friends! Friends!\I'd always felt it.\Even though she'd be in front of me, it felt like she was looking into a different world.\She's here now, but someday she'll float far away.\But...\You're her friend, aren't you?\Hagu-chan! response:	Ayu...
context: Friends! Friends!\I'd always felt it.\Even though she'd be in front of me, it felt like she was looking into a different world.\She's here now, but someday she'll float far away.\But...\You're her friend, aren't you?\Hagu-chan!\Ayu... response:	How is it? It's a little too lumpy, I guess.
context: I'd always felt it.\Even though she'd be in front of me, it felt like she was looking into a different world.\She's here now, but someday she'll float far away.\But...\You're her friend, aren't you?\Hagu-chan!\Ayu...\How is it? It's a little too lumpy, I guess. response:	It's warm.
context: Even though she'd be in front of me, it felt like she was looking into a different world.\She's here now, but someday she'll float far away.\But...\You're her friend, aren't you?\Hagu-chan!\Ayu...\How is it? It's a little too lumpy, I guess.\It's warm. response:	It's so that your back and shoulders won't get cold when you sit up.
context: She's here now, but someday she'll float far away.\But...\You're her friend, aren't you?\Hagu-chan!\Ayu...\How is it? It's a little too lumpy, I guess.\It's warm.\It's so that your back and shoulders won't get cold when you sit up. response:	It's got down in it, so it's light, huh?
context: But...\You're her friend, aren't you?\Hagu-chan!\Ayu...\How is it? It's a little too lumpy, I guess.\It's warm.\It's so that your back and shoulders won't get cold when you sit up.\It's got down in it, so it's light, huh? response:	Let's make you a better pillow to rest your arm on, too.
context: You're her friend, aren't you?\Hagu-chan!\Ayu...\How is it? It's a little too lumpy, I guess.\It's warm.\It's so that your back and shoulders won't get cold when you sit up.\It's got down in it, so it's light, huh?\Let's make you a better pillow to rest your arm on, too. response:	You could use a cuter one.
context: Hagu-chan!\Ayu...\How is it? It's a little too lumpy, I guess.\It's warm.\It's so that your back and shoulders won't get cold when you sit up.\It's got down in it, so it's light, huh?\Let's make you a better pillow to rest your arm on, too.\You could use a cuter one. response:	Oh, and I brought some grapes as well.
context: Ayu...\How is it? It's a little too lumpy, I guess.\It's warm.\It's so that your back and shoulders won't get cold when you sit up.\It's got down in it, so it's light, huh?\Let's make you a better pillow to rest your arm on, too.\You could use a cuter one.\Oh, and I brought some grapes as well. response:	The Red Grove, the non-peel kind that you like.
context: How is it? It's a little too lumpy, I guess.\It's warm.\It's so that your back and shoulders won't get cold when you sit up.\It's got down in it, so it's light, huh?\Let's make you a better pillow to rest your arm on, too.\You could use a cuter one.\Oh, and I brought some grapes as well.\The Red Grove, the non-peel kind that you like. response:	Um, there's that, books, and MDs...
context: It's warm.\It's so that your back and shoulders won't get cold when you sit up.\It's got down in it, so it's light, huh?\Let's make you a better pillow to rest your arm on, too.\You could use a cuter one.\Oh, and I brought some grapes as well.\The Red Grove, the non-peel kind that you like.\Um, there's that, books, and MDs... response:	Ayu, you have a feather in your hair.
context: It's so that your back and shoulders won't get cold when you sit up.\It's got down in it, so it's light, huh?\Let's make you a better pillow to rest your arm on, too.\You could use a cuter one.\Oh, and I brought some grapes as well.\The Red Grove, the non-peel kind that you like.\Um, there's that, books, and MDs...\Ayu, you have a feather in your hair. response:	On your sweater, too.
context: It's got down in it, so it's light, huh?\Let's make you a better pillow to rest your arm on, too.\You could use a cuter one.\Oh, and I brought some grapes as well.\The Red Grove, the non-peel kind that you like.\Um, there's that, books, and MDs...\Ayu, you have a feather in your hair.\On your sweater, too. response:	Oh, man! I thought I got them all before I left home.
context: Let's make you a better pillow to rest your arm on, too.\You could use a cuter one.\Oh, and I brought some grapes as well.\The Red Grove, the non-peel kind that you like.\Um, there's that, books, and MDs...\Ayu, you have a feather in your hair.\On your sweater, too.\Oh, man! I thought I got them all before I left home. response:	Actually, I made that cape using my Dad's old down jacket.
context: You could use a cuter one.\Oh, and I brought some grapes as well.\The Red Grove, the non-peel kind that you like.\Um, there's that, books, and MDs...\Ayu, you have a feather in your hair.\On your sweater, too.\Oh, man! I thought I got them all before I left home.\Actually, I made that cape using my Dad's old down jacket. response:	The room got filled with feathers, it was such a mess!
context: Oh, and I brought some grapes as well.\The Red Grove, the non-peel kind that you like.\Um, there's that, books, and MDs...\Ayu, you have a feather in your hair.\On your sweater, too.\Oh, man! I thought I got them all before I left home.\Actually, I made that cape using my Dad's old down jacket.\The room got filled with feathers, it was such a mess! response:	I just cut right into it with scissors, and the down all came flying out.
context: The Red Grove, the non-peel kind that you like.\Um, there's that, books, and MDs...\Ayu, you have a feather in your hair.\On your sweater, too.\Oh, man! I thought I got them all before I left home.\Actually, I made that cape using my Dad's old down jacket.\The room got filled with feathers, it was such a mess!\I just cut right into it with scissors, and the down all came flying out. response:	It was so bad, it took me two hours to clean up.
context: Um, there's that, books, and MDs...\Ayu, you have a feather in your hair.\On your sweater, too.\Oh, man! I thought I got them all before I left home.\Actually, I made that cape using my Dad's old down jacket.\The room got filled with feathers, it was such a mess!\I just cut right into it with scissors, and the down all came flying out.\It was so bad, it took me two hours to clean up. response:	Ayu, there's a bunch more on your back.
context: Ayu, you have a feather in your hair.\On your sweater, too.\Oh, man! I thought I got them all before I left home.\Actually, I made that cape using my Dad's old down jacket.\The room got filled with feathers, it was such a mess!\I just cut right into it with scissors, and the down all came flying out.\It was so bad, it took me two hours to clean up.\Ayu, there's a bunch more on your back. response:	Aw... man, no way! Can you get them off?
context: On your sweater, too.\Oh, man! I thought I got them all before I left home.\Actually, I made that cape using my Dad's old down jacket.\The room got filled with feathers, it was such a mess!\I just cut right into it with scissors, and the down all came flying out.\It was so bad, it took me two hours to clean up.\Ayu, there's a bunch more on your back.\Aw... man, no way! Can you get them off? response:	Oh, why me?
context: Oh, man! I thought I got them all before I left home.\Actually, I made that cape using my Dad's old down jacket.\The room got filled with feathers, it was such a mess!\I just cut right into it with scissors, and the down all came flying out.\It was so bad, it took me two hours to clean up.\Ayu, there's a bunch more on your back.\Aw... man, no way! Can you get them off?\Oh, why me? response:	You don't need to get them off.
context: Actually, I made that cape using my Dad's old down jacket.\The room got filled with feathers, it was such a mess!\I just cut right into it with scissors, and the down all came flying out.\It was so bad, it took me two hours to clean up.\Ayu, there's a bunch more on your back.\Aw... man, no way! Can you get them off?\Oh, why me?\You don't need to get them off. response:	Hagu-chan?
context: The room got filled with feathers, it was such a mess!\I just cut right into it with scissors, and the down all came flying out.\It was so bad, it took me two hours to clean up.\Ayu, there's a bunch more on your back.\Aw... man, no way! Can you get them off?\Oh, why me?\You don't need to get them off.\Hagu-chan? response:	I mean...
context: I just cut right into it with scissors, and the down all came flying out.\It was so bad, it took me two hours to clean up.\Ayu, there's a bunch more on your back.\Aw... man, no way! Can you get them off?\Oh, why me?\You don't need to get them off.\Hagu-chan?\I mean... response:	I mean, you look just like an angel.
context: It was so bad, it took me two hours to clean up.\Ayu, there's a bunch more on your back.\Aw... man, no way! Can you get them off?\Oh, why me?\You don't need to get them off.\Hagu-chan?\I mean...\I mean, you look just like an angel. response:	Thank you.
context: Ayu, there's a bunch more on your back.\Aw... man, no way! Can you get them off?\Oh, why me?\You don't need to get them off.\Hagu-chan?\I mean...\I mean, you look just like an angel.\Thank you. response:	Thank you, Ayu.
context: Aw... man, no way! Can you get them off?\Oh, why me?\You don't need to get them off.\Hagu-chan?\I mean...\I mean, you look just like an angel.\Thank you.\Thank you, Ayu. response:	I'll come again at 2 P.M. tomorrow.
context: Oh, why me?\You don't need to get them off.\Hagu-chan?\I mean...\I mean, you look just like an angel.\Thank you.\Thank you, Ayu.\I'll come again at 2 P.M. tomorrow. response:	Thank you very much, Dr. Satsuki.
context: You don't need to get them off.\Hagu-chan?\I mean...\I mean, you look just like an angel.\Thank you.\Thank you, Ayu.\I'll come again at 2 P.M. tomorrow.\Thank you very much, Dr. Satsuki. response:	The shock seems to have been a little too much.
context: Hagu-chan?\I mean...\I mean, you look just like an angel.\Thank you.\Thank you, Ayu.\I'll come again at 2 P.M. tomorrow.\Thank you very much, Dr. Satsuki.\The shock seems to have been a little too much. response:	Yes...
context: I mean...\I mean, you look just like an angel.\Thank you.\Thank you, Ayu.\I'll come again at 2 P.M. tomorrow.\Thank you very much, Dr. Satsuki.\The shock seems to have been a little too much.\Yes... response:	Hanamoto-san?
context: I mean, you look just like an angel.\Thank you.\Thank you, Ayu.\I'll come again at 2 P.M. tomorrow.\Thank you very much, Dr. Satsuki.\The shock seems to have been a little too much.\Yes...\Hanamoto-san? response:	Hanamoto-san?
context: Thank you.\Thank you, Ayu.\I'll come again at 2 P.M. tomorrow.\Thank you very much, Dr. Satsuki.\The shock seems to have been a little too much.\Yes...\Hanamoto-san?\Hanamoto-san? response:	Are you listening, Hanamoto-san?
context: Thank you, Ayu.\I'll come again at 2 P.M. tomorrow.\Thank you very much, Dr. Satsuki.\The shock seems to have been a little too much.\Yes...\Hanamoto-san?\Hanamoto-san?\Are you listening, Hanamoto-san? response:	Oh, yes.
context: I'll come again at 2 P.M. tomorrow.\Thank you very much, Dr. Satsuki.\The shock seems to have been a little too much.\Yes...\Hanamoto-san?\Hanamoto-san?\Are you listening, Hanamoto-san?\Oh, yes. response:	Hagumi-san's upper body is getting stiff.
context: Thank you very much, Dr. Satsuki.\The shock seems to have been a little too much.\Yes...\Hanamoto-san?\Hanamoto-san?\Are you listening, Hanamoto-san?\Oh, yes.\Hagumi-san's upper body is getting stiff. response:	Like I mentioned yesterday, please massage her shoulders and upper arm, taking care to avoid her wound.
context: The shock seems to have been a little too much.\Yes...\Hanamoto-san?\Hanamoto-san?\Are you listening, Hanamoto-san?\Oh, yes.\Hagumi-san's upper body is getting stiff.\Like I mentioned yesterday, please massage her shoulders and upper arm, taking care to avoid her wound. response:	All you have to do is gently give her a rub.
context: Yes...\Hanamoto-san?\Hanamoto-san?\Are you listening, Hanamoto-san?\Oh, yes.\Hagumi-san's upper body is getting stiff.\Like I mentioned yesterday, please massage her shoulders and upper arm, taking care to avoid her wound.\All you have to do is gently give her a rub. response:	The aim here is to get her to relax.
context: Hanamoto-san?\Hanamoto-san?\Are you listening, Hanamoto-san?\Oh, yes.\Hagumi-san's upper body is getting stiff.\Like I mentioned yesterday, please massage her shoulders and upper arm, taking care to avoid her wound.\All you have to do is gently give her a rub.\The aim here is to get her to relax. response:	Let's take things steadily and optimistically.
context: Hanamoto-san?\Are you listening, Hanamoto-san?\Oh, yes.\Hagumi-san's upper body is getting stiff.\Like I mentioned yesterday, please massage her shoulders and upper arm, taking care to avoid her wound.\All you have to do is gently give her a rub.\The aim here is to get her to relax.\Let's take things steadily and optimistically. response:	Yes.
context: Are you listening, Hanamoto-san?\Oh, yes.\Hagumi-san's upper body is getting stiff.\Like I mentioned yesterday, please massage her shoulders and upper arm, taking care to avoid her wound.\All you have to do is gently give her a rub.\The aim here is to get her to relax.\Let's take things steadily and optimistically.\Yes. response:	Thank you very much.
context: Oh, yes.\Hagumi-san's upper body is getting stiff.\Like I mentioned yesterday, please massage her shoulders and upper arm, taking care to avoid her wound.\All you have to do is gently give her a rub.\The aim here is to get her to relax.\Let's take things steadily and optimistically.\Yes.\Thank you very much. response:	E-Expensive...
context: Hagumi-san's upper body is getting stiff.\Like I mentioned yesterday, please massage her shoulders and upper arm, taking care to avoid her wound.\All you have to do is gently give her a rub.\The aim here is to get her to relax.\Let's take things steadily and optimistically.\Yes.\Thank you very much.\E-Expensive... response:	Flowers sure are expensive...
context: Like I mentioned yesterday, please massage her shoulders and upper arm, taking care to avoid her wound.\All you have to do is gently give her a rub.\The aim here is to get her to relax.\Let's take things steadily and optimistically.\Yes.\Thank you very much.\E-Expensive...\Flowers sure are expensive... response:	This little thing is 300 yen?
context: All you have to do is gently give her a rub.\The aim here is to get her to relax.\Let's take things steadily and optimistically.\Yes.\Thank you very much.\E-Expensive...\Flowers sure are expensive...\This little thing is 300 yen? response:	If 1,000 yen will only get me three...
context: The aim here is to get her to relax.\Let's take things steadily and optimistically.\Yes.\Thank you very much.\E-Expensive...\Flowers sure are expensive...\This little thing is 300 yen?\If 1,000 yen will only get me three... response:	Takemoto-kun...
context: Let's take things steadily and optimistically.\Yes.\Thank you very much.\E-Expensive...\Flowers sure are expensive...\This little thing is 300 yen?\If 1,000 yen will only get me three...\Takemoto-kun... response:	Y-Yamada-san!
context: Yes.\Thank you very much.\E-Expensive...\Flowers sure are expensive...\This little thing is 300 yen?\If 1,000 yen will only get me three...\Takemoto-kun...\Y-Yamada-san! response:	For Hagu-chan?
context: Thank you very much.\E-Expensive...\Flowers sure are expensive...\This little thing is 300 yen?\If 1,000 yen will only get me three...\Takemoto-kun...\Y-Yamada-san!\For Hagu-chan? response:	Ah, well, I thought flowers might be nice...
context: E-Expensive...\Flowers sure are expensive...\This little thing is 300 yen?\If 1,000 yen will only get me three...\Takemoto-kun...\Y-Yamada-san!\For Hagu-chan?\Ah, well, I thought flowers might be nice... response:	But...
context: Flowers sure are expensive...\This little thing is 300 yen?\If 1,000 yen will only get me three...\Takemoto-kun...\Y-Yamada-san!\For Hagu-chan?\Ah, well, I thought flowers might be nice...\But... response:	Takemoto-kun...
