context: This is so boring, Mob. response:	Ura Sunday
context: The Dragger\Dressed in torn white clothing, the Dragger drags people around until they are but lumps of meat. When she was human, she suffered from horrible bullying, and from that hatred, she'll capture children and drag them around.\Human-Faced Dog, Dash Granny, the Red Raincoat,\and of course... the Dragger.\Please, eliminate all of these urban legends.\Come on... Who would take such an impossible request?\Please leave it to me, Reigen Arataka!\I'll make sure they're wiped off the face of this earth! response:	So, which course would you like to go with?
context: Dressed in torn white clothing, the Dragger drags people around until they are but lumps of meat. When she was human, she suffered from horrible bullying, and from that hatred, she'll capture children and drag them around.\Human-Faced Dog, Dash Granny, the Red Raincoat,\and of course... the Dragger.\Please, eliminate all of these urban legends.\Come on... Who would take such an impossible request?\Please leave it to me, Reigen Arataka!\I'll make sure they're wiped off the face of this earth!\So, which course would you like to go with? response:	Course?
context: Human-Faced Dog, Dash Granny, the Red Raincoat,\and of course... the Dragger.\Please, eliminate all of these urban legends.\Come on... Who would take such an impossible request?\Please leave it to me, Reigen Arataka!\I'll make sure they're wiped off the face of this earth!\So, which course would you like to go with?\Course? response:	I recommend this weekend combo deal...
context: and of course... the Dragger.\Please, eliminate all of these urban legends.\Come on... Who would take such an impossible request?\Please leave it to me, Reigen Arataka!\I'll make sure they're wiped off the face of this earth!\So, which course would you like to go with?\Course?\I recommend this weekend combo deal... response:	I must say, I was surprised you accepted a request like that.
context: Please, eliminate all of these urban legends.\Come on... Who would take such an impossible request?\Please leave it to me, Reigen Arataka!\I'll make sure they're wiped off the face of this earth!\So, which course would you like to go with?\Course?\I recommend this weekend combo deal...\I must say, I was surprised you accepted a request like that. response:	And 20,000 yen if the request works out?
context: Come on... Who would take such an impossible request?\Please leave it to me, Reigen Arataka!\I'll make sure they're wiped off the face of this earth!\So, which course would you like to go with?\Course?\I recommend this weekend combo deal...\I must say, I was surprised you accepted a request like that.\And 20,000 yen if the request works out? response:	You'd ask for about that much, wouldn't you?
context: Please leave it to me, Reigen Arataka!\I'll make sure they're wiped off the face of this earth!\So, which course would you like to go with?\Course?\I recommend this weekend combo deal...\I must say, I was surprised you accepted a request like that.\And 20,000 yen if the request works out?\You'd ask for about that much, wouldn't you? response:	I generally start at 200,000.
context: I'll make sure they're wiped off the face of this earth!\So, which course would you like to go with?\Course?\I recommend this weekend combo deal...\I must say, I was surprised you accepted a request like that.\And 20,000 yen if the request works out?\You'd ask for about that much, wouldn't you?\I generally start at 200,000. response:	If I actually took on this request, it'd be more than 500,000
context: So, which course would you like to go with?\Course?\I recommend this weekend combo deal...\I must say, I was surprised you accepted a request like that.\And 20,000 yen if the request works out?\You'd ask for about that much, wouldn't you?\I generally start at 200,000.\If I actually took on this request, it'd be more than 500,000 response:	Well, you'll still be helping me with this.
context: Course?\I recommend this weekend combo deal...\I must say, I was surprised you accepted a request like that.\And 20,000 yen if the request works out?\You'd ask for about that much, wouldn't you?\I generally start at 200,000.\If I actually took on this request, it'd be more than 500,000\Well, you'll still be helping me with this. response:	I'm sorry? What did he just say?
context: I recommend this weekend combo deal...\I must say, I was surprised you accepted a request like that.\And 20,000 yen if the request works out?\You'd ask for about that much, wouldn't you?\I generally start at 200,000.\If I actually took on this request, it'd be more than 500,000\Well, you'll still be helping me with this.\I'm sorry? What did he just say? response:	Let's get going. If we keep wasting time, the sun's gonna go down.
context: I must say, I was surprised you accepted a request like that.\And 20,000 yen if the request works out?\You'd ask for about that much, wouldn't you?\I generally start at 200,000.\If I actually took on this request, it'd be more than 500,000\Well, you'll still be helping me with this.\I'm sorry? What did he just say?\Let's get going. If we keep wasting time, the sun's gonna go down. response:	Um... Shinrin Maruo, was it?
context: And 20,000 yen if the request works out?\You'd ask for about that much, wouldn't you?\I generally start at 200,000.\If I actually took on this request, it'd be more than 500,000\Well, you'll still be helping me with this.\I'm sorry? What did he just say?\Let's get going. If we keep wasting time, the sun's gonna go down.\Um... Shinrin Maruo, was it? response:	It's Shinra Banshomaru, and I'm not going to help you!
context: You'd ask for about that much, wouldn't you?\I generally start at 200,000.\If I actually took on this request, it'd be more than 500,000\Well, you'll still be helping me with this.\I'm sorry? What did he just say?\Let's get going. If we keep wasting time, the sun's gonna go down.\Um... Shinrin Maruo, was it?\It's Shinra Banshomaru, and I'm not going to help you! response:	Shinra Banshomaru
context: I generally start at 200,000.\If I actually took on this request, it'd be more than 500,000\Well, you'll still be helping me with this.\I'm sorry? What did he just say?\Let's get going. If we keep wasting time, the sun's gonna go down.\Um... Shinrin Maruo, was it?\It's Shinra Banshomaru, and I'm not going to help you!\Shinra Banshomaru response:	You heard her out with me, so don't you dare run away.
context: If I actually took on this request, it'd be more than 500,000\Well, you'll still be helping me with this.\I'm sorry? What did he just say?\Let's get going. If we keep wasting time, the sun's gonna go down.\Um... Shinrin Maruo, was it?\It's Shinra Banshomaru, and I'm not going to help you!\Shinra Banshomaru\You heard her out with me, so don't you dare run away. response:	That makes no sense.
context: Well, you'll still be helping me with this.\I'm sorry? What did he just say?\Let's get going. If we keep wasting time, the sun's gonna go down.\Um... Shinrin Maruo, was it?\It's Shinra Banshomaru, and I'm not going to help you!\Shinra Banshomaru\You heard her out with me, so don't you dare run away.\That makes no sense. response:	I'll make sure you get your cut.
context: I'm sorry? What did he just say?\Let's get going. If we keep wasting time, the sun's gonna go down.\Um... Shinrin Maruo, was it?\It's Shinra Banshomaru, and I'm not going to help you!\Shinra Banshomaru\You heard her out with me, so don't you dare run away.\That makes no sense.\I'll make sure you get your cut. response:	Let's split up and do some investigating.
context: Let's get going. If we keep wasting time, the sun's gonna go down.\Um... Shinrin Maruo, was it?\It's Shinra Banshomaru, and I'm not going to help you!\Shinra Banshomaru\You heard her out with me, so don't you dare run away.\That makes no sense.\I'll make sure you get your cut.\Let's split up and do some investigating. response:	New Star of the Psychic World
context: Um... Shinrin Maruo, was it?\It's Shinra Banshomaru, and I'm not going to help you!\Shinra Banshomaru\You heard her out with me, so don't you dare run away.\That makes no sense.\I'll make sure you get your cut.\Let's split up and do some investigating.\New Star of the Psychic World response:	Let's remember the three Cs: contact, communicate, and consult.
context: It's Shinra Banshomaru, and I'm not going to help you!\Shinra Banshomaru\You heard her out with me, so don't you dare run away.\That makes no sense.\I'll make sure you get your cut.\Let's split up and do some investigating.\New Star of the Psychic World\Let's remember the three Cs: contact, communicate, and consult. response:	Oh, fine.
context: Shinra Banshomaru\You heard her out with me, so don't you dare run away.\That makes no sense.\I'll make sure you get your cut.\Let's split up and do some investigating.\New Star of the Psychic World\Let's remember the three Cs: contact, communicate, and consult.\Oh, fine. response:	I'll consider this charity work and help you out.
context: You heard her out with me, so don't you dare run away.\That makes no sense.\I'll make sure you get your cut.\Let's split up and do some investigating.\New Star of the Psychic World\Let's remember the three Cs: contact, communicate, and consult.\Oh, fine.\I'll consider this charity work and help you out. response:	Yeah, I'm counting on you.
context: That makes no sense.\I'll make sure you get your cut.\Let's split up and do some investigating.\New Star of the Psychic World\Let's remember the three Cs: contact, communicate, and consult.\Oh, fine.\I'll consider this charity work and help you out.\Yeah, I'm counting on you. response:	Like you have anything better to do.
context: I'll make sure you get your cut.\Let's split up and do some investigating.\New Star of the Psychic World\Let's remember the three Cs: contact, communicate, and consult.\Oh, fine.\I'll consider this charity work and help you out.\Yeah, I'm counting on you.\Like you have anything better to do. response:	Mob, is Dimple around?
context: Let's split up and do some investigating.\New Star of the Psychic World\Let's remember the three Cs: contact, communicate, and consult.\Oh, fine.\I'll consider this charity work and help you out.\Yeah, I'm counting on you.\Like you have anything better to do.\Mob, is Dimple around? response:	Dimple, you're being summoned.
context: New Star of the Psychic World\Let's remember the three Cs: contact, communicate, and consult.\Oh, fine.\I'll consider this charity work and help you out.\Yeah, I'm counting on you.\Like you have anything better to do.\Mob, is Dimple around?\Dimple, you're being summoned. response:	What do you want?
context: Let's remember the three Cs: contact, communicate, and consult.\Oh, fine.\I'll consider this charity work and help you out.\Yeah, I'm counting on you.\Like you have anything better to do.\Mob, is Dimple around?\Dimple, you're being summoned.\What do you want? response:	I'm making myself less visible because I'm sick of talking to you.
context: Oh, fine.\I'll consider this charity work and help you out.\Yeah, I'm counting on you.\Like you have anything better to do.\Mob, is Dimple around?\Dimple, you're being summoned.\What do you want?\I'm making myself less visible because I'm sick of talking to you. response:	Come on, don't be like that. We're work buddies.
context: I'll consider this charity work and help you out.\Yeah, I'm counting on you.\Like you have anything better to do.\Mob, is Dimple around?\Dimple, you're being summoned.\What do you want?\I'm making myself less visible because I'm sick of talking to you.\Come on, don't be like that. We're work buddies. response:	How?!
context: Yeah, I'm counting on you.\Like you have anything better to do.\Mob, is Dimple around?\Dimple, you're being summoned.\What do you want?\I'm making myself less visible because I'm sick of talking to you.\Come on, don't be like that. We're work buddies.\How?! response:	You just order me around
context: Like you have anything better to do.\Mob, is Dimple around?\Dimple, you're being summoned.\What do you want?\I'm making myself less visible because I'm sick of talking to you.\Come on, don't be like that. We're work buddies.\How?!\You just order me around response:	Tail that chubster using that stealth mode of yours.
context: Mob, is Dimple around?\Dimple, you're being summoned.\What do you want?\I'm making myself less visible because I'm sick of talking to you.\Come on, don't be like that. We're work buddies.\How?!\You just order me around\Tail that chubster using that stealth mode of yours. response:	Why should I?
context: Dimple, you're being summoned.\What do you want?\I'm making myself less visible because I'm sick of talking to you.\Come on, don't be like that. We're work buddies.\How?!\You just order me around\Tail that chubster using that stealth mode of yours.\Why should I? response:	If he runs off, just let him go.
context: What do you want?\I'm making myself less visible because I'm sick of talking to you.\Come on, don't be like that. We're work buddies.\How?!\You just order me around\Tail that chubster using that stealth mode of yours.\Why should I?\If he runs off, just let him go. response:	Nah, I bet he's a super serious moron that does everything by the book.
context: I'm making myself less visible because I'm sick of talking to you.\Come on, don't be like that. We're work buddies.\How?!\You just order me around\Tail that chubster using that stealth mode of yours.\Why should I?\If he runs off, just let him go.\Nah, I bet he's a super serious moron that does everything by the book. response:	Meaning, if something were to happen to him,
context: Come on, don't be like that. We're work buddies.\How?!\You just order me around\Tail that chubster using that stealth mode of yours.\Why should I?\If he runs off, just let him go.\Nah, I bet he's a super serious moron that does everything by the book.\Meaning, if something were to happen to him, response:	it'd be my fault for making him do this.
context: How?!\You just order me around\Tail that chubster using that stealth mode of yours.\Why should I?\If he runs off, just let him go.\Nah, I bet he's a super serious moron that does everything by the book.\Meaning, if something were to happen to him,\it'd be my fault for making him do this. response:	Please, Dimple. It'd be better to avoid any accidents.
context: You just order me around\Tail that chubster using that stealth mode of yours.\Why should I?\If he runs off, just let him go.\Nah, I bet he's a super serious moron that does everything by the book.\Meaning, if something were to happen to him,\it'd be my fault for making him do this.\Please, Dimple. It'd be better to avoid any accidents. response:	Watch out for suspicious people
context: Tail that chubster using that stealth mode of yours.\Why should I?\If he runs off, just let him go.\Nah, I bet he's a super serious moron that does everything by the book.\Meaning, if something were to happen to him,\it'd be my fault for making him do this.\Please, Dimple. It'd be better to avoid any accidents.\Watch out for suspicious people response:	Oh, fine.
context: Why should I?\If he runs off, just let him go.\Nah, I bet he's a super serious moron that does everything by the book.\Meaning, if something were to happen to him,\it'd be my fault for making him do this.\Please, Dimple. It'd be better to avoid any accidents.\Watch out for suspicious people\Oh, fine. response:	This is give and take.
context: If he runs off, just let him go.\Nah, I bet he's a super serious moron that does everything by the book.\Meaning, if something were to happen to him,\it'd be my fault for making him do this.\Please, Dimple. It'd be better to avoid any accidents.\Watch out for suspicious people\Oh, fine.\This is give and take. response:	You're going to have to listen to one of my demands sometime soon, Shigeo!
context: Nah, I bet he's a super serious moron that does everything by the book.\Meaning, if something were to happen to him,\it'd be my fault for making him do this.\Please, Dimple. It'd be better to avoid any accidents.\Watch out for suspicious people\Oh, fine.\This is give and take.\You're going to have to listen to one of my demands sometime soon, Shigeo! response:	What's the matter, Mob?
context: Meaning, if something were to happen to him,\it'd be my fault for making him do this.\Please, Dimple. It'd be better to avoid any accidents.\Watch out for suspicious people\Oh, fine.\This is give and take.\You're going to have to listen to one of my demands sometime soon, Shigeo!\What's the matter, Mob? response:	Well, it's like the client said. Something's weird about this town.
context: it'd be my fault for making him do this.\Please, Dimple. It'd be better to avoid any accidents.\Watch out for suspicious people\Oh, fine.\This is give and take.\You're going to have to listen to one of my demands sometime soon, Shigeo!\What's the matter, Mob?\Well, it's like the client said. Something's weird about this town. response:	There might actually be something here.
context: Please, Dimple. It'd be better to avoid any accidents.\Watch out for suspicious people\Oh, fine.\This is give and take.\You're going to have to listen to one of my demands sometime soon, Shigeo!\What's the matter, Mob?\Well, it's like the client said. Something's weird about this town.\There might actually be something here. response:	Why did we come to an internet cafe?
context: Watch out for suspicious people\Oh, fine.\This is give and take.\You're going to have to listen to one of my demands sometime soon, Shigeo!\What's the matter, Mob?\Well, it's like the client said. Something's weird about this town.\There might actually be something here.\Why did we come to an internet cafe? response:	If I go around questioning kids, people might think I'm someone suspicious.
context: Oh, fine.\This is give and take.\You're going to have to listen to one of my demands sometime soon, Shigeo!\What's the matter, Mob?\Well, it's like the client said. Something's weird about this town.\There might actually be something here.\Why did we come to an internet cafe?\If I go around questioning kids, people might think I'm someone suspicious. response:	Cuticle Middle School Dark Messageboard
context: This is give and take.\You're going to have to listen to one of my demands sometime soon, Shigeo!\What's the matter, Mob?\Well, it's like the client said. Something's weird about this town.\There might actually be something here.\Why did we come to an internet cafe?\If I go around questioning kids, people might think I'm someone suspicious.\Cuticle Middle School Dark Messageboard response:	Make sure you keep posting! (o)/
context: You're going to have to listen to one of my demands sometime soon, Shigeo!\What's the matter, Mob?\Well, it's like the client said. Something's weird about this town.\There might actually be something here.\Why did we come to an internet cafe?\If I go around questioning kids, people might think I'm someone suspicious.\Cuticle Middle School Dark Messageboard\Make sure you keep posting! (o)/ response:	2950. Another crappy day
context: What's the matter, Mob?\Well, it's like the client said. Something's weird about this town.\There might actually be something here.\Why did we come to an internet cafe?\If I go around questioning kids, people might think I'm someone suspicious.\Cuticle Middle School Dark Messageboard\Make sure you keep posting! (o)/\2950. Another crappy day response:	Name: Student A Date: 9/28 (Fri) 16:43
context: Well, it's like the client said. Something's weird about this town.\There might actually be something here.\Why did we come to an internet cafe?\If I go around questioning kids, people might think I'm someone suspicious.\Cuticle Middle School Dark Messageboard\Make sure you keep posting! (o)/\2950. Another crappy day\Name: Student A Date: 9/28 (Fri) 16:43 response:	My teacher is so frickin' annoying. Who do they think they are, bossing me around every day? Totally ignoring them.
context: There might actually be something here.\Why did we come to an internet cafe?\If I go around questioning kids, people might think I'm someone suspicious.\Cuticle Middle School Dark Messageboard\Make sure you keep posting! (o)/\2950. Another crappy day\Name: Student A Date: 9/28 (Fri) 16:43\My teacher is so frickin' annoying. Who do they think they are, bossing me around every day? Totally ignoring them. response:	Wow. It's all just a bunch of complaints.
context: Why did we come to an internet cafe?\If I go around questioning kids, people might think I'm someone suspicious.\Cuticle Middle School Dark Messageboard\Make sure you keep posting! (o)/\2950. Another crappy day\Name: Student A Date: 9/28 (Fri) 16:43\My teacher is so frickin' annoying. Who do they think they are, bossing me around every day? Totally ignoring them.\Wow. It's all just a bunch of complaints. response:	Someone was sucking up to the math teacher today. It was so gross. Do people seriously enjoy doing that?
context: If I go around questioning kids, people might think I'm someone suspicious.\Cuticle Middle School Dark Messageboard\Make sure you keep posting! (o)/\2950. Another crappy day\Name: Student A Date: 9/28 (Fri) 16:43\My teacher is so frickin' annoying. Who do they think they are, bossing me around every day? Totally ignoring them.\Wow. It's all just a bunch of complaints.\Someone was sucking up to the math teacher today. It was so gross. Do people seriously enjoy doing that? response:	2953. Hey, did you see?
context: Cuticle Middle School Dark Messageboard\Make sure you keep posting! (o)/\2950. Another crappy day\Name: Student A Date: 9/28 (Fri) 16:43\My teacher is so frickin' annoying. Who do they think they are, bossing me around every day? Totally ignoring them.\Wow. It's all just a bunch of complaints.\Someone was sucking up to the math teacher today. It was so gross. Do people seriously enjoy doing that?\2953. Hey, did you see? response:	Name: Student A Date: 9/28 (Fri) 16:16
context: Make sure you keep posting! (o)/\2950. Another crappy day\Name: Student A Date: 9/28 (Fri) 16:43\My teacher is so frickin' annoying. Who do they think they are, bossing me around every day? Totally ignoring them.\Wow. It's all just a bunch of complaints.\Someone was sucking up to the math teacher today. It was so gross. Do people seriously enjoy doing that?\2953. Hey, did you see?\Name: Student A Date: 9/28 (Fri) 16:16 response:	The old guy with the bad eyes who lives on Fourth has a human-faced dog
context: 2950. Another crappy day\Name: Student A Date: 9/28 (Fri) 16:43\My teacher is so frickin' annoying. Who do they think they are, bossing me around every day? Totally ignoring them.\Wow. It's all just a bunch of complaints.\Someone was sucking up to the math teacher today. It was so gross. Do people seriously enjoy doing that?\2953. Hey, did you see?\Name: Student A Date: 9/28 (Fri) 16:16\The old guy with the bad eyes who lives on Fourth has a human-faced dog response:	hhh2954. Re: Hey, did you see? Name: Student D Date: 9/28 (Fri) 16:23 For real? Should go check it out sometime,
context: Name: Student A Date: 9/28 (Fri) 16:43\My teacher is so frickin' annoying. Who do they think they are, bossing me around every day? Totally ignoring them.\Wow. It's all just a bunch of complaints.\Someone was sucking up to the math teacher today. It was so gross. Do people seriously enjoy doing that?\2953. Hey, did you see?\Name: Student A Date: 9/28 (Fri) 16:16\The old guy with the bad eyes who lives on Fourth has a human-faced dog\hhh2954. Re: Hey, did you see? Name: Student D Date: 9/28 (Fri) 16:23 For real? Should go check it out sometime, response:	There must be something useful within this barrage of complaints...
context: My teacher is so frickin' annoying. Who do they think they are, bossing me around every day? Totally ignoring them.\Wow. It's all just a bunch of complaints.\Someone was sucking up to the math teacher today. It was so gross. Do people seriously enjoy doing that?\2953. Hey, did you see?\Name: Student A Date: 9/28 (Fri) 16:16\The old guy with the bad eyes who lives on Fourth has a human-faced dog\hhh2954. Re: Hey, did you see? Name: Student D Date: 9/28 (Fri) 16:23 For real? Should go check it out sometime,\There must be something useful within this barrage of complaints... response:	hhhh2955. Re: Re: Hey, did you see? Name: Student E Date: 9/28 (Fri) 16:26 I wanna go, too
context: Wow. It's all just a bunch of complaints.\Someone was sucking up to the math teacher today. It was so gross. Do people seriously enjoy doing that?\2953. Hey, did you see?\Name: Student A Date: 9/28 (Fri) 16:16\The old guy with the bad eyes who lives on Fourth has a human-faced dog\hhh2954. Re: Hey, did you see? Name: Student D Date: 9/28 (Fri) 16:23 For real? Should go check it out sometime,\There must be something useful within this barrage of complaints...\hhhh2955. Re: Re: Hey, did you see? Name: Student E Date: 9/28 (Fri) 16:26 I wanna go, too response:	2956. This is scary
context: Someone was sucking up to the math teacher today. It was so gross. Do people seriously enjoy doing that?\2953. Hey, did you see?\Name: Student A Date: 9/28 (Fri) 16:16\The old guy with the bad eyes who lives on Fourth has a human-faced dog\hhh2954. Re: Hey, did you see? Name: Student D Date: 9/28 (Fri) 16:23 For real? Should go check it out sometime,\There must be something useful within this barrage of complaints...\hhhh2955. Re: Re: Hey, did you see? Name: Student E Date: 9/28 (Fri) 16:26 I wanna go, too\2956. This is scary response:	Name: Student C Date: 9/23 (Sun) 17:12
context: 2953. Hey, did you see?\Name: Student A Date: 9/28 (Fri) 16:16\The old guy with the bad eyes who lives on Fourth has a human-faced dog\hhh2954. Re: Hey, did you see? Name: Student D Date: 9/28 (Fri) 16:23 For real? Should go check it out sometime,\There must be something useful within this barrage of complaints...\hhhh2955. Re: Re: Hey, did you see? Name: Student E Date: 9/28 (Fri) 16:26 I wanna go, too\2956. This is scary\Name: Student C Date: 9/23 (Sun) 17:12 response:	Did you hear that the dash granny showed up in OO Tunnel?
context: Name: Student A Date: 9/28 (Fri) 16:16\The old guy with the bad eyes who lives on Fourth has a human-faced dog\hhh2954. Re: Hey, did you see? Name: Student D Date: 9/28 (Fri) 16:23 For real? Should go check it out sometime,\There must be something useful within this barrage of complaints...\hhhh2955. Re: Re: Hey, did you see? Name: Student E Date: 9/28 (Fri) 16:26 I wanna go, too\2956. This is scary\Name: Student C Date: 9/23 (Sun) 17:12\Did you hear that the dash granny showed up in OO Tunnel? response:	2957. Re: This is scary I've heard of her, but I don't know anyone who's seen her
context: The old guy with the bad eyes who lives on Fourth has a human-faced dog\hhh2954. Re: Hey, did you see? Name: Student D Date: 9/28 (Fri) 16:23 For real? Should go check it out sometime,\There must be something useful within this barrage of complaints...\hhhh2955. Re: Re: Hey, did you see? Name: Student E Date: 9/28 (Fri) 16:26 I wanna go, too\2956. This is scary\Name: Student C Date: 9/23 (Sun) 17:12\Did you hear that the dash granny showed up in OO Tunnel?\2957. Re: This is scary I've heard of her, but I don't know anyone who's seen her response:	Hey, look!
context: hhh2954. Re: Hey, did you see? Name: Student D Date: 9/28 (Fri) 16:23 For real? Should go check it out sometime,\There must be something useful within this barrage of complaints...\hhhh2955. Re: Re: Hey, did you see? Name: Student E Date: 9/28 (Fri) 16:26 I wanna go, too\2956. This is scary\Name: Student C Date: 9/23 (Sun) 17:12\Did you hear that the dash granny showed up in OO Tunnel?\2957. Re: This is scary I've heard of her, but I don't know anyone who's seen her\Hey, look! response:	Cuticle Park
context: There must be something useful within this barrage of complaints...\hhhh2955. Re: Re: Hey, did you see? Name: Student E Date: 9/28 (Fri) 16:26 I wanna go, too\2956. This is scary\Name: Student C Date: 9/23 (Sun) 17:12\Did you hear that the dash granny showed up in OO Tunnel?\2957. Re: This is scary I've heard of her, but I don't know anyone who's seen her\Hey, look!\Cuticle Park response:	Sighting report!
context: hhhh2955. Re: Re: Hey, did you see? Name: Student E Date: 9/28 (Fri) 16:26 I wanna go, too\2956. This is scary\Name: Student C Date: 9/23 (Sun) 17:12\Did you hear that the dash granny showed up in OO Tunnel?\2957. Re: This is scary I've heard of her, but I don't know anyone who's seen her\Hey, look!\Cuticle Park\Sighting report! response:	We saw an old guy in red earlier.
context: 2956. This is scary\Name: Student C Date: 9/23 (Sun) 17:12\Did you hear that the dash granny showed up in OO Tunnel?\2957. Re: This is scary I've heard of her, but I don't know anyone who's seen her\Hey, look!\Cuticle Park\Sighting report!\We saw an old guy in red earlier. response:	He tried to talk to us, so we ran away.
context: Name: Student C Date: 9/23 (Sun) 17:12\Did you hear that the dash granny showed up in OO Tunnel?\2957. Re: This is scary I've heard of her, but I don't know anyone who's seen her\Hey, look!\Cuticle Park\Sighting report!\We saw an old guy in red earlier.\He tried to talk to us, so we ran away. response:	What? When?!
context: Did you hear that the dash granny showed up in OO Tunnel?\2957. Re: This is scary I've heard of her, but I don't know anyone who's seen her\Hey, look!\Cuticle Park\Sighting report!\We saw an old guy in red earlier.\He tried to talk to us, so we ran away.\What? When?! response:	Wh-Where? Where was he?!
context: 2957. Re: This is scary I've heard of her, but I don't know anyone who's seen her\Hey, look!\Cuticle Park\Sighting report!\We saw an old guy in red earlier.\He tried to talk to us, so we ran away.\What? When?!\Wh-Where? Where was he?! response:	Hey, that hurts! Let go!
context: Hey, look!\Cuticle Park\Sighting report!\We saw an old guy in red earlier.\He tried to talk to us, so we ran away.\What? When?!\Wh-Where? Where was he?!\Hey, that hurts! Let go! response:	Why's this guy breathing so heavily?
context: Cuticle Park\Sighting report!\We saw an old guy in red earlier.\He tried to talk to us, so we ran away.\What? When?!\Wh-Where? Where was he?!\Hey, that hurts! Let go!\Why's this guy breathing so heavily? response:	O-Oh, I'm sorry. I just got a bit excited...
context: Sighting report!\We saw an old guy in red earlier.\He tried to talk to us, so we ran away.\What? When?!\Wh-Where? Where was he?!\Hey, that hurts! Let go!\Why's this guy breathing so heavily?\O-Oh, I'm sorry. I just got a bit excited... response:	Uh, wait, I didn't mean excited in that kind of way...
context: We saw an old guy in red earlier.\He tried to talk to us, so we ran away.\What? When?!\Wh-Where? Where was he?!\Hey, that hurts! Let go!\Why's this guy breathing so heavily?\O-Oh, I'm sorry. I just got a bit excited...\Uh, wait, I didn't mean excited in that kind of way... response:	Why are you looking at me like that?
context: He tried to talk to us, so we ran away.\What? When?!\Wh-Where? Where was he?!\Hey, that hurts! Let go!\Why's this guy breathing so heavily?\O-Oh, I'm sorry. I just got a bit excited...\Uh, wait, I didn't mean excited in that kind of way...\Why are you looking at me like that? response:	We're leaving now.
context: What? When?!\Wh-Where? Where was he?!\Hey, that hurts! Let go!\Why's this guy breathing so heavily?\O-Oh, I'm sorry. I just got a bit excited...\Uh, wait, I didn't mean excited in that kind of way...\Why are you looking at me like that?\We're leaving now. response:	Hey!
context: Wh-Where? Where was he?!\Hey, that hurts! Let go!\Why's this guy breathing so heavily?\O-Oh, I'm sorry. I just got a bit excited...\Uh, wait, I didn't mean excited in that kind of way...\Why are you looking at me like that?\We're leaving now.\Hey! response:	You mustn't go alone! You're girls!
context: Hey, that hurts! Let go!\Why's this guy breathing so heavily?\O-Oh, I'm sorry. I just got a bit excited...\Uh, wait, I didn't mean excited in that kind of way...\Why are you looking at me like that?\We're leaving now.\Hey!\You mustn't go alone! You're girls! response:	Get away from us!
context: Why's this guy breathing so heavily?\O-Oh, I'm sorry. I just got a bit excited...\Uh, wait, I didn't mean excited in that kind of way...\Why are you looking at me like that?\We're leaving now.\Hey!\You mustn't go alone! You're girls!\Get away from us! response:	This guy's a pervert!
context: O-Oh, I'm sorry. I just got a bit excited...\Uh, wait, I didn't mean excited in that kind of way...\Why are you looking at me like that?\We're leaving now.\Hey!\You mustn't go alone! You're girls!\Get away from us!\This guy's a pervert! response:	Hey, stop that!
context: Uh, wait, I didn't mean excited in that kind of way...\Why are you looking at me like that?\We're leaving now.\Hey!\You mustn't go alone! You're girls!\Get away from us!\This guy's a pervert!\Hey, stop that! response:	I'm not
context: Why are you looking at me like that?\We're leaving now.\Hey!\You mustn't go alone! You're girls!\Get away from us!\This guy's a pervert!\Hey, stop that!\I'm not response:	Huh? What?
context: We're leaving now.\Hey!\You mustn't go alone! You're girls!\Get away from us!\This guy's a pervert!\Hey, stop that!\I'm not\Huh? What? response:	Stare
context: Hey!\You mustn't go alone! You're girls!\Get away from us!\This guy's a pervert!\Hey, stop that!\I'm not\Huh? What?\Stare response:	Stare
context: You mustn't go alone! You're girls!\Get away from us!\This guy's a pervert!\Hey, stop that!\I'm not\Huh? What?\Stare\Stare response:	N-No! I'm not a pervert!
context: Get away from us!\This guy's a pervert!\Hey, stop that!\I'm not\Huh? What?\Stare\Stare\N-No! I'm not a pervert! response:	I'm an extremely well-known psychic!
context: This guy's a pervert!\Hey, stop that!\I'm not\Huh? What?\Stare\Stare\N-No! I'm not a pervert!\I'm an extremely well-known psychic! response:	Did he just say psychic?
context: Hey, stop that!\I'm not\Huh? What?\Stare\Stare\N-No! I'm not a pervert!\I'm an extremely well-known psychic!\Did he just say psychic? response:	Like that doesn't sound shady...
context: I'm not\Huh? What?\Stare\Stare\N-No! I'm not a pervert!\I'm an extremely well-known psychic!\Did he just say psychic?\Like that doesn't sound shady... response:	Ow!
context: Huh? What?\Stare\Stare\N-No! I'm not a pervert!\I'm an extremely well-known psychic!\Did he just say psychic?\Like that doesn't sound shady...\Ow! response:	Hey, don't throw rocks at me!
context: Stare\Stare\N-No! I'm not a pervert!\I'm an extremely well-known psychic!\Did he just say psychic?\Like that doesn't sound shady...\Ow!\Hey, don't throw rocks at me! response:	Ow!
context: Stare\N-No! I'm not a pervert!\I'm an extremely well-known psychic!\Did he just say psychic?\Like that doesn't sound shady...\Ow!\Hey, don't throw rocks at me!\Ow! response:	That guy was so gross.
context: N-No! I'm not a pervert!\I'm an extremely well-known psychic!\Did he just say psychic?\Like that doesn't sound shady...\Ow!\Hey, don't throw rocks at me!\Ow!\That guy was so gross. response:	Wait! I need that lead!
context: I'm an extremely well-known psychic!\Did he just say psychic?\Like that doesn't sound shady...\Ow!\Hey, don't throw rocks at me!\Ow!\That guy was so gross.\Wait! I need that lead! response:	Crap! The girls I was after!
