context: I've come from Lieseltania. response:	My name is Flora.
context: He told me that you'd be calling me sooner or later,\wanting to get in touch with him.\Then could you give him a message from me?\Tell him that I want to ask him about Haruka Amagiri,\so I'd like to meet up.\Sure thing. All part of my job, after all.\I owe you one. Thanks.\But you'd better watch your back. response:	We're not the only ones he's got at his beck and call.
context: wanting to get in touch with him.\Then could you give him a message from me?\Tell him that I want to ask him about Haruka Amagiri,\so I'd like to meet up.\Sure thing. All part of my job, after all.\I owe you one. Thanks.\But you'd better watch your back.\We're not the only ones he's got at his beck and call. response:	Rumor has it that Erenshkigal herself works for him, too.
context: Then could you give him a message from me?\Tell him that I want to ask him about Haruka Amagiri,\so I'd like to meet up.\Sure thing. All part of my job, after all.\I owe you one. Thanks.\But you'd better watch your back.\We're not the only ones he's got at his beck and call.\Rumor has it that Erenshkigal herself works for him, too. response:	Erenshkigal?
context: Tell him that I want to ask him about Haruka Amagiri,\so I'd like to meet up.\Sure thing. All part of my job, after all.\I owe you one. Thanks.\But you'd better watch your back.\We're not the only ones he's got at his beck and call.\Rumor has it that Erenshkigal herself works for him, too.\Erenshkigal? response:	And also...
context: so I'd like to meet up.\Sure thing. All part of my job, after all.\I owe you one. Thanks.\But you'd better watch your back.\We're not the only ones he's got at his beck and call.\Rumor has it that Erenshkigal herself works for him, too.\Erenshkigal?\And also... response:	He's got Grimalkin in his clutches as well.
context: Sure thing. All part of my job, after all.\I owe you one. Thanks.\But you'd better watch your back.\We're not the only ones he's got at his beck and call.\Rumor has it that Erenshkigal herself works for him, too.\Erenshkigal?\And also...\He's got Grimalkin in his clutches as well. response:	Grimalkin?
context: I owe you one. Thanks.\But you'd better watch your back.\We're not the only ones he's got at his beck and call.\Rumor has it that Erenshkigal herself works for him, too.\Erenshkigal?\And also...\He's got Grimalkin in his clutches as well.\Grimalkin? response:	That's Rewolf's intelligence organization.
context: But you'd better watch your back.\We're not the only ones he's got at his beck and call.\Rumor has it that Erenshkigal herself works for him, too.\Erenshkigal?\And also...\He's got Grimalkin in his clutches as well.\Grimalkin?\That's Rewolf's intelligence organization. response:	Those guys are seriously hard core.
context: We're not the only ones he's got at his beck and call.\Rumor has it that Erenshkigal herself works for him, too.\Erenshkigal?\And also...\He's got Grimalkin in his clutches as well.\Grimalkin?\That's Rewolf's intelligence organization.\Those guys are seriously hard core. response:	Just give them the order,
context: Rumor has it that Erenshkigal herself works for him, too.\Erenshkigal?\And also...\He's got Grimalkin in his clutches as well.\Grimalkin?\That's Rewolf's intelligence organization.\Those guys are seriously hard core.\Just give them the order, response:	and they'll do any kind of dirty work without a second thought.
context: Erenshkigal?\And also...\He's got Grimalkin in his clutches as well.\Grimalkin?\That's Rewolf's intelligence organization.\Those guys are seriously hard core.\Just give them the order,\and they'll do any kind of dirty work without a second thought. response:	Gotcha. I'll be vigilant, then.
context: And also...\He's got Grimalkin in his clutches as well.\Grimalkin?\That's Rewolf's intelligence organization.\Those guys are seriously hard core.\Just give them the order,\and they'll do any kind of dirty work without a second thought.\Gotcha. I'll be vigilant, then. response:	You do that.
context: He's got Grimalkin in his clutches as well.\Grimalkin?\That's Rewolf's intelligence organization.\Those guys are seriously hard core.\Just give them the order,\and they'll do any kind of dirty work without a second thought.\Gotcha. I'll be vigilant, then.\You do that. response:	There's no point unless you still have your life.
context: Grimalkin?\That's Rewolf's intelligence organization.\Those guys are seriously hard core.\Just give them the order,\and they'll do any kind of dirty work without a second thought.\Gotcha. I'll be vigilant, then.\You do that.\There's no point unless you still have your life. response:	By the way, I saw your match today.
context: That's Rewolf's intelligence organization.\Those guys are seriously hard core.\Just give them the order,\and they'll do any kind of dirty work without a second thought.\Gotcha. I'll be vigilant, then.\You do that.\There's no point unless you still have your life.\By the way, I saw your match today. response:	Man, you were toiling!
context: Those guys are seriously hard core.\Just give them the order,\and they'll do any kind of dirty work without a second thought.\Gotcha. I'll be vigilant, then.\You do that.\There's no point unless you still have your life.\By the way, I saw your match today.\Man, you were toiling! response:	No thanks to you!
context: Just give them the order,\and they'll do any kind of dirty work without a second thought.\Gotcha. I'll be vigilant, then.\You do that.\There's no point unless you still have your life.\By the way, I saw your match today.\Man, you were toiling!\No thanks to you! response:	Serves you right!
context: and they'll do any kind of dirty work without a second thought.\Gotcha. I'll be vigilant, then.\You do that.\There's no point unless you still have your life.\By the way, I saw your match today.\Man, you were toiling!\No thanks to you!\Serves you right! response:	E-Excuse me, Amagiri!
context: Gotcha. I'll be vigilant, then.\You do that.\There's no point unless you still have your life.\By the way, I saw your match today.\Man, you were toiling!\No thanks to you!\Serves you right!\E-Excuse me, Amagiri! response:	Would you mind waiting for a second?
context: You do that.\There's no point unless you still have your life.\By the way, I saw your match today.\Man, you were toiling!\No thanks to you!\Serves you right!\E-Excuse me, Amagiri!\Would you mind waiting for a second? response:	Hey! Hey, what's the big idea?
context: There's no point unless you still have your life.\By the way, I saw your match today.\Man, you were toiling!\No thanks to you!\Serves you right!\E-Excuse me, Amagiri!\Would you mind waiting for a second?\Hey! Hey, what's the big idea? response:	You're going to thank him properly, remember?
context: By the way, I saw your match today.\Man, you were toiling!\No thanks to you!\Serves you right!\E-Excuse me, Amagiri!\Would you mind waiting for a second?\Hey! Hey, what's the big idea?\You're going to thank him properly, remember? response:	You don't have to tell me!
context: Man, you were toiling!\No thanks to you!\Serves you right!\E-Excuse me, Amagiri!\Would you mind waiting for a second?\Hey! Hey, what's the big idea?\You're going to thank him properly, remember?\You don't have to tell me! response:	A-Amagiri...
context: No thanks to you!\Serves you right!\E-Excuse me, Amagiri!\Would you mind waiting for a second?\Hey! Hey, what's the big idea?\You're going to thank him properly, remember?\You don't have to tell me!\A-Amagiri... response:	Something wrong?
context: Serves you right!\E-Excuse me, Amagiri!\Would you mind waiting for a second?\Hey! Hey, what's the big idea?\You're going to thank him properly, remember?\You don't have to tell me!\A-Amagiri...\Something wrong? response:	No... Uh, let's see.
context: E-Excuse me, Amagiri!\Would you mind waiting for a second?\Hey! Hey, what's the big idea?\You're going to thank him properly, remember?\You don't have to tell me!\A-Amagiri...\Something wrong?\No... Uh, let's see. response:	I just thought I should thank you myself, see?
context: Would you mind waiting for a second?\Hey! Hey, what's the big idea?\You're going to thank him properly, remember?\You don't have to tell me!\A-Amagiri...\Something wrong?\No... Uh, let's see.\I just thought I should thank you myself, see? response:	But don't read too much into it!
context: Hey! Hey, what's the big idea?\You're going to thank him properly, remember?\You don't have to tell me!\A-Amagiri...\Something wrong?\No... Uh, let's see.\I just thought I should thank you myself, see?\But don't read too much into it! response:	Thank me?
context: You're going to thank him properly, remember?\You don't have to tell me!\A-Amagiri...\Something wrong?\No... Uh, let's see.\I just thought I should thank you myself, see?\But don't read too much into it!\Thank me? response:	You know, for that thing. The Gravi-Sheath thing.
context: You don't have to tell me!\A-Amagiri...\Something wrong?\No... Uh, let's see.\I just thought I should thank you myself, see?\But don't read too much into it!\Thank me?\You know, for that thing. The Gravi-Sheath thing. response:	Not that I want to admit it...
context: A-Amagiri...\Something wrong?\No... Uh, let's see.\I just thought I should thank you myself, see?\But don't read too much into it!\Thank me?\You know, for that thing. The Gravi-Sheath thing.\Not that I want to admit it... response:	but since you busted it, I'm barely earning anything, and it's awful...
context: Something wrong?\No... Uh, let's see.\I just thought I should thank you myself, see?\But don't read too much into it!\Thank me?\You know, for that thing. The Gravi-Sheath thing.\Not that I want to admit it...\but since you busted it, I'm barely earning anything, and it's awful... response:	Well, if it wasn't for you, the fact is, I'd be a goner.
context: No... Uh, let's see.\I just thought I should thank you myself, see?\But don't read too much into it!\Thank me?\You know, for that thing. The Gravi-Sheath thing.\Not that I want to admit it...\but since you busted it, I'm barely earning anything, and it's awful...\Well, if it wasn't for you, the fact is, I'd be a goner. response:	Oh, is that what you're talking about?
context: I just thought I should thank you myself, see?\But don't read too much into it!\Thank me?\You know, for that thing. The Gravi-Sheath thing.\Not that I want to admit it...\but since you busted it, I'm barely earning anything, and it's awful...\Well, if it wasn't for you, the fact is, I'd be a goner.\Oh, is that what you're talking about? response:	You saved me. Thanks, man.
context: But don't read too much into it!\Thank me?\You know, for that thing. The Gravi-Sheath thing.\Not that I want to admit it...\but since you busted it, I'm barely earning anything, and it's awful...\Well, if it wasn't for you, the fact is, I'd be a goner.\Oh, is that what you're talking about?\You saved me. Thanks, man. response:	Now the ball's in the Tyrant's court, huh?
context: Thank me?\You know, for that thing. The Gravi-Sheath thing.\Not that I want to admit it...\but since you busted it, I'm barely earning anything, and it's awful...\Well, if it wasn't for you, the fact is, I'd be a goner.\Oh, is that what you're talking about?\You saved me. Thanks, man.\Now the ball's in the Tyrant's court, huh? response:	Sister...
context: You know, for that thing. The Gravi-Sheath thing.\Not that I want to admit it...\but since you busted it, I'm barely earning anything, and it's awful...\Well, if it wasn't for you, the fact is, I'd be a goner.\Oh, is that what you're talking about?\You saved me. Thanks, man.\Now the ball's in the Tyrant's court, huh?\Sister... response:	I'm home!
context: Not that I want to admit it...\but since you busted it, I'm barely earning anything, and it's awful...\Well, if it wasn't for you, the fact is, I'd be a goner.\Oh, is that what you're talking about?\You saved me. Thanks, man.\Now the ball's in the Tyrant's court, huh?\Sister...\I'm home! response:	Man, I haven't been home in ages!
context: but since you busted it, I'm barely earning anything, and it's awful...\Well, if it wasn't for you, the fact is, I'd be a goner.\Oh, is that what you're talking about?\You saved me. Thanks, man.\Now the ball's in the Tyrant's court, huh?\Sister...\I'm home!\Man, I haven't been home in ages! response:	Yabuki?
context: Well, if it wasn't for you, the fact is, I'd be a goner.\Oh, is that what you're talking about?\You saved me. Thanks, man.\Now the ball's in the Tyrant's court, huh?\Sister...\I'm home!\Man, I haven't been home in ages!\Yabuki? response:	Hey, my bad. Did I wake you?
context: Oh, is that what you're talking about?\You saved me. Thanks, man.\Now the ball's in the Tyrant's court, huh?\Sister...\I'm home!\Man, I haven't been home in ages!\Yabuki?\Hey, my bad. Did I wake you? response:	No, that's okay.
context: You saved me. Thanks, man.\Now the ball's in the Tyrant's court, huh?\Sister...\I'm home!\Man, I haven't been home in ages!\Yabuki?\Hey, my bad. Did I wake you?\No, that's okay. response:	Anyway, long time no see, huh?
context: Now the ball's in the Tyrant's court, huh?\Sister...\I'm home!\Man, I haven't been home in ages!\Yabuki?\Hey, my bad. Did I wake you?\No, that's okay.\Anyway, long time no see, huh? response:	Well, the Phoenix Festa is a profitable time for me, you know.
context: Sister...\I'm home!\Man, I haven't been home in ages!\Yabuki?\Hey, my bad. Did I wake you?\No, that's okay.\Anyway, long time no see, huh?\Well, the Phoenix Festa is a profitable time for me, you know. response:	Oh, hey, by the way, I saw your match yesterday.
context: I'm home!\Man, I haven't been home in ages!\Yabuki?\Hey, my bad. Did I wake you?\No, that's okay.\Anyway, long time no see, huh?\Well, the Phoenix Festa is a profitable time for me, you know.\Oh, hey, by the way, I saw your match yesterday. response:	So now you're into the quarterfinals. Congrats!
context: Man, I haven't been home in ages!\Yabuki?\Hey, my bad. Did I wake you?\No, that's okay.\Anyway, long time no see, huh?\Well, the Phoenix Festa is a profitable time for me, you know.\Oh, hey, by the way, I saw your match yesterday.\So now you're into the quarterfinals. Congrats! response:	DELICIOUS TEA
context: Yabuki?\Hey, my bad. Did I wake you?\No, that's okay.\Anyway, long time no see, huh?\Well, the Phoenix Festa is a profitable time for me, you know.\Oh, hey, by the way, I saw your match yesterday.\So now you're into the quarterfinals. Congrats!\DELICIOUS TEA response:	Though it did feel like a hollow victory.
context: Hey, my bad. Did I wake you?\No, that's okay.\Anyway, long time no see, huh?\Well, the Phoenix Festa is a profitable time for me, you know.\Oh, hey, by the way, I saw your match yesterday.\So now you're into the quarterfinals. Congrats!\DELICIOUS TEA\Though it did feel like a hollow victory. response:	Oh, well, you still managed to win, so it's all good!
context: No, that's okay.\Anyway, long time no see, huh?\Well, the Phoenix Festa is a profitable time for me, you know.\Oh, hey, by the way, I saw your match yesterday.\So now you're into the quarterfinals. Congrats!\DELICIOUS TEA\Though it did feel like a hollow victory.\Oh, well, you still managed to win, so it's all good! response:	So who are your next opponents, the Jie Long twins?
context: Anyway, long time no see, huh?\Well, the Phoenix Festa is a profitable time for me, you know.\Oh, hey, by the way, I saw your match yesterday.\So now you're into the quarterfinals. Congrats!\DELICIOUS TEA\Though it did feel like a hollow victory.\Oh, well, you still managed to win, so it's all good!\So who are your next opponents, the Jie Long twins? response:	Those two are gonna be a handful.
context: Well, the Phoenix Festa is a profitable time for me, you know.\Oh, hey, by the way, I saw your match yesterday.\So now you're into the quarterfinals. Congrats!\DELICIOUS TEA\Though it did feel like a hollow victory.\Oh, well, you still managed to win, so it's all good!\So who are your next opponents, the Jie Long twins?\Those two are gonna be a handful. response:	I mean, their personalities couldn't be worse.
context: Oh, hey, by the way, I saw your match yesterday.\So now you're into the quarterfinals. Congrats!\DELICIOUS TEA\Though it did feel like a hollow victory.\Oh, well, you still managed to win, so it's all good!\So who are your next opponents, the Jie Long twins?\Those two are gonna be a handful.\I mean, their personalities couldn't be worse. response:	Thanks.
context: So now you're into the quarterfinals. Congrats!\DELICIOUS TEA\Though it did feel like a hollow victory.\Oh, well, you still managed to win, so it's all good!\So who are your next opponents, the Jie Long twins?\Those two are gonna be a handful.\I mean, their personalities couldn't be worse.\Thanks. response:	I've seen their match data,
context: DELICIOUS TEA\Though it did feel like a hollow victory.\Oh, well, you still managed to win, so it's all good!\So who are your next opponents, the Jie Long twins?\Those two are gonna be a handful.\I mean, their personalities couldn't be worse.\Thanks.\I've seen their match data, response:	but it sure seems like they have a knack for hitting you where it hurts.
context: Though it did feel like a hollow victory.\Oh, well, you still managed to win, so it's all good!\So who are your next opponents, the Jie Long twins?\Those two are gonna be a handful.\I mean, their personalities couldn't be worse.\Thanks.\I've seen their match data,\but it sure seems like they have a knack for hitting you where it hurts. response:	Those two really know how to take advantage of Star Senjutsu, after all.
context: Oh, well, you still managed to win, so it's all good!\So who are your next opponents, the Jie Long twins?\Those two are gonna be a handful.\I mean, their personalities couldn't be worse.\Thanks.\I've seen their match data,\but it sure seems like they have a knack for hitting you where it hurts.\Those two really know how to take advantage of Star Senjutsu, after all. response:	I bet their opponents just hate going up against them!
context: So who are your next opponents, the Jie Long twins?\Those two are gonna be a handful.\I mean, their personalities couldn't be worse.\Thanks.\I've seen their match data,\but it sure seems like they have a knack for hitting you where it hurts.\Those two really know how to take advantage of Star Senjutsu, after all.\I bet their opponents just hate going up against them! response:	Take advantage of Star Senjutsu?
context: Those two are gonna be a handful.\I mean, their personalities couldn't be worse.\Thanks.\I've seen their match data,\but it sure seems like they have a knack for hitting you where it hurts.\Those two really know how to take advantage of Star Senjutsu, after all.\I bet their opponents just hate going up against them!\Take advantage of Star Senjutsu? response:	Oh, that's right, you've never gone up against Taoists, right?
context: I mean, their personalities couldn't be worse.\Thanks.\I've seen their match data,\but it sure seems like they have a knack for hitting you where it hurts.\Those two really know how to take advantage of Star Senjutsu, after all.\I bet their opponents just hate going up against them!\Take advantage of Star Senjutsu?\Oh, that's right, you've never gone up against Taoists, right? response:	JIE LONG
context: Thanks.\I've seen their match data,\but it sure seems like they have a knack for hitting you where it hurts.\Those two really know how to take advantage of Star Senjutsu, after all.\I bet their opponents just hate going up against them!\Take advantage of Star Senjutsu?\Oh, that's right, you've never gone up against Taoists, right?\JIE LONG response:	Well, the short answer is
context: I've seen their match data,\but it sure seems like they have a knack for hitting you where it hurts.\Those two really know how to take advantage of Star Senjutsu, after all.\I bet their opponents just hate going up against them!\Take advantage of Star Senjutsu?\Oh, that's right, you've never gone up against Taoists, right?\JIE LONG\Well, the short answer is response:	that Star Senjutsu takes the power of a Strega or a Dante
context: but it sure seems like they have a knack for hitting you where it hurts.\Those two really know how to take advantage of Star Senjutsu, after all.\I bet their opponents just hate going up against them!\Take advantage of Star Senjutsu?\Oh, that's right, you've never gone up against Taoists, right?\JIE LONG\Well, the short answer is\that Star Senjutsu takes the power of a Strega or a Dante response:	and generalizes it as a technique, I guess.
context: Those two really know how to take advantage of Star Senjutsu, after all.\I bet their opponents just hate going up against them!\Take advantage of Star Senjutsu?\Oh, that's right, you've never gone up against Taoists, right?\JIE LONG\Well, the short answer is\that Star Senjutsu takes the power of a Strega or a Dante\and generalizes it as a technique, I guess. response:	It's more common to see Stregas and Dantes use distinctive powers,
context: I bet their opponents just hate going up against them!\Take advantage of Star Senjutsu?\Oh, that's right, you've never gone up against Taoists, right?\JIE LONG\Well, the short answer is\that Star Senjutsu takes the power of a Strega or a Dante\and generalizes it as a technique, I guess.\It's more common to see Stregas and Dantes use distinctive powers, response:	but then they lose stability, and it's easier to mount a counter-attack.
context: Take advantage of Star Senjutsu?\Oh, that's right, you've never gone up against Taoists, right?\JIE LONG\Well, the short answer is\that Star Senjutsu takes the power of a Strega or a Dante\and generalizes it as a technique, I guess.\It's more common to see Stregas and Dantes use distinctive powers,\but then they lose stability, and it's easier to mount a counter-attack. response:	But Taoists have no such vulnerabilities.
context: Oh, that's right, you've never gone up against Taoists, right?\JIE LONG\Well, the short answer is\that Star Senjutsu takes the power of a Strega or a Dante\and generalizes it as a technique, I guess.\It's more common to see Stregas and Dantes use distinctive powers,\but then they lose stability, and it's easier to mount a counter-attack.\But Taoists have no such vulnerabilities. response:	Is that right? Thanks.
context: JIE LONG\Well, the short answer is\that Star Senjutsu takes the power of a Strega or a Dante\and generalizes it as a technique, I guess.\It's more common to see Stregas and Dantes use distinctive powers,\but then they lose stability, and it's easier to mount a counter-attack.\But Taoists have no such vulnerabilities.\Is that right? Thanks. response:	Thank goodness. So you're awake?
context: Well, the short answer is\that Star Senjutsu takes the power of a Strega or a Dante\and generalizes it as a technique, I guess.\It's more common to see Stregas and Dantes use distinctive powers,\but then they lose stability, and it's easier to mount a counter-attack.\But Taoists have no such vulnerabilities.\Is that right? Thanks.\Thank goodness. So you're awake? response:	Yeah. What's up?
context: that Star Senjutsu takes the power of a Strega or a Dante\and generalizes it as a technique, I guess.\It's more common to see Stregas and Dantes use distinctive powers,\but then they lose stability, and it's easier to mount a counter-attack.\But Taoists have no such vulnerabilities.\Is that right? Thanks.\Thank goodness. So you're awake?\Yeah. What's up? response:	Actually... Flora insists on inviting you to lunch.
context: and generalizes it as a technique, I guess.\It's more common to see Stregas and Dantes use distinctive powers,\but then they lose stability, and it's easier to mount a counter-attack.\But Taoists have no such vulnerabilities.\Is that right? Thanks.\Thank goodness. So you're awake?\Yeah. What's up?\Actually... Flora insists on inviting you to lunch. response:	Apparently there's something she just has to ask you.
context: It's more common to see Stregas and Dantes use distinctive powers,\but then they lose stability, and it's easier to mount a counter-attack.\But Taoists have no such vulnerabilities.\Is that right? Thanks.\Thank goodness. So you're awake?\Yeah. What's up?\Actually... Flora insists on inviting you to lunch.\Apparently there's something she just has to ask you. response:	Flora?
context: but then they lose stability, and it's easier to mount a counter-attack.\But Taoists have no such vulnerabilities.\Is that right? Thanks.\Thank goodness. So you're awake?\Yeah. What's up?\Actually... Flora insists on inviting you to lunch.\Apparently there's something she just has to ask you.\Flora? response:	Needless to say, as long as you don't mind...
context: But Taoists have no such vulnerabilities.\Is that right? Thanks.\Thank goodness. So you're awake?\Yeah. What's up?\Actually... Flora insists on inviting you to lunch.\Apparently there's something she just has to ask you.\Flora?\Needless to say, as long as you don't mind... response:	No, that's totally fine with me.
context: Is that right? Thanks.\Thank goodness. So you're awake?\Yeah. What's up?\Actually... Flora insists on inviting you to lunch.\Apparently there's something she just has to ask you.\Flora?\Needless to say, as long as you don't mind...\No, that's totally fine with me. response:	Really? Then if you don't mind, can you come out to the Business District?
context: Thank goodness. So you're awake?\Yeah. What's up?\Actually... Flora insists on inviting you to lunch.\Apparently there's something she just has to ask you.\Flora?\Needless to say, as long as you don't mind...\No, that's totally fine with me.\Really? Then if you don't mind, can you come out to the Business District? response:	The thing is, it's horribly crowded along Main Street.
context: Yeah. What's up?\Actually... Flora insists on inviting you to lunch.\Apparently there's something she just has to ask you.\Flora?\Needless to say, as long as you don't mind...\No, that's totally fine with me.\Really? Then if you don't mind, can you come out to the Business District?\The thing is, it's horribly crowded along Main Street. response:	We should probably meet up somewhere else.
context: Actually... Flora insists on inviting you to lunch.\Apparently there's something she just has to ask you.\Flora?\Needless to say, as long as you don't mind...\No, that's totally fine with me.\Really? Then if you don't mind, can you come out to the Business District?\The thing is, it's horribly crowded along Main Street.\We should probably meet up somewhere else. response:	Hey, what's this? Looking for a place to eat?
context: Apparently there's something she just has to ask you.\Flora?\Needless to say, as long as you don't mind...\No, that's totally fine with me.\Really? Then if you don't mind, can you come out to the Business District?\The thing is, it's horribly crowded along Main Street.\We should probably meet up somewhere else.\Hey, what's this? Looking for a place to eat? response:	Then I'll be happy to recommend a place.
context: Flora?\Needless to say, as long as you don't mind...\No, that's totally fine with me.\Really? Then if you don't mind, can you come out to the Business District?\The thing is, it's horribly crowded along Main Street.\We should probably meet up somewhere else.\Hey, what's this? Looking for a place to eat?\Then I'll be happy to recommend a place. response:	This is a date, right?
context: Needless to say, as long as you don't mind...\No, that's totally fine with me.\Really? Then if you don't mind, can you come out to the Business District?\The thing is, it's horribly crowded along Main Street.\We should probably meet up somewhere else.\Hey, what's this? Looking for a place to eat?\Then I'll be happy to recommend a place.\This is a date, right? response:	D-Date? Y-You moron!
context: No, that's totally fine with me.\Really? Then if you don't mind, can you come out to the Business District?\The thing is, it's horribly crowded along Main Street.\We should probably meet up somewhere else.\Hey, what's this? Looking for a place to eat?\Then I'll be happy to recommend a place.\This is a date, right?\D-Date? Y-You moron! response:	Don't get the wrong idea! Flora's the one who has some business with Ayato,
context: Really? Then if you don't mind, can you come out to the Business District?\The thing is, it's horribly crowded along Main Street.\We should probably meet up somewhere else.\Hey, what's this? Looking for a place to eat?\Then I'll be happy to recommend a place.\This is a date, right?\D-Date? Y-You moron!\Don't get the wrong idea! Flora's the one who has some business with Ayato, response:	Okay...
context: The thing is, it's horribly crowded along Main Street.\We should probably meet up somewhere else.\Hey, what's this? Looking for a place to eat?\Then I'll be happy to recommend a place.\This is a date, right?\D-Date? Y-You moron!\Don't get the wrong idea! Flora's the one who has some business with Ayato,\Okay... response:	and it's not like I want to see him...
context: We should probably meet up somewhere else.\Hey, what's this? Looking for a place to eat?\Then I'll be happy to recommend a place.\This is a date, right?\D-Date? Y-You moron!\Don't get the wrong idea! Flora's the one who has some business with Ayato,\Okay...\and it's not like I want to see him... response:	See? Here it is.
context: Hey, what's this? Looking for a place to eat?\Then I'll be happy to recommend a place.\This is a date, right?\D-Date? Y-You moron!\Don't get the wrong idea! Flora's the one who has some business with Ayato,\Okay...\and it's not like I want to see him...\See? Here it is. response:	Hey, listen to me!
context: Then I'll be happy to recommend a place.\This is a date, right?\D-Date? Y-You moron!\Don't get the wrong idea! Flora's the one who has some business with Ayato,\Okay...\and it's not like I want to see him...\See? Here it is.\Hey, listen to me! response:	Not a lot of tourists,
context: This is a date, right?\D-Date? Y-You moron!\Don't get the wrong idea! Flora's the one who has some business with Ayato,\Okay...\and it's not like I want to see him...\See? Here it is.\Hey, listen to me!\Not a lot of tourists, response:	and the atmosphere and the food aren't bad. A well-kept secret...
context: D-Date? Y-You moron!\Don't get the wrong idea! Flora's the one who has some business with Ayato,\Okay...\and it's not like I want to see him...\See? Here it is.\Hey, listen to me!\Not a lot of tourists,\and the atmosphere and the food aren't bad. A well-kept secret... response:	A stylish hidden cafe in a quiet neighborhood Rice omelet and parfait are recommended!
context: Don't get the wrong idea! Flora's the one who has some business with Ayato,\Okay...\and it's not like I want to see him...\See? Here it is.\Hey, listen to me!\Not a lot of tourists,\and the atmosphere and the food aren't bad. A well-kept secret...\A stylish hidden cafe in a quiet neighborhood Rice omelet and parfait are recommended! response:	I'm impressed that you knew this place.
context: Okay...\and it's not like I want to see him...\See? Here it is.\Hey, listen to me!\Not a lot of tourists,\and the atmosphere and the food aren't bad. A well-kept secret...\A stylish hidden cafe in a quiet neighborhood Rice omelet and parfait are recommended!\I'm impressed that you knew this place. response:	What do you think, Julis? Want to meet up here?
context: and it's not like I want to see him...\See? Here it is.\Hey, listen to me!\Not a lot of tourists,\and the atmosphere and the food aren't bad. A well-kept secret...\A stylish hidden cafe in a quiet neighborhood Rice omelet and parfait are recommended!\I'm impressed that you knew this place.\What do you think, Julis? Want to meet up here? response:	I guess so.
context: See? Here it is.\Hey, listen to me!\Not a lot of tourists,\and the atmosphere and the food aren't bad. A well-kept secret...\A stylish hidden cafe in a quiet neighborhood Rice omelet and parfait are recommended!\I'm impressed that you knew this place.\What do you think, Julis? Want to meet up here?\I guess so. response:	Although it's annoying that it was Yabuki who recommended it...
context: Hey, listen to me!\Not a lot of tourists,\and the atmosphere and the food aren't bad. A well-kept secret...\A stylish hidden cafe in a quiet neighborhood Rice omelet and parfait are recommended!\I'm impressed that you knew this place.\What do you think, Julis? Want to meet up here?\I guess so.\Although it's annoying that it was Yabuki who recommended it... response:	All right, then that's settled.
context: Not a lot of tourists,\and the atmosphere and the food aren't bad. A well-kept secret...\A stylish hidden cafe in a quiet neighborhood Rice omelet and parfait are recommended!\I'm impressed that you knew this place.\What do you think, Julis? Want to meet up here?\I guess so.\Although it's annoying that it was Yabuki who recommended it...\All right, then that's settled. response:	Let's meet up in two hours.
context: and the atmosphere and the food aren't bad. A well-kept secret...\A stylish hidden cafe in a quiet neighborhood Rice omelet and parfait are recommended!\I'm impressed that you knew this place.\What do you think, Julis? Want to meet up here?\I guess so.\Although it's annoying that it was Yabuki who recommended it...\All right, then that's settled.\Let's meet up in two hours. response:	Okay.
context: A stylish hidden cafe in a quiet neighborhood Rice omelet and parfait are recommended!\I'm impressed that you knew this place.\What do you think, Julis? Want to meet up here?\I guess so.\Although it's annoying that it was Yabuki who recommended it...\All right, then that's settled.\Let's meet up in two hours.\Okay. response:	Thanks, Yabuki. I owe you one.
context: I'm impressed that you knew this place.\What do you think, Julis? Want to meet up here?\I guess so.\Although it's annoying that it was Yabuki who recommended it...\All right, then that's settled.\Let's meet up in two hours.\Okay.\Thanks, Yabuki. I owe you one. response:	Hey, not a problem.
context: What do you think, Julis? Want to meet up here?\I guess so.\Although it's annoying that it was Yabuki who recommended it...\All right, then that's settled.\Let's meet up in two hours.\Okay.\Thanks, Yabuki. I owe you one.\Hey, not a problem. response:	Because after all, having you owe me one is sure to come in handy sometime.
context: I guess so.\Although it's annoying that it was Yabuki who recommended it...\All right, then that's settled.\Let's meet up in two hours.\Okay.\Thanks, Yabuki. I owe you one.\Hey, not a problem.\Because after all, having you owe me one is sure to come in handy sometime. response:	I'll just have to pray that it doesn't cost me too much!
context: Although it's annoying that it was Yabuki who recommended it...\All right, then that's settled.\Let's meet up in two hours.\Okay.\Thanks, Yabuki. I owe you one.\Hey, not a problem.\Because after all, having you owe me one is sure to come in handy sometime.\I'll just have to pray that it doesn't cost me too much! response:	That was so delicious!
context: All right, then that's settled.\Let's meet up in two hours.\Okay.\Thanks, Yabuki. I owe you one.\Hey, not a problem.\Because after all, having you owe me one is sure to come in handy sometime.\I'll just have to pray that it doesn't cost me too much!\That was so delicious! response:	Oh... Really, now...
context: Let's meet up in two hours.\Okay.\Thanks, Yabuki. I owe you one.\Hey, not a problem.\Because after all, having you owe me one is sure to come in handy sometime.\I'll just have to pray that it doesn't cost me too much!\That was so delicious!\Oh... Really, now... response:	Look, there's ketchup all over your face.
context: Okay.\Thanks, Yabuki. I owe you one.\Hey, not a problem.\Because after all, having you owe me one is sure to come in handy sometime.\I'll just have to pray that it doesn't cost me too much!\That was so delicious!\Oh... Really, now...\Look, there's ketchup all over your face. response:	Okay, got it.
