context: I figured you would have questions for me. response:	So, I didn't allow myself go to sleep.
context: And what you need to do is\do what you will do to me, and kill her!\I am carrying a piece of jade.\It will point you in the direction to find Yan Zhi.\You must take it.\When you are near Yan Zhi, this jade will burn hot.\Even if you cannot see, you will be able to recognize her.\You people of the Ghost Realm are indeed all vicious! response:	You cannot blame me for that.
context: do what you will do to me, and kill her!\I am carrying a piece of jade.\It will point you in the direction to find Yan Zhi.\You must take it.\When you are near Yan Zhi, this jade will burn hot.\Even if you cannot see, you will be able to recognize her.\You people of the Ghost Realm are indeed all vicious!\You cannot blame me for that. response:	Li Jing dared to do this to me.
context: I am carrying a piece of jade.\It will point you in the direction to find Yan Zhi.\You must take it.\When you are near Yan Zhi, this jade will burn hot.\Even if you cannot see, you will be able to recognize her.\You people of the Ghost Realm are indeed all vicious!\You cannot blame me for that.\Li Jing dared to do this to me. response:	Even if I die, I must have him buried with me!
context: It will point you in the direction to find Yan Zhi.\You must take it.\When you are near Yan Zhi, this jade will burn hot.\Even if you cannot see, you will be able to recognize her.\You people of the Ghost Realm are indeed all vicious!\You cannot blame me for that.\Li Jing dared to do this to me.\Even if I die, I must have him buried with me! response:	As long as my father returns and learns of the things Li Jing has done
context: You must take it.\When you are near Yan Zhi, this jade will burn hot.\Even if you cannot see, you will be able to recognize her.\You people of the Ghost Realm are indeed all vicious!\You cannot blame me for that.\Li Jing dared to do this to me.\Even if I die, I must have him buried with me!\As long as my father returns and learns of the things Li Jing has done response:	and having allied with the Celestial Tribe
context: When you are near Yan Zhi, this jade will burn hot.\Even if you cannot see, you will be able to recognize her.\You people of the Ghost Realm are indeed all vicious!\You cannot blame me for that.\Li Jing dared to do this to me.\Even if I die, I must have him buried with me!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe response:	he will definitely avenge me!
context: Even if you cannot see, you will be able to recognize her.\You people of the Ghost Realm are indeed all vicious!\You cannot blame me for that.\Li Jing dared to do this to me.\Even if I die, I must have him buried with me!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me! response:	What other choice do you have now other than to kill me?
context: You people of the Ghost Realm are indeed all vicious!\You cannot blame me for that.\Li Jing dared to do this to me.\Even if I die, I must have him buried with me!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\What other choice do you have now other than to kill me? response:	Come. Do it.
context: You cannot blame me for that.\Li Jing dared to do this to me.\Even if I die, I must have him buried with me!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\What other choice do you have now other than to kill me?\Come. Do it. response:	Kill me. Kill me!
context: Li Jing dared to do this to me.\Even if I die, I must have him buried with me!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\What other choice do you have now other than to kill me?\Come. Do it.\Kill me. Kill me! response:	Li Yuan?
context: Even if I die, I must have him buried with me!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\What other choice do you have now other than to kill me?\Come. Do it.\Kill me. Kill me!\Li Yuan? response:	So it is you.
context: As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\What other choice do you have now other than to kill me?\Come. Do it.\Kill me. Kill me!\Li Yuan?\So it is you. response:	I have raised a good son.
context: and having allied with the Celestial Tribe\he will definitely avenge me!\What other choice do you have now other than to kill me?\Come. Do it.\Kill me. Kill me!\Li Yuan?\So it is you.\I have raised a good son. response:	You were the only one willing to sacrifice your life
context: he will definitely avenge me!\What other choice do you have now other than to kill me?\Come. Do it.\Kill me. Kill me!\Li Yuan?\So it is you.\I have raised a good son.\You were the only one willing to sacrifice your life response:	to allow my powers to greatly increase.
context: What other choice do you have now other than to kill me?\Come. Do it.\Kill me. Kill me!\Li Yuan?\So it is you.\I have raised a good son.\You were the only one willing to sacrifice your life\to allow my powers to greatly increase. response:	When I break out of this Bell
context: Come. Do it.\Kill me. Kill me!\Li Yuan?\So it is you.\I have raised a good son.\You were the only one willing to sacrifice your life\to allow my powers to greatly increase.\When I break out of this Bell response:	I will slaughter all in the four seas
context: Kill me. Kill me!\Li Yuan?\So it is you.\I have raised a good son.\You were the only one willing to sacrifice your life\to allow my powers to greatly increase.\When I break out of this Bell\I will slaughter all in the four seas response:	and have the whole world buried along with you!
context: Li Yuan?\So it is you.\I have raised a good son.\You were the only one willing to sacrifice your life\to allow my powers to greatly increase.\When I break out of this Bell\I will slaughter all in the four seas\and have the whole world buried along with you! response:	Didn't Dijun say the seal on the Bell is lifted only once every 70,000 years?
context: So it is you.\I have raised a good son.\You were the only one willing to sacrifice your life\to allow my powers to greatly increase.\When I break out of this Bell\I will slaughter all in the four seas\and have the whole world buried along with you!\Didn't Dijun say the seal on the Bell is lifted only once every 70,000 years? response:	What is... What is going on tonight?
context: I have raised a good son.\You were the only one willing to sacrifice your life\to allow my powers to greatly increase.\When I break out of this Bell\I will slaughter all in the four seas\and have the whole world buried along with you!\Didn't Dijun say the seal on the Bell is lifted only once every 70,000 years?\What is... What is going on tonight? response:	Mother, I don't want to go the mortal realm.
context: You were the only one willing to sacrifice your life\to allow my powers to greatly increase.\When I break out of this Bell\I will slaughter all in the four seas\and have the whole world buried along with you!\Didn't Dijun say the seal on the Bell is lifted only once every 70,000 years?\What is... What is going on tonight?\Mother, I don't want to go the mortal realm. response:	My eyes hurt so much. I miss you so much.
context: to allow my powers to greatly increase.\When I break out of this Bell\I will slaughter all in the four seas\and have the whole world buried along with you!\Didn't Dijun say the seal on the Bell is lifted only once every 70,000 years?\What is... What is going on tonight?\Mother, I don't want to go the mortal realm.\My eyes hurt so much. I miss you so much. response:	I am coming to see you.
context: When I break out of this Bell\I will slaughter all in the four seas\and have the whole world buried along with you!\Didn't Dijun say the seal on the Bell is lifted only once every 70,000 years?\What is... What is going on tonight?\Mother, I don't want to go the mortal realm.\My eyes hurt so much. I miss you so much.\I am coming to see you. response:	Mother, look, I've even brought your grandchild.
context: I will slaughter all in the four seas\and have the whole world buried along with you!\Didn't Dijun say the seal on the Bell is lifted only once every 70,000 years?\What is... What is going on tonight?\Mother, I don't want to go the mortal realm.\My eyes hurt so much. I miss you so much.\I am coming to see you.\Mother, look, I've even brought your grandchild. response:	Mother, do you still remember me, your daughter?
context: and have the whole world buried along with you!\Didn't Dijun say the seal on the Bell is lifted only once every 70,000 years?\What is... What is going on tonight?\Mother, I don't want to go the mortal realm.\My eyes hurt so much. I miss you so much.\I am coming to see you.\Mother, look, I've even brought your grandchild.\Mother, do you still remember me, your daughter? response:	It's been 70,000 years.
context: Didn't Dijun say the seal on the Bell is lifted only once every 70,000 years?\What is... What is going on tonight?\Mother, I don't want to go the mortal realm.\My eyes hurt so much. I miss you so much.\I am coming to see you.\Mother, look, I've even brought your grandchild.\Mother, do you still remember me, your daughter?\It's been 70,000 years. response:	Every time I sent someone to pick you up
context: What is... What is going on tonight?\Mother, I don't want to go the mortal realm.\My eyes hurt so much. I miss you so much.\I am coming to see you.\Mother, look, I've even brought your grandchild.\Mother, do you still remember me, your daughter?\It's been 70,000 years.\Every time I sent someone to pick you up response:	you would always refuse to come to the Ghost Realm.
context: Mother, I don't want to go the mortal realm.\My eyes hurt so much. I miss you so much.\I am coming to see you.\Mother, look, I've even brought your grandchild.\Mother, do you still remember me, your daughter?\It's been 70,000 years.\Every time I sent someone to pick you up\you would always refuse to come to the Ghost Realm. response:	Mother.
context: My eyes hurt so much. I miss you so much.\I am coming to see you.\Mother, look, I've even brought your grandchild.\Mother, do you still remember me, your daughter?\It's been 70,000 years.\Every time I sent someone to pick you up\you would always refuse to come to the Ghost Realm.\Mother. response:	Xuan Nu's Mother, it's so late. Why are you still out here walking?
context: I am coming to see you.\Mother, look, I've even brought your grandchild.\Mother, do you still remember me, your daughter?\It's been 70,000 years.\Every time I sent someone to pick you up\you would always refuse to come to the Ghost Realm.\Mother.\Xuan Nu's Mother, it's so late. Why are you still out here walking? response:	No, I can't see Mother like this.
context: Mother, look, I've even brought your grandchild.\Mother, do you still remember me, your daughter?\It's been 70,000 years.\Every time I sent someone to pick you up\you would always refuse to come to the Ghost Realm.\Mother.\Xuan Nu's Mother, it's so late. Why are you still out here walking?\No, I can't see Mother like this. response:	Mother is old now. She'll scare easily.
context: Mother, do you still remember me, your daughter?\It's been 70,000 years.\Every time I sent someone to pick you up\you would always refuse to come to the Ghost Realm.\Mother.\Xuan Nu's Mother, it's so late. Why are you still out here walking?\No, I can't see Mother like this.\Mother is old now. She'll scare easily. response:	I'll clean up first and see her tomorrow.
context: It's been 70,000 years.\Every time I sent someone to pick you up\you would always refuse to come to the Ghost Realm.\Mother.\Xuan Nu's Mother, it's so late. Why are you still out here walking?\No, I can't see Mother like this.\Mother is old now. She'll scare easily.\I'll clean up first and see her tomorrow. response:	It's the middle of the night. Aren't you afraid of tripping?
context: Every time I sent someone to pick you up\you would always refuse to come to the Ghost Realm.\Mother.\Xuan Nu's Mother, it's so late. Why are you still out here walking?\No, I can't see Mother like this.\Mother is old now. She'll scare easily.\I'll clean up first and see her tomorrow.\It's the middle of the night. Aren't you afraid of tripping? response:	Like last time, you might lie here all night without anyone knowing.
context: you would always refuse to come to the Ghost Realm.\Mother.\Xuan Nu's Mother, it's so late. Why are you still out here walking?\No, I can't see Mother like this.\Mother is old now. She'll scare easily.\I'll clean up first and see her tomorrow.\It's the middle of the night. Aren't you afraid of tripping?\Like last time, you might lie here all night without anyone knowing. response:	Don't call me Xuan Nu's Mother. Don't call me that.
context: Mother.\Xuan Nu's Mother, it's so late. Why are you still out here walking?\No, I can't see Mother like this.\Mother is old now. She'll scare easily.\I'll clean up first and see her tomorrow.\It's the middle of the night. Aren't you afraid of tripping?\Like last time, you might lie here all night without anyone knowing.\Don't call me Xuan Nu's Mother. Don't call me that. response:	I don't have a daughter.
context: Xuan Nu's Mother, it's so late. Why are you still out here walking?\No, I can't see Mother like this.\Mother is old now. She'll scare easily.\I'll clean up first and see her tomorrow.\It's the middle of the night. Aren't you afraid of tripping?\Like last time, you might lie here all night without anyone knowing.\Don't call me Xuan Nu's Mother. Don't call me that.\I don't have a daughter. response:	But, no matter what, no matter how wrong she was
context: No, I can't see Mother like this.\Mother is old now. She'll scare easily.\I'll clean up first and see her tomorrow.\It's the middle of the night. Aren't you afraid of tripping?\Like last time, you might lie here all night without anyone knowing.\Don't call me Xuan Nu's Mother. Don't call me that.\I don't have a daughter.\But, no matter what, no matter how wrong she was response:	she is still your daughter.
context: Mother is old now. She'll scare easily.\I'll clean up first and see her tomorrow.\It's the middle of the night. Aren't you afraid of tripping?\Like last time, you might lie here all night without anyone knowing.\Don't call me Xuan Nu's Mother. Don't call me that.\I don't have a daughter.\But, no matter what, no matter how wrong she was\she is still your daughter. response:	Don't speak up for her. She is a traitor.
context: I'll clean up first and see her tomorrow.\It's the middle of the night. Aren't you afraid of tripping?\Like last time, you might lie here all night without anyone knowing.\Don't call me Xuan Nu's Mother. Don't call me that.\I don't have a daughter.\But, no matter what, no matter how wrong she was\she is still your daughter.\Don't speak up for her. She is a traitor. response:	High God Mo Yuan was such a nice person.
context: It's the middle of the night. Aren't you afraid of tripping?\Like last time, you might lie here all night without anyone knowing.\Don't call me Xuan Nu's Mother. Don't call me that.\I don't have a daughter.\But, no matter what, no matter how wrong she was\she is still your daughter.\Don't speak up for her. She is a traitor.\High God Mo Yuan was such a nice person. response:	So was High Immortal Die Feng, and High Immortal Si Yin.
context: Like last time, you might lie here all night without anyone knowing.\Don't call me Xuan Nu's Mother. Don't call me that.\I don't have a daughter.\But, no matter what, no matter how wrong she was\she is still your daughter.\Don't speak up for her. She is a traitor.\High God Mo Yuan was such a nice person.\So was High Immortal Die Feng, and High Immortal Si Yin. response:	They all took her in.
context: Don't call me Xuan Nu's Mother. Don't call me that.\I don't have a daughter.\But, no matter what, no matter how wrong she was\she is still your daughter.\Don't speak up for her. She is a traitor.\High God Mo Yuan was such a nice person.\So was High Immortal Die Feng, and High Immortal Si Yin.\They all took her in. response:	But what did she do? What did she do?
context: I don't have a daughter.\But, no matter what, no matter how wrong she was\she is still your daughter.\Don't speak up for her. She is a traitor.\High God Mo Yuan was such a nice person.\So was High Immortal Die Feng, and High Immortal Si Yin.\They all took her in.\But what did she do? What did she do? response:	She betrayed us!
context: But, no matter what, no matter how wrong she was\she is still your daughter.\Don't speak up for her. She is a traitor.\High God Mo Yuan was such a nice person.\So was High Immortal Die Feng, and High Immortal Si Yin.\They all took her in.\But what did she do? What did she do?\She betrayed us! response:	My biggest regret is giving birth to her.
context: she is still your daughter.\Don't speak up for her. She is a traitor.\High God Mo Yuan was such a nice person.\So was High Immortal Die Feng, and High Immortal Si Yin.\They all took her in.\But what did she do? What did she do?\She betrayed us!\My biggest regret is giving birth to her. response:	She isn't my daughter. I never gave birth to her.
context: Don't speak up for her. She is a traitor.\High God Mo Yuan was such a nice person.\So was High Immortal Die Feng, and High Immortal Si Yin.\They all took her in.\But what did she do? What did she do?\She betrayed us!\My biggest regret is giving birth to her.\She isn't my daughter. I never gave birth to her. response:	All right, all right. Let's not talk about it.
context: High God Mo Yuan was such a nice person.\So was High Immortal Die Feng, and High Immortal Si Yin.\They all took her in.\But what did she do? What did she do?\She betrayed us!\My biggest regret is giving birth to her.\She isn't my daughter. I never gave birth to her.\All right, all right. Let's not talk about it. response:	Mother, I am still your daughter.
context: So was High Immortal Die Feng, and High Immortal Si Yin.\They all took her in.\But what did she do? What did she do?\She betrayed us!\My biggest regret is giving birth to her.\She isn't my daughter. I never gave birth to her.\All right, all right. Let's not talk about it.\Mother, I am still your daughter. response:	Bai Qian, it is all your fault.
context: They all took her in.\But what did she do? What did she do?\She betrayed us!\My biggest regret is giving birth to her.\She isn't my daughter. I never gave birth to her.\All right, all right. Let's not talk about it.\Mother, I am still your daughter.\Bai Qian, it is all your fault. response:	You caused me to have no home to return to.
context: But what did she do? What did she do?\She betrayed us!\My biggest regret is giving birth to her.\She isn't my daughter. I never gave birth to her.\All right, all right. Let's not talk about it.\Mother, I am still your daughter.\Bai Qian, it is all your fault.\You caused me to have no home to return to. response:	Even my mother doesn't want me.
context: She betrayed us!\My biggest regret is giving birth to her.\She isn't my daughter. I never gave birth to her.\All right, all right. Let's not talk about it.\Mother, I am still your daughter.\Bai Qian, it is all your fault.\You caused me to have no home to return to.\Even my mother doesn't want me. response:	I am going to kill you. I am going to kill you!
context: My biggest regret is giving birth to her.\She isn't my daughter. I never gave birth to her.\All right, all right. Let's not talk about it.\Mother, I am still your daughter.\Bai Qian, it is all your fault.\You caused me to have no home to return to.\Even my mother doesn't want me.\I am going to kill you. I am going to kill you! response:	Ghost Lord.
context: She isn't my daughter. I never gave birth to her.\All right, all right. Let's not talk about it.\Mother, I am still your daughter.\Bai Qian, it is all your fault.\You caused me to have no home to return to.\Even my mother doesn't want me.\I am going to kill you. I am going to kill you!\Ghost Lord. response:	Aunt doesn't want to see you. You had best leave.
context: All right, all right. Let's not talk about it.\Mother, I am still your daughter.\Bai Qian, it is all your fault.\You caused me to have no home to return to.\Even my mother doesn't want me.\I am going to kill you. I am going to kill you!\Ghost Lord.\Aunt doesn't want to see you. You had best leave. response:	I must see her.
context: Mother, I am still your daughter.\Bai Qian, it is all your fault.\You caused me to have no home to return to.\Even my mother doesn't want me.\I am going to kill you. I am going to kill you!\Ghost Lord.\Aunt doesn't want to see you. You had best leave.\I must see her. response:	I suffered so much punishment for you.
context: Bai Qian, it is all your fault.\You caused me to have no home to return to.\Even my mother doesn't want me.\I am going to kill you. I am going to kill you!\Ghost Lord.\Aunt doesn't want to see you. You had best leave.\I must see her.\I suffered so much punishment for you. response:	You were even going to let them behead me tomorrow.
context: You caused me to have no home to return to.\Even my mother doesn't want me.\I am going to kill you. I am going to kill you!\Ghost Lord.\Aunt doesn't want to see you. You had best leave.\I must see her.\I suffered so much punishment for you.\You were even going to let them behead me tomorrow. response:	And you... You are here waiting for Bai Qian to take pity on you and see you.
context: Even my mother doesn't want me.\I am going to kill you. I am going to kill you!\Ghost Lord.\Aunt doesn't want to see you. You had best leave.\I must see her.\I suffered so much punishment for you.\You were even going to let them behead me tomorrow.\And you... You are here waiting for Bai Qian to take pity on you and see you. response:	The mortal realm will be towards the east.
context: I am going to kill you. I am going to kill you!\Ghost Lord.\Aunt doesn't want to see you. You had best leave.\I must see her.\I suffered so much punishment for you.\You were even going to let them behead me tomorrow.\And you... You are here waiting for Bai Qian to take pity on you and see you.\The mortal realm will be towards the east. response:	Do not go the wrong way.
context: Ghost Lord.\Aunt doesn't want to see you. You had best leave.\I must see her.\I suffered so much punishment for you.\You were even going to let them behead me tomorrow.\And you... You are here waiting for Bai Qian to take pity on you and see you.\The mortal realm will be towards the east.\Do not go the wrong way. response:	Head east to the mortal realm to find Yan Zhi.
context: Aunt doesn't want to see you. You had best leave.\I must see her.\I suffered so much punishment for you.\You were even going to let them behead me tomorrow.\And you... You are here waiting for Bai Qian to take pity on you and see you.\The mortal realm will be towards the east.\Do not go the wrong way.\Head east to the mortal realm to find Yan Zhi. response:	In the same way you deceived your way into stealing the tactical formations
context: I must see her.\I suffered so much punishment for you.\You were even going to let them behead me tomorrow.\And you... You are here waiting for Bai Qian to take pity on you and see you.\The mortal realm will be towards the east.\Do not go the wrong way.\Head east to the mortal realm to find Yan Zhi.\In the same way you deceived your way into stealing the tactical formations response:	deceive Yan Zhi to gain her pity.
context: I suffered so much punishment for you.\You were even going to let them behead me tomorrow.\And you... You are here waiting for Bai Qian to take pity on you and see you.\The mortal realm will be towards the east.\Do not go the wrong way.\Head east to the mortal realm to find Yan Zhi.\In the same way you deceived your way into stealing the tactical formations\deceive Yan Zhi to gain her pity. response:	She is most kind. She will surely help you.
context: You were even going to let them behead me tomorrow.\And you... You are here waiting for Bai Qian to take pity on you and see you.\The mortal realm will be towards the east.\Do not go the wrong way.\Head east to the mortal realm to find Yan Zhi.\In the same way you deceived your way into stealing the tactical formations\deceive Yan Zhi to gain her pity.\She is most kind. She will surely help you. response:	And what you need to do is do what you will do to me, and kill her!
context: And you... You are here waiting for Bai Qian to take pity on you and see you.\The mortal realm will be towards the east.\Do not go the wrong way.\Head east to the mortal realm to find Yan Zhi.\In the same way you deceived your way into stealing the tactical formations\deceive Yan Zhi to gain her pity.\She is most kind. She will surely help you.\And what you need to do is do what you will do to me, and kill her! response:	As long as my father returns and learns of the things Li Jing has done
context: The mortal realm will be towards the east.\Do not go the wrong way.\Head east to the mortal realm to find Yan Zhi.\In the same way you deceived your way into stealing the tactical formations\deceive Yan Zhi to gain her pity.\She is most kind. She will surely help you.\And what you need to do is do what you will do to me, and kill her!\As long as my father returns and learns of the things Li Jing has done response:	and having allied with the Celestial Tribe
context: Do not go the wrong way.\Head east to the mortal realm to find Yan Zhi.\In the same way you deceived your way into stealing the tactical formations\deceive Yan Zhi to gain her pity.\She is most kind. She will surely help you.\And what you need to do is do what you will do to me, and kill her!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe response:	he will definitely avenge me!
context: Head east to the mortal realm to find Yan Zhi.\In the same way you deceived your way into stealing the tactical formations\deceive Yan Zhi to gain her pity.\She is most kind. She will surely help you.\And what you need to do is do what you will do to me, and kill her!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me! response:	Dijun has gone to the mortal realm.
context: In the same way you deceived your way into stealing the tactical formations\deceive Yan Zhi to gain her pity.\She is most kind. She will surely help you.\And what you need to do is do what you will do to me, and kill her!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\Dijun has gone to the mortal realm. response:	Dijun has gone to the mortal realm?
context: deceive Yan Zhi to gain her pity.\She is most kind. She will surely help you.\And what you need to do is do what you will do to me, and kill her!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\Dijun has gone to the mortal realm.\Dijun has gone to the mortal realm? response:	Dijun is taking two months time to go to the mortal realm
context: She is most kind. She will surely help you.\And what you need to do is do what you will do to me, and kill her!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\Dijun has gone to the mortal realm.\Dijun has gone to the mortal realm?\Dijun is taking two months time to go to the mortal realm response:	to experience the hardships of mortal life.
context: And what you need to do is do what you will do to me, and kill her!\As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\Dijun has gone to the mortal realm.\Dijun has gone to the mortal realm?\Dijun is taking two months time to go to the mortal realm\to experience the hardships of mortal life. response:	It has been 48 days now. You should come back next month.
context: As long as my father returns and learns of the things Li Jing has done\and having allied with the Celestial Tribe\he will definitely avenge me!\Dijun has gone to the mortal realm.\Dijun has gone to the mortal realm?\Dijun is taking two months time to go to the mortal realm\to experience the hardships of mortal life.\It has been 48 days now. You should come back next month. response:	Star Lord, weren't you going to the mortal realm?
context: and having allied with the Celestial Tribe\he will definitely avenge me!\Dijun has gone to the mortal realm.\Dijun has gone to the mortal realm?\Dijun is taking two months time to go to the mortal realm\to experience the hardships of mortal life.\It has been 48 days now. You should come back next month.\Star Lord, weren't you going to the mortal realm? response:	Yes, I'm going to check on Dijun.
context: he will definitely avenge me!\Dijun has gone to the mortal realm.\Dijun has gone to the mortal realm?\Dijun is taking two months time to go to the mortal realm\to experience the hardships of mortal life.\It has been 48 days now. You should come back next month.\Star Lord, weren't you going to the mortal realm?\Yes, I'm going to check on Dijun. response:	Could I have been seeing things in my old age and just been overly paranoid?
context: Dijun has gone to the mortal realm.\Dijun has gone to the mortal realm?\Dijun is taking two months time to go to the mortal realm\to experience the hardships of mortal life.\It has been 48 days now. You should come back next month.\Star Lord, weren't you going to the mortal realm?\Yes, I'm going to check on Dijun.\Could I have been seeing things in my old age and just been overly paranoid? response:	There are only about 20 days left. I'll wait for Dijun to return.
context: Dijun has gone to the mortal realm?\Dijun is taking two months time to go to the mortal realm\to experience the hardships of mortal life.\It has been 48 days now. You should come back next month.\Star Lord, weren't you going to the mortal realm?\Yes, I'm going to check on Dijun.\Could I have been seeing things in my old age and just been overly paranoid?\There are only about 20 days left. I'll wait for Dijun to return. response:	You may all go.
context: Dijun is taking two months time to go to the mortal realm\to experience the hardships of mortal life.\It has been 48 days now. You should come back next month.\Star Lord, weren't you going to the mortal realm?\Yes, I'm going to check on Dijun.\Could I have been seeing things in my old age and just been overly paranoid?\There are only about 20 days left. I'll wait for Dijun to return.\You may all go. response:	- Your Majesty, that- - Leave the umbrella here for me.
context: to experience the hardships of mortal life.\It has been 48 days now. You should come back next month.\Star Lord, weren't you going to the mortal realm?\Yes, I'm going to check on Dijun.\Could I have been seeing things in my old age and just been overly paranoid?\There are only about 20 days left. I'll wait for Dijun to return.\You may all go.\- Your Majesty, that- - Leave the umbrella here for me. response:	You all can leave.
context: It has been 48 days now. You should come back next month.\Star Lord, weren't you going to the mortal realm?\Yes, I'm going to check on Dijun.\Could I have been seeing things in my old age and just been overly paranoid?\There are only about 20 days left. I'll wait for Dijun to return.\You may all go.\- Your Majesty, that- - Leave the umbrella here for me.\You all can leave. response:	- Yes. - Yes.
context: Star Lord, weren't you going to the mortal realm?\Yes, I'm going to check on Dijun.\Could I have been seeing things in my old age and just been overly paranoid?\There are only about 20 days left. I'll wait for Dijun to return.\You may all go.\- Your Majesty, that- - Leave the umbrella here for me.\You all can leave.\- Yes. - Yes. response:	Your Majesty is letting them all go?
context: Yes, I'm going to check on Dijun.\Could I have been seeing things in my old age and just been overly paranoid?\There are only about 20 days left. I'll wait for Dijun to return.\You may all go.\- Your Majesty, that- - Leave the umbrella here for me.\You all can leave.\- Yes. - Yes.\Your Majesty is letting them all go? response:	It's raining so heavily now.
context: Could I have been seeing things in my old age and just been overly paranoid?\There are only about 20 days left. I'll wait for Dijun to return.\You may all go.\- Your Majesty, that- - Leave the umbrella here for me.\You all can leave.\- Yes. - Yes.\Your Majesty is letting them all go?\It's raining so heavily now. response:	Even with an umbrella, our socks and shoes will get wet when we head back.
context: There are only about 20 days left. I'll wait for Dijun to return.\You may all go.\- Your Majesty, that- - Leave the umbrella here for me.\You all can leave.\- Yes. - Yes.\Your Majesty is letting them all go?\It's raining so heavily now.\Even with an umbrella, our socks and shoes will get wet when we head back. response:	Are you blaming me?
context: You may all go.\- Your Majesty, that- - Leave the umbrella here for me.\You all can leave.\- Yes. - Yes.\Your Majesty is letting them all go?\It's raining so heavily now.\Even with an umbrella, our socks and shoes will get wet when we head back.\Are you blaming me? response:	I don't dare.
context: - Your Majesty, that- - Leave the umbrella here for me.\You all can leave.\- Yes. - Yes.\Your Majesty is letting them all go?\It's raining so heavily now.\Even with an umbrella, our socks and shoes will get wet when we head back.\Are you blaming me?\I don't dare. response:	I'll carry you back.
context: You all can leave.\- Yes. - Yes.\Your Majesty is letting them all go?\It's raining so heavily now.\Even with an umbrella, our socks and shoes will get wet when we head back.\Are you blaming me?\I don't dare.\I'll carry you back. response:	I'll carry you back.
context: - Yes. - Yes.\Your Majesty is letting them all go?\It's raining so heavily now.\Even with an umbrella, our socks and shoes will get wet when we head back.\Are you blaming me?\I don't dare.\I'll carry you back.\I'll carry you back. response:	That's...
context: Your Majesty is letting them all go?\It's raining so heavily now.\Even with an umbrella, our socks and shoes will get wet when we head back.\Are you blaming me?\I don't dare.\I'll carry you back.\I'll carry you back.\That's... response:	That won't do. Empress will scold me.
context: It's raining so heavily now.\Even with an umbrella, our socks and shoes will get wet when we head back.\Are you blaming me?\I don't dare.\I'll carry you back.\I'll carry you back.\That's...\That won't do. Empress will scold me. response:	Didn't you tell me about your mother and father?
context: Even with an umbrella, our socks and shoes will get wet when we head back.\Are you blaming me?\I don't dare.\I'll carry you back.\I'll carry you back.\That's...\That won't do. Empress will scold me.\Didn't you tell me about your mother and father? response:	You said your father is normally serious and old-fashioned
context: Are you blaming me?\I don't dare.\I'll carry you back.\I'll carry you back.\That's...\That won't do. Empress will scold me.\Didn't you tell me about your mother and father?\You said your father is normally serious and old-fashioned response:	but he loves your mother especially dearly.
context: I don't dare.\I'll carry you back.\I'll carry you back.\That's...\That won't do. Empress will scold me.\Didn't you tell me about your mother and father?\You said your father is normally serious and old-fashioned\but he loves your mother especially dearly. response:	When it is raining, he won't even allow her socks and shoes to get wet.
context: I'll carry you back.\I'll carry you back.\That's...\That won't do. Empress will scold me.\Didn't you tell me about your mother and father?\You said your father is normally serious and old-fashioned\but he loves your mother especially dearly.\When it is raining, he won't even allow her socks and shoes to get wet. response:	My father does love my mother dearly.
context: I'll carry you back.\That's...\That won't do. Empress will scold me.\Didn't you tell me about your mother and father?\You said your father is normally serious and old-fashioned\but he loves your mother especially dearly.\When it is raining, he won't even allow her socks and shoes to get wet.\My father does love my mother dearly. response:	Come. I'll carry you on my back.
context: That's...\That won't do. Empress will scold me.\Didn't you tell me about your mother and father?\You said your father is normally serious and old-fashioned\but he loves your mother especially dearly.\When it is raining, he won't even allow her socks and shoes to get wet.\My father does love my mother dearly.\Come. I'll carry you on my back. response:	Your Majesty, let's wait for the rain to stop before heading back.
context: That won't do. Empress will scold me.\Didn't you tell me about your mother and father?\You said your father is normally serious and old-fashioned\but he loves your mother especially dearly.\When it is raining, he won't even allow her socks and shoes to get wet.\My father does love my mother dearly.\Come. I'll carry you on my back.\Your Majesty, let's wait for the rain to stop before heading back. response:	Are you going to make me issue an imperial edict?
context: Didn't you tell me about your mother and father?\You said your father is normally serious and old-fashioned\but he loves your mother especially dearly.\When it is raining, he won't even allow her socks and shoes to get wet.\My father does love my mother dearly.\Come. I'll carry you on my back.\Your Majesty, let's wait for the rain to stop before heading back.\Are you going to make me issue an imperial edict? response:	I don't dare.
