context: You Are Here response:	Koichi...
context: then I won't allow you to read any more about her!\All right, all right.\Don't get so angry.\She'll forget everything that just happened. There.\Want me to show you the way?\A lot of people get lost around here,\since all the alleys looks alike.\We'll be fine if you could just tell us which way to go. response:	No, no. You won't understand if I just explain it to you.
context: All right, all right.\Don't get so angry.\She'll forget everything that just happened. There.\Want me to show you the way?\A lot of people get lost around here,\since all the alleys looks alike.\We'll be fine if you could just tell us which way to go.\No, no. You won't understand if I just explain it to you. response:	I'll show you the way, so follow me.
context: Don't get so angry.\She'll forget everything that just happened. There.\Want me to show you the way?\A lot of people get lost around here,\since all the alleys looks alike.\We'll be fine if you could just tell us which way to go.\No, no. You won't understand if I just explain it to you.\I'll show you the way, so follow me. response:	Want one?
context: She'll forget everything that just happened. There.\Want me to show you the way?\A lot of people get lost around here,\since all the alleys looks alike.\We'll be fine if you could just tell us which way to go.\No, no. You won't understand if I just explain it to you.\I'll show you the way, so follow me.\Want one? response:	No?
context: Want me to show you the way?\A lot of people get lost around here,\since all the alleys looks alike.\We'll be fine if you could just tell us which way to go.\No, no. You won't understand if I just explain it to you.\I'll show you the way, so follow me.\Want one?\No? response:	Could you just grab the other end, then?
context: A lot of people get lost around here,\since all the alleys looks alike.\We'll be fine if you could just tell us which way to go.\No, no. You won't understand if I just explain it to you.\I'll show you the way, so follow me.\Want one?\No?\Could you just grab the other end, then? response:	Snap
context: since all the alleys looks alike.\We'll be fine if you could just tell us which way to go.\No, no. You won't understand if I just explain it to you.\I'll show you the way, so follow me.\Want one?\No?\Could you just grab the other end, then?\Snap response:	Aw, you're going to get dumped by some girl.
context: We'll be fine if you could just tell us which way to go.\No, no. You won't understand if I just explain it to you.\I'll show you the way, so follow me.\Want one?\No?\Could you just grab the other end, then?\Snap\Aw, you're going to get dumped by some girl. response:	What are you talking about?
context: No, no. You won't understand if I just explain it to you.\I'll show you the way, so follow me.\Want one?\No?\Could you just grab the other end, then?\Snap\Aw, you're going to get dumped by some girl.\What are you talking about? response:	It's Pocky fortune-telling. How the Pocky breaks tells me your fortune.
context: I'll show you the way, so follow me.\Want one?\No?\Could you just grab the other end, then?\Snap\Aw, you're going to get dumped by some girl.\What are you talking about?\It's Pocky fortune-telling. How the Pocky breaks tells me your fortune. response:	You're selfish, aren't you?
context: Want one?\No?\Could you just grab the other end, then?\Snap\Aw, you're going to get dumped by some girl.\What are you talking about?\It's Pocky fortune-telling. How the Pocky breaks tells me your fortune.\You're selfish, aren't you? response:	And you have a tendency to mess with people.
context: No?\Could you just grab the other end, then?\Snap\Aw, you're going to get dumped by some girl.\What are you talking about?\It's Pocky fortune-telling. How the Pocky breaks tells me your fortune.\You're selfish, aren't you?\And you have a tendency to mess with people. response:	That's why you'll get dumped.
context: Could you just grab the other end, then?\Snap\Aw, you're going to get dumped by some girl.\What are you talking about?\It's Pocky fortune-telling. How the Pocky breaks tells me your fortune.\You're selfish, aren't you?\And you have a tendency to mess with people.\That's why you'll get dumped. response:	Did you hear that, Koichi? She's completely off!
context: Snap\Aw, you're going to get dumped by some girl.\What are you talking about?\It's Pocky fortune-telling. How the Pocky breaks tells me your fortune.\You're selfish, aren't you?\And you have a tendency to mess with people.\That's why you'll get dumped.\Did you hear that, Koichi? She's completely off! response:	She called me selfish!
context: Aw, you're going to get dumped by some girl.\What are you talking about?\It's Pocky fortune-telling. How the Pocky breaks tells me your fortune.\You're selfish, aren't you?\And you have a tendency to mess with people.\That's why you'll get dumped.\Did you hear that, Koichi? She's completely off!\She called me selfish! response:	If we're going to play that game, I know a thing or two, as well.
context: What are you talking about?\It's Pocky fortune-telling. How the Pocky breaks tells me your fortune.\You're selfish, aren't you?\And you have a tendency to mess with people.\That's why you'll get dumped.\Did you hear that, Koichi? She's completely off!\She called me selfish!\If we're going to play that game, I know a thing or two, as well. response:	Light pink nail polish means you're a coward when it comes to love.
context: It's Pocky fortune-telling. How the Pocky breaks tells me your fortune.\You're selfish, aren't you?\And you have a tendency to mess with people.\That's why you'll get dumped.\Did you hear that, Koichi? She's completely off!\She called me selfish!\If we're going to play that game, I know a thing or two, as well.\Light pink nail polish means you're a coward when it comes to love. response:	You let true love slip away at the crucial moment.
context: You're selfish, aren't you?\And you have a tendency to mess with people.\That's why you'll get dumped.\Did you hear that, Koichi? She's completely off!\She called me selfish!\If we're going to play that game, I know a thing or two, as well.\Light pink nail polish means you're a coward when it comes to love.\You let true love slip away at the crucial moment. response:	Huh?
context: And you have a tendency to mess with people.\That's why you'll get dumped.\Did you hear that, Koichi? She's completely off!\She called me selfish!\If we're going to play that game, I know a thing or two, as well.\Light pink nail polish means you're a coward when it comes to love.\You let true love slip away at the crucial moment.\Huh? response:	No way...
context: That's why you'll get dumped.\Did you hear that, Koichi? She's completely off!\She called me selfish!\If we're going to play that game, I know a thing or two, as well.\Light pink nail polish means you're a coward when it comes to love.\You let true love slip away at the crucial moment.\Huh?\No way... response:	This is a psychological test, not fortune-telling.
context: Did you hear that, Koichi? She's completely off!\She called me selfish!\If we're going to play that game, I know a thing or two, as well.\Light pink nail polish means you're a coward when it comes to love.\You let true love slip away at the crucial moment.\Huh?\No way...\This is a psychological test, not fortune-telling. response:	Other than love, there's something else scaring you right now, isn't there?
context: She called me selfish!\If we're going to play that game, I know a thing or two, as well.\Light pink nail polish means you're a coward when it comes to love.\You let true love slip away at the crucial moment.\Huh?\No way...\This is a psychological test, not fortune-telling.\Other than love, there's something else scaring you right now, isn't there? response:	Apparently,
context: If we're going to play that game, I know a thing or two, as well.\Light pink nail polish means you're a coward when it comes to love.\You let true love slip away at the crucial moment.\Huh?\No way...\This is a psychological test, not fortune-telling.\Other than love, there's something else scaring you right now, isn't there?\Apparently, response:	a murder took place at this house about fifteen years ago.
context: Light pink nail polish means you're a coward when it comes to love.\You let true love slip away at the crucial moment.\Huh?\No way...\This is a psychological test, not fortune-telling.\Other than love, there's something else scaring you right now, isn't there?\Apparently,\a murder took place at this house about fifteen years ago. response:	A murder?!
context: You let true love slip away at the crucial moment.\Huh?\No way...\This is a psychological test, not fortune-telling.\Other than love, there's something else scaring you right now, isn't there?\Apparently,\a murder took place at this house about fifteen years ago.\A murder?! response:	Murder...
context: Huh?\No way...\This is a psychological test, not fortune-telling.\Other than love, there's something else scaring you right now, isn't there?\Apparently,\a murder took place at this house about fifteen years ago.\A murder?!\Murder... response:	No one lives there now.
context: No way...\This is a psychological test, not fortune-telling.\Other than love, there's something else scaring you right now, isn't there?\Apparently,\a murder took place at this house about fifteen years ago.\A murder?!\Murder...\No one lives there now. response:	Do you want to hear about it?
context: This is a psychological test, not fortune-telling.\Other than love, there's something else scaring you right now, isn't there?\Apparently,\a murder took place at this house about fifteen years ago.\A murder?!\Murder...\No one lives there now.\Do you want to hear about it? response:	I heard this from the old lady who lives next door.
context: Other than love, there's something else scaring you right now, isn't there?\Apparently,\a murder took place at this house about fifteen years ago.\A murder?!\Murder...\No one lives there now.\Do you want to hear about it?\I heard this from the old lady who lives next door. response:	The night of the murder,
context: Apparently,\a murder took place at this house about fifteen years ago.\A murder?!\Murder...\No one lives there now.\Do you want to hear about it?\I heard this from the old lady who lives next door.\The night of the murder, response:	while the girl who lived here was asleep in her bedroom,
context: a murder took place at this house about fifteen years ago.\A murder?!\Murder...\No one lives there now.\Do you want to hear about it?\I heard this from the old lady who lives next door.\The night of the murder,\while the girl who lived here was asleep in her bedroom, response:	she awoke to a drip, drip sound coming from her parents' room.
context: A murder?!\Murder...\No one lives there now.\Do you want to hear about it?\I heard this from the old lady who lives next door.\The night of the murder,\while the girl who lived here was asleep in her bedroom,\she awoke to a drip, drip sound coming from her parents' room. response:	She wondered what the sound was, and called out to her parents,
context: Murder...\No one lives there now.\Do you want to hear about it?\I heard this from the old lady who lives next door.\The night of the murder,\while the girl who lived here was asleep in her bedroom,\she awoke to a drip, drip sound coming from her parents' room.\She wondered what the sound was, and called out to her parents, response:	but there was no reply.
context: No one lives there now.\Do you want to hear about it?\I heard this from the old lady who lives next door.\The night of the murder,\while the girl who lived here was asleep in her bedroom,\she awoke to a drip, drip sound coming from her parents' room.\She wondered what the sound was, and called out to her parents,\but there was no reply. response:	But the girl wasn't that scared, because...
context: Do you want to hear about it?\I heard this from the old lady who lives next door.\The night of the murder,\while the girl who lived here was asleep in her bedroom,\she awoke to a drip, drip sound coming from her parents' room.\She wondered what the sound was, and called out to her parents,\but there was no reply.\But the girl wasn't that scared, because... response:	Her beloved dog was by her side.
context: I heard this from the old lady who lives next door.\The night of the murder,\while the girl who lived here was asleep in her bedroom,\she awoke to a drip, drip sound coming from her parents' room.\She wondered what the sound was, and called out to her parents,\but there was no reply.\But the girl wasn't that scared, because...\Her beloved dog was by her side. response:	Beloved dog?
context: The night of the murder,\while the girl who lived here was asleep in her bedroom,\she awoke to a drip, drip sound coming from her parents' room.\She wondered what the sound was, and called out to her parents,\but there was no reply.\But the girl wasn't that scared, because...\Her beloved dog was by her side.\Beloved dog? response:	Yes. He was a big guard dog.
context: while the girl who lived here was asleep in her bedroom,\she awoke to a drip, drip sound coming from her parents' room.\She wondered what the sound was, and called out to her parents,\but there was no reply.\But the girl wasn't that scared, because...\Her beloved dog was by her side.\Beloved dog?\Yes. He was a big guard dog. response:	Even in the dark, if she put her hand underneath her bed,
context: she awoke to a drip, drip sound coming from her parents' room.\She wondered what the sound was, and called out to her parents,\but there was no reply.\But the girl wasn't that scared, because...\Her beloved dog was by her side.\Beloved dog?\Yes. He was a big guard dog.\Even in the dark, if she put her hand underneath her bed, response:	he would whimper and lick her hand.
context: She wondered what the sound was, and called out to her parents,\but there was no reply.\But the girl wasn't that scared, because...\Her beloved dog was by her side.\Beloved dog?\Yes. He was a big guard dog.\Even in the dark, if she put her hand underneath her bed,\he would whimper and lick her hand. response:	She felt safe because Arnold was with her.
context: but there was no reply.\But the girl wasn't that scared, because...\Her beloved dog was by her side.\Beloved dog?\Yes. He was a big guard dog.\Even in the dark, if she put her hand underneath her bed,\he would whimper and lick her hand.\She felt safe because Arnold was with her. response:	But she heard the dripping sound go on for more than ten minutes...
context: But the girl wasn't that scared, because...\Her beloved dog was by her side.\Beloved dog?\Yes. He was a big guard dog.\Even in the dark, if she put her hand underneath her bed,\he would whimper and lick her hand.\She felt safe because Arnold was with her.\But she heard the dripping sound go on for more than ten minutes... response:	Finally, the girl decided to find out what the sound was.
context: Her beloved dog was by her side.\Beloved dog?\Yes. He was a big guard dog.\Even in the dark, if she put her hand underneath her bed,\he would whimper and lick her hand.\She felt safe because Arnold was with her.\But she heard the dripping sound go on for more than ten minutes...\Finally, the girl decided to find out what the sound was. response:	And then...
context: Beloved dog?\Yes. He was a big guard dog.\Even in the dark, if she put her hand underneath her bed,\he would whimper and lick her hand.\She felt safe because Arnold was with her.\But she heard the dripping sound go on for more than ten minutes...\Finally, the girl decided to find out what the sound was.\And then... response:	She found her beloved dog Arnold dead,
context: Yes. He was a big guard dog.\Even in the dark, if she put her hand underneath her bed,\he would whimper and lick her hand.\She felt safe because Arnold was with her.\But she heard the dripping sound go on for more than ten minutes...\Finally, the girl decided to find out what the sound was.\And then...\She found her beloved dog Arnold dead, response:	hanging from the coat rack.
context: Even in the dark, if she put her hand underneath her bed,\he would whimper and lick her hand.\She felt safe because Arnold was with her.\But she heard the dripping sound go on for more than ten minutes...\Finally, the girl decided to find out what the sound was.\And then...\She found her beloved dog Arnold dead,\hanging from the coat rack. response:	His blood was the dripping sound that she heard.
context: he would whimper and lick her hand.\She felt safe because Arnold was with her.\But she heard the dripping sound go on for more than ten minutes...\Finally, the girl decided to find out what the sound was.\And then...\She found her beloved dog Arnold dead,\hanging from the coat rack.\His blood was the dripping sound that she heard. response:	Suddenly, she heard a voice from under the bed say,
context: She felt safe because Arnold was with her.\But she heard the dripping sound go on for more than ten minutes...\Finally, the girl decided to find out what the sound was.\And then...\She found her beloved dog Arnold dead,\hanging from the coat rack.\His blood was the dripping sound that she heard.\Suddenly, she heard a voice from under the bed say, response:	Your hand is so soft and cute, Miss. Whimper, whimper...
context: But she heard the dripping sound go on for more than ten minutes...\Finally, the girl decided to find out what the sound was.\And then...\She found her beloved dog Arnold dead,\hanging from the coat rack.\His blood was the dripping sound that she heard.\Suddenly, she heard a voice from under the bed say,\Your hand is so soft and cute, Miss. Whimper, whimper... response:	I already killed your parents. And then...
context: Finally, the girl decided to find out what the sound was.\And then...\She found her beloved dog Arnold dead,\hanging from the coat rack.\His blood was the dripping sound that she heard.\Suddenly, she heard a voice from under the bed say,\Your hand is so soft and cute, Miss. Whimper, whimper...\I already killed your parents. And then... response:	The girl was killed, too!
context: And then...\She found her beloved dog Arnold dead,\hanging from the coat rack.\His blood was the dripping sound that she heard.\Suddenly, she heard a voice from under the bed say,\Your hand is so soft and cute, Miss. Whimper, whimper...\I already killed your parents. And then...\The girl was killed, too! response:	I-Is that a true story?!
context: She found her beloved dog Arnold dead,\hanging from the coat rack.\His blood was the dripping sound that she heard.\Suddenly, she heard a voice from under the bed say,\Your hand is so soft and cute, Miss. Whimper, whimper...\I already killed your parents. And then...\The girl was killed, too!\I-Is that a true story?! response:	Did it sound like one? It was just payback for trashing my nail polish.
context: hanging from the coat rack.\His blood was the dripping sound that she heard.\Suddenly, she heard a voice from under the bed say,\Your hand is so soft and cute, Miss. Whimper, whimper...\I already killed your parents. And then...\The girl was killed, too!\I-Is that a true story?!\Did it sound like one? It was just payback for trashing my nail polish. response:	Whew...
context: His blood was the dripping sound that she heard.\Suddenly, she heard a voice from under the bed say,\Your hand is so soft and cute, Miss. Whimper, whimper...\I already killed your parents. And then...\The girl was killed, too!\I-Is that a true story?!\Did it sound like one? It was just payback for trashing my nail polish.\Whew... response:	Th-That stuff is bad for my heart... Jeez...
context: Suddenly, she heard a voice from under the bed say,\Your hand is so soft and cute, Miss. Whimper, whimper...\I already killed your parents. And then...\The girl was killed, too!\I-Is that a true story?!\Did it sound like one? It was just payback for trashing my nail polish.\Whew...\Th-That stuff is bad for my heart... Jeez... response:	Drip
context: Your hand is so soft and cute, Miss. Whimper, whimper...\I already killed your parents. And then...\The girl was killed, too!\I-Is that a true story?!\Did it sound like one? It was just payback for trashing my nail polish.\Whew...\Th-That stuff is bad for my heart... Jeez...\Drip response:	Wha
context: I already killed your parents. And then...\The girl was killed, too!\I-Is that a true story?!\Did it sound like one? It was just payback for trashing my nail polish.\Whew...\Th-That stuff is bad for my heart... Jeez...\Drip\Wha response:	That's...
context: The girl was killed, too!\I-Is that a true story?!\Did it sound like one? It was just payback for trashing my nail polish.\Whew...\Th-That stuff is bad for my heart... Jeez...\Drip\Wha\That's... response:	Yes... That girl was me.
context: I-Is that a true story?!\Did it sound like one? It was just payback for trashing my nail polish.\Whew...\Th-That stuff is bad for my heart... Jeez...\Drip\Wha\That's...\Yes... That girl was me. response:	Both Arnold and I are ghosts.
context: Did it sound like one? It was just payback for trashing my nail polish.\Whew...\Th-That stuff is bad for my heart... Jeez...\Drip\Wha\That's...\Yes... That girl was me.\Both Arnold and I are ghosts. response:	G-Ghosts?
context: Whew...\Th-That stuff is bad for my heart... Jeez...\Drip\Wha\That's...\Yes... That girl was me.\Both Arnold and I are ghosts.\G-Ghosts? response:	What my Stand, Heaven's Door, read
context: Th-That stuff is bad for my heart... Jeez...\Drip\Wha\That's...\Yes... That girl was me.\Both Arnold and I are ghosts.\G-Ghosts?\What my Stand, Heaven's Door, read response:	were memories from when she was alive, so I couldn't tell.
context: Drip\Wha\That's...\Yes... That girl was me.\Both Arnold and I are ghosts.\G-Ghosts?\What my Stand, Heaven's Door, read\were memories from when she was alive, so I couldn't tell. response:	You two walked into the place where I died fifteen years ago.
context: Wha\That's...\Yes... That girl was me.\Both Arnold and I are ghosts.\G-Ghosts?\What my Stand, Heaven's Door, read\were memories from when she was alive, so I couldn't tell.\You two walked into the place where I died fifteen years ago. response:	I guess we're on the same wavelength.
context: That's...\Yes... That girl was me.\Both Arnold and I are ghosts.\G-Ghosts?\What my Stand, Heaven's Door, read\were memories from when she was alive, so I couldn't tell.\You two walked into the place where I died fifteen years ago.\I guess we're on the same wavelength. response:	This is the border between the living world and the next.
context: Yes... That girl was me.\Both Arnold and I are ghosts.\G-Ghosts?\What my Stand, Heaven's Door, read\were memories from when she was alive, so I couldn't tell.\You two walked into the place where I died fifteen years ago.\I guess we're on the same wavelength.\This is the border between the living world and the next. response:	Re
context: Both Arnold and I are ghosts.\G-Ghosts?\What my Stand, Heaven's Door, read\were memories from when she was alive, so I couldn't tell.\You two walked into the place where I died fifteen years ago.\I guess we're on the same wavelength.\This is the border between the living world and the next.\Re response:	Rev
context: G-Ghosts?\What my Stand, Heaven's Door, read\were memories from when she was alive, so I couldn't tell.\You two walked into the place where I died fifteen years ago.\I guess we're on the same wavelength.\This is the border between the living world and the next.\Re\Rev response:	Rever
context: What my Stand, Heaven's Door, read\were memories from when she was alive, so I couldn't tell.\You two walked into the place where I died fifteen years ago.\I guess we're on the same wavelength.\This is the border between the living world and the next.\Re\Rev\Rever response:	Reverb
context: were memories from when she was alive, so I couldn't tell.\You two walked into the place where I died fifteen years ago.\I guess we're on the same wavelength.\This is the border between the living world and the next.\Re\Rev\Rever\Reverb response:	Ko
context: You two walked into the place where I died fifteen years ago.\I guess we're on the same wavelength.\This is the border between the living world and the next.\Re\Rev\Rever\Reverb\Ko response:	Koichi
context: I guess we're on the same wavelength.\This is the border between the living world and the next.\Re\Rev\Rever\Reverb\Ko\Koichi response:	Koichi Hiro
context: This is the border between the living world and the next.\Re\Rev\Rever\Reverb\Ko\Koichi\Koichi Hiro response:	Koichi Hirose
context: Re\Rev\Rever\Reverb\Ko\Koichi\Koichi Hiro\Koichi Hirose response:	Let's get out of here, Koichi!
context: Rev\Rever\Reverb\Ko\Koichi\Koichi Hiro\Koichi Hirose\Let's get out of here, Koichi! response:	I-It's no use!
context: Rever\Reverb\Ko\Koichi\Koichi Hiro\Koichi Hirose\Let's get out of here, Koichi!\I-It's no use! response:	Use Reverb, Koichi!
context: Reverb\Ko\Koichi\Koichi Hiro\Koichi Hirose\Let's get out of here, Koichi!\I-It's no use!\Use Reverb, Koichi! response:	Have it fly into the air and find the way!
context: Ko\Koichi\Koichi Hiro\Koichi Hirose\Let's get out of here, Koichi!\I-It's no use!\Use Reverb, Koichi!\Have it fly into the air and find the way! response:	She must have been what touched it in the sky earlier.
context: Koichi\Koichi Hiro\Koichi Hirose\Let's get out of here, Koichi!\I-It's no use!\Use Reverb, Koichi!\Have it fly into the air and find the way!\She must have been what touched it in the sky earlier. response:	Just have it fly up already, Koichi!
context: Koichi Hiro\Koichi Hirose\Let's get out of here, Koichi!\I-It's no use!\Use Reverb, Koichi!\Have it fly into the air and find the way!\She must have been what touched it in the sky earlier.\Just have it fly up already, Koichi! response:	Wha
context: Koichi Hirose\Let's get out of here, Koichi!\I-It's no use!\Use Reverb, Koichi!\Have it fly into the air and find the way!\She must have been what touched it in the sky earlier.\Just have it fly up already, Koichi!\Wha response:	What?! There's suddenly a wall in the sky!
context: Let's get out of here, Koichi!\I-It's no use!\Use Reverb, Koichi!\Have it fly into the air and find the way!\She must have been what touched it in the sky earlier.\Just have it fly up already, Koichi!\Wha\What?! There's suddenly a wall in the sky! response:	K-Koichi, Reverb is touching the ground.
context: I-It's no use!\Use Reverb, Koichi!\Have it fly into the air and find the way!\She must have been what touched it in the sky earlier.\Just have it fly up already, Koichi!\Wha\What?! There's suddenly a wall in the sky!\K-Koichi, Reverb is touching the ground. response:	Huh?! Ah, what?!
context: Use Reverb, Koichi!\Have it fly into the air and find the way!\She must have been what touched it in the sky earlier.\Just have it fly up already, Koichi!\Wha\What?! There's suddenly a wall in the sky!\K-Koichi, Reverb is touching the ground.\Huh?! Ah, what?! response:	Y-You're the one who went flying up into the air.
context: Have it fly into the air and find the way!\She must have been what touched it in the sky earlier.\Just have it fly up already, Koichi!\Wha\What?! There's suddenly a wall in the sky!\K-Koichi, Reverb is touching the ground.\Huh?! Ah, what?!\Y-You're the one who went flying up into the air. response:	There's only one way out of this place.
context: She must have been what touched it in the sky earlier.\Just have it fly up already, Koichi!\Wha\What?! There's suddenly a wall in the sky!\K-Koichi, Reverb is touching the ground.\Huh?! Ah, what?!\Y-You're the one who went flying up into the air.\There's only one way out of this place. response:	And I know where it is.
context: Just have it fly up already, Koichi!\Wha\What?! There's suddenly a wall in the sky!\K-Koichi, Reverb is touching the ground.\Huh?! Ah, what?!\Y-You're the one who went flying up into the air.\There's only one way out of this place.\And I know where it is. response:	H-How are we supposed to fight a ghost?
context: Wha\What?! There's suddenly a wall in the sky!\K-Koichi, Reverb is touching the ground.\Huh?! Ah, what?!\Y-You're the one who went flying up into the air.\There's only one way out of this place.\And I know where it is.\H-How are we supposed to fight a ghost? response:	Please don't possess us!
context: What?! There's suddenly a wall in the sky!\K-Koichi, Reverb is touching the ground.\Huh?! Ah, what?!\Y-You're the one who went flying up into the air.\There's only one way out of this place.\And I know where it is.\H-How are we supposed to fight a ghost?\Please don't possess us! response:	Hey, hold on. Stop treating me like a vengeful spirit.
context: K-Koichi, Reverb is touching the ground.\Huh?! Ah, what?!\Y-You're the one who went flying up into the air.\There's only one way out of this place.\And I know where it is.\H-How are we supposed to fight a ghost?\Please don't possess us!\Hey, hold on. Stop treating me like a vengeful spirit. response:	What did I do to you?
context: Huh?! Ah, what?!\Y-You're the one who went flying up into the air.\There's only one way out of this place.\And I know where it is.\H-How are we supposed to fight a ghost?\Please don't possess us!\Hey, hold on. Stop treating me like a vengeful spirit.\What did I do to you? response:	You're the ones getting all scared on your own!
context: Y-You're the one who went flying up into the air.\There's only one way out of this place.\And I know where it is.\H-How are we supposed to fight a ghost?\Please don't possess us!\Hey, hold on. Stop treating me like a vengeful spirit.\What did I do to you?\You're the ones getting all scared on your own! response:	I'm not the one who trapped you in here.
context: There's only one way out of this place.\And I know where it is.\H-How are we supposed to fight a ghost?\Please don't possess us!\Hey, hold on. Stop treating me like a vengeful spirit.\What did I do to you?\You're the ones getting all scared on your own!\I'm not the one who trapped you in here. response:	This is the border between this world and the next.
context: And I know where it is.\H-How are we supposed to fight a ghost?\Please don't possess us!\Hey, hold on. Stop treating me like a vengeful spirit.\What did I do to you?\You're the ones getting all scared on your own!\I'm not the one who trapped you in here.\This is the border between this world and the next. response:	You two have strange powers.
context: H-How are we supposed to fight a ghost?\Please don't possess us!\Hey, hold on. Stop treating me like a vengeful spirit.\What did I do to you?\You're the ones getting all scared on your own!\I'm not the one who trapped you in here.\This is the border between this world and the next.\You two have strange powers. response:	They're called Stands?
context: Please don't possess us!\Hey, hold on. Stop treating me like a vengeful spirit.\What did I do to you?\You're the ones getting all scared on your own!\I'm not the one who trapped you in here.\This is the border between this world and the next.\You two have strange powers.\They're called Stands? response:	I wonder if that's how you ended up here.
context: Hey, hold on. Stop treating me like a vengeful spirit.\What did I do to you?\You're the ones getting all scared on your own!\I'm not the one who trapped you in here.\This is the border between this world and the next.\You two have strange powers.\They're called Stands?\I wonder if that's how you ended up here. response:	You're not our enemy?
context: What did I do to you?\You're the ones getting all scared on your own!\I'm not the one who trapped you in here.\This is the border between this world and the next.\You two have strange powers.\They're called Stands?\I wonder if that's how you ended up here.\You're not our enemy? response:	You really don't trust people, do you?
context: You're the ones getting all scared on your own!\I'm not the one who trapped you in here.\This is the border between this world and the next.\You two have strange powers.\They're called Stands?\I wonder if that's how you ended up here.\You're not our enemy?\You really don't trust people, do you? response:	I think I'm what they call a bound spirit?
context: I'm not the one who trapped you in here.\This is the border between this world and the next.\You two have strange powers.\They're called Stands?\I wonder if that's how you ended up here.\You're not our enemy?\You really don't trust people, do you?\I think I'm what they call a bound spirit? response:	I became a ghost that can't leave here.
context: This is the border between this world and the next.\You two have strange powers.\They're called Stands?\I wonder if that's how you ended up here.\You're not our enemy?\You really don't trust people, do you?\I think I'm what they call a bound spirit?\I became a ghost that can't leave here. response:	For fifteen years, I tried to speak to various people who ended up here,
context: You two have strange powers.\They're called Stands?\I wonder if that's how you ended up here.\You're not our enemy?\You really don't trust people, do you?\I think I'm what they call a bound spirit?\I became a ghost that can't leave here.\For fifteen years, I tried to speak to various people who ended up here, response:	because I needed to tell someone.
context: They're called Stands?\I wonder if that's how you ended up here.\You're not our enemy?\You really don't trust people, do you?\I think I'm what they call a bound spirit?\I became a ghost that can't leave here.\For fifteen years, I tried to speak to various people who ended up here,\because I needed to tell someone. response:	But you're the first ones that I've been able to talk to this much.
context: I wonder if that's how you ended up here.\You're not our enemy?\You really don't trust people, do you?\I think I'm what they call a bound spirit?\I became a ghost that can't leave here.\For fifteen years, I tried to speak to various people who ended up here,\because I needed to tell someone.\But you're the first ones that I've been able to talk to this much. response:	I told you I'd tell you how to get out of here, and that's what I'm going to do.
context: You're not our enemy?\You really don't trust people, do you?\I think I'm what they call a bound spirit?\I became a ghost that can't leave here.\For fifteen years, I tried to speak to various people who ended up here,\because I needed to tell someone.\But you're the first ones that I've been able to talk to this much.\I told you I'd tell you how to get out of here, and that's what I'm going to do. response:	After I finish the story, that is.
context: You really don't trust people, do you?\I think I'm what they call a bound spirit?\I became a ghost that can't leave here.\For fifteen years, I tried to speak to various people who ended up here,\because I needed to tell someone.\But you're the first ones that I've been able to talk to this much.\I told you I'd tell you how to get out of here, and that's what I'm going to do.\After I finish the story, that is. response:	Story?
context: I think I'm what they call a bound spirit?\I became a ghost that can't leave here.\For fifteen years, I tried to speak to various people who ended up here,\because I needed to tell someone.\But you're the first ones that I've been able to talk to this much.\I told you I'd tell you how to get out of here, and that's what I'm going to do.\After I finish the story, that is.\Story? response:	The rest of my story from earlier.
context: I became a ghost that can't leave here.\For fifteen years, I tried to speak to various people who ended up here,\because I needed to tell someone.\But you're the first ones that I've been able to talk to this much.\I told you I'd tell you how to get out of here, and that's what I'm going to do.\After I finish the story, that is.\Story?\The rest of my story from earlier. response:	Before I could see the murderer's face,
context: For fifteen years, I tried to speak to various people who ended up here,\because I needed to tell someone.\But you're the first ones that I've been able to talk to this much.\I told you I'd tell you how to get out of here, and that's what I'm going to do.\After I finish the story, that is.\Story?\The rest of my story from earlier.\Before I could see the murderer's face, response:	I was stabbed in the back with a knife.
context: because I needed to tell someone.\But you're the first ones that I've been able to talk to this much.\I told you I'd tell you how to get out of here, and that's what I'm going to do.\After I finish the story, that is.\Story?\The rest of my story from earlier.\Before I could see the murderer's face,\I was stabbed in the back with a knife. response:	It was late at night and dark,
context: But you're the first ones that I've been able to talk to this much.\I told you I'd tell you how to get out of here, and that's what I'm going to do.\After I finish the story, that is.\Story?\The rest of my story from earlier.\Before I could see the murderer's face,\I was stabbed in the back with a knife.\It was late at night and dark, response:	and I was desperately running away.
context: I told you I'd tell you how to get out of here, and that's what I'm going to do.\After I finish the story, that is.\Story?\The rest of my story from earlier.\Before I could see the murderer's face,\I was stabbed in the back with a knife.\It was late at night and dark,\and I was desperately running away. response:	The murderer hasn't been caught yet.
context: After I finish the story, that is.\Story?\The rest of my story from earlier.\Before I could see the murderer's face,\I was stabbed in the back with a knife.\It was late at night and dark,\and I was desperately running away.\The murderer hasn't been caught yet. response:	He's somewhere in Morioh.
context: Story?\The rest of my story from earlier.\Before I could see the murderer's face,\I was stabbed in the back with a knife.\It was late at night and dark,\and I was desperately running away.\The murderer hasn't been caught yet.\He's somewhere in Morioh. response:	That's what I wanted to tell someone.
context: The rest of my story from earlier.\Before I could see the murderer's face,\I was stabbed in the back with a knife.\It was late at night and dark,\and I was desperately running away.\The murderer hasn't been caught yet.\He's somewhere in Morioh.\That's what I wanted to tell someone. response:	He's blended into this town.
