context: Every weekday's tightly packed. response:	Madly dashing around again since morning.
context: I mean, she jumped?\Wh-why?\Think she's okay? Should we call an ambulance?\Uh, well... I think her clubmates will take care of it.\Well...\I figure you've heard the rumor, but...\So this idea is both embarrassing yet shameless...\Hmmm. response:	I don't know.
context: Wh-why?\Think she's okay? Should we call an ambulance?\Uh, well... I think her clubmates will take care of it.\Well...\I figure you've heard the rumor, but...\So this idea is both embarrassing yet shameless...\Hmmm.\I don't know. response:	Which of them was more at fault for this trouble?
context: Think she's okay? Should we call an ambulance?\Uh, well... I think her clubmates will take care of it.\Well...\I figure you've heard the rumor, but...\So this idea is both embarrassing yet shameless...\Hmmm.\I don't know.\Which of them was more at fault for this trouble? response:	I guess 90 the new girl.
context: Uh, well... I think her clubmates will take care of it.\Well...\I figure you've heard the rumor, but...\So this idea is both embarrassing yet shameless...\Hmmm.\I don't know.\Which of them was more at fault for this trouble?\I guess 90 the new girl. response:	And you want to force her on us?
context: Well...\I figure you've heard the rumor, but...\So this idea is both embarrassing yet shameless...\Hmmm.\I don't know.\Which of them was more at fault for this trouble?\I guess 90 the new girl.\And you want to force her on us? response:	Well, she did say she wanted to join your kind of circle.
context: I figure you've heard the rumor, but...\So this idea is both embarrassing yet shameless...\Hmmm.\I don't know.\Which of them was more at fault for this trouble?\I guess 90 the new girl.\And you want to force her on us?\Well, she did say she wanted to join your kind of circle. response:	Genshiken doesn't have many members, and you get along well.
context: So this idea is both embarrassing yet shameless...\Hmmm.\I don't know.\Which of them was more at fault for this trouble?\I guess 90 the new girl.\And you want to force her on us?\Well, she did say she wanted to join your kind of circle.\Genshiken doesn't have many members, and you get along well. response:	We too have our share of situations.
context: Hmmm.\I don't know.\Which of them was more at fault for this trouble?\I guess 90 the new girl.\And you want to force her on us?\Well, she did say she wanted to join your kind of circle.\Genshiken doesn't have many members, and you get along well.\We too have our share of situations. response:	We do?
context: I don't know.\Which of them was more at fault for this trouble?\I guess 90 the new girl.\And you want to force her on us?\Well, she did say she wanted to join your kind of circle.\Genshiken doesn't have many members, and you get along well.\We too have our share of situations.\We do? response:	And besides...
context: Which of them was more at fault for this trouble?\I guess 90 the new girl.\And you want to force her on us?\Well, she did say she wanted to join your kind of circle.\Genshiken doesn't have many members, and you get along well.\We too have our share of situations.\We do?\And besides... response:	I don't think that'll be a problem.
context: I guess 90 the new girl.\And you want to force her on us?\Well, she did say she wanted to join your kind of circle.\Genshiken doesn't have many members, and you get along well.\We too have our share of situations.\We do?\And besides...\I don't think that'll be a problem. response:	Why not?
context: And you want to force her on us?\Well, she did say she wanted to join your kind of circle.\Genshiken doesn't have many members, and you get along well.\We too have our share of situations.\We do?\And besides...\I don't think that'll be a problem.\Why not? response:	A woman's wrath is a scary thing.
context: Well, she did say she wanted to join your kind of circle.\Genshiken doesn't have many members, and you get along well.\We too have our share of situations.\We do?\And besides...\I don't think that'll be a problem.\Why not?\A woman's wrath is a scary thing. response:	Let me be candid.
context: Genshiken doesn't have many members, and you get along well.\We too have our share of situations.\We do?\And besides...\I don't think that'll be a problem.\Why not?\A woman's wrath is a scary thing.\Let me be candid. response:	Our girls already can't stand any of the girls in Genshiken, so I don't...
context: We too have our share of situations.\We do?\And besides...\I don't think that'll be a problem.\Why not?\A woman's wrath is a scary thing.\Let me be candid.\Our girls already can't stand any of the girls in Genshiken, so I don't... response:	No way! Saki... I could understand, but...
context: We do?\And besides...\I don't think that'll be a problem.\Why not?\A woman's wrath is a scary thing.\Let me be candid.\Our girls already can't stand any of the girls in Genshiken, so I don't...\No way! Saki... I could understand, but... response:	Cut that out.
context: And besides...\I don't think that'll be a problem.\Why not?\A woman's wrath is a scary thing.\Let me be candid.\Our girls already can't stand any of the girls in Genshiken, so I don't...\No way! Saki... I could understand, but...\Cut that out. response:	Why don't we at least have a look at her?
context: I don't think that'll be a problem.\Why not?\A woman's wrath is a scary thing.\Let me be candid.\Our girls already can't stand any of the girls in Genshiken, so I don't...\No way! Saki... I could understand, but...\Cut that out.\Why don't we at least have a look at her? response:	Looks like this isn't easy for Takayanagi, either.
context: Why not?\A woman's wrath is a scary thing.\Let me be candid.\Our girls already can't stand any of the girls in Genshiken, so I don't...\No way! Saki... I could understand, but...\Cut that out.\Why don't we at least have a look at her?\Looks like this isn't easy for Takayanagi, either. response:	You have no idea what a relief it is to hear that!
context: A woman's wrath is a scary thing.\Let me be candid.\Our girls already can't stand any of the girls in Genshiken, so I don't...\No way! Saki... I could understand, but...\Cut that out.\Why don't we at least have a look at her?\Looks like this isn't easy for Takayanagi, either.\You have no idea what a relief it is to hear that! response:	It's tough being caught between women, eh?
context: Let me be candid.\Our girls already can't stand any of the girls in Genshiken, so I don't...\No way! Saki... I could understand, but...\Cut that out.\Why don't we at least have a look at her?\Looks like this isn't easy for Takayanagi, either.\You have no idea what a relief it is to hear that!\It's tough being caught between women, eh? response:	Damn straight!
context: Our girls already can't stand any of the girls in Genshiken, so I don't...\No way! Saki... I could understand, but...\Cut that out.\Why don't we at least have a look at her?\Looks like this isn't easy for Takayanagi, either.\You have no idea what a relief it is to hear that!\It's tough being caught between women, eh?\Damn straight! response:	Hmmm, well if Kasukabe says okay...
context: No way! Saki... I could understand, but...\Cut that out.\Why don't we at least have a look at her?\Looks like this isn't easy for Takayanagi, either.\You have no idea what a relief it is to hear that!\It's tough being caught between women, eh?\Damn straight!\Hmmm, well if Kasukabe says okay... response:	I'll go get her.
context: Cut that out.\Why don't we at least have a look at her?\Looks like this isn't easy for Takayanagi, either.\You have no idea what a relief it is to hear that!\It's tough being caught between women, eh?\Damn straight!\Hmmm, well if Kasukabe says okay...\I'll go get her. response:	Huh? Now?
context: Why don't we at least have a look at her?\Looks like this isn't easy for Takayanagi, either.\You have no idea what a relief it is to hear that!\It's tough being caught between women, eh?\Damn straight!\Hmmm, well if Kasukabe says okay...\I'll go get her.\Huh? Now? response:	Bandage girl...
context: Looks like this isn't easy for Takayanagi, either.\You have no idea what a relief it is to hear that!\It's tough being caught between women, eh?\Damn straight!\Hmmm, well if Kasukabe says okay...\I'll go get her.\Huh? Now?\Bandage girl... response:	A sullen character?
context: You have no idea what a relief it is to hear that!\It's tough being caught between women, eh?\Damn straight!\Hmmm, well if Kasukabe says okay...\I'll go get her.\Huh? Now?\Bandage girl...\A sullen character? response:	Tailor-made, huh?
context: It's tough being caught between women, eh?\Damn straight!\Hmmm, well if Kasukabe says okay...\I'll go get her.\Huh? Now?\Bandage girl...\A sullen character?\Tailor-made, huh? response:	She's shorter than what I was expecting.
context: Damn straight!\Hmmm, well if Kasukabe says okay...\I'll go get her.\Huh? Now?\Bandage girl...\A sullen character?\Tailor-made, huh?\She's shorter than what I was expecting. response:	Okay, why not introduce yourself?
context: Hmmm, well if Kasukabe says okay...\I'll go get her.\Huh? Now?\Bandage girl...\A sullen character?\Tailor-made, huh?\She's shorter than what I was expecting.\Okay, why not introduce yourself? response:	All right.
context: I'll go get her.\Huh? Now?\Bandage girl...\A sullen character?\Tailor-made, huh?\She's shorter than what I was expecting.\Okay, why not introduce yourself?\All right. response:	My name is Ogiue, and I hate otaku.
context: Huh? Now?\Bandage girl...\A sullen character?\Tailor-made, huh?\She's shorter than what I was expecting.\Okay, why not introduce yourself?\All right.\My name is Ogiue, and I hate otaku. response:	I especially hate female otaku.
context: Bandage girl...\A sullen character?\Tailor-made, huh?\She's shorter than what I was expecting.\Okay, why not introduce yourself?\All right.\My name is Ogiue, and I hate otaku.\I especially hate female otaku. response:	W-well, this's how she is.
context: A sullen character?\Tailor-made, huh?\She's shorter than what I was expecting.\Okay, why not introduce yourself?\All right.\My name is Ogiue, and I hate otaku.\I especially hate female otaku.\W-well, this's how she is. response:	Why do they like gay men so much?
context: Tailor-made, huh?\She's shorter than what I was expecting.\Okay, why not introduce yourself?\All right.\My name is Ogiue, and I hate otaku.\I especially hate female otaku.\W-well, this's how she is.\Why do they like gay men so much? response:	Look, I don't know what happened at the manga club, but...
context: She's shorter than what I was expecting.\Okay, why not introduce yourself?\All right.\My name is Ogiue, and I hate otaku.\I especially hate female otaku.\W-well, this's how she is.\Why do they like gay men so much?\Look, I don't know what happened at the manga club, but... response:	Aren't you otaku too?
context: Okay, why not introduce yourself?\All right.\My name is Ogiue, and I hate otaku.\I especially hate female otaku.\W-well, this's how she is.\Why do they like gay men so much?\Look, I don't know what happened at the manga club, but...\Aren't you otaku too? response:	Aren't you?
context: All right.\My name is Ogiue, and I hate otaku.\I especially hate female otaku.\W-well, this's how she is.\Why do they like gay men so much?\Look, I don't know what happened at the manga club, but...\Aren't you otaku too?\Aren't you? response:	Kasukabe! Calm down! Calm down!
context: My name is Ogiue, and I hate otaku.\I especially hate female otaku.\W-well, this's how she is.\Why do they like gay men so much?\Look, I don't know what happened at the manga club, but...\Aren't you otaku too?\Aren't you?\Kasukabe! Calm down! Calm down! response:	Yes, I should! I'm more well-rounded now!
context: I especially hate female otaku.\W-well, this's how she is.\Why do they like gay men so much?\Look, I don't know what happened at the manga club, but...\Aren't you otaku too?\Aren't you?\Kasukabe! Calm down! Calm down!\Yes, I should! I'm more well-rounded now! response:	I've got a boyfriend, see?
context: W-well, this's how she is.\Why do they like gay men so much?\Look, I don't know what happened at the manga club, but...\Aren't you otaku too?\Aren't you?\Kasukabe! Calm down! Calm down!\Yes, I should! I'm more well-rounded now!\I've got a boyfriend, see? response:	I've got a boyfriend, see? Huh?
context: Why do they like gay men so much?\Look, I don't know what happened at the manga club, but...\Aren't you otaku too?\Aren't you?\Kasukabe! Calm down! Calm down!\Yes, I should! I'm more well-rounded now!\I've got a boyfriend, see?\I've got a boyfriend, see? Huh? response:	Just coming here doesn't make me an otaku!
context: Look, I don't know what happened at the manga club, but...\Aren't you otaku too?\Aren't you?\Kasukabe! Calm down! Calm down!\Yes, I should! I'm more well-rounded now!\I've got a boyfriend, see?\I've got a boyfriend, see? Huh?\Just coming here doesn't make me an otaku! response:	Got it?
context: Aren't you otaku too?\Aren't you?\Kasukabe! Calm down! Calm down!\Yes, I should! I'm more well-rounded now!\I've got a boyfriend, see?\I've got a boyfriend, see? Huh?\Just coming here doesn't make me an otaku!\Got it? response:	You're not one?
context: Aren't you?\Kasukabe! Calm down! Calm down!\Yes, I should! I'm more well-rounded now!\I've got a boyfriend, see?\I've got a boyfriend, see? Huh?\Just coming here doesn't make me an otaku!\Got it?\You're not one? response:	Hey, Ohno! You speak up, too!
context: Kasukabe! Calm down! Calm down!\Yes, I should! I'm more well-rounded now!\I've got a boyfriend, see?\I've got a boyfriend, see? Huh?\Just coming here doesn't make me an otaku!\Got it?\You're not one?\Hey, Ohno! You speak up, too! response:	Uh... o-okay.
context: Yes, I should! I'm more well-rounded now!\I've got a boyfriend, see?\I've got a boyfriend, see? Huh?\Just coming here doesn't make me an otaku!\Got it?\You're not one?\Hey, Ohno! You speak up, too!\Uh... o-okay. response:	No woman doesn't like gay men!
context: I've got a boyfriend, see?\I've got a boyfriend, see? Huh?\Just coming here doesn't make me an otaku!\Got it?\You're not one?\Hey, Ohno! You speak up, too!\Uh... o-okay.\No woman doesn't like gay men! response:	Am I included in that?
context: I've got a boyfriend, see? Huh?\Just coming here doesn't make me an otaku!\Got it?\You're not one?\Hey, Ohno! You speak up, too!\Uh... o-okay.\No woman doesn't like gay men!\Am I included in that? response:	Naturally!
context: Just coming here doesn't make me an otaku!\Got it?\You're not one?\Hey, Ohno! You speak up, too!\Uh... o-okay.\No woman doesn't like gay men!\Am I included in that?\Naturally! response:	So Takayanagi, this is how she ended up...
context: Got it?\You're not one?\Hey, Ohno! You speak up, too!\Uh... o-okay.\No woman doesn't like gay men!\Am I included in that?\Naturally!\So Takayanagi, this is how she ended up... response:	Uh... yeah, more or less...
context: You're not one?\Hey, Ohno! You speak up, too!\Uh... o-okay.\No woman doesn't like gay men!\Am I included in that?\Naturally!\So Takayanagi, this is how she ended up...\Uh... yeah, more or less... response:	Why'd you jump, anyway? To admit defeat?
context: Hey, Ohno! You speak up, too!\Uh... o-okay.\No woman doesn't like gay men!\Am I included in that?\Naturally!\So Takayanagi, this is how she ended up...\Uh... yeah, more or less...\Why'd you jump, anyway? To admit defeat? response:	You insinuate.
context: Uh... o-okay.\No woman doesn't like gay men!\Am I included in that?\Naturally!\So Takayanagi, this is how she ended up...\Uh... yeah, more or less...\Why'd you jump, anyway? To admit defeat?\You insinuate. response:	You insinuate. That hit a nerve.
context: No woman doesn't like gay men!\Am I included in that?\Naturally!\So Takayanagi, this is how she ended up...\Uh... yeah, more or less...\Why'd you jump, anyway? To admit defeat?\You insinuate.\You insinuate. That hit a nerve. response:	That hit a nerve.
context: Am I included in that?\Naturally!\So Takayanagi, this is how she ended up...\Uh... yeah, more or less...\Why'd you jump, anyway? To admit defeat?\You insinuate.\You insinuate. That hit a nerve.\That hit a nerve. response:	Never mind tastes like gay men and whatnot.
context: Naturally!\So Takayanagi, this is how she ended up...\Uh... yeah, more or less...\Why'd you jump, anyway? To admit defeat?\You insinuate.\You insinuate. That hit a nerve.\That hit a nerve.\Never mind tastes like gay men and whatnot. response:	That pain of yours is pretty otaku-ish.
context: So Takayanagi, this is how she ended up...\Uh... yeah, more or less...\Why'd you jump, anyway? To admit defeat?\You insinuate.\You insinuate. That hit a nerve.\That hit a nerve.\Never mind tastes like gay men and whatnot.\That pain of yours is pretty otaku-ish. response:	Joining a circle must mean you want companions, right?
context: Uh... yeah, more or less...\Why'd you jump, anyway? To admit defeat?\You insinuate.\You insinuate. That hit a nerve.\That hit a nerve.\Never mind tastes like gay men and whatnot.\That pain of yours is pretty otaku-ish.\Joining a circle must mean you want companions, right? response:	Work out that issue first.
context: Why'd you jump, anyway? To admit defeat?\You insinuate.\You insinuate. That hit a nerve.\That hit a nerve.\Never mind tastes like gay men and whatnot.\That pain of yours is pretty otaku-ish.\Joining a circle must mean you want companions, right?\Work out that issue first. response:	Now, now! Upperclassmen, freshman girl...
context: You insinuate.\You insinuate. That hit a nerve.\That hit a nerve.\Never mind tastes like gay men and whatnot.\That pain of yours is pretty otaku-ish.\Joining a circle must mean you want companions, right?\Work out that issue first.\Now, now! Upperclassmen, freshman girl... response:	Let's just forget the petty things. They're nothing.
context: You insinuate. That hit a nerve.\That hit a nerve.\Never mind tastes like gay men and whatnot.\That pain of yours is pretty otaku-ish.\Joining a circle must mean you want companions, right?\Work out that issue first.\Now, now! Upperclassmen, freshman girl...\Let's just forget the petty things. They're nothing. response:	Just bite your tongue. Nothing! Nothing!
context: That hit a nerve.\Never mind tastes like gay men and whatnot.\That pain of yours is pretty otaku-ish.\Joining a circle must mean you want companions, right?\Work out that issue first.\Now, now! Upperclassmen, freshman girl...\Let's just forget the petty things. They're nothing.\Just bite your tongue. Nothing! Nothing! response:	This guy's messed up.
context: Never mind tastes like gay men and whatnot.\That pain of yours is pretty otaku-ish.\Joining a circle must mean you want companions, right?\Work out that issue first.\Now, now! Upperclassmen, freshman girl...\Let's just forget the petty things. They're nothing.\Just bite your tongue. Nothing! Nothing!\This guy's messed up. response:	There it is again!
context: That pain of yours is pretty otaku-ish.\Joining a circle must mean you want companions, right?\Work out that issue first.\Now, now! Upperclassmen, freshman girl...\Let's just forget the petty things. They're nothing.\Just bite your tongue. Nothing! Nothing!\This guy's messed up.\There it is again! response:	Oh.
context: Joining a circle must mean you want companions, right?\Work out that issue first.\Now, now! Upperclassmen, freshman girl...\Let's just forget the petty things. They're nothing.\Just bite your tongue. Nothing! Nothing!\This guy's messed up.\There it is again!\Oh. response:	He's stopped.
context: Work out that issue first.\Now, now! Upperclassmen, freshman girl...\Let's just forget the petty things. They're nothing.\Just bite your tongue. Nothing! Nothing!\This guy's messed up.\There it is again!\Oh.\He's stopped. response:	Or did her glare freeze him?
context: Now, now! Upperclassmen, freshman girl...\Let's just forget the petty things. They're nothing.\Just bite your tongue. Nothing! Nothing!\This guy's messed up.\There it is again!\Oh.\He's stopped.\Or did her glare freeze him? response:	Wow, that's gutl...
context: Let's just forget the petty things. They're nothing.\Just bite your tongue. Nothing! Nothing!\This guy's messed up.\There it is again!\Oh.\He's stopped.\Or did her glare freeze him?\Wow, that's gutl... response:	Ah.
context: Just bite your tongue. Nothing! Nothing!\This guy's messed up.\There it is again!\Oh.\He's stopped.\Or did her glare freeze him?\Wow, that's gutl...\Ah. response:	What the hell's your problem?
context: This guy's messed up.\There it is again!\Oh.\He's stopped.\Or did her glare freeze him?\Wow, that's gutl...\Ah.\What the hell's your problem? response:	Discipline him!
context: There it is again!\Oh.\He's stopped.\Or did her glare freeze him?\Wow, that's gutl...\Ah.\What the hell's your problem?\Discipline him! response:	You don't go hitting women!
context: Oh.\He's stopped.\Or did her glare freeze him?\Wow, that's gutl...\Ah.\What the hell's your problem?\Discipline him!\You don't go hitting women! response:	There, there.
context: He's stopped.\Or did her glare freeze him?\Wow, that's gutl...\Ah.\What the hell's your problem?\Discipline him!\You don't go hitting women!\There, there. response:	Discipline?
context: Or did her glare freeze him?\Wow, that's gutl...\Ah.\What the hell's your problem?\Discipline him!\You don't go hitting women!\There, there.\Discipline? response:	Discipline?
context: Wow, that's gutl...\Ah.\What the hell's your problem?\Discipline him!\You don't go hitting women!\There, there.\Discipline?\Discipline? response:	How would we do that?
context: Ah.\What the hell's your problem?\Discipline him!\You don't go hitting women!\There, there.\Discipline?\Discipline?\How would we do that? response:	Looks like it's already done...
context: What the hell's your problem?\Discipline him!\You don't go hitting women!\There, there.\Discipline?\Discipline?\How would we do that?\Looks like it's already done... response:	Genshiken
context: Discipline him!\You don't go hitting women!\There, there.\Discipline?\Discipline?\How would we do that?\Looks like it's already done...\Genshiken response:	I keep wondering if it looks too deliberate.
context: You don't go hitting women!\There, there.\Discipline?\Discipline?\How would we do that?\Looks like it's already done...\Genshiken\I keep wondering if it looks too deliberate. response:	No! We can't expose her true nature unless we go this far!
context: There, there.\Discipline?\Discipline?\How would we do that?\Looks like it's already done...\Genshiken\I keep wondering if it looks too deliberate.\No! We can't expose her true nature unless we go this far! response:	Uh-oh! She's looking outside!
context: Discipline?\Discipline?\How would we do that?\Looks like it's already done...\Genshiken\I keep wondering if it looks too deliberate.\No! We can't expose her true nature unless we go this far!\Uh-oh! She's looking outside! response:	See, told you it's suspicious.
context: Discipline?\How would we do that?\Looks like it's already done...\Genshiken\I keep wondering if it looks too deliberate.\No! We can't expose her true nature unless we go this far!\Uh-oh! She's looking outside!\See, told you it's suspicious. response:	She'll never know where we are.
context: How would we do that?\Looks like it's already done...\Genshiken\I keep wondering if it looks too deliberate.\No! We can't expose her true nature unless we go this far!\Uh-oh! She's looking outside!\See, told you it's suspicious.\She'll never know where we are. response:	She'll never know where we are. Yes, well...
context: Looks like it's already done...\Genshiken\I keep wondering if it looks too deliberate.\No! We can't expose her true nature unless we go this far!\Uh-oh! She's looking outside!\See, told you it's suspicious.\She'll never know where we are.\She'll never know where we are. Yes, well... response:	Yes, well...
context: Genshiken\I keep wondering if it looks too deliberate.\No! We can't expose her true nature unless we go this far!\Uh-oh! She's looking outside!\See, told you it's suspicious.\She'll never know where we are.\She'll never know where we are. Yes, well...\Yes, well... response:	Today Saki and Kohsaka are on a date, and Kugayama is job hunting.
context: I keep wondering if it looks too deliberate.\No! We can't expose her true nature unless we go this far!\Uh-oh! She's looking outside!\See, told you it's suspicious.\She'll never know where we are.\She'll never know where we are. Yes, well...\Yes, well...\Today Saki and Kohsaka are on a date, and Kugayama is job hunting. response:	With Kuchiki away on business in Akihabara, this is an excellent chance!
context: No! We can't expose her true nature unless we go this far!\Uh-oh! She's looking outside!\See, told you it's suspicious.\She'll never know where we are.\She'll never know where we are. Yes, well...\Yes, well...\Today Saki and Kohsaka are on a date, and Kugayama is job hunting.\With Kuchiki away on business in Akihabara, this is an excellent chance! response:	What do you think, Tanaka?
context: Uh-oh! She's looking outside!\See, told you it's suspicious.\She'll never know where we are.\She'll never know where we are. Yes, well...\Yes, well...\Today Saki and Kohsaka are on a date, and Kugayama is job hunting.\With Kuchiki away on business in Akihabara, this is an excellent chance!\What do you think, Tanaka? response:	Uh, well...
context: See, told you it's suspicious.\She'll never know where we are.\She'll never know where we are. Yes, well...\Yes, well...\Today Saki and Kohsaka are on a date, and Kugayama is job hunting.\With Kuchiki away on business in Akihabara, this is an excellent chance!\What do you think, Tanaka?\Uh, well... response:	This could be the advent of Dark Ohno.
context: She'll never know where we are.\She'll never know where we are. Yes, well...\Yes, well...\Today Saki and Kohsaka are on a date, and Kugayama is job hunting.\With Kuchiki away on business in Akihabara, this is an excellent chance!\What do you think, Tanaka?\Uh, well...\This could be the advent of Dark Ohno. response:	Oh, she's straightening it up.
context: She'll never know where we are. Yes, well...\Yes, well...\Today Saki and Kohsaka are on a date, and Kugayama is job hunting.\With Kuchiki away on business in Akihabara, this is an excellent chance!\What do you think, Tanaka?\Uh, well...\This could be the advent of Dark Ohno.\Oh, she's straightening it up. response:	That's no surprise.
context: Yes, well...\Today Saki and Kohsaka are on a date, and Kugayama is job hunting.\With Kuchiki away on business in Akihabara, this is an excellent chance!\What do you think, Tanaka?\Uh, well...\This could be the advent of Dark Ohno.\Oh, she's straightening it up.\That's no surprise. response:	Hey, peoples.
context: Today Saki and Kohsaka are on a date, and Kugayama is job hunting.\With Kuchiki away on business in Akihabara, this is an excellent chance!\What do you think, Tanaka?\Uh, well...\This could be the advent of Dark Ohno.\Oh, she's straightening it up.\That's no surprise.\Hey, peoples. response:	Oh. Here alone, Ogiue?
context: With Kuchiki away on business in Akihabara, this is an excellent chance!\What do you think, Tanaka?\Uh, well...\This could be the advent of Dark Ohno.\Oh, she's straightening it up.\That's no surprise.\Hey, peoples.\Oh. Here alone, Ogiue? response:	Yes.
context: What do you think, Tanaka?\Uh, well...\This could be the advent of Dark Ohno.\Oh, she's straightening it up.\That's no surprise.\Hey, peoples.\Oh. Here alone, Ogiue?\Yes. response:	Wh-why's Saki there?
context: Uh, well...\This could be the advent of Dark Ohno.\Oh, she's straightening it up.\That's no surprise.\Hey, peoples.\Oh. Here alone, Ogiue?\Yes.\Wh-why's Saki there? response:	Huh? She is?
context: This could be the advent of Dark Ohno.\Oh, she's straightening it up.\That's no surprise.\Hey, peoples.\Oh. Here alone, Ogiue?\Yes.\Wh-why's Saki there?\Huh? She is? response:	Yeah, it's true.
context: Oh, she's straightening it up.\That's no surprise.\Hey, peoples.\Oh. Here alone, Ogiue?\Yes.\Wh-why's Saki there?\Huh? She is?\Yeah, it's true. response:	What happened to her date? Things were just getting good!
context: That's no surprise.\Hey, peoples.\Oh. Here alone, Ogiue?\Yes.\Wh-why's Saki there?\Huh? She is?\Yeah, it's true.\What happened to her date? Things were just getting good! response:	Kohsaka's making the rounds in Akihabara.
context: Hey, peoples.\Oh. Here alone, Ogiue?\Yes.\Wh-why's Saki there?\Huh? She is?\Yeah, it's true.\What happened to her date? Things were just getting good!\Kohsaka's making the rounds in Akihabara. response:	We're doing our own things.
context: Oh. Here alone, Ogiue?\Yes.\Wh-why's Saki there?\Huh? She is?\Yeah, it's true.\What happened to her date? Things were just getting good!\Kohsaka's making the rounds in Akihabara.\We're doing our own things. response:	Well, the meal was good. That'll have to do.
context: Yes.\Wh-why's Saki there?\Huh? She is?\Yeah, it's true.\What happened to her date? Things were just getting good!\Kohsaka's making the rounds in Akihabara.\We're doing our own things.\Well, the meal was good. That'll have to do. response:	It must be hard, dating an otaku.
context: Wh-why's Saki there?\Huh? She is?\Yeah, it's true.\What happened to her date? Things were just getting good!\Kohsaka's making the rounds in Akihabara.\We're doing our own things.\Well, the meal was good. That'll have to do.\It must be hard, dating an otaku. response:	Well, it's not a matter of sharing the same tastes.
context: Huh? She is?\Yeah, it's true.\What happened to her date? Things were just getting good!\Kohsaka's making the rounds in Akihabara.\We're doing our own things.\Well, the meal was good. That'll have to do.\It must be hard, dating an otaku.\Well, it's not a matter of sharing the same tastes. response:	Hm? What're these?
context: Yeah, it's true.\What happened to her date? Things were just getting good!\Kohsaka's making the rounds in Akihabara.\We're doing our own things.\Well, the meal was good. That'll have to do.\It must be hard, dating an otaku.\Well, it's not a matter of sharing the same tastes.\Hm? What're these? response:	Are they by any chance...
context: What happened to her date? Things were just getting good!\Kohsaka's making the rounds in Akihabara.\We're doing our own things.\Well, the meal was good. That'll have to do.\It must be hard, dating an otaku.\Well, it's not a matter of sharing the same tastes.\Hm? What're these?\Are they by any chance... response:	Yeah, that's what they are. These yours?
context: Kohsaka's making the rounds in Akihabara.\We're doing our own things.\Well, the meal was good. That'll have to do.\It must be hard, dating an otaku.\Well, it's not a matter of sharing the same tastes.\Hm? What're these?\Are they by any chance...\Yeah, that's what they are. These yours? response:	No!
context: We're doing our own things.\Well, the meal was good. That'll have to do.\It must be hard, dating an otaku.\Well, it's not a matter of sharing the same tastes.\Hm? What're these?\Are they by any chance...\Yeah, that's what they are. These yours?\No! response:	They were already here when I arrived, all for show.
context: Well, the meal was good. That'll have to do.\It must be hard, dating an otaku.\Well, it's not a matter of sharing the same tastes.\Hm? What're these?\Are they by any chance...\Yeah, that's what they are. These yours?\No!\They were already here when I arrived, all for show. response:	You don't say.
context: It must be hard, dating an otaku.\Well, it's not a matter of sharing the same tastes.\Hm? What're these?\Are they by any chance...\Yeah, that's what they are. These yours?\No!\They were already here when I arrived, all for show.\You don't say. response:	They're Ohno's, then.
context: Well, it's not a matter of sharing the same tastes.\Hm? What're these?\Are they by any chance...\Yeah, that's what they are. These yours?\No!\They were already here when I arrived, all for show.\You don't say.\They're Ohno's, then. response:	I wonder why she brought so many.
context: Hm? What're these?\Are they by any chance...\Yeah, that's what they are. These yours?\No!\They were already here when I arrived, all for show.\You don't say.\They're Ohno's, then.\I wonder why she brought so many. response:	Harassment, perhaps?
context: Are they by any chance...\Yeah, that's what they are. These yours?\No!\They were already here when I arrived, all for show.\You don't say.\They're Ohno's, then.\I wonder why she brought so many.\Harassment, perhaps? response:	Ouch.
context: Yeah, that's what they are. These yours?\No!\They were already here when I arrived, all for show.\You don't say.\They're Ohno's, then.\I wonder why she brought so many.\Harassment, perhaps?\Ouch. response:	Want to find out for sure?
context: No!\They were already here when I arrived, all for show.\You don't say.\They're Ohno's, then.\I wonder why she brought so many.\Harassment, perhaps?\Ouch.\Want to find out for sure? response:	Huh?
context: They were already here when I arrived, all for show.\You don't say.\They're Ohno's, then.\I wonder why she brought so many.\Harassment, perhaps?\Ouch.\Want to find out for sure?\Huh? response:	What could they be talking about?
context: You don't say.\They're Ohno's, then.\I wonder why she brought so many.\Harassment, perhaps?\Ouch.\Want to find out for sure?\Huh?\What could they be talking about? response:	It's not like we can hear them.
context: They're Ohno's, then.\I wonder why she brought so many.\Harassment, perhaps?\Ouch.\Want to find out for sure?\Huh?\What could they be talking about?\It's not like we can hear them. response:	Huh? Saki's dialing her cell...
context: I wonder why she brought so many.\Harassment, perhaps?\Ouch.\Want to find out for sure?\Huh?\What could they be talking about?\It's not like we can hear them.\Huh? Saki's dialing her cell... response:	Me? Me?
context: Harassment, perhaps?\Ouch.\Want to find out for sure?\Huh?\What could they be talking about?\It's not like we can hear them.\Huh? Saki's dialing her cell...\Me? Me? response:	What should I do?
context: Ouch.\Want to find out for sure?\Huh?\What could they be talking about?\It's not like we can hear them.\Huh? Saki's dialing her cell...\Me? Me?\What should I do? response:	It's Saki, all right.
context: Want to find out for sure?\Huh?\What could they be talking about?\It's not like we can hear them.\Huh? Saki's dialing her cell...\Me? Me?\What should I do?\It's Saki, all right. response:	Hello.
context: Huh?\What could they be talking about?\It's not like we can hear them.\Huh? Saki's dialing her cell...\Me? Me?\What should I do?\It's Saki, all right.\Hello. response:	Ah!
context: What could they be talking about?\It's not like we can hear them.\Huh? Saki's dialing her cell...\Me? Me?\What should I do?\It's Saki, all right.\Hello.\Ah! response:	Hey, it's Kasukabe. Got a minute?
