context: What happened to me? response:	Is this...
context: Hey, Aoyama-san.\Is that a love letter?\Yes, something like that...\Wedding Registration\Mitaka Jin\Kamiigusa Misaki\C-Congratulations on getting hitched.\That's not funny, Aoyama-san. response:	I'm not surprised Kamiigusa-senpai sent you that.
context: Is that a love letter?\Yes, something like that...\Wedding Registration\Mitaka Jin\Kamiigusa Misaki\C-Congratulations on getting hitched.\That's not funny, Aoyama-san.\I'm not surprised Kamiigusa-senpai sent you that. response:	Oh, yeah...
context: Yes, something like that...\Wedding Registration\Mitaka Jin\Kamiigusa Misaki\C-Congratulations on getting hitched.\That's not funny, Aoyama-san.\I'm not surprised Kamiigusa-senpai sent you that.\Oh, yeah... response:	I've got something I've been meaning to give you.
context: Wedding Registration\Mitaka Jin\Kamiigusa Misaki\C-Congratulations on getting hitched.\That's not funny, Aoyama-san.\I'm not surprised Kamiigusa-senpai sent you that.\Oh, yeah...\I've got something I've been meaning to give you. response:	What?
context: Mitaka Jin\Kamiigusa Misaki\C-Congratulations on getting hitched.\That's not funny, Aoyama-san.\I'm not surprised Kamiigusa-senpai sent you that.\Oh, yeah...\I've got something I've been meaning to give you.\What? response:	Happy White Christmas
context: Kamiigusa Misaki\C-Congratulations on getting hitched.\That's not funny, Aoyama-san.\I'm not surprised Kamiigusa-senpai sent you that.\Oh, yeah...\I've got something I've been meaning to give you.\What?\Happy White Christmas response:	If you'd like, why don't you go see this with someone?
context: C-Congratulations on getting hitched.\That's not funny, Aoyama-san.\I'm not surprised Kamiigusa-senpai sent you that.\Oh, yeah...\I've got something I've been meaning to give you.\What?\Happy White Christmas\If you'd like, why don't you go see this with someone? response:	Tickets to a play! Are you sure?
context: That's not funny, Aoyama-san.\I'm not surprised Kamiigusa-senpai sent you that.\Oh, yeah...\I've got something I've been meaning to give you.\What?\Happy White Christmas\If you'd like, why don't you go see this with someone?\Tickets to a play! Are you sure? response:	Asami-san invited me, but she can't make it now.
context: I'm not surprised Kamiigusa-senpai sent you that.\Oh, yeah...\I've got something I've been meaning to give you.\What?\Happy White Christmas\If you'd like, why don't you go see this with someone?\Tickets to a play! Are you sure?\Asami-san invited me, but she can't make it now. response:	It'd be wrong of me to invite someone else, so you can have them.
context: Oh, yeah...\I've got something I've been meaning to give you.\What?\Happy White Christmas\If you'd like, why don't you go see this with someone?\Tickets to a play! Are you sure?\Asami-san invited me, but she can't make it now.\It'd be wrong of me to invite someone else, so you can have them. response:	Thank you.
context: I've got something I've been meaning to give you.\What?\Happy White Christmas\If you'd like, why don't you go see this with someone?\Tickets to a play! Are you sure?\Asami-san invited me, but she can't make it now.\It'd be wrong of me to invite someone else, so you can have them.\Thank you. response:	The performance is on Christmas Eve.
context: What?\Happy White Christmas\If you'd like, why don't you go see this with someone?\Tickets to a play! Are you sure?\Asami-san invited me, but she can't make it now.\It'd be wrong of me to invite someone else, so you can have them.\Thank you.\The performance is on Christmas Eve. response:	Huh?
context: Happy White Christmas\If you'd like, why don't you go see this with someone?\Tickets to a play! Are you sure?\Asami-san invited me, but she can't make it now.\It'd be wrong of me to invite someone else, so you can have them.\Thank you.\The performance is on Christmas Eve.\Huh? response:	You've got to use the tools at your disposal.
context: If you'd like, why don't you go see this with someone?\Tickets to a play! Are you sure?\Asami-san invited me, but she can't make it now.\It'd be wrong of me to invite someone else, so you can have them.\Thank you.\The performance is on Christmas Eve.\Huh?\You've got to use the tools at your disposal. response:	Happy White Christmas Dec. 24, 7:00 PM
context: Tickets to a play! Are you sure?\Asami-san invited me, but she can't make it now.\It'd be wrong of me to invite someone else, so you can have them.\Thank you.\The performance is on Christmas Eve.\Huh?\You've got to use the tools at your disposal.\Happy White Christmas Dec. 24, 7:00 PM response:	Shiina,
context: Asami-san invited me, but she can't make it now.\It'd be wrong of me to invite someone else, so you can have them.\Thank you.\The performance is on Christmas Eve.\Huh?\You've got to use the tools at your disposal.\Happy White Christmas Dec. 24, 7:00 PM\Shiina, response:	what were you going to do if I had taken off...
context: It'd be wrong of me to invite someone else, so you can have them.\Thank you.\The performance is on Christmas Eve.\Huh?\You've got to use the tools at your disposal.\Happy White Christmas Dec. 24, 7:00 PM\Shiina,\what were you going to do if I had taken off... response:	my underwear while I was changing?
context: Thank you.\The performance is on Christmas Eve.\Huh?\You've got to use the tools at your disposal.\Happy White Christmas Dec. 24, 7:00 PM\Shiina,\what were you going to do if I had taken off...\my underwear while I was changing? response:	I would have knocked.
context: The performance is on Christmas Eve.\Huh?\You've got to use the tools at your disposal.\Happy White Christmas Dec. 24, 7:00 PM\Shiina,\what were you going to do if I had taken off...\my underwear while I was changing?\I would have knocked. response:	It'd be too late by then!
context: Huh?\You've got to use the tools at your disposal.\Happy White Christmas Dec. 24, 7:00 PM\Shiina,\what were you going to do if I had taken off...\my underwear while I was changing?\I would have knocked.\It'd be too late by then! response:	So, what do you want?
context: You've got to use the tools at your disposal.\Happy White Christmas Dec. 24, 7:00 PM\Shiina,\what were you going to do if I had taken off...\my underwear while I was changing?\I would have knocked.\It'd be too late by then!\So, what do you want? response:	Are you going to say you don't need anything again?
context: Happy White Christmas Dec. 24, 7:00 PM\Shiina,\what were you going to do if I had taken off...\my underwear while I was changing?\I would have knocked.\It'd be too late by then!\So, what do you want?\Are you going to say you don't need anything again? response:	No, I do.
context: Shiina,\what were you going to do if I had taken off...\my underwear while I was changing?\I would have knocked.\It'd be too late by then!\So, what do you want?\Are you going to say you don't need anything again?\No, I do. response:	Are you hungry?
context: what were you going to do if I had taken off...\my underwear while I was changing?\I would have knocked.\It'd be too late by then!\So, what do you want?\Are you going to say you don't need anything again?\No, I do.\Are you hungry? response:	Promise you won't get angry.
context: my underwear while I was changing?\I would have knocked.\It'd be too late by then!\So, what do you want?\Are you going to say you don't need anything again?\No, I do.\Are you hungry?\Promise you won't get angry. response:	If you're telling me that,
context: I would have knocked.\It'd be too late by then!\So, what do you want?\Are you going to say you don't need anything again?\No, I do.\Are you hungry?\Promise you won't get angry.\If you're telling me that, response:	you must be about to say something crazy.
context: It'd be too late by then!\So, what do you want?\Are you going to say you don't need anything again?\No, I do.\Are you hungry?\Promise you won't get angry.\If you're telling me that,\you must be about to say something crazy. response:	It's incredibly normal.
context: So, what do you want?\Are you going to say you don't need anything again?\No, I do.\Are you hungry?\Promise you won't get angry.\If you're telling me that,\you must be about to say something crazy.\It's incredibly normal. response:	Then, don't lead off with a weird statement like that!
context: Are you going to say you don't need anything again?\No, I do.\Are you hungry?\Promise you won't get angry.\If you're telling me that,\you must be about to say something crazy.\It's incredibly normal.\Then, don't lead off with a weird statement like that! response:	I want to make a lunch.
context: No, I do.\Are you hungry?\Promise you won't get angry.\If you're telling me that,\you must be about to say something crazy.\It's incredibly normal.\Then, don't lead off with a weird statement like that!\I want to make a lunch. response:	What?
context: Are you hungry?\Promise you won't get angry.\If you're telling me that,\you must be about to say something crazy.\It's incredibly normal.\Then, don't lead off with a weird statement like that!\I want to make a lunch.\What? response:	I want to make a lunch.
context: Promise you won't get angry.\If you're telling me that,\you must be about to say something crazy.\It's incredibly normal.\Then, don't lead off with a weird statement like that!\I want to make a lunch.\What?\I want to make a lunch. response:	Hold on, Shiina. A lunch?
context: If you're telling me that,\you must be about to say something crazy.\It's incredibly normal.\Then, don't lead off with a weird statement like that!\I want to make a lunch.\What?\I want to make a lunch.\Hold on, Shiina. A lunch? response:	You idiot, don't grab my arm!
context: you must be about to say something crazy.\It's incredibly normal.\Then, don't lead off with a weird statement like that!\I want to make a lunch.\What?\I want to make a lunch.\Hold on, Shiina. A lunch?\You idiot, don't grab my arm! response:	Heed my words, Shiina. Great potential lies within all humans.
context: It's incredibly normal.\Then, don't lead off with a weird statement like that!\I want to make a lunch.\What?\I want to make a lunch.\Hold on, Shiina. A lunch?\You idiot, don't grab my arm!\Heed my words, Shiina. Great potential lies within all humans. response:	However, there are some things people cannot do.
context: Then, don't lead off with a weird statement like that!\I want to make a lunch.\What?\I want to make a lunch.\Hold on, Shiina. A lunch?\You idiot, don't grab my arm!\Heed my words, Shiina. Great potential lies within all humans.\However, there are some things people cannot do. response:	People cannot grow wings.
context: I want to make a lunch.\What?\I want to make a lunch.\Hold on, Shiina. A lunch?\You idiot, don't grab my arm!\Heed my words, Shiina. Great potential lies within all humans.\However, there are some things people cannot do.\People cannot grow wings. response:	These are things you have to accept!
context: What?\I want to make a lunch.\Hold on, Shiina. A lunch?\You idiot, don't grab my arm!\Heed my words, Shiina. Great potential lies within all humans.\However, there are some things people cannot do.\People cannot grow wings.\These are things you have to accept! response:	There! That should do it!
context: I want to make a lunch.\Hold on, Shiina. A lunch?\You idiot, don't grab my arm!\Heed my words, Shiina. Great potential lies within all humans.\However, there are some things people cannot do.\People cannot grow wings.\These are things you have to accept!\There! That should do it! response:	Jin-san, why are you putting an apron on her?!
context: Hold on, Shiina. A lunch?\You idiot, don't grab my arm!\Heed my words, Shiina. Great potential lies within all humans.\However, there are some things people cannot do.\People cannot grow wings.\These are things you have to accept!\There! That should do it!\Jin-san, why are you putting an apron on her?! response:	How do I look, Sorata?
context: You idiot, don't grab my arm!\Heed my words, Shiina. Great potential lies within all humans.\However, there are some things people cannot do.\People cannot grow wings.\These are things you have to accept!\There! That should do it!\Jin-san, why are you putting an apron on her?!\How do I look, Sorata? response:	Take it off.
context: Heed my words, Shiina. Great potential lies within all humans.\However, there are some things people cannot do.\People cannot grow wings.\These are things you have to accept!\There! That should do it!\Jin-san, why are you putting an apron on her?!\How do I look, Sorata?\Take it off. response:	I never dreamed you'd be so forward.
context: However, there are some things people cannot do.\People cannot grow wings.\These are things you have to accept!\There! That should do it!\Jin-san, why are you putting an apron on her?!\How do I look, Sorata?\Take it off.\I never dreamed you'd be so forward. response:	That's not what I meant!
context: People cannot grow wings.\These are things you have to accept!\There! That should do it!\Jin-san, why are you putting an apron on her?!\How do I look, Sorata?\Take it off.\I never dreamed you'd be so forward.\That's not what I meant! response:	Shiina and cooking seriously don't mix!
context: These are things you have to accept!\There! That should do it!\Jin-san, why are you putting an apron on her?!\How do I look, Sorata?\Take it off.\I never dreamed you'd be so forward.\That's not what I meant!\Shiina and cooking seriously don't mix! response:	I'm ready to cook.
context: There! That should do it!\Jin-san, why are you putting an apron on her?!\How do I look, Sorata?\Take it off.\I never dreamed you'd be so forward.\That's not what I meant!\Shiina and cooking seriously don't mix!\I'm ready to cook. response:	It looks to me like you're ready to make me cook!
context: Jin-san, why are you putting an apron on her?!\How do I look, Sorata?\Take it off.\I never dreamed you'd be so forward.\That's not what I meant!\Shiina and cooking seriously don't mix!\I'm ready to cook.\It looks to me like you're ready to make me cook! response:	I've got to go meet Rumi-san.
context: How do I look, Sorata?\Take it off.\I never dreamed you'd be so forward.\That's not what I meant!\Shiina and cooking seriously don't mix!\I'm ready to cook.\It looks to me like you're ready to make me cook!\I've got to go meet Rumi-san. response:	Have fun, you two.
context: Take it off.\I never dreamed you'd be so forward.\That's not what I meant!\Shiina and cooking seriously don't mix!\I'm ready to cook.\It looks to me like you're ready to make me cook!\I've got to go meet Rumi-san.\Have fun, you two. response:	What? Jin-san...
context: I never dreamed you'd be so forward.\That's not what I meant!\Shiina and cooking seriously don't mix!\I'm ready to cook.\It looks to me like you're ready to make me cook!\I've got to go meet Rumi-san.\Have fun, you two.\What? Jin-san... response:	Sorata... I... cook.
context: That's not what I meant!\Shiina and cooking seriously don't mix!\I'm ready to cook.\It looks to me like you're ready to make me cook!\I've got to go meet Rumi-san.\Have fun, you two.\What? Jin-san...\Sorata... I... cook. response:	Why are you talking like that?
context: Shiina and cooking seriously don't mix!\I'm ready to cook.\It looks to me like you're ready to make me cook!\I've got to go meet Rumi-san.\Have fun, you two.\What? Jin-san...\Sorata... I... cook.\Why are you talking like that? response:	I mean, are you serious?
context: I'm ready to cook.\It looks to me like you're ready to make me cook!\I've got to go meet Rumi-san.\Have fun, you two.\What? Jin-san...\Sorata... I... cook.\Why are you talking like that?\I mean, are you serious? response:	Don't you need to work on your manuscript?
context: It looks to me like you're ready to make me cook!\I've got to go meet Rumi-san.\Have fun, you two.\What? Jin-san...\Sorata... I... cook.\Why are you talking like that?\I mean, are you serious?\Don't you need to work on your manuscript? response:	You must be behind schedule because of the culture festival...
context: I've got to go meet Rumi-san.\Have fun, you two.\What? Jin-san...\Sorata... I... cook.\Why are you talking like that?\I mean, are you serious?\Don't you need to work on your manuscript?\You must be behind schedule because of the culture festival... response:	It's okay.
context: Have fun, you two.\What? Jin-san...\Sorata... I... cook.\Why are you talking like that?\I mean, are you serious?\Don't you need to work on your manuscript?\You must be behind schedule because of the culture festival...\It's okay. response:	I'll work on my manuscript later.
context: What? Jin-san...\Sorata... I... cook.\Why are you talking like that?\I mean, are you serious?\Don't you need to work on your manuscript?\You must be behind schedule because of the culture festival...\It's okay.\I'll work on my manuscript later. response:	You'll do it later?
context: Sorata... I... cook.\Why are you talking like that?\I mean, are you serious?\Don't you need to work on your manuscript?\You must be behind schedule because of the culture festival...\It's okay.\I'll work on my manuscript later.\You'll do it later? response:	You...
context: Why are you talking like that?\I mean, are you serious?\Don't you need to work on your manuscript?\You must be behind schedule because of the culture festival...\It's okay.\I'll work on my manuscript later.\You'll do it later?\You... response:	What?
context: I mean, are you serious?\Don't you need to work on your manuscript?\You must be behind schedule because of the culture festival...\It's okay.\I'll work on my manuscript later.\You'll do it later?\You...\What? response:	Uh, nothing...
context: Don't you need to work on your manuscript?\You must be behind schedule because of the culture festival...\It's okay.\I'll work on my manuscript later.\You'll do it later?\You...\What?\Uh, nothing... response:	Sorata?
context: You must be behind schedule because of the culture festival...\It's okay.\I'll work on my manuscript later.\You'll do it later?\You...\What?\Uh, nothing...\Sorata? response:	O-Okay, I get it.
context: It's okay.\I'll work on my manuscript later.\You'll do it later?\You...\What?\Uh, nothing...\Sorata?\O-Okay, I get it. response:	You want me to teach you, right?
context: I'll work on my manuscript later.\You'll do it later?\You...\What?\Uh, nothing...\Sorata?\O-Okay, I get it.\You want me to teach you, right? response:	Please.
context: You'll do it later?\You...\What?\Uh, nothing...\Sorata?\O-Okay, I get it.\You want me to teach you, right?\Please. response:	Sheesh...
context: You...\What?\Uh, nothing...\Sorata?\O-Okay, I get it.\You want me to teach you, right?\Please.\Sheesh... response:	Your main dish will be fried mackerel.
context: What?\Uh, nothing...\Sorata?\O-Okay, I get it.\You want me to teach you, right?\Please.\Sheesh...\Your main dish will be fried mackerel. response:	We'll also make fried eggs and a salad.
context: Uh, nothing...\Sorata?\O-Okay, I get it.\You want me to teach you, right?\Please.\Sheesh...\Your main dish will be fried mackerel.\We'll also make fried eggs and a salad. response:	Let's start with the eggs.
context: Sorata?\O-Okay, I get it.\You want me to teach you, right?\Please.\Sheesh...\Your main dish will be fried mackerel.\We'll also make fried eggs and a salad.\Let's start with the eggs. response:	I'll start with the eggs.
context: O-Okay, I get it.\You want me to teach you, right?\Please.\Sheesh...\Your main dish will be fried mackerel.\We'll also make fried eggs and a salad.\Let's start with the eggs.\I'll start with the eggs. response:	You don't have to repeat what I say.
context: You want me to teach you, right?\Please.\Sheesh...\Your main dish will be fried mackerel.\We'll also make fried eggs and a salad.\Let's start with the eggs.\I'll start with the eggs.\You don't have to repeat what I say. response:	Crack the egg by hitting it against a bowl like this,
context: Please.\Sheesh...\Your main dish will be fried mackerel.\We'll also make fried eggs and a salad.\Let's start with the eggs.\I'll start with the eggs.\You don't have to repeat what I say.\Crack the egg by hitting it against a bowl like this, response:	and then, break it in half with both hands.
context: Sheesh...\Your main dish will be fried mackerel.\We'll also make fried eggs and a salad.\Let's start with the eggs.\I'll start with the eggs.\You don't have to repeat what I say.\Crack the egg by hitting it against a bowl like this,\and then, break it in half with both hands. response:	Try it.
context: Your main dish will be fried mackerel.\We'll also make fried eggs and a salad.\Let's start with the eggs.\I'll start with the eggs.\You don't have to repeat what I say.\Crack the egg by hitting it against a bowl like this,\and then, break it in half with both hands.\Try it. response:	Break it in half.
context: We'll also make fried eggs and a salad.\Let's start with the eggs.\I'll start with the eggs.\You don't have to repeat what I say.\Crack the egg by hitting it against a bowl like this,\and then, break it in half with both hands.\Try it.\Break it in half. response:	I feel like a parent...
context: Let's start with the eggs.\I'll start with the eggs.\You don't have to repeat what I say.\Crack the egg by hitting it against a bowl like this,\and then, break it in half with both hands.\Try it.\Break it in half.\I feel like a parent... response:	who's just sent their kid out on an errand for the first time.
context: I'll start with the eggs.\You don't have to repeat what I say.\Crack the egg by hitting it against a bowl like this,\and then, break it in half with both hands.\Try it.\Break it in half.\I feel like a parent...\who's just sent their kid out on an errand for the first time. response:	Sorata, where's the knife?
context: You don't have to repeat what I say.\Crack the egg by hitting it against a bowl like this,\and then, break it in half with both hands.\Try it.\Break it in half.\I feel like a parent...\who's just sent their kid out on an errand for the first time.\Sorata, where's the knife? response:	No. Only after you've leveled up your cooking skills.
context: Crack the egg by hitting it against a bowl like this,\and then, break it in half with both hands.\Try it.\Break it in half.\I feel like a parent...\who's just sent their kid out on an errand for the first time.\Sorata, where's the knife?\No. Only after you've leveled up your cooking skills. response:	I can break eggs.
context: and then, break it in half with both hands.\Try it.\Break it in half.\I feel like a parent...\who's just sent their kid out on an errand for the first time.\Sorata, where's the knife?\No. Only after you've leveled up your cooking skills.\I can break eggs. response:	That's all you can do.
context: Try it.\Break it in half.\I feel like a parent...\who's just sent their kid out on an errand for the first time.\Sorata, where's the knife?\No. Only after you've leveled up your cooking skills.\I can break eggs.\That's all you can do. response:	I like knives.
context: Break it in half.\I feel like a parent...\who's just sent their kid out on an errand for the first time.\Sorata, where's the knife?\No. Only after you've leveled up your cooking skills.\I can break eggs.\That's all you can do.\I like knives. response:	Just how much do you like them?
context: I feel like a parent...\who's just sent their kid out on an errand for the first time.\Sorata, where's the knife?\No. Only after you've leveled up your cooking skills.\I can break eggs.\That's all you can do.\I like knives.\Just how much do you like them? response:	So much that I can't sleep at night.
context: who's just sent their kid out on an errand for the first time.\Sorata, where's the knife?\No. Only after you've leveled up your cooking skills.\I can break eggs.\That's all you can do.\I like knives.\Just how much do you like them?\So much that I can't sleep at night. response:	Okay, I hear ya. Let's use a knife.
context: Sorata, where's the knife?\No. Only after you've leveled up your cooking skills.\I can break eggs.\That's all you can do.\I like knives.\Just how much do you like them?\So much that I can't sleep at night.\Okay, I hear ya. Let's use a knife. response:	That's how you hold it when attacking someone!
context: No. Only after you've leveled up your cooking skills.\I can break eggs.\That's all you can do.\I like knives.\Just how much do you like them?\So much that I can't sleep at night.\Okay, I hear ya. Let's use a knife.\That's how you hold it when attacking someone! response:	This way feels more natural.
context: I can break eggs.\That's all you can do.\I like knives.\Just how much do you like them?\So much that I can't sleep at night.\Okay, I hear ya. Let's use a knife.\That's how you hold it when attacking someone!\This way feels more natural. response:	Don't point it at me!
context: That's all you can do.\I like knives.\Just how much do you like them?\So much that I can't sleep at night.\Okay, I hear ya. Let's use a knife.\That's how you hold it when attacking someone!\This way feels more natural.\Don't point it at me! response:	What exactly are you planning to cook?!
context: I like knives.\Just how much do you like them?\So much that I can't sleep at night.\Okay, I hear ya. Let's use a knife.\That's how you hold it when attacking someone!\This way feels more natural.\Don't point it at me!\What exactly are you planning to cook?! response:	Do you want to be cooked?
context: Just how much do you like them?\So much that I can't sleep at night.\Okay, I hear ya. Let's use a knife.\That's how you hold it when attacking someone!\This way feels more natural.\Don't point it at me!\What exactly are you planning to cook?!\Do you want to be cooked? response:	Forget this!
context: So much that I can't sleep at night.\Okay, I hear ya. Let's use a knife.\That's how you hold it when attacking someone!\This way feels more natural.\Don't point it at me!\What exactly are you planning to cook?!\Do you want to be cooked?\Forget this! response:	You can't cook!
context: Okay, I hear ya. Let's use a knife.\That's how you hold it when attacking someone!\This way feels more natural.\Don't point it at me!\What exactly are you planning to cook?!\Do you want to be cooked?\Forget this!\You can't cook! response:	No more knives!
context: That's how you hold it when attacking someone!\This way feels more natural.\Don't point it at me!\What exactly are you planning to cook?!\Do you want to be cooked?\Forget this!\You can't cook!\No more knives! response:	I cannot allow that.
context: This way feels more natural.\Don't point it at me!\What exactly are you planning to cook?!\Do you want to be cooked?\Forget this!\You can't cook!\No more knives!\I cannot allow that. response:	Then, hold it normally!
context: Don't point it at me!\What exactly are you planning to cook?!\Do you want to be cooked?\Forget this!\You can't cook!\No more knives!\I cannot allow that.\Then, hold it normally! response:	Fold the fingers of your free hand when you use a knife.
context: What exactly are you planning to cook?!\Do you want to be cooked?\Forget this!\You can't cook!\No more knives!\I cannot allow that.\Then, hold it normally!\Fold the fingers of your free hand when you use a knife. response:	Like a cat.
context: Do you want to be cooked?\Forget this!\You can't cook!\No more knives!\I cannot allow that.\Then, hold it normally!\Fold the fingers of your free hand when you use a knife.\Like a cat. response:	Exactly.
context: Forget this!\You can't cook!\No more knives!\I cannot allow that.\Then, hold it normally!\Fold the fingers of your free hand when you use a knife.\Like a cat.\Exactly. response:	Whatever you do, don't cut yourself.
context: You can't cook!\No more knives!\I cannot allow that.\Then, hold it normally!\Fold the fingers of your free hand when you use a knife.\Like a cat.\Exactly.\Whatever you do, don't cut yourself. response:	What? The end
context: No more knives!\I cannot allow that.\Then, hold it normally!\Fold the fingers of your free hand when you use a knife.\Like a cat.\Exactly.\Whatever you do, don't cut yourself.\What? The end response:	Did I win your stomach over?
context: I cannot allow that.\Then, hold it normally!\Fold the fingers of your free hand when you use a knife.\Like a cat.\Exactly.\Whatever you do, don't cut yourself.\What? The end\Did I win your stomach over? response:	If that's all it takes to win my stomach,
context: Then, hold it normally!\Fold the fingers of your free hand when you use a knife.\Like a cat.\Exactly.\Whatever you do, don't cut yourself.\What? The end\Did I win your stomach over?\If that's all it takes to win my stomach, response:	I'd be the guy who was won over by a cucumber farmer.
context: Fold the fingers of your free hand when you use a knife.\Like a cat.\Exactly.\Whatever you do, don't cut yourself.\What? The end\Did I win your stomach over?\If that's all it takes to win my stomach,\I'd be the guy who was won over by a cucumber farmer. response:	Cooking's so deep.
context: Like a cat.\Exactly.\Whatever you do, don't cut yourself.\What? The end\Did I win your stomach over?\If that's all it takes to win my stomach,\I'd be the guy who was won over by a cucumber farmer.\Cooking's so deep. response:	What could you possibly have understood...
context: Exactly.\Whatever you do, don't cut yourself.\What? The end\Did I win your stomach over?\If that's all it takes to win my stomach,\I'd be the guy who was won over by a cucumber farmer.\Cooking's so deep.\What could you possibly have understood... response:	just by cutting off the end of a cucumber?!
context: Whatever you do, don't cut yourself.\What? The end\Did I win your stomach over?\If that's all it takes to win my stomach,\I'd be the guy who was won over by a cucumber farmer.\Cooking's so deep.\What could you possibly have understood...\just by cutting off the end of a cucumber?! response:	I'll cut some more, then.
context: What? The end\Did I win your stomach over?\If that's all it takes to win my stomach,\I'd be the guy who was won over by a cucumber farmer.\Cooking's so deep.\What could you possibly have understood...\just by cutting off the end of a cucumber?!\I'll cut some more, then. response:	Fold your fingers.
context: Did I win your stomach over?\If that's all it takes to win my stomach,\I'd be the guy who was won over by a cucumber farmer.\Cooking's so deep.\What could you possibly have understood...\just by cutting off the end of a cucumber?!\I'll cut some more, then.\Fold your fingers. response:	Like a cat...
context: If that's all it takes to win my stomach,\I'd be the guy who was won over by a cucumber farmer.\Cooking's so deep.\What could you possibly have understood...\just by cutting off the end of a cucumber?!\I'll cut some more, then.\Fold your fingers.\Like a cat... response:	What?
context: I'd be the guy who was won over by a cucumber farmer.\Cooking's so deep.\What could you possibly have understood...\just by cutting off the end of a cucumber?!\I'll cut some more, then.\Fold your fingers.\Like a cat...\What? response:	You klutz, let me see that!
context: Cooking's so deep.\What could you possibly have understood...\just by cutting off the end of a cucumber?!\I'll cut some more, then.\Fold your fingers.\Like a cat...\What?\You klutz, let me see that! response:	Wait right here!
context: What could you possibly have understood...\just by cutting off the end of a cucumber?!\I'll cut some more, then.\Fold your fingers.\Like a cat...\What?\You klutz, let me see that!\Wait right here! response:	Sensei! Shii
context: just by cutting off the end of a cucumber?!\I'll cut some more, then.\Fold your fingers.\Like a cat...\What?\You klutz, let me see that!\Wait right here!\Sensei! Shii response:	There, that should do it.
context: I'll cut some more, then.\Fold your fingers.\Like a cat...\What?\You klutz, let me see that!\Wait right here!\Sensei! Shii\There, that should do it. response:	Ow! What was that for?!
context: Fold your fingers.\Like a cat...\What?\You klutz, let me see that!\Wait right here!\Sensei! Shii\There, that should do it.\Ow! What was that for?! response:	Revenge, of course!
context: Like a cat...\What?\You klutz, let me see that!\Wait right here!\Sensei! Shii\There, that should do it.\Ow! What was that for?!\Revenge, of course! response:	Um, I'm s-sorry.
context: What?\You klutz, let me see that!\Wait right here!\Sensei! Shii\There, that should do it.\Ow! What was that for?!\Revenge, of course!\Um, I'm s-sorry. response:	What are you apologizing for? It's creepy.
context: You klutz, let me see that!\Wait right here!\Sensei! Shii\There, that should do it.\Ow! What was that for?!\Revenge, of course!\Um, I'm s-sorry.\What are you apologizing for? It's creepy. response:	Will you be able to finish your manuscript?
context: Wait right here!\Sensei! Shii\There, that should do it.\Ow! What was that for?!\Revenge, of course!\Um, I'm s-sorry.\What are you apologizing for? It's creepy.\Will you be able to finish your manuscript? response:	Isn't the deadline tomorrow?
context: Sensei! Shii\There, that should do it.\Ow! What was that for?!\Revenge, of course!\Um, I'm s-sorry.\What are you apologizing for? It's creepy.\Will you be able to finish your manuscript?\Isn't the deadline tomorrow? response:	I have the cover left to do.
context: There, that should do it.\Ow! What was that for?!\Revenge, of course!\Um, I'm s-sorry.\What are you apologizing for? It's creepy.\Will you be able to finish your manuscript?\Isn't the deadline tomorrow?\I have the cover left to do. response:	You should contact your editor.
context: Ow! What was that for?!\Revenge, of course!\Um, I'm s-sorry.\What are you apologizing for? It's creepy.\Will you be able to finish your manuscript?\Isn't the deadline tomorrow?\I have the cover left to do.\You should contact your editor. response:	Give up on cooking.
context: Revenge, of course!\Um, I'm s-sorry.\What are you apologizing for? It's creepy.\Will you be able to finish your manuscript?\Isn't the deadline tomorrow?\I have the cover left to do.\You should contact your editor.\Give up on cooking. response:	I shouldn't cook?
context: Um, I'm s-sorry.\What are you apologizing for? It's creepy.\Will you be able to finish your manuscript?\Isn't the deadline tomorrow?\I have the cover left to do.\You should contact your editor.\Give up on cooking.\I shouldn't cook? response:	What?
context: What are you apologizing for? It's creepy.\Will you be able to finish your manuscript?\Isn't the deadline tomorrow?\I have the cover left to do.\You should contact your editor.\Give up on cooking.\I shouldn't cook?\What? response:	Sorata, don't you want me to cook?
context: Will you be able to finish your manuscript?\Isn't the deadline tomorrow?\I have the cover left to do.\You should contact your editor.\Give up on cooking.\I shouldn't cook?\What?\Sorata, don't you want me to cook? response:	You don't need to injure yourself any more than you did today.
context: Isn't the deadline tomorrow?\I have the cover left to do.\You should contact your editor.\Give up on cooking.\I shouldn't cook?\What?\Sorata, don't you want me to cook?\You don't need to injure yourself any more than you did today. response:	That's not it.
context: I have the cover left to do.\You should contact your editor.\Give up on cooking.\I shouldn't cook?\What?\Sorata, don't you want me to cook?\You don't need to injure yourself any more than you did today.\That's not it. response:	What's not it?
context: You should contact your editor.\Give up on cooking.\I shouldn't cook?\What?\Sorata, don't you want me to cook?\You don't need to injure yourself any more than you did today.\That's not it.\What's not it? response:	I don't understand.
context: Give up on cooking.\I shouldn't cook?\What?\Sorata, don't you want me to cook?\You don't need to injure yourself any more than you did today.\That's not it.\What's not it?\I don't understand. response:	What do you mean by that?
context: I shouldn't cook?\What?\Sorata, don't you want me to cook?\You don't need to injure yourself any more than you did today.\That's not it.\What's not it?\I don't understand.\What do you mean by that? response:	Enough talk.
context: What?\Sorata, don't you want me to cook?\You don't need to injure yourself any more than you did today.\That's not it.\What's not it?\I don't understand.\What do you mean by that?\Enough talk. response:	I'm calling Ayano.
