context: Summer is almost over. response:	Hey Sakura What?
context: Do you know who's our class teacher\for the 2nd semester\Come to think of it, who could it be?\Tomoyo, do you know?\Yes, I saw our class teacher just now.\' Who is it? Who is it?' Teacher is here.\Get to your seats!\It is Mr Terada! response:	So,
context: for the 2nd semester\Come to think of it, who could it be?\Tomoyo, do you know?\Yes, I saw our class teacher just now.\' Who is it? Who is it?' Teacher is here.\Get to your seats!\It is Mr Terada!\So, response:	summer break ended yesterday,
context: Come to think of it, who could it be?\Tomoyo, do you know?\Yes, I saw our class teacher just now.\' Who is it? Who is it?' Teacher is here.\Get to your seats!\It is Mr Terada!\So,\summer break ended yesterday, response:	did all of you bring your homework?
context: Tomoyo, do you know?\Yes, I saw our class teacher just now.\' Who is it? Who is it?' Teacher is here.\Get to your seats!\It is Mr Terada!\So,\summer break ended yesterday,\did all of you bring your homework? response:	Yes!
context: Yes, I saw our class teacher just now.\' Who is it? Who is it?' Teacher is here.\Get to your seats!\It is Mr Terada!\So,\summer break ended yesterday,\did all of you bring your homework?\Yes! response:	Today, I'll introduce you to your new classmate
context: ' Who is it? Who is it?' Teacher is here.\Get to your seats!\It is Mr Terada!\So,\summer break ended yesterday,\did all of you bring your homework?\Yes!\Today, I'll introduce you to your new classmate response:	who'll be studying with us.
context: Get to your seats!\It is Mr Terada!\So,\summer break ended yesterday,\did all of you bring your homework?\Yes!\Today, I'll introduce you to your new classmate\who'll be studying with us. response:	Now, Come in.
context: It is Mr Terada!\So,\summer break ended yesterday,\did all of you bring your homework?\Yes!\Today, I'll introduce you to your new classmate\who'll be studying with us.\Now, Come in. response:	He seems kind.
context: So,\summer break ended yesterday,\did all of you bring your homework?\Yes!\Today, I'll introduce you to your new classmate\who'll be studying with us.\Now, Come in.\He seems kind. response:	This is Eriol Hiiragizawa
context: summer break ended yesterday,\did all of you bring your homework?\Yes!\Today, I'll introduce you to your new classmate\who'll be studying with us.\Now, Come in.\He seems kind.\This is Eriol Hiiragizawa response:	from England.
context: did all of you bring your homework?\Yes!\Today, I'll introduce you to your new classmate\who'll be studying with us.\Now, Come in.\He seems kind.\This is Eriol Hiiragizawa\from England. response:	I hope you'll all get along
context: Yes!\Today, I'll introduce you to your new classmate\who'll be studying with us.\Now, Come in.\He seems kind.\This is Eriol Hiiragizawa\from England.\I hope you'll all get along response:	I'm Eriol Hiiragizawa.
context: Today, I'll introduce you to your new classmate\who'll be studying with us.\Now, Come in.\He seems kind.\This is Eriol Hiiragizawa\from England.\I hope you'll all get along\I'm Eriol Hiiragizawa. response:	Nice to meet you.
context: who'll be studying with us.\Now, Come in.\He seems kind.\This is Eriol Hiiragizawa\from England.\I hope you'll all get along\I'm Eriol Hiiragizawa.\Nice to meet you. response:	Your sear' Let's see'
context: Now, Come in.\He seems kind.\This is Eriol Hiiragizawa\from England.\I hope you'll all get along\I'm Eriol Hiiragizawa.\Nice to meet you.\Your sear' Let's see' response:	That's it.
context: He seems kind.\This is Eriol Hiiragizawa\from England.\I hope you'll all get along\I'm Eriol Hiiragizawa.\Nice to meet you.\Your sear' Let's see'\That's it. response:	How about the one next to Li?
context: This is Eriol Hiiragizawa\from England.\I hope you'll all get along\I'm Eriol Hiiragizawa.\Nice to meet you.\Your sear' Let's see'\That's it.\How about the one next to Li? response:	Hello.
context: from England.\I hope you'll all get along\I'm Eriol Hiiragizawa.\Nice to meet you.\Your sear' Let's see'\That's it.\How about the one next to Li?\Hello. response:	What's this?
context: I hope you'll all get along\I'm Eriol Hiiragizawa.\Nice to meet you.\Your sear' Let's see'\That's it.\How about the one next to Li?\Hello.\What's this? response:	Did I meet him somewhere before?
context: I'm Eriol Hiiragizawa.\Nice to meet you.\Your sear' Let's see'\That's it.\How about the one next to Li?\Hello.\What's this?\Did I meet him somewhere before? response:	Miss Kaho,
context: Nice to meet you.\Your sear' Let's see'\That's it.\How about the one next to Li?\Hello.\What's this?\Did I meet him somewhere before?\Miss Kaho, response:	class 5-2 has a new student today
context: Your sear' Let's see'\That's it.\How about the one next to Li?\Hello.\What's this?\Did I meet him somewhere before?\Miss Kaho,\class 5-2 has a new student today response:	It's a boy named Eriol Hiiragizawa.
context: That's it.\How about the one next to Li?\Hello.\What's this?\Did I meet him somewhere before?\Miss Kaho,\class 5-2 has a new student today\It's a boy named Eriol Hiiragizawa. response:	He seems kind.
context: How about the one next to Li?\Hello.\What's this?\Did I meet him somewhere before?\Miss Kaho,\class 5-2 has a new student today\It's a boy named Eriol Hiiragizawa.\He seems kind. response:	But'
context: Hello.\What's this?\Did I meet him somewhere before?\Miss Kaho,\class 5-2 has a new student today\It's a boy named Eriol Hiiragizawa.\He seems kind.\But' response:	For some reason, I feel like this is
context: What's this?\Did I meet him somewhere before?\Miss Kaho,\class 5-2 has a new student today\It's a boy named Eriol Hiiragizawa.\He seems kind.\But'\For some reason, I feel like this is response:	not the first time we met
context: Did I meet him somewhere before?\Miss Kaho,\class 5-2 has a new student today\It's a boy named Eriol Hiiragizawa.\He seems kind.\But'\For some reason, I feel like this is\not the first time we met response:	Same here.
context: Miss Kaho,\class 5-2 has a new student today\It's a boy named Eriol Hiiragizawa.\He seems kind.\But'\For some reason, I feel like this is\not the first time we met\Same here. response:	Hi' Hiiragizawa??
context: class 5-2 has a new student today\It's a boy named Eriol Hiiragizawa.\He seems kind.\But'\For some reason, I feel like this is\not the first time we met\Same here.\Hi' Hiiragizawa?? response:	I'm so sorry that I scared you.
context: It's a boy named Eriol Hiiragizawa.\He seems kind.\But'\For some reason, I feel like this is\not the first time we met\Same here.\Hi' Hiiragizawa??\I'm so sorry that I scared you. response:	Thank goodness.
context: He seems kind.\But'\For some reason, I feel like this is\not the first time we met\Same here.\Hi' Hiiragizawa??\I'm so sorry that I scared you.\Thank goodness. response:	Is it all right if I sit next to you?
context: But'\For some reason, I feel like this is\not the first time we met\Same here.\Hi' Hiiragizawa??\I'm so sorry that I scared you.\Thank goodness.\Is it all right if I sit next to you? response:	Somehow I also feel that
context: For some reason, I feel like this is\not the first time we met\Same here.\Hi' Hiiragizawa??\I'm so sorry that I scared you.\Thank goodness.\Is it all right if I sit next to you?\Somehow I also feel that response:	today is not the first time we meet.
context: not the first time we met\Same here.\Hi' Hiiragizawa??\I'm so sorry that I scared you.\Thank goodness.\Is it all right if I sit next to you?\Somehow I also feel that\today is not the first time we meet. response:	It is strange, isn't it?
context: Same here.\Hi' Hiiragizawa??\I'm so sorry that I scared you.\Thank goodness.\Is it all right if I sit next to you?\Somehow I also feel that\today is not the first time we meet.\It is strange, isn't it? response:	We might have met before.
context: Hi' Hiiragizawa??\I'm so sorry that I scared you.\Thank goodness.\Is it all right if I sit next to you?\Somehow I also feel that\today is not the first time we meet.\It is strange, isn't it?\We might have met before. response:	We might have met before
context: I'm so sorry that I scared you.\Thank goodness.\Is it all right if I sit next to you?\Somehow I also feel that\today is not the first time we meet.\It is strange, isn't it?\We might have met before.\We might have met before response:	in our previous lives
context: Thank goodness.\Is it all right if I sit next to you?\Somehow I also feel that\today is not the first time we meet.\It is strange, isn't it?\We might have met before.\We might have met before\in our previous lives response:	Do you mind telling me your name?
context: Is it all right if I sit next to you?\Somehow I also feel that\today is not the first time we meet.\It is strange, isn't it?\We might have met before.\We might have met before\in our previous lives\Do you mind telling me your name? response:	M' My name is Sakura Kinomoto.
context: Somehow I also feel that\today is not the first time we meet.\It is strange, isn't it?\We might have met before.\We might have met before\in our previous lives\Do you mind telling me your name?\M' My name is Sakura Kinomoto. response:	What a beautiful name of the flower
context: today is not the first time we meet.\It is strange, isn't it?\We might have met before.\We might have met before\in our previous lives\Do you mind telling me your name?\M' My name is Sakura Kinomoto.\What a beautiful name of the flower response:	that blooms in spring
context: It is strange, isn't it?\We might have met before.\We might have met before\in our previous lives\Do you mind telling me your name?\M' My name is Sakura Kinomoto.\What a beautiful name of the flower\that blooms in spring response:	May I call you Sakura?
context: We might have met before.\We might have met before\in our previous lives\Do you mind telling me your name?\M' My name is Sakura Kinomoto.\What a beautiful name of the flower\that blooms in spring\May I call you Sakura? response:	Yes, Hiiragizawa.
context: We might have met before\in our previous lives\Do you mind telling me your name?\M' My name is Sakura Kinomoto.\What a beautiful name of the flower\that blooms in spring\May I call you Sakura?\Yes, Hiiragizawa. response:	Please call me Eriol,
context: in our previous lives\Do you mind telling me your name?\M' My name is Sakura Kinomoto.\What a beautiful name of the flower\that blooms in spring\May I call you Sakura?\Yes, Hiiragizawa.\Please call me Eriol, response:	Sakura.
context: Do you mind telling me your name?\M' My name is Sakura Kinomoto.\What a beautiful name of the flower\that blooms in spring\May I call you Sakura?\Yes, Hiiragizawa.\Please call me Eriol,\Sakura. response:	That's like
context: M' My name is Sakura Kinomoto.\What a beautiful name of the flower\that blooms in spring\May I call you Sakura?\Yes, Hiiragizawa.\Please call me Eriol,\Sakura.\That's like response:	a promising development
context: What a beautiful name of the flower\that blooms in spring\May I call you Sakura?\Yes, Hiiragizawa.\Please call me Eriol,\Sakura.\That's like\a promising development response:	in a girl's comic
context: that blooms in spring\May I call you Sakura?\Yes, Hiiragizawa.\Please call me Eriol,\Sakura.\That's like\a promising development\in a girl's comic response:	Keeping an eye on Sakura like that'
context: May I call you Sakura?\Yes, Hiiragizawa.\Please call me Eriol,\Sakura.\That's like\a promising development\in a girl's comic\Keeping an eye on Sakura like that' response:	Li, did something happen?
context: Yes, Hiiragizawa.\Please call me Eriol,\Sakura.\That's like\a promising development\in a girl's comic\Keeping an eye on Sakura like that'\Li, did something happen? response:	Because you've been having such a difficult face all day.
context: Please call me Eriol,\Sakura.\That's like\a promising development\in a girl's comic\Keeping an eye on Sakura like that'\Li, did something happen?\Because you've been having such a difficult face all day. response:	Li has a new thing
context: Sakura.\That's like\a promising development\in a girl's comic\Keeping an eye on Sakura like that'\Li, did something happen?\Because you've been having such a difficult face all day.\Li has a new thing response:	to worry about today, right
context: That's like\a promising development\in a girl's comic\Keeping an eye on Sakura like that'\Li, did something happen?\Because you've been having such a difficult face all day.\Li has a new thing\to worry about today, right response:	Wha' Th' Th' That's not'
context: a promising development\in a girl's comic\Keeping an eye on Sakura like that'\Li, did something happen?\Because you've been having such a difficult face all day.\Li has a new thing\to worry about today, right\Wha' Th' Th' That's not' response:	If there's anything
context: in a girl's comic\Keeping an eye on Sakura like that'\Li, did something happen?\Because you've been having such a difficult face all day.\Li has a new thing\to worry about today, right\Wha' Th' Th' That's not'\If there's anything response:	I can do
context: Keeping an eye on Sakura like that'\Li, did something happen?\Because you've been having such a difficult face all day.\Li has a new thing\to worry about today, right\Wha' Th' Th' That's not'\If there's anything\I can do response:	let me know.
context: Li, did something happen?\Because you've been having such a difficult face all day.\Li has a new thing\to worry about today, right\Wha' Th' Th' That's not'\If there's anything\I can do\let me know. response:	You helped me so much
context: Because you've been having such a difficult face all day.\Li has a new thing\to worry about today, right\Wha' Th' Th' That's not'\If there's anything\I can do\let me know.\You helped me so much response:	when we were gathering the Clow Cards.
context: Li has a new thing\to worry about today, right\Wha' Th' Th' That's not'\If there's anything\I can do\let me know.\You helped me so much\when we were gathering the Clow Cards. response:	This time I wanna be of help to you.
context: to worry about today, right\Wha' Th' Th' That's not'\If there's anything\I can do\let me know.\You helped me so much\when we were gathering the Clow Cards.\This time I wanna be of help to you. response:	But you're
context: Wha' Th' Th' That's not'\If there's anything\I can do\let me know.\You helped me so much\when we were gathering the Clow Cards.\This time I wanna be of help to you.\But you're response:	going back to Hong Kong soon.
context: If there's anything\I can do\let me know.\You helped me so much\when we were gathering the Clow Cards.\This time I wanna be of help to you.\But you're\going back to Hong Kong soon. response:	I can't go yet.
context: I can do\let me know.\You helped me so much\when we were gathering the Clow Cards.\This time I wanna be of help to you.\But you're\going back to Hong Kong soon.\I can't go yet. response:	I'm still staying here.
context: let me know.\You helped me so much\when we were gathering the Clow Cards.\This time I wanna be of help to you.\But you're\going back to Hong Kong soon.\I can't go yet.\I'm still staying here. response:	' Really?' Yes.
context: You helped me so much\when we were gathering the Clow Cards.\This time I wanna be of help to you.\But you're\going back to Hong Kong soon.\I can't go yet.\I'm still staying here.\' Really?' Yes. response:	I see now! That's great!
context: when we were gathering the Clow Cards.\This time I wanna be of help to you.\But you're\going back to Hong Kong soon.\I can't go yet.\I'm still staying here.\' Really?' Yes.\I see now! That's great! response:	Thank goodness!
context: This time I wanna be of help to you.\But you're\going back to Hong Kong soon.\I can't go yet.\I'm still staying here.\' Really?' Yes.\I see now! That's great!\Thank goodness! response:	Ice-cream bars over there are very good.
context: But you're\going back to Hong Kong soon.\I can't go yet.\I'm still staying here.\' Really?' Yes.\I see now! That's great!\Thank goodness!\Ice-cream bars over there are very good. response:	I'll go buy some.
context: going back to Hong Kong soon.\I can't go yet.\I'm still staying here.\' Really?' Yes.\I see now! That's great!\Thank goodness!\Ice-cream bars over there are very good.\I'll go buy some. response:	Because a new rival seemed to have appeared.
context: I can't go yet.\I'm still staying here.\' Really?' Yes.\I see now! That's great!\Thank goodness!\Ice-cream bars over there are very good.\I'll go buy some.\Because a new rival seemed to have appeared. response:	If you went back to Hong Kong, it would be like giving her up, right?
context: I'm still staying here.\' Really?' Yes.\I see now! That's great!\Thank goodness!\Ice-cream bars over there are very good.\I'll go buy some.\Because a new rival seemed to have appeared.\If you went back to Hong Kong, it would be like giving her up, right? response:	I said that's not it!
context: ' Really?' Yes.\I see now! That's great!\Thank goodness!\Ice-cream bars over there are very good.\I'll go buy some.\Because a new rival seemed to have appeared.\If you went back to Hong Kong, it would be like giving her up, right?\I said that's not it! response:	Thanks for waiting.
context: I see now! That's great!\Thank goodness!\Ice-cream bars over there are very good.\I'll go buy some.\Because a new rival seemed to have appeared.\If you went back to Hong Kong, it would be like giving her up, right?\I said that's not it!\Thanks for waiting. response:	Here, Tomoyo, Li.
context: Thank goodness!\Ice-cream bars over there are very good.\I'll go buy some.\Because a new rival seemed to have appeared.\If you went back to Hong Kong, it would be like giving her up, right?\I said that's not it!\Thanks for waiting.\Here, Tomoyo, Li. response:	' Thank you very much.' Thanks.
context: Ice-cream bars over there are very good.\I'll go buy some.\Because a new rival seemed to have appeared.\If you went back to Hong Kong, it would be like giving her up, right?\I said that's not it!\Thanks for waiting.\Here, Tomoyo, Li.\' Thank you very much.' Thanks. response:	Touya Big Brother!
context: I'll go buy some.\Because a new rival seemed to have appeared.\If you went back to Hong Kong, it would be like giving her up, right?\I said that's not it!\Thanks for waiting.\Here, Tomoyo, Li.\' Thank you very much.' Thanks.\Touya Big Brother! response:	Don't do that, Touya!
context: Because a new rival seemed to have appeared.\If you went back to Hong Kong, it would be like giving her up, right?\I said that's not it!\Thanks for waiting.\Here, Tomoyo, Li.\' Thank you very much.' Thanks.\Touya Big Brother!\Don't do that, Touya! response:	You want some too, Yuki?
context: If you went back to Hong Kong, it would be like giving her up, right?\I said that's not it!\Thanks for waiting.\Here, Tomoyo, Li.\' Thank you very much.' Thanks.\Touya Big Brother!\Don't do that, Touya!\You want some too, Yuki? response:	I'll buy you another one, okay?
context: I said that's not it!\Thanks for waiting.\Here, Tomoyo, Li.\' Thank you very much.' Thanks.\Touya Big Brother!\Don't do that, Touya!\You want some too, Yuki?\I'll buy you another one, okay? response:	It' It's okay. No need.
context: Thanks for waiting.\Here, Tomoyo, Li.\' Thank you very much.' Thanks.\Touya Big Brother!\Don't do that, Touya!\You want some too, Yuki?\I'll buy you another one, okay?\It' It's okay. No need. response:	What's wrong, big brother?
context: Here, Tomoyo, Li.\' Thank you very much.' Thanks.\Touya Big Brother!\Don't do that, Touya!\You want some too, Yuki?\I'll buy you another one, okay?\It' It's okay. No need.\What's wrong, big brother? response:	A new student came to our class today.
context: ' Thank you very much.' Thanks.\Touya Big Brother!\Don't do that, Touya!\You want some too, Yuki?\I'll buy you another one, okay?\It' It's okay. No need.\What's wrong, big brother?\A new student came to our class today. response:	We have one too.
context: Touya Big Brother!\Don't do that, Touya!\You want some too, Yuki?\I'll buy you another one, okay?\It' It's okay. No need.\What's wrong, big brother?\A new student came to our class today.\We have one too. response:	But what about it?
context: Don't do that, Touya!\You want some too, Yuki?\I'll buy you another one, okay?\It' It's okay. No need.\What's wrong, big brother?\A new student came to our class today.\We have one too.\But what about it? response:	Touya!! I was looking for you!!
context: You want some too, Yuki?\I'll buy you another one, okay?\It' It's okay. No need.\What's wrong, big brother?\A new student came to our class today.\We have one too.\But what about it?\Touya!! I was looking for you!! response:	Oh? You must be Touya's little sister!
context: I'll buy you another one, okay?\It' It's okay. No need.\What's wrong, big brother?\A new student came to our class today.\We have one too.\But what about it?\Touya!! I was looking for you!!\Oh? You must be Touya's little sister! response:	Yes! I'm Sakura Kinomoto.
context: It' It's okay. No need.\What's wrong, big brother?\A new student came to our class today.\We have one too.\But what about it?\Touya!! I was looking for you!!\Oh? You must be Touya's little sister!\Yes! I'm Sakura Kinomoto. response:	I'm Nakuru.
context: What's wrong, big brother?\A new student came to our class today.\We have one too.\But what about it?\Touya!! I was looking for you!!\Oh? You must be Touya's little sister!\Yes! I'm Sakura Kinomoto.\I'm Nakuru. response:	Nakuru Akizuki.
context: A new student came to our class today.\We have one too.\But what about it?\Touya!! I was looking for you!!\Oh? You must be Touya's little sister!\Yes! I'm Sakura Kinomoto.\I'm Nakuru.\Nakuru Akizuki. response:	Just as I thought, you're so cute!!
context: We have one too.\But what about it?\Touya!! I was looking for you!!\Oh? You must be Touya's little sister!\Yes! I'm Sakura Kinomoto.\I'm Nakuru.\Nakuru Akizuki.\Just as I thought, you're so cute!! response:	Hey! don't be such a'
context: But what about it?\Touya!! I was looking for you!!\Oh? You must be Touya's little sister!\Yes! I'm Sakura Kinomoto.\I'm Nakuru.\Nakuru Akizuki.\Just as I thought, you're so cute!!\Hey! don't be such a' response:	Later, Touya! See you tomorrow!
context: Touya!! I was looking for you!!\Oh? You must be Touya's little sister!\Yes! I'm Sakura Kinomoto.\I'm Nakuru.\Nakuru Akizuki.\Just as I thought, you're so cute!!\Hey! don't be such a'\Later, Touya! See you tomorrow! response:	' Ice-cream.' She took it'
context: Oh? You must be Touya's little sister!\Yes! I'm Sakura Kinomoto.\I'm Nakuru.\Nakuru Akizuki.\Just as I thought, you're so cute!!\Hey! don't be such a'\Later, Touya! See you tomorrow!\' Ice-cream.' She took it' response:	' Is something wrong?' Nothing.
context: Yes! I'm Sakura Kinomoto.\I'm Nakuru.\Nakuru Akizuki.\Just as I thought, you're so cute!!\Hey! don't be such a'\Later, Touya! See you tomorrow!\' Ice-cream.' She took it'\' Is something wrong?' Nothing. response:	Thanks for your ice-cream!
context: I'm Nakuru.\Nakuru Akizuki.\Just as I thought, you're so cute!!\Hey! don't be such a'\Later, Touya! See you tomorrow!\' Ice-cream.' She took it'\' Is something wrong?' Nothing.\Thanks for your ice-cream! response:	Oh! It is raining'
context: Nakuru Akizuki.\Just as I thought, you're so cute!!\Hey! don't be such a'\Later, Touya! See you tomorrow!\' Ice-cream.' She took it'\' Is something wrong?' Nothing.\Thanks for your ice-cream!\Oh! It is raining' response:	Oh no! The laundry!
context: Just as I thought, you're so cute!!\Hey! don't be such a'\Later, Touya! See you tomorrow!\' Ice-cream.' She took it'\' Is something wrong?' Nothing.\Thanks for your ice-cream!\Oh! It is raining'\Oh no! The laundry! response:	This is the last basket.
context: Hey! don't be such a'\Later, Touya! See you tomorrow!\' Ice-cream.' She took it'\' Is something wrong?' Nothing.\Thanks for your ice-cream!\Oh! It is raining'\Oh no! The laundry!\This is the last basket. response:	Just leave it there.
context: Later, Touya! See you tomorrow!\' Ice-cream.' She took it'\' Is something wrong?' Nothing.\Thanks for your ice-cream!\Oh! It is raining'\Oh no! The laundry!\This is the last basket.\Just leave it there. response:	I'll put them in afterwards.
context: ' Ice-cream.' She took it'\' Is something wrong?' Nothing.\Thanks for your ice-cream!\Oh! It is raining'\Oh no! The laundry!\This is the last basket.\Just leave it there.\I'll put them in afterwards. response:	Thank you.
context: ' Is something wrong?' Nothing.\Thanks for your ice-cream!\Oh! It is raining'\Oh no! The laundry!\This is the last basket.\Just leave it there.\I'll put them in afterwards.\Thank you. response:	Then I'm going to my part-time job.
context: Thanks for your ice-cream!\Oh! It is raining'\Oh no! The laundry!\This is the last basket.\Just leave it there.\I'll put them in afterwards.\Thank you.\Then I'm going to my part-time job. response:	You have part-time today?
context: Oh! It is raining'\Oh no! The laundry!\This is the last basket.\Just leave it there.\I'll put them in afterwards.\Thank you.\Then I'm going to my part-time job.\You have part-time today? response:	It's written on the board.
context: Oh no! The laundry!\This is the last basket.\Just leave it there.\I'll put them in afterwards.\Thank you.\Then I'm going to my part-time job.\You have part-time today?\It's written on the board. response:	Then, what about dinner? No, thanks.
context: This is the last basket.\Just leave it there.\I'll put them in afterwards.\Thank you.\Then I'm going to my part-time job.\You have part-time today?\It's written on the board.\Then, what about dinner? No, thanks. response:	Oh no, I bought dinner for 3 persons'
context: Just leave it there.\I'll put them in afterwards.\Thank you.\Then I'm going to my part-time job.\You have part-time today?\It's written on the board.\Then, what about dinner? No, thanks.\Oh no, I bought dinner for 3 persons' response:	Transfer student?
context: I'll put them in afterwards.\Thank you.\Then I'm going to my part-time job.\You have part-time today?\It's written on the board.\Then, what about dinner? No, thanks.\Oh no, I bought dinner for 3 persons'\Transfer student? response:	What kinda person?
context: Thank you.\Then I'm going to my part-time job.\You have part-time today?\It's written on the board.\Then, what about dinner? No, thanks.\Oh no, I bought dinner for 3 persons'\Transfer student?\What kinda person? response:	His name is Eriol Hiiragizawa.
context: Then I'm going to my part-time job.\You have part-time today?\It's written on the board.\Then, what about dinner? No, thanks.\Oh no, I bought dinner for 3 persons'\Transfer student?\What kinda person?\His name is Eriol Hiiragizawa. response:	Aerial? What kanji is that?
context: You have part-time today?\It's written on the board.\Then, what about dinner? No, thanks.\Oh no, I bought dinner for 3 persons'\Transfer student?\What kinda person?\His name is Eriol Hiiragizawa.\Aerial? What kanji is that? response:	It's not a kanji! E-RI-O-L.
context: It's written on the board.\Then, what about dinner? No, thanks.\Oh no, I bought dinner for 3 persons'\Transfer student?\What kinda person?\His name is Eriol Hiiragizawa.\Aerial? What kanji is that?\It's not a kanji! E-RI-O-L. response:	He's from England. England'
context: Then, what about dinner? No, thanks.\Oh no, I bought dinner for 3 persons'\Transfer student?\What kinda person?\His name is Eriol Hiiragizawa.\Aerial? What kanji is that?\It's not a kanji! E-RI-O-L.\He's from England. England' response:	No!!!
context: Oh no, I bought dinner for 3 persons'\Transfer student?\What kinda person?\His name is Eriol Hiiragizawa.\Aerial? What kanji is that?\It's not a kanji! E-RI-O-L.\He's from England. England'\No!!! response:	So, what kanji is that?
context: Transfer student?\What kinda person?\His name is Eriol Hiiragizawa.\Aerial? What kanji is that?\It's not a kanji! E-RI-O-L.\He's from England. England'\No!!!\So, what kanji is that? response:	Forget it!
context: What kinda person?\His name is Eriol Hiiragizawa.\Aerial? What kanji is that?\It's not a kanji! E-RI-O-L.\He's from England. England'\No!!!\So, what kanji is that?\Forget it! response:	You weren't listening at all.
context: His name is Eriol Hiiragizawa.\Aerial? What kanji is that?\It's not a kanji! E-RI-O-L.\He's from England. England'\No!!!\So, what kanji is that?\Forget it!\You weren't listening at all. response:	'and now the forecast in your local area.
context: Aerial? What kanji is that?\It's not a kanji! E-RI-O-L.\He's from England. England'\No!!!\So, what kanji is that?\Forget it!\You weren't listening at all.\'and now the forecast in your local area. response:	What incredible rain.
context: It's not a kanji! E-RI-O-L.\He's from England. England'\No!!!\So, what kanji is that?\Forget it!\You weren't listening at all.\'and now the forecast in your local area.\What incredible rain. response:	And it was so sunny in the afternoon too.
context: He's from England. England'\No!!!\So, what kanji is that?\Forget it!\You weren't listening at all.\'and now the forecast in your local area.\What incredible rain.\And it was so sunny in the afternoon too. response:	What?
context: No!!!\So, what kanji is that?\Forget it!\You weren't listening at all.\'and now the forecast in your local area.\What incredible rain.\And it was so sunny in the afternoon too.\What? response:	What's in that drawer?
context: So, what kanji is that?\Forget it!\You weren't listening at all.\'and now the forecast in your local area.\What incredible rain.\And it was so sunny in the afternoon too.\What?\What's in that drawer? response:	The book of Clow Cards!
context: Forget it!\You weren't listening at all.\'and now the forecast in your local area.\What incredible rain.\And it was so sunny in the afternoon too.\What?\What's in that drawer?\The book of Clow Cards! response:	What?!
context: You weren't listening at all.\'and now the forecast in your local area.\What incredible rain.\And it was so sunny in the afternoon too.\What?\What's in that drawer?\The book of Clow Cards!\What?! response:	Kero!!
context: 'and now the forecast in your local area.\What incredible rain.\And it was so sunny in the afternoon too.\What?\What's in that drawer?\The book of Clow Cards!\What?!\Kero!! response:	I might be troubling you
context: What incredible rain.\And it was so sunny in the afternoon too.\What?\What's in that drawer?\The book of Clow Cards!\What?!\Kero!!\I might be troubling you response:	from here on
context: And it was so sunny in the afternoon too.\What?\What's in that drawer?\The book of Clow Cards!\What?!\Kero!!\I might be troubling you\from here on response:	but if it is you,
context: What?\What's in that drawer?\The book of Clow Cards!\What?!\Kero!!\I might be troubling you\from here on\but if it is you, response:	it will be okay for sure
context: What's in that drawer?\The book of Clow Cards!\What?!\Kero!!\I might be troubling you\from here on\but if it is you,\it will be okay for sure response:	This voice'
context: The book of Clow Cards!\What?!\Kero!!\I might be troubling you\from here on\but if it is you,\it will be okay for sure\This voice' response:	This is Clow's voice'?
context: What?!\Kero!!\I might be troubling you\from here on\but if it is you,\it will be okay for sure\This voice'\This is Clow's voice'? response:	' Sakura' Kero,
context: Kero!!\I might be troubling you\from here on\but if it is you,\it will be okay for sure\This voice'\This is Clow's voice'?\' Sakura' Kero, response:	Clow's voice
context: I might be troubling you\from here on\but if it is you,\it will be okay for sure\This voice'\This is Clow's voice'?\' Sakura' Kero,\Clow's voice response:	came from the book'
context: from here on\but if it is you,\it will be okay for sure\This voice'\This is Clow's voice'?\' Sakura' Kero,\Clow's voice\came from the book' response:	Clow's voice?
context: but if it is you,\it will be okay for sure\This voice'\This is Clow's voice'?\' Sakura' Kero,\Clow's voice\came from the book'\Clow's voice? response:	What's this?
context: it will be okay for sure\This voice'\This is Clow's voice'?\' Sakura' Kero,\Clow's voice\came from the book'\Clow's voice?\What's this? response:	SA-KU-RA?
context: This voice'\This is Clow's voice'?\' Sakura' Kero,\Clow's voice\came from the book'\Clow's voice?\What's this?\SA-KU-RA? response:	My name?!
context: This is Clow's voice'?\' Sakura' Kero,\Clow's voice\came from the book'\Clow's voice?\What's this?\SA-KU-RA?\My name?! response:	what does this mean?!
context: ' Sakura' Kero,\Clow's voice\came from the book'\Clow's voice?\What's this?\SA-KU-RA?\My name?!\what does this mean?! response:	Kero, did you sense that just now?
context: Clow's voice\came from the book'\Clow's voice?\What's this?\SA-KU-RA?\My name?!\what does this mean?!\Kero, did you sense that just now? response:	Yeah, I sensed it too.
context: came from the book'\Clow's voice?\What's this?\SA-KU-RA?\My name?!\what does this mean?!\Kero, did you sense that just now?\Yeah, I sensed it too. response:	What's this aura'
context: Clow's voice?\What's this?\SA-KU-RA?\My name?!\what does this mean?!\Kero, did you sense that just now?\Yeah, I sensed it too.\What's this aura' response:	The rain in Tomoeda
context: What's this?\SA-KU-RA?\My name?!\what does this mean?!\Kero, did you sense that just now?\Yeah, I sensed it too.\What's this aura'\The rain in Tomoeda response:	will continue to fall.
context: SA-KU-RA?\My name?!\what does this mean?!\Kero, did you sense that just now?\Yeah, I sensed it too.\What's this aura'\The rain in Tomoeda\will continue to fall. response:	It's a limited area raining.
context: My name?!\what does this mean?!\Kero, did you sense that just now?\Yeah, I sensed it too.\What's this aura'\The rain in Tomoeda\will continue to fall.\It's a limited area raining. response:	It's cloudy in the surrounding area.
context: what does this mean?!\Kero, did you sense that just now?\Yeah, I sensed it too.\What's this aura'\The rain in Tomoeda\will continue to fall.\It's a limited area raining.\It's cloudy in the surrounding area. response:	where the rest of the area
