context: Hey, Nana. Do you remember the first time we met? response:	I'm the type who believes in things like fate.
context: Is that so? What am I gonna do? I'm in a hurry.\Really? That's a problem.\No, it's all right.\I'll send an email.\Okay!\Wow, you're really fast!\I'm amazed at what high school students can do nowadays.\But I'm twenty years old. response:	Sorry. Then I guess we're the same age.
context: Really? That's a problem.\No, it's all right.\I'll send an email.\Okay!\Wow, you're really fast!\I'm amazed at what high school students can do nowadays.\But I'm twenty years old.\Sorry. Then I guess we're the same age. response:	She's so cute when she laughs.
context: No, it's all right.\I'll send an email.\Okay!\Wow, you're really fast!\I'm amazed at what high school students can do nowadays.\But I'm twenty years old.\Sorry. Then I guess we're the same age.\She's so cute when she laughs. response:	What? The same age? No way, you don't look it. That's fraud!
context: I'll send an email.\Okay!\Wow, you're really fast!\I'm amazed at what high school students can do nowadays.\But I'm twenty years old.\Sorry. Then I guess we're the same age.\She's so cute when she laughs.\What? The same age? No way, you don't look it. That's fraud! response:	The way you said high school students nowadays
context: Okay!\Wow, you're really fast!\I'm amazed at what high school students can do nowadays.\But I'm twenty years old.\Sorry. Then I guess we're the same age.\She's so cute when she laughs.\What? The same age? No way, you don't look it. That's fraud!\The way you said high school students nowadays response:	makes you seem a lot older!
context: Wow, you're really fast!\I'm amazed at what high school students can do nowadays.\But I'm twenty years old.\Sorry. Then I guess we're the same age.\She's so cute when she laughs.\What? The same age? No way, you don't look it. That's fraud!\The way you said high school students nowadays\makes you seem a lot older! response:	Yeah, it's a habit. I live in the analog world.
context: I'm amazed at what high school students can do nowadays.\But I'm twenty years old.\Sorry. Then I guess we're the same age.\She's so cute when she laughs.\What? The same age? No way, you don't look it. That's fraud!\The way you said high school students nowadays\makes you seem a lot older!\Yeah, it's a habit. I live in the analog world. response:	An announcement to our passengers.
context: But I'm twenty years old.\Sorry. Then I guess we're the same age.\She's so cute when she laughs.\What? The same age? No way, you don't look it. That's fraud!\The way you said high school students nowadays\makes you seem a lot older!\Yeah, it's a habit. I live in the analog world.\An announcement to our passengers. response:	Due to the snow, we will be proceeding at low speeds for a while.
context: Sorry. Then I guess we're the same age.\She's so cute when she laughs.\What? The same age? No way, you don't look it. That's fraud!\The way you said high school students nowadays\makes you seem a lot older!\Yeah, it's a habit. I live in the analog world.\An announcement to our passengers.\Due to the snow, we will be proceeding at low speeds for a while. response:	We apologize for the inconvenience
context: She's so cute when she laughs.\What? The same age? No way, you don't look it. That's fraud!\The way you said high school students nowadays\makes you seem a lot older!\Yeah, it's a habit. I live in the analog world.\An announcement to our passengers.\Due to the snow, we will be proceeding at low speeds for a while.\We apologize for the inconvenience response:	- this delay is causing you. - No way!
context: What? The same age? No way, you don't look it. That's fraud!\The way you said high school students nowadays\makes you seem a lot older!\Yeah, it's a habit. I live in the analog world.\An announcement to our passengers.\Due to the snow, we will be proceeding at low speeds for a while.\We apologize for the inconvenience\- this delay is causing you. - No way! response:	How long is it gonna take us to get to Tokyo?
context: The way you said high school students nowadays\makes you seem a lot older!\Yeah, it's a habit. I live in the analog world.\An announcement to our passengers.\Due to the snow, we will be proceeding at low speeds for a while.\We apologize for the inconvenience\- this delay is causing you. - No way!\How long is it gonna take us to get to Tokyo? response:	What is the purpose of your stay in Tokyo?
context: makes you seem a lot older!\Yeah, it's a habit. I live in the analog world.\An announcement to our passengers.\Due to the snow, we will be proceeding at low speeds for a while.\We apologize for the inconvenience\- this delay is causing you. - No way!\How long is it gonna take us to get to Tokyo?\What is the purpose of your stay in Tokyo? response:	Nothing in particular.
context: Yeah, it's a habit. I live in the analog world.\An announcement to our passengers.\Due to the snow, we will be proceeding at low speeds for a while.\We apologize for the inconvenience\- this delay is causing you. - No way!\How long is it gonna take us to get to Tokyo?\What is the purpose of your stay in Tokyo?\Nothing in particular. response:	I'm moving there. I'll look for a job in Tokyo.
context: An announcement to our passengers.\Due to the snow, we will be proceeding at low speeds for a while.\We apologize for the inconvenience\- this delay is causing you. - No way!\How long is it gonna take us to get to Tokyo?\What is the purpose of your stay in Tokyo?\Nothing in particular.\I'm moving there. I'll look for a job in Tokyo. response:	Really. Same for me.
context: Due to the snow, we will be proceeding at low speeds for a while.\We apologize for the inconvenience\- this delay is causing you. - No way!\How long is it gonna take us to get to Tokyo?\What is the purpose of your stay in Tokyo?\Nothing in particular.\I'm moving there. I'll look for a job in Tokyo.\Really. Same for me. response:	What, you're moving there too?
context: We apologize for the inconvenience\- this delay is causing you. - No way!\How long is it gonna take us to get to Tokyo?\What is the purpose of your stay in Tokyo?\Nothing in particular.\I'm moving there. I'll look for a job in Tokyo.\Really. Same for me.\What, you're moving there too? response:	Really? I thought you were from Tokyo.
context: - this delay is causing you. - No way!\How long is it gonna take us to get to Tokyo?\What is the purpose of your stay in Tokyo?\Nothing in particular.\I'm moving there. I'll look for a job in Tokyo.\Really. Same for me.\What, you're moving there too?\Really? I thought you were from Tokyo. response:	So you're not returning home from a tour around the country.
context: How long is it gonna take us to get to Tokyo?\What is the purpose of your stay in Tokyo?\Nothing in particular.\I'm moving there. I'll look for a job in Tokyo.\Really. Same for me.\What, you're moving there too?\Really? I thought you were from Tokyo.\So you're not returning home from a tour around the country. response:	A tour?
context: What is the purpose of your stay in Tokyo?\Nothing in particular.\I'm moving there. I'll look for a job in Tokyo.\Really. Same for me.\What, you're moving there too?\Really? I thought you were from Tokyo.\So you're not returning home from a tour around the country.\A tour? response:	Like concerts. You have a guitar, after all.
context: Nothing in particular.\I'm moving there. I'll look for a job in Tokyo.\Really. Same for me.\What, you're moving there too?\Really? I thought you were from Tokyo.\So you're not returning home from a tour around the country.\A tour?\Like concerts. You have a guitar, after all. response:	I figured you were a professional musician.
context: I'm moving there. I'll look for a job in Tokyo.\Really. Same for me.\What, you're moving there too?\Really? I thought you were from Tokyo.\So you're not returning home from a tour around the country.\A tour?\Like concerts. You have a guitar, after all.\I figured you were a professional musician. response:	So, are you in a band?
context: Really. Same for me.\What, you're moving there too?\Really? I thought you were from Tokyo.\So you're not returning home from a tour around the country.\A tour?\Like concerts. You have a guitar, after all.\I figured you were a professional musician.\So, are you in a band? response:	Back in my hometown I was.
context: What, you're moving there too?\Really? I thought you were from Tokyo.\So you're not returning home from a tour around the country.\A tour?\Like concerts. You have a guitar, after all.\I figured you were a professional musician.\So, are you in a band?\Back in my hometown I was. response:	That's so cool! Where is your hometown?
context: Really? I thought you were from Tokyo.\So you're not returning home from a tour around the country.\A tour?\Like concerts. You have a guitar, after all.\I figured you were a professional musician.\So, are you in a band?\Back in my hometown I was.\That's so cool! Where is your hometown? response:	An email.
context: So you're not returning home from a tour around the country.\A tour?\Like concerts. You have a guitar, after all.\I figured you were a professional musician.\So, are you in a band?\Back in my hometown I was.\That's so cool! Where is your hometown?\An email. response:	Or, no, it's the phone.
context: A tour?\Like concerts. You have a guitar, after all.\I figured you were a professional musician.\So, are you in a band?\Back in my hometown I was.\That's so cool! Where is your hometown?\An email.\Or, no, it's the phone. response:	Hello, Nana here.
context: Like concerts. You have a guitar, after all.\I figured you were a professional musician.\So, are you in a band?\Back in my hometown I was.\That's so cool! Where is your hometown?\An email.\Or, no, it's the phone.\Hello, Nana here. response:	Oh, Shoji? Yeah, that's right.
context: I figured you were a professional musician.\So, are you in a band?\Back in my hometown I was.\That's so cool! Where is your hometown?\An email.\Or, no, it's the phone.\Hello, Nana here.\Oh, Shoji? Yeah, that's right. response:	The train has stopped. I've got no idea when we'll arrive.
context: So, are you in a band?\Back in my hometown I was.\That's so cool! Where is your hometown?\An email.\Or, no, it's the phone.\Hello, Nana here.\Oh, Shoji? Yeah, that's right.\The train has stopped. I've got no idea when we'll arrive. response:	Huh? You sure? But it could be around midnight.
context: Back in my hometown I was.\That's so cool! Where is your hometown?\An email.\Or, no, it's the phone.\Hello, Nana here.\Oh, Shoji? Yeah, that's right.\The train has stopped. I've got no idea when we'll arrive.\Huh? You sure? But it could be around midnight. response:	You sure it's okay?
context: That's so cool! Where is your hometown?\An email.\Or, no, it's the phone.\Hello, Nana here.\Oh, Shoji? Yeah, that's right.\The train has stopped. I've got no idea when we'll arrive.\Huh? You sure? But it could be around midnight.\You sure it's okay? response:	Thanks.
context: An email.\Or, no, it's the phone.\Hello, Nana here.\Oh, Shoji? Yeah, that's right.\The train has stopped. I've got no idea when we'll arrive.\Huh? You sure? But it could be around midnight.\You sure it's okay?\Thanks. response:	Then I'll call you again when I know what time we're arriving.
context: Or, no, it's the phone.\Hello, Nana here.\Oh, Shoji? Yeah, that's right.\The train has stopped. I've got no idea when we'll arrive.\Huh? You sure? But it could be around midnight.\You sure it's okay?\Thanks.\Then I'll call you again when I know what time we're arriving. response:	Bye-bye.
context: Hello, Nana here.\Oh, Shoji? Yeah, that's right.\The train has stopped. I've got no idea when we'll arrive.\Huh? You sure? But it could be around midnight.\You sure it's okay?\Thanks.\Then I'll call you again when I know what time we're arriving.\Bye-bye. response:	Is your boyfriend from Tokyo?
context: Oh, Shoji? Yeah, that's right.\The train has stopped. I've got no idea when we'll arrive.\Huh? You sure? But it could be around midnight.\You sure it's okay?\Thanks.\Then I'll call you again when I know what time we're arriving.\Bye-bye.\Is your boyfriend from Tokyo? response:	You sure are lovey-dovey.
context: The train has stopped. I've got no idea when we'll arrive.\Huh? You sure? But it could be around midnight.\You sure it's okay?\Thanks.\Then I'll call you again when I know what time we're arriving.\Bye-bye.\Is your boyfriend from Tokyo?\You sure are lovey-dovey. response:	I get it. So you're chasing after a guy who moved to Tokyo.
context: Huh? You sure? But it could be around midnight.\You sure it's okay?\Thanks.\Then I'll call you again when I know what time we're arriving.\Bye-bye.\Is your boyfriend from Tokyo?\You sure are lovey-dovey.\I get it. So you're chasing after a guy who moved to Tokyo. response:	You're wro-!
context: You sure it's okay?\Thanks.\Then I'll call you again when I know what time we're arriving.\Bye-bye.\Is your boyfriend from Tokyo?\You sure are lovey-dovey.\I get it. So you're chasing after a guy who moved to Tokyo.\You're wro-! response:	Well, I guess you're right about that.
context: Thanks.\Then I'll call you again when I know what time we're arriving.\Bye-bye.\Is your boyfriend from Tokyo?\You sure are lovey-dovey.\I get it. So you're chasing after a guy who moved to Tokyo.\You're wro-!\Well, I guess you're right about that. response:	Which is it?
context: Then I'll call you again when I know what time we're arriving.\Bye-bye.\Is your boyfriend from Tokyo?\You sure are lovey-dovey.\I get it. So you're chasing after a guy who moved to Tokyo.\You're wro-!\Well, I guess you're right about that.\Which is it? response:	Well, he's not from Tokyo.
context: Bye-bye.\Is your boyfriend from Tokyo?\You sure are lovey-dovey.\I get it. So you're chasing after a guy who moved to Tokyo.\You're wro-!\Well, I guess you're right about that.\Which is it?\Well, he's not from Tokyo. response:	We went to the same college at our hometown.
context: Is your boyfriend from Tokyo?\You sure are lovey-dovey.\I get it. So you're chasing after a guy who moved to Tokyo.\You're wro-!\Well, I guess you're right about that.\Which is it?\Well, he's not from Tokyo.\We went to the same college at our hometown. response:	But he came to Tokyo a year ago to study art.
context: You sure are lovey-dovey.\I get it. So you're chasing after a guy who moved to Tokyo.\You're wro-!\Well, I guess you're right about that.\Which is it?\Well, he's not from Tokyo.\We went to the same college at our hometown.\But he came to Tokyo a year ago to study art. response:	Why didn't you go with him then?
context: I get it. So you're chasing after a guy who moved to Tokyo.\You're wro-!\Well, I guess you're right about that.\Which is it?\Well, he's not from Tokyo.\We went to the same college at our hometown.\But he came to Tokyo a year ago to study art.\Why didn't you go with him then? response:	I told him that I'd go too.
context: You're wro-!\Well, I guess you're right about that.\Which is it?\Well, he's not from Tokyo.\We went to the same college at our hometown.\But he came to Tokyo a year ago to study art.\Why didn't you go with him then?\I told him that I'd go too. response:	But Shoji... He insisted I shouldn't.
context: Well, I guess you're right about that.\Which is it?\Well, he's not from Tokyo.\We went to the same college at our hometown.\But he came to Tokyo a year ago to study art.\Why didn't you go with him then?\I told him that I'd go too.\But Shoji... He insisted I shouldn't. response:	Why's that?
context: Which is it?\Well, he's not from Tokyo.\We went to the same college at our hometown.\But he came to Tokyo a year ago to study art.\Why didn't you go with him then?\I told him that I'd go too.\But Shoji... He insisted I shouldn't.\Why's that? response:	Because I have no objective or money.
context: Well, he's not from Tokyo.\We went to the same college at our hometown.\But he came to Tokyo a year ago to study art.\Why didn't you go with him then?\I told him that I'd go too.\But Shoji... He insisted I shouldn't.\Why's that?\Because I have no objective or money. response:	He says it's not wise to make such a move without a plan.
context: We went to the same college at our hometown.\But he came to Tokyo a year ago to study art.\Why didn't you go with him then?\I told him that I'd go too.\But Shoji... He insisted I shouldn't.\Why's that?\Because I have no objective or money.\He says it's not wise to make such a move without a plan. response:	I see.
context: But he came to Tokyo a year ago to study art.\Why didn't you go with him then?\I told him that I'd go too.\But Shoji... He insisted I shouldn't.\Why's that?\Because I have no objective or money.\He says it's not wise to make such a move without a plan.\I see. response:	So I tearfully stayed back and saved up money to make the move.
context: Why didn't you go with him then?\I told him that I'd go too.\But Shoji... He insisted I shouldn't.\Why's that?\Because I have no objective or money.\He says it's not wise to make such a move without a plan.\I see.\So I tearfully stayed back and saved up money to make the move. response:	We made a promise that if Shoji passed
context: I told him that I'd go too.\But Shoji... He insisted I shouldn't.\Why's that?\Because I have no objective or money.\He says it's not wise to make such a move without a plan.\I see.\So I tearfully stayed back and saved up money to make the move.\We made a promise that if Shoji passed response:	the entrance exams to University, then I'd move to Tokyo!
context: But Shoji... He insisted I shouldn't.\Why's that?\Because I have no objective or money.\He says it's not wise to make such a move without a plan.\I see.\So I tearfully stayed back and saved up money to make the move.\We made a promise that if Shoji passed\the entrance exams to University, then I'd move to Tokyo! response:	When I get to Tokyo, I'm gonna find a job
context: Why's that?\Because I have no objective or money.\He says it's not wise to make such a move without a plan.\I see.\So I tearfully stayed back and saved up money to make the move.\We made a promise that if Shoji passed\the entrance exams to University, then I'd move to Tokyo!\When I get to Tokyo, I'm gonna find a job response:	and give every effort so he doesn't tell me to go home!
context: Because I have no objective or money.\He says it's not wise to make such a move without a plan.\I see.\So I tearfully stayed back and saved up money to make the move.\We made a promise that if Shoji passed\the entrance exams to University, then I'd move to Tokyo!\When I get to Tokyo, I'm gonna find a job\and give every effort so he doesn't tell me to go home! response:	Say... What am I doing telling all this to a stranger?
context: He says it's not wise to make such a move without a plan.\I see.\So I tearfully stayed back and saved up money to make the move.\We made a promise that if Shoji passed\the entrance exams to University, then I'd move to Tokyo!\When I get to Tokyo, I'm gonna find a job\and give every effort so he doesn't tell me to go home!\Say... What am I doing telling all this to a stranger? response:	A total stranger! What's wrong with that?
context: I see.\So I tearfully stayed back and saved up money to make the move.\We made a promise that if Shoji passed\the entrance exams to University, then I'd move to Tokyo!\When I get to Tokyo, I'm gonna find a job\and give every effort so he doesn't tell me to go home!\Say... What am I doing telling all this to a stranger?\A total stranger! What's wrong with that? response:	Tell me more.
context: So I tearfully stayed back and saved up money to make the move.\We made a promise that if Shoji passed\the entrance exams to University, then I'd move to Tokyo!\When I get to Tokyo, I'm gonna find a job\and give every effort so he doesn't tell me to go home!\Say... What am I doing telling all this to a stranger?\A total stranger! What's wrong with that?\Tell me more. response:	From the look of things, we've got lots of time.
context: We made a promise that if Shoji passed\the entrance exams to University, then I'd move to Tokyo!\When I get to Tokyo, I'm gonna find a job\and give every effort so he doesn't tell me to go home!\Say... What am I doing telling all this to a stranger?\A total stranger! What's wrong with that?\Tell me more.\From the look of things, we've got lots of time. response:	Yeah, you have a point.
context: the entrance exams to University, then I'd move to Tokyo!\When I get to Tokyo, I'm gonna find a job\and give every effort so he doesn't tell me to go home!\Say... What am I doing telling all this to a stranger?\A total stranger! What's wrong with that?\Tell me more.\From the look of things, we've got lots of time.\Yeah, you have a point. response:	Then, will you hear me out so we can kill time together?
context: When I get to Tokyo, I'm gonna find a job\and give every effort so he doesn't tell me to go home!\Say... What am I doing telling all this to a stranger?\A total stranger! What's wrong with that?\Tell me more.\From the look of things, we've got lots of time.\Yeah, you have a point.\Then, will you hear me out so we can kill time together? response:	To be honest, I was dying to talk to someone about him.
context: and give every effort so he doesn't tell me to go home!\Say... What am I doing telling all this to a stranger?\A total stranger! What's wrong with that?\Tell me more.\From the look of things, we've got lots of time.\Yeah, you have a point.\Then, will you hear me out so we can kill time together?\To be honest, I was dying to talk to someone about him. response:	His name's Shoji, and he's kind, reliable, and pretty cool.
context: Say... What am I doing telling all this to a stranger?\A total stranger! What's wrong with that?\Tell me more.\From the look of things, we've got lots of time.\Yeah, you have a point.\Then, will you hear me out so we can kill time together?\To be honest, I was dying to talk to someone about him.\His name's Shoji, and he's kind, reliable, and pretty cool. response:	But when he talks, he acts like a fool.
context: A total stranger! What's wrong with that?\Tell me more.\From the look of things, we've got lots of time.\Yeah, you have a point.\Then, will you hear me out so we can kill time together?\To be honest, I was dying to talk to someone about him.\His name's Shoji, and he's kind, reliable, and pretty cool.\But when he talks, he acts like a fool. response:	Like a fool?
context: Tell me more.\From the look of things, we've got lots of time.\Yeah, you have a point.\Then, will you hear me out so we can kill time together?\To be honest, I was dying to talk to someone about him.\His name's Shoji, and he's kind, reliable, and pretty cool.\But when he talks, he acts like a fool.\Like a fool? response:	Hey, wanna have some beer?
context: From the look of things, we've got lots of time.\Yeah, you have a point.\Then, will you hear me out so we can kill time together?\To be honest, I was dying to talk to someone about him.\His name's Shoji, and he's kind, reliable, and pretty cool.\But when he talks, he acts like a fool.\Like a fool?\Hey, wanna have some beer? response:	Sure, I would.
context: Yeah, you have a point.\Then, will you hear me out so we can kill time together?\To be honest, I was dying to talk to someone about him.\His name's Shoji, and he's kind, reliable, and pretty cool.\But when he talks, he acts like a fool.\Like a fool?\Hey, wanna have some beer?\Sure, I would. response:	Two beers please!
context: Then, will you hear me out so we can kill time together?\To be honest, I was dying to talk to someone about him.\His name's Shoji, and he's kind, reliable, and pretty cool.\But when he talks, he acts like a fool.\Like a fool?\Hey, wanna have some beer?\Sure, I would.\Two beers please! response:	Okay, then. Let's make a toast.
context: To be honest, I was dying to talk to someone about him.\His name's Shoji, and he's kind, reliable, and pretty cool.\But when he talks, he acts like a fool.\Like a fool?\Hey, wanna have some beer?\Sure, I would.\Two beers please!\Okay, then. Let's make a toast. response:	A toast to what?
context: His name's Shoji, and he's kind, reliable, and pretty cool.\But when he talks, he acts like a fool.\Like a fool?\Hey, wanna have some beer?\Sure, I would.\Two beers please!\Okay, then. Let's make a toast.\A toast to what? response:	Well...
context: But when he talks, he acts like a fool.\Like a fool?\Hey, wanna have some beer?\Sure, I would.\Two beers please!\Okay, then. Let's make a toast.\A toast to what?\Well... response:	To Shoji passing the University exams!
context: Like a fool?\Hey, wanna have some beer?\Sure, I would.\Two beers please!\Okay, then. Let's make a toast.\A toast to what?\Well...\To Shoji passing the University exams! response:	No. that has nothing to do with me.
context: Hey, wanna have some beer?\Sure, I would.\Two beers please!\Okay, then. Let's make a toast.\A toast to what?\Well...\To Shoji passing the University exams!\No. that has nothing to do with me. response:	Then, can we at least drink to this unique moment?
context: Sure, I would.\Two beers please!\Okay, then. Let's make a toast.\A toast to what?\Well...\To Shoji passing the University exams!\No. that has nothing to do with me.\Then, can we at least drink to this unique moment? response:	Hey, I like that.
context: Two beers please!\Okay, then. Let's make a toast.\A toast to what?\Well...\To Shoji passing the University exams!\No. that has nothing to do with me.\Then, can we at least drink to this unique moment?\Hey, I like that. response:	To two girls, the same age,
context: Okay, then. Let's make a toast.\A toast to what?\Well...\To Shoji passing the University exams!\No. that has nothing to do with me.\Then, can we at least drink to this unique moment?\Hey, I like that.\To two girls, the same age, response:	arriving in Tokyo at the same time on the same train.
context: A toast to what?\Well...\To Shoji passing the University exams!\No. that has nothing to do with me.\Then, can we at least drink to this unique moment?\Hey, I like that.\To two girls, the same age,\arriving in Tokyo at the same time on the same train. response:	That's quite a coincidence, don't you think?
context: Well...\To Shoji passing the University exams!\No. that has nothing to do with me.\Then, can we at least drink to this unique moment?\Hey, I like that.\To two girls, the same age,\arriving in Tokyo at the same time on the same train.\That's quite a coincidence, don't you think? response:	And to one more thing.
context: To Shoji passing the University exams!\No. that has nothing to do with me.\Then, can we at least drink to this unique moment?\Hey, I like that.\To two girls, the same age,\arriving in Tokyo at the same time on the same train.\That's quite a coincidence, don't you think?\And to one more thing. response:	My name is Nana too, Nana.
context: No. that has nothing to do with me.\Then, can we at least drink to this unique moment?\Hey, I like that.\To two girls, the same age,\arriving in Tokyo at the same time on the same train.\That's quite a coincidence, don't you think?\And to one more thing.\My name is Nana too, Nana. response:	Do you remember the first time we met?
context: Then, can we at least drink to this unique moment?\Hey, I like that.\To two girls, the same age,\arriving in Tokyo at the same time on the same train.\That's quite a coincidence, don't you think?\And to one more thing.\My name is Nana too, Nana.\Do you remember the first time we met? response:	Before we knew it, there was a snowstorm outside.
context: Hey, I like that.\To two girls, the same age,\arriving in Tokyo at the same time on the same train.\That's quite a coincidence, don't you think?\And to one more thing.\My name is Nana too, Nana.\Do you remember the first time we met?\Before we knew it, there was a snowstorm outside. response:	The train was stop and go all the way,
context: To two girls, the same age,\arriving in Tokyo at the same time on the same train.\That's quite a coincidence, don't you think?\And to one more thing.\My name is Nana too, Nana.\Do you remember the first time we met?\Before we knew it, there was a snowstorm outside.\The train was stop and go all the way, response:	and it took us five hours to get to Tokyo.
context: arriving in Tokyo at the same time on the same train.\That's quite a coincidence, don't you think?\And to one more thing.\My name is Nana too, Nana.\Do you remember the first time we met?\Before we knew it, there was a snowstorm outside.\The train was stop and go all the way,\and it took us five hours to get to Tokyo. response:	But I wasn't at all bored.
context: That's quite a coincidence, don't you think?\And to one more thing.\My name is Nana too, Nana.\Do you remember the first time we met?\Before we knew it, there was a snowstorm outside.\The train was stop and go all the way,\and it took us five hours to get to Tokyo.\But I wasn't at all bored. response:	I kept talking about myself
context: And to one more thing.\My name is Nana too, Nana.\Do you remember the first time we met?\Before we knew it, there was a snowstorm outside.\The train was stop and go all the way,\and it took us five hours to get to Tokyo.\But I wasn't at all bored.\I kept talking about myself response:	and didn't bother to ask about you at all.
context: My name is Nana too, Nana.\Do you remember the first time we met?\Before we knew it, there was a snowstorm outside.\The train was stop and go all the way,\and it took us five hours to get to Tokyo.\But I wasn't at all bored.\I kept talking about myself\and didn't bother to ask about you at all. response:	But knowing you,
context: Do you remember the first time we met?\Before we knew it, there was a snowstorm outside.\The train was stop and go all the way,\and it took us five hours to get to Tokyo.\But I wasn't at all bored.\I kept talking about myself\and didn't bother to ask about you at all.\But knowing you, response:	you likely would've just changed the subject or something, anyway.
context: Before we knew it, there was a snowstorm outside.\The train was stop and go all the way,\and it took us five hours to get to Tokyo.\But I wasn't at all bored.\I kept talking about myself\and didn't bother to ask about you at all.\But knowing you,\you likely would've just changed the subject or something, anyway. response:	Nana!
context: The train was stop and go all the way,\and it took us five hours to get to Tokyo.\But I wasn't at all bored.\I kept talking about myself\and didn't bother to ask about you at all.\But knowing you,\you likely would've just changed the subject or something, anyway.\Nana! response:	Shoji!
context: and it took us five hours to get to Tokyo.\But I wasn't at all bored.\I kept talking about myself\and didn't bother to ask about you at all.\But knowing you,\you likely would've just changed the subject or something, anyway.\Nana!\Shoji! response:	Why are you crying?
context: But I wasn't at all bored.\I kept talking about myself\and didn't bother to ask about you at all.\But knowing you,\you likely would've just changed the subject or something, anyway.\Nana!\Shoji!\Why are you crying? response:	You're so mean to be laughing!
context: I kept talking about myself\and didn't bother to ask about you at all.\But knowing you,\you likely would've just changed the subject or something, anyway.\Nana!\Shoji!\Why are you crying?\You're so mean to be laughing! response:	You really had a tough time. Five hours, right?
context: and didn't bother to ask about you at all.\But knowing you,\you likely would've just changed the subject or something, anyway.\Nana!\Shoji!\Why are you crying?\You're so mean to be laughing!\You really had a tough time. Five hours, right? response:	But you know...
context: But knowing you,\you likely would've just changed the subject or something, anyway.\Nana!\Shoji!\Why are you crying?\You're so mean to be laughing!\You really had a tough time. Five hours, right?\But you know... response:	What's the matter?
context: you likely would've just changed the subject or something, anyway.\Nana!\Shoji!\Why are you crying?\You're so mean to be laughing!\You really had a tough time. Five hours, right?\But you know...\What's the matter? response:	I became friends with the girl sitting next to me.
context: Nana!\Shoji!\Why are you crying?\You're so mean to be laughing!\You really had a tough time. Five hours, right?\But you know...\What's the matter?\I became friends with the girl sitting next to me. response:	Oh?
context: Shoji!\Why are you crying?\You're so mean to be laughing!\You really had a tough time. Five hours, right?\But you know...\What's the matter?\I became friends with the girl sitting next to me.\Oh? response:	But she's not here, even though we got off the train together.
context: Why are you crying?\You're so mean to be laughing!\You really had a tough time. Five hours, right?\But you know...\What's the matter?\I became friends with the girl sitting next to me.\Oh?\But she's not here, even though we got off the train together. response:	Has she already left?
context: You're so mean to be laughing!\You really had a tough time. Five hours, right?\But you know...\What's the matter?\I became friends with the girl sitting next to me.\Oh?\But she's not here, even though we got off the train together.\Has she already left? response:	I should've given her my cell number and stuff.
context: You really had a tough time. Five hours, right?\But you know...\What's the matter?\I became friends with the girl sitting next to me.\Oh?\But she's not here, even though we got off the train together.\Has she already left?\I should've given her my cell number and stuff. response:	You didn't do that?
context: But you know...\What's the matter?\I became friends with the girl sitting next to me.\Oh?\But she's not here, even though we got off the train together.\Has she already left?\I should've given her my cell number and stuff.\You didn't do that? response:	Then you can hardly call yourself friends.
context: What's the matter?\I became friends with the girl sitting next to me.\Oh?\But she's not here, even though we got off the train together.\Has she already left?\I should've given her my cell number and stuff.\You didn't do that?\Then you can hardly call yourself friends. response:	Don't cry. Kyosuke and Junko are waiting downstairs.
context: I became friends with the girl sitting next to me.\Oh?\But she's not here, even though we got off the train together.\Has she already left?\I should've given her my cell number and stuff.\You didn't do that?\Then you can hardly call yourself friends.\Don't cry. Kyosuke and Junko are waiting downstairs. response:	Jun-chan!
context: Oh?\But she's not here, even though we got off the train together.\Has she already left?\I should've given her my cell number and stuff.\You didn't do that?\Then you can hardly call yourself friends.\Don't cry. Kyosuke and Junko are waiting downstairs.\Jun-chan! response:	There's no snow on the ground in Tokyo.
context: But she's not here, even though we got off the train together.\Has she already left?\I should've given her my cell number and stuff.\You didn't do that?\Then you can hardly call yourself friends.\Don't cry. Kyosuke and Junko are waiting downstairs.\Jun-chan!\There's no snow on the ground in Tokyo. response:	So. What do you want to do?
context: Has she already left?\I should've given her my cell number and stuff.\You didn't do that?\Then you can hardly call yourself friends.\Don't cry. Kyosuke and Junko are waiting downstairs.\Jun-chan!\There's no snow on the ground in Tokyo.\So. What do you want to do? response:	Wanna go have a drink?
context: I should've given her my cell number and stuff.\You didn't do that?\Then you can hardly call yourself friends.\Don't cry. Kyosuke and Junko are waiting downstairs.\Jun-chan!\There's no snow on the ground in Tokyo.\So. What do you want to do?\Wanna go have a drink? response:	But I gotta tell ya, I'm really tired.
context: You didn't do that?\Then you can hardly call yourself friends.\Don't cry. Kyosuke and Junko are waiting downstairs.\Jun-chan!\There's no snow on the ground in Tokyo.\So. What do you want to do?\Wanna go have a drink?\But I gotta tell ya, I'm really tired. response:	And it's one o'clock in the morning.
context: Then you can hardly call yourself friends.\Don't cry. Kyosuke and Junko are waiting downstairs.\Jun-chan!\There's no snow on the ground in Tokyo.\So. What do you want to do?\Wanna go have a drink?\But I gotta tell ya, I'm really tired.\And it's one o'clock in the morning. response:	Well then, I guess that means we'll go home directly.
context: Don't cry. Kyosuke and Junko are waiting downstairs.\Jun-chan!\There's no snow on the ground in Tokyo.\So. What do you want to do?\Wanna go have a drink?\But I gotta tell ya, I'm really tired.\And it's one o'clock in the morning.\Well then, I guess that means we'll go home directly. response:	I'm really sorry.
context: Jun-chan!\There's no snow on the ground in Tokyo.\So. What do you want to do?\Wanna go have a drink?\But I gotta tell ya, I'm really tired.\And it's one o'clock in the morning.\Well then, I guess that means we'll go home directly.\I'm really sorry. response:	I mean, you guys came all the way out here to meet me and all.
