context: Why do you refuse my call to be subjugated? response:	I'll never swear allegiance to the man who killed Lord Villar!
context: You're only Lady Marrine's contracted mage, after all.\But I'm here because she sent me to serve you!\Then from here on, be bolder with your recommendations.\And be fully prepared to get slashed if you anger me.\Yes, sir.\I suppose we must concede that Prince Milza is a brilliant leader.\Let's have the men fall back to their designated positions.\Meanwhile, you shall go in as our decoy. response:	Got it.
context: But I'm here because she sent me to serve you!\Then from here on, be bolder with your recommendations.\And be fully prepared to get slashed if you anger me.\Yes, sir.\I suppose we must concede that Prince Milza is a brilliant leader.\Let's have the men fall back to their designated positions.\Meanwhile, you shall go in as our decoy.\Got it. response:	Forget about the others!
context: Then from here on, be bolder with your recommendations.\And be fully prepared to get slashed if you anger me.\Yes, sir.\I suppose we must concede that Prince Milza is a brilliant leader.\Let's have the men fall back to their designated positions.\Meanwhile, you shall go in as our decoy.\Got it.\Forget about the others! response:	Head for Selge Constance in full force!
context: And be fully prepared to get slashed if you anger me.\Yes, sir.\I suppose we must concede that Prince Milza is a brilliant leader.\Let's have the men fall back to their designated positions.\Meanwhile, you shall go in as our decoy.\Got it.\Forget about the others!\Head for Selge Constance in full force! response:	Lassic David!
context: Yes, sir.\I suppose we must concede that Prince Milza is a brilliant leader.\Let's have the men fall back to their designated positions.\Meanwhile, you shall go in as our decoy.\Got it.\Forget about the others!\Head for Selge Constance in full force!\Lassic David! response:	There you are.
context: I suppose we must concede that Prince Milza is a brilliant leader.\Let's have the men fall back to their designated positions.\Meanwhile, you shall go in as our decoy.\Got it.\Forget about the others!\Head for Selge Constance in full force!\Lassic David!\There you are. response:	As expected, I was no match for him.
context: Let's have the men fall back to their designated positions.\Meanwhile, you shall go in as our decoy.\Got it.\Forget about the others!\Head for Selge Constance in full force!\Lassic David!\There you are.\As expected, I was no match for him. response:	No, you didn't lose many men, and it was a brilliant call you made against Milza.
context: Meanwhile, you shall go in as our decoy.\Got it.\Forget about the others!\Head for Selge Constance in full force!\Lassic David!\There you are.\As expected, I was no match for him.\No, you didn't lose many men, and it was a brilliant call you made against Milza. response:	Just leave the rest to me!
context: Got it.\Forget about the others!\Head for Selge Constance in full force!\Lassic David!\There you are.\As expected, I was no match for him.\No, you didn't lose many men, and it was a brilliant call you made against Milza.\Just leave the rest to me! response:	Bring it on!
context: Forget about the others!\Head for Selge Constance in full force!\Lassic David!\There you are.\As expected, I was no match for him.\No, you didn't lose many men, and it was a brilliant call you made against Milza.\Just leave the rest to me!\Bring it on! response:	Lord Lassic!
context: Head for Selge Constance in full force!\Lassic David!\There you are.\As expected, I was no match for him.\No, you didn't lose many men, and it was a brilliant call you made against Milza.\Just leave the rest to me!\Bring it on!\Lord Lassic! response:	Looks like my head's still intact somehow.
context: Lassic David!\There you are.\As expected, I was no match for him.\No, you didn't lose many men, and it was a brilliant call you made against Milza.\Just leave the rest to me!\Bring it on!\Lord Lassic!\Looks like my head's still intact somehow. response:	Milza Kuches... Such a terrifying man.
context: There you are.\As expected, I was no match for him.\No, you didn't lose many men, and it was a brilliant call you made against Milza.\Just leave the rest to me!\Bring it on!\Lord Lassic!\Looks like my head's still intact somehow.\Milza Kuches... Such a terrifying man. response:	Lassic David... I knew you were no ordinary man.
context: As expected, I was no match for him.\No, you didn't lose many men, and it was a brilliant call you made against Milza.\Just leave the rest to me!\Bring it on!\Lord Lassic!\Looks like my head's still intact somehow.\Milza Kuches... Such a terrifying man.\Lassic David... I knew you were no ordinary man. response:	Are those Igor Constance's troops?
context: No, you didn't lose many men, and it was a brilliant call you made against Milza.\Just leave the rest to me!\Bring it on!\Lord Lassic!\Looks like my head's still intact somehow.\Milza Kuches... Such a terrifying man.\Lassic David... I knew you were no ordinary man.\Are those Igor Constance's troops? response:	The odds would be against us if we engaged them now.
context: Just leave the rest to me!\Bring it on!\Lord Lassic!\Looks like my head's still intact somehow.\Milza Kuches... Such a terrifying man.\Lassic David... I knew you were no ordinary man.\Are those Igor Constance's troops?\The odds would be against us if we engaged them now. response:	That's enough! Head back to our homeland!
context: Bring it on!\Lord Lassic!\Looks like my head's still intact somehow.\Milza Kuches... Such a terrifying man.\Lassic David... I knew you were no ordinary man.\Are those Igor Constance's troops?\The odds would be against us if we engaged them now.\That's enough! Head back to our homeland! response:	I let my chance to kill Lassic slip away.
context: Lord Lassic!\Looks like my head's still intact somehow.\Milza Kuches... Such a terrifying man.\Lassic David... I knew you were no ordinary man.\Are those Igor Constance's troops?\The odds would be against us if we engaged them now.\That's enough! Head back to our homeland!\I let my chance to kill Lassic slip away. response:	The master of the castle is Theo Cornaro, with about three thousand troops.
context: Looks like my head's still intact somehow.\Milza Kuches... Such a terrifying man.\Lassic David... I knew you were no ordinary man.\Are those Igor Constance's troops?\The odds would be against us if we engaged them now.\That's enough! Head back to our homeland!\I let my chance to kill Lassic slip away.\The master of the castle is Theo Cornaro, with about three thousand troops. response:	Three thousand? More than I expected.
context: Milza Kuches... Such a terrifying man.\Lassic David... I knew you were no ordinary man.\Are those Igor Constance's troops?\The odds would be against us if we engaged them now.\That's enough! Head back to our homeland!\I let my chance to kill Lassic slip away.\The master of the castle is Theo Cornaro, with about three thousand troops.\Three thousand? More than I expected. response:	To think he'd muster that many men in such a short time.
context: Lassic David... I knew you were no ordinary man.\Are those Igor Constance's troops?\The odds would be against us if we engaged them now.\That's enough! Head back to our homeland!\I let my chance to kill Lassic slip away.\The master of the castle is Theo Cornaro, with about three thousand troops.\Three thousand? More than I expected.\To think he'd muster that many men in such a short time. response:	Do you get the feeling we should've allied with him that day?
context: Are those Igor Constance's troops?\The odds would be against us if we engaged them now.\That's enough! Head back to our homeland!\I let my chance to kill Lassic slip away.\The master of the castle is Theo Cornaro, with about three thousand troops.\Three thousand? More than I expected.\To think he'd muster that many men in such a short time.\Do you get the feeling we should've allied with him that day? response:	That is for you to determine, Lady Marrine.
context: The odds would be against us if we engaged them now.\That's enough! Head back to our homeland!\I let my chance to kill Lassic slip away.\The master of the castle is Theo Cornaro, with about three thousand troops.\Three thousand? More than I expected.\To think he'd muster that many men in such a short time.\Do you get the feeling we should've allied with him that day?\That is for you to determine, Lady Marrine. response:	You're right. And it's not as if I regret it.
context: That's enough! Head back to our homeland!\I let my chance to kill Lassic slip away.\The master of the castle is Theo Cornaro, with about three thousand troops.\Three thousand? More than I expected.\To think he'd muster that many men in such a short time.\Do you get the feeling we should've allied with him that day?\That is for you to determine, Lady Marrine.\You're right. And it's not as if I regret it. response:	Most likely, it's that I don't wish to go to war
context: I let my chance to kill Lassic slip away.\The master of the castle is Theo Cornaro, with about three thousand troops.\Three thousand? More than I expected.\To think he'd muster that many men in such a short time.\Do you get the feeling we should've allied with him that day?\That is for you to determine, Lady Marrine.\You're right. And it's not as if I regret it.\Most likely, it's that I don't wish to go to war response:	against him and his contracted mage, Siluca Meletes.
context: The master of the castle is Theo Cornaro, with about three thousand troops.\Three thousand? More than I expected.\To think he'd muster that many men in such a short time.\Do you get the feeling we should've allied with him that day?\That is for you to determine, Lady Marrine.\You're right. And it's not as if I regret it.\Most likely, it's that I don't wish to go to war\against him and his contracted mage, Siluca Meletes. response:	The Altirk Teaty drawn up by him and his allies is a declaration of war against the Alliance.
context: Three thousand? More than I expected.\To think he'd muster that many men in such a short time.\Do you get the feeling we should've allied with him that day?\That is for you to determine, Lady Marrine.\You're right. And it's not as if I regret it.\Most likely, it's that I don't wish to go to war\against him and his contracted mage, Siluca Meletes.\The Altirk Teaty drawn up by him and his allies is a declaration of war against the Alliance. response:	There is no question that he is a Lord whom we must vanquish.
context: To think he'd muster that many men in such a short time.\Do you get the feeling we should've allied with him that day?\That is for you to determine, Lady Marrine.\You're right. And it's not as if I regret it.\Most likely, it's that I don't wish to go to war\against him and his contracted mage, Siluca Meletes.\The Altirk Teaty drawn up by him and his allies is a declaration of war against the Alliance.\There is no question that he is a Lord whom we must vanquish. response:	I'm well aware of that.
context: Do you get the feeling we should've allied with him that day?\That is for you to determine, Lady Marrine.\You're right. And it's not as if I regret it.\Most likely, it's that I don't wish to go to war\against him and his contracted mage, Siluca Meletes.\The Altirk Teaty drawn up by him and his allies is a declaration of war against the Alliance.\There is no question that he is a Lord whom we must vanquish.\I'm well aware of that. response:	But before heading into battle, I'd like to meet with him.
context: That is for you to determine, Lady Marrine.\You're right. And it's not as if I regret it.\Most likely, it's that I don't wish to go to war\against him and his contracted mage, Siluca Meletes.\The Altirk Teaty drawn up by him and his allies is a declaration of war against the Alliance.\There is no question that he is a Lord whom we must vanquish.\I'm well aware of that.\But before heading into battle, I'd like to meet with him. response:	Then shall I arrange a summit?
context: You're right. And it's not as if I regret it.\Most likely, it's that I don't wish to go to war\against him and his contracted mage, Siluca Meletes.\The Altirk Teaty drawn up by him and his allies is a declaration of war against the Alliance.\There is no question that he is a Lord whom we must vanquish.\I'm well aware of that.\But before heading into battle, I'd like to meet with him.\Then shall I arrange a summit? response:	A summit, huh? What is there to discuss now?
context: Most likely, it's that I don't wish to go to war\against him and his contracted mage, Siluca Meletes.\The Altirk Teaty drawn up by him and his allies is a declaration of war against the Alliance.\There is no question that he is a Lord whom we must vanquish.\I'm well aware of that.\But before heading into battle, I'd like to meet with him.\Then shall I arrange a summit?\A summit, huh? What is there to discuss now? response:	It's futile to negotiate.
context: against him and his contracted mage, Siluca Meletes.\The Altirk Teaty drawn up by him and his allies is a declaration of war against the Alliance.\There is no question that he is a Lord whom we must vanquish.\I'm well aware of that.\But before heading into battle, I'd like to meet with him.\Then shall I arrange a summit?\A summit, huh? What is there to discuss now?\It's futile to negotiate. response:	Not only does Waldlind intend to reclaim this land,
context: The Altirk Teaty drawn up by him and his allies is a declaration of war against the Alliance.\There is no question that he is a Lord whom we must vanquish.\I'm well aware of that.\But before heading into battle, I'd like to meet with him.\Then shall I arrange a summit?\A summit, huh? What is there to discuss now?\It's futile to negotiate.\Not only does Waldlind intend to reclaim this land, response:	but there's no way we can withdraw, either.
context: There is no question that he is a Lord whom we must vanquish.\I'm well aware of that.\But before heading into battle, I'd like to meet with him.\Then shall I arrange a summit?\A summit, huh? What is there to discuss now?\It's futile to negotiate.\Not only does Waldlind intend to reclaim this land,\but there's no way we can withdraw, either. response:	Still, I'm sure Father is aware of that.
context: I'm well aware of that.\But before heading into battle, I'd like to meet with him.\Then shall I arrange a summit?\A summit, huh? What is there to discuss now?\It's futile to negotiate.\Not only does Waldlind intend to reclaim this land,\but there's no way we can withdraw, either.\Still, I'm sure Father is aware of that. response:	Perhaps, Lady Marrine wishes to meet with you, Sir Theo.
context: But before heading into battle, I'd like to meet with him.\Then shall I arrange a summit?\A summit, huh? What is there to discuss now?\It's futile to negotiate.\Not only does Waldlind intend to reclaim this land,\but there's no way we can withdraw, either.\Still, I'm sure Father is aware of that.\Perhaps, Lady Marrine wishes to meet with you, Sir Theo. response:	With me?
context: Then shall I arrange a summit?\A summit, huh? What is there to discuss now?\It's futile to negotiate.\Not only does Waldlind intend to reclaim this land,\but there's no way we can withdraw, either.\Still, I'm sure Father is aware of that.\Perhaps, Lady Marrine wishes to meet with you, Sir Theo.\With me? response:	Waldlind's forces are superior to ours.
context: A summit, huh? What is there to discuss now?\It's futile to negotiate.\Not only does Waldlind intend to reclaim this land,\but there's no way we can withdraw, either.\Still, I'm sure Father is aware of that.\Perhaps, Lady Marrine wishes to meet with you, Sir Theo.\With me?\Waldlind's forces are superior to ours. response:	I doubt even Father has any dark schemes in mind.
context: It's futile to negotiate.\Not only does Waldlind intend to reclaim this land,\but there's no way we can withdraw, either.\Still, I'm sure Father is aware of that.\Perhaps, Lady Marrine wishes to meet with you, Sir Theo.\With me?\Waldlind's forces are superior to ours.\I doubt even Father has any dark schemes in mind. response:	Most likely, Lady Marrine simply has an interest in you.
context: Not only does Waldlind intend to reclaim this land,\but there's no way we can withdraw, either.\Still, I'm sure Father is aware of that.\Perhaps, Lady Marrine wishes to meet with you, Sir Theo.\With me?\Waldlind's forces are superior to ours.\I doubt even Father has any dark schemes in mind.\Most likely, Lady Marrine simply has an interest in you. response:	I see.
context: but there's no way we can withdraw, either.\Still, I'm sure Father is aware of that.\Perhaps, Lady Marrine wishes to meet with you, Sir Theo.\With me?\Waldlind's forces are superior to ours.\I doubt even Father has any dark schemes in mind.\Most likely, Lady Marrine simply has an interest in you.\I see. response:	If so, then I'll meet with her. I wish to tell her something, too.
context: Still, I'm sure Father is aware of that.\Perhaps, Lady Marrine wishes to meet with you, Sir Theo.\With me?\Waldlind's forces are superior to ours.\I doubt even Father has any dark schemes in mind.\Most likely, Lady Marrine simply has an interest in you.\I see.\If so, then I'll meet with her. I wish to tell her something, too. response:	Although your father's probably going to be there...
context: Perhaps, Lady Marrine wishes to meet with you, Sir Theo.\With me?\Waldlind's forces are superior to ours.\I doubt even Father has any dark schemes in mind.\Most likely, Lady Marrine simply has an interest in you.\I see.\If so, then I'll meet with her. I wish to tell her something, too.\Although your father's probably going to be there... response:	Yes, and I was sure that I was never going to see Father again.
context: With me?\Waldlind's forces are superior to ours.\I doubt even Father has any dark schemes in mind.\Most likely, Lady Marrine simply has an interest in you.\I see.\If so, then I'll meet with her. I wish to tell her something, too.\Although your father's probably going to be there...\Yes, and I was sure that I was never going to see Father again. response:	So you do want to see him.
context: Waldlind's forces are superior to ours.\I doubt even Father has any dark schemes in mind.\Most likely, Lady Marrine simply has an interest in you.\I see.\If so, then I'll meet with her. I wish to tell her something, too.\Although your father's probably going to be there...\Yes, and I was sure that I was never going to see Father again.\So you do want to see him. response:	Of course I do.
context: I doubt even Father has any dark schemes in mind.\Most likely, Lady Marrine simply has an interest in you.\I see.\If so, then I'll meet with her. I wish to tell her something, too.\Although your father's probably going to be there...\Yes, and I was sure that I was never going to see Father again.\So you do want to see him.\Of course I do. response:	I always thought you were afraid of your father.
context: Most likely, Lady Marrine simply has an interest in you.\I see.\If so, then I'll meet with her. I wish to tell her something, too.\Although your father's probably going to be there...\Yes, and I was sure that I was never going to see Father again.\So you do want to see him.\Of course I do.\I always thought you were afraid of your father. response:	I admit that, as a mage, Father is a cold, heartless man.
context: I see.\If so, then I'll meet with her. I wish to tell her something, too.\Although your father's probably going to be there...\Yes, and I was sure that I was never going to see Father again.\So you do want to see him.\Of course I do.\I always thought you were afraid of your father.\I admit that, as a mage, Father is a cold, heartless man. response:	When I was a student at the Mage Academy, he even tried to kill me once.
context: If so, then I'll meet with her. I wish to tell her something, too.\Although your father's probably going to be there...\Yes, and I was sure that I was never going to see Father again.\So you do want to see him.\Of course I do.\I always thought you were afraid of your father.\I admit that, as a mage, Father is a cold, heartless man.\When I was a student at the Mage Academy, he even tried to kill me once. response:	K-Kill you?
context: Although your father's probably going to be there...\Yes, and I was sure that I was never going to see Father again.\So you do want to see him.\Of course I do.\I always thought you were afraid of your father.\I admit that, as a mage, Father is a cold, heartless man.\When I was a student at the Mage Academy, he even tried to kill me once.\K-Kill you? response:	It was for breaking the rules and almost getting expelled. It couldn't be helped.
context: Yes, and I was sure that I was never going to see Father again.\So you do want to see him.\Of course I do.\I always thought you were afraid of your father.\I admit that, as a mage, Father is a cold, heartless man.\When I was a student at the Mage Academy, he even tried to kill me once.\K-Kill you?\It was for breaking the rules and almost getting expelled. It couldn't be helped. response:	My father was only following the bylaws of the Mage Academy.
context: So you do want to see him.\Of course I do.\I always thought you were afraid of your father.\I admit that, as a mage, Father is a cold, heartless man.\When I was a student at the Mage Academy, he even tried to kill me once.\K-Kill you?\It was for breaking the rules and almost getting expelled. It couldn't be helped.\My father was only following the bylaws of the Mage Academy. response:	That's still no reason to take your life!
context: Of course I do.\I always thought you were afraid of your father.\I admit that, as a mage, Father is a cold, heartless man.\When I was a student at the Mage Academy, he even tried to kill me once.\K-Kill you?\It was for breaking the rules and almost getting expelled. It couldn't be helped.\My father was only following the bylaws of the Mage Academy.\That's still no reason to take your life! response:	Despite it all, he's still my father.
context: I always thought you were afraid of your father.\I admit that, as a mage, Father is a cold, heartless man.\When I was a student at the Mage Academy, he even tried to kill me once.\K-Kill you?\It was for breaking the rules and almost getting expelled. It couldn't be helped.\My father was only following the bylaws of the Mage Academy.\That's still no reason to take your life!\Despite it all, he's still my father. response:	Father!
context: I admit that, as a mage, Father is a cold, heartless man.\When I was a student at the Mage Academy, he even tried to kill me once.\K-Kill you?\It was for breaking the rules and almost getting expelled. It couldn't be helped.\My father was only following the bylaws of the Mage Academy.\That's still no reason to take your life!\Despite it all, he's still my father.\Father! response:	It's all right. The summit hasn't started yet.
context: When I was a student at the Mage Academy, he even tried to kill me once.\K-Kill you?\It was for breaking the rules and almost getting expelled. It couldn't be helped.\My father was only following the bylaws of the Mage Academy.\That's still no reason to take your life!\Despite it all, he's still my father.\Father!\It's all right. The summit hasn't started yet. response:	Nice to meet you.
context: K-Kill you?\It was for breaking the rules and almost getting expelled. It couldn't be helped.\My father was only following the bylaws of the Mage Academy.\That's still no reason to take your life!\Despite it all, he's still my father.\Father!\It's all right. The summit hasn't started yet.\Nice to meet you. response:	You're quite young. The rumors were true.
context: It was for breaking the rules and almost getting expelled. It couldn't be helped.\My father was only following the bylaws of the Mage Academy.\That's still no reason to take your life!\Despite it all, he's still my father.\Father!\It's all right. The summit hasn't started yet.\Nice to meet you.\You're quite young. The rumors were true. response:	Unlike all the rumors, you seem very gentle, Margrave.
context: My father was only following the bylaws of the Mage Academy.\That's still no reason to take your life!\Despite it all, he's still my father.\Father!\It's all right. The summit hasn't started yet.\Nice to meet you.\You're quite young. The rumors were true.\Unlike all the rumors, you seem very gentle, Margrave. response:	Those close to me have been known to say the same.
context: That's still no reason to take your life!\Despite it all, he's still my father.\Father!\It's all right. The summit hasn't started yet.\Nice to meet you.\You're quite young. The rumors were true.\Unlike all the rumors, you seem very gentle, Margrave.\Those close to me have been known to say the same. response:	Lord Alexis, as well?
context: Despite it all, he's still my father.\Father!\It's all right. The summit hasn't started yet.\Nice to meet you.\You're quite young. The rumors were true.\Unlike all the rumors, you seem very gentle, Margrave.\Those close to me have been known to say the same.\Lord Alexis, as well? response:	Of course.
context: Father!\It's all right. The summit hasn't started yet.\Nice to meet you.\You're quite young. The rumors were true.\Unlike all the rumors, you seem very gentle, Margrave.\Those close to me have been known to say the same.\Lord Alexis, as well?\Of course. response:	He was kind enough to call me his friend.
context: It's all right. The summit hasn't started yet.\Nice to meet you.\You're quite young. The rumors were true.\Unlike all the rumors, you seem very gentle, Margrave.\Those close to me have been known to say the same.\Lord Alexis, as well?\Of course.\He was kind enough to call me his friend. response:	What?
context: Nice to meet you.\You're quite young. The rumors were true.\Unlike all the rumors, you seem very gentle, Margrave.\Those close to me have been known to say the same.\Lord Alexis, as well?\Of course.\He was kind enough to call me his friend.\What? response:	Lord Alexis still loves you with all his heart, even now.
context: You're quite young. The rumors were true.\Unlike all the rumors, you seem very gentle, Margrave.\Those close to me have been known to say the same.\Lord Alexis, as well?\Of course.\He was kind enough to call me his friend.\What?\Lord Alexis still loves you with all his heart, even now. response:	So I'd very much like it if you two could be united.
context: Unlike all the rumors, you seem very gentle, Margrave.\Those close to me have been known to say the same.\Lord Alexis, as well?\Of course.\He was kind enough to call me his friend.\What?\Lord Alexis still loves you with all his heart, even now.\So I'd very much like it if you two could be united. response:	I'd expect no less from a friend of the Marquis of Jalucia.
context: Those close to me have been known to say the same.\Lord Alexis, as well?\Of course.\He was kind enough to call me his friend.\What?\Lord Alexis still loves you with all his heart, even now.\So I'd very much like it if you two could be united.\I'd expect no less from a friend of the Marquis of Jalucia. response:	So you, too, are a dreamer!
context: Lord Alexis, as well?\Of course.\He was kind enough to call me his friend.\What?\Lord Alexis still loves you with all his heart, even now.\So I'd very much like it if you two could be united.\I'd expect no less from a friend of the Marquis of Jalucia.\So you, too, are a dreamer! response:	But I was told the same thing by the Earl of Altirk.
context: Of course.\He was kind enough to call me his friend.\What?\Lord Alexis still loves you with all his heart, even now.\So I'd very much like it if you two could be united.\I'd expect no less from a friend of the Marquis of Jalucia.\So you, too, are a dreamer!\But I was told the same thing by the Earl of Altirk. response:	By Lord Villar?
context: He was kind enough to call me his friend.\What?\Lord Alexis still loves you with all his heart, even now.\So I'd very much like it if you two could be united.\I'd expect no less from a friend of the Marquis of Jalucia.\So you, too, are a dreamer!\But I was told the same thing by the Earl of Altirk.\By Lord Villar? response:	Those were... his last words.
context: What?\Lord Alexis still loves you with all his heart, even now.\So I'd very much like it if you two could be united.\I'd expect no less from a friend of the Marquis of Jalucia.\So you, too, are a dreamer!\But I was told the same thing by the Earl of Altirk.\By Lord Villar?\Those were... his last words. response:	If that's so
context: Lord Alexis still loves you with all his heart, even now.\So I'd very much like it if you two could be united.\I'd expect no less from a friend of the Marquis of Jalucia.\So you, too, are a dreamer!\But I was told the same thing by the Earl of Altirk.\By Lord Villar?\Those were... his last words.\If that's so response:	We were too naive. Both myself and Alexis.
context: So I'd very much like it if you two could be united.\I'd expect no less from a friend of the Marquis of Jalucia.\So you, too, are a dreamer!\But I was told the same thing by the Earl of Altirk.\By Lord Villar?\Those were... his last words.\If that's so\We were too naive. Both myself and Alexis. response:	We never even realized there those who didn't want the era of Chaos to end.
context: I'd expect no less from a friend of the Marquis of Jalucia.\So you, too, are a dreamer!\But I was told the same thing by the Earl of Altirk.\By Lord Villar?\Those were... his last words.\If that's so\We were too naive. Both myself and Alexis.\We never even realized there those who didn't want the era of Chaos to end. response:	Therefore, I've resolved to unite the continent by military force.
context: So you, too, are a dreamer!\But I was told the same thing by the Earl of Altirk.\By Lord Villar?\Those were... his last words.\If that's so\We were too naive. Both myself and Alexis.\We never even realized there those who didn't want the era of Chaos to end.\Therefore, I've resolved to unite the continent by military force. response:	If this great war continues, then our Crests will eventually be fused.
context: But I was told the same thing by the Earl of Altirk.\By Lord Villar?\Those were... his last words.\If that's so\We were too naive. Both myself and Alexis.\We never even realized there those who didn't want the era of Chaos to end.\Therefore, I've resolved to unite the continent by military force.\If this great war continues, then our Crests will eventually be fused. response:	Should that happen, it won't be long before those who writhe in the darkness emerge.
context: By Lord Villar?\Those were... his last words.\If that's so\We were too naive. Both myself and Alexis.\We never even realized there those who didn't want the era of Chaos to end.\Therefore, I've resolved to unite the continent by military force.\If this great war continues, then our Crests will eventually be fused.\Should that happen, it won't be long before those who writhe in the darkness emerge. response:	Are you planning to wipe them out, and bring about an era where Lords rule?
context: Those were... his last words.\If that's so\We were too naive. Both myself and Alexis.\We never even realized there those who didn't want the era of Chaos to end.\Therefore, I've resolved to unite the continent by military force.\If this great war continues, then our Crests will eventually be fused.\Should that happen, it won't be long before those who writhe in the darkness emerge.\Are you planning to wipe them out, and bring about an era where Lords rule? response:	Because I myself am a Lord.
context: If that's so\We were too naive. Both myself and Alexis.\We never even realized there those who didn't want the era of Chaos to end.\Therefore, I've resolved to unite the continent by military force.\If this great war continues, then our Crests will eventually be fused.\Should that happen, it won't be long before those who writhe in the darkness emerge.\Are you planning to wipe them out, and bring about an era where Lords rule?\Because I myself am a Lord. response:	Doing so will cause much bloodshed.
context: We were too naive. Both myself and Alexis.\We never even realized there those who didn't want the era of Chaos to end.\Therefore, I've resolved to unite the continent by military force.\If this great war continues, then our Crests will eventually be fused.\Should that happen, it won't be long before those who writhe in the darkness emerge.\Are you planning to wipe them out, and bring about an era where Lords rule?\Because I myself am a Lord.\Doing so will cause much bloodshed. response:	I'm prepared for that.
context: We never even realized there those who didn't want the era of Chaos to end.\Therefore, I've resolved to unite the continent by military force.\If this great war continues, then our Crests will eventually be fused.\Should that happen, it won't be long before those who writhe in the darkness emerge.\Are you planning to wipe them out, and bring about an era where Lords rule?\Because I myself am a Lord.\Doing so will cause much bloodshed.\I'm prepared for that. response:	I'd like to strive for the same ideals which you've abandoned.
context: Therefore, I've resolved to unite the continent by military force.\If this great war continues, then our Crests will eventually be fused.\Should that happen, it won't be long before those who writhe in the darkness emerge.\Are you planning to wipe them out, and bring about an era where Lords rule?\Because I myself am a Lord.\Doing so will cause much bloodshed.\I'm prepared for that.\I'd like to strive for the same ideals which you've abandoned. response:	Are you up to it?
context: If this great war continues, then our Crests will eventually be fused.\Should that happen, it won't be long before those who writhe in the darkness emerge.\Are you planning to wipe them out, and bring about an era where Lords rule?\Because I myself am a Lord.\Doing so will cause much bloodshed.\I'm prepared for that.\I'd like to strive for the same ideals which you've abandoned.\Are you up to it? response:	I am.
context: Should that happen, it won't be long before those who writhe in the darkness emerge.\Are you planning to wipe them out, and bring about an era where Lords rule?\Because I myself am a Lord.\Doing so will cause much bloodshed.\I'm prepared for that.\I'd like to strive for the same ideals which you've abandoned.\Are you up to it?\I am. response:	Because Siluca will show me the way.
context: Are you planning to wipe them out, and bring about an era where Lords rule?\Because I myself am a Lord.\Doing so will cause much bloodshed.\I'm prepared for that.\I'd like to strive for the same ideals which you've abandoned.\Are you up to it?\I am.\Because Siluca will show me the way. response:	Huh?
context: Because I myself am a Lord.\Doing so will cause much bloodshed.\I'm prepared for that.\I'd like to strive for the same ideals which you've abandoned.\Are you up to it?\I am.\Because Siluca will show me the way.\Huh? response:	Come to think of it, you gave up your court rank and territories for Lady Siluca.
context: Doing so will cause much bloodshed.\I'm prepared for that.\I'd like to strive for the same ideals which you've abandoned.\Are you up to it?\I am.\Because Siluca will show me the way.\Huh?\Come to think of it, you gave up your court rank and territories for Lady Siluca. response:	I simply considered what was precious to me before making my choice.
context: I'm prepared for that.\I'd like to strive for the same ideals which you've abandoned.\Are you up to it?\I am.\Because Siluca will show me the way.\Huh?\Come to think of it, you gave up your court rank and territories for Lady Siluca.\I simply considered what was precious to me before making my choice. response:	As did I.
context: I'd like to strive for the same ideals which you've abandoned.\Are you up to it?\I am.\Because Siluca will show me the way.\Huh?\Come to think of it, you gave up your court rank and territories for Lady Siluca.\I simply considered what was precious to me before making my choice.\As did I. response:	Though in my case, what turned out to be more precious was not Alexis,
context: Are you up to it?\I am.\Because Siluca will show me the way.\Huh?\Come to think of it, you gave up your court rank and territories for Lady Siluca.\I simply considered what was precious to me before making my choice.\As did I.\Though in my case, what turned out to be more precious was not Alexis, response:	but Waldlind, and the Factory Alliance.
context: I am.\Because Siluca will show me the way.\Huh?\Come to think of it, you gave up your court rank and territories for Lady Siluca.\I simply considered what was precious to me before making my choice.\As did I.\Though in my case, what turned out to be more precious was not Alexis,\but Waldlind, and the Factory Alliance. response:	Nothing has changed.
context: Because Siluca will show me the way.\Huh?\Come to think of it, you gave up your court rank and territories for Lady Siluca.\I simply considered what was precious to me before making my choice.\As did I.\Though in my case, what turned out to be more precious was not Alexis,\but Waldlind, and the Factory Alliance.\Nothing has changed. response:	I don't wish fight you, Lord Theo, but I must reclaim this territory.
context: Huh?\Come to think of it, you gave up your court rank and territories for Lady Siluca.\I simply considered what was precious to me before making my choice.\As did I.\Though in my case, what turned out to be more precious was not Alexis,\but Waldlind, and the Factory Alliance.\Nothing has changed.\I don't wish fight you, Lord Theo, but I must reclaim this territory. response:	I don't wish to fight you, either, but there's no way I'm giving in to you.
context: Come to think of it, you gave up your court rank and territories for Lady Siluca.\I simply considered what was precious to me before making my choice.\As did I.\Though in my case, what turned out to be more precious was not Alexis,\but Waldlind, and the Factory Alliance.\Nothing has changed.\I don't wish fight you, Lord Theo, but I must reclaim this territory.\I don't wish to fight you, either, but there's no way I'm giving in to you. response:	There you have it.
context: I simply considered what was precious to me before making my choice.\As did I.\Though in my case, what turned out to be more precious was not Alexis,\but Waldlind, and the Factory Alliance.\Nothing has changed.\I don't wish fight you, Lord Theo, but I must reclaim this territory.\I don't wish to fight you, either, but there's no way I'm giving in to you.\There you have it. response:	Let us meet again on the battlefield.
