context: Today, I am giving the Honnouji Academy response:	Student Council system a fresh start!
context: My mom died right after I was born,\and my dad was a scientist who only had time for his research.\We never got along, so I started living\in the dorms in grade school.\OX ELEMENTARY SCHOOL\I started to turn bad and fight all the time.\By my first year of high school, I was a full-blown juvenile delinquent.\And then, six months ago, response:	I got a message from Dad saying that he wanted to talk,
context: and my dad was a scientist who only had time for his research.\We never got along, so I started living\in the dorms in grade school.\OX ELEMENTARY SCHOOL\I started to turn bad and fight all the time.\By my first year of high school, I was a full-blown juvenile delinquent.\And then, six months ago,\I got a message from Dad saying that he wanted to talk, response:	so I went home for the first time in ages.
context: We never got along, so I started living\in the dorms in grade school.\OX ELEMENTARY SCHOOL\I started to turn bad and fight all the time.\By my first year of high school, I was a full-blown juvenile delinquent.\And then, six months ago,\I got a message from Dad saying that he wanted to talk,\so I went home for the first time in ages. response:	But...
context: in the dorms in grade school.\OX ELEMENTARY SCHOOL\I started to turn bad and fight all the time.\By my first year of high school, I was a full-blown juvenile delinquent.\And then, six months ago,\I got a message from Dad saying that he wanted to talk,\so I went home for the first time in ages.\But... response:	Dad! Dad!
context: OX ELEMENTARY SCHOOL\I started to turn bad and fight all the time.\By my first year of high school, I was a full-blown juvenile delinquent.\And then, six months ago,\I got a message from Dad saying that he wanted to talk,\so I went home for the first time in ages.\But...\Dad! Dad! response:	Dad!
context: I started to turn bad and fight all the time.\By my first year of high school, I was a full-blown juvenile delinquent.\And then, six months ago,\I got a message from Dad saying that he wanted to talk,\so I went home for the first time in ages.\But...\Dad! Dad!\Dad! response:	Don't make a scene, Ryuko.
context: By my first year of high school, I was a full-blown juvenile delinquent.\And then, six months ago,\I got a message from Dad saying that he wanted to talk,\so I went home for the first time in ages.\But...\Dad! Dad!\Dad!\Don't make a scene, Ryuko. response:	If you want to live a peaceful life, just get up and walk away.
context: And then, six months ago,\I got a message from Dad saying that he wanted to talk,\so I went home for the first time in ages.\But...\Dad! Dad!\Dad!\Don't make a scene, Ryuko.\If you want to live a peaceful life, just get up and walk away. response:	But if you're going to fight in my place...
context: I got a message from Dad saying that he wanted to talk,\so I went home for the first time in ages.\But...\Dad! Dad!\Dad!\Don't make a scene, Ryuko.\If you want to live a peaceful life, just get up and walk away.\But if you're going to fight in my place... response:	What do you mean, fight?
context: so I went home for the first time in ages.\But...\Dad! Dad!\Dad!\Don't make a scene, Ryuko.\If you want to live a peaceful life, just get up and walk away.\But if you're going to fight in my place...\What do you mean, fight? response:	If you take that Scissor, you're sure to find the person who killed me.
context: But...\Dad! Dad!\Dad!\Don't make a scene, Ryuko.\If you want to live a peaceful life, just get up and walk away.\But if you're going to fight in my place...\What do you mean, fight?\If you take that Scissor, you're sure to find the person who killed me. response:	But a cruel fate lies in store for you...
context: Dad! Dad!\Dad!\Don't make a scene, Ryuko.\If you want to live a peaceful life, just get up and walk away.\But if you're going to fight in my place...\What do you mean, fight?\If you take that Scissor, you're sure to find the person who killed me.\But a cruel fate lies in store for you... response:	Hold it!
context: Dad!\Don't make a scene, Ryuko.\If you want to live a peaceful life, just get up and walk away.\But if you're going to fight in my place...\What do you mean, fight?\If you take that Scissor, you're sure to find the person who killed me.\But a cruel fate lies in store for you...\Hold it! response:	Let them go, Ryuko!
context: Don't make a scene, Ryuko.\If you want to live a peaceful life, just get up and walk away.\But if you're going to fight in my place...\What do you mean, fight?\If you take that Scissor, you're sure to find the person who killed me.\But a cruel fate lies in store for you...\Hold it!\Let them go, Ryuko! response:	There's still much that I have to tell you!
context: If you want to live a peaceful life, just get up and walk away.\But if you're going to fight in my place...\What do you mean, fight?\If you take that Scissor, you're sure to find the person who killed me.\But a cruel fate lies in store for you...\Hold it!\Let them go, Ryuko!\There's still much that I have to tell you! response:	Dad...
context: But if you're going to fight in my place...\What do you mean, fight?\If you take that Scissor, you're sure to find the person who killed me.\But a cruel fate lies in store for you...\Hold it!\Let them go, Ryuko!\There's still much that I have to tell you!\Dad... response:	DAD!
context: What do you mean, fight?\If you take that Scissor, you're sure to find the person who killed me.\But a cruel fate lies in store for you...\Hold it!\Let them go, Ryuko!\There's still much that I have to tell you!\Dad...\DAD! response:	When we lived apart, there were times when I hated him.
context: If you take that Scissor, you're sure to find the person who killed me.\But a cruel fate lies in store for you...\Hold it!\Let them go, Ryuko!\There's still much that I have to tell you!\Dad...\DAD!\When we lived apart, there were times when I hated him. response:	But when he died, I realized for the first time
context: But a cruel fate lies in store for you...\Hold it!\Let them go, Ryuko!\There's still much that I have to tell you!\Dad...\DAD!\When we lived apart, there were times when I hated him.\But when he died, I realized for the first time response:	that I didn't know anything about my father.
context: Hold it!\Let them go, Ryuko!\There's still much that I have to tell you!\Dad...\DAD!\When we lived apart, there were times when I hated him.\But when he died, I realized for the first time\that I didn't know anything about my father. response:	So I wanted to at least find out who killed him, and why.
context: Let them go, Ryuko!\There's still much that I have to tell you!\Dad...\DAD!\When we lived apart, there were times when I hated him.\But when he died, I realized for the first time\that I didn't know anything about my father.\So I wanted to at least find out who killed him, and why. response:	And what he was trying to tell me.
context: There's still much that I have to tell you!\Dad...\DAD!\When we lived apart, there were times when I hated him.\But when he died, I realized for the first time\that I didn't know anything about my father.\So I wanted to at least find out who killed him, and why.\And what he was trying to tell me. response:	And what this Scissor is.
context: Dad...\DAD!\When we lived apart, there were times when I hated him.\But when he died, I realized for the first time\that I didn't know anything about my father.\So I wanted to at least find out who killed him, and why.\And what he was trying to tell me.\And what this Scissor is. response:	I want to find those answers.
context: DAD!\When we lived apart, there were times when I hated him.\But when he died, I realized for the first time\that I didn't know anything about my father.\So I wanted to at least find out who killed him, and why.\And what he was trying to tell me.\And what this Scissor is.\I want to find those answers. response:	And to know why my dad created you, Senketsu.
context: When we lived apart, there were times when I hated him.\But when he died, I realized for the first time\that I didn't know anything about my father.\So I wanted to at least find out who killed him, and why.\And what he was trying to tell me.\And what this Scissor is.\I want to find those answers.\And to know why my dad created you, Senketsu. response:	There's nothing here...
context: But when he died, I realized for the first time\that I didn't know anything about my father.\So I wanted to at least find out who killed him, and why.\And what he was trying to tell me.\And what this Scissor is.\I want to find those answers.\And to know why my dad created you, Senketsu.\There's nothing here... response:	I thought that there might be some kind of clue where I found you,
context: that I didn't know anything about my father.\So I wanted to at least find out who killed him, and why.\And what he was trying to tell me.\And what this Scissor is.\I want to find those answers.\And to know why my dad created you, Senketsu.\There's nothing here...\I thought that there might be some kind of clue where I found you, response:	but I guess it was a waste of time.
context: So I wanted to at least find out who killed him, and why.\And what he was trying to tell me.\And what this Scissor is.\I want to find those answers.\And to know why my dad created you, Senketsu.\There's nothing here...\I thought that there might be some kind of clue where I found you,\but I guess it was a waste of time. response:	Mikisugi's doing, no doubt.
context: And what he was trying to tell me.\And what this Scissor is.\I want to find those answers.\And to know why my dad created you, Senketsu.\There's nothing here...\I thought that there might be some kind of clue where I found you,\but I guess it was a waste of time.\Mikisugi's doing, no doubt. response:	Maybe.
context: And what this Scissor is.\I want to find those answers.\And to know why my dad created you, Senketsu.\There's nothing here...\I thought that there might be some kind of clue where I found you,\but I guess it was a waste of time.\Mikisugi's doing, no doubt.\Maybe. response:	I'm sorry, Dad brought home a messed up scooter.
context: I want to find those answers.\And to know why my dad created you, Senketsu.\There's nothing here...\I thought that there might be some kind of clue where I found you,\but I guess it was a waste of time.\Mikisugi's doing, no doubt.\Maybe.\I'm sorry, Dad brought home a messed up scooter. response:	I can't believe the gas gauge was busted.
context: And to know why my dad created you, Senketsu.\There's nothing here...\I thought that there might be some kind of clue where I found you,\but I guess it was a waste of time.\Mikisugi's doing, no doubt.\Maybe.\I'm sorry, Dad brought home a messed up scooter.\I can't believe the gas gauge was busted. response:	Say, Ryuko.
context: There's nothing here...\I thought that there might be some kind of clue where I found you,\but I guess it was a waste of time.\Mikisugi's doing, no doubt.\Maybe.\I'm sorry, Dad brought home a messed up scooter.\I can't believe the gas gauge was busted.\Say, Ryuko. response:	You have us now. You're not alone.
context: I thought that there might be some kind of clue where I found you,\but I guess it was a waste of time.\Mikisugi's doing, no doubt.\Maybe.\I'm sorry, Dad brought home a messed up scooter.\I can't believe the gas gauge was busted.\Say, Ryuko.\You have us now. You're not alone. response:	It's not just Senketsu.
context: but I guess it was a waste of time.\Mikisugi's doing, no doubt.\Maybe.\I'm sorry, Dad brought home a messed up scooter.\I can't believe the gas gauge was busted.\Say, Ryuko.\You have us now. You're not alone.\It's not just Senketsu. response:	Me, my family, we all love you, Ryuko.
context: Mikisugi's doing, no doubt.\Maybe.\I'm sorry, Dad brought home a messed up scooter.\I can't believe the gas gauge was busted.\Say, Ryuko.\You have us now. You're not alone.\It's not just Senketsu.\Me, my family, we all love you, Ryuko. response:	Sure, I know that.
context: Maybe.\I'm sorry, Dad brought home a messed up scooter.\I can't believe the gas gauge was busted.\Say, Ryuko.\You have us now. You're not alone.\It's not just Senketsu.\Me, my family, we all love you, Ryuko.\Sure, I know that. response:	Then let's hitchhike!
context: I'm sorry, Dad brought home a messed up scooter.\I can't believe the gas gauge was busted.\Say, Ryuko.\You have us now. You're not alone.\It's not just Senketsu.\Me, my family, we all love you, Ryuko.\Sure, I know that.\Then let's hitchhike! response:	- Say what? - Hey! Heyhey!
context: I can't believe the gas gauge was busted.\Say, Ryuko.\You have us now. You're not alone.\It's not just Senketsu.\Me, my family, we all love you, Ryuko.\Sure, I know that.\Then let's hitchhike!\- Say what? - Hey! Heyhey! response:	Heyheyheyhey! Hey! Heyheyhey! Hey! Heyhe
context: Say, Ryuko.\You have us now. You're not alone.\It's not just Senketsu.\Me, my family, we all love you, Ryuko.\Sure, I know that.\Then let's hitchhike!\- Say what? - Hey! Heyhey!\Heyheyheyhey! Hey! Heyheyhey! Hey! Heyhe response:	Jackass! Watch where you're driving!
context: You have us now. You're not alone.\It's not just Senketsu.\Me, my family, we all love you, Ryuko.\Sure, I know that.\Then let's hitchhike!\- Say what? - Hey! Heyhey!\Heyheyheyhey! Hey! Heyheyhey! Hey! Heyhe\Jackass! Watch where you're driving! response:	What's the matter? Did you break down?
context: It's not just Senketsu.\Me, my family, we all love you, Ryuko.\Sure, I know that.\Then let's hitchhike!\- Say what? - Hey! Heyhey!\Heyheyheyhey! Hey! Heyheyhey! Hey! Heyhe\Jackass! Watch where you're driving!\What's the matter? Did you break down? response:	I reeled in Gamagoori!
context: Me, my family, we all love you, Ryuko.\Sure, I know that.\Then let's hitchhike!\- Say what? - Hey! Heyhey!\Heyheyheyhey! Hey! Heyheyhey! Hey! Heyhe\Jackass! Watch where you're driving!\What's the matter? Did you break down?\I reeled in Gamagoori! response:	Gamagoori! You followed me all the way out here?
context: Sure, I know that.\Then let's hitchhike!\- Say what? - Hey! Heyhey!\Heyheyheyhey! Hey! Heyheyhey! Hey! Heyhe\Jackass! Watch where you're driving!\What's the matter? Did you break down?\I reeled in Gamagoori!\Gamagoori! You followed me all the way out here? response:	Calm down.
context: Then let's hitchhike!\- Say what? - Hey! Heyhey!\Heyheyheyhey! Hey! Heyheyhey! Hey! Heyhe\Jackass! Watch where you're driving!\What's the matter? Did you break down?\I reeled in Gamagoori!\Gamagoori! You followed me all the way out here?\Calm down. response:	I have no intention of fighting you here.
context: - Say what? - Hey! Heyhey!\Heyheyheyhey! Hey! Heyheyhey! Hey! Heyhe\Jackass! Watch where you're driving!\What's the matter? Did you break down?\I reeled in Gamagoori!\Gamagoori! You followed me all the way out here?\Calm down.\I have no intention of fighting you here. response:	Come again?
context: Heyheyheyhey! Hey! Heyheyhey! Hey! Heyhe\Jackass! Watch where you're driving!\What's the matter? Did you break down?\I reeled in Gamagoori!\Gamagoori! You followed me all the way out here?\Calm down.\I have no intention of fighting you here.\Come again? response:	My fight with you will be on Sudden Death Runoff day.
context: Jackass! Watch where you're driving!\What's the matter? Did you break down?\I reeled in Gamagoori!\Gamagoori! You followed me all the way out here?\Calm down.\I have no intention of fighting you here.\Come again?\My fight with you will be on Sudden Death Runoff day. response:	What do you want, then?
context: What's the matter? Did you break down?\I reeled in Gamagoori!\Gamagoori! You followed me all the way out here?\Calm down.\I have no intention of fighting you here.\Come again?\My fight with you will be on Sudden Death Runoff day.\What do you want, then? response:	Get in.
context: I reeled in Gamagoori!\Gamagoori! You followed me all the way out here?\Calm down.\I have no intention of fighting you here.\Come again?\My fight with you will be on Sudden Death Runoff day.\What do you want, then?\Get in. response:	I am Ira Gamagoori, Honnouji Academy Disciplinary Committee Chair.
context: Gamagoori! You followed me all the way out here?\Calm down.\I have no intention of fighting you here.\Come again?\My fight with you will be on Sudden Death Runoff day.\What do you want, then?\Get in.\I am Ira Gamagoori, Honnouji Academy Disciplinary Committee Chair. response:	If we come across a Honnouji Academy student in trouble off of campus,
context: Calm down.\I have no intention of fighting you here.\Come again?\My fight with you will be on Sudden Death Runoff day.\What do you want, then?\Get in.\I am Ira Gamagoori, Honnouji Academy Disciplinary Committee Chair.\If we come across a Honnouji Academy student in trouble off of campus, response:	it is the duty of committee members to assist them.
context: I have no intention of fighting you here.\Come again?\My fight with you will be on Sudden Death Runoff day.\What do you want, then?\Get in.\I am Ira Gamagoori, Honnouji Academy Disciplinary Committee Chair.\If we come across a Honnouji Academy student in trouble off of campus,\it is the duty of committee members to assist them. response:	That holds true even for you. Get in.
context: Come again?\My fight with you will be on Sudden Death Runoff day.\What do you want, then?\Get in.\I am Ira Gamagoori, Honnouji Academy Disciplinary Committee Chair.\If we come across a Honnouji Academy student in trouble off of campus,\it is the duty of committee members to assist them.\That holds true even for you. Get in. response:	But we can't
context: My fight with you will be on Sudden Death Runoff day.\What do you want, then?\Get in.\I am Ira Gamagoori, Honnouji Academy Disciplinary Committee Chair.\If we come across a Honnouji Academy student in trouble off of campus,\it is the duty of committee members to assist them.\That holds true even for you. Get in.\But we can't response:	This seat is so soft!
context: What do you want, then?\Get in.\I am Ira Gamagoori, Honnouji Academy Disciplinary Committee Chair.\If we come across a Honnouji Academy student in trouble off of campus,\it is the duty of committee members to assist them.\That holds true even for you. Get in.\But we can't\This seat is so soft! response:	It must must be brand-new! It's all sparkly!
context: Get in.\I am Ira Gamagoori, Honnouji Academy Disciplinary Committee Chair.\If we come across a Honnouji Academy student in trouble off of campus,\it is the duty of committee members to assist them.\That holds true even for you. Get in.\But we can't\This seat is so soft!\It must must be brand-new! It's all sparkly! response:	And your license is all sparkly and new, too!
context: I am Ira Gamagoori, Honnouji Academy Disciplinary Committee Chair.\If we come across a Honnouji Academy student in trouble off of campus,\it is the duty of committee members to assist them.\That holds true even for you. Get in.\But we can't\This seat is so soft!\It must must be brand-new! It's all sparkly!\And your license is all sparkly and new, too! response:	Ryuko, let's go for a drive!
context: If we come across a Honnouji Academy student in trouble off of campus,\it is the duty of committee members to assist them.\That holds true even for you. Get in.\But we can't\This seat is so soft!\It must must be brand-new! It's all sparkly!\And your license is all sparkly and new, too!\Ryuko, let's go for a drive! response:	Get in, get in, let's go!
context: it is the duty of committee members to assist them.\That holds true even for you. Get in.\But we can't\This seat is so soft!\It must must be brand-new! It's all sparkly!\And your license is all sparkly and new, too!\Ryuko, let's go for a drive!\Get in, get in, let's go! response:	On a drive, on a drive! On a drive to Hell!
context: That holds true even for you. Get in.\But we can't\This seat is so soft!\It must must be brand-new! It's all sparkly!\And your license is all sparkly and new, too!\Ryuko, let's go for a drive!\Get in, get in, let's go!\On a drive, on a drive! On a drive to Hell! response:	Goin' totally upside-down to the bottom of the pit! Hey!
context: But we can't\This seat is so soft!\It must must be brand-new! It's all sparkly!\And your license is all sparkly and new, too!\Ryuko, let's go for a drive!\Get in, get in, let's go!\On a drive, on a drive! On a drive to Hell!\Goin' totally upside-down to the bottom of the pit! Hey! response:	We've left the track and are gonna crash!
context: This seat is so soft!\It must must be brand-new! It's all sparkly!\And your license is all sparkly and new, too!\Ryuko, let's go for a drive!\Get in, get in, let's go!\On a drive, on a drive! On a drive to Hell!\Goin' totally upside-down to the bottom of the pit! Hey!\We've left the track and are gonna crash! response:	Matoi, make her stop that god-awful singing.
context: It must must be brand-new! It's all sparkly!\And your license is all sparkly and new, too!\Ryuko, let's go for a drive!\Get in, get in, let's go!\On a drive, on a drive! On a drive to Hell!\Goin' totally upside-down to the bottom of the pit! Hey!\We've left the track and are gonna crash!\Matoi, make her stop that god-awful singing. response:	Hit someone from behind and you get a pileup!
context: And your license is all sparkly and new, too!\Ryuko, let's go for a drive!\Get in, get in, let's go!\On a drive, on a drive! On a drive to Hell!\Goin' totally upside-down to the bottom of the pit! Hey!\We've left the track and are gonna crash!\Matoi, make her stop that god-awful singing.\Hit someone from behind and you get a pileup! response:	Do you honestly think anyone can make her stop?
context: Ryuko, let's go for a drive!\Get in, get in, let's go!\On a drive, on a drive! On a drive to Hell!\Goin' totally upside-down to the bottom of the pit! Hey!\We've left the track and are gonna crash!\Matoi, make her stop that god-awful singing.\Hit someone from behind and you get a pileup!\Do you honestly think anyone can make her stop? response:	We'll all go to hell together!
context: Get in, get in, let's go!\On a drive, on a drive! On a drive to Hell!\Goin' totally upside-down to the bottom of the pit! Hey!\We've left the track and are gonna crash!\Matoi, make her stop that god-awful singing.\Hit someone from behind and you get a pileup!\Do you honestly think anyone can make her stop?\We'll all go to hell together! response:	True, Mankanshoku has never had a red light.
context: On a drive, on a drive! On a drive to Hell!\Goin' totally upside-down to the bottom of the pit! Hey!\We've left the track and are gonna crash!\Matoi, make her stop that god-awful singing.\Hit someone from behind and you get a pileup!\Do you honestly think anyone can make her stop?\We'll all go to hell together!\True, Mankanshoku has never had a red light. response:	On a drive, on a drive, on a drive to Hell!
context: Goin' totally upside-down to the bottom of the pit! Hey!\We've left the track and are gonna crash!\Matoi, make her stop that god-awful singing.\Hit someone from behind and you get a pileup!\Do you honestly think anyone can make her stop?\We'll all go to hell together!\True, Mankanshoku has never had a red light.\On a drive, on a drive, on a drive to Hell! response:	That's right!
context: We've left the track and are gonna crash!\Matoi, make her stop that god-awful singing.\Hit someone from behind and you get a pileup!\Do you honestly think anyone can make her stop?\We'll all go to hell together!\True, Mankanshoku has never had a red light.\On a drive, on a drive, on a drive to Hell!\That's right! response:	My life's traffic lights are always yellow!
context: Matoi, make her stop that god-awful singing.\Hit someone from behind and you get a pileup!\Do you honestly think anyone can make her stop?\We'll all go to hell together!\True, Mankanshoku has never had a red light.\On a drive, on a drive, on a drive to Hell!\That's right!\My life's traffic lights are always yellow! response:	In life, proceed with caution, eh? There is truth in that.
context: Hit someone from behind and you get a pileup!\Do you honestly think anyone can make her stop?\We'll all go to hell together!\True, Mankanshoku has never had a red light.\On a drive, on a drive, on a drive to Hell!\That's right!\My life's traffic lights are always yellow!\In life, proceed with caution, eh? There is truth in that. response:	What nerve! This is a no-passing zone!
context: Do you honestly think anyone can make her stop?\We'll all go to hell together!\True, Mankanshoku has never had a red light.\On a drive, on a drive, on a drive to Hell!\That's right!\My life's traffic lights are always yellow!\In life, proceed with caution, eh? There is truth in that.\What nerve! This is a no-passing zone! response:	Doesn't he know the rules of the road?!
context: We'll all go to hell together!\True, Mankanshoku has never had a red light.\On a drive, on a drive, on a drive to Hell!\That's right!\My life's traffic lights are always yellow!\In life, proceed with caution, eh? There is truth in that.\What nerve! This is a no-passing zone!\Doesn't he know the rules of the road?! response:	Mako, get down!
context: True, Mankanshoku has never had a red light.\On a drive, on a drive, on a drive to Hell!\That's right!\My life's traffic lights are always yellow!\In life, proceed with caution, eh? There is truth in that.\What nerve! This is a no-passing zone!\Doesn't he know the rules of the road?!\Mako, get down! response:	Who the hell are they?!
context: On a drive, on a drive, on a drive to Hell!\That's right!\My life's traffic lights are always yellow!\In life, proceed with caution, eh? There is truth in that.\What nerve! This is a no-passing zone!\Doesn't he know the rules of the road?!\Mako, get down!\Who the hell are they?! response:	The Automotive Club and Airsoft Club merged to form
context: That's right!\My life's traffic lights are always yellow!\In life, proceed with caution, eh? There is truth in that.\What nerve! This is a no-passing zone!\Doesn't he know the rules of the road?!\Mako, get down!\Who the hell are they?!\The Automotive Club and Airsoft Club merged to form response:	the Automotive Airsoft Club.
context: My life's traffic lights are always yellow!\In life, proceed with caution, eh? There is truth in that.\What nerve! This is a no-passing zone!\Doesn't he know the rules of the road?!\Mako, get down!\Who the hell are they?!\The Automotive Club and Airsoft Club merged to form\the Automotive Airsoft Club. response:	I'm the one that they're gunning for.
context: In life, proceed with caution, eh? There is truth in that.\What nerve! This is a no-passing zone!\Doesn't he know the rules of the road?!\Mako, get down!\Who the hell are they?!\The Automotive Club and Airsoft Club merged to form\the Automotive Airsoft Club.\I'm the one that they're gunning for. response:	It's because Maiko Ogure proved that no one
context: What nerve! This is a no-passing zone!\Doesn't he know the rules of the road?!\Mako, get down!\Who the hell are they?!\The Automotive Club and Airsoft Club merged to form\the Automotive Airsoft Club.\I'm the one that they're gunning for.\It's because Maiko Ogure proved that no one response:	but you can wear your Kamui.
context: Doesn't he know the rules of the road?!\Mako, get down!\Who the hell are they?!\The Automotive Club and Airsoft Club merged to form\the Automotive Airsoft Club.\I'm the one that they're gunning for.\It's because Maiko Ogure proved that no one\but you can wear your Kamui. response:	So what they're after is your Three-Star Goku Uniform, huh?
context: Mako, get down!\Who the hell are they?!\The Automotive Club and Airsoft Club merged to form\the Automotive Airsoft Club.\I'm the one that they're gunning for.\It's because Maiko Ogure proved that no one\but you can wear your Kamui.\So what they're after is your Three-Star Goku Uniform, huh? response:	Ryuko, look at that!
context: Who the hell are they?!\The Automotive Club and Airsoft Club merged to form\the Automotive Airsoft Club.\I'm the one that they're gunning for.\It's because Maiko Ogure proved that no one\but you can wear your Kamui.\So what they're after is your Three-Star Goku Uniform, huh?\Ryuko, look at that! response:	What's the matter, Gamagoori?
context: The Automotive Club and Airsoft Club merged to form\the Automotive Airsoft Club.\I'm the one that they're gunning for.\It's because Maiko Ogure proved that no one\but you can wear your Kamui.\So what they're after is your Three-Star Goku Uniform, huh?\Ryuko, look at that!\What's the matter, Gamagoori? response:	AUTOMOTIVE AIRSOFT CLUB PRESIDENT RYOSUKE TODOROKI
context: the Automotive Airsoft Club.\I'm the one that they're gunning for.\It's because Maiko Ogure proved that no one\but you can wear your Kamui.\So what they're after is your Three-Star Goku Uniform, huh?\Ryuko, look at that!\What's the matter, Gamagoori?\AUTOMOTIVE AIRSOFT CLUB PRESIDENT RYOSUKE TODOROKI response:	Do you think you can escape Automotive Airsoft Club
context: I'm the one that they're gunning for.\It's because Maiko Ogure proved that no one\but you can wear your Kamui.\So what they're after is your Three-Star Goku Uniform, huh?\Ryuko, look at that!\What's the matter, Gamagoori?\AUTOMOTIVE AIRSOFT CLUB PRESIDENT RYOSUKE TODOROKI\Do you think you can escape Automotive Airsoft Club response:	President Ryosuke Todoroki in that clunker,
context: It's because Maiko Ogure proved that no one\but you can wear your Kamui.\So what they're after is your Three-Star Goku Uniform, huh?\Ryuko, look at that!\What's the matter, Gamagoori?\AUTOMOTIVE AIRSOFT CLUB PRESIDENT RYOSUKE TODOROKI\Do you think you can escape Automotive Airsoft Club\President Ryosuke Todoroki in that clunker, response:	Mr. Disciplinary Committee Chair?!
context: but you can wear your Kamui.\So what they're after is your Three-Star Goku Uniform, huh?\Ryuko, look at that!\What's the matter, Gamagoori?\AUTOMOTIVE AIRSOFT CLUB PRESIDENT RYOSUKE TODOROKI\Do you think you can escape Automotive Airsoft Club\President Ryosuke Todoroki in that clunker,\Mr. Disciplinary Committee Chair?! response:	Looks like we picked the wrong car to get into.
context: So what they're after is your Three-Star Goku Uniform, huh?\Ryuko, look at that!\What's the matter, Gamagoori?\AUTOMOTIVE AIRSOFT CLUB PRESIDENT RYOSUKE TODOROKI\Do you think you can escape Automotive Airsoft Club\President Ryosuke Todoroki in that clunker,\Mr. Disciplinary Committee Chair?!\Looks like we picked the wrong car to get into. response:	Whoa!
context: Ryuko, look at that!\What's the matter, Gamagoori?\AUTOMOTIVE AIRSOFT CLUB PRESIDENT RYOSUKE TODOROKI\Do you think you can escape Automotive Airsoft Club\President Ryosuke Todoroki in that clunker,\Mr. Disciplinary Committee Chair?!\Looks like we picked the wrong car to get into.\Whoa! response:	Interesting!
context: What's the matter, Gamagoori?\AUTOMOTIVE AIRSOFT CLUB PRESIDENT RYOSUKE TODOROKI\Do you think you can escape Automotive Airsoft Club\President Ryosuke Todoroki in that clunker,\Mr. Disciplinary Committee Chair?!\Looks like we picked the wrong car to get into.\Whoa!\Interesting! response:	But can you keep up with my driving skills?
context: AUTOMOTIVE AIRSOFT CLUB PRESIDENT RYOSUKE TODOROKI\Do you think you can escape Automotive Airsoft Club\President Ryosuke Todoroki in that clunker,\Mr. Disciplinary Committee Chair?!\Looks like we picked the wrong car to get into.\Whoa!\Interesting!\But can you keep up with my driving skills? response:	H-How can this be?!
context: Do you think you can escape Automotive Airsoft Club\President Ryosuke Todoroki in that clunker,\Mr. Disciplinary Committee Chair?!\Looks like we picked the wrong car to get into.\Whoa!\Interesting!\But can you keep up with my driving skills?\H-How can this be?! response:	Don't give me that!
context: President Ryosuke Todoroki in that clunker,\Mr. Disciplinary Committee Chair?!\Looks like we picked the wrong car to get into.\Whoa!\Interesting!\But can you keep up with my driving skills?\H-How can this be?!\Don't give me that! response:	When you spin the steering wheel like
context: Mr. Disciplinary Committee Chair?!\Looks like we picked the wrong car to get into.\Whoa!\Interesting!\But can you keep up with my driving skills?\H-How can this be?!\Don't give me that!\When you spin the steering wheel like response:	a maniac, you're obviously gonna spin out!!
context: Looks like we picked the wrong car to get into.\Whoa!\Interesting!\But can you keep up with my driving skills?\H-How can this be?!\Don't give me that!\When you spin the steering wheel like\a maniac, you're obviously gonna spin out!! response:	Is your brain as rookie as your license?
context: Whoa!\Interesting!\But can you keep up with my driving skills?\H-How can this be?!\Don't give me that!\When you spin the steering wheel like\a maniac, you're obviously gonna spin out!!\Is your brain as rookie as your license? response:	Ow... You okay, Mako?
context: Interesting!\But can you keep up with my driving skills?\H-How can this be?!\Don't give me that!\When you spin the steering wheel like\a maniac, you're obviously gonna spin out!!\Is your brain as rookie as your license?\Ow... You okay, Mako? response:	Oh, you guys think you're hot stuff, huh?
context: But can you keep up with my driving skills?\H-How can this be?!\Don't give me that!\When you spin the steering wheel like\a maniac, you're obviously gonna spin out!!\Is your brain as rookie as your license?\Ow... You okay, Mako?\Oh, you guys think you're hot stuff, huh? response:	Matoi, stay out of this.
context: H-How can this be?!\Don't give me that!\When you spin the steering wheel like\a maniac, you're obviously gonna spin out!!\Is your brain as rookie as your license?\Ow... You okay, Mako?\Oh, you guys think you're hot stuff, huh?\Matoi, stay out of this. response:	What?
context: Don't give me that!\When you spin the steering wheel like\a maniac, you're obviously gonna spin out!!\Is your brain as rookie as your license?\Ow... You okay, Mako?\Oh, you guys think you're hot stuff, huh?\Matoi, stay out of this.\What? response:	It was my mistake, so I'll fix it.
context: When you spin the steering wheel like\a maniac, you're obviously gonna spin out!!\Is your brain as rookie as your license?\Ow... You okay, Mako?\Oh, you guys think you're hot stuff, huh?\Matoi, stay out of this.\What?\It was my mistake, so I'll fix it. response:	We have you cornered, Gamagoori!
context: a maniac, you're obviously gonna spin out!!\Is your brain as rookie as your license?\Ow... You okay, Mako?\Oh, you guys think you're hot stuff, huh?\Matoi, stay out of this.\What?\It was my mistake, so I'll fix it.\We have you cornered, Gamagoori! response:	Cry or shout all you want, you'll get no mercy from us!
context: Is your brain as rookie as your license?\Ow... You okay, Mako?\Oh, you guys think you're hot stuff, huh?\Matoi, stay out of this.\What?\It was my mistake, so I'll fix it.\We have you cornered, Gamagoori!\Cry or shout all you want, you'll get no mercy from us! response:	It'll take more than the likes of you to make me cry!
