context: Once the festival's over, Shiina will... response:	Message Received
context: Ready and...\All right! It's a success!\The alien behind this invasion of Earth is...\Nyangoro's commander, Ein the Hunchback.\In the past, Ein killed Nekoko's lover, Nekosuke.\Nekosuke-san!\Nekosuke-san...\A world without you holds no meaning... response:	Do I have to keep defending it?
context: All right! It's a success!\The alien behind this invasion of Earth is...\Nyangoro's commander, Ein the Hunchback.\In the past, Ein killed Nekoko's lover, Nekosuke.\Nekosuke-san!\Nekosuke-san...\A world without you holds no meaning...\Do I have to keep defending it? response:	Interspersed with dramatic scenes,
context: The alien behind this invasion of Earth is...\Nyangoro's commander, Ein the Hunchback.\In the past, Ein killed Nekoko's lover, Nekosuke.\Nekosuke-san!\Nekosuke-san...\A world without you holds no meaning...\Do I have to keep defending it?\Interspersed with dramatic scenes, response:	we appeal to the audience's emotions...
context: Nyangoro's commander, Ein the Hunchback.\In the past, Ein killed Nekoko's lover, Nekosuke.\Nekosuke-san!\Nekosuke-san...\A world without you holds no meaning...\Do I have to keep defending it?\Interspersed with dramatic scenes,\we appeal to the audience's emotions... response:	and using battles against minor enemies,
context: In the past, Ein killed Nekoko's lover, Nekosuke.\Nekosuke-san!\Nekosuke-san...\A world without you holds no meaning...\Do I have to keep defending it?\Interspersed with dramatic scenes,\we appeal to the audience's emotions...\and using battles against minor enemies, response:	we increase their anticipation for the final battle.
context: Nekosuke-san!\Nekosuke-san...\A world without you holds no meaning...\Do I have to keep defending it?\Interspersed with dramatic scenes,\we appeal to the audience's emotions...\and using battles against minor enemies,\we increase their anticipation for the final battle. response:	Clap your hands. Clap your hands. Clap your hands.
context: Nekosuke-san...\A world without you holds no meaning...\Do I have to keep defending it?\Interspersed with dramatic scenes,\we appeal to the audience's emotions...\and using battles against minor enemies,\we increase their anticipation for the final battle.\Clap your hands. Clap your hands. Clap your hands. response:	Come on, everyone! Stand up!
context: A world without you holds no meaning...\Do I have to keep defending it?\Interspersed with dramatic scenes,\we appeal to the audience's emotions...\and using battles against minor enemies,\we increase their anticipation for the final battle.\Clap your hands. Clap your hands. Clap your hands.\Come on, everyone! Stand up! response:	Here we go.
context: Do I have to keep defending it?\Interspersed with dramatic scenes,\we appeal to the audience's emotions...\and using battles against minor enemies,\we increase their anticipation for the final battle.\Clap your hands. Clap your hands. Clap your hands.\Come on, everyone! Stand up!\Here we go. response:	Lower your hands.
context: Interspersed with dramatic scenes,\we appeal to the audience's emotions...\and using battles against minor enemies,\we increase their anticipation for the final battle.\Clap your hands. Clap your hands. Clap your hands.\Come on, everyone! Stand up!\Here we go.\Lower your hands. response:	Ready and...
context: we appeal to the audience's emotions...\and using battles against minor enemies,\we increase their anticipation for the final battle.\Clap your hands. Clap your hands. Clap your hands.\Come on, everyone! Stand up!\Here we go.\Lower your hands.\Ready and... response:	It's finally time for...
context: and using battles against minor enemies,\we increase their anticipation for the final battle.\Clap your hands. Clap your hands. Clap your hands.\Come on, everyone! Stand up!\Here we go.\Lower your hands.\Ready and...\It's finally time for... response:	Nyapollon's final battle against...
context: we increase their anticipation for the final battle.\Clap your hands. Clap your hands. Clap your hands.\Come on, everyone! Stand up!\Here we go.\Lower your hands.\Ready and...\It's finally time for...\Nyapollon's final battle against... response:	the enemy commander, Ein the Hunchback.
context: Clap your hands. Clap your hands. Clap your hands.\Come on, everyone! Stand up!\Here we go.\Lower your hands.\Ready and...\It's finally time for...\Nyapollon's final battle against...\the enemy commander, Ein the Hunchback. response:	Ein's surprise attack!
context: Come on, everyone! Stand up!\Here we go.\Lower your hands.\Ready and...\It's finally time for...\Nyapollon's final battle against...\the enemy commander, Ein the Hunchback.\Ein's surprise attack! response:	Ein's surprise attack!
context: Here we go.\Lower your hands.\Ready and...\It's finally time for...\Nyapollon's final battle against...\the enemy commander, Ein the Hunchback.\Ein's surprise attack!\Ein's surprise attack! response:	The audience receives Ein's surprise attack,
context: Lower your hands.\Ready and...\It's finally time for...\Nyapollon's final battle against...\the enemy commander, Ein the Hunchback.\Ein's surprise attack!\Ein's surprise attack!\The audience receives Ein's surprise attack, response:	and takes significant damage.
context: Ready and...\It's finally time for...\Nyapollon's final battle against...\the enemy commander, Ein the Hunchback.\Ein's surprise attack!\Ein's surprise attack!\The audience receives Ein's surprise attack,\and takes significant damage. response:	This isn't a result of the audience's mistake,
context: It's finally time for...\Nyapollon's final battle against...\the enemy commander, Ein the Hunchback.\Ein's surprise attack!\Ein's surprise attack!\The audience receives Ein's surprise attack,\and takes significant damage.\This isn't a result of the audience's mistake, response:	but rather, is part of the story.
context: Nyapollon's final battle against...\the enemy commander, Ein the Hunchback.\Ein's surprise attack!\Ein's surprise attack!\The audience receives Ein's surprise attack,\and takes significant damage.\This isn't a result of the audience's mistake,\but rather, is part of the story. response:	That coward!
context: the enemy commander, Ein the Hunchback.\Ein's surprise attack!\Ein's surprise attack!\The audience receives Ein's surprise attack,\and takes significant damage.\This isn't a result of the audience's mistake,\but rather, is part of the story.\That coward! response:	Burn hotter and hotter and hotter and hotter!
context: Ein's surprise attack!\Ein's surprise attack!\The audience receives Ein's surprise attack,\and takes significant damage.\This isn't a result of the audience's mistake,\but rather, is part of the story.\That coward!\Burn hotter and hotter and hotter and hotter! response:	Nyapollon's energy gauge is almost empty.
context: Ein's surprise attack!\The audience receives Ein's surprise attack,\and takes significant damage.\This isn't a result of the audience's mistake,\but rather, is part of the story.\That coward!\Burn hotter and hotter and hotter and hotter!\Nyapollon's energy gauge is almost empty. response:	At this rate, we're going to lose...
context: The audience receives Ein's surprise attack,\and takes significant damage.\This isn't a result of the audience's mistake,\but rather, is part of the story.\That coward!\Burn hotter and hotter and hotter and hotter!\Nyapollon's energy gauge is almost empty.\At this rate, we're going to lose... response:	What should I do, Nekosuke-san?
context: and takes significant damage.\This isn't a result of the audience's mistake,\but rather, is part of the story.\That coward!\Burn hotter and hotter and hotter and hotter!\Nyapollon's energy gauge is almost empty.\At this rate, we're going to lose...\What should I do, Nekosuke-san? response:	Hey, what's going to happen?
context: This isn't a result of the audience's mistake,\but rather, is part of the story.\That coward!\Burn hotter and hotter and hotter and hotter!\Nyapollon's energy gauge is almost empty.\At this rate, we're going to lose...\What should I do, Nekosuke-san?\Hey, what's going to happen? response:	He got us...
context: but rather, is part of the story.\That coward!\Burn hotter and hotter and hotter and hotter!\Nyapollon's energy gauge is almost empty.\At this rate, we're going to lose...\What should I do, Nekosuke-san?\Hey, what's going to happen?\He got us... response:	That's it!
context: That coward!\Burn hotter and hotter and hotter and hotter!\Nyapollon's energy gauge is almost empty.\At this rate, we're going to lose...\What should I do, Nekosuke-san?\Hey, what's going to happen?\He got us...\That's it! response:	Please, everyone!
context: Burn hotter and hotter and hotter and hotter!\Nyapollon's energy gauge is almost empty.\At this rate, we're going to lose...\What should I do, Nekosuke-san?\Hey, what's going to happen?\He got us...\That's it!\Please, everyone! response:	Share your love with Nyapollon!
context: Nyapollon's energy gauge is almost empty.\At this rate, we're going to lose...\What should I do, Nekosuke-san?\Hey, what's going to happen?\He got us...\That's it!\Please, everyone!\Share your love with Nyapollon! response:	Shout your love!
context: At this rate, we're going to lose...\What should I do, Nekosuke-san?\Hey, what's going to happen?\He got us...\That's it!\Please, everyone!\Share your love with Nyapollon!\Shout your love! response:	Shout your love!!
context: What should I do, Nekosuke-san?\Hey, what's going to happen?\He got us...\That's it!\Please, everyone!\Share your love with Nyapollon!\Shout your love!\Shout your love!! response:	What?
context: Hey, what's going to happen?\He got us...\That's it!\Please, everyone!\Share your love with Nyapollon!\Shout your love!\Shout your love!!\What? response:	The most powerful feeling you've got inside you right now.
context: He got us...\That's it!\Please, everyone!\Share your love with Nyapollon!\Shout your love!\Shout your love!!\What?\The most powerful feeling you've got inside you right now. response:	It can be anything.
context: That's it!\Please, everyone!\Share your love with Nyapollon!\Shout your love!\Shout your love!!\What?\The most powerful feeling you've got inside you right now.\It can be anything. response:	I need you to shout it out!
context: Please, everyone!\Share your love with Nyapollon!\Shout your love!\Shout your love!!\What?\The most powerful feeling you've got inside you right now.\It can be anything.\I need you to shout it out! response:	Your passion will fuel Nyapollon's power!
context: Share your love with Nyapollon!\Shout your love!\Shout your love!!\What?\The most powerful feeling you've got inside you right now.\It can be anything.\I need you to shout it out!\Your passion will fuel Nyapollon's power! response:	Nanami's performance is so passionate!
context: Shout your love!\Shout your love!!\What?\The most powerful feeling you've got inside you right now.\It can be anything.\I need you to shout it out!\Your passion will fuel Nyapollon's power!\Nanami's performance is so passionate! response:	Please, let this work...
context: Shout your love!!\What?\The most powerful feeling you've got inside you right now.\It can be anything.\I need you to shout it out!\Your passion will fuel Nyapollon's power!\Nanami's performance is so passionate!\Please, let this work... response:	Come on! All together!
context: What?\The most powerful feeling you've got inside you right now.\It can be anything.\I need you to shout it out!\Your passion will fuel Nyapollon's power!\Nanami's performance is so passionate!\Please, let this work...\Come on! All together! response:	C-Come on! Shout!
context: The most powerful feeling you've got inside you right now.\It can be anything.\I need you to shout it out!\Your passion will fuel Nyapollon's power!\Nanami's performance is so passionate!\Please, let this work...\Come on! All together!\C-Come on! Shout! response:	Your love! Shout all of your love!
context: It can be anything.\I need you to shout it out!\Your passion will fuel Nyapollon's power!\Nanami's performance is so passionate!\Please, let this work...\Come on! All together!\C-Come on! Shout!\Your love! Shout all of your love! response:	Shout out our love? But...
context: I need you to shout it out!\Your passion will fuel Nyapollon's power!\Nanami's performance is so passionate!\Please, let this work...\Come on! All together!\C-Come on! Shout!\Your love! Shout all of your love!\Shout out our love? But... response:	Yeah...
context: Your passion will fuel Nyapollon's power!\Nanami's performance is so passionate!\Please, let this work...\Come on! All together!\C-Come on! Shout!\Your love! Shout all of your love!\Shout out our love? But...\Yeah... response:	What should we do?
context: Nanami's performance is so passionate!\Please, let this work...\Come on! All together!\C-Come on! Shout!\Your love! Shout all of your love!\Shout out our love? But...\Yeah...\What should we do? response:	There's no way I'm doing that.
context: Please, let this work...\Come on! All together!\C-Come on! Shout!\Your love! Shout all of your love!\Shout out our love? But...\Yeah...\What should we do?\There's no way I'm doing that. response:	Why?
context: Come on! All together!\C-Come on! Shout!\Your love! Shout all of your love!\Shout out our love? But...\Yeah...\What should we do?\There's no way I'm doing that.\Why? response:	This isn't good. The audience is confused.
context: C-Come on! Shout!\Your love! Shout all of your love!\Shout out our love? But...\Yeah...\What should we do?\There's no way I'm doing that.\Why?\This isn't good. The audience is confused. response:	Shout your love!!
context: Your love! Shout all of your love!\Shout out our love? But...\Yeah...\What should we do?\There's no way I'm doing that.\Why?\This isn't good. The audience is confused.\Shout your love!! response:	Please! Shout out your love!
context: Shout out our love? But...\Yeah...\What should we do?\There's no way I'm doing that.\Why?\This isn't good. The audience is confused.\Shout your love!!\Please! Shout out your love! response:	Love, huh?
context: Yeah...\What should we do?\There's no way I'm doing that.\Why?\This isn't good. The audience is confused.\Shout your love!!\Please! Shout out your love!\Love, huh? response:	Why don't you do it?
context: What should we do?\There's no way I'm doing that.\Why?\This isn't good. The audience is confused.\Shout your love!!\Please! Shout out your love!\Love, huh?\Why don't you do it? response:	Maybe they shouldn't have done this...
context: There's no way I'm doing that.\Why?\This isn't good. The audience is confused.\Shout your love!!\Please! Shout out your love!\Love, huh?\Why don't you do it?\Maybe they shouldn't have done this... response:	What?
context: Why?\This isn't good. The audience is confused.\Shout your love!!\Please! Shout out your love!\Love, huh?\Why don't you do it?\Maybe they shouldn't have done this...\What? response:	Shout your love!!
context: This isn't good. The audience is confused.\Shout your love!!\Please! Shout out your love!\Love, huh?\Why don't you do it?\Maybe they shouldn't have done this...\What?\Shout your love!! response:	No matter how good the production,
context: Shout your love!!\Please! Shout out your love!\Love, huh?\Why don't you do it?\Maybe they shouldn't have done this...\What?\Shout your love!!\No matter how good the production, response:	this development is too high a hurdle to force on an audience.
context: Please! Shout out your love!\Love, huh?\Why don't you do it?\Maybe they shouldn't have done this...\What?\Shout your love!!\No matter how good the production,\this development is too high a hurdle to force on an audience. response:	It requires the impulse of a creator...
context: Love, huh?\Why don't you do it?\Maybe they shouldn't have done this...\What?\Shout your love!!\No matter how good the production,\this development is too high a hurdle to force on an audience.\It requires the impulse of a creator... response:	But when that becomes...
context: Why don't you do it?\Maybe they shouldn't have done this...\What?\Shout your love!!\No matter how good the production,\this development is too high a hurdle to force on an audience.\It requires the impulse of a creator...\But when that becomes... response:	forcing your own emotions on someone,
context: Maybe they shouldn't have done this...\What?\Shout your love!!\No matter how good the production,\this development is too high a hurdle to force on an audience.\It requires the impulse of a creator...\But when that becomes...\forcing your own emotions on someone, response:	you elicit a negative response...
context: What?\Shout your love!!\No matter how good the production,\this development is too high a hurdle to force on an audience.\It requires the impulse of a creator...\But when that becomes...\forcing your own emotions on someone,\you elicit a negative response... response:	and it leaves the audience behind.
context: Shout your love!!\No matter how good the production,\this development is too high a hurdle to force on an audience.\It requires the impulse of a creator...\But when that becomes...\forcing your own emotions on someone,\you elicit a negative response...\and it leaves the audience behind. response:	It's my fault...
context: No matter how good the production,\this development is too high a hurdle to force on an audience.\It requires the impulse of a creator...\But when that becomes...\forcing your own emotions on someone,\you elicit a negative response...\and it leaves the audience behind.\It's my fault... response:	Sorata.
context: this development is too high a hurdle to force on an audience.\It requires the impulse of a creator...\But when that becomes...\forcing your own emotions on someone,\you elicit a negative response...\and it leaves the audience behind.\It's my fault...\Sorata. response:	The best memories...
context: It requires the impulse of a creator...\But when that becomes...\forcing your own emotions on someone,\you elicit a negative response...\and it leaves the audience behind.\It's my fault...\Sorata.\The best memories... response:	The best memories Shiina wanted...
context: But when that becomes...\forcing your own emotions on someone,\you elicit a negative response...\and it leaves the audience behind.\It's my fault...\Sorata.\The best memories...\The best memories Shiina wanted... response:	I wanted to make memories with everyone...
context: forcing your own emotions on someone,\you elicit a negative response...\and it leaves the audience behind.\It's my fault...\Sorata.\The best memories...\The best memories Shiina wanted...\I wanted to make memories with everyone... response:	Shiina?
context: you elicit a negative response...\and it leaves the audience behind.\It's my fault...\Sorata.\The best memories...\The best memories Shiina wanted...\I wanted to make memories with everyone...\Shiina? response:	Thank you for everything!
context: and it leaves the audience behind.\It's my fault...\Sorata.\The best memories...\The best memories Shiina wanted...\I wanted to make memories with everyone...\Shiina?\Thank you for everything! response:	Shout your love!!
context: It's my fault...\Sorata.\The best memories...\The best memories Shiina wanted...\I wanted to make memories with everyone...\Shiina?\Thank you for everything!\Shout your love!! response:	Mashiro?
context: Sorata.\The best memories...\The best memories Shiina wanted...\I wanted to make memories with everyone...\Shiina?\Thank you for everything!\Shout your love!!\Mashiro? response:	What was that?
context: The best memories...\The best memories Shiina wanted...\I wanted to make memories with everyone...\Shiina?\Thank you for everything!\Shout your love!!\Mashiro?\What was that? response:	Thank you?
context: The best memories Shiina wanted...\I wanted to make memories with everyone...\Shiina?\Thank you for everything!\Shout your love!!\Mashiro?\What was that?\Thank you? response:	Was that Mashiro-chan?
context: I wanted to make memories with everyone...\Shiina?\Thank you for everything!\Shout your love!!\Mashiro?\What was that?\Thank you?\Was that Mashiro-chan? response:	I'm going to do it, too!
context: Shiina?\Thank you for everything!\Shout your love!!\Mashiro?\What was that?\Thank you?\Was that Mashiro-chan?\I'm going to do it, too! response:	Jin! Look at me instead of Fuuka-chan!
context: Thank you for everything!\Shout your love!!\Mashiro?\What was that?\Thank you?\Was that Mashiro-chan?\I'm going to do it, too!\Jin! Look at me instead of Fuuka-chan! response:	I'll do it, too!
context: Shout your love!!\Mashiro?\What was that?\Thank you?\Was that Mashiro-chan?\I'm going to do it, too!\Jin! Look at me instead of Fuuka-chan!\I'll do it, too! response:	Ryunosuke! Give me your email address!
context: Mashiro?\What was that?\Thank you?\Was that Mashiro-chan?\I'm going to do it, too!\Jin! Look at me instead of Fuuka-chan!\I'll do it, too!\Ryunosuke! Give me your email address! response:	What?!
context: What was that?\Thank you?\Was that Mashiro-chan?\I'm going to do it, too!\Jin! Look at me instead of Fuuka-chan!\I'll do it, too!\Ryunosuke! Give me your email address!\What?! response:	Don't shout something so stupid!
context: Thank you?\Was that Mashiro-chan?\I'm going to do it, too!\Jin! Look at me instead of Fuuka-chan!\I'll do it, too!\Ryunosuke! Give me your email address!\What?!\Don't shout something so stupid! response:	That kinda looks fun.
context: Was that Mashiro-chan?\I'm going to do it, too!\Jin! Look at me instead of Fuuka-chan!\I'll do it, too!\Ryunosuke! Give me your email address!\What?!\Don't shout something so stupid!\That kinda looks fun. response:	It's a festival. Let's shout, too!
context: I'm going to do it, too!\Jin! Look at me instead of Fuuka-chan!\I'll do it, too!\Ryunosuke! Give me your email address!\What?!\Don't shout something so stupid!\That kinda looks fun.\It's a festival. Let's shout, too! response:	Nyapollon, fight!
context: Jin! Look at me instead of Fuuka-chan!\I'll do it, too!\Ryunosuke! Give me your email address!\What?!\Don't shout something so stupid!\That kinda looks fun.\It's a festival. Let's shout, too!\Nyapollon, fight! response:	Yosuke-kun, I love you!
context: I'll do it, too!\Ryunosuke! Give me your email address!\What?!\Don't shout something so stupid!\That kinda looks fun.\It's a festival. Let's shout, too!\Nyapollon, fight!\Yosuke-kun, I love you! response:	Masui, don't be so stupid!
context: Ryunosuke! Give me your email address!\What?!\Don't shout something so stupid!\That kinda looks fun.\It's a festival. Let's shout, too!\Nyapollon, fight!\Yosuke-kun, I love you!\Masui, don't be so stupid! response:	Suganuma, give me back my money!
context: What?!\Don't shout something so stupid!\That kinda looks fun.\It's a festival. Let's shout, too!\Nyapollon, fight!\Yosuke-kun, I love you!\Masui, don't be so stupid!\Suganuma, give me back my money! response:	I like you!
context: Don't shout something so stupid!\That kinda looks fun.\It's a festival. Let's shout, too!\Nyapollon, fight!\Yosuke-kun, I love you!\Masui, don't be so stupid!\Suganuma, give me back my money!\I like you! response:	That hurt.
context: That kinda looks fun.\It's a festival. Let's shout, too!\Nyapollon, fight!\Yosuke-kun, I love you!\Masui, don't be so stupid!\Suganuma, give me back my money!\I like you!\That hurt. response:	Shout your love!!
context: It's a festival. Let's shout, too!\Nyapollon, fight!\Yosuke-kun, I love you!\Masui, don't be so stupid!\Suganuma, give me back my money!\I like you!\That hurt.\Shout your love!! response:	A little more, a little more!
context: Nyapollon, fight!\Yosuke-kun, I love you!\Masui, don't be so stupid!\Suganuma, give me back my money!\I like you!\That hurt.\Shout your love!!\A little more, a little more! response:	Your love is gathering inside Nyapollon!
context: Yosuke-kun, I love you!\Masui, don't be so stupid!\Suganuma, give me back my money!\I like you!\That hurt.\Shout your love!!\A little more, a little more!\Your love is gathering inside Nyapollon! response:	Mashiro.
context: Masui, don't be so stupid!\Suganuma, give me back my money!\I like you!\That hurt.\Shout your love!!\A little more, a little more!\Your love is gathering inside Nyapollon!\Mashiro. response:	The truth is,
context: Suganuma, give me back my money!\I like you!\That hurt.\Shout your love!!\A little more, a little more!\Your love is gathering inside Nyapollon!\Mashiro.\The truth is, response:	there's a lot more I want to say to you.
context: I like you!\That hurt.\Shout your love!!\A little more, a little more!\Your love is gathering inside Nyapollon!\Mashiro.\The truth is,\there's a lot more I want to say to you. response:	But...
context: That hurt.\Shout your love!!\A little more, a little more!\Your love is gathering inside Nyapollon!\Mashiro.\The truth is,\there's a lot more I want to say to you.\But... response:	Mashiro, I should be the one thanking you!
context: Shout your love!!\A little more, a little more!\Your love is gathering inside Nyapollon!\Mashiro.\The truth is,\there's a lot more I want to say to you.\But...\Mashiro, I should be the one thanking you! response:	Shout your love!!
context: A little more, a little more!\Your love is gathering inside Nyapollon!\Mashiro.\The truth is,\there's a lot more I want to say to you.\But...\Mashiro, I should be the one thanking you!\Shout your love!! response:	Love energy: Max!
context: Your love is gathering inside Nyapollon!\Mashiro.\The truth is,\there's a lot more I want to say to you.\But...\Mashiro, I should be the one thanking you!\Shout your love!!\Love energy: Max! response:	Let's go, everyone!
context: Mashiro.\The truth is,\there's a lot more I want to say to you.\But...\Mashiro, I should be the one thanking you!\Shout your love!!\Love energy: Max!\Let's go, everyone! response:	Shout! Meatball Beam!
context: The truth is,\there's a lot more I want to say to you.\But...\Mashiro, I should be the one thanking you!\Shout your love!!\Love energy: Max!\Let's go, everyone!\Shout! Meatball Beam! response:	Ready and...
context: there's a lot more I want to say to you.\But...\Mashiro, I should be the one thanking you!\Shout your love!!\Love energy: Max!\Let's go, everyone!\Shout! Meatball Beam!\Ready and... response:	Meatball Beam!
context: But...\Mashiro, I should be the one thanking you!\Shout your love!!\Love energy: Max!\Let's go, everyone!\Shout! Meatball Beam!\Ready and...\Meatball Beam! response:	And so, Earth was saved from the evil Nyangoro aliens.
context: Mashiro, I should be the one thanking you!\Shout your love!!\Love energy: Max!\Let's go, everyone!\Shout! Meatball Beam!\Ready and...\Meatball Beam!\And so, Earth was saved from the evil Nyangoro aliens. response:	Thank you, everyone. Thank you, Nyapollon.
context: Shout your love!!\Love energy: Max!\Let's go, everyone!\Shout! Meatball Beam!\Ready and...\Meatball Beam!\And so, Earth was saved from the evil Nyangoro aliens.\Thank you, everyone. Thank you, Nyapollon. response:	May this beautiful planet of love endure forever...
context: Love energy: Max!\Let's go, everyone!\Shout! Meatball Beam!\Ready and...\Meatball Beam!\And so, Earth was saved from the evil Nyangoro aliens.\Thank you, everyone. Thank you, Nyapollon.\May this beautiful planet of love endure forever... response:	Fin
context: Let's go, everyone!\Shout! Meatball Beam!\Ready and...\Meatball Beam!\And so, Earth was saved from the evil Nyangoro aliens.\Thank you, everyone. Thank you, Nyapollon.\May this beautiful planet of love endure forever...\Fin response:	The staff's supposed to go greet the audience onstage now!
context: Shout! Meatball Beam!\Ready and...\Meatball Beam!\And so, Earth was saved from the evil Nyangoro aliens.\Thank you, everyone. Thank you, Nyapollon.\May this beautiful planet of love endure forever...\Fin\The staff's supposed to go greet the audience onstage now! response:	I'll never forget.
context: Ready and...\Meatball Beam!\And so, Earth was saved from the evil Nyangoro aliens.\Thank you, everyone. Thank you, Nyapollon.\May this beautiful planet of love endure forever...\Fin\The staff's supposed to go greet the audience onstage now!\I'll never forget. response:	I'll never forget this day.
context: Meatball Beam!\And so, Earth was saved from the evil Nyangoro aliens.\Thank you, everyone. Thank you, Nyapollon.\May this beautiful planet of love endure forever...\Fin\The staff's supposed to go greet the audience onstage now!\I'll never forget.\I'll never forget this day. response:	I wouldn't expect any less from your students.
context: And so, Earth was saved from the evil Nyangoro aliens.\Thank you, everyone. Thank you, Nyapollon.\May this beautiful planet of love endure forever...\Fin\The staff's supposed to go greet the audience onstage now!\I'll never forget.\I'll never forget this day.\I wouldn't expect any less from your students. response:	Thanks.
context: Thank you, everyone. Thank you, Nyapollon.\May this beautiful planet of love endure forever...\Fin\The staff's supposed to go greet the audience onstage now!\I'll never forget.\I'll never forget this day.\I wouldn't expect any less from your students.\Thanks. response:	Would it be all right if I stopped by Sakura Hall sometime?
context: May this beautiful planet of love endure forever...\Fin\The staff's supposed to go greet the audience onstage now!\I'll never forget.\I'll never forget this day.\I wouldn't expect any less from your students.\Thanks.\Would it be all right if I stopped by Sakura Hall sometime? response:	Of course it wouldn't.
context: Fin\The staff's supposed to go greet the audience onstage now!\I'll never forget.\I'll never forget this day.\I wouldn't expect any less from your students.\Thanks.\Would it be all right if I stopped by Sakura Hall sometime?\Of course it wouldn't. response:	Director: Kanda Sorata Produced by the Friends of Sakura Hall
context: The staff's supposed to go greet the audience onstage now!\I'll never forget.\I'll never forget this day.\I wouldn't expect any less from your students.\Thanks.\Would it be all right if I stopped by Sakura Hall sometime?\Of course it wouldn't.\Director: Kanda Sorata Produced by the Friends of Sakura Hall response:	I made something with my friends...
context: I'll never forget.\I'll never forget this day.\I wouldn't expect any less from your students.\Thanks.\Would it be all right if I stopped by Sakura Hall sometime?\Of course it wouldn't.\Director: Kanda Sorata Produced by the Friends of Sakura Hall\I made something with my friends... response:	and saw it through to the end.
context: I'll never forget this day.\I wouldn't expect any less from your students.\Thanks.\Would it be all right if I stopped by Sakura Hall sometime?\Of course it wouldn't.\Director: Kanda Sorata Produced by the Friends of Sakura Hall\I made something with my friends...\and saw it through to the end. response:	I'll never forget this day.
context: I wouldn't expect any less from your students.\Thanks.\Would it be all right if I stopped by Sakura Hall sometime?\Of course it wouldn't.\Director: Kanda Sorata Produced by the Friends of Sakura Hall\I made something with my friends...\and saw it through to the end.\I'll never forget this day. response:	That was super exciting!
context: Thanks.\Would it be all right if I stopped by Sakura Hall sometime?\Of course it wouldn't.\Director: Kanda Sorata Produced by the Friends of Sakura Hall\I made something with my friends...\and saw it through to the end.\I'll never forget this day.\That was super exciting! response:	I'm still throbbing to the very core!
context: Would it be all right if I stopped by Sakura Hall sometime?\Of course it wouldn't.\Director: Kanda Sorata Produced by the Friends of Sakura Hall\I made something with my friends...\and saw it through to the end.\I'll never forget this day.\That was super exciting!\I'm still throbbing to the very core! response:	I can't quell this libido!
context: Of course it wouldn't.\Director: Kanda Sorata Produced by the Friends of Sakura Hall\I made something with my friends...\and saw it through to the end.\I'll never forget this day.\That was super exciting!\I'm still throbbing to the very core!\I can't quell this libido! response:	In that case, put that libido to use by cleaning up.
context: Director: Kanda Sorata Produced by the Friends of Sakura Hall\I made something with my friends...\and saw it through to the end.\I'll never forget this day.\That was super exciting!\I'm still throbbing to the very core!\I can't quell this libido!\In that case, put that libido to use by cleaning up. response:	Okay...
context: I made something with my friends...\and saw it through to the end.\I'll never forget this day.\That was super exciting!\I'm still throbbing to the very core!\I can't quell this libido!\In that case, put that libido to use by cleaning up.\Okay... response:	By the way, that thing you said during Nyapollon...
context: and saw it through to the end.\I'll never forget this day.\That was super exciting!\I'm still throbbing to the very core!\I can't quell this libido!\In that case, put that libido to use by cleaning up.\Okay...\By the way, that thing you said during Nyapollon... response:	Fuuka's my ex-girlfriend.
context: I'll never forget this day.\That was super exciting!\I'm still throbbing to the very core!\I can't quell this libido!\In that case, put that libido to use by cleaning up.\Okay...\By the way, that thing you said during Nyapollon...\Fuuka's my ex-girlfriend. response:	Currently, she's just a childhood friend...
context: That was super exciting!\I'm still throbbing to the very core!\I can't quell this libido!\In that case, put that libido to use by cleaning up.\Okay...\By the way, that thing you said during Nyapollon...\Fuuka's my ex-girlfriend.\Currently, she's just a childhood friend... response:	who I've had almost no contact with,
context: I'm still throbbing to the very core!\I can't quell this libido!\In that case, put that libido to use by cleaning up.\Okay...\By the way, that thing you said during Nyapollon...\Fuuka's my ex-girlfriend.\Currently, she's just a childhood friend...\who I've had almost no contact with, response:	and she's your older sister.
context: I can't quell this libido!\In that case, put that libido to use by cleaning up.\Okay...\By the way, that thing you said during Nyapollon...\Fuuka's my ex-girlfriend.\Currently, she's just a childhood friend...\who I've had almost no contact with,\and she's your older sister. response:	That's all.
context: In that case, put that libido to use by cleaning up.\Okay...\By the way, that thing you said during Nyapollon...\Fuuka's my ex-girlfriend.\Currently, she's just a childhood friend...\who I've had almost no contact with,\and she's your older sister.\That's all. response:	Huh?
context: Okay...\By the way, that thing you said during Nyapollon...\Fuuka's my ex-girlfriend.\Currently, she's just a childhood friend...\who I've had almost no contact with,\and she's your older sister.\That's all.\Huh? response:	This necklace...
context: By the way, that thing you said during Nyapollon...\Fuuka's my ex-girlfriend.\Currently, she's just a childhood friend...\who I've had almost no contact with,\and she's your older sister.\That's all.\Huh?\This necklace... response:	You weren't buying it for Mashiro...
context: Fuuka's my ex-girlfriend.\Currently, she's just a childhood friend...\who I've had almost no contact with,\and she's your older sister.\That's all.\Huh?\This necklace...\You weren't buying it for Mashiro... response:	What?
context: Currently, she's just a childhood friend...\who I've had almost no contact with,\and she's your older sister.\That's all.\Huh?\This necklace...\You weren't buying it for Mashiro...\What? response:	Nothing! Where did you get this?
context: who I've had almost no contact with,\and she's your older sister.\That's all.\Huh?\This necklace...\You weren't buying it for Mashiro...\What?\Nothing! Where did you get this? response:	A store some other class was running forced me to buy it.
