context: My new boyfriend often says... response:	You're pretty quiet, Kamine.
context: Aren't we here to study for exams because we mess around too much at home?\Yeah.\So what was that?\Let me squeeze your boobs, Ryoko-chan.\You say some of the dumbest shit for someone that's as smart as you.\Dumb shit?\Why would I let you touch my boobs when there are so many people around?\I'm sure you'll let me squeeze them if I ask persistently enough. response:	Right?
context: Yeah.\So what was that?\Let me squeeze your boobs, Ryoko-chan.\You say some of the dumbest shit for someone that's as smart as you.\Dumb shit?\Why would I let you touch my boobs when there are so many people around?\I'm sure you'll let me squeeze them if I ask persistently enough.\Right? response:	Don't you think so?
context: So what was that?\Let me squeeze your boobs, Ryoko-chan.\You say some of the dumbest shit for someone that's as smart as you.\Dumb shit?\Why would I let you touch my boobs when there are so many people around?\I'm sure you'll let me squeeze them if I ask persistently enough.\Right?\Don't you think so? response:	O-Of course not!
context: Let me squeeze your boobs, Ryoko-chan.\You say some of the dumbest shit for someone that's as smart as you.\Dumb shit?\Why would I let you touch my boobs when there are so many people around?\I'm sure you'll let me squeeze them if I ask persistently enough.\Right?\Don't you think so?\O-Of course not! response:	Are you sure?
context: You say some of the dumbest shit for someone that's as smart as you.\Dumb shit?\Why would I let you touch my boobs when there are so many people around?\I'm sure you'll let me squeeze them if I ask persistently enough.\Right?\Don't you think so?\O-Of course not!\Are you sure? response:	You tend to buckle.
context: Dumb shit?\Why would I let you touch my boobs when there are so many people around?\I'm sure you'll let me squeeze them if I ask persistently enough.\Right?\Don't you think so?\O-Of course not!\Are you sure?\You tend to buckle. response:	I'm not that easy.
context: Why would I let you touch my boobs when there are so many people around?\I'm sure you'll let me squeeze them if I ask persistently enough.\Right?\Don't you think so?\O-Of course not!\Are you sure?\You tend to buckle.\I'm not that easy. response:	I know.
context: I'm sure you'll let me squeeze them if I ask persistently enough.\Right?\Don't you think so?\O-Of course not!\Are you sure?\You tend to buckle.\I'm not that easy.\I know. response:	But am I the only one holding back?
context: Right?\Don't you think so?\O-Of course not!\Are you sure?\You tend to buckle.\I'm not that easy.\I know.\But am I the only one holding back? response:	What about you?
context: Don't you think so?\O-Of course not!\Are you sure?\You tend to buckle.\I'm not that easy.\I know.\But am I the only one holding back?\What about you? response:	I'm not really...
context: O-Of course not!\Are you sure?\You tend to buckle.\I'm not that easy.\I know.\But am I the only one holding back?\What about you?\I'm not really... response:	Don't you feel like messing around more?
context: Are you sure?\You tend to buckle.\I'm not that easy.\I know.\But am I the only one holding back?\What about you?\I'm not really...\Don't you feel like messing around more? response:	I don't
context: You tend to buckle.\I'm not that easy.\I know.\But am I the only one holding back?\What about you?\I'm not really...\Don't you feel like messing around more?\I don't response:	Wh-What?
context: I'm not that easy.\I know.\But am I the only one holding back?\What about you?\I'm not really...\Don't you feel like messing around more?\I don't\Wh-What? response:	Can't you see?
context: I know.\But am I the only one holding back?\What about you?\I'm not really...\Don't you feel like messing around more?\I don't\Wh-What?\Can't you see? response:	I'm telling you to come here.
context: But am I the only one holding back?\What about you?\I'm not really...\Don't you feel like messing around more?\I don't\Wh-What?\Can't you see?\I'm telling you to come here. response:	I told you, I'm not really...
context: What about you?\I'm not really...\Don't you feel like messing around more?\I don't\Wh-What?\Can't you see?\I'm telling you to come here.\I told you, I'm not really... response:	You don't have to hold back.
context: I'm not really...\Don't you feel like messing around more?\I don't\Wh-What?\Can't you see?\I'm telling you to come here.\I told you, I'm not really...\You don't have to hold back. response:	I guess no one's watching.
context: Don't you feel like messing around more?\I don't\Wh-What?\Can't you see?\I'm telling you to come here.\I told you, I'm not really...\You don't have to hold back.\I guess no one's watching. response:	Just a little...
context: I don't\Wh-What?\Can't you see?\I'm telling you to come here.\I told you, I'm not really...\You don't have to hold back.\I guess no one's watching.\Just a little... response:	But in return, let me squeeze your boobs a little.
context: Wh-What?\Can't you see?\I'm telling you to come here.\I told you, I'm not really...\You don't have to hold back.\I guess no one's watching.\Just a little...\But in return, let me squeeze your boobs a little. response:	Wh-What the hell?!
context: Can't you see?\I'm telling you to come here.\I told you, I'm not really...\You don't have to hold back.\I guess no one's watching.\Just a little...\But in return, let me squeeze your boobs a little.\Wh-What the hell?! response:	Are you telling me to hold back while you run free?
context: I'm telling you to come here.\I told you, I'm not really...\You don't have to hold back.\I guess no one's watching.\Just a little...\But in return, let me squeeze your boobs a little.\Wh-What the hell?!\Are you telling me to hold back while you run free? response:	Fine, then.
context: I told you, I'm not really...\You don't have to hold back.\I guess no one's watching.\Just a little...\But in return, let me squeeze your boobs a little.\Wh-What the hell?!\Are you telling me to hold back while you run free?\Fine, then. response:	I'm not really holding
context: You don't have to hold back.\I guess no one's watching.\Just a little...\But in return, let me squeeze your boobs a little.\Wh-What the hell?!\Are you telling me to hold back while you run free?\Fine, then.\I'm not really holding response:	Here.
context: I guess no one's watching.\Just a little...\But in return, let me squeeze your boobs a little.\Wh-What the hell?!\Are you telling me to hold back while you run free?\Fine, then.\I'm not really holding\Here. response:	Goddammit!
context: Just a little...\But in return, let me squeeze your boobs a little.\Wh-What the hell?!\Are you telling me to hold back while you run free?\Fine, then.\I'm not really holding\Here.\Goddammit! response:	See, you were holding back.
context: But in return, let me squeeze your boobs a little.\Wh-What the hell?!\Are you telling me to hold back while you run free?\Fine, then.\I'm not really holding\Here.\Goddammit!\See, you were holding back. response:	It's your fault for tempting me.
context: Wh-What the hell?!\Are you telling me to hold back while you run free?\Fine, then.\I'm not really holding\Here.\Goddammit!\See, you were holding back.\It's your fault for tempting me. response:	So I can squeeze your boobs, then?
context: Are you telling me to hold back while you run free?\Fine, then.\I'm not really holding\Here.\Goddammit!\See, you were holding back.\It's your fault for tempting me.\So I can squeeze your boobs, then? response:	I can?
context: Fine, then.\I'm not really holding\Here.\Goddammit!\See, you were holding back.\It's your fault for tempting me.\So I can squeeze your boobs, then?\I can? response:	D-Do whatever you want!
context: I'm not really holding\Here.\Goddammit!\See, you were holding back.\It's your fault for tempting me.\So I can squeeze your boobs, then?\I can?\D-Do whatever you want! response:	All right, let's get back to studying.
context: Here.\Goddammit!\See, you were holding back.\It's your fault for tempting me.\So I can squeeze your boobs, then?\I can?\D-Do whatever you want!\All right, let's get back to studying. response:	Huh? Why?
context: Goddammit!\See, you were holding back.\It's your fault for tempting me.\So I can squeeze your boobs, then?\I can?\D-Do whatever you want!\All right, let's get back to studying.\Huh? Why? response:	It's fine.
context: See, you were holding back.\It's your fault for tempting me.\So I can squeeze your boobs, then?\I can?\D-Do whatever you want!\All right, let's get back to studying.\Huh? Why?\It's fine. response:	I never intended to feel you up.
context: It's your fault for tempting me.\So I can squeeze your boobs, then?\I can?\D-Do whatever you want!\All right, let's get back to studying.\Huh? Why?\It's fine.\I never intended to feel you up. response:	Even though you were ready to let me.
context: So I can squeeze your boobs, then?\I can?\D-Do whatever you want!\All right, let's get back to studying.\Huh? Why?\It's fine.\I never intended to feel you up.\Even though you were ready to let me. response:	Then why'd you say all that?
context: I can?\D-Do whatever you want!\All right, let's get back to studying.\Huh? Why?\It's fine.\I never intended to feel you up.\Even though you were ready to let me.\Then why'd you say all that? response:	I wanted you to know how much I'm holding back all the time.
context: D-Do whatever you want!\All right, let's get back to studying.\Huh? Why?\It's fine.\I never intended to feel you up.\Even though you were ready to let me.\Then why'd you say all that?\I wanted you to know how much I'm holding back all the time. response:	Wh-What?
context: All right, let's get back to studying.\Huh? Why?\It's fine.\I never intended to feel you up.\Even though you were ready to let me.\Then why'd you say all that?\I wanted you to know how much I'm holding back all the time.\Wh-What? response:	You say that like I'm the only one being needy!
context: Huh? Why?\It's fine.\I never intended to feel you up.\Even though you were ready to let me.\Then why'd you say all that?\I wanted you to know how much I'm holding back all the time.\Wh-What?\You say that like I'm the only one being needy! response:	I'm not.
context: It's fine.\I never intended to feel you up.\Even though you were ready to let me.\Then why'd you say all that?\I wanted you to know how much I'm holding back all the time.\Wh-What?\You say that like I'm the only one being needy!\I'm not. response:	I feel better, now that you understand.
context: I never intended to feel you up.\Even though you were ready to let me.\Then why'd you say all that?\I wanted you to know how much I'm holding back all the time.\Wh-What?\You say that like I'm the only one being needy!\I'm not.\I feel better, now that you understand. response:	Were you expecting something?
context: Even though you were ready to let me.\Then why'd you say all that?\I wanted you to know how much I'm holding back all the time.\Wh-What?\You say that like I'm the only one being needy!\I'm not.\I feel better, now that you understand.\Were you expecting something? response:	The End
context: Then why'd you say all that?\I wanted you to know how much I'm holding back all the time.\Wh-What?\You say that like I'm the only one being needy!\I'm not.\I feel better, now that you understand.\Were you expecting something?\The End response:	My love was like a sparkler.
context: I wanted you to know how much I'm holding back all the time.\Wh-What?\You say that like I'm the only one being needy!\I'm not.\I feel better, now that you understand.\Were you expecting something?\The End\My love was like a sparkler. response:	The fragile spark of passion has burnt out.
context: Wh-What?\You say that like I'm the only one being needy!\I'm not.\I feel better, now that you understand.\Were you expecting something?\The End\My love was like a sparkler.\The fragile spark of passion has burnt out. response:	But the image of its vibrant light still shines in my mind.
context: You say that like I'm the only one being needy!\I'm not.\I feel better, now that you understand.\Were you expecting something?\The End\My love was like a sparkler.\The fragile spark of passion has burnt out.\But the image of its vibrant light still shines in my mind. response:	This is where I first met him.
context: I'm not.\I feel better, now that you understand.\Were you expecting something?\The End\My love was like a sparkler.\The fragile spark of passion has burnt out.\But the image of its vibrant light still shines in my mind.\This is where I first met him. response:	I'm such a fool.
context: I feel better, now that you understand.\Were you expecting something?\The End\My love was like a sparkler.\The fragile spark of passion has burnt out.\But the image of its vibrant light still shines in my mind.\This is where I first met him.\I'm such a fool. response:	He's already rejected me.
context: Were you expecting something?\The End\My love was like a sparkler.\The fragile spark of passion has burnt out.\But the image of its vibrant light still shines in my mind.\This is where I first met him.\I'm such a fool.\He's already rejected me. response:	K-Katori-senpai!
context: The End\My love was like a sparkler.\The fragile spark of passion has burnt out.\But the image of its vibrant light still shines in my mind.\This is where I first met him.\I'm such a fool.\He's already rejected me.\K-Katori-senpai! response:	Bruised-Up Angel
context: My love was like a sparkler.\The fragile spark of passion has burnt out.\But the image of its vibrant light still shines in my mind.\This is where I first met him.\I'm such a fool.\He's already rejected me.\K-Katori-senpai!\Bruised-Up Angel response:	A-Are you okay?!
context: The fragile spark of passion has burnt out.\But the image of its vibrant light still shines in my mind.\This is where I first met him.\I'm such a fool.\He's already rejected me.\K-Katori-senpai!\Bruised-Up Angel\A-Are you okay?! response:	Huh?
context: But the image of its vibrant light still shines in my mind.\This is where I first met him.\I'm such a fool.\He's already rejected me.\K-Katori-senpai!\Bruised-Up Angel\A-Are you okay?!\Huh? response:	Who are you?
context: This is where I first met him.\I'm such a fool.\He's already rejected me.\K-Katori-senpai!\Bruised-Up Angel\A-Are you okay?!\Huh?\Who are you? response:	It's me, Kazuko!
context: I'm such a fool.\He's already rejected me.\K-Katori-senpai!\Bruised-Up Angel\A-Are you okay?!\Huh?\Who are you?\It's me, Kazuko! response:	Hosokawa Kazuko!
context: He's already rejected me.\K-Katori-senpai!\Bruised-Up Angel\A-Are you okay?!\Huh?\Who are you?\It's me, Kazuko!\Hosokawa Kazuko! response:	We met here before!
context: K-Katori-senpai!\Bruised-Up Angel\A-Are you okay?!\Huh?\Who are you?\It's me, Kazuko!\Hosokawa Kazuko!\We met here before! response:	I'm sorry, I don't remember every girl's face.
context: Bruised-Up Angel\A-Are you okay?!\Huh?\Who are you?\It's me, Kazuko!\Hosokawa Kazuko!\We met here before!\I'm sorry, I don't remember every girl's face. response:	Could you smile for me?
context: A-Are you okay?!\Huh?\Who are you?\It's me, Kazuko!\Hosokawa Kazuko!\We met here before!\I'm sorry, I don't remember every girl's face.\Could you smile for me? response:	I might remember if I see your smile.
context: Huh?\Who are you?\It's me, Kazuko!\Hosokawa Kazuko!\We met here before!\I'm sorry, I don't remember every girl's face.\Could you smile for me?\I might remember if I see your smile. response:	Gorgeous!
context: Who are you?\It's me, Kazuko!\Hosokawa Kazuko!\We met here before!\I'm sorry, I don't remember every girl's face.\Could you smile for me?\I might remember if I see your smile.\Gorgeous! response:	Ah, the little kitten from before.
context: It's me, Kazuko!\Hosokawa Kazuko!\We met here before!\I'm sorry, I don't remember every girl's face.\Could you smile for me?\I might remember if I see your smile.\Gorgeous!\Ah, the little kitten from before. response:	How did you get hurt?
context: Hosokawa Kazuko!\We met here before!\I'm sorry, I don't remember every girl's face.\Could you smile for me?\I might remember if I see your smile.\Gorgeous!\Ah, the little kitten from before.\How did you get hurt? response:	I'll call an ambulance!
context: We met here before!\I'm sorry, I don't remember every girl's face.\Could you smile for me?\I might remember if I see your smile.\Gorgeous!\Ah, the little kitten from before.\How did you get hurt?\I'll call an ambulance! response:	You mustn't, little kitten.
context: I'm sorry, I don't remember every girl's face.\Could you smile for me?\I might remember if I see your smile.\Gorgeous!\Ah, the little kitten from before.\How did you get hurt?\I'll call an ambulance!\You mustn't, little kitten. response:	They'll find me.
context: Could you smile for me?\I might remember if I see your smile.\Gorgeous!\Ah, the little kitten from before.\How did you get hurt?\I'll call an ambulance!\You mustn't, little kitten.\They'll find me. response:	He's being chased!
context: I might remember if I see your smile.\Gorgeous!\Ah, the little kitten from before.\How did you get hurt?\I'll call an ambulance!\You mustn't, little kitten.\They'll find me.\He's being chased! response:	It's my fault.
context: Gorgeous!\Ah, the little kitten from before.\How did you get hurt?\I'll call an ambulance!\You mustn't, little kitten.\They'll find me.\He's being chased!\It's my fault. response:	I made a taken girl fall for me again.
context: Ah, the little kitten from before.\How did you get hurt?\I'll call an ambulance!\You mustn't, little kitten.\They'll find me.\He's being chased!\It's my fault.\I made a taken girl fall for me again. response:	That's awful!
context: How did you get hurt?\I'll call an ambulance!\You mustn't, little kitten.\They'll find me.\He's being chased!\It's my fault.\I made a taken girl fall for me again.\That's awful! response:	They shouldn't blame you!
context: I'll call an ambulance!\You mustn't, little kitten.\They'll find me.\He's being chased!\It's my fault.\I made a taken girl fall for me again.\That's awful!\They shouldn't blame you! response:	No, it's my fault.
context: You mustn't, little kitten.\They'll find me.\He's being chased!\It's my fault.\I made a taken girl fall for me again.\That's awful!\They shouldn't blame you!\No, it's my fault. response:	Say, little kitten, how can I become less popular?
context: They'll find me.\He's being chased!\It's my fault.\I made a taken girl fall for me again.\That's awful!\They shouldn't blame you!\No, it's my fault.\Say, little kitten, how can I become less popular? response:	I can't.
context: He's being chased!\It's my fault.\I made a taken girl fall for me again.\That's awful!\They shouldn't blame you!\No, it's my fault.\Say, little kitten, how can I become less popular?\I can't. response:	I can't tell him it's impossible.
context: It's my fault.\I made a taken girl fall for me again.\That's awful!\They shouldn't blame you!\No, it's my fault.\Say, little kitten, how can I become less popular?\I can't.\I can't tell him it's impossible. response:	I have to go.
context: I made a taken girl fall for me again.\That's awful!\They shouldn't blame you!\No, it's my fault.\Say, little kitten, how can I become less popular?\I can't.\I can't tell him it's impossible.\I have to go. response:	They'll find me.
context: That's awful!\They shouldn't blame you!\No, it's my fault.\Say, little kitten, how can I become less popular?\I can't.\I can't tell him it's impossible.\I have to go.\They'll find me. response:	But you're so beat up!
context: They shouldn't blame you!\No, it's my fault.\Say, little kitten, how can I become less popular?\I can't.\I can't tell him it's impossible.\I have to go.\They'll find me.\But you're so beat up! response:	They're probably waiting for me at home.
context: No, it's my fault.\Say, little kitten, how can I become less popular?\I can't.\I can't tell him it's impossible.\I have to go.\They'll find me.\But you're so beat up!\They're probably waiting for me at home. response:	I'll have to be a stray cat for a while.
context: Say, little kitten, how can I become less popular?\I can't.\I can't tell him it's impossible.\I have to go.\They'll find me.\But you're so beat up!\They're probably waiting for me at home.\I'll have to be a stray cat for a while. response:	Th-Then, why don't you come to my place?
context: I can't.\I can't tell him it's impossible.\I have to go.\They'll find me.\But you're so beat up!\They're probably waiting for me at home.\I'll have to be a stray cat for a while.\Th-Then, why don't you come to my place? response:	Stay near me, and you'll die.
context: I can't tell him it's impossible.\I have to go.\They'll find me.\But you're so beat up!\They're probably waiting for me at home.\I'll have to be a stray cat for a while.\Th-Then, why don't you come to my place?\Stay near me, and you'll die. response:	I'm not afraid!
context: I have to go.\They'll find me.\But you're so beat up!\They're probably waiting for me at home.\I'll have to be a stray cat for a while.\Th-Then, why don't you come to my place?\Stay near me, and you'll die.\I'm not afraid! response:	You don't get it, little kitten.
context: They'll find me.\But you're so beat up!\They're probably waiting for me at home.\I'll have to be a stray cat for a while.\Th-Then, why don't you come to my place?\Stay near me, and you'll die.\I'm not afraid!\You don't get it, little kitten. response:	The people chasing me aren't my true enemy.
context: But you're so beat up!\They're probably waiting for me at home.\I'll have to be a stray cat for a while.\Th-Then, why don't you come to my place?\Stay near me, and you'll die.\I'm not afraid!\You don't get it, little kitten.\The people chasing me aren't my true enemy. response:	Why am I so popular?
context: They're probably waiting for me at home.\I'll have to be a stray cat for a while.\Th-Then, why don't you come to my place?\Stay near me, and you'll die.\I'm not afraid!\You don't get it, little kitten.\The people chasing me aren't my true enemy.\Why am I so popular? response:	Who made me this way?
context: I'll have to be a stray cat for a while.\Th-Then, why don't you come to my place?\Stay near me, and you'll die.\I'm not afraid!\You don't get it, little kitten.\The people chasing me aren't my true enemy.\Why am I so popular?\Who made me this way? response:	There's only one man who could make me that way.
context: Th-Then, why don't you come to my place?\Stay near me, and you'll die.\I'm not afraid!\You don't get it, little kitten.\The people chasing me aren't my true enemy.\Why am I so popular?\Who made me this way?\There's only one man who could make me that way. response:	Do you mean...
context: Stay near me, and you'll die.\I'm not afraid!\You don't get it, little kitten.\The people chasing me aren't my true enemy.\Why am I so popular?\Who made me this way?\There's only one man who could make me that way.\Do you mean... response:	God?
context: I'm not afraid!\You don't get it, little kitten.\The people chasing me aren't my true enemy.\Why am I so popular?\Who made me this way?\There's only one man who could make me that way.\Do you mean...\God? response:	Magic!
context: You don't get it, little kitten.\The people chasing me aren't my true enemy.\Why am I so popular?\Who made me this way?\There's only one man who could make me that way.\Do you mean...\God?\Magic! response:	As long as the god of dating implores me to be popular, I will hurt someone again.
context: The people chasing me aren't my true enemy.\Why am I so popular?\Who made me this way?\There's only one man who could make me that way.\Do you mean...\God?\Magic!\As long as the god of dating implores me to be popular, I will hurt someone again. response:	I don't want to hurt anyone anymore.
context: Why am I so popular?\Who made me this way?\There's only one man who could make me that way.\Do you mean...\God?\Magic!\As long as the god of dating implores me to be popular, I will hurt someone again.\I don't want to hurt anyone anymore. response:	No!
context: Who made me this way?\There's only one man who could make me that way.\Do you mean...\God?\Magic!\As long as the god of dating implores me to be popular, I will hurt someone again.\I don't want to hurt anyone anymore.\No! response:	You're the one who's hurt!
context: There's only one man who could make me that way.\Do you mean...\God?\Magic!\As long as the god of dating implores me to be popular, I will hurt someone again.\I don't want to hurt anyone anymore.\No!\You're the one who's hurt! response:	I'm sorry, little kitten.
context: Do you mean...\God?\Magic!\As long as the god of dating implores me to be popular, I will hurt someone again.\I don't want to hurt anyone anymore.\No!\You're the one who's hurt!\I'm sorry, little kitten. response:	That's just my afterimage.
context: God?\Magic!\As long as the god of dating implores me to be popular, I will hurt someone again.\I don't want to hurt anyone anymore.\No!\You're the one who's hurt!\I'm sorry, little kitten.\That's just my afterimage. response:	I'm impressed you can keep up with me.
context: Magic!\As long as the god of dating implores me to be popular, I will hurt someone again.\I don't want to hurt anyone anymore.\No!\You're the one who's hurt!\I'm sorry, little kitten.\That's just my afterimage.\I'm impressed you can keep up with me. response:	Don't underestimate me!
context: As long as the god of dating implores me to be popular, I will hurt someone again.\I don't want to hurt anyone anymore.\No!\You're the one who's hurt!\I'm sorry, little kitten.\That's just my afterimage.\I'm impressed you can keep up with me.\Don't underestimate me! response:	That's enough.
context: I don't want to hurt anyone anymore.\No!\You're the one who's hurt!\I'm sorry, little kitten.\That's just my afterimage.\I'm impressed you can keep up with me.\Don't underestimate me!\That's enough. response:	You're not ready for these moves.
context: No!\You're the one who's hurt!\I'm sorry, little kitten.\That's just my afterimage.\I'm impressed you can keep up with me.\Don't underestimate me!\That's enough.\You're not ready for these moves. response:	Still, I want to be with you!
context: You're the one who's hurt!\I'm sorry, little kitten.\That's just my afterimage.\I'm impressed you can keep up with me.\Don't underestimate me!\That's enough.\You're not ready for these moves.\Still, I want to be with you! response:	Oh dear, little kitten,
context: I'm sorry, little kitten.\That's just my afterimage.\I'm impressed you can keep up with me.\Don't underestimate me!\That's enough.\You're not ready for these moves.\Still, I want to be with you!\Oh dear, little kitten, response:	Or perhaps you're a fine leopardess now.
context: That's just my afterimage.\I'm impressed you can keep up with me.\Don't underestimate me!\That's enough.\You're not ready for these moves.\Still, I want to be with you!\Oh dear, little kitten,\Or perhaps you're a fine leopardess now. response:	One finger.
context: I'm impressed you can keep up with me.\Don't underestimate me!\That's enough.\You're not ready for these moves.\Still, I want to be with you!\Oh dear, little kitten,\Or perhaps you're a fine leopardess now.\One finger. response:	Watch me stop you with one finger.
context: Don't underestimate me!\That's enough.\You're not ready for these moves.\Still, I want to be with you!\Oh dear, little kitten,\Or perhaps you're a fine leopardess now.\One finger.\Watch me stop you with one finger. response:	Who do you think I am?
context: That's enough.\You're not ready for these moves.\Still, I want to be with you!\Oh dear, little kitten,\Or perhaps you're a fine leopardess now.\One finger.\Watch me stop you with one finger.\Who do you think I am? response:	Do you honestly think you can stop me with one finger?
context: You're not ready for these moves.\Still, I want to be with you!\Oh dear, little kitten,\Or perhaps you're a fine leopardess now.\One finger.\Watch me stop you with one finger.\Who do you think I am?\Do you honestly think you can stop me with one finger? response:	Fall for me even more, and you'll suffer more than just burns.
context: Still, I want to be with you!\Oh dear, little kitten,\Or perhaps you're a fine leopardess now.\One finger.\Watch me stop you with one finger.\Who do you think I am?\Do you honestly think you can stop me with one finger?\Fall for me even more, and you'll suffer more than just burns. response:	Am I...
context: Oh dear, little kitten,\Or perhaps you're a fine leopardess now.\One finger.\Watch me stop you with one finger.\Who do you think I am?\Do you honestly think you can stop me with one finger?\Fall for me even more, and you'll suffer more than just burns.\Am I... response:	Am I not good enough for you?
context: Or perhaps you're a fine leopardess now.\One finger.\Watch me stop you with one finger.\Who do you think I am?\Do you honestly think you can stop me with one finger?\Fall for me even more, and you'll suffer more than just burns.\Am I...\Am I not good enough for you? response:	If you're prepared for that, then burn.
context: One finger.\Watch me stop you with one finger.\Who do you think I am?\Do you honestly think you can stop me with one finger?\Fall for me even more, and you'll suffer more than just burns.\Am I...\Am I not good enough for you?\If you're prepared for that, then burn. response:	Just kidding.
context: Watch me stop you with one finger.\Who do you think I am?\Do you honestly think you can stop me with one finger?\Fall for me even more, and you'll suffer more than just burns.\Am I...\Am I not good enough for you?\If you're prepared for that, then burn.\Just kidding. response:	I'd make a bad senpai if I let my juniors play with fire.
context: Who do you think I am?\Do you honestly think you can stop me with one finger?\Fall for me even more, and you'll suffer more than just burns.\Am I...\Am I not good enough for you?\If you're prepared for that, then burn.\Just kidding.\I'd make a bad senpai if I let my juniors play with fire. response:	No... I...
context: Do you honestly think you can stop me with one finger?\Fall for me even more, and you'll suffer more than just burns.\Am I...\Am I not good enough for you?\If you're prepared for that, then burn.\Just kidding.\I'd make a bad senpai if I let my juniors play with fire.\No... I... response:	I'm going to go beat the crap out of the god of romance
context: Fall for me even more, and you'll suffer more than just burns.\Am I...\Am I not good enough for you?\If you're prepared for that, then burn.\Just kidding.\I'd make a bad senpai if I let my juniors play with fire.\No... I...\I'm going to go beat the crap out of the god of romance response:	so that I don't get any more popular.
context: Am I...\Am I not good enough for you?\If you're prepared for that, then burn.\Just kidding.\I'd make a bad senpai if I let my juniors play with fire.\No... I...\I'm going to go beat the crap out of the god of romance\so that I don't get any more popular. response:	Until then, be careful around fires of love.
context: Am I not good enough for you?\If you're prepared for that, then burn.\Just kidding.\I'd make a bad senpai if I let my juniors play with fire.\No... I...\I'm going to go beat the crap out of the god of romance\so that I don't get any more popular.\Until then, be careful around fires of love. response:	Katori-senpai!
context: If you're prepared for that, then burn.\Just kidding.\I'd make a bad senpai if I let my juniors play with fire.\No... I...\I'm going to go beat the crap out of the god of romance\so that I don't get any more popular.\Until then, be careful around fires of love.\Katori-senpai! response:	Tonight!
context: Just kidding.\I'd make a bad senpai if I let my juniors play with fire.\No... I...\I'm going to go beat the crap out of the god of romance\so that I don't get any more popular.\Until then, be careful around fires of love.\Katori-senpai!\Tonight! response:	Next episode: Square One.
context: I'd make a bad senpai if I let my juniors play with fire.\No... I...\I'm going to go beat the crap out of the god of romance\so that I don't get any more popular.\Until then, be careful around fires of love.\Katori-senpai!\Tonight!\Next episode: Square One. response:	Square One
