context: Look, the sea! response:	-OP-
context: Don't you always shop there?\Yeah, but my dog can't take this heat.\Your dog?\Don't tell me it's usually your dog leading the way.\Got a problem with that?\You really have no sense of direction.\I don't wanna brag, but my dad was even worse!\He totally had no sense of direction at all. response:	How's that bragging? You're always going on about your dad.
context: Yeah, but my dog can't take this heat.\Your dog?\Don't tell me it's usually your dog leading the way.\Got a problem with that?\You really have no sense of direction.\I don't wanna brag, but my dad was even worse!\He totally had no sense of direction at all.\How's that bragging? You're always going on about your dad. response:	He was a great dad.
context: Your dog?\Don't tell me it's usually your dog leading the way.\Got a problem with that?\You really have no sense of direction.\I don't wanna brag, but my dad was even worse!\He totally had no sense of direction at all.\How's that bragging? You're always going on about your dad.\He was a great dad. response:	Was?
context: Don't tell me it's usually your dog leading the way.\Got a problem with that?\You really have no sense of direction.\I don't wanna brag, but my dad was even worse!\He totally had no sense of direction at all.\How's that bragging? You're always going on about your dad.\He was a great dad.\Was? response:	He sailed out about six months ago, and he hasn't come back yet.
context: Got a problem with that?\You really have no sense of direction.\I don't wanna brag, but my dad was even worse!\He totally had no sense of direction at all.\How's that bragging? You're always going on about your dad.\He was a great dad.\Was?\He sailed out about six months ago, and he hasn't come back yet. response:	He's still chasing it.
context: You really have no sense of direction.\I don't wanna brag, but my dad was even worse!\He totally had no sense of direction at all.\How's that bragging? You're always going on about your dad.\He was a great dad.\Was?\He sailed out about six months ago, and he hasn't come back yet.\He's still chasing it. response:	It? You mean...
context: I don't wanna brag, but my dad was even worse!\He totally had no sense of direction at all.\How's that bragging? You're always going on about your dad.\He was a great dad.\Was?\He sailed out about six months ago, and he hasn't come back yet.\He's still chasing it.\It? You mean... response:	Hey, are you talking about...?
context: He totally had no sense of direction at all.\How's that bragging? You're always going on about your dad.\He was a great dad.\Was?\He sailed out about six months ago, and he hasn't come back yet.\He's still chasing it.\It? You mean...\Hey, are you talking about...? response:	The demon of the sea! It caught my dad.
context: How's that bragging? You're always going on about your dad.\He was a great dad.\Was?\He sailed out about six months ago, and he hasn't come back yet.\He's still chasing it.\It? You mean...\Hey, are you talking about...?\The demon of the sea! It caught my dad. response:	So I'm gonna defeat it for sure!
context: He was a great dad.\Was?\He sailed out about six months ago, and he hasn't come back yet.\He's still chasing it.\It? You mean...\Hey, are you talking about...?\The demon of the sea! It caught my dad.\So I'm gonna defeat it for sure! response:	Thanks for your hard work today!
context: Was?\He sailed out about six months ago, and he hasn't come back yet.\He's still chasing it.\It? You mean...\Hey, are you talking about...?\The demon of the sea! It caught my dad.\So I'm gonna defeat it for sure!\Thanks for your hard work today! response:	Raw squid, squid ramen, squid soup...
context: He sailed out about six months ago, and he hasn't come back yet.\He's still chasing it.\It? You mean...\Hey, are you talking about...?\The demon of the sea! It caught my dad.\So I'm gonna defeat it for sure!\Thanks for your hard work today!\Raw squid, squid ramen, squid soup... response:	Fermented squid and pasta with squid ink? It's all just squid.
context: He's still chasing it.\It? You mean...\Hey, are you talking about...?\The demon of the sea! It caught my dad.\So I'm gonna defeat it for sure!\Thanks for your hard work today!\Raw squid, squid ramen, squid soup...\Fermented squid and pasta with squid ink? It's all just squid. response:	Come on, dig in!
context: It? You mean...\Hey, are you talking about...?\The demon of the sea! It caught my dad.\So I'm gonna defeat it for sure!\Thanks for your hard work today!\Raw squid, squid ramen, squid soup...\Fermented squid and pasta with squid ink? It's all just squid.\Come on, dig in! response:	Umm, but... it's all squid stuff.
context: Hey, are you talking about...?\The demon of the sea! It caught my dad.\So I'm gonna defeat it for sure!\Thanks for your hard work today!\Raw squid, squid ramen, squid soup...\Fermented squid and pasta with squid ink? It's all just squid.\Come on, dig in!\Umm, but... it's all squid stuff. response:	It might sound fishy, but lately the fishers have only caught squid.
context: The demon of the sea! It caught my dad.\So I'm gonna defeat it for sure!\Thanks for your hard work today!\Raw squid, squid ramen, squid soup...\Fermented squid and pasta with squid ink? It's all just squid.\Come on, dig in!\Umm, but... it's all squid stuff.\It might sound fishy, but lately the fishers have only caught squid. response:	So much that we're thinking of invading other markets with it, too.
context: So I'm gonna defeat it for sure!\Thanks for your hard work today!\Raw squid, squid ramen, squid soup...\Fermented squid and pasta with squid ink? It's all just squid.\Come on, dig in!\Umm, but... it's all squid stuff.\It might sound fishy, but lately the fishers have only caught squid.\So much that we're thinking of invading other markets with it, too. response:	So that's why the fried squid isn't selling at all...
context: Thanks for your hard work today!\Raw squid, squid ramen, squid soup...\Fermented squid and pasta with squid ink? It's all just squid.\Come on, dig in!\Umm, but... it's all squid stuff.\It might sound fishy, but lately the fishers have only caught squid.\So much that we're thinking of invading other markets with it, too.\So that's why the fried squid isn't selling at all... response:	A kraken?
context: Raw squid, squid ramen, squid soup...\Fermented squid and pasta with squid ink? It's all just squid.\Come on, dig in!\Umm, but... it's all squid stuff.\It might sound fishy, but lately the fishers have only caught squid.\So much that we're thinking of invading other markets with it, too.\So that's why the fried squid isn't selling at all...\A kraken? response:	Well, it's a demon of the sea that spits out ink.
context: Fermented squid and pasta with squid ink? It's all just squid.\Come on, dig in!\Umm, but... it's all squid stuff.\It might sound fishy, but lately the fishers have only caught squid.\So much that we're thinking of invading other markets with it, too.\So that's why the fried squid isn't selling at all...\A kraken?\Well, it's a demon of the sea that spits out ink. response:	According to historical records from Norway, there have been cases where the whole sea turned black from the kraken's ink.
context: Come on, dig in!\Umm, but... it's all squid stuff.\It might sound fishy, but lately the fishers have only caught squid.\So much that we're thinking of invading other markets with it, too.\So that's why the fried squid isn't selling at all...\A kraken?\Well, it's a demon of the sea that spits out ink.\According to historical records from Norway, there have been cases where the whole sea turned black from the kraken's ink. response:	So there's only squid left in the sea because of this thing?
context: Umm, but... it's all squid stuff.\It might sound fishy, but lately the fishers have only caught squid.\So much that we're thinking of invading other markets with it, too.\So that's why the fried squid isn't selling at all...\A kraken?\Well, it's a demon of the sea that spits out ink.\According to historical records from Norway, there have been cases where the whole sea turned black from the kraken's ink.\So there's only squid left in the sea because of this thing? response:	And if it's a kraken, how can we defeat it?
context: It might sound fishy, but lately the fishers have only caught squid.\So much that we're thinking of invading other markets with it, too.\So that's why the fried squid isn't selling at all...\A kraken?\Well, it's a demon of the sea that spits out ink.\According to historical records from Norway, there have been cases where the whole sea turned black from the kraken's ink.\So there's only squid left in the sea because of this thing?\And if it's a kraken, how can we defeat it? response:	Usually the fatal verse of the demons of the sea is Ephesians 1:18.
context: So much that we're thinking of invading other markets with it, too.\So that's why the fried squid isn't selling at all...\A kraken?\Well, it's a demon of the sea that spits out ink.\According to historical records from Norway, there have been cases where the whole sea turned black from the kraken's ink.\So there's only squid left in the sea because of this thing?\And if it's a kraken, how can we defeat it?\Usually the fatal verse of the demons of the sea is Ephesians 1:18. response:	But we have limited resources here,
context: So that's why the fried squid isn't selling at all...\A kraken?\Well, it's a demon of the sea that spits out ink.\According to historical records from Norway, there have been cases where the whole sea turned black from the kraken's ink.\So there's only squid left in the sea because of this thing?\And if it's a kraken, how can we defeat it?\Usually the fatal verse of the demons of the sea is Ephesians 1:18.\But we have limited resources here, response:	and it's definitely not something a child could handle alone.
context: A kraken?\Well, it's a demon of the sea that spits out ink.\According to historical records from Norway, there have been cases where the whole sea turned black from the kraken's ink.\So there's only squid left in the sea because of this thing?\And if it's a kraken, how can we defeat it?\Usually the fatal verse of the demons of the sea is Ephesians 1:18.\But we have limited resources here,\and it's definitely not something a child could handle alone. response:	What is it, Honey?
context: Well, it's a demon of the sea that spits out ink.\According to historical records from Norway, there have been cases where the whole sea turned black from the kraken's ink.\So there's only squid left in the sea because of this thing?\And if it's a kraken, how can we defeat it?\Usually the fatal verse of the demons of the sea is Ephesians 1:18.\But we have limited resources here,\and it's definitely not something a child could handle alone.\What is it, Honey? response:	Again? But of course, my little kitty.
context: According to historical records from Norway, there have been cases where the whole sea turned black from the kraken's ink.\So there's only squid left in the sea because of this thing?\And if it's a kraken, how can we defeat it?\Usually the fatal verse of the demons of the sea is Ephesians 1:18.\But we have limited resources here,\and it's definitely not something a child could handle alone.\What is it, Honey?\Again? But of course, my little kitty. response:	Something came up, so I have to leave you for a while.
context: So there's only squid left in the sea because of this thing?\And if it's a kraken, how can we defeat it?\Usually the fatal verse of the demons of the sea is Ephesians 1:18.\But we have limited resources here,\and it's definitely not something a child could handle alone.\What is it, Honey?\Again? But of course, my little kitty.\Something came up, so I have to leave you for a while. response:	Tomorrow we'll have real part-timers in the shop, so you can rest then.
context: And if it's a kraken, how can we defeat it?\Usually the fatal verse of the demons of the sea is Ephesians 1:18.\But we have limited resources here,\and it's definitely not something a child could handle alone.\What is it, Honey?\Again? But of course, my little kitty.\Something came up, so I have to leave you for a while.\Tomorrow we'll have real part-timers in the shop, so you can rest then. response:	Real part-timers? Then were we just fill-ins?
context: Usually the fatal verse of the demons of the sea is Ephesians 1:18.\But we have limited resources here,\and it's definitely not something a child could handle alone.\What is it, Honey?\Again? But of course, my little kitty.\Something came up, so I have to leave you for a while.\Tomorrow we'll have real part-timers in the shop, so you can rest then.\Real part-timers? Then were we just fill-ins? response:	He said that kitty thing again, didn't he?
context: But we have limited resources here,\and it's definitely not something a child could handle alone.\What is it, Honey?\Again? But of course, my little kitty.\Something came up, so I have to leave you for a while.\Tomorrow we'll have real part-timers in the shop, so you can rest then.\Real part-timers? Then were we just fill-ins?\He said that kitty thing again, didn't he? response:	But hey, Okumura!
context: and it's definitely not something a child could handle alone.\What is it, Honey?\Again? But of course, my little kitty.\Something came up, so I have to leave you for a while.\Tomorrow we'll have real part-timers in the shop, so you can rest then.\Real part-timers? Then were we just fill-ins?\He said that kitty thing again, didn't he?\But hey, Okumura! response:	We can go swimming tomorrow!
context: What is it, Honey?\Again? But of course, my little kitty.\Something came up, so I have to leave you for a while.\Tomorrow we'll have real part-timers in the shop, so you can rest then.\Real part-timers? Then were we just fill-ins?\He said that kitty thing again, didn't he?\But hey, Okumura!\We can go swimming tomorrow! response:	Yeah!
context: Again? But of course, my little kitty.\Something came up, so I have to leave you for a while.\Tomorrow we'll have real part-timers in the shop, so you can rest then.\Real part-timers? Then were we just fill-ins?\He said that kitty thing again, didn't he?\But hey, Okumura!\We can go swimming tomorrow!\Yeah! response:	That was fast!
context: Something came up, so I have to leave you for a while.\Tomorrow we'll have real part-timers in the shop, so you can rest then.\Real part-timers? Then were we just fill-ins?\He said that kitty thing again, didn't he?\But hey, Okumura!\We can go swimming tomorrow!\Yeah!\That was fast! response:	I forgot to say that tomorrow you'll have to look after Yohei so that he won't go after the demon.
context: Tomorrow we'll have real part-timers in the shop, so you can rest then.\Real part-timers? Then were we just fill-ins?\He said that kitty thing again, didn't he?\But hey, Okumura!\We can go swimming tomorrow!\Yeah!\That was fast!\I forgot to say that tomorrow you'll have to look after Yohei so that he won't go after the demon. response:	You're... cute.
context: Real part-timers? Then were we just fill-ins?\He said that kitty thing again, didn't he?\But hey, Okumura!\We can go swimming tomorrow!\Yeah!\That was fast!\I forgot to say that tomorrow you'll have to look after Yohei so that he won't go after the demon.\You're... cute. response:	Oh, come on.
context: He said that kitty thing again, didn't he?\But hey, Okumura!\We can go swimming tomorrow!\Yeah!\That was fast!\I forgot to say that tomorrow you'll have to look after Yohei so that he won't go after the demon.\You're... cute.\Oh, come on. response:	You?
context: But hey, Okumura!\We can go swimming tomorrow!\Yeah!\That was fast!\I forgot to say that tomorrow you'll have to look after Yohei so that he won't go after the demon.\You're... cute.\Oh, come on.\You? response:	I'm sorry.
context: We can go swimming tomorrow!\Yeah!\That was fast!\I forgot to say that tomorrow you'll have to look after Yohei so that he won't go after the demon.\You're... cute.\Oh, come on.\You?\I'm sorry. response:	Why are you here?
context: Yeah!\That was fast!\I forgot to say that tomorrow you'll have to look after Yohei so that he won't go after the demon.\You're... cute.\Oh, come on.\You?\I'm sorry.\Why are you here? response:	Here.
context: That was fast!\I forgot to say that tomorrow you'll have to look after Yohei so that he won't go after the demon.\You're... cute.\Oh, come on.\You?\I'm sorry.\Why are you here?\Here. response:	What's this?
context: I forgot to say that tomorrow you'll have to look after Yohei so that he won't go after the demon.\You're... cute.\Oh, come on.\You?\I'm sorry.\Why are you here?\Here.\What's this? response:	An ointment. My dad always has this with him to the sea.
context: You're... cute.\Oh, come on.\You?\I'm sorry.\Why are you here?\Here.\What's this?\An ointment. My dad always has this with him to the sea. response:	It works right away, just put it on the bruise.
context: Oh, come on.\You?\I'm sorry.\Why are you here?\Here.\What's this?\An ointment. My dad always has this with him to the sea.\It works right away, just put it on the bruise. response:	You came here just for this?
context: You?\I'm sorry.\Why are you here?\Here.\What's this?\An ointment. My dad always has this with him to the sea.\It works right away, just put it on the bruise.\You came here just for this? response:	Hey!
context: I'm sorry.\Why are you here?\Here.\What's this?\An ointment. My dad always has this with him to the sea.\It works right away, just put it on the bruise.\You came here just for this?\Hey! response:	Sorry, which way is it to my house?
context: Why are you here?\Here.\What's this?\An ointment. My dad always has this with him to the sea.\It works right away, just put it on the bruise.\You came here just for this?\Hey!\Sorry, which way is it to my house? response:	Wake up! Rin!
context: Here.\What's this?\An ointment. My dad always has this with him to the sea.\It works right away, just put it on the bruise.\You came here just for this?\Hey!\Sorry, which way is it to my house?\Wake up! Rin! response:	It's the sea again!
context: What's this?\An ointment. My dad always has this with him to the sea.\It works right away, just put it on the bruise.\You came here just for this?\Hey!\Sorry, which way is it to my house?\Wake up! Rin!\It's the sea again! response:	Huh?
context: An ointment. My dad always has this with him to the sea.\It works right away, just put it on the bruise.\You came here just for this?\Hey!\Sorry, which way is it to my house?\Wake up! Rin!\It's the sea again!\Huh? response:	Again... That kid must've seen it, too.
context: It works right away, just put it on the bruise.\You came here just for this?\Hey!\Sorry, which way is it to my house?\Wake up! Rin!\It's the sea again!\Huh?\Again... That kid must've seen it, too. response:	I don't mind as long as he's not doing anything stupid...
context: You came here just for this?\Hey!\Sorry, which way is it to my house?\Wake up! Rin!\It's the sea again!\Huh?\Again... That kid must've seen it, too.\I don't mind as long as he's not doing anything stupid... response:	I'll go check him out!
context: Hey!\Sorry, which way is it to my house?\Wake up! Rin!\It's the sea again!\Huh?\Again... That kid must've seen it, too.\I don't mind as long as he's not doing anything stupid...\I'll go check him out! response:	Izumo?
context: Sorry, which way is it to my house?\Wake up! Rin!\It's the sea again!\Huh?\Again... That kid must've seen it, too.\I don't mind as long as he's not doing anything stupid...\I'll go check him out!\Izumo? response:	What? After all, he saved me once...
context: Wake up! Rin!\It's the sea again!\Huh?\Again... That kid must've seen it, too.\I don't mind as long as he's not doing anything stupid...\I'll go check him out!\Izumo?\What? After all, he saved me once... response:	Besides, I hate people who don't know their limits.
context: It's the sea again!\Huh?\Again... That kid must've seen it, too.\I don't mind as long as he's not doing anything stupid...\I'll go check him out!\Izumo?\What? After all, he saved me once...\Besides, I hate people who don't know their limits. response:	She says that we don't need to take over for her.
context: Huh?\Again... That kid must've seen it, too.\I don't mind as long as he's not doing anything stupid...\I'll go check him out!\Izumo?\What? After all, he saved me once...\Besides, I hate people who don't know their limits.\She says that we don't need to take over for her. response:	It's unusual for Izumo to care about someone so much.
context: Again... That kid must've seen it, too.\I don't mind as long as he's not doing anything stupid...\I'll go check him out!\Izumo?\What? After all, he saved me once...\Besides, I hate people who don't know their limits.\She says that we don't need to take over for her.\It's unusual for Izumo to care about someone so much. response:	Are you going to sit there on the lookout all night, too?
context: I don't mind as long as he's not doing anything stupid...\I'll go check him out!\Izumo?\What? After all, he saved me once...\Besides, I hate people who don't know their limits.\She says that we don't need to take over for her.\It's unusual for Izumo to care about someone so much.\Are you going to sit there on the lookout all night, too? response:	I'll wait forever if I have to!
context: I'll go check him out!\Izumo?\What? After all, he saved me once...\Besides, I hate people who don't know their limits.\She says that we don't need to take over for her.\It's unusual for Izumo to care about someone so much.\Are you going to sit there on the lookout all night, too?\I'll wait forever if I have to! response:	Until it comes.
context: Izumo?\What? After all, he saved me once...\Besides, I hate people who don't know their limits.\She says that we don't need to take over for her.\It's unusual for Izumo to care about someone so much.\Are you going to sit there on the lookout all night, too?\I'll wait forever if I have to!\Until it comes. response:	If it's really a demon, you won't be able do anything against it on your own!
context: What? After all, he saved me once...\Besides, I hate people who don't know their limits.\She says that we don't need to take over for her.\It's unusual for Izumo to care about someone so much.\Are you going to sit there on the lookout all night, too?\I'll wait forever if I have to!\Until it comes.\If it's really a demon, you won't be able do anything against it on your own! response:	Shut up! It's my dad's enemy!
context: Besides, I hate people who don't know their limits.\She says that we don't need to take over for her.\It's unusual for Izumo to care about someone so much.\Are you going to sit there on the lookout all night, too?\I'll wait forever if I have to!\Until it comes.\If it's really a demon, you won't be able do anything against it on your own!\Shut up! It's my dad's enemy! response:	So I'm gonna defeat it for sure!
context: She says that we don't need to take over for her.\It's unusual for Izumo to care about someone so much.\Are you going to sit there on the lookout all night, too?\I'll wait forever if I have to!\Until it comes.\If it's really a demon, you won't be able do anything against it on your own!\Shut up! It's my dad's enemy!\So I'm gonna defeat it for sure! response:	You sure are a handful.
context: It's unusual for Izumo to care about someone so much.\Are you going to sit there on the lookout all night, too?\I'll wait forever if I have to!\Until it comes.\If it's really a demon, you won't be able do anything against it on your own!\Shut up! It's my dad's enemy!\So I'm gonna defeat it for sure!\You sure are a handful. response:	You know that there are things that you can't do alone?
context: Are you going to sit there on the lookout all night, too?\I'll wait forever if I have to!\Until it comes.\If it's really a demon, you won't be able do anything against it on your own!\Shut up! It's my dad's enemy!\So I'm gonna defeat it for sure!\You sure are a handful.\You know that there are things that you can't do alone? response:	Just looking at you makes me feel embarrassed.
context: I'll wait forever if I have to!\Until it comes.\If it's really a demon, you won't be able do anything against it on your own!\Shut up! It's my dad's enemy!\So I'm gonna defeat it for sure!\You sure are a handful.\You know that there are things that you can't do alone?\Just looking at you makes me feel embarrassed. response:	You're a fool who doesn't know his place and who'll only get hurt.
context: Until it comes.\If it's really a demon, you won't be able do anything against it on your own!\Shut up! It's my dad's enemy!\So I'm gonna defeat it for sure!\You sure are a handful.\You know that there are things that you can't do alone?\Just looking at you makes me feel embarrassed.\You're a fool who doesn't know his place and who'll only get hurt. response:	So you'd just run away if you were about to get hurt?
context: If it's really a demon, you won't be able do anything against it on your own!\Shut up! It's my dad's enemy!\So I'm gonna defeat it for sure!\You sure are a handful.\You know that there are things that you can't do alone?\Just looking at you makes me feel embarrassed.\You're a fool who doesn't know his place and who'll only get hurt.\So you'd just run away if you were about to get hurt? response:	My dad told me that if someone's being all negative it's because the person has no self-confidence.
context: Shut up! It's my dad's enemy!\So I'm gonna defeat it for sure!\You sure are a handful.\You know that there are things that you can't do alone?\Just looking at you makes me feel embarrassed.\You're a fool who doesn't know his place and who'll only get hurt.\So you'd just run away if you were about to get hurt?\My dad told me that if someone's being all negative it's because the person has no self-confidence. response:	They try to make others lose their way too because they're lost.
context: So I'm gonna defeat it for sure!\You sure are a handful.\You know that there are things that you can't do alone?\Just looking at you makes me feel embarrassed.\You're a fool who doesn't know his place and who'll only get hurt.\So you'd just run away if you were about to get hurt?\My dad told me that if someone's being all negative it's because the person has no self-confidence.\They try to make others lose their way too because they're lost. response:	What are you saying? You're annoying!
context: You sure are a handful.\You know that there are things that you can't do alone?\Just looking at you makes me feel embarrassed.\You're a fool who doesn't know his place and who'll only get hurt.\So you'd just run away if you were about to get hurt?\My dad told me that if someone's being all negative it's because the person has no self-confidence.\They try to make others lose their way too because they're lost.\What are you saying? You're annoying! response:	I'm... I'm angry, you know!
context: You know that there are things that you can't do alone?\Just looking at you makes me feel embarrassed.\You're a fool who doesn't know his place and who'll only get hurt.\So you'd just run away if you were about to get hurt?\My dad told me that if someone's being all negative it's because the person has no self-confidence.\They try to make others lose their way too because they're lost.\What are you saying? You're annoying!\I'm... I'm angry, you know! response:	Then it's okay.
context: Just looking at you makes me feel embarrassed.\You're a fool who doesn't know his place and who'll only get hurt.\So you'd just run away if you were about to get hurt?\My dad told me that if someone's being all negative it's because the person has no self-confidence.\They try to make others lose their way too because they're lost.\What are you saying? You're annoying!\I'm... I'm angry, you know!\Then it's okay. response:	It doesn't matter if you lose your way, just don't lose sight of what you've decided.
context: You're a fool who doesn't know his place and who'll only get hurt.\So you'd just run away if you were about to get hurt?\My dad told me that if someone's being all negative it's because the person has no self-confidence.\They try to make others lose their way too because they're lost.\What are you saying? You're annoying!\I'm... I'm angry, you know!\Then it's okay.\It doesn't matter if you lose your way, just don't lose sight of what you've decided. response:	My dad told me that.
context: So you'd just run away if you were about to get hurt?\My dad told me that if someone's being all negative it's because the person has no self-confidence.\They try to make others lose their way too because they're lost.\What are you saying? You're annoying!\I'm... I'm angry, you know!\Then it's okay.\It doesn't matter if you lose your way, just don't lose sight of what you've decided.\My dad told me that. response:	I think he decided to meet that demon, and he went through with it.
context: My dad told me that if someone's being all negative it's because the person has no self-confidence.\They try to make others lose their way too because they're lost.\What are you saying? You're annoying!\I'm... I'm angry, you know!\Then it's okay.\It doesn't matter if you lose your way, just don't lose sight of what you've decided.\My dad told me that.\I think he decided to meet that demon, and he went through with it. response:	So I won't hesitate either.
context: They try to make others lose their way too because they're lost.\What are you saying? You're annoying!\I'm... I'm angry, you know!\Then it's okay.\It doesn't matter if you lose your way, just don't lose sight of what you've decided.\My dad told me that.\I think he decided to meet that demon, and he went through with it.\So I won't hesitate either. response:	Just like my dad, I will...
context: What are you saying? You're annoying!\I'm... I'm angry, you know!\Then it's okay.\It doesn't matter if you lose your way, just don't lose sight of what you've decided.\My dad told me that.\I think he decided to meet that demon, and he went through with it.\So I won't hesitate either.\Just like my dad, I will... response:	It came!
context: I'm... I'm angry, you know!\Then it's okay.\It doesn't matter if you lose your way, just don't lose sight of what you've decided.\My dad told me that.\I think he decided to meet that demon, and he went through with it.\So I won't hesitate either.\Just like my dad, I will...\It came! response:	That's...
context: Then it's okay.\It doesn't matter if you lose your way, just don't lose sight of what you've decided.\My dad told me that.\I think he decided to meet that demon, and he went through with it.\So I won't hesitate either.\Just like my dad, I will...\It came!\That's... response:	Yohei!
context: It doesn't matter if you lose your way, just don't lose sight of what you've decided.\My dad told me that.\I think he decided to meet that demon, and he went through with it.\So I won't hesitate either.\Just like my dad, I will...\It came!\That's...\Yohei! response:	So that's...
context: My dad told me that.\I think he decided to meet that demon, and he went through with it.\So I won't hesitate either.\Just like my dad, I will...\It came!\That's...\Yohei!\So that's... response:	It's the demon! And it's spitting ink!
context: I think he decided to meet that demon, and he went through with it.\So I won't hesitate either.\Just like my dad, I will...\It came!\That's...\Yohei!\So that's...\It's the demon! And it's spitting ink! response:	Whatever, just say your mantra!
context: So I won't hesitate either.\Just like my dad, I will...\It came!\That's...\Yohei!\So that's...\It's the demon! And it's spitting ink!\Whatever, just say your mantra! response:	It's not a mantra, it's a hymn!
context: Just like my dad, I will...\It came!\That's...\Yohei!\So that's...\It's the demon! And it's spitting ink!\Whatever, just say your mantra!\It's not a mantra, it's a hymn! response:	Wait, you want to fight it?
context: It came!\That's...\Yohei!\So that's...\It's the demon! And it's spitting ink!\Whatever, just say your mantra!\It's not a mantra, it's a hymn!\Wait, you want to fight it? response:	If we let it, it might leave the sea and attack the town.
context: That's...\Yohei!\So that's...\It's the demon! And it's spitting ink!\Whatever, just say your mantra!\It's not a mantra, it's a hymn!\Wait, you want to fight it?\If we let it, it might leave the sea and attack the town. response:	And we have to do something before that kid does!
context: Yohei!\So that's...\It's the demon! And it's spitting ink!\Whatever, just say your mantra!\It's not a mantra, it's a hymn!\Wait, you want to fight it?\If we let it, it might leave the sea and attack the town.\And we have to do something before that kid does! response:	That's right...
context: So that's...\It's the demon! And it's spitting ink!\Whatever, just say your mantra!\It's not a mantra, it's a hymn!\Wait, you want to fight it?\If we let it, it might leave the sea and attack the town.\And we have to do something before that kid does!\That's right... response:	What the riches of the glory of his inheritance in the saints,
context: It's the demon! And it's spitting ink!\Whatever, just say your mantra!\It's not a mantra, it's a hymn!\Wait, you want to fight it?\If we let it, it might leave the sea and attack the town.\And we have to do something before that kid does!\That's right...\What the riches of the glory of his inheritance in the saints, response:	and what is the exceeding greatness of his power to us-ward who believe...
context: Whatever, just say your mantra!\It's not a mantra, it's a hymn!\Wait, you want to fight it?\If we let it, it might leave the sea and attack the town.\And we have to do something before that kid does!\That's right...\What the riches of the glory of his inheritance in the saints,\and what is the exceeding greatness of his power to us-ward who believe... response:	According to the working of his mighty power...
context: It's not a mantra, it's a hymn!\Wait, you want to fight it?\If we let it, it might leave the sea and attack the town.\And we have to do something before that kid does!\That's right...\What the riches of the glory of his inheritance in the saints,\and what is the exceeding greatness of his power to us-ward who believe...\According to the working of his mighty power... response:	It doesn't work at all! Can a squid hear at all?
context: Wait, you want to fight it?\If we let it, it might leave the sea and attack the town.\And we have to do something before that kid does!\That's right...\What the riches of the glory of his inheritance in the saints,\and what is the exceeding greatness of his power to us-ward who believe...\According to the working of his mighty power...\It doesn't work at all! Can a squid hear at all? response:	It's fine, it has those huge ears!
context: If we let it, it might leave the sea and attack the town.\And we have to do something before that kid does!\That's right...\What the riches of the glory of his inheritance in the saints,\and what is the exceeding greatness of his power to us-ward who believe...\According to the working of his mighty power...\It doesn't work at all! Can a squid hear at all?\It's fine, it has those huge ears! response:	You're kidding, right?
context: And we have to do something before that kid does!\That's right...\What the riches of the glory of his inheritance in the saints,\and what is the exceeding greatness of his power to us-ward who believe...\According to the working of his mighty power...\It doesn't work at all! Can a squid hear at all?\It's fine, it has those huge ears!\You're kidding, right? response:	Every kid knows those are fins.
context: That's right...\What the riches of the glory of his inheritance in the saints,\and what is the exceeding greatness of his power to us-ward who believe...\According to the working of his mighty power...\It doesn't work at all! Can a squid hear at all?\It's fine, it has those huge ears!\You're kidding, right?\Every kid knows those are fins. response:	Fins? Seriously?
context: What the riches of the glory of his inheritance in the saints,\and what is the exceeding greatness of his power to us-ward who believe...\According to the working of his mighty power...\It doesn't work at all! Can a squid hear at all?\It's fine, it has those huge ears!\You're kidding, right?\Every kid knows those are fins.\Fins? Seriously? response:	Blackie!
context: and what is the exceeding greatness of his power to us-ward who believe...\According to the working of his mighty power...\It doesn't work at all! Can a squid hear at all?\It's fine, it has those huge ears!\You're kidding, right?\Every kid knows those are fins.\Fins? Seriously?\Blackie! response:	Amazing! It's just like a monster movie!
context: According to the working of his mighty power...\It doesn't work at all! Can a squid hear at all?\It's fine, it has those huge ears!\You're kidding, right?\Every kid knows those are fins.\Fins? Seriously?\Blackie!\Amazing! It's just like a monster movie! response:	Go, Blackie!
context: It doesn't work at all! Can a squid hear at all?\It's fine, it has those huge ears!\You're kidding, right?\Every kid knows those are fins.\Fins? Seriously?\Blackie!\Amazing! It's just like a monster movie!\Go, Blackie! response:	Just like that, Blackie!
context: It's fine, it has those huge ears!\You're kidding, right?\Every kid knows those are fins.\Fins? Seriously?\Blackie!\Amazing! It's just like a monster movie!\Go, Blackie!\Just like that, Blackie! response:	Don't!
context: You're kidding, right?\Every kid knows those are fins.\Fins? Seriously?\Blackie!\Amazing! It's just like a monster movie!\Go, Blackie!\Just like that, Blackie!\Don't! response:	What's wrong?
context: Every kid knows those are fins.\Fins? Seriously?\Blackie!\Amazing! It's just like a monster movie!\Go, Blackie!\Just like that, Blackie!\Don't!\What's wrong? response:	Don't you know?
context: Fins? Seriously?\Blackie!\Amazing! It's just like a monster movie!\Go, Blackie!\Just like that, Blackie!\Don't!\What's wrong?\Don't you know? response:	Cats get...
context: Blackie!\Amazing! It's just like a monster movie!\Go, Blackie!\Just like that, Blackie!\Don't!\What's wrong?\Don't you know?\Cats get... response:	Blackie!
context: Amazing! It's just like a monster movie!\Go, Blackie!\Just like that, Blackie!\Don't!\What's wrong?\Don't you know?\Cats get...\Blackie! response:	Blackie! What's wrong? Blackie!
context: Go, Blackie!\Just like that, Blackie!\Don't!\What's wrong?\Don't you know?\Cats get...\Blackie!\Blackie! What's wrong? Blackie! response:	I'm dizzy...
