context: So why my house? response:	Because you have a 60-inch TV!
context: She's putting up a fight!\Five cards...\We'll now provide a summary of the first game.\First Game Digest\Wakamiya Yamamoto\Both players started off very even.\Yamamoto, grade 6, did not allow the Queen to play her game.\She certainly played admirably. response:	She's not as sharp as she was in the high school tournament.
context: Five cards...\We'll now provide a summary of the first game.\First Game Digest\Wakamiya Yamamoto\Both players started off very even.\Yamamoto, grade 6, did not allow the Queen to play her game.\She certainly played admirably.\She's not as sharp as she was in the high school tournament. response:	Is it because she's chubby now?
context: We'll now provide a summary of the first game.\First Game Digest\Wakamiya Yamamoto\Both players started off very even.\Yamamoto, grade 6, did not allow the Queen to play her game.\She certainly played admirably.\She's not as sharp as she was in the high school tournament.\Is it because she's chubby now? response:	Shinobu-chan...
context: First Game Digest\Wakamiya Yamamoto\Both players started off very even.\Yamamoto, grade 6, did not allow the Queen to play her game.\She certainly played admirably.\She's not as sharp as she was in the high school tournament.\Is it because she's chubby now?\Shinobu-chan... response:	We'll now introduce our players.
context: Wakamiya Yamamoto\Both players started off very even.\Yamamoto, grade 6, did not allow the Queen to play her game.\She certainly played admirably.\She's not as sharp as she was in the high school tournament.\Is it because she's chubby now?\Shinobu-chan...\We'll now introduce our players. response:	This year's challenger is Yamamoto Yumi, grade 6.
context: Both players started off very even.\Yamamoto, grade 6, did not allow the Queen to play her game.\She certainly played admirably.\She's not as sharp as she was in the high school tournament.\Is it because she's chubby now?\Shinobu-chan...\We'll now introduce our players.\This year's challenger is Yamamoto Yumi, grade 6. response:	The former Queen has returned
context: Yamamoto, grade 6, did not allow the Queen to play her game.\She certainly played admirably.\She's not as sharp as she was in the high school tournament.\Is it because she's chubby now?\Shinobu-chan...\We'll now introduce our players.\This year's challenger is Yamamoto Yumi, grade 6.\The former Queen has returned response:	Yamamoto Yumi, Grade 6
context: She certainly played admirably.\She's not as sharp as she was in the high school tournament.\Is it because she's chubby now?\Shinobu-chan...\We'll now introduce our players.\This year's challenger is Yamamoto Yumi, grade 6.\The former Queen has returned\Yamamoto Yumi, Grade 6 response:	to Omi Jingu to reclaim her title.
context: She's not as sharp as she was in the high school tournament.\Is it because she's chubby now?\Shinobu-chan...\We'll now introduce our players.\This year's challenger is Yamamoto Yumi, grade 6.\The former Queen has returned\Yamamoto Yumi, Grade 6\to Omi Jingu to reclaim her title. response:	During the day, she's a 24-year-old
context: Is it because she's chubby now?\Shinobu-chan...\We'll now introduce our players.\This year's challenger is Yamamoto Yumi, grade 6.\The former Queen has returned\Yamamoto Yumi, Grade 6\to Omi Jingu to reclaim her title.\During the day, she's a 24-year-old response:	in her second year as a working adult.
context: Shinobu-chan...\We'll now introduce our players.\This year's challenger is Yamamoto Yumi, grade 6.\The former Queen has returned\Yamamoto Yumi, Grade 6\to Omi Jingu to reclaim her title.\During the day, she's a 24-year-old\in her second year as a working adult. response:	While working at a large Tokyo bank,
context: We'll now introduce our players.\This year's challenger is Yamamoto Yumi, grade 6.\The former Queen has returned\Yamamoto Yumi, Grade 6\to Omi Jingu to reclaim her title.\During the day, she's a 24-year-old\in her second year as a working adult.\While working at a large Tokyo bank, response:	Wow! They went to the bank to interview her!
context: This year's challenger is Yamamoto Yumi, grade 6.\The former Queen has returned\Yamamoto Yumi, Grade 6\to Omi Jingu to reclaim her title.\During the day, she's a 24-year-old\in her second year as a working adult.\While working at a large Tokyo bank,\Wow! They went to the bank to interview her! response:	she's been making the best of her limited practice time
context: The former Queen has returned\Yamamoto Yumi, Grade 6\to Omi Jingu to reclaim her title.\During the day, she's a 24-year-old\in her second year as a working adult.\While working at a large Tokyo bank,\Wow! They went to the bank to interview her!\she's been making the best of her limited practice time response:	to return to the Queen match!
context: Yamamoto Yumi, Grade 6\to Omi Jingu to reclaim her title.\During the day, she's a 24-year-old\in her second year as a working adult.\While working at a large Tokyo bank,\Wow! They went to the bank to interview her!\she's been making the best of her limited practice time\to return to the Queen match! response:	Until I got here, I was scared of Wakamiya Shinobu...
context: to Omi Jingu to reclaim her title.\During the day, she's a 24-year-old\in her second year as a working adult.\While working at a large Tokyo bank,\Wow! They went to the bank to interview her!\she's been making the best of her limited practice time\to return to the Queen match!\Until I got here, I was scared of Wakamiya Shinobu... response:	I could still remember how strong she was last year...
context: During the day, she's a 24-year-old\in her second year as a working adult.\While working at a large Tokyo bank,\Wow! They went to the bank to interview her!\she's been making the best of her limited practice time\to return to the Queen match!\Until I got here, I was scared of Wakamiya Shinobu...\I could still remember how strong she was last year... response:	But look at her now.
context: in her second year as a working adult.\While working at a large Tokyo bank,\Wow! They went to the bank to interview her!\she's been making the best of her limited practice time\to return to the Queen match!\Until I got here, I was scared of Wakamiya Shinobu...\I could still remember how strong she was last year...\But look at her now. response:	She's so chubby.
context: While working at a large Tokyo bank,\Wow! They went to the bank to interview her!\she's been making the best of her limited practice time\to return to the Queen match!\Until I got here, I was scared of Wakamiya Shinobu...\I could still remember how strong she was last year...\But look at her now.\She's so chubby. response:	I'm not scared.
context: Wow! They went to the bank to interview her!\she's been making the best of her limited practice time\to return to the Queen match!\Until I got here, I was scared of Wakamiya Shinobu...\I could still remember how strong she was last year...\But look at her now.\She's so chubby.\I'm not scared. response:	She's still human.
context: she's been making the best of her limited practice time\to return to the Queen match!\Until I got here, I was scared of Wakamiya Shinobu...\I could still remember how strong she was last year...\But look at her now.\She's so chubby.\I'm not scared.\She's still human. response:	A child who came to the Queen match
context: to return to the Queen match!\Until I got here, I was scared of Wakamiya Shinobu...\I could still remember how strong she was last year...\But look at her now.\She's so chubby.\I'm not scared.\She's still human.\A child who came to the Queen match response:	without paying any attention to her health.
context: Until I got here, I was scared of Wakamiya Shinobu...\I could still remember how strong she was last year...\But look at her now.\She's so chubby.\I'm not scared.\She's still human.\A child who came to the Queen match\without paying any attention to her health. response:	It's hot...
context: I could still remember how strong she was last year...\But look at her now.\She's so chubby.\I'm not scared.\She's still human.\A child who came to the Queen match\without paying any attention to her health.\It's hot... response:	Her opponent is Wakamiya Shinobu,
context: But look at her now.\She's so chubby.\I'm not scared.\She's still human.\A child who came to the Queen match\without paying any attention to her health.\It's hot...\Her opponent is Wakamiya Shinobu, response:	the youngest Queen in history.
context: She's so chubby.\I'm not scared.\She's still human.\A child who came to the Queen match\without paying any attention to her health.\It's hot...\Her opponent is Wakamiya Shinobu,\the youngest Queen in history. response:	Wakamiya Shinobu, Queen
context: I'm not scared.\She's still human.\A child who came to the Queen match\without paying any attention to her health.\It's hot...\Her opponent is Wakamiya Shinobu,\the youngest Queen in history.\Wakamiya Shinobu, Queen response:	She currently attends a high school in Kyoto.
context: She's still human.\A child who came to the Queen match\without paying any attention to her health.\It's hot...\Her opponent is Wakamiya Shinobu,\the youngest Queen in history.\Wakamiya Shinobu, Queen\She currently attends a high school in Kyoto. response:	Her high school does not have a karuta club,
context: A child who came to the Queen match\without paying any attention to her health.\It's hot...\Her opponent is Wakamiya Shinobu,\the youngest Queen in history.\Wakamiya Shinobu, Queen\She currently attends a high school in Kyoto.\Her high school does not have a karuta club, response:	and she'd been practicing karuta
context: without paying any attention to her health.\It's hot...\Her opponent is Wakamiya Shinobu,\the youngest Queen in history.\Wakamiya Shinobu, Queen\She currently attends a high school in Kyoto.\Her high school does not have a karuta club,\and she'd been practicing karuta response:	at Kyoto's Myojo society till sixth grade.
context: It's hot...\Her opponent is Wakamiya Shinobu,\the youngest Queen in history.\Wakamiya Shinobu, Queen\She currently attends a high school in Kyoto.\Her high school does not have a karuta club,\and she'd been practicing karuta\at Kyoto's Myojo society till sixth grade. response:	With additional practice at home,
context: Her opponent is Wakamiya Shinobu,\the youngest Queen in history.\Wakamiya Shinobu, Queen\She currently attends a high school in Kyoto.\Her high school does not have a karuta club,\and she'd been practicing karuta\at Kyoto's Myojo society till sixth grade.\With additional practice at home, response:	she was able to achieve overwhelming speed.
context: the youngest Queen in history.\Wakamiya Shinobu, Queen\She currently attends a high school in Kyoto.\Her high school does not have a karuta club,\and she'd been practicing karuta\at Kyoto's Myojo society till sixth grade.\With additional practice at home,\she was able to achieve overwhelming speed. response:	Practice swings?
context: Wakamiya Shinobu, Queen\She currently attends a high school in Kyoto.\Her high school does not have a karuta club,\and she'd been practicing karuta\at Kyoto's Myojo society till sixth grade.\With additional practice at home,\she was able to achieve overwhelming speed.\Practice swings? response:	She never did that during the high school tournament...
context: She currently attends a high school in Kyoto.\Her high school does not have a karuta club,\and she'd been practicing karuta\at Kyoto's Myojo society till sixth grade.\With additional practice at home,\she was able to achieve overwhelming speed.\Practice swings?\She never did that during the high school tournament... response:	This year too, the Queen is wearing a very lovely kimono.
context: Her high school does not have a karuta club,\and she'd been practicing karuta\at Kyoto's Myojo society till sixth grade.\With additional practice at home,\she was able to achieve overwhelming speed.\Practice swings?\She never did that during the high school tournament...\This year too, the Queen is wearing a very lovely kimono. response:	Yes, it's beautiful.
context: and she'd been practicing karuta\at Kyoto's Myojo society till sixth grade.\With additional practice at home,\she was able to achieve overwhelming speed.\Practice swings?\She never did that during the high school tournament...\This year too, the Queen is wearing a very lovely kimono.\Yes, it's beautiful. response:	I believe that the kimono was
context: at Kyoto's Myojo society till sixth grade.\With additional practice at home,\she was able to achieve overwhelming speed.\Practice swings?\She never did that during the high school tournament...\This year too, the Queen is wearing a very lovely kimono.\Yes, it's beautiful.\I believe that the kimono was response:	passed down from her grandmother,
context: With additional practice at home,\she was able to achieve overwhelming speed.\Practice swings?\She never did that during the high school tournament...\This year too, the Queen is wearing a very lovely kimono.\Yes, it's beautiful.\I believe that the kimono was\passed down from her grandmother, response:	who is a member of the prefectural board.
context: she was able to achieve overwhelming speed.\Practice swings?\She never did that during the high school tournament...\This year too, the Queen is wearing a very lovely kimono.\Yes, it's beautiful.\I believe that the kimono was\passed down from her grandmother,\who is a member of the prefectural board. response:	Oh, my.
context: Practice swings?\She never did that during the high school tournament...\This year too, the Queen is wearing a very lovely kimono.\Yes, it's beautiful.\I believe that the kimono was\passed down from her grandmother,\who is a member of the prefectural board.\Oh, my. response:	So heavy...
context: She never did that during the high school tournament...\This year too, the Queen is wearing a very lovely kimono.\Yes, it's beautiful.\I believe that the kimono was\passed down from her grandmother,\who is a member of the prefectural board.\Oh, my.\So heavy... response:	And this isn't my style.
context: This year too, the Queen is wearing a very lovely kimono.\Yes, it's beautiful.\I believe that the kimono was\passed down from her grandmother,\who is a member of the prefectural board.\Oh, my.\So heavy...\And this isn't my style. response:	It's not like Grandma's watching me on TV.
context: Yes, it's beautiful.\I believe that the kimono was\passed down from her grandmother,\who is a member of the prefectural board.\Oh, my.\So heavy...\And this isn't my style.\It's not like Grandma's watching me on TV. response:	Well, well. This is quite serious, Shiho-san.
context: I believe that the kimono was\passed down from her grandmother,\who is a member of the prefectural board.\Oh, my.\So heavy...\And this isn't my style.\It's not like Grandma's watching me on TV.\Well, well. This is quite serious, Shiho-san. response:	You divorced your husband and returned home?
context: passed down from her grandmother,\who is a member of the prefectural board.\Oh, my.\So heavy...\And this isn't my style.\It's not like Grandma's watching me on TV.\Well, well. This is quite serious, Shiho-san.\You divorced your husband and returned home? response:	If you plan on leaving that girl here,
context: who is a member of the prefectural board.\Oh, my.\So heavy...\And this isn't my style.\It's not like Grandma's watching me on TV.\Well, well. This is quite serious, Shiho-san.\You divorced your husband and returned home?\If you plan on leaving that girl here, response:	I want her learning something.
context: Oh, my.\So heavy...\And this isn't my style.\It's not like Grandma's watching me on TV.\Well, well. This is quite serious, Shiho-san.\You divorced your husband and returned home?\If you plan on leaving that girl here,\I want her learning something. response:	Her body is flexible,
context: So heavy...\And this isn't my style.\It's not like Grandma's watching me on TV.\Well, well. This is quite serious, Shiho-san.\You divorced your husband and returned home?\If you plan on leaving that girl here,\I want her learning something.\Her body is flexible, response:	but she has trouble following along.
context: And this isn't my style.\It's not like Grandma's watching me on TV.\Well, well. This is quite serious, Shiho-san.\You divorced your husband and returned home?\If you plan on leaving that girl here,\I want her learning something.\Her body is flexible,\but she has trouble following along. response:	Shinobu
context: It's not like Grandma's watching me on TV.\Well, well. This is quite serious, Shiho-san.\You divorced your husband and returned home?\If you plan on leaving that girl here,\I want her learning something.\Her body is flexible,\but she has trouble following along.\Shinobu response:	Her sense is good, but it's a little too dynamic.
context: Well, well. This is quite serious, Shiho-san.\You divorced your husband and returned home?\If you plan on leaving that girl here,\I want her learning something.\Her body is flexible,\but she has trouble following along.\Shinobu\Her sense is good, but it's a little too dynamic. response:	Pass. Who's got all the Hearts?
context: You divorced your husband and returned home?\If you plan on leaving that girl here,\I want her learning something.\Her body is flexible,\but she has trouble following along.\Shinobu\Her sense is good, but it's a little too dynamic.\Pass. Who's got all the Hearts? response:	Your mother is very strict about bringing up children.
context: If you plan on leaving that girl here,\I want her learning something.\Her body is flexible,\but she has trouble following along.\Shinobu\Her sense is good, but it's a little too dynamic.\Pass. Who's got all the Hearts?\Your mother is very strict about bringing up children. response:	Not me.
context: I want her learning something.\Her body is flexible,\but she has trouble following along.\Shinobu\Her sense is good, but it's a little too dynamic.\Pass. Who's got all the Hearts?\Your mother is very strict about bringing up children.\Not me. response:	We haven't found anything for her to do yet.
context: Her body is flexible,\but she has trouble following along.\Shinobu\Her sense is good, but it's a little too dynamic.\Pass. Who's got all the Hearts?\Your mother is very strict about bringing up children.\Not me.\We haven't found anything for her to do yet. response:	Though she seems to enjoy playing cards.
context: but she has trouble following along.\Shinobu\Her sense is good, but it's a little too dynamic.\Pass. Who's got all the Hearts?\Your mother is very strict about bringing up children.\Not me.\We haven't found anything for her to do yet.\Though she seems to enjoy playing cards. response:	That won't work.
context: Shinobu\Her sense is good, but it's a little too dynamic.\Pass. Who's got all the Hearts?\Your mother is very strict about bringing up children.\Not me.\We haven't found anything for her to do yet.\Though she seems to enjoy playing cards.\That won't work. response:	It needs to be something that will help her in the future.
context: Her sense is good, but it's a little too dynamic.\Pass. Who's got all the Hearts?\Your mother is very strict about bringing up children.\Not me.\We haven't found anything for her to do yet.\Though she seems to enjoy playing cards.\That won't work.\It needs to be something that will help her in the future. response:	This is cute...
context: Pass. Who's got all the Hearts?\Your mother is very strict about bringing up children.\Not me.\We haven't found anything for her to do yet.\Though she seems to enjoy playing cards.\That won't work.\It needs to be something that will help her in the future.\This is cute... response:	So many cute pictures!
context: Your mother is very strict about bringing up children.\Not me.\We haven't found anything for her to do yet.\Though she seems to enjoy playing cards.\That won't work.\It needs to be something that will help her in the future.\This is cute...\So many cute pictures! response:	Shinobu! Enough already!
context: Not me.\We haven't found anything for her to do yet.\Though she seems to enjoy playing cards.\That won't work.\It needs to be something that will help her in the future.\This is cute...\So many cute pictures!\Shinobu! Enough already! response:	If you don't learn a useful skill,
context: We haven't found anything for her to do yet.\Though she seems to enjoy playing cards.\That won't work.\It needs to be something that will help her in the future.\This is cute...\So many cute pictures!\Shinobu! Enough already!\If you don't learn a useful skill, response:	it'll be awkward for us to live here!
context: Though she seems to enjoy playing cards.\That won't work.\It needs to be something that will help her in the future.\This is cute...\So many cute pictures!\Shinobu! Enough already!\If you don't learn a useful skill,\it'll be awkward for us to live here! response:	Stop playing games that won't help you in life!
context: That won't work.\It needs to be something that will help her in the future.\This is cute...\So many cute pictures!\Shinobu! Enough already!\If you don't learn a useful skill,\it'll be awkward for us to live here!\Stop playing games that won't help you in life! response:	If you like karuta, you can visit the karuta society nearby.
context: It needs to be something that will help her in the future.\This is cute...\So many cute pictures!\Shinobu! Enough already!\If you don't learn a useful skill,\it'll be awkward for us to live here!\Stop playing games that won't help you in life!\If you like karuta, you can visit the karuta society nearby. response:	Naniwa Bay, now the flower blooms, but for winter
context: This is cute...\So many cute pictures!\Shinobu! Enough already!\If you don't learn a useful skill,\it'll be awkward for us to live here!\Stop playing games that won't help you in life!\If you like karuta, you can visit the karuta society nearby.\Naniwa Bay, now the flower blooms, but for winter response:	Here comes spring, now the flower blooms
context: So many cute pictures!\Shinobu! Enough already!\If you don't learn a useful skill,\it'll be awkward for us to live here!\Stop playing games that won't help you in life!\If you like karuta, you can visit the karuta society nearby.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms response:	Here comes spring, now the flower blooms
context: Shinobu! Enough already!\If you don't learn a useful skill,\it'll be awkward for us to live here!\Stop playing games that won't help you in life!\If you like karuta, you can visit the karuta society nearby.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms response:	Yamamoto
context: If you don't learn a useful skill,\it'll be awkward for us to live here!\Stop playing games that won't help you in life!\If you like karuta, you can visit the karuta society nearby.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Yamamoto response:	Wakamiya
context: it'll be awkward for us to live here!\Stop playing games that won't help you in life!\If you like karuta, you can visit the karuta society nearby.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Yamamoto\Wakamiya response:	As the first frost...
context: Stop playing games that won't help you in life!\If you like karuta, you can visit the karuta society nearby.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Yamamoto\Wakamiya\As the first frost... response:	A four-syllable card! Yumi-san got it!
context: If you like karuta, you can visit the karuta society nearby.\Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Yamamoto\Wakamiya\As the first frost...\A four-syllable card! Yumi-san got it! response:	The hazy early morning light comes not from the moon
context: Naniwa Bay, now the flower blooms, but for winter\Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Yamamoto\Wakamiya\As the first frost...\A four-syllable card! Yumi-san got it!\The hazy early morning light comes not from the moon response:	She defended the multi-syllable card!
context: Here comes spring, now the flower blooms\Here comes spring, now the flower blooms\Yamamoto\Wakamiya\As the first frost...\A four-syllable card! Yumi-san got it!\The hazy early morning light comes not from the moon\She defended the multi-syllable card! response:	You can tell that Yamamoto, grade 6, is a veteran.
context: Here comes spring, now the flower blooms\Yamamoto\Wakamiya\As the first frost...\A four-syllable card! Yumi-san got it!\The hazy early morning light comes not from the moon\She defended the multi-syllable card!\You can tell that Yamamoto, grade 6, is a veteran. response:	She's doing an excellent job of protecting her multi-syllable cards.
context: Yamamoto\Wakamiya\As the first frost...\A four-syllable card! Yumi-san got it!\The hazy early morning light comes not from the moon\She defended the multi-syllable card!\You can tell that Yamamoto, grade 6, is a veteran.\She's doing an excellent job of protecting her multi-syllable cards. response:	The Queen is very good at breaking down defenses,
context: Wakamiya\As the first frost...\A four-syllable card! Yumi-san got it!\The hazy early morning light comes not from the moon\She defended the multi-syllable card!\You can tell that Yamamoto, grade 6, is a veteran.\She's doing an excellent job of protecting her multi-syllable cards.\The Queen is very good at breaking down defenses, response:	but watch this.
context: As the first frost...\A four-syllable card! Yumi-san got it!\The hazy early morning light comes not from the moon\She defended the multi-syllable card!\You can tell that Yamamoto, grade 6, is a veteran.\She's doing an excellent job of protecting her multi-syllable cards.\The Queen is very good at breaking down defenses,\but watch this. response:	Her hand is so low that the Queen cannot slip a finger in.
context: A four-syllable card! Yumi-san got it!\The hazy early morning light comes not from the moon\She defended the multi-syllable card!\You can tell that Yamamoto, grade 6, is a veteran.\She's doing an excellent job of protecting her multi-syllable cards.\The Queen is very good at breaking down defenses,\but watch this.\Her hand is so low that the Queen cannot slip a finger in. response:	Ooh! Slow motion replay is really useful!
context: The hazy early morning light comes not from the moon\She defended the multi-syllable card!\You can tell that Yamamoto, grade 6, is a veteran.\She's doing an excellent job of protecting her multi-syllable cards.\The Queen is very good at breaking down defenses,\but watch this.\Her hand is so low that the Queen cannot slip a finger in.\Ooh! Slow motion replay is really useful! response:	Watch carefully, Ayase!
context: She defended the multi-syllable card!\You can tell that Yamamoto, grade 6, is a veteran.\She's doing an excellent job of protecting her multi-syllable cards.\The Queen is very good at breaking down defenses,\but watch this.\Her hand is so low that the Queen cannot slip a finger in.\Ooh! Slow motion replay is really useful!\Watch carefully, Ayase! response:	Your defense is like Swiss cheese compared to Yumin's!
context: You can tell that Yamamoto, grade 6, is a veteran.\She's doing an excellent job of protecting her multi-syllable cards.\The Queen is very good at breaking down defenses,\but watch this.\Her hand is so low that the Queen cannot slip a finger in.\Ooh! Slow motion replay is really useful!\Watch carefully, Ayase!\Your defense is like Swiss cheese compared to Yumin's! response:	Cheese...
context: She's doing an excellent job of protecting her multi-syllable cards.\The Queen is very good at breaking down defenses,\but watch this.\Her hand is so low that the Queen cannot slip a finger in.\Ooh! Slow motion replay is really useful!\Watch carefully, Ayase!\Your defense is like Swiss cheese compared to Yumin's!\Cheese... response:	Shinobu-chan...
context: The Queen is very good at breaking down defenses,\but watch this.\Her hand is so low that the Queen cannot slip a finger in.\Ooh! Slow motion replay is really useful!\Watch carefully, Ayase!\Your defense is like Swiss cheese compared to Yumin's!\Cheese...\Shinobu-chan... response:	Excuse me.
context: but watch this.\Her hand is so low that the Queen cannot slip a finger in.\Ooh! Slow motion replay is really useful!\Watch carefully, Ayase!\Your defense is like Swiss cheese compared to Yumin's!\Cheese...\Shinobu-chan...\Excuse me. response:	She's standing up already?
context: Her hand is so low that the Queen cannot slip a finger in.\Ooh! Slow motion replay is really useful!\Watch carefully, Ayase!\Your defense is like Swiss cheese compared to Yumin's!\Cheese...\Shinobu-chan...\Excuse me.\She's standing up already? response:	Good. That's it, Yumin!
context: Ooh! Slow motion replay is really useful!\Watch carefully, Ayase!\Your defense is like Swiss cheese compared to Yumin's!\Cheese...\Shinobu-chan...\Excuse me.\She's standing up already?\Good. That's it, Yumin! response:	After extensive research by the Suihoku society,
context: Watch carefully, Ayase!\Your defense is like Swiss cheese compared to Yumin's!\Cheese...\Shinobu-chan...\Excuse me.\She's standing up already?\Good. That's it, Yumin!\After extensive research by the Suihoku society, response:	we've determined that Wakamiya Shinobu
context: Your defense is like Swiss cheese compared to Yumin's!\Cheese...\Shinobu-chan...\Excuse me.\She's standing up already?\Good. That's it, Yumin!\After extensive research by the Suihoku society,\we've determined that Wakamiya Shinobu response:	has limited experience with long matches!
context: Cheese...\Shinobu-chan...\Excuse me.\She's standing up already?\Good. That's it, Yumin!\After extensive research by the Suihoku society,\we've determined that Wakamiya Shinobu\has limited experience with long matches! response:	Do whatever you can to extend the match and wear her down!
context: Shinobu-chan...\Excuse me.\She's standing up already?\Good. That's it, Yumin!\After extensive research by the Suihoku society,\we've determined that Wakamiya Shinobu\has limited experience with long matches!\Do whatever you can to extend the match and wear her down! response:	We'll call this
context: Excuse me.\She's standing up already?\Good. That's it, Yumin!\After extensive research by the Suihoku society,\we've determined that Wakamiya Shinobu\has limited experience with long matches!\Do whatever you can to extend the match and wear her down!\We'll call this response:	Operation who gives a damn about broadcast schedules!
context: She's standing up already?\Good. That's it, Yumin!\After extensive research by the Suihoku society,\we've determined that Wakamiya Shinobu\has limited experience with long matches!\Do whatever you can to extend the match and wear her down!\We'll call this\Operation who gives a damn about broadcast schedules! response:	The first game was very close.
context: Good. That's it, Yumin!\After extensive research by the Suihoku society,\we've determined that Wakamiya Shinobu\has limited experience with long matches!\Do whatever you can to extend the match and wear her down!\We'll call this\Operation who gives a damn about broadcast schedules!\The first game was very close. response:	If you can win this game and force a third one,
context: After extensive research by the Suihoku society,\we've determined that Wakamiya Shinobu\has limited experience with long matches!\Do whatever you can to extend the match and wear her down!\We'll call this\Operation who gives a damn about broadcast schedules!\The first game was very close.\If you can win this game and force a third one, response:	you have a chance, Yumin!
context: we've determined that Wakamiya Shinobu\has limited experience with long matches!\Do whatever you can to extend the match and wear her down!\We'll call this\Operation who gives a damn about broadcast schedules!\The first game was very close.\If you can win this game and force a third one,\you have a chance, Yumin! response:	Excuse me.
context: has limited experience with long matches!\Do whatever you can to extend the match and wear her down!\We'll call this\Operation who gives a damn about broadcast schedules!\The first game was very close.\If you can win this game and force a third one,\you have a chance, Yumin!\Excuse me. response:	I'm sorry I wasn't able to take you.
context: Do whatever you can to extend the match and wear her down!\We'll call this\Operation who gives a damn about broadcast schedules!\The first game was very close.\If you can win this game and force a third one,\you have a chance, Yumin!\Excuse me.\I'm sorry I wasn't able to take you. response:	Look for the sound of the cuckoo
context: We'll call this\Operation who gives a damn about broadcast schedules!\The first game was very close.\If you can win this game and force a third one,\you have a chance, Yumin!\Excuse me.\I'm sorry I wasn't able to take you.\Look for the sound of the cuckoo response:	Fast!
context: Operation who gives a damn about broadcast schedules!\The first game was very close.\If you can win this game and force a third one,\you have a chance, Yumin!\Excuse me.\I'm sorry I wasn't able to take you.\Look for the sound of the cuckoo\Fast! response:	The Queen got that one!
context: The first game was very close.\If you can win this game and force a third one,\you have a chance, Yumin!\Excuse me.\I'm sorry I wasn't able to take you.\Look for the sound of the cuckoo\Fast!\The Queen got that one! response:	No...
context: If you can win this game and force a third one,\you have a chance, Yumin!\Excuse me.\I'm sorry I wasn't able to take you.\Look for the sound of the cuckoo\Fast!\The Queen got that one!\No... response:	Huh?
context: you have a chance, Yumin!\Excuse me.\I'm sorry I wasn't able to take you.\Look for the sound of the cuckoo\Fast!\The Queen got that one!\No...\Huh? response:	It appeared that the Queen had won the card,
context: Excuse me.\I'm sorry I wasn't able to take you.\Look for the sound of the cuckoo\Fast!\The Queen got that one!\No...\Huh?\It appeared that the Queen had won the card, response:	but in slow motion, you can see
context: I'm sorry I wasn't able to take you.\Look for the sound of the cuckoo\Fast!\The Queen got that one!\No...\Huh?\It appeared that the Queen had won the card,\but in slow motion, you can see response:	that she missed the card by a few millimeters.
context: Look for the sound of the cuckoo\Fast!\The Queen got that one!\No...\Huh?\It appeared that the Queen had won the card,\but in slow motion, you can see\that she missed the card by a few millimeters. response:	Yamamoto, grade 6, was there to clean up.
context: Fast!\The Queen got that one!\No...\Huh?\It appeared that the Queen had won the card,\but in slow motion, you can see\that she missed the card by a few millimeters.\Yamamoto, grade 6, was there to clean up. response:	She missed?
context: The Queen got that one!\No...\Huh?\It appeared that the Queen had won the card,\but in slow motion, you can see\that she missed the card by a few millimeters.\Yamamoto, grade 6, was there to clean up.\She missed? response:	The additional weight is affecting her.
context: No...\Huh?\It appeared that the Queen had won the card,\but in slow motion, you can see\that she missed the card by a few millimeters.\Yamamoto, grade 6, was there to clean up.\She missed?\The additional weight is affecting her. response:	From what I've seen, the Queen definitely has good sense,
context: Huh?\It appeared that the Queen had won the card,\but in slow motion, you can see\that she missed the card by a few millimeters.\Yamamoto, grade 6, was there to clean up.\She missed?\The additional weight is affecting her.\From what I've seen, the Queen definitely has good sense, response:	but her main strength lies in her body control.
context: It appeared that the Queen had won the card,\but in slow motion, you can see\that she missed the card by a few millimeters.\Yamamoto, grade 6, was there to clean up.\She missed?\The additional weight is affecting her.\From what I've seen, the Queen definitely has good sense,\but her main strength lies in her body control. response:	Yumin's taking plenty of time to decide on a card to send!
context: but in slow motion, you can see\that she missed the card by a few millimeters.\Yamamoto, grade 6, was there to clean up.\She missed?\The additional weight is affecting her.\From what I've seen, the Queen definitely has good sense,\but her main strength lies in her body control.\Yumin's taking plenty of time to decide on a card to send! response:	Her control is off now.
context: that she missed the card by a few millimeters.\Yamamoto, grade 6, was there to clean up.\She missed?\The additional weight is affecting her.\From what I've seen, the Queen definitely has good sense,\but her main strength lies in her body control.\Yumin's taking plenty of time to decide on a card to send!\Her control is off now. response:	All according to the plan!
context: Yamamoto, grade 6, was there to clean up.\She missed?\The additional weight is affecting her.\From what I've seen, the Queen definitely has good sense,\but her main strength lies in her body control.\Yumin's taking plenty of time to decide on a card to send!\Her control is off now.\All according to the plan! response:	You can do it! You can do it, Yumin!
context: She missed?\The additional weight is affecting her.\From what I've seen, the Queen definitely has good sense,\but her main strength lies in her body control.\Yumin's taking plenty of time to decide on a card to send!\Her control is off now.\All according to the plan!\You can do it! You can do it, Yumin! response:	But the Queen's swings are sharp as a razor.
