context: We have a transfer student joining us today. response:	Go ahead and introduce yourself.
context: You are allowed to use your powers for yourself...\No, you should be using your powers for yourself.\You understand that now, don't you?\Here you go.\Well, that's a crappy thing to do.\Don't you know that feeding strays is a public disservice?\What are you going to do about that cat?\N-Nothing... response:	Really? That poor thing.
context: No, you should be using your powers for yourself.\You understand that now, don't you?\Here you go.\Well, that's a crappy thing to do.\Don't you know that feeding strays is a public disservice?\What are you going to do about that cat?\N-Nothing...\Really? That poor thing. response:	In that case, the cat's probably better off dying.
context: You understand that now, don't you?\Here you go.\Well, that's a crappy thing to do.\Don't you know that feeding strays is a public disservice?\What are you going to do about that cat?\N-Nothing...\Really? That poor thing.\In that case, the cat's probably better off dying. response:	I'll go take it to a shelter.
context: Here you go.\Well, that's a crappy thing to do.\Don't you know that feeding strays is a public disservice?\What are you going to do about that cat?\N-Nothing...\Really? That poor thing.\In that case, the cat's probably better off dying.\I'll go take it to a shelter. response:	Don't... I'll take it in. I'll take care of it!
context: Well, that's a crappy thing to do.\Don't you know that feeding strays is a public disservice?\What are you going to do about that cat?\N-Nothing...\Really? That poor thing.\In that case, the cat's probably better off dying.\I'll go take it to a shelter.\Don't... I'll take it in. I'll take care of it! response:	Quit scaring Asagiri-san, you punk!
context: Don't you know that feeding strays is a public disservice?\What are you going to do about that cat?\N-Nothing...\Really? That poor thing.\In that case, the cat's probably better off dying.\I'll go take it to a shelter.\Don't... I'll take it in. I'll take care of it!\Quit scaring Asagiri-san, you punk! response:	The door broke open!
context: What are you going to do about that cat?\N-Nothing...\Really? That poor thing.\In that case, the cat's probably better off dying.\I'll go take it to a shelter.\Don't... I'll take it in. I'll take care of it!\Quit scaring Asagiri-san, you punk!\The door broke open! response:	But it was sealed so tightly...
context: N-Nothing...\Really? That poor thing.\In that case, the cat's probably better off dying.\I'll go take it to a shelter.\Don't... I'll take it in. I'll take care of it!\Quit scaring Asagiri-san, you punk!\The door broke open!\But it was sealed so tightly... response:	It worked out because he's not concentrating as much of his power out here.
context: Really? That poor thing.\In that case, the cat's probably better off dying.\I'll go take it to a shelter.\Don't... I'll take it in. I'll take care of it!\Quit scaring Asagiri-san, you punk!\The door broke open!\But it was sealed so tightly...\It worked out because he's not concentrating as much of his power out here. response:	Now we can get out.
context: In that case, the cat's probably better off dying.\I'll go take it to a shelter.\Don't... I'll take it in. I'll take care of it!\Quit scaring Asagiri-san, you punk!\The door broke open!\But it was sealed so tightly...\It worked out because he's not concentrating as much of his power out here.\Now we can get out. response:	Call an ambulance!
context: I'll go take it to a shelter.\Don't... I'll take it in. I'll take care of it!\Quit scaring Asagiri-san, you punk!\The door broke open!\But it was sealed so tightly...\It worked out because he's not concentrating as much of his power out here.\Now we can get out.\Call an ambulance! response:	Carry out the wounded!
context: Don't... I'll take it in. I'll take care of it!\Quit scaring Asagiri-san, you punk!\The door broke open!\But it was sealed so tightly...\It worked out because he's not concentrating as much of his power out here.\Now we can get out.\Call an ambulance!\Carry out the wounded! response:	You're not going to run away?
context: Quit scaring Asagiri-san, you punk!\The door broke open!\But it was sealed so tightly...\It worked out because he's not concentrating as much of his power out here.\Now we can get out.\Call an ambulance!\Carry out the wounded!\You're not going to run away? response:	Shigeo's done for.
context: The door broke open!\But it was sealed so tightly...\It worked out because he's not concentrating as much of his power out here.\Now we can get out.\Call an ambulance!\Carry out the wounded!\You're not going to run away?\Shigeo's done for. response:	Why are you staying behind?
context: But it was sealed so tightly...\It worked out because he's not concentrating as much of his power out here.\Now we can get out.\Call an ambulance!\Carry out the wounded!\You're not going to run away?\Shigeo's done for.\Why are you staying behind? response:	Because I trust in him.
context: It worked out because he's not concentrating as much of his power out here.\Now we can get out.\Call an ambulance!\Carry out the wounded!\You're not going to run away?\Shigeo's done for.\Why are you staying behind?\Because I trust in him. response:	In this situation? Are you really this stupid?
context: Now we can get out.\Call an ambulance!\Carry out the wounded!\You're not going to run away?\Shigeo's done for.\Why are you staying behind?\Because I trust in him.\In this situation? Are you really this stupid? response:	Yup, I am.
context: Call an ambulance!\Carry out the wounded!\You're not going to run away?\Shigeo's done for.\Why are you staying behind?\Because I trust in him.\In this situation? Are you really this stupid?\Yup, I am. response:	This is probably the first time someone's placed so much trust in you too, right?
context: Carry out the wounded!\You're not going to run away?\Shigeo's done for.\Why are you staying behind?\Because I trust in him.\In this situation? Are you really this stupid?\Yup, I am.\This is probably the first time someone's placed so much trust in you too, right? response:	Mob trusts us... because he's stupid.
context: You're not going to run away?\Shigeo's done for.\Why are you staying behind?\Because I trust in him.\In this situation? Are you really this stupid?\Yup, I am.\This is probably the first time someone's placed so much trust in you too, right?\Mob trusts us... because he's stupid. response:	I've still got plenty of use for him,
context: Shigeo's done for.\Why are you staying behind?\Because I trust in him.\In this situation? Are you really this stupid?\Yup, I am.\This is probably the first time someone's placed so much trust in you too, right?\Mob trusts us... because he's stupid.\I've still got plenty of use for him, response:	and considering that, running away is the last thing I want to do.
context: Why are you staying behind?\Because I trust in him.\In this situation? Are you really this stupid?\Yup, I am.\This is probably the first time someone's placed so much trust in you too, right?\Mob trusts us... because he's stupid.\I've still got plenty of use for him,\and considering that, running away is the last thing I want to do. response:	Well, I can't bring out Shigeo's latent powers on my own.
context: Because I trust in him.\In this situation? Are you really this stupid?\Yup, I am.\This is probably the first time someone's placed so much trust in you too, right?\Mob trusts us... because he's stupid.\I've still got plenty of use for him,\and considering that, running away is the last thing I want to do.\Well, I can't bring out Shigeo's latent powers on my own. response:	In that case, it'd be more effective to manipulate him from the shadows.
context: In this situation? Are you really this stupid?\Yup, I am.\This is probably the first time someone's placed so much trust in you too, right?\Mob trusts us... because he's stupid.\I've still got plenty of use for him,\and considering that, running away is the last thing I want to do.\Well, I can't bring out Shigeo's latent powers on my own.\In that case, it'd be more effective to manipulate him from the shadows. response:	I changed my mind. I'll stay behind as well.
context: Yup, I am.\This is probably the first time someone's placed so much trust in you too, right?\Mob trusts us... because he's stupid.\I've still got plenty of use for him,\and considering that, running away is the last thing I want to do.\Well, I can't bring out Shigeo's latent powers on my own.\In that case, it'd be more effective to manipulate him from the shadows.\I changed my mind. I'll stay behind as well. response:	Good. Let's wait this out.
context: This is probably the first time someone's placed so much trust in you too, right?\Mob trusts us... because he's stupid.\I've still got plenty of use for him,\and considering that, running away is the last thing I want to do.\Well, I can't bring out Shigeo's latent powers on my own.\In that case, it'd be more effective to manipulate him from the shadows.\I changed my mind. I'll stay behind as well.\Good. Let's wait this out. response:	Nope. Waiting's not going to bring Shigeo back.
context: Mob trusts us... because he's stupid.\I've still got plenty of use for him,\and considering that, running away is the last thing I want to do.\Well, I can't bring out Shigeo's latent powers on my own.\In that case, it'd be more effective to manipulate him from the shadows.\I changed my mind. I'll stay behind as well.\Good. Let's wait this out.\Nope. Waiting's not going to bring Shigeo back. response:	I guess I'll have to take care of this myself.
context: I've still got plenty of use for him,\and considering that, running away is the last thing I want to do.\Well, I can't bring out Shigeo's latent powers on my own.\In that case, it'd be more effective to manipulate him from the shadows.\I changed my mind. I'll stay behind as well.\Good. Let's wait this out.\Nope. Waiting's not going to bring Shigeo back.\I guess I'll have to take care of this myself. response:	Are you frustrated? Enraged?
context: and considering that, running away is the last thing I want to do.\Well, I can't bring out Shigeo's latent powers on my own.\In that case, it'd be more effective to manipulate him from the shadows.\I changed my mind. I'll stay behind as well.\Good. Let's wait this out.\Nope. Waiting's not going to bring Shigeo back.\I guess I'll have to take care of this myself.\Are you frustrated? Enraged? response:	Do you hate them? Do you despise them?
context: Well, I can't bring out Shigeo's latent powers on my own.\In that case, it'd be more effective to manipulate him from the shadows.\I changed my mind. I'll stay behind as well.\Good. Let's wait this out.\Nope. Waiting's not going to bring Shigeo back.\I guess I'll have to take care of this myself.\Are you frustrated? Enraged?\Do you hate them? Do you despise them? response:	They are a cancer to society.
context: In that case, it'd be more effective to manipulate him from the shadows.\I changed my mind. I'll stay behind as well.\Good. Let's wait this out.\Nope. Waiting's not going to bring Shigeo back.\I guess I'll have to take care of this myself.\Are you frustrated? Enraged?\Do you hate them? Do you despise them?\They are a cancer to society. response:	Stop letting them use you.
context: I changed my mind. I'll stay behind as well.\Good. Let's wait this out.\Nope. Waiting's not going to bring Shigeo back.\I guess I'll have to take care of this myself.\Are you frustrated? Enraged?\Do you hate them? Do you despise them?\They are a cancer to society.\Stop letting them use you. response:	You will be reborn as my sympathizer.
context: Good. Let's wait this out.\Nope. Waiting's not going to bring Shigeo back.\I guess I'll have to take care of this myself.\Are you frustrated? Enraged?\Do you hate them? Do you despise them?\They are a cancer to society.\Stop letting them use you.\You will be reborn as my sympathizer. response:	I shall give you strength...
context: Nope. Waiting's not going to bring Shigeo back.\I guess I'll have to take care of this myself.\Are you frustrated? Enraged?\Do you hate them? Do you despise them?\They are a cancer to society.\Stop letting them use you.\You will be reborn as my sympathizer.\I shall give you strength... response:	Make your negative emotions explode and use them against the world!
context: I guess I'll have to take care of this myself.\Are you frustrated? Enraged?\Do you hate them? Do you despise them?\They are a cancer to society.\Stop letting them use you.\You will be reborn as my sympathizer.\I shall give you strength...\Make your negative emotions explode and use them against the world! response:	I'm having a hard time getting in... Shigeo actually got through this shield?
context: Are you frustrated? Enraged?\Do you hate them? Do you despise them?\They are a cancer to society.\Stop letting them use you.\You will be reborn as my sympathizer.\I shall give you strength...\Make your negative emotions explode and use them against the world!\I'm having a hard time getting in... Shigeo actually got through this shield? response:	Damn it!
context: Do you hate them? Do you despise them?\They are a cancer to society.\Stop letting them use you.\You will be reborn as my sympathizer.\I shall give you strength...\Make your negative emotions explode and use them against the world!\I'm having a hard time getting in... Shigeo actually got through this shield?\Damn it! response:	Hey, I can feel my spiritual power spiking.
context: They are a cancer to society.\Stop letting them use you.\You will be reborn as my sympathizer.\I shall give you strength...\Make your negative emotions explode and use them against the world!\I'm having a hard time getting in... Shigeo actually got through this shield?\Damn it!\Hey, I can feel my spiritual power spiking. response:	This should work!
context: Stop letting them use you.\You will be reborn as my sympathizer.\I shall give you strength...\Make your negative emotions explode and use them against the world!\I'm having a hard time getting in... Shigeo actually got through this shield?\Damn it!\Hey, I can feel my spiritual power spiking.\This should work! response:	Did it work?
context: You will be reborn as my sympathizer.\I shall give you strength...\Make your negative emotions explode and use them against the world!\I'm having a hard time getting in... Shigeo actually got through this shield?\Damn it!\Hey, I can feel my spiritual power spiking.\This should work!\Did it work? response:	You owe me one.
context: I shall give you strength...\Make your negative emotions explode and use them against the world!\I'm having a hard time getting in... Shigeo actually got through this shield?\Damn it!\Hey, I can feel my spiritual power spiking.\This should work!\Did it work?\You owe me one. response:	Now that I've helped you, you'd better win this.
context: Make your negative emotions explode and use them against the world!\I'm having a hard time getting in... Shigeo actually got through this shield?\Damn it!\Hey, I can feel my spiritual power spiking.\This should work!\Did it work?\You owe me one.\Now that I've helped you, you'd better win this. response:	Wh-What's with you?
context: I'm having a hard time getting in... Shigeo actually got through this shield?\Damn it!\Hey, I can feel my spiritual power spiking.\This should work!\Did it work?\You owe me one.\Now that I've helped you, you'd better win this.\Wh-What's with you? response:	I-I can have Papa's bodyguards beat the crap out of you anytime I want!
context: Damn it!\Hey, I can feel my spiritual power spiking.\This should work!\Did it work?\You owe me one.\Now that I've helped you, you'd better win this.\Wh-What's with you?\I-I can have Papa's bodyguards beat the crap out of you anytime I want! response:	So what?
context: Hey, I can feel my spiritual power spiking.\This should work!\Did it work?\You owe me one.\Now that I've helped you, you'd better win this.\Wh-What's with you?\I-I can have Papa's bodyguards beat the crap out of you anytime I want!\So what? response:	Apologize.
context: This should work!\Did it work?\You owe me one.\Now that I've helped you, you'd better win this.\Wh-What's with you?\I-I can have Papa's bodyguards beat the crap out of you anytime I want!\So what?\Apologize. response:	Yes... Make her disappear!
context: Did it work?\You owe me one.\Now that I've helped you, you'd better win this.\Wh-What's with you?\I-I can have Papa's bodyguards beat the crap out of you anytime I want!\So what?\Apologize.\Yes... Make her disappear! response:	Apologize.
context: You owe me one.\Now that I've helped you, you'd better win this.\Wh-What's with you?\I-I can have Papa's bodyguards beat the crap out of you anytime I want!\So what?\Apologize.\Yes... Make her disappear!\Apologize. response:	I-I'm sorry...
context: Now that I've helped you, you'd better win this.\Wh-What's with you?\I-I can have Papa's bodyguards beat the crap out of you anytime I want!\So what?\Apologize.\Yes... Make her disappear!\Apologize.\I-I'm sorry... response:	If you ever bother me again...
context: Wh-What's with you?\I-I can have Papa's bodyguards beat the crap out of you anytime I want!\So what?\Apologize.\Yes... Make her disappear!\Apologize.\I-I'm sorry...\If you ever bother me again... response:	Die, you freak!
context: I-I can have Papa's bodyguards beat the crap out of you anytime I want!\So what?\Apologize.\Yes... Make her disappear!\Apologize.\I-I'm sorry...\If you ever bother me again...\Die, you freak! response:	You should just die.
context: So what?\Apologize.\Yes... Make her disappear!\Apologize.\I-I'm sorry...\If you ever bother me again...\Die, you freak!\You should just die. response:	What did I ever do to you people?
context: Apologize.\Yes... Make her disappear!\Apologize.\I-I'm sorry...\If you ever bother me again...\Die, you freak!\You should just die.\What did I ever do to you people? response:	I can't think of a single thing...
context: Yes... Make her disappear!\Apologize.\I-I'm sorry...\If you ever bother me again...\Die, you freak!\You should just die.\What did I ever do to you people?\I can't think of a single thing... response:	But it doesn't matter.
context: Apologize.\I-I'm sorry...\If you ever bother me again...\Die, you freak!\You should just die.\What did I ever do to you people?\I can't think of a single thing...\But it doesn't matter. response:	None of this matters.
context: I-I'm sorry...\If you ever bother me again...\Die, you freak!\You should just die.\What did I ever do to you people?\I can't think of a single thing...\But it doesn't matter.\None of this matters. response:	It's complete. You finally changed.
context: If you ever bother me again...\Die, you freak!\You should just die.\What did I ever do to you people?\I can't think of a single thing...\But it doesn't matter.\None of this matters.\It's complete. You finally changed. response:	You were a lot like me,
context: Die, you freak!\You should just die.\What did I ever do to you people?\I can't think of a single thing...\But it doesn't matter.\None of this matters.\It's complete. You finally changed.\You were a lot like me, response:	and that's why I didn't want you to travel the same path I did.
context: You should just die.\What did I ever do to you people?\I can't think of a single thing...\But it doesn't matter.\None of this matters.\It's complete. You finally changed.\You were a lot like me,\and that's why I didn't want you to travel the same path I did. response:	Hey.
context: What did I ever do to you people?\I can't think of a single thing...\But it doesn't matter.\None of this matters.\It's complete. You finally changed.\You were a lot like me,\and that's why I didn't want you to travel the same path I did.\Hey. response:	The snot's talking?!
context: I can't think of a single thing...\But it doesn't matter.\None of this matters.\It's complete. You finally changed.\You were a lot like me,\and that's why I didn't want you to travel the same path I did.\Hey.\The snot's talking?! response:	No trespassing Seasoning Realty
context: But it doesn't matter.\None of this matters.\It's complete. You finally changed.\You were a lot like me,\and that's why I didn't want you to travel the same path I did.\Hey.\The snot's talking?!\No trespassing Seasoning Realty response:	Man, you're pretty far gone, aren't you?
context: None of this matters.\It's complete. You finally changed.\You were a lot like me,\and that's why I didn't want you to travel the same path I did.\Hey.\The snot's talking?!\No trespassing Seasoning Realty\Man, you're pretty far gone, aren't you? response:	Hey, do you know who I am?
context: It's complete. You finally changed.\You were a lot like me,\and that's why I didn't want you to travel the same path I did.\Hey.\The snot's talking?!\No trespassing Seasoning Realty\Man, you're pretty far gone, aren't you?\Hey, do you know who I am? response:	What the heck is this creature?
context: You were a lot like me,\and that's why I didn't want you to travel the same path I did.\Hey.\The snot's talking?!\No trespassing Seasoning Realty\Man, you're pretty far gone, aren't you?\Hey, do you know who I am?\What the heck is this creature? response:	Actually, before that...
context: and that's why I didn't want you to travel the same path I did.\Hey.\The snot's talking?!\No trespassing Seasoning Realty\Man, you're pretty far gone, aren't you?\Hey, do you know who I am?\What the heck is this creature?\Actually, before that... response:	There he is.
context: Hey.\The snot's talking?!\No trespassing Seasoning Realty\Man, you're pretty far gone, aren't you?\Hey, do you know who I am?\What the heck is this creature?\Actually, before that...\There he is. response:	Quit lurking.
context: The snot's talking?!\No trespassing Seasoning Realty\Man, you're pretty far gone, aren't you?\Hey, do you know who I am?\What the heck is this creature?\Actually, before that...\There he is.\Quit lurking. response:	Damn you for actually falling for these illusions.
context: No trespassing Seasoning Realty\Man, you're pretty far gone, aren't you?\Hey, do you know who I am?\What the heck is this creature?\Actually, before that...\There he is.\Quit lurking.\Damn you for actually falling for these illusions. response:	Fine.
context: Man, you're pretty far gone, aren't you?\Hey, do you know who I am?\What the heck is this creature?\Actually, before that...\There he is.\Quit lurking.\Damn you for actually falling for these illusions.\Fine. response:	I'll have to use all the spiritual power I've stocked up, but...
context: Hey, do you know who I am?\What the heck is this creature?\Actually, before that...\There he is.\Quit lurking.\Damn you for actually falling for these illusions.\Fine.\I'll have to use all the spiritual power I've stocked up, but... response:	Time for some shock therapy!
context: What the heck is this creature?\Actually, before that...\There he is.\Quit lurking.\Damn you for actually falling for these illusions.\Fine.\I'll have to use all the spiritual power I've stocked up, but...\Time for some shock therapy! response:	Remember, Shigeo.
context: Actually, before that...\There he is.\Quit lurking.\Damn you for actually falling for these illusions.\Fine.\I'll have to use all the spiritual power I've stocked up, but...\Time for some shock therapy!\Remember, Shigeo. response:	Reigen and I are waiting for you outside!
context: There he is.\Quit lurking.\Damn you for actually falling for these illusions.\Fine.\I'll have to use all the spiritual power I've stocked up, but...\Time for some shock therapy!\Remember, Shigeo.\Reigen and I are waiting for you outside! response:	Rei... gen? Who's that?
context: Quit lurking.\Damn you for actually falling for these illusions.\Fine.\I'll have to use all the spiritual power I've stocked up, but...\Time for some shock therapy!\Remember, Shigeo.\Reigen and I are waiting for you outside!\Rei... gen? Who's that? response:	Oh, hey, Mob. Sorry, but could you hurry to the office?
context: Damn you for actually falling for these illusions.\Fine.\I'll have to use all the spiritual power I've stocked up, but...\Time for some shock therapy!\Remember, Shigeo.\Reigen and I are waiting for you outside!\Rei... gen? Who's that?\Oh, hey, Mob. Sorry, but could you hurry to the office? response:	A huge job just came in.
context: Fine.\I'll have to use all the spiritual power I've stocked up, but...\Time for some shock therapy!\Remember, Shigeo.\Reigen and I are waiting for you outside!\Rei... gen? Who's that?\Oh, hey, Mob. Sorry, but could you hurry to the office?\A huge job just came in. response:	Your master needs your help, so you better hurry it up.
context: I'll have to use all the spiritual power I've stocked up, but...\Time for some shock therapy!\Remember, Shigeo.\Reigen and I are waiting for you outside!\Rei... gen? Who's that?\Oh, hey, Mob. Sorry, but could you hurry to the office?\A huge job just came in.\Your master needs your help, so you better hurry it up. response:	Mas... ter?
context: Time for some shock therapy!\Remember, Shigeo.\Reigen and I are waiting for you outside!\Rei... gen? Who's that?\Oh, hey, Mob. Sorry, but could you hurry to the office?\A huge job just came in.\Your master needs your help, so you better hurry it up.\Mas... ter? response:	Stop using your powers for dumb things in this dumb world.
context: Remember, Shigeo.\Reigen and I are waiting for you outside!\Rei... gen? Who's that?\Oh, hey, Mob. Sorry, but could you hurry to the office?\A huge job just came in.\Your master needs your help, so you better hurry it up.\Mas... ter?\Stop using your powers for dumb things in this dumb world. response:	Don't you want to be a big brother your little brother can look up to?
context: Reigen and I are waiting for you outside!\Rei... gen? Who's that?\Oh, hey, Mob. Sorry, but could you hurry to the office?\A huge job just came in.\Your master needs your help, so you better hurry it up.\Mas... ter?\Stop using your powers for dumb things in this dumb world.\Don't you want to be a big brother your little brother can look up to? response:	My little brother? Look up to me?
context: Rei... gen? Who's that?\Oh, hey, Mob. Sorry, but could you hurry to the office?\A huge job just came in.\Your master needs your help, so you better hurry it up.\Mas... ter?\Stop using your powers for dumb things in this dumb world.\Don't you want to be a big brother your little brother can look up to?\My little brother? Look up to me? response:	I accidentally wore the wrong shoes. These are Ritsu's.
context: Oh, hey, Mob. Sorry, but could you hurry to the office?\A huge job just came in.\Your master needs your help, so you better hurry it up.\Mas... ter?\Stop using your powers for dumb things in this dumb world.\Don't you want to be a big brother your little brother can look up to?\My little brother? Look up to me?\I accidentally wore the wrong shoes. These are Ritsu's. response:	Don't let Mogami influence you like that.
context: A huge job just came in.\Your master needs your help, so you better hurry it up.\Mas... ter?\Stop using your powers for dumb things in this dumb world.\Don't you want to be a big brother your little brother can look up to?\My little brother? Look up to me?\I accidentally wore the wrong shoes. These are Ritsu's.\Don't let Mogami influence you like that. response:	You even managed to stick to your values when you fought Hanazawa!
context: Your master needs your help, so you better hurry it up.\Mas... ter?\Stop using your powers for dumb things in this dumb world.\Don't you want to be a big brother your little brother can look up to?\My little brother? Look up to me?\I accidentally wore the wrong shoes. These are Ritsu's.\Don't let Mogami influence you like that.\You even managed to stick to your values when you fought Hanazawa! response:	That's right...
context: Mas... ter?\Stop using your powers for dumb things in this dumb world.\Don't you want to be a big brother your little brother can look up to?\My little brother? Look up to me?\I accidentally wore the wrong shoes. These are Ritsu's.\Don't let Mogami influence you like that.\You even managed to stick to your values when you fought Hanazawa!\That's right... response:	I'm not supposed to use these powers against other people.
context: Stop using your powers for dumb things in this dumb world.\Don't you want to be a big brother your little brother can look up to?\My little brother? Look up to me?\I accidentally wore the wrong shoes. These are Ritsu's.\Don't let Mogami influence you like that.\You even managed to stick to your values when you fought Hanazawa!\That's right...\I'm not supposed to use these powers against other people. response:	Not to mention, why are you losing so easily to commoners?
context: Don't you want to be a big brother your little brother can look up to?\My little brother? Look up to me?\I accidentally wore the wrong shoes. These are Ritsu's.\Don't let Mogami influence you like that.\You even managed to stick to your values when you fought Hanazawa!\That's right...\I'm not supposed to use these powers against other people.\Not to mention, why are you losing so easily to commoners? response:	You bring shame to the Body Improvement Club!
context: My little brother? Look up to me?\I accidentally wore the wrong shoes. These are Ritsu's.\Don't let Mogami influence you like that.\You even managed to stick to your values when you fought Hanazawa!\That's right...\I'm not supposed to use these powers against other people.\Not to mention, why are you losing so easily to commoners?\You bring shame to the Body Improvement Club! response:	Where did all those muscles you built up go?
context: I accidentally wore the wrong shoes. These are Ritsu's.\Don't let Mogami influence you like that.\You even managed to stick to your values when you fought Hanazawa!\That's right...\I'm not supposed to use these powers against other people.\Not to mention, why are you losing so easily to commoners?\You bring shame to the Body Improvement Club!\Where did all those muscles you built up go? response:	I don't know how much time you've spent in this dump,
context: Don't let Mogami influence you like that.\You even managed to stick to your values when you fought Hanazawa!\That's right...\I'm not supposed to use these powers against other people.\Not to mention, why are you losing so easily to commoners?\You bring shame to the Body Improvement Club!\Where did all those muscles you built up go?\I don't know how much time you've spent in this dump, response:	but this isn't like you.
context: You even managed to stick to your values when you fought Hanazawa!\That's right...\I'm not supposed to use these powers against other people.\Not to mention, why are you losing so easily to commoners?\You bring shame to the Body Improvement Club!\Where did all those muscles you built up go?\I don't know how much time you've spent in this dump,\but this isn't like you. response:	Do you want your beloved Tsubomi-chan to hate you?
context: That's right...\I'm not supposed to use these powers against other people.\Not to mention, why are you losing so easily to commoners?\You bring shame to the Body Improvement Club!\Where did all those muscles you built up go?\I don't know how much time you've spent in this dump,\but this isn't like you.\Do you want your beloved Tsubomi-chan to hate you? response:	Well done.
context: I'm not supposed to use these powers against other people.\Not to mention, why are you losing so easily to commoners?\You bring shame to the Body Improvement Club!\Where did all those muscles you built up go?\I don't know how much time you've spent in this dump,\but this isn't like you.\Do you want your beloved Tsubomi-chan to hate you?\Well done. response:	Nii-san.
context: Not to mention, why are you losing so easily to commoners?\You bring shame to the Body Improvement Club!\Where did all those muscles you built up go?\I don't know how much time you've spent in this dump,\but this isn't like you.\Do you want your beloved Tsubomi-chan to hate you?\Well done.\Nii-san. response:	Heya.
context: You bring shame to the Body Improvement Club!\Where did all those muscles you built up go?\I don't know how much time you've spent in this dump,\but this isn't like you.\Do you want your beloved Tsubomi-chan to hate you?\Well done.\Nii-san.\Heya. response:	Body improvement!
context: Where did all those muscles you built up go?\I don't know how much time you've spent in this dump,\but this isn't like you.\Do you want your beloved Tsubomi-chan to hate you?\Well done.\Nii-san.\Heya.\Body improvement! response:	Fight on!
context: I don't know how much time you've spent in this dump,\but this isn't like you.\Do you want your beloved Tsubomi-chan to hate you?\Well done.\Nii-san.\Heya.\Body improvement!\Fight on! response:	Okay, that's going way too far...
context: but this isn't like you.\Do you want your beloved Tsubomi-chan to hate you?\Well done.\Nii-san.\Heya.\Body improvement!\Fight on!\Okay, that's going way too far... response:	I remember.
context: Do you want your beloved Tsubomi-chan to hate you?\Well done.\Nii-san.\Heya.\Body improvement!\Fight on!\Okay, that's going way too far...\I remember. response:	Do you remember me, too? I'm your partner!
context: Well done.\Nii-san.\Heya.\Body improvement!\Fight on!\Okay, that's going way too far...\I remember.\Do you remember me, too? I'm your partner! response:	No, not really...
context: Nii-san.\Heya.\Body improvement!\Fight on!\Okay, that's going way too far...\I remember.\Do you remember me, too? I'm your partner!\No, not really... response:	Seriously?
context: Heya.\Body improvement!\Fight on!\Okay, that's going way too far...\I remember.\Do you remember me, too? I'm your partner!\No, not really...\Seriously? response:	I'm kidding.
context: Body improvement!\Fight on!\Okay, that's going way too far...\I remember.\Do you remember me, too? I'm your partner!\No, not really...\Seriously?\I'm kidding. response:	Thanks, Dimple.
context: Fight on!\Okay, that's going way too far...\I remember.\Do you remember me, too? I'm your partner!\No, not really...\Seriously?\I'm kidding.\Thanks, Dimple. response:	So what if your memories came back?
context: Okay, that's going way too far...\I remember.\Do you remember me, too? I'm your partner!\No, not really...\Seriously?\I'm kidding.\Thanks, Dimple.\So what if your memories came back? response:	The six months you've spent here are forever etched into your heart.
context: I remember.\Do you remember me, too? I'm your partner!\No, not really...\Seriously?\I'm kidding.\Thanks, Dimple.\So what if your memories came back?\The six months you've spent here are forever etched into your heart. response:	I know you were hearing my voice subconsciously.
context: Do you remember me, too? I'm your partner!\No, not really...\Seriously?\I'm kidding.\Thanks, Dimple.\So what if your memories came back?\The six months you've spent here are forever etched into your heart.\I know you were hearing my voice subconsciously. response:	Mogami...
context: No, not really...\Seriously?\I'm kidding.\Thanks, Dimple.\So what if your memories came back?\The six months you've spent here are forever etched into your heart.\I know you were hearing my voice subconsciously.\Mogami... response:	Just like you said, the world can be a cruel and messed-up place.
context: Seriously?\I'm kidding.\Thanks, Dimple.\So what if your memories came back?\The six months you've spent here are forever etched into your heart.\I know you were hearing my voice subconsciously.\Mogami...\Just like you said, the world can be a cruel and messed-up place. response:	You helped me see it in a new light.
context: I'm kidding.\Thanks, Dimple.\So what if your memories came back?\The six months you've spent here are forever etched into your heart.\I know you were hearing my voice subconsciously.\Mogami...\Just like you said, the world can be a cruel and messed-up place.\You helped me see it in a new light. response:	Huh? Don't tell me you...
context: Thanks, Dimple.\So what if your memories came back?\The six months you've spent here are forever etched into your heart.\I know you were hearing my voice subconsciously.\Mogami...\Just like you said, the world can be a cruel and messed-up place.\You helped me see it in a new light.\Huh? Don't tell me you... response:	I'm truly blessed. I need to be more thankful to everyone around me
context: So what if your memories came back?\The six months you've spent here are forever etched into your heart.\I know you were hearing my voice subconsciously.\Mogami...\Just like you said, the world can be a cruel and messed-up place.\You helped me see it in a new light.\Huh? Don't tell me you...\I'm truly blessed. I need to be more thankful to everyone around me response:	once I get back to the real world.
context: The six months you've spent here are forever etched into your heart.\I know you were hearing my voice subconsciously.\Mogami...\Just like you said, the world can be a cruel and messed-up place.\You helped me see it in a new light.\Huh? Don't tell me you...\I'm truly blessed. I need to be more thankful to everyone around me\once I get back to the real world. response:	So that's how it's going to be?
context: I know you were hearing my voice subconsciously.\Mogami...\Just like you said, the world can be a cruel and messed-up place.\You helped me see it in a new light.\Huh? Don't tell me you...\I'm truly blessed. I need to be more thankful to everyone around me\once I get back to the real world.\So that's how it's going to be? response:	And here I thought I'd found a sympathizer. How disappointing.
context: Mogami...\Just like you said, the world can be a cruel and messed-up place.\You helped me see it in a new light.\Huh? Don't tell me you...\I'm truly blessed. I need to be more thankful to everyone around me\once I get back to the real world.\So that's how it's going to be?\And here I thought I'd found a sympathizer. How disappointing. response:	One other thing.
