context: Splendidly done, brave heroes. response:	Tonight, we celebrate!
context: Hurry up and admit defeat.\Do you want to be embarrassed even more, Mr. Hot Stuff?\Wh-Who would ever surrender now?\I see.\Then...\Shall I focus the attacks on your face and your crotch?\I'm a cowardly cheat, after all!\D-Don't! response:	Magic?
context: Do you want to be embarrassed even more, Mr. Hot Stuff?\Wh-Who would ever surrender now?\I see.\Then...\Shall I focus the attacks on your face and your crotch?\I'm a cowardly cheat, after all!\D-Don't!\Magic? response:	It was her!
context: Wh-Who would ever surrender now?\I see.\Then...\Shall I focus the attacks on your face and your crotch?\I'm a cowardly cheat, after all!\D-Don't!\Magic?\It was her! response:	You bitch!
context: I see.\Then...\Shall I focus the attacks on your face and your crotch?\I'm a cowardly cheat, after all!\D-Don't!\Magic?\It was her!\You bitch! response:	Lightning Spear!
context: Then...\Shall I focus the attacks on your face and your crotch?\I'm a cowardly cheat, after all!\D-Don't!\Magic?\It was her!\You bitch!\Lightning Spear! response:	Victory is mine!
context: Shall I focus the attacks on your face and your crotch?\I'm a cowardly cheat, after all!\D-Don't!\Magic?\It was her!\You bitch!\Lightning Spear!\Victory is mine! response:	Hold it.
context: I'm a cowardly cheat, after all!\D-Don't!\Magic?\It was her!\You bitch!\Lightning Spear!\Victory is mine!\Hold it. response:	Someone interfered in our one-on-one duel.
context: D-Don't!\Magic?\It was her!\You bitch!\Lightning Spear!\Victory is mine!\Hold it.\Someone interfered in our one-on-one duel. response:	It doesn't count.
context: Magic?\It was her!\You bitch!\Lightning Spear!\Victory is mine!\Hold it.\Someone interfered in our one-on-one duel.\It doesn't count. response:	Huh?
context: It was her!\You bitch!\Lightning Spear!\Victory is mine!\Hold it.\Someone interfered in our one-on-one duel.\It doesn't count.\Huh? response:	Your party member messed up that duel!
context: You bitch!\Lightning Spear!\Victory is mine!\Hold it.\Someone interfered in our one-on-one duel.\It doesn't count.\Huh?\Your party member messed up that duel! response:	Sore loser much?
context: Lightning Spear!\Victory is mine!\Hold it.\Someone interfered in our one-on-one duel.\It doesn't count.\Huh?\Your party member messed up that duel!\Sore loser much? response:	No!
context: Victory is mine!\Hold it.\Someone interfered in our one-on-one duel.\It doesn't count.\Huh?\Your party member messed up that duel!\Sore loser much?\No! response:	Everyone there saw it!
context: Hold it.\Someone interfered in our one-on-one duel.\It doesn't count.\Huh?\Your party member messed up that duel!\Sore loser much?\No!\Everyone there saw it! response:	You saw Myne use her magic, didn't you?
context: Someone interfered in our one-on-one duel.\It doesn't count.\Huh?\Your party member messed up that duel!\Sore loser much?\No!\Everyone there saw it!\You saw Myne use her magic, didn't you? response:	I know you saw it!
context: It doesn't count.\Huh?\Your party member messed up that duel!\Sore loser much?\No!\Everyone there saw it!\You saw Myne use her magic, didn't you?\I know you saw it! response:	She used her magic to help him win...
context: Huh?\Your party member messed up that duel!\Sore loser much?\No!\Everyone there saw it!\You saw Myne use her magic, didn't you?\I know you saw it!\She used her magic to help him win... response:	No... There's no way they didn't see it.
context: Your party member messed up that duel!\Sore loser much?\No!\Everyone there saw it!\You saw Myne use her magic, didn't you?\I know you saw it!\She used her magic to help him win...\No... There's no way they didn't see it. response:	There's no need to listen to the words of scum.
context: Sore loser much?\No!\Everyone there saw it!\You saw Myne use her magic, didn't you?\I know you saw it!\She used her magic to help him win...\No... There's no way they didn't see it.\There's no need to listen to the words of scum. response:	Spear Hero,
context: No!\Everyone there saw it!\You saw Myne use her magic, didn't you?\I know you saw it!\She used her magic to help him win...\No... There's no way they didn't see it.\There's no need to listen to the words of scum.\Spear Hero, response:	you are the victor!
context: Everyone there saw it!\You saw Myne use her magic, didn't you?\I know you saw it!\She used her magic to help him win...\No... There's no way they didn't see it.\There's no need to listen to the words of scum.\Spear Hero,\you are the victor! response:	I knew you could do it,
context: You saw Myne use her magic, didn't you?\I know you saw it!\She used her magic to help him win...\No... There's no way they didn't see it.\There's no need to listen to the words of scum.\Spear Hero,\you are the victor!\I knew you could do it, response:	Motoyasu-sama.
context: I know you saw it!\She used her magic to help him win...\No... There's no way they didn't see it.\There's no need to listen to the words of scum.\Spear Hero,\you are the victor!\I knew you could do it,\Motoyasu-sama. response:	Aww...
context: She used her magic to help him win...\No... There's no way they didn't see it.\There's no need to listen to the words of scum.\Spear Hero,\you are the victor!\I knew you could do it,\Motoyasu-sama.\Aww... response:	Shield Hero, I know you must feel terrible.
context: No... There's no way they didn't see it.\There's no need to listen to the words of scum.\Spear Hero,\you are the victor!\I knew you could do it,\Motoyasu-sama.\Aww...\Shield Hero, I know you must feel terrible. response:	It's really too bad that you'll have to go back to fighting alone.
context: There's no need to listen to the words of scum.\Spear Hero,\you are the victor!\I knew you could do it,\Motoyasu-sama.\Aww...\Shield Hero, I know you must feel terrible.\It's really too bad that you'll have to go back to fighting alone. response:	You were brilliant, Motoyasu-dono.
context: Spear Hero,\you are the victor!\I knew you could do it,\Motoyasu-sama.\Aww...\Shield Hero, I know you must feel terrible.\It's really too bad that you'll have to go back to fighting alone.\You were brilliant, Motoyasu-dono. response:	My daughter, Malty, was right to pick you.
context: you are the victor!\I knew you could do it,\Motoyasu-sama.\Aww...\Shield Hero, I know you must feel terrible.\It's really too bad that you'll have to go back to fighting alone.\You were brilliant, Motoyasu-dono.\My daughter, Malty, was right to pick you. response:	Of course, Father.
context: I knew you could do it,\Motoyasu-sama.\Aww...\Shield Hero, I know you must feel terrible.\It's really too bad that you'll have to go back to fighting alone.\You were brilliant, Motoyasu-dono.\My daughter, Malty, was right to pick you.\Of course, Father. response:	I was so shocked when I heard Myne was a princess.
context: Motoyasu-sama.\Aww...\Shield Hero, I know you must feel terrible.\It's really too bad that you'll have to go back to fighting alone.\You were brilliant, Motoyasu-dono.\My daughter, Malty, was right to pick you.\Of course, Father.\I was so shocked when I heard Myne was a princess. response:	I am.
context: Aww...\Shield Hero, I know you must feel terrible.\It's really too bad that you'll have to go back to fighting alone.\You were brilliant, Motoyasu-dono.\My daughter, Malty, was right to pick you.\Of course, Father.\I was so shocked when I heard Myne was a princess.\I am. response:	But I fight to contribute to the world's peace.
context: Shield Hero, I know you must feel terrible.\It's really too bad that you'll have to go back to fighting alone.\You were brilliant, Motoyasu-dono.\My daughter, Malty, was right to pick you.\Of course, Father.\I was so shocked when I heard Myne was a princess.\I am.\But I fight to contribute to the world's peace. response:	So these guys planned everything...
context: It's really too bad that you'll have to go back to fighting alone.\You were brilliant, Motoyasu-dono.\My daughter, Malty, was right to pick you.\Of course, Father.\I was so shocked when I heard Myne was a princess.\I am.\But I fight to contribute to the world's peace.\So these guys planned everything... response:	The daughter framed me to get in the good graces of her favorite hero.
context: You were brilliant, Motoyasu-dono.\My daughter, Malty, was right to pick you.\Of course, Father.\I was so shocked when I heard Myne was a princess.\I am.\But I fight to contribute to the world's peace.\So these guys planned everything...\The daughter framed me to get in the good graces of her favorite hero. response:	And the father distorted the facts for the sake of his daughter.
context: My daughter, Malty, was right to pick you.\Of course, Father.\I was so shocked when I heard Myne was a princess.\I am.\But I fight to contribute to the world's peace.\So these guys planned everything...\The daughter framed me to get in the good graces of her favorite hero.\And the father distorted the facts for the sake of his daughter. response:	This duel was a setup all along, too!
context: Of course, Father.\I was so shocked when I heard Myne was a princess.\I am.\But I fight to contribute to the world's peace.\So these guys planned everything...\The daughter framed me to get in the good graces of her favorite hero.\And the father distorted the facts for the sake of his daughter.\This duel was a setup all along, too! response:	The Shield Hero has forced that girl to be his slave.
context: I was so shocked when I heard Myne was a princess.\I am.\But I fight to contribute to the world's peace.\So these guys planned everything...\The daughter framed me to get in the good graces of her favorite hero.\And the father distorted the facts for the sake of his daughter.\This duel was a setup all along, too!\The Shield Hero has forced that girl to be his slave. response:	Please save her.
context: I am.\But I fight to contribute to the world's peace.\So these guys planned everything...\The daughter framed me to get in the good graces of her favorite hero.\And the father distorted the facts for the sake of his daughter.\This duel was a setup all along, too!\The Shield Hero has forced that girl to be his slave.\Please save her. response:	Do they want to see me suffer that badly?
context: But I fight to contribute to the world's peace.\So these guys planned everything...\The daughter framed me to get in the good graces of her favorite hero.\And the father distorted the facts for the sake of his daughter.\This duel was a setup all along, too!\The Shield Hero has forced that girl to be his slave.\Please save her.\Do they want to see me suffer that badly? response:	I didn't come to this world because I wanted to.
context: So these guys planned everything...\The daughter framed me to get in the good graces of her favorite hero.\And the father distorted the facts for the sake of his daughter.\This duel was a setup all along, too!\The Shield Hero has forced that girl to be his slave.\Please save her.\Do they want to see me suffer that badly?\I didn't come to this world because I wanted to. response:	You're the ones who summoned me!
context: The daughter framed me to get in the good graces of her favorite hero.\And the father distorted the facts for the sake of his daughter.\This duel was a setup all along, too!\The Shield Hero has forced that girl to be his slave.\Please save her.\Do they want to see me suffer that badly?\I didn't come to this world because I wanted to.\You're the ones who summoned me! response:	So...
context: And the father distorted the facts for the sake of his daughter.\This duel was a setup all along, too!\The Shield Hero has forced that girl to be his slave.\Please save her.\Do they want to see me suffer that badly?\I didn't come to this world because I wanted to.\You're the ones who summoned me!\So... response:	Why must I alone go through this?
context: This duel was a setup all along, too!\The Shield Hero has forced that girl to be his slave.\Please save her.\Do they want to see me suffer that badly?\I didn't come to this world because I wanted to.\You're the ones who summoned me!\So...\Why must I alone go through this? response:	The girl enslaved by the Shield Hero has been freed by the Spear Hero!
context: The Shield Hero has forced that girl to be his slave.\Please save her.\Do they want to see me suffer that badly?\I didn't come to this world because I wanted to.\You're the ones who summoned me!\So...\Why must I alone go through this?\The girl enslaved by the Shield Hero has been freed by the Spear Hero! response:	We should never have summoned the Shield Hero, anyway.
context: Please save her.\Do they want to see me suffer that badly?\I didn't come to this world because I wanted to.\You're the ones who summoned me!\So...\Why must I alone go through this?\The girl enslaved by the Shield Hero has been freed by the Spear Hero!\We should never have summoned the Shield Hero, anyway. response:	The other three are more than enough!
context: Do they want to see me suffer that badly?\I didn't come to this world because I wanted to.\You're the ones who summoned me!\So...\Why must I alone go through this?\The girl enslaved by the Shield Hero has been freed by the Spear Hero!\We should never have summoned the Shield Hero, anyway.\The other three are more than enough! response:	We should just get rid of that criminal scum at once.
context: I didn't come to this world because I wanted to.\You're the ones who summoned me!\So...\Why must I alone go through this?\The girl enslaved by the Shield Hero has been freed by the Spear Hero!\We should never have summoned the Shield Hero, anyway.\The other three are more than enough!\We should just get rid of that criminal scum at once. response:	Our country doesn't need the Shield!
context: You're the ones who summoned me!\So...\Why must I alone go through this?\The girl enslaved by the Shield Hero has been freed by the Spear Hero!\We should never have summoned the Shield Hero, anyway.\The other three are more than enough!\We should just get rid of that criminal scum at once.\Our country doesn't need the Shield! response:	Execute the Shield Hero right away!
context: So...\Why must I alone go through this?\The girl enslaved by the Shield Hero has been freed by the Spear Hero!\We should never have summoned the Shield Hero, anyway.\The other three are more than enough!\We should just get rid of that criminal scum at once.\Our country doesn't need the Shield!\Execute the Shield Hero right away! response:	It's all about the Shield again?
context: Why must I alone go through this?\The girl enslaved by the Shield Hero has been freed by the Spear Hero!\We should never have summoned the Shield Hero, anyway.\The other three are more than enough!\We should just get rid of that criminal scum at once.\Our country doesn't need the Shield!\Execute the Shield Hero right away!\It's all about the Shield again? response:	Is it because I'm the Shield Hero?
context: The girl enslaved by the Shield Hero has been freed by the Spear Hero!\We should never have summoned the Shield Hero, anyway.\The other three are more than enough!\We should just get rid of that criminal scum at once.\Our country doesn't need the Shield!\Execute the Shield Hero right away!\It's all about the Shield again?\Is it because I'm the Shield Hero? response:	Damn it...
context: We should never have summoned the Shield Hero, anyway.\The other three are more than enough!\We should just get rid of that criminal scum at once.\Our country doesn't need the Shield!\Execute the Shield Hero right away!\It's all about the Shield again?\Is it because I'm the Shield Hero?\Damn it... response:	Damn it all!
context: The other three are more than enough!\We should just get rid of that criminal scum at once.\Our country doesn't need the Shield!\Execute the Shield Hero right away!\It's all about the Shield again?\Is it because I'm the Shield Hero?\Damn it...\Damn it all! response:	God damn it...
context: We should just get rid of that criminal scum at once.\Our country doesn't need the Shield!\Execute the Shield Hero right away!\It's all about the Shield again?\Is it because I'm the Shield Hero?\Damn it...\Damn it all!\God damn it... response:	Well, let's free the girl from her curse.
context: Our country doesn't need the Shield!\Execute the Shield Hero right away!\It's all about the Shield again?\Is it because I'm the Shield Hero?\Damn it...\Damn it all!\God damn it...\Well, let's free the girl from her curse. response:	Raphtalia?
context: Execute the Shield Hero right away!\It's all about the Shield again?\Is it because I'm the Shield Hero?\Damn it...\Damn it all!\God damn it...\Well, let's free the girl from her curse.\Raphtalia? response:	Begin.
context: It's all about the Shield again?\Is it because I'm the Shield Hero?\Damn it...\Damn it all!\God damn it...\Well, let's free the girl from her curse.\Raphtalia?\Begin. response:	Hey!
context: Is it because I'm the Shield Hero?\Damn it...\Damn it all!\God damn it...\Well, let's free the girl from her curse.\Raphtalia?\Begin.\Hey! response:	Slave pact with Raphtalia terminated
context: Damn it...\Damn it all!\God damn it...\Well, let's free the girl from her curse.\Raphtalia?\Begin.\Hey!\Slave pact with Raphtalia terminated response:	You're free now.
context: Damn it all!\God damn it...\Well, let's free the girl from her curse.\Raphtalia?\Begin.\Hey!\Slave pact with Raphtalia terminated\You're free now. response:	Be grateful for the charity Motoyasu-sama showed you.
context: God damn it...\Well, let's free the girl from her curse.\Raphtalia?\Begin.\Hey!\Slave pact with Raphtalia terminated\You're free now.\Be grateful for the charity Motoyasu-sama showed you. response:	Raphtalia...
context: Well, let's free the girl from her curse.\Raphtalia?\Begin.\Hey!\Slave pact with Raphtalia terminated\You're free now.\Be grateful for the charity Motoyasu-sama showed you.\Raphtalia... response:	That's it... I've had enough!
context: Raphtalia?\Begin.\Hey!\Slave pact with Raphtalia terminated\You're free now.\Be grateful for the charity Motoyasu-sama showed you.\Raphtalia...\That's it... I've had enough! response:	This is hell.
context: Begin.\Hey!\Slave pact with Raphtalia terminated\You're free now.\Be grateful for the charity Motoyasu-sama showed you.\Raphtalia...\That's it... I've had enough!\This is hell. response:	A world like this...
context: Hey!\Slave pact with Raphtalia terminated\You're free now.\Be grateful for the charity Motoyasu-sama showed you.\Raphtalia...\That's it... I've had enough!\This is hell.\A world like this... response:	Curse Series Requirement Met
context: Slave pact with Raphtalia terminated\You're free now.\Be grateful for the charity Motoyasu-sama showed you.\Raphtalia...\That's it... I've had enough!\This is hell.\A world like this...\Curse Series Requirement Met response:	You cheat!
context: You're free now.\Be grateful for the charity Motoyasu-sama showed you.\Raphtalia...\That's it... I've had enough!\This is hell.\A world like this...\Curse Series Requirement Met\You cheat! response:	Wh-What are you doing to Motoyasu-sama?
context: Be grateful for the charity Motoyasu-sama showed you.\Raphtalia...\That's it... I've had enough!\This is hell.\A world like this...\Curse Series Requirement Met\You cheat!\Wh-What are you doing to Motoyasu-sama? response:	When did I ask you to free me?!
context: Raphtalia...\That's it... I've had enough!\This is hell.\A world like this...\Curse Series Requirement Met\You cheat!\Wh-What are you doing to Motoyasu-sama?\When did I ask you to free me?! response:	B-But he was abusing you, right?
context: That's it... I've had enough!\This is hell.\A world like this...\Curse Series Requirement Met\You cheat!\Wh-What are you doing to Motoyasu-sama?\When did I ask you to free me?!\B-But he was abusing you, right? response:	What the hell do you know about Naofumi-sama?!
context: This is hell.\A world like this...\Curse Series Requirement Met\You cheat!\Wh-What are you doing to Motoyasu-sama?\When did I ask you to free me?!\B-But he was abusing you, right?\What the hell do you know about Naofumi-sama?! response:	He never made me do anything I couldn't do!
context: A world like this...\Curse Series Requirement Met\You cheat!\Wh-What are you doing to Motoyasu-sama?\When did I ask you to free me?!\B-But he was abusing you, right?\What the hell do you know about Naofumi-sama?!\He never made me do anything I couldn't do! response:	He only activated the curse when I was too scared to fight!
context: Curse Series Requirement Met\You cheat!\Wh-What are you doing to Motoyasu-sama?\When did I ask you to free me?!\B-But he was abusing you, right?\What the hell do you know about Naofumi-sama?!\He never made me do anything I couldn't do!\He only activated the curse when I was too scared to fight! response:	And that's the problem!
context: You cheat!\Wh-What are you doing to Motoyasu-sama?\When did I ask you to free me?!\B-But he was abusing you, right?\What the hell do you know about Naofumi-sama?!\He never made me do anything I couldn't do!\He only activated the curse when I was too scared to fight!\And that's the problem! response:	Nobody should be forced to fight!
context: Wh-What are you doing to Motoyasu-sama?\When did I ask you to free me?!\B-But he was abusing you, right?\What the hell do you know about Naofumi-sama?!\He never made me do anything I couldn't do!\He only activated the curse when I was too scared to fight!\And that's the problem!\Nobody should be forced to fight! response:	Naofumi-sama can't use any weapons!
context: When did I ask you to free me?!\B-But he was abusing you, right?\What the hell do you know about Naofumi-sama?!\He never made me do anything I couldn't do!\He only activated the curse when I was too scared to fight!\And that's the problem!\Nobody should be forced to fight!\Naofumi-sama can't use any weapons! response:	Someone else has to fight for him!
context: B-But he was abusing you, right?\What the hell do you know about Naofumi-sama?!\He never made me do anything I couldn't do!\He only activated the curse when I was too scared to fight!\And that's the problem!\Nobody should be forced to fight!\Naofumi-sama can't use any weapons!\Someone else has to fight for him! response:	It doesn't have to be you.
context: What the hell do you know about Naofumi-sama?!\He never made me do anything I couldn't do!\He only activated the curse when I was too scared to fight!\And that's the problem!\Nobody should be forced to fight!\Naofumi-sama can't use any weapons!\Someone else has to fight for him!\It doesn't have to be you. response:	He'll just abuse you until you break.
context: He never made me do anything I couldn't do!\He only activated the curse when I was too scared to fight!\And that's the problem!\Nobody should be forced to fight!\Naofumi-sama can't use any weapons!\Someone else has to fight for him!\It doesn't have to be you.\He'll just abuse you until you break. response:	Naofumi-sama defends me!
context: He only activated the curse when I was too scared to fight!\And that's the problem!\Nobody should be forced to fight!\Naofumi-sama can't use any weapons!\Someone else has to fight for him!\It doesn't have to be you.\He'll just abuse you until you break.\Naofumi-sama defends me! response:	He lets me rest when I'm tired!
context: And that's the problem!\Nobody should be forced to fight!\Naofumi-sama can't use any weapons!\Someone else has to fight for him!\It doesn't have to be you.\He'll just abuse you until you break.\Naofumi-sama defends me!\He lets me rest when I'm tired! response:	No, he's not that kind of guy.
context: Nobody should be forced to fight!\Naofumi-sama can't use any weapons!\Someone else has to fight for him!\It doesn't have to be you.\He'll just abuse you until you break.\Naofumi-sama defends me!\He lets me rest when I'm tired!\No, he's not that kind of guy. response:	Are you capable of extending a hand to a diseased slave on the verge of death?
context: Naofumi-sama can't use any weapons!\Someone else has to fight for him!\It doesn't have to be you.\He'll just abuse you until you break.\Naofumi-sama defends me!\He lets me rest when I'm tired!\No, he's not that kind of guy.\Are you capable of extending a hand to a diseased slave on the verge of death? response:	Naofumi-sama fed me everything I wanted to eat!
context: Someone else has to fight for him!\It doesn't have to be you.\He'll just abuse you until you break.\Naofumi-sama defends me!\He lets me rest when I'm tired!\No, he's not that kind of guy.\Are you capable of extending a hand to a diseased slave on the verge of death?\Naofumi-sama fed me everything I wanted to eat! response:	He gave me valuable medicine to treat my illness!
context: It doesn't have to be you.\He'll just abuse you until you break.\Naofumi-sama defends me!\He lets me rest when I'm tired!\No, he's not that kind of guy.\Are you capable of extending a hand to a diseased slave on the verge of death?\Naofumi-sama fed me everything I wanted to eat!\He gave me valuable medicine to treat my illness! response:	Are you capable of that?!
context: He'll just abuse you until you break.\Naofumi-sama defends me!\He lets me rest when I'm tired!\No, he's not that kind of guy.\Are you capable of extending a hand to a diseased slave on the verge of death?\Naofumi-sama fed me everything I wanted to eat!\He gave me valuable medicine to treat my illness!\Are you capable of that?! response:	O-Of course I could...
context: Naofumi-sama defends me!\He lets me rest when I'm tired!\No, he's not that kind of guy.\Are you capable of extending a hand to a diseased slave on the verge of death?\Naofumi-sama fed me everything I wanted to eat!\He gave me valuable medicine to treat my illness!\Are you capable of that?!\O-Of course I could... response:	If that were true, you would have a slave by your side, too!
context: He lets me rest when I'm tired!\No, he's not that kind of guy.\Are you capable of extending a hand to a diseased slave on the verge of death?\Naofumi-sama fed me everything I wanted to eat!\He gave me valuable medicine to treat my illness!\Are you capable of that?!\O-Of course I could...\If that were true, you would have a slave by your side, too! response:	That's...
context: No, he's not that kind of guy.\Are you capable of extending a hand to a diseased slave on the verge of death?\Naofumi-sama fed me everything I wanted to eat!\He gave me valuable medicine to treat my illness!\Are you capable of that?!\O-Of course I could...\If that were true, you would have a slave by your side, too!\That's... response:	Knock it off!
context: Are you capable of extending a hand to a diseased slave on the verge of death?\Naofumi-sama fed me everything I wanted to eat!\He gave me valuable medicine to treat my illness!\Are you capable of that?!\O-Of course I could...\If that were true, you would have a slave by your side, too!\That's...\Knock it off! response:	How dare you, damned demi-human?
context: Naofumi-sama fed me everything I wanted to eat!\He gave me valuable medicine to treat my illness!\Are you capable of that?!\O-Of course I could...\If that were true, you would have a slave by your side, too!\That's...\Knock it off!\How dare you, damned demi-human? response:	Look over there!
context: He gave me valuable medicine to treat my illness!\Are you capable of that?!\O-Of course I could...\If that were true, you would have a slave by your side, too!\That's...\Knock it off!\How dare you, damned demi-human?\Look over there! response:	What's going on?
context: Are you capable of that?!\O-Of course I could...\If that were true, you would have a slave by your side, too!\That's...\Knock it off!\How dare you, damned demi-human?\Look over there!\What's going on? response:	A quarrel?
context: O-Of course I could...\If that were true, you would have a slave by your side, too!\That's...\Knock it off!\How dare you, damned demi-human?\Look over there!\What's going on?\A quarrel? response:	Myne-san, I'd like to ask you about your illegal interference in the duel.
context: If that were true, you would have a slave by your side, too!\That's...\Knock it off!\How dare you, damned demi-human?\Look over there!\What's going on?\A quarrel?\Myne-san, I'd like to ask you about your illegal interference in the duel. response:	What ever do you mean?
context: That's...\Knock it off!\How dare you, damned demi-human?\Look over there!\What's going on?\A quarrel?\Myne-san, I'd like to ask you about your illegal interference in the duel.\What ever do you mean? response:	Illegal interference?
context: Knock it off!\How dare you, damned demi-human?\Look over there!\What's going on?\A quarrel?\Myne-san, I'd like to ask you about your illegal interference in the duel.\What ever do you mean?\Illegal interference? response:	You lost that duel, Motoyasu.
context: How dare you, damned demi-human?\Look over there!\What's going on?\A quarrel?\Myne-san, I'd like to ask you about your illegal interference in the duel.\What ever do you mean?\Illegal interference?\You lost that duel, Motoyasu. response:	Someone shot a magic spell at Naofumi.
context: Look over there!\What's going on?\A quarrel?\Myne-san, I'd like to ask you about your illegal interference in the duel.\What ever do you mean?\Illegal interference?\You lost that duel, Motoyasu.\Someone shot a magic spell at Naofumi. response:	It was hard to tell, though, because it was wind magic.
context: What's going on?\A quarrel?\Myne-san, I'd like to ask you about your illegal interference in the duel.\What ever do you mean?\Illegal interference?\You lost that duel, Motoyasu.\Someone shot a magic spell at Naofumi.\It was hard to tell, though, because it was wind magic. response:	Myne?
context: A quarrel?\Myne-san, I'd like to ask you about your illegal interference in the duel.\What ever do you mean?\Illegal interference?\You lost that duel, Motoyasu.\Someone shot a magic spell at Naofumi.\It was hard to tell, though, because it was wind magic.\Myne? response:	You must've imagined it.
context: Myne-san, I'd like to ask you about your illegal interference in the duel.\What ever do you mean?\Illegal interference?\You lost that duel, Motoyasu.\Someone shot a magic spell at Naofumi.\It was hard to tell, though, because it was wind magic.\Myne?\You must've imagined it. response:	The audience didn't see a thing.
context: What ever do you mean?\Illegal interference?\You lost that duel, Motoyasu.\Someone shot a magic spell at Naofumi.\It was hard to tell, though, because it was wind magic.\Myne?\You must've imagined it.\The audience didn't see a thing. response:	The king has told them to keep quiet.
context: Illegal interference?\You lost that duel, Motoyasu.\Someone shot a magic spell at Naofumi.\It was hard to tell, though, because it was wind magic.\Myne?\You must've imagined it.\The audience didn't see a thing.\The king has told them to keep quiet. response:	One look at the nobles' eyes makes it obvious.
context: You lost that duel, Motoyasu.\Someone shot a magic spell at Naofumi.\It was hard to tell, though, because it was wind magic.\Myne?\You must've imagined it.\The audience didn't see a thing.\The king has told them to keep quiet.\One look at the nobles' eyes makes it obvious. response:	I can't believe royalty would debase a sacred duel.
context: Someone shot a magic spell at Naofumi.\It was hard to tell, though, because it was wind magic.\Myne?\You must've imagined it.\The audience didn't see a thing.\The king has told them to keep quiet.\One look at the nobles' eyes makes it obvious.\I can't believe royalty would debase a sacred duel. response:	Naofumi-sama...
context: It was hard to tell, though, because it was wind magic.\Myne?\You must've imagined it.\The audience didn't see a thing.\The king has told them to keep quiet.\One look at the nobles' eyes makes it obvious.\I can't believe royalty would debase a sacred duel.\Naofumi-sama... response:	Why'd you come back?
context: Myne?\You must've imagined it.\The audience didn't see a thing.\The king has told them to keep quiet.\One look at the nobles' eyes makes it obvious.\I can't believe royalty would debase a sacred duel.\Naofumi-sama...\Why'd you come back? response:	To laugh at me?
context: You must've imagined it.\The audience didn't see a thing.\The king has told them to keep quiet.\One look at the nobles' eyes makes it obvious.\I can't believe royalty would debase a sacred duel.\Naofumi-sama...\Why'd you come back?\To laugh at me? response:	I don't need a traitor.
context: The audience didn't see a thing.\The king has told them to keep quiet.\One look at the nobles' eyes makes it obvious.\I can't believe royalty would debase a sacred duel.\Naofumi-sama...\Why'd you come back?\To laugh at me?\I don't need a traitor. response:	Get lost.
context: The king has told them to keep quiet.\One look at the nobles' eyes makes it obvious.\I can't believe royalty would debase a sacred duel.\Naofumi-sama...\Why'd you come back?\To laugh at me?\I don't need a traitor.\Get lost. response:	I heard rumors.
context: One look at the nobles' eyes makes it obvious.\I can't believe royalty would debase a sacred duel.\Naofumi-sama...\Why'd you come back?\To laugh at me?\I don't need a traitor.\Get lost.\I heard rumors. response:	They called you the horrible hero who forced himself on a party member.
context: I can't believe royalty would debase a sacred duel.\Naofumi-sama...\Why'd you come back?\To laugh at me?\I don't need a traitor.\Get lost.\I heard rumors.\They called you the horrible hero who forced himself on a party member. response:	But I think you wouldn't do...
context: Naofumi-sama...\Why'd you come back?\To laugh at me?\I don't need a traitor.\Get lost.\I heard rumors.\They called you the horrible hero who forced himself on a party member.\But I think you wouldn't do... response:	I didn't do it!
context: Why'd you come back?\To laugh at me?\I don't need a traitor.\Get lost.\I heard rumors.\They called you the horrible hero who forced himself on a party member.\But I think you wouldn't do...\I didn't do it! response:	Naofumi-sama...
context: To laugh at me?\I don't need a traitor.\Get lost.\I heard rumors.\They called you the horrible hero who forced himself on a party member.\But I think you wouldn't do...\I didn't do it!\Naofumi-sama... response:	Stay away!
context: I don't need a traitor.\Get lost.\I heard rumors.\They called you the horrible hero who forced himself on a party member.\But I think you wouldn't do...\I didn't do it!\Naofumi-sama...\Stay away! response:	Please listen to me.
context: Get lost.\I heard rumors.\They called you the horrible hero who forced himself on a party member.\But I think you wouldn't do...\I didn't do it!\Naofumi-sama...\Stay away!\Please listen to me. response:	Don't touch me!
context: I heard rumors.\They called you the horrible hero who forced himself on a party member.\But I think you wouldn't do...\I didn't do it!\Naofumi-sama...\Stay away!\Please listen to me.\Don't touch me! response:	Thanks to the oh-so-charitable Motoyasu, you're free now.
context: They called you the horrible hero who forced himself on a party member.\But I think you wouldn't do...\I didn't do it!\Naofumi-sama...\Stay away!\Please listen to me.\Don't touch me!\Thanks to the oh-so-charitable Motoyasu, you're free now. response:	You can stay clear of me!
context: But I think you wouldn't do...\I didn't do it!\Naofumi-sama...\Stay away!\Please listen to me.\Don't touch me!\Thanks to the oh-so-charitable Motoyasu, you're free now.\You can stay clear of me! response:	Or what, did he tell you to go get a good look at the loser's face?
context: I didn't do it!\Naofumi-sama...\Stay away!\Please listen to me.\Don't touch me!\Thanks to the oh-so-charitable Motoyasu, you're free now.\You can stay clear of me!\Or what, did he tell you to go get a good look at the loser's face? response:	Please just leave me alone.
context: Naofumi-sama...\Stay away!\Please listen to me.\Don't touch me!\Thanks to the oh-so-charitable Motoyasu, you're free now.\You can stay clear of me!\Or what, did he tell you to go get a good look at the loser's face?\Please just leave me alone. response:	I believe you, Naofumi-sama.
context: Stay away!\Please listen to me.\Don't touch me!\Thanks to the oh-so-charitable Motoyasu, you're free now.\You can stay clear of me!\Or what, did he tell you to go get a good look at the loser's face?\Please just leave me alone.\I believe you, Naofumi-sama. response:	What can I do to make you believe me?
