context: Wow, it's beautiful! response:	So this is Gallia's capital, Lutis.
context: Uncivilized?\That's the ultimate insult, coming from a barbarian!\Hey, guys!\Do you need anythi\Whoa, what are you doing?!\This barbarian manhandled Lukshana.\I-I did not!\You're the one who started it! response:	C'mon, who cares? Just put that away and let's get along, okay?
context: That's the ultimate insult, coming from a barbarian!\Hey, guys!\Do you need anythi\Whoa, what are you doing?!\This barbarian manhandled Lukshana.\I-I did not!\You're the one who started it!\C'mon, who cares? Just put that away and let's get along, okay? response:	You say get along, but you know...
context: Hey, guys!\Do you need anythi\Whoa, what are you doing?!\This barbarian manhandled Lukshana.\I-I did not!\You're the one who started it!\C'mon, who cares? Just put that away and let's get along, okay?\You say get along, but you know... response:	No way, not with someone who looks down on others like that.
context: Do you need anythi\Whoa, what are you doing?!\This barbarian manhandled Lukshana.\I-I did not!\You're the one who started it!\C'mon, who cares? Just put that away and let's get along, okay?\You say get along, but you know...\No way, not with someone who looks down on others like that. response:	He's just putting up a tough front
context: Whoa, what are you doing?!\This barbarian manhandled Lukshana.\I-I did not!\You're the one who started it!\C'mon, who cares? Just put that away and let's get along, okay?\You say get along, but you know...\No way, not with someone who looks down on others like that.\He's just putting up a tough front response:	because he's in a totally foreign place.
context: This barbarian manhandled Lukshana.\I-I did not!\You're the one who started it!\C'mon, who cares? Just put that away and let's get along, okay?\You say get along, but you know...\No way, not with someone who looks down on others like that.\He's just putting up a tough front\because he's in a totally foreign place. response:	You can relate, right?
context: I-I did not!\You're the one who started it!\C'mon, who cares? Just put that away and let's get along, okay?\You say get along, but you know...\No way, not with someone who looks down on others like that.\He's just putting up a tough front\because he's in a totally foreign place.\You can relate, right? response:	I think they'd understand if they'd just talk...
context: You're the one who started it!\C'mon, who cares? Just put that away and let's get along, okay?\You say get along, but you know...\No way, not with someone who looks down on others like that.\He's just putting up a tough front\because he's in a totally foreign place.\You can relate, right?\I think they'd understand if they'd just talk... response:	Whoa, wh-what's this?
context: C'mon, who cares? Just put that away and let's get along, okay?\You say get along, but you know...\No way, not with someone who looks down on others like that.\He's just putting up a tough front\because he's in a totally foreign place.\You can relate, right?\I think they'd understand if they'd just talk...\Whoa, wh-what's this? response:	I'm choosing what to wear to the dance.
context: You say get along, but you know...\No way, not with someone who looks down on others like that.\He's just putting up a tough front\because he's in a totally foreign place.\You can relate, right?\I think they'd understand if they'd just talk...\Whoa, wh-what's this?\I'm choosing what to wear to the dance. response:	Tabitha provided me with these.
context: No way, not with someone who looks down on others like that.\He's just putting up a tough front\because he's in a totally foreign place.\You can relate, right?\I think they'd understand if they'd just talk...\Whoa, wh-what's this?\I'm choosing what to wear to the dance.\Tabitha provided me with these. response:	Now that you mention it,
context: He's just putting up a tough front\because he's in a totally foreign place.\You can relate, right?\I think they'd understand if they'd just talk...\Whoa, wh-what's this?\I'm choosing what to wear to the dance.\Tabitha provided me with these.\Now that you mention it, response:	I guess there is a dance after the coronation ceremony.
context: because he's in a totally foreign place.\You can relate, right?\I think they'd understand if they'd just talk...\Whoa, wh-what's this?\I'm choosing what to wear to the dance.\Tabitha provided me with these.\Now that you mention it,\I guess there is a dance after the coronation ceremony. response:	Hey, what about this one?
context: You can relate, right?\I think they'd understand if they'd just talk...\Whoa, wh-what's this?\I'm choosing what to wear to the dance.\Tabitha provided me with these.\Now that you mention it,\I guess there is a dance after the coronation ceremony.\Hey, what about this one? response:	I think that's more for girls with a bigger chest, like Tiffa.
context: I think they'd understand if they'd just talk...\Whoa, wh-what's this?\I'm choosing what to wear to the dance.\Tabitha provided me with these.\Now that you mention it,\I guess there is a dance after the coronation ceremony.\Hey, what about this one?\I think that's more for girls with a bigger chest, like Tiffa. response:	No, I mean... Uh, um...
context: Whoa, wh-what's this?\I'm choosing what to wear to the dance.\Tabitha provided me with these.\Now that you mention it,\I guess there is a dance after the coronation ceremony.\Hey, what about this one?\I think that's more for girls with a bigger chest, like Tiffa.\No, I mean... Uh, um... response:	I think this is better for you, Louise.
context: I'm choosing what to wear to the dance.\Tabitha provided me with these.\Now that you mention it,\I guess there is a dance after the coronation ceremony.\Hey, what about this one?\I think that's more for girls with a bigger chest, like Tiffa.\No, I mean... Uh, um...\I think this is better for you, Louise. response:	Then I'll try it on, so help me!
context: Tabitha provided me with these.\Now that you mention it,\I guess there is a dance after the coronation ceremony.\Hey, what about this one?\I think that's more for girls with a bigger chest, like Tiffa.\No, I mean... Uh, um...\I think this is better for you, Louise.\Then I'll try it on, so help me! response:	W-Wait...
context: Now that you mention it,\I guess there is a dance after the coronation ceremony.\Hey, what about this one?\I think that's more for girls with a bigger chest, like Tiffa.\No, I mean... Uh, um...\I think this is better for you, Louise.\Then I'll try it on, so help me!\W-Wait... response:	Louise...
context: I guess there is a dance after the coronation ceremony.\Hey, what about this one?\I think that's more for girls with a bigger chest, like Tiffa.\No, I mean... Uh, um...\I think this is better for you, Louise.\Then I'll try it on, so help me!\W-Wait...\Louise... response:	Help me with this.
context: Hey, what about this one?\I think that's more for girls with a bigger chest, like Tiffa.\No, I mean... Uh, um...\I think this is better for you, Louise.\Then I'll try it on, so help me!\W-Wait...\Louise...\Help me with this. response:	M-Me?
context: I think that's more for girls with a bigger chest, like Tiffa.\No, I mean... Uh, um...\I think this is better for you, Louise.\Then I'll try it on, so help me!\W-Wait...\Louise...\Help me with this.\M-Me? response:	Are you saying you won't listen to your master?
context: No, I mean... Uh, um...\I think this is better for you, Louise.\Then I'll try it on, so help me!\W-Wait...\Louise...\Help me with this.\M-Me?\Are you saying you won't listen to your master? response:	Aren't you my familiar?!
context: I think this is better for you, Louise.\Then I'll try it on, so help me!\W-Wait...\Louise...\Help me with this.\M-Me?\Are you saying you won't listen to your master?\Aren't you my familiar?! response:	A-All right...
context: Then I'll try it on, so help me!\W-Wait...\Louise...\Help me with this.\M-Me?\Are you saying you won't listen to your master?\Aren't you my familiar?!\A-All right... response:	Ah, that tickles.
context: W-Wait...\Louise...\Help me with this.\M-Me?\Are you saying you won't listen to your master?\Aren't you my familiar?!\A-All right...\Ah, that tickles. response:	I'm sorry.
context: Louise...\Help me with this.\M-Me?\Are you saying you won't listen to your master?\Aren't you my familiar?!\A-All right...\Ah, that tickles.\I'm sorry. response:	Don't forget to tie the ribbon.
context: Help me with this.\M-Me?\Are you saying you won't listen to your master?\Aren't you my familiar?!\A-All right...\Ah, that tickles.\I'm sorry.\Don't forget to tie the ribbon. response:	G-Got it.
context: M-Me?\Are you saying you won't listen to your master?\Aren't you my familiar?!\A-All right...\Ah, that tickles.\I'm sorry.\Don't forget to tie the ribbon.\G-Got it. response:	Y-You can touch them if you want.
context: Are you saying you won't listen to your master?\Aren't you my familiar?!\A-All right...\Ah, that tickles.\I'm sorry.\Don't forget to tie the ribbon.\G-Got it.\Y-You can touch them if you want. response:	What? Really?!
context: Aren't you my familiar?!\A-All right...\Ah, that tickles.\I'm sorry.\Don't forget to tie the ribbon.\G-Got it.\Y-You can touch them if you want.\What? Really?! response:	If it's just a little bit.
context: A-All right...\Ah, that tickles.\I'm sorry.\Don't forget to tie the ribbon.\G-Got it.\Y-You can touch them if you want.\What? Really?!\If it's just a little bit. response:	Jeez, I said just a little bit.
context: Ah, that tickles.\I'm sorry.\Don't forget to tie the ribbon.\G-Got it.\Y-You can touch them if you want.\What? Really?!\If it's just a little bit.\Jeez, I said just a little bit. response:	That's impossible, Louise.
context: I'm sorry.\Don't forget to tie the ribbon.\G-Got it.\Y-You can touch them if you want.\What? Really?!\If it's just a little bit.\Jeez, I said just a little bit.\That's impossible, Louise. response:	Saito, can I ask you something?
context: Don't forget to tie the ribbon.\G-Got it.\Y-You can touch them if you want.\What? Really?!\If it's just a little bit.\Jeez, I said just a little bit.\That's impossible, Louise.\Saito, can I ask you something? response:	I'm the only master for you, right?
context: G-Got it.\Y-You can touch them if you want.\What? Really?!\If it's just a little bit.\Jeez, I said just a little bit.\That's impossible, Louise.\Saito, can I ask you something?\I'm the only master for you, right? response:	Of c
context: Y-You can touch them if you want.\What? Really?!\If it's just a little bit.\Jeez, I said just a little bit.\That's impossible, Louise.\Saito, can I ask you something?\I'm the only master for you, right?\Of c response:	Please help me, Saito!
context: What? Really?!\If it's just a little bit.\Jeez, I said just a little bit.\That's impossible, Louise.\Saito, can I ask you something?\I'm the only master for you, right?\Of c\Please help me, Saito! response:	Tiffa?
context: If it's just a little bit.\Jeez, I said just a little bit.\That's impossible, Louise.\Saito, can I ask you something?\I'm the only master for you, right?\Of c\Please help me, Saito!\Tiffa? response:	What's wrong, Tiffa?
context: Jeez, I said just a little bit.\That's impossible, Louise.\Saito, can I ask you something?\I'm the only master for you, right?\Of c\Please help me, Saito!\Tiffa?\What's wrong, Tiffa? response:	I'm having trouble putting this on.
context: That's impossible, Louise.\Saito, can I ask you something?\I'm the only master for you, right?\Of c\Please help me, Saito!\Tiffa?\What's wrong, Tiffa?\I'm having trouble putting this on. response:	Is it all right to depend on you for things like this, too?
context: Saito, can I ask you something?\I'm the only master for you, right?\Of c\Please help me, Saito!\Tiffa?\What's wrong, Tiffa?\I'm having trouble putting this on.\Is it all right to depend on you for things like this, too? response:	U-Uh...
context: I'm the only master for you, right?\Of c\Please help me, Saito!\Tiffa?\What's wrong, Tiffa?\I'm having trouble putting this on.\Is it all right to depend on you for things like this, too?\U-Uh... response:	I'll do it! These things should be done by girls!
context: Of c\Please help me, Saito!\Tiffa?\What's wrong, Tiffa?\I'm having trouble putting this on.\Is it all right to depend on you for things like this, too?\U-Uh...\I'll do it! These things should be done by girls! response:	Huh? It seems to be a bit tight...
context: Please help me, Saito!\Tiffa?\What's wrong, Tiffa?\I'm having trouble putting this on.\Is it all right to depend on you for things like this, too?\U-Uh...\I'll do it! These things should be done by girls!\Huh? It seems to be a bit tight... response:	Got it!
context: Tiffa?\What's wrong, Tiffa?\I'm having trouble putting this on.\Is it all right to depend on you for things like this, too?\U-Uh...\I'll do it! These things should be done by girls!\Huh? It seems to be a bit tight...\Got it! response:	D-Don't look!
context: What's wrong, Tiffa?\I'm having trouble putting this on.\Is it all right to depend on you for things like this, too?\U-Uh...\I'll do it! These things should be done by girls!\Huh? It seems to be a bit tight...\Got it!\D-Don't look! response:	By tomorrow, Tabitha will be a queen.
context: I'm having trouble putting this on.\Is it all right to depend on you for things like this, too?\U-Uh...\I'll do it! These things should be done by girls!\Huh? It seems to be a bit tight...\Got it!\D-Don't look!\By tomorrow, Tabitha will be a queen. response:	It's amazing, she'll be of the same standing as Lady Henrietta.
context: Is it all right to depend on you for things like this, too?\U-Uh...\I'll do it! These things should be done by girls!\Huh? It seems to be a bit tight...\Got it!\D-Don't look!\By tomorrow, Tabitha will be a queen.\It's amazing, she'll be of the same standing as Lady Henrietta. response:	Speaking of, I heard she just arrived.
context: U-Uh...\I'll do it! These things should be done by girls!\Huh? It seems to be a bit tight...\Got it!\D-Don't look!\By tomorrow, Tabitha will be a queen.\It's amazing, she'll be of the same standing as Lady Henrietta.\Speaking of, I heard she just arrived. response:	Help! Lukshana is gone!
context: I'll do it! These things should be done by girls!\Huh? It seems to be a bit tight...\Got it!\D-Don't look!\By tomorrow, Tabitha will be a queen.\It's amazing, she'll be of the same standing as Lady Henrietta.\Speaking of, I heard she just arrived.\Help! Lukshana is gone! response:	Gone?
context: Huh? It seems to be a bit tight...\Got it!\D-Don't look!\By tomorrow, Tabitha will be a queen.\It's amazing, she'll be of the same standing as Lady Henrietta.\Speaking of, I heard she just arrived.\Help! Lukshana is gone!\Gone? response:	She said she was going to take a bath,
context: Got it!\D-Don't look!\By tomorrow, Tabitha will be a queen.\It's amazing, she'll be of the same standing as Lady Henrietta.\Speaking of, I heard she just arrived.\Help! Lukshana is gone!\Gone?\She said she was going to take a bath, response:	but since she was taking so long, I went in to check
context: D-Don't look!\By tomorrow, Tabitha will be a queen.\It's amazing, she'll be of the same standing as Lady Henrietta.\Speaking of, I heard she just arrived.\Help! Lukshana is gone!\Gone?\She said she was going to take a bath,\but since she was taking so long, I went in to check response:	and she was gone.
context: By tomorrow, Tabitha will be a queen.\It's amazing, she'll be of the same standing as Lady Henrietta.\Speaking of, I heard she just arrived.\Help! Lukshana is gone!\Gone?\She said she was going to take a bath,\but since she was taking so long, I went in to check\and she was gone. response:	Then...
context: It's amazing, she'll be of the same standing as Lady Henrietta.\Speaking of, I heard she just arrived.\Help! Lukshana is gone!\Gone?\She said she was going to take a bath,\but since she was taking so long, I went in to check\and she was gone.\Then... response:	She ran away?!
context: Speaking of, I heard she just arrived.\Help! Lukshana is gone!\Gone?\She said she was going to take a bath,\but since she was taking so long, I went in to check\and she was gone.\Then...\She ran away?! response:	What are you doing? Go find her already!
context: Help! Lukshana is gone!\Gone?\She said she was going to take a bath,\but since she was taking so long, I went in to check\and she was gone.\Then...\She ran away?!\What are you doing? Go find her already! response:	This has been irking me since before,
context: Gone?\She said she was going to take a bath,\but since she was taking so long, I went in to check\and she was gone.\Then...\She ran away?!\What are you doing? Go find her already!\This has been irking me since before, response:	but what's with your tone?
context: She said she was going to take a bath,\but since she was taking so long, I went in to check\and she was gone.\Then...\She ran away?!\What are you doing? Go find her already!\This has been irking me since before,\but what's with your tone? response:	Is that how you ask people for favors?
context: but since she was taking so long, I went in to check\and she was gone.\Then...\She ran away?!\What are you doing? Go find her already!\This has been irking me since before,\but what's with your tone?\Is that how you ask people for favors? response:	Can it!
context: and she was gone.\Then...\She ran away?!\What are you doing? Go find her already!\This has been irking me since before,\but what's with your tone?\Is that how you ask people for favors?\Can it! response:	Isn't this what you were guarding us for?!
context: Then...\She ran away?!\What are you doing? Go find her already!\This has been irking me since before,\but what's with your tone?\Is that how you ask people for favors?\Can it!\Isn't this what you were guarding us for?! response:	We're not standing guard for you, we're doing it for Tabitha!
context: She ran away?!\What are you doing? Go find her already!\This has been irking me since before,\but what's with your tone?\Is that how you ask people for favors?\Can it!\Isn't this what you were guarding us for?!\We're not standing guard for you, we're doing it for Tabitha! response:	What did you say?!
context: What are you doing? Go find her already!\This has been irking me since before,\but what's with your tone?\Is that how you ask people for favors?\Can it!\Isn't this what you were guarding us for?!\We're not standing guard for you, we're doing it for Tabitha!\What did you say?! response:	You two, don't start this...
context: This has been irking me since before,\but what's with your tone?\Is that how you ask people for favors?\Can it!\Isn't this what you were guarding us for?!\We're not standing guard for you, we're doing it for Tabitha!\What did you say?!\You two, don't start this... response:	Hey, did you hear?
context: but what's with your tone?\Is that how you ask people for favors?\Can it!\Isn't this what you were guarding us for?!\We're not standing guard for you, we're doing it for Tabitha!\What did you say?!\You two, don't start this...\Hey, did you hear? response:	His Holiness has arrived.
context: Is that how you ask people for favors?\Can it!\Isn't this what you were guarding us for?!\We're not standing guard for you, we're doing it for Tabitha!\What did you say?!\You two, don't start this...\Hey, did you hear?\His Holiness has arrived. response:	His Holiness? You mean from Romalia?
context: Can it!\Isn't this what you were guarding us for?!\We're not standing guard for you, we're doing it for Tabitha!\What did you say?!\You two, don't start this...\Hey, did you hear?\His Holiness has arrived.\His Holiness? You mean from Romalia? response:	This is bad. If this gets out...
context: Isn't this what you were guarding us for?!\We're not standing guard for you, we're doing it for Tabitha!\What did you say?!\You two, don't start this...\Hey, did you hear?\His Holiness has arrived.\His Holiness? You mean from Romalia?\This is bad. If this gets out... response:	Let's find Lukshana before it's too late!
context: We're not standing guard for you, we're doing it for Tabitha!\What did you say?!\You two, don't start this...\Hey, did you hear?\His Holiness has arrived.\His Holiness? You mean from Romalia?\This is bad. If this gets out...\Let's find Lukshana before it's too late! response:	What? Lukshana is missing?
context: What did you say?!\You two, don't start this...\Hey, did you hear?\His Holiness has arrived.\His Holiness? You mean from Romalia?\This is bad. If this gets out...\Let's find Lukshana before it's too late!\What? Lukshana is missing? response:	She didn't come here, then?
context: You two, don't start this...\Hey, did you hear?\His Holiness has arrived.\His Holiness? You mean from Romalia?\This is bad. If this gets out...\Let's find Lukshana before it's too late!\What? Lukshana is missing?\She didn't come here, then? response:	No...
context: Hey, did you hear?\His Holiness has arrived.\His Holiness? You mean from Romalia?\This is bad. If this gets out...\Let's find Lukshana before it's too late!\What? Lukshana is missing?\She didn't come here, then?\No... response:	Maybe she got captured by barbarians and is being abused...
context: His Holiness has arrived.\His Holiness? You mean from Romalia?\This is bad. If this gets out...\Let's find Lukshana before it's too late!\What? Lukshana is missing?\She didn't come here, then?\No...\Maybe she got captured by barbarians and is being abused... response:	She's got her wits together, so there's no need to worry.
context: His Holiness? You mean from Romalia?\This is bad. If this gets out...\Let's find Lukshana before it's too late!\What? Lukshana is missing?\She didn't come here, then?\No...\Maybe she got captured by barbarians and is being abused...\She's got her wits together, so there's no need to worry. response:	I want to help look for her, but the queen summoned me.
context: This is bad. If this gets out...\Let's find Lukshana before it's too late!\What? Lukshana is missing?\She didn't come here, then?\No...\Maybe she got captured by barbarians and is being abused...\She's got her wits together, so there's no need to worry.\I want to help look for her, but the queen summoned me. response:	Saito, let's go!
context: Let's find Lukshana before it's too late!\What? Lukshana is missing?\She didn't come here, then?\No...\Maybe she got captured by barbarians and is being abused...\She's got her wits together, so there's no need to worry.\I want to help look for her, but the queen summoned me.\Saito, let's go! response:	I'm coming.
context: What? Lukshana is missing?\She didn't come here, then?\No...\Maybe she got captured by barbarians and is being abused...\She's got her wits together, so there's no need to worry.\I want to help look for her, but the queen summoned me.\Saito, let's go!\I'm coming. response:	I'm sorry, I'll see you later.
context: She didn't come here, then?\No...\Maybe she got captured by barbarians and is being abused...\She's got her wits together, so there's no need to worry.\I want to help look for her, but the queen summoned me.\Saito, let's go!\I'm coming.\I'm sorry, I'll see you later. response:	Let's try another place.
context: No...\Maybe she got captured by barbarians and is being abused...\She's got her wits together, so there's no need to worry.\I want to help look for her, but the queen summoned me.\Saito, let's go!\I'm coming.\I'm sorry, I'll see you later.\Let's try another place. response:	I'll find her, no matter what!
context: Maybe she got captured by barbarians and is being abused...\She's got her wits together, so there's no need to worry.\I want to help look for her, but the queen summoned me.\Saito, let's go!\I'm coming.\I'm sorry, I'll see you later.\Let's try another place.\I'll find her, no matter what! response:	It's primitive, but very pretty.
context: She's got her wits together, so there's no need to worry.\I want to help look for her, but the queen summoned me.\Saito, let's go!\I'm coming.\I'm sorry, I'll see you later.\Let's try another place.\I'll find her, no matter what!\It's primitive, but very pretty. response:	I'd like to congratulate you on your coronation, Queen Charlotte.
context: I want to help look for her, but the queen summoned me.\Saito, let's go!\I'm coming.\I'm sorry, I'll see you later.\Let's try another place.\I'll find her, no matter what!\It's primitive, but very pretty.\I'd like to congratulate you on your coronation, Queen Charlotte. response:	Thank you very much.
context: Saito, let's go!\I'm coming.\I'm sorry, I'll see you later.\Let's try another place.\I'll find her, no matter what!\It's primitive, but very pretty.\I'd like to congratulate you on your coronation, Queen Charlotte.\Thank you very much. response:	Saito and Miss Westwood, I'm relieved you are safe.
context: I'm coming.\I'm sorry, I'll see you later.\Let's try another place.\I'll find her, no matter what!\It's primitive, but very pretty.\I'd like to congratulate you on your coronation, Queen Charlotte.\Thank you very much.\Saito and Miss Westwood, I'm relieved you are safe. response:	Normally, we should have come to rescue you, but...
context: I'm sorry, I'll see you later.\Let's try another place.\I'll find her, no matter what!\It's primitive, but very pretty.\I'd like to congratulate you on your coronation, Queen Charlotte.\Thank you very much.\Saito and Miss Westwood, I'm relieved you are safe.\Normally, we should have come to rescue you, but... response:	Oh, it was fine.
context: Let's try another place.\I'll find her, no matter what!\It's primitive, but very pretty.\I'd like to congratulate you on your coronation, Queen Charlotte.\Thank you very much.\Saito and Miss Westwood, I'm relieved you are safe.\Normally, we should have come to rescue you, but...\Oh, it was fine. response:	But I'm surprised you were able to
context: I'll find her, no matter what!\It's primitive, but very pretty.\I'd like to congratulate you on your coronation, Queen Charlotte.\Thank you very much.\Saito and Miss Westwood, I'm relieved you are safe.\Normally, we should have come to rescue you, but...\Oh, it was fine.\But I'm surprised you were able to response:	rescue those two from those unknown lands.
context: It's primitive, but very pretty.\I'd like to congratulate you on your coronation, Queen Charlotte.\Thank you very much.\Saito and Miss Westwood, I'm relieved you are safe.\Normally, we should have come to rescue you, but...\Oh, it was fine.\But I'm surprised you were able to\rescue those two from those unknown lands. response:	About that...
context: I'd like to congratulate you on your coronation, Queen Charlotte.\Thank you very much.\Saito and Miss Westwood, I'm relieved you are safe.\Normally, we should have come to rescue you, but...\Oh, it was fine.\But I'm surprised you were able to\rescue those two from those unknown lands.\About that... response:	When I came to, I was casting a spell...
context: Thank you very much.\Saito and Miss Westwood, I'm relieved you are safe.\Normally, we should have come to rescue you, but...\Oh, it was fine.\But I'm surprised you were able to\rescue those two from those unknown lands.\About that...\When I came to, I was casting a spell... response:	You can use a World Door...
context: Saito and Miss Westwood, I'm relieved you are safe.\Normally, we should have come to rescue you, but...\Oh, it was fine.\But I'm surprised you were able to\rescue those two from those unknown lands.\About that...\When I came to, I was casting a spell...\You can use a World Door... response:	World Door?
context: Normally, we should have come to rescue you, but...\Oh, it was fine.\But I'm surprised you were able to\rescue those two from those unknown lands.\About that...\When I came to, I was casting a spell...\You can use a World Door...\World Door? response:	It's a Void spell that can connect two distant places.
context: Oh, it was fine.\But I'm surprised you were able to\rescue those two from those unknown lands.\About that...\When I came to, I was casting a spell...\You can use a World Door...\World Door?\It's a Void spell that can connect two distant places. response:	Louise, so you learned a new spell.
context: But I'm surprised you were able to\rescue those two from those unknown lands.\About that...\When I came to, I was casting a spell...\You can use a World Door...\World Door?\It's a Void spell that can connect two distant places.\Louise, so you learned a new spell. response:	I actually almost ran out of energy,
context: rescue those two from those unknown lands.\About that...\When I came to, I was casting a spell...\You can use a World Door...\World Door?\It's a Void spell that can connect two distant places.\Louise, so you learned a new spell.\I actually almost ran out of energy, response:	but when I grabbed Saito's hands,
context: About that...\When I came to, I was casting a spell...\You can use a World Door...\World Door?\It's a Void spell that can connect two distant places.\Louise, so you learned a new spell.\I actually almost ran out of energy,\but when I grabbed Saito's hands, response:	the window got bigger.
context: When I came to, I was casting a spell...\You can use a World Door...\World Door?\It's a Void spell that can connect two distant places.\Louise, so you learned a new spell.\I actually almost ran out of energy,\but when I grabbed Saito's hands,\the window got bigger. response:	Got bigger?
context: You can use a World Door...\World Door?\It's a Void spell that can connect two distant places.\Louise, so you learned a new spell.\I actually almost ran out of energy,\but when I grabbed Saito's hands,\the window got bigger.\Got bigger? response:	Does that mean the power of the spell got stronger?
context: World Door?\It's a Void spell that can connect two distant places.\Louise, so you learned a new spell.\I actually almost ran out of energy,\but when I grabbed Saito's hands,\the window got bigger.\Got bigger?\Does that mean the power of the spell got stronger? response:	I believe so.
context: It's a Void spell that can connect two distant places.\Louise, so you learned a new spell.\I actually almost ran out of energy,\but when I grabbed Saito's hands,\the window got bigger.\Got bigger?\Does that mean the power of the spell got stronger?\I believe so. response:	But Gandalfr shouldn't have that kind of power...
context: Louise, so you learned a new spell.\I actually almost ran out of energy,\but when I grabbed Saito's hands,\the window got bigger.\Got bigger?\Does that mean the power of the spell got stronger?\I believe so.\But Gandalfr shouldn't have that kind of power... response:	What is it?
context: I actually almost ran out of energy,\but when I grabbed Saito's hands,\the window got bigger.\Got bigger?\Does that mean the power of the spell got stronger?\I believe so.\But Gandalfr shouldn't have that kind of power...\What is it? response:	I think this has something to do with it.
context: but when I grabbed Saito's hands,\the window got bigger.\Got bigger?\Does that mean the power of the spell got stronger?\I believe so.\But Gandalfr shouldn't have that kind of power...\What is it?\I think this has something to do with it. response:	That's...
context: the window got bigger.\Got bigger?\Does that mean the power of the spell got stronger?\I believe so.\But Gandalfr shouldn't have that kind of power...\What is it?\I think this has something to do with it.\That's... response:	Apparently I've become Tiffa's familiar as well.
context: Got bigger?\Does that mean the power of the spell got stronger?\I believe so.\But Gandalfr shouldn't have that kind of power...\What is it?\I think this has something to do with it.\That's...\Apparently I've become Tiffa's familiar as well. response:	Is that even possible?
context: Does that mean the power of the spell got stronger?\I believe so.\But Gandalfr shouldn't have that kind of power...\What is it?\I think this has something to do with it.\That's...\Apparently I've become Tiffa's familiar as well.\Is that even possible? response:	One body can house multiple familiar powers, my lord?
context: I believe so.\But Gandalfr shouldn't have that kind of power...\What is it?\I think this has something to do with it.\That's...\Apparently I've become Tiffa's familiar as well.\Is that even possible?\One body can house multiple familiar powers, my lord? response:	I've never heard of it.
context: But Gandalfr shouldn't have that kind of power...\What is it?\I think this has something to do with it.\That's...\Apparently I've become Tiffa's familiar as well.\Is that even possible?\One body can house multiple familiar powers, my lord?\I've never heard of it. response:	But the fact that LIfPrasir is here...
context: What is it?\I think this has something to do with it.\That's...\Apparently I've become Tiffa's familiar as well.\Is that even possible?\One body can house multiple familiar powers, my lord?\I've never heard of it.\But the fact that LIfPrasir is here... response:	LIf... What?
context: I think this has something to do with it.\That's...\Apparently I've become Tiffa's familiar as well.\Is that even possible?\One body can house multiple familiar powers, my lord?\I've never heard of it.\But the fact that LIfPrasir is here...\LIf... What? response:	LIfPrasir is someone who has the ability to amplify the Void powers.
context: That's...\Apparently I've become Tiffa's familiar as well.\Is that even possible?\One body can house multiple familiar powers, my lord?\I've never heard of it.\But the fact that LIfPrasir is here...\LIf... What?\LIfPrasir is someone who has the ability to amplify the Void powers. response:	That's what caused the surge of power in Miss Valliere.
context: Apparently I've become Tiffa's familiar as well.\Is that even possible?\One body can house multiple familiar powers, my lord?\I've never heard of it.\But the fact that LIfPrasir is here...\LIf... What?\LIfPrasir is someone who has the ability to amplify the Void powers.\That's what caused the surge of power in Miss Valliere. response:	So that's why...
context: Is that even possible?\One body can house multiple familiar powers, my lord?\I've never heard of it.\But the fact that LIfPrasir is here...\LIf... What?\LIfPrasir is someone who has the ability to amplify the Void powers.\That's what caused the surge of power in Miss Valliere.\So that's why... response:	Joseph's familiar was the Mind of God, Mioznitnirn.
context: One body can house multiple familiar powers, my lord?\I've never heard of it.\But the fact that LIfPrasir is here...\LIf... What?\LIfPrasir is someone who has the ability to amplify the Void powers.\That's what caused the surge of power in Miss Valliere.\So that's why...\Joseph's familiar was the Mind of God, Mioznitnirn. response:	Then, there's the Left Hand of God, Gandalfr.
context: I've never heard of it.\But the fact that LIfPrasir is here...\LIf... What?\LIfPrasir is someone who has the ability to amplify the Void powers.\That's what caused the surge of power in Miss Valliere.\So that's why...\Joseph's familiar was the Mind of God, Mioznitnirn.\Then, there's the Left Hand of God, Gandalfr. response:	The Right Hand of God, Windalfr.
context: But the fact that LIfPrasir is here...\LIf... What?\LIfPrasir is someone who has the ability to amplify the Void powers.\That's what caused the surge of power in Miss Valliere.\So that's why...\Joseph's familiar was the Mind of God, Mioznitnirn.\Then, there's the Left Hand of God, Gandalfr.\The Right Hand of God, Windalfr. response:	And the Heart of God, LIfPrasir.
context: LIf... What?\LIfPrasir is someone who has the ability to amplify the Void powers.\That's what caused the surge of power in Miss Valliere.\So that's why...\Joseph's familiar was the Mind of God, Mioznitnirn.\Then, there's the Left Hand of God, Gandalfr.\The Right Hand of God, Windalfr.\And the Heart of God, LIfPrasir. response:	Four familiars to fight alongside the four Void Mages.
context: LIfPrasir is someone who has the ability to amplify the Void powers.\That's what caused the surge of power in Miss Valliere.\So that's why...\Joseph's familiar was the Mind of God, Mioznitnirn.\Then, there's the Left Hand of God, Gandalfr.\The Right Hand of God, Windalfr.\And the Heart of God, LIfPrasir.\Four familiars to fight alongside the four Void Mages. response:	It is said that the four and four exist to join
context: That's what caused the surge of power in Miss Valliere.\So that's why...\Joseph's familiar was the Mind of God, Mioznitnirn.\Then, there's the Left Hand of God, Gandalfr.\The Right Hand of God, Windalfr.\And the Heart of God, LIfPrasir.\Four familiars to fight alongside the four Void Mages.\It is said that the four and four exist to join response:	their powers in order to save Halkeginia from danger.
