context: Library response:	Library
context: Yeah, kinda.\What're you gonna do?\Dunno. Why do you ask?\Dunno.\Togashi...\Do you regret it at all?\Regret what?\What happened with Takanashi. response:	Why would I?
context: What're you gonna do?\Dunno. Why do you ask?\Dunno.\Togashi...\Do you regret it at all?\Regret what?\What happened with Takanashi.\Why would I? response:	No reason.
context: Dunno. Why do you ask?\Dunno.\Togashi...\Do you regret it at all?\Regret what?\What happened with Takanashi.\Why would I?\No reason. response:	Now that she's overcome her eighth-grader syndrome,
context: Dunno.\Togashi...\Do you regret it at all?\Regret what?\What happened with Takanashi.\Why would I?\No reason.\Now that she's overcome her eighth-grader syndrome, response:	Tooka doesn't have to worry for her anymore.
context: Togashi...\Do you regret it at all?\Regret what?\What happened with Takanashi.\Why would I?\No reason.\Now that she's overcome her eighth-grader syndrome,\Tooka doesn't have to worry for her anymore. response:	She's getting along better with her mother too.
context: Do you regret it at all?\Regret what?\What happened with Takanashi.\Why would I?\No reason.\Now that she's overcome her eighth-grader syndrome,\Tooka doesn't have to worry for her anymore.\She's getting along better with her mother too. response:	There's nothing to regret.
context: Regret what?\What happened with Takanashi.\Why would I?\No reason.\Now that she's overcome her eighth-grader syndrome,\Tooka doesn't have to worry for her anymore.\She's getting along better with her mother too.\There's nothing to regret. response:	That's right...
context: What happened with Takanashi.\Why would I?\No reason.\Now that she's overcome her eighth-grader syndrome,\Tooka doesn't have to worry for her anymore.\She's getting along better with her mother too.\There's nothing to regret.\That's right... response:	That's right.
context: Why would I?\No reason.\Now that she's overcome her eighth-grader syndrome,\Tooka doesn't have to worry for her anymore.\She's getting along better with her mother too.\There's nothing to regret.\That's right...\That's right. response:	I see.
context: No reason.\Now that she's overcome her eighth-grader syndrome,\Tooka doesn't have to worry for her anymore.\She's getting along better with her mother too.\There's nothing to regret.\That's right...\That's right.\I see. response:	Oh, did you see them too, Takanashi?
context: Now that she's overcome her eighth-grader syndrome,\Tooka doesn't have to worry for her anymore.\She's getting along better with her mother too.\There's nothing to regret.\That's right...\That's right.\I see.\Oh, did you see them too, Takanashi? response:	Yeah.
context: Tooka doesn't have to worry for her anymore.\She's getting along better with her mother too.\There's nothing to regret.\That's right...\That's right.\I see.\Oh, did you see them too, Takanashi?\Yeah. response:	Aren't they awesome?
context: She's getting along better with her mother too.\There's nothing to regret.\That's right...\That's right.\I see.\Oh, did you see them too, Takanashi?\Yeah.\Aren't they awesome? response:	Yeah, I kinda liked it.
context: There's nothing to regret.\That's right...\That's right.\I see.\Oh, did you see them too, Takanashi?\Yeah.\Aren't they awesome?\Yeah, I kinda liked it. response:	Didn't expect that!
context: That's right...\That's right.\I see.\Oh, did you see them too, Takanashi?\Yeah.\Aren't they awesome?\Yeah, I kinda liked it.\Didn't expect that! response:	Then let's go to their next show together!
context: That's right.\I see.\Oh, did you see them too, Takanashi?\Yeah.\Aren't they awesome?\Yeah, I kinda liked it.\Didn't expect that!\Then let's go to their next show together! response:	That sounds great!
context: I see.\Oh, did you see them too, Takanashi?\Yeah.\Aren't they awesome?\Yeah, I kinda liked it.\Didn't expect that!\Then let's go to their next show together!\That sounds great! response:	A cold wind blows.
context: Oh, did you see them too, Takanashi?\Yeah.\Aren't they awesome?\Yeah, I kinda liked it.\Didn't expect that!\Then let's go to their next show together!\That sounds great!\A cold wind blows. response:	Dekomori sways in the deathly breeze.
context: Yeah.\Aren't they awesome?\Yeah, I kinda liked it.\Didn't expect that!\Then let's go to their next show together!\That sounds great!\A cold wind blows.\Dekomori sways in the deathly breeze. response:	Left and right...
context: Aren't they awesome?\Yeah, I kinda liked it.\Didn't expect that!\Then let's go to their next show together!\That sounds great!\A cold wind blows.\Dekomori sways in the deathly breeze.\Left and right... response:	Thinking of Master.
context: Yeah, I kinda liked it.\Didn't expect that!\Then let's go to their next show together!\That sounds great!\A cold wind blows.\Dekomori sways in the deathly breeze.\Left and right...\Thinking of Master. response:	Master...
context: Didn't expect that!\Then let's go to their next show together!\That sounds great!\A cold wind blows.\Dekomori sways in the deathly breeze.\Left and right...\Thinking of Master.\Master... response:	Hey.
context: Then let's go to their next show together!\That sounds great!\A cold wind blows.\Dekomori sways in the deathly breeze.\Left and right...\Thinking of Master.\Master...\Hey. response:	What's up, junior high schooler?
context: That sounds great!\A cold wind blows.\Dekomori sways in the deathly breeze.\Left and right...\Thinking of Master.\Master...\Hey.\What's up, junior high schooler? response:	You seem down.
context: A cold wind blows.\Dekomori sways in the deathly breeze.\Left and right...\Thinking of Master.\Master...\Hey.\What's up, junior high schooler?\You seem down. response:	Don't talk to me, commoner.
context: Dekomori sways in the deathly breeze.\Left and right...\Thinking of Master.\Master...\Hey.\What's up, junior high schooler?\You seem down.\Don't talk to me, commoner. response:	Don't call me that! Besides, you're one too.
context: Left and right...\Thinking of Master.\Master...\Hey.\What's up, junior high schooler?\You seem down.\Don't talk to me, commoner.\Don't call me that! Besides, you're one too. response:	I'm different! I'm the wielder of the Mjolnir Maul!
context: Thinking of Master.\Master...\Hey.\What's up, junior high schooler?\You seem down.\Don't talk to me, commoner.\Don't call me that! Besides, you're one too.\I'm different! I'm the wielder of the Mjolnir Maul! response:	Oh. Well, if you've got the energy to do that, you should be fine.
context: Master...\Hey.\What's up, junior high schooler?\You seem down.\Don't talk to me, commoner.\Don't call me that! Besides, you're one too.\I'm different! I'm the wielder of the Mjolnir Maul!\Oh. Well, if you've got the energy to do that, you should be fine. response:	What the death are you doing?
context: Hey.\What's up, junior high schooler?\You seem down.\Don't talk to me, commoner.\Don't call me that! Besides, you're one too.\I'm different! I'm the wielder of the Mjolnir Maul!\Oh. Well, if you've got the energy to do that, you should be fine.\What the death are you doing? response:	Can't you tell?
context: What's up, junior high schooler?\You seem down.\Don't talk to me, commoner.\Don't call me that! Besides, you're one too.\I'm different! I'm the wielder of the Mjolnir Maul!\Oh. Well, if you've got the energy to do that, you should be fine.\What the death are you doing?\Can't you tell? response:	It's a love letter!
context: You seem down.\Don't talk to me, commoner.\Don't call me that! Besides, you're one too.\I'm different! I'm the wielder of the Mjolnir Maul!\Oh. Well, if you've got the energy to do that, you should be fine.\What the death are you doing?\Can't you tell?\It's a love letter! response:	You still haven't given up on that?
context: Don't talk to me, commoner.\Don't call me that! Besides, you're one too.\I'm different! I'm the wielder of the Mjolnir Maul!\Oh. Well, if you've got the energy to do that, you should be fine.\What the death are you doing?\Can't you tell?\It's a love letter!\You still haven't given up on that? response:	What're you doing?
context: Don't call me that! Besides, you're one too.\I'm different! I'm the wielder of the Mjolnir Maul!\Oh. Well, if you've got the energy to do that, you should be fine.\What the death are you doing?\Can't you tell?\It's a love letter!\You still haven't given up on that?\What're you doing? response:	Nothing.
context: I'm different! I'm the wielder of the Mjolnir Maul!\Oh. Well, if you've got the energy to do that, you should be fine.\What the death are you doing?\Can't you tell?\It's a love letter!\You still haven't given up on that?\What're you doing?\Nothing. response:	Master, I've been waiting for you!
context: Oh. Well, if you've got the energy to do that, you should be fine.\What the death are you doing?\Can't you tell?\It's a love letter!\You still haven't given up on that?\What're you doing?\Nothing.\Master, I've been waiting for you! response:	Deko Sanae...
context: What the death are you doing?\Can't you tell?\It's a love letter!\You still haven't given up on that?\What're you doing?\Nothing.\Master, I've been waiting for you!\Deko Sanae... response:	I discovered something amazing today, so I couldn't wait to show it to you!
context: Can't you tell?\It's a love letter!\You still haven't given up on that?\What're you doing?\Nothing.\Master, I've been waiting for you!\Deko Sanae...\I discovered something amazing today, so I couldn't wait to show it to you! response:	Look at all these enchanted gems!
context: It's a love letter!\You still haven't given up on that?\What're you doing?\Nothing.\Master, I've been waiting for you!\Deko Sanae...\I discovered something amazing today, so I couldn't wait to show it to you!\Look at all these enchanted gems! response:	Which would you like? C'mon, which?
context: You still haven't given up on that?\What're you doing?\Nothing.\Master, I've been waiting for you!\Deko Sanae...\I discovered something amazing today, so I couldn't wait to show it to you!\Look at all these enchanted gems!\Which would you like? C'mon, which? response:	They all house top-grade enchantments!
context: What're you doing?\Nothing.\Master, I've been waiting for you!\Deko Sanae...\I discovered something amazing today, so I couldn't wait to show it to you!\Look at all these enchanted gems!\Which would you like? C'mon, which?\They all house top-grade enchantments! response:	Dekomori...
context: Nothing.\Master, I've been waiting for you!\Deko Sanae...\I discovered something amazing today, so I couldn't wait to show it to you!\Look at all these enchanted gems!\Which would you like? C'mon, which?\They all house top-grade enchantments!\Dekomori... response:	Wait a moment!
context: Master, I've been waiting for you!\Deko Sanae...\I discovered something amazing today, so I couldn't wait to show it to you!\Look at all these enchanted gems!\Which would you like? C'mon, which?\They all house top-grade enchantments!\Dekomori...\Wait a moment! response:	They'll look even prettier like this!
context: Deko Sanae...\I discovered something amazing today, so I couldn't wait to show it to you!\Look at all these enchanted gems!\Which would you like? C'mon, which?\They all house top-grade enchantments!\Dekomori...\Wait a moment!\They'll look even prettier like this! response:	Master!
context: I discovered something amazing today, so I couldn't wait to show it to you!\Look at all these enchanted gems!\Which would you like? C'mon, which?\They all house top-grade enchantments!\Dekomori...\Wait a moment!\They'll look even prettier like this!\Master! response:	Dekomori...
context: Look at all these enchanted gems!\Which would you like? C'mon, which?\They all house top-grade enchantments!\Dekomori...\Wait a moment!\They'll look even prettier like this!\Master!\Dekomori... response:	Yes?
context: Which would you like? C'mon, which?\They all house top-grade enchantments!\Dekomori...\Wait a moment!\They'll look even prettier like this!\Master!\Dekomori...\Yes? response:	I have something important to talk to you about.
context: They all house top-grade enchantments!\Dekomori...\Wait a moment!\They'll look even prettier like this!\Master!\Dekomori...\Yes?\I have something important to talk to you about. response:	Yes?
context: Dekomori...\Wait a moment!\They'll look even prettier like this!\Master!\Dekomori...\Yes?\I have something important to talk to you about.\Yes? response:	Could it be the Overseers' new
context: Wait a moment!\They'll look even prettier like this!\Master!\Dekomori...\Yes?\I have something important to talk to you about.\Yes?\Could it be the Overseers' new response:	No.
context: They'll look even prettier like this!\Master!\Dekomori...\Yes?\I have something important to talk to you about.\Yes?\Could it be the Overseers' new\No. response:	This society...
context: Master!\Dekomori...\Yes?\I have something important to talk to you about.\Yes?\Could it be the Overseers' new\No.\This society... response:	I mean,
context: Dekomori...\Yes?\I have something important to talk to you about.\Yes?\Could it be the Overseers' new\No.\This society...\I mean, response:	this club...
context: Yes?\I have something important to talk to you about.\Yes?\Could it be the Overseers' new\No.\This society...\I mean,\this club... response:	is disbanded as of today.
context: I have something important to talk to you about.\Yes?\Could it be the Overseers' new\No.\This society...\I mean,\this club...\is disbanded as of today. response:	Master?
context: Yes?\Could it be the Overseers' new\No.\This society...\I mean,\this club...\is disbanded as of today.\Master? response:	I think we should all focus on what we want to do ourselves.
context: Could it be the Overseers' new\No.\This society...\I mean,\this club...\is disbanded as of today.\Master?\I think we should all focus on what we want to do ourselves. response:	You too, Dekomori.
context: No.\This society...\I mean,\this club...\is disbanded as of today.\Master?\I think we should all focus on what we want to do ourselves.\You too, Dekomori. response:	What's wrong with you, Master?!
context: This society...\I mean,\this club...\is disbanded as of today.\Master?\I think we should all focus on what we want to do ourselves.\You too, Dekomori.\What's wrong with you, Master?! response:	This society was formed to find the Ethereal Horizon and cross over to the other side!
context: I mean,\this club...\is disbanded as of today.\Master?\I think we should all focus on what we want to do ourselves.\You too, Dekomori.\What's wrong with you, Master?!\This society was formed to find the Ethereal Horizon and cross over to the other side! response:	Master!
context: this club...\is disbanded as of today.\Master?\I think we should all focus on what we want to do ourselves.\You too, Dekomori.\What's wrong with you, Master?!\This society was formed to find the Ethereal Horizon and cross over to the other side!\Master! response:	Master!
context: is disbanded as of today.\Master?\I think we should all focus on what we want to do ourselves.\You too, Dekomori.\What's wrong with you, Master?!\This society was formed to find the Ethereal Horizon and cross over to the other side!\Master!\Master! response:	Master!
context: Master?\I think we should all focus on what we want to do ourselves.\You too, Dekomori.\What's wrong with you, Master?!\This society was formed to find the Ethereal Horizon and cross over to the other side!\Master!\Master!\Master! response:	Enough.
context: I think we should all focus on what we want to do ourselves.\You too, Dekomori.\What's wrong with you, Master?!\This society was formed to find the Ethereal Horizon and cross over to the other side!\Master!\Master!\Master!\Enough. response:	Master!
context: You too, Dekomori.\What's wrong with you, Master?!\This society was formed to find the Ethereal Horizon and cross over to the other side!\Master!\Master!\Master!\Enough.\Master! response:	You heard her.
context: What's wrong with you, Master?!\This society was formed to find the Ethereal Horizon and cross over to the other side!\Master!\Master!\Master!\Enough.\Master!\You heard her. response:	Now give me back the Mabinogion and go graduate junior high.
context: This society was formed to find the Ethereal Horizon and cross over to the other side!\Master!\Master!\Master!\Enough.\Master!\You heard her.\Now give me back the Mabinogion and go graduate junior high. response:	C'mon, this way.
context: Master!\Master!\Master!\Enough.\Master!\You heard her.\Now give me back the Mabinogion and go graduate junior high.\C'mon, this way. response:	Let go!
context: Master!\Master!\Enough.\Master!\You heard her.\Now give me back the Mabinogion and go graduate junior high.\C'mon, this way.\Let go! response:	You know,
context: Master!\Enough.\Master!\You heard her.\Now give me back the Mabinogion and go graduate junior high.\C'mon, this way.\Let go!\You know, response:	I think you're just sticking to your guns.
context: Enough.\Master!\You heard her.\Now give me back the Mabinogion and go graduate junior high.\C'mon, this way.\Let go!\You know,\I think you're just sticking to your guns. response:	You and Takanashi too.
context: Master!\You heard her.\Now give me back the Mabinogion and go graduate junior high.\C'mon, this way.\Let go!\You know,\I think you're just sticking to your guns.\You and Takanashi too. response:	Let go!
context: You heard her.\Now give me back the Mabinogion and go graduate junior high.\C'mon, this way.\Let go!\You know,\I think you're just sticking to your guns.\You and Takanashi too.\Let go! response:	Be quiet!
context: Now give me back the Mabinogion and go graduate junior high.\C'mon, this way.\Let go!\You know,\I think you're just sticking to your guns.\You and Takanashi too.\Let go!\Be quiet! response:	Let go!
context: C'mon, this way.\Let go!\You know,\I think you're just sticking to your guns.\You and Takanashi too.\Let go!\Be quiet!\Let go! response:	Let go of me!
context: Let go!\You know,\I think you're just sticking to your guns.\You and Takanashi too.\Let go!\Be quiet!\Let go!\Let go of me! response:	It's okay.
context: You know,\I think you're just sticking to your guns.\You and Takanashi too.\Let go!\Be quiet!\Let go!\Let go of me!\It's okay. response:	No one deathly asked for this.
context: I think you're just sticking to your guns.\You and Takanashi too.\Let go!\Be quiet!\Let go!\Let go of me!\It's okay.\No one deathly asked for this. response:	Wow, that's a lot of stuff.
context: You and Takanashi too.\Let go!\Be quiet!\Let go!\Let go of me!\It's okay.\No one deathly asked for this.\Wow, that's a lot of stuff. response:	We don't have much time.
context: Let go!\Be quiet!\Let go!\Let go of me!\It's okay.\No one deathly asked for this.\Wow, that's a lot of stuff.\We don't have much time. response:	Huh?
context: Be quiet!\Let go!\Let go of me!\It's okay.\No one deathly asked for this.\Wow, that's a lot of stuff.\We don't have much time.\Huh? response:	I promised Mom I'd clean it all up before she gets home today.
context: Let go!\Let go of me!\It's okay.\No one deathly asked for this.\Wow, that's a lot of stuff.\We don't have much time.\Huh?\I promised Mom I'd clean it all up before she gets home today. response:	What?!
context: Let go of me!\It's okay.\No one deathly asked for this.\Wow, that's a lot of stuff.\We don't have much time.\Huh?\I promised Mom I'd clean it all up before she gets home today.\What?! response:	She'd start worrying again if I didn't.
context: It's okay.\No one deathly asked for this.\Wow, that's a lot of stuff.\We don't have much time.\Huh?\I promised Mom I'd clean it all up before she gets home today.\What?!\She'd start worrying again if I didn't. response:	I don't want to make her worry.
context: No one deathly asked for this.\Wow, that's a lot of stuff.\We don't have much time.\Huh?\I promised Mom I'd clean it all up before she gets home today.\What?!\She'd start worrying again if I didn't.\I don't want to make her worry. response:	I see.
context: Wow, that's a lot of stuff.\We don't have much time.\Huh?\I promised Mom I'd clean it all up before she gets home today.\What?!\She'd start worrying again if I didn't.\I don't want to make her worry.\I see. response:	So, what are we cleaning up?
context: We don't have much time.\Huh?\I promised Mom I'd clean it all up before she gets home today.\What?!\She'd start worrying again if I didn't.\I don't want to make her worry.\I see.\So, what are we cleaning up? response:	Let's start with everything on the floor.
context: Huh?\I promised Mom I'd clean it all up before she gets home today.\What?!\She'd start worrying again if I didn't.\I don't want to make her worry.\I see.\So, what are we cleaning up?\Let's start with everything on the floor. response:	Roger.
context: I promised Mom I'd clean it all up before she gets home today.\What?!\She'd start worrying again if I didn't.\I don't want to make her worry.\I see.\So, what are we cleaning up?\Let's start with everything on the floor.\Roger. response:	Whoa, you had one of these too?
context: What?!\She'd start worrying again if I didn't.\I don't want to make her worry.\I see.\So, what are we cleaning up?\Let's start with everything on the floor.\Roger.\Whoa, you had one of these too? response:	This...
context: She'd start worrying again if I didn't.\I don't want to make her worry.\I see.\So, what are we cleaning up?\Let's start with everything on the floor.\Roger.\Whoa, you had one of these too?\This... response:	Are you taking that down?
context: I don't want to make her worry.\I see.\So, what are we cleaning up?\Let's start with everything on the floor.\Roger.\Whoa, you had one of these too?\This...\Are you taking that down? response:	Why?
context: I see.\So, what are we cleaning up?\Let's start with everything on the floor.\Roger.\Whoa, you had one of these too?\This...\Are you taking that down?\Why? response:	Well...
context: So, what are we cleaning up?\Let's start with everything on the floor.\Roger.\Whoa, you had one of these too?\This...\Are you taking that down?\Why?\Well... response:	I don't know what I'm meant to put away and what I'm not.
context: Let's start with everything on the floor.\Roger.\Whoa, you had one of these too?\This...\Are you taking that down?\Why?\Well...\I don't know what I'm meant to put away and what I'm not. response:	Okay. Let's take it down.
context: Roger.\Whoa, you had one of these too?\This...\Are you taking that down?\Why?\Well...\I don't know what I'm meant to put away and what I'm not.\Okay. Let's take it down. response:	Yeah. Thanks.
context: Whoa, you had one of these too?\This...\Are you taking that down?\Why?\Well...\I don't know what I'm meant to put away and what I'm not.\Okay. Let's take it down.\Yeah. Thanks. response:	Are you really okay with cleaning up this much?
context: This...\Are you taking that down?\Why?\Well...\I don't know what I'm meant to put away and what I'm not.\Okay. Let's take it down.\Yeah. Thanks.\Are you really okay with cleaning up this much? response:	Yeah. This should put her mind at ease.
context: Are you taking that down?\Why?\Well...\I don't know what I'm meant to put away and what I'm not.\Okay. Let's take it down.\Yeah. Thanks.\Are you really okay with cleaning up this much?\Yeah. This should put her mind at ease. response:	Yuuta!
context: Why?\Well...\I don't know what I'm meant to put away and what I'm not.\Okay. Let's take it down.\Yeah. Thanks.\Are you really okay with cleaning up this much?\Yeah. This should put her mind at ease.\Yuuta! response:	Hm?
context: Well...\I don't know what I'm meant to put away and what I'm not.\Okay. Let's take it down.\Yeah. Thanks.\Are you really okay with cleaning up this much?\Yeah. This should put her mind at ease.\Yuuta!\Hm? response:	Aren't you hungry?
context: I don't know what I'm meant to put away and what I'm not.\Okay. Let's take it down.\Yeah. Thanks.\Are you really okay with cleaning up this much?\Yeah. This should put her mind at ease.\Yuuta!\Hm?\Aren't you hungry? response:	Sure am!
context: Okay. Let's take it down.\Yeah. Thanks.\Are you really okay with cleaning up this much?\Yeah. This should put her mind at ease.\Yuuta!\Hm?\Aren't you hungry?\Sure am! response:	Your mom's gonna be late, right? Wanna come over?
context: Yeah. Thanks.\Are you really okay with cleaning up this much?\Yeah. This should put her mind at ease.\Yuuta!\Hm?\Aren't you hungry?\Sure am!\Your mom's gonna be late, right? Wanna come over? response:	Can't we go to the store?
context: Are you really okay with cleaning up this much?\Yeah. This should put her mind at ease.\Yuuta!\Hm?\Aren't you hungry?\Sure am!\Your mom's gonna be late, right? Wanna come over?\Can't we go to the store? response:	We can, I guess...
context: Yeah. This should put her mind at ease.\Yuuta!\Hm?\Aren't you hungry?\Sure am!\Your mom's gonna be late, right? Wanna come over?\Can't we go to the store?\We can, I guess... response:	Are you really sure about this?
context: Yuuta!\Hm?\Aren't you hungry?\Sure am!\Your mom's gonna be late, right? Wanna come over?\Can't we go to the store?\We can, I guess...\Are you really sure about this? response:	Yeah, I am.
context: Hm?\Aren't you hungry?\Sure am!\Your mom's gonna be late, right? Wanna come over?\Can't we go to the store?\We can, I guess...\Are you really sure about this?\Yeah, I am. response:	Hold the bottom, Yuuta.
context: Aren't you hungry?\Sure am!\Your mom's gonna be late, right? Wanna come over?\Can't we go to the store?\We can, I guess...\Are you really sure about this?\Yeah, I am.\Hold the bottom, Yuuta. response:	You like that, don't you?
context: Sure am!\Your mom's gonna be late, right? Wanna come over?\Can't we go to the store?\We can, I guess...\Are you really sure about this?\Yeah, I am.\Hold the bottom, Yuuta.\You like that, don't you? response:	It's so cool!
context: Your mom's gonna be late, right? Wanna come over?\Can't we go to the store?\We can, I guess...\Are you really sure about this?\Yeah, I am.\Hold the bottom, Yuuta.\You like that, don't you?\It's so cool! response:	What's cool about that?
context: Can't we go to the store?\We can, I guess...\Are you really sure about this?\Yeah, I am.\Hold the bottom, Yuuta.\You like that, don't you?\It's so cool!\What's cool about that? response:	Here.
context: We can, I guess...\Are you really sure about this?\Yeah, I am.\Hold the bottom, Yuuta.\You like that, don't you?\It's so cool!\What's cool about that?\Here. response:	Pretty, huh?
context: Are you really sure about this?\Yeah, I am.\Hold the bottom, Yuuta.\You like that, don't you?\It's so cool!\What's cool about that?\Here.\Pretty, huh? response:	Yeah. But they're just cars.
context: Yeah, I am.\Hold the bottom, Yuuta.\You like that, don't you?\It's so cool!\What's cool about that?\Here.\Pretty, huh?\Yeah. But they're just cars. response:	It's just their headlights shining.
context: Hold the bottom, Yuuta.\You like that, don't you?\It's so cool!\What's cool about that?\Here.\Pretty, huh?\Yeah. But they're just cars.\It's just their headlights shining. response:	Of course.
context: You like that, don't you?\It's so cool!\What's cool about that?\Here.\Pretty, huh?\Yeah. But they're just cars.\It's just their headlights shining.\Of course. response:	Yuuta...
context: It's so cool!\What's cool about that?\Here.\Pretty, huh?\Yeah. But they're just cars.\It's just their headlights shining.\Of course.\Yuuta... response:	What's up?
context: What's cool about that?\Here.\Pretty, huh?\Yeah. But they're just cars.\It's just their headlights shining.\Of course.\Yuuta...\What's up? response:	Mom wants to visit the grave with me.
context: Here.\Pretty, huh?\Yeah. But they're just cars.\It's just their headlights shining.\Of course.\Yuuta...\What's up?\Mom wants to visit the grave with me. response:	Huh?
context: Pretty, huh?\Yeah. But they're just cars.\It's just their headlights shining.\Of course.\Yuuta...\What's up?\Mom wants to visit the grave with me.\Huh? response:	Dad's.
context: Yeah. But they're just cars.\It's just their headlights shining.\Of course.\Yuuta...\What's up?\Mom wants to visit the grave with me.\Huh?\Dad's. response:	What do you think?
context: It's just their headlights shining.\Of course.\Yuuta...\What's up?\Mom wants to visit the grave with me.\Huh?\Dad's.\What do you think? response:	Well...
context: Of course.\Yuuta...\What's up?\Mom wants to visit the grave with me.\Huh?\Dad's.\What do you think?\Well... response:	What do you think?
context: Yuuta...\What's up?\Mom wants to visit the grave with me.\Huh?\Dad's.\What do you think?\Well...\What do you think? response:	I think Mom'd be happy if I went.
context: What's up?\Mom wants to visit the grave with me.\Huh?\Dad's.\What do you think?\Well...\What do you think?\I think Mom'd be happy if I went. response:	Then that's okay, right?
context: Mom wants to visit the grave with me.\Huh?\Dad's.\What do you think?\Well...\What do you think?\I think Mom'd be happy if I went.\Then that's okay, right? response:	If that's what you wanna do.
context: Huh?\Dad's.\What do you think?\Well...\What do you think?\I think Mom'd be happy if I went.\Then that's okay, right?\If that's what you wanna do. response:	Your pinky.
context: Dad's.\What do you think?\Well...\What do you think?\I think Mom'd be happy if I went.\Then that's okay, right?\If that's what you wanna do.\Your pinky. response:	Thanks.
context: What do you think?\Well...\What do you think?\I think Mom'd be happy if I went.\Then that's okay, right?\If that's what you wanna do.\Your pinky.\Thanks. response:	I'm going home ahead.
context: Well...\What do you think?\I think Mom'd be happy if I went.\Then that's okay, right?\If that's what you wanna do.\Your pinky.\Thanks.\I'm going home ahead. response:	Hey! Hey, Rikka!
context: What do you think?\I think Mom'd be happy if I went.\Then that's okay, right?\If that's what you wanna do.\Your pinky.\Thanks.\I'm going home ahead.\Hey! Hey, Rikka! response:	Hey, Rikka!
context: I think Mom'd be happy if I went.\Then that's okay, right?\If that's what you wanna do.\Your pinky.\Thanks.\I'm going home ahead.\Hey! Hey, Rikka!\Hey, Rikka! response:	Ah, Kumin...
context: Then that's okay, right?\If that's what you wanna do.\Your pinky.\Thanks.\I'm going home ahead.\Hey! Hey, Rikka!\Hey, Rikka!\Ah, Kumin... response:	Dodomen?
context: If that's what you wanna do.\Your pinky.\Thanks.\I'm going home ahead.\Hey! Hey, Rikka!\Hey, Rikka!\Ah, Kumin...\Dodomen? response:	He had a little accident.
context: Your pinky.\Thanks.\I'm going home ahead.\Hey! Hey, Rikka!\Hey, Rikka!\Ah, Kumin...\Dodomen?\He had a little accident. response:	Hey, don't scratch at it!
context: Thanks.\I'm going home ahead.\Hey! Hey, Rikka!\Hey, Rikka!\Ah, Kumin...\Dodomen?\He had a little accident.\Hey, don't scratch at it! response:	What's wrong?
context: I'm going home ahead.\Hey! Hey, Rikka!\Hey, Rikka!\Ah, Kumin...\Dodomen?\He had a little accident.\Hey, don't scratch at it!\What's wrong? response:	Thanks...
context: Hey! Hey, Rikka!\Hey, Rikka!\Ah, Kumin...\Dodomen?\He had a little accident.\Hey, don't scratch at it!\What's wrong?\Thanks... response:	No way...
context: Hey, Rikka!\Ah, Kumin...\Dodomen?\He had a little accident.\Hey, don't scratch at it!\What's wrong?\Thanks...\No way... response:	The train just left, so sit down.
context: Ah, Kumin...\Dodomen?\He had a little accident.\Hey, don't scratch at it!\What's wrong?\Thanks...\No way...\The train just left, so sit down. response:	Okay...
context: Dodomen?\He had a little accident.\Hey, don't scratch at it!\What's wrong?\Thanks...\No way...\The train just left, so sit down.\Okay... response:	Here.
context: He had a little accident.\Hey, don't scratch at it!\What's wrong?\Thanks...\No way...\The train just left, so sit down.\Okay...\Here. response:	Thanks.
context: Hey, don't scratch at it!\What's wrong?\Thanks...\No way...\The train just left, so sit down.\Okay...\Here.\Thanks. response:	You've been saying thanks a lot lately.
context: What's wrong?\Thanks...\No way...\The train just left, so sit down.\Okay...\Here.\Thanks.\You've been saying thanks a lot lately. response:	Hey...
context: Thanks...\No way...\The train just left, so sit down.\Okay...\Here.\Thanks.\You've been saying thanks a lot lately.\Hey... response:	You'll be back, right?
context: No way...\The train just left, so sit down.\Okay...\Here.\Thanks.\You've been saying thanks a lot lately.\Hey...\You'll be back, right? response:	You'll come back after visiting the grave, right?
context: The train just left, so sit down.\Okay...\Here.\Thanks.\You've been saying thanks a lot lately.\Hey...\You'll be back, right?\You'll come back after visiting the grave, right? response:	Yeah. I've got school too.
context: Okay...\Here.\Thanks.\You've been saying thanks a lot lately.\Hey...\You'll be back, right?\You'll come back after visiting the grave, right?\Yeah. I've got school too. response:	Yeah. That's right.
context: Here.\Thanks.\You've been saying thanks a lot lately.\Hey...\You'll be back, right?\You'll come back after visiting the grave, right?\Yeah. I've got school too.\Yeah. That's right. response:	Stop!
context: Thanks.\You've been saying thanks a lot lately.\Hey...\You'll be back, right?\You'll come back after visiting the grave, right?\Yeah. I've got school too.\Yeah. That's right.\Stop! response:	I told you I wouldn't give up! Not until my death!
context: You've been saying thanks a lot lately.\Hey...\You'll be back, right?\You'll come back after visiting the grave, right?\Yeah. I've got school too.\Yeah. That's right.\Stop!\I told you I wouldn't give up! Not until my death! response:	Dekomori...
context: Hey...\You'll be back, right?\You'll come back after visiting the grave, right?\Yeah. I've got school too.\Yeah. That's right.\Stop!\I told you I wouldn't give up! Not until my death!\Dekomori... response:	I'm Master's servant!
context: You'll be back, right?\You'll come back after visiting the grave, right?\Yeah. I've got school too.\Yeah. That's right.\Stop!\I told you I wouldn't give up! Not until my death!\Dekomori...\I'm Master's servant! response:	I'll stay by your side, even if I must follow you to the depths of oblivion!
context: You'll come back after visiting the grave, right?\Yeah. I've got school too.\Yeah. That's right.\Stop!\I told you I wouldn't give up! Not until my death!\Dekomori...\I'm Master's servant!\I'll stay by your side, even if I must follow you to the depths of oblivion! response:	Blast reality!
