context: Ayase Chihaya response:	Wakamiya Shinobu
context: How?!\In\the sleepy spring sunlight,\I'm losing by a hair.\Shinobu-chan is beating me with her accuracy.\That was one of my best cards!\The gauze and tape are too heavy.\I've worked hard on my accuracy. response:	Why?
context: In\the sleepy spring sunlight,\I'm losing by a hair.\Shinobu-chan is beating me with her accuracy.\That was one of my best cards!\The gauze and tape are too heavy.\I've worked hard on my accuracy.\Why? response:	Aren't you the ace of the team that won the tournament yesterday?
context: the sleepy spring sunlight,\I'm losing by a hair.\Shinobu-chan is beating me with her accuracy.\That was one of my best cards!\The gauze and tape are too heavy.\I've worked hard on my accuracy.\Why?\Aren't you the ace of the team that won the tournament yesterday? response:	You and your friends accomplished your goal, right?
context: I'm losing by a hair.\Shinobu-chan is beating me with her accuracy.\That was one of my best cards!\The gauze and tape are too heavy.\I've worked hard on my accuracy.\Why?\Aren't you the ace of the team that won the tournament yesterday?\You and your friends accomplished your goal, right? response:	So why?
context: Shinobu-chan is beating me with her accuracy.\That was one of my best cards!\The gauze and tape are too heavy.\I've worked hard on my accuracy.\Why?\Aren't you the ace of the team that won the tournament yesterday?\You and your friends accomplished your goal, right?\So why? response:	Why are you so focused on me when you're injured?
context: That was one of my best cards!\The gauze and tape are too heavy.\I've worked hard on my accuracy.\Why?\Aren't you the ace of the team that won the tournament yesterday?\You and your friends accomplished your goal, right?\So why?\Why are you so focused on me when you're injured? response:	So focused on karuta?
context: The gauze and tape are too heavy.\I've worked hard on my accuracy.\Why?\Aren't you the ace of the team that won the tournament yesterday?\You and your friends accomplished your goal, right?\So why?\Why are you so focused on me when you're injured?\So focused on karuta? response:	Since I could not hide?!
context: I've worked hard on my accuracy.\Why?\Aren't you the ace of the team that won the tournament yesterday?\You and your friends accomplished your goal, right?\So why?\Why are you so focused on me when you're injured?\So focused on karuta?\Since I could not hide?! response:	She took the Queen's best card!
context: Why?\Aren't you the ace of the team that won the tournament yesterday?\You and your friends accomplished your goal, right?\So why?\Why are you so focused on me when you're injured?\So focused on karuta?\Since I could not hide?!\She took the Queen's best card! response:	Is something wrong?
context: Aren't you the ace of the team that won the tournament yesterday?\You and your friends accomplished your goal, right?\So why?\Why are you so focused on me when you're injured?\So focused on karuta?\Since I could not hide?!\She took the Queen's best card!\Is something wrong? response:	I-I'm fine.
context: You and your friends accomplished your goal, right?\So why?\Why are you so focused on me when you're injured?\So focused on karuta?\Since I could not hide?!\She took the Queen's best card!\Is something wrong?\I-I'm fine. response:	I lost Since I could not hide.
context: So why?\Why are you so focused on me when you're injured?\So focused on karuta?\Since I could not hide?!\She took the Queen's best card!\Is something wrong?\I-I'm fine.\I lost Since I could not hide. response:	I'm sending a card.
context: Why are you so focused on me when you're injured?\So focused on karuta?\Since I could not hide?!\She took the Queen's best card!\Is something wrong?\I-I'm fine.\I lost Since I could not hide.\I'm sending a card. response:	the red that is the Tatsuta River
context: So focused on karuta?\Since I could not hide?!\She took the Queen's best card!\Is something wrong?\I-I'm fine.\I lost Since I could not hide.\I'm sending a card.\the red that is the Tatsuta River response:	Please wait!
context: Since I could not hide?!\She took the Queen's best card!\Is something wrong?\I-I'm fine.\I lost Since I could not hide.\I'm sending a card.\the red that is the Tatsuta River\Please wait! response:	the red that is the Tatsuta River
context: She took the Queen's best card!\Is something wrong?\I-I'm fine.\I lost Since I could not hide.\I'm sending a card.\the red that is the Tatsuta River\Please wait!\the red that is the Tatsuta River response:	people would always ask if I was pining for someone
context: Is something wrong?\I-I'm fine.\I lost Since I could not hide.\I'm sending a card.\the red that is the Tatsuta River\Please wait!\the red that is the Tatsuta River\people would always ask if I was pining for someone response:	Wow!
context: I-I'm fine.\I lost Since I could not hide.\I'm sending a card.\the red that is the Tatsuta River\Please wait!\the red that is the Tatsuta River\people would always ask if I was pining for someone\Wow! response:	No mercy on an injured opponent.
context: I lost Since I could not hide.\I'm sending a card.\the red that is the Tatsuta River\Please wait!\the red that is the Tatsuta River\people would always ask if I was pining for someone\Wow!\No mercy on an injured opponent. response:	Ayase-san...
context: I'm sending a card.\the red that is the Tatsuta River\Please wait!\the red that is the Tatsuta River\people would always ask if I was pining for someone\Wow!\No mercy on an injured opponent.\Ayase-san... response:	as helpless autumn leaves are caught against the flow
context: the red that is the Tatsuta River\Please wait!\the red that is the Tatsuta River\people would always ask if I was pining for someone\Wow!\No mercy on an injured opponent.\Ayase-san...\as helpless autumn leaves are caught against the flow response:	So many cute pictures!
context: Please wait!\the red that is the Tatsuta River\people would always ask if I was pining for someone\Wow!\No mercy on an injured opponent.\Ayase-san...\as helpless autumn leaves are caught against the flow\So many cute pictures! response:	If you like karuta, we can visit the nearby karuta society.
context: the red that is the Tatsuta River\people would always ask if I was pining for someone\Wow!\No mercy on an injured opponent.\Ayase-san...\as helpless autumn leaves are caught against the flow\So many cute pictures!\If you like karuta, we can visit the nearby karuta society. response:	I understand.
context: people would always ask if I was pining for someone\Wow!\No mercy on an injured opponent.\Ayase-san...\as helpless autumn leaves are caught against the flow\So many cute pictures!\If you like karuta, we can visit the nearby karuta society.\I understand. response:	Nice to meet you, Shinobu-chan.
context: Wow!\No mercy on an injured opponent.\Ayase-san...\as helpless autumn leaves are caught against the flow\So many cute pictures!\If you like karuta, we can visit the nearby karuta society.\I understand.\Nice to meet you, Shinobu-chan. response:	Oh, there's a girl your age who just joined.
context: No mercy on an injured opponent.\Ayase-san...\as helpless autumn leaves are caught against the flow\So many cute pictures!\If you like karuta, we can visit the nearby karuta society.\I understand.\Nice to meet you, Shinobu-chan.\Oh, there's a girl your age who just joined. response:	You can practice with her.
context: Ayase-san...\as helpless autumn leaves are caught against the flow\So many cute pictures!\If you like karuta, we can visit the nearby karuta society.\I understand.\Nice to meet you, Shinobu-chan.\Oh, there's a girl your age who just joined.\You can practice with her. response:	She's over there.
context: as helpless autumn leaves are caught against the flow\So many cute pictures!\If you like karuta, we can visit the nearby karuta society.\I understand.\Nice to meet you, Shinobu-chan.\Oh, there's a girl your age who just joined.\You can practice with her.\She's over there. response:	now bloom inside the nine-fold palace
context: So many cute pictures!\If you like karuta, we can visit the nearby karuta society.\I understand.\Nice to meet you, Shinobu-chan.\Oh, there's a girl your age who just joined.\You can practice with her.\She's over there.\now bloom inside the nine-fold palace response:	Long last we meet...
context: If you like karuta, we can visit the nearby karuta society.\I understand.\Nice to meet you, Shinobu-chan.\Oh, there's a girl your age who just joined.\You can practice with her.\She's over there.\now bloom inside the nine-fold palace\Long last we meet... response:	The same time.
context: I understand.\Nice to meet you, Shinobu-chan.\Oh, there's a girl your age who just joined.\You can practice with her.\She's over there.\now bloom inside the nine-fold palace\Long last we meet...\The same time. response:	A card touched at the same time goes to the side it was on.
context: Nice to meet you, Shinobu-chan.\Oh, there's a girl your age who just joined.\You can practice with her.\She's over there.\now bloom inside the nine-fold palace\Long last we meet...\The same time.\A card touched at the same time goes to the side it was on. response:	That goes to Shinobu-chan.
context: Oh, there's a girl your age who just joined.\You can practice with her.\She's over there.\now bloom inside the nine-fold palace\Long last we meet...\The same time.\A card touched at the same time goes to the side it was on.\That goes to Shinobu-chan. response:	Better luck next time.
context: You can practice with her.\She's over there.\now bloom inside the nine-fold palace\Long last we meet...\The same time.\A card touched at the same time goes to the side it was on.\That goes to Shinobu-chan.\Better luck next time. response:	That's a poem written by Lady Murasaki
context: She's over there.\now bloom inside the nine-fold palace\Long last we meet...\The same time.\A card touched at the same time goes to the side it was on.\That goes to Shinobu-chan.\Better luck next time.\That's a poem written by Lady Murasaki response:	about a reunion with an old friend.
context: now bloom inside the nine-fold palace\Long last we meet...\The same time.\A card touched at the same time goes to the side it was on.\That goes to Shinobu-chan.\Better luck next time.\That's a poem written by Lady Murasaki\about a reunion with an old friend. response:	Another close win for me!
context: Long last we meet...\The same time.\A card touched at the same time goes to the side it was on.\That goes to Shinobu-chan.\Better luck next time.\That's a poem written by Lady Murasaki\about a reunion with an old friend.\Another close win for me! response:	Shinobu-chan, we're rivals!
context: The same time.\A card touched at the same time goes to the side it was on.\That goes to Shinobu-chan.\Better luck next time.\That's a poem written by Lady Murasaki\about a reunion with an old friend.\Another close win for me!\Shinobu-chan, we're rivals! response:	Shinobu-chan, why don't you play Ryuusei-kun next?
context: A card touched at the same time goes to the side it was on.\That goes to Shinobu-chan.\Better luck next time.\That's a poem written by Lady Murasaki\about a reunion with an old friend.\Another close win for me!\Shinobu-chan, we're rivals!\Shinobu-chan, why don't you play Ryuusei-kun next? response:	He's much older than you are.
context: That goes to Shinobu-chan.\Better luck next time.\That's a poem written by Lady Murasaki\about a reunion with an old friend.\Another close win for me!\Shinobu-chan, we're rivals!\Shinobu-chan, why don't you play Ryuusei-kun next?\He's much older than you are. response:	Give it your best shot.
context: Better luck next time.\That's a poem written by Lady Murasaki\about a reunion with an old friend.\Another close win for me!\Shinobu-chan, we're rivals!\Shinobu-chan, why don't you play Ryuusei-kun next?\He's much older than you are.\Give it your best shot. response:	Impassionate gods
context: That's a poem written by Lady Murasaki\about a reunion with an old friend.\Another close win for me!\Shinobu-chan, we're rivals!\Shinobu-chan, why don't you play Ryuusei-kun next?\He's much older than you are.\Give it your best shot.\Impassionate gods response:	have never seen
context: about a reunion with an old friend.\Another close win for me!\Shinobu-chan, we're rivals!\Shinobu-chan, why don't you play Ryuusei-kun next?\He's much older than you are.\Give it your best shot.\Impassionate gods\have never seen response:	Thank you very much.
context: Another close win for me!\Shinobu-chan, we're rivals!\Shinobu-chan, why don't you play Ryuusei-kun next?\He's much older than you are.\Give it your best shot.\Impassionate gods\have never seen\Thank you very much. response:	Thank you very much.
context: Shinobu-chan, we're rivals!\Shinobu-chan, why don't you play Ryuusei-kun next?\He's much older than you are.\Give it your best shot.\Impassionate gods\have never seen\Thank you very much.\Thank you very much. response:	Thank you very much.
context: Shinobu-chan, why don't you play Ryuusei-kun next?\He's much older than you are.\Give it your best shot.\Impassionate gods\have never seen\Thank you very much.\Thank you very much.\Thank you very much. response:	Oh, Wakamiya-san. What was the score?
context: He's much older than you are.\Give it your best shot.\Impassionate gods\have never seen\Thank you very much.\Thank you very much.\Thank you very much.\Oh, Wakamiya-san. What was the score? response:	I won by 23 cards.
context: Give it your best shot.\Impassionate gods\have never seen\Thank you very much.\Thank you very much.\Thank you very much.\Oh, Wakamiya-san. What was the score?\I won by 23 cards. response:	Impressive as always.
context: Impassionate gods\have never seen\Thank you very much.\Thank you very much.\Thank you very much.\Oh, Wakamiya-san. What was the score?\I won by 23 cards.\Impressive as always. response:	23 cards...
context: have never seen\Thank you very much.\Thank you very much.\Thank you very much.\Oh, Wakamiya-san. What was the score?\I won by 23 cards.\Impressive as always.\23 cards... response:	Ayase Chihaya
context: Thank you very much.\Thank you very much.\Thank you very much.\Oh, Wakamiya-san. What was the score?\I won by 23 cards.\Impressive as always.\23 cards...\Ayase Chihaya response:	Honestly, you shouldn't push yourself like this.
context: Thank you very much.\Thank you very much.\Oh, Wakamiya-san. What was the score?\I won by 23 cards.\Impressive as always.\23 cards...\Ayase Chihaya\Honestly, you shouldn't push yourself like this. response:	Look at the swelling.
context: Thank you very much.\Oh, Wakamiya-san. What was the score?\I won by 23 cards.\Impressive as always.\23 cards...\Ayase Chihaya\Honestly, you shouldn't push yourself like this.\Look at the swelling. response:	You even took off the taping.
context: Oh, Wakamiya-san. What was the score?\I won by 23 cards.\Impressive as always.\23 cards...\Ayase Chihaya\Honestly, you shouldn't push yourself like this.\Look at the swelling.\You even took off the taping. response:	It must have hurt.
context: I won by 23 cards.\Impressive as always.\23 cards...\Ayase Chihaya\Honestly, you shouldn't push yourself like this.\Look at the swelling.\You even took off the taping.\It must have hurt. response:	I'll go find an ice pack, so wait here.
context: Impressive as always.\23 cards...\Ayase Chihaya\Honestly, you shouldn't push yourself like this.\Look at the swelling.\You even took off the taping.\It must have hurt.\I'll go find an ice pack, so wait here. response:	How many cards should I have let her take?
context: 23 cards...\Ayase Chihaya\Honestly, you shouldn't push yourself like this.\Look at the swelling.\You even took off the taping.\It must have hurt.\I'll go find an ice pack, so wait here.\How many cards should I have let her take? response:	We should keep Shinobu-chan away from children her age.
context: Ayase Chihaya\Honestly, you shouldn't push yourself like this.\Look at the swelling.\You even took off the taping.\It must have hurt.\I'll go find an ice pack, so wait here.\How many cards should I have let her take?\We should keep Shinobu-chan away from children her age. response:	She'll learn to go easy on her opponents.
context: Honestly, you shouldn't push yourself like this.\Look at the swelling.\You even took off the taping.\It must have hurt.\I'll go find an ice pack, so wait here.\How many cards should I have let her take?\We should keep Shinobu-chan away from children her age.\She'll learn to go easy on her opponents. response:	He's right.
context: Look at the swelling.\You even took off the taping.\It must have hurt.\I'll go find an ice pack, so wait here.\How many cards should I have let her take?\We should keep Shinobu-chan away from children her age.\She'll learn to go easy on her opponents.\He's right. response:	The more isolated she is, the stronger she will become.
context: You even took off the taping.\It must have hurt.\I'll go find an ice pack, so wait here.\How many cards should I have let her take?\We should keep Shinobu-chan away from children her age.\She'll learn to go easy on her opponents.\He's right.\The more isolated she is, the stronger she will become. response:	Coach Ise is always right.
context: It must have hurt.\I'll go find an ice pack, so wait here.\How many cards should I have let her take?\We should keep Shinobu-chan away from children her age.\She'll learn to go easy on her opponents.\He's right.\The more isolated she is, the stronger she will become.\Coach Ise is always right. response:	Th-Thank you!
context: I'll go find an ice pack, so wait here.\How many cards should I have let her take?\We should keep Shinobu-chan away from children her age.\She'll learn to go easy on her opponents.\He's right.\The more isolated she is, the stronger she will become.\Coach Ise is always right.\Th-Thank you! response:	For not going easy on me!
context: How many cards should I have let her take?\We should keep Shinobu-chan away from children her age.\She'll learn to go easy on her opponents.\He's right.\The more isolated she is, the stronger she will become.\Coach Ise is always right.\Th-Thank you!\For not going easy on me! response:	Let's play karuta again!
context: We should keep Shinobu-chan away from children her age.\She'll learn to go easy on her opponents.\He's right.\The more isolated she is, the stronger she will become.\Coach Ise is always right.\Th-Thank you!\For not going easy on me!\Let's play karuta again! response:	When?
context: She'll learn to go easy on her opponents.\He's right.\The more isolated she is, the stronger she will become.\Coach Ise is always right.\Th-Thank you!\For not going easy on me!\Let's play karuta again!\When? response:	When will we play?
context: He's right.\The more isolated she is, the stronger she will become.\Coach Ise is always right.\Th-Thank you!\For not going easy on me!\Let's play karuta again!\When?\When will we play? response:	The Queen match!
context: The more isolated she is, the stronger she will become.\Coach Ise is always right.\Th-Thank you!\For not going easy on me!\Let's play karuta again!\When?\When will we play?\The Queen match! response:	What was her name?
context: Coach Ise is always right.\Th-Thank you!\For not going easy on me!\Let's play karuta again!\When?\When will we play?\The Queen match!\What was her name? response:	Satoko-chan!
context: Th-Thank you!\For not going easy on me!\Let's play karuta again!\When?\When will we play?\The Queen match!\What was her name?\Satoko-chan! response:	In any case, the Queen is as strong as ever.
context: For not going easy on me!\Let's play karuta again!\When?\When will we play?\The Queen match!\What was her name?\Satoko-chan!\In any case, the Queen is as strong as ever. response:	It appears that there's no one her age who can challenge her.
context: Let's play karuta again!\When?\When will we play?\The Queen match!\What was her name?\Satoko-chan!\In any case, the Queen is as strong as ever.\It appears that there's no one her age who can challenge her. response:	I'm worried about her motivation.
context: When?\When will we play?\The Queen match!\What was her name?\Satoko-chan!\In any case, the Queen is as strong as ever.\It appears that there's no one her age who can challenge her.\I'm worried about her motivation. response:	If she stops participating in tournaments like Master Suo...
context: When will we play?\The Queen match!\What was her name?\Satoko-chan!\In any case, the Queen is as strong as ever.\It appears that there's no one her age who can challenge her.\I'm worried about her motivation.\If she stops participating in tournaments like Master Suo... response:	That was a sorry performance. What's wrong with me?
context: The Queen match!\What was her name?\Satoko-chan!\In any case, the Queen is as strong as ever.\It appears that there's no one her age who can challenge her.\I'm worried about her motivation.\If she stops participating in tournaments like Master Suo...\That was a sorry performance. What's wrong with me? response:	I only won by 23 cards.
context: What was her name?\Satoko-chan!\In any case, the Queen is as strong as ever.\It appears that there's no one her age who can challenge her.\I'm worried about her motivation.\If she stops participating in tournaments like Master Suo...\That was a sorry performance. What's wrong with me?\I only won by 23 cards. response:	I lost two. And she was injured.
context: Satoko-chan!\In any case, the Queen is as strong as ever.\It appears that there's no one her age who can challenge her.\I'm worried about her motivation.\If she stops participating in tournaments like Master Suo...\That was a sorry performance. What's wrong with me?\I only won by 23 cards.\I lost two. And she was injured. response:	I even lost Since I could not hide.
context: In any case, the Queen is as strong as ever.\It appears that there's no one her age who can challenge her.\I'm worried about her motivation.\If she stops participating in tournaments like Master Suo...\That was a sorry performance. What's wrong with me?\I only won by 23 cards.\I lost two. And she was injured.\I even lost Since I could not hide. response:	Next time, I won't let her take a single card.
context: It appears that there's no one her age who can challenge her.\I'm worried about her motivation.\If she stops participating in tournaments like Master Suo...\That was a sorry performance. What's wrong with me?\I only won by 23 cards.\I lost two. And she was injured.\I even lost Since I could not hide.\Next time, I won't let her take a single card. response:	My match with Shinobu-chan is over.
context: I'm worried about her motivation.\If she stops participating in tournaments like Master Suo...\That was a sorry performance. What's wrong with me?\I only won by 23 cards.\I lost two. And she was injured.\I even lost Since I could not hide.\Next time, I won't let her take a single card.\My match with Shinobu-chan is over. response:	It's over...
context: If she stops participating in tournaments like Master Suo...\That was a sorry performance. What's wrong with me?\I only won by 23 cards.\I lost two. And she was injured.\I even lost Since I could not hide.\Next time, I won't let her take a single card.\My match with Shinobu-chan is over.\It's over... response:	My summer is over.
context: That was a sorry performance. What's wrong with me?\I only won by 23 cards.\I lost two. And she was injured.\I even lost Since I could not hide.\Next time, I won't let her take a single card.\My match with Shinobu-chan is over.\It's over...\My summer is over. response:	Nobody wishes to see...
context: I only won by 23 cards.\I lost two. And she was injured.\I even lost Since I could not hide.\Next time, I won't let her take a single card.\My match with Shinobu-chan is over.\It's over...\My summer is over.\Nobody wishes to see... response:	Over here!
context: I lost two. And she was injured.\I even lost Since I could not hide.\Next time, I won't let her take a single card.\My match with Shinobu-chan is over.\It's over...\My summer is over.\Nobody wishes to see...\Over here! response:	Thank you very much.
context: I even lost Since I could not hide.\Next time, I won't let her take a single card.\My match with Shinobu-chan is over.\It's over...\My summer is over.\Nobody wishes to see...\Over here!\Thank you very much. response:	I did it!
context: Next time, I won't let her take a single card.\My match with Shinobu-chan is over.\It's over...\My summer is over.\Nobody wishes to see...\Over here!\Thank you very much.\I did it! response:	I won!
context: My match with Shinobu-chan is over.\It's over...\My summer is over.\Nobody wishes to see...\Over here!\Thank you very much.\I did it!\I won! response:	I won!
context: It's over...\My summer is over.\Nobody wishes to see...\Over here!\Thank you very much.\I did it!\I won!\I won! response:	I made it to the third round!
context: My summer is over.\Nobody wishes to see...\Over here!\Thank you very much.\I did it!\I won!\I won!\I made it to the third round! response:	Full power!
context: Nobody wishes to see...\Over here!\Thank you very much.\I did it!\I won!\I won!\I made it to the third round!\Full power! response:	It was hard to tell since I'm always surrounded by karuta freaks,
context: Over here!\Thank you very much.\I did it!\I won!\I won!\I made it to the third round!\Full power!\It was hard to tell since I'm always surrounded by karuta freaks, response:	but I'm actually pretty good.
context: Thank you very much.\I did it!\I won!\I won!\I made it to the third round!\Full power!\It was hard to tell since I'm always surrounded by karuta freaks,\but I'm actually pretty good. response:	I might be able to win the Class D tournament?!
context: I did it!\I won!\I won!\I made it to the third round!\Full power!\It was hard to tell since I'm always surrounded by karuta freaks,\but I'm actually pretty good.\I might be able to win the Class D tournament?! response:	That's amazing, Hanano-san.
context: I won!\I won!\I made it to the third round!\Full power!\It was hard to tell since I'm always surrounded by karuta freaks,\but I'm actually pretty good.\I might be able to win the Class D tournament?!\That's amazing, Hanano-san. response:	I'm impressed.
context: I won!\I made it to the third round!\Full power!\It was hard to tell since I'm always surrounded by karuta freaks,\but I'm actually pretty good.\I might be able to win the Class D tournament?!\That's amazing, Hanano-san.\I'm impressed. response:	Yes! On to the semifinals!
context: I made it to the third round!\Full power!\It was hard to tell since I'm always surrounded by karuta freaks,\but I'm actually pretty good.\I might be able to win the Class D tournament?!\That's amazing, Hanano-san.\I'm impressed.\Yes! On to the semifinals! response:	Eliminated in the third round...
context: Full power!\It was hard to tell since I'm always surrounded by karuta freaks,\but I'm actually pretty good.\I might be able to win the Class D tournament?!\That's amazing, Hanano-san.\I'm impressed.\Yes! On to the semifinals!\Eliminated in the third round... response:	Eliminated in the third round
context: It was hard to tell since I'm always surrounded by karuta freaks,\but I'm actually pretty good.\I might be able to win the Class D tournament?!\That's amazing, Hanano-san.\I'm impressed.\Yes! On to the semifinals!\Eliminated in the third round...\Eliminated in the third round response:	Hanano! Hanano!
context: but I'm actually pretty good.\I might be able to win the Class D tournament?!\That's amazing, Hanano-san.\I'm impressed.\Yes! On to the semifinals!\Eliminated in the third round...\Eliminated in the third round\Hanano! Hanano! response:	I made it to the semifinals!
context: I might be able to win the Class D tournament?!\That's amazing, Hanano-san.\I'm impressed.\Yes! On to the semifinals!\Eliminated in the third round...\Eliminated in the third round\Hanano! Hanano!\I made it to the semifinals! response:	Take a picture so I can send it to my brothers!
context: That's amazing, Hanano-san.\I'm impressed.\Yes! On to the semifinals!\Eliminated in the third round...\Eliminated in the third round\Hanano! Hanano!\I made it to the semifinals!\Take a picture so I can send it to my brothers! response:	What?
context: I'm impressed.\Yes! On to the semifinals!\Eliminated in the third round...\Eliminated in the third round\Hanano! Hanano!\I made it to the semifinals!\Take a picture so I can send it to my brothers!\What? response:	I have an e-mail from Ms. Miyauchi.
context: Yes! On to the semifinals!\Eliminated in the third round...\Eliminated in the third round\Hanano! Hanano!\I made it to the semifinals!\Take a picture so I can send it to my brothers!\What?\I have an e-mail from Ms. Miyauchi. response:	Oh, Mashima-senpai and...
context: Eliminated in the third round...\Eliminated in the third round\Hanano! Hanano!\I made it to the semifinals!\Take a picture so I can send it to my brothers!\What?\I have an e-mail from Ms. Miyauchi.\Oh, Mashima-senpai and... response:	Mashima-senpai is still in it!
context: Eliminated in the third round\Hanano! Hanano!\I made it to the semifinals!\Take a picture so I can send it to my brothers!\What?\I have an e-mail from Ms. Miyauchi.\Oh, Mashima-senpai and...\Mashima-senpai is still in it! response:	I'm going to go cheer for him!
context: Hanano! Hanano!\I made it to the semifinals!\Take a picture so I can send it to my brothers!\What?\I have an e-mail from Ms. Miyauchi.\Oh, Mashima-senpai and...\Mashima-senpai is still in it!\I'm going to go cheer for him! response:	What?
context: I made it to the semifinals!\Take a picture so I can send it to my brothers!\What?\I have an e-mail from Ms. Miyauchi.\Oh, Mashima-senpai and...\Mashima-senpai is still in it!\I'm going to go cheer for him!\What? response:	I'm still in it, too...
context: Take a picture so I can send it to my brothers!\What?\I have an e-mail from Ms. Miyauchi.\Oh, Mashima-senpai and...\Mashima-senpai is still in it!\I'm going to go cheer for him!\What?\I'm still in it, too... response:	Mashima-senpai!
context: What?\I have an e-mail from Ms. Miyauchi.\Oh, Mashima-senpai and...\Mashima-senpai is still in it!\I'm going to go cheer for him!\What?\I'm still in it, too...\Mashima-senpai! response:	What's this atmosphere?
context: I have an e-mail from Ms. Miyauchi.\Oh, Mashima-senpai and...\Mashima-senpai is still in it!\I'm going to go cheer for him!\What?\I'm still in it, too...\Mashima-senpai!\What's this atmosphere? response:	I can't lose... I can't lose...
context: Oh, Mashima-senpai and...\Mashima-senpai is still in it!\I'm going to go cheer for him!\What?\I'm still in it, too...\Mashima-senpai!\What's this atmosphere?\I can't lose... I can't lose... response:	I will win... I will win...
context: Mashima-senpai is still in it!\I'm going to go cheer for him!\What?\I'm still in it, too...\Mashima-senpai!\What's this atmosphere?\I can't lose... I can't lose...\I will win... I will win... response:	I'll beat Mashima
context: I'm going to go cheer for him!\What?\I'm still in it, too...\Mashima-senpai!\What's this atmosphere?\I can't lose... I can't lose...\I will win... I will win...\I'll beat Mashima response:	and make Class A!
