context: TS response:	It's coming from beneath?
context: Even though there's a limit to how many people they can evacuate in such a short period of time...\Commence attack!\Commence attack!\Technical director, do we have the cannon yet?!\Of course not!\He has to break through armored gates to get there!\What's the status of the defense systems?\They're booting up. But they won't be able to keep up with the Allied IFOs' speed. response:	He moves so well even though he's not a child?
context: Commence attack!\Commence attack!\Technical director, do we have the cannon yet?!\Of course not!\He has to break through armored gates to get there!\What's the status of the defense systems?\They're booting up. But they won't be able to keep up with the Allied IFOs' speed.\He moves so well even though he's not a child? response:	You can't do that unless you see trapar!
context: Commence attack!\Technical director, do we have the cannon yet?!\Of course not!\He has to break through armored gates to get there!\What's the status of the defense systems?\They're booting up. But they won't be able to keep up with the Allied IFOs' speed.\He moves so well even though he's not a child?\You can't do that unless you see trapar! response:	Don't tell me he does?!
context: Technical director, do we have the cannon yet?!\Of course not!\He has to break through armored gates to get there!\What's the status of the defense systems?\They're booting up. But they won't be able to keep up with the Allied IFOs' speed.\He moves so well even though he's not a child?\You can't do that unless you see trapar!\Don't tell me he does?! response:	I can... I can see the trapar waves!
context: Of course not!\He has to break through armored gates to get there!\What's the status of the defense systems?\They're booting up. But they won't be able to keep up with the Allied IFOs' speed.\He moves so well even though he's not a child?\You can't do that unless you see trapar!\Don't tell me he does?!\I can... I can see the trapar waves! response:	The catapult's power source is unstable!
context: He has to break through armored gates to get there!\What's the status of the defense systems?\They're booting up. But they won't be able to keep up with the Allied IFOs' speed.\He moves so well even though he's not a child?\You can't do that unless you see trapar!\Don't tell me he does?!\I can... I can see the trapar waves!\The catapult's power source is unstable! response:	Chief, give permission to launch!
context: What's the status of the defense systems?\They're booting up. But they won't be able to keep up with the Allied IFOs' speed.\He moves so well even though he's not a child?\You can't do that unless you see trapar!\Don't tell me he does?!\I can... I can see the trapar waves!\The catapult's power source is unstable!\Chief, give permission to launch! response:	We won't make it
context: They're booting up. But they won't be able to keep up with the Allied IFOs' speed.\He moves so well even though he's not a child?\You can't do that unless you see trapar!\Don't tell me he does?!\I can... I can see the trapar waves!\The catapult's power source is unstable!\Chief, give permission to launch!\We won't make it response:	No! We must wait for Ao to return!
context: He moves so well even though he's not a child?\You can't do that unless you see trapar!\Don't tell me he does?!\I can... I can see the trapar waves!\The catapult's power source is unstable!\Chief, give permission to launch!\We won't make it\No! We must wait for Ao to return! response:	But
context: You can't do that unless you see trapar!\Don't tell me he does?!\I can... I can see the trapar waves!\The catapult's power source is unstable!\Chief, give permission to launch!\We won't make it\No! We must wait for Ao to return!\But response:	This is the Nirvash.
context: Don't tell me he does?!\I can... I can see the trapar waves!\The catapult's power source is unstable!\Chief, give permission to launch!\We won't make it\No! We must wait for Ao to return!\But\This is the Nirvash. response:	The Triton should launch!
context: I can... I can see the trapar waves!\The catapult's power source is unstable!\Chief, give permission to launch!\We won't make it\No! We must wait for Ao to return!\But\This is the Nirvash.\The Triton should launch! response:	What do you mean?
context: The catapult's power source is unstable!\Chief, give permission to launch!\We won't make it\No! We must wait for Ao to return!\But\This is the Nirvash.\The Triton should launch!\What do you mean? response:	Breaking out from the lowest level with Nirvash
context: Chief, give permission to launch!\We won't make it\No! We must wait for Ao to return!\But\This is the Nirvash.\The Triton should launch!\What do you mean?\Breaking out from the lowest level with Nirvash response:	won't take as long as launching Triton with the catapult!
context: We won't make it\No! We must wait for Ao to return!\But\This is the Nirvash.\The Triton should launch!\What do you mean?\Breaking out from the lowest level with Nirvash\won't take as long as launching Triton with the catapult! response:	Hurry!
context: No! We must wait for Ao to return!\But\This is the Nirvash.\The Triton should launch!\What do you mean?\Breaking out from the lowest level with Nirvash\won't take as long as launching Triton with the catapult!\Hurry! response:	Launch the Triton.
context: But\This is the Nirvash.\The Triton should launch!\What do you mean?\Breaking out from the lowest level with Nirvash\won't take as long as launching Triton with the catapult!\Hurry!\Launch the Triton. response:	Ao, don't overdo it.
context: This is the Nirvash.\The Triton should launch!\What do you mean?\Breaking out from the lowest level with Nirvash\won't take as long as launching Triton with the catapult!\Hurry!\Launch the Triton.\Ao, don't overdo it. response:	Roger.
context: The Triton should launch!\What do you mean?\Breaking out from the lowest level with Nirvash\won't take as long as launching Triton with the catapult!\Hurry!\Launch the Triton.\Ao, don't overdo it.\Roger. response:	Ao...
context: What do you mean?\Breaking out from the lowest level with Nirvash\won't take as long as launching Triton with the catapult!\Hurry!\Launch the Triton.\Ao, don't overdo it.\Roger.\Ao... response:	We can't confirm the Mark I's location?
context: Breaking out from the lowest level with Nirvash\won't take as long as launching Triton with the catapult!\Hurry!\Launch the Triton.\Ao, don't overdo it.\Roger.\Ao...\We can't confirm the Mark I's location? response:	Yes, we lost the signal from the tracker a few minutes ago.
context: won't take as long as launching Triton with the catapult!\Hurry!\Launch the Triton.\Ao, don't overdo it.\Roger.\Ao...\We can't confirm the Mark I's location?\Yes, we lost the signal from the tracker a few minutes ago. response:	Have they found out? Or...
context: Hurry!\Launch the Triton.\Ao, don't overdo it.\Roger.\Ao...\We can't confirm the Mark I's location?\Yes, we lost the signal from the tracker a few minutes ago.\Have they found out? Or... response:	There is an energy signal from under the Generation Bleu HQ!
context: Launch the Triton.\Ao, don't overdo it.\Roger.\Ao...\We can't confirm the Mark I's location?\Yes, we lost the signal from the tracker a few minutes ago.\Have they found out? Or...\There is an energy signal from under the Generation Bleu HQ! response:	What?!
context: Ao, don't overdo it.\Roger.\Ao...\We can't confirm the Mark I's location?\Yes, we lost the signal from the tracker a few minutes ago.\Have they found out? Or...\There is an energy signal from under the Generation Bleu HQ!\What?! response:	It's growing exponentially and it's reaching for the surface!
context: Roger.\Ao...\We can't confirm the Mark I's location?\Yes, we lost the signal from the tracker a few minutes ago.\Have they found out? Or...\There is an energy signal from under the Generation Bleu HQ!\What?!\It's growing exponentially and it's reaching for the surface! response:	This is...
context: Ao...\We can't confirm the Mark I's location?\Yes, we lost the signal from the tracker a few minutes ago.\Have they found out? Or...\There is an energy signal from under the Generation Bleu HQ!\What?!\It's growing exponentially and it's reaching for the surface!\This is... response:	President...
context: We can't confirm the Mark I's location?\Yes, we lost the signal from the tracker a few minutes ago.\Have they found out? Or...\There is an energy signal from under the Generation Bleu HQ!\What?!\It's growing exponentially and it's reaching for the surface!\This is...\President... response:	I've never seen the Third Engine's signal glow in that color!
context: Yes, we lost the signal from the tracker a few minutes ago.\Have they found out? Or...\There is an energy signal from under the Generation Bleu HQ!\What?!\It's growing exponentially and it's reaching for the surface!\This is...\President...\I've never seen the Third Engine's signal glow in that color! response:	Nirvash, what does this mean?
context: Have they found out? Or...\There is an energy signal from under the Generation Bleu HQ!\What?!\It's growing exponentially and it's reaching for the surface!\This is...\President...\I've never seen the Third Engine's signal glow in that color!\Nirvash, what does this mean? response:	Is it the Quartz Gun?!
context: There is an energy signal from under the Generation Bleu HQ!\What?!\It's growing exponentially and it's reaching for the surface!\This is...\President...\I've never seen the Third Engine's signal glow in that color!\Nirvash, what does this mean?\Is it the Quartz Gun?! response:	T-The Generation Bleu HQ is self-destructing!
context: What?!\It's growing exponentially and it's reaching for the surface!\This is...\President...\I've never seen the Third Engine's signal glow in that color!\Nirvash, what does this mean?\Is it the Quartz Gun?!\T-The Generation Bleu HQ is self-destructing! response:	Wait, is that what I think it is?
context: It's growing exponentially and it's reaching for the surface!\This is...\President...\I've never seen the Third Engine's signal glow in that color!\Nirvash, what does this mean?\Is it the Quartz Gun?!\T-The Generation Bleu HQ is self-destructing!\Wait, is that what I think it is? response:	Quartz?!
context: This is...\President...\I've never seen the Third Engine's signal glow in that color!\Nirvash, what does this mean?\Is it the Quartz Gun?!\T-The Generation Bleu HQ is self-destructing!\Wait, is that what I think it is?\Quartz?! response:	Launch the Triton!
context: President...\I've never seen the Third Engine's signal glow in that color!\Nirvash, what does this mean?\Is it the Quartz Gun?!\T-The Generation Bleu HQ is self-destructing!\Wait, is that what I think it is?\Quartz?!\Launch the Triton! response:	No matter how dreadful you are,
context: I've never seen the Third Engine's signal glow in that color!\Nirvash, what does this mean?\Is it the Quartz Gun?!\T-The Generation Bleu HQ is self-destructing!\Wait, is that what I think it is?\Quartz?!\Launch the Triton!\No matter how dreadful you are, response:	I won't be afraid of you anymore!
context: Nirvash, what does this mean?\Is it the Quartz Gun?!\T-The Generation Bleu HQ is self-destructing!\Wait, is that what I think it is?\Quartz?!\Launch the Triton!\No matter how dreadful you are,\I won't be afraid of you anymore! response:	What... What happened?
context: Is it the Quartz Gun?!\T-The Generation Bleu HQ is self-destructing!\Wait, is that what I think it is?\Quartz?!\Launch the Triton!\No matter how dreadful you are,\I won't be afraid of you anymore!\What... What happened? response:	Is that the power of the Quartz Gun?
context: T-The Generation Bleu HQ is self-destructing!\Wait, is that what I think it is?\Quartz?!\Launch the Triton!\No matter how dreadful you are,\I won't be afraid of you anymore!\What... What happened?\Is that the power of the Quartz Gun? response:	What's this?
context: Wait, is that what I think it is?\Quartz?!\Launch the Triton!\No matter how dreadful you are,\I won't be afraid of you anymore!\What... What happened?\Is that the power of the Quartz Gun?\What's this? response:	What's going on, Elena?!
context: Quartz?!\Launch the Triton!\No matter how dreadful you are,\I won't be afraid of you anymore!\What... What happened?\Is that the power of the Quartz Gun?\What's this?\What's going on, Elena?! response:	Fukai Ao...
context: Launch the Triton!\No matter how dreadful you are,\I won't be afraid of you anymore!\What... What happened?\Is that the power of the Quartz Gun?\What's this?\What's going on, Elena?!\Fukai Ao... response:	If you shoot us, the world will turn against you...
context: No matter how dreadful you are,\I won't be afraid of you anymore!\What... What happened?\Is that the power of the Quartz Gun?\What's this?\What's going on, Elena?!\Fukai Ao...\If you shoot us, the world will turn against you... response:	What did you mean by fixing the mistake?
context: I won't be afraid of you anymore!\What... What happened?\Is that the power of the Quartz Gun?\What's this?\What's going on, Elena?!\Fukai Ao...\If you shoot us, the world will turn against you...\What did you mean by fixing the mistake? response:	Ao! Respond, Ao!
context: What... What happened?\Is that the power of the Quartz Gun?\What's this?\What's going on, Elena?!\Fukai Ao...\If you shoot us, the world will turn against you...\What did you mean by fixing the mistake?\Ao! Respond, Ao! response:	What's the right thing to do?!
context: Is that the power of the Quartz Gun?\What's this?\What's going on, Elena?!\Fukai Ao...\If you shoot us, the world will turn against you...\What did you mean by fixing the mistake?\Ao! Respond, Ao!\What's the right thing to do?! response:	A new enemy?
context: What's this?\What's going on, Elena?!\Fukai Ao...\If you shoot us, the world will turn against you...\What did you mean by fixing the mistake?\Ao! Respond, Ao!\What's the right thing to do?!\A new enemy? response:	Calm down, Ao.
context: What's going on, Elena?!\Fukai Ao...\If you shoot us, the world will turn against you...\What did you mean by fixing the mistake?\Ao! Respond, Ao!\What's the right thing to do?!\A new enemy?\Calm down, Ao. response:	Is that you, Hannah Mama?
context: Fukai Ao...\If you shoot us, the world will turn against you...\What did you mean by fixing the mistake?\Ao! Respond, Ao!\What's the right thing to do?!\A new enemy?\Calm down, Ao.\Is that you, Hannah Mama? response:	We escaped in the Great Protheus right before the explosion.
context: If you shoot us, the world will turn against you...\What did you mean by fixing the mistake?\Ao! Respond, Ao!\What's the right thing to do?!\A new enemy?\Calm down, Ao.\Is that you, Hannah Mama?\We escaped in the Great Protheus right before the explosion. response:	But we lost over 200 crew members.
context: What did you mean by fixing the mistake?\Ao! Respond, Ao!\What's the right thing to do?!\A new enemy?\Calm down, Ao.\Is that you, Hannah Mama?\We escaped in the Great Protheus right before the explosion.\But we lost over 200 crew members. response:	I'm sorry.
context: Ao! Respond, Ao!\What's the right thing to do?!\A new enemy?\Calm down, Ao.\Is that you, Hannah Mama?\We escaped in the Great Protheus right before the explosion.\But we lost over 200 crew members.\I'm sorry. response:	Anyway, join us!
context: What's the right thing to do?!\A new enemy?\Calm down, Ao.\Is that you, Hannah Mama?\We escaped in the Great Protheus right before the explosion.\But we lost over 200 crew members.\I'm sorry.\Anyway, join us! response:	We'll have to
context: A new enemy?\Calm down, Ao.\Is that you, Hannah Mama?\We escaped in the Great Protheus right before the explosion.\But we lost over 200 crew members.\I'm sorry.\Anyway, join us!\We'll have to response:	Ivica.
context: Calm down, Ao.\Is that you, Hannah Mama?\We escaped in the Great Protheus right before the explosion.\But we lost over 200 crew members.\I'm sorry.\Anyway, join us!\We'll have to\Ivica. response:	We've already talked with the Big Blue World.
context: Is that you, Hannah Mama?\We escaped in the Great Protheus right before the explosion.\But we lost over 200 crew members.\I'm sorry.\Anyway, join us!\We'll have to\Ivica.\We've already talked with the Big Blue World. response:	Team Harlequin is joining the Allied Forces.
context: We escaped in the Great Protheus right before the explosion.\But we lost over 200 crew members.\I'm sorry.\Anyway, join us!\We'll have to\Ivica.\We've already talked with the Big Blue World.\Team Harlequin is joining the Allied Forces. response:	Hannah Mama!
context: But we lost over 200 crew members.\I'm sorry.\Anyway, join us!\We'll have to\Ivica.\We've already talked with the Big Blue World.\Team Harlequin is joining the Allied Forces.\Hannah Mama! response:	What are you saying?!
context: I'm sorry.\Anyway, join us!\We'll have to\Ivica.\We've already talked with the Big Blue World.\Team Harlequin is joining the Allied Forces.\Hannah Mama!\What are you saying?! response:	The Harlequin IFOs can operate outside the atmosphere!
context: Anyway, join us!\We'll have to\Ivica.\We've already talked with the Big Blue World.\Team Harlequin is joining the Allied Forces.\Hannah Mama!\What are you saying?!\The Harlequin IFOs can operate outside the atmosphere! response:	With you on our side
context: We'll have to\Ivica.\We've already talked with the Big Blue World.\Team Harlequin is joining the Allied Forces.\Hannah Mama!\What are you saying?!\The Harlequin IFOs can operate outside the atmosphere!\With you on our side response:	Blanc isn't here anymore.
context: Ivica.\We've already talked with the Big Blue World.\Team Harlequin is joining the Allied Forces.\Hannah Mama!\What are you saying?!\The Harlequin IFOs can operate outside the atmosphere!\With you on our side\Blanc isn't here anymore. response:	What could we do by ourselves?
context: We've already talked with the Big Blue World.\Team Harlequin is joining the Allied Forces.\Hannah Mama!\What are you saying?!\The Harlequin IFOs can operate outside the atmosphere!\With you on our side\Blanc isn't here anymore.\What could we do by ourselves? response:	Don't you agree, Ivica?
context: Team Harlequin is joining the Allied Forces.\Hannah Mama!\What are you saying?!\The Harlequin IFOs can operate outside the atmosphere!\With you on our side\Blanc isn't here anymore.\What could we do by ourselves?\Don't you agree, Ivica? response:	I see.
context: Hannah Mama!\What are you saying?!\The Harlequin IFOs can operate outside the atmosphere!\With you on our side\Blanc isn't here anymore.\What could we do by ourselves?\Don't you agree, Ivica?\I see. response:	So that's how it goes.
context: What are you saying?!\The Harlequin IFOs can operate outside the atmosphere!\With you on our side\Blanc isn't here anymore.\What could we do by ourselves?\Don't you agree, Ivica?\I see.\So that's how it goes. response:	Team Harlequin will be our enemies?
context: The Harlequin IFOs can operate outside the atmosphere!\With you on our side\Blanc isn't here anymore.\What could we do by ourselves?\Don't you agree, Ivica?\I see.\So that's how it goes.\Team Harlequin will be our enemies? response:	Ao, we're pulling out.
context: With you on our side\Blanc isn't here anymore.\What could we do by ourselves?\Don't you agree, Ivica?\I see.\So that's how it goes.\Team Harlequin will be our enemies?\Ao, we're pulling out. response:	Chief...
context: Blanc isn't here anymore.\What could we do by ourselves?\Don't you agree, Ivica?\I see.\So that's how it goes.\Team Harlequin will be our enemies?\Ao, we're pulling out.\Chief... response:	We're moving to a sub-orbital trajectory right away.
context: What could we do by ourselves?\Don't you agree, Ivica?\I see.\So that's how it goes.\Team Harlequin will be our enemies?\Ao, we're pulling out.\Chief...\We're moving to a sub-orbital trajectory right away. response:	Come back.
context: Don't you agree, Ivica?\I see.\So that's how it goes.\Team Harlequin will be our enemies?\Ao, we're pulling out.\Chief...\We're moving to a sub-orbital trajectory right away.\Come back. response:	Roger.
context: I see.\So that's how it goes.\Team Harlequin will be our enemies?\Ao, we're pulling out.\Chief...\We're moving to a sub-orbital trajectory right away.\Come back.\Roger. response:	Now we've got a little time.
context: So that's how it goes.\Team Harlequin will be our enemies?\Ao, we're pulling out.\Chief...\We're moving to a sub-orbital trajectory right away.\Come back.\Roger.\Now we've got a little time. response:	Rajkumar, what about that signal?
context: Team Harlequin will be our enemies?\Ao, we're pulling out.\Chief...\We're moving to a sub-orbital trajectory right away.\Come back.\Roger.\Now we've got a little time.\Rajkumar, what about that signal? response:	It's still present.
context: Ao, we're pulling out.\Chief...\We're moving to a sub-orbital trajectory right away.\Come back.\Roger.\Now we've got a little time.\Rajkumar, what about that signal?\It's still present. response:	You sure know how to cause trouble...
context: Chief...\We're moving to a sub-orbital trajectory right away.\Come back.\Roger.\Now we've got a little time.\Rajkumar, what about that signal?\It's still present.\You sure know how to cause trouble... response:	Fleur?
context: We're moving to a sub-orbital trajectory right away.\Come back.\Roger.\Now we've got a little time.\Rajkumar, what about that signal?\It's still present.\You sure know how to cause trouble...\Fleur? response:	Ao!
context: Come back.\Roger.\Now we've got a little time.\Rajkumar, what about that signal?\It's still present.\You sure know how to cause trouble...\Fleur?\Ao! response:	Elena's weird!
context: Roger.\Now we've got a little time.\Rajkumar, what about that signal?\It's still present.\You sure know how to cause trouble...\Fleur?\Ao!\Elena's weird! response:	She won't come out of Kyrie!
context: Now we've got a little time.\Rajkumar, what about that signal?\It's still present.\You sure know how to cause trouble...\Fleur?\Ao!\Elena's weird!\She won't come out of Kyrie! response:	Elena?
context: Rajkumar, what about that signal?\It's still present.\You sure know how to cause trouble...\Fleur?\Ao!\Elena's weird!\She won't come out of Kyrie!\Elena? response:	Elena, what's wrong?!
context: It's still present.\You sure know how to cause trouble...\Fleur?\Ao!\Elena's weird!\She won't come out of Kyrie!\Elena?\Elena, what's wrong?! response:	I'm opening it!
context: You sure know how to cause trouble...\Fleur?\Ao!\Elena's weird!\She won't come out of Kyrie!\Elena?\Elena, what's wrong?!\I'm opening it! response:	Elena!
context: Fleur?\Ao!\Elena's weird!\She won't come out of Kyrie!\Elena?\Elena, what's wrong?!\I'm opening it!\Elena! response:	Elena...
context: Ao!\Elena's weird!\She won't come out of Kyrie!\Elena?\Elena, what's wrong?!\I'm opening it!\Elena!\Elena... response:	Elena Peoples, was it?
context: Elena's weird!\She won't come out of Kyrie!\Elena?\Elena, what's wrong?!\I'm opening it!\Elena!\Elena...\Elena Peoples, was it? response:	That's the name of the identity I picked up in this world.
context: She won't come out of Kyrie!\Elena?\Elena, what's wrong?!\I'm opening it!\Elena!\Elena...\Elena Peoples, was it?\That's the name of the identity I picked up in this world. response:	I know.
context: Elena?\Elena, what's wrong?!\I'm opening it!\Elena!\Elena...\Elena Peoples, was it?\That's the name of the identity I picked up in this world.\I know. response:	You even helped us with intel gathering, didn't you?
context: Elena, what's wrong?!\I'm opening it!\Elena!\Elena...\Elena Peoples, was it?\That's the name of the identity I picked up in this world.\I know.\You even helped us with intel gathering, didn't you? response:	What's wrong? You were late escaping?
context: I'm opening it!\Elena!\Elena...\Elena Peoples, was it?\That's the name of the identity I picked up in this world.\I know.\You even helped us with intel gathering, didn't you?\What's wrong? You were late escaping? response:	Do you want me?
context: Elena!\Elena...\Elena Peoples, was it?\That's the name of the identity I picked up in this world.\I know.\You even helped us with intel gathering, didn't you?\What's wrong? You were late escaping?\Do you want me? response:	Yeah, we do.
context: Elena...\Elena Peoples, was it?\That's the name of the identity I picked up in this world.\I know.\You even helped us with intel gathering, didn't you?\What's wrong? You were late escaping?\Do you want me?\Yeah, we do. response:	You can have me then.
context: Elena Peoples, was it?\That's the name of the identity I picked up in this world.\I know.\You even helped us with intel gathering, didn't you?\What's wrong? You were late escaping?\Do you want me?\Yeah, we do.\You can have me then. response:	But why are you wearing a mask all of a sudden?
context: That's the name of the identity I picked up in this world.\I know.\You even helped us with intel gathering, didn't you?\What's wrong? You were late escaping?\Do you want me?\Yeah, we do.\You can have me then.\But why are you wearing a mask all of a sudden? response:	Is that her way of expressing betrayal?
context: I know.\You even helped us with intel gathering, didn't you?\What's wrong? You were late escaping?\Do you want me?\Yeah, we do.\You can have me then.\But why are you wearing a mask all of a sudden?\Is that her way of expressing betrayal? response:	Then should we put on a mask too?
context: You even helped us with intel gathering, didn't you?\What's wrong? You were late escaping?\Do you want me?\Yeah, we do.\You can have me then.\But why are you wearing a mask all of a sudden?\Is that her way of expressing betrayal?\Then should we put on a mask too? response:	Wait, there's another signal too!
context: What's wrong? You were late escaping?\Do you want me?\Yeah, we do.\You can have me then.\But why are you wearing a mask all of a sudden?\Is that her way of expressing betrayal?\Then should we put on a mask too?\Wait, there's another signal too! response:	What? What's this signal?
context: Do you want me?\Yeah, we do.\You can have me then.\But why are you wearing a mask all of a sudden?\Is that her way of expressing betrayal?\Then should we put on a mask too?\Wait, there's another signal too!\What? What's this signal? response:	We don't know.
context: Yeah, we do.\You can have me then.\But why are you wearing a mask all of a sudden?\Is that her way of expressing betrayal?\Then should we put on a mask too?\Wait, there's another signal too!\What? What's this signal?\We don't know. response:	But something is emerging from the HQ ruins!
context: You can have me then.\But why are you wearing a mask all of a sudden?\Is that her way of expressing betrayal?\Then should we put on a mask too?\Wait, there's another signal too!\What? What's this signal?\We don't know.\But something is emerging from the HQ ruins! response:	What? What's that?!
context: But why are you wearing a mask all of a sudden?\Is that her way of expressing betrayal?\Then should we put on a mask too?\Wait, there's another signal too!\What? What's this signal?\We don't know.\But something is emerging from the HQ ruins!\What? What's that?! response:	See? There's something hidden under every HQ.
context: Is that her way of expressing betrayal?\Then should we put on a mask too?\Wait, there's another signal too!\What? What's this signal?\We don't know.\But something is emerging from the HQ ruins!\What? What's that?!\See? There's something hidden under every HQ. response:	No way! Is that the IFO Zero?!
context: Then should we put on a mask too?\Wait, there's another signal too!\What? What's this signal?\We don't know.\But something is emerging from the HQ ruins!\What? What's that?!\See? There's something hidden under every HQ.\No way! Is that the IFO Zero?! response:	Blanc was really hiding it!
context: Wait, there's another signal too!\What? What's this signal?\We don't know.\But something is emerging from the HQ ruins!\What? What's that?!\See? There's something hidden under every HQ.\No way! Is that the IFO Zero?!\Blanc was really hiding it! response:	The three of you retreat!
context: What? What's this signal?\We don't know.\But something is emerging from the HQ ruins!\What? What's that?!\See? There's something hidden under every HQ.\No way! Is that the IFO Zero?!\Blanc was really hiding it!\The three of you retreat! response:	What is that, Mama?
context: We don't know.\But something is emerging from the HQ ruins!\What? What's that?!\See? There's something hidden under every HQ.\No way! Is that the IFO Zero?!\Blanc was really hiding it!\The three of you retreat!\What is that, Mama? response:	Codename Canon.
context: But something is emerging from the HQ ruins!\What? What's that?!\See? There's something hidden under every HQ.\No way! Is that the IFO Zero?!\Blanc was really hiding it!\The three of you retreat!\What is that, Mama?\Codename Canon. response:	Canon?
context: What? What's that?!\See? There's something hidden under every HQ.\No way! Is that the IFO Zero?!\Blanc was really hiding it!\The three of you retreat!\What is that, Mama?\Codename Canon.\Canon? response:	A machine very similar to an IFO found in the aftermath of a Soviet Scub Burst.
context: See? There's something hidden under every HQ.\No way! Is that the IFO Zero?!\Blanc was really hiding it!\The three of you retreat!\What is that, Mama?\Codename Canon.\Canon?\A machine very similar to an IFO found in the aftermath of a Soviet Scub Burst. response:	But no one could control it.
context: No way! Is that the IFO Zero?!\Blanc was really hiding it!\The three of you retreat!\What is that, Mama?\Codename Canon.\Canon?\A machine very similar to an IFO found in the aftermath of a Soviet Scub Burst.\But no one could control it. response:	The vast area between Siberia and northern China was erased by it in a flash.
context: Blanc was really hiding it!\The three of you retreat!\What is that, Mama?\Codename Canon.\Canon?\A machine very similar to an IFO found in the aftermath of a Soviet Scub Burst.\But no one could control it.\The vast area between Siberia and northern China was erased by it in a flash. response:	Wasn't that due to a series of Scub Bursts?
context: The three of you retreat!\What is that, Mama?\Codename Canon.\Canon?\A machine very similar to an IFO found in the aftermath of a Soviet Scub Burst.\But no one could control it.\The vast area between Siberia and northern China was erased by it in a flash.\Wasn't that due to a series of Scub Bursts? response:	No.
context: What is that, Mama?\Codename Canon.\Canon?\A machine very similar to an IFO found in the aftermath of a Soviet Scub Burst.\But no one could control it.\The vast area between Siberia and northern China was erased by it in a flash.\Wasn't that due to a series of Scub Bursts?\No. response:	But it won't activate without trapar,
context: Codename Canon.\Canon?\A machine very similar to an IFO found in the aftermath of a Soviet Scub Burst.\But no one could control it.\The vast area between Siberia and northern China was erased by it in a flash.\Wasn't that due to a series of Scub Bursts?\No.\But it won't activate without trapar, response:	so Blanc locked it away underground.
context: Canon?\A machine very similar to an IFO found in the aftermath of a Soviet Scub Burst.\But no one could control it.\The vast area between Siberia and northern China was erased by it in a flash.\Wasn't that due to a series of Scub Bursts?\No.\But it won't activate without trapar,\so Blanc locked it away underground. response:	But who would...
context: A machine very similar to an IFO found in the aftermath of a Soviet Scub Burst.\But no one could control it.\The vast area between Siberia and northern China was erased by it in a flash.\Wasn't that due to a series of Scub Bursts?\No.\But it won't activate without trapar,\so Blanc locked it away underground.\But who would... response:	My form...
context: But no one could control it.\The vast area between Siberia and northern China was erased by it in a flash.\Wasn't that due to a series of Scub Bursts?\No.\But it won't activate without trapar,\so Blanc locked it away underground.\But who would...\My form... response:	My consciousness...
context: The vast area between Siberia and northern China was erased by it in a flash.\Wasn't that due to a series of Scub Bursts?\No.\But it won't activate without trapar,\so Blanc locked it away underground.\But who would...\My form...\My consciousness... response:	Who are you?
context: Wasn't that due to a series of Scub Bursts?\No.\But it won't activate without trapar,\so Blanc locked it away underground.\But who would...\My form...\My consciousness...\Who are you? response:	The Archetype? That's inside you?
context: No.\But it won't activate without trapar,\so Blanc locked it away underground.\But who would...\My form...\My consciousness...\Who are you?\The Archetype? That's inside you? response:	Who cares?
context: But it won't activate without trapar,\so Blanc locked it away underground.\But who would...\My form...\My consciousness...\Who are you?\The Archetype? That's inside you?\Who cares? response:	Now you and I are one!
context: so Blanc locked it away underground.\But who would...\My form...\My consciousness...\Who are you?\The Archetype? That's inside you?\Who cares?\Now you and I are one! response:	Faisal Arabia has offered us asylum.
context: But who would...\My form...\My consciousness...\Who are you?\The Archetype? That's inside you?\Who cares?\Now you and I are one!\Faisal Arabia has offered us asylum. response:	There are still people on our side?
context: My form...\My consciousness...\Who are you?\The Archetype? That's inside you?\Who cares?\Now you and I are one!\Faisal Arabia has offered us asylum.\There are still people on our side? response:	They aren't in good terms with America, so they just want weapons.
context: My consciousness...\Who are you?\The Archetype? That's inside you?\Who cares?\Now you and I are one!\Faisal Arabia has offered us asylum.\There are still people on our side?\They aren't in good terms with America, so they just want weapons. response:	But we'll eventually have to land somewhere and refill our supplies.
context: Who are you?\The Archetype? That's inside you?\Who cares?\Now you and I are one!\Faisal Arabia has offered us asylum.\There are still people on our side?\They aren't in good terms with America, so they just want weapons.\But we'll eventually have to land somewhere and refill our supplies. response:	We can't fly forever, huh?
context: The Archetype? That's inside you?\Who cares?\Now you and I are one!\Faisal Arabia has offered us asylum.\There are still people on our side?\They aren't in good terms with America, so they just want weapons.\But we'll eventually have to land somewhere and refill our supplies.\We can't fly forever, huh? response:	We received official messages from China and Australia too.
context: Who cares?\Now you and I are one!\Faisal Arabia has offered us asylum.\There are still people on our side?\They aren't in good terms with America, so they just want weapons.\But we'll eventually have to land somewhere and refill our supplies.\We can't fly forever, huh?\We received official messages from China and Australia too. response:	They'll attack if we trespass their airspace.
context: Now you and I are one!\Faisal Arabia has offered us asylum.\There are still people on our side?\They aren't in good terms with America, so they just want weapons.\But we'll eventually have to land somewhere and refill our supplies.\We can't fly forever, huh?\We received official messages from China and Australia too.\They'll attack if we trespass their airspace. response:	That works even in space?
context: Faisal Arabia has offered us asylum.\There are still people on our side?\They aren't in good terms with America, so they just want weapons.\But we'll eventually have to land somewhere and refill our supplies.\We can't fly forever, huh?\We received official messages from China and Australia too.\They'll attack if we trespass their airspace.\That works even in space? response:	Yeah, it uses an internet line,
