context: My name is Gouda Takeo. response:	I may not look like it, but I'm a first-year in high school.
context: Think back harder...\I'd like for you to develop a better eye for people.\She likes me?\Yamato likes me?\No way. It can't be true.\You said Yamato's a nice girl, right?\You don't like her?\She is a nice girl. response:	When I'm with her, she only talks about how she likes you.
context: I'd like for you to develop a better eye for people.\She likes me?\Yamato likes me?\No way. It can't be true.\You said Yamato's a nice girl, right?\You don't like her?\She is a nice girl.\When I'm with her, she only talks about how she likes you. response:	Till now, you've had poor taste in girls.
context: She likes me?\Yamato likes me?\No way. It can't be true.\You said Yamato's a nice girl, right?\You don't like her?\She is a nice girl.\When I'm with her, she only talks about how she likes you.\Till now, you've had poor taste in girls. response:	All the girls you liked talked smack about you behind your back.
context: Yamato likes me?\No way. It can't be true.\You said Yamato's a nice girl, right?\You don't like her?\She is a nice girl.\When I'm with her, she only talks about how she likes you.\Till now, you've had poor taste in girls.\All the girls you liked talked smack about you behind your back. response:	I think Gouda likes you!
context: No way. It can't be true.\You said Yamato's a nice girl, right?\You don't like her?\She is a nice girl.\When I'm with her, she only talks about how she likes you.\Till now, you've had poor taste in girls.\All the girls you liked talked smack about you behind your back.\I think Gouda likes you! response:	Ew, creepy...
context: You said Yamato's a nice girl, right?\You don't like her?\She is a nice girl.\When I'm with her, she only talks about how she likes you.\Till now, you've had poor taste in girls.\All the girls you liked talked smack about you behind your back.\I think Gouda likes you!\Ew, creepy... response:	His face is huge.
context: You don't like her?\She is a nice girl.\When I'm with her, she only talks about how she likes you.\Till now, you've had poor taste in girls.\All the girls you liked talked smack about you behind your back.\I think Gouda likes you!\Ew, creepy...\His face is huge. response:	Way too huge.
context: She is a nice girl.\When I'm with her, she only talks about how she likes you.\Till now, you've had poor taste in girls.\All the girls you liked talked smack about you behind your back.\I think Gouda likes you!\Ew, creepy...\His face is huge.\Way too huge. response:	He's loud and annoying.
context: When I'm with her, she only talks about how she likes you.\Till now, you've had poor taste in girls.\All the girls you liked talked smack about you behind your back.\I think Gouda likes you!\Ew, creepy...\His face is huge.\Way too huge.\He's loud and annoying. response:	But he's always looking at you, Satou.
context: Till now, you've had poor taste in girls.\All the girls you liked talked smack about you behind your back.\I think Gouda likes you!\Ew, creepy...\His face is huge.\Way too huge.\He's loud and annoying.\But he's always looking at you, Satou. response:	That's seriously creepy!
context: All the girls you liked talked smack about you behind your back.\I think Gouda likes you!\Ew, creepy...\His face is huge.\Way too huge.\He's loud and annoying.\But he's always looking at you, Satou.\That's seriously creepy! response:	You should seriously have better taste in girls.
context: I think Gouda likes you!\Ew, creepy...\His face is huge.\Way too huge.\He's loud and annoying.\But he's always looking at you, Satou.\That's seriously creepy!\You should seriously have better taste in girls. response:	Really?
context: Ew, creepy...\His face is huge.\Way too huge.\He's loud and annoying.\But he's always looking at you, Satou.\That's seriously creepy!\You should seriously have better taste in girls.\Really? response:	Who'd want to date girls that talk smack about your friends?
context: His face is huge.\Way too huge.\He's loud and annoying.\But he's always looking at you, Satou.\That's seriously creepy!\You should seriously have better taste in girls.\Really?\Who'd want to date girls that talk smack about your friends? response:	So that's why you...
context: Way too huge.\He's loud and annoying.\But he's always looking at you, Satou.\That's seriously creepy!\You should seriously have better taste in girls.\Really?\Who'd want to date girls that talk smack about your friends?\So that's why you... response:	You always turned them down when they told you how they felt about you.
context: He's loud and annoying.\But he's always looking at you, Satou.\That's seriously creepy!\You should seriously have better taste in girls.\Really?\Who'd want to date girls that talk smack about your friends?\So that's why you...\You always turned them down when they told you how they felt about you. response:	Suna, you're the manliest of men!
context: But he's always looking at you, Satou.\That's seriously creepy!\You should seriously have better taste in girls.\Really?\Who'd want to date girls that talk smack about your friends?\So that's why you...\You always turned them down when they told you how they felt about you.\Suna, you're the manliest of men! response:	I'm sorry I said you didn't have a pair!
context: That's seriously creepy!\You should seriously have better taste in girls.\Really?\Who'd want to date girls that talk smack about your friends?\So that's why you...\You always turned them down when they told you how they felt about you.\Suna, you're the manliest of men!\I'm sorry I said you didn't have a pair! response:	You definitely have a pair!
context: You should seriously have better taste in girls.\Really?\Who'd want to date girls that talk smack about your friends?\So that's why you...\You always turned them down when they told you how they felt about you.\Suna, you're the manliest of men!\I'm sorry I said you didn't have a pair!\You definitely have a pair! response:	Yeah, yeah. I do.
context: Really?\Who'd want to date girls that talk smack about your friends?\So that's why you...\You always turned them down when they told you how they felt about you.\Suna, you're the manliest of men!\I'm sorry I said you didn't have a pair!\You definitely have a pair!\Yeah, yeah. I do. response:	But I still can't believe that Yamato likes me.
context: Who'd want to date girls that talk smack about your friends?\So that's why you...\You always turned them down when they told you how they felt about you.\Suna, you're the manliest of men!\I'm sorry I said you didn't have a pair!\You definitely have a pair!\Yeah, yeah. I do.\But I still can't believe that Yamato likes me. response:	Well, I guess you might find it hard unless you hear her say it for yourself.
context: So that's why you...\You always turned them down when they told you how they felt about you.\Suna, you're the manliest of men!\I'm sorry I said you didn't have a pair!\You definitely have a pair!\Yeah, yeah. I do.\But I still can't believe that Yamato likes me.\Well, I guess you might find it hard unless you hear her say it for yourself. response:	May I come in?
context: You always turned them down when they told you how they felt about you.\Suna, you're the manliest of men!\I'm sorry I said you didn't have a pair!\You definitely have a pair!\Yeah, yeah. I do.\But I still can't believe that Yamato likes me.\Well, I guess you might find it hard unless you hear her say it for yourself.\May I come in? response:	What's up?
context: Suna, you're the manliest of men!\I'm sorry I said you didn't have a pair!\You definitely have a pair!\Yeah, yeah. I do.\But I still can't believe that Yamato likes me.\Well, I guess you might find it hard unless you hear her say it for yourself.\May I come in?\What's up? response:	Someone named Yamato-san's here.
context: I'm sorry I said you didn't have a pair!\You definitely have a pair!\Yeah, yeah. I do.\But I still can't believe that Yamato likes me.\Well, I guess you might find it hard unless you hear her say it for yourself.\May I come in?\What's up?\Someone named Yamato-san's here. response:	Hide!
context: You definitely have a pair!\Yeah, yeah. I do.\But I still can't believe that Yamato likes me.\Well, I guess you might find it hard unless you hear her say it for yourself.\May I come in?\What's up?\Someone named Yamato-san's here.\Hide! response:	Where?
context: Yeah, yeah. I do.\But I still can't believe that Yamato likes me.\Well, I guess you might find it hard unless you hear her say it for yourself.\May I come in?\What's up?\Someone named Yamato-san's here.\Hide!\Where? response:	Man, you're huge.
context: But I still can't believe that Yamato likes me.\Well, I guess you might find it hard unless you hear her say it for yourself.\May I come in?\What's up?\Someone named Yamato-san's here.\Hide!\Where?\Man, you're huge. response:	Thank you.
context: Well, I guess you might find it hard unless you hear her say it for yourself.\May I come in?\What's up?\Someone named Yamato-san's here.\Hide!\Where?\Man, you're huge.\Thank you. response:	Hello.
context: May I come in?\What's up?\Someone named Yamato-san's here.\Hide!\Where?\Man, you're huge.\Thank you.\Hello. response:	Hi.
context: What's up?\Someone named Yamato-san's here.\Hide!\Where?\Man, you're huge.\Thank you.\Hello.\Hi. response:	I'm sorry I came without any notice.
context: Someone named Yamato-san's here.\Hide!\Where?\Man, you're huge.\Thank you.\Hello.\Hi.\I'm sorry I came without any notice. response:	Why don't you take a seat?
context: Hide!\Where?\Man, you're huge.\Thank you.\Hello.\Hi.\I'm sorry I came without any notice.\Why don't you take a seat? response:	Oh, okay.
context: Where?\Man, you're huge.\Thank you.\Hello.\Hi.\I'm sorry I came without any notice.\Why don't you take a seat?\Oh, okay. response:	Sunakawa-kun, I...
context: Man, you're huge.\Thank you.\Hello.\Hi.\I'm sorry I came without any notice.\Why don't you take a seat?\Oh, okay.\Sunakawa-kun, I... response:	I cried in front of Takeo-kun!
context: Thank you.\Hello.\Hi.\I'm sorry I came without any notice.\Why don't you take a seat?\Oh, okay.\Sunakawa-kun, I...\I cried in front of Takeo-kun! response:	What should I do?
context: Hello.\Hi.\I'm sorry I came without any notice.\Why don't you take a seat?\Oh, okay.\Sunakawa-kun, I...\I cried in front of Takeo-kun!\What should I do? response:	How can I explain it away?
context: Hi.\I'm sorry I came without any notice.\Why don't you take a seat?\Oh, okay.\Sunakawa-kun, I...\I cried in front of Takeo-kun!\What should I do?\How can I explain it away? response:	Takeo-kun looked really uncomfortable.
context: I'm sorry I came without any notice.\Why don't you take a seat?\Oh, okay.\Sunakawa-kun, I...\I cried in front of Takeo-kun!\What should I do?\How can I explain it away?\Takeo-kun looked really uncomfortable. response:	What should I do?
context: Why don't you take a seat?\Oh, okay.\Sunakawa-kun, I...\I cried in front of Takeo-kun!\What should I do?\How can I explain it away?\Takeo-kun looked really uncomfortable.\What should I do? response:	Why did you cry?
context: Oh, okay.\Sunakawa-kun, I...\I cried in front of Takeo-kun!\What should I do?\How can I explain it away?\Takeo-kun looked really uncomfortable.\What should I do?\Why did you cry? response:	Takeo-kun's always suggesting you...
context: Sunakawa-kun, I...\I cried in front of Takeo-kun!\What should I do?\How can I explain it away?\Takeo-kun looked really uncomfortable.\What should I do?\Why did you cry?\Takeo-kun's always suggesting you... response:	He's always talking about you...
context: I cried in front of Takeo-kun!\What should I do?\How can I explain it away?\Takeo-kun looked really uncomfortable.\What should I do?\Why did you cry?\Takeo-kun's always suggesting you...\He's always talking about you... response:	I thought he was turning me down in a roundabout way,
context: What should I do?\How can I explain it away?\Takeo-kun looked really uncomfortable.\What should I do?\Why did you cry?\Takeo-kun's always suggesting you...\He's always talking about you...\I thought he was turning me down in a roundabout way, response:	and that just got tough.
context: How can I explain it away?\Takeo-kun looked really uncomfortable.\What should I do?\Why did you cry?\Takeo-kun's always suggesting you...\He's always talking about you...\I thought he was turning me down in a roundabout way,\and that just got tough. response:	Then what are you going to do?
context: Takeo-kun looked really uncomfortable.\What should I do?\Why did you cry?\Takeo-kun's always suggesting you...\He's always talking about you...\I thought he was turning me down in a roundabout way,\and that just got tough.\Then what are you going to do? response:	Give up?
context: What should I do?\Why did you cry?\Takeo-kun's always suggesting you...\He's always talking about you...\I thought he was turning me down in a roundabout way,\and that just got tough.\Then what are you going to do?\Give up? response:	I don't want to.
context: Why did you cry?\Takeo-kun's always suggesting you...\He's always talking about you...\I thought he was turning me down in a roundabout way,\and that just got tough.\Then what are you going to do?\Give up?\I don't want to. response:	I'll keep trying!
context: Takeo-kun's always suggesting you...\He's always talking about you...\I thought he was turning me down in a roundabout way,\and that just got tough.\Then what are you going to do?\Give up?\I don't want to.\I'll keep trying! response:	I don't think I'll meet anyone else like Takeo-kun.
context: He's always talking about you...\I thought he was turning me down in a roundabout way,\and that just got tough.\Then what are you going to do?\Give up?\I don't want to.\I'll keep trying!\I don't think I'll meet anyone else like Takeo-kun. response:	Well, you may be right there.
context: I thought he was turning me down in a roundabout way,\and that just got tough.\Then what are you going to do?\Give up?\I don't want to.\I'll keep trying!\I don't think I'll meet anyone else like Takeo-kun.\Well, you may be right there. response:	I really, really like him!
context: and that just got tough.\Then what are you going to do?\Give up?\I don't want to.\I'll keep trying!\I don't think I'll meet anyone else like Takeo-kun.\Well, you may be right there.\I really, really like him! response:	Okay, say that again.
context: Then what are you going to do?\Give up?\I don't want to.\I'll keep trying!\I don't think I'll meet anyone else like Takeo-kun.\Well, you may be right there.\I really, really like him!\Okay, say that again. response:	Say that again, please.
context: Give up?\I don't want to.\I'll keep trying!\I don't think I'll meet anyone else like Takeo-kun.\Well, you may be right there.\I really, really like him!\Okay, say that again.\Say that again, please. response:	I like him!
context: I don't want to.\I'll keep trying!\I don't think I'll meet anyone else like Takeo-kun.\Well, you may be right there.\I really, really like him!\Okay, say that again.\Say that again, please.\I like him! response:	Like who?
context: I'll keep trying!\I don't think I'll meet anyone else like Takeo-kun.\Well, you may be right there.\I really, really like him!\Okay, say that again.\Say that again, please.\I like him!\Like who? response:	I like Takeo-kun!
context: I don't think I'll meet anyone else like Takeo-kun.\Well, you may be right there.\I really, really like him!\Okay, say that again.\Say that again, please.\I like him!\Like who?\I like Takeo-kun! response:	Say it one last time, so the point gets across.
context: Well, you may be right there.\I really, really like him!\Okay, say that again.\Say that again, please.\I like him!\Like who?\I like Takeo-kun!\Say it one last time, so the point gets across. response:	I really like Takeo-kun!
context: I really, really like him!\Okay, say that again.\Say that again, please.\I like him!\Like who?\I like Takeo-kun!\Say it one last time, so the point gets across.\I really like Takeo-kun! response:	Just to be sure, say it one more time.
context: Okay, say that again.\Say that again, please.\I like him!\Like who?\I like Takeo-kun!\Say it one last time, so the point gets across.\I really like Takeo-kun!\Just to be sure, say it one more time. response:	I like Takeo-kun!
context: Say that again, please.\I like him!\Like who?\I like Takeo-kun!\Say it one last time, so the point gets across.\I really like Takeo-kun!\Just to be sure, say it one more time.\I like Takeo-kun! response:	Got it?
context: I like him!\Like who?\I like Takeo-kun!\Say it one last time, so the point gets across.\I really like Takeo-kun!\Just to be sure, say it one more time.\I like Takeo-kun!\Got it? response:	Huh?
context: Like who?\I like Takeo-kun!\Say it one last time, so the point gets across.\I really like Takeo-kun!\Just to be sure, say it one more time.\I like Takeo-kun!\Got it?\Huh? response:	Come on, you tell her, too.
context: I like Takeo-kun!\Say it one last time, so the point gets across.\I really like Takeo-kun!\Just to be sure, say it one more time.\I like Takeo-kun!\Got it?\Huh?\Come on, you tell her, too. response:	What?
context: Say it one last time, so the point gets across.\I really like Takeo-kun!\Just to be sure, say it one more time.\I like Takeo-kun!\Got it?\Huh?\Come on, you tell her, too.\What? response:	Come out.
context: I really like Takeo-kun!\Just to be sure, say it one more time.\I like Takeo-kun!\Got it?\Huh?\Come on, you tell her, too.\What?\Come out. response:	Eh? Huh?
context: Just to be sure, say it one more time.\I like Takeo-kun!\Got it?\Huh?\Come on, you tell her, too.\What?\Come out.\Eh? Huh? response:	How?
context: I like Takeo-kun!\Got it?\Huh?\Come on, you tell her, too.\What?\Come out.\Eh? Huh?\How? response:	This is mean!
context: Got it?\Huh?\Come on, you tell her, too.\What?\Come out.\Eh? Huh?\How?\This is mean! response:	You manipulated me, Sunakawa-kun?
context: Huh?\Come on, you tell her, too.\What?\Come out.\Eh? Huh?\How?\This is mean!\You manipulated me, Sunakawa-kun? response:	He couldn't get it through his thick skull without hearing for himself.
context: Come on, you tell her, too.\What?\Come out.\Eh? Huh?\How?\This is mean!\You manipulated me, Sunakawa-kun?\He couldn't get it through his thick skull without hearing for himself. response:	I've liked you from the day we met!
context: What?\Come out.\Eh? Huh?\How?\This is mean!\You manipulated me, Sunakawa-kun?\He couldn't get it through his thick skull without hearing for himself.\I've liked you from the day we met! response:	I've liked you from the day we met!
context: Come out.\Eh? Huh?\How?\This is mean!\You manipulated me, Sunakawa-kun?\He couldn't get it through his thick skull without hearing for himself.\I've liked you from the day we met!\I've liked you from the day we met! response:	We Are Happy Thank You, Sunakawa-kun
context: Eh? Huh?\How?\This is mean!\You manipulated me, Sunakawa-kun?\He couldn't get it through his thick skull without hearing for himself.\I've liked you from the day we met!\I've liked you from the day we met!\We Are Happy Thank You, Sunakawa-kun response:	Uh...
context: How?\This is mean!\You manipulated me, Sunakawa-kun?\He couldn't get it through his thick skull without hearing for himself.\I've liked you from the day we met!\I've liked you from the day we met!\We Are Happy Thank You, Sunakawa-kun\Uh... response:	It's a sign of her gratitude.
context: This is mean!\You manipulated me, Sunakawa-kun?\He couldn't get it through his thick skull without hearing for himself.\I've liked you from the day we met!\I've liked you from the day we met!\We Are Happy Thank You, Sunakawa-kun\Uh...\It's a sign of her gratitude. response:	Sunakawa-kun, thank you! Thank you!
context: You manipulated me, Sunakawa-kun?\He couldn't get it through his thick skull without hearing for himself.\I've liked you from the day we met!\I've liked you from the day we met!\We Are Happy Thank You, Sunakawa-kun\Uh...\It's a sign of her gratitude.\Sunakawa-kun, thank you! Thank you! response:	Um, I have a friend who's really great.
context: He couldn't get it through his thick skull without hearing for himself.\I've liked you from the day we met!\I've liked you from the day we met!\We Are Happy Thank You, Sunakawa-kun\Uh...\It's a sign of her gratitude.\Sunakawa-kun, thank you! Thank you!\Um, I have a friend who's really great. response:	I have her pic here...
context: I've liked you from the day we met!\I've liked you from the day we met!\We Are Happy Thank You, Sunakawa-kun\Uh...\It's a sign of her gratitude.\Sunakawa-kun, thank you! Thank you!\Um, I have a friend who's really great.\I have her pic here... response:	You don't have to try to spread the love.
context: I've liked you from the day we met!\We Are Happy Thank You, Sunakawa-kun\Uh...\It's a sign of her gratitude.\Sunakawa-kun, thank you! Thank you!\Um, I have a friend who's really great.\I have her pic here...\You don't have to try to spread the love. response:	Stop!
context: We Are Happy Thank You, Sunakawa-kun\Uh...\It's a sign of her gratitude.\Sunakawa-kun, thank you! Thank you!\Um, I have a friend who's really great.\I have her pic here...\You don't have to try to spread the love.\Stop! response:	Suna,
context: Uh...\It's a sign of her gratitude.\Sunakawa-kun, thank you! Thank you!\Um, I have a friend who's really great.\I have her pic here...\You don't have to try to spread the love.\Stop!\Suna, response:	I see
context: It's a sign of her gratitude.\Sunakawa-kun, thank you! Thank you!\Um, I have a friend who's really great.\I have her pic here...\You don't have to try to spread the love.\Stop!\Suna,\I see response:	don't be so lonely.
context: Sunakawa-kun, thank you! Thank you!\Um, I have a friend who's really great.\I have her pic here...\You don't have to try to spread the love.\Stop!\Suna,\I see\don't be so lonely. response:	I'm not lonely.
context: Um, I have a friend who's really great.\I have her pic here...\You don't have to try to spread the love.\Stop!\Suna,\I see\don't be so lonely.\I'm not lonely. response:	Suna...
context: I have her pic here...\You don't have to try to spread the love.\Stop!\Suna,\I see\don't be so lonely.\I'm not lonely.\Suna... response:	I like seeing you happy.
context: You don't have to try to spread the love.\Stop!\Suna,\I see\don't be so lonely.\I'm not lonely.\Suna...\I like seeing you happy. response:	This cake looks like it has a fairy or something hiding inside...
context: Stop!\Suna,\I see\don't be so lonely.\I'm not lonely.\Suna...\I like seeing you happy.\This cake looks like it has a fairy or something hiding inside... response:	Suna, you really are like the Blue Ogre!
context: Suna,\I see\don't be so lonely.\I'm not lonely.\Suna...\I like seeing you happy.\This cake looks like it has a fairy or something hiding inside...\Suna, you really are like the Blue Ogre! response:	Where'd that come from?
context: I see\don't be so lonely.\I'm not lonely.\Suna...\I like seeing you happy.\This cake looks like it has a fairy or something hiding inside...\Suna, you really are like the Blue Ogre!\Where'd that come from? response:	Remember the kindergarten play?
context: don't be so lonely.\I'm not lonely.\Suna...\I like seeing you happy.\This cake looks like it has a fairy or something hiding inside...\Suna, you really are like the Blue Ogre!\Where'd that come from?\Remember the kindergarten play? response:	You were the Blue Ogre, and I was the Red Ogre.
context: I'm not lonely.\Suna...\I like seeing you happy.\This cake looks like it has a fairy or something hiding inside...\Suna, you really are like the Blue Ogre!\Where'd that come from?\Remember the kindergarten play?\You were the Blue Ogre, and I was the Red Ogre. response:	All the moms cried a river, watching you act out the two ogres' friendship!
context: Suna...\I like seeing you happy.\This cake looks like it has a fairy or something hiding inside...\Suna, you really are like the Blue Ogre!\Where'd that come from?\Remember the kindergarten play?\You were the Blue Ogre, and I was the Red Ogre.\All the moms cried a river, watching you act out the two ogres' friendship! response:	I don't remember any of that.
context: I like seeing you happy.\This cake looks like it has a fairy or something hiding inside...\Suna, you really are like the Blue Ogre!\Where'd that come from?\Remember the kindergarten play?\You were the Blue Ogre, and I was the Red Ogre.\All the moms cried a river, watching you act out the two ogres' friendship!\I don't remember any of that. response:	Well, I do!
context: This cake looks like it has a fairy or something hiding inside...\Suna, you really are like the Blue Ogre!\Where'd that come from?\Remember the kindergarten play?\You were the Blue Ogre, and I was the Red Ogre.\All the moms cried a river, watching you act out the two ogres' friendship!\I don't remember any of that.\Well, I do! response:	You mentioned that before.
context: Suna, you really are like the Blue Ogre!\Where'd that come from?\Remember the kindergarten play?\You were the Blue Ogre, and I was the Red Ogre.\All the moms cried a river, watching you act out the two ogres' friendship!\I don't remember any of that.\Well, I do!\You mentioned that before. response:	What's the story about?
context: Where'd that come from?\Remember the kindergarten play?\You were the Blue Ogre, and I was the Red Ogre.\All the moms cried a river, watching you act out the two ogres' friendship!\I don't remember any of that.\Well, I do!\You mentioned that before.\What's the story about? response:	Well...
context: Remember the kindergarten play?\You were the Blue Ogre, and I was the Red Ogre.\All the moms cried a river, watching you act out the two ogres' friendship!\I don't remember any of that.\Well, I do!\You mentioned that before.\What's the story about?\Well... response:	Once upon a time,
context: You were the Blue Ogre, and I was the Red Ogre.\All the moms cried a river, watching you act out the two ogres' friendship!\I don't remember any of that.\Well, I do!\You mentioned that before.\What's the story about?\Well...\Once upon a time, response:	The Red Ogre Who Cried
context: All the moms cried a river, watching you act out the two ogres' friendship!\I don't remember any of that.\Well, I do!\You mentioned that before.\What's the story about?\Well...\Once upon a time,\The Red Ogre Who Cried response:	a kind-hearted Red Ogre lived all by himself
context: I don't remember any of that.\Well, I do!\You mentioned that before.\What's the story about?\Well...\Once upon a time,\The Red Ogre Who Cried\a kind-hearted Red Ogre lived all by himself response:	in the mountains.
context: Well, I do!\You mentioned that before.\What's the story about?\Well...\Once upon a time,\The Red Ogre Who Cried\a kind-hearted Red Ogre lived all by himself\in the mountains. response:	The Red Ogre wanted to make friends with people,
context: You mentioned that before.\What's the story about?\Well...\Once upon a time,\The Red Ogre Who Cried\a kind-hearted Red Ogre lived all by himself\in the mountains.\The Red Ogre wanted to make friends with people, response:	but they were afraid of the ogre and kept their distance.
context: What's the story about?\Well...\Once upon a time,\The Red Ogre Who Cried\a kind-hearted Red Ogre lived all by himself\in the mountains.\The Red Ogre wanted to make friends with people,\but they were afraid of the ogre and kept their distance. response:	It made the Red Ogre sad.
context: Well...\Once upon a time,\The Red Ogre Who Cried\a kind-hearted Red Ogre lived all by himself\in the mountains.\The Red Ogre wanted to make friends with people,\but they were afraid of the ogre and kept their distance.\It made the Red Ogre sad. response:	But his friend, the Blue Ogre, tells him
context: Once upon a time,\The Red Ogre Who Cried\a kind-hearted Red Ogre lived all by himself\in the mountains.\The Red Ogre wanted to make friends with people,\but they were afraid of the ogre and kept their distance.\It made the Red Ogre sad.\But his friend, the Blue Ogre, tells him response:	that the Blue Ogre will go stir things up in the village,
context: The Red Ogre Who Cried\a kind-hearted Red Ogre lived all by himself\in the mountains.\The Red Ogre wanted to make friends with people,\but they were afraid of the ogre and kept their distance.\It made the Red Ogre sad.\But his friend, the Blue Ogre, tells him\that the Blue Ogre will go stir things up in the village, response:	and the Red Ogre should come beat him up.
context: a kind-hearted Red Ogre lived all by himself\in the mountains.\The Red Ogre wanted to make friends with people,\but they were afraid of the ogre and kept their distance.\It made the Red Ogre sad.\But his friend, the Blue Ogre, tells him\that the Blue Ogre will go stir things up in the village,\and the Red Ogre should come beat him up. response:	The Blue Ogre thought that'd change the people's opinion about the Red Ogre,
context: in the mountains.\The Red Ogre wanted to make friends with people,\but they were afraid of the ogre and kept their distance.\It made the Red Ogre sad.\But his friend, the Blue Ogre, tells him\that the Blue Ogre will go stir things up in the village,\and the Red Ogre should come beat him up.\The Blue Ogre thought that'd change the people's opinion about the Red Ogre, response:	and make them willing to be friends with him.
context: The Red Ogre wanted to make friends with people,\but they were afraid of the ogre and kept their distance.\It made the Red Ogre sad.\But his friend, the Blue Ogre, tells him\that the Blue Ogre will go stir things up in the village,\and the Red Ogre should come beat him up.\The Blue Ogre thought that'd change the people's opinion about the Red Ogre,\and make them willing to be friends with him. response:	The Blue Ogre went to the village,
context: but they were afraid of the ogre and kept their distance.\It made the Red Ogre sad.\But his friend, the Blue Ogre, tells him\that the Blue Ogre will go stir things up in the village,\and the Red Ogre should come beat him up.\The Blue Ogre thought that'd change the people's opinion about the Red Ogre,\and make them willing to be friends with him.\The Blue Ogre went to the village, response:	and went on a rampage, although he was careful not to hurt anyone.
context: It made the Red Ogre sad.\But his friend, the Blue Ogre, tells him\that the Blue Ogre will go stir things up in the village,\and the Red Ogre should come beat him up.\The Blue Ogre thought that'd change the people's opinion about the Red Ogre,\and make them willing to be friends with him.\The Blue Ogre went to the village,\and went on a rampage, although he was careful not to hurt anyone. response:	The Red Ogre pretended to beat the Blue Ogre.
context: But his friend, the Blue Ogre, tells him\that the Blue Ogre will go stir things up in the village,\and the Red Ogre should come beat him up.\The Blue Ogre thought that'd change the people's opinion about the Red Ogre,\and make them willing to be friends with him.\The Blue Ogre went to the village,\and went on a rampage, although he was careful not to hurt anyone.\The Red Ogre pretended to beat the Blue Ogre. response:	The Blue Ogre pretended to be defeated and fled.
context: that the Blue Ogre will go stir things up in the village,\and the Red Ogre should come beat him up.\The Blue Ogre thought that'd change the people's opinion about the Red Ogre,\and make them willing to be friends with him.\The Blue Ogre went to the village,\and went on a rampage, although he was careful not to hurt anyone.\The Red Ogre pretended to beat the Blue Ogre.\The Blue Ogre pretended to be defeated and fled. response:	Henceforth, the villagers trusted the Red Ogre
context: and the Red Ogre should come beat him up.\The Blue Ogre thought that'd change the people's opinion about the Red Ogre,\and make them willing to be friends with him.\The Blue Ogre went to the village,\and went on a rampage, although he was careful not to hurt anyone.\The Red Ogre pretended to beat the Blue Ogre.\The Blue Ogre pretended to be defeated and fled.\Henceforth, the villagers trusted the Red Ogre response:	and would come over to his place.
context: The Blue Ogre thought that'd change the people's opinion about the Red Ogre,\and make them willing to be friends with him.\The Blue Ogre went to the village,\and went on a rampage, although he was careful not to hurt anyone.\The Red Ogre pretended to beat the Blue Ogre.\The Blue Ogre pretended to be defeated and fled.\Henceforth, the villagers trusted the Red Ogre\and would come over to his place. response:	Now that he had human friends, the Red Ogre led a happy life.
context: and make them willing to be friends with him.\The Blue Ogre went to the village,\and went on a rampage, although he was careful not to hurt anyone.\The Red Ogre pretended to beat the Blue Ogre.\The Blue Ogre pretended to be defeated and fled.\Henceforth, the villagers trusted the Red Ogre\and would come over to his place.\Now that he had human friends, the Red Ogre led a happy life. response:	But one day, he became worried about the Blue Ogre, who'd stopped coming by,
context: The Blue Ogre went to the village,\and went on a rampage, although he was careful not to hurt anyone.\The Red Ogre pretended to beat the Blue Ogre.\The Blue Ogre pretended to be defeated and fled.\Henceforth, the villagers trusted the Red Ogre\and would come over to his place.\Now that he had human friends, the Red Ogre led a happy life.\But one day, he became worried about the Blue Ogre, who'd stopped coming by, response:	and he went to see him.
context: and went on a rampage, although he was careful not to hurt anyone.\The Red Ogre pretended to beat the Blue Ogre.\The Blue Ogre pretended to be defeated and fled.\Henceforth, the villagers trusted the Red Ogre\and would come over to his place.\Now that he had human friends, the Red Ogre led a happy life.\But one day, he became worried about the Blue Ogre, who'd stopped coming by,\and he went to see him. response:	The Red Ogre crossed entire mountains and valleys to reach the Blue Ogre's home.
context: The Red Ogre pretended to beat the Blue Ogre.\The Blue Ogre pretended to be defeated and fled.\Henceforth, the villagers trusted the Red Ogre\and would come over to his place.\Now that he had human friends, the Red Ogre led a happy life.\But one day, he became worried about the Blue Ogre, who'd stopped coming by,\and he went to see him.\The Red Ogre crossed entire mountains and valleys to reach the Blue Ogre's home. response:	But there,
context: The Blue Ogre pretended to be defeated and fled.\Henceforth, the villagers trusted the Red Ogre\and would come over to his place.\Now that he had human friends, the Red Ogre led a happy life.\But one day, he became worried about the Blue Ogre, who'd stopped coming by,\and he went to see him.\The Red Ogre crossed entire mountains and valleys to reach the Blue Ogre's home.\But there, response:	he found that the Blue Ogre had left on a journey,
context: Henceforth, the villagers trusted the Red Ogre\and would come over to his place.\Now that he had human friends, the Red Ogre led a happy life.\But one day, he became worried about the Blue Ogre, who'd stopped coming by,\and he went to see him.\The Red Ogre crossed entire mountains and valleys to reach the Blue Ogre's home.\But there,\he found that the Blue Ogre had left on a journey, response:	leaving behind a letter to the Red Ogre.
context: and would come over to his place.\Now that he had human friends, the Red Ogre led a happy life.\But one day, he became worried about the Blue Ogre, who'd stopped coming by,\and he went to see him.\The Red Ogre crossed entire mountains and valleys to reach the Blue Ogre's home.\But there,\he found that the Blue Ogre had left on a journey,\leaving behind a letter to the Red Ogre. response:	The letter said,
