context: I'll come to see you, Yurikano... response:	Time for some answers!
context: full of conviction\full of conviction\that we are misunderstood\A Vow Made in Kamogawa\A Vow Made in Kamogawa\So, what became of the Vox Core possessed by Le Garite?\We're told it was destroyed during the subspace distortion that took place in the fleet ship.\So now, everyone knows that Dizelmine was plotting to attack De Metrio response:	using the Vox and Yurikano.
context: full of conviction\that we are misunderstood\A Vow Made in Kamogawa\A Vow Made in Kamogawa\So, what became of the Vox Core possessed by Le Garite?\We're told it was destroyed during the subspace distortion that took place in the fleet ship.\So now, everyone knows that Dizelmine was plotting to attack De Metrio\using the Vox and Yurikano. response:	It certainly looks that way.
context: that we are misunderstood\A Vow Made in Kamogawa\A Vow Made in Kamogawa\So, what became of the Vox Core possessed by Le Garite?\We're told it was destroyed during the subspace distortion that took place in the fleet ship.\So now, everyone knows that Dizelmine was plotting to attack De Metrio\using the Vox and Yurikano.\It certainly looks that way. response:	Will you still proceed with the Intergalactic Conference as scheduled?
context: A Vow Made in Kamogawa\A Vow Made in Kamogawa\So, what became of the Vox Core possessed by Le Garite?\We're told it was destroyed during the subspace distortion that took place in the fleet ship.\So now, everyone knows that Dizelmine was plotting to attack De Metrio\using the Vox and Yurikano.\It certainly looks that way.\Will you still proceed with the Intergalactic Conference as scheduled? response:	Yes.
context: A Vow Made in Kamogawa\So, what became of the Vox Core possessed by Le Garite?\We're told it was destroyed during the subspace distortion that took place in the fleet ship.\So now, everyone knows that Dizelmine was plotting to attack De Metrio\using the Vox and Yurikano.\It certainly looks that way.\Will you still proceed with the Intergalactic Conference as scheduled?\Yes. response:	But it appears Dizelmine will not be joining the conference.
context: So, what became of the Vox Core possessed by Le Garite?\We're told it was destroyed during the subspace distortion that took place in the fleet ship.\So now, everyone knows that Dizelmine was plotting to attack De Metrio\using the Vox and Yurikano.\It certainly looks that way.\Will you still proceed with the Intergalactic Conference as scheduled?\Yes.\But it appears Dizelmine will not be joining the conference. response:	After coming all this way...
context: We're told it was destroyed during the subspace distortion that took place in the fleet ship.\So now, everyone knows that Dizelmine was plotting to attack De Metrio\using the Vox and Yurikano.\It certainly looks that way.\Will you still proceed with the Intergalactic Conference as scheduled?\Yes.\But it appears Dizelmine will not be joining the conference.\After coming all this way... response:	Let's just hope this doesn't turn into a trial in absentia.
context: So now, everyone knows that Dizelmine was plotting to attack De Metrio\using the Vox and Yurikano.\It certainly looks that way.\Will you still proceed with the Intergalactic Conference as scheduled?\Yes.\But it appears Dizelmine will not be joining the conference.\After coming all this way...\Let's just hope this doesn't turn into a trial in absentia. response:	Did you come here to mock me?
context: using the Vox and Yurikano.\It certainly looks that way.\Will you still proceed with the Intergalactic Conference as scheduled?\Yes.\But it appears Dizelmine will not be joining the conference.\After coming all this way...\Let's just hope this doesn't turn into a trial in absentia.\Did you come here to mock me? response:	I resorted to using my enemy's sister as part of my plan.
context: It certainly looks that way.\Will you still proceed with the Intergalactic Conference as scheduled?\Yes.\But it appears Dizelmine will not be joining the conference.\After coming all this way...\Let's just hope this doesn't turn into a trial in absentia.\Did you come here to mock me?\I resorted to using my enemy's sister as part of my plan. response:	But instead, I was thrown off by her confession.
context: Will you still proceed with the Intergalactic Conference as scheduled?\Yes.\But it appears Dizelmine will not be joining the conference.\After coming all this way...\Let's just hope this doesn't turn into a trial in absentia.\Did you come here to mock me?\I resorted to using my enemy's sister as part of my plan.\But instead, I was thrown off by her confession. response:	And now, I have lost everything.
context: Yes.\But it appears Dizelmine will not be joining the conference.\After coming all this way...\Let's just hope this doesn't turn into a trial in absentia.\Did you come here to mock me?\I resorted to using my enemy's sister as part of my plan.\But instead, I was thrown off by her confession.\And now, I have lost everything. response:	Are you done moping yet?
context: But it appears Dizelmine will not be joining the conference.\After coming all this way...\Let's just hope this doesn't turn into a trial in absentia.\Did you come here to mock me?\I resorted to using my enemy's sister as part of my plan.\But instead, I was thrown off by her confession.\And now, I have lost everything.\Are you done moping yet? response:	Don't you get it?
context: After coming all this way...\Let's just hope this doesn't turn into a trial in absentia.\Did you come here to mock me?\I resorted to using my enemy's sister as part of my plan.\But instead, I was thrown off by her confession.\And now, I have lost everything.\Are you done moping yet?\Don't you get it? response:	Don't you two get it?
context: Let's just hope this doesn't turn into a trial in absentia.\Did you come here to mock me?\I resorted to using my enemy's sister as part of my plan.\But instead, I was thrown off by her confession.\And now, I have lost everything.\Are you done moping yet?\Don't you get it?\Don't you two get it? response:	I don't know all the complicated details of the Polyhedron problem,
context: Did you come here to mock me?\I resorted to using my enemy's sister as part of my plan.\But instead, I was thrown off by her confession.\And now, I have lost everything.\Are you done moping yet?\Don't you get it?\Don't you two get it?\I don't know all the complicated details of the Polyhedron problem, response:	but there's still time, right?
context: I resorted to using my enemy's sister as part of my plan.\But instead, I was thrown off by her confession.\And now, I have lost everything.\Are you done moping yet?\Don't you get it?\Don't you two get it?\I don't know all the complicated details of the Polyhedron problem,\but there's still time, right? response:	In that case, why not work together to find a solution?
context: But instead, I was thrown off by her confession.\And now, I have lost everything.\Are you done moping yet?\Don't you get it?\Don't you two get it?\I don't know all the complicated details of the Polyhedron problem,\but there's still time, right?\In that case, why not work together to find a solution? response:	I think you're despicable!
context: And now, I have lost everything.\Are you done moping yet?\Don't you get it?\Don't you two get it?\I don't know all the complicated details of the Polyhedron problem,\but there's still time, right?\In that case, why not work together to find a solution?\I think you're despicable! response:	Isn't that what she said?
context: Are you done moping yet?\Don't you get it?\Don't you two get it?\I don't know all the complicated details of the Polyhedron problem,\but there's still time, right?\In that case, why not work together to find a solution?\I think you're despicable!\Isn't that what she said? response:	Not only did that girl punch two kings,
context: Don't you get it?\Don't you two get it?\I don't know all the complicated details of the Polyhedron problem,\but there's still time, right?\In that case, why not work together to find a solution?\I think you're despicable!\Isn't that what she said?\Not only did that girl punch two kings, response:	she even lectured both of us.
context: Don't you two get it?\I don't know all the complicated details of the Polyhedron problem,\but there's still time, right?\In that case, why not work together to find a solution?\I think you're despicable!\Isn't that what she said?\Not only did that girl punch two kings,\she even lectured both of us. response:	How's that for completely losing face?
context: I don't know all the complicated details of the Polyhedron problem,\but there's still time, right?\In that case, why not work together to find a solution?\I think you're despicable!\Isn't that what she said?\Not only did that girl punch two kings,\she even lectured both of us.\How's that for completely losing face? response:	And it was a pretty good punch too.
context: but there's still time, right?\In that case, why not work together to find a solution?\I think you're despicable!\Isn't that what she said?\Not only did that girl punch two kings,\she even lectured both of us.\How's that for completely losing face?\And it was a pretty good punch too. response:	Unfortunately, she's right.
context: In that case, why not work together to find a solution?\I think you're despicable!\Isn't that what she said?\Not only did that girl punch two kings,\she even lectured both of us.\How's that for completely losing face?\And it was a pretty good punch too.\Unfortunately, she's right. response:	It's not just you.
context: I think you're despicable!\Isn't that what she said?\Not only did that girl punch two kings,\she even lectured both of us.\How's that for completely losing face?\And it was a pretty good punch too.\Unfortunately, she's right.\It's not just you. response:	What the hell have we been doing this whole time?
context: Isn't that what she said?\Not only did that girl punch two kings,\she even lectured both of us.\How's that for completely losing face?\And it was a pretty good punch too.\Unfortunately, she's right.\It's not just you.\What the hell have we been doing this whole time? response:	I don't care about what you think of me.
context: Not only did that girl punch two kings,\she even lectured both of us.\How's that for completely losing face?\And it was a pretty good punch too.\Unfortunately, she's right.\It's not just you.\What the hell have we been doing this whole time?\I don't care about what you think of me. response:	But is what happened between us
context: she even lectured both of us.\How's that for completely losing face?\And it was a pretty good punch too.\Unfortunately, she's right.\It's not just you.\What the hell have we been doing this whole time?\I don't care about what you think of me.\But is what happened between us response:	really worth shedding so much blood and so many tears?
context: How's that for completely losing face?\And it was a pretty good punch too.\Unfortunately, she's right.\It's not just you.\What the hell have we been doing this whole time?\I don't care about what you think of me.\But is what happened between us\really worth shedding so much blood and so many tears? response:	I became king because this time...
context: And it was a pretty good punch too.\Unfortunately, she's right.\It's not just you.\What the hell have we been doing this whole time?\I don't care about what you think of me.\But is what happened between us\really worth shedding so much blood and so many tears?\I became king because this time... response:	I wanted to move forward together with you for the sake of the Polyhedron.
context: Unfortunately, she's right.\It's not just you.\What the hell have we been doing this whole time?\I don't care about what you think of me.\But is what happened between us\really worth shedding so much blood and so many tears?\I became king because this time...\I wanted to move forward together with you for the sake of the Polyhedron. response:	Can you find it in yourself to forgive me?
context: It's not just you.\What the hell have we been doing this whole time?\I don't care about what you think of me.\But is what happened between us\really worth shedding so much blood and so many tears?\I became king because this time...\I wanted to move forward together with you for the sake of the Polyhedron.\Can you find it in yourself to forgive me? response:	Unless we resolve our differences, my sister won't find peace.
context: What the hell have we been doing this whole time?\I don't care about what you think of me.\But is what happened between us\really worth shedding so much blood and so many tears?\I became king because this time...\I wanted to move forward together with you for the sake of the Polyhedron.\Can you find it in yourself to forgive me?\Unless we resolve our differences, my sister won't find peace. response:	I see...
context: I don't care about what you think of me.\But is what happened between us\really worth shedding so much blood and so many tears?\I became king because this time...\I wanted to move forward together with you for the sake of the Polyhedron.\Can you find it in yourself to forgive me?\Unless we resolve our differences, my sister won't find peace.\I see... response:	Here at the Kamogawa Municipal Auditorium,
context: But is what happened between us\really worth shedding so much blood and so many tears?\I became king because this time...\I wanted to move forward together with you for the sake of the Polyhedron.\Can you find it in yourself to forgive me?\Unless we resolve our differences, my sister won't find peace.\I see...\Here at the Kamogawa Municipal Auditorium, response:	the Polyhedron Intergalactic Conference is about to begin.
context: really worth shedding so much blood and so many tears?\I became king because this time...\I wanted to move forward together with you for the sake of the Polyhedron.\Can you find it in yourself to forgive me?\Unless we resolve our differences, my sister won't find peace.\I see...\Here at the Kamogawa Municipal Auditorium,\the Polyhedron Intergalactic Conference is about to begin. response:	As each of the various Polyhedron representatives arrived,
context: I became king because this time...\I wanted to move forward together with you for the sake of the Polyhedron.\Can you find it in yourself to forgive me?\Unless we resolve our differences, my sister won't find peace.\I see...\Here at the Kamogawa Municipal Auditorium,\the Polyhedron Intergalactic Conference is about to begin.\As each of the various Polyhedron representatives arrived, response:	Kamogawa was in a festive mood,
context: I wanted to move forward together with you for the sake of the Polyhedron.\Can you find it in yourself to forgive me?\Unless we resolve our differences, my sister won't find peace.\I see...\Here at the Kamogawa Municipal Auditorium,\the Polyhedron Intergalactic Conference is about to begin.\As each of the various Polyhedron representatives arrived,\Kamogawa was in a festive mood, response:	but yesterday's accident aboard the Le Garite flagship,
context: Can you find it in yourself to forgive me?\Unless we resolve our differences, my sister won't find peace.\I see...\Here at the Kamogawa Municipal Auditorium,\the Polyhedron Intergalactic Conference is about to begin.\As each of the various Polyhedron representatives arrived,\Kamogawa was in a festive mood,\but yesterday's accident aboard the Le Garite flagship, response:	in satellite orbit above Earth, has caused an uproar.
context: Unless we resolve our differences, my sister won't find peace.\I see...\Here at the Kamogawa Municipal Auditorium,\the Polyhedron Intergalactic Conference is about to begin.\As each of the various Polyhedron representatives arrived,\Kamogawa was in a festive mood,\but yesterday's accident aboard the Le Garite flagship,\in satellite orbit above Earth, has caused an uproar. response:	Sorry we're late.
context: I see...\Here at the Kamogawa Municipal Auditorium,\the Polyhedron Intergalactic Conference is about to begin.\As each of the various Polyhedron representatives arrived,\Kamogawa was in a festive mood,\but yesterday's accident aboard the Le Garite flagship,\in satellite orbit above Earth, has caused an uproar.\Sorry we're late. response:	First, regarding to the Polyhedron problem,
context: Here at the Kamogawa Municipal Auditorium,\the Polyhedron Intergalactic Conference is about to begin.\As each of the various Polyhedron representatives arrived,\Kamogawa was in a festive mood,\but yesterday's accident aboard the Le Garite flagship,\in satellite orbit above Earth, has caused an uproar.\Sorry we're late.\First, regarding to the Polyhedron problem, response:	the fact that the incident will not take place for another millennium
context: the Polyhedron Intergalactic Conference is about to begin.\As each of the various Polyhedron representatives arrived,\Kamogawa was in a festive mood,\but yesterday's accident aboard the Le Garite flagship,\in satellite orbit above Earth, has caused an uproar.\Sorry we're late.\First, regarding to the Polyhedron problem,\the fact that the incident will not take place for another millennium response:	has led our thinking astray.
context: As each of the various Polyhedron representatives arrived,\Kamogawa was in a festive mood,\but yesterday's accident aboard the Le Garite flagship,\in satellite orbit above Earth, has caused an uproar.\Sorry we're late.\First, regarding to the Polyhedron problem,\the fact that the incident will not take place for another millennium\has led our thinking astray. response:	Or rather, I alone went astray.
context: Kamogawa was in a festive mood,\but yesterday's accident aboard the Le Garite flagship,\in satellite orbit above Earth, has caused an uproar.\Sorry we're late.\First, regarding to the Polyhedron problem,\the fact that the incident will not take place for another millennium\has led our thinking astray.\Or rather, I alone went astray. response:	As all of you gathered here are aware,
context: but yesterday's accident aboard the Le Garite flagship,\in satellite orbit above Earth, has caused an uproar.\Sorry we're late.\First, regarding to the Polyhedron problem,\the fact that the incident will not take place for another millennium\has led our thinking astray.\Or rather, I alone went astray.\As all of you gathered here are aware, response:	it was my decision alone to use the power of the Vox and to resort to force.
context: in satellite orbit above Earth, has caused an uproar.\Sorry we're late.\First, regarding to the Polyhedron problem,\the fact that the incident will not take place for another millennium\has led our thinking astray.\Or rather, I alone went astray.\As all of you gathered here are aware,\it was my decision alone to use the power of the Vox and to resort to force. response:	I'd like to use this opportunity to apologize.
context: Sorry we're late.\First, regarding to the Polyhedron problem,\the fact that the incident will not take place for another millennium\has led our thinking astray.\Or rather, I alone went astray.\As all of you gathered here are aware,\it was my decision alone to use the power of the Vox and to resort to force.\I'd like to use this opportunity to apologize. response:	Without a concrete plan to deal with the Polyhedron problem,
context: First, regarding to the Polyhedron problem,\the fact that the incident will not take place for another millennium\has led our thinking astray.\Or rather, I alone went astray.\As all of you gathered here are aware,\it was my decision alone to use the power of the Vox and to resort to force.\I'd like to use this opportunity to apologize.\Without a concrete plan to deal with the Polyhedron problem, response:	I believe that right now, the best we can do is put our heads together
context: the fact that the incident will not take place for another millennium\has led our thinking astray.\Or rather, I alone went astray.\As all of you gathered here are aware,\it was my decision alone to use the power of the Vox and to resort to force.\I'd like to use this opportunity to apologize.\Without a concrete plan to deal with the Polyhedron problem,\I believe that right now, the best we can do is put our heads together response:	to come up with a solution.
context: has led our thinking astray.\Or rather, I alone went astray.\As all of you gathered here are aware,\it was my decision alone to use the power of the Vox and to resort to force.\I'd like to use this opportunity to apologize.\Without a concrete plan to deal with the Polyhedron problem,\I believe that right now, the best we can do is put our heads together\to come up with a solution. response:	Therefore, as a first step, King Dizelmine and I will join forces
context: Or rather, I alone went astray.\As all of you gathered here are aware,\it was my decision alone to use the power of the Vox and to resort to force.\I'd like to use this opportunity to apologize.\Without a concrete plan to deal with the Polyhedron problem,\I believe that right now, the best we can do is put our heads together\to come up with a solution.\Therefore, as a first step, King Dizelmine and I will join forces response:	to bring our two nations, Le Garite and De Metrio, together
context: As all of you gathered here are aware,\it was my decision alone to use the power of the Vox and to resort to force.\I'd like to use this opportunity to apologize.\Without a concrete plan to deal with the Polyhedron problem,\I believe that right now, the best we can do is put our heads together\to come up with a solution.\Therefore, as a first step, King Dizelmine and I will join forces\to bring our two nations, Le Garite and De Metrio, together response:	to reaffirm and renew friendly relations.
context: it was my decision alone to use the power of the Vox and to resort to force.\I'd like to use this opportunity to apologize.\Without a concrete plan to deal with the Polyhedron problem,\I believe that right now, the best we can do is put our heads together\to come up with a solution.\Therefore, as a first step, King Dizelmine and I will join forces\to bring our two nations, Le Garite and De Metrio, together\to reaffirm and renew friendly relations. response:	Come on.
context: I'd like to use this opportunity to apologize.\Without a concrete plan to deal with the Polyhedron problem,\I believe that right now, the best we can do is put our heads together\to come up with a solution.\Therefore, as a first step, King Dizelmine and I will join forces\to bring our two nations, Le Garite and De Metrio, together\to reaffirm and renew friendly relations.\Come on. response:	Right...
context: Without a concrete plan to deal with the Polyhedron problem,\I believe that right now, the best we can do is put our heads together\to come up with a solution.\Therefore, as a first step, King Dizelmine and I will join forces\to bring our two nations, Le Garite and De Metrio, together\to reaffirm and renew friendly relations.\Come on.\Right... response:	Does this mean the relationship between the two kings has been resolved?
context: I believe that right now, the best we can do is put our heads together\to come up with a solution.\Therefore, as a first step, King Dizelmine and I will join forces\to bring our two nations, Le Garite and De Metrio, together\to reaffirm and renew friendly relations.\Come on.\Right...\Does this mean the relationship between the two kings has been resolved? response:	So they've declared a ceasefire?
context: to come up with a solution.\Therefore, as a first step, King Dizelmine and I will join forces\to bring our two nations, Le Garite and De Metrio, together\to reaffirm and renew friendly relations.\Come on.\Right...\Does this mean the relationship between the two kings has been resolved?\So they've declared a ceasefire? response:	A perfect example of friendship cemented by quarrels,
context: Therefore, as a first step, King Dizelmine and I will join forces\to bring our two nations, Le Garite and De Metrio, together\to reaffirm and renew friendly relations.\Come on.\Right...\Does this mean the relationship between the two kings has been resolved?\So they've declared a ceasefire?\A perfect example of friendship cemented by quarrels, response:	don't you think?
context: to bring our two nations, Le Garite and De Metrio, together\to reaffirm and renew friendly relations.\Come on.\Right...\Does this mean the relationship between the two kings has been resolved?\So they've declared a ceasefire?\A perfect example of friendship cemented by quarrels,\don't you think? response:	Looks like the girls won't have to go out on missions anymore.
context: to reaffirm and renew friendly relations.\Come on.\Right...\Does this mean the relationship between the two kings has been resolved?\So they've declared a ceasefire?\A perfect example of friendship cemented by quarrels,\don't you think?\Looks like the girls won't have to go out on missions anymore. response:	It does seem that way.
context: Come on.\Right...\Does this mean the relationship between the two kings has been resolved?\So they've declared a ceasefire?\A perfect example of friendship cemented by quarrels,\don't you think?\Looks like the girls won't have to go out on missions anymore.\It does seem that way. response:	As a start, King Dizelmine stated that henceforth,
context: Right...\Does this mean the relationship between the two kings has been resolved?\So they've declared a ceasefire?\A perfect example of friendship cemented by quarrels,\don't you think?\Looks like the girls won't have to go out on missions anymore.\It does seem that way.\As a start, King Dizelmine stated that henceforth, response:	Le Garite would not use the Vox to solve the Polyhedron 1000-year Problem.
context: Does this mean the relationship between the two kings has been resolved?\So they've declared a ceasefire?\A perfect example of friendship cemented by quarrels,\don't you think?\Looks like the girls won't have to go out on missions anymore.\It does seem that way.\As a start, King Dizelmine stated that henceforth,\Le Garite would not use the Vox to solve the Polyhedron 1000-year Problem. response:	Isn't it awesome?
context: So they've declared a ceasefire?\A perfect example of friendship cemented by quarrels,\don't you think?\Looks like the girls won't have to go out on missions anymore.\It does seem that way.\As a start, King Dizelmine stated that henceforth,\Le Garite would not use the Vox to solve the Polyhedron 1000-year Problem.\Isn't it awesome? response:	Who could've predicted that the Intergalactic Conference
context: A perfect example of friendship cemented by quarrels,\don't you think?\Looks like the girls won't have to go out on missions anymore.\It does seem that way.\As a start, King Dizelmine stated that henceforth,\Le Garite would not use the Vox to solve the Polyhedron 1000-year Problem.\Isn't it awesome?\Who could've predicted that the Intergalactic Conference response:	would take such an exciting turn!
context: don't you think?\Looks like the girls won't have to go out on missions anymore.\It does seem that way.\As a start, King Dizelmine stated that henceforth,\Le Garite would not use the Vox to solve the Polyhedron 1000-year Problem.\Isn't it awesome?\Who could've predicted that the Intergalactic Conference\would take such an exciting turn! response:	I agree. This calls for a toast.
context: Looks like the girls won't have to go out on missions anymore.\It does seem that way.\As a start, King Dizelmine stated that henceforth,\Le Garite would not use the Vox to solve the Polyhedron 1000-year Problem.\Isn't it awesome?\Who could've predicted that the Intergalactic Conference\would take such an exciting turn!\I agree. This calls for a toast. response:	Right, Tadokoro?
context: It does seem that way.\As a start, King Dizelmine stated that henceforth,\Le Garite would not use the Vox to solve the Polyhedron 1000-year Problem.\Isn't it awesome?\Who could've predicted that the Intergalactic Conference\would take such an exciting turn!\I agree. This calls for a toast.\Right, Tadokoro? response:	Yes.
context: As a start, King Dizelmine stated that henceforth,\Le Garite would not use the Vox to solve the Polyhedron 1000-year Problem.\Isn't it awesome?\Who could've predicted that the Intergalactic Conference\would take such an exciting turn!\I agree. This calls for a toast.\Right, Tadokoro?\Yes. response:	20,000 years ago, the people who fled Earth were scattered throughout the Universe.
context: Le Garite would not use the Vox to solve the Polyhedron 1000-year Problem.\Isn't it awesome?\Who could've predicted that the Intergalactic Conference\would take such an exciting turn!\I agree. This calls for a toast.\Right, Tadokoro?\Yes.\20,000 years ago, the people who fled Earth were scattered throughout the Universe. response:	Today, through a strange twist of fate,
context: Isn't it awesome?\Who could've predicted that the Intergalactic Conference\would take such an exciting turn!\I agree. This calls for a toast.\Right, Tadokoro?\Yes.\20,000 years ago, the people who fled Earth were scattered throughout the Universe.\Today, through a strange twist of fate, response:	their descendants have returned to this planet and become one again.
context: Who could've predicted that the Intergalactic Conference\would take such an exciting turn!\I agree. This calls for a toast.\Right, Tadokoro?\Yes.\20,000 years ago, the people who fled Earth were scattered throughout the Universe.\Today, through a strange twist of fate,\their descendants have returned to this planet and become one again. response:	To be able to stand here at that historical moment is a truly joyous event for humankind!
context: would take such an exciting turn!\I agree. This calls for a toast.\Right, Tadokoro?\Yes.\20,000 years ago, the people who fled Earth were scattered throughout the Universe.\Today, through a strange twist of fate,\their descendants have returned to this planet and become one again.\To be able to stand here at that historical moment is a truly joyous event for humankind! response:	Does this mean it's finally over?
context: I agree. This calls for a toast.\Right, Tadokoro?\Yes.\20,000 years ago, the people who fled Earth were scattered throughout the Universe.\Today, through a strange twist of fate,\their descendants have returned to this planet and become one again.\To be able to stand here at that historical moment is a truly joyous event for humankind!\Does this mean it's finally over? response:	Yeah, I guess it is..
context: Right, Tadokoro?\Yes.\20,000 years ago, the people who fled Earth were scattered throughout the Universe.\Today, through a strange twist of fate,\their descendants have returned to this planet and become one again.\To be able to stand here at that historical moment is a truly joyous event for humankind!\Does this mean it's finally over?\Yeah, I guess it is.. response:	No, let's hope it is.
context: Yes.\20,000 years ago, the people who fled Earth were scattered throughout the Universe.\Today, through a strange twist of fate,\their descendants have returned to this planet and become one again.\To be able to stand here at that historical moment is a truly joyous event for humankind!\Does this mean it's finally over?\Yeah, I guess it is..\No, let's hope it is. response:	We still have a mountain of problems ahead.
context: 20,000 years ago, the people who fled Earth were scattered throughout the Universe.\Today, through a strange twist of fate,\their descendants have returned to this planet and become one again.\To be able to stand here at that historical moment is a truly joyous event for humankind!\Does this mean it's finally over?\Yeah, I guess it is..\No, let's hope it is.\We still have a mountain of problems ahead. response:	I don't know how much we'll be able to do,
context: Today, through a strange twist of fate,\their descendants have returned to this planet and become one again.\To be able to stand here at that historical moment is a truly joyous event for humankind!\Does this mean it's finally over?\Yeah, I guess it is..\No, let's hope it is.\We still have a mountain of problems ahead.\I don't know how much we'll be able to do, response:	but all we can do is try.
context: their descendants have returned to this planet and become one again.\To be able to stand here at that historical moment is a truly joyous event for humankind!\Does this mean it's finally over?\Yeah, I guess it is..\No, let's hope it is.\We still have a mountain of problems ahead.\I don't know how much we'll be able to do,\but all we can do is try. response:	Yeah...
context: To be able to stand here at that historical moment is a truly joyous event for humankind!\Does this mean it's finally over?\Yeah, I guess it is..\No, let's hope it is.\We still have a mountain of problems ahead.\I don't know how much we'll be able to do,\but all we can do is try.\Yeah... response:	Hey!
context: Does this mean it's finally over?\Yeah, I guess it is..\No, let's hope it is.\We still have a mountain of problems ahead.\I don't know how much we'll be able to do,\but all we can do is try.\Yeah...\Hey! response:	Hey!
context: Yeah, I guess it is..\No, let's hope it is.\We still have a mountain of problems ahead.\I don't know how much we'll be able to do,\but all we can do is try.\Yeah...\Hey!\Hey! response:	Hey!
context: No, let's hope it is.\We still have a mountain of problems ahead.\I don't know how much we'll be able to do,\but all we can do is try.\Yeah...\Hey!\Hey!\Hey! response:	You guys buried the hatchet!
context: We still have a mountain of problems ahead.\I don't know how much we'll be able to do,\but all we can do is try.\Yeah...\Hey!\Hey!\Hey!\You guys buried the hatchet! response:	Did you come all this way just to tell us that?
context: I don't know how much we'll be able to do,\but all we can do is try.\Yeah...\Hey!\Hey!\Hey!\You guys buried the hatchet!\Did you come all this way just to tell us that? response:	Yup.
context: but all we can do is try.\Yeah...\Hey!\Hey!\Hey!\You guys buried the hatchet!\Did you come all this way just to tell us that?\Yup. response:	Absolutely!
context: Yeah...\Hey!\Hey!\Hey!\You guys buried the hatchet!\Did you come all this way just to tell us that?\Yup.\Absolutely! response:	We don't want to get punched like that again.
context: Hey!\Hey!\Hey!\You guys buried the hatchet!\Did you come all this way just to tell us that?\Yup.\Absolutely!\We don't want to get punched like that again. response:	Right?
context: Hey!\Hey!\You guys buried the hatchet!\Did you come all this way just to tell us that?\Yup.\Absolutely!\We don't want to get punched like that again.\Right? response:	Yeah.
context: Hey!\You guys buried the hatchet!\Did you come all this way just to tell us that?\Yup.\Absolutely!\We don't want to get punched like that again.\Right?\Yeah. response:	Thank you.
context: You guys buried the hatchet!\Did you come all this way just to tell us that?\Yup.\Absolutely!\We don't want to get punched like that again.\Right?\Yeah.\Thank you. response:	Per...?
context: Did you come all this way just to tell us that?\Yup.\Absolutely!\We don't want to get punched like that again.\Right?\Yeah.\Thank you.\Per...? response:	Perfect!
context: Yup.\Absolutely!\We don't want to get punched like that again.\Right?\Yeah.\Thank you.\Per...?\Perfect! response:	Miss Madoka.
context: Absolutely!\We don't want to get punched like that again.\Right?\Yeah.\Thank you.\Per...?\Perfect!\Miss Madoka. response:	Huh?
context: We don't want to get punched like that again.\Right?\Yeah.\Thank you.\Per...?\Perfect!\Miss Madoka.\Huh? response:	What is it?
context: Right?\Yeah.\Thank you.\Per...?\Perfect!\Miss Madoka.\Huh?\What is it? response:	I have a favor to ask.
context: Yeah.\Thank you.\Per...?\Perfect!\Miss Madoka.\Huh?\What is it?\I have a favor to ask. response:	Just a minute!
context: Thank you.\Per...?\Perfect!\Miss Madoka.\Huh?\What is it?\I have a favor to ask.\Just a minute! response:	Here!
context: Per...?\Perfect!\Miss Madoka.\Huh?\What is it?\I have a favor to ask.\Just a minute!\Here! response:	Instead of asking me, you should just tell her yourself!
context: Perfect!\Miss Madoka.\Huh?\What is it?\I have a favor to ask.\Just a minute!\Here!\Instead of asking me, you should just tell her yourself! response:	Huh?
context: Miss Madoka.\Huh?\What is it?\I have a favor to ask.\Just a minute!\Here!\Instead of asking me, you should just tell her yourself!\Huh? response:	Do it!
context: Huh?\What is it?\I have a favor to ask.\Just a minute!\Here!\Instead of asking me, you should just tell her yourself!\Huh?\Do it! response:	Lan,
context: What is it?\I have a favor to ask.\Just a minute!\Here!\Instead of asking me, you should just tell her yourself!\Huh?\Do it!\Lan, response:	I'm sorry.
context: I have a favor to ask.\Just a minute!\Here!\Instead of asking me, you should just tell her yourself!\Huh?\Do it!\Lan,\I'm sorry. response:	Huh?
context: Just a minute!\Here!\Instead of asking me, you should just tell her yourself!\Huh?\Do it!\Lan,\I'm sorry.\Huh? response:	I've done a lot of things to you, without thinking about your feelings.
context: Here!\Instead of asking me, you should just tell her yourself!\Huh?\Do it!\Lan,\I'm sorry.\Huh?\I've done a lot of things to you, without thinking about your feelings. response:	Don't...
context: Instead of asking me, you should just tell her yourself!\Huh?\Do it!\Lan,\I'm sorry.\Huh?\I've done a lot of things to you, without thinking about your feelings.\Don't... response:	You have a great opportunity to learn from this planet.
context: Huh?\Do it!\Lan,\I'm sorry.\Huh?\I've done a lot of things to you, without thinking about your feelings.\Don't...\You have a great opportunity to learn from this planet. response:	Make the best of it by enjoying it as much as you can.
context: Do it!\Lan,\I'm sorry.\Huh?\I've done a lot of things to you, without thinking about your feelings.\Don't...\You have a great opportunity to learn from this planet.\Make the best of it by enjoying it as much as you can. response:	Big Brother...
context: Lan,\I'm sorry.\Huh?\I've done a lot of things to you, without thinking about your feelings.\Don't...\You have a great opportunity to learn from this planet.\Make the best of it by enjoying it as much as you can.\Big Brother... response:	All I ask is that you earn outstanding grades befitting a royal family member.
context: I'm sorry.\Huh?\I've done a lot of things to you, without thinking about your feelings.\Don't...\You have a great opportunity to learn from this planet.\Make the best of it by enjoying it as much as you can.\Big Brother...\All I ask is that you earn outstanding grades befitting a royal family member. response:	I will!
