context: Keep your dog on a response:	leash!
context: Wow, you really came to school!\Aki, Haruna.\Mornin' Naruko, Yadomi.\It's alright! Nobody cares that you skipped a semester.\Or rather, nobody cared about you in the first place.\Ice burn, Haruna.\Hey, that's enough -\The power of love is really something. This is all because you went to his house. response:	That's so hot. Their love is ablaze.
context: Aki, Haruna.\Mornin' Naruko, Yadomi.\It's alright! Nobody cares that you skipped a semester.\Or rather, nobody cared about you in the first place.\Ice burn, Haruna.\Hey, that's enough -\The power of love is really something. This is all because you went to his house.\That's so hot. Their love is ablaze. response:	Don't say that. Who'd want a guy like...
context: Mornin' Naruko, Yadomi.\It's alright! Nobody cares that you skipped a semester.\Or rather, nobody cared about you in the first place.\Ice burn, Haruna.\Hey, that's enough -\The power of love is really something. This is all because you went to his house.\That's so hot. Their love is ablaze.\Don't say that. Who'd want a guy like... response:	It's hot, huh?
context: It's alright! Nobody cares that you skipped a semester.\Or rather, nobody cared about you in the first place.\Ice burn, Haruna.\Hey, that's enough -\The power of love is really something. This is all because you went to his house.\That's so hot. Their love is ablaze.\Don't say that. Who'd want a guy like...\It's hot, huh? response:	I guess that's true.
context: Or rather, nobody cared about you in the first place.\Ice burn, Haruna.\Hey, that's enough -\The power of love is really something. This is all because you went to his house.\That's so hot. Their love is ablaze.\Don't say that. Who'd want a guy like...\It's hot, huh?\I guess that's true. response:	If it wasn't for the heat getting to my head,
context: Ice burn, Haruna.\Hey, that's enough -\The power of love is really something. This is all because you went to his house.\That's so hot. Their love is ablaze.\Don't say that. Who'd want a guy like...\It's hot, huh?\I guess that's true.\If it wasn't for the heat getting to my head, response:	I would never have bothered coming to this idiot zoo they call a school.
context: Hey, that's enough -\The power of love is really something. This is all because you went to his house.\That's so hot. Their love is ablaze.\Don't say that. Who'd want a guy like...\It's hot, huh?\I guess that's true.\If it wasn't for the heat getting to my head,\I would never have bothered coming to this idiot zoo they call a school. response:	Jin - Yadomi.
context: The power of love is really something. This is all because you went to his house.\That's so hot. Their love is ablaze.\Don't say that. Who'd want a guy like...\It's hot, huh?\I guess that's true.\If it wasn't for the heat getting to my head,\I would never have bothered coming to this idiot zoo they call a school.\Jin - Yadomi. response:	He's going home after all.
context: That's so hot. Their love is ablaze.\Don't say that. Who'd want a guy like...\It's hot, huh?\I guess that's true.\If it wasn't for the heat getting to my head,\I would never have bothered coming to this idiot zoo they call a school.\Jin - Yadomi.\He's going home after all. response:	Hey, was that supposed to be an insult?
context: Don't say that. Who'd want a guy like...\It's hot, huh?\I guess that's true.\If it wasn't for the heat getting to my head,\I would never have bothered coming to this idiot zoo they call a school.\Jin - Yadomi.\He's going home after all.\Hey, was that supposed to be an insult? response:	No way! Was it?!
context: It's hot, huh?\I guess that's true.\If it wasn't for the heat getting to my head,\I would never have bothered coming to this idiot zoo they call a school.\Jin - Yadomi.\He's going home after all.\Hey, was that supposed to be an insult?\No way! Was it?! response:	Being home alone...
context: I guess that's true.\If it wasn't for the heat getting to my head,\I would never have bothered coming to this idiot zoo they call a school.\Jin - Yadomi.\He's going home after all.\Hey, was that supposed to be an insult?\No way! Was it?!\Being home alone... response:	Pardon the intrusion
context: If it wasn't for the heat getting to my head,\I would never have bothered coming to this idiot zoo they call a school.\Jin - Yadomi.\He's going home after all.\Hey, was that supposed to be an insult?\No way! Was it?!\Being home alone...\Pardon the intrusion response:	Time to explore Jintan's house!
context: I would never have bothered coming to this idiot zoo they call a school.\Jin - Yadomi.\He's going home after all.\Hey, was that supposed to be an insult?\No way! Was it?!\Being home alone...\Pardon the intrusion\Time to explore Jintan's house! response:	Let's see, how about this room.
context: Jin - Yadomi.\He's going home after all.\Hey, was that supposed to be an insult?\No way! Was it?!\Being home alone...\Pardon the intrusion\Time to explore Jintan's house!\Let's see, how about this room. response:	Ok, ok.
context: He's going home after all.\Hey, was that supposed to be an insult?\No way! Was it?!\Being home alone...\Pardon the intrusion\Time to explore Jintan's house!\Let's see, how about this room.\Ok, ok. response:	Oh yeah.
context: Hey, was that supposed to be an insult?\No way! Was it?!\Being home alone...\Pardon the intrusion\Time to explore Jintan's house!\Let's see, how about this room.\Ok, ok.\Oh yeah. response:	Jintan's mom died.
context: No way! Was it?!\Being home alone...\Pardon the intrusion\Time to explore Jintan's house!\Let's see, how about this room.\Ok, ok.\Oh yeah.\Jintan's mom died. response:	She was way prettier in person.
context: Being home alone...\Pardon the intrusion\Time to explore Jintan's house!\Let's see, how about this room.\Ok, ok.\Oh yeah.\Jintan's mom died.\She was way prettier in person. response:	I don't really like the picture my family has of me either.
context: Pardon the intrusion\Time to explore Jintan's house!\Let's see, how about this room.\Ok, ok.\Oh yeah.\Jintan's mom died.\She was way prettier in person.\I don't really like the picture my family has of me either. response:	But I always made the'peace' sign when I got my photo taken,
context: Time to explore Jintan's house!\Let's see, how about this room.\Ok, ok.\Oh yeah.\Jintan's mom died.\She was way prettier in person.\I don't really like the picture my family has of me either.\But I always made the'peace' sign when I got my photo taken, response:	so there probably weren't any normal photos of me.
context: Let's see, how about this room.\Ok, ok.\Oh yeah.\Jintan's mom died.\She was way prettier in person.\I don't really like the picture my family has of me either.\But I always made the'peace' sign when I got my photo taken,\so there probably weren't any normal photos of me. response:	I'm dead too, but right now I'm doing well.
context: Ok, ok.\Oh yeah.\Jintan's mom died.\She was way prettier in person.\I don't really like the picture my family has of me either.\But I always made the'peace' sign when I got my photo taken,\so there probably weren't any normal photos of me.\I'm dead too, but right now I'm doing well. response:	What's this?
context: Oh yeah.\Jintan's mom died.\She was way prettier in person.\I don't really like the picture my family has of me either.\But I always made the'peace' sign when I got my photo taken,\so there probably weren't any normal photos of me.\I'm dead too, but right now I'm doing well.\What's this? response:	I'm crying again.
context: Jintan's mom died.\She was way prettier in person.\I don't really like the picture my family has of me either.\But I always made the'peace' sign when I got my photo taken,\so there probably weren't any normal photos of me.\I'm dead too, but right now I'm doing well.\What's this?\I'm crying again. response:	Jintan will get angry at me.
context: She was way prettier in person.\I don't really like the picture my family has of me either.\But I always made the'peace' sign when I got my photo taken,\so there probably weren't any normal photos of me.\I'm dead too, but right now I'm doing well.\What's this?\I'm crying again.\Jintan will get angry at me. response:	This is pathetic.
context: I don't really like the picture my family has of me either.\But I always made the'peace' sign when I got my photo taken,\so there probably weren't any normal photos of me.\I'm dead too, but right now I'm doing well.\What's this?\I'm crying again.\Jintan will get angry at me.\This is pathetic. response:	It has nothing to do with my promise to Anaru.
context: But I always made the'peace' sign when I got my photo taken,\so there probably weren't any normal photos of me.\I'm dead too, but right now I'm doing well.\What's this?\I'm crying again.\Jintan will get angry at me.\This is pathetic.\It has nothing to do with my promise to Anaru. response:	Menma, my hallucination, is telling me to go to school.
context: so there probably weren't any normal photos of me.\I'm dead too, but right now I'm doing well.\What's this?\I'm crying again.\Jintan will get angry at me.\This is pathetic.\It has nothing to do with my promise to Anaru.\Menma, my hallucination, is telling me to go to school. response:	That means somewhere inside of me, I...
context: I'm dead too, but right now I'm doing well.\What's this?\I'm crying again.\Jintan will get angry at me.\This is pathetic.\It has nothing to do with my promise to Anaru.\Menma, my hallucination, is telling me to go to school.\That means somewhere inside of me, I... response:	Maybe I'll head back.
context: What's this?\I'm crying again.\Jintan will get angry at me.\This is pathetic.\It has nothing to do with my promise to Anaru.\Menma, my hallucination, is telling me to go to school.\That means somewhere inside of me, I...\Maybe I'll head back. response:	What are you doing, Jintan?
context: I'm crying again.\Jintan will get angry at me.\This is pathetic.\It has nothing to do with my promise to Anaru.\Menma, my hallucination, is telling me to go to school.\That means somewhere inside of me, I...\Maybe I'll head back.\What are you doing, Jintan? response:	You have to go to school!
context: Jintan will get angry at me.\This is pathetic.\It has nothing to do with my promise to Anaru.\Menma, my hallucination, is telling me to go to school.\That means somewhere inside of me, I...\Maybe I'll head back.\What are you doing, Jintan?\You have to go to school! response:	I can't go back...
context: This is pathetic.\It has nothing to do with my promise to Anaru.\Menma, my hallucination, is telling me to go to school.\That means somewhere inside of me, I...\Maybe I'll head back.\What are you doing, Jintan?\You have to go to school!\I can't go back... response:	What are you doing?
context: It has nothing to do with my promise to Anaru.\Menma, my hallucination, is telling me to go to school.\That means somewhere inside of me, I...\Maybe I'll head back.\What are you doing, Jintan?\You have to go to school!\I can't go back...\What are you doing? response:	Partner!
context: Menma, my hallucination, is telling me to go to school.\That means somewhere inside of me, I...\Maybe I'll head back.\What are you doing, Jintan?\You have to go to school!\I can't go back...\What are you doing?\Partner! response:	Partner?
context: That means somewhere inside of me, I...\Maybe I'll head back.\What are you doing, Jintan?\You have to go to school!\I can't go back...\What are you doing?\Partner!\Partner? response:	I saw too.
context: Maybe I'll head back.\What are you doing, Jintan?\You have to go to school!\I can't go back...\What are you doing?\Partner!\Partner?\I saw too. response:	What did you see?
context: What are you doing, Jintan?\You have to go to school!\I can't go back...\What are you doing?\Partner!\Partner?\I saw too.\What did you see? response:	Menma, duh!
context: You have to go to school!\I can't go back...\What are you doing?\Partner!\Partner?\I saw too.\What did you see?\Menma, duh! response:	I'm getting pretty awesome myself.
context: I can't go back...\What are you doing?\Partner!\Partner?\I saw too.\What did you see?\Menma, duh!\I'm getting pretty awesome myself. response:	Why is my hallucination...
context: What are you doing?\Partner!\Partner?\I saw too.\What did you see?\Menma, duh!\I'm getting pretty awesome myself.\Why is my hallucination... response:	It was a miracle of timing.
context: Partner!\Partner?\I saw too.\What did you see?\Menma, duh!\I'm getting pretty awesome myself.\Why is my hallucination...\It was a miracle of timing. response:	I made a miraculous curved shape with my piss!
context: Partner?\I saw too.\What did you see?\Menma, duh!\I'm getting pretty awesome myself.\Why is my hallucination...\It was a miracle of timing.\I made a miraculous curved shape with my piss! response:	And then it was like... woah, a triangle!
context: I saw too.\What did you see?\Menma, duh!\I'm getting pretty awesome myself.\Why is my hallucination...\It was a miracle of timing.\I made a miraculous curved shape with my piss!\And then it was like... woah, a triangle! response:	Something appeared!
context: What did you see?\Menma, duh!\I'm getting pretty awesome myself.\Why is my hallucination...\It was a miracle of timing.\I made a miraculous curved shape with my piss!\And then it was like... woah, a triangle!\Something appeared! response:	Are you sure you didn't mistake something else for her?
context: Menma, duh!\I'm getting pretty awesome myself.\Why is my hallucination...\It was a miracle of timing.\I made a miraculous curved shape with my piss!\And then it was like... woah, a triangle!\Something appeared!\Are you sure you didn't mistake something else for her? response:	No way. I've got the eyesight of an Ottoman.
context: I'm getting pretty awesome myself.\Why is my hallucination...\It was a miracle of timing.\I made a miraculous curved shape with my piss!\And then it was like... woah, a triangle!\Something appeared!\Are you sure you didn't mistake something else for her?\No way. I've got the eyesight of an Ottoman. response:	Menma's become a grown woman.
context: Why is my hallucination...\It was a miracle of timing.\I made a miraculous curved shape with my piss!\And then it was like... woah, a triangle!\Something appeared!\Are you sure you didn't mistake something else for her?\No way. I've got the eyesight of an Ottoman.\Menma's become a grown woman. response:	She's grown up?
context: It was a miracle of timing.\I made a miraculous curved shape with my piss!\And then it was like... woah, a triangle!\Something appeared!\Are you sure you didn't mistake something else for her?\No way. I've got the eyesight of an Ottoman.\Menma's become a grown woman.\She's grown up? response:	Yeah. She's a fine woman.
context: I made a miraculous curved shape with my piss!\And then it was like... woah, a triangle!\Something appeared!\Are you sure you didn't mistake something else for her?\No way. I've got the eyesight of an Ottoman.\Menma's become a grown woman.\She's grown up?\Yeah. She's a fine woman. response:	What was she wearing?
context: And then it was like... woah, a triangle!\Something appeared!\Are you sure you didn't mistake something else for her?\No way. I've got the eyesight of an Ottoman.\Menma's become a grown woman.\She's grown up?\Yeah. She's a fine woman.\What was she wearing? response:	That white one-piece dress that she often wore during the summer.
context: Something appeared!\Are you sure you didn't mistake something else for her?\No way. I've got the eyesight of an Ottoman.\Menma's become a grown woman.\She's grown up?\Yeah. She's a fine woman.\What was she wearing?\That white one-piece dress that she often wore during the summer. response:	Menma came back to have her wish granted, right?
context: Are you sure you didn't mistake something else for her?\No way. I've got the eyesight of an Ottoman.\Menma's become a grown woman.\She's grown up?\Yeah. She's a fine woman.\What was she wearing?\That white one-piece dress that she often wore during the summer.\Menma came back to have her wish granted, right? response:	I'll get serious and put all my effort into figuring it out.
context: No way. I've got the eyesight of an Ottoman.\Menma's become a grown woman.\She's grown up?\Yeah. She's a fine woman.\What was she wearing?\That white one-piece dress that she often wore during the summer.\Menma came back to have her wish granted, right?\I'll get serious and put all my effort into figuring it out. response:	I'm heading home.
context: Menma's become a grown woman.\She's grown up?\Yeah. She's a fine woman.\What was she wearing?\That white one-piece dress that she often wore during the summer.\Menma came back to have her wish granted, right?\I'll get serious and put all my effort into figuring it out.\I'm heading home. response:	It's my turn to make dinner.
context: She's grown up?\Yeah. She's a fine woman.\What was she wearing?\That white one-piece dress that she often wore during the summer.\Menma came back to have her wish granted, right?\I'll get serious and put all my effort into figuring it out.\I'm heading home.\It's my turn to make dinner. response:	Dinner? It's still noon.
context: Yeah. She's a fine woman.\What was she wearing?\That white one-piece dress that she often wore during the summer.\Menma came back to have her wish granted, right?\I'll get serious and put all my effort into figuring it out.\I'm heading home.\It's my turn to make dinner.\Dinner? It's still noon. response:	What could it be? Curry?
context: What was she wearing?\That white one-piece dress that she often wore during the summer.\Menma came back to have her wish granted, right?\I'll get serious and put all my effort into figuring it out.\I'm heading home.\It's my turn to make dinner.\Dinner? It's still noon.\What could it be? Curry? response:	Curry steamed for eight hours?
context: That white one-piece dress that she often wore during the summer.\Menma came back to have her wish granted, right?\I'll get serious and put all my effort into figuring it out.\I'm heading home.\It's my turn to make dinner.\Dinner? It's still noon.\What could it be? Curry?\Curry steamed for eight hours? response:	I want some too! Hey Jintan, let me...
context: Menma came back to have her wish granted, right?\I'll get serious and put all my effort into figuring it out.\I'm heading home.\It's my turn to make dinner.\Dinner? It's still noon.\What could it be? Curry?\Curry steamed for eight hours?\I want some too! Hey Jintan, let me... response:	Huh?
context: I'll get serious and put all my effort into figuring it out.\I'm heading home.\It's my turn to make dinner.\Dinner? It's still noon.\What could it be? Curry?\Curry steamed for eight hours?\I want some too! Hey Jintan, let me...\Huh? response:	The grown-up Menma.
context: I'm heading home.\It's my turn to make dinner.\Dinner? It's still noon.\What could it be? Curry?\Curry steamed for eight hours?\I want some too! Hey Jintan, let me...\Huh?\The grown-up Menma. response:	I-I'm back.
context: It's my turn to make dinner.\Dinner? It's still noon.\What could it be? Curry?\Curry steamed for eight hours?\I want some too! Hey Jintan, let me...\Huh?\The grown-up Menma.\I-I'm back. response:	Scratch that. You're actually...
context: Dinner? It's still noon.\What could it be? Curry?\Curry steamed for eight hours?\I want some too! Hey Jintan, let me...\Huh?\The grown-up Menma.\I-I'm back.\Scratch that. You're actually... response:	You're really early, Jintan.
context: What could it be? Curry?\Curry steamed for eight hours?\I want some too! Hey Jintan, let me...\Huh?\The grown-up Menma.\I-I'm back.\Scratch that. You're actually...\You're really early, Jintan. response:	All we had today was the opening ceremony, so school was out early.
context: Curry steamed for eight hours?\I want some too! Hey Jintan, let me...\Huh?\The grown-up Menma.\I-I'm back.\Scratch that. You're actually...\You're really early, Jintan.\All we had today was the opening ceremony, so school was out early. response:	Oh yeah!
context: I want some too! Hey Jintan, let me...\Huh?\The grown-up Menma.\I-I'm back.\Scratch that. You're actually...\You're really early, Jintan.\All we had today was the opening ceremony, so school was out early.\Oh yeah! response:	What have you been up to?
context: Huh?\The grown-up Menma.\I-I'm back.\Scratch that. You're actually...\You're really early, Jintan.\All we had today was the opening ceremony, so school was out early.\Oh yeah!\What have you been up to? response:	I applied my home ec knowledge!
context: The grown-up Menma.\I-I'm back.\Scratch that. You're actually...\You're really early, Jintan.\All we had today was the opening ceremony, so school was out early.\Oh yeah!\What have you been up to?\I applied my home ec knowledge! response:	Look at the mess you've made...
context: I-I'm back.\Scratch that. You're actually...\You're really early, Jintan.\All we had today was the opening ceremony, so school was out early.\Oh yeah!\What have you been up to?\I applied my home ec knowledge!\Look at the mess you've made... response:	Is that..?
context: Scratch that. You're actually...\You're really early, Jintan.\All we had today was the opening ceremony, so school was out early.\Oh yeah!\What have you been up to?\I applied my home ec knowledge!\Look at the mess you've made...\Is that..? response:	I'm so hungry.
context: You're really early, Jintan.\All we had today was the opening ceremony, so school was out early.\Oh yeah!\What have you been up to?\I applied my home ec knowledge!\Look at the mess you've made...\Is that..?\I'm so hungry. response:	Let's hurry.
context: All we had today was the opening ceremony, so school was out early.\Oh yeah!\What have you been up to?\I applied my home ec knowledge!\Look at the mess you've made...\Is that..?\I'm so hungry.\Let's hurry. response:	Wait for me.
context: Oh yeah!\What have you been up to?\I applied my home ec knowledge!\Look at the mess you've made...\Is that..?\I'm so hungry.\Let's hurry.\Wait for me. response:	Don't push me, Poppo!
context: What have you been up to?\I applied my home ec knowledge!\Look at the mess you've made...\Is that..?\I'm so hungry.\Let's hurry.\Wait for me.\Don't push me, Poppo! response:	Mom, are there any ready?
context: I applied my home ec knowledge!\Look at the mess you've made...\Is that..?\I'm so hungry.\Let's hurry.\Wait for me.\Don't push me, Poppo!\Mom, are there any ready? response:	There are.
context: Look at the mess you've made...\Is that..?\I'm so hungry.\Let's hurry.\Wait for me.\Don't push me, Poppo!\Mom, are there any ready?\There are. response:	Jinta. You came to see me.
context: Is that..?\I'm so hungry.\Let's hurry.\Wait for me.\Don't push me, Poppo!\Mom, are there any ready?\There are.\Jinta. You came to see me. response:	Go on.
context: I'm so hungry.\Let's hurry.\Wait for me.\Don't push me, Poppo!\Mom, are there any ready?\There are.\Jinta. You came to see me.\Go on. response:	Mom.
context: Let's hurry.\Wait for me.\Don't push me, Poppo!\Mom, are there any ready?\There are.\Jinta. You came to see me.\Go on.\Mom. response:	Everyone wants to eat your muffins.
context: Wait for me.\Don't push me, Poppo!\Mom, are there any ready?\There are.\Jinta. You came to see me.\Go on.\Mom.\Everyone wants to eat your muffins. response:	I'm sorry.
context: Don't push me, Poppo!\Mom, are there any ready?\There are.\Jinta. You came to see me.\Go on.\Mom.\Everyone wants to eat your muffins.\I'm sorry. response:	Jinta. Wait a second.
context: Mom, are there any ready?\There are.\Jinta. You came to see me.\Go on.\Mom.\Everyone wants to eat your muffins.\I'm sorry.\Jinta. Wait a second. response:	Jintan.
context: There are.\Jinta. You came to see me.\Go on.\Mom.\Everyone wants to eat your muffins.\I'm sorry.\Jinta. Wait a second.\Jintan. response:	Jin...tan...
context: Jinta. You came to see me.\Go on.\Mom.\Everyone wants to eat your muffins.\I'm sorry.\Jinta. Wait a second.\Jintan.\Jin...tan... response:	Jintan.
context: Go on.\Mom.\Everyone wants to eat your muffins.\I'm sorry.\Jinta. Wait a second.\Jintan.\Jin...tan...\Jintan. response:	Let's eat them.
context: Mom.\Everyone wants to eat your muffins.\I'm sorry.\Jinta. Wait a second.\Jintan.\Jin...tan...\Jintan.\Let's eat them. response:	Yeah, sure.
context: Everyone wants to eat your muffins.\I'm sorry.\Jinta. Wait a second.\Jintan.\Jin...tan...\Jintan.\Let's eat them.\Yeah, sure. response:	Time to eat.
context: I'm sorry.\Jinta. Wait a second.\Jintan.\Jin...tan...\Jintan.\Let's eat them.\Yeah, sure.\Time to eat. response:	The ones your mom made were tastier.
context: Jinta. Wait a second.\Jintan.\Jin...tan...\Jintan.\Let's eat them.\Yeah, sure.\Time to eat.\The ones your mom made were tastier. response:	Maybe it's because I didn't have any raisins.
context: Jintan.\Jin...tan...\Jintan.\Let's eat them.\Yeah, sure.\Time to eat.\The ones your mom made were tastier.\Maybe it's because I didn't have any raisins. response:	I'll practice more and more, and I'll make them even tastier!
context: Jin...tan...\Jintan.\Let's eat them.\Yeah, sure.\Time to eat.\The ones your mom made were tastier.\Maybe it's because I didn't have any raisins.\I'll practice more and more, and I'll make them even tastier! response:	More? Do you plan on staying here forever?
context: Jintan.\Let's eat them.\Yeah, sure.\Time to eat.\The ones your mom made were tastier.\Maybe it's because I didn't have any raisins.\I'll practice more and more, and I'll make them even tastier!\More? Do you plan on staying here forever? response:	Can't I?
context: Let's eat them.\Yeah, sure.\Time to eat.\The ones your mom made were tastier.\Maybe it's because I didn't have any raisins.\I'll practice more and more, and I'll make them even tastier!\More? Do you plan on staying here forever?\Can't I? response:	That's not really the issue.
context: Yeah, sure.\Time to eat.\The ones your mom made were tastier.\Maybe it's because I didn't have any raisins.\I'll practice more and more, and I'll make them even tastier!\More? Do you plan on staying here forever?\Can't I?\That's not really the issue. response:	By the way, did you go over to Poppo's place too?
context: Time to eat.\The ones your mom made were tastier.\Maybe it's because I didn't have any raisins.\I'll practice more and more, and I'll make them even tastier!\More? Do you plan on staying here forever?\Can't I?\That's not really the issue.\By the way, did you go over to Poppo's place too? response:	Huh? I don't know what you're talking about.
context: The ones your mom made were tastier.\Maybe it's because I didn't have any raisins.\I'll practice more and more, and I'll make them even tastier!\More? Do you plan on staying here forever?\Can't I?\That's not really the issue.\By the way, did you go over to Poppo's place too?\Huh? I don't know what you're talking about. response:	I've been at home this whole time.
context: Maybe it's because I didn't have any raisins.\I'll practice more and more, and I'll make them even tastier!\More? Do you plan on staying here forever?\Can't I?\That's not really the issue.\By the way, did you go over to Poppo's place too?\Huh? I don't know what you're talking about.\I've been at home this whole time. response:	But he said he saw you.
context: I'll practice more and more, and I'll make them even tastier!\More? Do you plan on staying here forever?\Can't I?\That's not really the issue.\By the way, did you go over to Poppo's place too?\Huh? I don't know what you're talking about.\I've been at home this whole time.\But he said he saw you. response:	Maybe that was my ghost.
context: More? Do you plan on staying here forever?\Can't I?\That's not really the issue.\By the way, did you go over to Poppo's place too?\Huh? I don't know what you're talking about.\I've been at home this whole time.\But he said he saw you.\Maybe that was my ghost. response:	So what does that make you?
context: Can't I?\That's not really the issue.\By the way, did you go over to Poppo's place too?\Huh? I don't know what you're talking about.\I've been at home this whole time.\But he said he saw you.\Maybe that was my ghost.\So what does that make you? response:	I'm Meiko Honma.
context: That's not really the issue.\By the way, did you go over to Poppo's place too?\Huh? I don't know what you're talking about.\I've been at home this whole time.\But he said he saw you.\Maybe that was my ghost.\So what does that make you?\I'm Meiko Honma. response:	You make no sense.
context: By the way, did you go over to Poppo's place too?\Huh? I don't know what you're talking about.\I've been at home this whole time.\But he said he saw you.\Maybe that was my ghost.\So what does that make you?\I'm Meiko Honma.\You make no sense. response:	This is so-so.
context: Huh? I don't know what you're talking about.\I've been at home this whole time.\But he said he saw you.\Maybe that was my ghost.\So what does that make you?\I'm Meiko Honma.\You make no sense.\This is so-so. response:	It doesn't really matter whether you're a ghost or not.
context: I've been at home this whole time.\But he said he saw you.\Maybe that was my ghost.\So what does that make you?\I'm Meiko Honma.\You make no sense.\This is so-so.\It doesn't really matter whether you're a ghost or not. response:	It's nothing.
context: But he said he saw you.\Maybe that was my ghost.\So what does that make you?\I'm Meiko Honma.\You make no sense.\This is so-so.\It doesn't really matter whether you're a ghost or not.\It's nothing. response:	There's egg shell in this.
context: Maybe that was my ghost.\So what does that make you?\I'm Meiko Honma.\You make no sense.\This is so-so.\It doesn't really matter whether you're a ghost or not.\It's nothing.\There's egg shell in this. response:	Ummm... that's for the calcium!
context: So what does that make you?\I'm Meiko Honma.\You make no sense.\This is so-so.\It doesn't really matter whether you're a ghost or not.\It's nothing.\There's egg shell in this.\Ummm... that's for the calcium! response:	You still can't decide? I have things to do too you know.
context: I'm Meiko Honma.\You make no sense.\This is so-so.\It doesn't really matter whether you're a ghost or not.\It's nothing.\There's egg shell in this.\Ummm... that's for the calcium!\You still can't decide? I have things to do too you know. response:	My bad. Wait just a little more.
context: You make no sense.\This is so-so.\It doesn't really matter whether you're a ghost or not.\It's nothing.\There's egg shell in this.\Ummm... that's for the calcium!\You still can't decide? I have things to do too you know.\My bad. Wait just a little more. response:	What is it?
context: This is so-so.\It doesn't really matter whether you're a ghost or not.\It's nothing.\There's egg shell in this.\Ummm... that's for the calcium!\You still can't decide? I have things to do too you know.\My bad. Wait just a little more.\What is it? response:	Hisakawa.
context: It doesn't really matter whether you're a ghost or not.\It's nothing.\There's egg shell in this.\Ummm... that's for the calcium!\You still can't decide? I have things to do too you know.\My bad. Wait just a little more.\What is it?\Hisakawa. response:	Hisakawa... you mean Poppo?
context: It's nothing.\There's egg shell in this.\Ummm... that's for the calcium!\You still can't decide? I have things to do too you know.\My bad. Wait just a little more.\What is it?\Hisakawa.\Hisakawa... you mean Poppo? response:	So you still keep in touch with him.
context: There's egg shell in this.\Ummm... that's for the calcium!\You still can't decide? I have things to do too you know.\My bad. Wait just a little more.\What is it?\Hisakawa.\Hisakawa... you mean Poppo?\So you still keep in touch with him. response:	He found Menma?
context: Ummm... that's for the calcium!\You still can't decide? I have things to do too you know.\My bad. Wait just a little more.\What is it?\Hisakawa.\Hisakawa... you mean Poppo?\So you still keep in touch with him.\He found Menma? response:	Are you looking for a present?
context: You still can't decide? I have things to do too you know.\My bad. Wait just a little more.\What is it?\Hisakawa.\Hisakawa... you mean Poppo?\So you still keep in touch with him.\He found Menma?\Are you looking for a present? response:	Yes.
context: My bad. Wait just a little more.\What is it?\Hisakawa.\Hisakawa... you mean Poppo?\So you still keep in touch with him.\He found Menma?\Are you looking for a present?\Yes. response:	You must be his girlfriend. I'm so envious.
context: What is it?\Hisakawa.\Hisakawa... you mean Poppo?\So you still keep in touch with him.\He found Menma?\Are you looking for a present?\Yes.\You must be his girlfriend. I'm so envious. response:	We have a wide selection, so please take your time.
context: Hisakawa.\Hisakawa... you mean Poppo?\So you still keep in touch with him.\He found Menma?\Are you looking for a present?\Yes.\You must be his girlfriend. I'm so envious.\We have a wide selection, so please take your time. response:	You're always taking me places like this.
context: Hisakawa... you mean Poppo?\So you still keep in touch with him.\He found Menma?\Are you looking for a present?\Yes.\You must be his girlfriend. I'm so envious.\We have a wide selection, so please take your time.\You're always taking me places like this. response:	Who's it for?
context: So you still keep in touch with him.\He found Menma?\Are you looking for a present?\Yes.\You must be his girlfriend. I'm so envious.\We have a wide selection, so please take your time.\You're always taking me places like this.\Who's it for? response:	I'm not telling.
context: He found Menma?\Are you looking for a present?\Yes.\You must be his girlfriend. I'm so envious.\We have a wide selection, so please take your time.\You're always taking me places like this.\Who's it for?\I'm not telling. response:	Alright already!
context: Are you looking for a present?\Yes.\You must be his girlfriend. I'm so envious.\We have a wide selection, so please take your time.\You're always taking me places like this.\Who's it for?\I'm not telling.\Alright already! response:	Here's your newspaper.
context: Yes.\You must be his girlfriend. I'm so envious.\We have a wide selection, so please take your time.\You're always taking me places like this.\Who's it for?\I'm not telling.\Alright already!\Here's your newspaper. response:	We don't have a subscription.
context: You must be his girlfriend. I'm so envious.\We have a wide selection, so please take your time.\You're always taking me places like this.\Who's it for?\I'm not telling.\Alright already!\Here's your newspaper.\We don't have a subscription. response:	Don't worry about that. Take this.
context: We have a wide selection, so please take your time.\You're always taking me places like this.\Who's it for?\I'm not telling.\Alright already!\Here's your newspaper.\We don't have a subscription.\Don't worry about that. Take this. response:	Huh? What's this?
context: You're always taking me places like this.\Who's it for?\I'm not telling.\Alright already!\Here's your newspaper.\We don't have a subscription.\Don't worry about that. Take this.\Huh? What's this? response:	Menma's Search Party to commemorate the end of summer.
context: Who's it for?\I'm not telling.\Alright already!\Here's your newspaper.\We don't have a subscription.\Don't worry about that. Take this.\Huh? What's this?\Menma's Search Party to commemorate the end of summer. response:	Menma, a cool evening and a barbecue.
context: I'm not telling.\Alright already!\Here's your newspaper.\We don't have a subscription.\Don't worry about that. Take this.\Huh? What's this?\Menma's Search Party to commemorate the end of summer.\Menma, a cool evening and a barbecue. response:	I don't see the point of this.
context: Alright already!\Here's your newspaper.\We don't have a subscription.\Don't worry about that. Take this.\Huh? What's this?\Menma's Search Party to commemorate the end of summer.\Menma, a cool evening and a barbecue.\I don't see the point of this. response:	Yeah yeah yeah.
