context: It really is you, Kirino! response:	Ayase...
context: I said I don't care if I'm gross!\After all, I'm a perverted siscon idiot of a brother that thinks he's got something good going on after he got to know his sister a bit.\I'm not letting you leave here till you tell me the whole story.\Wh-What's with you?\You haven't made up with Ayase, right?\How could I?\After what happened...\But you acted like nothing happened the day after. response:	I had training camp, so I couldn't disappoint anyone.
context: After all, I'm a perverted siscon idiot of a brother that thinks he's got something good going on after he got to know his sister a bit.\I'm not letting you leave here till you tell me the whole story.\Wh-What's with you?\You haven't made up with Ayase, right?\How could I?\After what happened...\But you acted like nothing happened the day after.\I had training camp, so I couldn't disappoint anyone. response:	What's that supposed to mean?
context: I'm not letting you leave here till you tell me the whole story.\Wh-What's with you?\You haven't made up with Ayase, right?\How could I?\After what happened...\But you acted like nothing happened the day after.\I had training camp, so I couldn't disappoint anyone.\What's that supposed to mean? response:	A lot of people wanted to go to camp, and since I was chosen to go, I couldn't just stay depressed and not work hard.
context: Wh-What's with you?\You haven't made up with Ayase, right?\How could I?\After what happened...\But you acted like nothing happened the day after.\I had training camp, so I couldn't disappoint anyone.\What's that supposed to mean?\A lot of people wanted to go to camp, and since I was chosen to go, I couldn't just stay depressed and not work hard. response:	That was a separate problem, and at the camp I had to focus on doing what I had to do.
context: You haven't made up with Ayase, right?\How could I?\After what happened...\But you acted like nothing happened the day after.\I had training camp, so I couldn't disappoint anyone.\What's that supposed to mean?\A lot of people wanted to go to camp, and since I was chosen to go, I couldn't just stay depressed and not work hard.\That was a separate problem, and at the camp I had to focus on doing what I had to do. response:	I see.
context: How could I?\After what happened...\But you acted like nothing happened the day after.\I had training camp, so I couldn't disappoint anyone.\What's that supposed to mean?\A lot of people wanted to go to camp, and since I was chosen to go, I couldn't just stay depressed and not work hard.\That was a separate problem, and at the camp I had to focus on doing what I had to do.\I see. response:	So didn't you try calling her or something?
context: After what happened...\But you acted like nothing happened the day after.\I had training camp, so I couldn't disappoint anyone.\What's that supposed to mean?\A lot of people wanted to go to camp, and since I was chosen to go, I couldn't just stay depressed and not work hard.\That was a separate problem, and at the camp I had to focus on doing what I had to do.\I see.\So didn't you try calling her or something? response:	What do you think you're doing?
context: But you acted like nothing happened the day after.\I had training camp, so I couldn't disappoint anyone.\What's that supposed to mean?\A lot of people wanted to go to camp, and since I was chosen to go, I couldn't just stay depressed and not work hard.\That was a separate problem, and at the camp I had to focus on doing what I had to do.\I see.\So didn't you try calling her or something?\What do you think you're doing? response:	It's not like I can help it.
context: I had training camp, so I couldn't disappoint anyone.\What's that supposed to mean?\A lot of people wanted to go to camp, and since I was chosen to go, I couldn't just stay depressed and not work hard.\That was a separate problem, and at the camp I had to focus on doing what I had to do.\I see.\So didn't you try calling her or something?\What do you think you're doing?\It's not like I can help it. response:	Isn't she your best friend?
context: What's that supposed to mean?\A lot of people wanted to go to camp, and since I was chosen to go, I couldn't just stay depressed and not work hard.\That was a separate problem, and at the camp I had to focus on doing what I had to do.\I see.\So didn't you try calling her or something?\What do you think you're doing?\It's not like I can help it.\Isn't she your best friend? response:	Are you really just going to leave things like this?
context: A lot of people wanted to go to camp, and since I was chosen to go, I couldn't just stay depressed and not work hard.\That was a separate problem, and at the camp I had to focus on doing what I had to do.\I see.\So didn't you try calling her or something?\What do you think you're doing?\It's not like I can help it.\Isn't she your best friend?\Are you really just going to leave things like this? response:	You
context: That was a separate problem, and at the camp I had to focus on doing what I had to do.\I see.\So didn't you try calling her or something?\What do you think you're doing?\It's not like I can help it.\Isn't she your best friend?\Are you really just going to leave things like this?\You response:	Shut up!!
context: I see.\So didn't you try calling her or something?\What do you think you're doing?\It's not like I can help it.\Isn't she your best friend?\Are you really just going to leave things like this?\You\Shut up!! response:	Stop talking like you know what I'm going through!
context: So didn't you try calling her or something?\What do you think you're doing?\It's not like I can help it.\Isn't she your best friend?\Are you really just going to leave things like this?\You\Shut up!!\Stop talking like you know what I'm going through! response:	Leave me alone!!
context: What do you think you're doing?\It's not like I can help it.\Isn't she your best friend?\Are you really just going to leave things like this?\You\Shut up!!\Stop talking like you know what I'm going through!\Leave me alone!! response:	I can't stand the way you're just giving up like that!
context: It's not like I can help it.\Isn't she your best friend?\Are you really just going to leave things like this?\You\Shut up!!\Stop talking like you know what I'm going through!\Leave me alone!!\I can't stand the way you're just giving up like that! response:	It's not like you!
context: Isn't she your best friend?\Are you really just going to leave things like this?\You\Shut up!!\Stop talking like you know what I'm going through!\Leave me alone!!\I can't stand the way you're just giving up like that!\It's not like you! response:	Normally you'd try to fix it any way you could, no matter how unsightly or how low the odds were!
context: Are you really just going to leave things like this?\You\Shut up!!\Stop talking like you know what I'm going through!\Leave me alone!!\I can't stand the way you're just giving up like that!\It's not like you!\Normally you'd try to fix it any way you could, no matter how unsightly or how low the odds were! response:	What?
context: You\Shut up!!\Stop talking like you know what I'm going through!\Leave me alone!!\I can't stand the way you're just giving up like that!\It's not like you!\Normally you'd try to fix it any way you could, no matter how unsightly or how low the odds were!\What? response:	Why are you acting all mature all of a sudden?
context: Shut up!!\Stop talking like you know what I'm going through!\Leave me alone!!\I can't stand the way you're just giving up like that!\It's not like you!\Normally you'd try to fix it any way you could, no matter how unsightly or how low the odds were!\What?\Why are you acting all mature all of a sudden? response:	Getting a lecture from you after this long really pisses me off!
context: Stop talking like you know what I'm going through!\Leave me alone!!\I can't stand the way you're just giving up like that!\It's not like you!\Normally you'd try to fix it any way you could, no matter how unsightly or how low the odds were!\What?\Why are you acting all mature all of a sudden?\Getting a lecture from you after this long really pisses me off! response:	Sorry, but I'm not going to sit and listen.
context: Leave me alone!!\I can't stand the way you're just giving up like that!\It's not like you!\Normally you'd try to fix it any way you could, no matter how unsightly or how low the odds were!\What?\Why are you acting all mature all of a sudden?\Getting a lecture from you after this long really pisses me off!\Sorry, but I'm not going to sit and listen. response:	I'm not going to just nod and do what you say, like Neighbor-girl does.
context: I can't stand the way you're just giving up like that!\It's not like you!\Normally you'd try to fix it any way you could, no matter how unsightly or how low the odds were!\What?\Why are you acting all mature all of a sudden?\Getting a lecture from you after this long really pisses me off!\Sorry, but I'm not going to sit and listen.\I'm not going to just nod and do what you say, like Neighbor-girl does. response:	Why you
context: It's not like you!\Normally you'd try to fix it any way you could, no matter how unsightly or how low the odds were!\What?\Why are you acting all mature all of a sudden?\Getting a lecture from you after this long really pisses me off!\Sorry, but I'm not going to sit and listen.\I'm not going to just nod and do what you say, like Neighbor-girl does.\Why you response:	Don't touch me!
context: Normally you'd try to fix it any way you could, no matter how unsightly or how low the odds were!\What?\Why are you acting all mature all of a sudden?\Getting a lecture from you after this long really pisses me off!\Sorry, but I'm not going to sit and listen.\I'm not going to just nod and do what you say, like Neighbor-girl does.\Why you\Don't touch me! response:	You've never cared about me my whole life, and only now you're trying to act the big brother part?
context: What?\Why are you acting all mature all of a sudden?\Getting a lecture from you after this long really pisses me off!\Sorry, but I'm not going to sit and listen.\I'm not going to just nod and do what you say, like Neighbor-girl does.\Why you\Don't touch me!\You've never cared about me my whole life, and only now you're trying to act the big brother part? response:	What did you just...
context: Why are you acting all mature all of a sudden?\Getting a lecture from you after this long really pisses me off!\Sorry, but I'm not going to sit and listen.\I'm not going to just nod and do what you say, like Neighbor-girl does.\Why you\Don't touch me!\You've never cared about me my whole life, and only now you're trying to act the big brother part?\What did you just... response:	Shut up!!
context: Getting a lecture from you after this long really pisses me off!\Sorry, but I'm not going to sit and listen.\I'm not going to just nod and do what you say, like Neighbor-girl does.\Why you\Don't touch me!\You've never cared about me my whole life, and only now you're trying to act the big brother part?\What did you just...\Shut up!! response:	Of course I can't leave it like this!
context: Sorry, but I'm not going to sit and listen.\I'm not going to just nod and do what you say, like Neighbor-girl does.\Why you\Don't touch me!\You've never cared about me my whole life, and only now you're trying to act the big brother part?\What did you just...\Shut up!!\Of course I can't leave it like this! response:	I know that already!
context: I'm not going to just nod and do what you say, like Neighbor-girl does.\Why you\Don't touch me!\You've never cared about me my whole life, and only now you're trying to act the big brother part?\What did you just...\Shut up!!\Of course I can't leave it like this!\I know that already! response:	Wait
context: Why you\Don't touch me!\You've never cared about me my whole life, and only now you're trying to act the big brother part?\What did you just...\Shut up!!\Of course I can't leave it like this!\I know that already!\Wait response:	Not like me?
context: Don't touch me!\You've never cared about me my whole life, and only now you're trying to act the big brother part?\What did you just...\Shut up!!\Of course I can't leave it like this!\I know that already!\Wait\Not like me? response:	Try to fix it?
context: You've never cared about me my whole life, and only now you're trying to act the big brother part?\What did you just...\Shut up!!\Of course I can't leave it like this!\I know that already!\Wait\Not like me?\Try to fix it? response:	Don't say it like it's so simple!
context: What did you just...\Shut up!!\Of course I can't leave it like this!\I know that already!\Wait\Not like me?\Try to fix it?\Don't say it like it's so simple! response:	You don't understand anything!
context: Shut up!!\Of course I can't leave it like this!\I know that already!\Wait\Not like me?\Try to fix it?\Don't say it like it's so simple!\You don't understand anything! response:	You just don't understand!
context: Of course I can't leave it like this!\I know that already!\Wait\Not like me?\Try to fix it?\Don't say it like it's so simple!\You don't understand anything!\You just don't understand! response:	You don't understand!
context: I know that already!\Wait\Not like me?\Try to fix it?\Don't say it like it's so simple!\You don't understand anything!\You just don't understand!\You don't understand! response:	The life counseling isn't over...
context: Wait\Not like me?\Try to fix it?\Don't say it like it's so simple!\You don't understand anything!\You just don't understand!\You don't understand!\The life counseling isn't over... response:	Take responsibility for it till the end!
context: Not like me?\Try to fix it?\Don't say it like it's so simple!\You don't understand anything!\You just don't understand!\You don't understand!\The life counseling isn't over...\Take responsibility for it till the end! response:	Just say that from the start next time, idiot.
context: Try to fix it?\Don't say it like it's so simple!\You don't understand anything!\You just don't understand!\You don't understand!\The life counseling isn't over...\Take responsibility for it till the end!\Just say that from the start next time, idiot. response:	I must refuse.
context: Don't say it like it's so simple!\You don't understand anything!\You just don't understand!\You don't understand!\The life counseling isn't over...\Take responsibility for it till the end!\Just say that from the start next time, idiot.\I must refuse. response:	I cannot associate myself with someone with that kind of hobby.
context: You don't understand anything!\You just don't understand!\You don't understand!\The life counseling isn't over...\Take responsibility for it till the end!\Just say that from the start next time, idiot.\I must refuse.\I cannot associate myself with someone with that kind of hobby. response:	Hey
context: You just don't understand!\You don't understand!\The life counseling isn't over...\Take responsibility for it till the end!\Just say that from the start next time, idiot.\I must refuse.\I cannot associate myself with someone with that kind of hobby.\Hey response:	Let me ask you instead.
context: You don't understand!\The life counseling isn't over...\Take responsibility for it till the end!\Just say that from the start next time, idiot.\I must refuse.\I cannot associate myself with someone with that kind of hobby.\Hey\Let me ask you instead. response:	What do you think of it?
context: The life counseling isn't over...\Take responsibility for it till the end!\Just say that from the start next time, idiot.\I must refuse.\I cannot associate myself with someone with that kind of hobby.\Hey\Let me ask you instead.\What do you think of it? response:	Though, the answer's obvious at this point.
context: Take responsibility for it till the end!\Just say that from the start next time, idiot.\I must refuse.\I cannot associate myself with someone with that kind of hobby.\Hey\Let me ask you instead.\What do you think of it?\Though, the answer's obvious at this point. response:	Well, hold
context: Just say that from the start next time, idiot.\I must refuse.\I cannot associate myself with someone with that kind of hobby.\Hey\Let me ask you instead.\What do you think of it?\Though, the answer's obvious at this point.\Well, hold response:	It's all your fault.
context: I must refuse.\I cannot associate myself with someone with that kind of hobby.\Hey\Let me ask you instead.\What do you think of it?\Though, the answer's obvious at this point.\Well, hold\It's all your fault. response:	Kirino isn't that kind of person.
context: I cannot associate myself with someone with that kind of hobby.\Hey\Let me ask you instead.\What do you think of it?\Though, the answer's obvious at this point.\Well, hold\It's all your fault.\Kirino isn't that kind of person. response:	I said hold on!
context: Hey\Let me ask you instead.\What do you think of it?\Though, the answer's obvious at this point.\Well, hold\It's all your fault.\Kirino isn't that kind of person.\I said hold on! response:	Listen to me!
context: Let me ask you instead.\What do you think of it?\Though, the answer's obvious at this point.\Well, hold\It's all your fault.\Kirino isn't that kind of person.\I said hold on!\Listen to me! response:	What did you say to Kirino today?
context: What do you think of it?\Though, the answer's obvious at this point.\Well, hold\It's all your fault.\Kirino isn't that kind of person.\I said hold on!\Listen to me!\What did you say to Kirino today? response:	It was a futile effort.
context: Though, the answer's obvious at this point.\Well, hold\It's all your fault.\Kirino isn't that kind of person.\I said hold on!\Listen to me!\What did you say to Kirino today?\It was a futile effort. response:	I was her best friend.
context: Well, hold\It's all your fault.\Kirino isn't that kind of person.\I said hold on!\Listen to me!\What did you say to Kirino today?\It was a futile effort.\I was her best friend. response:	Isn't it natural that I'd want to make up with her?
context: It's all your fault.\Kirino isn't that kind of person.\I said hold on!\Listen to me!\What did you say to Kirino today?\It was a futile effort.\I was her best friend.\Isn't it natural that I'd want to make up with her? response:	Yeah...
context: Kirino isn't that kind of person.\I said hold on!\Listen to me!\What did you say to Kirino today?\It was a futile effort.\I was her best friend.\Isn't it natural that I'd want to make up with her?\Yeah... response:	So I said to her,
context: I said hold on!\Listen to me!\What did you say to Kirino today?\It was a futile effort.\I was her best friend.\Isn't it natural that I'd want to make up with her?\Yeah...\So I said to her, response:	Drop that hobby and throw it all away.
context: Listen to me!\What did you say to Kirino today?\It was a futile effort.\I was her best friend.\Isn't it natural that I'd want to make up with her?\Yeah...\So I said to her,\Drop that hobby and throw it all away. response:	Do you know what she said?
context: What did you say to Kirino today?\It was a futile effort.\I was her best friend.\Isn't it natural that I'd want to make up with her?\Yeah...\So I said to her,\Drop that hobby and throw it all away.\Do you know what she said? response:	She told me, Never!
context: It was a futile effort.\I was her best friend.\Isn't it natural that I'd want to make up with her?\Yeah...\So I said to her,\Drop that hobby and throw it all away.\Do you know what she said?\She told me, Never! response:	That means that hobby is more important to her than me!
context: I was her best friend.\Isn't it natural that I'd want to make up with her?\Yeah...\So I said to her,\Drop that hobby and throw it all away.\Do you know what she said?\She told me, Never!\That means that hobby is more important to her than me! response:	How cruel...
context: Isn't it natural that I'd want to make up with her?\Yeah...\So I said to her,\Drop that hobby and throw it all away.\Do you know what she said?\She told me, Never!\That means that hobby is more important to her than me!\How cruel... response:	I'm not trying to defend her hobby, but you don't really understand what kind of hobby it is, do you?
context: Yeah...\So I said to her,\Drop that hobby and throw it all away.\Do you know what she said?\She told me, Never!\That means that hobby is more important to her than me!\How cruel...\I'm not trying to defend her hobby, but you don't really understand what kind of hobby it is, do you? response:	You've decided you hate it without really knowing anything about it.
context: So I said to her,\Drop that hobby and throw it all away.\Do you know what she said?\She told me, Never!\That means that hobby is more important to her than me!\How cruel...\I'm not trying to defend her hobby, but you don't really understand what kind of hobby it is, do you?\You've decided you hate it without really knowing anything about it. response:	I've seen it on the news.
context: Drop that hobby and throw it all away.\Do you know what she said?\She told me, Never!\That means that hobby is more important to her than me!\How cruel...\I'm not trying to defend her hobby, but you don't really understand what kind of hobby it is, do you?\You've decided you hate it without really knowing anything about it.\I've seen it on the news. response:	Games and anime where people do lewd things to little girls are becoming more and more widespread in Japan.
context: Do you know what she said?\She told me, Never!\That means that hobby is more important to her than me!\How cruel...\I'm not trying to defend her hobby, but you don't really understand what kind of hobby it is, do you?\You've decided you hate it without really knowing anything about it.\I've seen it on the news.\Games and anime where people do lewd things to little girls are becoming more and more widespread in Japan. response:	A famous journalist reported on it.
context: She told me, Never!\That means that hobby is more important to her than me!\How cruel...\I'm not trying to defend her hobby, but you don't really understand what kind of hobby it is, do you?\You've decided you hate it without really knowing anything about it.\I've seen it on the news.\Games and anime where people do lewd things to little girls are becoming more and more widespread in Japan.\A famous journalist reported on it. response:	Aren't those the kind of things Kirino has?
context: That means that hobby is more important to her than me!\How cruel...\I'm not trying to defend her hobby, but you don't really understand what kind of hobby it is, do you?\You've decided you hate it without really knowing anything about it.\I've seen it on the news.\Games and anime where people do lewd things to little girls are becoming more and more widespread in Japan.\A famous journalist reported on it.\Aren't those the kind of things Kirino has? response:	Well, I suppose they are...
context: How cruel...\I'm not trying to defend her hobby, but you don't really understand what kind of hobby it is, do you?\You've decided you hate it without really knowing anything about it.\I've seen it on the news.\Games and anime where people do lewd things to little girls are becoming more and more widespread in Japan.\A famous journalist reported on it.\Aren't those the kind of things Kirino has?\Well, I suppose they are... response:	So when I find out that my best friend has such a disgusting hobby, isn't it natural for me to try to make her stop?
context: I'm not trying to defend her hobby, but you don't really understand what kind of hobby it is, do you?\You've decided you hate it without really knowing anything about it.\I've seen it on the news.\Games and anime where people do lewd things to little girls are becoming more and more widespread in Japan.\A famous journalist reported on it.\Aren't those the kind of things Kirino has?\Well, I suppose they are...\So when I find out that my best friend has such a disgusting hobby, isn't it natural for me to try to make her stop? response:	That journalist also said...
context: You've decided you hate it without really knowing anything about it.\I've seen it on the news.\Games and anime where people do lewd things to little girls are becoming more and more widespread in Japan.\A famous journalist reported on it.\Aren't those the kind of things Kirino has?\Well, I suppose they are...\So when I find out that my best friend has such a disgusting hobby, isn't it natural for me to try to make her stop?\That journalist also said... response:	People who play and watch those things will eventually have their minds broken, and lose their humanity.
context: I've seen it on the news.\Games and anime where people do lewd things to little girls are becoming more and more widespread in Japan.\A famous journalist reported on it.\Aren't those the kind of things Kirino has?\Well, I suppose they are...\So when I find out that my best friend has such a disgusting hobby, isn't it natural for me to try to make her stop?\That journalist also said...\People who play and watch those things will eventually have their minds broken, and lose their humanity. response:	That's an exaggeration.
context: Games and anime where people do lewd things to little girls are becoming more and more widespread in Japan.\A famous journalist reported on it.\Aren't those the kind of things Kirino has?\Well, I suppose they are...\So when I find out that my best friend has such a disgusting hobby, isn't it natural for me to try to make her stop?\That journalist also said...\People who play and watch those things will eventually have their minds broken, and lose their humanity.\That's an exaggeration. response:	And there was a man who was influenced by those games to electrocute a girl.
context: A famous journalist reported on it.\Aren't those the kind of things Kirino has?\Well, I suppose they are...\So when I find out that my best friend has such a disgusting hobby, isn't it natural for me to try to make her stop?\That journalist also said...\People who play and watch those things will eventually have their minds broken, and lose their humanity.\That's an exaggeration.\And there was a man who was influenced by those games to electrocute a girl. response:	The culprit was one of those so-called otaku would-be-criminals, and he said he was trying to mimic what he saw in a game called Siscalypse.
context: Aren't those the kind of things Kirino has?\Well, I suppose they are...\So when I find out that my best friend has such a disgusting hobby, isn't it natural for me to try to make her stop?\That journalist also said...\People who play and watch those things will eventually have their minds broken, and lose their humanity.\That's an exaggeration.\And there was a man who was influenced by those games to electrocute a girl.\The culprit was one of those so-called otaku would-be-criminals, and he said he was trying to mimic what he saw in a game called Siscalypse. response:	Don't you see?
context: Well, I suppose they are...\So when I find out that my best friend has such a disgusting hobby, isn't it natural for me to try to make her stop?\That journalist also said...\People who play and watch those things will eventually have their minds broken, and lose their humanity.\That's an exaggeration.\And there was a man who was influenced by those games to electrocute a girl.\The culprit was one of those so-called otaku would-be-criminals, and he said he was trying to mimic what he saw in a game called Siscalypse.\Don't you see? response:	Those kinds of games and manga shouldn't be allowed to exist!
context: So when I find out that my best friend has such a disgusting hobby, isn't it natural for me to try to make her stop?\That journalist also said...\People who play and watch those things will eventually have their minds broken, and lose their humanity.\That's an exaggeration.\And there was a man who was influenced by those games to electrocute a girl.\The culprit was one of those so-called otaku would-be-criminals, and he said he was trying to mimic what he saw in a game called Siscalypse.\Don't you see?\Those kinds of games and manga shouldn't be allowed to exist! response:	Anyone who plays them or creates them is a criminal just waiting to come out!
context: That journalist also said...\People who play and watch those things will eventually have their minds broken, and lose their humanity.\That's an exaggeration.\And there was a man who was influenced by those games to electrocute a girl.\The culprit was one of those so-called otaku would-be-criminals, and he said he was trying to mimic what he saw in a game called Siscalypse.\Don't you see?\Those kinds of games and manga shouldn't be allowed to exist!\Anyone who plays them or creates them is a criminal just waiting to come out! response:	They need to be regulated and controlled!
context: People who play and watch those things will eventually have their minds broken, and lose their humanity.\That's an exaggeration.\And there was a man who was influenced by those games to electrocute a girl.\The culprit was one of those so-called otaku would-be-criminals, and he said he was trying to mimic what he saw in a game called Siscalypse.\Don't you see?\Those kinds of games and manga shouldn't be allowed to exist!\Anyone who plays them or creates them is a criminal just waiting to come out!\They need to be regulated and controlled! response:	This is a hobby that Kirino absolutely cannot have!
context: That's an exaggeration.\And there was a man who was influenced by those games to electrocute a girl.\The culprit was one of those so-called otaku would-be-criminals, and he said he was trying to mimic what he saw in a game called Siscalypse.\Don't you see?\Those kinds of games and manga shouldn't be allowed to exist!\Anyone who plays them or creates them is a criminal just waiting to come out!\They need to be regulated and controlled!\This is a hobby that Kirino absolutely cannot have! response:	So I guess she's seriously worried about Kirino...
context: And there was a man who was influenced by those games to electrocute a girl.\The culprit was one of those so-called otaku would-be-criminals, and he said he was trying to mimic what he saw in a game called Siscalypse.\Don't you see?\Those kinds of games and manga shouldn't be allowed to exist!\Anyone who plays them or creates them is a criminal just waiting to come out!\They need to be regulated and controlled!\This is a hobby that Kirino absolutely cannot have!\So I guess she's seriously worried about Kirino... response:	It's going to be hard to deal with how all these incidents involving otaku really do strengthen her argument.
context: The culprit was one of those so-called otaku would-be-criminals, and he said he was trying to mimic what he saw in a game called Siscalypse.\Don't you see?\Those kinds of games and manga shouldn't be allowed to exist!\Anyone who plays them or creates them is a criminal just waiting to come out!\They need to be regulated and controlled!\This is a hobby that Kirino absolutely cannot have!\So I guess she's seriously worried about Kirino...\It's going to be hard to deal with how all these incidents involving otaku really do strengthen her argument. response:	Hey Dad, can I ask you something?
context: Don't you see?\Those kinds of games and manga shouldn't be allowed to exist!\Anyone who plays them or creates them is a criminal just waiting to come out!\They need to be regulated and controlled!\This is a hobby that Kirino absolutely cannot have!\So I guess she's seriously worried about Kirino...\It's going to be hard to deal with how all these incidents involving otaku really do strengthen her argument.\Hey Dad, can I ask you something? response:	What, about your future?
context: Those kinds of games and manga shouldn't be allowed to exist!\Anyone who plays them or creates them is a criminal just waiting to come out!\They need to be regulated and controlled!\This is a hobby that Kirino absolutely cannot have!\So I guess she's seriously worried about Kirino...\It's going to be hard to deal with how all these incidents involving otaku really do strengthen her argument.\Hey Dad, can I ask you something?\What, about your future? response:	No...
context: Anyone who plays them or creates them is a criminal just waiting to come out!\They need to be regulated and controlled!\This is a hobby that Kirino absolutely cannot have!\So I guess she's seriously worried about Kirino...\It's going to be hard to deal with how all these incidents involving otaku really do strengthen her argument.\Hey Dad, can I ask you something?\What, about your future?\No... response:	A middle school girl I'm friends with recently saw a big haul of eromanga I got!
context: They need to be regulated and controlled!\This is a hobby that Kirino absolutely cannot have!\So I guess she's seriously worried about Kirino...\It's going to be hard to deal with how all these incidents involving otaku really do strengthen her argument.\Hey Dad, can I ask you something?\What, about your future?\No...\A middle school girl I'm friends with recently saw a big haul of eromanga I got! response:	What should I do?!
context: This is a hobby that Kirino absolutely cannot have!\So I guess she's seriously worried about Kirino...\It's going to be hard to deal with how all these incidents involving otaku really do strengthen her argument.\Hey Dad, can I ask you something?\What, about your future?\No...\A middle school girl I'm friends with recently saw a big haul of eromanga I got!\What should I do?! response:	Y-You okay, Dad?
context: So I guess she's seriously worried about Kirino...\It's going to be hard to deal with how all these incidents involving otaku really do strengthen her argument.\Hey Dad, can I ask you something?\What, about your future?\No...\A middle school girl I'm friends with recently saw a big haul of eromanga I got!\What should I do?!\Y-You okay, Dad? response:	You worthless son!
context: It's going to be hard to deal with how all these incidents involving otaku really do strengthen her argument.\Hey Dad, can I ask you something?\What, about your future?\No...\A middle school girl I'm friends with recently saw a big haul of eromanga I got!\What should I do?!\Y-You okay, Dad?\You worthless son! response:	You came to me to discuss that, of all things?!
context: Hey Dad, can I ask you something?\What, about your future?\No...\A middle school girl I'm friends with recently saw a big haul of eromanga I got!\What should I do?!\Y-You okay, Dad?\You worthless son!\You came to me to discuss that, of all things?! response:	I just want to know something.
context: What, about your future?\No...\A middle school girl I'm friends with recently saw a big haul of eromanga I got!\What should I do?!\Y-You okay, Dad?\You worthless son!\You came to me to discuss that, of all things?!\I just want to know something. response:	Please! Just hear me out!
context: No...\A middle school girl I'm friends with recently saw a big haul of eromanga I got!\What should I do?!\Y-You okay, Dad?\You worthless son!\You came to me to discuss that, of all things?!\I just want to know something.\Please! Just hear me out! response:	What do you want?
context: A middle school girl I'm friends with recently saw a big haul of eromanga I got!\What should I do?!\Y-You okay, Dad?\You worthless son!\You came to me to discuss that, of all things?!\I just want to know something.\Please! Just hear me out!\What do you want? response:	So, what did you want to say?
context: What should I do?!\Y-You okay, Dad?\You worthless son!\You came to me to discuss that, of all things?!\I just want to know something.\Please! Just hear me out!\What do you want?\So, what did you want to say? response:	You can't make up with Kirino because her hobby is indecent, and she won't give it up.
context: Y-You okay, Dad?\You worthless son!\You came to me to discuss that, of all things?!\I just want to know something.\Please! Just hear me out!\What do you want?\So, what did you want to say?\You can't make up with Kirino because her hobby is indecent, and she won't give it up. response:	Am I right?
context: You worthless son!\You came to me to discuss that, of all things?!\I just want to know something.\Please! Just hear me out!\What do you want?\So, what did you want to say?\You can't make up with Kirino because her hobby is indecent, and she won't give it up.\Am I right? response:	Yes. And so?
context: You came to me to discuss that, of all things?!\I just want to know something.\Please! Just hear me out!\What do you want?\So, what did you want to say?\You can't make up with Kirino because her hobby is indecent, and she won't give it up.\Am I right?\Yes. And so? response:	After we talked about that, I looked into a few things.
context: I just want to know something.\Please! Just hear me out!\What do you want?\So, what did you want to say?\You can't make up with Kirino because her hobby is indecent, and she won't give it up.\Am I right?\Yes. And so?\After we talked about that, I looked into a few things. response:	I have heard about that case.
context: Please! Just hear me out!\What do you want?\So, what did you want to say?\You can't make up with Kirino because her hobby is indecent, and she won't give it up.\Am I right?\Yes. And so?\After we talked about that, I looked into a few things.\I have heard about that case. response:	An associate of mine at the station brought me the information.
context: What do you want?\So, what did you want to say?\You can't make up with Kirino because her hobby is indecent, and she won't give it up.\Am I right?\Yes. And so?\After we talked about that, I looked into a few things.\I have heard about that case.\An associate of mine at the station brought me the information. response:	And I also know about the journalist that wrote the article.
context: So, what did you want to say?\You can't make up with Kirino because her hobby is indecent, and she won't give it up.\Am I right?\Yes. And so?\After we talked about that, I looked into a few things.\I have heard about that case.\An associate of mine at the station brought me the information.\And I also know about the journalist that wrote the article. response:	I just happened to be looking into the incident at the time.
context: You can't make up with Kirino because her hobby is indecent, and she won't give it up.\Am I right?\Yes. And so?\After we talked about that, I looked into a few things.\I have heard about that case.\An associate of mine at the station brought me the information.\And I also know about the journalist that wrote the article.\I just happened to be looking into the incident at the time. response:	Don't misunderstand.
context: Am I right?\Yes. And so?\After we talked about that, I looked into a few things.\I have heard about that case.\An associate of mine at the station brought me the information.\And I also know about the journalist that wrote the article.\I just happened to be looking into the incident at the time.\Don't misunderstand. response:	It's not like I looked into it for you.
context: Yes. And so?\After we talked about that, I looked into a few things.\I have heard about that case.\An associate of mine at the station brought me the information.\And I also know about the journalist that wrote the article.\I just happened to be looking into the incident at the time.\Don't misunderstand.\It's not like I looked into it for you. response:	I'll start from my results.
context: After we talked about that, I looked into a few things.\I have heard about that case.\An associate of mine at the station brought me the information.\And I also know about the journalist that wrote the article.\I just happened to be looking into the incident at the time.\Don't misunderstand.\It's not like I looked into it for you.\I'll start from my results. response:	At first, the culprit in the SisCaly incident did say he tried to electrocute a little girl in imitation of a game,
context: I have heard about that case.\An associate of mine at the station brought me the information.\And I also know about the journalist that wrote the article.\I just happened to be looking into the incident at the time.\Don't misunderstand.\It's not like I looked into it for you.\I'll start from my results.\At first, the culprit in the SisCaly incident did say he tried to electrocute a little girl in imitation of a game, response:	but he withdrew that statement later.
context: An associate of mine at the station brought me the information.\And I also know about the journalist that wrote the article.\I just happened to be looking into the incident at the time.\Don't misunderstand.\It's not like I looked into it for you.\I'll start from my results.\At first, the culprit in the SisCaly incident did say he tried to electrocute a little girl in imitation of a game,\but he withdrew that statement later. response:	You're lying!
