context: Moscow Sheremetyevo International Airport response:	Look!
context: Katsuki Yuri Victor Nikiforov The Battie to Advance to the Final\Currently, only two are confirmed qualifiers.\One is Otabek Altin of Kazakhstan, who placed second in Skate America,\Fourth Event: NHK Trophy\and then won the NHK Trophy as a dark horse.\Third Event: Cup of China\Cup of China 3rd Place, Trophee de France 1st Place Christophe Giacometti (Age 25)\The other is Christophe Giacometti, who placed third in the Cup of China response:	Fifth Event: Trophee de France
context: Currently, only two are confirmed qualifiers.\One is Otabek Altin of Kazakhstan, who placed second in Skate America,\Fourth Event: NHK Trophy\and then won the NHK Trophy as a dark horse.\Third Event: Cup of China\Cup of China 3rd Place, Trophee de France 1st Place Christophe Giacometti (Age 25)\The other is Christophe Giacometti, who placed third in the Cup of China\Fifth Event: Trophee de France response:	and first at the Trophee de France.
context: One is Otabek Altin of Kazakhstan, who placed second in Skate America,\Fourth Event: NHK Trophy\and then won the NHK Trophy as a dark horse.\Third Event: Cup of China\Cup of China 3rd Place, Trophee de France 1st Place Christophe Giacometti (Age 25)\The other is Christophe Giacometti, who placed third in the Cup of China\Fifth Event: Trophee de France\and first at the Trophee de France. response:	Sixth Event
context: Fourth Event: NHK Trophy\and then won the NHK Trophy as a dark horse.\Third Event: Cup of China\Cup of China 3rd Place, Trophee de France 1st Place Christophe Giacometti (Age 25)\The other is Christophe Giacometti, who placed third in the Cup of China\Fifth Event: Trophee de France\and first at the Trophee de France.\Sixth Event response:	The last four spots in the Final will be fought over by the following skaters.
context: and then won the NHK Trophy as a dark horse.\Third Event: Cup of China\Cup of China 3rd Place, Trophee de France 1st Place Christophe Giacometti (Age 25)\The other is Christophe Giacometti, who placed third in the Cup of China\Fifth Event: Trophee de France\and first at the Trophee de France.\Sixth Event\The last four spots in the Final will be fought over by the following skaters. response:	GP Series Rostelecom Cup Men's Singles Short Program
context: Third Event: Cup of China\Cup of China 3rd Place, Trophee de France 1st Place Christophe Giacometti (Age 25)\The other is Christophe Giacometti, who placed third in the Cup of China\Fifth Event: Trophee de France\and first at the Trophee de France.\Sixth Event\The last four spots in the Final will be fought over by the following skaters.\GP Series Rostelecom Cup Men's Singles Short Program response:	Canada's Jean-Jacques Leroy, who's on a roll after winning
context: Cup of China 3rd Place, Trophee de France 1st Place Christophe Giacometti (Age 25)\The other is Christophe Giacometti, who placed third in the Cup of China\Fifth Event: Trophee de France\and first at the Trophee de France.\Sixth Event\The last four spots in the Final will be fought over by the following skaters.\GP Series Rostelecom Cup Men's Singles Short Program\Canada's Jean-Jacques Leroy, who's on a roll after winning response:	on his home turf at Skate Canada.
context: The other is Christophe Giacometti, who placed third in the Cup of China\Fifth Event: Trophee de France\and first at the Trophee de France.\Sixth Event\The last four spots in the Final will be fought over by the following skaters.\GP Series Rostelecom Cup Men's Singles Short Program\Canada's Jean-Jacques Leroy, who's on a roll after winning\on his home turf at Skate Canada. response:	Skate Canada 1st Place Jean-Jacques Leroy (Age 19)
context: Fifth Event: Trophee de France\and first at the Trophee de France.\Sixth Event\The last four spots in the Final will be fought over by the following skaters.\GP Series Rostelecom Cup Men's Singles Short Program\Canada's Jean-Jacques Leroy, who's on a roll after winning\on his home turf at Skate Canada.\Skate Canada 1st Place Jean-Jacques Leroy (Age 19) response:	Korea's Seung Gil Lee, a newcomer to the Grand Prix Series who made
context: and first at the Trophee de France.\Sixth Event\The last four spots in the Final will be fought over by the following skaters.\GP Series Rostelecom Cup Men's Singles Short Program\Canada's Jean-Jacques Leroy, who's on a roll after winning\on his home turf at Skate Canada.\Skate Canada 1st Place Jean-Jacques Leroy (Age 19)\Korea's Seung Gil Lee, a newcomer to the Grand Prix Series who made response:	great strides by placing second in the NHK Trophy.
context: Sixth Event\The last four spots in the Final will be fought over by the following skaters.\GP Series Rostelecom Cup Men's Singles Short Program\Canada's Jean-Jacques Leroy, who's on a roll after winning\on his home turf at Skate Canada.\Skate Canada 1st Place Jean-Jacques Leroy (Age 19)\Korea's Seung Gil Lee, a newcomer to the Grand Prix Series who made\great strides by placing second in the NHK Trophy. response:	NHK Trophy 1st Place Seung Gil Lee (Age 20)
context: The last four spots in the Final will be fought over by the following skaters.\GP Series Rostelecom Cup Men's Singles Short Program\Canada's Jean-Jacques Leroy, who's on a roll after winning\on his home turf at Skate Canada.\Skate Canada 1st Place Jean-Jacques Leroy (Age 19)\Korea's Seung Gil Lee, a newcomer to the Grand Prix Series who made\great strides by placing second in the NHK Trophy.\NHK Trophy 1st Place Seung Gil Lee (Age 20) response:	Michele Crispino of Italy, here today with his sister, Sala,
context: GP Series Rostelecom Cup Men's Singles Short Program\Canada's Jean-Jacques Leroy, who's on a roll after winning\on his home turf at Skate Canada.\Skate Canada 1st Place Jean-Jacques Leroy (Age 19)\Korea's Seung Gil Lee, a newcomer to the Grand Prix Series who made\great strides by placing second in the NHK Trophy.\NHK Trophy 1st Place Seung Gil Lee (Age 20)\Michele Crispino of Italy, here today with his sister, Sala, response:	after placing third in the NHK Trophy.
context: Canada's Jean-Jacques Leroy, who's on a roll after winning\on his home turf at Skate Canada.\Skate Canada 1st Place Jean-Jacques Leroy (Age 19)\Korea's Seung Gil Lee, a newcomer to the Grand Prix Series who made\great strides by placing second in the NHK Trophy.\NHK Trophy 1st Place Seung Gil Lee (Age 20)\Michele Crispino of Italy, here today with his sister, Sala,\after placing third in the NHK Trophy. response:	NHK Trophy 3rd Place Michele Crispino (Age 22)
context: on his home turf at Skate Canada.\Skate Canada 1st Place Jean-Jacques Leroy (Age 19)\Korea's Seung Gil Lee, a newcomer to the Grand Prix Series who made\great strides by placing second in the NHK Trophy.\NHK Trophy 1st Place Seung Gil Lee (Age 20)\Michele Crispino of Italy, here today with his sister, Sala,\after placing third in the NHK Trophy.\NHK Trophy 3rd Place Michele Crispino (Age 22) response:	Emil Nekola, a rising star from the Czech Republic,
context: Skate Canada 1st Place Jean-Jacques Leroy (Age 19)\Korea's Seung Gil Lee, a newcomer to the Grand Prix Series who made\great strides by placing second in the NHK Trophy.\NHK Trophy 1st Place Seung Gil Lee (Age 20)\Michele Crispino of Italy, here today with his sister, Sala,\after placing third in the NHK Trophy.\NHK Trophy 3rd Place Michele Crispino (Age 22)\Emil Nekola, a rising star from the Czech Republic, response:	who took third at Skate Canada.
context: Korea's Seung Gil Lee, a newcomer to the Grand Prix Series who made\great strides by placing second in the NHK Trophy.\NHK Trophy 1st Place Seung Gil Lee (Age 20)\Michele Crispino of Italy, here today with his sister, Sala,\after placing third in the NHK Trophy.\NHK Trophy 3rd Place Michele Crispino (Age 22)\Emil Nekola, a rising star from the Czech Republic,\who took third at Skate Canada. response:	Skate Canada 3rd Place Emil Nekola (Age 18)
context: great strides by placing second in the NHK Trophy.\NHK Trophy 1st Place Seung Gil Lee (Age 20)\Michele Crispino of Italy, here today with his sister, Sala,\after placing third in the NHK Trophy.\NHK Trophy 3rd Place Michele Crispino (Age 22)\Emil Nekola, a rising star from the Czech Republic,\who took third at Skate Canada.\Skate Canada 3rd Place Emil Nekola (Age 18) response:	Russia's own Yuri Plisetsky, who made a brilliant senior debut
context: NHK Trophy 1st Place Seung Gil Lee (Age 20)\Michele Crispino of Italy, here today with his sister, Sala,\after placing third in the NHK Trophy.\NHK Trophy 3rd Place Michele Crispino (Age 22)\Emil Nekola, a rising star from the Czech Republic,\who took third at Skate Canada.\Skate Canada 3rd Place Emil Nekola (Age 18)\Russia's own Yuri Plisetsky, who made a brilliant senior debut response:	with a second-place finish at Skate Canada.
context: Michele Crispino of Italy, here today with his sister, Sala,\after placing third in the NHK Trophy.\NHK Trophy 3rd Place Michele Crispino (Age 22)\Emil Nekola, a rising star from the Czech Republic,\who took third at Skate Canada.\Skate Canada 3rd Place Emil Nekola (Age 18)\Russia's own Yuri Plisetsky, who made a brilliant senior debut\with a second-place finish at Skate Canada. response:	Skate Canada 2nd Place Yuri Plisetsky (Age 15)
context: after placing third in the NHK Trophy.\NHK Trophy 3rd Place Michele Crispino (Age 22)\Emil Nekola, a rising star from the Czech Republic,\who took third at Skate Canada.\Skate Canada 3rd Place Emil Nekola (Age 18)\Russia's own Yuri Plisetsky, who made a brilliant senior debut\with a second-place finish at Skate Canada.\Skate Canada 2nd Place Yuri Plisetsky (Age 15) response:	And finally, Japan's Katsuki Yuri, who placed second in the Cup of China.
context: NHK Trophy 3rd Place Michele Crispino (Age 22)\Emil Nekola, a rising star from the Czech Republic,\who took third at Skate Canada.\Skate Canada 3rd Place Emil Nekola (Age 18)\Russia's own Yuri Plisetsky, who made a brilliant senior debut\with a second-place finish at Skate Canada.\Skate Canada 2nd Place Yuri Plisetsky (Age 15)\And finally, Japan's Katsuki Yuri, who placed second in the Cup of China. response:	Cup of China 2nd Place Katsuki Yuri (Age 23)
context: Emil Nekola, a rising star from the Czech Republic,\who took third at Skate Canada.\Skate Canada 3rd Place Emil Nekola (Age 18)\Russia's own Yuri Plisetsky, who made a brilliant senior debut\with a second-place finish at Skate Canada.\Skate Canada 2nd Place Yuri Plisetsky (Age 15)\And finally, Japan's Katsuki Yuri, who placed second in the Cup of China.\Cup of China 2nd Place Katsuki Yuri (Age 23) response:	He'll be skating in the final group.
context: who took third at Skate Canada.\Skate Canada 3rd Place Emil Nekola (Age 18)\Russia's own Yuri Plisetsky, who made a brilliant senior debut\with a second-place finish at Skate Canada.\Skate Canada 2nd Place Yuri Plisetsky (Age 15)\And finally, Japan's Katsuki Yuri, who placed second in the Cup of China.\Cup of China 2nd Place Katsuki Yuri (Age 23)\He'll be skating in the final group. response:	The Rostelecom Cup results will also determine
context: Skate Canada 3rd Place Emil Nekola (Age 18)\Russia's own Yuri Plisetsky, who made a brilliant senior debut\with a second-place finish at Skate Canada.\Skate Canada 2nd Place Yuri Plisetsky (Age 15)\And finally, Japan's Katsuki Yuri, who placed second in the Cup of China.\Cup of China 2nd Place Katsuki Yuri (Age 23)\He'll be skating in the final group.\The Rostelecom Cup results will also determine response:	whether Thailand's Phichit Chulanont will advance to the Grand Prix Final.
context: Russia's own Yuri Plisetsky, who made a brilliant senior debut\with a second-place finish at Skate Canada.\Skate Canada 2nd Place Yuri Plisetsky (Age 15)\And finally, Japan's Katsuki Yuri, who placed second in the Cup of China.\Cup of China 2nd Place Katsuki Yuri (Age 23)\He'll be skating in the final group.\The Rostelecom Cup results will also determine\whether Thailand's Phichit Chulanont will advance to the Grand Prix Final. response:	Ugh, I'm getting disconnected from the livestream!
context: with a second-place finish at Skate Canada.\Skate Canada 2nd Place Yuri Plisetsky (Age 15)\And finally, Japan's Katsuki Yuri, who placed second in the Cup of China.\Cup of China 2nd Place Katsuki Yuri (Age 23)\He'll be skating in the final group.\The Rostelecom Cup results will also determine\whether Thailand's Phichit Chulanont will advance to the Grand Prix Final.\Ugh, I'm getting disconnected from the livestream! response:	I should've gone to Russia.
context: Skate Canada 2nd Place Yuri Plisetsky (Age 15)\And finally, Japan's Katsuki Yuri, who placed second in the Cup of China.\Cup of China 2nd Place Katsuki Yuri (Age 23)\He'll be skating in the final group.\The Rostelecom Cup results will also determine\whether Thailand's Phichit Chulanont will advance to the Grand Prix Final.\Ugh, I'm getting disconnected from the livestream!\I should've gone to Russia. response:	You three, go to sleep already!
context: And finally, Japan's Katsuki Yuri, who placed second in the Cup of China.\Cup of China 2nd Place Katsuki Yuri (Age 23)\He'll be skating in the final group.\The Rostelecom Cup results will also determine\whether Thailand's Phichit Chulanont will advance to the Grand Prix Final.\Ugh, I'm getting disconnected from the livestream!\I should've gone to Russia.\You three, go to sleep already! response:	No!
context: Cup of China 2nd Place Katsuki Yuri (Age 23)\He'll be skating in the final group.\The Rostelecom Cup results will also determine\whether Thailand's Phichit Chulanont will advance to the Grand Prix Final.\Ugh, I'm getting disconnected from the livestream!\I should've gone to Russia.\You three, go to sleep already!\No! response:	I want to see it!
context: He'll be skating in the final group.\The Rostelecom Cup results will also determine\whether Thailand's Phichit Chulanont will advance to the Grand Prix Final.\Ugh, I'm getting disconnected from the livestream!\I should've gone to Russia.\You three, go to sleep already!\No!\I want to see it! response:	I want to see it live!
context: The Rostelecom Cup results will also determine\whether Thailand's Phichit Chulanont will advance to the Grand Prix Final.\Ugh, I'm getting disconnected from the livestream!\I should've gone to Russia.\You three, go to sleep already!\No!\I want to see it!\I want to see it live! response:	Group One's six-minute warm-up has ended.
context: whether Thailand's Phichit Chulanont will advance to the Grand Prix Final.\Ugh, I'm getting disconnected from the livestream!\I should've gone to Russia.\You three, go to sleep already!\No!\I want to see it!\I want to see it live!\Group One's six-minute warm-up has ended. response:	Seung Gil, are you listening to me?
context: Ugh, I'm getting disconnected from the livestream!\I should've gone to Russia.\You three, go to sleep already!\No!\I want to see it!\I want to see it live!\Group One's six-minute warm-up has ended.\Seung Gil, are you listening to me? response:	Everything you do is for Pyeongchang.
context: I should've gone to Russia.\You three, go to sleep already!\No!\I want to see it!\I want to see it live!\Group One's six-minute warm-up has ended.\Seung Gil, are you listening to me?\Everything you do is for Pyeongchang. response:	What you should be focused on right now is...
context: You three, go to sleep already!\No!\I want to see it!\I want to see it live!\Group One's six-minute warm-up has ended.\Seung Gil, are you listening to me?\Everything you do is for Pyeongchang.\What you should be focused on right now is... response:	Seung Gil!
context: No!\I want to see it!\I want to see it live!\Group One's six-minute warm-up has ended.\Seung Gil, are you listening to me?\Everything you do is for Pyeongchang.\What you should be focused on right now is...\Seung Gil! response:	Seung Gil Lee of Korea, age 20.
context: I want to see it!\I want to see it live!\Group One's six-minute warm-up has ended.\Seung Gil, are you listening to me?\Everything you do is for Pyeongchang.\What you should be focused on right now is...\Seung Gil!\Seung Gil Lee of Korea, age 20. response:	In his first event, the NHK Trophy,
context: I want to see it live!\Group One's six-minute warm-up has ended.\Seung Gil, are you listening to me?\Everything you do is for Pyeongchang.\What you should be focused on right now is...\Seung Gil!\Seung Gil Lee of Korea, age 20.\In his first event, the NHK Trophy, response:	he drove the crowd wild by skating to this music, Almavivo.
context: Group One's six-minute warm-up has ended.\Seung Gil, are you listening to me?\Everything you do is for Pyeongchang.\What you should be focused on right now is...\Seung Gil!\Seung Gil Lee of Korea, age 20.\In his first event, the NHK Trophy,\he drove the crowd wild by skating to this music, Almavivo. response:	The first jump will be a quad.
context: Seung Gil, are you listening to me?\Everything you do is for Pyeongchang.\What you should be focused on right now is...\Seung Gil!\Seung Gil Lee of Korea, age 20.\In his first event, the NHK Trophy,\he drove the crowd wild by skating to this music, Almavivo.\The first jump will be a quad. response:	So far in the world,
context: Everything you do is for Pyeongchang.\What you should be focused on right now is...\Seung Gil!\Seung Gil Lee of Korea, age 20.\In his first event, the NHK Trophy,\he drove the crowd wild by skating to this music, Almavivo.\The first jump will be a quad.\So far in the world, response:	only Seung Gil Lee has landed this jump in competition.
context: What you should be focused on right now is...\Seung Gil!\Seung Gil Lee of Korea, age 20.\In his first event, the NHK Trophy,\he drove the crowd wild by skating to this music, Almavivo.\The first jump will be a quad.\So far in the world,\only Seung Gil Lee has landed this jump in competition. response:	A quadruple loop! Success!
context: Seung Gil!\Seung Gil Lee of Korea, age 20.\In his first event, the NHK Trophy,\he drove the crowd wild by skating to this music, Almavivo.\The first jump will be a quad.\So far in the world,\only Seung Gil Lee has landed this jump in competition.\A quadruple loop! Success! response:	The base value is 12.0.
context: Seung Gil Lee of Korea, age 20.\In his first event, the NHK Trophy,\he drove the crowd wild by skating to this music, Almavivo.\The first jump will be a quad.\So far in the world,\only Seung Gil Lee has landed this jump in competition.\A quadruple loop! Success!\The base value is 12.0. response:	Seung Gil Lee's theme this season is greed.
context: In his first event, the NHK Trophy,\he drove the crowd wild by skating to this music, Almavivo.\The first jump will be a quad.\So far in the world,\only Seung Gil Lee has landed this jump in competition.\A quadruple loop! Success!\The base value is 12.0.\Seung Gil Lee's theme this season is greed. response:	He said he'd like to approach
context: he drove the crowd wild by skating to this music, Almavivo.\The first jump will be a quad.\So far in the world,\only Seung Gil Lee has landed this jump in competition.\A quadruple loop! Success!\The base value is 12.0.\Seung Gil Lee's theme this season is greed.\He said he'd like to approach response:	this season with a different masculine sex appeal than before.
context: The first jump will be a quad.\So far in the world,\only Seung Gil Lee has landed this jump in competition.\A quadruple loop! Success!\The base value is 12.0.\Seung Gil Lee's theme this season is greed.\He said he'd like to approach\this season with a different masculine sex appeal than before. response:	His theme's similar to Yuri's.
context: So far in the world,\only Seung Gil Lee has landed this jump in competition.\A quadruple loop! Success!\The base value is 12.0.\Seung Gil Lee's theme this season is greed.\He said he'd like to approach\this season with a different masculine sex appeal than before.\His theme's similar to Yuri's. response:	Talk about sex appeal inflation.
context: only Seung Gil Lee has landed this jump in competition.\A quadruple loop! Success!\The base value is 12.0.\Seung Gil Lee's theme this season is greed.\He said he'd like to approach\this season with a different masculine sex appeal than before.\His theme's similar to Yuri's.\Talk about sex appeal inflation. response:	Overflowing...
context: A quadruple loop! Success!\The base value is 12.0.\Seung Gil Lee's theme this season is greed.\He said he'd like to approach\this season with a different masculine sex appeal than before.\His theme's similar to Yuri's.\Talk about sex appeal inflation.\Overflowing... response:	Even with the quadruple loop under his belt,
context: The base value is 12.0.\Seung Gil Lee's theme this season is greed.\He said he'd like to approach\this season with a different masculine sex appeal than before.\His theme's similar to Yuri's.\Talk about sex appeal inflation.\Overflowing...\Even with the quadruple loop under his belt, response:	with the arsenal necessary to compete on the world stage,
context: Seung Gil Lee's theme this season is greed.\He said he'd like to approach\this season with a different masculine sex appeal than before.\His theme's similar to Yuri's.\Talk about sex appeal inflation.\Overflowing...\Even with the quadruple loop under his belt,\with the arsenal necessary to compete on the world stage, response:	Seung Gil still wants to break new ground
context: He said he'd like to approach\this season with a different masculine sex appeal than before.\His theme's similar to Yuri's.\Talk about sex appeal inflation.\Overflowing...\Even with the quadruple loop under his belt,\with the arsenal necessary to compete on the world stage,\Seung Gil still wants to break new ground response:	and personally requested to skate a mambo.
context: this season with a different masculine sex appeal than before.\His theme's similar to Yuri's.\Talk about sex appeal inflation.\Overflowing...\Even with the quadruple loop under his belt,\with the arsenal necessary to compete on the world stage,\Seung Gil still wants to break new ground\and personally requested to skate a mambo. response:	A triple axel.
context: His theme's similar to Yuri's.\Talk about sex appeal inflation.\Overflowing...\Even with the quadruple loop under his belt,\with the arsenal necessary to compete on the world stage,\Seung Gil still wants to break new ground\and personally requested to skate a mambo.\A triple axel. response:	Oh, he fell!
context: Talk about sex appeal inflation.\Overflowing...\Even with the quadruple loop under his belt,\with the arsenal necessary to compete on the world stage,\Seung Gil still wants to break new ground\and personally requested to skate a mambo.\A triple axel.\Oh, he fell! response:	I had enough rotation.
context: Overflowing...\Even with the quadruple loop under his belt,\with the arsenal necessary to compete on the world stage,\Seung Gil still wants to break new ground\and personally requested to skate a mambo.\A triple axel.\Oh, he fell!\I had enough rotation. response:	The jump was in the second half,
context: Even with the quadruple loop under his belt,\with the arsenal necessary to compete on the world stage,\Seung Gil still wants to break new ground\and personally requested to skate a mambo.\A triple axel.\Oh, he fell!\I had enough rotation.\The jump was in the second half, response:	so I get a 1.1 multiplier,
context: with the arsenal necessary to compete on the world stage,\Seung Gil still wants to break new ground\and personally requested to skate a mambo.\A triple axel.\Oh, he fell!\I had enough rotation.\The jump was in the second half,\so I get a 1.1 multiplier, response:	which means a 9.35 with a deduction of 1.
context: Seung Gil still wants to break new ground\and personally requested to skate a mambo.\A triple axel.\Oh, he fell!\I had enough rotation.\The jump was in the second half,\so I get a 1.1 multiplier,\which means a 9.35 with a deduction of 1. response:	A triple Lutz, triple toe loop.
context: and personally requested to skate a mambo.\A triple axel.\Oh, he fell!\I had enough rotation.\The jump was in the second half,\so I get a 1.1 multiplier,\which means a 9.35 with a deduction of 1.\A triple Lutz, triple toe loop. response:	No mistakes there!
context: A triple axel.\Oh, he fell!\I had enough rotation.\The jump was in the second half,\so I get a 1.1 multiplier,\which means a 9.35 with a deduction of 1.\A triple Lutz, triple toe loop.\No mistakes there! response:	With a 1.1 multiplier, that got me 11.11 points.
context: Oh, he fell!\I had enough rotation.\The jump was in the second half,\so I get a 1.1 multiplier,\which means a 9.35 with a deduction of 1.\A triple Lutz, triple toe loop.\No mistakes there!\With a 1.1 multiplier, that got me 11.11 points. response:	Now the final element, a step sequence...
context: I had enough rotation.\The jump was in the second half,\so I get a 1.1 multiplier,\which means a 9.35 with a deduction of 1.\A triple Lutz, triple toe loop.\No mistakes there!\With a 1.1 multiplier, that got me 11.11 points.\Now the final element, a step sequence... response:	What a passionate step sequence!
context: The jump was in the second half,\so I get a 1.1 multiplier,\which means a 9.35 with a deduction of 1.\A triple Lutz, triple toe loop.\No mistakes there!\With a 1.1 multiplier, that got me 11.11 points.\Now the final element, a step sequence...\What a passionate step sequence! response:	His polished execution should be well-received by the judges.
context: so I get a 1.1 multiplier,\which means a 9.35 with a deduction of 1.\A triple Lutz, triple toe loop.\No mistakes there!\With a 1.1 multiplier, that got me 11.11 points.\Now the final element, a step sequence...\What a passionate step sequence!\His polished execution should be well-received by the judges. response:	His face is expressionless, but his steps are out of this world.
context: which means a 9.35 with a deduction of 1.\A triple Lutz, triple toe loop.\No mistakes there!\With a 1.1 multiplier, that got me 11.11 points.\Now the final element, a step sequence...\What a passionate step sequence!\His polished execution should be well-received by the judges.\His face is expressionless, but his steps are out of this world. response:	He's evolved even further since the NHK Trophy!
context: A triple Lutz, triple toe loop.\No mistakes there!\With a 1.1 multiplier, that got me 11.11 points.\Now the final element, a step sequence...\What a passionate step sequence!\His polished execution should be well-received by the judges.\His face is expressionless, but his steps are out of this world.\He's evolved even further since the NHK Trophy! response:	Wow!
context: No mistakes there!\With a 1.1 multiplier, that got me 11.11 points.\Now the final element, a step sequence...\What a passionate step sequence!\His polished execution should be well-received by the judges.\His face is expressionless, but his steps are out of this world.\He's evolved even further since the NHK Trophy!\Wow! response:	That's a hard act to follow...
context: With a 1.1 multiplier, that got me 11.11 points.\Now the final element, a step sequence...\What a passionate step sequence!\His polished execution should be well-received by the judges.\His face is expressionless, but his steps are out of this world.\He's evolved even further since the NHK Trophy!\Wow!\That's a hard act to follow... response:	Yeah, right.
context: Now the final element, a step sequence...\What a passionate step sequence!\His polished execution should be well-received by the judges.\His face is expressionless, but his steps are out of this world.\He's evolved even further since the NHK Trophy!\Wow!\That's a hard act to follow...\Yeah, right. response:	That was hot!
context: What a passionate step sequence!\His polished execution should be well-received by the judges.\His face is expressionless, but his steps are out of this world.\He's evolved even further since the NHK Trophy!\Wow!\That's a hard act to follow...\Yeah, right.\That was hot! response:	I've never seen you nervous.
context: His polished execution should be well-received by the judges.\His face is expressionless, but his steps are out of this world.\He's evolved even further since the NHK Trophy!\Wow!\That's a hard act to follow...\Yeah, right.\That was hot!\I've never seen you nervous. response:	Mickey! Sala!
context: His face is expressionless, but his steps are out of this world.\He's evolved even further since the NHK Trophy!\Wow!\That's a hard act to follow...\Yeah, right.\That was hot!\I've never seen you nervous.\Mickey! Sala! response:	Let's all go to Barcelona!
context: He's evolved even further since the NHK Trophy!\Wow!\That's a hard act to follow...\Yeah, right.\That was hot!\I've never seen you nervous.\Mickey! Sala!\Let's all go to Barcelona! response:	Seung Gil Lee's score is 91.83, a personal best.
context: Wow!\That's a hard act to follow...\Yeah, right.\That was hot!\I've never seen you nervous.\Mickey! Sala!\Let's all go to Barcelona!\Seung Gil Lee's score is 91.83, a personal best. response:	RK: 1 Seung Gil Lee Total
context: That's a hard act to follow...\Yeah, right.\That was hot!\I've never seen you nervous.\Mickey! Sala!\Let's all go to Barcelona!\Seung Gil Lee's score is 91.83, a personal best.\RK: 1 Seung Gil Lee Total response:	He's currently in first place!
context: Yeah, right.\That was hot!\I've never seen you nervous.\Mickey! Sala!\Let's all go to Barcelona!\Seung Gil Lee's score is 91.83, a personal best.\RK: 1 Seung Gil Lee Total\He's currently in first place! response:	Next up is Emil Nekola of the Czech Republic, age 18.
context: That was hot!\I've never seen you nervous.\Mickey! Sala!\Let's all go to Barcelona!\Seung Gil Lee's score is 91.83, a personal best.\RK: 1 Seung Gil Lee Total\He's currently in first place!\Next up is Emil Nekola of the Czech Republic, age 18. response:	Cheers from the crowd never affect my performance.
context: I've never seen you nervous.\Mickey! Sala!\Let's all go to Barcelona!\Seung Gil Lee's score is 91.83, a personal best.\RK: 1 Seung Gil Lee Total\He's currently in first place!\Next up is Emil Nekola of the Czech Republic, age 18.\Cheers from the crowd never affect my performance. response:	He sure can jump,
context: Mickey! Sala!\Let's all go to Barcelona!\Seung Gil Lee's score is 91.83, a personal best.\RK: 1 Seung Gil Lee Total\He's currently in first place!\Next up is Emil Nekola of the Czech Republic, age 18.\Cheers from the crowd never affect my performance.\He sure can jump, response:	but if his performance is lackluster...
context: Let's all go to Barcelona!\Seung Gil Lee's score is 91.83, a personal best.\RK: 1 Seung Gil Lee Total\He's currently in first place!\Next up is Emil Nekola of the Czech Republic, age 18.\Cheers from the crowd never affect my performance.\He sure can jump,\but if his performance is lackluster... response:	Is it?
context: Seung Gil Lee's score is 91.83, a personal best.\RK: 1 Seung Gil Lee Total\He's currently in first place!\Next up is Emil Nekola of the Czech Republic, age 18.\Cheers from the crowd never affect my performance.\He sure can jump,\but if his performance is lackluster...\Is it? response:	Once Mickey's done,
context: RK: 1 Seung Gil Lee Total\He's currently in first place!\Next up is Emil Nekola of the Czech Republic, age 18.\Cheers from the crowd never affect my performance.\He sure can jump,\but if his performance is lackluster...\Is it?\Once Mickey's done, response:	it's almost time for Group Two.
context: He's currently in first place!\Next up is Emil Nekola of the Czech Republic, age 18.\Cheers from the crowd never affect my performance.\He sure can jump,\but if his performance is lackluster...\Is it?\Once Mickey's done,\it's almost time for Group Two. response:	Did you all hear that?
context: Next up is Emil Nekola of the Czech Republic, age 18.\Cheers from the crowd never affect my performance.\He sure can jump,\but if his performance is lackluster...\Is it?\Once Mickey's done,\it's almost time for Group Two.\Did you all hear that? response:	Emil landed a quadruple loop, too.
context: Cheers from the crowd never affect my performance.\He sure can jump,\but if his performance is lackluster...\Is it?\Once Mickey's done,\it's almost time for Group Two.\Did you all hear that?\Emil landed a quadruple loop, too. response:	Applause!
context: He sure can jump,\but if his performance is lackluster...\Is it?\Once Mickey's done,\it's almost time for Group Two.\Did you all hear that?\Emil landed a quadruple loop, too.\Applause! response:	Huh?
context: but if his performance is lackluster...\Is it?\Once Mickey's done,\it's almost time for Group Two.\Did you all hear that?\Emil landed a quadruple loop, too.\Applause!\Huh? response:	Oh, sorry. I didn't catch that.
context: Is it?\Once Mickey's done,\it's almost time for Group Two.\Did you all hear that?\Emil landed a quadruple loop, too.\Applause!\Huh?\Oh, sorry. I didn't catch that. response:	Victor did the same jump at last year's exhibition.
context: Once Mickey's done,\it's almost time for Group Two.\Did you all hear that?\Emil landed a quadruple loop, too.\Applause!\Huh?\Oh, sorry. I didn't catch that.\Victor did the same jump at last year's exhibition. response:	I want to see that again!
context: it's almost time for Group Two.\Did you all hear that?\Emil landed a quadruple loop, too.\Applause!\Huh?\Oh, sorry. I didn't catch that.\Victor did the same jump at last year's exhibition.\I want to see that again! response:	I don't recall.
context: Did you all hear that?\Emil landed a quadruple loop, too.\Applause!\Huh?\Oh, sorry. I didn't catch that.\Victor did the same jump at last year's exhibition.\I want to see that again!\I don't recall. response:	Aww!
context: Emil landed a quadruple loop, too.\Applause!\Huh?\Oh, sorry. I didn't catch that.\Victor did the same jump at last year's exhibition.\I want to see that again!\I don't recall.\Aww! response:	RK: 2 Emil Nekola Total
context: Applause!\Huh?\Oh, sorry. I didn't catch that.\Victor did the same jump at last year's exhibition.\I want to see that again!\I don't recall.\Aww!\RK: 2 Emil Nekola Total response:	Emil Nekola's score is 82.43.
