context: Here we come! response:	It's the start of Inuyasha!
context: Oh no!\Bald spots!\It'll all grow back.\It's okay, it's okay.\Okay, time to eat! Let's go eat!\I saw you, Inuyasha!\Is that true?\Thinking back, she did have some bald spots. response:	If you thought no one was watching, you're mistaken!
context: Bald spots!\It'll all grow back.\It's okay, it's okay.\Okay, time to eat! Let's go eat!\I saw you, Inuyasha!\Is that true?\Thinking back, she did have some bald spots.\If you thought no one was watching, you're mistaken! response:	Kirara ran away...
context: It'll all grow back.\It's okay, it's okay.\Okay, time to eat! Let's go eat!\I saw you, Inuyasha!\Is that true?\Thinking back, she did have some bald spots.\If you thought no one was watching, you're mistaken!\Kirara ran away... response:	Because of you, Inuyasha!
context: It's okay, it's okay.\Okay, time to eat! Let's go eat!\I saw you, Inuyasha!\Is that true?\Thinking back, she did have some bald spots.\If you thought no one was watching, you're mistaken!\Kirara ran away...\Because of you, Inuyasha! response:	Is that right?
context: Okay, time to eat! Let's go eat!\I saw you, Inuyasha!\Is that true?\Thinking back, she did have some bald spots.\If you thought no one was watching, you're mistaken!\Kirara ran away...\Because of you, Inuyasha!\Is that right? response:	Kirara's bald spots were caused by you, Inuyasha?
context: I saw you, Inuyasha!\Is that true?\Thinking back, she did have some bald spots.\If you thought no one was watching, you're mistaken!\Kirara ran away...\Because of you, Inuyasha!\Is that right?\Kirara's bald spots were caused by you, Inuyasha? response:	And Kirara...
context: Is that true?\Thinking back, she did have some bald spots.\If you thought no one was watching, you're mistaken!\Kirara ran away...\Because of you, Inuyasha!\Is that right?\Kirara's bald spots were caused by you, Inuyasha?\And Kirara... response:	Hold on a minute!
context: Thinking back, she did have some bald spots.\If you thought no one was watching, you're mistaken!\Kirara ran away...\Because of you, Inuyasha!\Is that right?\Kirara's bald spots were caused by you, Inuyasha?\And Kirara...\Hold on a minute! response:	That's putting all the blame on me!
context: If you thought no one was watching, you're mistaken!\Kirara ran away...\Because of you, Inuyasha!\Is that right?\Kirara's bald spots were caused by you, Inuyasha?\And Kirara...\Hold on a minute!\That's putting all the blame on me! response:	Silly! Kirara's probably forgotten all about it by now!
context: Kirara ran away...\Because of you, Inuyasha!\Is that right?\Kirara's bald spots were caused by you, Inuyasha?\And Kirara...\Hold on a minute!\That's putting all the blame on me!\Silly! Kirara's probably forgotten all about it by now! response:	Then you're saying there's another cause?
context: Because of you, Inuyasha!\Is that right?\Kirara's bald spots were caused by you, Inuyasha?\And Kirara...\Hold on a minute!\That's putting all the blame on me!\Silly! Kirara's probably forgotten all about it by now!\Then you're saying there's another cause? response:	Maybe it's that.
context: Is that right?\Kirara's bald spots were caused by you, Inuyasha?\And Kirara...\Hold on a minute!\That's putting all the blame on me!\Silly! Kirara's probably forgotten all about it by now!\Then you're saying there's another cause?\Maybe it's that. response:	Huh?
context: Kirara's bald spots were caused by you, Inuyasha?\And Kirara...\Hold on a minute!\That's putting all the blame on me!\Silly! Kirara's probably forgotten all about it by now!\Then you're saying there's another cause?\Maybe it's that.\Huh? response:	Miroku, don't say you've forgotten.
context: And Kirara...\Hold on a minute!\That's putting all the blame on me!\Silly! Kirara's probably forgotten all about it by now!\Then you're saying there's another cause?\Maybe it's that.\Huh?\Miroku, don't say you've forgotten. response:	H-Huh?
context: Hold on a minute!\That's putting all the blame on me!\Silly! Kirara's probably forgotten all about it by now!\Then you're saying there's another cause?\Maybe it's that.\Huh?\Miroku, don't say you've forgotten.\H-Huh? response:	Oh... young village girls.
context: That's putting all the blame on me!\Silly! Kirara's probably forgotten all about it by now!\Then you're saying there's another cause?\Maybe it's that.\Huh?\Miroku, don't say you've forgotten.\H-Huh?\Oh... young village girls. response:	It's time foryou to appear on the scene, Kirara.
context: Silly! Kirara's probably forgotten all about it by now!\Then you're saying there's another cause?\Maybe it's that.\Huh?\Miroku, don't say you've forgotten.\H-Huh?\Oh... young village girls.\It's time foryou to appear on the scene, Kirara. response:	Kirara, go!
context: Then you're saying there's another cause?\Maybe it's that.\Huh?\Miroku, don't say you've forgotten.\H-Huh?\Oh... young village girls.\It's time foryou to appear on the scene, Kirara.\Kirara, go! response:	Oh! Such a cute kitty!
context: Maybe it's that.\Huh?\Miroku, don't say you've forgotten.\H-Huh?\Oh... young village girls.\It's time foryou to appear on the scene, Kirara.\Kirara, go!\Oh! Such a cute kitty! response:	Hername is Kirara. She's my kitten.
context: Huh?\Miroku, don't say you've forgotten.\H-Huh?\Oh... young village girls.\It's time foryou to appear on the scene, Kirara.\Kirara, go!\Oh! Such a cute kitty!\Hername is Kirara. She's my kitten. response:	So cute!
context: Miroku, don't say you've forgotten.\H-Huh?\Oh... young village girls.\It's time foryou to appear on the scene, Kirara.\Kirara, go!\Oh! Such a cute kitty!\Hername is Kirara. She's my kitten.\So cute! response:	As are you all.
context: H-Huh?\Oh... young village girls.\It's time foryou to appear on the scene, Kirara.\Kirara, go!\Oh! Such a cute kitty!\Hername is Kirara. She's my kitten.\So cute!\As are you all. response:	- Oh dear! - Monk!
context: Oh... young village girls.\It's time foryou to appear on the scene, Kirara.\Kirara, go!\Oh! Such a cute kitty!\Hername is Kirara. She's my kitten.\So cute!\As are you all.\- Oh dear! - Monk! response:	Not only that!
context: It's time foryou to appear on the scene, Kirara.\Kirara, go!\Oh! Such a cute kitty!\Hername is Kirara. She's my kitten.\So cute!\As are you all.\- Oh dear! - Monk!\Not only that! response:	Such a manly monk you are!
context: Kirara, go!\Oh! Such a cute kitty!\Hername is Kirara. She's my kitten.\So cute!\As are you all.\- Oh dear! - Monk!\Not only that!\Such a manly monk you are! response:	Please spend the night in this village.
context: Oh! Such a cute kitty!\Hername is Kirara. She's my kitten.\So cute!\As are you all.\- Oh dear! - Monk!\Not only that!\Such a manly monk you are!\Please spend the night in this village. response:	Come to my place!
context: Hername is Kirara. She's my kitten.\So cute!\As are you all.\- Oh dear! - Monk!\Not only that!\Such a manly monk you are!\Please spend the night in this village.\Come to my place! response:	- No mine! - Mine!
context: So cute!\As are you all.\- Oh dear! - Monk!\Not only that!\Such a manly monk you are!\Please spend the night in this village.\Come to my place!\- No mine! - Mine! response:	Kirara, you're needed here!
context: As are you all.\- Oh dear! - Monk!\Not only that!\Such a manly monk you are!\Please spend the night in this village.\Come to my place!\- No mine! - Mine!\Kirara, you're needed here! response:	Kirara!
context: - Oh dear! - Monk!\Not only that!\Such a manly monk you are!\Please spend the night in this village.\Come to my place!\- No mine! - Mine!\Kirara, you're needed here!\Kirara! response:	Evil spirit begone!
context: Not only that!\Such a manly monk you are!\Please spend the night in this village.\Come to my place!\- No mine! - Mine!\Kirara, you're needed here!\Kirara!\Evil spirit begone! response:	I saw you, Miroku!
context: Such a manly monk you are!\Please spend the night in this village.\Come to my place!\- No mine! - Mine!\Kirara, you're needed here!\Kirara!\Evil spirit begone!\I saw you, Miroku! response:	H-How terrible!
context: Please spend the night in this village.\Come to my place!\- No mine! - Mine!\Kirara, you're needed here!\Kirara!\Evil spirit begone!\I saw you, Miroku!\H-How terrible! response:	Miroku, you're awful!
context: Come to my place!\- No mine! - Mine!\Kirara, you're needed here!\Kirara!\Evil spirit begone!\I saw you, Miroku!\H-How terrible!\Miroku, you're awful! response:	Err... that was...
context: - No mine! - Mine!\Kirara, you're needed here!\Kirara!\Evil spirit begone!\I saw you, Miroku!\H-How terrible!\Miroku, you're awful!\Err... that was... response:	How could you!
context: Kirara, you're needed here!\Kirara!\Evil spirit begone!\I saw you, Miroku!\H-How terrible!\Miroku, you're awful!\Err... that was...\How could you! response:	Kirara is ourfriend!
context: Kirara!\Evil spirit begone!\I saw you, Miroku!\H-How terrible!\Miroku, you're awful!\Err... that was...\How could you!\Kirara is ourfriend! response:	You can't take advantage of her. Rememberthat!
context: Evil spirit begone!\I saw you, Miroku!\H-How terrible!\Miroku, you're awful!\Err... that was...\How could you!\Kirara is ourfriend!\You can't take advantage of her. Rememberthat! response:	Oh?
context: I saw you, Miroku!\H-How terrible!\Miroku, you're awful!\Err... that was...\How could you!\Kirara is ourfriend!\You can't take advantage of her. Rememberthat!\Oh? response:	And you nevertook advantage of her, Kagome?
context: H-How terrible!\Miroku, you're awful!\Err... that was...\How could you!\Kirara is ourfriend!\You can't take advantage of her. Rememberthat!\Oh?\And you nevertook advantage of her, Kagome? response:	Huh?
context: Miroku, you're awful!\Err... that was...\How could you!\Kirara is ourfriend!\You can't take advantage of her. Rememberthat!\Oh?\And you nevertook advantage of her, Kagome?\Huh? response:	- Huh? - Huh?
context: Err... that was...\How could you!\Kirara is ourfriend!\You can't take advantage of her. Rememberthat!\Oh?\And you nevertook advantage of her, Kagome?\Huh?\- Huh? - Huh? response:	What'll I do?
context: How could you!\Kirara is ourfriend!\You can't take advantage of her. Rememberthat!\Oh?\And you nevertook advantage of her, Kagome?\Huh?\- Huh? - Huh?\What'll I do? response:	What's the matter?
context: Kirara is ourfriend!\You can't take advantage of her. Rememberthat!\Oh?\And you nevertook advantage of her, Kagome?\Huh?\- Huh? - Huh?\What'll I do?\What's the matter? response:	Oh, what'll I do? What'll I do?
context: You can't take advantage of her. Rememberthat!\Oh?\And you nevertook advantage of her, Kagome?\Huh?\- Huh? - Huh?\What'll I do?\What's the matter?\Oh, what'll I do? What'll I do? response:	Not anothertest!
context: Oh?\And you nevertook advantage of her, Kagome?\Huh?\- Huh? - Huh?\What'll I do?\What's the matter?\Oh, what'll I do? What'll I do?\Not anothertest! response:	Test? No, I don't have a test.
context: And you nevertook advantage of her, Kagome?\Huh?\- Huh? - Huh?\What'll I do?\What's the matter?\Oh, what'll I do? What'll I do?\Not anothertest!\Test? No, I don't have a test. response:	What'll I do?!
context: Huh?\- Huh? - Huh?\What'll I do?\What's the matter?\Oh, what'll I do? What'll I do?\Not anothertest!\Test? No, I don't have a test.\What'll I do?! response:	I know!
context: - Huh? - Huh?\What'll I do?\What's the matter?\Oh, what'll I do? What'll I do?\Not anothertest!\Test? No, I don't have a test.\What'll I do?!\I know! response:	Feels great!
context: What'll I do?\What's the matter?\Oh, what'll I do? What'll I do?\Not anothertest!\Test? No, I don't have a test.\What'll I do?!\I know!\Feels great! response:	Please, Kirara!
context: What's the matter?\Oh, what'll I do? What'll I do?\Not anothertest!\Test? No, I don't have a test.\What'll I do?!\I know!\Feels great!\Please, Kirara! response:	Please!
context: Oh, what'll I do? What'll I do?\Not anothertest!\Test? No, I don't have a test.\What'll I do?!\I know!\Feels great!\Please, Kirara!\Please! response:	If you hearmy plea,
context: Not anothertest!\Test? No, I don't have a test.\What'll I do?!\I know!\Feels great!\Please, Kirara!\Please!\If you hearmy plea, response:	I'll give you flounder and tuna-flavored cat treats.
context: Test? No, I don't have a test.\What'll I do?!\I know!\Feels great!\Please, Kirara!\Please!\If you hearmy plea,\I'll give you flounder and tuna-flavored cat treats. response:	Please!
context: What'll I do?!\I know!\Feels great!\Please, Kirara!\Please!\If you hearmy plea,\I'll give you flounder and tuna-flavored cat treats.\Please! response:	I saw you, Kagome!
context: I know!\Feels great!\Please, Kirara!\Please!\If you hearmy plea,\I'll give you flounder and tuna-flavored cat treats.\Please!\I saw you, Kagome! response:	Why did you go back home that time?
context: Feels great!\Please, Kirara!\Please!\If you hearmy plea,\I'll give you flounder and tuna-flavored cat treats.\Please!\I saw you, Kagome!\Why did you go back home that time? response:	T-That time?
context: Please, Kirara!\Please!\If you hearmy plea,\I'll give you flounder and tuna-flavored cat treats.\Please!\I saw you, Kagome!\Why did you go back home that time?\T-That time? response:	Sorry, but please wait there. I'll be right back.
context: Please!\If you hearmy plea,\I'll give you flounder and tuna-flavored cat treats.\Please!\I saw you, Kagome!\Why did you go back home that time?\T-That time?\Sorry, but please wait there. I'll be right back. response:	Kirara, wait. Okay?
context: If you hearmy plea,\I'll give you flounder and tuna-flavored cat treats.\Please!\I saw you, Kagome!\Why did you go back home that time?\T-That time?\Sorry, but please wait there. I'll be right back.\Kirara, wait. Okay? response:	HAPPY BIRTHDAY GRANDPA!
context: I'll give you flounder and tuna-flavored cat treats.\Please!\I saw you, Kagome!\Why did you go back home that time?\T-That time?\Sorry, but please wait there. I'll be right back.\Kirara, wait. Okay?\HAPPY BIRTHDAY GRANDPA! response:	Let's start.
context: Please!\I saw you, Kagome!\Why did you go back home that time?\T-That time?\Sorry, but please wait there. I'll be right back.\Kirara, wait. Okay?\HAPPY BIRTHDAY GRANDPA!\Let's start. response:	Let us.
context: I saw you, Kagome!\Why did you go back home that time?\T-That time?\Sorry, but please wait there. I'll be right back.\Kirara, wait. Okay?\HAPPY BIRTHDAY GRANDPA!\Let's start.\Let us. response:	Happy birthday, Grandpa!
context: Why did you go back home that time?\T-That time?\Sorry, but please wait there. I'll be right back.\Kirara, wait. Okay?\HAPPY BIRTHDAY GRANDPA!\Let's start.\Let us.\Happy birthday, Grandpa! response:	Oh, Kagome!
context: T-That time?\Sorry, but please wait there. I'll be right back.\Kirara, wait. Okay?\HAPPY BIRTHDAY GRANDPA!\Let's start.\Let us.\Happy birthday, Grandpa!\Oh, Kagome! response:	You came back, after all!
context: Sorry, but please wait there. I'll be right back.\Kirara, wait. Okay?\HAPPY BIRTHDAY GRANDPA!\Let's start.\Let us.\Happy birthday, Grandpa!\Oh, Kagome!\You came back, after all! response:	Inuyasha isn't with you?
context: Kirara, wait. Okay?\HAPPY BIRTHDAY GRANDPA!\Let's start.\Let us.\Happy birthday, Grandpa!\Oh, Kagome!\You came back, after all!\Inuyasha isn't with you? response:	Here you are. My present.
context: HAPPY BIRTHDAY GRANDPA!\Let's start.\Let us.\Happy birthday, Grandpa!\Oh, Kagome!\You came back, after all!\Inuyasha isn't with you?\Here you are. My present. response:	This is...
context: Let's start.\Let us.\Happy birthday, Grandpa!\Oh, Kagome!\You came back, after all!\Inuyasha isn't with you?\Here you are. My present.\This is... response:	I'm not sure...
context: Let us.\Happy birthday, Grandpa!\Oh, Kagome!\You came back, after all!\Inuyasha isn't with you?\Here you are. My present.\This is...\I'm not sure... response:	But unlike that water imp hand, this is genuine.
context: Happy birthday, Grandpa!\Oh, Kagome!\You came back, after all!\Inuyasha isn't with you?\Here you are. My present.\This is...\I'm not sure...\But unlike that water imp hand, this is genuine. response:	You can stay awhile today?
context: Oh, Kagome!\You came back, after all!\Inuyasha isn't with you?\Here you are. My present.\This is...\I'm not sure...\But unlike that water imp hand, this is genuine.\You can stay awhile today? response:	Well...
context: You came back, after all!\Inuyasha isn't with you?\Here you are. My present.\This is...\I'm not sure...\But unlike that water imp hand, this is genuine.\You can stay awhile today?\Well... response:	It's a special occasion! Now let's have dinner.
context: Inuyasha isn't with you?\Here you are. My present.\This is...\I'm not sure...\But unlike that water imp hand, this is genuine.\You can stay awhile today?\Well...\It's a special occasion! Now let's have dinner. response:	Agreed!
context: Here you are. My present.\This is...\I'm not sure...\But unlike that water imp hand, this is genuine.\You can stay awhile today?\Well...\It's a special occasion! Now let's have dinner.\Agreed! response:	A special occasion...
context: This is...\I'm not sure...\But unlike that water imp hand, this is genuine.\You can stay awhile today?\Well...\It's a special occasion! Now let's have dinner.\Agreed!\A special occasion... response:	A special occasion...
context: I'm not sure...\But unlike that water imp hand, this is genuine.\You can stay awhile today?\Well...\It's a special occasion! Now let's have dinner.\Agreed!\A special occasion...\A special occasion... response:	A special occasion...
context: But unlike that water imp hand, this is genuine.\You can stay awhile today?\Well...\It's a special occasion! Now let's have dinner.\Agreed!\A special occasion...\A special occasion...\A special occasion... response:	A special occasion...
context: You can stay awhile today?\Well...\It's a special occasion! Now let's have dinner.\Agreed!\A special occasion...\A special occasion...\A special occasion...\A special occasion... response:	On top of which, I completely forgot the treats!
context: Well...\It's a special occasion! Now let's have dinner.\Agreed!\A special occasion...\A special occasion...\A special occasion...\A special occasion...\On top of which, I completely forgot the treats! response:	Even you, Kagome?
context: It's a special occasion! Now let's have dinner.\Agreed!\A special occasion...\A special occasion...\A special occasion...\A special occasion...\On top of which, I completely forgot the treats!\Even you, Kagome? response:	Oh... that's...
context: Agreed!\A special occasion...\A special occasion...\A special occasion...\A special occasion...\On top of which, I completely forgot the treats!\Even you, Kagome?\Oh... that's... response:	I hope you've learned yourlesson
context: A special occasion...\A special occasion...\A special occasion...\A special occasion...\On top of which, I completely forgot the treats!\Even you, Kagome?\Oh... that's...\I hope you've learned yourlesson response:	and won't be mean to an innocent demon ever again.
context: A special occasion...\A special occasion...\A special occasion...\On top of which, I completely forgot the treats!\Even you, Kagome?\Oh... that's...\I hope you've learned yourlesson\and won't be mean to an innocent demon ever again. response:	Especially Inuyasha...
context: A special occasion...\A special occasion...\On top of which, I completely forgot the treats!\Even you, Kagome?\Oh... that's...\I hope you've learned yourlesson\and won't be mean to an innocent demon ever again.\Especially Inuyasha... response:	Huh?
context: A special occasion...\On top of which, I completely forgot the treats!\Even you, Kagome?\Oh... that's...\I hope you've learned yourlesson\and won't be mean to an innocent demon ever again.\Especially Inuyasha...\Huh? response:	If you evergive me a noogie again...
context: On top of which, I completely forgot the treats!\Even you, Kagome?\Oh... that's...\I hope you've learned yourlesson\and won't be mean to an innocent demon ever again.\Especially Inuyasha...\Huh?\If you evergive me a noogie again... response:	you won't get Kagome's snacks for one week!
context: Even you, Kagome?\Oh... that's...\I hope you've learned yourlesson\and won't be mean to an innocent demon ever again.\Especially Inuyasha...\Huh?\If you evergive me a noogie again...\you won't get Kagome's snacks for one week! response:	That's not for you to decide!
context: Oh... that's...\I hope you've learned yourlesson\and won't be mean to an innocent demon ever again.\Especially Inuyasha...\Huh?\If you evergive me a noogie again...\you won't get Kagome's snacks for one week!\That's not for you to decide! response:	Sango!
context: I hope you've learned yourlesson\and won't be mean to an innocent demon ever again.\Especially Inuyasha...\Huh?\If you evergive me a noogie again...\you won't get Kagome's snacks for one week!\That's not for you to decide!\Sango! response:	Sango, don't misunderstand. We just...
context: and won't be mean to an innocent demon ever again.\Especially Inuyasha...\Huh?\If you evergive me a noogie again...\you won't get Kagome's snacks for one week!\That's not for you to decide!\Sango!\Sango, don't misunderstand. We just... response:	I'm sorry... I...
context: Especially Inuyasha...\Huh?\If you evergive me a noogie again...\you won't get Kagome's snacks for one week!\That's not for you to decide!\Sango!\Sango, don't misunderstand. We just...\I'm sorry... I... response:	We didn't mean anything bad.
context: Huh?\If you evergive me a noogie again...\you won't get Kagome's snacks for one week!\That's not for you to decide!\Sango!\Sango, don't misunderstand. We just...\I'm sorry... I...\We didn't mean anything bad. response:	I know that.
context: If you evergive me a noogie again...\you won't get Kagome's snacks for one week!\That's not for you to decide!\Sango!\Sango, don't misunderstand. We just...\I'm sorry... I...\We didn't mean anything bad.\I know that. response:	I'm in no position to criticize.
context: you won't get Kagome's snacks for one week!\That's not for you to decide!\Sango!\Sango, don't misunderstand. We just...\I'm sorry... I...\We didn't mean anything bad.\I know that.\I'm in no position to criticize. response:	You shouldn't!
context: That's not for you to decide!\Sango!\Sango, don't misunderstand. We just...\I'm sorry... I...\We didn't mean anything bad.\I know that.\I'm in no position to criticize.\You shouldn't! response:	I'm no different.
context: Sango!\Sango, don't misunderstand. We just...\I'm sorry... I...\We didn't mean anything bad.\I know that.\I'm in no position to criticize.\You shouldn't!\I'm no different. response:	I'd turn overin my sleep and smother her...
context: Sango, don't misunderstand. We just...\I'm sorry... I...\We didn't mean anything bad.\I know that.\I'm in no position to criticize.\You shouldn't!\I'm no different.\I'd turn overin my sleep and smother her... response:	When I'm in a bad mood,
context: I'm sorry... I...\We didn't mean anything bad.\I know that.\I'm in no position to criticize.\You shouldn't!\I'm no different.\I'd turn overin my sleep and smother her...\When I'm in a bad mood, response:	I'd make her fly across the night sky.
context: We didn't mean anything bad.\I know that.\I'm in no position to criticize.\You shouldn't!\I'm no different.\I'd turn overin my sleep and smother her...\When I'm in a bad mood,\I'd make her fly across the night sky. response:	That's nothing much.
context: I know that.\I'm in no position to criticize.\You shouldn't!\I'm no different.\I'd turn overin my sleep and smother her...\When I'm in a bad mood,\I'd make her fly across the night sky.\That's nothing much. response:	I'd make her transform just so she could light the camp fire.
context: I'm in no position to criticize.\You shouldn't!\I'm no different.\I'd turn overin my sleep and smother her...\When I'm in a bad mood,\I'd make her fly across the night sky.\That's nothing much.\I'd make her transform just so she could light the camp fire. response:	Grab her paws several times a day...
context: You shouldn't!\I'm no different.\I'd turn overin my sleep and smother her...\When I'm in a bad mood,\I'd make her fly across the night sky.\That's nothing much.\I'd make her transform just so she could light the camp fire.\Grab her paws several times a day... response:	Pinch her nose while she was asleep...
context: I'm no different.\I'd turn overin my sleep and smother her...\When I'm in a bad mood,\I'd make her fly across the night sky.\That's nothing much.\I'd make her transform just so she could light the camp fire.\Grab her paws several times a day...\Pinch her nose while she was asleep... response:	Dress her up just for kicks...
context: I'd turn overin my sleep and smother her...\When I'm in a bad mood,\I'd make her fly across the night sky.\That's nothing much.\I'd make her transform just so she could light the camp fire.\Grab her paws several times a day...\Pinch her nose while she was asleep...\Dress her up just for kicks... response:	K-Kagome...
context: When I'm in a bad mood,\I'd make her fly across the night sky.\That's nothing much.\I'd make her transform just so she could light the camp fire.\Grab her paws several times a day...\Pinch her nose while she was asleep...\Dress her up just for kicks...\K-Kagome... response:	What WE did was tame!
context: I'd make her fly across the night sky.\That's nothing much.\I'd make her transform just so she could light the camp fire.\Grab her paws several times a day...\Pinch her nose while she was asleep...\Dress her up just for kicks...\K-Kagome...\What WE did was tame! response:	That's evil!
context: That's nothing much.\I'd make her transform just so she could light the camp fire.\Grab her paws several times a day...\Pinch her nose while she was asleep...\Dress her up just for kicks...\K-Kagome...\What WE did was tame!\That's evil! response:	Such a foolish human.
context: I'd make her transform just so she could light the camp fire.\Grab her paws several times a day...\Pinch her nose while she was asleep...\Dress her up just for kicks...\K-Kagome...\What WE did was tame!\That's evil!\Such a foolish human. response:	To even think you could leave my territory.
context: Grab her paws several times a day...\Pinch her nose while she was asleep...\Dress her up just for kicks...\K-Kagome...\What WE did was tame!\That's evil!\Such a foolish human.\To even think you could leave my territory. response:	S-Spare me!
context: Pinch her nose while she was asleep...\Dress her up just for kicks...\K-Kagome...\What WE did was tame!\That's evil!\Such a foolish human.\To even think you could leave my territory.\S-Spare me! response:	No such thing!
context: Dress her up just for kicks...\K-Kagome...\What WE did was tame!\That's evil!\Such a foolish human.\To even think you could leave my territory.\S-Spare me!\No such thing! response:	This forest has so little food.
context: K-Kagome...\What WE did was tame!\That's evil!\Such a foolish human.\To even think you could leave my territory.\S-Spare me!\No such thing!\This forest has so little food. response:	Damn it! I came here thinking it was Kirara...
context: What WE did was tame!\That's evil!\Such a foolish human.\To even think you could leave my territory.\S-Spare me!\No such thing!\This forest has so little food.\Damn it! I came here thinking it was Kirara... response:	but it's only a baboon wannabe and a mortal.
context: That's evil!\Such a foolish human.\To even think you could leave my territory.\S-Spare me!\No such thing!\This forest has so little food.\Damn it! I came here thinking it was Kirara...\but it's only a baboon wannabe and a mortal. response:	Hey mister... get outta here.
context: Such a foolish human.\To even think you could leave my territory.\S-Spare me!\No such thing!\This forest has so little food.\Damn it! I came here thinking it was Kirara...\but it's only a baboon wannabe and a mortal.\Hey mister... get outta here. response:	A-Anotherdemon!
context: To even think you could leave my territory.\S-Spare me!\No such thing!\This forest has so little food.\Damn it! I came here thinking it was Kirara...\but it's only a baboon wannabe and a mortal.\Hey mister... get outta here.\A-Anotherdemon! response:	Hey...
context: S-Spare me!\No such thing!\This forest has so little food.\Damn it! I came here thinking it was Kirara...\but it's only a baboon wannabe and a mortal.\Hey mister... get outta here.\A-Anotherdemon!\Hey... response:	Bastard, you dare let my prey go!
context: No such thing!\This forest has so little food.\Damn it! I came here thinking it was Kirara...\but it's only a baboon wannabe and a mortal.\Hey mister... get outta here.\A-Anotherdemon!\Hey...\Bastard, you dare let my prey go! response:	Inuyasha!
context: This forest has so little food.\Damn it! I came here thinking it was Kirara...\but it's only a baboon wannabe and a mortal.\Hey mister... get outta here.\A-Anotherdemon!\Hey...\Bastard, you dare let my prey go!\Inuyasha! response:	Ademon!
context: Damn it! I came here thinking it was Kirara...\but it's only a baboon wannabe and a mortal.\Hey mister... get outta here.\A-Anotherdemon!\Hey...\Bastard, you dare let my prey go!\Inuyasha!\Ademon! response:	Where's Kirara?
context: but it's only a baboon wannabe and a mortal.\Hey mister... get outta here.\A-Anotherdemon!\Hey...\Bastard, you dare let my prey go!\Inuyasha!\Ademon!\Where's Kirara? response:	Not here.
context: Hey mister... get outta here.\A-Anotherdemon!\Hey...\Bastard, you dare let my prey go!\Inuyasha!\Ademon!\Where's Kirara?\Not here. response:	But I smell Kirara!
context: A-Anotherdemon!\Hey...\Bastard, you dare let my prey go!\Inuyasha!\Ademon!\Where's Kirara?\Not here.\But I smell Kirara! response:	Who are you all?!
context: Hey...\Bastard, you dare let my prey go!\Inuyasha!\Ademon!\Where's Kirara?\Not here.\But I smell Kirara!\Who are you all?! response:	T-That's!
context: Bastard, you dare let my prey go!\Inuyasha!\Ademon!\Where's Kirara?\Not here.\But I smell Kirara!\Who are you all?!\T-That's! response:	The scarf I gave Kirara!
context: Inuyasha!\Ademon!\Where's Kirara?\Not here.\But I smell Kirara!\Who are you all?!\T-That's!\The scarf I gave Kirara! response:	Not only that. Look!
context: Ademon!\Where's Kirara?\Not here.\But I smell Kirara!\Who are you all?!\T-That's!\The scarf I gave Kirara!\Not only that. Look! response:	Bones are scattered all over there.
context: Where's Kirara?\Not here.\But I smell Kirara!\Who are you all?!\T-That's!\The scarf I gave Kirara!\Not only that. Look!\Bones are scattered all over there. response:	It can't be!
context: Not here.\But I smell Kirara!\Who are you all?!\T-That's!\The scarf I gave Kirara!\Not only that. Look!\Bones are scattered all over there.\It can't be! response:	Why you...! Did you eat Kirara?!
context: But I smell Kirara!\Who are you all?!\T-That's!\The scarf I gave Kirara!\Not only that. Look!\Bones are scattered all over there.\It can't be!\Why you...! Did you eat Kirara?! response:	Fools! As if I'd rememberwho I've eaten.
context: Who are you all?!\T-That's!\The scarf I gave Kirara!\Not only that. Look!\Bones are scattered all over there.\It can't be!\Why you...! Did you eat Kirara?!\Fools! As if I'd rememberwho I've eaten. response:	Did you eat her?!
context: T-That's!\The scarf I gave Kirara!\Not only that. Look!\Bones are scattered all over there.\It can't be!\Why you...! Did you eat Kirara?!\Fools! As if I'd rememberwho I've eaten.\Did you eat her?! response:	Don't worry. I'll let you join herright away...
context: The scarf I gave Kirara!\Not only that. Look!\Bones are scattered all over there.\It can't be!\Why you...! Did you eat Kirara?!\Fools! As if I'd rememberwho I've eaten.\Did you eat her?!\Don't worry. I'll let you join herright away... response:	in my belly!
context: Not only that. Look!\Bones are scattered all over there.\It can't be!\Why you...! Did you eat Kirara?!\Fools! As if I'd rememberwho I've eaten.\Did you eat her?!\Don't worry. I'll let you join herright away...\in my belly! response:	Iron-reaver, Soul-stealer!
context: Bones are scattered all over there.\It can't be!\Why you...! Did you eat Kirara?!\Fools! As if I'd rememberwho I've eaten.\Did you eat her?!\Don't worry. I'll let you join herright away...\in my belly!\Iron-reaver, Soul-stealer! response:	This is my forest!
context: It can't be!\Why you...! Did you eat Kirara?!\Fools! As if I'd rememberwho I've eaten.\Did you eat her?!\Don't worry. I'll let you join herright away...\in my belly!\Iron-reaver, Soul-stealer!\This is my forest! response:	Everything here is my ally!
context: Why you...! Did you eat Kirara?!\Fools! As if I'd rememberwho I've eaten.\Did you eat her?!\Don't worry. I'll let you join herright away...\in my belly!\Iron-reaver, Soul-stealer!\This is my forest!\Everything here is my ally! response:	Watch out!
context: Fools! As if I'd rememberwho I've eaten.\Did you eat her?!\Don't worry. I'll let you join herright away...\in my belly!\Iron-reaver, Soul-stealer!\This is my forest!\Everything here is my ally!\Watch out! response:	He's too fast!
