context: You're alive, Ichika. response:	I knew the whole time.
context: Must she return home?\She must.\Could she go back home and then come back here again?\Given the situation, I imagine that would be difficult.\Then...\Then could you take me into space with you?!\I'll do anything!\My sister's not very elegant and she's stubborn. response:	Are you sure about that?
context: She must.\Could she go back home and then come back here again?\Given the situation, I imagine that would be difficult.\Then...\Then could you take me into space with you?!\I'll do anything!\My sister's not very elegant and she's stubborn.\Are you sure about that? response:	Yes!
context: Could she go back home and then come back here again?\Given the situation, I imagine that would be difficult.\Then...\Then could you take me into space with you?!\I'll do anything!\My sister's not very elegant and she's stubborn.\Are you sure about that?\Yes! response:	Let's... get a change of scenery, shall we?
context: Given the situation, I imagine that would be difficult.\Then...\Then could you take me into space with you?!\I'll do anything!\My sister's not very elegant and she's stubborn.\Are you sure about that?\Yes!\Let's... get a change of scenery, shall we? response:	Y-You're going back?
context: Then...\Then could you take me into space with you?!\I'll do anything!\My sister's not very elegant and she's stubborn.\Are you sure about that?\Yes!\Let's... get a change of scenery, shall we?\Y-You're going back? response:	They're already looking for me.
context: Then could you take me into space with you?!\I'll do anything!\My sister's not very elegant and she's stubborn.\Are you sure about that?\Yes!\Let's... get a change of scenery, shall we?\Y-You're going back?\They're already looking for me. response:	And I couldn't get away from them if I tried.
context: I'll do anything!\My sister's not very elegant and she's stubborn.\Are you sure about that?\Yes!\Let's... get a change of scenery, shall we?\Y-You're going back?\They're already looking for me.\And I couldn't get away from them if I tried. response:	I don't think they'd listen to what I had to say, either.
context: My sister's not very elegant and she's stubborn.\Are you sure about that?\Yes!\Let's... get a change of scenery, shall we?\Y-You're going back?\They're already looking for me.\And I couldn't get away from them if I tried.\I don't think they'd listen to what I had to say, either. response:	So you can't do anything about it?
context: Are you sure about that?\Yes!\Let's... get a change of scenery, shall we?\Y-You're going back?\They're already looking for me.\And I couldn't get away from them if I tried.\I don't think they'd listen to what I had to say, either.\So you can't do anything about it? response:	No.
context: Yes!\Let's... get a change of scenery, shall we?\Y-You're going back?\They're already looking for me.\And I couldn't get away from them if I tried.\I don't think they'd listen to what I had to say, either.\So you can't do anything about it?\No. response:	And if I try to stay here, things are going to get really bad.
context: Let's... get a change of scenery, shall we?\Y-You're going back?\They're already looking for me.\And I couldn't get away from them if I tried.\I don't think they'd listen to what I had to say, either.\So you can't do anything about it?\No.\And if I try to stay here, things are going to get really bad. response:	So I have to...
context: Y-You're going back?\They're already looking for me.\And I couldn't get away from them if I tried.\I don't think they'd listen to what I had to say, either.\So you can't do anything about it?\No.\And if I try to stay here, things are going to get really bad.\So I have to... response:	So you're just going to leave?
context: They're already looking for me.\And I couldn't get away from them if I tried.\I don't think they'd listen to what I had to say, either.\So you can't do anything about it?\No.\And if I try to stay here, things are going to get really bad.\So I have to...\So you're just going to leave? response:	You're going to leave Kaito-kun behind and go back to space?
context: And I couldn't get away from them if I tried.\I don't think they'd listen to what I had to say, either.\So you can't do anything about it?\No.\And if I try to stay here, things are going to get really bad.\So I have to...\So you're just going to leave?\You're going to leave Kaito-kun behind and go back to space? response:	But I can't do anything about
context: I don't think they'd listen to what I had to say, either.\So you can't do anything about it?\No.\And if I try to stay here, things are going to get really bad.\So I have to...\So you're just going to leave?\You're going to leave Kaito-kun behind and go back to space?\But I can't do anything about response:	So you're going to give up on being with the guy you like?!
context: So you can't do anything about it?\No.\And if I try to stay here, things are going to get really bad.\So I have to...\So you're just going to leave?\You're going to leave Kaito-kun behind and go back to space?\But I can't do anything about\So you're going to give up on being with the guy you like?! response:	So you dated Kaito-kun knowing that you'd just give up,
context: No.\And if I try to stay here, things are going to get really bad.\So I have to...\So you're just going to leave?\You're going to leave Kaito-kun behind and go back to space?\But I can't do anything about\So you're going to give up on being with the guy you like?!\So you dated Kaito-kun knowing that you'd just give up, response:	knowing that your feelings for him weren't really that strong.
context: And if I try to stay here, things are going to get really bad.\So I have to...\So you're just going to leave?\You're going to leave Kaito-kun behind and go back to space?\But I can't do anything about\So you're going to give up on being with the guy you like?!\So you dated Kaito-kun knowing that you'd just give up,\knowing that your feelings for him weren't really that strong. response:	Do you know...
context: So I have to...\So you're just going to leave?\You're going to leave Kaito-kun behind and go back to space?\But I can't do anything about\So you're going to give up on being with the guy you like?!\So you dated Kaito-kun knowing that you'd just give up,\knowing that your feelings for him weren't really that strong.\Do you know... response:	Do you know how I've felt?
context: So you're just going to leave?\You're going to leave Kaito-kun behind and go back to space?\But I can't do anything about\So you're going to give up on being with the guy you like?!\So you dated Kaito-kun knowing that you'd just give up,\knowing that your feelings for him weren't really that strong.\Do you know...\Do you know how I've felt? response:	Tanigawa-san...
context: You're going to leave Kaito-kun behind and go back to space?\But I can't do anything about\So you're going to give up on being with the guy you like?!\So you dated Kaito-kun knowing that you'd just give up,\knowing that your feelings for him weren't really that strong.\Do you know...\Do you know how I've felt?\Tanigawa-san... response:	Just do whatever you want!
context: But I can't do anything about\So you're going to give up on being with the guy you like?!\So you dated Kaito-kun knowing that you'd just give up,\knowing that your feelings for him weren't really that strong.\Do you know...\Do you know how I've felt?\Tanigawa-san...\Just do whatever you want! response:	Just give up already, leave him, and go back to space or whatever!
context: So you're going to give up on being with the guy you like?!\So you dated Kaito-kun knowing that you'd just give up,\knowing that your feelings for him weren't really that strong.\Do you know...\Do you know how I've felt?\Tanigawa-san...\Just do whatever you want!\Just give up already, leave him, and go back to space or whatever! response:	This planet is nice...
context: So you dated Kaito-kun knowing that you'd just give up,\knowing that your feelings for him weren't really that strong.\Do you know...\Do you know how I've felt?\Tanigawa-san...\Just do whatever you want!\Just give up already, leave him, and go back to space or whatever!\This planet is nice... response:	There's so much nature left.
context: knowing that your feelings for him weren't really that strong.\Do you know...\Do you know how I've felt?\Tanigawa-san...\Just do whatever you want!\Just give up already, leave him, and go back to space or whatever!\This planet is nice...\There's so much nature left. response:	My planet doesn't look a thing like it,
context: Do you know...\Do you know how I've felt?\Tanigawa-san...\Just do whatever you want!\Just give up already, leave him, and go back to space or whatever!\This planet is nice...\There's so much nature left.\My planet doesn't look a thing like it, response:	but it still feels like I've been here before.
context: Do you know how I've felt?\Tanigawa-san...\Just do whatever you want!\Just give up already, leave him, and go back to space or whatever!\This planet is nice...\There's so much nature left.\My planet doesn't look a thing like it,\but it still feels like I've been here before. response:	Ichika-san said the same thing.
context: Tanigawa-san...\Just do whatever you want!\Just give up already, leave him, and go back to space or whatever!\This planet is nice...\There's so much nature left.\My planet doesn't look a thing like it,\but it still feels like I've been here before.\Ichika-san said the same thing. response:	She said that there's an image of a place in her head,
context: Just do whatever you want!\Just give up already, leave him, and go back to space or whatever!\This planet is nice...\There's so much nature left.\My planet doesn't look a thing like it,\but it still feels like I've been here before.\Ichika-san said the same thing.\She said that there's an image of a place in her head, response:	and it's somewhere on this planet.
context: Just give up already, leave him, and go back to space or whatever!\This planet is nice...\There's so much nature left.\My planet doesn't look a thing like it,\but it still feels like I've been here before.\Ichika-san said the same thing.\She said that there's an image of a place in her head,\and it's somewhere on this planet. response:	That's why she came to this planet.
context: This planet is nice...\There's so much nature left.\My planet doesn't look a thing like it,\but it still feels like I've been here before.\Ichika-san said the same thing.\She said that there's an image of a place in her head,\and it's somewhere on this planet.\That's why she came to this planet. response:	That image is inside me, too.
context: There's so much nature left.\My planet doesn't look a thing like it,\but it still feels like I've been here before.\Ichika-san said the same thing.\She said that there's an image of a place in her head,\and it's somewhere on this planet.\That's why she came to this planet.\That image is inside me, too. response:	That image is probably...
context: My planet doesn't look a thing like it,\but it still feels like I've been here before.\Ichika-san said the same thing.\She said that there's an image of a place in her head,\and it's somewhere on this planet.\That's why she came to this planet.\That image is inside me, too.\That image is probably... response:	And now we've inherited that.
context: but it still feels like I've been here before.\Ichika-san said the same thing.\She said that there's an image of a place in her head,\and it's somewhere on this planet.\That's why she came to this planet.\That image is inside me, too.\That image is probably...\And now we've inherited that. response:	Why would they do that?
context: Ichika-san said the same thing.\She said that there's an image of a place in her head,\and it's somewhere on this planet.\That's why she came to this planet.\That image is inside me, too.\That image is probably...\And now we've inherited that.\Why would they do that? response:	Who knows?
context: She said that there's an image of a place in her head,\and it's somewhere on this planet.\That's why she came to this planet.\That image is inside me, too.\That image is probably...\And now we've inherited that.\Why would they do that?\Who knows? response:	Maybe that's where they buried a bunch of treasure or something?
context: and it's somewhere on this planet.\That's why she came to this planet.\That image is inside me, too.\That image is probably...\And now we've inherited that.\Why would they do that?\Who knows?\Maybe that's where they buried a bunch of treasure or something? response:	I didn't really care that much about it,
context: That's why she came to this planet.\That image is inside me, too.\That image is probably...\And now we've inherited that.\Why would they do that?\Who knows?\Maybe that's where they buried a bunch of treasure or something?\I didn't really care that much about it, response:	but it may have been on Ichika's mind this whole time.
context: That image is inside me, too.\That image is probably...\And now we've inherited that.\Why would they do that?\Who knows?\Maybe that's where they buried a bunch of treasure or something?\I didn't really care that much about it,\but it may have been on Ichika's mind this whole time. response:	When I looked for Ichika, I scanned this whole planet,
context: That image is probably...\And now we've inherited that.\Why would they do that?\Who knows?\Maybe that's where they buried a bunch of treasure or something?\I didn't really care that much about it,\but it may have been on Ichika's mind this whole time.\When I looked for Ichika, I scanned this whole planet, response:	but there was no place here like the one I have in my head.
context: And now we've inherited that.\Why would they do that?\Who knows?\Maybe that's where they buried a bunch of treasure or something?\I didn't really care that much about it,\but it may have been on Ichika's mind this whole time.\When I looked for Ichika, I scanned this whole planet,\but there was no place here like the one I have in my head. response:	I know you said you want to go into space with us,
context: Why would they do that?\Who knows?\Maybe that's where they buried a bunch of treasure or something?\I didn't really care that much about it,\but it may have been on Ichika's mind this whole time.\When I looked for Ichika, I scanned this whole planet,\but there was no place here like the one I have in my head.\I know you said you want to go into space with us, response:	but there's no way I can take someone from a...
context: Who knows?\Maybe that's where they buried a bunch of treasure or something?\I didn't really care that much about it,\but it may have been on Ichika's mind this whole time.\When I looked for Ichika, I scanned this whole planet,\but there was no place here like the one I have in my head.\I know you said you want to go into space with us,\but there's no way I can take someone from a... response:	This planet would first have to develop the technology for interstellar flight,
context: Maybe that's where they buried a bunch of treasure or something?\I didn't really care that much about it,\but it may have been on Ichika's mind this whole time.\When I looked for Ichika, I scanned this whole planet,\but there was no place here like the one I have in my head.\I know you said you want to go into space with us,\but there's no way I can take someone from a...\This planet would first have to develop the technology for interstellar flight, response:	make contact with us, join the Galactic Federation,
context: I didn't really care that much about it,\but it may have been on Ichika's mind this whole time.\When I looked for Ichika, I scanned this whole planet,\but there was no place here like the one I have in my head.\I know you said you want to go into space with us,\but there's no way I can take someone from a...\This planet would first have to develop the technology for interstellar flight,\make contact with us, join the Galactic Federation, response:	and then what you want could happen.
context: but it may have been on Ichika's mind this whole time.\When I looked for Ichika, I scanned this whole planet,\but there was no place here like the one I have in my head.\I know you said you want to go into space with us,\but there's no way I can take someone from a...\This planet would first have to develop the technology for interstellar flight,\make contact with us, join the Galactic Federation,\and then what you want could happen. response:	For that to happen, this planet would probably require...
context: When I looked for Ichika, I scanned this whole planet,\but there was no place here like the one I have in my head.\I know you said you want to go into space with us,\but there's no way I can take someone from a...\This planet would first have to develop the technology for interstellar flight,\make contact with us, join the Galactic Federation,\and then what you want could happen.\For that to happen, this planet would probably require... response:	Is there... Is there another way?
context: but there was no place here like the one I have in my head.\I know you said you want to go into space with us,\but there's no way I can take someone from a...\This planet would first have to develop the technology for interstellar flight,\make contact with us, join the Galactic Federation,\and then what you want could happen.\For that to happen, this planet would probably require...\Is there... Is there another way? response:	Unless Federation law was amended somehow, it's just not possible.
context: I know you said you want to go into space with us,\but there's no way I can take someone from a...\This planet would first have to develop the technology for interstellar flight,\make contact with us, join the Galactic Federation,\and then what you want could happen.\For that to happen, this planet would probably require...\Is there... Is there another way?\Unless Federation law was amended somehow, it's just not possible. response:	Thank you, Kirishima-kun.
context: but there's no way I can take someone from a...\This planet would first have to develop the technology for interstellar flight,\make contact with us, join the Galactic Federation,\and then what you want could happen.\For that to happen, this planet would probably require...\Is there... Is there another way?\Unless Federation law was amended somehow, it's just not possible.\Thank you, Kirishima-kun. response:	You care about Ichika so much.
context: This planet would first have to develop the technology for interstellar flight,\make contact with us, join the Galactic Federation,\and then what you want could happen.\For that to happen, this planet would probably require...\Is there... Is there another way?\Unless Federation law was amended somehow, it's just not possible.\Thank you, Kirishima-kun.\You care about Ichika so much. response:	But...
context: make contact with us, join the Galactic Federation,\and then what you want could happen.\For that to happen, this planet would probably require...\Is there... Is there another way?\Unless Federation law was amended somehow, it's just not possible.\Thank you, Kirishima-kun.\You care about Ichika so much.\But... response:	I'm going to take Ichika back home.
context: and then what you want could happen.\For that to happen, this planet would probably require...\Is there... Is there another way?\Unless Federation law was amended somehow, it's just not possible.\Thank you, Kirishima-kun.\You care about Ichika so much.\But...\I'm going to take Ichika back home. response:	It's for her own good.
context: For that to happen, this planet would probably require...\Is there... Is there another way?\Unless Federation law was amended somehow, it's just not possible.\Thank you, Kirishima-kun.\You care about Ichika so much.\But...\I'm going to take Ichika back home.\It's for her own good. response:	I never thought she'd get a boyfriend.
context: Is there... Is there another way?\Unless Federation law was amended somehow, it's just not possible.\Thank you, Kirishima-kun.\You care about Ichika so much.\But...\I'm going to take Ichika back home.\It's for her own good.\I never thought she'd get a boyfriend. response:	I only came here to get her.
context: Unless Federation law was amended somehow, it's just not possible.\Thank you, Kirishima-kun.\You care about Ichika so much.\But...\I'm going to take Ichika back home.\It's for her own good.\I never thought she'd get a boyfriend.\I only came here to get her. response:	I never thought I'd have to do this instead.
context: Thank you, Kirishima-kun.\You care about Ichika so much.\But...\I'm going to take Ichika back home.\It's for her own good.\I never thought she'd get a boyfriend.\I only came here to get her.\I never thought I'd have to do this instead. response:	You're Ichika Takatsuki-san's sister, correct?
context: You care about Ichika so much.\But...\I'm going to take Ichika back home.\It's for her own good.\I never thought she'd get a boyfriend.\I only came here to get her.\I never thought I'd have to do this instead.\You're Ichika Takatsuki-san's sister, correct? response:	Who's there?!
context: But...\I'm going to take Ichika back home.\It's for her own good.\I never thought she'd get a boyfriend.\I only came here to get her.\I never thought I'd have to do this instead.\You're Ichika Takatsuki-san's sister, correct?\Who's there?! response:	Kanna hasn't come back yet.
context: I'm going to take Ichika back home.\It's for her own good.\I never thought she'd get a boyfriend.\I only came here to get her.\I never thought I'd have to do this instead.\You're Ichika Takatsuki-san's sister, correct?\Who's there?!\Kanna hasn't come back yet. response:	Remon-senpai went somewhere, too.
context: It's for her own good.\I never thought she'd get a boyfriend.\I only came here to get her.\I never thought I'd have to do this instead.\You're Ichika Takatsuki-san's sister, correct?\Who's there?!\Kanna hasn't come back yet.\Remon-senpai went somewhere, too. response:	And what are Kai and Ichika-senpai doing?
context: I never thought she'd get a boyfriend.\I only came here to get her.\I never thought I'd have to do this instead.\You're Ichika Takatsuki-san's sister, correct?\Who's there?!\Kanna hasn't come back yet.\Remon-senpai went somewhere, too.\And what are Kai and Ichika-senpai doing? response:	I hope he's not fooling around while we're supposed to be filming.
context: I only came here to get her.\I never thought I'd have to do this instead.\You're Ichika Takatsuki-san's sister, correct?\Who's there?!\Kanna hasn't come back yet.\Remon-senpai went somewhere, too.\And what are Kai and Ichika-senpai doing?\I hope he's not fooling around while we're supposed to be filming. response:	Might be kind of lucky for me, though.
context: I never thought I'd have to do this instead.\You're Ichika Takatsuki-san's sister, correct?\Who's there?!\Kanna hasn't come back yet.\Remon-senpai went somewhere, too.\And what are Kai and Ichika-senpai doing?\I hope he's not fooling around while we're supposed to be filming.\Might be kind of lucky for me, though. response:	You think so?
context: You're Ichika Takatsuki-san's sister, correct?\Who's there?!\Kanna hasn't come back yet.\Remon-senpai went somewhere, too.\And what are Kai and Ichika-senpai doing?\I hope he's not fooling around while we're supposed to be filming.\Might be kind of lucky for me, though.\You think so? response:	Yep.
context: Who's there?!\Kanna hasn't come back yet.\Remon-senpai went somewhere, too.\And what are Kai and Ichika-senpai doing?\I hope he's not fooling around while we're supposed to be filming.\Might be kind of lucky for me, though.\You think so?\Yep. response:	What are you talking about?
context: Kanna hasn't come back yet.\Remon-senpai went somewhere, too.\And what are Kai and Ichika-senpai doing?\I hope he's not fooling around while we're supposed to be filming.\Might be kind of lucky for me, though.\You think so?\Yep.\What are you talking about? response:	Kanna.
context: Remon-senpai went somewhere, too.\And what are Kai and Ichika-senpai doing?\I hope he's not fooling around while we're supposed to be filming.\Might be kind of lucky for me, though.\You think so?\Yep.\What are you talking about?\Kanna. response:	Wh-Where are Kai and Ichika-senpai?
context: And what are Kai and Ichika-senpai doing?\I hope he's not fooling around while we're supposed to be filming.\Might be kind of lucky for me, though.\You think so?\Yep.\What are you talking about?\Kanna.\Wh-Where are Kai and Ichika-senpai? response:	I don't know.
context: I hope he's not fooling around while we're supposed to be filming.\Might be kind of lucky for me, though.\You think so?\Yep.\What are you talking about?\Kanna.\Wh-Where are Kai and Ichika-senpai?\I don't know. response:	What's wrong, Kanna?
context: Might be kind of lucky for me, though.\You think so?\Yep.\What are you talking about?\Kanna.\Wh-Where are Kai and Ichika-senpai?\I don't know.\What's wrong, Kanna? response:	Takatsuki-senpai said she's going back to space.
context: You think so?\Yep.\What are you talking about?\Kanna.\Wh-Where are Kai and Ichika-senpai?\I don't know.\What's wrong, Kanna?\Takatsuki-senpai said she's going back to space. response:	Someone's come to take her back.
context: Yep.\What are you talking about?\Kanna.\Wh-Where are Kai and Ichika-senpai?\I don't know.\What's wrong, Kanna?\Takatsuki-senpai said she's going back to space.\Someone's come to take her back. response:	What?
context: What are you talking about?\Kanna.\Wh-Where are Kai and Ichika-senpai?\I don't know.\What's wrong, Kanna?\Takatsuki-senpai said she's going back to space.\Someone's come to take her back.\What? response:	She said some stuff's going on.
context: Kanna.\Wh-Where are Kai and Ichika-senpai?\I don't know.\What's wrong, Kanna?\Takatsuki-senpai said she's going back to space.\Someone's come to take her back.\What?\She said some stuff's going on. response:	She has no choice.
context: Wh-Where are Kai and Ichika-senpai?\I don't know.\What's wrong, Kanna?\Takatsuki-senpai said she's going back to space.\Someone's come to take her back.\What?\She said some stuff's going on.\She has no choice. response:	So we're not making the movie anymore.
context: I don't know.\What's wrong, Kanna?\Takatsuki-senpai said she's going back to space.\Someone's come to take her back.\What?\She said some stuff's going on.\She has no choice.\So we're not making the movie anymore. response:	There's no point in being here any longer, so let's go home!
context: What's wrong, Kanna?\Takatsuki-senpai said she's going back to space.\Someone's come to take her back.\What?\She said some stuff's going on.\She has no choice.\So we're not making the movie anymore.\There's no point in being here any longer, so let's go home! response:	W-Wait a second, Kanna.
context: Takatsuki-senpai said she's going back to space.\Someone's come to take her back.\What?\She said some stuff's going on.\She has no choice.\So we're not making the movie anymore.\There's no point in being here any longer, so let's go home!\W-Wait a second, Kanna. response:	What?
context: Someone's come to take her back.\What?\She said some stuff's going on.\She has no choice.\So we're not making the movie anymore.\There's no point in being here any longer, so let's go home!\W-Wait a second, Kanna.\What? response:	Does Takatsuki-senpai really want to go back to space?
context: What?\She said some stuff's going on.\She has no choice.\So we're not making the movie anymore.\There's no point in being here any longer, so let's go home!\W-Wait a second, Kanna.\What?\Does Takatsuki-senpai really want to go back to space? response:	I don't...
context: She said some stuff's going on.\She has no choice.\So we're not making the movie anymore.\There's no point in being here any longer, so let's go home!\W-Wait a second, Kanna.\What?\Does Takatsuki-senpai really want to go back to space?\I don't... response:	What about Kai?!
context: She has no choice.\So we're not making the movie anymore.\There's no point in being here any longer, so let's go home!\W-Wait a second, Kanna.\What?\Does Takatsuki-senpai really want to go back to space?\I don't...\What about Kai?! response:	Are you okay with this?
context: So we're not making the movie anymore.\There's no point in being here any longer, so let's go home!\W-Wait a second, Kanna.\What?\Does Takatsuki-senpai really want to go back to space?\I don't...\What about Kai?!\Are you okay with this? response:	She's going to go and leave Kai behind.
context: There's no point in being here any longer, so let's go home!\W-Wait a second, Kanna.\What?\Does Takatsuki-senpai really want to go back to space?\I don't...\What about Kai?!\Are you okay with this?\She's going to go and leave Kai behind. response:	Are you okay with all of this?
context: W-Wait a second, Kanna.\What?\Does Takatsuki-senpai really want to go back to space?\I don't...\What about Kai?!\Are you okay with this?\She's going to go and leave Kai behind.\Are you okay with all of this? response:	Are you really okay with all of this?!
context: What?\Does Takatsuki-senpai really want to go back to space?\I don't...\What about Kai?!\Are you okay with this?\She's going to go and leave Kai behind.\Are you okay with all of this?\Are you really okay with all of this?! response:	Of...
context: Does Takatsuki-senpai really want to go back to space?\I don't...\What about Kai?!\Are you okay with this?\She's going to go and leave Kai behind.\Are you okay with all of this?\Are you really okay with all of this?!\Of... response:	Of...
context: I don't...\What about Kai?!\Are you okay with this?\She's going to go and leave Kai behind.\Are you okay with all of this?\Are you really okay with all of this?!\Of...\Of... response:	Of course not!
context: What about Kai?!\Are you okay with this?\She's going to go and leave Kai behind.\Are you okay with all of this?\Are you really okay with all of this?!\Of...\Of...\Of course not! response:	I was talking to your sister until just a little while ago.
context: Are you okay with this?\She's going to go and leave Kai behind.\Are you okay with all of this?\Are you really okay with all of this?!\Of...\Of...\Of course not!\I was talking to your sister until just a little while ago. response:	I asked her to take me into space with you, but she said no.
context: She's going to go and leave Kai behind.\Are you okay with all of this?\Are you really okay with all of this?!\Of...\Of...\Of course not!\I was talking to your sister until just a little while ago.\I asked her to take me into space with you, but she said no. response:	I'm not going to give up...
context: Are you okay with all of this?\Are you really okay with all of this?!\Of...\Of...\Of course not!\I was talking to your sister until just a little while ago.\I asked her to take me into space with you, but she said no.\I'm not going to give up... response:	on finding a way to stay with you.
context: Are you really okay with all of this?!\Of...\Of...\Of course not!\I was talking to your sister until just a little while ago.\I asked her to take me into space with you, but she said no.\I'm not going to give up...\on finding a way to stay with you. response:	Tanigawa-san got mad at me.
context: Of...\Of...\Of course not!\I was talking to your sister until just a little while ago.\I asked her to take me into space with you, but she said no.\I'm not going to give up...\on finding a way to stay with you.\Tanigawa-san got mad at me. response:	Huh? Why?
context: Of...\Of course not!\I was talking to your sister until just a little while ago.\I asked her to take me into space with you, but she said no.\I'm not going to give up...\on finding a way to stay with you.\Tanigawa-san got mad at me.\Huh? Why? response:	Senpai, you aren't...
context: Of course not!\I was talking to your sister until just a little while ago.\I asked her to take me into space with you, but she said no.\I'm not going to give up...\on finding a way to stay with you.\Tanigawa-san got mad at me.\Huh? Why?\Senpai, you aren't... response:	Rinon, jump me...
context: I was talking to your sister until just a little while ago.\I asked her to take me into space with you, but she said no.\I'm not going to give up...\on finding a way to stay with you.\Tanigawa-san got mad at me.\Huh? Why?\Senpai, you aren't...\Rinon, jump me... response:	Se
context: I asked her to take me into space with you, but she said no.\I'm not going to give up...\on finding a way to stay with you.\Tanigawa-san got mad at me.\Huh? Why?\Senpai, you aren't...\Rinon, jump me...\Se response:	Senpai!
context: I'm not going to give up...\on finding a way to stay with you.\Tanigawa-san got mad at me.\Huh? Why?\Senpai, you aren't...\Rinon, jump me...\Se\Senpai! response:	I don't think so.
context: on finding a way to stay with you.\Tanigawa-san got mad at me.\Huh? Why?\Senpai, you aren't...\Rinon, jump me...\Se\Senpai!\I don't think so. response:	Senpai, aren't you giving up a little too quickly?
context: Tanigawa-san got mad at me.\Huh? Why?\Senpai, you aren't...\Rinon, jump me...\Se\Senpai!\I don't think so.\Senpai, aren't you giving up a little too quickly? response:	Tetsuro...
context: Huh? Why?\Senpai, you aren't...\Rinon, jump me...\Se\Senpai!\I don't think so.\Senpai, aren't you giving up a little too quickly?\Tetsuro... response:	Kitahara-san...
context: Senpai, you aren't...\Rinon, jump me...\Se\Senpai!\I don't think so.\Senpai, aren't you giving up a little too quickly?\Tetsuro...\Kitahara-san... response:	We heard what was going on, so we came here.
context: Rinon, jump me...\Se\Senpai!\I don't think so.\Senpai, aren't you giving up a little too quickly?\Tetsuro...\Kitahara-san...\We heard what was going on, so we came here. response:	We couldn't just let you go like that.
context: Se\Senpai!\I don't think so.\Senpai, aren't you giving up a little too quickly?\Tetsuro...\Kitahara-san...\We heard what was going on, so we came here.\We couldn't just let you go like that. response:	I-It'd be a problem for us.
context: Senpai!\I don't think so.\Senpai, aren't you giving up a little too quickly?\Tetsuro...\Kitahara-san...\We heard what was going on, so we came here.\We couldn't just let you go like that.\I-It'd be a problem for us. response:	I mean, if you left, we wouldn't be able to film the movie anymore.
context: I don't think so.\Senpai, aren't you giving up a little too quickly?\Tetsuro...\Kitahara-san...\We heard what was going on, so we came here.\We couldn't just let you go like that.\I-It'd be a problem for us.\I mean, if you left, we wouldn't be able to film the movie anymore. response:	Tanigawa-san...
context: Senpai, aren't you giving up a little too quickly?\Tetsuro...\Kitahara-san...\We heard what was going on, so we came here.\We couldn't just let you go like that.\I-It'd be a problem for us.\I mean, if you left, we wouldn't be able to film the movie anymore.\Tanigawa-san... response:	I want you to stay here.
context: Tetsuro...\Kitahara-san...\We heard what was going on, so we came here.\We couldn't just let you go like that.\I-It'd be a problem for us.\I mean, if you left, we wouldn't be able to film the movie anymore.\Tanigawa-san...\I want you to stay here. response:	Me, too.
context: Kitahara-san...\We heard what was going on, so we came here.\We couldn't just let you go like that.\I-It'd be a problem for us.\I mean, if you left, we wouldn't be able to film the movie anymore.\Tanigawa-san...\I want you to stay here.\Me, too. response:	B-But...
context: We heard what was going on, so we came here.\We couldn't just let you go like that.\I-It'd be a problem for us.\I mean, if you left, we wouldn't be able to film the movie anymore.\Tanigawa-san...\I want you to stay here.\Me, too.\B-But... response:	Kirishima-kun's here.
context: We couldn't just let you go like that.\I-It'd be a problem for us.\I mean, if you left, we wouldn't be able to film the movie anymore.\Tanigawa-san...\I want you to stay here.\Me, too.\B-But...\Kirishima-kun's here. response:	But...
context: I-It'd be a problem for us.\I mean, if you left, we wouldn't be able to film the movie anymore.\Tanigawa-san...\I want you to stay here.\Me, too.\B-But...\Kirishima-kun's here.\But... response:	Say how you really feel!
context: I mean, if you left, we wouldn't be able to film the movie anymore.\Tanigawa-san...\I want you to stay here.\Me, too.\B-But...\Kirishima-kun's here.\But...\Say how you really feel! response:	What do you really want?!
context: Tanigawa-san...\I want you to stay here.\Me, too.\B-But...\Kirishima-kun's here.\But...\Say how you really feel!\What do you really want?! response:	I don't want to go...
context: I want you to stay here.\Me, too.\B-But...\Kirishima-kun's here.\But...\Say how you really feel!\What do you really want?!\I don't want to go... response:	I don't want to return home...
context: Me, too.\B-But...\Kirishima-kun's here.\But...\Say how you really feel!\What do you really want?!\I don't want to go...\I don't want to return home... response:	I don't want to leave him...
context: B-But...\Kirishima-kun's here.\But...\Say how you really feel!\What do you really want?!\I don't want to go...\I don't want to return home...\I don't want to leave him... response:	I love Kaito-kun.
context: Kirishima-kun's here.\But...\Say how you really feel!\What do you really want?!\I don't want to go...\I don't want to return home...\I don't want to leave him...\I love Kaito-kun. response:	I love you, too!
context: But...\Say how you really feel!\What do you really want?!\I don't want to go...\I don't want to return home...\I don't want to leave him...\I love Kaito-kun.\I love you, too! response:	I want to stay with you!
context: Say how you really feel!\What do you really want?!\I don't want to go...\I don't want to return home...\I don't want to leave him...\I love Kaito-kun.\I love you, too!\I want to stay with you! response:	I don't care if all of outer space is against me!
context: What do you really want?!\I don't want to go...\I don't want to return home...\I don't want to leave him...\I love Kaito-kun.\I love you, too!\I want to stay with you!\I don't care if all of outer space is against me! response:	Kaito-kun...
context: I don't want to go...\I don't want to return home...\I don't want to leave him...\I love Kaito-kun.\I love you, too!\I want to stay with you!\I don't care if all of outer space is against me!\Kaito-kun... response:	Then that's what you should do!
context: I don't want to return home...\I don't want to leave him...\I love Kaito-kun.\I love you, too!\I want to stay with you!\I don't care if all of outer space is against me!\Kaito-kun...\Then that's what you should do! response:	Thank you...
context: I don't want to leave him...\I love Kaito-kun.\I love you, too!\I want to stay with you!\I don't care if all of outer space is against me!\Kaito-kun...\Then that's what you should do!\Thank you... response:	So what are you going to do?
