context: Shinonome Institute response:	eyecatch
context: Whoa!\My God!\What do you mean, Daihuku Fair!?\What do you mean, a fair...?\Well, you know...\Maybe there are extra copies of the worksheet in the teacher's desk.\Ah!\You're kidding! response:	There were actually extra copies?
context: My God!\What do you mean, Daihuku Fair!?\What do you mean, a fair...?\Well, you know...\Maybe there are extra copies of the worksheet in the teacher's desk.\Ah!\You're kidding!\There were actually extra copies? response:	Damn it!
context: What do you mean, Daihuku Fair!?\What do you mean, a fair...?\Well, you know...\Maybe there are extra copies of the worksheet in the teacher's desk.\Ah!\You're kidding!\There were actually extra copies?\Damn it! response:	Damn it!
context: What do you mean, a fair...?\Well, you know...\Maybe there are extra copies of the worksheet in the teacher's desk.\Ah!\You're kidding!\There were actually extra copies?\Damn it!\Damn it! response:	You're going back to get it?
context: Well, you know...\Maybe there are extra copies of the worksheet in the teacher's desk.\Ah!\You're kidding!\There were actually extra copies?\Damn it!\Damn it!\You're going back to get it? response:	You're not going to make it back in time!
context: Maybe there are extra copies of the worksheet in the teacher's desk.\Ah!\You're kidding!\There were actually extra copies?\Damn it!\Damn it!\You're going back to get it?\You're not going to make it back in time! response:	Even so I'm...
context: Ah!\You're kidding!\There were actually extra copies?\Damn it!\Damn it!\You're going back to get it?\You're not going to make it back in time!\Even so I'm... response:	I'm still going!
context: You're kidding!\There were actually extra copies?\Damn it!\Damn it!\You're going back to get it?\You're not going to make it back in time!\Even so I'm...\I'm still going! response:	Hey, class is about to start.
context: There were actually extra copies?\Damn it!\Damn it!\You're going back to get it?\You're not going to make it back in time!\Even so I'm...\I'm still going!\Hey, class is about to start. response:	Go sit down.
context: Damn it!\Damn it!\You're going back to get it?\You're not going to make it back in time!\Even so I'm...\I'm still going!\Hey, class is about to start.\Go sit down. response:	Spin, spin, spin...
context: Damn it!\You're going back to get it?\You're not going to make it back in time!\Even so I'm...\I'm still going!\Hey, class is about to start.\Go sit down.\Spin, spin, spin... response:	Turn, turn, turn...
context: You're going back to get it?\You're not going to make it back in time!\Even so I'm...\I'm still going!\Hey, class is about to start.\Go sit down.\Spin, spin, spin...\Turn, turn, turn... response:	Don't be hasty, and things will turn.
context: You're not going to make it back in time!\Even so I'm...\I'm still going!\Hey, class is about to start.\Go sit down.\Spin, spin, spin...\Turn, turn, turn...\Don't be hasty, and things will turn. response:	I had to stand outside again...
context: Even so I'm...\I'm still going!\Hey, class is about to start.\Go sit down.\Spin, spin, spin...\Turn, turn, turn...\Don't be hasty, and things will turn.\I had to stand outside again... response:	Why am I always forgetting my homework?
context: I'm still going!\Hey, class is about to start.\Go sit down.\Spin, spin, spin...\Turn, turn, turn...\Don't be hasty, and things will turn.\I had to stand outside again...\Why am I always forgetting my homework? response:	And I actually did my homework this time. I just forgot it!
context: Hey, class is about to start.\Go sit down.\Spin, spin, spin...\Turn, turn, turn...\Don't be hasty, and things will turn.\I had to stand outside again...\Why am I always forgetting my homework?\And I actually did my homework this time. I just forgot it! response:	God is just playing with me.
context: Go sit down.\Spin, spin, spin...\Turn, turn, turn...\Don't be hasty, and things will turn.\I had to stand outside again...\Why am I always forgetting my homework?\And I actually did my homework this time. I just forgot it!\God is just playing with me. response:	Sakamoto.
context: Spin, spin, spin...\Turn, turn, turn...\Don't be hasty, and things will turn.\I had to stand outside again...\Why am I always forgetting my homework?\And I actually did my homework this time. I just forgot it!\God is just playing with me.\Sakamoto. response:	Hm?
context: Turn, turn, turn...\Don't be hasty, and things will turn.\I had to stand outside again...\Why am I always forgetting my homework?\And I actually did my homework this time. I just forgot it!\God is just playing with me.\Sakamoto.\Hm? response:	Here's my business card.
context: Don't be hasty, and things will turn.\I had to stand outside again...\Why am I always forgetting my homework?\And I actually did my homework this time. I just forgot it!\God is just playing with me.\Sakamoto.\Hm?\Here's my business card. response:	What is this?
context: I had to stand outside again...\Why am I always forgetting my homework?\And I actually did my homework this time. I just forgot it!\God is just playing with me.\Sakamoto.\Hm?\Here's my business card.\What is this? response:	What am I supposed to do with this?
context: Why am I always forgetting my homework?\And I actually did my homework this time. I just forgot it!\God is just playing with me.\Sakamoto.\Hm?\Here's my business card.\What is this?\What am I supposed to do with this? response:	What is this?
context: And I actually did my homework this time. I just forgot it!\God is just playing with me.\Sakamoto.\Hm?\Here's my business card.\What is this?\What am I supposed to do with this?\What is this? response:	What am I supposed to do?
context: God is just playing with me.\Sakamoto.\Hm?\Here's my business card.\What is this?\What am I supposed to do with this?\What is this?\What am I supposed to do? response:	Oh, I'm sorr -
context: Sakamoto.\Hm?\Here's my business card.\What is this?\What am I supposed to do with this?\What is this?\What am I supposed to do?\Oh, I'm sorr - response:	What is it, Tachibana Misato?
context: Hm?\Here's my business card.\What is this?\What am I supposed to do with this?\What is this?\What am I supposed to do?\Oh, I'm sorr -\What is it, Tachibana Misato? response:	What?
context: Here's my business card.\What is this?\What am I supposed to do with this?\What is this?\What am I supposed to do?\Oh, I'm sorr -\What is it, Tachibana Misato?\What? response:	There are some new products out,
context: What is this?\What am I supposed to do with this?\What is this?\What am I supposed to do?\Oh, I'm sorr -\What is it, Tachibana Misato?\What?\There are some new products out, response:	so I was just wondering what I should get!
context: What am I supposed to do with this?\What is this?\What am I supposed to do?\Oh, I'm sorr -\What is it, Tachibana Misato?\What?\There are some new products out,\so I was just wondering what I should get! response:	I see.
context: What is this?\What am I supposed to do?\Oh, I'm sorr -\What is it, Tachibana Misato?\What?\There are some new products out,\so I was just wondering what I should get!\I see. response:	Then, this one is -
context: What am I supposed to do?\Oh, I'm sorr -\What is it, Tachibana Misato?\What?\There are some new products out,\so I was just wondering what I should get!\I see.\Then, this one is - response:	Why should I listen to what you have to say!?
context: Oh, I'm sorr -\What is it, Tachibana Misato?\What?\There are some new products out,\so I was just wondering what I should get!\I see.\Then, this one is -\Why should I listen to what you have to say!? response:	- not very good, so you should have chosen the one next to it.
context: What is it, Tachibana Misato?\What?\There are some new products out,\so I was just wondering what I should get!\I see.\Then, this one is -\Why should I listen to what you have to say!?\- not very good, so you should have chosen the one next to it. response:	Sorry for disturbing you.
context: What?\There are some new products out,\so I was just wondering what I should get!\I see.\Then, this one is -\Why should I listen to what you have to say!?\- not very good, so you should have chosen the one next to it.\Sorry for disturbing you. response:	I didn't buy this because you recommended it!
context: There are some new products out,\so I was just wondering what I should get!\I see.\Then, this one is -\Why should I listen to what you have to say!?\- not very good, so you should have chosen the one next to it.\Sorry for disturbing you.\I didn't buy this because you recommended it! response:	I heard there were going to be stands set up in our neighbourhood,
context: so I was just wondering what I should get!\I see.\Then, this one is -\Why should I listen to what you have to say!?\- not very good, so you should have chosen the one next to it.\Sorry for disturbing you.\I didn't buy this because you recommended it!\I heard there were going to be stands set up in our neighbourhood, response:	so I decided to check them out.
context: I see.\Then, this one is -\Why should I listen to what you have to say!?\- not very good, so you should have chosen the one next to it.\Sorry for disturbing you.\I didn't buy this because you recommended it!\I heard there were going to be stands set up in our neighbourhood,\so I decided to check them out. response:	My main objective is the shooting stand.
context: Then, this one is -\Why should I listen to what you have to say!?\- not very good, so you should have chosen the one next to it.\Sorry for disturbing you.\I didn't buy this because you recommended it!\I heard there were going to be stands set up in our neighbourhood,\so I decided to check them out.\My main objective is the shooting stand. response:	I've only seen it on TV, so I'm excited for today!
context: Why should I listen to what you have to say!?\- not very good, so you should have chosen the one next to it.\Sorry for disturbing you.\I didn't buy this because you recommended it!\I heard there were going to be stands set up in our neighbourhood,\so I decided to check them out.\My main objective is the shooting stand.\I've only seen it on TV, so I'm excited for today! response:	That being said, I only have 500 yen today.
context: - not very good, so you should have chosen the one next to it.\Sorry for disturbing you.\I didn't buy this because you recommended it!\I heard there were going to be stands set up in our neighbourhood,\so I decided to check them out.\My main objective is the shooting stand.\I've only seen it on TV, so I'm excited for today!\That being said, I only have 500 yen today. response:	I wonder if this is enough.
context: Sorry for disturbing you.\I didn't buy this because you recommended it!\I heard there were going to be stands set up in our neighbourhood,\so I decided to check them out.\My main objective is the shooting stand.\I've only seen it on TV, so I'm excited for today!\That being said, I only have 500 yen today.\I wonder if this is enough. response:	One try: five million yen!
context: I didn't buy this because you recommended it!\I heard there were going to be stands set up in our neighbourhood,\so I decided to check them out.\My main objective is the shooting stand.\I've only seen it on TV, so I'm excited for today!\That being said, I only have 500 yen today.\I wonder if this is enough.\One try: five million yen! response:	Lucky!
context: I heard there were going to be stands set up in our neighbourhood,\so I decided to check them out.\My main objective is the shooting stand.\I've only seen it on TV, so I'm excited for today!\That being said, I only have 500 yen today.\I wonder if this is enough.\One try: five million yen!\Lucky! response:	Five hundred yen exactly.
context: so I decided to check them out.\My main objective is the shooting stand.\I've only seen it on TV, so I'm excited for today!\That being said, I only have 500 yen today.\I wonder if this is enough.\One try: five million yen!\Lucky!\Five hundred yen exactly. response:	I wanted to eat yakisoba, but I came here for this today!
context: My main objective is the shooting stand.\I've only seen it on TV, so I'm excited for today!\That being said, I only have 500 yen today.\I wonder if this is enough.\One try: five million yen!\Lucky!\Five hundred yen exactly.\I wanted to eat yakisoba, but I came here for this today! response:	There are only caramels and eggplants.
context: I've only seen it on TV, so I'm excited for today!\That being said, I only have 500 yen today.\I wonder if this is enough.\One try: five million yen!\Lucky!\Five hundred yen exactly.\I wanted to eat yakisoba, but I came here for this today!\There are only caramels and eggplants. response:	Excuse me...
context: That being said, I only have 500 yen today.\I wonder if this is enough.\One try: five million yen!\Lucky!\Five hundred yen exactly.\I wanted to eat yakisoba, but I came here for this today!\There are only caramels and eggplants.\Excuse me... response:	Is this all you have?
context: I wonder if this is enough.\One try: five million yen!\Lucky!\Five hundred yen exactly.\I wanted to eat yakisoba, but I came here for this today!\There are only caramels and eggplants.\Excuse me...\Is this all you have? response:	What do you mean by that?
context: One try: five million yen!\Lucky!\Five hundred yen exactly.\I wanted to eat yakisoba, but I came here for this today!\There are only caramels and eggplants.\Excuse me...\Is this all you have?\What do you mean by that? response:	We only carry high-quality and branded products!
context: Lucky!\Five hundred yen exactly.\I wanted to eat yakisoba, but I came here for this today!\There are only caramels and eggplants.\Excuse me...\Is this all you have?\What do you mean by that?\We only carry high-quality and branded products! response:	Well, I did already pay.
context: Five hundred yen exactly.\I wanted to eat yakisoba, but I came here for this today!\There are only caramels and eggplants.\Excuse me...\Is this all you have?\What do you mean by that?\We only carry high-quality and branded products!\Well, I did already pay. response:	I need to bring something home.
context: I wanted to eat yakisoba, but I came here for this today!\There are only caramels and eggplants.\Excuse me...\Is this all you have?\What do you mean by that?\We only carry high-quality and branded products!\Well, I did already pay.\I need to bring something home. response:	Young lady, you can't just hit something high-tier right off the bat!
context: There are only caramels and eggplants.\Excuse me...\Is this all you have?\What do you mean by that?\We only carry high-quality and branded products!\Well, I did already pay.\I need to bring something home.\Young lady, you can't just hit something high-tier right off the bat! response:	It's not going to fall that easily!
context: Excuse me...\Is this all you have?\What do you mean by that?\We only carry high-quality and branded products!\Well, I did already pay.\I need to bring something home.\Young lady, you can't just hit something high-tier right off the bat!\It's not going to fall that easily! response:	High-tier?
context: Is this all you have?\What do you mean by that?\We only carry high-quality and branded products!\Well, I did already pay.\I need to bring something home.\Young lady, you can't just hit something high-tier right off the bat!\It's not going to fall that easily!\High-tier? response:	You're going to have to hit something easier first.
context: What do you mean by that?\We only carry high-quality and branded products!\Well, I did already pay.\I need to bring something home.\Young lady, you can't just hit something high-tier right off the bat!\It's not going to fall that easily!\High-tier?\You're going to have to hit something easier first. response:	The only other option I have to hit is the caramels.
context: We only carry high-quality and branded products!\Well, I did already pay.\I need to bring something home.\Young lady, you can't just hit something high-tier right off the bat!\It's not going to fall that easily!\High-tier?\You're going to have to hit something easier first.\The only other option I have to hit is the caramels. response:	What!?
context: Well, I did already pay.\I need to bring something home.\Young lady, you can't just hit something high-tier right off the bat!\It's not going to fall that easily!\High-tier?\You're going to have to hit something easier first.\The only other option I have to hit is the caramels.\What!? response:	That was so close!
context: I need to bring something home.\Young lady, you can't just hit something high-tier right off the bat!\It's not going to fall that easily!\High-tier?\You're going to have to hit something easier first.\The only other option I have to hit is the caramels.\What!?\That was so close! response:	The caramels must be completely stuck.
context: Young lady, you can't just hit something high-tier right off the bat!\It's not going to fall that easily!\High-tier?\You're going to have to hit something easier first.\The only other option I have to hit is the caramels.\What!?\That was so close!\The caramels must be completely stuck. response:	You were only a few more millimetres away from knocking it over!
context: It's not going to fall that easily!\High-tier?\You're going to have to hit something easier first.\The only other option I have to hit is the caramels.\What!?\That was so close!\The caramels must be completely stuck.\You were only a few more millimetres away from knocking it over! response:	Young lady, you're pretty good at this.
context: High-tier?\You're going to have to hit something easier first.\The only other option I have to hit is the caramels.\What!?\That was so close!\The caramels must be completely stuck.\You were only a few more millimetres away from knocking it over!\Young lady, you're pretty good at this. response:	Are you possibly some undercover gun professional?
context: You're going to have to hit something easier first.\The only other option I have to hit is the caramels.\What!?\That was so close!\The caramels must be completely stuck.\You were only a few more millimetres away from knocking it over!\Young lady, you're pretty good at this.\Are you possibly some undercover gun professional? response:	Just kidding!
context: The only other option I have to hit is the caramels.\What!?\That was so close!\The caramels must be completely stuck.\You were only a few more millimetres away from knocking it over!\Young lady, you're pretty good at this.\Are you possibly some undercover gun professional?\Just kidding! response:	This eggplant isn't even budging!
context: What!?\That was so close!\The caramels must be completely stuck.\You were only a few more millimetres away from knocking it over!\Young lady, you're pretty good at this.\Are you possibly some undercover gun professional?\Just kidding!\This eggplant isn't even budging! response:	Hey, what's with the sad face?
context: That was so close!\The caramels must be completely stuck.\You were only a few more millimetres away from knocking it over!\Young lady, you're pretty good at this.\Are you possibly some undercover gun professional?\Just kidding!\This eggplant isn't even budging!\Hey, what's with the sad face? response:	I bet you think I'm ripping you off.
context: The caramels must be completely stuck.\You were only a few more millimetres away from knocking it over!\Young lady, you're pretty good at this.\Are you possibly some undercover gun professional?\Just kidding!\This eggplant isn't even budging!\Hey, what's with the sad face?\I bet you think I'm ripping you off. response:	Although this stand looks pretty shabby,
context: You were only a few more millimetres away from knocking it over!\Young lady, you're pretty good at this.\Are you possibly some undercover gun professional?\Just kidding!\This eggplant isn't even budging!\Hey, what's with the sad face?\I bet you think I'm ripping you off.\Although this stand looks pretty shabby, response:	I guarantee that we are happy and fair!
context: Young lady, you're pretty good at this.\Are you possibly some undercover gun professional?\Just kidding!\This eggplant isn't even budging!\Hey, what's with the sad face?\I bet you think I'm ripping you off.\Although this stand looks pretty shabby,\I guarantee that we are happy and fair! response:	No matter how you look at this, there's something wrong!
context: Are you possibly some undercover gun professional?\Just kidding!\This eggplant isn't even budging!\Hey, what's with the sad face?\I bet you think I'm ripping you off.\Although this stand looks pretty shabby,\I guarantee that we are happy and fair!\No matter how you look at this, there's something wrong! response:	What is that?
context: Just kidding!\This eggplant isn't even budging!\Hey, what's with the sad face?\I bet you think I'm ripping you off.\Although this stand looks pretty shabby,\I guarantee that we are happy and fair!\No matter how you look at this, there's something wrong!\What is that? response:	Look at that!
context: This eggplant isn't even budging!\Hey, what's with the sad face?\I bet you think I'm ripping you off.\Although this stand looks pretty shabby,\I guarantee that we are happy and fair!\No matter how you look at this, there's something wrong!\What is that?\Look at that! response:	I can definitely see a nail there!
context: Hey, what's with the sad face?\I bet you think I'm ripping you off.\Although this stand looks pretty shabby,\I guarantee that we are happy and fair!\No matter how you look at this, there's something wrong!\What is that?\Look at that!\I can definitely see a nail there! response:	A nail!
context: I bet you think I'm ripping you off.\Although this stand looks pretty shabby,\I guarantee that we are happy and fair!\No matter how you look at this, there's something wrong!\What is that?\Look at that!\I can definitely see a nail there!\A nail! response:	This is definitely cheating!
context: Although this stand looks pretty shabby,\I guarantee that we are happy and fair!\No matter how you look at this, there's something wrong!\What is that?\Look at that!\I can definitely see a nail there!\A nail!\This is definitely cheating! response:	Hey, why are you being unresponsive!?
context: I guarantee that we are happy and fair!\No matter how you look at this, there's something wrong!\What is that?\Look at that!\I can definitely see a nail there!\A nail!\This is definitely cheating!\Hey, why are you being unresponsive!? response:	More importantly, these things shouldn't be allowed!
context: No matter how you look at this, there's something wrong!\What is that?\Look at that!\I can definitely see a nail there!\A nail!\This is definitely cheating!\Hey, why are you being unresponsive!?\More importantly, these things shouldn't be allowed! response:	You were so happy a few moments back!
context: What is that?\Look at that!\I can definitely see a nail there!\A nail!\This is definitely cheating!\Hey, why are you being unresponsive!?\More importantly, these things shouldn't be allowed!\You were so happy a few moments back! response:	I bet you're doing something with the caramels, too!
context: Look at that!\I can definitely see a nail there!\A nail!\This is definitely cheating!\Hey, why are you being unresponsive!?\More importantly, these things shouldn't be allowed!\You were so happy a few moments back!\I bet you're doing something with the caramels, too! response:	Why are you faking sleep?
context: I can definitely see a nail there!\A nail!\This is definitely cheating!\Hey, why are you being unresponsive!?\More importantly, these things shouldn't be allowed!\You were so happy a few moments back!\I bet you're doing something with the caramels, too!\Why are you faking sleep? response:	What am I supposed to hit with my last one?
context: A nail!\This is definitely cheating!\Hey, why are you being unresponsive!?\More importantly, these things shouldn't be allowed!\You were so happy a few moments back!\I bet you're doing something with the caramels, too!\Why are you faking sleep?\What am I supposed to hit with my last one? response:	Never come back.
context: This is definitely cheating!\Hey, why are you being unresponsive!?\More importantly, these things shouldn't be allowed!\You were so happy a few moments back!\I bet you're doing something with the caramels, too!\Why are you faking sleep?\What am I supposed to hit with my last one?\Never come back. response:	What the heck?
context: Hey, why are you being unresponsive!?\More importantly, these things shouldn't be allowed!\You were so happy a few moments back!\I bet you're doing something with the caramels, too!\Why are you faking sleep?\What am I supposed to hit with my last one?\Never come back.\What the heck? response:	Things you think are cool!
context: More importantly, these things shouldn't be allowed!\You were so happy a few moments back!\I bet you're doing something with the caramels, too!\Why are you faking sleep?\What am I supposed to hit with my last one?\Never come back.\What the heck?\Things you think are cool! response:	Mio-chan!
context: You were so happy a few moments back!\I bet you're doing something with the caramels, too!\Why are you faking sleep?\What am I supposed to hit with my last one?\Never come back.\What the heck?\Things you think are cool!\Mio-chan! response:	Here I go!
context: I bet you're doing something with the caramels, too!\Why are you faking sleep?\What am I supposed to hit with my last one?\Never come back.\What the heck?\Things you think are cool!\Mio-chan!\Here I go! response:	Whoa.
context: Why are you faking sleep?\What am I supposed to hit with my last one?\Never come back.\What the heck?\Things you think are cool!\Mio-chan!\Here I go!\Whoa. response:	Yeah!
context: What am I supposed to hit with my last one?\Never come back.\What the heck?\Things you think are cool!\Mio-chan!\Here I go!\Whoa.\Yeah! response:	Nice catch!
context: Never come back.\What the heck?\Things you think are cool!\Mio-chan!\Here I go!\Whoa.\Yeah!\Nice catch! response:	Oh, superball!
context: What the heck?\Things you think are cool!\Mio-chan!\Here I go!\Whoa.\Yeah!\Nice catch!\Oh, superball! response:	Things you think are cool!
context: Things you think are cool!\Mio-chan!\Here I go!\Whoa.\Yeah!\Nice catch!\Oh, superball!\Things you think are cool! response:	Crap, that was so close!
context: Mio-chan!\Here I go!\Whoa.\Yeah!\Nice catch!\Oh, superball!\Things you think are cool!\Crap, that was so close! response:	Wow!
context: Here I go!\Whoa.\Yeah!\Nice catch!\Oh, superball!\Things you think are cool!\Crap, that was so close!\Wow! response:	Oh, slipstream!
context: Whoa.\Yeah!\Nice catch!\Oh, superball!\Things you think are cool!\Crap, that was so close!\Wow!\Oh, slipstream! response:	Thank you.
context: Yeah!\Nice catch!\Oh, superball!\Things you think are cool!\Crap, that was so close!\Wow!\Oh, slipstream!\Thank you. response:	This is fun. It's been a while since I've gone to an amusement park.
context: Nice catch!\Oh, superball!\Things you think are cool!\Crap, that was so close!\Wow!\Oh, slipstream!\Thank you.\This is fun. It's been a while since I've gone to an amusement park. response:	You've got to go sometime.
context: Oh, superball!\Things you think are cool!\Crap, that was so close!\Wow!\Oh, slipstream!\Thank you.\This is fun. It's been a while since I've gone to an amusement park.\You've got to go sometime. response:	I want to buy some juice, so could you give me my wallet?
context: Things you think are cool!\Crap, that was so close!\Wow!\Oh, slipstream!\Thank you.\This is fun. It's been a while since I've gone to an amusement park.\You've got to go sometime.\I want to buy some juice, so could you give me my wallet? response:	Oh, right.
context: Crap, that was so close!\Wow!\Oh, slipstream!\Thank you.\This is fun. It's been a while since I've gone to an amusement park.\You've got to go sometime.\I want to buy some juice, so could you give me my wallet?\Oh, right. response:	I'm holding onto it for you.
context: Wow!\Oh, slipstream!\Thank you.\This is fun. It's been a while since I've gone to an amusement park.\You've got to go sometime.\I want to buy some juice, so could you give me my wallet?\Oh, right.\I'm holding onto it for you. response:	Well, thanks.
context: Oh, slipstream!\Thank you.\This is fun. It's been a while since I've gone to an amusement park.\You've got to go sometime.\I want to buy some juice, so could you give me my wallet?\Oh, right.\I'm holding onto it for you.\Well, thanks. response:	I felt like I'd lose it if I kept it.
context: Thank you.\This is fun. It's been a while since I've gone to an amusement park.\You've got to go sometime.\I want to buy some juice, so could you give me my wallet?\Oh, right.\I'm holding onto it for you.\Well, thanks.\I felt like I'd lose it if I kept it. response:	That's true.
context: This is fun. It's been a while since I've gone to an amusement park.\You've got to go sometime.\I want to buy some juice, so could you give me my wallet?\Oh, right.\I'm holding onto it for you.\Well, thanks.\I felt like I'd lose it if I kept it.\That's true. response:	What?!
context: You've got to go sometime.\I want to buy some juice, so could you give me my wallet?\Oh, right.\I'm holding onto it for you.\Well, thanks.\I felt like I'd lose it if I kept it.\That's true.\What?! response:	What? What? What?
context: I want to buy some juice, so could you give me my wallet?\Oh, right.\I'm holding onto it for you.\Well, thanks.\I felt like I'd lose it if I kept it.\That's true.\What?!\What? What? What? response:	I'm sure it was in here.
context: Oh, right.\I'm holding onto it for you.\Well, thanks.\I felt like I'd lose it if I kept it.\That's true.\What?!\What? What? What?\I'm sure it was in here. response:	It seems like I dropped your wallet.
context: I'm holding onto it for you.\Well, thanks.\I felt like I'd lose it if I kept it.\That's true.\What?!\What? What? What?\I'm sure it was in here.\It seems like I dropped your wallet. response:	I know!
context: Well, thanks.\I felt like I'd lose it if I kept it.\That's true.\What?!\What? What? What?\I'm sure it was in here.\It seems like I dropped your wallet.\I know! response:	Let's check the lost and found!
context: I felt like I'd lose it if I kept it.\That's true.\What?!\What? What? What?\I'm sure it was in here.\It seems like I dropped your wallet.\I know!\Let's check the lost and found! response:	It might be there!
context: That's true.\What?!\What? What? What?\I'm sure it was in here.\It seems like I dropped your wallet.\I know!\Let's check the lost and found!\It might be there! response:	How much was in it?
context: What?!\What? What? What?\I'm sure it was in here.\It seems like I dropped your wallet.\I know!\Let's check the lost and found!\It might be there!\How much was in it? response:	4016 yen.
context: What? What? What?\I'm sure it was in here.\It seems like I dropped your wallet.\I know!\Let's check the lost and found!\It might be there!\How much was in it?\4016 yen. response:	That's really specific.
context: I'm sure it was in here.\It seems like I dropped your wallet.\I know!\Let's check the lost and found!\It might be there!\How much was in it?\4016 yen.\That's really specific. response:	Um, I'm looking for a brown wallet that has a snake skin inside.
context: It seems like I dropped your wallet.\I know!\Let's check the lost and found!\It might be there!\How much was in it?\4016 yen.\That's really specific.\Um, I'm looking for a brown wallet that has a snake skin inside. response:	Oh, I've received that.
context: I know!\Let's check the lost and found!\It might be there!\How much was in it?\4016 yen.\That's really specific.\Um, I'm looking for a brown wallet that has a snake skin inside.\Oh, I've received that. response:	Thank goodness they had it.
context: Let's check the lost and found!\It might be there!\How much was in it?\4016 yen.\That's really specific.\Um, I'm looking for a brown wallet that has a snake skin inside.\Oh, I've received that.\Thank goodness they had it. response:	I really wasn't sure what I was going to do for a bit there!
context: It might be there!\How much was in it?\4016 yen.\That's really specific.\Um, I'm looking for a brown wallet that has a snake skin inside.\Oh, I've received that.\Thank goodness they had it.\I really wasn't sure what I was going to do for a bit there! response:	Attention: a child with denim shorts,
context: How much was in it?\4016 yen.\That's really specific.\Um, I'm looking for a brown wallet that has a snake skin inside.\Oh, I've received that.\Thank goodness they had it.\I really wasn't sure what I was going to do for a bit there!\Attention: a child with denim shorts, response:	a denim shirt and a denim hat is looking for her mother.
context: 4016 yen.\That's really specific.\Um, I'm looking for a brown wallet that has a snake skin inside.\Oh, I've received that.\Thank goodness they had it.\I really wasn't sure what I was going to do for a bit there!\Attention: a child with denim shorts,\a denim shirt and a denim hat is looking for her mother. response:	If this is your child, please come to the information centre.
context: That's really specific.\Um, I'm looking for a brown wallet that has a snake skin inside.\Oh, I've received that.\Thank goodness they had it.\I really wasn't sure what I was going to do for a bit there!\Attention: a child with denim shorts,\a denim shirt and a denim hat is looking for her mother.\If this is your child, please come to the information centre. response:	I'm really bad with haunted houses!
context: Um, I'm looking for a brown wallet that has a snake skin inside.\Oh, I've received that.\Thank goodness they had it.\I really wasn't sure what I was going to do for a bit there!\Attention: a child with denim shorts,\a denim shirt and a denim hat is looking for her mother.\If this is your child, please come to the information centre.\I'm really bad with haunted houses! response:	A mummy!
context: Oh, I've received that.\Thank goodness they had it.\I really wasn't sure what I was going to do for a bit there!\Attention: a child with denim shorts,\a denim shirt and a denim hat is looking for her mother.\If this is your child, please come to the information centre.\I'm really bad with haunted houses!\A mummy! response:	All right.
context: Thank goodness they had it.\I really wasn't sure what I was going to do for a bit there!\Attention: a child with denim shorts,\a denim shirt and a denim hat is looking for her mother.\If this is your child, please come to the information centre.\I'm really bad with haunted houses!\A mummy!\All right. response:	I'm taking it.
context: I really wasn't sure what I was going to do for a bit there!\Attention: a child with denim shorts,\a denim shirt and a denim hat is looking for her mother.\If this is your child, please come to the information centre.\I'm really bad with haunted houses!\A mummy!\All right.\I'm taking it. response:	That's three lattes to go, correct?
context: Attention: a child with denim shorts,\a denim shirt and a denim hat is looking for her mother.\If this is your child, please come to the information centre.\I'm really bad with haunted houses!\A mummy!\All right.\I'm taking it.\That's three lattes to go, correct? response:	Um, I'd also like one of these, one of these and one of these.
context: a denim shirt and a denim hat is looking for her mother.\If this is your child, please come to the information centre.\I'm really bad with haunted houses!\A mummy!\All right.\I'm taking it.\That's three lattes to go, correct?\Um, I'd also like one of these, one of these and one of these. response:	Um, I'm sorry, but could you say the name?
context: If this is your child, please come to the information centre.\I'm really bad with haunted houses!\A mummy!\All right.\I'm taking it.\That's three lattes to go, correct?\Um, I'd also like one of these, one of these and one of these.\Um, I'm sorry, but could you say the name? response:	I'm Sakurai.
context: I'm really bad with haunted houses!\A mummy!\All right.\I'm taking it.\That's three lattes to go, correct?\Um, I'd also like one of these, one of these and one of these.\Um, I'm sorry, but could you say the name?\I'm Sakurai. response:	No, not that...
context: A mummy!\All right.\I'm taking it.\That's three lattes to go, correct?\Um, I'd also like one of these, one of these and one of these.\Um, I'm sorry, but could you say the name?\I'm Sakurai.\No, not that... response:	Oh, I see, I'm sorry.
context: All right.\I'm taking it.\That's three lattes to go, correct?\Um, I'd also like one of these, one of these and one of these.\Um, I'm sorry, but could you say the name?\I'm Sakurai.\No, not that...\Oh, I see, I'm sorry. response:	I'm Izumi.
context: I'm taking it.\That's three lattes to go, correct?\Um, I'd also like one of these, one of these and one of these.\Um, I'm sorry, but could you say the name?\I'm Sakurai.\No, not that...\Oh, I see, I'm sorry.\I'm Izumi. response:	Sakurai Izumi.
context: That's three lattes to go, correct?\Um, I'd also like one of these, one of these and one of these.\Um, I'm sorry, but could you say the name?\I'm Sakurai.\No, not that...\Oh, I see, I'm sorry.\I'm Izumi.\Sakurai Izumi. response:	No, I didn't mean your family name...
context: Um, I'd also like one of these, one of these and one of these.\Um, I'm sorry, but could you say the name?\I'm Sakurai.\No, not that...\Oh, I see, I'm sorry.\I'm Izumi.\Sakurai Izumi.\No, I didn't mean your family name... response:	I've always been told that both of my names sound like family names.
context: Um, I'm sorry, but could you say the name?\I'm Sakurai.\No, not that...\Oh, I see, I'm sorry.\I'm Izumi.\Sakurai Izumi.\No, I didn't mean your family name...\I've always been told that both of my names sound like family names. response:	No, by name I meant the product name.
