context: Fight! response:	Heroes are Born
context: Thinks he's a big shot. Weird illo I was like him once. Total moron Moron He sucks! Not good, not bad... He's special... What is he going for?\Uh, please tell us what your favorite food is.\Curry!\Do you have a boyfriend? Curry!\I'm accepting applications!\Accepting applications! Accepting applications! AWESOME!!! Accepting applications! This is- Cute! Laughed so hard I... HOT! Accepting applications! ROFLOL WOOO Accepting applications!\Accepting applications! I'll be your BF! You're too- SHE'S CUTELOLOLOL Spaz Cute!Not me Hot! Breasts! Breasts! I'll become your boyfriend! Hmm Accepting applications! Annoying!\I am sorry, but they cannot answer questions about their private lives. response:	They are extremely tired, so we are going to call it a-
context: Uh, please tell us what your favorite food is.\Curry!\Do you have a boyfriend? Curry!\I'm accepting applications!\Accepting applications! Accepting applications! AWESOME!!! Accepting applications! This is- Cute! Laughed so hard I... HOT! Accepting applications! ROFLOL WOOO Accepting applications!\Accepting applications! I'll be your BF! You're too- SHE'S CUTELOLOLOL Spaz Cute!Not me Hot! Breasts! Breasts! I'll become your boyfriend! Hmm Accepting applications! Annoying!\I am sorry, but they cannot answer questions about their private lives.\They are extremely tired, so we are going to call it a- response:	Then let us take some pictures
context: Curry!\Do you have a boyfriend? Curry!\I'm accepting applications!\Accepting applications! Accepting applications! AWESOME!!! Accepting applications! This is- Cute! Laughed so hard I... HOT! Accepting applications! ROFLOL WOOO Accepting applications!\Accepting applications! I'll be your BF! You're too- SHE'S CUTELOLOLOL Spaz Cute!Not me Hot! Breasts! Breasts! I'll become your boyfriend! Hmm Accepting applications! Annoying!\I am sorry, but they cannot answer questions about their private lives.\They are extremely tired, so we are going to call it a-\Then let us take some pictures response:	of them with the base as the backdrop, Miss Manager.
context: Do you have a boyfriend? Curry!\I'm accepting applications!\Accepting applications! Accepting applications! AWESOME!!! Accepting applications! This is- Cute! Laughed so hard I... HOT! Accepting applications! ROFLOL WOOO Accepting applications!\Accepting applications! I'll be your BF! You're too- SHE'S CUTELOLOLOL Spaz Cute!Not me Hot! Breasts! Breasts! I'll become your boyfriend! Hmm Accepting applications! Annoying!\I am sorry, but they cannot answer questions about their private lives.\They are extremely tired, so we are going to call it a-\Then let us take some pictures\of them with the base as the backdrop, Miss Manager. response:	Manager?
context: I'm accepting applications!\Accepting applications! Accepting applications! AWESOME!!! Accepting applications! This is- Cute! Laughed so hard I... HOT! Accepting applications! ROFLOL WOOO Accepting applications!\Accepting applications! I'll be your BF! You're too- SHE'S CUTELOLOLOL Spaz Cute!Not me Hot! Breasts! Breasts! I'll become your boyfriend! Hmm Accepting applications! Annoying!\I am sorry, but they cannot answer questions about their private lives.\They are extremely tired, so we are going to call it a-\Then let us take some pictures\of them with the base as the backdrop, Miss Manager.\Manager? response:	Thank you!
context: Accepting applications! Accepting applications! AWESOME!!! Accepting applications! This is- Cute! Laughed so hard I... HOT! Accepting applications! ROFLOL WOOO Accepting applications!\Accepting applications! I'll be your BF! You're too- SHE'S CUTELOLOLOL Spaz Cute!Not me Hot! Breasts! Breasts! I'll become your boyfriend! Hmm Accepting applications! Annoying!\I am sorry, but they cannot answer questions about their private lives.\They are extremely tired, so we are going to call it a-\Then let us take some pictures\of them with the base as the backdrop, Miss Manager.\Manager?\Thank you! response:	Thank you!
context: Accepting applications! I'll be your BF! You're too- SHE'S CUTELOLOLOL Spaz Cute!Not me Hot! Breasts! Breasts! I'll become your boyfriend! Hmm Accepting applications! Annoying!\I am sorry, but they cannot answer questions about their private lives.\They are extremely tired, so we are going to call it a-\Then let us take some pictures\of them with the base as the backdrop, Miss Manager.\Manager?\Thank you!\Thank you! response:	Thank you very much!
context: I am sorry, but they cannot answer questions about their private lives.\They are extremely tired, so we are going to call it a-\Then let us take some pictures\of them with the base as the backdrop, Miss Manager.\Manager?\Thank you!\Thank you!\Thank you very much! response:	Are these the people we saved?
context: They are extremely tired, so we are going to call it a-\Then let us take some pictures\of them with the base as the backdrop, Miss Manager.\Manager?\Thank you!\Thank you!\Thank you very much!\Are these the people we saved? response:	Wow...
context: Then let us take some pictures\of them with the base as the backdrop, Miss Manager.\Manager?\Thank you!\Thank you!\Thank you very much!\Are these the people we saved?\Wow... response:	Tearing up?
context: of them with the base as the backdrop, Miss Manager.\Manager?\Thank you!\Thank you!\Thank you very much!\Are these the people we saved?\Wow...\Tearing up? response:	Awesome!
context: Manager?\Thank you!\Thank you!\Thank you very much!\Are these the people we saved?\Wow...\Tearing up?\Awesome! response:	I'm beat...
context: Thank you!\Thank you!\Thank you very much!\Are these the people we saved?\Wow...\Tearing up?\Awesome!\I'm beat... response:	Now I can finally relax.
context: Thank you!\Thank you very much!\Are these the people we saved?\Wow...\Tearing up?\Awesome!\I'm beat...\Now I can finally relax. response:	My stomach hurts.
context: Thank you very much!\Are these the people we saved?\Wow...\Tearing up?\Awesome!\I'm beat...\Now I can finally relax.\My stomach hurts. response:	We're all over the news.
context: Are these the people we saved?\Wow...\Tearing up?\Awesome!\I'm beat...\Now I can finally relax.\My stomach hurts.\We're all over the news. response:	There's our school!
context: Wow...\Tearing up?\Awesome!\I'm beat...\Now I can finally relax.\My stomach hurts.\We're all over the news.\There's our school! response:	Stop watching that!
context: Tearing up?\Awesome!\I'm beat...\Now I can finally relax.\My stomach hurts.\We're all over the news.\There's our school!\Stop watching that! response:	You're making my stomachache worse.
context: Awesome!\I'm beat...\Now I can finally relax.\My stomach hurts.\We're all over the news.\There's our school!\Stop watching that!\You're making my stomachache worse. response:	Here.
context: I'm beat...\Now I can finally relax.\My stomach hurts.\We're all over the news.\There's our school!\Stop watching that!\You're making my stomachache worse.\Here. response:	It's my job as leader.
context: Now I can finally relax.\My stomach hurts.\We're all over the news.\There's our school!\Stop watching that!\You're making my stomachache worse.\Here.\It's my job as leader. response:	This isn't the sort of thing a leader does.
context: My stomach hurts.\We're all over the news.\There's our school!\Stop watching that!\You're making my stomachache worse.\Here.\It's my job as leader.\This isn't the sort of thing a leader does. response:	Isn't it great how everyone survived?
context: We're all over the news.\There's our school!\Stop watching that!\You're making my stomachache worse.\Here.\It's my job as leader.\This isn't the sort of thing a leader does.\Isn't it great how everyone survived? response:	I thought you were going to get me killed.
context: There's our school!\Stop watching that!\You're making my stomachache worse.\Here.\It's my job as leader.\This isn't the sort of thing a leader does.\Isn't it great how everyone survived?\I thought you were going to get me killed. response:	We're lucky things turned out like they did.
context: Stop watching that!\You're making my stomachache worse.\Here.\It's my job as leader.\This isn't the sort of thing a leader does.\Isn't it great how everyone survived?\I thought you were going to get me killed.\We're lucky things turned out like they did. response:	You stupy-dupy dude!
context: You're making my stomachache worse.\Here.\It's my job as leader.\This isn't the sort of thing a leader does.\Isn't it great how everyone survived?\I thought you were going to get me killed.\We're lucky things turned out like they did.\You stupy-dupy dude! response:	And what the heck is up with this?
context: Here.\It's my job as leader.\This isn't the sort of thing a leader does.\Isn't it great how everyone survived?\I thought you were going to get me killed.\We're lucky things turned out like they did.\You stupy-dupy dude!\And what the heck is up with this? response:	The heroes who saved Earth! The Majestic Princes
context: It's my job as leader.\This isn't the sort of thing a leader does.\Isn't it great how everyone survived?\I thought you were going to get me killed.\We're lucky things turned out like they did.\You stupy-dupy dude!\And what the heck is up with this?\The heroes who saved Earth! The Majestic Princes response:	Heroes...
context: This isn't the sort of thing a leader does.\Isn't it great how everyone survived?\I thought you were going to get me killed.\We're lucky things turned out like they did.\You stupy-dupy dude!\And what the heck is up with this?\The heroes who saved Earth! The Majestic Princes\Heroes... response:	They're calling us the Majestic Princes.
context: Isn't it great how everyone survived?\I thought you were going to get me killed.\We're lucky things turned out like they did.\You stupy-dupy dude!\And what the heck is up with this?\The heroes who saved Earth! The Majestic Princes\Heroes...\They're calling us the Majestic Princes. response:	But why?
context: I thought you were going to get me killed.\We're lucky things turned out like they did.\You stupy-dupy dude!\And what the heck is up with this?\The heroes who saved Earth! The Majestic Princes\Heroes...\They're calling us the Majestic Princes.\But why? response:	Probably because we're in the MJP.
context: We're lucky things turned out like they did.\You stupy-dupy dude!\And what the heck is up with this?\The heroes who saved Earth! The Majestic Princes\Heroes...\They're calling us the Majestic Princes.\But why?\Probably because we're in the MJP. response:	Why must they call us that?
context: You stupy-dupy dude!\And what the heck is up with this?\The heroes who saved Earth! The Majestic Princes\Heroes...\They're calling us the Majestic Princes.\But why?\Probably because we're in the MJP.\Why must they call us that? response:	I'm not a prince.
context: And what the heck is up with this?\The heroes who saved Earth! The Majestic Princes\Heroes...\They're calling us the Majestic Princes.\But why?\Probably because we're in the MJP.\Why must they call us that?\I'm not a prince. response:	Be quiet!
context: The heroes who saved Earth! The Majestic Princes\Heroes...\They're calling us the Majestic Princes.\But why?\Probably because we're in the MJP.\Why must they call us that?\I'm not a prince.\Be quiet! response:	The world is filled with too much noise.
context: Heroes...\They're calling us the Majestic Princes.\But why?\Probably because we're in the MJP.\Why must they call us that?\I'm not a prince.\Be quiet!\The world is filled with too much noise. response:	But, dang! Izuru, you were awesome back there.
context: They're calling us the Majestic Princes.\But why?\Probably because we're in the MJP.\Why must they call us that?\I'm not a prince.\Be quiet!\The world is filled with too much noise.\But, dang! Izuru, you were awesome back there. response:	Yeah, you seemed like a totally different person.
context: But why?\Probably because we're in the MJP.\Why must they call us that?\I'm not a prince.\Be quiet!\The world is filled with too much noise.\But, dang! Izuru, you were awesome back there.\Yeah, you seemed like a totally different person. response:	Do you think I transformed?
context: Probably because we're in the MJP.\Why must they call us that?\I'm not a prince.\Be quiet!\The world is filled with too much noise.\But, dang! Izuru, you were awesome back there.\Yeah, you seemed like a totally different person.\Do you think I transformed? response:	Come again?
context: Why must they call us that?\I'm not a prince.\Be quiet!\The world is filled with too much noise.\But, dang! Izuru, you were awesome back there.\Yeah, you seemed like a totally different person.\Do you think I transformed?\Come again? response:	Into a hero.
context: I'm not a prince.\Be quiet!\The world is filled with too much noise.\But, dang! Izuru, you were awesome back there.\Yeah, you seemed like a totally different person.\Do you think I transformed?\Come again?\Into a hero. response:	Of course not!
context: Be quiet!\The world is filled with too much noise.\But, dang! Izuru, you were awesome back there.\Yeah, you seemed like a totally different person.\Do you think I transformed?\Come again?\Into a hero.\Of course not! response:	But we were different, too.
context: The world is filled with too much noise.\But, dang! Izuru, you were awesome back there.\Yeah, you seemed like a totally different person.\Do you think I transformed?\Come again?\Into a hero.\Of course not!\But we were different, too. response:	Wasn't it kinda weird?
context: But, dang! Izuru, you were awesome back there.\Yeah, you seemed like a totally different person.\Do you think I transformed?\Come again?\Into a hero.\Of course not!\But we were different, too.\Wasn't it kinda weird? response:	Yeah. It felt like some strange power was
context: Yeah, you seemed like a totally different person.\Do you think I transformed?\Come again?\Into a hero.\Of course not!\But we were different, too.\Wasn't it kinda weird?\Yeah. It felt like some strange power was response:	building up inside me when I was in my AHSMB.
context: Do you think I transformed?\Come again?\Into a hero.\Of course not!\But we were different, too.\Wasn't it kinda weird?\Yeah. It felt like some strange power was\building up inside me when I was in my AHSMB. response:	That was the JURIA-SYSTEM.
context: Come again?\Into a hero.\Of course not!\But we were different, too.\Wasn't it kinda weird?\Yeah. It felt like some strange power was\building up inside me when I was in my AHSMB.\That was the JURIA-SYSTEM. response:	The JURIA-SYSTEM was built around your DNA.
context: Into a hero.\Of course not!\But we were different, too.\Wasn't it kinda weird?\Yeah. It felt like some strange power was\building up inside me when I was in my AHSMB.\That was the JURIA-SYSTEM.\The JURIA-SYSTEM was built around your DNA. response:	DNA does whatever it can to survive.
context: Of course not!\But we were different, too.\Wasn't it kinda weird?\Yeah. It felt like some strange power was\building up inside me when I was in my AHSMB.\That was the JURIA-SYSTEM.\The JURIA-SYSTEM was built around your DNA.\DNA does whatever it can to survive. response:	As such, it has strong survival instinct.
context: But we were different, too.\Wasn't it kinda weird?\Yeah. It felt like some strange power was\building up inside me when I was in my AHSMB.\That was the JURIA-SYSTEM.\The JURIA-SYSTEM was built around your DNA.\DNA does whatever it can to survive.\As such, it has strong survival instinct. response:	That survival instinct is what made your AHSMB units try to flee at first.
context: Wasn't it kinda weird?\Yeah. It felt like some strange power was\building up inside me when I was in my AHSMB.\That was the JURIA-SYSTEM.\The JURIA-SYSTEM was built around your DNA.\DNA does whatever it can to survive.\As such, it has strong survival instinct.\That survival instinct is what made your AHSMB units try to flee at first. response:	But it becomes extremely offensive when your fighting instinct surges.
context: Yeah. It felt like some strange power was\building up inside me when I was in my AHSMB.\That was the JURIA-SYSTEM.\The JURIA-SYSTEM was built around your DNA.\DNA does whatever it can to survive.\As such, it has strong survival instinct.\That survival instinct is what made your AHSMB units try to flee at first.\But it becomes extremely offensive when your fighting instinct surges. response:	Consequentially, AHSMB will act on its own and run independent of you.
context: building up inside me when I was in my AHSMB.\That was the JURIA-SYSTEM.\The JURIA-SYSTEM was built around your DNA.\DNA does whatever it can to survive.\As such, it has strong survival instinct.\That survival instinct is what made your AHSMB units try to flee at first.\But it becomes extremely offensive when your fighting instinct surges.\Consequentially, AHSMB will act on its own and run independent of you. response:	So when it selected that weapon without any commands...
context: That was the JURIA-SYSTEM.\The JURIA-SYSTEM was built around your DNA.\DNA does whatever it can to survive.\As such, it has strong survival instinct.\That survival instinct is what made your AHSMB units try to flee at first.\But it becomes extremely offensive when your fighting instinct surges.\Consequentially, AHSMB will act on its own and run independent of you.\So when it selected that weapon without any commands... response:	That was the JURIA-SYSTEM's doing.
context: The JURIA-SYSTEM was built around your DNA.\DNA does whatever it can to survive.\As such, it has strong survival instinct.\That survival instinct is what made your AHSMB units try to flee at first.\But it becomes extremely offensive when your fighting instinct surges.\Consequentially, AHSMB will act on its own and run independent of you.\So when it selected that weapon without any commands...\That was the JURIA-SYSTEM's doing. response:	You could say the performance exhibited by an AHSMB with heightened fighting instinct
context: DNA does whatever it can to survive.\As such, it has strong survival instinct.\That survival instinct is what made your AHSMB units try to flee at first.\But it becomes extremely offensive when your fighting instinct surges.\Consequentially, AHSMB will act on its own and run independent of you.\So when it selected that weapon without any commands...\That was the JURIA-SYSTEM's doing.\You could say the performance exhibited by an AHSMB with heightened fighting instinct response:	is akin to when a person exhibits feats of adrenaline-fueled hysterical strength.
context: As such, it has strong survival instinct.\That survival instinct is what made your AHSMB units try to flee at first.\But it becomes extremely offensive when your fighting instinct surges.\Consequentially, AHSMB will act on its own and run independent of you.\So when it selected that weapon without any commands...\That was the JURIA-SYSTEM's doing.\You could say the performance exhibited by an AHSMB with heightened fighting instinct\is akin to when a person exhibits feats of adrenaline-fueled hysterical strength. response:	As a result, they push their limits, causing them to break down frequently.
context: That survival instinct is what made your AHSMB units try to flee at first.\But it becomes extremely offensive when your fighting instinct surges.\Consequentially, AHSMB will act on its own and run independent of you.\So when it selected that weapon without any commands...\That was the JURIA-SYSTEM's doing.\You could say the performance exhibited by an AHSMB with heightened fighting instinct\is akin to when a person exhibits feats of adrenaline-fueled hysterical strength.\As a result, they push their limits, causing them to break down frequently. response:	The JURIA-SYSTEM has the fight-or-flight instinct.
context: But it becomes extremely offensive when your fighting instinct surges.\Consequentially, AHSMB will act on its own and run independent of you.\So when it selected that weapon without any commands...\That was the JURIA-SYSTEM's doing.\You could say the performance exhibited by an AHSMB with heightened fighting instinct\is akin to when a person exhibits feats of adrenaline-fueled hysterical strength.\As a result, they push their limits, causing them to break down frequently.\The JURIA-SYSTEM has the fight-or-flight instinct. response:	As pilots, you must control both forms of survival instinct.
context: Consequentially, AHSMB will act on its own and run independent of you.\So when it selected that weapon without any commands...\That was the JURIA-SYSTEM's doing.\You could say the performance exhibited by an AHSMB with heightened fighting instinct\is akin to when a person exhibits feats of adrenaline-fueled hysterical strength.\As a result, they push their limits, causing them to break down frequently.\The JURIA-SYSTEM has the fight-or-flight instinct.\As pilots, you must control both forms of survival instinct. response:	In other words, you must tame a wild stallion.
context: So when it selected that weapon without any commands...\That was the JURIA-SYSTEM's doing.\You could say the performance exhibited by an AHSMB with heightened fighting instinct\is akin to when a person exhibits feats of adrenaline-fueled hysterical strength.\As a result, they push their limits, causing them to break down frequently.\The JURIA-SYSTEM has the fight-or-flight instinct.\As pilots, you must control both forms of survival instinct.\In other words, you must tame a wild stallion. response:	There you have it. Did you get all that?
context: That was the JURIA-SYSTEM's doing.\You could say the performance exhibited by an AHSMB with heightened fighting instinct\is akin to when a person exhibits feats of adrenaline-fueled hysterical strength.\As a result, they push their limits, causing them to break down frequently.\The JURIA-SYSTEM has the fight-or-flight instinct.\As pilots, you must control both forms of survival instinct.\In other words, you must tame a wild stallion.\There you have it. Did you get all that? response:	Yes...
context: You could say the performance exhibited by an AHSMB with heightened fighting instinct\is akin to when a person exhibits feats of adrenaline-fueled hysterical strength.\As a result, they push their limits, causing them to break down frequently.\The JURIA-SYSTEM has the fight-or-flight instinct.\As pilots, you must control both forms of survival instinct.\In other words, you must tame a wild stallion.\There you have it. Did you get all that?\Yes... response:	That is the extent of my explanation.
context: is akin to when a person exhibits feats of adrenaline-fueled hysterical strength.\As a result, they push their limits, causing them to break down frequently.\The JURIA-SYSTEM has the fight-or-flight instinct.\As pilots, you must control both forms of survival instinct.\In other words, you must tame a wild stallion.\There you have it. Did you get all that?\Yes...\That is the extent of my explanation. response:	Team Rabbits, I order you to remobilize.
context: As a result, they push their limits, causing them to break down frequently.\The JURIA-SYSTEM has the fight-or-flight instinct.\As pilots, you must control both forms of survival instinct.\In other words, you must tame a wild stallion.\There you have it. Did you get all that?\Yes...\That is the extent of my explanation.\Team Rabbits, I order you to remobilize. response:	I want you to set up the destroyed transmission satellites' replacements.
context: The JURIA-SYSTEM has the fight-or-flight instinct.\As pilots, you must control both forms of survival instinct.\In other words, you must tame a wild stallion.\There you have it. Did you get all that?\Yes...\That is the extent of my explanation.\Team Rabbits, I order you to remobilize.\I want you to set up the destroyed transmission satellites' replacements. response:	Now then, about your AHSMB units...
context: As pilots, you must control both forms of survival instinct.\In other words, you must tame a wild stallion.\There you have it. Did you get all that?\Yes...\That is the extent of my explanation.\Team Rabbits, I order you to remobilize.\I want you to set up the destroyed transmission satellites' replacements.\Now then, about your AHSMB units... response:	What happened to them?!
context: In other words, you must tame a wild stallion.\There you have it. Did you get all that?\Yes...\That is the extent of my explanation.\Team Rabbits, I order you to remobilize.\I want you to set up the destroyed transmission satellites' replacements.\Now then, about your AHSMB units...\What happened to them?! response:	After seeing your performance,
context: There you have it. Did you get all that?\Yes...\That is the extent of my explanation.\Team Rabbits, I order you to remobilize.\I want you to set up the destroyed transmission satellites' replacements.\Now then, about your AHSMB units...\What happened to them?!\After seeing your performance, response:	we've had a group of sponsors offer financial backing.
context: Yes...\That is the extent of my explanation.\Team Rabbits, I order you to remobilize.\I want you to set up the destroyed transmission satellites' replacements.\Now then, about your AHSMB units...\What happened to them?!\After seeing your performance,\we've had a group of sponsors offer financial backing. response:	What the hell?!
context: That is the extent of my explanation.\Team Rabbits, I order you to remobilize.\I want you to set up the destroyed transmission satellites' replacements.\Now then, about your AHSMB units...\What happened to them?!\After seeing your performance,\we've had a group of sponsors offer financial backing.\What the hell?! response:	I take that brand of antacid.
context: Team Rabbits, I order you to remobilize.\I want you to set up the destroyed transmission satellites' replacements.\Now then, about your AHSMB units...\What happened to them?!\After seeing your performance,\we've had a group of sponsors offer financial backing.\What the hell?!\I take that brand of antacid. response:	That's messed up...
context: I want you to set up the destroyed transmission satellites' replacements.\Now then, about your AHSMB units...\What happened to them?!\After seeing your performance,\we've had a group of sponsors offer financial backing.\What the hell?!\I take that brand of antacid.\That's messed up... response:	What is with these ads?
context: Now then, about your AHSMB units...\What happened to them?!\After seeing your performance,\we've had a group of sponsors offer financial backing.\What the hell?!\I take that brand of antacid.\That's messed up...\What is with these ads? response:	There's my grill...
context: What happened to them?!\After seeing your performance,\we've had a group of sponsors offer financial backing.\What the hell?!\I take that brand of antacid.\That's messed up...\What is with these ads?\There's my grill... response:	A camera will be there to gather footage,
context: After seeing your performance,\we've had a group of sponsors offer financial backing.\What the hell?!\I take that brand of antacid.\That's messed up...\What is with these ads?\There's my grill...\A camera will be there to gather footage, response:	so do your best to make sure it can see those logos.
context: we've had a group of sponsors offer financial backing.\What the hell?!\I take that brand of antacid.\That's messed up...\What is with these ads?\There's my grill...\A camera will be there to gather footage,\so do your best to make sure it can see those logos. response:	We aren't some freak show!
context: What the hell?!\I take that brand of antacid.\That's messed up...\What is with these ads?\There's my grill...\A camera will be there to gather footage,\so do your best to make sure it can see those logos.\We aren't some freak show! response:	We have to do this to spread the word about the MJP.
context: I take that brand of antacid.\That's messed up...\What is with these ads?\There's my grill...\A camera will be there to gather footage,\so do your best to make sure it can see those logos.\We aren't some freak show!\We have to do this to spread the word about the MJP. response:	Roger that!
context: That's messed up...\What is with these ads?\There's my grill...\A camera will be there to gather footage,\so do your best to make sure it can see those logos.\We aren't some freak show!\We have to do this to spread the word about the MJP.\Roger that! response:	So, would it be all right if I drew on my AHSMB unit?
context: What is with these ads?\There's my grill...\A camera will be there to gather footage,\so do your best to make sure it can see those logos.\We aren't some freak show!\We have to do this to spread the word about the MJP.\Roger that!\So, would it be all right if I drew on my AHSMB unit? response:	Of course not!
context: There's my grill...\A camera will be there to gather footage,\so do your best to make sure it can see those logos.\We aren't some freak show!\We have to do this to spread the word about the MJP.\Roger that!\So, would it be all right if I drew on my AHSMB unit?\Of course not! response:	Those aren't just pictures.
context: A camera will be there to gather footage,\so do your best to make sure it can see those logos.\We aren't some freak show!\We have to do this to spread the word about the MJP.\Roger that!\So, would it be all right if I drew on my AHSMB unit?\Of course not!\Those aren't just pictures. response:	Just how stupid are you?
context: so do your best to make sure it can see those logos.\We aren't some freak show!\We have to do this to spread the word about the MJP.\Roger that!\So, would it be all right if I drew on my AHSMB unit?\Of course not!\Those aren't just pictures.\Just how stupid are you? response:	This is Godinion. Requesting permission for takeoff.
context: We aren't some freak show!\We have to do this to spread the word about the MJP.\Roger that!\So, would it be all right if I drew on my AHSMB unit?\Of course not!\Those aren't just pictures.\Just how stupid are you?\This is Godinion. Requesting permission for takeoff. response:	This is control. Godinion is cleared for takeoff.
context: We have to do this to spread the word about the MJP.\Roger that!\So, would it be all right if I drew on my AHSMB unit?\Of course not!\Those aren't just pictures.\Just how stupid are you?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff. response:	Cleared for takeoff. All ranges: Green.
context: Roger that!\So, would it be all right if I drew on my AHSMB unit?\Of course not!\Those aren't just pictures.\Just how stupid are you?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green. response:	Increasing backup engine's output.
context: So, would it be all right if I drew on my AHSMB unit?\Of course not!\Those aren't just pictures.\Just how stupid are you?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine's output. response:	Activating the turbine's activation sequence.
context: Of course not!\Those aren't just pictures.\Just how stupid are you?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine's output.\Activating the turbine's activation sequence. response:	All hatches are closed.
context: Those aren't just pictures.\Just how stupid are you?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine's output.\Activating the turbine's activation sequence.\All hatches are closed. response:	External power has been established.
context: Just how stupid are you?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine's output.\Activating the turbine's activation sequence.\All hatches are closed.\External power has been established. response:	AUP activated.
context: This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine's output.\Activating the turbine's activation sequence.\All hatches are closed.\External power has been established.\AUP activated. response:	Disconnect all equipment.
context: This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine's output.\Activating the turbine's activation sequence.\All hatches are closed.\External power has been established.\AUP activated.\Disconnect all equipment. response:	External pressure increasing. Turbines activated.
context: Cleared for takeoff. All ranges: Green.\Increasing backup engine's output.\Activating the turbine's activation sequence.\All hatches are closed.\External power has been established.\AUP activated.\Disconnect all equipment.\External pressure increasing. Turbines activated. response:	Main engine military!
context: Increasing backup engine's output.\Activating the turbine's activation sequence.\All hatches are closed.\External power has been established.\AUP activated.\Disconnect all equipment.\External pressure increasing. Turbines activated.\Main engine military! response:	Blast off!
context: Activating the turbine's activation sequence.\All hatches are closed.\External power has been established.\AUP activated.\Disconnect all equipment.\External pressure increasing. Turbines activated.\Main engine military!\Blast off! response:	Th-thanks for all of your hard work.
context: All hatches are closed.\External power has been established.\AUP activated.\Disconnect all equipment.\External pressure increasing. Turbines activated.\Main engine military!\Blast off!\Th-thanks for all of your hard work. response:	Same to you!
context: External power has been established.\AUP activated.\Disconnect all equipment.\External pressure increasing. Turbines activated.\Main engine military!\Blast off!\Th-thanks for all of your hard work.\Same to you! response:	All that fighting did a number on it,
context: AUP activated.\Disconnect all equipment.\External pressure increasing. Turbines activated.\Main engine military!\Blast off!\Th-thanks for all of your hard work.\Same to you!\All that fighting did a number on it, response:	but we've got it working like new!
context: Disconnect all equipment.\External pressure increasing. Turbines activated.\Main engine military!\Blast off!\Th-thanks for all of your hard work.\Same to you!\All that fighting did a number on it,\but we've got it working like new! response:	Although it's a bit dressed up now.
context: External pressure increasing. Turbines activated.\Main engine military!\Blast off!\Th-thanks for all of your hard work.\Same to you!\All that fighting did a number on it,\but we've got it working like new!\Although it's a bit dressed up now. response:	Good luck out there! Fight on!
context: Main engine military!\Blast off!\Th-thanks for all of your hard work.\Same to you!\All that fighting did a number on it,\but we've got it working like new!\Although it's a bit dressed up now.\Good luck out there! Fight on! response:	Don't sweat it.
context: Blast off!\Th-thanks for all of your hard work.\Same to you!\All that fighting did a number on it,\but we've got it working like new!\Although it's a bit dressed up now.\Good luck out there! Fight on!\Don't sweat it. response:	Ya see, men leave without saying a word and do their utmost best.
context: Th-thanks for all of your hard work.\Same to you!\All that fighting did a number on it,\but we've got it working like new!\Although it's a bit dressed up now.\Good luck out there! Fight on!\Don't sweat it.\Ya see, men leave without saying a word and do their utmost best. response:	It's okay. You don't have to say a thing.
context: Same to you!\All that fighting did a number on it,\but we've got it working like new!\Although it's a bit dressed up now.\Good luck out there! Fight on!\Don't sweat it.\Ya see, men leave without saying a word and do their utmost best.\It's okay. You don't have to say a thing. response:	Please get on board!
context: All that fighting did a number on it,\but we've got it working like new!\Although it's a bit dressed up now.\Good luck out there! Fight on!\Don't sweat it.\Ya see, men leave without saying a word and do their utmost best.\It's okay. You don't have to say a thing.\Please get on board! response:	R-right!
context: but we've got it working like new!\Although it's a bit dressed up now.\Good luck out there! Fight on!\Don't sweat it.\Ya see, men leave without saying a word and do their utmost best.\It's okay. You don't have to say a thing.\Please get on board!\R-right! response:	Good luck.
context: Although it's a bit dressed up now.\Good luck out there! Fight on!\Don't sweat it.\Ya see, men leave without saying a word and do their utmost best.\It's okay. You don't have to say a thing.\Please get on board!\R-right!\Good luck. response:	Oh, Boss!
context: Good luck out there! Fight on!\Don't sweat it.\Ya see, men leave without saying a word and do their utmost best.\It's okay. You don't have to say a thing.\Please get on board!\R-right!\Good luck.\Oh, Boss! response:	Take care.
context: Don't sweat it.\Ya see, men leave without saying a word and do their utmost best.\It's okay. You don't have to say a thing.\Please get on board!\R-right!\Good luck.\Oh, Boss!\Take care. response:	The interstellar dust around Undina is denser than elsewhere.
context: Ya see, men leave without saying a word and do their utmost best.\It's okay. You don't have to say a thing.\Please get on board!\R-right!\Good luck.\Oh, Boss!\Take care.\The interstellar dust around Undina is denser than elsewhere. response:	It is rich with metals that broke off from the small, M-class planet.
